HEROP_ID,G_STATEFP,GEOID,STUSPS,TotPop,TotPopHh,TotVetPop,TotUnits,TotWrkE,WhiteP,BlackP,AmIndP,AsianP,PacIsP,OtherP,HispP,ChildrenP,Age15_24P,Und45P,Ovr65P,Age0_4,Age5_14,Age15_19,Age20_24,Age15_44,Age45_49,Age50_54,Age55_59,Age60_64,AgeOv65,AgeOv18,Age18_64,DisbP,NoHsP,VetP,NonRelFhhP,NonRelNfhhP,UnempP,PovP,MedInc,PciE,ForDqP,ForDqTot,GiniCoeff,EduP,HghRskP,HltCrP,RetailP,EssnWrkE,EssnWrkP,NoIntP,VacantP,MobileP,LngTermP,RentalP,UnitDens,AreaSqMi,AlcTot,AlcDens,AlcPerCap,DsmBlk,IntrBlkWht,IsoBlk,DsmHsp,IntrHspWht,IsoHsp,DsmAs,IntrAsWht,IsoAs,Ndvi,ParkArea,StateArea,Cover,TotTracts,CntBupT,CntMetT,CntNalT,AvBupTime,AvMetTime,AvNalTime,PctBupT,PctMetT,PctNalT,FqhcCtTmDr,FqhcAvTmDr,FqhcTmDrP,HospCtTmDr,HospAvTmDr,HospTmDrP,RxCtTmDr,RxAvTmDr,RxTmDrP,MhCtTmDr,MhAvTmDr,MhTmDrP,SutpCtTmDr,SutpAvTmDr,SutpTmDrP,OtpCtTmDr,OtpAvTmDr,OtpTmDrP,DrgRlDth,TotHcv,MlHcv,FmHcv,Un50Hcv,A50_74Hcv,Ov75Hcv,BlkHcv,NonBlkHcv,HcvD13,MlHcvD13,FlHcvD13,AmInHcvD13,AsPiHcvD13,BlkHcvD13,HspHcvD13,U50HcvD13,A50_74HcvD13,O75HcvD13,HcvD14,MlHcvD14,FlHcvD14,AmInHcvD14,AsPiHcvD14,BlkHcvD14,HspHcvD14,U50HcvD14,A50_74HcvD14,O75HcvD14,HcvD15,MlHcvD15,FlHcvD15,AmInHcvD15,AsPiHcvD15,BlkHcvD15,HspHcvD15,U50HcvD15,D50_74Hcv15,O75HcvD15,HcvD16,MlHcvD16,FlHcvD16,AmInHcvD16,AsPiHcvD16,BlkHcvD16,HspHcvD16,U50HcvD16,A50_74HcvD16,O75HcvD16,HcvD17,MlHcvD17,FlHcvD17,AmInHcvD17,AsPiHcvD17,BlkHcvD17,HspHcvD17,U50HcvD17,A50_74HcvD17,O75HcvD17,AvHcvD,AvMlHcvD,AvFlHcvD,AvAmInHcvD,AvAsPiHcvD,AvBlkHcvD,AvHspHcvD,AvU50HcvD,Av50_74HcvD,AvO75HcvD,TotPcp,TotSp,OpRxRt20,PrMsuse20P,OdMortRt14,OdMortRt15,OdMortRt16,OdMortRt17,OdMortRt18,OdMortRt19,OdMortRt20,OdMortRtAv,AnyPdmpFr,AnyPdmphFr,OpPdmpFr,MsAcPdmpFr,ElcPdmpFr,AnyPdmpDt,AnyPdmphDt,OpPdmpDt,MsAcPdmpDt,ElcPdmpDt,AnyGslDt,GslArrDt,AnyGslFr,GslArrFr,AnyNalDt,NalPrStDt,NalPresDt,AnyNalFr,NalPrStFr,NalPresFr,MedcdExp19,MedcdExp18,TradFedExp,TradSttExp,ExpnFedExp,ExpnSttExp,ExpSsp,NoPrphLw,NtPrFrDsSy,PrExcInj,PrNtRefInj,NoLwRmUnc,MdMarijLaw,CrrctExpS,PlcFyrExpS,HlthExpS,WlfrExpS,CrrctExpL,PlcFyrExpL,HlthExpL,WlfrExpL,CrrctExpT,PlcFyrExpT,HlthExpT,WlfrExpT
040US30,G30,30,MT,1041732,1012863,85480,505685,507249,88.86,0.44,6.46,0.76,0.07,3.4,3.75,78,13.24,55.71,17.65,61810,127768,64452,73435,390755,59101,66801,75255,76419,183823,814140,630317,13.6,6.81,10.54,2.64,22.55,4.2,13.7,27115,29765,4.79,20.11,0.46,8.92,20.61,14.45,11.72,240904,47.49,15.45,16.3,10.94,23.65,32.3,3.47,145545.46,115,0,0,0.33,0.54,0.01,0.18,0.84,0.04,0.26,0.7,0.01,0.06,57079006095,6782457892,8.42,271,181,83,142,28.08,51.95,45.36,0.67,0.31,0.52,191,27.71,0.7,208,20.58,0.77,209,18.11,0.77,184,28.61,0.68,197,23.43,0.73,83,51.95,0.31,1611,7400,5000,2500,2100,5200,100,100,7300,60,41,19,14,NA,NA,NA,NA,44,NA,55,40,15,NA,NA,NA,NA,NA,36,NA,77,57,20,15,NA,NA,NA,NA,57,NA,75,52,23,19,NA,NA,NA,11,43,NA,68,42,26,20,NA,NA,NA,NA,49,NA,67,46.4,20.6,13.4,NA,NA,NA,1.4,45.8,NA,772,1302,46.1,3.43,12.4,13.8,11.7,11.7,7.4,14.1,15.6,11.74,1,1,1,0,1,7/1/2011,7/1/2011,10/1/2012,,7/1/2011,5/3/2017,,1,0,5/1/2017,5/1/2017,,0.67,0.67,0,1888589216,1839106500,778706500,369979800,648026400,42393800,1,0,0,0,0,0,1,114483,38161,114483,228966,137052,415817,137052,274104,251535,453978,251535,503070
040US31,G31,31,NE,1904760,1852809,120290,830749,993836,87.49,4.77,0.91,2.32,0.07,4.44,10.67,75,13.98,60.34,15.02,131812,264249,129350,136886,753272,109634,119414,125370,114929,286080,1432242,1146162,11.5,8.91,8.43,2.55,20.26,3.5,11.6,30966,31101,8.02,36.59,0.44,9.69,22.68,14.55,11.47,452975,45.58,13.45,9.23,3.42,22.66,33.88,10.81,76817.24,166,0,0,0.24,0.75,0.02,0.16,0.86,0.09,0.24,0.69,0.01,0.22,1127101647,2151102405,0.52,532,411,279,360,18.15,27.92,25.97,0.77,0.52,0.68,363,24.3,0.68,505,9.71,0.95,515,5.57,0.97,462,12.45,0.87,459,13.91,0.86,277,25.65,0.52,1605,7900,5000,2500,1500,5800,200,1700,5900,90,68,22,NA,NA,17,NA,10,69,NA,77,49,28,NA,NA,12,NA,10,49,NA,82,57,25,NA,NA,NA,NA,NA,43,NA,78,60,18,NA,NA,16,NA,NA,55,NA,79,51,28,NA,NA,17,NA,NA,67,NA,81.2,57,24.2,NA,NA,12.2,NA,3.4,56.6,NA,1309,2124,48,3.06,7.2,6.9,6.4,8.1,21.2,8.7,11.3,10.26,1,1,1,0,1,4/14/2011,8/1/2011,1/1/2017,,8/27/2011,8/24/2017,8/24/2017,1,1,6/1/2015,,,1,0,0,2178227037,2115842300,1113354300,1002487900,,,0,0,0,0,0,1,0,247611,82537,247611,495222,428370,661579,428370,856740,675981,744116,675981,1351962
040US32,G32,32,NV,2922849,2885149,208731,1235096,1370603,66.21,8.93,1.23,8.03,0.66,14.94,28.45,77,12.3,59.39,14.99,182311,379597,177213,182278,1173952,195494,193152,186207,174085,438051,2248373,1810322,12.8,13.7,9.32,3.63,25.01,6.9,13.7,30319,29961,19.26,201.96,0.46,6.42,13.39,9.48,11.81,646533,47.17,13.25,12.89,5.32,12.76,44.19,11.25,109779.73,228,0,0,0.31,0.68,0.04,0.17,0.68,0.21,0.26,0.6,0.03,0.22,65536653819,16830294016,3.89,687,655,597,631,8.13,16.51,13.3,0.95,0.87,0.92,625,15.98,0.91,651,10.94,0.95,668,5.4,0.97,649,10.92,0.94,651,11.22,0.95,596,15.72,0.87,5583,21900,15500,6400,5100,16300,500,2900,19200,212,151,61,NA,NA,20,19,12,172,NA,181,119,62,NA,NA,17,24,NA,142,NA,173,129,44,NA,NA,12,21,NA,139,NA,181,126,55,NA,NA,17,16,NA,148,11,153,108,45,NA,NA,20,23,NA,127,NA,180,126.6,53.4,NA,NA,17.2,20.6,1.6,145.6,1.4,1595,2975,47.4,3.87,18.4,20.4,21.7,21.6,35.8,20.1,26,23.92,1,1,1,1,1,6/29/1995,1/1/1996,2/1/2011,10/1/2015,10/1/1995,10/1/2015,10/1/2015,1,1,10/1/2015,10/1/2015,,1,1,0,3995621251,3959463900,1783583900,922486900,1181644500,71748600,1,0,0,1,0,0,1,265440,88480,265440,530880,1397259,1731653,1397259,2794518,1662699,1820133,1662699,3325398
040US33,G33,33,NH,1343622,1301042,97644,630955,724017,93.03,1.53,0.16,2.69,0.03,2.57,3.6,80,13.31,52.75,16.97,64079,148612,88652,90164,496028,94043,106877,110487,95512,227984,1081059,853075,12.6,7.1,9.05,3.01,23.29,4,7.9,34508,38548,7.69,58.34,0.44,9.99,20.88,14.66,12.45,306709,42.36,9.31,16.3,5.63,28.72,29.03,70.47,8953.44,124,0.01,0,0.53,0.87,0.04,0.34,0.89,0.05,0.41,0.89,0.05,0.11,5021643472,2399265024,2.09,295,283,168,244,8.39,31.05,18.16,0.96,0.57,0.83,230,18.86,0.78,266,14.68,0.9,288,7.11,0.98,266,14.8,0.9,276,12.73,0.94,213,25.76,0.72,1647,7700,5600,2000,2800,4700,100,200,7500,73,57,16,NA,NA,NA,NA,NA,52,NA,62,50,12,NA,NA,NA,NA,NA,47,NA,65,44,21,NA,NA,NA,NA,NA,50,NA,68,54,14,NA,NA,NA,NA,NA,48,NA,57,48,NA,NA,NA,NA,NA,NA,31,NA,65,50.6,12.4,NA,NA,NA,NA,NA,45.6,NA,1265,2089,35.2,3.12,26.2,34.3,39,37,33.1,32,30.3,35.08,1,1,1,1,1,6/12/2012,6/1/2012,10/1/2014,1/21/2016,6/12/2012,9/6/2015,9/6/2015,1,1,7/1/2015,7/1/2015,,1,1,0,1998974283,2228830700,859950400,858495400,478774900,31610000,1,0,0,0,1,0,1,212742,70914,212742,425484,240462,607695,240462,480924,453204,678609,453204,906408
040US34,G34,34,NJ,8881845,8697059,333835,3605401,4390602,67.91,13.47,0.21,9.37,0.04,9,19.91,78,12.7,56.65,15.5,521684,1103003,565170,562446,3406505,623993,662252,636206,551339,1376863,6908443,5531580,10.4,10.46,4.84,2.42,18.75,6.1,10.4,36411,40895,9.83,66.75,0.48,9.98,15.08,13.83,11.01,1736504,39.55,11.52,10.87,0.95,28.76,36.07,490.24,7354.37,1631,0.22,0,0.55,0.45,0.26,0.44,0.5,0.29,0.4,0.62,0.14,0.19,9065880980,958471006.1,9.46,2010,2008,1929,2002,3.62,12.1,6.64,1,0.96,1,1996,8.84,0.99,2000,8.12,1,2009,1.87,1,1993,6.82,0.99,2004,6.05,1,1968,10.43,0.98,10145,47200,32100,14000,13600,30700,1700,14300,31900,424,299,125,NA,NA,133,53,24,355,26,446,325,121,NA,NA,115,57,25,372,30,400,271,129,NA,NA,124,46,19,316,40,378,278,100,NA,NA,128,52,19,320,11,342,236,106,NA,NA,102,55,10,280,28,398,281.8,116.2,NA,NA,120.4,52.6,19.4,328.6,27,7151,14237,31.8,3.24,14,16.3,23.2,30,26.7,31.7,32.1,25.58,1,1,1,1,1,1/4/2008,8/1/2009,1/1/2012,11/1/2015,8/1/2010,5/2/2013,5/2/2013,1,1,7/1/2013,7/1/2013,,1,1,0,16092750284,15079945100,5999339800,5910689800,2985600500,184315000,1,0,0,0,0,0,1,1860483,620161,1860483,3720966,2118744,3980848,2118744,4237488,3979227,4601009,3979227,7958454
040US35,G35,35,NM,2092434,2049476,148264,932818,882735,74.5,2.06,9.55,1.51,0.07,12.31,48.54,76,13.77,58.6,16.32,128357,281753,140188,147856,815957,120433,131970,139817,132632,341515,1598270,1256755,15.1,14.74,9.33,3.02,19.82,7.2,20,25234,26085,7.39,39.08,0.48,10.56,16.23,14.7,11.54,412109,46.69,21.24,16.85,16.96,26.7,32.41,7.69,121311.32,98,0,0,0.39,0.37,0.03,0.2,0.4,0.52,0.35,0.39,0.02,0.15,44367288688,9544849063,4.65,499,448,289,331,9.86,31.31,31.47,0.9,0.58,0.66,459,10.25,0.92,417,16.85,0.84,443,11.02,0.89,401,18.6,0.8,438,13.82,0.88,308,31.19,0.62,5423,26700,19800,8300,9100,18300,600,700,27500,229,178,51,11,NA,NA,130,31,183,NA,205,156,49,11,NA,NA,116,18,156,NA,195,148,47,15,NA,NA,99,26,153,NA,203,141,62,13,NA,NA,116,25,153,NA,175,143,32,NA,NA,NA,99,11,142,NA,201.4,153.2,48.2,9.8,NA,NA,112,22.2,157.4,NA,1601,2383,40.5,3.86,27.3,25.3,25.2,24.8,18.4,30.2,39,24.78,1,1,1,1,1,7/15/2004,7/1/2004,8/1/2005,9/28/2012,7/15/2004,6/15/2007,,1,0,5/1/2001,4/1/2016,4/1/2014,1,1,1,5278429102,5107975100,2684197500,1000889800,1344329700,78558100,1,0,0,0,0,0,1,375543,125181,375543,751086,710391,895515,710391,1420782,1085934,1020696,1085934,2171868
040US36,G36,36,NY,19618453,19043605,730557,8287087,9445023,63.79,15.64,0.41,8.31,0.04,11.81,18.89,79,13.16,57.7,15.64,1163606,2267695,1224760,1356050,7887722,1295956,1379690,1342368,1212727,3068689,15476820,12408131,11.5,13.52,4.73,2.99,21.6,6,14.6,32062,37470,8.35,35.12,0.51,11.02,12.91,16.64,10.38,3984668,42.19,13.9,11.71,2.33,31.52,46.1,175.86,47123.22,2972,0.06,0,0.53,0.67,0.17,0.39,0.72,0.13,0.46,0.77,0.06,0.14,21409542506,2044604411,10.47,4931,4842,4250,4740,4.18,15.44,7.63,0.98,0.86,0.96,4670,8.28,0.95,4731,8.58,0.96,4883,2.85,0.99,4753,7.32,0.96,4743,7.27,0.96,4326,14.36,0.88,19128,116000,78100,36100,26600,82500,5000,34800,79600,1139,754,385,NA,36,310,285,78,910,121,1092,745,347,NA,27,275,287,74,871,128,979,701,278,NA,25,243,247,51,812,99,789,543,246,NA,26,177,216,37,664,75,701,495,206,NA,17,178,183,36,557,96,940,647.6,292.4,NA,26.2,236.6,243.6,55.2,762.8,103.8,16887,35579,31.9,3.27,11.3,13.6,18,19.4,22.4,18.2,25.4,18.32,1,1,1,1,1,1/1/1972,1/1/1990,6/1/2013,8/27/2013,1/1/1998,9/18/2011,,1,0,4/1/2006,7/1/2014,,1,1,0,60281679030,77697181000,39032126500,38173138700,431408500,60507400,1,0,0,0,0,0,1,2595894,865298,2595894,5191788,10207965,13459750,10207965,20415930,12803859,14325048,12803859,25607718
040US37,G37,37,NC,10155624,9882910,667696,4573066,4665822,68.87,21.46,1.19,2.78,0.07,5.62,9.22,77,13.56,58.22,15.47,603193,1294042,676295,700320,4015345,686210,690424,676977,618435,1570998,7863008,6292010,13.6,12.64,8.59,2.52,20.65,6.3,15.4,27458,29456,8.54,64.7,0.48,9.12,21.31,13.87,11.74,2167395,46.45,15.71,14.31,13.02,23.31,34.96,94.06,48619.17,633,0.01,0,0.35,0.61,0.26,0.33,0.64,0.11,0.47,0.65,0.03,0.23,12619357994,1285921961,9.81,2195,2114,1721,1844,9.61,21.08,17.19,0.96,0.78,0.84,2007,15.01,0.91,2029,15.07,0.93,2167,5.7,0.99,1988,14.39,0.91,2068,11.74,0.94,1754,19.83,0.8,10340,66400,44500,21400,17600,46900,1400,21800,44200,525,377,148,12,NA,142,11,47,440,NA,495,360,135,NA,NA,151,19,42,410,10,532,383,149,NA,NA,163,NA,53,455,NA,511,357,154,10,NA,121,12,22,448,11,460,330,130,11,NA,104,NA,17,409,NA,504.6,361.4,143.2,6.2,NA,136.2,8,36.2,432.4,3.6,6715,12052,52.8,3.48,13.8,15.8,19.7,24.1,10.2,22.3,30.9,18.42,1,1,1,0,1,8/13/2005,1/1/2006,7/1/2007,,1/1/2006,4/9/2013,,1,0,5/1/2013,5/1/2013,,1,1,0,13780306363,13201460500,8944059000,4257401500,,,1,0,0,0,0,0,0,1598229,532743,1598229,3196458,1675407,3722009,1675407,3350814,3273636,4254752,3273636,6547272
040US38,G38,38,ND,752201,726653,46524,367684,400841,87.11,2.72,5.25,1.44,0.05,3.43,3.53,77,15.19,61.34,14.61,52820,94926,47651,66571,313629,40274,45712,49869,45061,109910,578483,468573,10.8,7.51,8.13,2.46,20.94,2.8,10.9,34036,35373,4.17,11.68,0.46,8.93,24.94,16.2,11.19,191724,47.83,13.95,14.35,7.28,21.62,37.33,5.33,68999.05,118,0,0,0.25,0.75,0.02,0.15,0.81,0.04,0.21,0.65,0.01,0.16,1929557705,3445244575,0.56,205,121,49,109,29.36,44.14,34.55,0.59,0.24,0.53,104,40.01,0.51,149,18.34,0.73,176,11.01,0.86,99,39.35,0.48,120,29.71,0.59,60,48.81,0.29,665,2600,1800,600,800,1500,100,100,2300,22,16,NA,NA,NA,NA,NA,NA,NA,NA,24,17,NA,NA,NA,NA,NA,NA,NA,NA,32,26,NA,NA,NA,NA,NA,NA,12,NA,20,13,NA,NA,NA,NA,NA,NA,NA,NA,23,15,NA,NA,NA,NA,NA,NA,NA,NA,24.2,17.4,NA,NA,NA,NA,NA,NA,1.6,NA,561,899,36.7,3.02,6.3,8.6,10.6,9.2,35.9,11.4,15.6,15.14,1,1,1,0,1,12/1/2005,12/1/2006,10/1/2008,,4/5/2007,8/1/2015,,1,0,8/1/2015,8/1/2015,4/1/2016,1,1,1,1174487740,1265951600,494032100,474269300,274231400,23418800,1,0,0,0,0,0,0,105756,35252,105756,211512,364725,323969,364725,729450,470481,359221,470481,940962
040US39,G39,39,OH,11641879,11327784,729649,5188270,5549577,81.51,12.35,0.2,2.15,0.03,3.75,3.7,78,13.29,56.72,16.26,695933,1461232,772199,775430,4446663,744680,799749,834920,765841,1892861,9023711,7130850,14,9.9,8.09,2.76,19.06,5.8,14.5,28814,30304,14.76,82.39,0.47,8.57,22.44,15.55,11.51,2656660,47.87,14.72,10.3,3.77,27.45,34.01,126.97,40860.57,688,0.02,0,0.5,0.81,0.11,0.4,0.86,0.05,0.55,0.88,0.03,0.2,6856822850,1213045207,5.65,2952,2909,2012,2875,6.46,24.48,9.68,0.99,0.68,0.97,2831,10.82,0.96,2870,10.55,0.97,2947,4.29,1,2900,8.39,0.98,2901,9.01,0.98,2465,17.13,0.84,17017,89600,61300,28800,33400,54900,1700,26700,63500,534,376,158,NA,NA,142,13,45,445,34,567,409,158,NA,NA,140,14,38,478,25,559,394,165,NA,NA,154,13,34,472,35,546,384,162,NA,NA,139,NA,50,443,28,541,403,138,NA,NA,148,NA,40,459,12,549.4,393.2,156.2,NA,NA,144.6,7.6,41.4,459.4,26.8,8805,15791,47.4,3.64,24.6,29.9,39.1,46.3,18.4,38.3,47.2,34.4,1,1,1,1,1,5/18/2005,5/1/2005,10/1/2006,12/31/2015,5/18/2005,9/13/2016,9/13/2016,1,1,4/1/2014,8/1/2015,,1,1,0,23650438546,22182751100,11343081300,6715231000,3887798400,236640500,1,0,0,0,0,0,1,998547,332849,998547,1997094,1514334,5526212,1514334,3028668,2512881,5859061,2512881,5025762
040US40,G40,40,OK,3918137,3808014,273677,1723230,1761328,72.43,7.35,7.52,2.13,0.11,10.46,10.4,76,13.86,60.42,15.04,263992,536998,262995,280151,1566301,229908,245790,255043,230875,589230,2959431,2370201,16,12.19,9.3,2.82,20.55,5.3,16,26908,27432,9.49,39.61,0.47,9.07,22.77,13.34,11.57,854170,48.5,17.69,14.43,9.42,20.8,34.42,25.12,68595.72,560,0.01,0,0.39,0.66,0.07,0.23,0.68,0.12,0.44,0.63,0.02,0.12,2251849572,2351000913,0.96,1046,903,630,679,12.91,30.75,27.43,0.86,0.6,0.65,868,16.92,0.83,970,11.04,0.93,1012,5.72,0.97,928,13.16,0.89,909,13.79,0.87,633,29.53,0.61,6544,53300,38000,19600,15000,41500,1100,5700,52100,422,296,126,43,NA,40,20,64,328,NA,523,356,167,57,NA,37,18,55,429,13,510,342,168,68,NA,42,13,52,422,14,538,356,182,51,NA,38,22,50,456,12,555,375,180,59,NA,61,25,71,446,19,509.6,345,164.6,55.6,NA,43.6,19.6,58.4,416.2,11.4,2469,3832,59.3,3.62,20.3,19,21.5,20.1,12.6,16.7,19.4,17.98,1,1,1,1,1,5/15/1990,1/1/1991,7/1/2006,11/1/2015,5/15/1990,,,0,0,11/1/2013,,11/1/2014,1,0,1,5119072454,4856833700,2944575400,1912258300,,,0,0,0,0,0,1,0,530334,176778,530334,1060668,459852,1411278,459852,919704,990186,1588056,990186,1980372
040US41,G41,41,OR,4081943,3993967,288540,1750539,1934643,84.42,1.91,1.15,4.28,0.39,7.86,12.84,79,12.52,57.36,16.72,231927,488188,246092,265043,1621357,257594,256516,266912,276903,682546,3213765,2531219,14.5,9.62,8.99,3.73,27.21,6,14.1,29065,32045,5.21,43.23,0.46,8.41,21.52,14.51,11.71,869004,44.92,10.5,9.07,8.06,19.82,38.09,18.24,95987.26,549,0.01,0,0.39,0.75,0.02,0.23,0.77,0.16,0.32,0.77,0.03,0.24,76195381586,6967823002,10.94,834,776,551,738,9.25,33.26,12.84,0.93,0.66,0.88,745,13.63,0.89,737,14.84,0.89,788,6.98,0.94,737,13.93,0.88,761,11.41,0.91,567,29.34,0.68,5923,48700,35400,15400,8500,41200,1100,2200,48700,549,387,162,17,14,14,25,42,482,10,563,397,166,10,NA,12,27,47,482,16,514,390,124,12,10,20,27,35,434,19,491,350,141,10,NA,12,23,22,438,13,518,367,151,11,10,21,18,30,442,12,527,378.2,148.8,12,6.4,15.8,24,35.2,455.6,14,3463,5597,45.6,4.46,12.8,12,11.9,12.4,36.1,14,18.7,17.28,1,1,1,0,1,7/23/2009,7/1/2009,9/1/2011,,7/23/2009,1/1/2016,1/1/2016,1,1,7/1/2013,7/1/2013,4/1/2016,1,1,1,9483314126,9093872300,4315998200,2268454100,2363583800,145836300,0,0,0,1,0,0,1,600183,200061,600183,1200366,1629090,1966587,1629090,3258180,2229273,2166648,2229273,4458546
040US42,G42,42,PA,12791181,12366049,782682,5673599,6151998,80.85,11.13,0.19,3.35,0.03,4.45,7.08,79,13.04,54.98,17.43,709250,1491997,826326,842245,4831541,828116,903178,934674,862564,2229861,10115851,7885990,13.9,9.8,7.74,2.55,19.4,5.8,12.8,30142,32889,8.16,44.8,0.47,9.36,19.92,16.49,11.34,2861537,46.51,15.29,11.43,3.95,32.03,31,126.8,44743.03,1033,0.02,0,0.53,0.76,0.12,0.38,0.8,0.09,0.45,0.86,0.04,0.11,30620732417,1749164284,17.51,3218,3137,2670,3096,6.2,18.91,9.17,0.97,0.83,0.96,2915,12.94,0.91,3058,10.68,0.95,3193,3.68,0.99,3072,9.43,0.95,3128,8.65,0.97,2742,16.86,0.85,24689,93900,65600,28200,33200,58400,2100,28300,65600,634,454,180,NA,NA,176,57,36,522,46,629,451,178,NA,NA,170,44,44,533,30,726,532,194,NA,NA,197,55,44,627,29,564,401,163,NA,NA,140,48,48,472,19,563,412,151,NA,NA,149,37,21,473,34,623.2,450,173.2,NA,NA,166.4,48.2,38.6,525.4,31.6,10212,19844,43.1,3.43,21.9,26.3,37.9,44.3,30.1,35.6,42.4,34.84,1,1,1,0,1,1/1/1972,1/1/1990,8/1/2016,,1/1/2002,12/1/2014,,1,0,12/1/2014,12/1/2014,,1,1,0,32241387916,29821935600,12987200700,12041942900,4503641400,289150600,0,0,0,0,0,1,1,3245916,1081972,3245916,6491832,4721220,3629833,4721220,9442440,7967136,4711805,7967136,15934272
040US44,G44,44,RI,1056611,1014869,57524,467412,527972,80.87,6.55,0.52,3.38,0.08,8.6,15.03,80,14.42,55.81,16.49,54587,116478,73378,78980,418646,69762,76883,76732,69313,174210,847742,673532,13.6,12,6.81,2.77,20.94,6.1,13.1,31145,34619,12.24,92.47,0.47,11.15,17.31,16.19,12.14,237105,44.91,13.29,12.09,0.97,29.29,39.75,452.09,1033.89,218,0.21,0,0.47,0.76,0.06,0.37,0.75,0.14,0.38,0.81,0.05,0.26,1687788911,568444037.4,2.97,244,242,240,242,4.08,9,7.17,0.99,0.98,0.99,242,6.31,0.99,241,8.22,0.99,244,2.47,1,241,7.95,0.99,242,6.26,0.99,241,8.62,0.99,1578,10000,7200,3000,2800,7100,300,1500,8700,73,56,17,NA,NA,NA,NA,14,45,NA,104,69,35,NA,NA,NA,11,NA,74,NA,97,71,26,NA,NA,NA,10,10,71,NA,89,71,18,NA,NA,12,11,NA,69,NA,76,49,27,NA,NA,NA,NA,NA,58,NA,87.8,63.2,24.6,NA,NA,1.6,6,4.2,63.4,NA,945,1792,36.5,3.59,23.4,28.2,30.8,31,22.6,29.5,38.2,28.42,1,1,1,1,1,1/1/1978,1/1/1990,9/1/2012,6/28/2016,1/1/1997,6/18/2012,,1,0,7/1/2012,4/1/2014,,1,1,0,2599424865,2605284000,1110545900,1044021800,424670000,26046300,1,0,0,0,1,0,1,278499,92833,278499,556998,0,696596,0,0,278499,789429,278499,556998
040US45,G45,45,SC,4955925,4819128,366862,2256951,2227307,67.25,27.03,0.34,1.52,0.06,3.81,5.56,78,13.34,56.98,16.73,290090,619683,323640,337510,1913888,313820,334013,334313,321035,829083,3859674,3030591,14.7,12.87,9.58,2.39,20.27,6.4,16,26348,27986,10.58,69.99,0.47,8.84,22.52,12.81,12.12,1075650,48.29,17.72,16.05,16.45,24.86,31.11,75.07,30063.68,631,0.02,0,0.33,0.49,0.44,0.4,0.53,0.09,0.52,0.56,0.02,0.22,2143223059,1752456144,1.22,1103,1033,666,818,11.38,28.8,22.32,0.94,0.6,0.74,1048,13.66,0.95,987,15.71,0.89,1086,6.07,0.98,1001,15.65,0.91,1002,15.17,0.91,733,26.03,0.66,6524,35600,24100,11500,7900,26900,800,12600,23100,293,205,88,NA,NA,82,NA,36,231,NA,271,210,61,NA,NA,88,NA,12,234,NA,294,215,79,NA,NA,84,NA,19,244,NA,299,219,80,NA,NA,105,NA,10,263,NA,302,217,85,NA,NA,89,NA,16,264,NA,291.8,213.2,78.6,NA,NA,89.6,NA,18.6,247.2,NA,3125,5726,56.6,3.07,14.4,15.7,18.1,20.5,6.9,22.7,34.9,16.78,1,1,1,0,1,6/14/2006,6/1/2006,2/1/2008,,6/14/2006,6/10/2017,,1,0,7/1/2015,7/1/2016,,1,1,0,6512470426,6229851700,4465172700,1764679000,,,0,0,0,0,1,0,0,541773,180591,541773,1083546,792183,1715571,792183,1584366,1333956,1896162,1333956,2667912
040US46,G46,46,SD,864289,830281,59243,387637,442773,84.47,1.88,8.72,1.46,0.03,3.44,3.7,75,13.63,59.14,15.83,60407,119006,57056,60737,331685,47405,54298,59203,55477,136808,651223,514415,11.9,8.28,9.14,2.64,19.56,3.5,13.6,30239,29801,6.84,18.91,0.45,8.49,25.12,15.85,11.42,211132,47.68,15.59,11.89,8.7,23.12,31.89,5.11,75809.65,94,0,0,0.27,0.54,0.01,0.19,0.75,0.04,0.23,0.6,0.01,0.15,4114642600,3019857729,1.36,225,112,1,91,36.97,81.45,56.4,0.5,0,0.4,125,33.88,0.56,176,17.22,0.79,192,11.6,0.85,140,29.9,0.62,135,31.8,0.6,48,45.81,0.22,674,3700,2300,1100,1200,2100,100,100,3300,26,15,11,NA,NA,NA,NA,NA,NA,NA,31,22,NA,NA,NA,NA,NA,NA,NA,NA,35,28,NA,NA,NA,NA,NA,NA,21,NA,37,28,NA,NA,NA,NA,NA,NA,10,NA,29,21,NA,NA,NA,NA,NA,NA,NA,NA,31.6,22.8,1.4,NA,NA,NA,NA,NA,5.6,NA,656,998,39.9,2.9,7.8,8.4,8.4,8.5,27.5,10.5,10.3,12.66,1,1,1,0,1,3/29/2010,3/1/2010,3/1/2012,,7/1/2010,7/1/2017,7/1/2017,1,1,7/1/2016,7/1/2016,,1,1,0,906411270,895697100,534232200,361464900,,,0,0,0,0,0,1,0,134268,44756,134268,268536,186960,234435,186960,373920,321228,279191,321228,642456
