HEROP_ID,GEOID,TotPop,TotUnits,Age18_64,Age0_4,Age5_14,Age15_19,Age20_24,Age15_44,Age45_54,Age55_59,Age60_64,AgeOv65,Age15_24P,Und45P,Ovr65P,WhiteP,BlackP,HispP,AmIndP,AsianP,PacIsP,OtherP,NoHsP,ChildrenP,PovP,UnempP,VacantP
050US08069,08069,149184,58366,98312,10375,21046,14794,21455,83669,11470,5307,4637,12680,24.3,77.15,8.5,95.12,0.42,5.87,0.43,0.87,0.04,3.11,17.31,25.6,10.96,5.27,7.33
050US08071,08071,14897,6210,8103,1076,2229,1442,1256,5960,1392,763,832,2645,18.11,62.19,17.76,87.4,0.36,43.67,0.51,0.22,0.01,11.51,38.63,27.85,20.41,4.09,13.57
050US08073,08073,4663,2122,2658,304,615,417,347,1852,497,289,290,816,16.38,59.43,17.5,99.16,0.02,0.99,0.34,0.15,0,0.32,31.21,25.5,12.82,4,14.14
050US08075,08075,19800,7716,11674,1597,3003,2192,1920,8943,1974,1040,820,2423,20.77,68.4,12.24,96.06,0.21,6.57,0.2,0.53,0.01,3.01,30.01,28.8,10.7,2.53,7.39
050US08077,08077,81530,32295,49462,6570,12467,7423,7884,39426,7421,3686,3225,8735,18.77,71.71,10.71,95.78,0.26,7.04,0.59,0.39,0.03,2.95,25.55,28.62,9.74,4.67,8.13
050US08079,08079,804,626,515,61,112,85,56,420,67,32,48,64,17.54,73.76,7.96,97.39,0,4.73,0.37,0.25,0,1.99,16.53,27.99,8.46,2.29,49.84
050US08081,08081,13133,5189,8120,1374,2236,1099,1387,6891,1110,440,339,743,18.93,79.96,5.66,97.36,0.04,5.07,0.42,0.14,0.01,2.03,24.46,32.51,5.56,6.11,11.77
050US08083,08083,16510,6279,9475,1481,2967,1506,1294,7328,1641,776,697,1620,16.96,71.33,9.81,86.12,0.06,8.19,10,0.24,0.04,3.54,35.8,32.8,14.63,7.31,9.84
050US08085,08085,24352,9258,14010,2021,4022,2272,1672,10832,2434,1144,1076,2823,16.2,69.3,11.59,95.44,0.16,9.54,0.68,0.11,0.02,3.58,30.14,30.88,10.39,6.59,8.97
050US08087,08087,22513,8852,12821,1963,3575,2088,1930,9873,2221,1072,958,2851,17.85,68.45,12.66,93.89,0.1,11.84,0.36,0.25,0.01,5.38,34.76,30.39,11.72,3.59,9.84
050US08089,08089,22567,8777,12205,1866,3742,2298,1649,9323,2155,1092,1061,3328,17.49,66.16,14.75,80.78,0.4,33.02,0.34,0.47,0.03,17.98,40.02,31.17,20.27,6.86,9.57
050US08091,08091,1925,1047,1159,142,297,159,89,888,171,101,101,225,12.88,68.94,11.69,98.23,0.26,4.31,0.1,0.36,0.1,0.94,22.78,28.1,12.36,5.2,30.95
050US08093,08093,5333,3022,3332,477,932,391,300,2749,444,221,196,314,12.96,77.97,5.89,97.97,0.15,2.4,0.77,0.19,0.02,0.9,17.66,31.63,11.92,6.22,38.55
050US08095,08095,4542,1979,2424,345,689,331,312,1735,446,220,251,856,14.16,60.96,18.85,98.11,0.02,2.6,0.13,0.53,0.02,1.19,30.96,27.79,13.45,2.08,11.42
050US08097,08097,10338,7892,8205,441,1024,631,1379,7374,749,282,190,278,19.44,85.5,2.69,98.52,0.23,1.28,0.26,0.57,0.02,0.4,5.14,17.94,9.7,5.4,42.74
050US08099,08099,13070,5407,7269,1213,2260,1259,1045,5593,1217,620,581,1586,17.63,69.36,12.13,91.91,0.23,19.57,0.33,0.06,0.06,7.41,34.61,32.25,18.58,3.66,13.85
050US08101,08101,125972,48647,74512,9475,20077,12088,11226,55931,13248,6796,5876,14569,18.51,67.86,11.57,84.92,1.79,33.05,0.44,0.36,0.02,12.47,33.5,29.29,13.68,8.2,7.3
050US08103,08103,6255,2442,3861,612,1045,653,676,3163,582,240,193,420,21.25,77.06,6.71,97.35,0.27,3.04,0.67,0.22,0,1.49,20.74,31.56,5.89,2.63,13.84
050US08105,08105,10511,4078,5801,865,1832,984,801,4474,993,505,452,1390,16.98,68.22,13.22,76.9,0.03,36.97,0.24,0.1,0,22.74,37.97,31.59,18.9,6.38,13.63
050US08107,08107,13404,6910,9251,1053,1872,982,1590,8407,827,352,284,609,19.19,84.54,4.54,98.2,0.07,2.69,0.55,0.13,0.05,0.99,11.86,26.44,7.12,5.15,28.6
050US08109,08109,3935,1697,2214,362,615,422,304,1710,374,233,172,469,18.45,68.28,11.92,70.55,0.2,41.22,1.25,0.1,0,27.9,40.73,31.82,26.76,8.48,19.86
050US08111,08111,833,451,537,93,124,61,85,456,74,30,19,37,17.53,80.79,4.44,95.08,0,14.53,0.36,0.12,0,4.44,18.3,31.09,11.4,8.57,29.49
050US08113,08113,3192,1476,2159,283,454,189,280,1954,179,81,64,177,14.69,84.3,5.55,95.49,0.16,3.13,3.2,0.28,0,0.88,14.9,26.82,16.69,7.07,15.31
050US08115,08115,3266,1417,1783,232,511,234,217,1184,360,195,204,580,13.81,59,17.76,94.95,0.24,9.95,0.18,1.32,0,3.31,33.11,27.65,9.83,1.38,11.08
050US08117,08117,8848,9940,6890,566,986,555,1581,6388,493,168,125,122,24.14,89.74,1.38,98.68,0.17,1.73,0.47,0.25,0.02,0.41,4.71,20.75,8.25,4.09,64.07
050US08119,08119,8034,4599,5007,558,1387,697,455,4015,825,358,305,586,14.34,74.18,7.29,98.85,0.06,1.53,0.37,0.17,0.02,0.51,16.71,30.38,11.35,8.04,37.33
050US08121,08121,5304,2373,3040,389,792,445,359,2112,586,328,304,793,15.16,62.09,14.95,99.06,0.02,1.6,0.25,0.06,0,0.62,34.47,27.73,16.48,2.13,15
050US08123,08123,123438,46041.4354,76165,10138,19561,13040,14872,63560,10510,4685,4083,10901,22.61,75.55,8.83,88.95,0.48,17.03,0.43,0.62,0.05,9.48,31.21,29.47,14.11,6.57,7.19
050US08125,08125,9682,4107,5291,837,1551,774,670,3896,967,499,446,1486,14.91,64.9,15.35,97.77,0.01,2.48,0.43,0.24,0,1.55,34.17,30,17.79,1.86,12.2
050US09001,09001,807143,293289,497549,46386,122868,74326,61742,357434,98162,48784,41389,92120,16.86,65.25,11.41,88.41,8.2,5.59,0.11,0.74,0.01,2.54,27.02,26.94,7.47,3.98,4.33
050US09003,09003,807766,300365,501733,46770,117332,74809,71691,368254,89504,48307,41378,96221,18.14,65.9,11.91,87.76,8.21,5.13,0.11,0.57,0.01,3.34,30.29,25.97,8.16,4.16,3.56
050US09005,09005,156769,59553,93614,9291,24490,13417,11157,69397,16340,8663,8076,20512,15.68,65.82,13.08,98.52,0.79,0.72,0.14,0.3,0.01,0.25,29.42,27.2,5.24,4.55,6.53
050US09007,09007,129017,47982,80043,7455,19001,11894,10640,60956,13241,6775,6363,15226,17.47,67.75,11.8,95.12,3.73,1.39,0.14,0.38,0.02,0.61,26.89,26.16,6.42,3.86,4.29
050US09009,09009,761337,285030,467591,45690,110426,68711,68511,344354,78741,44616,40718,96792,18.02,65.74,12.71,88.51,8.86,3.59,0.15,0.54,0.01,1.92,32.2,25.87,9.38,5.75,4.73
050US09011,09011,238409,87020,148640,16221,35754,23521,25447,115813,23508,12108,10603,24402,20.54,70.38,10.24,94.04,3.76,1.96,0.34,0.87,0.03,0.97,28.98,27.42,8.25,5.53,5.98
050US09013,09013,114823,37427,76132,6979,17087,12745,14841,62672,10755,4788,4022,8520,24.02,75.54,7.42,97.24,1.57,0.86,0.11,0.61,0.01,0.47,23.22,26.28,5.97,4.19,3.09
050US09015,09015,92312,33854,54491,6396,15083,8960,8353,42320,8650,4671,4121,11071,18.75,69.11,11.99,97.52,0.7,2.26,0.28,0.23,0.02,1.25,40.62,28.98,9.51,6.4,4.86
050US10001,10001,98219,35005,59578,7920,16401,10177,10465,48480,9427,4080,3419,8492,21.02,74.12,8.65,79.68,18.08,1.76,0.32,0.84,0.04,1.04,34.62,30.7,13.62,7.97,6.48
050US10003,10003,398115,148452,251325,26607,59656,40775,39952,191323,43404,21956,17729,37440,20.28,69.73,9.4,83.1,15.1,1.79,0.11,0.71,0.01,0.97,27.61,27.47,11,5.95,6.4
050US10005,10005,98004,46844,57661,6624,14889,8796,7706,41372,10379,5811,5682,13247,16.84,64.17,13.52,80.34,18.34,0.84,0.59,0.37,0.01,0.35,42.86,27.65,13.57,6.15,24.43
050US11001,11001,638333,276857,420555,34365,78751,57624,69563,324004,63341,34093,29492,74287,19.92,68.48,11.64,26.91,70.32,2.77,0.16,0.99,0.05,1.57,32.93,22.48,18.57,6.77,8.57
050US12001,12001,151348,58896,105164,9719,19004,18079,28686,91491,10775,5308,4304,10747,30.9,79.43,7.1,78.76,19.08,3.24,0.18,1.04,0.03,0.91,24.48,23.41,23.55,5.38,7.28
050US12003,12003,15289,4525,8925,1270,2879,1464,1454,7184,1505,603,508,1340,19.09,74.13,8.76,84.32,15.26,1.2,0.16,0.1,0.01,0.15,49.34,32.86,16.63,5.46,6.23
050US12005,12005,97740,40447,60032,7158,15612,9539,9418,45872,10505,5068,4268,9257,19.4,70.23,9.47,85.74,11.95,1.57,0.43,1.06,0.03,0.79,34.17,29.11,16.17,7.21,14.08
050US12007,12007,20023,7213,12275,1441,3133,1723,1678,9371,2096,1017,880,2085,16.99,69.64,10.41,78.64,20.36,1.26,0.17,0.26,0.03,0.52,46.41,28.28,19.8,7.63,12.7
050US12009,12009,272959,113077,170259,14788,37242,26511,24154,118712,33294,18048,16209,34666,18.56,62.55,12.7,89.84,8.73,1.95,0.22,0.61,0.03,0.58,24.57,24.92,9.7,5.86,9.99
050US12011,12011,1018200,477468,580288,49856,120498,71176,74123,401114,98688,58289,66073,223682,14.27,56.13,21.97,87.61,11.16,3.96,0.14,0.47,0.02,0.61,29.55,21.04,9.1,4.38,12.56
050US12013,12013,9294,3474,5018,715,1587,835,657,3695,908,465,499,1425,16.05,64.53,15.33,86.7,12.18,0.44,0.95,0.04,0.01,0.12,52.96,30.68,23.68,8.55,7.28
050US12015,12015,58460,33940,29350,2071,5095,3219,2526,14798,5261,4686,6694,19855,9.83,37.57,33.96,97.16,1.91,1.18,0.11,0.51,0.01,0.3,33.26,15.83,8.91,5.21,23.62
050US12017,12017,54703,27361,28425,2292,5839,3436,2528,15406,5290,4448,5558,15870,10.9,43.03,29.01,96.19,3.23,1.4,0.13,0.21,0.01,0.22,44.74,19.03,13.61,7.94,15.99
050US12019,12019,67052,23576,39392,4903,13192,6933,4468,32565,6606,2838,2017,4931,17,75.55,7.35,93.48,5.18,1.69,0.18,0.82,0.05,0.3,26.31,33.9,9.99,6.07,8.19
050US12021,12021,85971,49795,49712,4985,10889,6475,6153,32911,8464,5760,6572,16390,14.69,56.75,19.06,86.84,5.29,10.77,0.2,0.21,0.02,7.43,28.82,23.11,13.62,3.82,31.79
050US12023,12023,35399,13505,20690,2930,6104,3423,3023,15812,3569,1828,1561,3595,18.21,70.19,10.16,80.06,19.33,1.04,0.13,0.32,0.06,0.1,41.15,31.4,19.67,5.48,9.79
050US12027,12027,19039,7334,10775,1220,2915,1715,1672,7900,1813,1029,1073,3089,17.79,63.21,16.22,79.6,18.68,3.2,0.17,0.28,0.01,1.26,49.42,27.18,21.08,3.96,14.7
050US12029,12029,7751,3282,4567,549,1247,728,552,3337,785,415,481,937,16.51,66.22,12.09,88.03,11.6,0.88,0.22,0.05,0,0.1,50.57,28.99,25.16,7.61,18.86
050US12031,12031,571003,226637,352512,43178,89414,51690,58382,272124,57297,29437,24390,55163,19.28,70.88,9.66,73.68,24.62,1.84,0.22,1,0.03,0.45,33.23,28.6,15.84,5.75,8.07
050US12033,12033,233794,87994,145605,17261,36613,23791,24824,112922,24409,12050,9792,20747,20.79,71.34,8.87,77.69,19.65,1.66,0.8,1.24,0.06,0.56,32.7,28.85,17.4,7.51,7.87
050US12035,12035,10913,5714,6426,615,1388,772,671,3703,1097,983,1124,2003,13.22,52.29,18.35,87.53,11.94,1.72,0.05,0.27,0,0.21,29.21,22.76,15.46,6.92,23.71
050US12037,12037,7661,3579,4164,569,1235,805,551,3177,724,398,413,1145,17.7,65.02,14.95,85.24,14.33,0.91,0.22,0.1,0,0.1,55.97,30.7,28.25,7.4,22.74
050US12039,12039,41565,13193,22567,3598,7669,4214,3426,17662,3892,1906,1813,5025,18.38,69.6,12.09,39.55,59.98,1.51,0.06,0.26,0.01,0.14,52.9,33.62,32.64,7.11,8.35
050US12041,12041,5767,2360,3366,394,943,670,423,2532,644,296,324,634,18.95,67.09,10.99,93.43,6.31,0.99,0.14,0.07,0,0.05,43.45,30.64,19.26,4.19,15
050US12043,12043,5992,2456,3416,451,909,506,391,2208,706,413,424,881,14.97,59.55,14.7,79.46,13.52,3.81,5.61,0.12,0,1.3,46.98,28.29,20.98,4.94,9.45
050US12045,12045,10658,4159,6161,809,1809,1064,794,4386,1293,607,545,1209,17.43,65.72,11.34,79.34,20.07,1.38,0.26,0.18,0.04,0.11,41.36,30.85,21.28,7.08,11.45
050US12047,12047,8761,3224,4548,794,1730,831,673,3619,715,357,387,1159,17.17,70.12,13.23,61.85,37.77,0.7,0.18,0.16,0.02,0.01,50.56,34.86,26.59,6.7,9.93
050US12049,12049,19379,7006,10671,1683,3626,1908,1465,8170,1867,909,920,2204,17.41,69.55,11.37,81.22,8.28,16.7,0.24,0.13,0.01,10.12,55.11,33.56,25.8,8.28,10.75
050US12051,12051,18599,6737,10498,1636,3639,1810,1481,8236,1787,910,791,1600,17.69,72.64,8.6,70.76,18.58,12.84,2.24,0.38,0.01,8.03,49.47,34.95,21.51,5.11,11.55
050US12053,12053,44469,21502,24196,2108,5259,3149,2316,13711,4284,3505,4749,10853,12.29,47.4,24.41,92.96,6.24,1.88,0.18,0.22,0,0.4,40.08,21.18,13.43,6.11,17.52
050US12055,12055,47526,21597,24541,2604,5763,3440,2959,15529,4329,2982,3792,12527,13.46,50.28,26.36,84.62,13.82,3.72,0.42,0.25,0.01,0.89,42.81,22,18.82,5.44,12.21
050US12057,12057,646960,260559,396617,42388,98484,59949,62582,304061,65665,33119,28930,74313,18.94,68.77,11.49,84.48,13.36,9.92,0.21,0.57,0.02,1.35,34.15,27.21,14.05,5.17,8.68
050US12059,12059,14723,5701,8239,1015,2494,1357,996,5946,1505,817,820,2126,15.98,64.22,14.44,97,2.06,0.81,0.56,0.22,0.01,0.14,56.26,29.6,26.93,7.15,8.02
050US12061,12061,59896,28351,33979,3281,7531,4742,4279,22263,6123,4044,4474,12180,15.06,55.22,20.34,85.32,13.03,2.31,0.08,0.25,0.01,1.31,33.35,22.93,12.3,4.73,17.71
050US12063,12063,39154,14445,22141,2910,6219,4016,3485,16856,3899,1959,1881,5430,19.16,66.37,13.87,73.2,26.08,1.11,0.32,0.16,0.01,0.23,48.89,29.58,22.98,4.99,7.71
050US12065,12065,10703,3832,5744,924,1937,1038,819,4371,1011,528,514,1418,17.35,67.57,13.25,52,47.69,0.67,0.07,0.08,0.02,0.14,48.27,33.08,28.35,7.52,9.03
050US12067,12067,4035,1576,2234,360,709,368,291,1697,386,202,190,491,16.33,68.55,12.17,92.42,7.14,0.77,0.15,0.05,0.07,0.17,46.08,32.47,21.36,4.02,10.34
050US12069,12069,104870,49818,54474,5623,13000,8004,6135,35576,9904,6456,7671,26640,13.48,51.68,25.4,86.01,12.63,2.15,0.18,0.23,0.01,0.94,38.17,22.65,13.97,4.95,16.4
050US12071,12071,205266,108633,114340,11029,24861,14649,13569,73103,19742,13921,16739,45871,13.75,53.1,22.35,90.35,7.95,2.79,0.11,0.28,0.01,1.3,32.64,21.95,11.02,4.25,24.05
050US12073,12073,148655,59255,101295,10043,20798,16240,24286,86296,11623,5505,4626,9764,27.26,78.8,6.57,73.85,24.65,1.63,0.18,0.64,0.02,0.66,21.21,25.29,17.85,4.44,8.69
050US12075,12075,19870,8607,11229,1339,3106,1687,1347,7673,2079,1270,1300,3103,15.27,60.99,15.62,83.2,16.02,1.3,0.19,0.31,0,0.29,46.16,27.87,20.77,6.45,15.57
050US12077,12077,4260,1777,2473,363,709,349,362,1743,488,222,219,516,16.69,66.08,12.11,88.76,11.06,0.7,0.05,0.12,0,0.02,52.32,29.84,22.11,5.27,16.43
050US12079,12079,14894,5551,7892,1179,2719,1522,1115,5975,1403,744,755,2119,17.71,66.29,14.23,57.12,42.56,0.93,0.09,0.08,0,0.14,56.49,32.79,30.21,7.43,10.34
050US12081,12081,148442,82798,77282,7702,17261,9861,9566,50176,13419,9040,10688,40156,13.09,50.62,27.05,89.73,8.93,2.15,0.17,0.26,0.01,0.89,33.45,20.89,11.03,4.62,25.12
050US12083,12083,122488,51691,69518,7418,17997,10142,8433,47210,12578,7722,8664,20899,15.16,59.29,17.06,82.73,16.55,1.64,0.21,0.19,0.02,0.3,40.54,26.18,17.89,6.56,12.06
050US12085,12085,64014,31576,35151,3081,7436,4649,4380,22701,5905,4109,5128,15654,14.1,51.89,24.45,90.44,7.37,3.26,0.1,0.27,0.03,1.79,29.62,20.63,11.08,3.04,18.09
050US12086,12086,1625781,663343,980498,94551,213195,136536,133480,703659,187495,91009,80586,255286,16.61,62.21,15.7,77.64,17.25,35.74,0.11,0.74,0.02,4.25,36,23.99,15.03,4.95,8.07
050US12087,12087,63188,36295,41769,3076,6896,4462,5762,28126,7306,4469,4388,8927,16.18,60.29,14.13,91.69,6.03,11.33,0.23,0.91,0.07,1.07,27.7,19.77,13.36,4.36,27.43
050US12089,12089,32894,13009,19478,2589,6126,3248,2644,15363,3533,1467,1267,2549,17.91,73.2,7.75,85.77,13.77,1.36,0.18,0.14,0,0.14,41.87,33.04,12.35,5.3,15.63
050US12091,12091,109920,42899,70390,8424,17818,11753,12607,56764,12058,4844,3639,6373,22.16,75.51,5.8,88.33,8.63,2.34,0.38,1.32,0.06,1.29,22.57,30.16,10.95,8.44,12.5
050US12093,12093,20264,8322,11278,1682,3464,2026,1544,8518,2037,1037,1075,2451,17.62,67.43,12.1,88.46,8.47,4.75,0.39,0.28,0.03,2.36,49.41,32.25,17.54,4.35,16.11
050US12095,12095,471016,183373,295575,30848,68536,48183,49886,225527,50067,25205,20826,50007,20.82,68.98,10.62,82.88,14.77,4.19,0.29,0.75,0.04,1.28,29.59,26.63,13.24,4.46,6.88
050US12097,12097,49287,22946,27806,3129,6967,4311,3794,20080,4896,2695,2771,8749,16.44,61.23,17.75,92.25,6.11,2.21,0.24,0.54,0.03,0.82,38.57,25.83,11.82,4.92,18.87
050US12099,12099,576863,286784,319328,29914,68414,40549,41039,217462,53863,33234,39524,134452,14.14,54.74,23.31,84.51,13.45,4.94,0.1,0.36,0.01,1.57,29.3,21.34,10.08,3.86,18.29
050US12101,12101,193643,96681,98302,8280,20189,11896,9714,55320,16734,14072,19611,59437,11.16,43.27,30.69,96.65,2.07,2.43,0.19,0.19,0.01,0.89,44.2,18.54,10.86,7.09,15.86
050US12103,12103,728531,360980,386994,30743,78056,48558,46752,249697,69590,46041,51579,202825,13.08,49.21,27.84,91.55,7.58,1.44,0.14,0.41,0.02,0.31,31.68,19.04,9.77,4.83,11.48
050US12105,12105,321652,126742,188114,21192,48768,29120,27505,139510,32657,16953,16539,46033,17.6,65.12,14.31,82.97,15.01,3,0.19,0.31,0.02,1.51,40.21,27.2,14.58,4.84,9.74
050US12107,12107,50549,21653,28567,3570,7938,4384,3613,19386,5462,3259,3275,7659,15.82,61.12,15.15,79.01,20.49,1.18,0.19,0.09,0.03,0.19,44.69,28.33,21.31,7.31,15.04
050US12109,12109,51303,22503,30189,3068,7575,4892,3940,21647,5461,3080,2971,7501,17.22,62.94,14.62,84.69,14.55,2.18,0.15,0.31,0.02,0.29,34.03,26.53,15.59,4.91,17.24
050US12111,12111,87182,38441,49413,6082,12764,6746,6808,34373,8143,5194,5829,14797,15.55,61.04,16.97,77.03,21.83,2,0.16,0.34,0.02,0.62,37.31,26.35,17.14,5.46,15.44
050US12113,12113,55988,20222,34516,4332,9457,5727,5672,27782,5835,2582,1928,4072,20.36,74.25,7.27,93.71,4.47,1.34,0.49,0.88,0.05,0.4,30.47,31.08,16.23,7.85,8.05
050US12115,12115,202251,112196,106175,7734,19902,12576,11891,64414,18745,13706,17141,60609,12.1,45.51,29.97,93.8,5.17,1.48,0.13,0.34,0.01,0.55,26.62,17.54,9.11,4.13,20.91
050US12117,12117,179752,67544,109463,11612,30599,16220,13315,83094,19516,9314,8001,17616,16.43,69.71,9.8,88.49,10.03,2.87,0.18,0.7,0.02,0.58,23.8,29.3,9.19,4.48,6.36
050US12119,12119,24272,10464,13774,1468,3552,2286,2154,9705,2419,1462,1612,4054,18.29,60.67,16.7,79.98,18.9,2.08,0.35,0.13,0.01,0.64,48.72,26.55,20.57,6.57,17.99
050US12121,12121,22287,8602,12245,1759,3776,2092,1551,9065,2244,1138,1200,3105,16.35,65.51,13.93,81.97,17.62,1.21,0.14,0.14,0.01,0.12,46.69,31.13,23.91,5.26,10.03
050US12123,12123,16532,6339,9361,1283,2836,1502,1352,7003,1719,807,789,2095,17.26,67.28,12.67,77.66,21.3,0.81,0.65,0.18,0,0.21,47.43,30.7,22.24,7.35,8.09
050US12125,12125,10166,2325,7409,581,1076,891,1267,6339,920,329,312,609,21.23,78.65,5.99,69.19,29.17,2.63,0.45,0.35,0.02,0.82,43.07,21.13,17.18,6.06,8.86
050US12127,12127,258762,121532,146034,12804,30569,20784,20835,97690,25103,16413,18389,57794,16.08,54.51,22.33,87.85,11.16,1.59,0.17,0.38,0.02,0.42,33.45,21.23,14.06,6.17,12.97
050US12129,12129,10887,4878,6144,896,1950,993,780,4815,1037,490,474,1225,16.29,70.37,11.25,83.11,16.4,0.95,0.32,0.09,0.01,0.06,43.35,32.31,18.14,6.63,23.53
050US12131,12131,21300,10456,12193,1383,3180,1829,1469,8168,2498,1385,1291,3395,15.48,59.77,15.94,88.78,9.63,0.81,1.02,0.32,0.01,0.23,49.22,26.82,22.97,5.85,23.08
050US12133,12133,14509,5884,7949,972,2453,1297,960,5655,1489,811,875,2254,15.56,62.58,15.54,83.28,15.73,0.79,0.65,0.09,0.02,0.23,48.95,29.68,24.97,5.95,11.03
050US13001,13001,15565,5761,8584,1352,3018,1504,1305,6885,1382,687,634,1607,18.05,72.31,10.32,79.54,20.15,0.8,0.08,0.14,0.01,0.07,58.44,34.53,29.04,5.66,11.18
050US13003,13003,6141,2317,3359,536,1142,673,465,2700,532,275,283,673,18.53,71.29,10.96,72.27,27.54,0.91,0,0.18,0,0.02,64.87,34.34,31.27,6.17,13.29
050US13005,13005,9379,3386,5186,865,1750,857,702,3930,924,465,427,1018,16.62,69.78,10.85,84.84,14.86,0.55,0.11,0.04,0,0.15,58.29,33.85,23.09,6.48,7.97
050US13007,13007,3808,1269,2042,346,682,401,318,1598,358,179,161,484,18.88,68.96,12.71,49.82,49.84,1.05,0.26,0.03,0.03,0.03,71.03,33.67,27.37,5.82,4.81
050US13009,13009,34686,11755,21304,2318,5173,4111,3852,17140,3248,1649,1479,3679,22.96,71.01,10.61,62.08,37.42,1.31,0.08,0.23,0.01,0.18,47.15,27.97,16.43,5.07,13.65
050US13011,13011,8702,3280,5095,650,1448,782,707,3937,821,439,391,1016,17.11,69.35,11.68,94.85,4.98,0.38,0.13,0.05,0,0,60.49,29.77,11.62,5.5,7.5
050US13013,13013,21354,7766,12227,1641,3824,1882,1737,9346,2116,972,967,2488,16.95,69.36,11.65,85.08,14.73,0.67,0.04,0.08,0.01,0.06,62.3,31.09,16.79,3.99,5.82
050US13015,13015,40760,14567,23806,3031,7617,3621,3211,18268,4122,1992,1721,4009,16.76,70.94,9.84,88.11,11.58,0.56,0.15,0.09,0.01,0.06,60.13,31.76,12.86,5.4,5.24
050US13017,13017,16000,6186,8846,1376,2657,1352,1258,6654,1470,813,801,2229,16.31,66.79,13.93,69.58,30.21,0.51,0.11,0.04,0,0.06,56.85,30.78,24.63,5.78,8.34
050US13019,13019,13525,5103,7791,1029,2318,1311,1088,5955,1337,626,712,1548,17.74,68.78,11.45,87.12,12.5,0.83,0.07,0.15,0,0.16,58.89,30.95,20.15,4.86,8.82
050US13021,13021,150256,55568,90059,11100,24573,14180,13843,68364,15351,7842,6878,16148,18.65,69.24,10.75,60.87,38.65,0.69,0.07,0.28,0.01,0.11,44.21,29.32,19.52,7.08,5.38
050US13023,13023,10767,3924,6477,732,1675,1474,954,5010,1096,516,496,1242,22.55,68.89,11.54,77.06,21.98,0.99,0.18,0.31,0,0.47,53.02,28.31,18.33,6.17,9.48
050US13025,13025,8701,3063,4880,726,1784,817,653,3904,843,342,307,795,16.89,73.72,9.14,93.16,6.54,0.63,0.13,0.03,0.01,0.13,52.09,34.78,18.6,6.43,9.11
050US13027,13027,15255,5363,7848,1272,2944,1446,1136,5934,1397,745,708,2255,16.93,66.54,14.78,55.15,44.56,1.11,0.08,0.17,0.01,0.04,60.49,33.77,32.24,5.54,6.96
050US13029,13029,10175,3511,5857,986,1978,987,802,4705,937,445,372,752,17.58,75.37,7.39,78.01,21.52,0.84,0.19,0.08,0.02,0.18,58.12,35.05,19.95,9.94,8.46
050US13031,13031,35785,12589,22393,2485,5478,4825,5178,18697,2888,1352,1369,3516,27.95,74.5,9.83,72.77,26.7,0.94,0.05,0.24,0.01,0.22,48.09,27.6,21.8,6.25,9.93
050US13033,13033,19349,6806,10251,1822,3746,1938,1652,8108,1655,868,863,2287,18.55,70.68,11.82,46.14,53.67,1.39,0.02,0.08,0.05,0.04,61.45,35.2,28.49,6.89,8.73
050US13035,13035,13665,4713,8116,1026,2188,1432,1405,6522,1272,615,572,1470,20.76,71.25,10.76,60.5,39.17,1.4,0.15,0.08,0.01,0.08,56.41,29.85,16.52,5.01,15.4
050US13037,13037,5717,1950,2988,465,1032,599,469,2267,571,271,267,844,18.68,65.84,14.76,42.17,57.46,0.96,0.16,0.17,0.03,0,65.26,32.97,29.19,5.17,6
050US13039,13039,13371,5137,7805,1133,2477,1392,1307,6288,1267,588,506,1112,20.19,74.03,8.32,67.26,32.08,0.85,0.11,0.37,0,0.18,48.5,33.31,21.79,6.97,14.58
050US13043,13043,7518,2794,4047,522,1302,655,518,2969,691,377,434,1223,15.6,63.75,16.27,67.68,32.06,1.22,0.08,0.17,0,0.01,59.28,29.9,28.88,4.15,9.56
050US13045,13045,56346,20292,33499,4083,9634,6075,5576,27037,5003,2341,2338,5910,20.68,72.33,10.49,82.42,17.18,0.68,0.12,0.16,0,0.12,53.12,30.06,15.73,6.47,6.36
050US13047,13047,36991,13395,22471,2788,6512,3343,2934,17537,4042,1635,1400,3077,16.97,72.55,8.32,98.75,0.78,0.62,0.15,0.14,0.01,0.17,44.29,30.93,11.25,6.1,5.58
050US13049,13049,7343,2485,3937,652,1479,815,595,3213,685,285,288,741,19.2,72.78,10.09,70.26,29.43,0.53,0.15,0,0.04,0.12,56.44,36.29,21.26,6.59,10.42
050US13051,13051,202226,76733,121146,16520,32214,19196,19868,93720,19369,10142,9198,21063,19.32,70.44,10.42,60.49,38.23,1.13,0.12,0.66,0.04,0.46,39.43,29.68,18.38,7.25,7.05
050US13053,13053,21732,3192,15814,1589,2876,4560,5538,16490,407,97,96,177,46.47,96.42,0.81,59.38,32.43,7.04,0.94,1.18,0.67,5.4,18.16,26.42,11.82,19.29,5.64
050US13055,13055,21856,8250,12703,1563,3653,1841,1667,9049,2455,1215,1178,2743,16.05,65.27,12.55,91.11,8.63,0.75,0.07,0.08,0,0.11,65.69,29.33,16.35,8.59,6.27
050US13057,13057,51699,17638,30749,4276,9735,4437,4073,25607,4374,1936,1638,4133,16.46,76.63,7.99,97.34,2.16,0.67,0.12,0.18,0.01,0.19,47.91,32.53,10.66,3.85,4.48
050US13059,13059,74498,27566,52506,4560,8558,9338,16275,45378,5268,2610,2234,5890,34.38,78.52,7.91,74.75,23.58,1.28,0.09,0.94,0.02,0.61,32.56,21.61,20.73,6.89,3.55
