"","GEOID","total_18_39"
"14701","45352",77
"14702","45353",32
"14703","45354",141
"14704","45356",6892
"14705","45358",106
"14706","45359",433
"14707","45360",126
"14708","45361",97
"14709","45362",273
"14710","45363",414
"14711","45365",7725
"14712","45368",1209
"14713","45369",879
"14714","45370",438
"14715","45371",4827
"14716","45372",88
"14717","45373",9003
"14718","45377",3905
"14719","45378",97
"14720","45380",1195
"14721","45381",1360
"14722","45382",276
"14723","45383",1656
"14724","45384",1778
"14725","45385",9601
"14726","45387",885
"14727","45388",202
"14728","45389",137
"14729","45390",878
"14730","45402",3679
"14731","45403",4528
"14732","45404",3005
"14733","45405",4979
"14734","45406",5481
"14735","45409",11198
"14736","45410",5321
"14737","45414",5186
"14738","45415",3254
"14739","45416",1225
"14740","45417",8206
"14741","45418",510
"14742","45419",3878
"14743","45420",7834
"14744","45424",14050
"14745","45426",4247
"14746","45428",46
"14747","45429",6761
"14748","45430",1442
"14749","45431",10240
"14750","45432",4015
"14751","45433",1442
"14752","45434",2563
"14753","45439",3288
"14754","45440",5673
"14755","45449",5556
"14756","45458",6885
"14757","45459",5610
"14758","45502",3165
"14759","45503",8453
"14760","45504",5508
"14761","45505",5556
"14762","45506",4017
"14763","45601",16174
"14764","45612",1179
"14765","45613",608
"14766","45614",1041
"14767","45616",392
"14768","45617",0
"14769","45618",1
"14770","45619",1916
"14771","45620",149
"14772","45621",88
"14773","45622",16
"14774","45623",813
"14775","45624",0
"14776","45628",1347
"14777","45629",800
"14778","45630",8
"14779","45631",3623
"14780","45634",347
"14781","45636",32
"14782","45638",5654
"14783","45640",4366
"14784","45642",0
"14785","45644",1154
"14786","45645",514
"14787","45646",140
"14788","45647",521
"14789","45648",3871
"14790","45650",107
"14791","45651",1687
"14792","45652",969
"14793","45653",673
"14794","45654",348
"14795","45656",1605
"14796","45657",576
"14797","45658",890
"14798","45659",582
"14799","45660",1610
"14800","45661",1887
"14801","45662",9451
"14802","45663",1671
"14803","45669",2720
"14804","45671",83
"14805","45672",363
"14806","45673",47
"14807","45674",476
"14808","45678",97
"14809","45679",664
"14810","45680",3503
"14811","45681",431
"14812","45682",524
"14813","45684",435
"14814","45685",474
"14815","45686",861
"14816","45688",148
"14817","45690",3923
"14818","45692",2068
"14819","45693",1993
"14820","45694",2924
"14821","45695",75
"14822","45696",319
"14823","45697",904
"14824","45698",70
"14825","45701",22061
"14826","45710",1451
"14827","45711",252
"14828","45714",2313
"14829","45715",588
"14830","45716",90
"14831","45719",316
"14832","45721",0
"14833","45723",685
"14834","45724",383
"14835","45727",39
"14836","45729",339
"14837","45732",1034
"14838","45734",155
"14839","45735",366
"14840","45740",92
"14841","45741",116
"14842","45742",593
"14843","45743",482
"14844","45744",736
"14845","45745",487
"14846","45746",79
"14847","45750",8187
"14848","45760",828
"14849","45761",528
"14850","45764",3457
"14851","45766",257
"14852","45767",523
"14853","45768",219
"14854","45769",1689
"14855","45770",205
"14856","45771",711
"14857","45772",408
"14858","45773",0
"14859","45775",153
"14860","45776",227
"14861","45778",289
"14862","45779",210
"14863","45780",849
"14864","45782",109
"14865","45784",927
"14866","45786",813
"14867","45787",6
"14868","45788",259
"14869","45789",56
"14870","45801",6729
"14871","45804",4363
"14872","45805",7628
"14873","45806",2279
"14874","45807",3116
"14875","45808",111
"14876","45809",52
"14877","45810",3892
"14878","45812",515
"14879","45813",962
"14880","45814",743
"14881","45816",84
"14882","45817",1912
"14883","45819",86
"14884","45820",95
"14885","45821",236
"14886","45822",4602
"14887","45826",149
"14888","45827",550
"14889","45828",1607
"14890","45830",1498
"14891","45831",790
"14892","45832",842
"14893","45833",2679
"14894","45835",119
"14895","45836",297
"14896","45838",18
"14897","45840",16835
"14898","45841",168
"14899","45843",916
"14900","45844",855
"14901","45845",624
"14902","45846",1057
"14903","45849",250
"14904","45850",852
"14905","45851",221
"14906","45853",390
"14907","45854",128
"14908","45855",38
"14909","45856",1182
"14910","45858",732
"14911","45859",151
"14912","45860",642
"14913","45861",50
"14914","45862",298
"14915","45863",342
"14916","45864",43
"14917","45865",1110
"14918","45866",38
"14919","45867",364
"14920","45868",143
"14921","45869",967
"14922","45870",85
"14923","45871",450
"14924","45872",1168
"14925","45873",425
"14926","45874",668
"14927","45875",2605
"14928","45876",191
"14929","45877",518
"14930","45879",1262
"14931","45880",733
"14932","45881",272
"14933","45882",614
"14934","45883",952
"14935","45884",83
"14936","45885",3151
"14937","45886",95
"14938","45887",1073
"14939","45888",42
"14940","45889",333
"14941","45890",126
"14942","45891",3728
"14943","45894",140
"14944","45895",4560
"14945","45896",459
"14946","45897",0
"14947","45898",149
"14948","45899",22
"14949","46001",2289
"14950","46011",4523
"14951","46012",6033
"14952","46013",4193
"14953","46016",5893
"14954","46017",1412
"14955","46030",627
"14956","46031",580
"14957","46032",13330
"14958","46033",7707
"14959","46034",1648
"14960","46035",278
"14961","46036",3045
"14962","46037",11204
"14963","46038",12911
"14964","46039",84
"14965","46040",2674
"14966","46041",6065
"14967","46044",705
"14968","46045",8
"14969","46047",32
"14970","46048",692
"14971","46049",193
"14972","46050",560
"14973","46051",723
"14974","46052",5541
"14975","46055",3115
"14976","46056",401
"14977","46057",371
"14978","46058",486
"14979","46060",13079
"14980","46062",9787
"14981","46063",97
"14982","46064",5471
"14983","46065",748
"14984","46068",583
"14985","46069",1989
"14986","46070",419
"14987","46071",740
"14988","46072",2192
"14989","46074",8572
"14990","46075",2604
"14991","46076",374
"14992","46077",7069
"14993","46103",83
"14994","46104",160
"14995","46105",550
"14996","46106",1912
"14997","46107",3506
"14998","46110",131
"14999","46111",62
"15000","46112",10670
"15001","46113",4571
"15002","46115",364
"15003","46117",56
"15004","46118",984
"15005","46120",1218
"15006","46121",1575
"15007","46122",4125
"15008","46123",10045
"15009","46124",2650
"15010","46125",0
"15011","46126",1489
"15012","46127",65
"15013","46128",544
"15014","46130",399
"15015","46131",9026
"15016","46133",136
"15017","46135",8091
"15018","46140",11040
"15019","46142",8556
"15020","46143",16183
"15021","46144",29
"15022","46146",159
"15023","46147",653
"15024","46148",1551
"15025","46149",618
"15026","46150",220
"15027","46151",8160
"15028","46155",90
"15029","46156",368
"15030","46157",1137
"15031","46158",5474
"15032","46160",1484
"15033","46161",708
"15034","46162",175
"15035","46163",2916
"15036","46164",1151
"15037","46165",272
"15038","46166",771
"15039","46167",1653
"15040","46168",9919
"15041","46171",397
"15042","46172",480
"15043","46173",2592
"15044","46175",161
"15045","46176",7366
"15046","46180",119
"15047","46181",1111
"15048","46182",251
"15049","46183",0
"15050","46184",4247
"15051","46186",433
"15052","46201",9733
"15053","46202",12047
"15054","46203",12016
"15055","46204",5044
"15056","46205",10668
"15057","46208",9748
"15058","46214",8333
"15059","46216",806
"15060","46217",9652
"15061","46218",7744
"15062","46219",10252
"15063","46220",13536
"15064","46221",8364
"15065","46222",12521
"15066","46224",12947
"15067","46225",2311
"15068","46226",13849
"15069","46227",20242
"15070","46228",4104
"15071","46229",8609
"15072","46231",2668
"15073","46234",7864
"15074","46235",10724
"15075","46236",7477
"15076","46237",12223
"15077","46239",8822
"15078","46240",6221
"15079","46241",9280
"15080","46250",8004
"15081","46254",14896
"15082","46256",6452
"15083","46259",2862
"15084","46260",10029
"15085","46268",8408
"15086","46278",1999
"15087","46280",1858
"15088","46290",106
"15089","46301",44
"15090","46303",4375
"15091","46304",6929
"15092","46307",16419
"15093","46310",3353
"15094","46311",5119
"15095","46312",8504
"15096","46319",5560
"15097","46320",4421
"15098","46321",5447
"15099","46322",5992
"15100","46323",7063
"15101","46324",6647
"15102","46327",3641
"15103","46340",53
"15104","46341",2634
"15105","46342",9243
"15106","46345",52
"15107","46346",339
"15108","46347",1048
"15109","46348",331
"15110","46349",603
"15111","46350",10966
"15112","46356",4556
"15113","46360",12161
"15114","46365",48
"15115","46366",1355
"15116","46368",11313
"15117","46371",857
"15118","46373",2979
"15119","46374",219
"15120","46375",5761
"15121","46376",92
"15122","46377",28
"15123","46379",44
"15124","46381",31
"15125","46382",312
"15126","46383",13971
"15127","46385",9772
"15128","46390",795
"15129","46391",4594
"15130","46392",2147
"15131","46393",104
"15132","46394",3828
"15133","46402",1709
"15134","46403",3564
"15135","46404",4064
"15136","46405",3323
"15137","46406",2907
"15138","46407",2942
"15139","46408",4139
"15140","46409",1960
"15141","46410",11159
"15142","46501",872
"15143","46502",0
"15144","46504",838
"15145","46506",2545
"15146","46507",2116
"15147","46508",18
"15148","46510",919
"15149","46511",909
"15150","46514",11244
"15151","46516",9142
"15152","46517",7743
"15153","46524",622
"15154","46526",8804
"15155","46528",7934
"15156","46530",6714
"15157","46531",296
"15158","46532",433
"15159","46534",2885
"15160","46536",629
"15161","46537",151
"15162","46538",813
"15163","46539",655
"15164","46540",3100
"15165","46542",1218
"15166","46543",1051
"15167","46544",9046
"15168","46545",8530
"15169","46550",3851
"15170","46552",1801
"15171","46553",874
"15172","46554",1109
"15173","46555",491
"15174","46556",6793
"15175","46561",3628
"15176","46562",1226
"15177","46563",5835
"15178","46565",2705
"15179","46567",1886
"15180","46570",167
"15181","46571",1554
"15182","46573",966
"15183","46574",2117
"15184","46580",6558
"15185","46582",4129
"15186","46590",2216
"15187","46595",27
"15188","46601",2158
"15189","46613",3947
"15190","46614",8126
"15191","46615",3911
"15192","46616",1938
"15193","46617",3059
"15194","46619",5980
"15195","46628",7104
"15196","46635",1515
"15197","46637",5600
"15198","46701",2358
"15199","46702",380
"15200","46703",5222
"15201","46704",18
"15202","46705",464
"15203","46706",4887
"15204","46710",1084
"15205","46711",1972
"15206","46714",3839
"15207","46721",1307
"15208","46723",2020
"15209","46725",5841
"15210","46730",157
"15211","46731",154
"15212","46732",1136
"15213","46733",4693
"15214","46737",1465
"15215","46738",2525
"15216","46740",1264
"15217","46741",1055
"15218","46742",817
"15219","46743",650
"15220","46745",470
"15221","46746",1491
"15222","46747",566
"15223","46748",1082
"15224","46750",7694
"15225","46755",3991
"15226","46759",56
"15227","46760",319
"15228","46761",2986
"15229","46763",497
"15230","46764",300
"15231","46765",1268
"15232","46766",128
"15233","46767",2315
"15234","46770",792
"15235","46771",0
"15236","46772",854
"15237","46773",829
"15238","46774",4817
"15239","46776",330
"15240","46777",1727
"15241","46779",616
"15242","46781",223
"15243","46783",1442
"15244","46784",405
"15245","46785",454
"15246","46786",0
"15247","46787",930
"15248","46788",699
"15249","46791",287
"15250","46792",940
"15251","46793",1197
"15252","46794",385
"15253","46795",1556
"15254","46797",933
"15255","46798",339
"15256","46799",85
"15257","46802",4083
"15258","46803",3108
"15259","46804",7664
"15260","46805",6745
"15261","46806",8337
"15262","46807",5663
"15263","46808",6596
"15264","46809",2280
"15265","46814",2924
"15266","46815",7919
"15267","46816",5118
"15268","46818",5791
"15269","46819",2591
"15270","46825",10164
"15271","46835",11053
"15272","46845",4994
"15273","46901",10848
"15274","46902",8900
"15275","46910",961
"15276","46911",329
"15277","46913",235
"15278","46914",422
"15279","46915",123
"15280","46917",345
"15281","46919",583
"15282","46920",277
"15283","46922",18
"15284","46923",2011
"15285","46926",373
"15286","46928",982
"15287","46929",807
"15288","46930",9
"15289","46931",27
"15290","46932",639
"15291","46933",1623
"15292","46936",1001
"15293","46938",587
"15294","46939",437
"15295","46940",602
"15296","46941",203
"15297","46943",70
"15298","46946",0
"15299","46947",7377
"15300","46950",97
"15301","46951",469
"15302","46952",3986
"15303","46953",8696
"15304","46957",161
"15305","46958",179
"15306","46959",165
"15307","46960",260
"15308","46961",83
"15309","46962",2753
"15310","46967",20
"15311","46968",6
"15312","46970",7280
"15313","46974",468
"15314","46975",3432
"15315","46978",476
"15316","46979",1100
"15317","46982",594
"15318","46984",57
"15319","46985",412
"15320","46986",328
"15321","46987",158
"15322","46988",228
"15323","46989",2196
"15324","46990",125
"15325","46991",395
"15326","46992",4003
"15327","46994",727
"15328","46996",1516
"15329","46998",10
"15330","47001",2537
"15331","47003",207
"15332","47006",2564
"15333","47010",120
"15334","47011",225
"15335","47012",2536
"15336","47016",153
"15337","47017",69
"15338","47018",1136
"15339","47020",414
"15340","47022",556
"15341","47023",452
"15342","47024",946
"15343","47025",5724
"15344","47030",571
"15345","47031",1409
"15346","47032",811
"15347","47034",28
"15348","47035",14
"15349","47036",187
"15350","47037",1272
"15351","47038",409
"15352","47040",1060
"15353","47041",1452
"15354","47042",906
"15355","47043",1277
"15356","47060",1202
"15357","47102",1569
"15358","47104",0
"15359","47106",1021
"15360","47108",508
"15361","47110",313
"15362","47111",4494
"15363","47112",4432
"15364","47114",67
"15365","47115",797
"15366","47116",144
"15367","47117",1064
"15368","47118",676
"15369","47119",2464
"15370","47120",286
"15371","47122",2556
"15372","47123",0
"15373","47124",1106
"15374","47125",297
"15375","47126",1351
"15376","47129",5872
"15377","47130",13979
"15378","47135",261
"15379","47136",1087
"15380","47137",374
"15381","47138",964
"15382","47140",707
"15383","47141",405
"15384","47142",225
"15385","47143",901
"15386","47145",586
"15387","47147",306
"15388","47150",14083
"15389","47160",48
"15390","47161",781
"15391","47162",112
"15392","47163",258
"15393","47164",911
"15394","47165",1275
"15395","47166",474
"15396","47167",3966
"15397","47170",4273
"15398","47172",5132
"15399","47175",59
"15400","47177",294
"15401","47201",13719
"15402","47203",7121
"15403","47220",1556
"15404","47223",287
"15405","47224",156
"15406","47226",106
"15407","47227",484
"15408","47229",761
"15409","47230",353
"15410","47231",220
"15411","47232",750
"15412","47234",379
"15413","47235",421
"15414","47240",5648
"15415","47243",2427
"15416","47244",173
"15417","47246",1123
"15418","47247",67
"15419","47250",5785
"15420","47260",473
"15421","47263",64
"15422","47264",312
"15423","47265",5743
"15424","47270",105
"15425","47272",563
"15426","47273",475
"15427","47274",8505
"15428","47280",228
"15429","47281",237
"15430","47282",58
"15431","47283",835
"15432","47302",7098
