"GEOID","year","essnWrkE","wrkPopE","essnWrkP"
"00772",2018,3130,5151,60.76
"00773",2018,2791,5636,49.52
"00775",2018,350,584,59.93
"00777",2018,5092,11456,44.45
"00778",2018,6531,18000,36.28
"00780",2018,1651,3956,41.73
"00782",2018,1987,4320,46
"00783",2018,3506,7673,45.69
"00784",2018,4287,9470,45.27
"00786",2018,147,147,100
"00791",2018,5313,13414,39.61
"00794",2018,3096,6545,47.3
"00795",2018,6128,13895,44.1
"00901",2018,659,2253,29.25
"00906",2018,35,149,23.49
"00907",2018,2600,7773,33.45
"00909",2018,673,1803,37.33
"00911",2018,1185,3479,34.06
"00912",2018,1153,2400,48.04
"00913",2018,751,1589,47.26
"00915",2018,5564,8932,62.29
"00917",2018,3035,6342,47.86
"00918",2018,1465,6069,24.14
"00920",2018,2991,6738,44.39
"00921",2018,4701,11583,40.59
"00923",2018,3454,7273,47.49
"00924",2018,6694,15644,42.79
"00925",2018,1419,2647,53.61
"00926",2018,12022,38179,31.49
"00927",2018,1142,5255,21.73
"00934",2018,15,34,44.12
"00936",2018,0,0,NA
"00949",2018,10659,26724,39.89
"00950",2018,0,0,NA
"00951",2018,0,0,NA
"00952",2018,1320,2483,53.16
"00953",2018,9353,26455,35.35
"00956",2018,9812,22832,42.97
"00957",2018,4962,13319,37.26
"00959",2018,7073,19604,36.08
"00960",2018,0,0,NA
"00961",2018,3908,10814,36.14
"00962",2018,2541,5724,44.39
"00965",2018,1115,2145,51.98
"00966",2018,1406,6269,22.43
"00968",2018,169,1463,11.55
"00969",2018,4223,18440,22.9
"00971",2018,4571,9908,46.13
"00976",2018,8071,23370,34.54
"00979",2018,2591,8017,32.32
"00982",2018,1829,4936,37.05
"00983",2018,5564,13286,41.88
"00985",2018,4502,10832,41.56
"00987",2018,7726,22035,35.06
"01001",2018,3359,8867,37.88
"01002",2018,4883,15647,31.21
"01003",2018,1615,4101,39.38
"01005",2018,1133,2650,42.75
"01007",2018,3252,8642,37.63
"01008",2018,251,655,38.32
"01009",2018,56,155,36.13
"01010",2018,773,1890,40.9
"01011",2018,315,762,41.34
"01012",2018,142,299,47.49
"01013",2018,4680,10433,44.86
"01020",2018,6777,15224,44.52
"01022",2018,422,854,49.41
"01026",2018,194,448,43.3
"01027",2018,3831,10086,37.98
"01028",2018,2701,7768,34.77
"01029",2018,140,365,38.36
"01030",2018,2000,5905,33.87
"01031",2018,251,555,45.23
"01032",2018,89,309,28.8
"01033",2018,1265,3747,33.76
"01034",2018,549,1184,46.37
"01035",2018,950,2704,35.13
"01036",2018,994,2601,38.22
"01037",2018,182,311,58.52
"01038",2018,648,1670,38.8
"01039",2018,275,648,42.44
"01040",2018,7369,16814,43.83
"01050",2018,611,1335,45.77
"01053",2018,285,722,39.47
"01054",2018,376,1048,35.88
"01056",2018,4112,10430,39.42
"01057",2018,1950,4806,40.57
"01060",2018,2742,8599,31.89
"01062",2018,1777,4997,35.56
"01063",2018,120,350,34.29
"01066",2018,0,0,NA
"01068",2018,389,1025,37.95
"01069",2018,1601,4828,33.16
"01070",2018,144,332,43.37
"01071",2018,332,676,49.11
"01072",2018,221,811,27.25
"01073",2018,1502,3421,43.91
"01074",2018,213,346,61.56
"01075",2018,3562,9305,38.28
"01077",2018,1728,4637,37.27
"01079",2018,53,334,15.87
"01080",2018,527,1103,47.78
"01081",2018,435,983,44.25
"01082",2018,1951,4817,40.5
"01083",2018,716,1618,44.25
"01084",2018,20,91,21.98
"01085",2018,8334,21572,38.63
"01086",2018,16,73,21.92
"01088",2018,75,224,33.48
"01089",2018,5792,14450,40.08
"01092",2018,202,698,28.94
"01093",2018,61,183,33.33
"01094",2018,46,93,49.46
"01095",2018,2723,7903,34.46
"01096",2018,633,1522,41.59
"01097",2018,6,14,42.86
"01098",2018,323,709,45.56
"01103",2018,511,971,52.63
"01104",2018,4608,9355,49.26
"01105",2018,2134,3720,57.37
"01106",2018,1962,7483,26.22
"01107",2018,1964,3732,52.63
"01108",2018,5713,11646,49.06
"01109",2018,5815,11141,52.19
"01118",2018,2880,7511,38.34
"01119",2018,2649,5591,47.38
"01128",2018,393,1370,28.69
"01129",2018,1605,3500,45.86
"01151",2018,1948,3707,52.55
"01199",2018,0,0,NA
"01201",2018,9724,22586,43.05
"01220",2018,1801,4111,43.81
"01222",2018,272,435,62.53
"01223",2018,560,1328,42.17
"01224",2018,17,94,18.09
"01225",2018,723,1583,45.67
"01226",2018,1005,3608,27.85
"01229",2018,22,29,75.86
"01230",2018,1885,4365,43.18
"01235",2018,712,1535,46.38
"01236",2018,327,681,48.02
"01237",2018,529,1307,40.47
"01238",2018,1429,2961,48.26
"01240",2018,761,1897,40.12
"01242",2018,122,273,44.69
"01243",2018,60,169,35.5
"01244",2018,10,35,28.57
"01245",2018,133,455,29.23
"01247",2018,3187,7185,44.36
"01253",2018,168,318,52.83
"01254",2018,182,516,35.27
"01255",2018,259,480,53.96
"01256",2018,181,393,46.06
"01257",2018,430,1104,38.95
"01258",2018,102,252,40.48
"01259",2018,98,270,36.3
"01260",2018,153,264,57.95
"01262",2018,278,553,50.27
"01264",2018,30,96,31.25
"01266",2018,234,747,31.33
"01267",2018,1059,3931,26.94
"01270",2018,177,459,38.56
"01301",2018,3771,9031,41.76
"01330",2018,362,816,44.36
"01331",2018,2711,6262,43.29
"01337",2018,523,1300,40.23
"01338",2018,38,73,52.05
"01339",2018,241,623,38.68
"01340",2018,425,942,45.12
"01341",2018,381,1054,36.15
"01342",2018,226,708,31.92
"01343",2018,3,17,17.65
"01344",2018,266,699,38.05
"01346",2018,105,217,48.39
"01347",2018,84,137,61.31
"01349",2018,371,745,49.8
"01350",2018,18,40,45
"01351",2018,568,1227,46.29
"01354",2018,332,1016,32.68
"01355",2018,176,469,37.53
"01360",2018,709,1633,43.42
"01364",2018,1553,3605,43.08
"01366",2018,305,666,45.8
"01367",2018,103,270,38.15
"01368",2018,272,621,43.8
"01370",2018,850,2029,41.89
"01373",2018,693,2471,28.05
"01375",2018,688,2368,29.05
"01376",2018,1183,2409,49.11
"01378",2018,153,388,39.43
"01379",2018,167,408,40.93
"01420",2018,8087,19371,41.75
"01430",2018,1220,3497,34.89
"01431",2018,774,1722,44.95
"01432",2018,1134,4676,24.25
"01434",2018,48,299,16.05
"01436",2018,618,1746,35.4
"01438",2018,167,260,64.23
"01440",2018,4152,9799,42.37
"01450",2018,1486,5720,25.98
"01451",2018,506,2338,21.64
"01452",2018,1094,2690,40.67
"01453",2018,8675,21356,40.62
"01460",2018,1260,5251,24
"01462",2018,1861,5913,31.47
"01463",2018,1929,6460,29.86
"01464",2018,1006,3120,32.24
"01467",2018,42,187,22.46
"01468",2018,945,2409,39.23
"01469",2018,1531,4115,37.21
"01473",2018,1465,4135,35.43
"01474",2018,373,963,38.73
"01475",2018,2636,5693,46.3
"01501",2018,3012,8655,34.8
"01503",2018,508,1667,30.47
"01504",2018,2060,5589,36.86
"01505",2018,916,2531,36.19
"01506",2018,674,1804,37.36
"01507",2018,2520,7093,35.53
"01510",2018,3541,7823,45.26
"01515",2018,481,1267,37.96
"01516",2018,1946,5048,38.55
"01518",2018,648,1865,34.75
"01519",2018,1223,3670,33.32
"01520",2018,2710,8536,31.75
"01521",2018,473,1338,35.35
"01522",2018,351,1582,22.19
"01523",2018,1325,3507,37.78
"01524",2018,1872,3953,47.36
"01525",2018,73,179,40.78
"01527",2018,2521,7498,33.62
"01529",2018,701,1768,39.65
"01531",2018,283,641,44.15
"01532",2018,1812,8440,21.47
"01534",2018,1280,3561,35.94
"01535",2018,1201,2580,46.55
"01536",2018,1177,4158,28.31
"01537",2018,408,1256,32.48
"01540",2018,2577,6168,41.78
"01541",2018,609,1924,31.65
"01542",2018,439,1295,33.9
"01543",2018,1990,4871,40.85
"01545",2018,5094,19208,26.52
"01550",2018,3693,8288,44.56
"01560",2018,571,2294,24.89
"01561",2018,16,164,9.76
"01562",2018,2681,6494,41.28
"01564",2018,1408,4237,33.23
"01566",2018,863,2869,30.08
"01568",2018,1365,4225,32.31
"01569",2018,3031,7648,39.63
"01570",2018,3990,8535,46.75
"01571",2018,2051,5869,34.95
"01581",2018,2163,9664,22.38
"01583",2018,986,2853,34.56
"01585",2018,1076,2375,45.31
"01588",2018,1452,5081,28.58
"01590",2018,1924,5280,36.44
"01602",2018,4470,12589,35.51
"01603",2018,3979,8447,47.11
"01604",2018,8219,18155,45.27
"01605",2018,5361,12172,44.04
"01606",2018,3898,10128,38.49
"01607",2018,2167,4213,51.44
"01608",2018,510,1378,37.01
"01609",2018,3048,8710,34.99
"01610",2018,4731,9873,47.92
"01611",2018,551,1262,43.66
"01612",2018,870,2546,34.17
"01701",2018,4838,18963,25.51
"01702",2018,10416,21967,47.42
"01718",2018,108,500,21.6
"01719",2018,444,3222,13.78
"01720",2018,2141,11784,18.17
"01721",2018,3109,10170,30.57
"01730",2018,1543,7041,21.91
"01731",2018,66,359,18.38
"01740",2018,637,2772,22.98
"01741",2018,395,2438,16.2
"01742",2018,1710,8183,20.9
"01745",2018,89,300,29.67
"01746",2018,2086,7974,26.16
"01747",2018,970,3112,31.17
"01748",2018,2188,9066,24.13
"01749",2018,3845,11237,34.22
"01752",2018,8816,23210,37.98
"01754",2018,1558,6199,25.13
"01756",2018,1098,3501,31.36
"01757",2018,5776,15811,36.53
"01760",2018,4432,19729,22.46
"01770",2018,462,2259,20.45
"01772",2018,1179,4985,23.65
"01773",2018,397,2352,16.88
"01775",2018,773,3808,20.3
"01776",2018,1351,9077,14.88
"01778",2018,1284,7173,17.9
"01801",2018,8590,22883,37.54
"01803",2018,4258,13936,30.55
"01810",2018,3843,18240,21.07
"01821",2018,6711,18734,35.82
"01824",2018,3279,13829,23.71
"01826",2018,6437,16795,38.33
"01827",2018,453,1833,24.71
"01830",2018,5173,13552,38.17
"01832",2018,4298,12238,35.12
"01833",2018,1723,4892,35.22
"01834",2018,1411,3697,38.17
"01835",2018,2635,7364,35.78
"01840",2018,940,2073,45.34
"01841",2018,11581,21964,52.73
"01843",2018,5541,12327,44.95
"01844",2018,10849,27369,39.64
"01845",2018,4612,15968,28.88
"01850",2018,3699,7979,46.36
"01851",2018,5843,15728,37.15
"01852",2018,6815,17104,39.84
"01854",2018,5228,13578,38.5
"01860",2018,1120,3661,30.59
"01862",2018,1763,5393,32.69
"01863",2018,1465,4786,30.61
"01864",2018,2650,8778,30.19
"01867",2018,3794,13539,28.02
"01876",2018,5285,17096,30.91
"01879",2018,2075,7300,28.42
"01880",2018,4146,15016,27.61
"01886",2018,2898,12676,22.86
"01887",2018,4130,13680,30.19
"01890",2018,2051,11118,18.45
"01901",2018,459,707,64.92
"01902",2018,12993,24035,54.06
"01904",2018,3964,9325,42.51
"01905",2018,7039,12751,55.2
"01906",2018,5183,14901,34.78
"01907",2018,2257,7788,28.98
"01908",2018,642,1978,32.46
"01913",2018,3411,9909,34.42
"01915",2018,7560,22922,32.98
"01921",2018,1271,4223,30.1
"01922",2018,506,1625,31.14
"01923",2018,4869,14526,33.52
"01929",2018,519,1915,27.1
"01930",2018,6043,15251,39.62
"01937",2018,0,19,0
"01938",2018,2052,7363,27.87
"01940",2018,1608,7077,22.72
"01944",2018,618,2555,24.19
"01945",2018,2544,10126,25.12
"01949",2018,1381,4325,31.93
"01950",2018,2572,9834,26.15
"01951",2018,637,2156,29.55
"01952",2018,1680,4687,35.84
"01960",2018,9939,27272,36.44
"01966",2018,1291,3655,35.32
"01969",2018,875,3447,25.38
"01970",2018,8906,24106,36.95
"01982",2018,1280,3865,33.12
"01983",2018,752,2981,25.23
"01984",2018,643,2578,24.94
"01985",2018,592,2410,24.56
"02019",2018,3222,10052,32.05
"02021",2018,3509,12273,28.59
"02025",2018,663,3922,16.9
"02026",2018,4206,13505,31.14
"02030",2018,605,2688,22.51
"02032",2018,632,2519,25.09
"02035",2018,2707,9174,29.51
"02038",2018,4937,18030,27.38
"02043",2018,2356,10643,22.14
"02045",2018,1910,5921,32.26
"02047",2018,12,27,44.44
"02048",2018,3878,13797,28.11
"02050",2018,5335,13437,39.7
"02052",2018,1265,6075,20.82
"02053",2018,2342,7610,30.78
"02054",2018,1192,4295,27.75
"02056",2018,1258,5055,24.89
"02061",2018,1597,5575,28.65
"02062",2018,5099,16538,30.83
"02066",2018,2598,9393,27.66
"02067",2018,2162,9667,22.36
"02071",2018,217,512,42.38
"02072",2018,6068,15743,38.54
"02081",2018,2726,9726,28.03
"02090",2018,1713,7739,22.13
"02093",2018,1744,6224,28.02
"02108",2018,295,2212,13.34
"02109",2018,320,2655,12.05
"02110",2018,193,1362,14.17
"02111",2018,1316,3788,34.74
"02113",2018,766,5899,12.99
"02114",2018,1914,8937,21.42
"02115",2018,3408,13563,25.13
"02116",2018,2818,14301,19.7
"02118",2018,4096,14943,27.41
"02119",2018,5616,12551,44.75
"02120",2018,2708,6946,38.99
"02121",2018,6648,12597,52.77
"02122",2018,6261,13533,46.26
"02124",2018,12635,27168,46.51
"02125",2018,6796,17802,38.18
"02126",2018,7183,14476,49.62
"02127",2018,5603,24055,23.29
"02128",2018,15084,26402,57.13
"02129",2018,2501,11593,21.57
"02130",2018,7103,23820,29.82
"02131",2018,6784,18598,36.48
"02132",2018,4873,15314,31.82
"02134",2018,3803,12598,30.19
"02135",2018,7554,29006,26.04
"02136",2018,8431,17606,47.89
"02138",2018,3066,20728,14.79
"02139",2018,4418,24281,18.2
"02140",2018,2666,12891,20.68
"02141",2018,1856,8664,21.42
"02142",2018,180,2002,8.99
"02143",2018,3707,18883,19.63
"02144",2018,3329,18429,18.06
"02145",2018,5802,16096,36.05
"02148",2018,12961,32501,39.88
"02149",2018,12071,24084,50.12
"02150",2018,10873,20616,52.74
"02151",2018,14187,27782,51.07
"02152",2018,3394,10268,33.05
"02155",2018,10275,35454,28.98
"02163",2018,85,518,16.41
"02169",2018,10821,31776,34.05
"02170",2018,4339,11248,38.58
"02171",2018,3788,10855,34.9
"02176",2018,4430,16259,27.25
"02180",2018,4066,12406,32.77
"02184",2018,6823,19651,34.72
"02186",2018,3986,14014,28.44
"02188",2018,3152,8584,36.72
"02189",2018,3852,8675,44.4
"02190",2018,3903,9594,40.68
"02191",2018,1705,4522,37.7
"02199",2018,122,609,20.03
"02203",2018,0,0,NA
"02210",2018,277,2479,11.17
"02215",2018,2923,12710,23
"02301",2018,16443,29879,55.03
"02302",2018,7963,16584,48.02
"02322",2018,1122,2569,43.67
"02324",2018,5122,14571,35.15
"02330",2018,2749,5725,48.02
"02332",2018,2064,7220,28.59
"02333",2018,3287,7397,44.44
"02338",2018,1895,4441,42.67
"02339",2018,2370,7293,32.5
"02341",2018,2584,6212,41.6
"02343",2018,1913,5249,36.45
"02346",2018,5295,12829,41.27
"02347",2018,2323,6311,36.81
"02351",2018,4150,9649,43.01
"02356",2018,2077,7095,29.27
"02357",2018,176,567,31.04
"02359",2018,4029,10351,38.92
"02360",2018,12460,30590,40.73
"02364",2018,2802,7066,39.65
"02366",2018,0,0,NA
"02367",2018,576,1549,37.19
"02368",2018,8186,18154,45.09
"02370",2018,4055,9979,40.64
"02375",2018,1916,5677,33.75
"02379",2018,1378,3704,37.2
"02382",2018,3756,8333,45.07
"02420",2018,1105,6932,15.94
"02421",2018,1642,9004,18.24
"02445",2018,3098,12210,25.37
"02446",2018,3714,17116,21.7
"02451",2018,3225,10980,29.37
"02452",2018,2301,8007,28.74
"02453",2018,5579,17342,32.17
"02457",2018,133,698,19.05
"02458",2018,1608,6878,23.38
"02459",2018,1860,9812,18.96
"02460",2018,1348,5282,25.52
"02461",2018,685,4010,17.08
"02462",2018,167,751,22.24
"02464",2018,414,1796,23.05
"02465",2018,1547,6434,24.04
"02466",2018,783,4449,17.6
"02467",2018,2340,9855,23.74
"02468",2018,627,2968,21.13
"02472",2018,5710,21960,26
"02474",2018,3518,16054,21.91
"02476",2018,1855,9090,20.41
"02478",2018,2480,13011,19.06
"02481",2018,1109,6913,16.04
"02482",2018,926,5116,18.1
"02492",2018,2080,9793,21.24
"02493",2018,1031,4992,20.65
"02494",2018,1196,5084,23.52
"02532",2018,2864,7023,40.78
"02534",2018,209,518,40.35
"02535",2018,280,662,42.3
"02536",2018,4182,9465,44.18
"02537",2018,1240,3174,39.07
"02538",2018,1086,2075,52.34
"02539",2018,907,1769,51.27
"02540",2018,1322,3701,35.72
"02542",2018,51,191,26.7
"02543",2018,96,328,29.27
"02553",2018,0,0,NA
"02554",2018,2602,6356,40.94
"02556",2018,450,1303,34.54
"02557",2018,1144,2446,46.77
"02558",2018,265,481,55.09
"02559",2018,962,1999,48.12
"02561",2018,118,236,50
"02562",2018,675,1760,38.35
"02563",2018,1987,5168,38.45
"02564",2018,32,103,31.07
"02568",2018,938,2277,41.19
"02571",2018,2673,5204,51.36
"02575",2018,483,1499,32.22
"02576",2018,1275,2539,50.22
"02584",2018,0,12,0
"02601",2018,4481,7940,56.44
"02630",2018,391,1051,37.2
"02631",2018,1833,4655,39.38
"02632",2018,2208,5516,40.03
"02633",2018,735,1875,39.2
"02635",2018,398,1360,29.26
"02637",2018,27,68,39.71
"02638",2018,281,1115,25.2
"02639",2018,675,1615,41.8
"02641",2018,51,93,54.84
"02642",2018,901,2164,41.64
"02643",2018,0,0,NA
"02644",2018,1413,2550,55.41
"02645",2018,1969,4855,40.56
"02646",2018,313,727,43.05
"02647",2018,9,50,18
"02648",2018,1814,3856,47.04
"02649",2018,2793,6568,42.52
"02650",2018,114,315,36.19
"02651",2018,0,0,NA
"02652",2018,167,394,42.39
"02653",2018,956,2439,39.2
"02655",2018,569,1454,39.13
"02657",2018,560,1658,33.78
"02659",2018,195,513,38.01
"02660",2018,1293,2780,46.51
"02663",2018,0,17,0
"02664",2018,2143,4227,50.7
"02666",2018,128,210,60.95
"02667",2018,744,1603,46.41
"02668",2018,524,1425,36.77
"02669",2018,8,67,11.94
"02670",2018,223,583,38.25
"02671",2018,152,349,43.55
"02672",2018,93,138,67.39
"02673",2018,2090,4625,45.19
"02675",2018,1201,2848,42.17
"02702",2018,1042,2505,41.6
"02703",2018,8214,23544,34.89
"02713",2018,14,23,60.87
"02715",2018,860,1945,44.22
"02717",2018,992,2648,37.46
"02718",2018,1234,3493,35.33
"02719",2018,3254,7775,41.85
"02720",2018,6451,14409,44.77
"02721",2018,6046,10930,55.32
"02723",2018,3264,6561,49.75
"02724",2018,3522,7595,46.37
"02725",2018,548,1113,49.24
"02726",2018,2850,7950,35.85
"02738",2018,630,2152,29.28
"02739",2018,1437,3453,41.62
"02740",2018,9642,19865,48.54
"02743",2018,2356,5587,42.17
"02744",2018,2382,4722,50.44
"02745",2018,6430,12934,49.71
"02746",2018,3483,6568,53.03
"02747",2018,4640,11768,39.43
"02748",2018,1582,5370,29.46
"02760",2018,5809,15151,38.34
"02762",2018,1820,5188,35.08
"02763",2018,308,1031,29.87
"02764",2018,1010,2536,39.83
"02766",2018,3820,11466,33.32
"02767",2018,2625,7803,33.64
"02769",2018,2782,7012,39.67
"02770",2018,1063,2614,40.67
"02771",2018,2905,8257,35.18
"02777",2018,3885,8676,44.78
"02779",2018,1540,3844,40.06
"02780",2018,11394,25038,45.51
"02790",2018,3630,8145,44.57
"02791",2018,0,45,0
"02802",2018,104,265,39.25
"02804",2018,243,1153,21.08
"02806",2018,2428,8259,29.4
"02807",2018,249,433,57.51
"02808",2018,593,1329,44.62
"02809",2018,4558,11281,40.4
"02812",2018,247,617,40.03
"02813",2018,1957,4123,47.47
"02814",2018,1869,4232,44.16
"02815",2018,86,105,81.9
"02816",2018,7013,17343,40.44
"02817",2018,1305,3607,36.18
"02818",2018,2813,9281,30.31
"02822",2018,1301,3644,35.7
"02825",2018,1212,3140,38.6
"02826",2018,181,315,57.46
"02827",2018,530,1245,42.57
"02828",2018,1421,3868,36.74
"02830",2018,1104,3167,34.86
"02831",2018,511,1741,29.35
"02832",2018,912,2437,37.42
"02833",2018,285,600,47.5
"02835",2018,583,2456,23.74
"02836",2018,80,187,42.78
"02837",2018,676,1776,38.06
"02838",2018,851,1698,50.12
"02839",2018,506,965,52.44
"02840",2018,4636,12248,37.85
"02841",2018,13,130,10
"02842",2018,3048,7980,38.2
"02852",2018,3948,11259,35.07
"02857",2018,2162,5215,41.46
"02858",2018,465,536,86.75
"02859",2018,1547,3806,40.65
"02860",2018,10973,22857,48.01
"02861",2018,5574,13685,40.73
"02863",2018,4362,8450,51.62
"02864",2018,6168,18252,33.79
"02865",2018,2515,8704,28.89
"02871",2018,3059,8689,35.21
"02872",2018,92,164,56.1
"02873",2018,94,148,63.51
"02874",2018,774,3038,25.48
"02875",2018,153,336,45.54
"02876",2018,42,149,28.19
"02878",2018,3264,7935,41.13
"02879",2018,3846,10241,37.55
"02881",2018,1211,3391,35.71
"02882",2018,2128,6435,33.07
"02885",2018,2374,5655,41.98
"02886",2018,5334,14747,36.17
"02888",2018,4052,10834,37.4
"02889",2018,5712,14292,39.97
"02891",2018,4103,10916,37.59
"02892",2018,1158,2858,40.52
"02893",2018,6186,15368,40.25
"02894",2018,269,497,54.12
"02895",2018,8279,18718,44.23
"02896",2018,2837,6409,44.27
"02898",2018,507,933,54.34
"02903",2018,1569,5105,30.73
"02904",2018,6148,14020,43.85
"02905",2018,4976,11619,42.83
"02906",2018,3631,15116,24.02
"02907",2018,5860,12920,45.36
"02908",2018,7289,16881,43.18
"02909",2018,8358,18066,46.26
"02910",2018,4403,11861,37.12
"02911",2018,2929,8080,36.25
"02912",2018,138,532,25.94
"02914",2018,5061,10826,46.75
"02915",2018,3003,8639,34.76
"02916",2018,1591,4825,32.97
"02917",2018,2359,6707,35.17
"02919",2018,5685,15153,37.52
"02920",2018,6078,17142,35.46
"02921",2018,2109,6338,33.28
"03031",2018,1489,6074,24.51
"03032",2018,1173,3322,35.31
"03033",2018,703,2830,24.84
"03034",2018,864,2271,38.04
"03036",2018,851,2970,28.65
"03037",2018,1020,2609,39.1
"03038",2018,6996,19479,35.92
"03042",2018,1628,3996,40.74
"03043",2018,348,974,35.73
"03044",2018,965,2738,35.24
"03045",2018,2264,7421,30.51
"03046",2018,646,1632,39.58
"03047",2018,440,893,49.27
"03048",2018,702,1998,35.14
"03049",2018,920,4027,22.85
"03051",2018,4612,14507,31.79
"03052",2018,1664,4778,34.83
"03053",2018,4650,14299,32.52
"03054",2018,4163,14929,27.89
"03055",2018,2964,8549,34.67
"03057",2018,477,1472,32.4
"03060",2018,6411,15874,40.39
"03062",2018,4698,15760,29.81
"03063",2018,2968,9708,30.57
"03064",2018,2776,7570,36.67
"03070",2018,1230,3185,38.62
"03071",2018,1011,2827,35.76
"03076",2018,2628,7600,34.58
"03077",2018,2529,5819,43.46
"03079",2018,5179,16485,31.42
"03082",2018,288,935,30.8
"03084",2018,233,694,33.57
"03086",2018,769,2170,35.44
"03087",2018,1930,7559,25.53
"03101",2018,455,1460,31.16
"03102",2018,7049,17596,40.06
"03103",2018,8336,18645,44.71
"03104",2018,6512,18562,35.08
"03106",2018,2458,7993,30.75
"03109",2018,2109,6370,33.11
"03110",2018,2768,11505,24.06
"03215",2018,10,99,10.1
"03216",2018,626,1495,41.87
"03217",2018,551,1117,49.33
"03218",2018,162,468,34.62
"03220",2018,1620,3991,40.59
"03221",2018,505,1153,43.8
"03222",2018,1460,2986,48.89
"03223",2018,901,2197,41.01
"03224",2018,514,1399,36.74
"03225",2018,1031,2177,47.36
"03226",2018,179,499,35.87
"03227",2018,164,466,35.19
"03229",2018,1062,3108,34.17
"03230",2018,338,697,48.49
"03231",2018,39,115,33.91
"03233",2018,15,38,39.47
"03234",2018,1068,2535,42.13
"03235",2018,1933,4295,45.01
"03237",2018,411,1214,33.86
"03238",2018,30,49,61.22
"03240",2018,260,579,44.91
"03241",2018,116,367,31.61
"03242",2018,957,2897,33.03
"03243",2018,274,542,50.55
"03244",2018,1436,3695,38.86
"03245",2018,394,1095,35.98
"03246",2018,3660,8470,43.21
"03249",2018,1133,3643,31.1
"03251",2018,340,726,46.83
"03253",2018,932,2682,34.75
"03254",2018,885,1914,46.24
"03255",2018,382,1153,33.13
"03256",2018,437,1127,38.78
"03257",2018,724,2007,36.07
"03258",2018,565,1452,38.91
"03259",2018,77,167,46.11
"03260",2018,201,471,42.68
"03261",2018,954,2544,37.5
"03262",2018,203,534,38.01
"03263",2018,695,1826,38.06
"03264",2018,1586,3426,46.29
"03266",2018,542,1193,45.43
"03268",2018,217,577,37.61
"03269",2018,578,1693,34.14
"03273",2018,63,185,34.05
"03275",2018,2595,6491,39.98
"03276",2018,1886,4369,43.17
"03278",2018,716,1582,45.26
"03279",2018,189,402,47.01
"03280",2018,308,686,44.9
"03281",2018,2213,5231,42.31
"03282",2018,189,407,46.44
"03284",2018,183,448,40.85
"03285",2018,639,1309,48.82
"03287",2018,347,915,37.92
"03290",2018,954,2894,32.96
"03291",2018,22,27,81.48
"03293",2018,22,45,48.89
"03301",2018,6392,16261,39.31
"03303",2018,3167,8438,37.53
"03304",2018,1325,4223,31.38
"03307",2018,1063,2792,38.07
"03431",2018,4752,13289,35.76
"03440",2018,630,1446,43.57
"03441",2018,51,73,69.86
