"GEOID","year","totWrkE","eduP","hghRskP","hltCrP","retailP"
"02060",2018,488,2.66,46.11,2.05,0
"02068",2018,1478,1.76,27.6,1.42,2.37
"02070",2018,2024,0.89,38.44,1.43,0.2
"02090",2018,46543,1.51,29.6,0.77,2.54
"02100",2018,1329,0.15,36.34,0,0.3
"02105",2018,1068,0,37.92,0.66,1.31
"02110",2018,17562,1.45,52.8,1.06,1.74
"02122",2018,25564,1.13,31.7,1.35,1.45
"02130",2018,7017,1.54,31.62,1.51,1.71
"02150",2018,6919,1.17,24.79,2.43,2.41
"02158",2018,2088,2.2,21.02,2.78,1.34
"02164",2018,594,0.34,37.37,0.34,0
"02170",2018,43000,1.28,32.44,1.66,2.16
"02180",2018,3664,1.04,36.9,3.03,0.68
"02185",2018,5465,2.78,39.43,0.27,6.48
"02188",2018,2636,0.91,31.94,2.43,0.3
"02195",2018,1577,1.71,27.96,0.44,0.76
"02198",2018,2789,2.01,33.09,2.12,1.15
"02220",2018,4746,1.2,39.8,1.31,0.63
"02230",2018,695,1.01,44.6,1.15,2.73
"02240",2018,2896,3.63,29.59,1.62,1.69
"02261",2018,4744,1.85,32.17,4.43,1.22
"02275",2018,1128,0.35,41.22,3.28,0.53
"02282",2018,357,5.32,37.82,1.96,3.36
"02290",2018,2118,0.8,33.29,0.61,1.09
"04001",2018,18365,1.54,23.55,1.97,0.97
"04003",2018,43097,1.83,33.15,4.62,2.26
"04005",2018,66310,1.3,33.47,0.84,1.71
"04007",2018,18162,2.66,28.71,1.97,0.68
"04009",2018,12837,2.3,24.97,2.46,0.44
"04011",2018,3812,0.66,24.82,2.31,2.52
"04012",2018,6466,1.98,24.71,3.46,1.48
"04013",2018,2004236,1.34,40.03,0.73,2.03
"04015",2018,71244,1.86,23.99,1.37,0.7
"04017",2018,33272,2.33,23.77,1.69,0.81
"04019",2018,440596,1.61,33.47,1.79,2.42
"04021",2018,150294,2.09,30.74,3.13,1.94
"04023",2018,17233,0.81,22.89,1.95,0.31
"04025",2018,84142,1.2,29.76,0.91,1.29
"04027",2018,75912,1.67,24.49,2.92,1.35
"05001",2018,7796,0.23,30.14,2.21,0.58
"05003",2018,7728,0.75,19.58,0.75,1.5
"05005",2018,16232,0.29,28.15,0.61,1.43
"05007",2018,125343,1.03,41.78,0.84,1.5
"05009",2018,16145,1.05,29.33,0.94,0.63
"05011",2018,4209,0.33,22.26,1.33,0.55
"05013",2018,2155,0.46,20.88,0,2.23
"05015",2018,11867,0.94,26.16,1.26,0.99
"05017",2018,3583,0.84,32.68,4.47,0.53
"05019",2018,10475,0.81,25.65,0.5,0.83
"05021",2018,6249,0.29,23.14,0.78,0.37
"05023",2018,10235,0.24,25.74,1.07,1.92
"05025",2018,3230,0.59,23.44,1.61,0.12
"05027",2018,9469,0,24.55,0.46,1.23
"05029",2018,8870,0.82,24.18,1.33,0.78
"05031",2018,48814,0.46,28.17,0.55,1.41
"05033",2018,25985,0.96,27.6,0.86,0.84
"05035",2018,20402,1.11,26.56,0.82,0.33
"05037",2018,7516,0.25,22.02,3.07,0.16
"05039",2018,2944,0.68,15.25,4.01,0.24
"05041",2018,4426,0.27,26.41,4.04,0.36
"05043",2018,7825,0,23.03,3.34,1.51
"05045",2018,57226,0.63,34.13,0.46,1.15
"05047",2018,6773,0,24.42,2.05,0.58
"05049",2018,4045,0,22.92,1.16,1.01
"05051",2018,40302,1.13,30.02,0.84,1.04
"05053",2018,7594,1.21,27.6,1.36,1.13
"05055",2018,18971,0.4,24.58,0.99,0.85
"05057",2018,8834,0.5,24.58,1.46,0.86
"05059",2018,13232,1.06,23.29,1.91,0.59
"05061",2018,5559,0.77,24.05,0.52,1.71
"05063",2018,15547,0.19,25.24,0.9,0.77
"05065",2018,4654,0.37,26.62,2.17,0.3
"05067",2018,5563,1.35,23.48,2.41,0.81
"05069",2018,26047,1.79,24.84,3.14,1.27
"05071",2018,10363,0.67,24.91,0.89,1.34
"05073",2018,2630,0.15,31.41,1.44,0.72
"05075",2018,6613,0.29,23.97,2.01,0.98
"05077",2018,2708,0.26,30.54,3.32,0.04
"05079",2018,3366,0.21,23.71,2.05,0.06
"05081",2018,4804,1.48,23.11,0.73,0.71
"05083",2018,8723,0.89,24.38,0.72,0.21
"05085",2018,32335,0.79,34.48,1.23,1.26
"05087",2018,6574,0.06,28.26,0.94,1.38
"05089",2018,5322,0.92,24.8,1.15,0.51
"05091",2018,17600,0.69,29.24,1.82,0.83
"05093",2018,17337,1.23,22.88,1.71,1.21
"05095",2018,2984,0,22.79,4.96,0.94
"05097",2018,3284,0.46,20.58,1.52,1.89
"05099",2018,3151,0.79,12.12,0.92,0.19
"05101",2018,3080,0.84,23.64,1.4,0.88
"05103",2018,9839,0.89,31.97,0.35,1.71
"05105",2018,3763,2.05,22.56,1.54,1.2
"05107",2018,6851,1.47,16.89,1.11,0.42
"05109",2018,4548,1.72,22.8,0.68,0.35
"05111",2018,9539,0.66,23.04,1.21,0.23
"05113",2018,7292,0.62,23.26,0.52,0
"05115",2018,27105,1.42,24.79,0.38,1.36
"05117",2018,3465,0.58,31.98,2.45,0.78
"05119",2018,184451,1.16,37.94,0.98,1.38
"05121",2018,6831,0.79,19.16,1.74,0.42
"05123",2018,8697,0.4,23.66,2.73,0.92
"05125",2018,56382,1.14,31.72,1.22,1.35
"05127",2018,3763,0,18.63,0.82,0.85
"05129",2018,3129,0.83,21.89,0.7,0.58
"05131",2018,56926,0.8,28.88,0.63,1.19
"05133",2018,7498,0.8,17.67,0.51,1.39
"05135",2018,5871,1.31,21.89,0.78,0.56
"05137",2018,4540,0.86,29.93,2.91,0.64
"05139",2018,15821,0.45,27.12,0.95,1.04
"05141",2018,5675,0.39,27.17,1.67,1.74
"05143",2018,110021,0.74,36.02,0.76,1.27
"05145",2018,32028,0.87,26.32,1.02,0.87
"05147",2018,2526,0.63,44.26,1.35,0.59
"05149",2018,8983,0.53,23.61,0.31,0.52
"06001",2018,847170,1.11,52.27,0.39,3.38
"06003",2018,366,3.01,34.7,0.82,0
"06005",2018,13289,1.84,31.13,2.95,0.99
"06007",2018,94908,1.24,34.4,0.66,1.32
"06009",2018,17114,2.06,34.04,1.29,0.91
"06011",2018,9663,0.81,29.86,0.75,0.3
"06013",2018,547323,1.21,49.37,0.8,2.14
"06015",2018,8823,2.72,25.63,5.39,0.5
"06017",2018,83049,1.83,44.6,1.19,2.44
"06019",2018,400175,1.16,27.93,1.4,0.96
"06021",2018,10994,0.8,25.91,0.2,0.29
"06023",2018,60970,1.3,33.52,0.87,1.28
"06025",2018,59919,1.68,21.58,3.1,1.07
"06027",2018,8090,1.79,26.21,1.48,1.29
"06029",2018,339384,1.17,25.72,1.63,1.4
"06031",2018,53217,1.44,22.27,3.28,0.84
"06033",2018,23589,2.21,25.11,1.41,0.89
"06035",2018,8788,2.28,27.48,11.95,0.17
"06037",2018,4869658,1.35,35.93,0.53,1.63
"06039",2018,57799,1.09,22.24,0.99,0.78
"06041",2018,131425,0.85,60.44,0.45,2.04
"06043",2018,7051,3.38,29.84,1.83,0.48
"06045",2018,37712,1.04,33.85,0.6,1.2
"06047",2018,102638,1.36,22.81,1.06,0.7
"06049",2018,3125,2.62,39.01,2.34,0.19
"06051",2018,8278,0.34,50.69,0.04,1.34
"06053",2018,185025,0.97,27.86,1.16,0.98
"06055",2018,70888,0.66,39.01,0.79,0.98
"06057",2018,43368,1.49,40.14,0.98,2.52
"06059",2018,1578079,1.02,46.03,0.52,2.69
"06061",2018,173493,1.35,48.95,1.07,2.32
"06063",2018,7536,1.99,30.39,3.81,0.64
"06065",2018,1007795,1.42,29.15,1.28,1.24
"06067",2018,686019,1.33,40.52,0.9,2.03
"06069",2018,28831,1.41,31.68,1.84,1.22
"06071",2018,892435,1.48,27.22,1.34,1.09
"06073",2018,1564930,1.16,43.87,0.85,2.95
"06075",2018,515382,0.92,63.64,0.28,2.48
"06077",2018,305509,1.52,27.69,1.12,1.34
"06079",2018,129358,1.03,39.56,1.6,2.56
"06081",2018,409911,0.95,55.34,0.57,2.6
"06083",2018,211751,0.96,35.48,0.84,2.19
"06085",2018,985838,0.94,59.71,0.39,6.12
"06087",2018,134904,1.09,41.63,0.63,2.11
"06089",2018,72392,1.58,29.77,1.08,1.14
"06091",2018,1251,1.12,34.61,0.32,1.52
"06093",2018,16725,1.73,32.1,1.39,0.66
"06095",2018,202713,1.62,33.53,1.48,1.47
"06097",2018,253421,1.15,39.68,0.88,1.84
"06099",2018,222532,1.31,26.44,0.87,0.94
"06101",2018,38664,0.82,30.08,0.88,1.18
"06103",2018,24265,1.17,24.4,0.55,1.54
"06105",2018,4758,1.49,30.26,1.47,0.17
"06107",2018,177236,0.98,23.48,1.6,0.59
"06109",2018,20930,4.03,31.29,1.9,0.97
"06111",2018,412228,1.12,40.08,0.79,2.48
"06113",2018,97374,0.97,40.14,1.14,1.99
"06115",2018,28954,1.22,25.18,1.41,0.81
"08001",2018,255711,1.32,34.54,0.85,1.78
"08003",2018,6894,0.28,29.03,1.04,0.13
"08005",2018,339873,1.19,46.79,0.69,2.21
"08007",2018,5823,2.68,38.4,0.58,0.74
"08009",2018,1627,0.49,45.91,0.92,0
"08011",2018,1526,1.25,30.87,5.7,1.31
"08013",2018,173653,0.78,54.33,0.31,4.14
"08014",2018,36792,1.12,63.88,0.6,3.72
"08015",2018,8674,1.64,32.27,3.64,0.37
"08017",2018,835,0,58.56,1.08,0.36
"08019",2018,5287,2.31,42.07,0.32,3.12
"08021",2018,2882,1.04,27.06,0.94,0.28
"08023",2018,1287,1.01,24.79,1.71,0
"08025",2018,1821,1.48,27.79,7.52,0
"08027",2018,1405,1.85,44.06,2.63,1.28
"08029",2018,10912,1.07,40.03,1.19,1.84
"08031",2018,389034,1,50.77,0.37,2.18
"08033",2018,855,0,35.79,0.47,0
"08035",2018,176575,1.18,65.63,1.02,3.6
"08037",2018,33571,0.92,40.32,0.57,0.95
"08039",2018,13449,1.06,47.67,1.81,2.49
"08041",2018,314102,1.47,41.39,1.12,2.23
"08043",2018,14196,1.35,29.47,5.56,0.54
"08045",2018,31397,1.2,37.61,1,1.98
"08047",2018,3645,1.43,58.57,1.87,2.5
"08049",2018,8630,1.12,35.75,1.23,0.5
"08051",2018,9560,1.63,35.22,0.75,1.41
"08053",2018,404,1.24,49.5,0.74,1.49
"08055",2018,2593,0.15,38.03,1.58,0.5
"08057",2018,672,0,46.43,0,0
"08059",2018,312767,1.15,51.43,0.89,3.59
"08061",2018,673,0,45.17,0.45,0
"08063",2018,3587,0.22,44.77,1.92,0.78
"08065",2018,4129,0.41,32.57,1.86,1.89
"08067",2018,29546,1.28,42.85,1.26,2.34
"08069",2018,177391,1.08,44.37,0.77,3.16
"08071",2018,6021,0.76,30.73,1.68,1.54
"08073",2018,1529,0.13,48.27,4.64,0.98
"08075",2018,10690,1.21,30.68,2.54,0.64
"08077",2018,69681,0.85,36.84,0.77,1.23
"08079",2018,422,2.61,48.1,0.47,0
"08081",2018,6266,0.86,27.48,1.04,0.7
"08083",2018,11183,1.43,29.92,2.47,1.17
"08085",2018,17337,0.97,30.99,1.79,1.03
"08087",2018,13191,0.33,24.46,1.67,1.18
"08089",2018,6993,1.73,31.13,3.66,1.23
"08091",2018,2346,1.75,61.21,0.47,1.11
"08093",2018,9038,2.05,41.41,1.44,1.53
"08095",2018,2028,0.89,39.35,1.28,0.89
"08097",2018,11742,0.89,51.98,1.38,1.25
"08099",2018,5350,1.16,31.59,1.63,0.64
"08101",2018,67809,1.48,26.97,2.39,1.51
"08103",2018,2935,1.12,29.78,0.37,1.06
"08105",2018,4481,0.58,30.77,2.12,0.65
"08107",2018,14631,0.79,36.22,0.57,2.13
"08109",2018,2510,0.68,31.63,0.4,0.16
"08111",2018,310,1.61,32.9,3.87,0.65
"08113",2018,5075,0.81,45.44,0.73,2.09
"08115",2018,970,0.52,44.02,2.06,0.31
"08117",2018,19827,2.28,31.75,0.69,1.28
"08119",2018,11679,1.66,39.15,1.82,2.42
"08121",2018,2297,0.22,49.06,1.92,0.7
"08123",2018,146177,0.92,37.33,0.93,2.06
"08125",2018,5078,0.73,35.25,0.28,0.28
"09001",2018,475513,1.02,50.31,0.57,1.61
"09003",2018,447893,1.18,44.67,0.87,2.52
"09005",2018,97390,0.69,41.07,0.7,2.51
"09007",2018,89022,0.92,45.06,0.82,2.76
"09009",2018,427791,1.23,38.58,0.95,2
"09011",2018,133036,1.4,38.75,1.08,3.88
"09013",2018,80396,0.87,43.88,1.08,2.92
"09015",2018,59404,0.71,32.12,1.15,1.4
"10001",2018,79233,1.51,32.22,1.97,1.32
"10003",2018,274190,1.5,45.07,0.87,1.78
"10005",2018,97523,0.79,33.16,1.17,1.05
"11001",2018,369194,1.76,66.98,0.63,1.39
"12001",2018,123777,1.01,35.26,1.22,1.89
"12003",2018,10762,2.35,23.49,4.05,1.27
"12005",2018,81102,1.29,30.9,1.54,2.25
"12007",2018,9324,1.12,32.28,5.57,0.38
"12009",2018,245287,1.3,39.43,0.81,4.35
"12011",2018,949870,1.69,38.03,1,1.14
"12013",2018,4799,1.33,18.82,6.94,0.46
"12015",2018,60875,1.09,28.68,0.95,0.62
"12017",2018,45771,0.95,28.19,1.47,0.58
"12019",2018,93396,1.33,34.64,0.98,1.42
"12021",2018,154513,0.87,33.25,0.66,0.99
"12023",2018,25965,1.59,24.63,3.75,1.19
"12027",2018,13309,1.13,14.73,2.8,0.26
"12029",2018,4768,2.5,23.15,6.65,0.46
"12031",2018,440797,1.45,38.37,0.76,1.4
"12033",2018,134938,1.4,31.68,1.25,1.38
"12035",2018,40662,1.05,30.14,1.23,1.39
"12037",2018,4158,1.08,23.42,6.66,0.17
"12039",2018,16386,0.74,33.46,3.29,0.7
"12041",2018,6775,0.99,21.46,2.69,0.53
"12043",2018,3763,0.13,26.6,2.37,0.21
"12045",2018,5654,1.47,30.99,6.15,2.19
"12047",2018,3658,1.07,33.27,3.8,0.27
"12049",2018,10011,0.22,24.43,2.06,0.26
"12051",2018,16808,0.18,19.13,0.21,0.3
"12053",2018,66227,1.65,27.77,1.58,0.98
"12055",2018,32793,0.6,25.8,1.74,0.59
"12057",2018,665406,1.31,39.98,0.81,1.31
"12059",2018,6567,1.08,28.77,4.23,0.59
"12061",2018,56931,1.22,30.54,0.87,1.3
"12063",2018,16418,1.71,24.97,6.45,0.85
"12065",2018,5247,0.69,36.86,2.99,0.42
"12067",2018,2456,0,23.13,5.37,0
"12069",2018,135768,1.64,33.46,1.31,1.06
"12071",2018,299106,1.29,30.75,0.83,0.77
"12073",2018,145442,1.44,42.45,1.38,0.99
"12075",2018,14954,1.28,21.63,2.72,0.9
"12077",2018,2425,0.29,21.15,5.81,0.99
"12079",2018,6169,2.22,24.49,4.6,0.71
"12081",2018,156850,1.2,35.93,0.99,1.39
"12083",2018,122825,1.36,25.96,1.5,0.79
"12085",2018,65578,1.62,38.92,0.77,1.71
"12086",2018,1301540,2.03,33.49,0.88,0.97
"12087",2018,40392,1.93,35.07,0.98,0.77
"12089",2018,36402,1.53,36.15,1.13,1.83
"12091",2018,87493,1.61,39.15,1.44,2.71
"12093",2018,14722,1.35,21.86,1.33,1.32
"12095",2018,661930,1.57,37.84,0.61,1.68
"12097",2018,155492,1.86,24.77,0.71,0.87
"12099",2018,669887,1.52,37.95,0.82,1.4
"12101",2018,208871,1.2,36.32,0.98,1.15
"12103",2018,446120,1.09,38.61,0.67,1.53
"12105",2018,273691,1.52,29.36,1,1.04
"12107",2018,24985,1.01,23.31,1.25,0.7
"12109",2018,108015,1.47,50.99,0.86,1.49
"12111",2018,126185,1.67,24.81,1.07,0.93
"12113",2018,72986,1.02,36.73,2.06,2.37
"12115",2018,166424,1.03,33.74,0.79,1.15
"12117",2018,226769,1.22,48.16,0.85,2.53
"12119",2018,25437,1.01,30.34,1.29,0.96
"12121",2018,16817,1.75,25.1,5.1,1.17
"12123",2018,6486,1.13,22.06,4.92,1.74
"12125",2018,3724,1.85,25.97,11.39,0.59
"12127",2018,220015,1.64,31.45,1.09,1.46
"12129",2018,13328,1.13,42.76,2.64,2.68
"12131",2018,29404,1.37,44.56,1.25,1.17
"12133",2018,8527,1.08,22.58,5,2.46
"13001",2018,7296,0.19,21.85,2.08,0.88
"13003",2018,3168,0.44,21.5,0.51,0.57
"13005",2018,4146,0.53,24.58,3.3,0.22
"13007",2018,1251,0.48,27.58,2.64,2.16
"13009",2018,17708,1.14,25.11,3.73,1.52
"13011",2018,7795,0.38,24.71,1.55,1.01
"13013",2018,35632,1.03,29.66,1.61,1.32
"13015",2018,47997,0.68,30.97,1.41,1.84
"13017",2018,6313,1.16,22.24,1.9,0.86
"13019",2018,7085,1.51,18.72,1.3,1.24
"13021",2018,62200,1.57,29.98,1.42,0.92
"13023",2018,4230,1.49,24.18,2.27,2.58
"13025",2018,6729,0.28,22.8,1.66,0.77
"13027",2018,5800,2.72,28.4,1.66,0.76
"13029",2018,15755,1.1,44.06,1.92,2.3
"13031",2018,33249,0.9,28.45,2,1
"13033",2018,9028,1.79,24.09,1.6,0.53
"13035",2018,8915,1.02,31.12,2.24,0.36
"13037",2018,1622,0.06,17.57,2.59,0.55
"13039",2018,21340,1.74,31.99,1.41,1.56
"13043",2018,4272,0.91,20.34,1.33,0.49
"13045",2018,50923,1.86,26.52,0.74,1.05
"13047",2018,31719,0.92,29.68,1.03,1.93
"13049",2018,4199,0,26.6,3.17,0.24
"13051",2018,135574,1.42,34.6,1.5,2.38
"13053",2018,2177,1.98,31.1,2.99,0.6
"13055",2018,8946,0.61,18.49,2.12,0.38
"13057",2018,122561,0.88,50.95,0.92,1.94
"13059",2018,58766,1.07,29.3,0.44,1.1
"13061",2018,876,0.91,19.06,1.48,0.46
"13063",2018,126643,2.1,23.32,1.05,0.58
"13065",2018,2257,0.18,20.25,1.86,0.66
"13067",2018,389803,0.87,53.04,0.83,2.18
"13069",2018,16627,0.82,29.69,1.7,0.61
"13071",2018,18736,0.3,19.06,1.27,0.89
"13073",2018,65411,1.46,38.31,1.17,3.18
"13075",2018,7078,1.05,22.42,1.78,0.42
"13077",2018,68690,1.46,35.61,1.13,1.74
"13079",2018,4644,2.33,21.99,2.54,0.32
"13081",2018,8798,0.86,24.41,1.98,0.61
"13083",2018,7331,0.93,22.04,1.19,1.49
"13085",2018,11230,1.18,39.31,0.47,0.89
"13087",2018,9645,0.65,20.4,1.73,0.43
"13089",2018,375217,1.19,44.01,0.54,1.47
"13091",2018,7467,0.76,23.97,5.21,0.66
"13093",2018,5038,1.29,24.08,3.71,0.28
"13095",2018,35167,1.16,27.26,2.85,0.6
"13097",2018,67891,1.45,36.29,0.84,1.07
"13099",2018,3761,0.19,22.15,1.2,0.13
"13101",2018,1675,0,18.63,0,0.96
"13103",2018,28083,0.92,34.7,0.66,2.9
"13105",2018,7626,1.17,23.43,1.39,1.22
"13107",2018,8340,1.21,20.12,2.76,0.24
"13109",2018,4297,0.81,29.04,1.79,1.16
"13111",2018,9586,2.56,29.24,0.43,0.94
"13113",2018,52689,0.83,46.88,0.74,2.38
"13115",2018,41259,0.9,25.6,1.24,1.02
"13117",2018,109504,0.8,63.27,0.38,2.53
"13119",2018,8644,0.66,27.06,1.45,1.08
"13121",2018,516732,1.09,57.53,0.42,1.86
"13123",2018,12787,0.38,28.82,0.56,0.62
"13125",2018,1364,0,16.06,1.1,0.22
"13127",2018,38572,1.21,31.67,1.1,0.58
"13129",2018,25667,1.01,20.53,1.86,0.78
"13131",2018,10303,1.25,28.22,0.56,1.18
"13133",2018,6305,1.22,27.69,0.62,0.54
"13135",2018,450670,0.6,41.35,0.64,1.8
"13137",2018,18083,0.8,25.57,1.23,1.39
"13139",2018,91959,0.64,28.67,0.68,1.14
"13141",2018,1977,1.87,27.77,6.83,0
"13143",2018,12285,1.41,25.98,1.6,1.12
"13145",2018,15186,1.61,36.21,0.78,1.87
"13147",2018,9948,0.51,32.79,3.37,0.99
"13149",2018,4905,0.88,19.02,3.61,1.08
"13151",2018,104676,1.75,34.39,1.93,1.18
"13153",2018,68567,1.06,36.95,1.24,2.38
"13155",2018,3277,1.1,24.26,2.35,0.73
"13157",2018,29560,1.32,33.26,1.23,1.77
"13159",2018,5349,1.63,25.2,1.4,0.58
"13161",2018,5530,1.21,17.94,3.69,1.14
"13163",2018,5933,1.55,17.73,3.2,0.91
"13165",2018,3309,1.3,17.68,1,0.94
"13167",2018,4211,0.93,18.05,3.25,0.52
"13169",2018,12114,1.25,33.57,1.89,0.61
"13171",2018,7132,1.72,23.14,2.69,0.97
"13173",2018,3643,1.89,29.26,1.62,0.38
"13175",2018,17326,0.61,24.41,1.88,0.64
"13177",2018,13267,1.29,39.36,2.25,1.26
"13179",2018,22691,2.5,25.37,3.12,1.23
"13181",2018,3259,0.28,16.97,3.16,1.17
"13183",2018,6232,0.24,28.75,1.96,0.35
"13185",2018,46705,1.11,26.22,1.31,1.09
"13187",2018,15665,1.14,25.46,1.02,1.17
"13189",2018,8513,1.7,28.86,0.59,1.69
"13191",2018,5900,2.12,23.19,1.14,0.92
"13193",2018,4416,0.97,18.98,3.19,0.34
"13195",2018,12522,0.97,31.15,1.15,0.78
"13197",2018,3432,1.98,27.42,1.54,0.5
"13199",2018,8133,0.54,24.12,0.18,0.74
"13201",2018,2371,1.14,33.49,2.99,0.93
"13205",2018,8216,0.4,28.06,3.77,1.36
"13207",2018,11536,2.12,35.75,1.33,1.21
"13209",2018,3519,1.48,24.67,2.73,1.11
"13211",2018,8139,0.79,36.12,0.63,0.47
"13213",2018,16935,0.43,18.78,1.41,1.05
"13215",2018,79636,1.53,31.81,1.53,0.68
"13217",2018,46939,1.09,28.02,1.81,1.37
"13219",2018,18115,0.78,47.13,1.46,1.29
"13221",2018,6684,0.75,28.07,1.8,0.4
"13223",2018,76827,1.38,34.62,1.2,1.92
"13225",2018,10524,1.71,25.34,0.91,0.8
"13227",2018,13613,0.82,32.93,1.56,1.82
"13229",2018,7687,0.68,23.47,1.22,0
"13231",2018,7774,1.49,31.61,1.16,1.41
"13233",2018,18048,0.58,22.56,1.57,0.55
"13235",2018,3704,2.24,24.92,0.7,0.94
"13237",2018,9234,1.05,20.51,1.35,1.04
"13239",2018,799,0,10.01,10.14,0.63
"13241",2018,6142,0.37,30.74,0.85,0.85
"13243",2018,2408,1.7,29.4,3.7,0.21
"13245",2018,80890,1.34,24.26,1.58,1.12
"13247",2018,39286,1.21,31.75,1.44,1.54
"13249",2018,2173,0.92,23.79,5.89,1.93
"13251",2018,5539,0.7,25.24,1.53,1.43
"13253",2018,2864,1.26,30.73,1.36,0.7
"13255",2018,25042,0.97,23.48,2.04,1.29
"13257",2018,10301,1.14,19.38,1.61,1.19
"13259",2018,1498,0.8,27.97,6.01,0
"13261",2018,11841,0.64,27.52,4.41,1.28
"13263",2018,2536,0.63,19.56,1.03,0.2
"13265",2018,580,2.93,22.93,7.24,0
"13267",2018,7801,1.01,33,4.33,0.58
"13269",2018,2987,1.91,24.57,4.95,0.44
"13271",2018,4919,1.4,16.81,5.79,1.18
"13273",2018,3332,0.9,25.39,0.69,0
"13275",2018,18645,0.63,32.16,1.32,0.95
"13277",2018,18126,0.52,24.13,1.1,0.99
"13279",2018,10541,1.76,25.55,3.23,1.1
"13281",2018,4267,1.05,33.09,0.59,0.91
"13283",2018,2523,0.28,18.79,3.77,0
"13285",2018,29824,1.16,26.72,0.71,1.56
"13287",2018,3120,0.58,20.29,1.83,0
"13289",2018,2647,3.89,23.8,1.62,0.34
"13291",2018,8119,0.6,35.63,1.6,0.11
"13293",2018,10005,0.69,27.93,2.51,1.85
"13295",2018,29376,0.91,25.73,1.24,0.9
"13297",2018,40399,1.04,30.64,1.52,1.49
"13299",2018,13200,0.85,22.02,2.63,0.15
"13301",2018,2165,0.23,13.58,3.09,0
"13303",2018,7504,1.05,27.49,5.2,1.52
"13305",2018,10612,0.69,21.48,2.21,0.45
"13307",2018,1058,0.47,26.47,6.62,0
"13309",2018,1928,0,15.35,3.99,0
