"GEOID","DmySgrg","DmyBlckBlt","PrcNtvRsrv"
"48041",0,0,0
"27055",0,0,0.000839
"26075",0,0,0
"09009",0,0,0
"18043",1,0,0
"18123",0,0,0
"25013",1,0,0
"20025",0,0,0
"46091",0,0,0.276748
"72109",0,0,0
"21097",0,0,0
"06089",0,0,0.000203
"27077",0,0,0.096402
"20117",0,0,0
"30011",0,0,0.000398
"20131",0,0,0
"20143",0,0,0
"20171",0,0,0
"55003",0,0,0.176335
"20201",0,0,0
"05049",0,0,0
"29037",1,0,0
"19169",0,0,0
"47121",0,0,0
"24037",0,0,0
"17201",0,0,0
"47085",0,0,0
"31105",0,0,0
"56035",0,0,4e-05
"27091",0,0,0
"45051",0,0,0.00112
"48043",0,0,0
"45065",0,1,0
"45087",0,0,0
"53021",0,0,0
"15009",0,0,0.074413
"41051",0,0,0
"15007",0,0,0.050027
"27021",0,0,0.297299
"13155",0,0,0
"39171",0,0,0
"27057",0,0,0.014071
"49003",0,0,4.5e-05
"37107",0,1,0
"49013",0,0,0.885274
"49015",0,0,0.000246
"48229",0,0,4e-06
"12067",0,0,0
"17057",0,0,0
"31075",0,0,0
"47005",0,0,0
"48497",0,0,0
"21119",0,0,0
"37147",0,1,0
"40037",0,0,1
"51830",0,0,0
"13137",0,0,0
"46043",0,0,0.024081
"36049",0,0,0
"31131",0,0,0
"31059",0,0,0
"13111",0,0,0
"22107",0,1,0
"12086",0,0,0.000839
"25025",1,0,0
"27027",0,0,0
"54047",0,0,0
"01011",0,1,0
"05083",0,0,0
"20015",1,0,0
"51193",0,0,0
"29225",0,0,0
"36111",0,0,0
"37059",1,0,0
"42129",1,0,0
"29041",0,0,0
"48157",1,0,0
"29071",1,0,0
"20135",0,0,0
"29113",1,0,0
"21175",0,0,0
"27025",0,0,0
"37153",0,1,0.025568
"21011",0,0,0
"40103",0,0,0.332339
"45009",0,1,0
"46039",0,0,0
"42021",0,0,0
"45037",0,1,0
"55069",0,0,0
"48235",0,0,0
"48057",0,0,0
"49045",0,0,0.004295
"48323",0,0,0.000105
"51127",1,0,0.018719
"53009",0,0,0.027534
"53019",0,0,0.496906
"53047",0,0,0.196413
"13201",0,1,0
"13205",0,1,0
"15001",0,0,0.046918
"47081",0,0,0
"37171",0,0,0
"01049",0,0,0
"42037",0,0,0
"13289",0,1,0
"72073",0,0,0
"13173",0,0,0
"28139",0,0,0
"47023",0,0,0
"53041",0,0,0.000344
"12009",0,0,0
"36003",0,0,0.000542
"31115",0,0,0
"17117",1,0,0
"08009",0,0,0
"24045",0,0,0
"02150",0,0,0.028706
"13269",0,1,0
"21103",1,0,0
"22013",0,0,0
"28101",0,1,0.011395
"06021",0,0,0.000103
"05069",0,0,0
"05075",0,0,0
"55075",0,0,7.6e-05
"47161",0,0,0
"56023",0,0,0
"45085",0,1,0
"30069",0,0,0
"22117",0,0,0
"29133",0,0,0
"48045",0,0,0
"05019",0,0,0
"48101",0,0,0
"21107",0,0,0
"17111",1,0,0
"21081",1,0,0
"28005",0,1,0
"28011",0,1,0
"28013",0,0,0
"28021",0,1,0
"28033",0,1,0
"46129",0,0,0.005609
"28085",0,0,0
"28041",0,0,0
"13131",0,1,0.000305
"72083",0,0,0
"54075",0,0,0
"72081",0,0,0
"45053",0,1,0
"37087",1,0,0.000202
"34025",1,0,0
"49033",0,0,0
"55093",0,0,0.001897
"51187",1,0,0
"47027",0,0,0
"30073",0,0,0.15365
"31041",0,0,0
"16029",0,0,0.031848
"27023",0,0,0
"26133",0,0,0
"25019",0,0,0
"01067",0,0,0.000516
"19017",0,0,0
"29039",0,0,0
"19079",0,0,0
"47019",0,0,0
"51057",0,0,0
"56007",0,0,0
"42097",0,0,0
"55047",0,0,0
"34019",1,0,0
"39021",0,0,0
"36019",0,0,0
"38021",0,0,0
"35013",0,0,0
"05021",0,0,0
"37009",0,0,0
"35029",0,0,1.6e-05
"29137",0,0,0
"38037",0,0,0.005868
"38083",0,0,0
"16009",0,0,0.469
"17131",0,0,0
"37129",0,0,0
"27033",0,0,0
"21189",0,0,0
"46111",0,0,0
"47073",0,0,0
"49005",0,0,0
"44005",0,0,0
"13049",0,0,0
"29151",0,0,0
"26041",0,0,0.00028
"42017",1,0,0
"34033",1,0,0
"39013",0,0,0
"49025",0,0,0.000287
"06063",0,0,4.2e-05
"19095",0,0,0
"21061",0,0,0
"34017",1,0,0
"02198",0,0,0.037219
"39163",0,0,0
"27103",0,0,0
"20055",0,0,0
"18145",1,0,0
"27105",0,0,0
"26037",0,0,0
"51630",1,0,0
"29161",0,0,0
"12117",0,0,0
"51145",1,0,0
"29067",0,0,0
"54001",0,0,0
"25003",0,0,0
"48415",0,0,0
"08073",0,0,0
"37113",0,0,0
"42089",0,0,0
"29029",0,0,0
"38043",0,0,0
"31055",1,0,5e-06
"13315",0,1,0
"46089",0,0,0
"01029",0,0,0
"72103",0,0,0
"72053",0,0,0
"32007",0,0,0.014652
"18097",1,0,0
"45045",0,0,0
"47009",0,0,0
"51105",0,0,0
"17021",0,0,0
"33007",0,0,0
"26073",0,0,0.377396
"33013",0,0,0
"26109",0,0,0.00833
"26153",0,0,0.00012
"38035",0,0,0
"51520",0,0,0
"51570",1,0,0
"51640",0,0,0
"21025",0,0,0
"35041",0,0,0
"48109",0,0,0
"51163",0,0,0
"21207",0,0,0
"29059",0,0,0
"40081",1,0,0.999907
"27095",0,0,0.14319
"26095",0,0,2.8e-05
"29123",0,0,0
"48461",0,0,0
"48185",0,0,0
"47055",0,0,0
"18005",0,0,0
"31079",0,0,0
"21221",0,0,0
"20139",0,0,0
"08105",0,0,0
"28091",0,0,0
"20087",0,0,0
"48033",0,0,0
"48259",0,0,0
"36033",0,0,0.006104
"48477",0,0,0
"40127",0,0,1
"54013",0,0,0
"16049",0,0,0.034593
"55001",0,0,0.000276
"22035",0,1,0
"12065",0,1,0
"22071",1,0,0
"08019",1,0,0
"29065",0,0,0
"48327",0,0,0
"40067",0,0,0.988146
"05081",0,0,6.8e-05
"42003",1,0,0
"29177",1,0,0
"06027",0,0,0.000613
"02164",0,0,0.015507
"42077",0,0,0
"30053",0,0,0
"20173",1,0,0
"18129",0,0,0
"29219",1,0,0
"01051",0,0,0.000103
"09007",1,0,0
"18039",0,0,0
"17137",0,0,0
"37089",1,0,0
"18155",0,0,0
"21021",0,0,0
"31103",0,0,0
"23003",0,0,0.000525
"31161",0,0,0.000387
"04021",0,0,0.20417
"19187",0,0,0
"47129",0,0,0
"48159",0,0,0
"51125",0,0,0
"05147",0,0,0
"37039",0,0,0.01827
"18115",1,0,0
"10001",0,0,0.003758
"28035",0,0,0
"42031",0,0,0
"72107",0,0,0
"56015",0,0,0
"48211",0,0,0
"19175",0,0,0
"19061",0,0,0
"21181",0,0,0
"08005",1,0,0
"40137",0,0,1
"54109",0,0,0
"34037",1,0,0
"29111",0,0,0
"18029",1,0,0
"18109",1,0,0
"29019",0,0,0
"20095",0,0,0
"49043",0,0,0.004499
"19145",0,0,0
"22065",0,1,0
"05007",0,0,0.000171
"08071",0,0,0
"27107",0,0,1e-06
"30023",0,0,0
"42041",0,0,0
"41043",0,0,1.1e-05
"44007",0,0,0
"12097",0,0,0
"17157",0,0,0
"13051",1,0,0
"17161",0,0,0
"48377",0,0,0
"16085",0,0,0
"08111",0,0,0
"04015",0,0,0.067352
"40003",0,0,0
"19119",0,0,0
"18051",0,0,0
"17005",1,0,0
"46021",0,0,0.00413
"16013",0,0,0
"17073",0,0,0
"16025",0,0,0
"35006",0,0,0.317644
"18025",0,0,0
"29195",0,0,0
"42101",1,0,0
"50009",0,0,0
"27113",0,0,0.001065
"12013",0,0,0
"46065",0,0,0.14887
"48111",0,0,0
"27141",0,0,0
"05113",0,0,3.6e-05
"12015",0,0,0
"48335",0,0,0
"48329",0,0,0
"01107",0,0,0
"48239",0,0,0
"41021",0,0,0.001906
"26161",0,0,0
"27047",0,0,0
"30071",0,0,0.044113
"35015",0,0,0
"39107",0,0,0
"42083",0,0,0
"42087",0,0,0
"19151",0,0,0
"38105",0,0,0.005581
"51147",0,0,0
"47107",0,0,0
"22053",0,0,0
"51683",1,0,0
"29135",0,0,0
"27075",0,0,0
"38025",0,0,0.199951
"20099",0,0,0.000168
"22115",0,0,0.164596
"48385",0,0,0
"39139",0,0,0
"48387",0,0,0.010578
"12101",0,0,0
"19161",0,0,0
"39143",0,0,0
"48083",0,0,0
"24019",0,0,0
"48505",0,0,0
"28075",0,1,0
"30045",0,0,0
"29033",0,0,0
"48225",0,0,0
"51710",0,0,0
"04009",0,0,0.366587
"45001",0,0,0
"36045",0,0,0
"19087",0,0,0
"21115",0,0,0
"17001",0,0,0
"16071",0,0,0
"21013",0,0,0
"28001",0,1,0
"46069",0,0,0.099015
"31037",0,0,0
"06067",0,0,0
"42119",0,0,0
"48035",0,0,0
"55019",0,0,0.001208
"41039",0,0,3.1e-05
"06031",0,0,0.000451
"20085",0,0,0.28062
"38069",0,0,0
"48163",0,0,0
"01081",0,1,0
"56043",0,0,0
"26103",0,0,3.6e-05
"02013",0,0,0.005065
"05107",0,1,0
"02068",0,0,0.007844
"12079",0,1,0
"28051",0,1,0
"51071",0,0,0
"45007",0,0,0
"32011",0,0,0
"48053",0,0,0
"51600",1,0,0
"48089",0,0,0
"18079",0,0,0
"13077",1,0,0
"06017",0,0,0.000217
"13087",0,1,0
"24017",1,0,0
"51510",1,0,0
"04007",0,0,0.383471
"46135",0,0,0
"72015",0,0,0
"29510",1,0,0
"42009",0,0,0
"29205",0,0,0
"51678",0,0,0
"05105",0,0,0
"51041",1,1,0
"36009",0,0,0.041938
"72127",0,0,0
"19131",0,0,0
"26025",0,0,0.000462
"02090",0,0,0
"13271",0,0,0
"12115",0,0,0
"13185",0,0,0
"10005",0,0,0.028333
"22103",1,0,0
"55059",1,0,0
"13233",0,0,0
"34029",1,0,0
"13223",1,0,0
"31127",0,0,0
"27119",0,0,1.9e-05
"17027",1,0,0
"17019",0,0,0
"42019",1,0,0
"33003",0,0,0
"47167",0,1,0
"16083",0,0,0
"12023",0,0,0
"72007",0,0,0
"39029",0,0,0
"40045",0,0,0.467664
"42023",0,0,0
"31139",0,0,0
"40019",0,0,1
"23019",0,0,0.040902
"30103",0,0,0.023481
"40051",1,0,0.998293
"48073",0,0,0
"30089",0,0,0.258548
"21043",0,0,0
"06079",0,0,0
"39005",0,0,0
"13039",0,0,0
"40027",1,0,0.639718
"36041",0,0,0
"05101",0,0,0
"42115",0,0,0
"40087",1,0,0.986585
"48499",0,0,0
"22095",1,1,0
"22097",0,0,0
"40113",0,0,0.999977
"48231",0,0,0
"45029",0,1,0
"12031",1,0,0
"27137",0,0,0.016832
"39115",0,0,0
"44009",0,0,0.008514
"28135",0,1,0
"39133",0,0,0
"36013",0,0,0.003047
"29047",1,0,0
"46119",0,0,0.003325
"29079",0,0,0
"48141",0,0,0.00496
"20107",1,0,0
"28117",0,0,0
"51117",0,1,0
"05043",0,0,0
"21193",0,0,0
"55051",0,0,0.040044
"21231",0,0,0
"01129",1,0,0.000772
"30051",0,0,0
"42111",0,0,0
"05149",0,0,0
"13307",0,1,0
"31089",0,0,0
"39049",1,0,0
"51017",0,0,0
"72023",0,0,0
"28009",0,0,0
"05033",0,0,0.001632
"19101",0,0,0
"37189",0,0,0
"45055",0,0,0
"16077",0,0,0.178646
"40021",0,0,1
"46085",0,0,0.200979
"41005",0,0,0.011919
"20063",0,0,0
"20065",0,0,0
"16069",0,0,0.481374
"37157",0,0,0
"20151",0,0,0
"37197",1,0,0
"48445",0,0,0
"46049",0,0,0
"08055",0,0,0
"17049",0,0,0
"29201",0,0,0
"36001",0,0,0
"13157",0,0,0
"34023",1,0,0
"27045",0,0,0
"55049",0,0,0
"55037",0,0,0
"33005",0,0,0
"21213",0,0,0
"48337",0,0,0.005028
"39095",1,0,0
"53015",0,0,0
"48015",1,0,0
"45017",0,1,0
"45035",0,0,0
"47057",0,0,0
"02230",0,0,0.186499
"47063",0,0,0
"46033",0,0,4.8e-05
"45025",0,1,0
"46057",0,0,0
"47077",0,0,0
"30087",0,0,0.081681
"49007",0,0,0.062098
"28145",0,0,0
"01033",0,0,0.002698
"17003",0,0,0
"41001",0,0,0
"27159",0,0,0
"05119",0,0,0
"45013",0,0,0
"22003",0,0,0.002345
"38005",0,0,0.220313
"72079",0,0,0
"31159",0,0,0
"37023",0,0,0
"13261",0,1,0
