ID,STATE,ADDRESS,city,zip,Longitude,Latitude,Match Score
18992,VI,,,802,-64.8190875,17.728114454,76
18995,VI,,,803,-64.8190875,17.728114454,76
19683,PR,"79 calle 6, Bo. Media Alta",LoÃ­za,772,-66.6307278567137,18.0138525450666,76
20369,PR,"79 calle 6, Bo. Media Alta",LoÃ­za,772,-66.6307278567137,18.0138525450666,76
373,MA,Scattered Sites,,1960,-70.92564,42.5248550000001,77
404,WA,Confidential,Confidential,98273,-122.334075,48.4216750000001,77
459,WA,Secure Location,Forks,98362,-123.424865,48.1106950000001,77
461,WA,Secure Location,Forks,98362,-123.424865,48.1106950000001,77
1147,NJ,Scattered Sites,,7823,-75.0756249999999,40.8276500000001,77
1631,CA,Lake County Office of Education,1152 S Main St,95453,-122.91967,39.046095,77
1755,LA,210 Rev. Richard Wilson Drive,70062,70062,-90.2403849999999,29.98654,77
1825,WA,Confidential,Confidential,98841,-119.529965,48.4114700000001,77
2121,MA,Multiple addresses,,1830,-71.079355,42.780355,77
2710,FL,Various,Various,34652,-82.7260510999999,28.2361752,77
2893,NJ,Scattered Sites,,7823,-75.0756249999999,40.8276500000001,77
6688,NJ,Scattered Sites,,7960,-74.47723,40.79733,77
7065,TX,4815 CASS ST,DA,75233,-96.876155,32.7102850000001,77
8118,NJ,Scattered Sites,,8901,-74.445455,40.4894350000001,77
8255,NJ,Scattered Sites,,8901,-74.445455,40.4894350000001,77
8291,NJ,Scattered Sites,,8901,-74.445455,40.4894350000001,77
8295,NJ,Scattered site,,8861,-74.2691513999999,40.5140442000001,77
8318,NJ,Scattered Site,,8861,-74.2691513999999,40.5140442000001,77
8385,NJ,Scattered Sites,,7960,-74.47723,40.79733,77
8408,NJ,Scattered Sites,,7823,-75.0756249999999,40.8276500000001,77
8438,NJ,Scattered Sites,,8822,-74.85738,40.5092000000001,77
8793,MD,Victim Services Provider,Victim Services Provider,20602,-76.9046499999999,38.59326,77
9081,NJ,Scattered Sites,,7823,-75.0756249999999,40.8276500000001,77
9082,NJ,Scattered Sites,,7823,-75.0756249999999,40.8276500000001,77
9090,NJ,Scattered Sites,,8822,-74.85738,40.5092000000001,77
9159,CT,1635 Central,BPT,6604,-73.19247,41.169725,77
9164,HI,1822 keemoku,,96822,-157.8205301,21.3016591000001,77
10289,NJ,Scattered Sites,,8611,-74.7461499999999,40.2087100000001,77
11950,FL,4434 SE Kleckley Way,Port St. Lucie,34994,-80.25231,27.19392,77
12242,IN,scattered,Anderson,46204,-86.155795,39.7726500000001,77
13457,NJ,Scattered Sites,,8611,-74.7461499999999,40.2087100000001,77
13789,TX,6060 N CENTRAL EXPY,,75212,-96.840895,32.7799650000001,77
13895,MN,322 S Second St.,Blaine,55443,-93.353305,45.0944700000001,77
14689,TX,224 W PAGE AVE,,75228,-96.6775431999999,32.8282219000001,77
16425,MI,1640 Marty Paul,Bald,48601,-83.9549208,43.4031438000001,77
16881,CA,Confidential,Confidential,91303,-118.601245,34.1992000000001,77
17350,CA,Confidential,Confidential,91303,-118.601245,34.1992000000001,77
21540,WY,1866 S SHERIDAN AVE,Ri,82501,-108.3863797,43.0277302000001,77
23264,AZ,Placeholder,Surprise,85031,-112.163695,33.49215,77
23284,AZ,Confidential Location,Confidential Location,85006,-112.0581,33.45676,77
23324,AZ,Confidential Location,Confidential Location,85006,-112.0581,33.45676,77
23345,AZ,Confidential Location,Confidential Location,85005,-112.1345,33.4474700000001,77
20489,PR,PR Rd 785 Km 55 Bo CaÃ±aboncito Sect Hormigas,Caguas,727,-66.0856720254092,18.2250318222932,77.4
19029,PR,Eugenio M de Hosteos y Puro Girau,Arecibo,602,-66.7152682408792,18.4715680786791,77.87
1771,NJ,various,,7104,-74.17241,40.7549950000001,78.46
1772,NJ,various,,7104,-74.17241,40.7549950000001,78.46
2030,NJ,various,,7104,-74.17241,40.7549950000001,78.46
2031,NJ,various,,7104,-74.17241,40.7549950000001,78.46
2034,NJ,various,,7104,-74.17241,40.7549950000001,78.46
2036,NJ,various,,7104,-74.17241,40.7549950000001,78.46
5200,NJ,various,,7104,-74.17241,40.7549950000001,78.46
10297,NV,test,test,89509,-119.81523,39.51331,78.67
10299,NV,test,test,89509,-119.81523,39.51331,78.67
10311,NV,test,test,89509,-119.81523,39.51331,78.67
10335,NV,test,test,89509,-119.81523,39.51331,78.67
1082,IN,514 E Brockett St,Indianapolis,46151,-85.9591540467509,39.7858683140655,78.93
18988,VI,# 218 Herman Hill,Christiansted,820,-64.70418,17.74672,79.35
7872,NJ,14 Reverend Samuel Carpenter Blvd,Edison,8901,-74.3643222536725,40.5948254282559,79.75
766,CT,XXX,XXX,6513,-72.89602,41.3112350000001,80
11279,CA,3636,Fre,93725,-119.743575,36.7119050000001,80
14609,CT,XXX,XXX,6510,-72.9252049999999,41.306835,80
19444,PR,Ave. MuÃ±oz Rivera 875,San Juan,925,121.021024788223,14.6050106533541,80.17
21438,PR,875 Ave. MuÃ±oz Rivera,San Juan,925,121.021024788223,14.6050106533541,80.17
21439,PR,875 Ave. MuÃ±oz Rivera,San Juan,925,121.021024788223,14.6050106533541,80.17
18977,VI,#1 Sion Hill Estate,Christiansted,820,-64.702013540532,17.7452790719199,81.09
18165,PR,124 Calle UniÃ³n,Ponce,730,-66.6260400259057,18.017522561372,81.11
20364,PR,977 Calle Juan PeÃ±a Reyes,San Juan,924,-66.1224083422277,18.4332589740281,81.5
21433,PR,977 Calle Juan PeÃ±a Reyes,San Juan,924,-66.1224083422277,18.4332589740281,81.5
2579,GA,3100,Sa,31405,-81.110015,32.04839,81.54
19379,MI,Main St,,49707,-83.447915,45.0585300000001,81.54
14713,PR,Ave. Rafael Cordero  Plaza del Mercado 2do Nivel,Caguas,725,-66.0263194628132,18.2413190485733,81.8
1154,NJ,100 Tracey Ct,Bridgewater,7920,-74.622765036667,40.6416598408725,81.91
10599,GA,,Jonsboro,30296,-84.3540599999999,33.5222000000001,82.02
20626,PR,511 Road Km. 2.7 Interior,Cotto Laurel,780,-66.5805953440265,18.1342287426595,82.89
19445,PR,Bo. Ceiba Carmelita,Vega Baja,693,-66.3526899999999,18.4390100000001,83.45
20298,PR,Carr 3 Int 940 Km 43 Hect 2,Fajardo,738,-65.6569262964514,18.3266247454393,83.59
20792,SD,"705 E. 41, Suite 200",Rapid City,57702,-103.28683,44.0850100000001,84
264,WA,CONFIDENTIAL,Davenport,99122,-118.15232,47.6512050000001,84
472,WA,Secure Location,Forks,98331,-124.25311,47.81012,84
473,WA,Secure Location,Forks,98331,-124.25311,47.81012,84
474,WA,no location,Republic,99166,-118.732885,48.64804,84
482,WA,CONFIDENTIAL,Raymond,98577,-123.72855,46.686115,84
707,CA,1600 East Truxtion,Bakersfield,93305,-118.98047,35.3835,84
825,NY,Private Address,Farmington,14425,-77.3353079999999,42.9522412000001,84
894,OK,Jackson Hole,Waynoka,73860,-98.8780599999999,36.583535,84
1000,WA,1603 Kaufmann St,Vancouver,98660,-122.675975,45.6304650000001,84
1267,MD,9870 Old Solomonâ€™s Island Rd,Owings,20736,-76.634115,38.6888250000001,84
1654,MA,100 Elliott,Lynn,1902,-70.93711,42.4689450000001,84
1695,MA,CONFIDENTIAL,Framingham,1701,-71.4065844,42.3044650000001,84
1697,MA,CONFIDENTIAL,LAWRENCE,1840,-71.163601,42.7076924,84
1700,MA,CONFIDENTIAL,LAWRENCE,1840,-71.163601,42.7076924,84
1911,WA,Secure Location,Forks,98331,-124.25311,47.81012,84
1845,WA,unavailable,Bingen,98605,-121.648859,45.7491397000001,84
1847,WA,CONFIDENTIAL,Moses Lake,98837,-119.273195,47.1273850000001,84
1861,WA,Secure Location,Forks,98331,-124.25311,47.81012,84
1872,WA,CONFIDENTIAL,Othello,99344,-119.168765,46.826175,84
1980,NJ,Scattered Site,Elizabeth,7201,-74.20472,40.664615,84
1998,WA,2708 Westmore court,Olympia,98502,-122.921345,47.0451550000001,84
1999,WA,Sche?ï¿½ï¿½Lang?ï¿½ï¿½En Road,Bellingham,98226,-122.45401,48.76809,84
2090,MD,1 Truman Parkway,Annapolis,21401,-76.4982242,38.9769345,84
2113,MD,1 Truman Parkway,Annapolis,21401,-76.4982242,38.9769345,84
2365,WV,5029 HELENA AVE,DELBARTON,25670,-82.1842631,37.709554,84
2451,MN,2115 Workforce Center Road,Mahnomen,56557,-95.9694,47.3152650000001,84
2604,WV,5026 Helena Ave,Delbarton,25670,-82.1842631,37.709554,84
2882,TN,1200 19E Bypass,Elizabethton,37643,-82.2163735999999,36.3481769000001,84
3099,NJ,various locations,east orange,7018,-74.218965,40.7585800000001,84
3475,VA,17945 Old Triangle Road,Woodbridge,22193,-77.3369342999999,38.644885,84
3924,MA,Boston Housing Authority,Boston,2111,-71.0607899999999,42.35067,84
4604,NY,241 Taffee Place #108,Brooklyn,11205,-73.96007,40.6941200000001,84
4711,NJ,Scattered Site,Plainfield,7060,-74.4213149999999,40.6157700000001,84
5056,WA,Clement Place CoC 2,Seattle,98103,-122.34301,47.659185,84
5057,WA,Clement Place CoC 2,Seattle,98103,-122.34301,47.659185,84
5304,NJ,1 Cornerstone Drive,Lumberton,8048,-74.797895,39.979515,84
5536,KY,4 Dahlia Court Lane,Jackson,41339,-83.3815299999999,37.5552050000001,84
5561,KY,2031 Auburn Ave,Covington,41011,-84.5126772,39.0829193000001,84
5566,KY,2031 Auburn Ave,Covington,41011,-84.5126772,39.0829193000001,84
5571,KY,2031 Auburn Ave,Covington,41011,-84.5126772,39.0829193000001,84
5992,OR,715 SW Bat St,Newport,97365,-124.055635,44.638925,84
6167,MA,Boston Housing Authority,Boston,2111,-71.0607899999999,42.35067,84
6514,NJ,Scattered Site,PLAINFIELD,7062,-74.4019896,40.6282305,84
7169,VA,Domestic Violence Shelter,Arlington,22204,-77.0904434999999,38.8647085000001,84
7429,NJ,Scattered Sites,Plainfield,7060,-74.4213149999999,40.6157700000001,84
7430,NJ,Scattered Site,Plainfield,7060,-74.4213149999999,40.6157700000001,84
7434,NJ,Scattered Site,Elizabeth,7201,-74.20472,40.664615,84
7690,PA,2641 N 06th Street,Philadelphia,19133,-75.1395649999999,39.992035,84
7703,GU,108 Commisioner Charfauros Ct.,Agat,96928,144.6738,13.3604300000001,84
7782,HI,,Honolulue,96819,-157.8823263,21.3310633,84
7950,LA,Scattered,Houma,70360,-90.720705,29.59029,84
7982,NJ,Multiple Sites,New Brunswick,8901,-74.445455,40.4894350000001,84
8535,IL,"60619, 60637, 60649",Chicago,60608,-87.66164,41.8596850000001,84
9289,PA,151 N 04th Street,Philadelphia,19106,-75.14732,39.9501100000001,84
9708,MA,CONFIDENTIAL,LOWELL,1851,-71.326985,42.6326800000001,84
9810,MD,316 BOUNDARY STREEET,SALISBURY,21801,-75.605905,38.3556750000001,84
10817,MD,"46472 Admiral Lane,",Lexington Park,20653,-76.46554,38.2621600000001,84
10961,AL,71 CARRAWAY DR,HALEYVILLE,35565,-87.6201799999999,34.2265600000001,84
11172,OR,Central City Concern (CCC) US Bank RA- RRH(7241),Portland,97209,-122.687225,45.5292850000001,84
11213,KY,Fresh Start Village,PADUCAH,42001,-88.6088999999999,37.0880550000001,84
12326,LA,1420 S JEFF DAVIS PKWY,NEW ORLEANS,70125,-90.1070109,29.9555602,84
12374,IL,2255 E. 7th St,Chicago,60649,-87.58054,41.76381,84
12566,OH,"4076 Youngstown-Warren Rd., Ste. 201",Warren,44481,-80.8839154,41.1408316000001,84
12567,OH,"4076 Youngstown-Warren Rd., Ste. 201",Warren,44481,-80.8839154,41.1408316000001,84
12838,NC,505 Blackwell Boulevard,Thomasville,27360,-80.081265,35.87748,84
12970,UT,529 West 7300 South,MIDVALE,84047,-111.879085,40.61582,84
13321,MA,various sites,FALL RIVER,2720,-71.15023,41.7067650000001,84
13450,AZ,Confidential location,Phoenix,85033,-112.230835,33.5012800000001,84
13451,AZ,Confidential location,Phoenix,85033,-112.230835,33.5012800000001,84
13841,OH,"4076 Youngstown- Warren Rd., Ste. 201",Warren,44481,-80.8839154,41.1408316000001,84
14237,CA,1950 Orangeview Avenue,Placentia,92870,-117.87355,33.8689965,84
14737,CA,1767 S William Dr,Anaheim,92805,-117.912115,33.8335900000001,84
15183,MN,Albertville Meadows,Albertville,55301,-93.657495,45.2346850000001,84
15207,IN,Scattered Site,Hammond,46324,-87.5137799999999,41.5950050000001,84
15319,MI,2799 Rademacher,DETROIT,48216,-83.069215,42.32692,84
15452,OH,100 Reservoir Road,Steubenville,43952,-80.6178906,40.3628181,84
15460,OH,4076 Youngstown-Warren Rd.,Warren,44481,-80.8839154,41.1408316000001,84
15491,OH,"4076 Youngstown-Warren Rd., Ste. 201",Warren,44481,-80.8839154,41.1408316000001,84
15650,IN,Scattered Site,Bloomington,47408,-86.52827,39.1721200000001,84
16394,MN,1401-1440 Apex Court,Detroit Lakes,56501,-95.8437402,46.8184062,84
16405,MI,6308 S. Warner,baldwin,49304,-85.8515877999999,43.8987392000001,84
16407,MI,Main Street,Cadillac,49601,-85.394775,44.2497250000001,84
16774,CA,6901 S. Maint St.,Los Angeles,90003,-118.276055,33.94647,84
16780,CA,"10thï¿½St East,  South of Ave.",Palmdale,93550,-118.11424,34.57701,84
16882,CA,Confidential,Los Angeles,90008,-118.333255,34.0094750000001,84
17353,CA,Confidential,Los Angeles,90008,-118.333255,34.0094750000001,84
17469,CA,Confidential,Santa Monica,90401,-118.492165,34.0154450000001,84
18223,MN,3071 Work Force Center Road,Mahnomen,56557,-95.9694,47.3152650000001,84
19300,MI,6308 S Warner,Ludington,49431,-86.4461249999999,43.95671,84
19301,MI,6308 S. Warner,Baldwin,49304,-85.8515877999999,43.8987392000001,84
19658,MI,6308 S. Warner,Baldwin,49304,-85.8515877999999,43.8987392000001,84
19856,ID,1891 Jolinda Ave,Boise,83706,-116.194845,43.5939300000001,84
19902,TX,427 E. Duranta Ave,McAllen,78501,-98.237025,26.20223,84
20718,CT,100 Roscommon Drive,Hartford,6112,-72.6991199999999,41.7993450000001,84
20778,SD,300 Akita Street,Rosebud,57570,-100.8623326,43.2471993,84
20779,MN,2309 Nicolett Ave,minneapolis,55404,-93.26255,44.9641100000001,84
20931,MN,1130 Nicolett Mall,Minneapolis,55403,-93.280545,44.96986,84
21054,CA,"Mental Health Systems, Inc.",San Bernardino,92404,-117.27878,34.1304200000001,84
21640,CA,Monterey Street (North of Ervin Court),Gilroy,95020,-121.575675,37.0136900000001,84
21832,CA,835 Oâ€™Farrell St,SAN FRANCISCO,94109,-122.42059,37.790105,84
22083,AZ,Confidential location,Glendale,85301,-112.1837,33.540485,84
22084,AZ,Confidential Location,Mesa,85203,-111.811865,33.4200950000001,84
22377,AZ,Confidential Location,Chandler,85244,-111.838775,33.3054000000001,84
22506,CA,1600 East Truxtion,Bakersfield,93305,-118.98047,35.3835,84
22561,CA,1600 East Truxtion,Bakersfield,93305,-118.98047,35.3835,84
22910,CA,1600 Truxtion Ave,Bakersfield,93301,-119.016405,35.3788300000001,84
23089,NC,504 Hillsborough Street,Oxford,27565,-78.58521,36.3075250000001,84
23090,NC,3237 B Knoxs Grove Road,Oxford,27565,-78.58521,36.3075250000001,84
23185,PA,YMCA Serenity Hall,Reading,19601,-75.9329749999999,40.3439750000001,84
23204,AZ,Confidential Location,Glendale,85301,-112.1837,33.540485,84
23205,AZ,Confidential Location,Chandler,85244,-111.838775,33.3054000000001,84
23612,NY,Private Address,Waterloo,13165,-76.8632800999999,42.9011304000001,84
23631,NY,Private Address,Lyons,14489,-76.99033,43.064965,84
23632,NY,Private Address,Canandaigua,14424,-77.280025,42.88741,84
23748,PA,1700 PA AVE,WARREN,16365,-79.1495136999999,41.8455264,84
23838,CA,VARIOUS ADDRESSES,PETALUMA,94952,-122.640767,38.2373037,84
23998,PA,1292 B Old RT 199 HWY N,Indiana,15701,-79.15209,40.622595,84
24381,MA,5 Applebee Street,West Yarmouth,2673,-70.2413518,41.6467662000001,84
24596,NY,15 Tower Street,Brentwood,11717,-73.247895,40.78015,84
24855,WA,scattered sites,Puyallup,98371,-122.299155,47.1917800000001,84
24856,WA,scattered sites,Tacoma,98499,-122.50715002366,47.1905734772374,84
25045,FL,C. W. Bill Young Medical Center,Bay Pines,33744,-82.77734,27.81273,84
14690,TX,1206 E Hunt St,MCKENNEY,75070,-96.6272040068299,33.1992374794554,84.04
14746,IN,"615 North 818th Street, Suite 102",Lafayette,47904,-86.8899641870009,40.4209681602292,84.04
14751,IN,"615 North 818th Street, Suite 102",Lafayette,47904,-86.8899641870009,40.4209681602292,84.04
18479,AK,165 Chief Eddie Hoffman,Bethel,99559,-161.750245079124,60.7928523823424,84.12
3458,PR,Urb. Santa Juanita,BayamÃ³n,960,-66.1606399999999,18.35999,84.29
776,UT,720 S Valdez Dr,Salt Lake City,84115,-111.887905,40.7306800000001,84.52
12869,CA,123 Fruit Lane,San Francisco,94103,-122.408735,37.772,84.52
15376,GA,16 WILLIAM HOLMES BORDERS DR SE,ATLANTA,30312,-84.3754825016368,33.7539439945267,84.52
18801,CA,123 Fruit Lane,San Francisco,94102,-122.421875,37.7770150000001,84.52
14633,PR,123 Calle RamÃ³n Emeterio Betances,Mayaguez,681,-67.1405088375977,18.2048923793272,84.54
1811,WA,no location,Wenatchee,98801,-120.32009,47.4225500000001,84.62
11985,GA,,Leslie,31763,-84.08636,31.9549200000001,84.62
15883,OK,910 Hilburn,Chickasha,73018,-97.9412599999999,35.0458600000001,84.62
21650,SD,107 W. Main St,Pine Ridge,57770,-102.5400424,43.0224438000001,84.62
12903,WV,Prestera Center-Pinecrest,HUNTINGTON,25701,-82.4439383746889,38.4213710805433,84.71
10150,CA,Tenant Based,Placerville,95667,-120.8044369,38.7290428000001,84.83
10369,CA,Tenant based,Placerville,95667,-120.8044369,38.7290428000001,84.83
20355,PR,PO Box 37-1330,Cayey,737,-66.1699599999999,18.11465,84.93
3037,MD,Perry Point VA Medical Center,Perry Point,21902,-76.07233,39.552915,85
18760,AZ,35432 Hwy 180A,CONCHO,85924,-109.604322824709,34.4779546123582,85.11
19145,AZ,35432 Highway 180A,Concho,85924,-109.604322824709,34.4779546123582,85.16
19147,AZ,35432 Highway 180A,Concho,85924,-109.604322824709,34.4779546123582,85.16
20375,PR,75 Calle Corchado,Isabela,662,-65.8993348879271,18.3791336642481,85.19
3681,CA,4544 CHINO DR,SANTA BARBARA,93110,-119.7554096,34.4468217,85.33
4124,NY,59-14 70th Ave.,Staten Island,10301,-74.08183,40.63982,85.33
13766,OH,109 S. Front St.,Bowling Green,43402,-83.646715,41.370125,85.33
19470,CA,123 Fruit Lan,San Francisco,94103,-122.408735,37.772,85.33
15196,IN,116 Chapman/ 1775 West Plains,Elkhart/Goshen,46516,-85.8594293919669,41.593535184671,85.42
2116,MD,7477,,21601,-76.0702249999999,38.77151,85.45
13722,MN,3300,,55303,-93.38719,45.1973,85.45
14089,DE,123 Pa Ave,Seaford,19973,-75.6196899999999,38.643225,85.45
1182,NJ,1 Justin Dr,Westampton,8060,-74.787415,39.9973850000001,85.5
18986,VI,181B Richmond Hill,Christainsted,820,-64.71041,17.7435800000001,85.51
15116,NY,Street,Troy,12182,-73.674005,42.77322,85.88
1085,IN,scattered,Terre Haute,47807,-87.3932116,39.4695944000001,86.15
10062,MO,5609 Apt. #1 N,Kansas City,64151,-94.6318439,39.2072688000001,86.15
19848,ID,2330 Norcrest Street,Boise,83706,-116.210716113546,43.5784837247704,86.32
5872,CA,Eureka,,95501,-124.184219202489,40.7723700212186,86.42
20910,MN,1121 E 4th Street,Minneapolis,55407,-93.2395667520964,44.9820710668536,86.48
15792,MI,102MAIN ST,SAULT S MARIE,49783,-84.350965,46.4871350000001,86.57
8348,RI,11 Merrit Ln.,North Kingstown,2852,-71.4623112,41.6136191000001,86.67
11409,NJ,,,2129,23.5219811330001,42.6533471720001,86.67
12915,IN,,Anderson,47302,-85.67828,40.1021700000001,86.67
14760,NY,,,5405,20.1940720000001,40.5782100000001,86.67
20119,PR,1 Calle Cementerio,Jayuya,664,-66.4687041108791,18.3381374395666,86.67
20547,PA,Zion's UCC,Pottstown,19464,-75.6444949999999,40.24796,86.67
2225,CO,1275-1295 Clermont Streeet,DENVER,80220,-104.935037477377,39.7363519946748,86.75
109,TN,130 N Main Street,KNOXVILLE,37921,-83.9145064852689,35.9625057967425,86.92
1846,WA,Various,Chewelah,99109,-117.722145,48.2771900000001,87.27
2263,WA,Various,Colville,99114,-117.90431,48.5470750000001,87.27
16749,MN,15851 Main Avenue,Redlake,56671,-95.022034950037,47.8760304030168,87.33
18253,MN,15851 Main Avenue,Redlake,56671,-95.022034950037,47.8760304030168,87.33
14784,NY,Street,Albany,12210,-73.757895,42.6569950000001,87.37
19391,MI,Main St,Alpena,49707,-83.447915,45.0585300000001,87.37
18092,WA,18020 W Gardner,Spokane,99201,-117.429719887408,47.6671650505938,87.52
6789,NC,100 east,,27101,-80.2079432707743,36.1176331579818,87.54
15963,NC,225 east,,27101,-80.2070572786996,36.1173514305231,87.54
7975,NJ,1 Birchwood Dr,Cranbury,8512,-74.566454908143,40.3191700509373,87.55
638,WA,1323/1329 Crawford,Bremerton,98366,-122.687333320588,47.5739059632522,87.59
8078,FL,2794 Sw 27 Lane,Miami,33143,-80.2383742705125,25.7406670860566,87.59
10134,OR,222 - 232 SE Gregory St,Douglas,97470,-123.411147456342,43.1204568888622,87.68
9160,CT,1635 Central Ave,BPT,6604,-73.1650939577568,41.1765983187774,87.73
9395,OR,272 - 288 SE Gregory,Winston,97495,-123.41112851324,43.1196379350124,87.82
5220,OR,319 SW 9th,Portland,97217,-122.680141700504,45.522340518268,87.98
8837,KS,The Branches Church,Olathe,66062,-94.76199,38.89322,88
14069,WV,627,,25701,-82.428505,38.410465,88
18991,VI,"#29A & 29B Contant,",CharlotteAmalie,802,-64.95404,18.3397400000001,88.09
8427,GA,,Forest Park,30349,-84.36587,33.62039,88.24
9587,GA,,Forest Park,30349,-84.36587,33.62039,88.24
16245,TN,727 E 11th Streeet,Chattanooga,37403,-85.3000276281033,35.0403444725277,88.35
5067,WA,"1  62nd Ave NE, Seattle, WA",Seattle,98115,-122.264722288217,47.6870268841781,88.39
1123,CA,1234 johnson,San Bernardino,92404,-117.293983692581,34.1664699821134,88.42
8471,ID,130 East 3rd Ave,Spokane,83814,-116.94705294078,47.7081427658593,88.53
861,MN,,,51104,-96.405165,42.5175400000001,88.57
9421,OR,Hidden,Roseburg,97470,-123.3461803,43.2049846,88.57
18052,VT,,,61330,-89.2808512999999,41.5281542000001,88.57
20942,IA,,,68776,-96.410925,42.4657800000001,88.57
23376,NE,,,51501,-95.87213,41.264105,88.57
23424,NE,,,51501,-95.87213,41.264105,88.57
23429,NE,,,51501,-95.87213,41.264105,88.57
23435,NE,,,51503,-95.844655,41.262055,88.57
5265,OR,1132 SW 13th,Portland,97217,-122.686794950947,45.5177393674467,88.84
10743,GA,,Gainesville,30542,-83.8253099999999,34.29738,88.89
24978,MN,"990 Lafond, 625 Chatsworth",Saint Paul,55104,-93.1415775013816,44.9600089969859,89.06
9640,GA,,Douglasville,30122,-84.7491199999999,33.7501800000001,89.47
13703,CA,1203 E. 17th,Santa Ana,92704,-117.853798817825,33.7600573409981,89.49
14852,CA,1202 E. 17th,Santa Ana,92704,-117.854169112562,33.7598381907491,89.49
19103,AK,1801 Fishhook Road,Wasilla,99654,-149.420573464325,61.6001226387918,89.51
18480,AK,303 West 3rd Street,Nome,99762,-165.394603374089,64.4971132628986,89.55
7167,TN,3700 North Hill Cove,Memphis,38127,-89.9910649331245,35.2073300467838,89.66
9014,TX,7452 South 3rd Street Road,Waco,76706,-97.064168964077,31.4846039337501,89.66
16824,CA,45244-45260 32nd St W.,Los Angeles,93536,-118.188208244066,34.691255467277,89.71
1982,WA,PO Box 493,Ione,99156,-117.049135,48.181095,89.75
14912,PR,Carr. 816 Km. 5.8 Bo. Nuevo Sector Los vargas,BayamÃ³n,957,-66.2068823617456,18.2884305626042,89.89
11070,CA,4039 N. Hanover Street,Fresno,93722,-119.866539929,36.8348394759844,89.9
14564,OH,705 Oakwood St.,Lorain,44052,-82.0983483115787,41.4873691963539,89.92
5281,OR,130 N Glisan,portland,97232,-122.632539457801,45.5264700416133,89.99
1173,NJ,,Perth Amboy,7054,-74.26588,40.5065700000001,90
14614,NY,street,Schenectady,12307,-73.93341,42.8046000000001,90
3724,TX,820 Montana,El Paso,79934,-106.485895172919,31.7675511267816,90.11
20302,PR,1 Calle ProlongaciÃ³n Urbanizacion San Rafael,Caguas,725,-66.030580528398,18.2343561161706,90.14
23588,IL,2300 TRUMAN ROAD,SPRINGFIELD,62704,-89.6270229143982,39.7687071183218,90.16
14922,PR,1873 Calle 18 SE,San Juan,922,-66.0794334673562,18.402149776694,90.2
8879,MD,Gaithersburg,Gaithersburg,20874,-77.21797,39.1478500000001,90.32
4665,NY,375 Pleasant Ave,BRONX,10456,-73.9314631716961,40.797424829005,90.4
20682,NY,206 Elmwood,Buffalo,14215,-78.8772181468166,42.9025278218507,90.47
17400,CA,349 B East Ave.,Lancaster,93535,-118.125401269131,34.7481411297327,90.5
16767,CA,45348-45350 32nd St West.,Los Angeles,93536,-118.188208244066,34.691255467277,90.54
18999,VI,# 9 A Hospital Ground,CharlotteAmalie,802,-64.9271840156593,18.3450627136333,90.56
4177,NY,468 St Marks Pl,Brooklyn,11232,-73.9592433048476,40.676519671944,90.58
18993,VI,4B - 5/6 Norre Gade,St. Thomas,802,-64.9284149032249,18.3415263242951,90.58
19510,MI,Main Street,Escananba,49829,-87.0749609994461,45.7771826180682,90.58
10948,CA,1697 West Huntsman,Reedley,93654,-119.453275077601,36.5824500362307,90.59
12662,RI,34 West Steet,WARWICK,2886,-71.4727835038084,41.7303029083322,90.59
