RegionType,State,Name,FIPSCode,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12
County,NH,Hillsborough County,33011,,1.3,1.4,1.3,1.2,1.1,1.1,0.9,0.9,0.9,1,0.9,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1,1.1,1,1,1.1,0.9,0.9,0.8,0.8,0.9,0.9,0.8,0.6,0.8,0.8,0.8,0.8,0.8,0.8,0.7,0.6,0.8,0.7,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.7,0.7,0.7,0.5,0.5,0.6,0.5,0.6
County,NH,Merrimack County,33013,,1.7,1.5,1.7,1.6,1.6,1.7,1.7,1.8,2,1.5,1.5,1.6,1.7,1.4,1.2,1.4,1.7,1.6,1.7,1.7,1.7,1.6,1.6,1.3,1.4,1.2,1.1,1,1.2,1.3,1.1,1.4,1.4,1.2,1.2,0.9,1,0.9,0.8,0.9,1,1,0.8,0.8,0.9,1,1,1,0.9,0.7,0.4,0.5,0.6,0.6,0.6,0.7,0.7,0.6,0.6
County,NH,Rockingham County,33015,,1.5,1.3,1.4,1.5,1.6,1.7,1.9,1.9,1.9,1.7,1.6,1.6,1.7,1.5,1.5,1.3,1.2,1.3,1.4,1.4,1.3,1.2,1.3,1.5,1.4,1.2,1.1,1,1,1.1,0.7,0.6,0.7,0.8,0.8,0.8,0.7,0.6,0.7,0.6,0.5,0.5,0.6,0.4,0.4,0.4,0.6,0.6,0.8,0.8,0.7,0.8,0.9,0.7,0.7,0.7,0.8,0.6,0.7
County,NH,Strafford County,33017,,1.5,1.5,1.4,1.7,1.5,1.3,1.5,1.5,1.6,1.4,1.4,1.3,1.3,1.4,1.5,1.5,1.3,1.3,1,1.1,1,1.1,0.9,0.9,1,1,1,1.2,0.9,1.1,0.8,0.9,0.9,1.3,1.2,1,1.4,1.1,1.4,1,1,0.8,0.9,0.9,0.8,1,1,1.1,1.1,0.9,0.7,0.4,0.4,0.6,0.3,0.1,0.1,0.3,0.4
County,NJ,Atlantic County,34001,,6.8,6.6,5.8,5.7,5.9,6.1,6.1,5.9,5.8,6.1,6.3,6.7,6.6,6.3,6.3,6.2,6.2,5.8,5.6,5.2,5.3,5.2,5,5.4,6,5.1,5,5.3,5.3,5.3,5.2,4.6,4.8,4.6,4.5,4.4,3.8,3.5,3.5,3.5,3.6,3.2,3.2,3,3,2.9,2.9,2.9,2.5,2.4,2.4,2.3,2.1,2.2,2.3,2.3,2.1,2.3,2.2
County,NJ,Bergen County,34003,,3.7,3.4,3.5,3.4,3.4,3.3,3.3,3.2,2.9,3.1,3,3,3,2.8,2.8,2.8,2.7,2.8,2.7,2.5,2.5,2.4,2.1,1.9,2.4,2.1,2,2,2,2,2,1.9,1.9,1.9,1.8,1.9,1.9,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.6,1.6,1.5,1.4,1.4,1.2,1.1,1.1,1.2,1.1,1,1,1.2,1.1
County,NJ,Burlington County,34005,,5.1,4.7,4.8,4.7,4.5,4.2,3.9,4,4,3.9,4,4.1,4.2,4.1,4.1,4.1,4.1,3.8,3.8,3.6,3.8,3.9,4,4.1,4.7,3.9,3.5,3.3,3,3.2,3.4,3,3.1,3.3,3.2,3.3,3,2.7,2.7,2.6,2.3,2.4,2.1,2,2,1.8,1.9,1.8,1.7,1.7,1.5,1.4,1.6,1.6,1.7,1.9,1.8,1.7,1.9
County,NJ,Camden County,34007,,6,5.8,5.8,5.8,5.8,5.7,5.7,5.5,5.2,5.1,5.6,5.4,5.3,5.2,4.8,5,4.9,4.7,4.5,4.5,4.4,4.5,4.5,4.6,5.5,4.7,4,3.9,3.8,4.2,4.1,3.7,3.5,3.6,3.6,3.7,3.5,3.6,3.5,3.2,3.1,2.7,2.5,2.8,2.5,2.7,2.9,2.7,2.7,2.3,2.3,2.6,2.6,2.6,2.5,2.4,2.1,2.3,2.3
County,NJ,Cape May County,34009,,3.2,3,2.7,2.8,2.6,2.6,2.6,2.4,2.3,2.5,2.5,2.6,2.7,2.8,2.7,2.6,2.4,2.3,1.9,1.8,1.5,1.6,1.8,1.7,2.1,1.8,1.7,1.9,1.8,1.6,1.4,1.3,1.2,1.4,1.5,1.6,1.9,1.9,1.7,1.8,1.7,1.2,1,1.3,1.2,1.2,1.2,1.2,1.4,1.4,1.3,1.3,1.5,1.5,1.4,1.1,1.2,1.1,1.1
County,NJ,Essex County,34013,,7.7,7.3,6.9,7,6.9,6.7,6.5,6.4,5.8,5.9,6,5.8,5.9,5.7,5.7,5.4,5.5,5.5,5.3,5,4.9,5,5,5,5.7,4.8,4.2,4.2,4,4.2,4.1,3.8,3.7,3.5,3.4,3.3,3.1,2.8,2.7,2.6,2.7,2.4,2.2,2.2,2,2.3,2.4,2.4,2.4,2.1,2.1,2,2.1,2.1,2,1.8,1.8,1.7,1.6
County,NJ,Gloucester County,34015,,4.4,4.3,3.9,3.8,3.8,3.8,3.8,3.8,3.9,4.1,4.1,4.1,4.3,4,4,3.8,3.8,3.9,3.5,3.4,3.5,3.3,3.2,3.4,3.7,3.5,3.1,3.2,2.9,3,3.3,3,3,2.8,3.1,3.2,2.8,2.7,2.6,2.5,2.6,2.3,2.3,2.6,2.2,2.5,2.4,2.2,2.2,2.2,1.9,1.8,1.8,1.6,1.7,1.5,1.6,1.4,1.6
County,NJ,Hudson County,34017,,5.2,4.8,4.7,4.6,4.6,4.3,4.2,4.4,4.2,4.3,4.3,4.3,4.3,4.1,3.9,3.7,3.6,3.3,3.3,3.1,3.1,3,2.9,2.8,3,2.6,2.4,2.3,2.2,2.2,2,2,2,1.9,1.9,1.9,1.9,1.9,1.8,1.9,1.7,1.6,1.4,1.4,1.6,1.4,1.3,1.4,1.2,1.2,1.1,1,1.1,0.9,0.7,0.6,0.6,0.8,0.7
County,NJ,Hunterdon County,34019,,2.2,2.1,1.8,2.1,2.2,1.9,1.8,1.9,2.1,1.9,1.9,1.9,2,1.8,1.6,1.6,1.8,1.8,1.7,1.4,1.6,1.7,1.8,1.8,1.8,1.3,1.3,1.5,1.1,1.4,1.4,1.3,1.4,1.3,1,1,1.1,1.1,1.2,1.1,0.9,1,0.7,0.7,0.9,1.1,1.1,0.8,0.8,1,1,1.1,0.9,0.9,0.8,1,0.8,0.7,0.5
County,NJ,Mercer County,34021,,4.9,4.7,4.8,5,4.8,4.7,4.6,4.6,4.3,4.4,4.4,4.7,4.5,4.3,4.3,4.2,4.2,4.3,4.2,4.1,3.9,3.8,3.8,3.9,4,3.4,3.2,2.8,2.9,2.9,2.7,2.5,2.6,2.5,2.8,2.7,2.7,2.7,2.7,2.9,2.8,2.6,2.7,2.7,2.6,2.4,2.2,1.9,1.7,1.8,1.7,1.5,1.6,1.4,1.4,1.4,1.4,1.1,1.1
County,NJ,Middlesex County,34023,,4.1,3.9,3.8,3.9,3.8,3.9,3.6,3.5,3.3,3.2,3.1,3.1,3,2.8,2.7,2.6,2.8,2.7,2.5,2.6,2.5,2.4,2.5,2.5,2.9,2.5,2.3,2.2,2.2,2.2,2.2,2,2.1,2,2,2,2.1,1.9,1.7,1.6,1.5,1.5,1.6,1.6,1.5,1.6,1.7,1.6,1.6,1.6,1.5,1.4,1.3,1.3,1.3,1.2,1.1,1.1,1
County,NJ,Monmouth County,34025,,3.5,3.3,3.1,3.2,3.2,3.3,3.2,3.2,3.2,3.2,3.1,3.3,3.3,3.2,3,2.9,2.9,2.7,2.8,2.8,2.7,2.5,2.5,2.3,2.8,2.3,2.1,2.2,2.2,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2,1.9,1.8,1.8,1.8,1.4,1.4,1.4,1.4,1.5,1.4,1.4,1.2,1.1,1,1,1,0.9,0.9,0.8,0.9,0.9,0.9
County,NJ,Morris County,34027,,2.7,2.4,2.4,2.3,2.3,2.2,2.2,2.1,2,2,2.1,2,2,2.1,2.2,2.4,2.3,2.2,2.4,2.2,2.1,2,1.9,1.9,2.1,1.7,1.5,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.3,1.4,1.3,1.3,1.2,1.2,1.1,1,1,1,0.8,0.9,1,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.7,0.6,0.6,0.5,0.6
County,NJ,Ocean County,34029,,4.5,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4,4,3.8,3.8,3.6,3.6,3.6,3.6,3.6,3.4,3.2,3.2,3,3,3,3.2,3.6,3.1,2.9,3,2.9,3,2.9,2.8,2.9,2.7,2.8,2.7,2.7,2.5,2.4,2.4,2.5,2.2,2.2,2.2,2.2,2.3,2.2,2.1,1.9,1.9,1.9,1.7,1.8,1.6,1.5,1.5,1.5,1.5,1.5
County,NJ,Passaic County,34031,,7.2,6.8,6.8,6.3,6.4,6.3,6.2,5.9,5.5,5.5,5.4,5.4,5.2,5,4.5,4.8,4.5,4.3,4.1,4,3.9,3.9,3.8,3.6,4.2,3.4,3,3,3.3,3.5,3.5,3,2.7,2.8,2.7,2.7,2.4,2.5,2.3,2.4,2.1,2.2,2.3,2.3,2.1,2.2,2,2.3,2,1.9,1.7,1.6,1.6,1.3,1.2,1.2,1.3,1.4,1.4
County,NJ,Somerset County,34035,,2.7,2.7,2.6,2.8,2.7,2.8,2.8,2.7,2.4,2.4,2.7,2.7,2.6,2.4,2.6,2.6,2.5,2.5,2.4,2.3,2.3,2.1,2,1.8,2,2.1,1.9,1.8,1.7,1.8,1.8,1.7,1.9,1.8,1.5,1.4,1.5,1.4,1.4,1.3,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.1,0.9,0.7,0.8,0.7,0.8,0.7,0.7,0.8,0.8,0.7,0.6
County,NJ,Sussex County,34037,,5.5,5.3,5,5,4.7,4.7,4.7,4.4,4.1,4.3,4.6,4.7,4.7,4.9,4.6,4.4,4.1,4.1,4.1,4,3.8,4,3.8,3.6,4.6,4,3.6,3.8,3.7,3.3,3.4,2.8,2.5,2.7,3.1,2.8,2.5,2.3,2.4,2.1,2.2,2.2,2.4,1.9,2.2,2.2,2.2,2.1,1.7,1.6,1.5,1.4,1.5,1.7,1.7,1.8,1.6,1.7,1.6
County,NJ,Union County,34039,,7,6.6,6.4,6.8,6.2,5.9,5.9,5.6,5.2,5.3,5.4,5.4,5.1,4.8,4.8,4.6,4.4,4.4,4.2,4,3.9,3.7,3.7,3.8,4.4,3.8,3.2,3.2,3.2,3.2,3.3,3,3.1,3.3,2.9,3,2.6,2.7,2.6,2.6,2.7,2.6,2.6,2.7,2.6,2.5,2.3,2.3,2.1,2.1,2,1.9,1.8,1.6,1.7,1.8,1.7,1.8,1.7
County,NM,Bernalillo County,35001,,2,1.8,1.8,1.8,1.9,1.9,2.1,2,2,2.1,2.3,2.2,2.2,2,1.9,2,2,2,1.9,1.8,1.8,1.7,1.8,1.8,2.2,1.8,1.5,1.6,1.6,1.6,1.6,1.5,1.6,1.6,1.5,1.7,1.6,1.6,1.4,1.5,1.4,1.5,1.6,1.6,1.5,1.3,1.3,1.3,1.1,1.1,1.1,0.9,1.1,0.9,0.9,0.9,0.9,0.9,1
County,NM,Dona Ana County,35013,,2,1.8,1.6,1.8,1.6,1.4,2,2.1,2.4,2.6,2.8,2.8,2.3,1.9,2.1,2.1,1.8,1.5,1.5,1.3,1.3,1.1,1.4,1.5,1.9,1.9,2,1.9,1.8,1.7,1.9,1.7,1.3,1.4,1.4,1.3,1.3,1.4,1.3,1.3,1.1,1.3,0.8,1,1.1,0.9,1.1,1,1,0.8,1,0.8,0.8,0.8,0.7,0.7,0.7,0.9,0.9
County,NM,Sandoval County,35043,,2.4,2.1,2.3,2.3,2.3,2.7,2.6,2.4,2.5,2.7,2.8,2.6,2.6,2.5,2.3,2.2,2,2,2.1,1.9,1.9,2.2,2.5,2.7,2.9,2.3,2.2,2.1,2,1.5,2,1.8,1.6,1.8,1.7,1.7,1.7,1.7,2,1.9,1.9,2,1.8,1.8,1.8,1.6,1.4,1.4,1.5,1.2,1.1,1.4,1.6,1.4,1.4,1.4,1.4,1.2,1.4
County,NM,Santa Fe County,35049,,2.6,2.7,2.7,3.2,3.2,3,2.9,2.6,2.7,2.2,2.1,2.1,2.4,2.3,2.3,2,1.7,1.6,1.7,1.7,1.5,1.6,1.7,1.7,1.8,1.8,1.5,1.5,1.4,1.5,1.5,1.4,1.4,1.2,1.1,1.3,1.3,0.9,1.1,0.9,1,1,0.9,0.9,0.8,1,0.9,0.9,0.8,0.9,0.9,1.1,0.8,1.2,1,1.1,1.3,1.2,1.4
County,NY,Albany County,36001,,2.4,2.3,2.3,2.4,2.2,2.5,2.5,2.4,2.1,2,2.2,2.2,2.3,2.6,2.7,2.8,2.4,2.5,2.5,2.1,2.1,1.9,2,1.9,2.4,2,1.9,1.9,1.7,1.8,1.8,1.8,1.4,1.6,1.6,1.6,1.2,1.3,1.1,1.2,1.2,1.3,1.4,1.4,1.2,1.1,1.1,1.1,1,0.9,0.8,0.9,0.9,0.9,0.9,0.9,1.1,1,0.8
County,NY,Bronx County,36005,,6.1,5.9,5.7,6.1,6.4,6,6,6.2,6.2,6.1,5.8,5.8,5.5,5.5,5,5.1,5,4.9,4.7,4.7,4.6,4.6,4.5,4.4,4.7,4.2,4,3.7,3.8,3.8,3.9,3.2,3.2,3.3,3.2,2.9,3,2.7,2.5,2.8,2.7,2.6,2.6,2.3,2.3,2.2,2.2,1.9,1.9,1.7,1.6,1.5,1.6,1.6,1.9,1.7,1.6,1.6,1.7
County,NY,Broome County,36007,,2.4,2.1,1.9,2.2,2.2,2.4,2,2,2.4,2.6,2.7,2.9,2.7,2.3,2,1.9,2.1,2.1,2.1,2.2,2.1,1.9,2,1.8,2.5,2.1,1.4,1.7,1.7,1.7,1.4,1.4,1.9,2.1,1.7,1.4,1.7,1.3,1.2,1.2,1.5,1.2,1.3,1.4,1.3,2,1.9,1.8,1.5,1.5,1.2,0.7,0.7,0.8,0.8,0.8,0.8,0.8,1
County,NY,Dutchess County,36027,,4.7,4.4,4.5,4.7,4.5,4,4.2,4.2,3.9,3.8,4.3,4.4,4.3,4.2,4.1,4,4.1,3.9,3.6,3.6,3.6,3.8,3.5,3,3.6,3,2.2,2.3,2.3,2.4,2.3,2.5,2.4,2.4,2.4,2.3,2.5,2.4,2.3,2.2,2.4,2.2,1.9,2.1,2.3,2.2,2.2,2.2,2,1.8,1.3,1.6,1.5,1.4,1.5,1.7,1.6,1.4,1.3
County,NY,Erie County,36029,,2.2,2.1,2,2.2,2.1,2,2.2,2.2,1.9,2,2,2,1.7,1.8,1.8,1.8,1.9,1.9,1.9,1.8,1.8,1.7,1.6,1.7,2.2,1.9,1.5,1.6,1.6,1.6,1.6,1.6,1.6,1.4,1.5,1.6,1.9,1.6,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.2,1.2,1.1,1,1,1,0.9,0.9,1,0.9,0.9,1,0.9,1
County,NY,Kings County,36047,,5,4.9,4.7,4.9,4.7,4.6,4.8,4.7,4.4,4.3,4.2,4.3,4.4,4.2,3.9,3.8,3.7,3.4,3.2,3.1,3.2,3.1,3,3,3.2,2.9,2.8,2.7,2.6,2.6,2.6,2.5,2.5,2.4,2.4,2.5,2.4,2.4,2.2,2.1,2.1,2.1,2.1,2,1.9,1.9,1.9,1.8,1.7,1.6,1.5,1.3,1.3,1.3,1.3,1.3,1.4,1.5,1.5
County,NY,Monroe County,36055,,2,2,1.8,2,2.1,2.2,2.3,2.4,2.2,2.1,2.1,2.1,2.1,2,2,1.9,1.9,1.8,1.9,1.9,1.8,1.7,1.8,1.9,2.1,1.9,1.8,1.7,1.8,1.6,1.6,1.4,1.6,1.6,1.5,1.5,1.5,1.6,1.4,1.3,1.3,1.1,1.2,1.3,1.3,1.4,1.5,1.2,1.3,1.2,1.1,1.2,1.2,1.2,1.2,1.2,1.4,1.4,1.2
County,NY,Nassau County,36059,,4.5,4.4,4.4,4.4,4.5,4.4,4.4,4.4,4.3,4.2,4.2,4.2,4.1,4.1,4,3.9,3.8,3.7,3.6,3.5,3.4,3.4,3.2,3.3,3.5,3.2,2.9,2.9,2.7,2.6,2.6,2.5,2.5,2.5,2.6,2.5,2.3,2.3,2.2,2.1,2,2,2,2,1.9,2,1.9,1.8,1.7,1.7,1.7,1.6,1.5,1.5,1.5,1.5,1.6,1.6,1.6
County,NY,New York County,36061,,1.6,1.6,1.4,1.4,1.3,1.4,1.4,1.3,1.3,1.2,1.2,1.1,1,1,1.1,1.1,1.1,1,1,0.8,0.8,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.8,0.7,0.6,0.7,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.6,0.7,0.7,0.7,0.7,0.6,0.5,0.6,0.6,0.6,0.6,0.5,0.5,0.5
County,NY,Niagara County,36063,,1.9,2,2,2,1.9,2.1,1.9,2,1.9,2.2,2.5,2.4,2.4,2.1,2,2.2,2.4,2,2,2,2.3,2.4,2,2,2.4,2.1,1.6,1.6,1.4,1.6,1.6,1.5,1.4,1.2,1.4,1.4,1.6,1.3,1,1.1,0.8,0.8,0.8,1.1,1.3,1.3,1.2,1.3,1.3,1.3,1.1,1.1,1.1,0.9,0.9,0.9,1.2,1.3,1.2
County,NY,Oneida County,36065,,3.1,2.5,2.3,2.7,2.5,2.5,2.7,3,3,2.9,2.9,3.3,3.1,2.5,2.2,2,2,2.2,2.8,2.8,2.5,2.4,2.5,2.9,2.8,2.2,2.1,2.1,2,1.6,1.6,1.9,2.3,2.2,2.2,2.4,2.3,2,1.8,1.9,1.8,1.7,1.7,1.8,2.1,1.9,1.8,1.8,1.7,1.5,1.4,1.2,1.2,1.1,1.1,1,0.8,0.9,1.3
County,NY,Onondaga County,36067,,2.4,2.2,2.3,2.3,2.2,2.1,2,2.3,2.3,2.3,2.4,2.2,2.3,2.1,2,1.8,1.8,1.6,1.8,1.8,1.8,1.8,1.8,1.9,2.3,2,1.8,1.8,1.8,1.9,2,1.9,1.9,1.8,2,1.9,1.7,1.6,1.4,1.6,1.6,1.5,1.8,1.6,1.6,1.7,1.7,1.7,1.5,1.5,1.4,1.2,1.3,1.2,1.1,1.3,1.3,1.2,1.3
County,NY,Orange County,36071,,5,4.7,4.4,5,4.9,4.8,4.8,4.7,4.5,4.7,4.9,5,4.7,4.3,4.2,4.2,3.9,4.1,3.8,3.6,3.8,3.7,3.7,3.6,4.2,4.1,3.9,3.7,3.8,3.5,3.4,3.3,3.5,3.5,3.3,3.4,3.1,3.2,2.9,2.8,2.7,2.7,2.4,2.5,2.4,2.3,2.1,2.1,1.9,2.1,1.6,1.7,1.9,1.8,1.8,1.8,1.8,1.8,1.7
County,NY,Queens County,36081,,4.9,4.8,4.7,4.7,4.7,4.7,4.7,4.7,4.4,4.3,4.4,4.2,4.2,4,4,3.8,3.8,3.8,3.6,3.5,3.4,3.2,3.1,3.2,3.5,3.2,2.9,2.8,2.8,2.8,2.9,2.7,2.6,2.5,2.6,2.6,2.4,2.4,2.4,2.2,2.2,2.1,2.1,2.1,2.2,2.2,2.2,2.1,2.1,2,1.8,1.9,1.8,1.8,1.7,1.5,1.6,1.4,1.5
County,NY,Rensselaer County,36083,,3.7,3.5,3.6,3.9,3.4,3.7,3.7,3.9,3.3,3.8,3.6,3.6,3.6,3.5,3.2,3.8,3.3,3.3,3.6,3.4,3.3,2.9,3,2.8,3.3,2.7,2.3,2.3,2.2,2.3,2.6,2.2,2.1,2.4,1.9,1.9,1.8,1.2,1.5,1.1,1.3,1.1,1.3,1.1,1.4,1.5,1.5,1.5,1.6,1.5,1.3,1.5,1.6,1.5,1.7,1.6,1.9,1.5,1.3
County,NY,Richmond County,36085,,3.9,3.7,3.8,4,4.3,4.1,4.4,4.4,3.9,3.6,4,3.7,3.6,3.6,3.6,3.5,3.6,3.4,3.4,3.4,3.2,3,3.1,3,3.5,3.2,2.9,2.8,2.8,2.9,2.8,2.6,2.6,2.6,2.6,2.5,2.3,2.4,2.3,2.4,2.2,2.1,2,2.1,1.9,2,2,2,1.7,1.8,1.8,1.7,1.7,1.7,1.3,1.3,1.2,1.3,1.3
County,NY,Rockland County,36087,,3.7,3.5,3.4,4,4.3,4.3,4.1,4.2,4,4,3.9,3.8,3.9,3.8,3.9,3.7,3.6,3.3,2.9,3.2,3,2.9,2.8,2.7,3.3,2.9,2.6,2.4,2.4,2.4,2.5,2.3,2.3,2.2,2.3,2.5,2.3,2.4,2.4,2.2,2.3,2.3,2.4,2.2,2.2,2.4,2.2,2.2,1.8,1.8,1.8,1.8,1.7,1.8,1.6,1.6,1.6,1.5,1.5
County,NY,Saratoga County,36091,,1.8,2.1,2.2,2.1,2.1,2.2,2.1,2,2,2.3,2.2,2.3,2.2,1.9,1.8,1.9,1.8,1.9,1.7,1.8,1.7,1.7,1.5,1.4,1.8,1.6,1.2,1,1,1,1.2,1,1,1.2,0.9,1,1,0.9,1,0.8,0.9,0.7,0.7,0.8,0.6,0.7,0.8,0.7,0.9,1,0.9,0.9,0.9,0.8,0.8,0.7,0.7,0.6,0.7
County,NY,Schenectady County,36093,,3.1,3,3.2,3.1,3.5,3.3,3.3,3.3,3.1,3.4,3.7,3.6,3.6,3.7,3.8,3.4,3.4,3.1,3.3,2.8,2.3,2.3,2.6,2.4,2.9,2.8,2.4,2.1,2.3,2.6,2.8,2.4,2.2,2.6,2.7,3,2.4,2.2,2.4,2.3,2.3,2.2,1.7,1.9,2.1,2.1,2.5,2.7,2.6,2.7,2.3,2.2,2.1,2.1,2.3,2.5,2.7,2.4,2.5
County,NY,Suffolk County,36103,,4.8,4.5,4.5,4.8,4.9,4.8,4.9,4.8,4.7,4.6,4.6,4.7,4.4,4.4,4.2,4.3,4.4,4.2,4,4,4,3.8,3.9,3.7,4.1,3.8,3.5,3.3,3.3,3.2,3.3,3.1,3.1,3,3.1,3.1,3,3,2.8,2.7,2.7,2.7,2.6,2.6,2.5,2.4,2.4,2.4,2.3,2.1,2,2,2,2,1.9,1.9,1.9,2,2
County,NY,Ulster County,36111,,5.4,5.4,5.6,5.5,5.2,5,5.4,4.6,5,5,4.7,5,5.1,5,4.5,4.5,4.3,4.5,4.2,4,4,3.7,4.2,3.6,4.1,4,3.8,3.6,3.3,3,3,3.1,2.8,2.5,2.4,2.7,2.5,2.4,2.5,2.2,2.2,2.1,1.6,1.6,1.8,1.7,1.4,1.1,1,1.1,1,0.7,0.6,0.7,0.7,1,1,1.1,1.2
County,NY,Westchester County,36119,,3.3,3.4,3.3,3.4,3.4,3.3,3.3,3.3,3,2.8,2.8,2.8,2.9,2.8,2.8,2.8,2.7,2.5,2.3,2.2,2.1,2.1,2,2,2.1,1.9,1.7,1.7,1.6,1.6,1.7,1.6,1.7,1.7,1.7,1.7,1.6,1.6,1.5,1.5,1.5,1.5,1.3,1.4,1.3,1.3,1.2,1.3,1.1,1.1,1.1,1,1.1,1,1,1,0.9,0.9,1.1
County,NC,Alamance County,37001,,2.9,2.8,3,2.8,3.4,3,2.9,2.6,2.4,2.3,2.3,2,2.1,1.9,1.6,1.7,1.8,2,2.3,2.4,2,2.3,2.1,2.3,1.9,2.2,1.3,2.1,1.5,1.2,1.1,1.5,1.5,1.3,1.2,1,0.7,1,0.9,0.9,1.3,1.1,1.1,1.1,0.9,0.9,0.9,0.9,0.7,0.7,0.6,0.6,0.8,0.9,1,1.2,1.2,1.6,1.4
County,NC,Brunswick County,37019,,1.9,1.9,1.8,1.7,1.6,1.6,1.4,1.3,1.3,1.3,1.5,1.3,1.3,1,0.9,0.9,1,1,1.2,1.5,1.3,1.1,1.1,1,1.2,1.2,1.2,1.1,1.1,1.5,1.4,1.2,1.2,1.2,1.4,1.7,1.8,1.6,1.5,1.1,1.3,1.2,1.1,1.1,1.3,1.1,0.9,1,0.9,0.9,1.2,1.2,1,1,0.7,0.8,0.7,1,1
County,NC,Buncombe County,37021,,2.2,1.8,1.9,1.8,1.7,1.7,1.7,1.9,1.9,1.9,1.9,1.9,1.6,1.5,1.2,1.5,1.2,1.3,1.1,1.3,1.2,0.9,1,0.8,0.7,0.7,0.5,0.4,0.6,0.7,0.7,0.7,1,1,1,1.1,1.1,1,0.7,0.9,0.8,0.8,0.8,0.9,0.9,1,0.7,0.9,0.9,0.9,0.9,0.9,0.8,0.5,0.6,1,1.1,1.2,1.2
County,NC,Cabarrus County,37025,,2.9,2.6,2.9,2.7,2.7,2.7,2.6,3.1,3.2,3.3,2.8,3.3,2.8,2.9,2.4,2.3,2.4,2.4,2.3,2.2,2.5,2.3,2.1,2,1.9,1.7,1.8,1.4,1.2,1.3,1.3,1.5,1.2,1.8,1.7,1.7,1.4,1.3,1.1,1.2,1.4,1.4,1.4,1.6,1.4,1.2,1.5,1.6,1.6,1.5,1.3,1.3,1.4,1.1,1.3,1,1.2,1.1,1.1
County,NC,Catawba County,37035,,2.7,2.8,2.7,2.6,2.3,2.1,1.8,1.7,1.2,1.3,1.2,1.3,1.6,1.5,1.2,1.2,1.3,1.6,2,2,2,2.1,1.7,1.9,1.7,1.4,1.6,1.8,1.8,1.5,1.7,1.9,1.6,1.5,1.2,1.4,1.3,1.5,1,1.1,0.9,1.2,0.9,1.1,1.1,1.2,1,1.3,0.9,0.9,0.9,0.8,0.7,0.4,0.6,0.8,0.8,0.9,1
County,NC,Cumberland County,37051,,2.8,2.8,2.6,2.6,2.5,2.3,2.6,2.5,2.5,2.8,2.8,2.6,2.5,2.3,2.3,2.3,2.3,2.2,2,2,2,1.9,1.9,2,2.1,2.2,2.1,2,1.7,1.7,1.9,2.1,2,1.9,2.3,2.5,2.4,2,1.9,2.1,2,2,2.1,1.9,2.3,1.9,1.8,1.9,2,2,1.7,1.7,1.8,1.9,1.9,1.7,1.5,1.4,1.6
County,NC,Davidson County,37057,,2.2,2,1.5,1.4,1.4,1.7,1.7,1.9,2.1,1.6,2,1.6,1.8,1.7,1.5,1.2,1.1,1.2,1.2,0.7,1,1.2,1.3,1.1,1.1,1.7,1.1,1.1,1,1.3,1.2,1,0.9,0.8,1.2,1,1.2,1.4,1.5,1.3,1.5,1.3,1.1,1.5,1.5,1.5,1.2,1.5,1.5,1.3,1.4,1.3,1.2,1.3,1.3,1.5,1.1,0.8,1.1
County,NC,Durham County,37063,,2.4,2.3,2.3,2.5,2.5,2.6,2.4,2.6,2.7,2.7,2.6,2.4,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.1,1.9,1.9,1.8,1.6,2,1.7,1.4,1.6,1.8,1.6,1.5,1.4,1.3,1.2,1.2,1.1,1.2,1.1,1.1,1.1,1.2,1.1,1,0.8,1.1,0.9,0.9,1,0.8,0.8,0.6,0.6,0.8,0.9,0.7,0.9,0.7,0.6,0.6
County,NC,Forsyth County,37067,,2.8,2.6,2.5,2.6,2.2,1.9,1.8,1.6,1.7,1.7,2.3,2.3,2.1,1.8,1.8,1.5,1.6,1.5,1.7,1.8,1.8,2,2.2,2.3,2.1,2,2.1,1.8,1.7,1.6,1.6,1.8,1.7,2,1.8,1.8,1.6,1.7,1.6,1.4,1.7,1.6,1.7,1.7,1.3,1.1,1,1,0.9,0.8,0.7,0.7,0.7,0.7,0.7,0.9,0.7,0.7,0.6
