"GEOID","bupTimeWalk","bupCountWalk60","bupCountWalk30","metTimeWalk","metCountWalk60","metCountWalk30","nalTimeWalk","nalCountWalk60","nalCountWalk30"
56251,123.29,0,0,NA,0,0,NA,0,0
47420,123.32,0,0,NA,0,0,123.32,0,0
16229,123.35,0,0,263.75,0,0,240.59,0,0
15346,123.37,0,0,NA,0,0,123.37,0,0
30656,123.38,0,0,277.85,0,0,123.38,0,0
21849,123.39,0,0,123.39,0,0,123.39,0,0
95626,123.43,0,0,123.43,0,0,142.21,0,0
54469,123.45,0,0,NA,0,0,83.93,0,0
64066,123.45,0,0,NA,0,0,NA,0,0
8027,123.49,0,0,471.75,0,0,146.66,0,0
78253,123.51,0,0,NA,0,0,0,1,1
75163,123.51,0,0,NA,0,0,NA,0,0
97875,123.54,0,0,564.57,0,0,123.54,0,0
8072,123.55,0,0,298.6,0,0,123.55,0,0
3608,123.56,0,0,NA,0,0,253.11,0,0
23938,123.57,0,0,NA,0,0,NA,0,0
95420,123.59,0,0,NA,0,0,123.59,0,0
5352,123.59,0,0,123.59,0,0,123.59,0,0
98235,123.69,0,0,NA,0,0,123.69,0,0
64082,123.71,0,0,230.37,0,0,126.41,0,0
44214,123.72,0,0,NA,0,0,123.72,0,0
33844,123.73,0,0,NA,0,0,NA,0,0
68046,123.73,0,0,132.59,0,0,159.41,0,0
34453,123.73,0,0,NA,0,0,154.27,0,0
37849,123.77,0,0,173.77,0,0,173.77,0,0
46987,123.79,0,0,123.79,0,0,123.79,0,0
36551,123.79,0,0,NA,0,0,NA,0,0
71426,123.8,0,0,NA,0,0,NA,0,0
37353,123.81,0,0,393.68,0,0,126.48,0,0
21719,123.89,0,0,NA,0,0,67.26,0,0
33953,123.9,0,0,NA,0,0,275.78,0,0
45868,123.97,0,0,NA,0,0,254.38,0,0
4040,124.01,0,0,NA,0,0,124.01,0,0
49053,124.02,0,0,171.34,0,0,124.02,0,0
12045,124.1,0,0,NA,0,0,NA,0,0
70665,124.11,0,0,1571.64,0,0,1571.64,0,0
65623,124.12,0,0,NA,0,0,124.12,0,0
48079,124.15,0,0,NA,0,0,238.03,0,0
31005,124.16,0,0,124.16,0,0,NA,0,0
53108,124.22,0,0,200.04,0,0,124.22,0,0
54417,124.24,0,0,133.91,0,0,133.91,0,0
43066,124.26,0,0,NA,0,0,178.85,0,0
17007,124.27,0,0,177.5,0,0,131.82,0,0
24613,124.27,0,0,NA,0,0,NA,0,0
20872,124.28,0,0,176.28,0,0,176.28,0,0
49722,124.29,0,0,NA,0,0,124.29,0,0
95383,124.29,0,0,NA,0,0,124.29,0,0
61564,124.3,0,0,NA,0,0,124.3,0,0
60442,124.3,0,0,242.47,0,0,124.3,0,0
44632,124.39,0,0,207.41,0,0,174.15,0,0
47036,124.42,0,0,NA,0,0,311.75,0,0
26586,124.43,0,0,386.98,0,0,124.43,0,0
74650,124.47,0,0,649.99,0,0,649.99,0,0
15641,124.49,0,0,116.59,0,0,116.59,0,0
14481,124.51,0,0,NA,0,0,124.51,0,0
47170,124.52,0,0,NA,0,0,0,1,1
27051,124.52,0,0,139.07,0,0,139.07,0,0
14485,124.52,0,0,NA,0,0,272.41,0,0
36439,124.54,0,0,NA,0,0,NA,0,0
29321,124.56,0,0,NA,0,0,394.69,0,0
10910,124.56,0,0,NA,0,0,124.56,0,0
32754,124.58,0,0,NA,0,0,653.18,0,0
45383,124.59,0,0,NA,0,0,186.46,0,0
74014,124.66,0,0,195.93,0,0,124.66,0,0
14823,124.69,0,0,NA,0,0,124.69,0,0
26181,124.72,0,0,207.66,0,0,124.72,0,0
15958,124.72,0,0,248.8,0,0,201.55,0,0
27244,124.77,0,0,NA,0,0,401.09,0,0
75217,124.77,0,0,148.24,0,0,124.77,0,0
99021,124.81,0,0,246.61,0,0,189.76,0,0
3087,124.87,0,0,140.16,0,0,124.87,0,0
4495,124.89,0,0,NA,0,0,NA,0,0
23459,124.91,0,0,242.23,0,0,181.6,0,0
43515,124.92,0,0,NA,0,0,341.1,0,0
44265,124.92,0,0,NA,0,0,215.87,0,0
44234,124.94,0,0,NA,0,0,275.89,0,0
62865,124.96,0,0,NA,0,0,0,2,2
4974,124.98,0,0,NA,0,0,318.59,0,0
63047,125,0,0,NA,0,0,125,0,0
49805,125,0,0,NA,0,0,125,0,0
63053,125.01,0,0,NA,0,0,125.01,0,0
29921,125.03,0,0,415,0,0,NA,0,0
28575,125.05,0,0,232.16,0,0,232.16,0,0
19316,125.05,0,0,125.05,0,0,125.05,0,0
37323,125.09,0,0,638.37,0,0,0,1,1
15663,125.09,0,0,126.78,0,0,155.04,0,0
48808,125.1,0,0,237.39,0,0,237.39,0,0
6090,125.1,0,0,NA,0,0,NA,0,0
62281,125.14,0,0,NA,0,0,283.59,0,0
8562,125.15,0,0,249.63,0,0,121.36,0,0
94933,125.15,0,0,NA,0,0,207.88,0,0
60543,125.18,0,0,126.63,0,0,0,2,2
44620,125.23,0,0,NA,0,0,354.49,0,0
5681,125.24,0,0,NA,0,0,125.24,0,0
62311,125.25,0,0,NA,0,0,535.63,0,0
73705,125.26,0,0,NA,0,0,NA,0,0
18244,125.26,0,0,NA,0,0,125.26,0,0
70031,125.27,0,0,NA,0,0,125.27,0,0
15946,125.35,0,0,286.35,0,0,245.54,0,0
15450,125.36,0,0,NA,0,0,NA,0,0
20112,125.39,0,0,224.6,0,0,125.39,0,0
29439,125.4,0,0,1083.68,0,0,1083.68,0,0
3033,125.4,0,0,NA,0,0,225.17,0,0
2652,125.41,0,0,NA,0,0,NA,0,0
60119,125.41,0,0,NA,0,0,125.41,0,0
61877,125.42,0,0,NA,0,0,250.06,0,0
16038,125.42,0,0,NA,0,0,125.42,0,0
68136,125.42,0,0,87.21,0,0,NA,0,0
1096,125.44,0,0,196.85,0,0,125.44,0,0
32332,125.46,0,0,NA,0,0,125.46,0,0
49271,125.51,0,0,NA,0,0,378.23,0,0
1944,125.52,0,0,138.85,0,0,138.85,0,0
46793,125.56,0,0,NA,0,0,125.56,0,0
8352,125.58,0,0,125.58,0,0,125.58,0,0
28034,125.62,0,0,143.13,0,0,143.13,0,0
1543,125.63,0,0,220.14,0,0,136.37,0,0
48820,125.64,0,0,NA,0,0,188.45,0,0
45719,125.64,0,0,125.64,0,0,125.64,0,0
37690,125.65,0,0,NA,0,0,254.39,0,0
49270,125.65,0,0,306.94,0,0,235.33,0,0
37891,125.67,0,0,NA,0,0,242.64,0,0
14168,125.7,0,0,NA,0,0,125.7,0,0
47408,125.71,0,0,159.21,0,0,125.71,0,0
30294,125.72,0,0,180.16,0,0,180.16,0,0
4631,125.73,0,0,NA,0,0,0,1,1
6472,125.76,0,0,125.76,0,0,125.76,0,0
20187,125.76,0,0,NA,0,0,125.76,0,0
80926,125.87,0,0,NA,0,0,198.68,0,0
49712,125.88,0,0,516.23,0,0,125.88,0,0
4260,125.89,0,0,NA,0,0,NA,0,0
41216,125.9,0,0,256.32,0,0,256.32,0,0
29644,125.91,0,0,271.49,0,0,160.45,0,0
30621,125.95,0,0,288.3,0,0,288.3,0,0
1010,125.97,0,0,223.37,0,0,188.05,0,0
3813,125.99,0,0,NA,0,0,NA,0,0
55733,126,0,0,NA,0,0,126,0,0
12944,126.02,0,0,304.51,0,0,304.51,0,0
25932,126.03,0,0,318.17,0,0,204.13,0,0
37318,126.03,0,0,NA,0,0,NA,0,0
17301,126.04,0,0,136.09,0,0,136.09,0,0
32079,126.1,0,0,NA,0,0,126.1,0,0
34476,126.11,0,0,235.01,0,0,126.11,0,0
32569,126.14,0,0,NA,0,0,126.14,0,0
12486,126.14,0,0,169.27,0,0,164.2,0,0
13135,126.15,0,0,NA,0,0,158.57,0,0
11948,126.16,0,0,149.38,0,0,149.38,0,0
46958,126.19,0,0,NA,0,0,126.19,0,0
63041,126.2,0,0,NA,0,0,520.42,0,0
57024,126.24,0,0,NA,0,0,NA,0,0
61239,126.25,0,0,NA,0,0,126.25,0,0
38749,126.27,0,0,NA,0,0,NA,0,0
11957,126.28,0,0,126.28,0,0,126.28,0,0
14769,126.28,0,0,NA,0,0,206.86,0,0
46961,126.31,0,0,NA,0,0,126.31,0,0
20616,126.32,0,0,269.67,0,0,154.07,0,0
41839,126.38,0,0,NA,0,0,201.75,0,0
19492,126.39,0,0,168.72,0,0,168.72,0,0
16132,126.42,0,0,213.74,0,0,193.41,0,0
21774,126.47,0,0,149.09,0,0,126.47,0,0
33931,126.52,0,0,NA,0,0,209.46,0,0
67364,126.55,0,0,NA,0,0,244.72,0,0
40339,126.56,0,0,NA,0,0,126.56,0,0
18256,126.57,0,0,NA,0,0,253.17,0,0
95452,126.58,0,0,NA,0,0,187.92,0,0
8757,126.6,0,0,131.06,0,0,131.06,0,0
14864,126.61,0,0,NA,0,0,206.85,0,0
47163,126.66,0,0,126.66,0,0,126.66,0,0
28108,126.69,0,0,205.34,0,0,158.51,0,0
14871,126.74,0,0,NA,0,0,126.74,0,0
64147,126.77,0,0,NA,0,0,151.33,0,0
77705,126.79,0,0,234.13,0,0,234.13,0,0
46730,126.79,0,0,NA,0,0,126.79,0,0
79764,126.84,0,0,126.84,0,0,NA,0,0
81656,126.84,0,0,NA,0,0,NA,0,0
43127,126.85,0,0,NA,0,0,126.85,0,0
43529,126.86,0,0,NA,0,0,NA,0,0
17772,126.86,0,0,126.86,0,0,257.62,0,0
43553,126.87,0,0,NA,0,0,246.28,0,0
6334,126.9,0,0,126.9,0,0,126.9,0,0
4411,126.9,0,0,317.16,0,0,126.9,0,0
34428,126.92,0,0,NA,0,0,221.2,0,0
26159,126.94,0,0,NA,0,0,144.27,0,0
12064,126.95,0,0,NA,0,0,NA,0,0
45333,126.98,0,0,NA,0,0,218.4,0,0
3307,127.01,0,0,193.09,0,0,193.09,0,0
18246,127.03,0,0,NA,0,0,259.21,0,0
35811,127.05,0,0,179.74,0,0,127.05,0,0
64058,127.1,0,0,NA,0,0,168.59,0,0
5825,127.1,0,0,127.1,0,0,127.1,0,0
10506,127.11,0,0,220.75,0,0,127.11,0,0
61011,127.13,0,0,222.8,0,0,127.13,0,0
74556,127.13,0,0,NA,0,0,NA,0,0
33647,127.16,0,0,245.5,0,0,148.49,0,0
2338,127.16,0,0,NA,0,0,195.51,0,0
15490,127.18,0,0,NA,0,0,187.26,0,0
22624,127.2,0,0,260.29,0,0,238.85,0,0
20612,127.22,0,0,127.22,0,0,127.22,0,0
55375,127.31,0,0,NA,0,0,195.04,0,0
94511,127.32,0,0,253.16,0,0,191.12,0,0
19555,127.36,0,0,NA,0,0,277.38,0,0
49866,127.36,0,0,NA,0,0,0,1,1
61870,127.37,0,0,NA,0,0,381.92,0,0
18074,127.39,0,0,180.71,0,0,169.78,0,0
97369,127.4,0,0,NA,0,0,330.92,0,0
32712,127.48,0,0,NA,0,0,100.48,0,0
12721,127.52,0,0,NA,0,0,192.15,0,0
97373,127.53,0,0,NA,0,0,127.53,0,0
1346,127.53,0,0,410.82,0,0,410.82,0,0
15555,127.56,0,0,NA,0,0,127.56,0,0
53037,127.58,0,0,NA,0,0,127.58,0,0
86515,127.6,0,0,NA,0,0,NA,0,0
8320,127.62,0,0,127.62,0,0,127.62,0,0
17837,127.62,0,0,231.47,0,0,0,2,2
21520,127.65,0,0,NA,0,0,NA,0,0
34639,127.65,0,0,NA,0,0,216.44,0,0
1237,127.66,0,0,127.66,0,0,127.66,0,0
70359,127.67,0,0,NA,0,0,127.67,0,0
80921,127.76,0,0,229.35,0,0,127.76,0,0
17536,127.76,0,0,NA,0,0,NA,0,0
70581,127.8,0,0,NA,0,0,NA,0,0
50117,127.8,0,0,NA,0,0,NA,0,0
70753,127.8,0,0,NA,0,0,NA,0,0
46553,127.81,0,0,NA,0,0,173.62,0,0
18086,127.81,0,0,NA,0,0,254.92,0,0
49060,127.87,0,0,NA,0,0,127.87,0,0
27822,127.88,0,0,127.88,0,0,127.88,0,0
44626,127.89,0,0,NA,0,0,155.53,0,0
36877,127.89,0,0,175.61,0,0,175.61,0,0
4239,127.91,0,0,NA,0,0,NA,0,0
6013,127.91,0,0,127.91,0,0,127.91,0,0
19365,127.92,0,0,127.92,0,0,127.92,0,0
41838,127.93,0,0,NA,0,0,282.41,0,0
96145,127.94,0,0,NA,0,0,184.02,0,0
61065,127.94,0,0,368.99,0,0,218.92,0,0
24551,127.97,0,0,178.66,0,0,178.66,0,0
12149,127.99,0,0,NA,0,0,295.58,0,0
48022,128.01,0,0,NA,0,0,128.01,0,0
33913,128.06,0,0,184.59,0,0,192.06,0,0
5041,128.06,0,0,NA,0,0,246.99,0,0
70343,128.08,0,0,NA,0,0,215.95,0,0
19955,128.09,0,0,147.74,0,0,147.74,0,0
70454,128.09,0,0,169.86,0,0,128.09,0,0
5657,128.1,0,0,NA,0,0,128.1,0,0
6057,128.12,0,0,128.12,0,0,128.12,0,0
17853,128.13,0,0,NA,0,0,308.1,0,0
29939,128.15,0,0,NA,0,0,NA,0,0
95443,128.18,0,0,NA,0,0,374.93,0,0
67002,128.23,0,0,137.31,0,0,128.23,0,0
40472,128.23,0,0,NA,0,0,128.23,0,0
55005,128.24,0,0,NA,0,0,369.06,0,0
95722,128.26,0,0,362.25,0,0,128.18,0,0
48438,128.28,0,0,NA,0,0,128.28,0,0
54638,128.28,0,0,NA,0,0,340.9,0,0
6468,128.29,0,0,189.77,0,0,189.77,0,0
61776,128.3,0,0,128.3,0,0,183.92,0,0
81069,128.3,0,0,NA,0,0,629.02,0,0
77493,128.32,0,0,NA,0,0,162.47,0,0
10975,128.33,0,0,290.59,0,0,128.33,0,0
55325,128.35,0,0,NA,0,0,NA,0,0
28538,128.36,0,0,402.54,0,0,241.19,0,0
43452,128.36,0,0,NA,0,0,0,2,2
98391,128.42,0,0,205.12,0,0,0,1,1
47263,128.45,0,0,NA,0,0,160.79,0,0
39827,128.5,0,0,NA,0,0,399.51,0,0
62897,128.5,0,0,NA,0,0,NA,0,0
43022,128.58,0,0,NA,0,0,128.58,0,0
97231,128.59,0,0,210.16,0,0,128.59,0,0
61038,128.6,0,0,NA,0,0,371.02,0,0
74902,128.61,0,0,NA,0,0,246.7,0,0
5042,128.65,0,0,368.23,0,0,368.23,0,0
68955,128.65,0,0,NA,0,0,128.65,0,0
89449,128.66,0,0,NA,0,0,128.66,0,0
8217,128.66,0,0,249.84,0,0,128.66,0,0
92273,128.67,0,0,157.79,0,0,157.79,0,0
53181,128.75,0,0,352.23,0,0,177.57,0,0
4280,128.8,0,0,NA,0,0,NA,0,0
81524,128.8,0,0,NA,0,0,298.08,0,0
5765,128.84,0,0,128.84,0,0,128.84,0,0
66617,128.85,0,0,193.37,0,0,200.12,0,0
5477,128.85,0,0,229.13,0,0,229.13,0,0
95954,128.86,0,0,NA,0,0,464.5,0,0
3076,128.86,0,0,132.38,0,0,128.86,0,0
15671,128.88,0,0,166.66,0,0,128.88,0,0
98238,128.9,0,0,NA,0,0,128.9,0,0
19567,128.95,0,0,268.85,0,0,137.36,0,0
16680,128.97,0,0,NA,0,0,304.02,0,0
62436,128.99,0,0,NA,0,0,NA,0,0
35824,129.06,0,0,217.68,0,0,129.06,0,0
93625,129.11,0,0,153.58,0,0,180.52,0,0
37876,129.13,0,0,NA,0,0,0,1,1
8215,129.16,0,0,173.13,0,0,0,3,3
81006,129.18,0,0,129.18,0,0,129.18,0,0
15625,129.18,0,0,157.67,0,0,129.5,0,0
4757,129.21,0,0,NA,0,0,129.21,0,0
16116,129.22,0,0,150.16,0,0,129.22,0,0
28342,129.22,0,0,229.8,0,0,229.8,0,0
3223,129.27,0,0,NA,0,0,129.27,0,0
12582,129.3,0,0,183.98,0,0,183.98,0,0
38645,129.31,0,0,NA,0,0,NA,0,0
42762,129.32,0,0,NA,0,0,NA,0,0
24747,129.34,0,0,NA,0,0,236.45,0,0
12058,129.34,0,0,NA,0,0,200.86,0,0
78575,129.41,0,0,152.33,0,0,152.33,0,0
97119,129.44,0,0,NA,0,0,272.6,0,0
28138,129.44,0,0,271.14,0,0,271.14,0,0
53563,129.56,0,0,NA,0,0,152.59,0,0
94599,129.62,0,0,NA,0,0,129.62,0,0
16932,129.66,0,0,NA,0,0,NA,0,0
56024,129.67,0,0,NA,0,0,129.67,0,0
43360,129.67,0,0,NA,0,0,129.67,0,0
29670,129.68,0,0,245.38,0,0,281.44,0,0
12067,129.73,0,0,NA,0,0,210.09,0,0
44677,129.79,0,0,NA,0,0,129.79,0,0
44032,129.81,0,0,NA,0,0,233.55,0,0
15624,129.82,0,0,129.82,0,0,129.82,0,0
80498,129.82,0,0,NA,0,0,193.41,0,0
19541,129.84,0,0,249.71,0,0,245.77,0,0
55768,129.94,0,0,NA,0,0,427.35,0,0
77357,129.97,0,0,517.04,0,0,517.04,0,0
28033,129.99,0,0,NA,0,0,334.69,0,0
93021,130,0,0,147.59,0,0,0,3,3
95938,130.02,0,0,157.79,0,0,157.79,0,0
76705,130.06,0,0,110.12,0,0,110.12,0,0
40949,130.07,0,0,NA,0,0,130.07,0,0
97002,130.07,0,0,NA,0,0,174.75,0,0
41048,130.11,0,0,204.15,0,0,179.02,0,0
16048,130.11,0,0,NA,0,0,NA,0,0
48710,130.14,0,0,149.14,0,0,149.14,0,0
17235,130.15,0,0,NA,0,0,120.55,0,0
36321,130.15,0,0,NA,0,0,191.07,0,0
15376,130.16,0,0,130.16,0,0,115.81,0,0
32776,130.18,0,0,NA,0,0,130.18,0,0
14170,130.21,0,0,130.21,0,0,130.21,0,0
51656,130.21,0,0,NA,0,0,NA,0,0
8001,130.21,0,0,247.94,0,0,139.66,0,0
13478,130.24,0,0,174.85,0,0,130.24,0,0
18079,130.26,0,0,NA,0,0,217.04,0,0
44865,130.27,0,0,NA,0,0,NA,0,0
44264,130.35,0,0,NA,0,0,139.1,0,0
48190,130.35,0,0,NA,0,0,156.36,0,0
12832,130.38,0,0,NA,0,0,NA,0,0
8350,130.41,0,0,162.12,0,0,130.41,0,0
92242,130.42,0,0,NA,0,0,130.42,0,0
30646,130.47,0,0,246.17,0,0,130.47,0,0
97469,130.48,0,0,NA,0,0,NA,0,0
1463,130.49,0,0,NA,0,0,151.87,0,0
75089,130.51,0,0,154.87,0,0,0,1,1
36804,130.59,0,0,NA,0,0,NA,0,0
64484,130.65,0,0,NA,0,0,130.65,0,0
32448,130.67,0,0,NA,0,0,0,1,1
23322,130.68,0,0,261.98,0,0,130.68,0,0
41739,130.7,0,0,130.7,0,0,130.7,0,0
12863,130.75,0,0,NA,0,0,164.51,0,0
20685,130.78,0,0,188.93,0,0,174.29,0,0
13668,130.79,0,0,NA,0,0,130.79,0,0
14559,130.82,0,0,278.46,0,0,134.24,0,0
29385,130.85,0,0,130.85,0,0,230.4,0,0
15532,130.85,0,0,NA,0,0,101.96,0,0
30268,130.88,0,0,250.65,0,0,262.19,0,0
61750,130.89,0,0,NA,0,0,130.89,0,0
2827,130.9,0,0,300.02,0,0,177.59,0,0
13032,130.94,0,0,NA,0,0,130.94,0,0
14816,130.99,0,0,NA,0,0,160.32,0,0
55038,131.03,0,0,NA,0,0,177.88,0,0
99005,131.03,0,0,NA,0,0,200.19,0,0
12196,131.05,0,0,159.94,0,0,159.94,0,0
4555,131.06,0,0,NA,0,0,131.06,0,0
29525,131.08,0,0,NA,0,0,322.27,0,0
54934,131.09,0,0,NA,0,0,NA,0,0
36527,131.17,0,0,1791.57,0,0,NA,0,0
12056,131.22,0,0,186.51,0,0,186.51,0,0
4539,131.25,0,0,NA,0,0,131.25,0,0
36723,131.28,0,0,NA,0,0,NA,0,0
55803,131.28,0,0,145.4,0,0,145.4,0,0
35634,131.28,0,0,266.03,0,0,131.28,0,0
44816,131.28,0,0,NA,0,0,186.33,0,0
41256,131.29,0,0,131.29,0,0,131.29,0,0
6330,131.32,0,0,158.38,0,0,158.38,0,0
26750,131.34,0,0,NA,0,0,NA,0,0
62920,131.37,0,0,NA,0,0,131.37,0,0
77373,131.38,0,0,156.86,0,0,147.37,0,0
3216,131.39,0,0,177.01,0,0,292.7,0,0
14807,131.43,0,0,NA,0,0,131.43,0,0
73128,131.49,0,0,125.23,0,0,143.67,0,0
3284,131.49,0,0,NA,0,0,142.09,0,0
94973,131.49,0,0,178.12,0,0,171.33,0,0
15953,131.51,0,0,144.29,0,0,144.29,0,0
34442,131.53,0,0,NA,0,0,169.84,0,0
15542,131.54,0,0,NA,0,0,0,1,1
14818,131.56,0,0,397.63,0,0,147.25,0,0
17555,131.56,0,0,302.98,0,0,253,0,0
41201,131.62,0,0,NA,0,0,131.62,0,0
75166,131.63,0,0,NA,0,0,131.63,0,0
52767,131.68,0,0,203.4,0,0,167.12,0,0
15762,131.68,0,0,NA,0,0,192.22,0,0
48727,131.7,0,0,NA,0,0,392.34,0,0
12921,131.7,0,0,278.07,0,0,278.07,0,0
25879,131.72,0,0,NA,0,0,133.03,0,0
49084,131.72,0,0,148.6,0,0,148.6,0,0
4093,131.72,0,0,205.59,0,0,205.59,0,0
56330,131.73,0,0,NA,0,0,NA,0,0
73151,131.74,0,0,147.48,0,0,147.48,0,0
78039,131.74,0,0,NA,0,0,382.61,0,0
61314,131.74,0,0,NA,0,0,NA,0,0
98935,131.74,0,0,NA,0,0,131.74,0,0
17517,131.77,0,0,438.13,0,0,131.77,0,0
3906,131.79,0,0,NA,0,0,165.66,0,0
98232,131.8,0,0,538.2,0,0,131.8,0,0
16020,131.83,0,0,364.16,0,0,230.74,0,0
87942,131.88,0,0,NA,0,0,NA,0,0
5494,131.91,0,0,317.45,0,0,317.45,0,0
70340,131.93,0,0,NA,0,0,131.93,0,0
75709,131.95,0,0,204.2,0,0,NA,0,0
63532,131.95,0,0,NA,0,0,131.95,0,0
3032,131.95,0,0,146.98,0,0,137.03,0,0
98321,131.96,0,0,295.32,0,0,118.29,0,0
45336,131.98,0,0,NA,0,0,236.56,0,0
76686,132.01,0,0,NA,0,0,NA,0,0
44843,132.03,0,0,132.03,0,0,132.03,0,0
43046,132.04,0,0,NA,0,0,281.01,0,0
37618,132.04,0,0,299.5,0,0,179.35,0,0
15656,132.04,0,0,128.63,0,0,128.63,0,0
21829,132.05,0,0,NA,0,0,132.05,0,0
14809,132.06,0,0,NA,0,0,314.54,0,0
98617,132.07,0,0,NA,0,0,132.07,0,0
14502,132.07,0,0,NA,0,0,200.59,0,0
14069,132.1,0,0,278.36,0,0,183.68,0,0
6783,132.14,0,0,NA,0,0,151.52,0,0
18456,132.15,0,0,NA,0,0,132.15,0,0
62054,132.16,0,0,NA,0,0,NA,0,0
27281,132.16,0,0,228.75,0,0,228.75,0,0
93925,132.16,0,0,250.24,0,0,250.24,0,0
53031,132.17,0,0,NA,0,0,NA,0,0
12741,132.2,0,0,NA,0,0,NA,0,0
5455,132.23,0,0,132.23,0,0,132.23,0,0
1338,132.26,0,0,NA,0,0,172.67,0,0
70534,132.27,0,0,NA,0,0,NA,0,0
15679,132.28,0,0,89.89,0,0,139.64,0,0
10963,132.29,0,0,NA,0,0,132.29,0,0
44645,132.3,0,0,239.8,0,0,132.3,0,0
43547,132.31,0,0,NA,0,0,153.61,0,0
97540,132.32,0,0,172.44,0,0,161.94,0,0
15422,132.33,0,0,169.17,0,0,169.17,0,0
74521,132.34,0,0,NA,0,0,NA,0,0
36203,132.38,0,0,0,1,1,0,1,1
18245,132.44,0,0,NA,0,0,234.01,0,0
17072,132.44,0,0,132.44,0,0,165.82,0,0
79934,132.45,0,0,282.19,0,0,132.45,0,0
5828,132.46,0,0,132.46,0,0,132.46,0,0
14057,132.47,0,0,231.9,0,0,151,0,0
15420,132.47,0,0,186.52,0,0,186.52,0,0
62961,132.54,0,0,NA,0,0,132.54,0,0
74073,132.56,0,0,188.6,0,0,447.14,0,0
21704,132.56,0,0,0,1,1,133.22,0,0
14464,132.57,0,0,NA,0,0,157.24,0,0
72181,132.6,0,0,NA,0,0,132.6,0,0
32220,132.6,0,0,132.6,0,0,175.98,0,0
44826,132.6,0,0,NA,0,0,132.6,0,0
27048,132.65,0,0,NA,0,0,336.63,0,0
18011,132.65,0,0,213.54,0,0,132.65,0,0
32708,132.66,0,0,239.3,0,0,110.65,0,0
49056,132.69,0,0,NA,0,0,132.69,0,0
13784,132.74,0,0,NA,0,0,253.25,0,0
45618,132.75,0,0,NA,0,0,NA,0,0
34269,132.77,0,0,NA,0,0,254.91,0,0
12487,132.79,0,0,132.79,0,0,132.79,0,0
6424,132.8,0,0,197.28,0,0,197.28,0,0
21756,132.81,0,0,275.88,0,0,275.88,0,0
37310,132.83,0,0,NA,0,0,132.83,0,0
16914,132.84,0,0,NA,0,0,132.84,0,0
44836,132.84,0,0,NA,0,0,132.84,0,0
14013,132.84,0,0,259.9,0,0,259.9,0,0
31546,132.86,0,0,849.14,0,0,NA,0,0
37754,132.89,0,0,270.3,0,0,132.89,0,0
56374,132.98,0,0,132.98,0,0,132.98,0,0
14545,132.98,0,0,NA,0,0,132.98,0,0
15449,133,0,0,133,0,0,133,0,0
34610,133,0,0,157.32,0,0,157.32,0,0
71759,133.02,0,0,NA,0,0,226.47,0,0
63660,133.05,0,0,NA,0,0,133.05,0,0
24527,133.05,0,0,NA,0,0,NA,0,0
21733,133.06,0,0,151.5,0,0,151.5,0,0
61337,133.06,0,0,NA,0,0,NA,0,0
38620,133.08,0,0,NA,0,0,621.73,0,0
24898,133.1,0,0,NA,0,0,445.61,0,0
2833,133.1,0,0,169.38,0,0,133.1,0,0
26031,133.14,0,0,199.8,0,0,133.14,0,0
5472,133.16,0,0,NA,0,0,189.05,0,0
72099,133.16,0,0,239.9,0,0,40.08,1,0
8248,133.16,0,0,274.25,0,0,267.86,0,0
32305,133.16,0,0,0,1,1,0,1,1
95658,133.19,0,0,NA,0,0,133.19,0,0
43440,133.21,0,0,NA,0,0,133.21,0,0
48845,133.21,0,0,NA,0,0,NA,0,0
20659,133.22,0,0,527.49,0,0,133.22,0,0
87044,133.25,0,0,NA,0,0,NA,0,0
56270,133.25,0,0,NA,0,0,NA,0,0
77443,133.28,0,0,NA,0,0,111.01,0,0
45164,133.3,0,0,NA,0,0,182.69,0,0
37641,133.33,0,0,NA,0,0,306.67,0,0
27948,133.34,0,0,NA,0,0,133.34,0,0
20181,133.35,0,0,196.21,0,0,133.35,0,0
61552,133.37,0,0,330.42,0,0,144.86,0,0
53036,133.42,0,0,NA,0,0,133.42,0,0
83341,133.46,0,0,NA,0,0,NA,0,0
1521,133.46,0,0,173.74,0,0,173.74,0,0
78124,133.5,0,0,236.95,0,0,236.95,0,0
17088,133.51,0,0,156.15,0,0,156.15,0,0
77448,133.53,0,0,NA,0,0,NA,0,0
27924,133.56,0,0,NA,0,0,NA,0,0
54822,133.57,0,0,NA,0,0,NA,0,0
14782,133.59,0,0,NA,0,0,133.59,0,0
76262,133.62,0,0,228.77,0,0,0,1,1
4684,133.67,0,0,NA,0,0,184.15,0,0
5761,133.71,0,0,NA,0,0,344.25,0,0
3864,133.71,0,0,NA,0,0,167.58,0,0
37073,133.74,0,0,NA,0,0,145.65,0,0
45312,133.77,0,0,NA,0,0,133.77,0,0
12540,133.9,0,0,196.41,0,0,179.77,0,0
24133,133.9,0,0,NA,0,0,NA,0,0
77807,133.91,0,0,252.51,0,0,252.51,0,0
72858,133.97,0,0,NA,0,0,134.98,0,0
15541,133.98,0,0,NA,0,0,133.98,0,0
6752,134,0,0,252.87,0,0,95.27,0,0
2898,134.01,0,0,193.1,0,0,0,1,1
37803,134.04,0,0,NA,0,0,134.04,0,0
34661,134.05,0,0,NA,0,0,211.49,0,0
16677,134.07,0,0,NA,0,0,134.07,0,0
1347,134.08,0,0,134.08,0,0,134.08,0,0
96037,134.15,0,0,NA,0,0,NA,0,0
98367,134.16,0,0,NA,0,0,134.16,0,0
27370,134.16,0,0,149.65,0,0,199,0,0
