HEROP_ID,ZCTA,TotPop,TotUnits,Age18_64,Age0_4,Age5_14,Age15_19,Age20_24,Age15_44,Age45_54,Age55_59,Age60_64,AgeOv65,A15_24P,Ovr65P,Und45P,WhiteP,BlackP,AmIndP,AsianP,PacIsP,OtherP,NoHsP,UnempP,PovP,VacantP
860US85356,85356,3113,1220,1831,327,541,345,266,1343,340,171,168,223,19.63,7.17,71.03,76.77,3.7,1.65,0.32,0.02,17.54,43.85,3.79,21.69,NA
860US85352,85352,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US85347,85347,1001,409,561,97,158,89,94,413,90,49,58,135,18.3,13.51,66.76,77.1,4.46,1.21,0.83,0.06,16.34,44.86,3.69,22.1,15.26
860US85349,85349,83,20,44,8,20,11,8,37,9,3,2,3,22.93,3.83,79.32,52.75,0.34,0.24,0.34,0,46.34,60.9,17.79,25.04,10.32
860US85336,85336,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US85350,85350,9415,2370,4736,887,2846,926,520,4071,758,353,163,337,15.36,3.58,82.88,57.42,0.47,3.72,2.84,0.03,35.52,74.9,17.89,26.37,3.92
860US85333,85333,1480,628,793,133,212,104,150,587,107,66,92,282,17.14,19.08,63.01,77.38,5.13,0.82,1.27,0.1,15.29,45.62,3.57,22.46,14.13
860US72160,72160,237,77,125,20,41,33,25,102,19,11,11,31,24.72,13.28,69.09,43.63,55.78,0.28,0.11,0.01,0.19,66.83,6.5,35.68,12.14
860US72073,72073,560,175,297,48,95,83,64,246,45,27,26,72,26.32,12.95,69.54,39.49,59.92,0.27,0.11,0.01,0.19,67.4,6.79,37.16,11.96
860US72732,72732,2853,1115,1664,187,434,241,182,1120,314,187,205,402,14.83,14.1,61.04,98.64,0,1.15,0.03,0.04,0.14,41.18,6.44,9.66,7.91
860US72751,72751,2488,953,1406,168,398,216,159,1025,252,136,142,362,15.07,14.57,63.95,98.94,0,0.84,0.05,0.02,0.14,42.17,6.47,10.25,7.58
860US72711,72711,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US72712,72712,12631,5003,7068,996,1996,1031,964,5264,1174,628,657,1914,15.79,15.15,65.36,98.15,0.19,0.89,0.53,0.01,0.23,40.3,4.97,12.78,7.44
860US72756,72756,13983,5562,7991,1030,2160,1128,1092,5749,1385,780,799,2053,15.87,14.68,63.93,98.37,0.02,0.88,0.4,0.01,0.32,41.14,5.77,9.76,7.36
860US72757,72757,934,379,533,65,143,79,77,385,97,49,51,143,16.66,15.28,63.51,98.28,0.04,1.13,0.33,0,0.22,43.57,5.19,12.42,7.26
860US72758,72758,11294,4417,6461,736,1695,935,797,4742,1083,565,658,1814,15.33,16.06,63.51,98.72,0.02,0.59,0.43,0,0.24,29.45,4.75,7.26,5.28
860US72745,72745,1990,767,1171,136,305,172,134,795,222,129,138,262,15.36,13.17,62.15,98.45,0.01,1.26,0.05,0.03,0.19,42.44,6.03,9.95,7.65
860US72716,72716,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US72714,72714,1669,1066,875,70,158,96,78,435,126,138,239,502,10.45,30.08,39.73,98.76,0.01,0.64,0.37,0,0.22,29.36,13.8,11.29,34.61
860US72715,72715,3138,2158,1658,76,181,136,136,647,239,304,556,1130,8.67,36.01,28.81,99.27,0.2,0.28,0.09,0,0.15,18.2,2.11,5.68,34.45
860US72719,72719,2041,798,1118,146,339,179,137,812,214,106,109,314,15.46,15.38,63.55,97.91,0.01,1.32,0.27,0.1,0.4,46.08,4.13,13.21,6.66
860US72739,72739,170,76,90,11,26,13,10,60,17,10,12,34,13.88,20.07,56.84,97.94,0.03,1.19,0.31,0.13,0.4,40.82,3.53,13.07,12.86
860US72736,72736,4210,1648,2287,308,688,389,301,1684,430,212,223,665,16.39,15.79,63.65,97.47,0.02,1.87,0.27,0.05,0.33,43.18,5.86,17.53,8.75
860US72722,72722,1245,470,696,94,204,117,93,519,129,63,62,172,16.89,13.84,65.67,97.68,0.03,1.76,0.2,0.02,0.31,44.23,5.9,16.05,7.89
860US72768,72768,967,373,530,73,157,92,72,394,98,48,50,146,17.02,15.14,64.56,97.36,0.03,2.07,0.24,0.01,0.3,42.34,6.63,18.81,9.31
860US72734,72734,3449,1275,1960,267,568,328,263,1469,363,176,166,439,17.13,12.72,66.8,97.82,0.04,1.68,0.16,0,0.3,44.95,5.85,15.03,7.3
860US72747,72747,197,76,108,15,32,19,15,81,20,10,10,29,17.17,14.98,64.78,97.34,0.03,2.11,0.23,0,0.29,42.12,6.82,19.12,9.45
860US72761,72761,13013,4940,7567,987,1919,1333,1404,5923,1221,577,548,1835,21.03,14.1,67.85,96.99,0.08,2.32,0.14,0.01,0.47,40.34,4.89,11.76,7.25
860US72704,72704,6046,2234,3665,465,1000,557,618,2932,573,267,227,579,19.44,9.58,72.73,98.33,0.23,0.9,0.18,0.01,0.35,38.42,3.32,12.61,6.04
860US72718,72718,149,53,87,12,25,14,11,66,16,8,7,16,17.1,10.6,68.69,98.28,0.04,1.28,0.09,0,0.31,47.66,5.01,11.21,5.13
860US72762,72762,9771,3710,5824,743,1606,895,882,4589,959,434,400,1035,18.18,10.59,71,98.55,0.05,0.86,0.25,0.01,0.28,36.92,4.14,10.75,5.66
860US72764,72764,19513,7614,11532,1408,3048,1719,1676,8814,1941,964,881,2450,17.4,12.56,68.01,98.29,0.38,0.8,0.28,0.01,0.25,38.46,5.46,11.22,6.04
860US72733,72733,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US72738,72738,645,246,387,44,99,56,45,290,70,34,30,77,15.66,11.95,67.17,97.72,1.04,0.58,0.43,0.01,0.21,29.67,4.92,8.24,6.04
860US71665,71665,46,16,27,3,8,4,2,22,5,2,1,4,14.27,8.6,74.25,92.51,5.61,0.25,1.13,0,0.5,23.55,7.29,8.3,10.96
860US71603,71603,36088,13486,20737,2822,5816,3354,2858,15895,3617,1852,1557,4525,17.21,12.54,67.98,67,32.03,0.21,0.48,0.01,0.27,34.63,6.82,17.87,6.07
860US72934,72934,612,242,346,50,108,58,38,262,63,31,30,69,15.58,11.2,68.53,96.02,0.05,3.53,0.1,0.06,0.24,48.74,7.59,18.27,15.22
860US72947,72947,2397,956,1357,175,375,224,165,1002,265,114,121,345,16.26,14.38,64.75,97.59,0.37,1.75,0.12,0.02,0.16,51.51,7.17,19.72,9.97
860US72946,72946,2348,969,1308,193,393,223,141,989,239,122,110,300,15.52,12.79,67.14,97.09,0,2.4,0.1,0.1,0.3,47.02,9.9,22.08,17.09
860US72952,72952,1529,565,883,121,281,144,100,675,155,75,74,146,15.97,9.52,70.52,95.24,0.37,4.09,0.14,0.01,0.15,49.64,5.17,13.28,10.92
860US72921,72921,8779,3283,5019,694,1522,818,647,3917,824,401,385,1025,16.68,11.68,69.85,96.62,1.51,1.6,0.12,0.01,0.15,46,8.12,15.38,7.91
860US72959,72959,4880,1924,2847,378,769,432,432,2192,480,248,196,613,17.71,12.56,68.43,97.53,0.86,1.06,0.11,0.03,0.42,45.67,6.98,16.4,8.11
860US72932,72932,793,292,460,63,150,74,50,347,83,39,41,69,15.68,8.65,70.76,94.29,0.12,5.35,0.09,0,0.15,51.59,4.22,12.18,11.84
860US72956,72956,18413,6669,10385,1585,3175,1726,1450,8278,1687,780,754,2138,17.25,11.61,70.81,95.73,1.39,2.01,0.71,0,0.15,46.61,4.75,15.26,6.65
860US72955,72955,238,88,138,19,45,22,15,104,25,12,12,21,15.68,8.65,70.76,94.29,0.12,5.35,0.09,0,0.15,51.59,4.22,12.18,11.84
860US72948,72948,304,112,176,24,57,28,20,133,32,15,15,27,15.76,8.85,70.64,94.52,0.11,5.13,0.09,0,0.15,51.16,4.33,12.39,11.63
860US72935,72935,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US72957,72957,1324,485,696,131,217,111,130,554,106,52,55,210,18.23,15.84,68.05,93.02,4.16,1.41,1.24,0,0.18,56.05,5.64,22.2,5.62
860US72301,72301,28893,9849,16454,2559,5357,3030,2473,13325,2725,1255,1063,2603,19.05,9.01,73.52,64.41,34.85,0.13,0.32,0.06,0.24,46.91,9.55,25.56,4.07
860US72364,72364,9543,3069,4937,964,2080,1065,771,4221,754,350,327,837,19.24,8.77,76.12,53.43,45.8,0.18,0.16,0.02,0.42,59.64,9.47,34.5,8.15
860US72376,72376,2092,675,990,226,485,235,172,829,158,81,76,235,19.45,11.24,73.64,31.2,68.3,0.29,0.07,0.04,0.11,71.53,15.35,46.53,4.49
860US72332,72332,2,1,1,0,1,0,0,1,0,0,0,0,19.58,10.9,74.81,30.73,68.73,0.34,0.03,0.05,0.1,72.1,13.96,45.08,4.03
860US72348,72348,1392,448,653,153,331,158,114,557,102,50,47,152,19.58,10.9,74.81,30.73,68.73,0.34,0.03,0.05,0.1,72.1,13.96,45.08,4.03
860US72327,72327,2170,700,1082,221,462,236,178,867,179,101,90,243,19.11,11.22,71.44,39.54,59.89,0.13,0.17,0.01,0.26,67.28,17.27,47.88,7.12
860US72339,72339,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US72331,72331,4398,1520,2125,420,892,488,307,1633,358,232,221,641,18.06,14.58,66.97,39.8,59.39,0.2,0.33,0,0.28,67.97,8.44,41.17,6.73
860US72384,72384,765,244,395,79,168,86,62,338,60,29,26,66,19.35,8.56,76.43,52.92,46.26,0.22,0.14,0.02,0.45,61.1,9.9,36.38,8.43
860US72386,72386,243,76,124,27,54,27,20,106,18,10,8,19,19.67,7.97,77.15,51.67,47.34,0.37,0.06,0.02,0.55,65.19,11.47,42.2,9
860US72325,72325,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US72106,72106,50,18,30,4,9,5,4,24,5,2,2,4,18.52,7.48,73.44,90.31,9.01,0.4,0.02,0,0.26,43.45,6.4,13.15,5.22
860US72076,72076,36427,12409,22694,3901,6248,3580,5229,20293,2711,938,699,1636,24.18,4.49,83.57,86.01,10.67,0.58,1.31,0.07,1.35,25.58,7.1,8.92,6.9
860US72120,72120,16639,5842,10507,1365,2985,1492,1254,8691,1668,680,466,784,16.5,4.71,78.37,96.78,2.28,0.27,0.29,0.02,0.37,19.58,2.91,4.5,4.65
860US72023,72023,13253,4633,7678,1058,2519,1402,1060,6474,1248,521,362,1071,18.58,8.08,75.84,98.3,0.72,0.45,0.21,0.04,0.28,36.74,5.28,12.12,7.4
860US72949,72949,0,0,0,0,0,0,0,0,0,0,0,0,16.45,14.79,64.12,97.72,0.46,1.58,0.12,0,0.12,52.63,6.48,19.1,NA
860US72941,72941,1799,658,1029,136,323,189,116,793,172,94,93,185,16.92,10.27,69.56,98.83,0,0.89,0.2,0,0.06,48.16,9.7,11.35,7.78
860US72933,72933,332,121,190,25,60,35,21,146,32,18,17,34,16.92,10.14,69.54,98.82,0,0.91,0.2,0,0.07,48.42,9.72,11.29,7.85
860US72087,72087,150,57,89,9,25,14,10,66,18,7,7,18,15.91,11.79,67.06,98.83,0.68,0.37,0.05,0,0.07,46.08,4.94,9.81,13.09
860US71909,71909,1866,703,1100,118,312,170,127,821,217,86,91,220,15.9,11.79,67.05,98.85,0.66,0.37,0.05,0,0.07,46.07,4.93,9.82,13.11
860US72104,72104,31,11,18,2,5,3,2,14,4,1,1,4,16.17,11.66,67.49,98.09,1.39,0.4,0.04,0,0.08,46.49,5.37,9.61,12.06
860US72065,72065,1680,574,965,137,322,180,122,797,159,64,63,138,17.97,8.24,74.74,81.79,17.37,0.49,0.08,0,0.27,39.4,5.78,14.94,5.75
860US72150,72150,144,51,86,10,27,14,8,67,13,8,6,13,15.53,8.73,72.02,88.99,10.65,0.09,0.09,0,0.18,47.54,8.02,14.83,4.63
860US72132,72132,1831,635,1022,177,362,181,174,900,133,60,47,152,19.38,8.3,78.61,88.74,10.23,0.69,0.19,0.04,0.12,44.59,8.34,9.72,6.23
860US71602,71602,16165,5749,9627,1281,2897,1601,1327,7568,1618,811,633,1342,18.11,8.3,72.67,84.83,14.53,0.29,0.12,0,0.23,46.07,6.69,15.78,5.51
860US72167,72167,801,215,497,42,128,72,70,389,82,40,31,88,17.67,10.93,69.92,93.92,5.4,0.58,0,0,0.1,48.74,8.01,8.22,4
860US72015,72015,15980,5688,9521,1071,2582,1480,1303,7128,1746,861,716,1875,17.41,11.73,67.47,93.34,6.04,0.28,0.14,0.01,0.19,46.79,5.47,11.81,4.76
860US71822,71822,9525,3783,5113,822,1772,883,694,4018,847,422,384,1255,16.55,13.18,69.41,72.49,26.76,0.52,0.11,0.03,0.08,44.91,7.77,17.27,14.91
860US72168,72168,1141,355,606,97,194,172,132,503,90,56,53,149,26.62,13.07,69.56,38.79,60.66,0.26,0.1,0.01,0.17,67.3,6.88,37.74,11.66
860US71601,71601,28276,10231,15502,2519,4586,3119,3110,12251,2329,1293,1304,3969,22.03,14.04,68.45,35.86,63.66,0.1,0.15,0.02,0.21,45.02,9.49,30.34,6.65
860US72182,72182,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US72046,72046,5801,2151,3059,479,964,579,476,2323,522,267,296,940,18.18,16.21,64.92,66.32,33.36,0.16,0.03,0,0.13,58.04,6.07,27.25,8.94
860US72004,72004,2661,833,1413,229,453,396,304,1168,212,131,123,345,26.32,12.95,69.54,39.49,59.92,0.27,0.11,0.01,0.19,67.4,6.79,37.16,11.96
860US72175,72175,584,183,310,50,99,87,67,256,47,29,27,76,26.32,12.95,69.54,39.49,59.92,0.27,0.11,0.01,0.19,67.4,6.79,37.16,11.96
860US72152,72152,1842,577,978,159,314,274,210,809,147,90,85,238,26.32,12.95,69.54,39.49,59.92,0.27,0.11,0.01,0.19,67.4,6.79,37.16,11.96
860US72133,72133,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US72072,72072,703,265,358,57,131,74,49,283,57,29,36,104,17.46,14.82,67.03,62.51,36.92,0.31,0.09,0,0.18,64.62,5.37,29.61,12.84
860US72079,72079,341,118,191,33,68,34,32,168,25,11,9,28,19.37,8.28,78.65,89.03,9.93,0.69,0.19,0.04,0.12,44.55,8.35,9.63,6.22
860US71659,71659,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US71644,71644,436,150,232,39,73,52,38,175,42,25,20,61,20.56,14.11,65.91,42.08,57.77,0.04,0.04,0.04,0.04,61.45,6.29,37.15,8.23
860US71853,71853,236,93,125,21,44,23,18,100,20,10,9,32,17.03,13.4,69.76,68.59,30.8,0.38,0.1,0.03,0.1,42.51,7.39,17,15.1
860US71836,71836,3454,1316,1870,279,624,318,258,1409,334,174,166,461,16.67,13.33,66.92,76.29,22.85,0.74,0.08,0.01,0.03,54.3,7.5,26.47,10.73
860US71866,71866,736,309,414,57,140,58,47,306,74,37,32,89,14.16,12.04,68.34,90.7,7.94,1.16,0.13,0.07,0,53.72,9.78,16.19,15.06
860US71865,71865,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US71820,71820,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US72927,72927,156,57,89,12,28,16,10,69,15,8,8,16,16.92,10.14,69.54,98.82,0,0.91,0.2,0,0.07,48.42,9.72,11.29,7.85
860US72007,72007,2270,774,1285,164,478,231,147,1043,233,91,77,183,16.69,8.07,74.25,99.03,0.2,0.57,0.04,0,0.14,42.3,5.43,15.69,7.17
860US72176,72176,1953,666,1106,141,413,199,126,897,201,78,66,157,16.64,8.03,74.24,99.03,0.21,0.58,0.04,0,0.14,42.46,5.46,15.81,7.19
860US72024,72024,4152,1609,2248,330,725,360,296,1702,371,209,199,606,15.79,14.6,66.39,86.42,13.21,0.33,0.03,0,0.01,51.32,5.17,17.02,7.56
860US72086,72086,8174,2891,4547,649,1500,783,579,3594,766,359,350,956,16.66,11.69,70.26,85.32,14.15,0.34,0.06,0.01,0.12,46.52,5.15,16.9,7.81
860US72083,72083,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US72142,72142,2122,881,1154,208,350,203,170,865,195,121,101,283,17.56,13.33,67.02,63.73,35.99,0.23,0.01,0,0.05,55.81,7.17,30.96,19.59
860US72037,72037,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US72727,72727,3522,1364,2113,253,534,304,287,1620,367,175,146,424,16.79,12.04,68.35,97.19,1.47,0.53,0.39,0.02,0.4,34.29,5.64,10.82,6.2
860US72773,72773,75,28,45,5,12,6,5,34,8,4,3,9,15.82,11.6,68.38,97.59,1.21,0.47,0.5,0.01,0.22,27.83,4.71,8.04,5.62
860US71854,71854,32598,12800,18118,2748,5404,2933,2519,13620,3068,1700,1638,4420,16.73,13.56,66.79,72.18,26.94,0.38,0.24,0,0.27,44.07,6.46,19.39,8.23
860US71839,71839,230,83,128,18,44,24,15,100,23,11,9,23,17,10.12,70.84,77.54,20.95,1.06,0.11,0,0.33,46.36,7.34,23.22,10.31
860US71840,71840,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US71837,71837,2739,985,1511,249,479,251,206,1147,262,126,139,337,16.66,12.29,68.46,93.36,6.3,0.15,0.02,0,0.18,51.98,5.02,17.7,6.8
860US71834,71834,2199,791,1212,201,384,201,165,920,210,101,112,271,16.66,12.32,68.42,93.61,6.06,0.13,0.02,0,0.18,52.07,4.98,17.61,6.74
860US72016,72016,197,70,112,16,35,17,14,88,17,10,9,22,16.17,11.38,70.34,89.13,10.61,0.26,0,0,0,45.77,6.32,19.59,4.51
860US72126,72126,56,20,33,4,10,5,4,26,5,3,2,6,15.89,10.2,71.51,92.14,7.44,0.4,0.02,0,0,43.01,6.59,16.34,5.05
860US72135,72135,1568,554,905,124,280,139,108,716,141,75,70,163,15.77,10.38,71.43,90.25,9.35,0.3,0.08,0,0.02,42.11,6,17.27,4.85
860US72040,72040,0,0,0,0,0,0,0,0,0,0,0,0,16.64,8.03,74.24,99.03,0.21,0.58,0.04,0,0.14,42.46,5.46,15.81,NA
860US72017,72017,0,0,0,0,0,0,0,0,0,0,0,0,16.64,8.03,74.24,99.03,0.21,0.58,0.04,0,0.14,42.46,5.46,15.81,NA
860US72060,72060,0,0,0,0,0,0,0,0,0,0,0,0,16.64,8.03,74.24,99.03,0.21,0.58,0.04,0,0.14,42.46,5.46,15.81,NA
860US72066,72066,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US72201,72201,367,227,243,23,25,19,57,188,29,16,18,68,20.75,18.57,64.37,61.32,36.67,0.52,0.48,0.01,1,35.96,5.86,20.79,9.86
860US72202,72202,18880,8115,10361,1708,2904,1627,2008,8314,1423,783,817,2931,19.26,15.52,68.47,36.09,63.21,0.22,0.2,0.06,0.21,40.75,7.95,26.9,8.75
860US72206,72206,34276,12669,18890,3279,6062,3433,3150,15145,2958,1440,1467,3919,19.21,11.43,71.44,39.98,59.12,0.23,0.13,0.04,0.5,45.8,8.58,23.59,9.2
860US72204,72204,35946,13471,21034,3354,6103,2996,3654,16785,2964,1668,1426,3641,18.5,10.13,73,51.01,47.55,0.28,0.57,0.02,0.56,30.95,5.75,18.63,5.92
860US72205,72205,22058,9922,14294,1199,2396,1358,2463,10704,2055,1259,1103,3338,17.32,15.13,64.83,84.88,13.65,0.2,0.87,0,0.41,15.54,2.53,7.14,4.6
860US72207,72207,9663,4374,6055,482,1096,640,724,4315,1014,594,551,1611,14.12,16.67,60.98,97.75,1.63,0.16,0.29,0.01,0.16,8.81,2.61,5.12,2.81
860US72225,72225,870,466,562,36,84,48,94,426,65,50,50,158,16.29,18.2,62.83,95.4,3.57,0.16,0.61,0,0.26,14.23,1.63,6.41,5.66
860US72217,72217,353,177,210,16,35,19,24,150,34,19,21,79,12.38,22.29,57.04,98.59,0.97,0.19,0.15,0,0.1,8.31,2.29,4.14,3
860US72209,72209,34358,13444,22028,3127,5612,2882,3902,18059,3243,1392,1042,1870,19.74,5.44,78,86.14,12.18,0.42,0.58,0,0.68,23.62,5.55,8.19,5.55
860US72215,72215,1211,532,769,37,118,88,78,453,173,111,88,231,13.68,19.06,50.24,91.88,7.27,0.11,0.52,0.01,0.21,10.1,2.02,3.23,1.64
860US72227,72227,11839,4946,7741,647,1714,923,875,5809,1368,686,492,1122,15.19,9.48,69.01,96.38,2.38,0.16,0.72,0.02,0.34,7.01,2.52,4.26,4.13
860US72212,72212,3905,1524,2573,281,667,306,283,2072,419,171,116,177,15.08,4.54,77.33,93.73,4.79,0.21,0.93,0.02,0.32,8,2.11,3.78,5.5
860US72211,72211,7448,3043,4956,584,1164,544,784,4120,669,292,211,401,17.83,5.38,78.8,86.37,12.23,0.33,0.72,0,0.35,14.93,2.66,5.74,5.21
860US72221,72221,959,441,694,64,122,58,131,577,86,39,25,45,19.74,4.67,79.57,93.56,4.88,0.33,0.91,0,0.32,6.58,1.84,3.34,4.61
860US72210,72210,5516,2028,3368,422,1004,519,413,2728,567,232,188,374,16.89,6.78,75.31,93.3,5.85,0.59,0.13,0,0.12,31.14,3.25,8.85,7.52
860US72214,72214,1033,382,644,88,170,82,95,496,103,53,42,82,17.16,7.9,72.96,74.57,24.09,0.41,0.45,0.03,0.46,30.71,4.88,16.09,6.02
860US72114,72114,17321,7165,9017,1543,2612,1467,1580,6545,1347,1027,986,3260,17.59,18.82,61.78,51.38,47.71,0.31,0.15,0.01,0.44,56.29,8.83,30.49,7.6
860US72117,72117,14492,5143,8251,1321,2554,1407,1319,6321,1491,721,615,1460,18.81,10.08,70.36,63.38,35.93,0.28,0.16,0.02,0.23,47.88,5.51,17.08,6.24
860US72119,72119,486,232,247,32,52,36,49,175,36,28,30,134,17.59,27.51,53.17,62.73,34.92,0.2,1.02,0,1.12,50.65,8.68,25.36,6
860US72115,72115,856,409,435,56,91,64,87,308,63,49,53,235,17.59,27.51,53.17,62.73,34.92,0.2,1.02,0,1.12,50.65,8.68,25.36,6
860US72118,72118,22180,8601,14176,1751,3303,1728,2185,10926,2221,1152,956,1872,17.64,8.44,72.04,94.39,4.89,0.32,0.14,0,0.25,30.78,4.12,7.36,4.54
860US72116,72116,18140,7562,11830,942,2454,1515,1468,8264,2293,1191,1057,1941,16.45,10.7,64.27,98.15,1.29,0.15,0.19,0,0.23,15.3,3.01,3.68,4.75
860US72190,72190,1334,568,885,53,148,105,105,562,188,107,98,178,15.75,13.36,57.18,98.61,0.81,0.18,0.12,0,0.28,10.87,2.48,3.86,3.61
860US72099,72099,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US72124,72124,1160,398,740,83,222,96,62,570,130,64,41,49,13.61,4.24,75.45,98.84,0.49,0.1,0.37,0.02,0.17,14.38,1.75,2.4,3.62
860US72231,72231,785,250,412,77,147,82,65,321,72,36,36,94,18.68,12.01,69.41,34.73,64.9,0.22,0.04,0.02,0.08,60.27,8.36,23.82,4.42
860US72053,72053,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US72183,72183,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US72180,72180,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US72103,72103,8053,2939,4958,675,1487,743,709,4117,784,293,237,459,18.02,5.69,77.97,94.55,4.52,0.35,0.19,0.01,0.38,31.57,5.04,7.17,6.89
860US72164,72164,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US72002,72002,7836,2691,4703,609,1518,761,549,3969,751,279,235,474,16.72,6.05,77.8,96.53,2.71,0.36,0.19,0.01,0.2,34.06,5.67,7.09,7.02
860US72223,72223,7717,2669,4761,642,1472,646,385,3866,794,306,246,391,13.36,5.07,77.49,92.35,6.5,0.3,0.67,0,0.18,18.76,3.1,6.2,6.42
860US72122,72122,497,181,296,33,88,46,32,229,55,22,21,48,15.59,9.72,70.51,98.87,0.49,0.55,0.05,0,0.04,41.53,6.09,9.47,9.89
860US72222,72222,69,24,43,6,13,6,3,35,7,3,2,3,12.58,4.36,78.41,90.81,7.92,0.18,0.86,0,0.23,13.81,2.28,5.24,6.4
860US72199,72199,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US72113,72113,3169,1181,1991,268,584,271,255,1731,238,108,80,160,16.59,5.03,81.53,83.38,15.59,0.58,0.12,0.03,0.3,33.51,2.65,9.51,8.94
860US72203,72203,813,545,558,43,39,33,132,424,66,38,40,162,20.29,19.99,62.24,72.03,25.69,0.54,0.54,0,1.2,33.81,5.3,19.03,9.85
860US72260,72260,320,215,220,17,15,13,52,167,26,15,16,64,20.29,19.99,62.24,72.03,25.69,0.54,0.54,0,1.2,33.81,5.3,19.03,9.85
860US72018,72018,2057,898,1215,123,249,162,170,809,214,145,146,370,16.16,17.99,57.48,99.52,0.11,0.07,0.09,0,0.21,43.04,3.05,11.79,5.86
860US72019,72019,11109,3830,6743,793,1973,1031,809,5356,1212,491,399,885,16.56,7.97,73.11,98.78,0.7,0.3,0.13,0,0.1,32.16,5.14,7.91,6.55
860US72022,72022,5286,1869,3181,387,1003,520,381,2582,558,193,194,368,17.05,6.96,75.15,97.89,1.53,0.28,0.14,0.01,0.14,40.56,6.59,8.65,7.04
860US72011,72011,2399,837,1417,184,452,237,172,1139,240,102,88,194,17.05,8.08,74,96.62,2.51,0.54,0.12,0,0.21,39.61,6.05,11.45,4.85
860US72089,72089,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US72944,72944,1870,735,1047,127,304,194,125,808,172,97,94,268,17.06,14.31,66.23,97.63,0.59,1.48,0.22,0,0.08,50.91,10.97,14.42,10.92
860US72904,72904,20808,8562,11698,1673,3318,1796,1696,8485,2031,1214,1120,2968,16.78,14.26,64.76,83.97,12.8,1.23,1.18,0.02,0.8,45.77,6.06,17.59,9.12
860US72901,72901,22621,10585,13371,1680,2847,1925,2343,9710,2238,1269,1219,3657,18.87,16.17,62.94,88.11,8,1.22,1.72,0.01,0.95,36.85,7.62,15.81,10.3
860US72916,72916,3889,1404,2301,329,701,354,321,1869,353,161,148,324,17.36,8.33,74.55,96.23,0.37,1.13,1.81,0.02,0.44,39.03,6.29,12.3,6.94
860US72919,72919,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US72903,72903,19170,8017,11835,1324,2736,1593,1792,9070,1900,951,846,2342,17.66,12.22,68.49,96.37,1.51,0.7,0.8,0.03,0.6,18.58,3.71,8.49,7.03
