HEROP_ID,GEOID,TotPop,TotPopHh,TotVetPop,TotUnits,TotWrkE,WhiteP,BlackP,AmIndP,AsianP,PacIsP,OtherP,HispP,ChildrenP,Age15_24P,Und45P,Ovr65P,Age0_4,Age5_14,Age15_19,Age20_24,Age15_44,Age45_49,Age50_54,Age55_59,Age60_64,AgeOv65,AgeOv18,Age18_64,DisbP,NoHsP,VetP,NonRelFhhP,NonRelNfhhP,BedCnt,PntInTm,YrlyBedCnt,UnempP,PovP,MedInc,PciE,ForDqP,ForDqTot,GiniCoeff,EduP,HghRskP,HltCrP,RetailP,EssnWrkE,EssnWrkP,NoIntP,VacantP,MobileP,LngTermP,RentalP,UnitDens,AreaSqMi,AlcTot,AlcDens,AlcPerCap,DsmBlk,IntrBlkWht,IsoBlk,DsmHsp,IntrHspWht,IsoHsp,DsmAs,IntrAsWht,IsoAs,Ndvi,TotTracts,BupCtTmDr,BupCtTmBk,BupCtTmWk,MetCtTmDr,MetCtTmBk,MetCtTmWk,NalCtTmDr,NalCtTmBk,NalCtTmWk,BupAvTmDr,BupAvTmBk,BupAvTmWk,MetAvTmDr,MetAvTmBk,MetAvTmWk,NalAvTmDr,NalAvTmBk,NalAvTmWk,BupTmDrP,BupTmBkP,BupTmWkP,MetTmDrP,MetTmBkP,MetTmWkP,NalTmDrP,NalTmBkP,NalTmWkP,FqhcCtTmDr,FqhcAvTmDr,FqhcTmDrP,HospCtTmDr,HospAvTmDr,HospTmDrP,RxCtTmDr,RxAvTmDr,RxTmDrP,MhCtTmDr,MhAvTmDr,MhTmDrP,SutpCtTmDr,SutpAvTmDr,SutpTmDrP,OtpCtTmDr,OtpAvTmDr,OtpTmDrP,DrgRlDth,TotPcp,TotSp,PcpPer100k,SpPer100k,OpRxRt20,OdMortRt14,OdMortRt15,OdMortRt16,OdMortRt17,OdMortRt18,OdMortRt19,OdMortRt20,RcaUrbanP,RcaSubrbP,RcaRuralP,CenFlags,TotPop10,UrbPop10,RuralPop10,CenRuralP,DmySgrg,DmyBlckBlt,PrcNtvRsrv,SviTh1,SviTh2,SviTh3,SviTh4,SviSmryRnk,TtlPrPpr,FmlPrPpr,MlPrPpr,AapiPrPpr,BlckPrPpr,LtnxPrPpr,NtvPrPpr,WhtPrPpr,TtlPrAPpr,FmlPrAPpr,MlPrAPpr,AapiPrAPpr,BlckPrAPpr,LtnxPrAPpr,NtvPrAPpr,WhtPrAPpr,TtlPrPp,FmlPrPp,MlPrPp,AapiPrPp,BlckPrPp,LtnxPrPp,NtvPrPp,WhtPrPp,TtlPrAPp,FmlPrAPp,MlPrAPp,AapiPrAPp,BlckPrAPp,LtnxPrAPp,NtvPrAPp,WhtPrAPp,TtlJlPpr,FmlJlPpr,MlJlPpr,AapiJlPpr,BlckJlPpr,LtnxJlPpr,NtvJlPpr,WhtJlPpr,TtlJlAdmr,TtlJlPrtr,TtlJlPp,FmlJlPp,MlJlPp,AapiJlPp,BlckJlPp,LtnxJlPp,NtvJlPp,WhtJlPp,TtlJlAdm,TtlJlPrt
050US01021,1021,43930,43527,2699,19586,17500,83.31,9.44,0.28,0.43,0,6.53,7.78,0.24,12.29,58.22,15.77,2767,5972,2823,2575,16835,2843,2813,3037,2736,6927,33283,26356,17.7,17.8,8.11,2.67,18.36,545,430,544,7.1,18.6,24600,24611,10.42,52.33,0.48,6.06,34.55,9.74,11.77,10064,57.51,27.34,14.47,32.33,26.94,25.15,28.27,692.85,3,0,0,0.36,0.75,0.16,0.43,0.73,0.15,0.75,0.76,0.02,0.25,9,6,1,NA,6,1,NA,6,1,NA,26.47,99.22,NA,23.62,70.78,NA,23.62,70.78,NA,0.67,0.11,NA,0.67,0.11,NA,0.67,0.11,NA,9,12.21,1,9,15.86,1,9,7.7,1,9,15.53,1,9,13.56,1,6,23.62,0.67,66,13,8,29.59,18.21,39.3,14.2,17,15.6,17.8,19.7,18.7,23,0,0.33,0.67,NA,43643,5785,37858,0.87,1,0,0,0.77,0.85,0.7,0.36,0.76,613.95,127.67,1100.93,NA,1446.84,NA,NA,564.45,276.81,106.39,447.47,NA,605.65,NA,NA,258.16,173,18,155,NA,43,NA,NA,129,78,15,63,NA,18,NA,NA,59,603.54,256.17,864.39,407.89,939.28,187.27,0,552.63,9784.5,0,170,36,122,0.62,28,4,0,126,2756,0
050US01023,1023,13075,12892,771,7344,4264,56.75,42.75,0.07,0.1,0,0.33,0.56,0.2,11.48,49.03,22.06,671,1467,807,694,4273,826,980,1074,900,2884,10425,7541,28.4,18.59,7.4,1.37,7.58,0,0,0,10.6,22.2,20616,22182,17.7,53,0.48,9.92,37.29,14,14.63,2672,62.66,32.6,27.15,31.59,39.6,20.32,8.04,913.46,3,0,0,0.45,0.39,0.6,0.54,0.66,0.01,0.93,0.15,0,0.26,4,0,0,NA,0,NA,NA,0,NA,NA,66.75,216.5,NA,74.06,NA,NA,78.41,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,3,26.06,0.75,3,23.11,0.75,4,13.83,1,3,23.11,0.75,3,23.84,0.75,0,74.06,0,NA,4,0,30.59,0,37.8,14.1,14.4,17.6,18.9,18.9,8,9.6,0,0,1,NA,13859,0,13859,1,0,1,0,0.91,0.91,0.59,0.58,0.87,699.39,119.16,1338.23,NA,1056.84,NA,NA,408.26,112.4,0,236.16,0,114.25,0,0,113.4,56,5,51,NA,37,NA,NA,18,9,0,9,0,4,0,0,5,342.42,48.29,561.05,0,262.16,666.67,0,183.61,8573.24,38.05,27,2,21,0,9,0.42,0,8,676,3
050US01025,1025,24387,24023,1130,12741,7647,53.04,45.82,0.1,0.5,0,0.54,0.2,0.22,13.07,53.43,18.97,1364,2966,1611,1576,8701,1568,1749,1940,1473,4626,18998,14372,17.1,18.82,5.95,1.65,5.33,0,0,0,14.4,25.4,20939,21111,16.69,56.29,0.52,5.71,39.28,12.68,12.38,4895,64.01,36.45,26.55,26.53,40.42,32.53,10.29,1238.41,3,0,0,0.22,0.49,0.5,0.59,0.66,0.01,0.41,0.57,0.01,0.26,9,3,1,NA,0,NA,NA,0,NA,NA,38.54,163.37,NA,111,NA,NA,116.62,NA,NA,0.33,0.11,NA,0,NA,NA,0,NA,NA,0,57.56,0,5,29.46,0.56,6,18.21,0.67,4,36.34,0.44,0,80.82,0,0,111,0,15,17,5,69.71,20.5,65.9,12.5,13.6,14.7,16.5,16.5,10.6,11.2,0,0.11,0.89,NA,25833,6205,19628,0.76,0,1,0,0.94,0.62,0.48,0.73,0.85,881.51,110.93,1736.16,0,1427.4,0,0,410.36,220.38,NA,NA,NA,NA,NA,NA,NA,136,9,127,0,104,0,0,32,34,NA,NA,NA,NA,NA,NA,NA,1324.02,87.57,2713.23,0,1746.05,1638.74,2464.79,1002.08,11988.67,882.68,201,7,195,0,125,3.13,1.75,77,1820,134
050US01027,1027,13378,13128,788,6802,5542,83.02,14.78,1.16,0.13,0,0.91,3.1,0.21,13.27,51.88,19.82,670,1648,893,882,4623,814,1010,1126,835,2652,10559,7907,15.3,24.5,7.46,2.01,10,0,0,0,6.4,18.4,22090,23147,12.77,30.5,0.47,7.81,41.9,12.56,11.12,3683,66.46,26.11,23.02,20.94,31.65,27.64,11.26,603.96,NA,NA,NA,0.19,0.78,0.16,0.41,0.74,0.06,0.62,0.81,0,0.27,4,3,2,2,0,0,NA,0,0,NA,14.34,37.93,112.77,67.88,223.62,NA,65.38,214.03,NA,0.75,0.5,0.5,0,0,NA,0,0,NA,3,19.73,0.75,3,19.73,0.75,3,14.34,0.75,3,21.45,0.75,0,48.35,0,0,67.88,0,15,4,4,29.9,29.9,81.7,13.9,14.7,16.4,17.4,17,12.2,13.7,0,0.5,0.5,NA,13932,0,13932,1,0,0,0,0.82,0.67,0.42,0.16,0.56,922.09,93.2,1775.86,NA,3035.02,NA,NA,555.96,567.44,163.09,983.92,NA,1556.42,NA,NA,395.03,78,4,74,NA,39,NA,NA,38,48,7,41,NA,20,NA,NA,27,1128.67,352.2,2573.35,0,1831.21,738.01,0,982.55,13591.54,451.47,95,15,107,0,23,2,0,67,1144,38
050US01029,1029,14938,14769,715,6806,5628,94.18,2.63,0.26,0.02,0,2.91,2.42,0.23,11.08,53.71,18.76,821,2017,895,760,5185,1109,1001,966,1036,2803,11500,8697,22.6,22.63,6.23,2.47,14.95,0,0,0,7.5,18.5,20988,21989,11.38,37.25,0.46,8.97,38.56,10.34,13.49,3164,56.22,31.97,15.87,30.3,27.76,24.35,12.15,560.1,1,0,0,0.35,0.91,0.04,0.49,0.89,0.05,0.79,0.95,0,0.27,4,3,0,0,2,0,NA,2,0,NA,31.48,110.53,330.62,38.27,142.93,NA,39.05,134.37,NA,0.75,0,0,0.5,0,NA,0.5,0,NA,2,20.08,0.5,3,31.48,0.75,4,16.94,1,3,18.11,0.75,2,33.28,0.5,2,38.44,0.5,25,2,0,13.39,0,5.7,18.6,20.1,22.6,21.9,24.2,13.9,18.4,0,0.75,0.25,NA,14972,0,14972,1,0,0,0,0.87,0.66,0.34,0.1,0.54,711.36,172.86,1247.31,NA,2187.5,NA,NA,667.74,485.02,151.25,817.2,0,2187.5,0,0,437.49,66,8,58,NA,7,NA,NA,58,45,7,38,0,7,0,0,38,724.48,283.35,1373.39,0,2614.38,3333.33,0,714.78,8855.97,670.42,67,13,64,0,8,7,0,62,819,62
050US01031,1031,51288,50687,6439,23088,21725,75.89,17.21,1.2,1.3,0,4.39,6.92,0.24,12.4,57.74,16.33,3178,6839,3271,3088,19597,3470,3367,3543,2919,8375,39127,30752,17.7,13.84,16.95,2.15,13.55,0,0,0,5.9,15.1,26766,27577,6.82,23.29,0.44,9.28,21.8,13.48,10.97,12009,55.28,17.01,14.29,13.6,22.17,35.21,34,678.98,3,0,0,0.4,0.62,0.25,0.4,0.62,0.11,0.49,0.63,0.03,0.22,14,12,5,NA,3,NA,NA,0,NA,NA,15.4,54.45,NA,42.82,NA,NA,45.27,NA,NA,0.86,0.36,NA,0.21,NA,NA,0,NA,NA,11,18.96,0.79,12,16.09,0.86,14,9.71,1,11,18.93,0.79,3,35.74,0.21,3,42.82,0.21,48,26,24,50.69,46.79,74.4,9.6,9.6,11.4,11.8,11.5,9.8,11.2,0,0.43,0.57,NA,49948,26375,23573,0.47,0,0,0.77,0.54,0.81,0.73,0.19,0.54,610.05,42.66,1178.48,NA,2003.61,NA,NA,328.37,204.37,54.85,354.16,NA,525.54,NA,NA,136.47,200,7,193,NA,122,NA,NA,77,67,9,58,NA,32,NA,NA,32,387.23,96.95,622.28,126.6,1131.33,128.98,204.44,199.52,4719.41,335.8,128,16,103,0.79,69,3,0.92,47,1560,111
050US01033,1033,54495,54059,3839,26466,22436,79.43,15.81,0.67,0.49,0.05,3.54,2.48,0.21,11.56,53.01,19.27,3098,6461,3134,3164,19330,3578,3817,3831,3878,10502,42887,32385,18.7,15.57,8.96,1.8,12.78,0,0,0,5.9,16.3,24729,24918,9.95,62.5,0.45,7.23,30.61,13.67,13.01,12531,55.85,25.21,17.63,9.28,30.25,27.29,44.65,592.74,9,0.02,0,0.28,0.71,0.23,0.34,0.8,0.04,0.36,0.8,0.01,0.19,14,14,9,6,13,7,NA,13,3,NA,9.84,31.15,107.66,14.1,44.86,NA,17.3,62.19,NA,1,0.64,0.43,0.93,0.5,NA,0.93,0.21,NA,13,11.92,0.93,14,10.31,1,14,3.67,1,14,10.48,1,14,13.17,1,13,14.1,0.93,51,38,53,69.73,97.26,150,10.4,11.2,12,12.4,12.7,11.7,12.8,0.64,0.36,0,NA,54428,30537,23891,0.44,0,0,0,0.65,0.69,0.4,0.1,0.43,744.34,96.63,1422.53,NA,1570.05,NA,NA,596.41,311.11,73.9,559.49,NA,517.6,NA,NA,278.08,256,17,239,NA,91,NA,NA,163,107,13,94,NA,30,NA,NA,76,314.07,102.11,548.96,0,973.69,679.09,0,223.85,5292.7,250.09,108,18,92,0,57,5.65,0,61,1820,86
050US01035,1035,12514,12469,776,7143,3892,50.89,47.71,0.45,0.14,0,0.8,0.84,0.21,11.87,50.38,21.63,715,1466,872,613,4124,740,861,1075,826,2707,9863,7156,22.8,19.25,7.87,2.12,10.22,0,0,0,11.5,22.2,17857,17542,16.78,40,0.44,4.7,31.29,12.08,16.42,2546,65.42,44.1,35.97,28.74,41.25,23.39,8.4,850.2,1,0,0,0.24,0.46,0.52,0.62,0.59,0.04,0.86,0.43,0.01,0.25,5,4,1,1,0,NA,NA,0,NA,NA,23.48,71.32,259.63,66.09,NA,NA,66.09,NA,NA,0.8,0.2,0.2,0,NA,NA,0,NA,NA,4,23.24,0.8,4,23.48,0.8,4,17,0.8,1,43.92,0.2,1,44.93,0.2,0,66.09,0,23,7,3,55.94,23.97,113.3,15.5,16.9,18.8,20.6,21.3,14.9,21,0,0,1,NA,13228,2520,10708,0.81,0,1,0,0.95,0.97,0.44,0.21,0.81,591.33,101.81,1113.83,0,912.75,0,0,299.16,197.11,NA,NA,NA,NA,NA,NA,NA,45,4,41,0,34,0,0,11,15,NA,NA,NA,NA,NA,NA,NA,475.81,357.51,2602.74,0,594.76,0,0,437.88,0,171.82,36,14,95,0,22,0,0,16,0,13
050US01037,1037,10855,10465,1059,6558,4110,65.71,34.21,0.08,0,0,0,0.46,0.17,10.4,46.47,21.81,342,1154,550,579,3548,778,768,1109,788,2368,9005,6637,22.6,20.35,11.76,2,10.34,0,0,0,5.8,14,19227,22963,10.7,31.67,0.46,5.91,32.85,12.17,8.64,2381,57.93,27.21,37.44,30.73,43.16,18.01,10.08,650.91,NA,NA,NA,0.53,0.43,0.56,0.67,0.68,0.01,0,0,0,0.25,3,1,0,NA,0,0,NA,0,0,NA,30.88,111.31,NA,78.22,234.22,NA,51.94,183.23,NA,0.33,0,NA,0,0,NA,0,0,NA,1,28.21,0.33,2,28.5,0.67,2,17.54,0.67,1,30.89,0.33,1,37.06,0.33,0,78.22,0,15,0,0,0,0,0,12,13,14.6,16,16.1,12,15.3,0,0,1,NA,11539,0,11539,1,0,0,0,0.69,0.38,0.53,0.29,0.53,1101.26,147.58,1997.78,0,1516.46,0,0,937.08,457.67,177.1,721.42,0,303.29,0,0,557.79,77,5,72,0,35,0,0,42,32,6,26,0,7,0,0,25,668.99,238.73,1134.75,0,932.09,705.88,0,610.17,12856.31,349.04,46,8,40,0,21,1.08,0,27,884,24
050US01039,1039,37351,36685,2902,18907,14899,84.67,12.92,0.16,0.43,0.03,1.8,1.62,0.22,11.08,51.69,20.48,2142,4634,2086,2051,12529,2266,2629,2642,2859,7650,29161,21511,20.9,17.13,9.96,1.9,15.12,0,0,0,8.7,18.3,23932,23071,10.09,28.64,0.46,6.07,31.53,12.53,11.33,8408,56.43,26.27,20.62,21.58,30.22,25.97,18.35,1030.55,3,0,0,0.42,0.72,0.24,0.29,0.82,0.02,0.57,0.77,0.01,0.24,14,13,5,NA,0,NA,NA,0,NA,NA,13.14,56.15,NA,84.48,NA,NA,75,NA,NA,0.93,0.36,NA,0,NA,NA,0,NA,NA,0,44.72,0,13,13.5,0.93,13,9.78,0.93,13,12.12,0.93,13,20.05,0.93,0,82.94,0,36,30,31,80.32,83,85.3,13.4,13.4,15.8,15.3,15.4,12,16.9,0,0.07,0.93,NA,37765,11461,26304,0.7,0,0,0,0.82,0.91,0.39,0.47,0.77,1658.4,281.76,3090.04,0,3691.92,0,0,1380.86,970.66,315.92,1651.57,NA,1941.44,NA,NA,838.93,381,33,348,0,116,0,0,265,223,37,186,NA,61,NA,NA,161,958.57,346.62,1802.13,0,1482.31,880.43,0,940.6,3904.94,728.86,217,40,200,0,45.67,3.24,0,178,884,165
050US01041,1041,13865,13703,761,6790,5612,71.68,23.07,0.79,1.36,0,3.12,1.98,0.22,11.61,54.09,18.33,787,1793,862,748,4919,815,1011,1070,928,2542,10749,8207,21.1,21.61,7.11,1.76,16.22,0,0,0,5.8,15.7,20180,23353,12.17,22.83,0.5,8,31.43,12.19,11.67,3165,56.4,30.51,25.99,27.3,31.95,26.19,11.15,608.86,1,0,0,0.12,0.7,0.24,0.46,0.71,0.05,0.73,0.68,0.05,0.27,6,0,0,NA,0,NA,NA,0,NA,NA,45.42,162.66,NA,80.1,NA,NA,81.44,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,2,28.13,0.33,3,23.09,0.5,3,24.59,0.5,3,23.09,0.5,0,45.2,0,0,80.1,0,NA,2,2,14.42,14.42,33.4,10.3,10.9,12.9,13.4,13.1,9.5,11.4,0,0.67,0.33,NA,13906,0,13906,1,0,0,0.01,0.73,0.86,0.7,0.24,0.69,528.8,NA,NA,NA,NA,NA,NA,NA,137.95,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,577.1,112.46,1375.06,0,826.83,3629.14,0,728.86,9002.77,265.47,50,5,58,0,18,5.48,0,45,780,23
050US01043,1043,82313,81113,5149,37652,33003,95.24,1.21,0.42,0.41,0,2.72,4.3,0.23,11.89,55.21,17.98,4979,10332,5009,4781,30134,5257,5756,5716,5336,14803,63741,48938,17.6,18.19,8.08,1.91,18.33,0,0,0,5.5,15.8,23467,22980,10.66,57.82,0.45,5.97,30.72,14.11,14.03,18862,57.15,22.02,18.38,22.88,29.26,25.42,51.24,734.78,6,0.01,0,0.58,0.91,0.05,0.35,0.9,0.07,0.65,0.89,0.01,0.24,18,16,5,3,15,4,NA,15,4,NA,16.86,52.57,196.45,20.98,66.83,NA,20.98,66.78,NA,0.89,0.28,0.17,0.83,0.22,NA,0.83,0.22,NA,16,18.74,0.89,16,17.6,0.89,17,7.42,0.94,16,20.15,0.89,15,17.74,0.83,15,20.98,0.83,147,45,78,54.67,94.76,81.1,22.8,18.1,20.8,21.7,21.6,17.9,21.6,0,0.22,0.78,NA,80406,21517,58889,0.73,0,0,0,0.69,0.44,0.33,0.39,0.52,651.95,150.87,1144.44,0,1659.75,0,0,674.94,408.43,174.08,638.76,0,691.56,0,0,428.01,340,39,301,0,12,0,0,328,213,45,168,0,5,0,0,208,604.5,265.94,976.11,282.05,3566.71,555.3,340.3,591.73,11517.93,573.89,316,69,257,0.99,27,12,1.14,288,6021,300
050US01045,1045,49255,47992,6288,23065,18025,72.86,19.79,0.77,1.29,0.01,5.28,6.23,0.23,12.86,58.5,16.12,3231,6310,3023,3309,19274,3036,3117,3629,2719,7939,37749,29810,21.3,14.18,17.77,2.14,16.78,0,0,0,8.8,18.4,24357,23837,7.26,29.21,0.45,6.5,21.12,10.87,16.57,9751,54.1,18.45,19.05,18.21,23.71,39.8,41.11,561.1,1,0,0,0.31,0.61,0.29,0.43,0.65,0.11,0.49,0.62,0.02,0.23,14,13,4,1,6,0,NA,13,5,NA,15.8,45.91,135.18,35.06,105.99,NA,17.77,59.31,NA,0.93,0.29,0.07,0.43,0,NA,0.93,0.36,NA,12,23.49,0.86,14,14.33,1,14,8.3,1,14,15.65,1,14,15.92,1,6,35.06,0.43,51,13,14,26.39,28.42,31.8,10.2,11.4,12.2,11.6,12.6,11,12.7,0.07,0.79,0.14,NA,50251,24679,25572,0.51,0,0,0.01,0.78,0.75,0.68,0.46,0.76,583.88,50.39,1113.82,NA,1467.17,NA,NA,378.11,251.13,69.29,431.76,0,581.06,0,0,180.05,186,8,178,NA,101,NA,NA,84,80,11,69,0,40,0,0,40,189.21,44.13,340.76,0,543.48,48.36,0,114.29,9018.95,160.83,60,7,54,0,38,1,0,25,2860,51
050US01047,1047,40029,39433,2106,20336,14295,28.12,70.47,0.02,0.56,0.06,0.76,1.03,0.24,13.56,56.35,16.75,2477,5524,2906,2522,14557,2247,2688,3068,2763,6705,30249,23544,17.8,19.3,6.96,2.71,10,0,0,0,11.8,31.1,19304,18910,15.37,43.46,0.49,8.88,34.17,13.81,10.67,8764,61.31,27.08,19.67,20.46,33.09,40.21,20.78,978.73,6,0.01,0,0.5,0.2,0.77,0.66,0.28,0.04,0.78,0.26,0.04,0.23,15,0,0,NA,0,NA,NA,0,NA,NA,54.07,192.63,NA,82.31,NA,NA,83.78,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,14,13.92,0.93,14,14.4,0.93,14,10.75,0.93,14,14.4,0.93,14,13.9,0.93,0,82.31,0,34,27,30,67.45,74.95,62.7,9.6,9.6,10.6,11.6,11.1,6.6,7.8,0,0.53,0.47,NA,43820,23821,19999,0.46,0,1,0,0.97,0.95,0.53,0.84,0.95,781.96,51.05,1645.13,NA,991.89,NA,NA,242.57,134.28,NA,NA,NA,NA,NA,NA,NA,198,7,191,NA,181,NA,NA,16,34,NA,NA,NA,NA,NA,NA,NA,758.9,29.99,1389.26,0,752.22,836.82,0,912.52,6752.97,624.97,187,4,157,0,134,2,0,58,1664,154
050US01049,1049,71200,70240,3678,31462,28637,85.63,1.41,1.31,0.2,0.87,10.57,14.35,0.25,12.65,57.49,16.32,4251,10067,4805,4201,26615,4769,4627,4919,4333,11619,53720,42101,15.5,25.89,6.85,2.7,13.77,0,0,0,4.5,22.1,21487,21004,9.61,41.36,0.47,5.51,40.21,11.19,12.54,17422,60.84,25.1,16.94,23.86,30.25,28.81,40.49,777.1,3,0,0,0.52,0.8,0.03,0.45,0.69,0.26,0.66,0.78,0.01,0.25,14,12,3,3,1,0,NA,6,1,NA,17.08,50.72,150.47,47.13,199.79,NA,31.15,118.09,NA,0.86,0.21,0.21,0.07,0,NA,0.43,0.07,NA,13,17.19,0.93,10,20.53,0.71,14,3.28,1,10,19.7,0.71,10,20.63,0.71,1,47.13,0.07,149,21,17,29.49,23.88,64.3,14,21.3,22.6,27.6,22.2,27.2,27.2,0,0.07,0.93,NA,71109,7018,64091,0.9,0,0,0,0.8,0.74,0.76,0.48,0.8,386.37,84.97,683.6,NA,1801.8,NA,NA,424.57,224.27,71.55,374.88,NA,900.9,NA,NA,249.91,174,19,155,NA,14,NA,NA,158,101,16,85,NA,7,NA,NA,93,522,49.31,537.18,0,1137.8,785.87,0,502.16,5428.82,439.81,235,11,122,0,9,49.29,0,185.71,2444,198
050US01051,1051,81212,76788,6600,34004,33811,74.9,21.43,0.26,0.48,0,2.94,2.89,0.22,12.92,58.8,14.49,4736,10221,5243,5253,32794,5525,5757,5750,4659,11770,62973,51203,17.9,13.62,10.56,1.82,11.5,4,2,4,6.2,12.3,28458,27475,7.42,58.54,0.44,7.94,22.16,12.11,12.14,15547,45.98,15.85,14.3,15.07,23.49,26.29,54.98,618.44,2,0,0,0.22,0.69,0.25,0.38,0.68,0.05,0.53,0.69,0.02,0.22,15,12,4,5,4,0,NA,9,2,NA,19.34,51.99,139.68,38.92,131.13,NA,24.53,77.53,NA,0.8,0.27,0.33,0.27,0,NA,0.6,0.13,NA,10,26.88,0.67,12,20.27,0.8,14,7.19,0.93,12,19.68,0.8,4,35.46,0.27,4,38.92,0.27,67,24,21,29.55,25.86,26.8,9.5,8.7,10.9,11.4,10.6,10.3,12.1,0.47,0.47,0.07,NA,79303,36330,42973,0.54,0,0,0,0.49,0.54,0.58,0.52,0.54,459.98,42.68,903.56,NA,1077.72,NA,NA,282.43,190.59,42.68,347.81,0,416.93,0,0,128.61,251,12,239,NA,137,NA,NA,112,104,12,92,0,53,0,0,51,628.46,89.17,761.88,0,846.99,1062.34,0,306.42,8408.83,176.41,342,25,201,0,107,16.36,0,121,4576,96
050US01053,1053,37328,34498,2184,16595,12182,61.87,31.93,3.85,0.36,0.19,1.79,2.24,0.22,11.95,56.65,17.35,2122,4781,2212,2248,14244,2389,2508,2453,2355,6476,29000,22524,18.8,18.46,7.53,2.4,11.11,0,0,0,13.5,24,21402,18161,13.93,54.33,0.48,6.58,29.9,13.22,11.48,7031,57.72,37.25,19.08,17.52,33.45,31.21,17.56,945.22,2,0,0,0.36,0.5,0.44,0.3,0.72,0.04,0.65,0.66,0.02,0.23,9,9,5,2,2,0,NA,2,0,NA,12.35,41.29,145.21,33.86,113.65,NA,33.86,113.65,NA,1,0.56,0.22,0.22,0,NA,0.22,0,NA,6,21.49,0.67,9,12.35,1,9,6.56,1,2,33.12,0.22,6,22.23,0.67,2,33.86,0.22,151,23,15,61.62,40.18,81.2,22,21.4,22.9,27.3,26.8,34.4,34.6,0,0,1,NA,38319,13982,24337,0.64,0,0,0,0.96,0.68,0.6,0.58,0.86,1062.91,252.73,1748.09,NA,1501.54,NA,NA,895.19,525.25,180.52,816.79,NA,756.68,NA,NA,437.02,257,28,229,NA,127,NA,NA,127,127,20,107,NA,64,NA,NA,62,880.24,126.25,1028.63,0,1130.43,572.52,171.09,641.39,6601.78,355.48,208,14,129,0,91,3,1.61,90,1560,84
050US01055,1055,102939,101599,7419,47705,42367,80.35,15.75,0.73,0.72,0.06,2.39,3.77,0.22,12.43,54.38,18.34,5793,12358,6484,6309,37830,7054,6994,7243,6790,18877,80658,61781,19.6,15.48,9.2,2.57,15.37,69,48,57,6.5,17.3,22866,24065,10.76,41.86,0.45,7.52,26.64,15.82,11.83,23835,56.26,19.48,18.72,10.96,30.12,28.1,89.12,535.28,10,0.02,0,0.64,0.49,0.42,0.5,0.57,0.12,0.64,0.73,0.05,0.21,30,30,19,10,29,13,NA,27,4,NA,8.42,24.01,74.71,12.91,41.57,NA,16.07,53.15,NA,1,0.63,0.33,0.97,0.43,NA,0.9,0.13,NA,30,9.75,1,30,11.41,1,30,5.36,1,30,9.39,1,29,10.01,0.97,29,12.91,0.97,185,81,112,78.69,108.8,102.8,16.9,19.4,18.2,27.2,24.2,19.8,22.7,0.73,0.17,0.1,NA,104430,65286,39144,0.37,1,0,0,0.72,0.76,0.64,0.29,0.66,1043.97,253.13,1865.54,NA,2328.51,NA,NA,828.64,587.24,282.91,903.38,NA,908.03,NA,NA,551.14,688,85,603,NA,259,NA,NA,427,387,95,292,NA,101,NA,NA,284,1092.97,263.03,1900.76,2293.58,1794.09,4000.84,0,539.23,10411.43,275.91,717,88,611,15,199,95.62,0,276,6830,181
050US01057,1057,16585,16257,1159,8470,6380,84.99,11.93,0,0.65,0.04,2.4,1.72,0.21,12.02,52.11,20.45,925,1950,1076,917,5767,1082,1097,1135,1237,3392,13023,9631,25.7,17.58,8.91,1.47,12.89,0,0,0,7,20,20957,21862,11.68,37.4,0.46,7.45,33.67,17.15,12.59,4026,63.1,27.96,17.98,22.27,34.74,22.1,13.49,627.68,NA,NA,NA,0.46,0.76,0.18,0.62,0.74,0.05,0.32,0.82,0.01,0.26,5,1,0,NA,0,0,NA,0,0,NA,34.15,118.23,NA,57.26,208.76,NA,56.36,216.77,NA,0.2,0,NA,0,0,NA,0,0,NA,0,39.01,0,4,18.41,0.8,5,9.97,1,1,35.03,0.2,4,14.42,0.8,0,57.26,0,32,12,4,72.35,24.12,53.6,16.1,17,20.6,21.9,20.2,23.1,26.9,0,0.2,0.8,NA,17241,3408,13833,0.8,0,0,0,0.83,0.81,0.22,0.55,0.7,701.34,214.68,1186.31,0,1733.65,0,0,569.67,379.89,136.61,622.33,0,551.62,0,0,364.59,72,11,61,0,22,0,0,50,39,7,32,0,7,0,0,32,660.62,354.82,1104.75,3846.15,2654.87,552.49,0,450.09,6408.99,650.76,67,18,56,1,33,1,0,39,650,66
