"GEOID","TotPop","TotUnits","Age18_64","Age0_4","Age5_14","Age15_19","Age20_24","Age15_44","Age45_49","Age50_54","Age55_59","Age60_64","AgeOv65","Age15_24P","Und45P","Ovr65P","WhiteP","BlackP","HispP","AmIndP","AsianP","PacIsP","OtherP","DisbP","NoHsP","ChildrenP","PovP","UnempP","VacantP"
"28149",49644,20789,29688,3765,7925,3923,3068,21069,3727,3097,2359,1914,5788,14.08,65.99,11.66,54.97,43.19,1.04,0.23,0.62,0.02,1,41,22.97,28.54,18.67,6.66,9.78
"28151",62977,24381,35932,5300,10985,5638,4250,26579,4369,3590,2678,2264,7212,15.7,68.06,11.45,33.97,64.57,0.84,0.09,0.53,0.02,0.84,43,33.46,31.49,29.24,11.93,9.12
"28153",21216,9049,12524,1619,3461,1801,1376,9037,1353,1279,1041,936,2490,14.97,66.54,11.74,61.29,38.01,0.63,0.07,0.15,0.01,0.47,51,35.34,29.23,25.38,7.83,13.17
"28155",10294,4344,5915,686,1497,832,597,4172,662,596,505,484,1692,13.88,61.73,16.44,77.55,20.93,1.69,0.11,0.17,0.01,1.23,51,32.32,26.1,18.68,6.71,10.11
"28157",10312,5106,6219,598,1540,870,759,4621,711,550,448,415,1429,15.8,65.54,13.86,31.22,68.21,0.44,0.1,0.03,0,0.45,53,41.89,25.83,37.7,10.39,29.93
"28159",20160,8472,11647,1360,3049,1595,1250,8098,1417,1246,966,908,3116,14.11,62.04,15.46,55.26,43.25,1.21,0.66,0.08,0,0.74,45,31.83,26.77,23.74,7.39,10.55
"28161",13051,6224,7666,841,1901,988,766,5163,910,835,698,658,2045,13.44,60.57,15.67,60.46,38.66,0.97,0.21,0.08,0.08,0.58,60,31.05,25.59,21.81,6.96,15.49
"28163",28149,10015,16636,2095,4523,2249,1912,12367,1912,1517,1211,1024,3500,14.78,67.44,12.43,44.74,53.96,4.38,0.2,0.36,0,0.74,47,34.98,28.47,31.86,10.65,8.36
"29001",24977,10826,17121,1321,2606,3162,4544,13403,1442,1248,1045,852,3060,30.85,69.38,12.25,95.82,1.2,1.26,0.26,1.39,0.05,1.34,28,15.36,19.2,23.31,4.8,10.69
"29003",16492,6662,9762,1043,2519,1233,853,6641,1270,1101,862,674,2382,12.65,61.87,14.44,98.38,0.42,0.84,0.34,0.22,0.01,0.64,30,15.29,26.36,8.25,3.06,5.84
"29005",6430,3103,3529,289,872,538,264,2360,435,455,388,277,1354,12.47,54.76,21.06,97,2.05,0.67,0.19,0.14,0,0.62,42,19.96,24.06,11.61,3.69,12.28
"29007",25853,10881,15136,1649,3574,1751,1428,10468,1818,1615,1295,1077,4357,12.3,60.69,16.85,91.08,7.19,0.73,0.26,0.34,0.03,1.12,36,24.91,24.6,14.79,3.98,9.53
"29009",34010,15964,19658,2289,5056,2396,1789,13061,2251,2083,1965,1828,5477,12.31,60,16.1,94.09,0.11,5.04,0.86,0.27,0.03,4.67,40,24.32,26.1,16.64,4.78,16.07
"29011",12541,5409,7031,961,1867,973,682,4925,862,757,577,527,2065,13.2,61.82,16.47,96.93,0.29,0.95,0.83,0.28,0.1,1.67,35,22.69,27.47,13.03,3.05,9.5
"29013",16653,7247,9335,1017,2541,1290,826,6438,1157,948,867,786,2899,12.71,60.03,17.41,97.33,0.61,1.07,0.59,0.15,0.01,1.32,36,23.07,26.54,14.54,4.98,10.16
"29015",17180,12691,9836,818,2020,1014,648,5406,1209,1218,1373,1308,3828,9.67,47.99,22.28,97.96,0.15,0.89,0.53,0.13,0.01,1.23,55,28.17,20.47,15.66,6.15,41.53
"29017",12029,5522,7098,728,1852,879,625,4723,869,794,666,617,1780,12.5,60.71,14.8,97.79,0.21,0.57,0.72,0.22,0,1.06,45,29.32,26.2,13.8,6.15,17.13
"29019",135454,56678,92913,8452,17503,12900,18981,72433,8995,7452,5020,3960,11639,23.54,72.64,8.59,85.43,8.54,1.78,0.42,2.96,0.03,2.65,25,10.81,22.81,14.52,5.35,6.32
"29021",85998,36574,52185,5407,11887,6468,6631,37630,5813,5011,3951,3423,12876,15.23,63.87,14.97,92.73,4.36,2.43,0.42,0.45,0.02,2.04,36,18.53,24.35,12.23,5.94,8.25
"29023",40867,18707,24166,2607,5457,2872,2389,16149,2890,2677,2243,2029,6815,12.87,59.25,16.68,92.16,5.22,1.01,0.56,0.44,0.01,1.63,50,29.46,24.19,18.57,6.61,10.63
"29025",8969,4493,5013,563,1433,650,419,3317,625,568,507,428,1528,11.92,59.24,17.04,98.56,0.13,0.75,0.33,0.12,0,0.85,39,18.46,27.07,11.87,3.08,21.59
"29027",40766,16167,25921,2524,5943,3361,3072,19073,3001,2401,1899,1451,4474,15.78,67.56,10.97,91.79,5.66,0.92,0.52,0.52,0.01,1.52,30,21.1,25.44,8.55,3.93,10.83
"29029",37051,33470,22520,1721,4311,2206,1542,12380,2707,2906,3021,2982,7023,10.12,49.69,18.95,97.68,0.26,0.93,0.49,0.29,0.04,1.29,37,17.12,20.26,11.39,4.61,52.86
"29031",68693,29434,43136,4088,9246,5672,6294,31033,4987,4058,3234,2587,9460,17.42,64.59,13.77,92.13,5.28,0.91,0.36,0.75,0.03,1.48,29,18.9,23.43,11.1,4.99,8.34
"29033",10285,4897,5632,659,1478,709,505,3733,689,646,535,481,2064,11.8,57.07,20.07,96.95,1.72,0.71,0.27,0.13,0.01,0.93,36,20.89,25.17,13.7,4.11,14.87
"29035",5941,3028,3504,369,870,416,315,2272,423,387,372,304,944,12.3,59.1,15.89,96.6,0.08,1.21,1.35,0.1,0,1.87,59,33.42,25.13,25.19,8.06,21.47
"29037",82092,31677,49149,6041,13436,5791,4053,34642,5786,4992,4295,3264,9636,11.99,65.92,11.74,95.62,1.42,2.21,0.58,0.48,0.04,1.89,27,13.28,28.39,5.77,3.09,4.76
"29039",13733,6813,7496,776,1893,1047,549,4724,878,889,874,844,2855,11.62,53.83,20.79,96.58,0.32,1.11,0.66,0.46,0.04,1.98,51,25.97,24.63,17.38,4.35,16.56
"29041",8438,4250,4557,427,1111,676,331,3011,570,546,457,432,1884,11.93,53.91,22.33,95.99,3.19,0.56,0.17,0.13,0,0.52,38,20.37,23.67,11.59,4.05,18.38
"29043",54285,21827,33420,4169,8472,3760,3105,24083,3757,3383,2676,1994,5751,12.65,67.65,10.59,97.31,0.27,1.32,0.56,0.29,0.03,1.58,29,14.12,27.84,9.07,3.21,6.42
"29045",7416,3483,4324,456,1063,524,386,2801,542,514,444,356,1240,12.27,58.25,16.72,98.83,0.07,0.7,0.2,0.07,0.01,0.84,39,20.44,24.97,14.08,5.33,14.84
"29047",184006,76230,116628,13213,26404,12647,11333,83504,13175,12123,8982,6757,19848,13.03,66.91,10.79,92.46,2.66,3.58,0.48,1.35,0.09,3.05,26,11.28,25.83,5.46,3.34,4.82
"29049",18979,7877,11221,1247,2867,1468,896,7719,1320,1244,1061,842,2679,12.46,62.35,14.12,96.58,1.52,1.08,0.34,0.17,0.01,1.4,30,13.92,26.76,9.31,4.43,9.2
"29051",71397,28915,46022,4658,9680,5006,4919,32991,5591,4681,3278,2437,8081,13.9,66.29,11.32,87.06,9.92,1.28,0.33,0.88,0.04,1.81,28,14.67,24.22,8.68,3.74,6.48
"29053",16670,6676,10333,969,2141,1310,1709,7591,1104,915,765,649,2536,18.11,64.19,15.21,89.05,8.96,0.86,0.36,0.23,0.02,1.4,28,19.66,22.8,10.66,3.4,11.14
"29055",22804,10850,13212,1485,3394,1694,1220,9057,1490,1395,1194,1187,3602,12.78,61.11,15.8,98.26,0.14,0.77,0.43,0.13,0.06,1.03,43,30.59,26.27,16.32,5.99,18.36
"29057",7923,3758,4385,463,1094,580,331,2824,565,464,480,423,1610,11.5,55.29,20.32,97.45,0.27,0.85,0.71,0.14,0.05,1.44,41,21.48,24.33,13.37,5.2,14.8
"29059",15661,6914,8983,1050,2489,1137,785,6062,1034,974,913,763,2376,12.27,61.31,15.17,97.45,0.12,0.94,0.76,0.07,0.03,1.6,43,27.2,27.47,17.91,4.92,12.79
"29061",8016,3853,4443,562,1216,578,417,2928,489,545,462,403,1411,12.41,58.71,17.6,98.68,0.05,0.69,0.39,0.07,0.19,0.81,31,20.85,26.97,15.22,4.34,17.52
"29063",11597,3839,7584,601,1372,715,668,5587,801,629,553,444,1610,11.93,65.19,13.88,89.09,8.86,1.08,0.66,0.17,0.01,1.21,32,22.98,20.72,10.82,3.8,8.1
"29065",14927,6994,8562,959,2076,1073,749,5647,978,952,849,817,2649,12.21,58.16,17.75,97.07,0.4,0.75,0.73,0.21,0.01,1.59,52,33.68,24.89,17.22,7.06,14.47
"29067",13084,5919,7468,785,1942,993,575,4779,936,835,844,729,2234,11.98,57.37,17.07,96.86,0.11,0.84,0.95,0.21,0.02,1.87,53,30.33,25.85,17.52,4.66,12.13
"29069",33155,14682,19078,2368,4761,2279,1902,12787,2157,2020,1961,1637,5464,12.61,60.07,16.48,88.64,8.68,2.49,0.31,0.27,0.01,2.09,52,36.34,25.98,24.51,6.22,8.66
"29071",93807,38295,56814,6488,14701,7118,5032,40278,6616,5784,4717,3891,11332,12.95,65.52,12.08,97.47,0.94,0.72,0.24,0.27,0.02,1.08,32,22.35,27.36,7.02,3.49,8.75
"29073",15342,7813,8653,895,2192,1076,689,5733,1057,953,836,787,2889,11.5,57.49,18.83,98.69,0.12,0.42,0.18,0.16,0.01,0.85,45,26.05,24.77,9.52,4.07,21.02
"29075",6861,3214,3594,426,1021,509,309,2445,440,331,348,365,1485,11.92,56.73,21.64,98.57,0.12,0.64,0.31,0.17,0.16,0.83,41,18.24,25.97,11.97,5.26,14.53
"29077",240391,104517,154222,14699,29694,18662,23691,111006,16895,14770,11453,9206,32668,17.62,64.64,13.59,93.54,2.26,1.84,0.66,1.13,0.06,2.41,34,15.27,22.26,12.07,5.47,6.37
"29079",10432,5102,5859,636,1354,786,510,3766,704,645,625,553,2149,12.42,55.18,20.6,97.61,0.4,1.58,0.35,0.15,0.01,1.49,44,21.04,23.24,15.78,4.83,14.11
"29081",8850,4316,4802,569,1141,598,434,3144,551,470,543,487,1945,11.66,54.85,21.98,98.31,0.14,1.01,0.25,0.15,0.06,1.16,34,19.9,23.76,13.53,3.75,15.25
"29083",21997,10261,12754,1312,2987,1468,1169,8305,1506,1405,1302,1157,4023,11.99,57.3,18.29,96.61,1.02,0.91,0.7,0.25,0.02,1.42,41,22.74,23.73,14.33,5,10.99
"29085",8940,6184,4829,387,1042,526,300,2531,546,680,716,709,2329,9.24,44.3,26.05,97.51,0.08,0.76,0.66,0.11,0,1.64,54,26.64,19.93,19.7,8.09,36.76
"29087",5351,2931,2928,256,761,383,220,1906,383,356,293,245,1151,11.27,54.63,21.51,98.47,0.11,0.39,0.47,0.07,0.02,0.88,36,18.12,23.77,13,2.16,23.68
"29089",10212,4346,6113,574,1391,956,892,4419,670,602,498,410,1648,18.1,62.51,16.14,91.13,6.84,0.86,0.33,0.12,0.08,1.58,35,18.72,24,11.55,5.25,11.73
"29091",37238,16340,21314,2500,5420,2774,1885,14412,2474,2268,2028,1888,6248,12.51,59.97,16.78,96.41,0.31,1.21,0.97,0.36,0.04,1.95,44,26.58,25.98,18.68,6.36,9.66
"29093",10697,4907,6197,634,1511,814,544,4067,755,689,651,563,1827,12.7,58.07,17.08,96.74,1.56,0.58,0.34,0.09,0,1.27,55,34.84,24.99,19.02,6.66,14.47
"29095",654880,288231,404133,45894,95309,44831,42528,290824,46480,39720,30616,24056,81981,13.34,65.97,12.52,70.1,23.27,5.37,0.48,1.28,0.18,4.86,35,16.6,25.77,11.93,5.66,7.61
"29097",104686,45571,63304,7602,14923,7926,8048,45400,7024,6231,4988,4088,14430,15.26,64.88,13.78,92.58,1.48,3.45,1.33,0.69,0.06,3.92,39,20.48,25.75,14.48,6.6,9.13
"29099",198099,75586,124630,14257,31437,15150,11362,89587,14828,12489,9881,7421,18199,13.38,68.29,9.19,97.48,0.68,1.01,0.29,0.36,0.01,1.19,32,20.64,27.9,6.78,4.57,5.41
"29101",48258,18886,31648,3238,6758,4965,6887,25176,2813,2289,1918,1580,4486,24.56,72.88,9.3,90.12,4.33,2.92,0.65,1.43,0.13,3.46,25,14.03,25.12,14.88,6.12,7.82
"29103",4361,2317,2348,268,619,303,169,1505,286,270,259,228,926,10.82,54.85,21.23,98.51,0.09,0.6,0.02,0.09,0,1.28,37,20,24.93,17.95,4.65,22.7
"29105",32513,14320,19242,2243,4863,2444,1852,13350,2187,2026,1727,1521,4596,13.21,62.92,14.14,97.04,0.42,1.23,0.49,0.29,0.05,1.75,40,27.1,26.68,14.3,4.78,10.89
"29107",32960,13707,19245,2008,4993,2464,1665,13191,2301,2061,1840,1487,5079,12.53,61.26,15.41,95.52,2.27,1.17,0.29,0.25,0.03,1.66,34,20.07,26.2,8.81,3.75,8.3
"29109",35204,14789,20133,2513,5403,2555,1880,13904,2307,2085,1832,1667,5493,12.6,61.98,15.6,95.68,0.27,3.39,0.76,0.22,0.02,3.07,41,22.61,27.21,14.11,4.44,8.26
"29111",10494,4602,6180,754,1440,872,910,4366,619,606,537,485,1687,16.98,62.51,16.08,95.92,2.53,0.73,0.16,0.2,0.02,1.19,28,20.54,25.03,16.14,4.8,14.04
"29113",38944,15511,23059,2850,6846,3033,2101,16895,2676,2159,1919,1405,4194,13.18,68.28,10.77,96.13,1.74,1.14,0.37,0.17,0.03,1.59,34,23.65,30.02,8.27,4.84,10.7
"29115",13754,6554,7436,836,1942,1058,619,5032,877,841,713,684,2829,12.19,56.78,20.57,97.98,0.6,0.76,0.38,0.14,0,0.91,47,19.96,25.37,14.92,3.42,13.08
"29117",14558,6467,8243,893,1960,1085,688,5593,1017,928,791,614,2762,12.18,58.02,18.97,95.91,2.33,0.65,0.34,0.27,0.01,1.16,33,19.42,24.41,12.45,3.22,11.3
"29119",21681,9287,12982,1687,3570,1600,1290,9083,1418,1313,1178,992,2440,13.33,66.14,11.25,89.66,0.18,9.36,2.88,0.14,0.14,7.14,40,30.6,28.87,20.74,4.24,12.64
"29121",15762,7502,8943,1008,2105,1129,768,5881,1074,1046,870,779,2999,12.04,57.06,19.03,96.18,2.21,0.77,0.39,0.16,0.01,1.06,40,22.2,24.24,12.46,3.9,13.34
"29123",11800,5656,6776,699,1655,847,633,4581,772,763,635,575,2120,12.54,58.77,17.97,98.3,0.13,0.56,0.25,0.29,0,1.03,53,31.42,24.61,17.22,6.84,16.71
"29125",8903,4149,5193,587,1321,616,443,3421,584,574,544,480,1392,11.89,59.86,15.64,97.43,0.33,1.16,0.55,0.11,0,1.58,43,25.48,26.04,13.13,3.6,15.18
"29127",28289,12443,16311,1912,4014,2266,1770,11506,2037,1758,1265,1088,4709,14.27,61.62,16.65,93.26,4.62,0.89,0.27,0.28,0.08,1.58,34,20.64,25.7,12.11,6.73,11.07
"29129",3757,2125,2066,209,470,283,155,1348,276,203,216,208,827,11.66,53.95,22.01,98.72,0.19,0.29,0.56,0,0.05,0.53,38,17.49,23,13.34,3.83,24.71
"29131",23564,11263,13770,1606,3450,1810,1309,9573,1585,1424,1251,1079,3596,13.24,62.08,15.26,97.99,0.28,0.98,0.46,0.13,0.02,1.15,40,26.13,26.3,14.18,5.35,17.57
"29133",13427,5840,7760,962,1932,999,817,5229,852,876,802,641,2133,13.52,60.5,15.89,77.93,20.53,0.96,0.25,0.11,0.01,1.18,50,38.85,26.32,23.66,8.82,7.83
"29135",14827,5742,8929,995,2156,1076,830,6521,1029,851,658,555,2062,12.85,65.23,13.91,92.75,3.78,2.93,0.4,0.31,0.01,2.76,31,22.45,25.87,9.91,3.05,8.41
"29137",9311,4565,5264,606,1350,704,431,3467,607,602,530,512,1637,12.19,58.24,17.58,94.66,3.83,0.56,0.41,0.12,0.03,0.98,36,21.31,25.88,11.94,4.48,19.91
"29139",12136,5726,6960,696,1785,928,573,4665,908,710,704,577,2091,12.37,58.88,17.23,95.97,2.04,0.77,0.24,0.26,0.01,1.49,36,28.86,25.42,11.79,6.14,16.61
"29141",19309,13898,10927,1162,2614,1206,813,6484,1275,1320,1345,1322,3787,10.46,53.14,19.61,97.34,0.51,0.83,0.63,0.12,0.02,1.4,50,25.49,23.8,16.18,4.81,43.52
"29143",19760,8600,11481,1302,2917,1514,1165,7895,1310,1268,1118,894,3056,13.56,61.31,15.47,83.21,15.36,0.93,0.19,0.14,0.01,1.11,48,36.4,26.43,22.07,5.97,9.02
"29145",52636,21897,31429,3688,7770,3929,3036,21241,3684,3429,3038,2398,7388,13.23,62.12,14.04,93.26,0.59,2.18,2.23,0.32,0.28,3.6,36,20.25,26.25,11.64,4.57,8.02
"29147",21912,8909,14641,1033,2347,2638,3731,11440,1344,1036,895,791,3026,29.07,67.63,13.81,96.58,1.35,0.71,0.23,0.87,0.02,0.98,27,12.89,19.37,16.47,5.58,8.65
"29149",10344,4997,5966,614,1433,723,474,3695,717,727,694,601,1863,11.57,55.51,18.01,94.61,0.1,1.09,2.88,0.14,0.01,2.28,59,28.01,24.31,21.97,7.26,14.69
"29151",13062,5904,7704,871,1948,1030,835,5482,866,740,661,573,1921,14.28,63.55,14.71,98.64,0.16,0.59,0.24,0.08,0.02,0.89,31,24.85,26.31,8.32,2.75,16.63
"29153",9542,5114,5575,511,1165,659,432,3269,681,667,690,699,1860,11.43,51.82,19.49,97.57,0.15,0.94,0.65,0.08,0,1.55,52,26.98,22.08,21.64,5.93,22.76
"29155",20047,8793,11053,1625,3407,1574,1226,7808,1339,1097,966,826,2979,13.97,64.05,14.86,71.76,26.23,1.57,0.25,0.27,0.01,1.48,50,41.79,30,30.43,8.6,10.67
"29157",18132,7815,10572,1224,2653,1293,1102,7448,1295,1052,878,737,2845,13.21,62.46,15.69,98.21,0.18,0.51,0.23,0.65,0.03,0.73,34,28.81,26,9.03,3.02,11.66
"29159",39403,16963,22956,2768,5809,2961,2499,16456,2592,2200,1884,1624,6070,13.86,63.53,15.4,92.06,3.04,3.88,0.38,0.39,0.05,4.13,36,21.71,26.34,12.84,5.11,8.22
"29161",39825,17501,24856,2261,5411,3540,4023,17962,2580,2376,2014,1694,5527,18.99,64.37,13.88,93.24,1.5,1.22,0.59,2.35,0.06,2.32,38,20.96,23.71,16.42,6.49,10.39
"29163",18351,7493,11312,984,2515,1262,1193,7923,1228,1163,985,807,2746,13.38,62.24,14.96,88.44,9.17,1.61,0.24,0.15,0.04,2,31,24.04,23.39,15.54,4.8,13.91
"29165",73781,30902,48250,5045,10687,5033,4354,33438,6024,5333,4109,2640,6505,12.72,66.64,8.82,91.45,3.49,3,0.46,1.48,0.2,3.12,24,8.24,25.79,4.77,2.6,5.26
"29167",26992,11183,15920,1825,3886,2381,2266,11535,1609,1527,1364,1121,4125,17.22,63.89,15.28,97.26,0.45,1.3,0.67,0.19,0.03,1.42,41,22.52,25.74,16.26,4.64,11.32
"29169",41165,15408,26570,3154,6415,4383,4232,21802,2144,1855,1368,1170,3257,20.93,76.21,7.91,78.35,11.99,5.84,1,2.27,0.32,6.38,30,14.89,27.54,10.33,6.82,12.82
"29171",5223,2914,2889,339,696,322,222,1798,332,337,333,308,1080,10.42,54.24,20.68,99.14,0.06,0.61,0.1,0.13,0,0.57,47,19.98,24.01,16.03,4.63,23.54
"29173",9626,4564,5826,545,1415,711,444,3746,783,677,612,477,1371,12,59.28,14.24,97.93,1.11,0.44,0.2,0.08,0.01,0.68,32,21.35,25.23,8.66,4.94,18.14
"29175",24663,10740,15128,1570,3313,1739,1620,10589,1816,1574,1163,977,3661,13.62,62.73,14.84,90.58,7.03,1.14,0.48,0.39,0.02,1.52,38,22.93,23.82,12.46,4.57,14.35
"29177",23354,9371,13927,1547,3728,1766,1128,9505,1668,1527,1303,1082,2994,12.39,63.29,12.82,96.5,1.46,1.08,0.36,0.19,0,1.5,33,20.65,27.55,6.78,5.49,6.7
"29179",6689,3759,3995,388,868,511,296,2480,483,465,494,425,1086,12.06,55.85,16.24,95.65,0.52,0.82,1.29,0.19,0,2.35,54,34.81,24.04,20.09,10.21,27.61
"29181",13509,6392,7821,809,1937,967,702,5086,884,867,798,792,2336,12.35,57.98,17.29,97.17,0.04,0.98,1.33,0.22,0.01,1.24,58,37.87,24.81,21.96,8.42,15.27
"29183",283883,105514,176783,21662,47117,20961,15702,129074,20891,17599,13169,9519,24852,12.91,69.7,8.75,94.67,2.69,1.47,0.23,0.85,0.03,1.56,21,10.86,28.97,4,3.78,3.65
"29185",9652,5205,5377,530,1268,595,369,3172,617,672,701,636,2056,9.99,51.49,21.3,97.36,0.23,0.98,0.75,0.15,0.02,1.52,48,26.95,22.99,19.63,6.27,22.38
"29186",17842,8018,10501,1075,2765,1386,886,7246,1318,1099,920,827,2592,12.73,62.13,14.53,98.03,0.72,0.74,0.3,0.16,0,0.79,35,26.19,26.62,8.23,3.24,17.86
"29187",55641,24449,33988,3353,7525,4055,3546,23950,3802,3363,2783,2547,8318,13.66,62.59,14.95,96.14,2.02,0.8,0.35,0.31,0.02,1.17,46,27.63,23.97,14.86,7.46,14.95
"29189",1016315,423749,617062,63851,147533,70898,57773,423205,77784,68110,51811,40759,143262,12.66,62.44,14.1,76.83,19.02,1.43,0.17,2.22,0.02,1.76,27,12.04,25.19,6.87,4.6,4.59
"29195",23756,10019,14118,1455,3253,2055,1849,9887,1578,1513,1224,981,3865,16.43,61.44,16.27,90.03,5.39,4.42,0.31,0.35,0.21,3.92,39,25.95,24.3,13.15,4.56,10.02
"29197",4170,2027,2317,252,586,296,173,1503,282,232,252,237,826,11.25,56.14,19.81,98.44,0.05,0.65,0.31,0.17,0.02,1.03,48,18.64,24.63,16.96,4.83,14.9
"29199",4983,2292,2612,357,800,397,246,1844,302,240,246,246,948,12.9,60.22,19.02,98.82,0.2,0.84,0.14,0.08,0.02,0.76,33,23.2,28.56,16.79,4.58,17.02
"29201",40422,16951,23795,2828,6388,2929,2378,16426,2810,2625,2093,1710,5542,13.13,63.44,13.71,87.68,10.5,1.11,0.28,0.23,0.01,1.31,40,27.14,27.42,16.06,6.34,7.82
"29203",8324,3862,4875,513,1264,646,375,3195,552,561,507,482,1250,12.27,59.73,15.02,95.05,0.17,0.93,1.83,0.05,0.02,2.91,55,32.42,26.42,26.91,6.72,14.06
"29205",6799,3245,3730,390,958,563,307,2527,477,420,368,319,1340,12.8,56.99,19.71,97.87,0.97,0.63,0.28,0.1,0,0.78,37,19.02,25.43,16.31,4.77,15.41
"29207",29705,13221,17494,1686,3984,2262,1677,11763,1988,1938,1676,1552,5118,13.26,58.69,17.23,97.34,0.91,0.78,0.4,0.09,0.01,1.26,50,33.12,23.88,16.54,6.04,8.75
"29209",28658,16241,17091,1565,3476,1704,1162,9687,1978,2121,2184,2218,5429,10,51.39,18.94,97.64,0.07,1.04,0.61,0.18,0.03,1.49,39,19.65,21.42,12.75,9.59,27.21
"29211",7219,3364,4078,516,991,460,385,2741,443,468,394,332,1334,11.71,58.84,18.48,94.96,0.14,8.78,0.25,0.14,0.07,4.52,48,27.58,25.03,16.5,5.19,13.05
"29213",39703,19688,24366,2428,4934,2809,2795,16007,2684,2640,2378,2207,6425,14.11,58.86,16.18,96.22,0.35,2.42,0.87,0.34,0.05,2.22,37,18.59,22.45,12.4,10.08,17.93
"29215",23003,10764,13163,1326,3270,1745,1018,8492,1625,1543,1374,1267,4106,12.01,56.9,17.85,96.47,0.21,0.96,0.96,0.34,0.02,2.02,48,28.6,24.93,21.36,6.51,12.88
"29217",20454,8872,11676,1364,3005,1794,1149,8146,1400,1301,1059,837,3342,14.39,61.19,16.34,96.99,0.61,0.84,0.79,0.31,0.03,1.3,38,23.4,26.58,14.94,4.37,10.21
"29219",24525,11046,14753,1602,3831,1774,1253,10095,1731,1485,1376,1219,3186,12.34,63.31,12.99,95.89,1.94,1.28,0.45,0.24,0.02,1.48,31,20.49,26.85,8.63,4.33,16.85
"29221",23344,9894,14406,1545,3473,1871,1597,10286,1592,1431,1223,1061,2733,14.86,65.56,11.71,95.47,2.48,0.73,0.66,0.15,0.01,1.24,48,37.5,26.58,20.75,7.75,15.04
"29223",13259,7496,7554,702,1754,946,561,4625,878,856,923,895,2626,11.37,53.41,19.81,97.68,0.17,0.49,0.58,0.11,0.03,1.46,60,40.3,23.22,21.87,9.26,25.95
"29225",31045,12052,18535,2335,5152,2299,1749,13271,2107,1789,1538,1300,3553,13.04,66.86,11.44,96.2,1.16,1.29,0.65,0.26,0.03,1.73,36,25.19,28.85,14.79,3.98,8.12
"29227",2382,1245,1273,132,313,199,97,856,154,129,122,146,530,12.43,54.62,22.25,98.99,0.17,0.29,0.34,0.08,0,0.42,40,19.83,24.31,14.33,5.93,18.96
"29229",17955,7957,10110,1256,2719,1399,979,6915,1181,1028,982,906,2968,13.24,60.65,16.53,97.61,0.28,0.77,0.66,0.14,0.01,1.31,46,28.87,27.16,21.7,5.92,11.01
"29510",348189,176354,210690,23477,51723,24729,26541,158809,23018,18242,13466,11612,47842,14.72,67.21,13.74,43.85,51.2,2.02,0.27,1.98,0.03,2.7,45,28.71,25.75,24.57,11.26,16.6
"30001",9202,4571,5692,527,1225,918,682,3907,728,646,487,432,1250,17.39,61.5,13.58,95.86,0.18,2.67,1.46,0.18,0.04,2.31,30,10.73,24.56,17.09,3.82,19.4
"30003",12671,4655,7048,1180,2545,1192,707,5262,821,770,550,454,1089,14.99,70.93,8.59,36.6,0.04,3.67,59.66,0.22,0.01,3.47,36,23.56,35.78,29.2,13.96,15.7
"30005",7009,2947,3818,569,1282,666,333,2737,493,412,337,275,904,14.25,65.46,12.9,52.58,0.17,1,45.37,0.09,0.03,1.8,30,21.33,32.63,28.09,10.92,15.13
"30007",4385,2002,2561,234,651,300,130,1579,354,343,272,233,719,9.81,56.19,16.4,97.04,0.27,1.32,1.16,0.11,0.07,1.41,35,14.83,25.2,10.81,4.56,12.49
"30009",9552,5494,5651,494,1345,649,349,3494,864,744,542,461,1608,10.45,55.83,16.83,97.07,0.25,1.77,0.68,0.36,0,1.64,30,11.94,24.01,11.56,4.72,26.01
"30011",1360,811,755,55,218,112,32,483,114,84,83,79,244,10.59,55.59,17.94,98.6,0.07,0.59,0.37,0.15,0,0.81,33,16.7,26.54,18.09,0.54,33.05
"30013",80357,35225,48197,5337,11826,6001,5099,33658,5719,5001,4067,3501,11248,13.81,63.24,14,90.72,1.12,2.43,4.22,0.81,0.08,3.13,33,12.89,26.02,13.52,6.3,7.6
"30015",5970,2776,3206,386,998,486,238,2161,478,355,295,254,1043,12.13,59.38,17.47,84,0.08,0.67,14.62,0.23,0.1,1.06,27,12.87,28.83,20.54,5.69,19.81
"30017",11696,5360,6758,689,1633,964,637,4597,885,805,576,512,1999,13.69,59.16,17.09,97.02,0.09,1.51,1.27,0.26,0.05,1.36,35,15.13,25.13,15.08,5.37,11.04
"30019",2017,1154,1096,87,251,147,59,609,169,165,132,129,475,10.21,46.95,23.55,96.03,0,1.59,1.29,0.25,0.1,2.43,29,14.72,22.11,16.95,3.11,22.7
"30021",9059,4168,5360,463,1199,758,473,3491,759,631,495,418,1603,13.59,56.88,17.7,97.43,0.25,0.89,1.23,0.13,0.01,0.96,28,17.3,23.14,14.9,4.41,13.03
"30023",9417,4958,5521,433,1215,767,448,3475,816,664,570,470,1774,12.9,54.4,18.84,95.87,0.17,1.65,1.77,0.36,0.01,1.83,41,15.46,22.53,15.8,10.25,19.42
"30025",2837,1410,1605,138,418,244,101,1069,245,188,117,154,508,12.16,57.28,17.91,98.59,0.14,0.39,0.32,0.35,0.04,0.6,23,14.32,25.52,12.52,3.05,19.15
"30027",11893,5558,6610,617,1656,925,450,4183,951,830,681,611,2364,11.56,54.28,19.88,97.1,0.08,0.81,1.18,0.19,0,1.45,31,13.66,24.54,15.45,5.32,12.56
