"GEOID","TotPop","TotVetPop","TotUnits","WhiteP","BlackP","AmIndP","AsianP","PacIsP","OtherP","HispP","A15_24P","Und45P","Ovr65P","Age0_4","Age5_14","Age15_19","Age20_24","Age15_44","Age45_49","Age50_54","Age55_59","Age60_64","AgeOv65","Age18_64","DisbP","NoHsP","VetP","UnempP","PovP","MedInc","PciE","GiniCoeff","VacP","ChildrenP"
"28041",14400,1212,5122,72.51,26.03,0.28,0.13,0.01,1.04,0.69,12.61,62.85,11.23,820,1778,842,974,6452,1109,1009,859,756,1617,9627,22.7,26.22,10.8,11.02,16.99,18305,13820,0.3946,19.35,21.92
"28043",21906,1194,10170,56.9,41.72,0.16,0.27,0.01,0.93,0.62,13.27,57.66,14.96,1450,2937,1668,1239,8245,1566,1609,1481,1341,3277,13238,17.9,23.45,7.25,9.79,22.4,18508,20594,0.5132,16.59,24.61
"28045",43929,4324,21639,88.42,7.14,0.48,0.95,0.05,2.95,2.17,12.5,55.46,15.22,2756,5775,3085,2408,15832,3354,3554,3115,2858,6685,26746,16.2,14,12.9,9.54,19.7,23245,22898,0.4478,18.15,23.9
"28047",187105,21260,85048,69.68,22.12,0.46,2.84,0.14,4.76,3.75,14.8,62.21,11.73,13845,24441,13387,14309,78120,13880,13566,11601,9700,21952,119300,14.7,14.54,15.68,7.84,18.17,23983,23378,0.4537,16.03,24.51
"28049",245285,14521,103589,28.44,69.05,0.15,0.76,0.02,1.57,1.03,16.41,64.48,10.82,17996,35540,20209,20050,104621,16669,17105,15094,11709,26551,153691,13.3,15.38,8.01,9.41,24.17,20983,20589,0.489,14.86,26.52
"28051",19198,536,8433,15.63,83.44,0.1,0.16,0.01,0.67,0.49,17.17,63.06,12.62,1667,2896,1822,1474,7543,1278,1327,1169,896,2422,11199,15.5,30.8,3.93,15.21,42.64,13852,12278,0.4952,21.69,29.05
"28053",9375,489,3869,23.5,74.53,0.13,0.21,0,1.63,1.34,14.13,61.8,12.47,857,1388,726,599,3549,641,723,579,469,1169,5504,17.1,34.85,7.24,17.51,41.25,13377,12573,0.4645,18.35,28.82
"28055",1406,89,605,34.57,64.44,0.21,0.43,0,0.36,0.57,16.71,57.4,14.44,70,150,117,118,587,117,111,100,68,203,922,21.7,41.72,6.88,21.53,30.07,15246,15241,0.5362,19.34,19.99
"28057",23401,1464,10138,92.4,5.94,0.2,0.22,0.01,1.22,0.81,15.41,58.68,15.82,1446,2966,2076,1531,9320,1645,1548,1445,1330,3701,14300,19,25.08,8.16,7.85,13.8,20015,18457,0.4209,12.24,23.08
"28059",139668,14203,59811,72.12,21.5,0.4,2.16,0.06,3.75,2.97,13.26,60.54,12.42,9530,19708,10063,8459,55323,10661,10425,8862,7818,17341,86727,16.8,14.17,13.77,8.71,15.39,24241,24158,0.4504,16.1,25.49
"28061",17062,988,8206,46.27,52.57,0.1,0.09,0.01,0.96,0.55,12.77,55.64,16.03,1101,2242,1274,904,6151,1190,1347,1215,1081,2735,10204,23.4,24.73,7.69,7.25,21.12,17228,19115,0.5064,16.02,24.16
"28063",7726,324,3688,13.72,85.68,0.17,0.03,0.01,0.39,0.19,15,58.9,12.92,481,976,559,600,3094,604,644,543,386,998,4903,13.9,21.19,5.5,13.13,41.07,14358,11771,0.4785,30.1,23.62
"28065",12487,664,5891,38.71,59.88,0.26,0.14,0.02,0.99,0.54,13.35,55.08,16.56,811,1540,918,749,4527,839,983,869,850,2068,7471,19.9,22.26,6.98,11.93,26.5,16683,16780,0.502,17.65,23.61
"28067",67761,4937,28400,67.19,28.27,0.48,0.45,0.03,3.58,3.1,13.92,60.07,14.39,5064,9555,4995,4434,26084,4410,4855,4222,3823,9748,40665,18.4,21.64,9.78,6.21,23.97,20406,20227,0.4781,13.18,25.6
"28069",10456,601,4724,35.28,60.14,3.68,0.1,0,0.8,0.36,14.9,57.72,15.64,696,1316,869,689,4023,724,717,714,631,1635,6380,21.9,24.61,7.52,10.88,28,15705,14466,0.4615,19.86,23.35
"28071",47351,2549,22532,71.75,23.66,0.26,2.12,0.05,2.16,1.76,29.79,69.67,10.47,2551,4842,5143,8965,25598,2513,2556,2314,2019,4958,33633,11,13.2,6.61,8.61,23.49,18157,21206,0.5087,32.09,18.5
"28073",55658,3982,23676,77.28,19.55,0.22,1.18,0.04,1.73,1.38,15.41,66.08,10.79,4232,8008,3883,4694,24539,3773,3515,2979,2604,6008,35042,12.7,10.72,9.81,5.88,17.58,25722,26958,0.4861,9.3,26.25
"28075",80261,7106,34745,54.77,42.77,0.22,0.72,0.04,1.48,1.2,14.17,60.23,14.1,5698,10887,6040,5336,31759,5462,5559,5243,4335,11318,48863,18.2,17.1,12.03,9.19,23.39,19572,21262,0.4896,14.48,25.02
"28077",12929,1101,6011,66.7,30.74,0.14,0.26,0.02,2.15,1.75,12.58,57.34,14.87,947,1733,887,740,4733,944,996,919,735,1922,7741,18.7,18.24,11.49,9.22,18.68,21337,19953,0.4503,19.73,25.26
"28079",23805,1502,9384,49.54,40.55,6.04,0.21,0,3.65,2.65,15.43,63.75,13.03,1893,3886,2262,1410,9396,1437,1502,1373,1217,3101,13342,19.4,25.97,9.17,10.22,26.86,17749,15580,0.4586,14.99,30.93
"28081",82910,5298,35735,69.35,27.28,0.16,0.62,0.02,2.56,1.46,12.84,61.62,12.96,6089,12254,5921,4727,32743,6079,5683,4940,4373,10749,50055,15,16.97,8.69,6.47,18.3,22486,22119,0.4667,11.13,26.66
"28083",32317,1042,13271,24.87,72.23,0.21,0.57,0.01,2.11,1.54,16.32,64.15,11.91,2597,4700,2607,2667,13434,2102,2162,1972,1502,3848,19718,11.1,29.95,4.46,14.92,39.27,14617,12972,0.51,17.55,27.08
"28085",34869,1869,15224,68.44,29.95,0.18,0.34,0.02,1.07,0.59,12.92,59.06,14.18,2556,4923,2619,1886,13115,2443,2529,2302,2057,4944,20822,16.9,18.99,7.27,6.94,21.56,20787,19964,0.4672,13.4,26.11
"28087",59779,5544,26595,53.96,43.48,0.19,0.67,0.05,1.65,1.05,15.13,61.11,12.89,4178,8280,4434,4613,24075,4164,4336,3762,3280,7704,37020,15.6,19.13,12.81,10.89,25.68,20861,21593,0.4969,11.9,25.18
"28089",95203,5791,38628,57,38.2,0.17,2.14,0.03,2.45,2.02,13.08,62.79,10.42,7008,14332,6831,5618,38440,7458,6996,6162,4890,9917,59638,10.2,10.51,8.31,5.96,13.56,31347,32637,0.4894,7.39,26.94
"28091",27088,1681,11788,65.79,32.31,0.17,0.31,0.03,1.38,0.79,12.7,59.02,14.68,2024,3774,1834,1607,10189,1903,1877,1823,1521,3977,16179,21.4,23.66,8.44,9.36,25.75,16311,17927,0.4896,16.98,25.59
"28093",37144,2296,14874,50.11,46.95,0.23,0.2,0.02,2.49,1.98,14.15,58.8,12.73,2465,4668,2749,2508,14709,2807,3008,2611,2149,4727,23714,17.4,28.9,8.11,12.11,23.66,19883,17784,0.4569,12.47,23.43
"28095",36989,2365,16487,67.68,30.87,0.17,0.19,0.01,1.07,0.61,13.14,57.06,15.76,2487,4902,2723,2139,13718,2610,2689,2392,2361,5830,22077,17.3,23.13,8.47,9.2,20.87,19681,18598,0.4362,12.7,24.55
"28097",10925,812,5256,53,45.46,0.15,0.36,0.01,1.03,0.66,12.84,54.76,17.19,748,1422,831,572,3813,797,786,786,695,1878,6377,17,26.44,9.87,10.5,32.5,16505,15880,0.4488,19.79,24.44
"28099",29676,1944,12371,60.57,20.92,16.23,0.34,0.03,1.92,0.91,13.13,61.62,13.47,2482,4678,2135,1761,11125,1920,1952,1860,1663,3996,17165,20.1,22.8,9.22,10.3,22.22,19130,19078,0.457,14.2,28.69
"28101",21720,2065,9397,63.23,30.23,5.03,0.24,0,1.27,0.79,14.47,60.12,14.88,1528,3119,1867,1275,8410,1397,1475,1315,1243,3233,12834,20.8,16.91,12.88,7.79,19.25,19556,18237,0.421,15.11,26.03
"28103",11545,395,5193,27.14,71.56,0.17,0.19,0.01,0.93,0.55,14.64,60.27,13.44,841,1735,872,818,4382,782,926,739,588,1552,6864,19.8,35.53,4.69,16.43,36.21,13589,12534,0.4637,19.64,27.1
"28105",47671,2105,20935,59.21,36.57,0.19,2.42,0.03,1.58,1.08,33.53,71.97,9.21,2716,4664,5195,10790,26928,2428,2532,2253,1759,4391,34574,12.9,13.32,5.43,11.77,34.23,14470,19704,0.5383,11.72,18.26
"28107",34707,1994,14703,49.45,48.62,0.22,0.2,0,1.52,0.86,14.21,60.75,12.71,2552,5111,2733,2200,13420,2558,2531,2203,1921,4411,20952,17.7,25.8,7.89,10.93,27.19,19367,17146,0.4449,17.85,26.92
"28109",55834,5283,24068,84.04,12.31,0.56,0.41,0.06,2.62,1.95,13.55,57.9,14.57,3838,7519,4163,3403,20970,4016,3975,3817,3563,8136,33966,18.2,17.73,12.55,9.49,21.8,20162,20244,0.4462,14.75,24.59
"28111",12250,930,5505,78.16,20.01,0.29,0.18,0.02,1.33,0.61,13.13,58.2,14.14,866,1652,937,671,4612,899,908,832,749,1732,7404,25,19.8,10.25,8.69,20.51,19680,17366,0.4246,15.91,25.42
"28113",40404,2479,17863,46.39,51.51,0.29,0.57,0.02,1.21,0.81,13.47,59.71,14.18,3070,5975,3150,2293,15080,2708,2807,2746,2287,5731,23702,17.5,21.28,8.44,7.45,26.16,18064,18797,0.4955,16.77,27.15
"28115",29957,1546,12404,80.06,13.79,0.22,0.19,0.04,5.7,3.85,13.18,61.54,12.79,2184,4501,2149,1799,11752,2292,1998,1802,1597,3831,18046,17.8,24.93,7.05,6.8,15.63,20516,17745,0.4114,19.69,26.97
"28117",25276,1349,11063,84.32,13.8,0.17,0.13,0.01,1.57,0.79,15.33,58.51,15.71,1638,3199,1967,1907,9953,1727,1744,1548,1495,3972,15419,21.7,26.77,6.94,11,24.34,18285,17546,0.4577,12.56,23.28
"28119",8223,439,3606,28.96,69.61,0.23,0.13,0.01,1.06,0.55,14.71,58.97,14.06,570,1180,662,548,3099,574,605,569,470,1156,4914,18.7,33.01,7.3,14.57,37.75,14150,13740,0.4726,12.51,26.18
"28121",141617,10279,56535,77.34,18.81,0.18,1.12,0.06,2.49,1.74,12.13,62.75,11.46,9926,19848,8881,8292,59097,10255,9774,8776,7705,16236,89847,13.3,11.38,9.67,5.39,11.44,30266,27051,0.4169,6.48,25.09
"28123",28264,1360,11499,53.25,37.45,0.31,0.18,0.22,8.59,7.36,14.35,62.56,12.43,2293,4045,2114,1942,11344,1920,1910,1675,1565,3512,17118,19.8,27.67,6.63,7.49,22.26,19191,16774,0.4405,15.08,27.01
"28125",4916,262,2094,27.87,70.99,0.06,0.22,0,0.85,0.53,13.81,56.12,14.38,336,671,383,296,1752,345,422,386,297,707,2953,22.9,27.32,7.39,17.48,35.75,17163,14472,0.4337,20.58,25.55
"28127",27503,1681,11914,62.76,35.15,0.18,0.28,0.13,1.51,0.88,13.24,58.73,13.99,2004,3955,2030,1612,10193,1943,2042,1867,1651,3848,16404,16.8,22.14,8.32,10.12,22.29,21270,18361,0.428,16.24,26.36
"28129",16491,963,7246,75.82,22.9,0.12,0.08,0.01,1.08,0.81,12.88,57.73,15.28,1126,2368,1164,960,6026,1111,1227,1122,991,2520,9710,21.4,20.36,7.89,6.8,22.61,20813,20964,0.4967,13.83,25.84
"28131",17786,1404,7087,78.61,19.14,0.51,0.33,0.03,1.39,0.88,16.69,61.72,12.05,1177,2384,1669,1300,7417,1322,1162,1129,1051,2144,11311,15,17.18,10.54,11.53,18.19,20334,21806,0.5023,17.13,24.35
"28133",29450,1284,9749,25.44,72.93,0.19,0.29,0.03,1.11,0.92,15.7,64.96,10.17,2134,3831,2249,2375,13166,2115,2018,1890,1301,2995,19308,12.3,30.2,5.81,17.12,34.71,14043,12823,0.5064,14.16,24.27
"28135",15378,666,5554,38.94,56.44,0.27,0.76,0.08,3.51,5.53,15.83,64.11,11.81,1023,1779,1095,1339,7057,1062,1008,896,737,1816,10077,16.6,36.11,5.63,16.5,32.23,14635,13036,0.4546,16.51,22.66
"28137",28886,1664,10956,66.86,30.31,0.21,0.23,0.02,2.37,1.28,15.94,61.27,12.38,1960,4217,2595,2008,11521,2085,1974,1808,1744,3577,17850,16.7,18.66,7.82,8.98,17.44,22049,20482,0.4442,8.7,25.82
"28139",22232,1377,9680,79.97,15.94,0.24,0.15,0.01,3.68,2.66,13.34,59.47,14.64,1578,3143,1554,1412,8501,1614,1497,1378,1266,3255,13334,22.6,23.62,8.34,12.23,23.38,17865,18875,0.4729,12.24,25.38
"28141",19593,1605,10281,94.47,2.65,0.19,0.11,0.01,2.58,1.66,11.74,54.02,18.04,1170,2540,1316,985,6875,1503,1321,1323,1327,3534,11521,20.9,23.76,10.67,9.33,18.41,18345,18554,0.4377,26.38,23.16
"28143",10778,576,4779,23.69,73.46,0.13,0.57,0.08,2.07,1.53,13.82,66.21,9.45,962,1786,729,761,4388,725,742,659,497,1019,6542,14,26.33,7.65,9.38,30.29,18740,15051,0.4528,14.61,29.85
"28145",27134,1739,11506,80.98,14.5,0.17,0.17,0.04,4.14,2.73,12.8,60.09,14.46,1921,3898,1857,1616,10487,1857,1809,1614,1625,3923,16221,17.4,24.4,8.62,8,24.52,19595,19514,0.4663,10.6,25.76
"28147",15443,715,7116,53.42,44.51,0.36,0.16,0.02,1.54,1,12.67,57.91,15.83,1099,2258,1122,835,5586,992,1089,1045,929,2445,8923,22.5,26.52,6.28,8.64,26.85,15387,16727,0.4952,23.19,26.39
"28149",48773,3157,21871,50.33,46.99,0.26,0.85,0.02,1.54,1.22,12.64,58.93,12.83,3353,7109,3501,2665,18279,3548,3869,3543,2814,6258,29877,13.1,17.82,8.82,7.55,22.98,23462,22413,0.4792,14.49,25.91
"28151",51137,3090,21861,26.96,71.31,0.13,0.57,0.02,1.01,0.68,14.77,61.16,12.31,3910,7716,4242,3311,19649,3465,3728,3610,2764,6295,30505,23.9,25.91,8.44,17.33,37.46,16180,16157,0.5007,15.85,28.04
"28153",20747,1301,9234,59.29,38.9,0.19,0.16,0.03,1.43,0.83,13.55,59.4,13.9,1521,2952,1550,1261,7851,1487,1588,1294,1170,2884,12429,22.6,28.67,8.49,9.98,28.83,18053,18039,0.4889,10.16,26.19
"28155",10253,709,4804,78.66,19.9,0.2,0.11,0,1.13,0.75,12.05,56.82,15.74,675,1461,683,552,3690,784,777,664,588,1614,6060,20.8,21.15,9.31,10.57,24.64,18055,19755,0.466,16.07,25.15
"28157",9878,482,5052,28.69,70.78,0.12,0.02,0,0.38,0.31,13.51,59.15,13.81,655,1209,647,688,3979,728,759,677,507,1364,6243,25.7,27.71,6.39,12.14,23.33,17358,18608,0.493,30.78,22.99
"28159",19198,1284,8736,51.94,45.59,1.14,0.19,0.02,1.11,0.66,12.36,56.6,16.52,1384,2591,1294,1079,6892,1271,1368,1353,1168,3171,11238,19.1,20.54,8.92,12.95,26.54,17446,17828,0.4603,14.82,24.95
"28161",12678,910,6354,60.47,37.9,0.25,0.16,0.01,1.21,0.73,12.17,55.31,16.55,858,1648,874,669,4506,826,935,962,845,2098,7558,22.3,24.76,9.43,8.9,19.77,18000,17489,0.4491,25.78,23.84
"28163",28065,1795,10090,39.95,57.06,0.29,0.45,0.01,2.24,4.44,12.99,63.98,11.86,2067,3789,1923,1724,12100,1955,1914,1614,1297,3329,17659,23.2,26.4,8.5,16.34,34.26,15179,14432,0.4849,14.21,25.22
"29001",25607,1600,11261,93.98,1.59,0.31,1.77,0.05,2.3,1.52,29.94,65.51,12.54,1438,2655,2999,4668,12682,1497,1505,1403,1217,3210,17425,12.7,12.6,7.75,6.58,24.68,15014,18331,0.4825,14.78,19.42
"29003",17291,1468,7285,97.41,0.42,0.29,0.43,0.01,1.43,1.01,12.04,55.41,15.51,998,2396,1225,857,6187,1291,1403,1262,1073,2681,10446,13,9.84,11.23,5.55,7.48,27271,25821,0.3856,8.06,24.08
"29005",5685,624,2982,98.5,0.3,0.18,0.16,0.05,0.81,0.42,10.91,48.16,21.58,290,641,379,241,1807,404,441,431,444,1227,3276,17.2,11.02,13.98,5.33,10.23,24199,25699,0.4195,17.94,20.79
"29007",25529,2032,10846,89.82,6.45,0.36,0.45,0.03,2.89,1.36,12.97,58.04,16,1730,3405,1906,1405,9682,1787,1802,1628,1411,4084,15076,16.1,15.82,10.57,7.07,16.31,22358,18995,0.3972,14.48,24.95
"29009",35597,3555,17460,92.12,0.3,0.89,1.31,0.02,5.35,4.41,12.05,54,17.62,2290,4784,2498,1793,12147,2693,2639,2446,2327,6271,20686,18,18.93,13.2,10.27,18,20930,19419,0.4117,21.79,24.27
"29011",12402,1056,5604,95.05,0.38,1.14,0.23,0.03,3.16,0.97,11.87,55.46,17.19,835,1837,859,613,4206,895,950,844,703,2132,7056,17.3,14.12,11.49,6.79,19.44,20582,19429,0.4294,11.99,25.92
"29013",17049,1253,7845,96.57,0.88,0.61,0.16,0.01,1.77,0.86,11.68,54.55,17.71,1126,2366,1142,850,5808,1305,1308,1158,959,3019,9776,18.6,16.15,9.83,7.08,16.98,21676,20676,0.4192,14.17,24.95
"29015",19056,2352,14083,97.12,0.3,0.61,0.28,0.03,1.65,0.89,9.01,40.76,25.9,826,1973,1009,707,4968,1361,1530,1668,1794,4936,10683,22.1,16.39,15,7.05,18.57,18147,20049,0.4398,42.59,18.04
"29017",12363,1163,5866,97.92,0.26,0.62,0.21,0,0.99,0.49,12.09,53.9,16.65,771,1608,861,634,4285,991,960,854,835,2059,7387,24.9,21.87,12.29,5.99,19.3,19049,18892,0.4325,18.12,23.59
"29019",162642,9916,69858,82.77,9.29,0.38,3.78,0.06,3.72,2.01,24.32,68.64,9.27,10155,18603,14681,24870,82875,9982,9842,8916,7197,15072,113319,9.9,7.09,7.7,5.9,19.46,23979,26794,0.482,7.56,21.06
"29021",89201,7652,38416,89.06,5.23,0.44,0.81,0.21,4.25,3.22,14.98,59.91,14.01,6124,11245,6367,6992,36070,6626,6379,5593,4663,12501,55737,15,14.57,11.24,7.28,16.48,22371,22184,0.4333,12.58,23.5
"29023",42794,4485,19711,90.81,5.27,0.55,0.66,0.04,2.68,0.9,12.12,55.34,16.98,2752,5571,2759,2429,15359,3068,3173,2960,2646,7265,25558,22.5,22.07,13.69,7.21,20.57,19089,19775,0.4588,13.41,23.3
"29025",9424,973,4597,96.47,0.42,0.38,0.19,0.02,2.51,1.11,11.39,54.81,16.72,598,1364,669,404,3203,710,738,637,598,1576,5444,15,12.92,13.96,6.1,14.94,23824,21362,0.4261,18.82,25.51
"29027",44332,3823,18452,91.98,4.58,0.49,0.55,0.04,2.35,1.02,15.72,59.62,12.32,2627,5530,3508,3459,18275,3532,3403,3010,2495,5460,28869,14.4,13.77,11.21,5.66,11.72,26247,23863,0.4102,8.8,22.56
"29029",44002,5146,40886,96.51,0.41,0.5,0.42,0.02,2.15,1.37,9.98,44.94,21.67,2172,4668,2424,1969,12934,3200,3641,3706,4147,9534,26078,19.3,10.04,14.59,7.77,13.85,21918,23851,0.4163,56.9,19.07
"29031",75674,6108,32576,88.72,7.04,0.25,1.19,0.03,2.78,1.26,17.67,60.11,14.32,4717,9072,5966,7405,31699,5186,5215,4937,4014,10834,48241,13.7,12.81,10.33,6.62,15.88,22302,23560,0.4386,9.44,21.93
"29033",9295,840,4650,96.62,1.66,0.23,0.13,0.09,1.28,0.63,11.59,53.31,19.14,529,1230,643,434,3196,661,655,648,597,1779,5324,15.2,16.01,11.84,6.32,13.1,21849,25174,0.4814,21.31,23.58
"29035",6265,568,3241,96.62,0.11,1.12,0.14,0.02,2,0.85,12.88,54.91,16.6,441,795,460,347,2204,470,470,440,405,1040,3710,20.9,23.58,12.12,10.99,27.17,16299,17283,0.4609,24.96,24.18
"29037",99478,9013,39990,91.74,3.54,0.55,0.64,0.07,3.47,2.34,12.18,59.65,13.56,6756,15098,6979,5141,37480,7661,7595,6152,5246,13490,59603,11.6,8.28,12.34,6.02,8.39,30405,27214,0.3814,6.93,26.52
"29039",13982,1572,7204,96.87,0.1,0.59,0.31,0.02,2.1,0.77,10.82,50.16,22.36,835,1879,899,614,4299,943,941,961,998,3126,7548,22.2,13.66,14.68,7.79,20.17,17433,16861,0.4155,15.87,23.66
"29041",7831,675,4167,96.68,1.99,0.24,0.09,0,1,0.26,10.37,48.95,21.39,484,975,473,339,2374,569,668,561,525,1675,4387,18.2,16.86,11.22,4.71,15.84,20646,19338,0.4016,27.74,22.59
"29043",77422,6923,31605,95.74,0.58,0.63,0.51,0.07,2.47,1.39,12.01,62.23,12.22,5760,12001,5237,4060,30416,5676,5490,4507,4108,9464,46772,11.1,8.49,12.28,6.5,10.09,26635,24879,0.3972,7.1,27.36
"29045",7139,660,3472,98.21,0.27,0.13,0.32,0,1.08,0.29,11.28,53.49,17.66,492,928,453,352,2399,536,518,532,473,1261,4161,18,14.99,12.31,4.78,16.61,21839,19898,0.4095,19.9,24.05
"29047",221939,18137,93397,87.46,5.18,0.53,2.05,0.26,4.51,3.54,12.25,62.64,11.25,16302,31776,14431,12755,90937,16823,15975,13466,11696,24964,139708,10.8,8.32,10.99,5.92,8.35,31701,29324,0.3982,7.17,25.8
"29049",20743,2207,8876,95.46,1.4,0.74,0.35,0.01,2.04,0.9,11.82,55.49,15.72,1306,2880,1459,992,7324,1670,1677,1376,1250,3260,12389,12.6,9.36,14.18,8.08,9.76,28104,24977,0.3813,9.52,24.56
"29051",75990,6442,32322,84.4,11.2,0.32,1.27,0.06,2.75,1.44,12.95,60,12.27,5053,9975,4985,4857,30568,5762,5740,5295,4272,9325,48728,13.1,10.07,11.16,4.76,11.64,30135,26688,0.4128,8.56,23.6
"29053",17601,1386,7466,90.42,6.86,0.33,0.44,0.02,1.94,0.76,13.62,57.67,15.35,1070,2209,1148,1249,6871,1288,1317,1189,955,2702,10920,13.1,15.01,10.18,7.54,17.76,23227,22663,0.4455,12.83,22.61
"29055",24696,2565,11915,97.26,0.27,0.45,0.3,0.04,1.67,0.87,12.13,55.57,16.27,1661,3314,1620,1376,8748,1891,1928,1636,1501,4017,14678,17.5,22.34,13.72,9.52,19,19268,17863,0.4127,19.43,24.3
"29057",7883,870,3965,96.03,0.38,0.89,0.28,0.04,2.38,0.77,10.52,48.86,20.51,406,1026,534,295,2420,598,628,647,541,1617,4481,18.1,15.48,14.39,7.96,20.32,18940,19244,0.4562,20.71,22.64
"29059",16777,1768,7630,96.45,0.21,0.85,0.24,0.07,2.19,0.84,11.96,54.18,17.01,1145,2271,1164,843,5673,1241,1376,1147,1071,2853,9755,18,21.81,13.94,11.62,20.83,20090,18557,0.3993,14.39,24.85
"29061",8433,746,4196,98.02,0.27,0.38,0.06,0.02,1.25,0.55,11.64,55.53,17.09,622,1240,584,398,2821,551,595,567,596,1441,4740,13.5,16.15,12.15,6.02,14.28,22343,20364,0.4203,26.64,26.7
"29063",12892,1414,4318,86.91,11.32,0.43,0.25,0.1,0.99,1.33,11.58,58.14,13.74,595,1317,664,829,5583,1091,1084,860,591,1771,8811,20.5,16.62,13.3,6.23,8.27,22322,16729,0.3943,11.46,17.92
"29065",15657,1643,7277,96.63,0.35,0.86,0.26,0.04,1.85,0.61,11.39,52.68,19.01,965,2055,1002,782,5228,1181,1229,1023,999,2977,9028,25.2,23.13,13.61,9.24,19.45,19015,18945,0.4242,18.55,23.33
"29067",13684,1461,6491,97.08,0.22,0.56,0.23,0,1.91,0.5,11.54,49.93,19.85,811,1676,897,682,4346,1014,1068,1083,970,2716,7907,20.5,18.41,13.74,9.49,24.08,17152,16435,0.4311,21.78,22.37
"29069",31953,2376,14450,85.06,9.72,0.22,0.34,0.03,4.63,2.94,12.5,57.08,16.49,2216,4502,2252,1742,11520,2230,2194,2133,1890,5268,18601,23.6,29.66,9.99,9.09,25.46,17714,17778,0.4632,12.36,25.3
"29071",101492,8433,43402,96.8,0.84,0.31,0.41,0.03,1.61,0.82,12.66,57.66,13.79,6524,14167,7066,5781,37833,8400,8253,6649,5666,14000,62388,12.3,14.86,11.04,7.76,12.87,25407,24247,0.4268,10.05,24.73
"29073",15222,1311,8186,97.9,0.18,0.21,0.35,0.04,1.32,0.56,10.87,50.01,20.12,835,1915,948,706,4862,1206,1250,1109,983,3062,8796,18.1,16.33,11.08,8.62,13.57,21989,21651,0.4151,22.92,22.1
"29075",6738,616,3212,98.38,0.31,0.19,0.27,0,0.85,0.31,12.3,53.07,20.5,452,902,483,346,2222,511,494,454,322,1381,3703,16.7,15.55,12.06,6.63,17.68,21521,20206,0.4142,14.35,24.55
"29077",275174,23913,125468,91.17,2.87,0.67,1.65,0.11,3.53,1.91,17.21,60.99,14.02,17094,31699,19517,27840,119028,18423,18488,17085,14764,38593,178208,13.4,10.46,11.01,7.3,17.88,21840,23637,0.4544,8.39,21.21
"29079",10261,856,5035,96.94,0.57,0.42,0.36,0.03,1.68,0.97,13.07,53.6,20.47,714,1363,717,624,3423,693,722,624,622,2100,5694,15.2,13.88,10.96,5.66,12.63,21077,19470,0.397,16.96,24.04
"29081",8957,873,4416,97.55,0.33,0.36,0.2,0.1,1.45,1,10.92,52.86,20.7,654,1233,550,428,2848,608,682,586,492,1854,4882,16.7,14.53,12.99,7.87,14.06,21088,19706,0.4161,18.03,24.8
"29083",22272,2213,10899,96.41,1.01,0.5,0.23,0.06,1.78,0.93,10.88,51.79,19.51,1339,2811,1323,1100,7385,1660,1674,1555,1503,4345,12971,20.3,14.66,12.79,7.42,17.14,21004,22814,0.4613,12.4,22.25
"29085",9627,1277,6803,97,0.26,0.7,0.17,0.08,1.8,0.6,8.53,39.02,29.56,441,916,495,326,2399,618,699,730,978,2846,5116,28.6,16.84,16.24,12.75,17.46,17311,16803,0.4132,37.4,17.3
"29087",4912,492,2807,97.74,0.16,0.98,0.31,0.02,0.79,0.37,9.71,47.56,21.23,279,538,259,218,1519,398,392,399,344,1043,2898,16,10.49,12.62,4.42,14.65,22437,23943,0.4125,20.45,19.77
"29089",10144,809,4571,91.78,5.24,0.46,0.26,0.04,2.22,0.72,16.98,56.33,15.86,597,1223,828,894,3894,740,793,694,594,1609,6357,15.2,15.15,10.21,6.16,16.08,22280,22016,0.4628,16.3,21.47
"29091",40400,3955,17994,96.29,0.39,0.67,0.49,0.03,2.13,1.01,12.4,56.43,17.1,2862,5578,2672,2339,14356,2769,2751,2664,2511,6909,23427,18.5,15.94,13.05,7.39,20.64,18834,17763,0.4341,13.27,24.91
"29093",10630,1090,5310,96.43,1.3,0.48,0.1,0,1.69,0.78,11.99,52.95,17.86,614,1339,715,560,3676,771,844,773,714,1899,6328,30.3,24.59,13.37,11.79,25.6,16575,18293,0.4375,20.75,22.61
"29095",674158,51215,312247,66.91,23.94,0.5,1.6,0.24,6.82,5.19,13.41,61.38,12.46,47883,90589,44748,45628,275306,49524,49320,42738,34808,83990,424533,12.7,12.37,10.09,8.62,17.02,26804,25965,0.4586,13.32,24.57
"29097",117404,8318,50618,88.24,1.93,1.51,0.99,0.25,7.07,3.85,14.46,62.22,13.38,8962,16530,8267,8710,47557,7803,7943,6931,5964,15714,71411,15.7,17.04,9.63,7.87,18.95,21551,20801,0.4455,11.09,25.79
"29099",218733,17850,87706,96.47,0.82,0.31,0.65,0.02,1.73,0.95,12.64,60.22,11.15,14971,30536,15192,12457,86219,18515,17497,14664,11937,24394,139351,13.5,12.87,10.9,8,10.52,27727,24873,0.3816,7.46,25.14
"29101",52595,6278,21529,90.02,4.33,0.53,1.52,0.24,3.36,1.96,23.68,66.79,10.73,3598,6462,4776,7680,25068,3458,3272,2781,2312,5644,34908,11.2,8.98,16.46,6.58,16.58,22127,21375,0.403,8.19,22.9
