ZCTA,time_to_nearest_methadone,count_in_range_methadone,methadone_score
12575,15,2,1.0
12574,9,3,1.1666666666666667
12572,0,6,1.6
12571,15,3,0.7666666666666666
12570,29,7,0.1
12569,15,3,1.5
12567,26,1,0.13333333333333333
12566,35,0,0.0
12565,48,0,0.0
12564,23,4,0.7
12563,15,5,1.5
12561,23,5,0.7
12553,14,2,1.0666666666666667
12550,0,5,2.0
12549,19,2,0.7333333333333333
12548,23,5,0.6666666666666667
12547,17,5,1.3
12546,39,0,0.0
12545,27,3,0.30000000000000004
12543,17,2,0.8666666666666667
12542,14,5,1.3666666666666667
12540,21,3,0.8999999999999999
12538,11,4,1.9
12534,40,0,0.0
12533,25,9,0.43333333333333335
12531,15,6,1.5
12530,42,0,0.0
12529,60,0,0.0
12528,24,3,0.6000000000000001
12527,11,9,1.5333333333333332
12526,31,0,0.0
12525,30,5,0.0
12524,11,10,1.6666666666666665
12523,32,0,0.0
12522,38,0,0.0
12521,49,0,0.0
12520,13,3,1.2
12518,14,3,1.1333333333333333
12517,48,0,0.0
12516,45,0,0.0
12515,20,5,1.0
12514,19,1,0.36666666666666664
12513,38,0,0.0
12512,12,5,1.4666666666666666
12508,8,5,1.6333333333333333
12507,11,3,1.3666666666666667
12504,14,3,1.0
12503,38,0,0.0
12502,39,0,0.0
12501,39,0,0.0
12498,17,3,0.9333333333333333
12496,71,0,0.0
12495,35,0,0.0
12494,40,0,0.0
12493,19,5,1.0666666666666667
12492,67,0,0.0
12491,12,3,1.3
12490,25,2,0.3333333333333333
12489,43,0,0.0
12487,13,6,1.2
12486,15,2,1.0
12485,42,0,0.0
12484,20,2,0.6666666666666666
12483,48,0,0.0
12482,40,0,0.0
12481,25,2,0.3333333333333333
12480,51,0,0.0
12477,19,2,0.7333333333333333
12475,18,3,0.9666666666666667
12474,94,0,0.0
12473,48,0,0.0
12472,13,2,1.1333333333333333
12471,14,2,1.0666666666666667
12470,51,0,0.0
12469,69,0,0.0
12468,76,0,0.0
12466,5,6,2.0
12465,64,0,0.0
12464,44,0,0.0
12463,31,0,0.0
12461,37,0,0.0
12460,57,0,0.0
12459,97,0,0.0
12458,45,0,0.0
12457,36,0,0.0
12456,20,3,0.7999999999999999
12455,78,0,0.0
12454,66,0,0.0
12453,21,3,0.6666666666666666
12452,71,0,0.0
12451,47,0,0.0
12450,50,0,0.0
12449,11,3,1.7333333333333334
12448,30,2,0.0
12446,36,0,0.0
12444,63,0,0.0
12443,6,3,1.9333333333333333
12442,50,0,0.0
12441,61,0,0.0
12440,24,2,0.4
12439,65,0,0.0
12438,80,0,0.0
12436,36,0,0.0
12435,58,0,0.0
12434,84,0,0.0
12433,18,2,0.8
12432,18,3,1.0666666666666667
12431,54,0,0.0
12430,72,0,0.0
12429,14,6,1.3666666666666667
12428,44,0,0.0
12427,41,0,0.0
12424,54,0,0.0
12423,58,0,0.0
12422,61,0,0.0
12421,92,0,0.0
12420,50,0,0.0
12419,18,2,0.8
12418,61,0,0.0
12417,7,3,1.7666666666666668
12416,45,0,0.0
12414,39,0,0.0
12413,44,0,0.0
12412,30,2,0.0
12411,10,3,1.3666666666666667
12410,58,0,0.0
12409,25,2,0.3333333333333333
12407,77,0,0.0
12406,75,0,0.0
12405,49,0,0.0
12404,31,0,0.0
12401,0,3,2.3
12309,9,8,1.8666666666666667
12308,3,9,2.533333333333333
12307,3,8,2.4333333333333336
12306,8,8,1.9666666666666666
12305,0,8,2.7333333333333334
12304,8,8,2.0
12303,9,7,1.8666666666666667
12302,0,5,2.7333333333333334
12222,9,8,2.0
12211,8,6,2.133333333333333
12210,1,6,2.7666666666666666
12209,7,6,2.3000000000000003
12208,4,6,2.466666666666667
12207,0,6,2.7333333333333334
12206,0,6,2.8666666666666667
12205,10,8,1.8666666666666667
12204,7,6,2.2333333333333334
12203,8,8,2.0999999999999996
12202,4,6,2.4
12198,12,4,1.3333333333333333
12197,65,0,0.0
12196,18,4,0.9333333333333333
12195,28,1,0.06666666666666667
12194,71,0,0.0
12193,38,0,0.0
12192,28,1,0.06666666666666667
12190,64,0,0.0
12189,7,6,1.9
12188,18,8,0.8666666666666666
12187,51,0,0.0
12186,24,5,0.5
12185,27,1,0.1
12184,35,0,0.0
12183,7,6,1.8666666666666667
12182,14,4,1.0666666666666667
12180,0,4,1.8
12177,12,1,0.6
12176,50,0,0.0
12175,59,0,0.0
12174,41,0,0.0
12173,45,0,0.0
12172,46,0,0.0
12170,40,0,0.0
12169,31,0,0.0
12168,29,1,0.03333333333333333
12167,86,0,0.0
12166,38,0,0.0
12165,38,0,0.0
12164,86,0,0.0
12161,22,3,0.5333333333333333
12160,37,0,0.0
12159,13,6,1.6
12158,16,4,1.1333333333333333
12157,37,0,0.0
12156,24,3,0.3333333333333333
12155,77,0,0.0
12154,31,0,0.0
12153,27,1,0.1
12151,25,5,0.43333333333333335
12150,13,5,1.6666666666666665
12149,49,0,0.0
12148,18,5,1.2000000000000002
12147,49,0,0.0
12144,9,4,1.9
12143,26,3,0.13333333333333333
12140,15,4,0.7999999999999999
12139,82,0,0.0
12138,29,1,0.03333333333333333
12137,20,5,0.8666666666666667
12136,35,0,0.0
12134,40,0,0.0
12132,29,1,0.03333333333333333
12131,69,0,0.0
12130,33,0,0.0
12125,22,1,0.26666666666666666
12124,26,3,0.13333333333333333
12123,27,1,0.1
12122,50,0,0.0
12121,23,1,0.23333333333333334
12120,55,0,0.0
12118,30,2,0.0
12117,31,0,0.0
12116,83,0,0.0
12115,33,0,0.0
12110,13,8,1.6666666666666665
12108,88,0,0.0
12106,36,0,0.0
12095,22,1,0.26666666666666666
12094,28,1,0.06666666666666667
12093,68,0,0.0
12092,42,0,0.0
12090,39,0,0.0
12089,35,0,0.0
12087,39,0,0.0
12086,10,1,0.6666666666666666
12085,19,7,1.0
12084,16,8,1.3333333333333335
12083,44,0,0.0
12078,25,1,0.16666666666666666
12077,11,6,1.6999999999999997
12076,88,0,0.0
12075,49,0,0.0
12074,23,3,0.43333333333333335
12072,24,1,0.2
12071,58,0,0.0
12070,12,1,0.6
12069,12,1,0.6
12068,19,1,0.36666666666666664
12067,23,3,0.43333333333333335
12066,36,0,0.0
12065,21,8,0.8333333333333333
12064,64,0,0.0
12063,22,4,0.5333333333333333
12062,33,0,0.0
12061,15,4,1.2333333333333334
12060,29,1,0.03333333333333333
12059,38,0,0.0
12058,43,0,0.0
12057,47,0,0.0
12056,18,6,0.9666666666666667
12054,14,4,1.5333333333333332
12053,26,2,0.26666666666666666
12052,20,1,0.3333333333333333
12051,35,0,0.0
12047,14,6,1.2666666666666666
12046,36,0,0.0
12045,22,3,0.6
12043,47,0,0.0
12042,43,0,0.0
12041,25,3,0.5
12040,37,0,0.0
12037,41,0,0.0
12036,69,0,0.0
12035,37,0,0.0
12033,20,4,0.7333333333333334
12032,45,0,0.0
12031,45,0,0.0
12029,23,1,0.23333333333333334
12028,35,0,0.0
12027,12,5,1.6333333333333333
12025,23,1,0.23333333333333334
12024,33,0,0.0
12023,42,0,0.0
12022,35,0,0.0
12020,24,5,0.43333333333333335
12019,18,4,1.1333333333333333
12018,21,2,0.36666666666666664
12017,36,0,0.0
12015,45,0,0.0
12010,0,3,1.0666666666666669
12009,19,7,0.8666666666666666
12008,9,4,2.0999999999999996
12007,39,0,0.0
11980,21,2,0.4666666666666667
11978,14,1,0.5333333333333333
11977,17,1,0.43333333333333335
11976,29,1,0.03333333333333333
11975,34,0,0.0
11973,28,2,0.06666666666666667
11972,18,1,0.4
11971,9,3,1.5666666666666667
11970,10,3,0.8666666666666666
11968,23,1,0.23333333333333334
11967,28,2,0.13333333333333333
11965,22,2,0.5333333333333333
11964,23,2,0.4666666666666667
11963,39,0,0.0
11962,31,0,0.0
11961,25,1,0.16666666666666666
11960,21,1,0.3
11959,17,1,0.43333333333333335
11958,12,3,1.5
11957,10,2,1.3333333333333333
11956,17,3,1.2
11955,24,2,0.2
11954,56,0,0.0
11953,25,2,0.23333333333333334
11952,14,3,1.2666666666666666
11951,32,0,0.0
11950,25,2,0.26666666666666666
11949,19,1,0.36666666666666664
11948,18,3,0.5333333333333333
11947,7,3,1.1666666666666667
11946,16,1,0.4666666666666667
11944,0,2,2.0
11942,19,1,0.36666666666666664
11941,17,1,0.43333333333333335
11940,19,1,0.36666666666666664
11939,4,2,1.7333333333333334
11937,41,0,0.0
11935,14,3,1.4666666666666668
11934,22,1,0.26666666666666666
11933,11,1,0.6333333333333333
11932,30,1,0.0
11931,7,1,0.7666666666666667
11930,42,0,0.0
11901,0,1,1.0
11804,12,7,1.7333333333333334
11803,13,8,1.6333333333333333
11801,8,10,1.9666666666666666
11798,9,6,1.9333333333333331
11797,11,9,1.5
11796,18,3,0.7333333333333333
11795,11,6,1.5999999999999999
11794,18,1,0.4
11793,8,14,2.1666666666666665
11792,18,1,0.4
11791,14,10,1.5333333333333332
11790,17,2,0.4666666666666667
11789,28,1,0.06666666666666667
11788,0,4,1.5333333333333332
11787,8,4,1.1666666666666665
11786,21,1,0.3
11784,17,2,0.43333333333333335
11783,7,10,2.166666666666667
11782,16,3,0.7333333333333333
11780,11,2,0.8666666666666667
11779,9,4,0.9333333333333332
11778,27,1,0.1
11777,21,1,0.3
11776,20,1,0.3333333333333333
11772,21,1,0.3
11771,20,7,0.8999999999999999
11770,28,2,0.13333333333333333
11769,16,4,1.0666666666666667
11768,16,4,0.7666666666666666
11767,10,2,0.8666666666666667
11766,23,1,0.23333333333333334
11765,26,4,0.3666666666666667
11764,24,2,0.2
11763,17,2,0.4666666666666667
11762,4,7,2.2666666666666666
11758,5,7,2.2333333333333334
11757,4,6,2.1333333333333333
11756,5,11,2.2666666666666666
11755,12,2,0.7666666666666666
11754,12,4,1.2333333333333334
11753,11,13,1.7
11752,12,6,1.4666666666666666
11751,14,6,1.5666666666666667
11749,6,4,1.2666666666666668
11747,8,7,1.7333333333333334
11746,0,6,1.7333333333333332
11743,11,6,1.1666666666666665
11742,16,1,0.4666666666666667
11741,14,4,0.5666666666666667
11740,10,6,1.2666666666666666
11739,16,4,1.1333333333333333
11738,16,1,0.4666666666666667
11735,6,8,2.2
11733,21,1,0.3
11732,17,9,1.1666666666666667
11731,11,4,1.3
11730,15,6,1.3
11729,11,6,1.8666666666666667
11727,24,1,0.2
11726,2,7,2.3333333333333335
11725,9,6,1.7
11724,14,7,0.8666666666666666
11722,7,6,1.4333333333333333
11721,15,4,0.8
11720,16,2,0.5
11719,25,2,0.16666666666666666
11718,12,6,1.6
11717,9,6,1.5666666666666667
11716,12,4,1.0666666666666667
11715,19,3,0.36666666666666664
11714,10,8,2.0
11713,23,1,0.23333333333333334
11710,7,14,2.2
11709,26,3,0.3
11706,12,6,1.7
11705,18,3,0.4666666666666667
11704,6,6,1.9666666666666668
11703,9,6,1.9
11702,8,6,1.8333333333333333
11701,0,7,2.533333333333333
11697,16,24,1.2666666666666666
11694,15,26,1.3666666666666667
11693,16,32,1.4
11692,18,27,1.2000000000000002
11691,17,32,1.3
11598,15,39,1.4666666666666668
11596,8,35,1.8666666666666665
11590,9,12,1.9
11581,14,47,1.5666666666666667
11580,10,53,1.7
11579,19,6,0.7666666666666666
11577,8,50,1.7666666666666666
11576,9,41,1.6666666666666665
11575,9,21,1.9333333333333331
11572,16,22,1.3333333333333335
11570,14,27,1.5333333333333332
11569,17,5,1.2333333333333334
11568,13,22,1.5666666666666667
11566,7,20,2.2
11565,13,36,1.7
11563,14,41,1.5333333333333332
11561,23,20,0.6666666666666667
11560,26,3,0.4
11559,14,53,1.5666666666666667
11558,20,16,0.9333333333333333
11557,17,23,1.2333333333333334
11556,6,15,2.033333333333333
11554,0,13,2.533333333333333
11553,6,21,2.1
11552,12,33,1.7666666666666666
11550,8,26,1.9666666666666666
11549,8,17,1.8666666666666667
11548,14,21,1.3333333333333335
11547,15,18,1.1
11545,18,11,1.2000000000000002
11542,22,7,0.6666666666666667
11530,9,39,1.8333333333333333
11520,11,21,1.8333333333333333
11518,17,25,1.2666666666666666
11516,14,57,1.6
11514,11,20,1.9
11510,11,24,1.7999999999999998
11509,17,32,1.3
11507,8,47,1.7999999999999998
11501,9,33,1.8333333333333333
11451,3,77,2.566666666666667
11436,7,78,2.2666666666666666
11435,3,77,2.6333333333333333
11434,7,76,2.166666666666667
11433,4,78,2.4
11432,0,77,2.666666666666667
11430,9,74,2.0666666666666664
11429,7,77,2.2333333333333334
11428,6,77,2.3333333333333335
11427,5,82,2.466666666666667
11426,3,77,2.3666666666666667
11425,10,50,1.9
11424,5,77,2.5
11423,4,78,2.4
11422,11,76,1.8666666666666667
11421,5,76,2.4333333333333336
11420,6,80,2.3666666666666667
11419,3,77,2.566666666666667
11418,0,77,2.8333333333333335
11417,7,76,2.2666666666666666
11416,6,76,2.3666666666666667
11415,3,77,2.6333333333333333
11414,8,75,2.1666666666666665
11413,10,77,1.9333333333333331
11412,7,76,2.0666666666666664
11411,9,76,2.0666666666666664
11385,6,77,2.4000000000000004
11379,6,79,2.1333333333333333
11378,4,86,2.4
11377,3,87,2.333333333333333
11375,6,79,2.3000000000000003
11374,4,78,2.3
11373,0,82,2.3666666666666667
11372,3,82,2.3
11371,7,80,2.166666666666667
11370,7,83,2.1
11369,5,81,2.2666666666666666
11368,5,80,2.3333333333333335
11367,4,77,2.5
11366,0,77,2.6333333333333333
11365,2,80,2.6
11364,6,79,2.3333333333333335
11363,9,72,1.9333333333333331
11362,7,73,2.033333333333333
11361,7,80,2.2
11360,9,77,1.9666666666666668
11359,11,76,1.8666666666666667
11358,5,79,2.4
11357,8,80,2.133333333333333
11356,8,76,1.9333333333333331
11355,0,82,2.533333333333333
11354,3,81,2.3
11351,8,78,2.1999999999999997
11239,5,61,2.5
11238,0,80,2.8333333333333335
11237,3,79,2.6333333333333333
11236,0,53,2.533333333333333
11235,10,38,1.8666666666666665
11234,6,49,2.3666666666666667
11233,4,76,2.5333333333333337
11232,0,73,2.666666666666667
11231,4,79,2.566666666666667
11230,4,62,2.3333333333333335
11229,8,46,2.1666666666666665
11228,6,66,2.1999999999999997
11226,4,67,2.5333333333333337
11225,4,77,2.566666666666667
11224,11,36,1.6333333333333333
11223,6,51,2.1333333333333333
11222,6,89,2.3666666666666667
11221,0,80,2.8
11220,4,71,2.4333333333333336
11219,4,66,2.4
11218,0,71,2.666666666666667
11217,3,81,2.6333333333333333
11216,2,79,2.7
11215,0,76,2.8333333333333335
11214,7,51,2.033333333333333
11213,0,74,2.8333333333333335
11212,0,74,2.666666666666667
11211,3,83,2.6333333333333333
11210,7,51,2.3000000000000003
11209,7,68,2.1333333333333333
11208,4,76,2.466666666666667
11207,0,78,2.8333333333333335
11206,0,81,2.9
11205,5,80,2.466666666666667
11204,5,57,2.2333333333333334
11203,0,69,2.8666666666666667
11201,0,83,2.6
11109,6,90,2.4000000000000004
11106,7,86,2.2666666666666666
11105,8,85,2.1999999999999997
11104,5,91,2.3666666666666667
11103,8,85,2.0666666666666664
11102,8,86,2.1999999999999997
11101,6,91,2.3333333333333335
11096,13,58,1.6666666666666665
11050,15,17,1.0666666666666667
11042,3,75,2.2
11040,5,53,1.9333333333333331
11030,10,45,1.5999999999999999
11024,12,32,1.4
11023,10,53,1.5999999999999999
11021,7,70,1.9
11020,6,70,2.0
11010,10,40,1.6666666666666665
11005,4,69,2.1
11004,0,75,2.3666666666666667
11003,10,57,1.8
11001,5,75,2.1333333333333333
10998,46,0,0.0
10996,24,3,0.26666666666666666
10994,6,8,2.0
10993,12,5,1.3666666666666667
10992,21,2,0.6
10990,46,0,0.0
10989,0,8,2.2333333333333334
10988,53,0,0.0
10987,27,2,0.2
10986,18,5,0.9333333333333333
10985,40,0,0.0
10984,16,5,1.1333333333333333
10983,12,15,1.5
10980,16,5,1.0666666666666667
10979,34,0,0.0
10977,11,6,1.8666666666666667
10976,8,25,1.6666666666666667
10975,28,2,0.13333333333333333
10974,12,7,1.4333333333333333
10973,38,0,0.0
10970,18,6,1.2000000000000002
10969,53,0,0.0
10968,7,15,1.6666666666666665
10965,11,9,1.6333333333333333
10964,11,35,1.4
10963,46,0,0.0
10962,10,24,1.7333333333333334
10960,0,13,2.2333333333333334
10958,38,0,0.0
10956,15,6,1.3666666666666667
10954,9,11,2.0
10953,16,3,0.9333333333333333
10952,9,5,1.8333333333333333
10950,30,1,0.0
10941,31,0,0.0
10940,33,0,0.0
10933,44,0,0.0
10932,40,0,0.0
10931,10,7,1.6333333333333333
10930,23,2,0.4666666666666667
10928,17,3,0.8333333333333333
10927,10,5,1.5
10926,25,5,0.3666666666666667
10925,34,0,0.0
10924,32,0,0.0
10923,12,6,1.5
10922,13,7,0.7
10921,41,0,0.0
10920,4,8,1.9
10919,33,0,0.0
10918,32,0,0.0
10917,27,5,0.23333333333333334
10916,25,2,0.3333333333333333
10915,29,2,0.06666666666666667
10914,27,2,0.2
10913,8,9,1.7333333333333332
10911,15,2,0.5333333333333333
10910,28,2,0.13333333333333333
10901,0,7,2.4333333333333336
10805,5,53,2.1
10804,10,30,1.5666666666666667
10803,4,60,2.3666666666666667
10801,0,59,2.3666666666666667
10710,9,50,2.0999999999999996
10709,8,46,2.0666666666666664
10708,4,56,2.4
10707,7,49,2.1
10706,6,57,2.4000000000000004
10705,6,70,2.4000000000000004
10704,4,61,2.3333333333333335
10703,0,57,3.0
10701,4,59,2.6
10607,14,42,1.5333333333333332
10606,16,28,1.2666666666666666
10605,14,21,1.2666666666666666
10604,19,19,1.0
10603,16,28,1.2666666666666666
10601,15,28,1.3333333333333335
10598,14,5,0.7333333333333333
10597,23,6,0.26666666666666666
10596,8,1,0.7333333333333333
10595,18,20,1.0999999999999999
10594,22,12,0.8
10591,9,39,1.7666666666666666
10590,14,5,0.9666666666666667
10589,21,6,0.8999999999999999
10588,9,5,1.4333333333333333
10583,11,44,1.7666666666666666
10580,12,27,1.4666666666666666
10579,20,1,0.3333333333333333
10578,19,6,1.0999999999999999
10577,19,16,0.8666666666666667
10576,12,4,1.2666666666666666
10573,16,19,1.4
10570,21,9,0.7
10567,4,5,1.0
10566,0,5,1.1333333333333333
10562,17,6,0.8666666666666666
10560,23,5,0.7
10553,2,58,2.333333333333333
10552,4,58,2.2666666666666666
10550,0,61,2.466666666666667
10549,28,6,0.16666666666666666
10548,8,1,0.7333333333333333
10547,9,5,1.0999999999999999
10546,23,6,0.4
10545,19,7,0.7
10543,7,35,1.6666666666666665
10541,12,5,1.7999999999999998
10538,10,28,1.4333333333333333
10537,13,5,0.5666666666666667
10536,21,7,0.5666666666666667
10535,11,5,1.4333333333333331
10533,16,38,1.4
10532,20,16,0.9333333333333333
10530,14,41,1.5333333333333332
10528,12,25,1.2666666666666666
10527,20,5,1.0
10526,24,7,0.6000000000000001
10524,9,3,0.7666666666666666
10523,13,46,1.6333333333333333
10522,9,46,2.0999999999999996
10520,13,1,0.5666666666666667
10519,16,6,1.4
10518,22,2,0.3333333333333333
10517,6,5,1.0666666666666667
10516,22,6,0.7333333333333334
10514,25,6,0.3666666666666667
10512,0,6,3.0
10511,6,1,0.8
10510,22,6,0.6
10509,15,5,1.5
10507,28,6,0.13333333333333333
10506,22,3,0.6
10505,16,5,1.4
10504,25,8,0.3333333333333333
10503,11,43,1.9
10502,10,48,2.0
10501,17,5,0.9666666666666666
10475,6,67,2.4000000000000004
10474,4,82,2.566666666666667
10473,6,82,2.4000000000000004
10472,4,84,2.6
10471,7,75,2.2
10470,3,67,2.5
10469,3,72,2.566666666666667
10468,3,80,2.6333333333333333
10467,0,72,2.6333333333333337
10466,4,65,2.4333333333333336
10465,5,81,2.5
10464,8,62,2.1999999999999997
10463,6,76,2.3666666666666667
10462,7,72,2.3000000000000003
10461,0,79,3.0
10460,3,84,2.666666666666667
10459,2,82,2.7666666666666666
10458,0,76,2.7333333333333334
10457,0,83,2.9333333333333336
10456,0,84,2.8666666666666667
10455,0,82,2.9
10454,0,87,2.8
10453,3,79,2.666666666666667
10452,3,85,2.666666666666667
10451,0,84,3.0
10314,10,39,1.6333333333333333
10312,9,13,1.8333333333333333
10311,14,22,1.6
10310,9,45,1.6
10309,0,11,2.5
10308,12,15,1.6333333333333333
10307,10,7,1.7999999999999998
10306,11,27,1.5
10305,4,49,2.0
10304,0,41,2.033333333333333
10303,11,39,1.6666666666666665
10302,12,43,1.6333333333333333
10301,6,28,1.5333333333333334
10282,5,88,2.466666666666667
10280,6,84,2.3666666666666667
10279,4,87,2.566666666666667
10278,4,85,2.6
10271,5,82,2.466666666666667
10199,3,90,2.6333333333333333
10177,2,90,2.7666666666666666
10174,2,91,2.7333333333333334
10173,2,90,2.7666666666666666
10172,2,90,2.7666666666666666
10171,3,90,2.7
10170,3,90,2.666666666666667
10169,2,90,2.7666666666666666
10168,2,91,2.8
10167,2,90,2.8
10165,2,90,2.8
10162,2,90,2.7666666666666666
10154,3,90,2.7
10153,3,90,2.7
10152,2,90,2.8
10128,0,90,2.8
10119,2,91,2.7333333333333334
10115,2,87,2.7333333333333334
10112,2,90,2.8
10111,2,90,2.7666666666666666
10110,2,90,2.7666666666666666
10103,2,90,2.8
10075,1,90,2.8666666666666667
10069,3,90,2.7
10065,3,90,2.6333333333333333
10044,10,83,1.9333333333333331
10040,1,87,2.6333333333333333
10039,2,86,2.7333333333333334
10038,4,86,2.566666666666667
10037,2,87,2.8
10036,2,90,2.7666666666666666
10035,0,88,3.0
10034,3,86,2.533333333333333
10033,0,88,2.7333333333333334
10032,2,86,2.666666666666667
10031,2,86,2.8
10030,0,87,2.8666666666666667
10029,0,87,2.9333333333333336
10028,2,90,2.7333333333333334
10027,0,89,2.9333333333333336
10026,1,88,2.8333333333333335
10025,3,87,2.6333333333333333
10024,4,89,2.6
10023,2,90,2.8
10022,3,90,2.7
10021,0,90,2.9
10020,2,90,2.8
10019,0,90,3.0
10018,0,91,2.8666666666666667
10017,2,91,2.7333333333333334
10016,0,91,2.8666666666666667
10014,3,89,2.666666666666667
10013,3,88,2.7
10012,0,89,2.8666666666666667
10011,5,90,2.5
10010,0,91,3.0
10009,0,91,2.8666666666666667
10007,4,88,2.566666666666667
10006,6,83,2.4000000000000004
10005,5,86,2.466666666666667
10004,6,82,2.4000000000000004
10003,0,90,2.9
10002,0,88,2.8666666666666667
10001,2,91,2.7333333333333334
8904,3,8,1.6333333333333335
8902,9,5,0.9333333333333332
8901,0,7,1.6333333333333333
8890,15,4,1.1
8889,17,1,0.43333333333333335
8887,15,1,0.5
8886,8,2,1.0
8884,17,2,0.7
8882,11,6,1.2999999999999998
8880,13,6,1.5333333333333332
8879,0,10,1.9
8876,0,3,1.4666666666666666
8873,9,6,1.2
8872,10,7,1.4
8869,3,3,1.5
8867,30,1,0.0
8865,0,2,1.4333333333333333
8863,9,13,1.7
8861,8,12,2.0
8859,5,8,1.5666666666666667
8858,20,2,0.3333333333333333
8857,13,5,1.1666666666666667
8854,9,8,1.6666666666666667
8853,14,1,0.5333333333333333
8852,17,4,1.0
8850,9,6,1.1333333333333333
8848,26,1,0.13333333333333333
8846,12,6,1.5666666666666667
8844,11,3,0.9999999999999999
8840,14,12,1.5666666666666667
8837,11,12,1.6666666666666667
8836,16,3,1.1
8835,11,4,1.2666666666666666
8833,19,2,0.4333333333333333
8832,4,11,1.8000000000000003
8831,27,2,0.2
8830,11,15,1.5666666666666667
8829,28,2,0.1
8828,21,2,0.43333333333333335
8827,26,1,0.13333333333333333
8826,30,1,0.0
8825,35,0,0.0
8824,17,4,0.7333333333333333
8823,16,3,0.5666666666666667
8822,20,1,0.3333333333333333
8821,15,2,0.5
8820,10,10,1.5
8817,8,9,1.6666666666666665
8816,11,5,1.1666666666666667
8812,8,10,1.5
8810,19,4,0.6
8809,23,2,0.3
8808,13,2,0.6333333333333333
8807,10,3,1.0333333333333334
8805,12,6,1.6333333333333333
8804,13,2,0.7
8802,20,1,0.3333333333333333
8801,26,2,0.26666666666666666
8759,27,2,0.16666666666666669
8758,25,2,0.16666666666666666
8757,11,2,1.1
8755,12,3,1.1333333333333333
8753,0,2,1.5666666666666667
8752,12,2,1.0
8751,12,2,1.0
8750,14,3,1.2666666666666666
8742,10,3,1.3333333333333333
8741,12,2,1.0333333333333332
8740,16,2,0.8
8738,12,3,1.1333333333333333
8736,12,3,1.4333333333333333
8735,13,2,1.0
8734,20,2,0.5
8733,16,2,0.9333333333333333
8732,9,2,1.1666666666666665
8731,19,2,0.5666666666666667
8730,12,3,1.2999999999999998
8724,8,3,1.5333333333333332
8723,0,3,1.8
8722,11,2,1.1
8721,16,2,0.8
8720,13,4,1.3666666666666667
8701,10,3,1.2333333333333332
8691,9,5,1.4666666666666668
8690,4,6,1.9
8648,8,5,2.0999999999999996
8641,25,2,0.23333333333333334
8640,36,0,0.0
8638,0,5,2.533333333333333
8629,4,6,2.466666666666667
8628,6,5,1.9666666666666668
8620,11,6,1.6333333333333333
8619,0,6,2.3
8618,0,5,2.466666666666667
8611,5,6,2.3666666666666667
8610,8,6,2.0999999999999996
8609,5,6,2.4
8608,4,6,2.4000000000000004
8562,27,2,0.13333333333333333
8561,13,3,1.1333333333333333
8560,14,5,1.3333333333333333
8559,28,1,0.06666666666666667
8558,27,5,0.2
8555,25,1,0.16666666666666666
8554,18,9,1.1666666666666667
8553,21,5,0.8
8551,26,3,0.19999999999999998
8550,15,4,0.9666666666666666
8542,15,5,1.3
8540,17,5,1.1
8536,20,4,0.7666666666666666
8535,27,1,0.1
8534,13,5,1.5666666666666667
8533,31,0,0.0
8530,25,4,0.26666666666666666
8528,20,5,0.8666666666666667
8527,24,3,0.3
8525,23,3,0.5666666666666667
8520,18,4,0.6
8518,18,9,1.0999999999999999
8515,16,6,1.1666666666666665
8514,27,1,0.1
8512,17,4,0.6666666666666666
8511,27,2,0.1
8510,30,1,0.0
8505,11,7,1.5333333333333334
8502,17,3,0.5666666666666667
8501,17,3,0.9333333333333333
8406,10,2,0.7333333333333333
8403,14,2,0.5666666666666667
8402,11,2,0.7666666666666666
8401,11,2,0.6666666666666666
8361,7,4,1.1666666666666667
8360,0,4,1.6
8353,8,3,1.5999999999999999
8352,11,3,1.8333333333333335
8350,12,3,1.2333333333333334
8349,36,0,0.0
8348,21,3,0.5666666666666667
8346,21,2,0.6
8345,23,2,0.4666666666666667
8344,11,5,0.8333333333333333
8343,29,2,0.06666666666666667
8341,11,2,0.8999999999999999
8340,18,3,0.8
8332,14,3,1.4666666666666668
8330,0,3,1.4
8329,27,1,0.1
8328,13,5,0.8333333333333333
8327,28,2,0.13333333333333333
8326,11,4,0.9666666666666666
8324,31,0,0.0
8323,16,2,0.9333333333333333
8322,19,4,0.6
8321,35,0,0.0
8320,24,2,0.4
8319,22,2,0.4666666666666667
8318,15,3,1.3666666666666667
8317,20,2,0.6333333333333333
8316,26,1,0.13333333333333333
8314,30,1,0.0
8312,20,3,0.6
8311,16,3,0.9666666666666667
8310,13,2,0.8333333333333333
8302,0,3,2.3333333333333335
8270,23,1,0.23333333333333334
8260,16,1,0.4666666666666667
8251,20,1,0.3333333333333333
8248,24,2,0.26666666666666666
8247,9,1,0.7
8246,17,1,0.43333333333333335
8244,12,3,0.7666666666666666
8243,19,1,0.36666666666666664
8242,14,1,0.5333333333333333
8241,23,2,0.3
8240,17,2,0.6333333333333333
8234,13,2,0.8333333333333333
8232,0,2,1.3333333333333333
8230,19,2,0.5
8226,19,2,0.4333333333333333
8225,5,2,1.1666666666666667
8224,24,1,0.2
8223,19,2,0.5666666666666667
8221,9,2,0.8999999999999999
8217,19,2,0.4666666666666667
8215,16,2,0.7666666666666666
8212,26,1,0.13333333333333333
8210,0,1,1.0
8205,16,2,0.6333333333333333
8204,19,1,0.36666666666666664
8203,15,1,0.5
8202,14,1,0.5333333333333333
8201,6,2,1.0333333333333334
