ZCTA,time_to_nearest_buprenorphine,count_in_range_buprenorphine,buprenorphine_score
96016,104,0,0.0
96015,119,0,0.0
96014,125,0,0.0
96013,87,0,0.0
96011,106,0,0.0
96010,121,0,0.0
96009,999,0,0.0
96008,24,2,0.4
96007,14,2,1.0666666666666667
96006,999,0,0.0
96003,11,2,1.2666666666666666
96002,0,2,2.0
96001,14,2,1.0666666666666667
95993,17,2,0.8666666666666667
95991,15,2,1.0
95988,50,0,0.0
95987,49,0,0.0
95986,35,0,0.0
95984,82,0,0.0
95983,114,0,0.0
95982,25,2,0.3333333333333333
95981,86,0,0.0
95979,106,0,0.0
95978,57,0,0.0
95977,27,3,0.30000000000000004
95975,17,4,1.3
95974,35,0,0.0
95973,7,4,1.5666666666666669
95971,105,0,0.0
95970,57,0,0.0
95969,25,4,0.43333333333333335
95968,16,3,1.3666666666666667
95966,0,3,2.0666666666666664
95965,0,5,2.533333333333333
95963,30,2,0.0
95962,47,0,0.0
95961,19,2,0.7333333333333333
95960,23,4,0.23333333333333334
95959,0,4,2.2
95957,40,0,0.0
95956,103,0,0.0
95955,60,0,0.0
95954,38,0,0.0
95953,28,2,0.13333333333333333
95951,17,2,0.8666666666666667
95950,51,0,0.0
95949,13,7,1.7
95948,26,2,0.26666666666666666
95947,114,0,0.0
95946,19,4,1.0999999999999999
95945,0,4,3.0
95944,71,0,0.0
95943,41,0,0.0
95942,24,2,0.4
95941,51,0,0.0
95939,94,0,0.0
95938,16,4,1.1666666666666667
95937,29,1,0.03333333333333333
95936,62,0,0.0
95935,52,0,0.0
95934,100,0,0.0
95932,49,0,0.0
95930,75,0,0.0
95928,7,4,1.7666666666666668
95926,0,4,2.1
95925,60,0,0.0
95923,108,0,0.0
95922,37,0,0.0
95920,42,0,0.0
95919,57,0,0.0
95918,38,0,0.0
95917,20,3,0.7333333333333333
95916,39,0,0.0
95915,129,0,0.0
95914,36,0,0.0
95912,34,0,0.0
95910,69,0,0.0
95903,46,0,0.0
95901,0,2,2.0
95864,0,20,2.7
95843,14,18,1.6
95842,10,20,1.9666666666666666
95841,6,20,2.3
95838,0,20,2.2666666666666666
95837,23,8,0.6333333333333333
95835,14,19,1.5333333333333332
95834,11,20,1.9
95833,8,21,2.1333333333333333
95832,7,16,2.3000000000000003
95831,11,16,1.9
95830,13,15,1.3333333333333333
95829,14,16,1.4666666666666668
95828,7,17,2.3000000000000003
95827,8,20,2.033333333333333
95826,0,20,2.533333333333333
95825,0,20,2.6
95824,9,20,2.033333333333333
95823,0,16,3.0
95822,10,16,2.0
95821,5,20,2.3666666666666667
95820,6,20,2.2
95819,3,20,2.5
95818,4,20,2.566666666666667
95817,4,20,2.4
95816,0,20,2.8
95815,5,20,2.4
95814,0,21,2.9
95811,0,21,2.9333333333333336
95776,9,6,1.0333333333333332
95765,14,11,1.6
95762,22,8,0.4666666666666667
95758,0,14,2.4
95757,7,9,1.8333333333333335
95747,15,13,1.5
95746,7,14,2.3000000000000003
95742,9,14,1.4333333333333333
95736,17,6,1.0999999999999999
95735,74,0,0.0
95728,70,0,0.0
95726,60,0,0.0
95724,61,0,0.0
95722,16,3,1.2666666666666666
95721,67,0,0.0
95720,77,0,0.0
95717,35,0,0.0
95715,46,0,0.0
95714,34,0,0.0
95713,19,7,0.8999999999999999
95709,51,0,0.0
95703,14,6,1.4
95701,40,0,0.0
95699,45,0,0.0
95698,15,1,0.5
95697,9,1,0.7
95695,0,3,1.0
95694,27,3,0.30000000000000004
95693,27,1,0.1
95692,34,0,0.0
95691,0,17,2.433333333333333
95690,33,0,0.0
95689,77,0,0.0
95688,17,2,0.8666666666666667
95687,17,2,0.8666666666666667
95686,19,8,0.8999999999999999
95685,56,0,0.0
95684,74,0,0.0
95683,24,2,0.30000000000000004
95682,26,1,0.13333333333333333
95681,32,0,0.0
95680,33,0,0.0
95679,62,0,0.0
95678,9,14,2.0999999999999996
95677,8,15,2.1999999999999997
95675,62,0,0.0
95674,46,0,0.0
95673,14,15,1.1333333333333333
95672,36,0,0.0
95670,10,20,1.9666666666666666
95669,50,0,0.0
95668,29,2,0.06666666666666667
95667,37,0,0.0
95666,74,0,0.0
95665,58,0,0.0
95664,30,1,0.0
95663,14,10,1.3333333333333335
95662,8,16,2.0
95661,0,16,3.0
95660,11,19,1.7666666666666666
95659,27,5,0.23333333333333334
95658,9,7,1.3666666666666665
95655,0,20,1.9666666666666666
95653,16,1,0.4666666666666667
95652,8,20,2.0
95651,36,0,0.0
95650,15,13,1.5
95648,18,8,1.2000000000000002
95646,69,0,0.0
95645,25,1,0.16666666666666666
95642,44,0,0.0
95641,33,0,0.0
95640,49,0,0.0
95639,14,8,1.1333333333333333
95638,33,0,0.0
95637,52,0,0.0
95636,85,0,0.0
95635,37,0,0.0
95634,45,0,0.0
95633,45,0,0.0
95632,18,7,0.9666666666666668
95631,33,0,0.0
95630,16,14,1.1333333333333333
95629,71,0,0.0
95628,0,15,2.4
95627,22,1,0.26666666666666666
95626,19,14,0.8999999999999999
95625,20,2,0.6666666666666666
95624,8,16,1.9333333333333331
95623,40,0,0.0
95621,9,20,2.0666666666666664
95620,25,7,0.39999999999999997
95619,41,0,0.0
95618,18,13,1.0666666666666667
95616,20,7,0.8
95615,28,1,0.06666666666666667
95614,21,1,0.3
95612,24,8,0.6000000000000001
95610,7,16,2.2333333333333334
95608,0,19,2.7
95607,43,0,0.0
95606,42,0,0.0
95605,0,20,2.666666666666667
95604,57,0,0.0
95603,0,6,1.7333333333333334
95602,0,3,2.3666666666666667
95601,49,0,0.0
95595,152,0,0.0
95589,112,0,0.0
95587,99,0,0.0
95585,999,0,0.0
95573,58,0,0.0
95571,56,0,0.0
95570,20,1,0.3333333333333333
95569,53,0,0.0
95568,141,0,0.0
95567,20,1,0.3333333333333333
95565,39,0,0.0
95564,10,2,1.1333333333333333
95563,74,0,0.0
95562,33,0,0.0
95560,88,0,0.0
95559,76,0,0.0
95558,106,0,0.0
95556,117,0,0.0
95555,45,0,0.0
95554,70,0,0.0
95553,74,0,0.0
95552,122,0,0.0
95551,20,1,0.3333333333333333
95550,41,0,0.0
95549,25,2,0.3
95548,68,0,0.0
95547,33,0,0.0
95546,81,0,0.0
95545,92,0,0.0
95543,72,0,0.0
95542,85,0,0.0
95540,28,1,0.06666666666666667
95537,11,2,0.7999999999999999
95536,32,0,0.0
95531,39,0,0.0
95528,45,0,0.0
95527,79,0,0.0
95526,87,0,0.0
95525,17,2,0.43333333333333335
95524,9,2,1.1666666666666665
95521,0,2,1.5
95519,12,2,0.8
95514,97,0,0.0
95511,111,0,0.0
95503,5,2,1.2333333333333334
95501,0,2,1.5
95497,89,0,0.0
95494,86,0,0.0
95493,93,0,0.0
95492,15,4,1.4
95490,999,0,0.0
95488,999,0,0.0
95486,36,0,0.0
95485,84,0,0.0
95482,75,0,0.0
95476,29,1,0.03333333333333333
95472,0,4,2.033333333333333
95471,28,2,0.06666666666666667
95470,87,0,0.0
95469,103,0,0.0
95468,121,0,0.0
95467,43,0,0.0
95466,95,0,0.0
95465,29,1,0.03333333333333333
95464,85,0,0.0
95463,999,0,0.0
95462,33,0,0.0
95461,38,0,0.0
95460,999,0,0.0
95459,132,0,0.0
95458,82,0,0.0
95457,51,0,0.0
95456,999,0,0.0
95454,135,0,0.0
95453,75,0,0.0
95452,16,4,1.0
95451,73,0,0.0
95450,57,0,0.0
95449,57,0,0.0
95448,23,3,0.6
95446,25,2,0.26666666666666666
95445,104,0,0.0
95444,11,4,1.4666666666666668
95443,73,0,0.0
95442,23,3,0.3333333333333333
95441,30,1,0.0
95439,9,4,1.8666666666666665
95437,999,0,0.0
95436,19,4,0.7666666666666666
95435,69,0,0.0
95432,119,0,0.0
95431,25,2,0.16666666666666666
95430,40,0,0.0
95429,999,0,0.0
95428,217,0,0.0
95427,122,0,0.0
95426,41,0,0.0
95425,41,0,0.0
95423,67,0,0.0
95422,55,0,0.0
95421,65,0,0.0
95420,999,0,0.0
95417,999,0,0.0
95415,85,0,0.0
95412,117,0,0.0
95410,999,0,0.0
95409,7,5,1.9
95407,0,5,2.533333333333333
95405,4,5,2.3
95404,0,5,2.5
95403,6,5,2.1666666666666665
95401,0,5,2.566666666666667
95391,27,2,0.1
95389,137,0,0.0
95388,19,1,0.36666666666666664
95387,36,0,0.0
95386,27,2,0.2
95385,28,3,0.16666666666666666
95383,13,1,0.5666666666666667
95382,23,2,0.4666666666666667
95380,24,2,0.4
95379,0,1,1.0
95377,23,3,0.3666666666666667
95376,19,4,0.7333333333333333
95375,40,0,0.0
95374,42,0,0.0
95372,11,1,0.6333333333333333
95370,19,1,0.36666666666666664
95369,31,0,0.0
95368,10,4,1.8333333333333333
95367,14,3,1.2
95366,11,5,1.8333333333333335
95365,17,1,0.43333333333333335
95364,69,0,0.0
95363,37,0,0.0
95361,24,2,0.4
95360,46,0,0.0
95358,12,3,1.3333333333333333
95357,12,2,1.2
95356,6,3,1.9666666666666668
95355,8,3,1.5666666666666667
95354,10,3,1.4666666666666666
95351,10,3,1.5333333333333332
95350,0,3,2.3
95348,8,1,0.7333333333333333
95346,17,1,0.43333333333333335
95345,70,0,0.0
95341,8,1,0.7333333333333333
95340,0,1,1.0
95338,68,0,0.0
95337,0,6,1.7333333333333334
95336,5,6,1.5333333333333332
95335,43,0,0.0
95334,26,1,0.13333333333333333
95333,25,1,0.16666666666666666
95330,11,6,1.6666666666666665
95329,56,0,0.0
95328,20,2,0.6666666666666666
95327,22,3,0.7
95326,21,2,0.6
95325,55,0,0.0
95324,32,0,0.0
95323,31,0,0.0
95322,61,0,0.0
95321,64,0,0.0
95320,18,3,1.1333333333333333
95319,14,2,1.0666666666666667
95318,96,0,0.0
95317,24,1,0.2
95316,31,0,0.0
95315,30,1,0.0
95314,69,0,0.0
95313,35,0,0.0
95312,25,1,0.16666666666666666
95311,52,0,0.0
95310,29,1,0.03333333333333333
95307,12,3,1.3333333333333333
95306,40,0,0.0
95305,41,0,0.0
95304,18,3,0.8333333333333333
95303,32,0,0.0
95301,17,1,0.43333333333333335
95258,6,3,1.2666666666666666
95257,66,0,0.0
95255,61,0,0.0
95254,37,0,0.0
95252,39,0,0.0
95251,11,1,0.6333333333333333
95250,50,0,0.0
95249,23,1,0.23333333333333334
95248,62,0,0.0
95247,19,1,0.36666666666666664
95246,42,0,0.0
95245,47,0,0.0
95242,0,4,1.8666666666666665
95240,7,4,1.6
95237,17,2,0.6
95236,31,0,0.0
95234,36,0,0.0
95233,25,1,0.16666666666666666
95232,47,0,0.0
95231,6,4,1.8333333333333335
95230,31,0,0.0
95228,0,3,2.1333333333333333
95227,28,1,0.06666666666666667
95226,42,0,0.0
95225,43,0,0.0
95224,28,1,0.06666666666666667
95223,41,0,0.0
95222,0,3,1.2666666666666666
95220,16,4,0.7
95219,10,4,1.8333333333333333
95215,13,5,1.5
95212,5,5,1.9
95211,3,5,2.2666666666666666
95210,0,5,2.2333333333333334
95209,6,4,1.9666666666666668
95207,4,5,2.2333333333333334
95206,0,5,2.3
95205,8,5,2.0999999999999996
95204,0,5,2.466666666666667
95203,2,5,2.4
95202,5,5,2.2666666666666666
95148,10,7,1.5333333333333334
95140,47,0,0.0
95139,3,7,1.7000000000000002
95138,8,7,1.6
95136,12,7,1.7999999999999998
95135,16,7,1.2333333333333334
95134,15,9,1.5
95133,6,7,1.9333333333333333
95132,10,7,1.7333333333333334
95131,8,8,2.0
95130,9,7,2.033333333333333
95129,7,7,2.2333333333333334
95128,0,7,2.6333333333333333
95127,5,6,1.9666666666666666
95126,4,7,2.4
95125,7,7,2.1333333333333333
95124,9,7,2.0999999999999996
95123,7,7,1.7333333333333334
95122,6,7,2.0
95121,9,7,1.8666666666666665
95120,14,7,1.4
95119,0,7,1.7333333333333332
95118,12,7,1.7999999999999998
95117,4,7,2.3666666666666667
95116,0,6,2.2666666666666666
95113,7,7,2.3000000000000003
95112,5,7,2.2333333333333334
95111,12,7,1.7
95110,7,6,2.2666666666666666
95076,0,2,1.1666666666666667
95075,12,1,0.6
95073,12,2,0.9333333333333333
95070,10,7,1.833333333333333
95066,15,2,0.5666666666666667
95065,11,2,0.8333333333333333
95064,8,1,0.7333333333333333
95062,9,2,0.9666666666666666
95060,0,2,1.1666666666666667
95054,13,8,1.7
95053,5,8,2.3
95051,9,7,2.033333333333333
95050,6,7,2.166666666666667
95046,0,3,1.3
95045,17,5,0.8
95043,55,0,0.0
95041,15,1,0.5
95039,11,5,1.2999999999999998
95037,7,3,1.2
95035,12,8,1.4666666666666666
95033,12,7,1.2
95032,6,6,2.1333333333333333
95030,0,6,2.2
95023,0,2,1.0333333333333334
95020,9,4,0.8666666666666666
95019,3,2,1.1333333333333333
95018,18,1,0.4
95017,27,1,0.1
95014,0,7,2.2
95013,9,7,1.5333333333333332
95012,15,4,1.3333333333333333
95010,10,2,1.0666666666666667
95008,7,7,2.3000000000000003
95007,26,1,0.13333333333333333
95006,34,0,0.0
95005,22,1,0.26666666666666666
95004,16,5,0.7333333333333333
95003,16,2,0.9
95002,17,9,1.3
94973,8,2,0.9333333333333333
94972,23,1,0.23333333333333334
94971,28,2,0.1
94970,36,0,0.0
94965,14,17,1.3
94964,9,16,1.5
94963,4,2,1.0666666666666667
94960,9,4,1.4
94957,10,5,1.2
94956,24,1,0.2
94954,9,7,1.4666666666666666
94952,0,5,1.5
94951,15,6,1.3
94950,19,1,0.36666666666666664
94949,10,4,1.4333333333333331
94947,5,3,1.4000000000000001
94946,13,1,0.5666666666666667
94945,0,3,1.7333333333333334
94941,13,16,1.1333333333333333
94940,38,0,0.0
94939,11,15,1.0999999999999999
94938,3,2,1.0
94937,34,0,0.0
94933,0,2,1.2
94931,11,6,1.7666666666666666
94930,13,4,1.2333333333333334
94929,36,0,0.0
94928,12,6,1.6666666666666665
94925,10,16,1.2
94924,37,0,0.0
94923,27,1,0.1
94922,16,4,0.7
94920,15,14,0.7999999999999999
94904,9,13,1.2666666666666666
94903,8,4,1.4666666666666668
94901,0,13,1.8333333333333335
94850,5,28,2.1999999999999997
94806,9,21,1.4333333333333333
94805,4,27,1.9666666666666668
94804,0,27,2.033333333333333
94803,11,14,1.3333333333333333
94801,5,24,1.7333333333333334
94720,4,26,2.4333333333333336
94710,5,29,2.3333333333333335
94709,0,24,2.5
94708,4,18,2.1
94707,5,24,2.2
94706,7,27,2.2333333333333334
94705,6,27,2.4000000000000004
94704,3,25,2.533333333333333
94703,0,26,2.6
94702,2,26,2.5
94621,3,25,2.466666666666667
94619,6,27,2.3
94618,5,27,2.4333333333333336
94613,6,25,2.1333333333333333
94612,0,29,2.7666666666666666
94611,7,27,2.2
94610,5,29,2.5
94609,0,29,2.8333333333333335
94608,5,28,2.5
94607,0,29,2.7333333333333334
94606,0,26,2.6
94605,0,25,2.5
94603,0,20,2.466666666666667
94602,4,28,2.3333333333333335
94601,4,27,2.4333333333333336
94599,28,2,0.06666666666666667
94598,12,13,1.3
94597,8,16,1.7333333333333334
94596,13,14,1.3333333333333333
94595,13,14,1.3666666666666667
94592,7,6,1.5666666666666667
94591,5,7,1.9666666666666668
94590,0,7,2.1
94589,0,8,2.066666666666667
94588,14,8,1.5333333333333332
94587,0,10,2.2666666666666666
94586,21,7,0.8666666666666667
94585,6,4,1.9000000000000001
94583,0,8,2.2
94582,13,5,1.2666666666666666
94580,7,14,2.1
94579,9,14,1.9
94578,7,15,2.1333333333333333
94577,4,22,2.2333333333333334
94576,21,1,0.3
94575,22,10,0.6666666666666667
94574,19,1,0.36666666666666664
94573,24,1,0.2
94572,13,12,1.5666666666666669
94571,28,1,0.06666666666666667
94569,15,5,1.4333333333333333
94568,15,8,1.3666666666666667
94567,67,0,0.0
94566,13,8,1.3666666666666667
94565,10,3,1.6
94564,11,18,1.5
94563,12,25,1.7666666666666666
94561,12,3,0.6666666666666666
94560,10,10,1.6
94559,18,4,0.8666666666666667
94558,21,4,0.5333333333333333
94556,24,9,0.5333333333333333
94555,7,12,1.9
94553,0,8,1.9000000000000001
94552,10,13,1.5666666666666667
94551,8,4,1.2666666666666666
94550,0,4,1.3333333333333335
94549,13,20,1.5666666666666667
94548,21,1,0.3
94547,16,12,1.3666666666666667
94546,7,15,1.9000000000000001
94545,7,12,2.166666666666667
94544,0,12,2.4
94542,9,12,1.8333333333333335
94541,0,14,2.2666666666666666
94539,16,12,1.1666666666666665
94538,14,8,1.2
94536,11,8,1.5
94535,9,3,1.5
94534,9,5,1.8666666666666667
94533,0,4,2.3333333333333335
94531,8,3,0.9333333333333332
94530,5,27,2.0
94528,21,4,0.8
94526,13,9,1.5
94525,8,13,1.8
94523,7,13,1.6666666666666667
94521,11,3,1.4666666666666668
94520,0,13,2.033333333333333
94519,5,8,1.8666666666666667
94518,6,11,1.5666666666666667
94517,17,3,1.0
94516,29,3,0.03333333333333333
94515,0,1,1.0
94514,23,1,0.23333333333333334
94513,16,1,0.4666666666666667
94512,34,0,0.0
94511,28,1,0.06666666666666667
94510,9,8,1.8666666666666665
94509,0,3,1.6
94508,28,1,0.06666666666666667
94507,16,10,1.2666666666666666
94506,17,4,0.9333333333333333
94505,28,1,0.06666666666666667
94503,5,7,1.9000000000000001
94502,10,20,1.8333333333333333
94501,8,26,2.1333333333333333
94404,21,11,0.7666666666666666
94403,23,13,0.5666666666666667
94402,22,13,0.6666666666666667
94401,21,17,0.7
94306,10,7,1.2333333333333332
94305,5,5,1.3
94304,0,4,1.3333333333333335
94303,12,8,1.1666666666666665
94301,7,8,1.2333333333333334
94158,5,24,2.5
94134,5,21,2.2333333333333334
94133,2,25,2.6
94132,10,18,2.0
94131,4,20,2.466666666666667
94130,12,24,1.7999999999999998
94129,7,21,2.3000000000000003
94128,14,14,1.4
94127,7,20,2.166666666666667
94124,0,22,2.533333333333333
94123,5,24,2.4333333333333336
94122,7,19,2.3000000000000003
94121,0,19,2.466666666666667
94118,6,21,2.4000000000000004
94117,0,24,2.9
94116,10,15,1.9666666666666666
94115,3,24,2.666666666666667
94114,0,24,2.8
94112,7,21,2.2333333333333334
94111,0,24,2.666666666666667
94110,0,23,2.8666666666666667
94109,2,25,2.8
94108,2,24,2.7333333333333334
94107,4,24,2.6
94105,3,24,2.6333333333333333
94104,2,24,2.7333333333333334
94103,0,24,3.0
94102,0,25,3.0
94089,16,8,1.4
94087,6,7,1.9333333333333333
94086,10,6,1.6666666666666665
94085,14,7,1.4666666666666668
94080,13,14,1.5666666666666667
94074,41,0,0.0
94070,20,6,0.4333333333333333
94066,15,15,1.4333333333333333
94065,24,4,0.3
94063,15,6,0.8333333333333333
94062,16,4,0.6
94061,14,3,0.6666666666666666
94060,57,0,0.0
94044,17,14,1.2
94043,13,7,1.4
94041,12,7,1.4666666666666666
94040,12,7,1.5
94038,29,2,0.06666666666666667
94037,27,4,0.2
94030,18,14,1.0
94028,13,4,0.8333333333333333
94027,10,3,0.8666666666666666
94025,6,6,1.0666666666666667
94024,10,7,1.7333333333333334
94022,12,6,1.5333333333333332
94021,47,0,0.0
94020,39,0,0.0
94019,35,0,0.0
94015,11,18,1.8333333333333333
94014,11,18,1.8333333333333333
94010,20,15,0.8
94005,9,18,1.8333333333333333
94002,26,4,0.23333333333333334
93962,8,2,1.4666666666666666
93960,35,0,0.0
93955,14,3,0.9333333333333333
93954,51,0,0.0
93953,8,1,0.7333333333333333
93950,0,1,1.0
93943,9,3,0.9666666666666666
93940,9,3,1.0333333333333332
93933,15,4,1.3666666666666667
93932,58,0,0.0
93930,57,0,0.0
93928,75,0,0.0
93927,45,0,0.0
93926,23,2,0.4666666666666667
93925,21,2,0.6
93924,27,2,0.2
93923,20,1,0.3333333333333333
93921,10,3,0.7333333333333333
93920,59,0,0.0
93908,17,2,0.8666666666666667
93907,9,3,1.4666666666666666
93906,8,2,1.4666666666666666
93905,7,2,1.5333333333333334
93901,0,2,2.0
93730,7,8,1.8000000000000003
93728,0,8,2.533333333333333
93727,8,8,2.0999999999999996
93726,0,8,2.666666666666667
93725,0,8,2.2666666666666666
93723,16,8,1.1333333333333333
93722,9,8,1.833333333333333
93721,0,8,2.6
93720,0,8,2.5
93711,8,8,1.9333333333333331
93710,0,8,2.6333333333333337
93706,0,8,2.3
93705,5,8,2.1999999999999997
93704,5,8,2.3666666666666667
93703,0,8,2.6333333333333337
93702,4,8,2.4
93701,3,8,2.533333333333333
93675,73,0,0.0
93673,23,2,0.3
93669,67,0,0.0
93668,46,0,0.0
93667,51,0,0.0
93666,35,0,0.0
93665,51,0,0.0
93664,72,0,0.0
93662,16,7,1.1333333333333333
93660,48,0,0.0
93657,19,8,1.0
93656,36,0,0.0
93654,27,2,0.1
93653,61,0,0.0
93652,24,5,0.4666666666666667
93651,44,0,0.0
93650,6,8,2.1999999999999997
93648,20,6,0.7
93647,39,0,0.0
93646,43,0,0.0
93645,45,0,0.0
93644,58,0,0.0
93643,63,0,0.0
93641,81,0,0.0
93640,51,0,0.0
93638,28,1,0.06666666666666667
93637,26,2,0.13333333333333333
93636,31,0,0.0
93635,55,0,0.0
93634,407,0,0.0
93633,101,0,0.0
93631,23,6,0.43333333333333335
93630,25,4,0.39999999999999997
93628,113,0,0.0
93627,48,0,0.0
93626,33,0,0.0
93625,11,8,1.6333333333333333
93624,63,0,0.0
93623,77,0,0.0
93622,66,0,0.0
93621,63,0,0.0
93620,45,0,0.0
93619,13,8,1.6333333333333333
93618,31,0,0.0
93616,22,6,0.5333333333333333
93615,40,0,0.0
93614,44,0,0.0
93612,6,8,2.2666666666666666
93611,9,8,1.9666666666666668
93610,30,1,0.0
93609,24,5,0.43333333333333335
93608,80,0,0.0
93606,27,2,0.1
93605,92,0,0.0
93604,76,0,0.0
93603,89,0,0.0
93602,55,0,0.0
93601,68,0,0.0
93592,999,0,0.0
93591,39,0,0.0
93563,48,0,0.0
93562,999,0,0.0
93561,58,0,0.0
93560,31,0,0.0
93558,92,0,0.0
93555,105,0,0.0
93554,82,0,0.0
93553,26,2,0.26666666666666666
93552,10,3,1.5333333333333332
93551,14,3,1.6
93550,0,3,2.3666666666666667
93549,220,0,0.0
93546,54,0,0.0
93545,79,0,0.0
93544,31,0,0.0
93543,17,2,0.8666666666666667
93541,67,0,0.0
93536,9,4,1.3
93535,10,3,1.1333333333333333
93534,0,3,1.6666666666666665
93532,0,1,1.0
93531,36,0,0.0
93530,999,0,0.0
93529,66,0,0.0
93528,89,0,0.0
93527,95,0,0.0
93526,55,0,0.0
93524,39,0,0.0
93523,42,0,0.0
93522,999,0,0.0
93519,65,0,0.0
93518,83,0,0.0
93517,39,0,0.0
93516,69,0,0.0
93514,0,1,1.0
93513,28,1,0.06666666666666667
93512,59,0,0.0
93510,18,4,1.0333333333333334
93505,55,0,0.0
93501,31,0,0.0
93465,9,3,2.0666666666666664
93463,35,0,0.0
93461,40,0,0.0
93460,42,0,0.0
93458,4,7,2.6
93455,10,6,2.0
93454,0,7,3.0
93453,49,0,0.0
93452,53,0,0.0
93451,23,1,0.23333333333333334
93450,45,0,0.0
93449,6,8,2.4000000000000004
93446,0,3,1.9333333333333336
93445,5,8,2.4
93444,11,7,1.9
93442,25,3,0.5
93441,39,0,0.0
93440,22,3,0.8
93437,27,1,0.1
93436,0,1,1.0
93434,16,7,1.4
93433,0,8,2.8
93432,37,0,0.0
93430,30,3,0.0
93429,33,0,0.0
93428,41,0,0.0
93427,27,1,0.1
93426,65,0,0.0
93424,15,5,1.4333333333333333
93422,0,4,2.466666666666667
93420,0,8,2.7666666666666666
93410,10,7,1.0666666666666667
93405,8,7,1.2
93402,21,1,0.3
93401,0,7,1.6666666666666665
93314,16,4,1.1666666666666667
93313,0,4,2.1
93312,11,4,1.6333333333333333
93311,11,4,1.4666666666666668
93309,7,4,2.1
93308,6,4,2.066666666666667
93307,0,4,2.4
93306,11,4,1.7999999999999998
93305,3,4,2.466666666666667
93304,7,4,2.3000000000000003
93301,0,4,2.6666666666666665
93292,20,1,0.3333333333333333
93291,19,1,0.36666666666666664
93287,37,0,0.0
93286,40,0,0.0
93285,66,0,0.0
93283,77,0,0.0
93280,29,1,0.03333333333333333
93277,13,1,0.5666666666666667
93276,32,0,0.0
93274,0,1,1.0
93272,15,3,0.8
93271,66,0,0.0
93270,15,1,0.5
93268,41,0,0.0
93267,9,2,0.8333333333333333
93266,48,0,0.0
93265,24,1,0.2
93263,21,2,0.6
93262,129,0,0.0
93261,16,2,0.5
93260,77,0,0.0
93258,13,2,0.6
93257,0,1,1.0
93256,18,2,0.7333333333333334
93255,82,0,0.0
93254,81,0,0.0
93252,53,0,0.0
93251,69,0,0.0
93250,9,3,0.8999999999999999
93249,56,0,0.0
93247,16,2,0.7333333333333334
93245,39,0,0.0
93244,39,0,0.0
93243,44,0,0.0
93242,37,0,0.0
93241,17,4,1.2
93240,90,0,0.0
93239,71,0,0.0
93238,72,0,0.0
93235,28,1,0.06666666666666667
93234,68,0,0.0
93230,31,0,0.0
93226,55,0,0.0
93225,53,0,0.0
93224,50,0,0.0
93223,22,1,0.26666666666666666
93222,73,0,0.0
93221,25,2,0.3
93220,17,4,1.3
93219,10,2,0.7666666666666666
93218,18,1,0.4
93215,0,1,1.0
93212,33,0,0.0
93210,96,0,0.0
93208,62,0,0.0
93207,71,0,0.0
93206,40,0,0.0
93205,60,0,0.0
93204,84,0,0.0
93203,26,2,0.2
93202,32,0,0.0
93201,33,0,0.0
93117,11,4,1.6333333333333333
93111,6,4,2.1333333333333333
93110,0,4,2.6333333333333333
93109,5,4,2.4
93108,10,4,1.9333333333333331
93105,0,4,2.666666666666667
93103,6,4,2.3
93101,0,4,2.8
93067,11,4,1.8333333333333333
93066,14,8,0.8666666666666666
93065,0,14,2.0666666666666664
93064,21,4,0.5666666666666667
93063,9,18,1.7000000000000002
93060,18,5,0.7333333333333333
93043,7,5,2.2666666666666666
93042,999,0,0.0
93041,4,5,2.4
93040,31,0,0.0
93036,7,8,2.1666666666666665
93035,0,5,2.7333333333333334
93033,0,5,2.466666666666667
93030,6,7,2.2666666666666666
93023,27,2,0.2
93022,20,4,0.7
93021,0,8,2.2
93015,20,3,0.36666666666666664
93013,17,6,1.2333333333333334
93012,18,11,1.1
93010,16,11,1.2666666666666666
93004,11,6,1.5666666666666669
93003,0,6,2.2666666666666666
93001,0,5,1.9666666666666666
92887,12,44,1.5333333333333334
92886,9,48,1.7999999999999998
92883,28,1,0.06666666666666667
92882,21,17,0.8
92881,21,9,0.8
92880,18,11,0.9
92879,19,9,1.0
92870,0,54,2.3
92869,6,65,2.4000000000000004
92868,4,73,2.4333333333333336
92867,6,67,2.3333333333333335
92866,6,68,2.4000000000000004
92865,0,67,2.3666666666666667
92861,7,63,2.1
92860,21,13,0.8999999999999999
92845,7,75,2.2
92844,0,74,2.666666666666667
92843,4,69,2.5
92841,4,69,2.5333333333333337
92840,0,69,2.5
92835,6,57,2.0666666666666664
92833,6,61,2.1666666666666665
92832,0,73,2.466666666666667
92831,6,70,2.2333333333333334
92823,9,49,1.7
92821,10,56,1.833333333333333
92808,13,40,1.4333333333333331
92807,8,50,1.9333333333333333
92806,7,75,2.2
92805,7,73,2.2333333333333334
92804,4,70,2.4
92802,5,72,2.3
92801,0,71,3.0
92782,5,71,2.4333333333333336
92780,0,72,2.7333333333333334
92708,0,74,2.7666666666666666
92707,0,71,2.7333333333333334
92706,0,68,2.466666666666667
92705,0,69,3.0
92704,5,69,2.466666666666667
92703,5,67,2.3666666666666667
92701,5,72,2.5
92694,11,42,1.9
92692,4,44,2.3333333333333335
92691,0,44,2.466666666666667
92688,9,34,1.7666666666666666
92683,0,74,2.6
92679,13,17,1.3666666666666667
92678,21,4,0.7
92677,0,43,2.333333333333333
92676,22,10,0.6
92675,0,43,2.7
92673,7,14,2.1333333333333333
92672,0,17,2.6333333333333333
