"STATEFP","dissim.b","inter.bw","iso.b","dissim.h","inter.hw","iso.h","dissim.a","inter.aw","iso.a"
"20",0.27234893478901,0.774006108592309,0.0308512314667053,0.18527943241436,0.824204024321319,0.117024105094659,0.325007866572139,0.716124954937331,0.0145924168572359
"21",0.407905681234385,0.8671561814997,0.0685416739712973,0.362121046845066,0.872111013425472,0.0423993528165439,0.457428319841215,0.797715135341696,0.013434373403873
"22",0.415754054800444,0.488345999069373,0.447121710351388,0.372125728803537,0.601778840877815,0.0608125026047709,0.525374670251723,0.582615954871625,0.0237813704427754
"23",0.483954208380664,0.913119256836844,0.0287721085182242,0.341182491214229,0.924209718565581,0.0266721400989886,0.475607933760504,0.921900002842175,0.0200638617752663
"24",0.42145688192375,0.569207507909894,0.299114125599839,0.370794067234339,0.626086224371606,0.105205551924287,0.396461319627988,0.657991574572202,0.0566321614708047
"25",0.49420385564052,0.638714183142145,0.141093209664477,0.431644634260433,0.655536927166321,0.181274437516377,0.424106458486283,0.743045112659882,0.0828262664248091
"26",0.493154619197999,0.787975963792463,0.115060371001312,0.290461109871261,0.845722079748295,0.0605072379799249,0.449585968269798,0.862121676941899,0.0289029956872395
"27",0.422084724519054,0.846549806645001,0.038644612439071,0.300687159268128,0.850135651676783,0.0692772705762906,0.410940268020099,0.824670680829389,0.029535073745363
"28",0.312625641863196,0.473740899291596,0.483485533063925,0.404056654645209,0.516413226944846,0.0455144904738536,0.516337238676903,0.466970100536936,0.0128569893294119
"29",0.399931094883265,0.865934169243583,0.0666508467818962,0.302464380041725,0.874441596045383,0.0475201478464164,0.437989945316187,0.836167403567013,0.0149153703339574
"30",0.326702294145074,0.540303059429186,0.00577116705627543,0.180454452409044,0.840666636318987,0.0397370040528708,0.259508556909702,0.700625468890164,0.00802023780236836
"31",0.240467548961101,0.7510596233627,0.015206554467348,0.161116775593465,0.858444386052351,0.0890741413274801,0.241488078161461,0.685365342407664,0.00958842388957366
"32",0.314803539356107,0.683035621808196,0.039585701123694,0.171781930843821,0.68402606674142,0.213284266141385,0.256560461313707,0.603872594216909,0.0327828663674885
"33",0.532708314180839,0.872245828212126,0.0358655135083313,0.338419639887318,0.88838482672091,0.0482581228389119,0.414739796206385,0.886299746878125,0.0457992829814445
"34",0.553428958473007,0.454691795841216,0.257875098854784,0.442737781939337,0.500318122412019,0.287537005546235,0.401695689711449,0.615835601352333,0.136013175951556
"35",0.393679370482099,0.369852014273652,0.0269172085846228,0.197962563914708,0.396325992814442,0.524098427646638,0.354479093740847,0.385870204973246,0.0186960986044996
"36",0.5313111622271,0.667047799579744,0.16605080405132,0.394100776243037,0.723353981973681,0.129867715960114,0.461195455071791,0.770163770183723,0.0640233844388447
"37",0.352695579330173,0.607996547024675,0.262126868736732,0.33442597559472,0.635142556376287,0.111332613148485,0.469833984559478,0.645257861636577,0.0288852320865814
"38",0.247802052714186,0.752280593279483,0.0170979468016641,0.145231573084203,0.81248947358672,0.0364168109946369,0.214941234789951,0.652119302731542,0.00903008955976494
"39",0.501478864912639,0.813726772750746,0.110941547686454,0.402530660738731,0.856431976437199,0.0544898230744319,0.551190905764419,0.882816318559868,0.0291223211349186
"40",0.390379282451519,0.658310823250427,0.068943519877357,0.228486168959583,0.675900925444932,0.117210620085166,0.439944879928443,0.632707242165389,0.0172231178794994
"41",0.389710871104112,0.746719551029618,0.0167762857944098,0.230345400177321,0.772845287685308,0.156232758810568,0.315189600445989,0.773538469293552,0.0289853836720961
"42",0.530394963478158,0.761776017347898,0.12464901261017,0.382994996062433,0.802468640949345,0.0909045443755219,0.446873528827383,0.859179134982504,0.035962663614593
"44",0.467933501395775,0.759727521170033,0.0648865803670035,0.368657646411864,0.749161446659258,0.143200485210345,0.377381697170468,0.807025439499264,0.0472318914642059
"45",0.325061395680922,0.488551851049871,0.43555372883659,0.403906652314328,0.530988835282917,0.0864183891069779,0.518095462306179,0.557869096999762,0.0204619057546385
"46",0.268076640363677,0.536717602666604,0.0104975331509178,0.18910796240916,0.75495872998484,0.0352302637062064,0.233489586124523,0.602160946729369,0.0131542250141489
"47",0.408528797536957,0.804745001198668,0.12102269591515,0.334681353933227,0.832981917373133,0.0579357850983728,0.516352680344827,0.803838523006875,0.0171450922735236
"48",0.334730521869683,0.4911745309222,0.0998330856834748,0.218188953997576,0.524152297440032,0.382174488129384,0.370549223341131,0.466223162737585,0.0244149049026898
"49",0.319908222737489,0.744338159770393,0.0110578656983994,0.201973428971756,0.826379251236582,0.119787973574847,0.313557136921178,0.693816571120487,0.0141202199718766
"50",0.466043797262362,0.916132372072771,0.0222089841528593,0.292163300578078,0.927333435890877,0.0263308661848519,0.422403373251055,0.921237615429009,0.0226369826624514
"51",0.27660528486904,0.662953525127605,0.224428174304928,0.303967659063672,0.678829381738003,0.076617999754825,0.380108930674977,0.682867113810421,0.0339362139072506
"53",0.421490232304072,0.707154938296137,0.0301799850515206,0.284033842497836,0.70751219804354,0.190563886077757,0.325619511565778,0.750817568866465,0.0445732595988408
"54",0.481607449822293,0.903813569118757,0.0558250069191357,0.40701584685347,0.90745868685894,0.0221296117628997,0.466356628257335,0.721190164738698,0.014196154193372
"55",0.473105420911682,0.844998956702095,0.0416518714596559,0.305182845503991,0.858467570854786,0.0636741620151328,0.421400890579344,0.85280397703665,0.0267717923973108
"56",0.418672778271764,0.771236570325244,0.0105454658058238,0.215465132803117,0.846681946677255,0.101204735152728,0.311851209023205,0.738979812385316,0.0124443546911155
