ZCTA,YEAR,TotalPop,NonrelatedHousehold,NonrelatedGroupDwelling,GroupQuarters,GroupQuarterPercent,NonrelatedHousePercent
04025,2014-2018,26937,368,172,2,0.01,1.37
04027,2014-2018,37984,332,160,213,0.56,0.87
04028,2014-2018,685,0,0,380,55.47,0.0
04029,2014-2018,37857,318,171,32,0.08,0.84
04029,2014-2018,40808,309,406,143,0.35,0.76
04031,2014-2018,337,18,0,0,0.0,5.34
04031,2014-2018,7349,65,33,101,1.37,0.88
04031,2014-2018,4785,10,35,0,0.0,0.21
04031,2014-2018,3316,93,0,5,0.15,2.8
04031,2014-2018,306,0,0,0,0.0,0.0
04032,2014-2018,3265,8,9,82,2.51,0.25
04032,2014-2018,47244,383,174,1333,2.82,0.81
04032,2014-2018,1275,25,0,0,0.0,1.96
04033,2014-2018,19912,128,124,150,0.75,0.64
04033,2014-2018,69,0,0,39,56.52,0.0
04033,2014-2018,12597,47,39,125,0.99,0.37
04033,2014-2018,5188,44,11,0,0.0,0.85
04033,2014-2018,0,0,0,0,,
04034,2014-2018,21952,141,128,103,0.47,0.64
04034,2014-2018,864,0,6,0,0.0,0.0
04034,2014-2018,2897,19,34,244,8.42,0.66
04034,2014-2018,490,0,0,15,3.06,0.0
04035,2014-2018,143,0,0,0,0.0,0.0
04035,2014-2018,21302,109,110,2855,13.4,0.51
04035,2014-2018,22548,124,554,355,1.57,0.55
04035,2014-2018,43722,227,329,303,0.69,0.52
04035,2014-2018,783,0,0,0,0.0,0.0
04035,2014-2018,6572,62,0,77,1.17,0.94
04036,2014-2018,6875,28,7,85,1.24,0.41
04036,2014-2018,18529,113,78,243,1.31,0.61
04036,2014-2018,19,0,0,0,0.0,0.0
04037,2014-2018,3000,18,0,0,0.0,0.6
04037,2014-2018,3128,14,23,0,0.0,0.45
04037,2014-2018,2090,0,13,0,0.0,0.0
04037,2014-2018,1787,2,8,0,0.0,0.11
04037,2014-2018,48,0,0,0,0.0,0.0
04037,2014-2018,3414,12,59,0,0.0,0.35
04038,2014-2018,7291,24,63,275,3.77,0.33
04038,2014-2018,23718,30,147,105,0.44,0.13
04038,2014-2018,2817,0,18,0,0.0,0.0
04038,2014-2018,1968,0,44,1,0.05,0.0
04039,2014-2018,7691,0,64,1552,20.18,0.0
04039,2014-2018,35500,191,245,425,1.2,0.54
04040,2014-2018,2511,0,0,73,2.91,0.0
04040,2014-2018,24333,126,60,853,3.51,0.52
04040,2014-2018,853,0,0,853,100.0,0.0
04040,2014-2018,4011,0,0,98,2.44,0.0
04041,2014-2018,3964,0,10,35,0.88,0.0
04042,2014-2018,25265,189,278,2960,11.72,0.75
04043,2014-2018,0,0,0,0,,
04043,2014-2018,5394,100,58,0,0.0,1.85
04044,2014-2018,2274,14,14,6,0.26,0.62
04044,2014-2018,1403,29,0,27,1.92,2.07
04044,2014-2018,14412,32,43,103,0.71,0.22
04044,2014-2018,751,11,0,0,0.0,1.46
04044,2014-2018,8331,21,0,33,0.4,0.25
04044,2014-2018,49,0,0,0,0.0,0.0
04045,2014-2018,9852,67,44,233,2.37,0.68
04046,2014-2018,1311,0,0,0,0.0,0.0
04046,2014-2018,3683,16,0,0,0.0,0.43
04046,2014-2018,1428,0,0,0,0.0,0.0
04046,2014-2018,1747,5,0,0,0.0,0.29
04047,2014-2018,1782,39,2,0,0.0,2.19
04047,2014-2018,61474,298,585,4796,7.8,0.48
04048,2014-2018,143,6,16,0,0.0,4.2
04048,2014-2018,10905,159,229,257,2.36,1.46
04048,2014-2018,2489,63,0,0,0.0,2.53
04048,2014-2018,4399,38,0,0,0.0,0.86
04050,2014-2018,26797,75,203,105,0.39,0.28
04050,2014-2018,29601,154,147,44,0.15,0.52
04050,2014-2018,28079,143,172,643,2.29,0.51
04050,2014-2018,25426,252,140,25,0.1,0.99
04050,2014-2018,2544,0,0,2544,100.0,0.0
04050,2014-2018,1727,0,9,0,0.0,0.0
04050,2014-2018,26372,45,282,4809,18.24,0.17
04050,2014-2018,40186,132,95,109,0.27,0.33
04051,2014-2018,2022,0,0,1245,61.57,0.0
04051,2014-2018,33116,397,384,2341,7.07,1.2
04051,2014-2018,11100,19,11,106,0.95,0.17
04051,2014-2018,16143,101,81,0,0.0,0.63
04051,2014-2018,36637,183,136,194,0.53,0.5
04051,2014-2018,3364,26,26,71,2.11,0.77
04051,2014-2018,36708,320,137,256,0.7,0.87
04060,2014-2018,51082,345,203,1642,3.21,0.68
04060,2014-2018,126,0,0,126,100.0,0.0
04070,2014-2018,30305,209,120,521,1.72,0.69
04072,2014-2018,4879,5,28,0,0.0,0.1
04073,2014-2018,4056,40,176,0,0.0,0.99
04073,2014-2018,916,0,0,0,0.0,0.0
04074,2014-2018,3220,135,9,4,0.12,4.19
04074,2014-2018,23746,201,173,671,2.83,0.85
04074,2014-2018,281,0,0,0,0.0,0.0
04074,2014-2018,18151,251,152,16,0.09,1.38
04075,2014-2018,2493,23,0,0,0.0,0.92
04076,2014-2018,398,15,0,0,0.0,3.77
04076,2014-2018,18075,104,99,1653,9.15,0.58
04077,2014-2018,1627,0,83,0,0.0,0.0
04080,2014-2018,526,18,0,0,0.0,3.42
04080,2014-2018,2424,0,13,0,0.0,0.0
04080,2014-2018,368,0,0,0,0.0,0.0
04080,2014-2018,87,0,0,0,0.0,0.0
04081,2014-2018,1172,0,0,12,1.02,0.0
04081,2014-2018,453,0,0,0,0.0,0.0
04081,2014-2018,1198,6,0,0,0.0,0.5
04081,2014-2018,15,0,0,0,0.0,0.0
04081,2014-2018,63,0,0,0,0.0,0.0
04081,2014-2018,535,0,0,0,0.0,0.0
04082,2014-2018,876,54,0,0,0.0,6.16
04082,2014-2018,3640,14,78,88,2.42,0.38
04082,2014-2018,317,0,9,0,0.0,0.0
04082,2014-2018,640,0,0,0,0.0,0.0
04082,2014-2018,1076,20,0,0,0.0,1.86
04082,2014-2018,3682,47,0,371,10.08,1.28
04082,2014-2018,185,0,0,0,0.0,0.0
04083,2014-2018,125,0,0,0,0.0,0.0
04083,2014-2018,5205,7,98,230,4.42,0.13
04084,2014-2018,176,0,0,0,0.0,0.0
04084,2014-2018,281,0,0,0,0.0,0.0
04084,2014-2018,99,0,0,0,0.0,0.0
04084,2014-2018,547,0,0,0,0.0,0.0
04084,2014-2018,372,0,0,0,0.0,0.0
04084,2014-2018,432,0,0,0,0.0,0.0
04085,2014-2018,1001,1,16,0,0.0,0.1
04085,2014-2018,780,2,7,0,0.0,0.26
04085,2014-2018,723,0,0,0,0.0,0.0
04085,2014-2018,346,0,0,0,0.0,0.0
04086,2014-2018,460,0,0,7,1.52,0.0
04086,2014-2018,530,0,0,0,0.0,0.0
04086,2014-2018,429,6,0,0,0.0,1.4
04086,2014-2018,928,0,0,0,0.0,0.0
04087,2014-2018,381,0,0,0,0.0,0.0
04087,2014-2018,2245,85,70,0,0.0,3.79
04087,2014-2018,394,0,0,0,0.0,0.0
04090,2014-2018,1359,48,0,0,0.0,3.53
04090,2014-2018,485,0,20,0,0.0,0.0
04090,2014-2018,11814,128,152,603,5.1,1.08
04091,2014-2018,391,0,0,26,6.65,0.0
04091,2014-2018,195,0,0,0,0.0,0.0
04091,2014-2018,813,19,0,0,0.0,2.34
04092,2014-2018,211,0,0,0,0.0,0.0
04092,2014-2018,452,0,0,0,0.0,0.0
04092,2014-2018,364,0,15,0,0.0,0.0
04093,2014-2018,2935,20,0,0,0.0,0.68
04093,2014-2018,170,0,0,0,0.0,0.0
04094,2014-2018,478,8,0,0,0.0,1.67
04094,2014-2018,283,0,0,0,0.0,0.0
04094,2014-2018,595,0,0,0,0.0,0.0
04094,2014-2018,236,0,0,0,0.0,0.0
04094,2014-2018,752,35,0,0,0.0,4.65
04095,2014-2018,618,0,21,0,0.0,0.0
04095,2014-2018,291,0,0,0,0.0,0.0
04096,2014-2018,18220,114,33,1436,7.88,0.63
04096,2014-2018,42,0,0,0,0.0,0.0
04096,2014-2018,12415,42,43,198,1.59,0.34
04097,2014-2018,1051,0,0,43,4.09,0.0
04097,2014-2018,10512,63,21,723,6.88,0.6
04097,2014-2018,20,0,0,0,0.0,0.0
04098,2014-2018,327,0,0,0,0.0,0.0
04098,2014-2018,455,33,0,0,0.0,7.25
04098,2014-2018,390,0,0,0,0.0,0.0
04099,2014-2018,157,0,0,0,0.0,0.0
04099,2014-2018,352,0,0,0,0.0,0.0
04100,2014-2018,17398,60,7,7,0.04,0.34
04100,2014-2018,2656,5,0,32,1.2,0.19
04100,2014-2018,2327,39,0,0,0.0,1.68
04100,2014-2018,4010,20,19,0,0.0,0.5
04100,2014-2018,24458,13,21,543,2.22,0.05
04100,2014-2018,4374,37,0,84,1.92,0.85
04100,2014-2018,4292,12,0,19,0.44,0.28
04100,2014-2018,6832,87,61,276,4.04,1.27
04101,2014-2018,3681,8,20,0,0.0,0.22
04101,2014-2018,25886,281,275,414,1.6,1.09
04101,2014-2018,7101,93,64,132,1.86,1.31
04101,2014-2018,20492,123,85,209,1.02,0.6
04101,2014-2018,5956,69,70,46,0.77,1.16
04101,2014-2018,40051,62,350,1299,3.24,0.15
04101,2014-2018,27663,128,351,302,1.09,0.46
04103,2014-2018,5949,45,16,0,0.0,0.76
04103,2014-2018,15812,241,114,366,2.31,1.52
04103,2014-2018,1890,0,0,0,0.0,0.0
04103,2014-2018,932,2,5,0,0.0,0.21
04103,2014-2018,11602,115,11,12,0.1,0.99
04103,2014-2018,2709,0,2,16,0.59,0.0
04104,2014-2018,7222,0,20,49,0.68,0.0
04104,2014-2018,7045,54,25,0,0.0,0.77
04104,2014-2018,51892,430,216,459,0.88,0.83
04104,2014-2018,1631,18,28,0,0.0,1.1
04104,2014-2018,897,0,0,0,0.0,0.0
04104,2014-2018,1620,8,4,0,0.0,0.49
04104,2014-2018,1263,42,5,0,0.0,3.33
04104,2014-2018,15560,136,74,0,0.0,0.87
04104,2014-2018,2393,9,47,18,0.75,0.38
04105,2014-2018,30166,345,56,63,0.21,1.14
04105,2014-2018,80,0,0,0,0.0,0.0
04105,2014-2018,2060,21,0,0,0.0,1.02
04105,2014-2018,13947,141,8,295,2.12,1.01
04105,2014-2018,2640,18,31,131,4.96,0.68
04106,2014-2018,0,0,0,0,,
04106,2014-2018,3055,13,25,0,0.0,0.43
04106,2014-2018,1848,6,0,63,3.41,0.32
04107,2014-2018,20793,139,202,1305,6.28,0.67
04107,2014-2018,5792,15,0,0,0.0,0.26
04107,2014-2018,5458,67,29,54,0.99,1.23
04107,2014-2018,16525,13,115,396,2.4,0.08
04107,2014-2018,17198,57,82,534,3.11,0.33
04108,2014-2018,2207,97,10,0,0.0,4.4
04108,2014-2018,1270,0,2,51,4.02,0.0
04108,2014-2018,994,5,0,0,0.0,0.5
04108,2014-2018,2877,39,0,0,0.0,1.36
04109,2014-2018,20170,67,0,0,0.0,0.33
04109,2014-2018,3891,37,42,0,0.0,0.95
04109,2014-2018,2950,11,0,0,0.0,0.37
04109,2014-2018,15769,144,68,10,0.06,0.91
04109,2014-2018,3652,6,29,105,2.88,0.16
04109,2014-2018,7194,19,0,519,7.21,0.26
04109,2014-2018,1821,3,0,0,0.0,0.16
04109,2014-2018,1077,0,0,1077,100.0,0.0
04110,2014-2018,18594,116,123,235,1.26,0.62
04110,2014-2018,20300,17,122,1414,6.97,0.08
04112,2014-2018,1209,0,0,0,0.0,0.0
04112,2014-2018,983,0,0,0,0.0,0.0
04112,2014-2018,10444,14,31,226,2.16,0.13
04113,2014-2018,335,0,0,0,0.0,0.0
04113,2014-2018,101,0,0,0,0.0,0.0
04113,2014-2018,8004,36,54,122,1.52,0.45
04114,2014-2018,1777,0,14,0,0.0,0.0
04114,2014-2018,76,0,0,0,0.0,0.0
04114,2014-2018,14234,76,20,711,5.0,0.53
04114,2014-2018,10268,169,60,225,2.19,1.65
04114,2014-2018,421,20,0,0,0.0,4.75
04114,2014-2018,513,0,0,0,0.0,0.0
04115,2014-2018,538,0,11,0,0.0,0.0
04116,2014-2018,13030,37,53,7,0.05,0.28
04116,2014-2018,1211,0,0,0,0.0,0.0
04116,2014-2018,2333,0,0,79,3.39,0.0
04116,2014-2018,5309,39,0,0,0.0,0.73
04117,2014-2018,5199,44,30,1373,26.41,0.85
04117,2014-2018,1032,0,0,0,0.0,0.0
04117,2014-2018,5429,14,10,62,1.14,0.26
04117,2014-2018,7816,50,52,142,1.82,0.64
04118,2014-2018,841,15,9,0,0.0,1.78
04118,2014-2018,1598,6,4,0,0.0,0.38
04118,2014-2018,2076,10,0,0,0.0,0.48
04120,2014-2018,151,0,0,0,0.0,0.0
04120,2014-2018,875,39,4,3,0.34,4.46
04120,2014-2018,525,7,0,0,0.0,1.33
04121,2014-2018,617,0,0,0,0.0,0.0
04121,2014-2018,1283,0,0,0,0.0,0.0
04121,2014-2018,1944,0,66,0,0.0,0.0
04122,2014-2018,2395,15,0,0,0.0,0.63
04122,2014-2018,5840,7,52,1354,23.18,0.12
04122,2014-2018,324,0,0,0,0.0,0.0
04123,2014-2018,12328,114,47,106,0.86,0.92
04123,2014-2018,1026,0,6,0,0.0,0.0
04123,2014-2018,785,0,0,0,0.0,0.0
04123,2014-2018,609,0,0,0,0.0,0.0
04123,2014-2018,598,0,0,0,0.0,0.0
04124,2014-2018,6610,20,91,417,6.31,0.3
04125,2014-2018,1259,8,0,0,0.0,0.64
04125,2014-2018,316,0,0,0,0.0,0.0
04125,2014-2018,1188,17,0,0,0.0,1.43
04125,2014-2018,3253,63,0,0,0.0,1.94
04125,2014-2018,539,0,0,0,0.0,0.0
04126,2014-2018,889,0,0,157,17.66,0.0
04126,2014-2018,1001,0,0,0,0.0,0.0
04126,2014-2018,442,0,0,0,0.0,0.0
04126,2014-2018,471,0,0,0,0.0,0.0
04126,2014-2018,1392,0,0,0,0.0,0.0
04126,2014-2018,939,1,0,0,0.0,0.11
04126,2014-2018,512,0,0,0,0.0,0.0
04127,2014-2018,190,0,0,0,0.0,0.0
04127,2014-2018,603,0,0,0,0.0,0.0
04130,2014-2018,6511,69,30,109,1.67,1.06
04131,2014-2018,6507,21,10,529,8.13,0.32
04131,2014-2018,4759,66,46,79,1.66,1.39
04131,2014-2018,84,0,0,0,0.0,0.0
04133,2014-2018,868,14,8,0,0.0,1.61
04133,2014-2018,10712,115,44,343,3.2,1.07
04134,2014-2018,979,9,43,9,0.92,0.92
04135,2014-2018,670,0,0,0,0.0,0.0
04136,2014-2018,464,0,0,29,6.25,0.0
04136,2014-2018,234,0,32,0,0.0,0.0
04136,2014-2018,27,0,0,0,0.0,0.0
04136,2014-2018,182,0,0,0,0.0,0.0
04138,2014-2018,561,0,7,4,0.71,0.0
04139,2014-2018,22,0,0,0,0.0,0.0
04139,2014-2018,33,0,0,0,0.0,0.0
04140,2014-2018,485,3,0,0,0.0,0.62
04142,2014-2018,372,0,0,0,0.0,0.0
04142,2014-2018,1075,6,0,0,0.0,0.56
04146,2014-2018,635,0,0,0,0.0,0.0
04146,2014-2018,11551,25,24,128,1.11,0.22
04147,2014-2018,10384,31,44,1632,15.72,0.3
04150,2014-2018,23078,36,60,871,3.77,0.16
04150,2014-2018,533,0,0,23,4.32,0.0
04151,2014-2018,854,4,5,113,13.23,0.47
04151,2014-2018,334,0,0,0,0.0,0.0
04151,2014-2018,3200,0,0,0,0.0,0.0
04151,2014-2018,148,0,0,0,0.0,0.0
04151,2014-2018,1107,0,0,0,0.0,0.0
04152,2014-2018,5107,2,12,104,2.04,0.04
04152,2014-2018,167,0,0,0,0.0,0.0
04152,2014-2018,79,0,0,0,0.0,0.0
04152,2014-2018,884,0,0,0,0.0,0.0
04152,2014-2018,757,0,0,0,0.0,0.0
04153,2014-2018,981,0,0,0,0.0,0.0
04153,2014-2018,268,8,0,0,0.0,2.99
04153,2014-2018,422,0,0,0,0.0,0.0
04153,2014-2018,5061,14,66,42,0.83,0.28
04153,2014-2018,49,0,0,0,0.0,0.0
04153,2014-2018,1515,0,0,0,0.0,0.0
04154,2014-2018,224,0,0,0,0.0,0.0
04154,2014-2018,185,0,0,0,0.0,0.0
04154,2014-2018,754,0,0,0,0.0,0.0
04154,2014-2018,449,0,0,0,0.0,0.0
04154,2014-2018,909,0,0,0,0.0,0.0
04155,2014-2018,2157,0,0,97,4.5,0.0
04155,2014-2018,817,0,10,0,0.0,0.0
04155,2014-2018,621,0,0,0,0.0,0.0
04155,2014-2018,1594,0,0,0,0.0,0.0
04155,2014-2018,803,0,0,0,0.0,0.0
04155,2014-2018,198,0,0,0,0.0,0.0
04156,2014-2018,183,0,0,0,0.0,0.0
04156,2014-2018,3045,52,0,0,0.0,1.71
04156,2014-2018,441,0,0,0,0.0,0.0
04156,2014-2018,935,0,0,0,0.0,0.0
04156,2014-2018,923,0,0,0,0.0,0.0
04156,2014-2018,179,0,0,0,0.0,0.0
04156,2014-2018,738,0,0,0,0.0,0.0
04157,2014-2018,496,0,0,0,0.0,0.0
04157,2014-2018,3423,6,0,0,0.0,0.18
04160,2014-2018,712,0,0,0,0.0,0.0
04160,2014-2018,1002,49,0,0,0.0,4.89
04160,2014-2018,1499,0,0,0,0.0,0.0
04160,2014-2018,375,0,0,0,0.0,0.0
04160,2014-2018,727,0,0,0,0.0,0.0
04160,2014-2018,986,0,0,0,0.0,0.0
04160,2014-2018,471,0,0,0,0.0,0.0
04161,2014-2018,160,0,0,0,0.0,0.0
04161,2014-2018,808,0,0,0,0.0,0.0
04161,2014-2018,581,0,17,0,0.0,0.0
04161,2014-2018,173,0,0,0,0.0,0.0
04162,2014-2018,142,0,0,0,0.0,0.0
04162,2014-2018,155,0,0,0,0.0,0.0
04163,2014-2018,1397,4,0,0,0.0,0.29
04163,2014-2018,1181,0,0,0,0.0,0.0
04163,2014-2018,480,0,0,0,0.0,0.0
04163,2014-2018,2800,0,18,0,0.0,0.0
04163,2014-2018,995,0,0,0,0.0,0.0
04164,2014-2018,1053,0,0,0,0.0,0.0
04164,2014-2018,445,0,0,0,0.0,0.0
04164,2014-2018,73,0,0,0,0.0,0.0
04164,2014-2018,1349,19,0,0,0.0,1.41
04164,2014-2018,1707,38,0,0,0.0,2.23
04164,2014-2018,2205,28,1,16,0.73,1.27
04165,2014-2018,422,0,0,0,0.0,0.0
04165,2014-2018,10404,43,147,630,6.06,0.41
04165,2014-2018,905,0,0,0,0.0,0.0
04165,2014-2018,405,0,0,0,0.0,0.0
04166,2014-2018,678,97,0,0,0.0,14.31
04166,2014-2018,656,0,42,0,0.0,0.0
04166,2014-2018,1070,8,26,0,0.0,0.75
04166,2014-2018,710,31,9,0,0.0,4.37
04166,2014-2018,746,3,0,203,27.21,0.4
04170,2014-2018,16445,120,93,591,3.59,0.73
04171,2014-2018,376,0,0,0,0.0,0.0
04171,2014-2018,107,0,0,0,0.0,0.0
04171,2014-2018,433,0,0,0,0.0,0.0
04171,2014-2018,1108,0,0,0,0.0,0.0
04172,2014-2018,531,14,0,39,7.34,2.64
04172,2014-2018,1043,0,14,0,0.0,0.0
04172,2014-2018,1186,0,0,0,0.0,0.0
04172,2014-2018,241,0,0,0,0.0,0.0
04172,2014-2018,822,0,42,0,0.0,0.0
04172,2014-2018,118,0,0,0,0.0,0.0
04173,2014-2018,1048,45,0,0,0.0,4.29
04173,2014-2018,195,0,0,0,0.0,0.0
04173,2014-2018,117,0,0,0,0.0,0.0
04174,2014-2018,1090,31,0,0,0.0,2.84
04174,2014-2018,454,18,0,0,0.0,3.96
04174,2014-2018,416,0,0,0,0.0,0.0
04174,2014-2018,3399,14,0,289,8.5,0.41
04175,2014-2018,195,0,0,0,0.0,0.0
04175,2014-2018,403,10,0,0,0.0,2.48
04175,2014-2018,271,0,0,0,0.0,0.0
04176,2014-2018,5,0,0,0,0.0,0.0
04176,2014-2018,0,0,0,0,,
04176,2014-2018,653,0,0,0,0.0,0.0
04176,2014-2018,736,0,0,0,0.0,0.0
04176,2014-2018,217,0,0,0,0.0,0.0
04177,2014-2018,264,0,0,0,0.0,0.0
04177,2014-2018,1446,18,4,0,0.0,1.24
04177,2014-2018,2383,35,0,0,0.0,1.47
04177,2014-2018,44,0,0,0,0.0,0.0
04177,2014-2018,1370,10,0,0,0.0,0.73
04177,2014-2018,904,0,0,0,0.0,0.0
04180,2014-2018,424,5,0,0,0.0,1.18
04181,2014-2018,321,0,0,0,0.0,0.0
04181,2014-2018,276,0,0,0,0.0,0.0
04181,2014-2018,1045,17,0,0,0.0,1.63
04181,2014-2018,212,0,0,0,0.0,0.0
04181,2014-2018,295,0,0,0,0.0,0.0
04182,2014-2018,478,0,0,0,0.0,0.0
04182,2014-2018,2067,29,18,103,4.98,1.4
04182,2014-2018,1099,0,0,0,0.0,0.0
04182,2014-2018,692,58,0,0,0.0,8.38
04182,2014-2018,664,9,0,0,0.0,1.36
04182,2014-2018,731,6,0,0,0.0,0.82
04183,2014-2018,801,0,0,0,0.0,0.0
04183,2014-2018,364,0,0,0,0.0,0.0
04183,2014-2018,521,0,0,0,0.0,0.0
04183,2014-2018,341,0,37,6,1.76,0.0
04183,2014-2018,895,0,0,0,0.0,0.0
04183,2014-2018,1316,25,0,0,0.0,1.9
04183,2014-2018,1436,15,0,0,0.0,1.04
04183,2014-2018,499,0,0,0,0.0,0.0
04183,2014-2018,1541,43,0,0,0.0,2.79
04184,2014-2018,861,6,27,0,0.0,0.7
04184,2014-2018,564,0,0,0,0.0,0.0
04184,2014-2018,1598,0,0,591,36.98,0.0
04184,2014-2018,171,0,0,0,0.0,0.0
04184,2014-2018,434,0,0,0,0.0,0.0
04184,2014-2018,0,0,0,0,,
04184,2014-2018,85,0,0,0,0.0,0.0
04185,2014-2018,846,0,0,0,0.0,0.0
04185,2014-2018,7170,23,0,188,2.62,0.32
04185,2014-2018,355,0,0,0,0.0,0.0
04186,2014-2018,94,0,0,0,0.0,0.0
04186,2014-2018,867,0,12,0,0.0,0.0
04200,2014-2018,28782,252,91,377,1.31,0.88
04200,2014-2018,28667,497,224,946,3.3,1.73
04202,2014-2018,1924,0,0,0,0.0,0.0
04202,2014-2018,1573,0,94,0,0.0,0.0
04202,2014-2018,185,0,0,0,0.0,0.0
04202,2014-2018,2290,29,0,59,2.58,1.27
04202,2014-2018,1179,14,18,0,0.0,1.19
04202,2014-2018,19582,49,0,406,2.07,0.25
04202,2014-2018,1860,0,75,18,0.97,0.0
04202,2014-2018,850,0,0,0,0.0,0.0
04202,2014-2018,6210,33,29,181,2.91,0.53
04203,2014-2018,3013,0,43,150,4.98,0.0
04203,2014-2018,234,10,12,0,0.0,4.27
04203,2014-2018,990,0,0,0,0.0,0.0
04203,2014-2018,1299,0,0,0,0.0,0.0
04203,2014-2018,78,0,0,0,0.0,0.0
04203,2014-2018,5313,5,29,1145,21.55,0.09
04203,2014-2018,1890,0,5,7,0.37,0.0
04204,2014-2018,806,0,30,0,0.0,0.0
04204,2014-2018,4340,77,4,53,1.22,1.77
04204,2014-2018,3198,4,0,0,0.0,0.13
04204,2014-2018,2221,0,24,0,0.0,0.0
04204,2014-2018,441,0,0,0,0.0,0.0
04204,2014-2018,1834,0,63,0,0.0,0.0
04204,2014-2018,1605,8,24,0,0.0,0.5
04205,2014-2018,2885,7,0,377,13.07,0.24
04205,2014-2018,3855,44,46,0,0.0,1.14
04205,2014-2018,5393,40,237,0,0.0,0.74
04205,2014-2018,964,14,13,0,0.0,1.45
04205,2014-2018,2577,27,4,118,4.58,1.05
04205,2014-2018,1898,11,0,63,3.32,0.58
04205,2014-2018,2408,52,0,0,0.0,2.16
04206,2014-2018,0,0,0,0,,
04206,2014-2018,26,0,0,0,0.0,0.0
04206,2014-2018,8294,66,69,216,2.6,0.8
04206,2014-2018,23285,94,134,614,2.64,0.4
04206,2014-2018,504,35,0,0,0.0,6.94
04207,2014-2018,31614,163,183,3611,11.42,0.52
04207,2014-2018,1065,22,13,0,0.0,2.07
04207,2014-2018,1605,2,16,59,3.68,0.12
04207,2014-2018,1555,22,0,0,0.0,1.41
04208,2014-2018,1708,0,1,0,0.0,0.0
04208,2014-2018,1689,36,0,0,0.0,2.13
04208,2014-2018,291,0,0,0,0.0,0.0
04208,2014-2018,60,0,0,0,0.0,0.0
04208,2014-2018,981,0,10,0,0.0,0.0
04208,2014-2018,4142,0,20,0,0.0,0.0
04208,2014-2018,2401,12,39,55,2.29,0.5
04208,2014-2018,2511,24,45,0,0.0,0.96
04210,2014-2018,61396,525,595,6844,11.15,0.86
04210,2014-2018,94,0,0,0,0.0,0.0
04210,2014-2018,20610,16,12,58,0.28,0.08
04210,2014-2018,33415,53,243,317,0.95,0.16
04212,2014-2018,2779,66,30,0,0.0,2.37
04212,2014-2018,5337,17,24,0,0.0,0.32
04212,2014-2018,786,7,0,0,0.0,0.89
04212,2014-2018,18,0,0,0,0.0,0.0
04212,2014-2018,6622,54,78,37,0.56,0.82
04212,2014-2018,6954,52,55,133,1.91,0.75
04213,2014-2018,313,41,0,0,0.0,13.1
04213,2014-2018,1456,0,12,0,0.0,0.0
04213,2014-2018,17543,227,151,372,2.12,1.29
04214,2014-2018,1005,7,0,0,0.0,0.7
04214,2014-2018,30948,205,497,710,2.29,0.66
04215,2014-2018,240,0,0,0,0.0,0.0
04215,2014-2018,525,11,0,0,0.0,2.1
04215,2014-2018,444,0,0,0,0.0,0.0
04215,2014-2018,271,0,0,0,0.0,0.0
04215,2014-2018,623,0,0,0,0.0,0.0
04215,2014-2018,1624,0,0,0,0.0,0.0
04216,2014-2018,1719,5,0,0,0.0,0.29
04216,2014-2018,84,0,0,0,0.0,0.0
04216,2014-2018,16463,121,23,220,1.34,0.73
04216,2014-2018,2923,30,0,0,0.0,1.03
04216,2014-2018,7992,32,18,150,1.88,0.4
04217,2014-2018,1645,13,0,52,3.16,0.79
04217,2014-2018,7230,6,147,0,0.0,0.08
04220,2014-2018,2295,0,21,0,0.0,0.0
04220,2014-2018,586,0,14,0,0.0,0.0
04220,2014-2018,6206,60,28,81,1.31,0.97
04220,2014-2018,1127,0,0,0,0.0,0.0
04221,2014-2018,4218,38,16,93,2.2,0.9
04221,2014-2018,13373,109,190,99,0.74,0.82
04221,2014-2018,694,0,0,0,0.0,0.0
04221,2014-2018,1254,16,0,0,0.0,1.28
04221,2014-2018,3254,18,0,0,0.0,0.55
04222,2014-2018,7131,9,10,186,2.61,0.13
04222,2014-2018,20501,44,40,5916,28.86,0.21
04223,2014-2018,865,0,0,0,0.0,0.0
04223,2014-2018,2625,4,23,0,0.0,0.15
04223,2014-2018,635,0,16,0,0.0,0.0
04224,2014-2018,41743,221,80,1960,4.7,0.53
04225,2014-2018,230,0,2,0,0.0,0.0
04225,2014-2018,4388,0,14,0,0.0,0.0
04225,2014-2018,1256,0,9,280,22.29,0.0
04226,2014-2018,10769,85,55,178,1.65,0.79
04226,2014-2018,8750,162,17,0,0.0,1.85
04226,2014-2018,802,0,0,0,0.0,0.0
04226,2014-2018,2138,42,29,58,2.71,1.96
04227,2014-2018,540,6,0,0,0.0,1.11
04227,2014-2018,2193,0,0,0,0.0,0.0
04227,2014-2018,678,0,26,0,0.0,0.0
04227,2014-2018,14272,175,142,270,1.89,1.23
04228,2014-2018,412,6,0,0,0.0,1.46
04228,2014-2018,334,0,0,0,0.0,0.0
04228,2014-2018,1077,26,0,0,0.0,2.41
04230,2014-2018,43295,246,166,945,2.18,0.57
04230,2014-2018,41387,294,126,2110,5.1,0.71
04232,2014-2018,8969,15,37,89,0.99,0.17
04232,2014-2018,197,0,0,0,0.0,0.0
04232,2014-2018,11,0,0,0,0.0,0.0
04232,2014-2018,881,0,0,0,0.0,0.0
04232,2014-2018,1069,17,0,0,0.0,1.59
04232,2014-2018,2515,3,16,0,0.0,0.12
04232,2014-2018,499,0,0,0,0.0,0.0
04232,2014-2018,4038,3,20,89,2.2,0.07
