"ZCTA","minDisFQHC","timeDrive","countDrive"
5471,14.71,24.28,4
5472,5.8,14.23,2
5474,12.79,14.43,4
5476,3.88,0,4
5478,0.72,0,5
5481,9.76,18.79,1
5482,6.81,13.38,8
5483,10.11,20.47,4
5485,10.29,17.26,4
5486,2.55,0,9
5487,10.43,26.19,2
5488,0.19,0,4
5491,14.3,26.04,3
5494,6.52,13.4,3
5495,6.61,10.92,8
5602,7.64,13.42,7
5640,3.75,22.01,6
5641,6.3,0,8
5647,1.54,0,10
5648,6.89,29.03,6
5649,9.75,8.87,7
5650,5.81,24.93,8
5651,0.81,0,8
5652,14.98,28.95,4
5653,14.11,29.15,4
5654,8.74,12.45,8
5655,5.04,16.6,4
5656,9.84,19.81,4
5657,4.81,15.94,6
5658,5.42,13.61,9
5661,2.51,0,7
5663,9.6,24.6,3
5664,7.4,26.22,2
5667,1.62,0,8
5672,0.91,0,5
5675,7.88,17.33,3
5676,14.31,27.34,2
5677,7.87,23.01,5
5678,7.6,10.39,7
5679,9.62,11.8,9
5680,8.21,16.55,6
5681,5.68,13.89,8
5701,3.85,0,6
5730,8.92,20.39,2
5732,7.06,6.4,5
5733,1.48,0,5
5734,8.19,15.35,1
5735,4.61,0,5
5736,3.53,9.49,5
5738,9.85,27.44,4
5740,15.72,23.21,3
5742,14.67,24.08,6
5743,8.61,14.07,1
5744,10.3,27.6,5
5747,9.48,16.75,1
5748,8.59,10.05,1
5751,12.58,19.31,4
5753,13.43,26.27,4
5758,7.25,17.39,2
5759,5.85,10.21,5
5760,9.23,13.85,2
5761,6.83,15.71,1
5762,7.62,22.28,2
5763,10.19,15.21,5
5764,7.92,15.68,2
5765,7.12,14.66,6
5767,1.56,0,1
5769,10.97,16.43,1
5770,1.37,0,2
5772,11.8,16.52,2
5773,16.93,21.33,4
5774,3.97,11.85,2
5775,3.8,0,1
5776,13.51,24.24,1
5777,7.52,16.57,5
5778,7.13,17,2
5819,4.44,0,5
5821,9.34,20.3,4
5822,7.05,16.18,1
5824,2.2,0,3
5825,5.98,17.22,1
5826,13.89,23.03,2
5827,16.74,26,2
5828,3.21,0,6
5829,16.42,28.21,3
5832,15.29,27.46,1
5833,6.18,11.54,2
5836,6.49,12.39,3
5839,13.27,21.99,1
5841,10.82,22.56,2
5842,10.63,18.98,2
5843,0.92,0,8
5845,7.13,16.34,1
5846,2.15,0,2
5850,9.14,16.3,3
5851,11.25,18.94,2
5853,9.45,19.02,2
5855,11.45,24.51,1
5857,14.25,28.62,1
5858,13.4,22.28,1
5860,6.7,0,1
5862,10.01,26.3,1
5866,17.13,23.05,2
5872,11.89,20.6,3
5873,4.71,13.33,5
5902,3.58,9.21,2
5903,6.95,0,2
5904,7.76,20.54,4
5906,12.22,16.95,2
5907,11.57,25.32,2
6001,8,20.08,69
6002,1.44,0,82
6010,0.52,0,113
6013,5.41,18.38,43
6016,0.64,0,75
6018,14.66,22.24,8
6019,11.56,23.66,36
6020,9.79,19.28,78
6021,9.23,17.69,9
6022,10.34,21.68,13
6023,3.64,9.12,126
6024,16.38,21.34,8
6026,9.91,15.81,51
6027,12.95,26.86,5
6029,4.32,6.79,72
6031,16.47,29.94,6
6032,3.48,10.37,94
6033,5.79,11.31,104
6035,13.15,17.87,48
6037,3.68,8.36,117
6039,8.59,21.43,3
6040,1.53,0,71
6042,0.31,0,84
6043,5.38,11.57,49
6051,0.51,0,135
6052,0.15,0,136
6053,0.77,0,125
6057,4.55,14.53,9
6058,9.82,16.73,9
6059,8.73,16.93,9
6060,12.68,27.08,6
6061,8.17,14.18,13
6062,0.36,0,127
6063,6.62,12.12,9
6065,6.21,18.6,9
6066,2.44,0,76
6067,6.58,14.71,125
6068,14.29,27.61,3
6069,6.85,11.9,7
6070,7.01,17.48,36
6071,6.05,13.44,36
6073,7.8,15.54,60
6074,1.22,0,80
6076,0.46,0,24
6078,3.54,9.96,63
6081,7.68,11.93,55
6082,0.19,0,73
6084,5.56,11.34,57
6085,3.26,11.83,80
6088,1.05,0,70
6089,5.98,14.5,75
6090,14.08,25.22,9
6091,10.27,17.67,9
6092,9.44,22.64,9
6093,8.58,19.09,31
6095,4.96,0,94
6096,4.04,7.86,71
6098,3.15,0,9
6103,0.73,2.27,136
6105,0.45,0,136
6106,0.23,0,136
6107,3.59,6.24,124
6108,1.13,0,120
6109,3.82,8,126
6110,1.77,6.73,124
6111,2.41,8.02,126
6112,0.55,0,136
6114,0.37,0,136
6117,4.11,6.26,90
6118,0.43,0,105
6119,1.5,3.85,126
6120,1.74,0,136
6160,0.35,3.37,136
6226,1.35,0,12
6231,4.56,14.08,15
6232,10.32,16.16,35
6234,5.25,10.06,9
6235,9.68,12.54,5
6237,5.77,10.27,23
6238,9.92,17.58,35
6239,2.07,0,11
6241,5.03,11.14,10
6242,5.18,14.56,10
6243,4.69,13.35,13
6247,11.96,19.93,5
6248,10.57,22.58,27
6249,7.81,16.27,13
6250,5.71,9.5,7
6254,7.25,11.85,19
6255,5.65,11.17,13
6256,5.07,9.72,14
6259,6.46,13.53,8
6260,3.05,0,12
6262,5.85,11.05,11
6263,3.6,11.43,11
6264,8.8,12.31,15
6266,5.44,9.02,13
6268,7.94,16.09,13
6269,9.09,15.03,18
6277,6.77,11.76,13
6278,0.12,0,12
6279,6.18,12.09,28
6280,6.18,7.24,14
6281,8.13,16.4,9
6282,7.81,17.44,6
6320,0.34,0,20
6330,7.64,14.56,16
6331,7.18,15.95,6
6332,1.99,6.13,18
6333,6.94,10.16,23
6334,5.32,9.73,25
6335,5.45,14.57,19
6336,7.74,12.04,22
6339,7.75,19.12,20
6340,1.51,0,21
6350,7.42,20.03,12
6351,2.63,0,20
6353,1.54,7.08,21
6354,2.92,0,9
6355,5.47,10.47,11
6357,3.39,12.18,23
6359,9.82,18.8,13
6360,0.26,0,23
6365,5.42,14.29,14
6370,1.81,18.44,16
6371,7.69,9.52,14
6373,7.73,12.6,6
6374,2.99,8.55,20
6375,2.15,0,20
6376,7.03,16.53,14
6377,5.71,10.1,5
6378,6.23,13.77,11
6379,2.16,5.54,11
6380,2.45,8.15,25
6382,3.18,0,21
6384,10.16,15.9,12
6385,2.3,0,23
6387,3.16,7.86,9
6389,3.04,6.18,28
6401,0.97,0,122
6403,4.51,8.68,60
6405,3.64,0,70
6409,6.46,9.6,28
6410,5.24,13.33,143
6412,8.63,17.75,27
6413,0.16,0,29
6414,4.97,6.78,76
6415,1.98,0,19
6416,2.93,9.59,122
6417,7.35,16.54,23
6418,1.36,4.51,122
6419,7.85,11.21,25
6420,7.59,16.18,24
6422,5.84,17.24,48
6423,4.48,11.35,5
6424,5.37,12.08,62
6426,6.06,9.05,28
6437,4.68,12.92,65
6438,5.48,14.71,23
6441,8.14,19.07,27
6442,6.54,14.56,24
6443,7.7,11.42,28
6444,3.32,7.9,94
6447,8.87,15.68,76
6450,0.17,0,183
6451,0.43,0,167
6455,3.23,9.11,67
6456,5.72,9.24,59
6457,0.84,0,104
6460,1.55,0,106
6461,2.27,0,106
6467,5.58,9.3,132
6468,8.7,15.11,46
6469,0.93,0,24
6470,2.02,0,18
6471,3.22,9.26,80
6472,5.61,9.67,98
6473,0.6,0,111
6475,1.32,0,17
6477,3.33,9.5,111
6478,7.55,17.2,33
6479,5.7,11.09,116
6480,2.46,0,106
6481,1.92,7.1,82
6482,4.01,12.76,29
6483,3.78,8.88,118
6484,4.53,9.45,117
6488,7.49,14.48,31
6489,5.19,9.9,111
6492,2.4,0,136
6498,3.73,8.77,8
6510,0.34,0,120
6511,0.53,0,101
6512,0.32,0,86
6513,0.47,0,91
6514,1.53,0,107
6515,0.31,0,136
6516,1.36,0,108
6517,2.06,8.64,85
6518,4.35,8.56,113
6519,0.04,0,126
6524,6.95,13.05,77
6525,3.6,5.89,138
6604,0.14,0,70
6605,0.15,0,85
6606,0.15,0,72
6607,0.39,0,84
6608,0.06,0,84
6610,0.45,0,84
6611,2.95,0,79
6612,7.18,9.74,56
6614,0.7,0,84
6615,0.95,0,108
6702,0.44,0,71
6704,1.83,0,56
6705,1.45,0,76
6706,1.02,0,93
6708,1.3,0,72
6710,0.4,0,56
6712,4.07,8.57,113
6716,3.53,8.8,72
6750,11.88,20.67,6
6751,11.71,20.68,20
6752,10.78,24.76,16
6754,15.2,29.65,3
6755,5.57,10.29,5
6756,7.87,14.74,9
6757,8.16,22.36,1
6758,13.8,28.1,8
6759,7.27,15.73,18
6762,5.56,6.4,36
6763,10.96,21.92,34
6770,0.25,0,93
6776,11.01,20.24,15
6778,7.82,17.54,41
6779,2.16,6.86,59
6782,4.65,13.24,60
6783,13.09,25.76,7
6784,7.99,17.5,17
6785,9.03,20.23,1
6786,2.57,9.38,62
6787,6.83,13.97,60
6790,2.41,0,36
6791,5.53,12.24,36
6795,5.67,9.54,45
6796,14.13,24.92,9
6798,9.87,16.76,17
6801,0.4,0,17
6804,6.47,12.01,17
6807,1.97,8.09,38
6810,1.41,0,17
6811,1.12,0,17
6812,6.77,7.41,17
6820,2.99,7.46,51
6824,4.08,8.88,63
6825,2.01,0,55
6830,2.18,0,53
6831,6.34,10.57,34
6840,4.59,8.72,56
6850,2.14,7.15,71
6851,3.49,8.17,65
6853,1.39,8.78,64
6854,0.61,0,70
6855,1.4,6.18,74
6856,0.69,4.6,71
6870,2.32,6.41,39
6877,8.24,18.98,16
6878,2.57,7.17,39
6880,6.53,11.99,69
6883,11.25,22.82,31
6890,5.31,10.99,67
6896,6.78,14.53,21
6897,9.31,16.23,67
6901,0.52,0.42,37
6902,0.29,0,37
6903,2.13,0,33
6905,1.49,0,37
6906,0.34,0,36
6907,0.34,0,36
7001,6.54,12,58
7002,2.62,7.26,248
7003,2.67,7.11,202
7004,9.88,14.2,58
7005,10.45,15.71,17
7006,7.45,12.12,40
7008,5.75,15.64,65
7009,7.2,9.23,111
7010,2.1,6.32,419
7011,2.35,3,336
7012,3.15,5.01,342
7013,3.8,4.7,361
7014,3.03,3.97,387
7016,7.37,11.76,69
7017,0.73,0,165
7018,0.95,3.18,179
7020,1.48,7.2,409
7021,5.28,10.54,40
7022,2.76,4.84,408
7023,3.28,8.8,45
7024,2.22,3.8,426
7026,0.52,0,335
7027,7.14,13.42,62
7028,3.02,6.3,164
7029,0.32,0,413
7030,1.13,5.77,508
7031,2.44,7.3,398
7032,2.61,3.51,391
7033,5.65,9.72,100
7034,10.37,16.78,33
7035,9.18,14.96,43
7036,4.41,10.51,118
7039,5.9,8.85,40
7040,2.36,5.19,81
7041,4.47,6.56,85
7042,3.78,6.77,177
7043,5.88,9.89,218
7044,5.18,7.58,81
7045,13.06,20.87,19
7046,8.24,11.78,12
7047,0.95,0,453
7050,0.61,0,132
7052,1.77,0,100
7054,7.73,13.28,35
7055,0.78,0,357
7057,1.13,4.08,354
7058,10.78,15.48,37
7059,5.07,14.94,22
7060,0.77,0,30
7062,1.9,5.83,31
7063,0.82,0,14
7064,5.62,11.95,51
7065,6.52,14.54,62
7066,5.48,10.11,38
7067,3.79,10.6,51
7068,6.04,9.21,42
7069,3.27,7.52,33
7070,3.93,6.32,391
7071,3.87,8.8,391
7072,4.68,6.26,400
7073,4.64,5.85,387
7074,4.31,8.65,404
7075,2.37,7.8,382
7076,3.28,10.61,35
7077,4.26,8.91,58
7078,6.87,11.13,50
7079,2.64,5.13,93
7080,3.14,7.15,16
7081,6.61,10.89,55
7082,11.98,16.62,32
7083,3.64,6.26,172
7086,0.87,2.34,512
7087,0.44,0,498
7088,3.44,4.93,109
7090,5.99,12.95,55
7092,7.26,14.83,48
7093,0.53,0,469
7094,2.23,6.71,475
7095,4.27,7.44,54
7102,0.32,0,360
7103,0.27,0,279
7104,0.98,0,255
7105,1.72,0,441
7106,1.55,3.06,143
7107,0.72,3.25,257
7108,0.65,0,203
7109,1.17,6.72,260
7110,3.36,7.54,360
7111,0.33,0,159
7112,0.49,0,193
7114,2.66,0,334
7201,2.07,5.23,251
7202,2.23,6.34,191
7203,5,11.9,92
7204,4.71,9.67,120
7205,1.66,5.46,187
7206,0.16,0,197
7208,1.9,6.6,188
7302,0.19,0,485
7304,0.58,0,469
7305,1.32,4.34,426
7306,0.63,0,480
7307,1.28,0,486
7310,1.04,3.62,484
7311,0.77,2.66,477
7401,7.36,15.85,91
7403,14.18,21.78,14
7405,15.4,23.01,10
7407,2.39,7.02,323
7410,3.63,8.33,334
7416,11.88,24.54,5
7417,8.12,12.58,203
7419,15.43,24.85,2
7420,13.35,20.07,16
7423,8.68,14.62,270
7424,4.27,8.97,217
7430,5.04,13.97,21
7432,6.85,10.58,252
7435,15.86,23.38,7
7436,10.9,15.92,71
7438,13.67,22.02,4
7439,10.68,21.49,5
7440,8.67,15.18,42
7442,10.64,15.69,22
7444,10.16,18.08,21
7446,5.11,13.83,23
7450,6.72,13.15,251
7452,4.64,9.37,272
7456,10.32,22.74,18
7457,11.52,21.96,12
7458,6.41,13.89,25
7460,18.37,29.17,1
7461,13.03,21.67,2
7463,8.78,15.81,161
7465,13.17,25.72,3
7470,5.5,9,56
7481,6.86,11.82,242
7495,2.69,9.15,22
7501,0.69,0,311
7502,1.6,3.1,287
7503,2.09,4.11,307
7504,1.75,3.43,324
7505,0.51,1.32,312
7506,3.25,7.15,279
7508,2.89,4.03,253
7512,3.86,5.77,253
7513,1.65,3.26,328
7514,1.58,3.86,322
7522,0.44,0,287
7524,1.29,4.22,297
7601,0.5,0,353
7603,1.23,4.65,384
7604,2.72,5.96,375
7605,2.36,5.37,416
7606,2.61,6.57,374
7607,2.21,3.14,359
7608,3.23,5.71,376
7620,2.78,12.2,291
7621,3.46,5.65,363
7624,5.62,12.22,268
7626,4.26,8.34,320
7627,4.48,9.4,315
7628,5.24,7.52,343
7630,8.27,12.6,285
7631,0.56,0,380
7632,2.41,3.87,397
7640,7.64,13.17,259
7641,6.84,9.91,318
7642,9.02,16.83,228
7643,3.58,6.58,404
7644,1.51,6.53,350
7645,4.96,14.71,28
7646,4.66,8.82,337
7647,7.07,13.29,230
7648,6.38,13.5,257
7649,6.52,10.22,333
7650,3.86,6.5,407
7652,5.89,10.57,317
7656,6.46,14.54,108
7657,4.09,7.13,404
7660,3.17,6.93,375
7661,3.8,7.4,354
7662,2.78,5.38,347
7663,1.97,8.75,322
7666,2.09,5.84,405
7670,3.23,5.26,358
7675,9.03,18.04,164
7676,9.49,15.36,249
7677,7.61,16.77,75
7701,1.94,0,12
7702,1.62,5.62,9
7703,2.98,8.85,9
7704,2.53,5.37,6
7711,1.21,5.72,15
7712,3.65,0,16
7716,5.88,11.52,9
7717,3.18,7.19,17
7718,7.26,8.91,9
7719,6.75,9.04,17
7720,2.21,6.23,16
7721,2.35,4.83,15
7722,7.28,16.92,9
7723,2.3,8.32,8
7724,4.02,8.26,9
7726,5.46,16.92,17
7727,8.93,12.5,17
7728,2.46,0,24
7730,2.16,4.49,15
7731,3.92,11.22,13
7732,9.58,13.56,6
7733,5.92,10.49,11
7734,4.63,6.93,10
7735,0.33,0,15
7737,6.17,10.25,9
7738,4.32,8.67,9
7739,2.21,6.46,8
7740,0.62,0,9
7746,5.47,13.55,21
7747,4.13,6.39,15
7748,5.88,7.48,9
7750,2.94,6.99,6
7751,7.91,13.49,14
7753,4.82,7.01,17
7755,3.51,7.51,9
7756,1.3,7.02,15
7757,1.92,6.37,9
7758,6.82,8.23,9
7760,4.88,10.42,6
7762,6.85,11.01,17
7764,2.26,5.78,9
7801,3.21,0,9
7803,2.88,4.84,6
7820,6.36,19.62,2
7821,8.33,16.27,6
7822,8.34,12.51,6
7823,15.55,26.67,1
7825,14.86,22.16,1
7826,12.66,21.39,1
7827,8.04,16.72,1
7828,5.07,7.94,7
7830,12.49,23.57,1
7833,17.75,26.02,1
7834,5.06,9.94,18
7836,7.83,14.23,7
7838,7.44,10.43,1
7840,1.46,0,5
7842,6.24,11.11,8
7843,8.59,17.52,6
7846,10.8,15.66,2
7847,4.57,6.19,7
7848,6.32,11.42,5
7849,8.29,11.46,7
7850,7.49,13.88,7
7851,16.71,26.4,2
7852,7.12,10.8,7
7853,6.95,8.85,6
7856,6,12.21,7
7857,8.76,12.71,7
7860,4.42,0,1
7863,10.85,21.81,1
7865,8.83,12.72,1
7866,8,8.96,9
7869,3.83,7.22,7
7870,4.92,5.97,5
7871,8.46,18.68,5
7874,8,16.32,6
7876,7.21,11.92,6
7878,5.84,10.27,21
7880,5.34,7.72,1
7882,14.72,22.08,4
7885,4.86,4.82,9
7901,9.03,13.21,52
7920,10.35,17.62,7
7921,9.94,12.83,9
7922,5.88,13.94,31
7924,9.77,15.13,5
7926,5.9,12.87,5
7927,3,8.44,28
7928,8.32,17.43,31
7930,11.38,17.48,7
7931,13.88,21.7,2
7932,6.68,14.03,30
7933,8.08,14.14,21
7934,15.14,18.77,9
7935,6.36,10.62,29
7936,8.6,13.19,34
7939,9.2,17.91,9
7940,5.86,9.36,35
7945,7.97,13.04,6
7946,8.09,18.64,9
7950,4.17,9.93,11
7960,1.74,0,25
7961,3.99,11.2,27
7970,6.12,15.89,5
7974,7.81,15.59,32
7976,6.94,13.43,12
7977,13.78,16.82,13
7979,15.29,25.22,2
7980,7.69,16.04,10
7981,5.03,10.09,33
8001,8.13,8.91,10
8002,4.55,8.54,100
8003,5.79,13.66,82
8004,10.11,13.68,14
8005,4.87,8.35,4
8006,13.13,23.6,1
8007,5.63,10.9,94
8008,8.37,13.87,2
8009,6.71,11.12,19
8010,4.39,9.49,50
8011,5.03,4.77,8
8012,5.3,8.59,79
8014,3.14,11.61,28
8015,7.59,8.52,4
8016,1.73,0,25
8019,17.66,23.77,3
8020,3.22,5.46,65
8021,1.38,0,64
8022,10.11,16.67,11
8023,4.8,12.92,10
8026,2.34,7.15,74
8027,3.22,5.76,49
8028,1.59,0,37
8029,5.25,9.06,94
8030,2.8,6.98,98
8031,4.38,8.59,98
8033,5.08,9.51,96
8034,6.92,10.19,97
8035,4.82,8.7,96
8036,8.59,14.8,36
8037,1.45,0,7
8038,8.8,16.94,1
8039,11.38,21.23,6
8041,7.09,13.1,11
8042,4.63,8.91,8
8043,3.54,9.26,64
8045,4.72,10.53,92
8046,4.41,9.49,32
8048,10.79,12.25,18
8049,4.17,9.66,89
8050,2.89,0,3
8051,5.6,9.15,63
8052,6.47,10.65,99
8053,7.84,17.7,80
8054,11.55,18.93,74
8055,12.59,22.58,16
8056,4.37,7.74,49
8057,10.16,14.76,94
8059,3.51,7.51,98
8060,7.18,8.02,18
8061,3.32,6.84,63
8062,7.78,13.65,12
8063,3.25,8.31,89
8064,0.87,0,4
8065,3.64,10.46,97
8066,1.15,0,79
8067,6.29,19.17,9
8068,1.67,0,3
8069,6.96,18.01,9
8070,5.76,10.72,9
8071,1.53,0,56
8072,4.05,3.39,13
8073,5.55,9.44,59
8074,3.75,7.76,35
8075,7.55,13.71,83
8077,6.19,9.96,99
8078,5.29,8.93,96
8079,3.38,0,12
8080,1.55,7.61,64
8081,7.78,14.94,20
8083,2.86,7.6,82
8084,1.5,5.37,72
8085,8.62,17.15,9
8086,3.06,8.67,78
8087,3.1,0,2
8088,11.18,14.9,7
8089,9.32,13.02,5
8090,4.14,8.73,63
8091,5.1,9.22,31
8092,5.28,8.18,2
8093,2.11,7.95,97
8094,11.07,13.67,9
8095,4.67,10.99,8
8096,2.22,0,89
8097,2.54,6,77
8098,11.2,17.65,16
8102,0.33,0,101
8103,0.64,0,101
8104,0.37,0,100
8105,0.52,0,101
8106,3.55,7.14,97
8107,1.94,4.61,102
8108,2.6,5.4,100
8109,2.65,5.6,100
8110,3.04,4.55,100
8201,4.29,6.2,12
8202,5.62,14.03,2
8203,5.25,15.19,11
8204,7.25,12.68,2
8205,5.66,0,11
8210,2.6,0,2
8212,10.62,20.26,2
8215,9.98,18.64,13
8217,5.69,11.8,5
8221,4.5,9.51,11
8223,13.36,19.72,11
8224,8.32,13.09,12
8225,1.84,5.79,11
8226,11.35,19.03,11
8230,13.11,19.11,3
8232,1.15,0,11
8234,4.22,0,11
8240,1.12,11.53,13
8241,6.31,14.73,13
8242,5.52,7.8,2
8243,10.08,19.7,2
8244,7.03,12.22,12
8246,9.03,17.6,2
8247,4.12,9.22,2
8248,14.51,24.54,3
8251,8.27,13.55,2
8260,1.59,0,2
8270,16.46,23.05,1
8302,1.35,0,14
8310,7.23,10.63,7
8311,9.03,16.48,13
8312,4.86,7.51,17
8314,14.41,26.15,1
8316,13.41,18.41,4
8317,12.19,18.36,6
8318,5.66,15.9,16
8319,14.72,21.63,4
8320,6.03,22.51,10
8322,10.07,13.89,10
8323,8.74,16.03,11
8324,16.82,24.5,2
8326,6.41,8.35,8
8327,14.91,19.97,5
8328,8.21,13,18
8329,12.18,17.22,4
8330,9.6,20.41,16
8332,3.17,0,13
8340,8.08,15.58,6
8341,4.68,9.63,8
8343,7.46,17.1,6
8344,8.15,11.82,17
8345,14.01,20.79,11
8346,4.77,14.56,7
8348,10.23,13.19,13
8349,12.38,25.18,1
8350,6.96,9.98,9
8352,5.52,11.63,15
8353,4.41,8.59,14
8360,2.56,0,16
8361,2.78,0,15
8401,2.22,0,11
8402,4.94,11.44,11
8403,5.72,14.24,11
8406,4.19,10.37,11
8501,14.37,19.63,8
8502,10.71,15.01,5
8505,8.56,12.97,12
8510,11.77,21.91,3
8511,9.03,18.71,2
8512,7.36,17.83,12
8514,16.1,28.84,5
8515,11.57,16.17,11
8518,5.43,11.61,10
8520,8.96,21.44,14
8525,12.65,20.39,10
8527,6.75,16.02,12
8528,6.41,6.02,13
8530,15.32,22.58,5
8533,12.83,23.6,11
8534,9.21,13.94,10
8535,11.78,22.82,2
8536,3.84,12.62,12
8540,4.5,0,13
8542,3.78,3.29,13
8550,3.41,14.07,9
8551,9.63,9.57,5
8553,7.58,7.81,13
8554,6.75,11.97,10
8555,14.19,27.53,7
8558,10.06,12.47,7
8559,12.71,19.72,1
8560,9.51,14.57,10
8561,7.09,19.25,9
8562,9.51,21.74,3
8608,0.49,0,10
8609,0.66,0,10
8610,3.15,6.41,11
8611,2.36,2.21,10
8618,1.87,0,10
8619,3.9,6.8,10
8620,8.15,11.78,11
8628,4.64,6.67,10
8629,0.94,2.02,10
8638,2.67,4.07,10
8640,4.75,28.93,1
8641,6.47,18.01,8
8648,5.97,9.56,9
8690,5.86,10.83,10
8691,10.07,14.93,10
8701,1.54,0,13
8720,5.94,9.93,17
8721,6.44,17.45,11
8722,2.91,13.11,11
8723,3.88,10.26,11
8724,1.71,0,17
8730,5.42,9.4,17
8731,9.57,20.19,11
8732,5.05,14.55,10
8733,1.19,0,11
8734,9.12,22.11,11
8735,9.66,20.33,10
8736,5.91,8.72,17
8738,7.14,15.94,11
8740,6.24,17.66,10
8741,3.78,13.78,11
8742,4.99,6.98,13
8750,8,11.15,17
8751,9.17,18.78,10
8752,12.97,18.95,10
8753,4.44,12.06,10
8755,3.74,0,10
8757,3.15,8.82,11
8758,7.95,13.9,4
8759,3.83,15.9,9
8801,7.32,12.58,2
8802,12.74,24.78,3
8804,8.76,19.25,4
8805,5.13,12.1,12
8807,3.01,10.18,8
8808,11.62,19.05,4
8809,10.55,17.4,4
8810,9.92,17.21,12
8812,1.75,6.31,14
8816,6.03,11.39,13
8817,3.88,8.66,24
8820,0.36,0,38
8821,6.43,15.66,3
8822,2.4,0,2
8823,6.76,16.68,8
8824,7.18,16.4,12
8825,12.06,20.08,1
8826,14.07,22.8,2
8827,13.47,26.27,1
8828,10.27,21.53,4
8829,11.34,17.95,3
8830,3.24,6.95,53
8831,12.64,27.13,6
8832,2.76,7.72,39
8833,9.29,19.05,2
8835,2.22,11.96,13
8836,4.99,16.71,8
8837,5.22,10.3,41
8840,2.75,7.16,39
8844,7.16,11.94,9
8846,3.9,8.5,11
8850,4.04,9.56,12
8852,8.71,12.92,12
8853,8.2,14.93,2
8854,4.81,9.4,14
8857,9.81,17.93,11
8858,13.94,20.78,3
8859,5.07,11.83,23
8861,1.17,0,44
8863,3.61,8.76,41
8865,4.27,7.77,10
8867,7.95,21.32,1
8869,2.57,3.36,11
8872,6.18,15.04,10
8873,3.8,9.56,12
8876,5.92,0,9
8879,3.95,7.76,25
8880,5.71,13.42,11
8882,6.12,11.8,13
8884,9.47,17.99,10
8886,7.09,13.72,3
8887,4.78,8.5,2
8889,8.69,17.16,2
8890,3.15,15.63,12
8901,0.69,0,13
8902,3.72,9.79,11
8904,1.19,3.69,15
10001,0.21,0,521
10002,0.2,0,523
10003,0.36,0,521
10004,1.73,3.32,510
10005,0.75,2.28,512
10006,0.84,3.1,514
10007,0.52,1.9,515
10009,0.22,0,519
10010,0.47,0,519
10011,0.09,0,524
10012,0.39,0,519
10013,0.22,0,519
10014,0.53,0,522
10016,0.21,0,522
10017,0.02,0,515
10018,0.07,0,514
10019,0.16,0,511
10020,0.24,2.56,511
10021,1.29,3.76,500
10022,0.13,0,507
10023,0.82,1.9,507
10024,0.14,0,500
10025,0.1,0,487
10026,0.25,0,486
10027,0.13,0,493
10028,1.23,3.85,500
10029,0.04,0,496
10030,0.31,0,491
10031,0.22,0,468
10032,0.29,0,455
10033,0.12,0,464
10034,0.52,0,455
10035,0.11,0,500
10036,0.37,0,514
10037,0.02,0,501
10038,0.25,0,515
10039,0.03,0,489
10040,0.52,1.79,450
10044,0.72,5.77,476
10065,0.77,3.64,502
10069,0.98,3.03,507
10075,1.32,3.38,503
10103,0.32,2.24,511
10110,0.24,2.45,511
10111,0.43,1.94,511
10112,0.28,2.54,511
10115,0.38,2.58,457
10119,0.36,2.45,514
10128,0.74,3.53,503
10152,0.28,1.96,508
10153,0.52,2.93,507
10154,0.29,1.62,508
10162,0.76,3.8,500
10165,0.3,2.12,515
10167,0.29,0.72,515
10168,0.2,1.69,515
10169,0.33,2.34,515
10170,0.26,1.99,511
10171,0.34,1.19,508
10172,0.31,1.34,513
10173,0.43,1.63,513
10174,0.21,1.13,517
10177,0.35,1.01,515
10199,0.25,1.73,521
10271,0.73,2.55,513
10278,0.34,1.84,518
10279,0.55,2.26,514
10280,1.1,3.9,514
10282,0.89,3.22,514
10301,1.26,0,173
10302,0.11,0,204
10303,0.46,0,172
10304,1.78,0,233
10305,2.28,4.81,257
10306,5.39,11.51,146
10307,2.06,11.75,28
10308,6.79,16.14,93
10309,3.97,10.45,37
10310,0.38,0,207
10311,2.2,7.4,118
10312,6.94,12.81,63
10314,2.53,6.73,205
10451,0.17,0,453
10452,0.11,0,461
10453,0.16,0,439
10454,0.05,0,476
10455,0.1,0,453
10456,0.23,0,447
10457,0.05,0,450
10458,0.19,0,417
10459,0.1,0,449
10460,0.1,0,455
10461,0.39,0,443
10462,0.87,0,390
10463,0.31,0,398
10464,2.37,8.72,331
10465,1.9,5.17,445
10466,0.54,0,375
10467,0.56,0,399
10468,0.3,0,427
10469,0.63,0,420
10470,0.76,2.6,366
10471,1.54,4.24,398
10472,0.21,0,455
10473,0.17,0,432
10474,0.38,0,439
10475,0.72,0,386
10501,8.11,17.96,17
10502,3.88,7.94,290
10503,5.1,8.54,273
10504,7.37,13.69,41
10505,10.63,16.84,16
10506,6.91,13.89,27
10507,3.5,7.6,25
10509,1.82,0,17
10510,2.37,9.83,30
10511,1.97,6.4,16
10512,8.64,15.15,21
10514,4.37,9.79,33
10516,6.63,19.74,17
10517,3.21,6.96,16
10518,10.46,17.7,16
10519,5.27,12.56,22
10520,4.3,11.65,20
10522,5.03,8.67,285
10523,1.76,3.27,285
10524,3.27,9.86,23
10526,8.66,13.42,32
10527,10.16,20.31,17
10528,2.36,5.41,178
10530,1.88,3.06,276
10532,1.65,3.75,127
10533,3.53,10.38,253
10535,8.32,11.63,18
10536,6.3,10.32,35
10537,4.09,13.13,14
10538,2.03,4.3,192
10541,9.91,18.66,10
10543,0.39,0,224
