"COUNTYFP","cntT","cntBupT","cntMetT","cntNalT","avBupTime","avMetTime","avNalTime","pctBupT","pctMetT","pctNalT"
"10005",54,54,54,54,10.7151851851852,14.9516666666667,12.5001851851852,1,1,1
"11001",179,179,179,179,1.52949720670391,6.21011173184358,5.15536312849162,1,1,1
"12001",56,56,48,53,6.3175,16.4782142857143,14.0053571428571,1,0.86,0.95
"12003",4,3,0,0,11.38,40.225,41.14,0.75,0,0
"12005",44,44,41,43,7.59863636363636,15.1331818181818,9.96136363636364,1,0.93,0.98
"12007",4,4,0,4,12.9275,46.4675,12.9275,1,0,1
"12009",114,114,103,104,5.66736842105263,18.6625438596491,14.8948245614035,1,0.9,0.91
"12011",362,361,359,361,3.26113259668508,13.8208287292818,6.77803867403315,1,0.99,1
"12013",3,3,0,0,18.1366666666667,67.64,44.2866666666667,1,0,0
"12015",39,38,4,33,7.98076923076923,43.8830769230769,19.4207692307692,0.97,0.1,0.85
"12017",28,27,0,15,12.1014285714286,50.5982142857143,27.2825,0.96,0,0.54
"12019",30,29,11,26,8.994,38.9483333333333,14.6523333333333,0.97,0.37,0.87
"12021",74,69,62,72,8.73391891891892,19.4293243243243,11.7708108108108,0.93,0.84,0.97
"12023",12,11,9,9,12.2533333333333,22.0283333333333,22.0283333333333,0.92,0.75,0.75
"12027",9,2,0,2,34.9933333333333,60.3877777777778,37.9044444444444,0.22,0,0.22
"12029",4,3,0,0,16.8675,85.0625,45.3325,0.75,0,0
"12031",174,174,168,173,4.53747126436782,16.1370114942529,9.19563218390805,1,0.97,0.99
"12033",72,72,67,71,7.82444444444444,14.0938888888889,9.35930555555556,1,0.93,0.99
"12035",21,21,1,21,8.68142857142857,36.1842857142857,10.9890476190476,1,0.05,1
"12037",6,5,0,3,16.2916666666667,91.1066666666667,22.335,0.83,0,0.5
"12039",9,8,0,8,17.2577777777778,44.6955555555556,17.2577777777778,0.89,0,0.89
"12041",5,5,0,2,20.524,52.722,33.108,1,0,0.4
"12043",4,1,0,0,35.3625,69.7225,68.18,0.25,0,0
"12045",4,2,0,0,24.02,61.57,41.675,0.5,0,0
