ZCTA,minDisHosp
04360,13.46
59448,35.02
68442,14.91
22952,11.63
57025,16.44
54467,10.82
65809,5.42
07041,3.69
78886,15.95
90275,4.22
73645,20.3
55987,4.71
01223,17.32
49881,26.72
49348,17.71
19311,8.22
17872,4.6
44023,13.34
58249,6.99
92344,10.08
92377,5.88
26041,5.2
26075,9.71
35990,16.25
56587,17.56
75051,3.83
04261,17.93
04627,18.78
68761,8.86
03840,4.71
03281,14.78
90042,3.16
81136,22.39
06423,19.68
46056,9.65
40209,2.82
93442,12.7
06441,9.57
63531,16.14
35670,20.18
85260,2.43
72209,4.38
03846,12.47
77091,2.28
77335,11.56
40442,14.74
30567,14.07
59211,16.72
20667,15.43
01351,7.09
48302,2.95
48476,12.28
68638,18.72
68504,4.79
66617,8.84
78619,13.38
03584,0.61
77614,25.39
23651,1.96
72840,11.88
74130,8.14
89113,0.67
79051,28.06
44612,11.08
79234,36.37
56072,17.72
56252,18.69
56270,8.51
44515,7.38
80735,32.6
72512,14.62
36373,16.22
72315,3.44
80720,33.11
92254,20.38
95547,4.45
32136,3.94
80127,6.43
63740,13.6
72004,18.27
72181,6.23
60173,4.42
46181,10.67
50434,16.36
50670,9.83
50655,9.18
51563,19.62
91362,3.22
06479,7.59
06473,7.69
52324,12.39
63943,18.06
32259,6.18
66778,11.39
60480,5.82
08360,5.44
07463,3.23
08830,2.58
40019,14.19
61472,10.71
13904,4.31
14445,8.31
70503,1.89
70124,2.79
50074,16.19
52074,14.32
61957,13.95
04607,13.83
61484,18.32
66537,24.28
43029,13.74
58778,26.82
44112,3.42
44510,1.36
44429,17.92
55912,1.11
56465,12.7
43780,14.74
44443,7.64
49011,21.27
48807,18.37
48005,22.32
67659,11.78
52769,18.43
43014,14.8
44099,13.87
48626,12.5
74370,16.58
91343,0.52
91765,6.29
93040,16.49
93669,35.55
81007,11.74
38964,14.26
38643,18.92
06065,19.13
73074,10.36
72414,18.76
94702,1.23
92102,2.2
78041,1.64
93901,2.33
62015,7.54
61454,14.86
47564,13.1
61021,1.4
61458,20.54
20001,0.62
33021,0.55
32361,19.04
30002,2.12
01034,14.05
14202,1.65
46978,13.05
24246,1.09
30290,5.92
96728,10.35
83210,22.5
20723,4.58
48831,16.03
03276,5.19
10519,3.03
23180,16.22
85714,1.49
94502,2.38
06060,11.96
46312,1.2
04050,8.42
04109,4.76
62481,21.3
62898,9.49
11545,4.63
11213,0.65
14025,11.64
57324,12.46
79788,7.14
04107,6.27
46175,20.01
21053,20.25
85375,2.2
85031,0.66
12917,10.41
64426,22.71
58369,11.56
58062,22.46
78545,24.42
25555,12.47
60097,9.4
61536,12.89
46985,9.56
47585,18.01
46166,12.63
67526,2.95
13312,21.86
14737,15.1
12495,22.5
40023,13.04
23225,1.13
05161,21.6
25285,27.18
89129,3.21
01237,8.47
11930,21.12
47336,13.16
21132,16.86
11959,11.38
10014,1.56
10470,0.52
27582,11.71
53705,2.2
26215,20.51
27104,1.46
71223,19.32
50047,15.52
48236,1.32
21663,10.76
43811,9.62
43845,8.16
15022,4.82
29544,17.31
61864,13.29
61281,15.82
01057,7.37
92313,3.72
90232,0.51
90242,0.89
92060,21.23
80015,4.16
12998,12.66
52161,15.7
54762,18.05
54855,19.76
68755,27.02
86442,2.19
35014,14.02
99636,108.49
92886,3.28
93721,0.95
30116,4.53
25187,14.29
60109,11.69
12973,31.51
04281,4.5
04686,30.67
67672,3.42
71662,3.01
80645,14.82
06062,4.32
06419,16.85
41564,7.62
06320,1.21
19810,4.89
05033,15.33
60949,20.46
47992,15.21
80123,2.43
33774,1.27
47991,10.52
17219,18.89
98855,12.09
46164,14.36
60827,3.39
47525,16.24
21224,0.88
26716,15.94
06335,9.23
32773,5.54
02645,15.41
01012,11.87
40121,2.54
01081,12.6
01337,9.4
02747,2.23
33446,4.07
26293,14.11
53545,4.52
59424,53.5
17211,17.4
71826,20.5
20019,3.68
15451,10.11
25287,9.29
48820,11.57
48760,12.26
50169,18.53
50035,15.53
40820,10.09
23488,17.36
98303,9.02
45692,10.09
25446,8.15
67137,18.35
59915,23.42
68377,12.06
68524,9.63
68358,18.73
20837,6.01
03575,20.5
08041,7.13
88003,1.18
14223,2.38
11021,2.06
11518,2.77
11566,5.42
11379,2.24
04743,7.39
21010,12.23
94561,6.82
94703,0.49
91006,1.04
13144,37.49
52203,12.97
50254,21.17
40026,7.75
12791,12.77
17952,10.73
93933,10.03
62939,15.23
20720,5.71
01775,7.59
48659,9.93
55052,13.7
92626,1.63
81076,30.74
12956,13.66
14055,5.84
58438,25.55
58430,34.48
58061,21.42
16728,12.3
44301,3.18
06375,6.48
06374,17.58
03907,11.01
60559,3.23
04974,8.66
48634,17.42
08825,11.47
52411,7.7
63010,6.85
69352,22.62
08069,8.35
44718,4.75
45871,6.73
07422,9.7
87722,29.42
32712,4.66
32810,2.26
43771,13.49
45688,22.6
29439,9.68
12057,13.09
27916,20.95
37406,2.78
33556,5.91
99506,5.78
85041,4.05
75681,20.28
13209,7.36
48059,10.29
78729,4.38
13424,4.58
79314,21.01
62615,14.98
62380,16.16
61604,3.84
08003,2.07
13846,8.9
61531,11.89
46074,5.34
46204,1.4
67563,11.59
41018,1.93
04429,12.63
01118,2.85
38651,6.63
43112,7.39
53128,13.94
05602,6.52
75212,3.62
76636,16.84
05482,9.23
23323,11.77
23455,4.58
19711,5.44
61726,12.34
68020,11.54
08244,0.49
08010,2.39
64438,10.32
64767,13.14
40334,13.58
70820,5.88
75764,7.16
92119,3.02
16679,20.17
84656,17.92
88314,8.12
14869,6.21
06089,7.22
34475,6.63
32820,4.91
01832,2.9
01253,17.8
94024,1.8
92391,5.14
32033,10.45
93624,18.3
02871,8.68
47354,14.74
50164,17.63
73061,20.61
17053,9.89
93675,20.44
99137,28.6
74530,20.84
15531,15.55
17930,5.3
37049,11.45
77036,1.25
39193,0.87
68434,2.0
07208,1.59
41821,14.17
58057,29.29
45111,6.12
15368,16.1
19130,1.22
02814,10.2
72118,2.37
72128,11.08
92173,5.5
99508,0.78
18011,12.17
18241,12.54
77396,3.74
25839,12.33
30750,3.45
34223,2.93
34769,0.82
04635,25.36
30182,8.64
64763,22.08
94937,23.37
56723,13.56
66090,11.21
36539,14.15
79540,13.33
46582,3.39
42088,14.0
63452,30.18
15610,9.3
26257,10.32
31562,15.23
13622,18.67
25309,4.41
65652,20.32
53508,14.46
52658,10.63
25571,16.69
54642,20.05
36605,6.25
91214,3.52
28523,17.58
27105,6.68
27581,14.33
97305,9.05
95661,0.5
92627,0.68
92707,0.96
91803,1.28
59532,28.72
44481,4.54
15963,5.53
73537,16.33
37013,6.68
35035,14.23
25428,8.96
63089,11.6
99130,18.59
19934,9.45
21632,13.96
76501,6.45
30813,7.4
56295,11.98
76050,19.41
26621,14.79
56626,25.56
37892,10.82
25164,28.02
26681,10.04
63448,13.44
54981,3.76
28117,3.5
65256,16.73
22469,20.45
89115,0.87
23876,28.11
98225,2.89
04760,22.24
67123,14.47
73772,1.08
95982,13.11
25267,12.4
84780,5.05
19382,3.71
35763,9.61
63621,12.15
38125,5.5
69356,14.78
85396,20.72
37215,4.12
98942,21.01
24072,17.97
94559,4.87
75757,12.04
77550,0.04
30234,4.12
96817,1.78
83355,14.58
76471,25.82
02360,6.05
74366,19.21
27407,7.22
49682,21.27
27311,7.61
17236,13.24
42134,2.24
22831,21.68
40170,17.63
28731,5.74
95715,25.89
96774,13.06
35554,11.93
72135,10.97
58413,4.54
58649,23.04
35752,10.09
85617,15.32
93926,19.92
21788,15.23
56482,2.07
38943,8.29
75860,10.06
83870,26.52
38358,0.52
37082,15.81
01938,11.46
16923,17.3
30176,11.71
62905,12.6
95776,6.21
60914,5.83
89430,20.87
04762,12.71
01093,8.2
48304,3.83
32217,2.65
49783,9.56
28345,3.61
31542,17.08
83660,21.48
72065,13.92
62979,17.32
38626,14.49
80425,24.04
39530,7.0
46953,0.35
38328,7.43
37729,8.15
56334,6.9
15021,6.42
48468,13.4
65762,34.64
18447,6.53
76226,7.76
96115,15.54
73843,12.37
76023,13.95
54626,19.2
29426,20.24
15868,18.96
06405,9.71
17820,10.55
16440,13.59
44629,8.61
44149,5.56
94565,7.78
68325,17.26
62553,10.27
18038,9.21
76472,16.35
05154,12.31
10604,3.07
11101,1.84
56660,44.37
38864,16.74
33848,4.63
39824,10.9
60160,1.34
43511,15.04
73401,2.16
74840,7.3
73624,13.57
13826,14.9
08527,9.5
07016,3.11
88427,32.78
65501,18.04
57252,2.11
57651,58.7
37887,17.9
17013,5.59
15145,4.84
16022,19.96
15711,5.03
68331,14.41
15644,5.77
75234,1.59
76673,25.81
12733,9.09
13037,14.71
76630,12.82
05201,4.63
23934,18.76
77368,21.25
02831,8.74
29583,15.11
18254,3.04
17029,6.86
12160,10.43
12817,33.53
60061,3.79
60194,2.6
01266,10.96
11426,0.76
13612,10.14
27803,6.52
68833,52.19
23883,12.6
25031,4.89
46001,11.12
47441,2.48
46103,10.17
62884,11.47
61877,14.57
46410,2.11
60150,11.95
12053,19.01
13402,8.7
13080,14.76
10603,2.34
65001,27.01
47234,16.82
94303,2.93
33762,2.76
22443,25.68
40808,17.44
43146,16.06
04216,23.75
28081,6.96
28203,1.44
27986,10.03
29680,4.0
63636,28.92
64866,15.47
65754,17.75
38771,1.16
04330,1.58
01370,9.43
56760,22.77
04287,15.49
20876,2.51
01890,1.54
01525,7.62
48238,3.54
15042,7.43
29471,21.67
79044,18.61
17935,11.63
17981,14.69
79566,17.52
76244,1.77
63039,12.41
65771,10.57
30720,4.79
31772,17.58
15942,10.29
19017,3.04
15215,1.87
17102,1.34
58478,51.59
40849,14.37
50468,18.76
49755,25.73
48134,5.6
76058,11.1
23235,2.12
23502,0.45
96818,2.67
21657,17.87
49321,9.73
92315,1.5
96129,7.59
56534,18.95
39563,3.96
15341,13.63
20176,3.41
11739,5.58
10707,1.94
12578,12.45
49046,14.24
48334,4.99
15213,0.35
27209,9.83
35543,11.08
15220,3.97
15687,15.84
55344,7.5
55702,26.77
16849,22.84
48739,24.73
58051,23.19
58762,37.74
45069,3.09
27979,25.68
15065,2.24
19454,3.12
15321,5.21
04634,16.78
49676,12.29
72320,25.7
72206,10.37
44304,0.27
45174,6.43
05819,4.22
24715,9.97
25607,15.3
18621,14.16
02838,2.96
19087,6.63
18456,7.41
43135,19.7
44146,1.28
45674,9.89
92879,2.21
94102,0.89
80204,1.28
03258,12.58
10709,2.2
11950,9.33
25133,26.38
42784,22.79
84627,17.42
57547,35.78
31075,14.85
83686,6.06
77375,2.19
75215,3.47
43067,12.69
41649,2.3
06705,3.04
49448,11.41
38002,9.3
38359,14.65
58445,24.91
15001,8.21
15458,7.89
15331,10.2
05682,14.65
43614,1.25
73025,9.7
73128,5.15
97224,4.61
13101,8.36
28442,7.55
56320,20.39
55031,12.52
56028,19.61
37701,3.68
77044,10.0
79373,1.38
97014,27.7
19073,5.7
17532,16.98
02830,7.91
29626,9.06
74842,9.2
97057,43.86
24868,12.73
25173,11.09
77565,4.05
72046,26.59
72079,15.51
04438,18.78
13433,25.76
13155,20.58
80736,22.22
89142,5.78
03231,7.95
98938,8.95
80930,18.22
06037,4.65
06120,2.21
33765,4.04
32128,5.05
96779,7.89
72227,2.62
30047,6.36
31014,2.37
50428,8.84
51453,13.98
99103,21.68
44142,2.3
23508,1.9
66532,11.09
62461,10.78
60050,1.67
70740,14.57
52544,5.08
04783,20.18
37724,5.76
72658,13.73
62269,2.73
51529,22.94
71839,23.6
63435,22.78
55080,9.49
95136,4.46
94568,3.04
93202,2.99
18322,11.79
79406,0.79
05455,7.33
48346,11.34
74338,16.6
97341,17.49
30606,1.75
80137,16.41
32218,2.49
07090,1.82
31649,17.41
62892,14.57
61759,6.71
46186,12.31
44822,14.73
74831,18.5
07753,2.64
12958,26.37
97060,3.07
62466,10.78
13315,16.04
68643,24.68
94403,0.73
29810,9.21
51575,16.26
28689,18.32
58011,31.27
97839,23.45
62257,14.36
60123,1.18
51527,16.64
67870,7.52
20838,9.87
01235,12.55
22172,6.2
42333,11.75
40055,9.67
41540,14.72
67464,15.08
71202,5.7
04539,6.18
61485,18.4
46590,3.28
68966,8.26
15474,8.37
06492,2.21
34741,1.23
34233,1.96
85006,0.66
93921,2.25
19975,11.8
83713,3.73
55056,18.73
55390,14.74
56118,7.99
46118,9.82
10461,0.06
56310,19.86
56466,9.92
67467,1.42
33143,0.24
03052,7.45
03441,10.64
03227,17.1
08224,12.08
14127,3.36
39216,0.33
65010,14.27
65690,31.04
63388,13.96
65035,24.91
41385,7.7
71350,6.11
13674,23.83
52068,11.38
52753,10.48
51006,10.99
50541,15.09
13502,7.87
12051,10.28
65725,16.05
10468,0.44
67669,18.73
40068,7.32
40047,15.77
30088,5.01
39859,6.77
51650,7.91
38773,12.81
64725,14.85
61073,11.64
60135,12.07
62656,1.78
67152,2.18
44906,1.27
56166,15.59
56251,9.11
04221,18.71
04942,26.93
04253,21.52
21044,0.39
64118,1.02
39751,17.79
87517,14.75
65322,14.8
64790,12.69
66549,18.4
56634,16.05
47516,11.41
46044,7.05
38963,11.48
68046,1.67
69150,12.69
03847,1.82
10921,6.31
12871,12.25
27455,7.82
12845,12.1
11704,4.94
13057,4.66
64653,15.03
68816,11.06
41044,11.9
65261,28.68
59747,30.91
68341,12.9
68458,18.75
92509,4.84
94548,8.64
30312,0.76
30477,12.25
27707,4.62
28163,20.65
43356,11.74
12965,21.02
10532,1.24
11211,1.39
12732,16.51
85014,1.09
45613,12.91
44417,17.75
52328,8.0
51235,9.83
31045,23.72
50170,17.08
51365,11.79
67066,10.96
66503,8.13
67735,3.27
67056,13.31
45682,20.18
32696,1.18
33579,4.05
32323,29.51
55329,11.84
56311,10.17
56034,15.77
38622,15.06
66849,20.24
04970,44.51
42232,11.3
41139,2.56
42717,1.29
51301,0.4
52569,17.8
40220,1.91
03055,2.95
03269,8.15
07436,6.66
07103,0.36
70086,9.91
04943,13.57
21048,7.92
01536,6.48
90031,1.63
96128,16.75
80239,4.01
01053,2.05
01602,1.5
01923,3.46
48386,6.35
17980,22.8
35233,0.26
99734,572.65
70471,1.31
56520,5.82
19804,2.25
05669,15.1
05069,9.48
20191,2.69
19133,0.88
38015,10.26
65025,24.58
66603,1.33
68924,12.19
66775,22.61
07205,1.68
20851,5.54
16420,10.85
14818,9.4
07006,3.27
35068,8.5
50833,24.18
08104,1.58
32169,4.83
48469,14.83
85323,3.9
85601,27.61
24539,12.03
23222,3.79
02833,12.0
79110,4.97
26559,1.65
54440,15.58
53002,14.46
98670,23.13
41643,5.91
08063,3.26
12955,23.99
05153,14.72
57033,16.34
60470,14.32
21904,6.65
30043,3.36
84513,34.56
07946,3.31
67039,21.15
67052,7.32
62432,28.4
82837,49.24
06754,13.23
32927,11.5
33010,1.18
32836,3.05
57601,10.84
60626,1.76
32628,47.03
32789,1.39
05036,12.09
05656,11.46
23009,21.22
23109,14.8
29556,4.13
20912,0.31
16680,12.42
99016,8.0
25002,7.05
26036,11.76
40020,11.41
46540,11.87
39203,1.52
93033,5.74
93906,2.08
33534,3.54
06484,4.35
32502,1.68
31765,16.29
08505,8.85
14897,13.99
55447,10.79
48356,8.57
98198,6.79
60071,13.87
62956,17.12
62363,3.09
57438,3.86
21108,4.29
38870,12.25
14706,7.12
02813,11.21
57259,22.24
06488,14.39
32608,4.07
60660,1.71
66208,3.66
19403,1.17
15698,11.64
30093,4.83
50173,15.06
30461,5.88
04643,26.31
57714,18.85
37656,14.34
05459,14.99
23663,1.97
45506,3.57
06093,10.15
06516,0.83
30096,2.18
25030,24.58
35740,12.11
26591,9.14
08324,16.92
08828,6.97
17767,4.41
32208,3.82
46227,3.53
04043,9.44
72370,8.77
06811,3.01
71643,13.64
55128,6.3
20839,9.26
52209,9.88
02804,7.4
10923,1.36
10303,3.13
12594,12.61
96754,9.52
16124,10.39
25125,14.64
28537,37.43
64843,12.59
31011,9.33
80722,10.21
15062,3.59
74026,6.25
22102,7.99
53140,4.23
35754,14.86
35209,1.64
98593,28.09
53076,8.35
51061,19.59
50650,17.93
50660,12.95
74354,1.16
11960,11.72
14533,18.99
14755,27.65
79011,16.85
68972,10.23
62999,8.15
62062,1.34
92506,3.03
95703,8.96
95013,3.71
25922,9.2
72417,7.57
72828,15.32
92260,4.6
24731,3.94
14605,2.5
35633,10.61
65064,22.13
96737,23.05
06378,6.36
33157,1.81
04562,12.18
04918,14.4
61846,13.4
04424,46.08
50605,14.1
01571,7.71
61940,20.52
26537,3.14
94074,14.89
95337,4.96
41267,19.94
54023,11.42
54827,27.59
24581,32.68
99218,5.12
89061,14.04
46069,15.36
81054,26.76
23038,31.13
43738,13.79
62671,11.79
60712,3.65
60113,6.76
47944,26.83
04646,12.57
60429,1.15
49028,15.95
66509,13.31
68018,10.44
21662,10.19
50520,13.2
04538,17.7
04578,12.0
24124,10.19
36345,13.35
35112,15.1
18248,11.11
41080,6.4
67444,18.45
01267,19.17
90020,1.63
95007,13.09
80214,2.51
26346,23.77
41045,10.46
16263,15.73
13322,11.87
61415,25.1
90003,3.64
92582,6.03
95680,22.9
22730,12.92
17047,21.16
07042,0.96
15712,15.6
50069,17.68
49262,12.36
35544,13.61
93705,3.45
78391,17.71
35131,12.42
35143,17.75
46307,2.79
46550,10.39
83328,8.32
68942,15.75
48657,13.24
13409,10.42
13477,10.67
30506,6.54
80125,6.97
06016,7.34
06112,0.66
19730,1.74
03827,6.68
13655,1.14
97121,9.58
89502,1.22
02842,2.74
13202,0.71
83283,25.93
41166,12.0
61370,13.07
46156,12.53
52206,15.57
80910,1.82
06107,3.08
06447,14.13
25972,22.92
21557,11.31
11958,9.72
27315,4.43
07462,10.74
21154,11.93
16828,1.72
75480,10.25
76082,14.79
77873,20.21
26624,6.37
76455,19.06
76631,9.63
19428,5.47
17021,26.07
84738,11.4
99135,29.6
98635,15.62
29743,17.18
14859,13.05
16655,13.94
05486,12.42
23897,20.85
76462,17.17
84076,18.05
84044,11.59
84325,12.12
79259,16.63
49806,18.86
54135,16.08
77664,14.18
13618,29.06
73430,16.62
53188,0.47
12723,3.54
69141,15.66
03284,7.2
78560,13.03
79070,7.96
82422,23.73
54730,17.3
98205,4.13
59913,26.92
25422,13.5
19958,4.08
04774,41.34
78379,15.11
04563,17.2
37052,20.01
03032,6.52
03237,10.97
52760,14.05
29567,12.63
63124,4.59
91301,4.86
72744,19.36
65789,10.86
63627,15.5
03243,11.06
28144,2.17
49970,22.87
37175,14.37
13077,9.91
83661,19.57
38746,22.74
95672,11.32
33870,3.69
55025,6.01
45875,16.78
04617,11.24
48823,6.21
48415,17.38
16141,8.34
18069,2.1
02633,21.05
25119,10.61
74027,9.31
74110,3.7
42079,17.67
32137,8.34
74079,1.91
01921,2.29
55379,1.9
12586,12.37
38237,3.18
11946,10.16
41051,7.15
01475,8.69
03801,1.26
40171,17.99
70802,1.74
11560,2.39
65351,2.08
65067,17.18
26148,14.55
93427,6.77
49768,39.46
15870,14.5
11764,5.47
70654,13.2
04257,3.65
60518,12.41
56091,19.27
97125,17.05
35216,3.8
71859,16.83
80640,7.41
45144,14.7
14435,15.25
21640,21.54
38720,17.2
15475,10.64
29075,17.54
76109,1.4
32040,7.27
42123,16.46
57640,22.89
02170,3.56
02576,3.97
35989,16.42
24563,30.03
29657,8.47
37336,9.84
15759,17.28
95717,15.4
80478,6.96
14428,14.88
30135,0.92
32536,3.09
12819,24.21
15401,0.64
50857,9.93
63128,1.19
43314,11.91
63902,0.84
18337,14.15
19067,3.45
25411,7.89
16116,7.2
05858,17.78
16235,11.81
50115,4.51
67138,10.94
70501,1.77
57246,16.32
12450,25.84
95412,34.46
99032,31.07
25302,4.02
83114,27.81
35613,7.19
19063,1.42
18055,5.52
98059,7.69
84302,5.43
22637,12.54
28624,17.31
82061,30.71
54636,19.58
25183,11.49
24977,18.24
26547,10.24
53570,12.34
79094,30.86
10914,11.02
73119,2.21
97451,15.83
18825,12.92
19144,2.03
97022,17.65
15627,6.64
94503,4.95
16859,23.88
78737,5.61
75094,0.86
63363,17.14
37166,4.2
22644,7.51
39664,15.64
62418,9.92
30628,14.03
48722,9.84
03844,6.28
03273,12.49
03883,22.85
08501,9.82
07014,2.55
48906,4.23
48877,12.46
48472,12.1
62701,0.53
46765,5.66
52358,14.74
61061,17.37
19020,1.83
54173,10.88
35172,15.74
67492,11.73
54646,21.64
66967,4.82
98392,10.63
37042,6.19
37711,10.18
10950,12.17
11222,2.15
11378,1.98
13731,10.31
15312,14.04
40873,6.63
68769,3.87
49636,27.01
33606,0.6
56157,12.82
32803,2.08
36512,17.6
16929,19.7
21244,2.29
20814,0.67
68532,7.6
38225,13.16
37340,7.48
78256,3.58
12019,10.64
12203,3.89
13031,10.35
49679,25.93
49325,10.9
48187,8.18
52342,24.14
50538,22.13
56065,22.33
39567,7.48
45337,16.3
15067,4.26
51503,5.19
42350,20.23
59253,32.52
61425,10.54
75074,3.0
78749,2.56
59420,25.75
33138,2.55
58380,24.31
60195,3.4
60525,1.7
15207,3.82
17830,15.91
18356,4.26
15689,7.98
44907,2.41
31749,12.3
73099,3.67
73644,0.96
53104,6.98
08318,2.85
07608,2.78
07646,3.67
87110,2.15
67356,2.99
66968,1.62
67877,13.87
17744,8.44
19121,2.19
61769,19.41
44667,0.2
16260,22.06
17260,19.84
74343,11.85
88255,28.81
27519,9.27
87062,37.94
12207,1.6
10507,3.97
12173,13.27
62957,7.83
62601,15.19
62621,18.7
51640,0.46
63344,18.69
61078,13.65
27243,17.92
78254,6.29
66720,2.5
81615,6.96
76017,2.99
45830,13.62
43548,14.55
44843,10.07
14536,20.24
18230,3.32
18460,23.95
15419,11.52
17228,7.49
15209,3.36
75052,5.73
75093,1.66
49611,21.58
43115,13.37
44681,14.25
98661,2.19
67738,19.24
74549,19.61
73521,0.45
42170,12.46
74039,12.17
13159,18.89
14060,21.91
22530,18.99
56050,8.31
31309,11.51
92352,2.33
95951,9.9
94947,4.98
92155,1.65
90002,2.21
28774,13.2
45227,3.54
73446,0.71
67566,18.9
41739,8.42
73673,14.31
97909,31.58
17113,4.39
48159,14.73
56273,18.03
45159,11.15
56131,17.9
55757,13.51
98576,26.29
83705,4.57
74008,9.08
29505,5.33
29074,20.65
57107,7.62
74423,14.71
77386,6.48
94501,1.79
77388,2.8
39643,13.74
39202,0.69
13355,7.94
12801,0.47
12407,25.31
68949,1.76
68333,1.79
68310,5.9
37150,14.84
43440,8.88
16133,9.5
23146,15.03
44440,7.56
62667,19.04
07442,4.35
01038,6.08
61732,15.01
46702,11.32
38946,17.81
65264,14.86
10533,2.24
67838,14.13
67871,4.54
41735,21.78
16685,19.39
18626,25.5
02917,6.56
89145,2.94
64644,16.97
65275,27.17
63060,21.71
43065,8.52
45831,17.12
04411,13.0
29673,8.79
64750,9.46
28901,15.15
58338,29.61
58455,30.6
30624,13.4
31550,15.04
39561,11.58
63130,2.07
65672,7.27
63882,25.11
59542,41.69
24258,10.6
98106,1.27
98203,3.5
31806,16.63
30665,13.72
96762,3.98
05903,7.56
71439,18.3
94505,14.97
32038,19.66
31773,13.21
45669,5.32
27922,10.59
49525,5.31
25875,19.73
54169,11.06
48045,3.78
41559,12.8
46311,2.72
52158,5.4
94507,4.44
56283,2.49
55110,6.29
69135,40.2
68852,40.7
89029,9.16
03443,7.11
58251,23.51
55332,21.44
55012,10.7
38732,1.45
30012,3.18
04854,7.32
61362,3.45
67058,3.07
45036,8.1
66860,25.23
98266,30.44
68316,12.51
52325,23.07
52729,13.99
67952,16.65
67801,5.92
25535,8.25
25160,9.77
20693,10.19
53586,13.15
41562,7.51
41834,16.3
40995,7.45
78588,39.06
70372,12.67
71045,22.83
04963,10.86
56572,26.98
55904,6.37
51573,8.97
12861,9.64
46615,2.52
67109,13.05
95652,3.07
06278,14.05
15208,0.79
78338,46.86
80209,2.64
73078,10.83
97146,8.99
90265,7.33
80210,1.07
94509,1.44
84118,4.34
84101,2.43
05649,15.36
05477,18.14
58856,44.32
45115,12.58
51440,13.84
50007,17.08
52002,6.59
03856,5.76
62048,9.26
67745,21.31
48738,29.45
49128,17.76
04558,12.29
46060,6.66
46563,0.08
47165,11.9
46226,1.65
47327,16.0
50239,21.19
04263,19.23
04030,17.59
21773,11.72
01604,1.65
49268,9.3
68719,13.72
79836,14.83
78573,7.18
78409,7.72
78239,3.01
75157,13.87
65329,19.56
65486,22.07
64060,8.78
63037,22.77
68933,25.84
68307,11.78
28429,11.15
27845,15.64
49614,19.55
40207,2.76
04915,6.18
08750,6.74
55076,9.25
63118,0.81
62864,2.94
60051,4.86
60137,4.63
61421,20.88
62463,14.0
47923,14.04
51024,13.39
50638,2.23
50835,10.17
67732,22.11
18464,16.97
11385,1.93
72930,10.61
33185,3.79
92309,38.86
92310,0.37
81623,25.82
13081,20.07
27536,2.83
28080,7.23
01264,12.61
10578,5.99
71964,12.16
03282,18.94
08053,2.5
08515,9.24
33825,7.27
34452,4.78
33328,3.41
45732,17.07
35078,18.43
36529,14.87
36580,4.62
85715,1.53
07830,11.55
48747,9.75
46902,2.19
52310,12.01
41063,15.37
12071,13.27
14708,12.61
71111,2.18
71452,16.99
04479,7.59
04967,4.99
04040,6.25
20841,5.67
21017,8.47
01224,5.65
01864,9.35
51466,17.48
50044,15.81
28056,4.79
84007,14.28
75013,1.23
34138,31.03
66024,5.67
56098,14.66
55924,18.01
39665,10.43
29058,13.41
38629,11.95
38745,9.07
64497,17.58
65766,19.5
05261,8.7
45233,7.34
72842,15.08
34691,4.77
71762,11.92
25214,11.96
76250,5.23
85139,27.93
84102,0.73
85140,2.91
84103,1.71
10962,4.89
38554,16.35
64489,16.09
62203,3.42
95380,4.06
48848,16.46
49506,0.99
49096,14.6
25811,18.84
25204,17.07
82421,16.45
98350,15.88
63855,14.25
82411,28.23
98032,6.01
48413,2.59
62681,1.69
45001,8.83
06259,6.28
06053,0.54
62294,6.03
23314,9.62
68328,15.86
68338,15.55
66942,13.37
53544,16.23
72348,24.68
93611,1.81
90040,3.37
80438,26.64
06755,8.05
19701,6.94
33325,1.89
33563,1.0
60070,5.25
62649,14.05
44882,14.03
45896,13.74
95465,13.89
34997,7.05
96712,7.41
60013,4.95
60156,8.74
62546,14.96
28617,7.36
77384,3.47
77385,2.24
97202,3.1
84104,4.68
89319,8.86
75449,20.09
54754,14.16
25174,15.87
98282,15.04
25405,3.57
79903,1.21
79904,2.84
79907,2.59
79908,6.41
92324,2.22
82515,14.96
64119,4.77
53585,12.27
49038,5.51
31561,5.47
85719,0.42
06820,5.1
80805,11.87
26184,12.68
24430,22.4
86331,7.94
53525,10.59
45880,11.17
21205,1.6
75451,12.49
91752,5.99
62972,19.88
24440,15.07
73092,10.38
85147,4.62
85172,16.82
53095,4.08
27880,10.01
88052,11.9
49896,21.42
77951,14.84
07648,4.49
13461,3.89
19015,2.09
03836,23.08
97206,3.78
71456,11.76
81638,18.02
70301,5.19
72412,14.89
70755,8.68
73764,14.78
97531,29.36
28659,5.68
99329,16.24
85141,24.63
76022,1.57
86315,9.88
74428,22.1
47848,9.19
77369,25.29
94128,2.33
94129,1.22
28399,13.39
57247,22.83
38355,10.59
38006,16.85
75838,20.52
01030,4.13
76034,0.26
60639,2.45
63432,11.94
52246,1.75
43046,14.03
80215,2.67
85142,5.19
84107,0.47
71450,18.2
73082,19.88
01950,0.29
01748,5.2
01450,3.51
49078,5.4
84601,2.86
05040,14.02
05866,20.74
04772,19.67
40348,9.38
76035,15.91
37848,15.71
76475,27.03
74436,19.7
62016,0.38
49775,21.99
94922,10.26
90290,5.58
78016,16.71
63386,3.59
28594,19.66
44103,2.0
07206,1.14
97144,26.78
87122,6.95
76040,2.42
76041,15.18
05655,6.99
92259,25.39
94525,5.85
94925,2.61
94928,8.43
