COUNTYFP,SVIth1,SVIth2,SVIth3,SVIth4,SVIS
06029,0.94,0.56,0.98,0.92,0.97
06031,0.93,0.61,0.98,0.94,0.97
06047,0.96,0.72,0.99,0.83,0.97
12027,0.88,0.6,0.95,0.96,0.96
12039,0.93,0.87,0.94,0.98,0.99
12059,0.97,0.87,0.42,0.91,0.93
13003,0.98,0.78,0.94,0.7,0.96
13049,0.98,0.12,0.91,0.75,0.88
13071,0.94,0.8,0.94,0.95,0.98
13093,0.97,0.57,0.87,0.87,0.95
13141,0.83,0.19,0.59,0.92,0.8
13309,0.98,0.02,0.51,0.99,0.81
16033,0.95,0.47,0.97,0.52,0.89
21025,0.99,0.53,0.01,0.92,0.82
21051,1.0,0.55,0.17,0.99,0.91
21131,0.99,0.33,0.01,0.89,0.77
21189,0.99,0.92,0.01,0.73,0.84
21193,0.97,0.87,0.03,0.98,0.91
22027,0.96,0.69,0.62,0.96,0.95
22039,0.98,0.98,0.83,0.97,1.0
28001,0.98,0.74,0.96,0.97,0.99
28011,0.98,0.95,0.62,0.84,0.97
28027,0.98,0.83,0.54,0.82,0.93
28063,0.97,0.43,0.64,1.0,0.96
28079,0.97,0.98,0.87,0.92,0.99
28083,0.98,0.61,0.8,0.94,0.97
28119,1.0,0.89,0.58,0.8,0.95
28143,0.94,0.68,0.88,0.97,0.97
29155,0.97,0.99,0.42,0.62,0.93
30003,0.89,0.51,0.83,0.49,0.83
37155,0.96,0.87,0.93,0.97,0.99
38085,0.96,0.59,0.59,0.77,0.88
42101,0.82,0.55,0.97,0.89,0.92
45067,0.95,0.94,0.84,0.5,0.93
46007,0.97,0.68,0.7,0.21,0.79
46041,0.94,0.51,0.5,0.9,0.88
46071,0.95,0.75,0.48,1.0,0.97
48109,0.96,0.99,0.99,0.88,1.0
48141,0.88,0.71,1.0,0.86,0.95
48163,0.91,0.7,0.99,0.99,0.99
48261,0.52,0.96,1.0,0.22,0.73
51595,0.98,0.86,0.63,0.87,0.96
54059,0.98,0.75,0.04,0.65,0.78
01005,0.98,0.92,0.86,0.99,1.0
01063,1.0,0.97,0.5,0.96,0.99
01105,0.99,0.96,0.62,0.99,0.99
02050,0.96,0.56,0.95,0.95,0.97
04001,0.98,0.8,0.98,0.91,0.99
05077,0.99,0.71,0.77,0.91,0.97
06019,0.92,0.69,0.99,0.84,0.96
06107,0.97,0.63,0.99,0.64,0.94
12047,0.99,0.76,0.88,0.99,0.99
13193,0.99,0.33,0.74,0.92,0.93
13239,0.97,0.94,0.78,0.61,0.94
13259,0.98,0.19,0.99,0.78,0.92
21119,0.99,0.41,0.03,0.99,0.85
21147,1.0,0.31,0.38,0.91,0.88
21159,0.99,0.22,0.18,0.98,0.85
21237,1.0,0.99,0.0,0.56,0.86
22035,0.98,0.32,0.53,0.99,0.94
28051,1.0,0.92,0.51,0.97,0.98
28053,1.0,0.98,0.54,0.5,0.94
28103,0.99,0.97,0.54,0.97,0.99
28133,1.0,0.54,0.67,0.93,0.95
28163,0.98,0.94,0.94,0.94,1.0
30085,0.91,0.61,0.52,0.91,0.89
35006,0.96,0.97,0.91,1.0,1.0
35029,0.99,0.95,0.99,0.98,1.0
46017,0.99,0.87,0.72,0.88,0.97
46031,0.97,0.62,0.49,0.59,0.84
47095,0.98,0.61,0.39,0.95,0.92
48061,0.96,0.71,1.0,0.86,0.98
48215,0.97,0.71,1.0,0.83,0.98
48377,0.99,1.0,1.0,0.7,1.0
48445,0.91,0.91,0.97,0.95,0.99
48479,0.9,0.61,1.0,0.85,0.95
48489,1.0,0.83,0.99,0.84,0.99
53001,0.93,0.6,0.99,0.89,0.96
54047,0.99,0.61,0.32,0.93,0.9
01085,0.97,0.98,0.54,0.5,0.92
02158,0.99,0.59,0.87,0.68,0.93
06025,0.99,0.78,1.0,0.99,1.0
12049,0.91,0.59,0.95,0.99,0.98
12051,0.97,0.7,0.99,0.99,0.99
13037,0.99,0.37,0.87,0.98,0.98
13265,0.97,0.89,0.49,0.69,0.91
22065,0.99,0.65,0.57,0.99,0.97
28055,0.99,0.13,0.56,1.0,0.95
28123,0.94,0.98,0.93,0.77,0.98
28135,1.0,0.42,0.88,0.95,0.97
28157,0.99,0.65,0.53,0.82,0.92
35031,1.0,0.88,0.95,0.83,0.99
36005,0.97,0.75,1.0,0.97,0.99
37079,0.98,0.8,0.94,0.98,0.99
45069,0.98,0.82,0.78,0.98,0.99
46121,0.99,0.52,0.72,0.95,0.96
46137,0.96,0.57,0.71,0.97,0.95
48047,1.0,0.97,0.99,0.99,1.0
48229,0.98,0.81,1.0,0.79,0.98
48323,0.99,0.84,1.0,0.62,0.97
48427,1.0,0.93,1.0,0.55,0.98
28021,0.99,0.54,0.68,1.0,0.99
45005,0.98,0.86,0.67,1.0,0.99
46102,1.0,0.79,0.89,0.99,0.99
48131,0.98,1.0,0.98,0.9,1.0
48505,1.0,0.95,1.0,0.7,0.99
48507,0.98,0.99,0.99,0.93,1.0
48127,0.99,0.99,0.99,0.93,1.0
48247,0.98,1.0,0.98,0.49,0.99
