FIPS,Total Population,Area Land,Internet Total,No Internet Access
483810212004,826,0.2220512,434,84
483810212005,1245,0.2116253,484,104
483810213001,849,0.1885966,406,71
483810213002,786,0.2063867,296,14
483810213003,1796,0.26398,599,77
483810213004,1060,0.2328072,412,28
483810213005,1140,0.1491335,440,104
483810215001,1511,0.5174205,579,35
483810215002,1552,0.5608381,516,48
483810215003,954,0.5009811,352,17
483810215004,1073,0.5284233,398,18
483810216021,1003,0.2363775,369,15
483810216022,1293,0.2447919,431,33
483810216023,294,0.08262548,106,0
483810216024,229,0.06232693,174,43
483810216025,1328,0.3146026,477,0
483810216026,796,0.1014553,429,0
483810216031,754,0.1423953,282,40
483810216032,1361,0.3038045,448,53
483810216041,805,0.26827,320,14
483810216042,917,0.09319387,470,70
483810216043,651,0.1860777,272,15
483810216044,780,0.2768291,383,0
483810216045,568,0.2120658,280,42
483810216051,1094,0.6867727,382,21
483810216052,770,0.3413197,392,27
483810216061,1238,0.3082315,440,0
483810216062,1776,0.2708491,633,60
483810216063,1509,0.2861523,606,19
483810216064,721,0.1830947,224,0
483810216081,2695,1.06714,1247,154
483810216082,2175,0.8458325,735,22
483810216083,3966,4.425789,1686,0
483810216091,2632,1.053084,1089,0
483810216092,2414,1.044227,965,43
483810217021,1528,91.63001,526,16
483810217022,1673,9.466881,516,24
483810217023,1864,5.852044,763,104
483810217031,2837,11.43083,787,106
483810217032,1583,3.814101,642,150
483810217033,1574,10.78744,514,77
483810217041,5697,140.0968,1810,52
483810217042,1205,5.817632,478,28
483810217043,1890,0.5814463,605,0
483810218011,1619,0.3322985,574,0
483810218012,1145,0.5698408,475,33
483810218013,911,0.9954973,336,16
483810218014,820,0.6447389,263,0
483810218015,754,0.3256254,355,0
483810218016,1437,0.215974,463,65
483810218021,686,0.1799526,306,8
483810218022,2305,0.8629639,636,139
483810218023,2799,1.949945,867,46
483810219001,1950,281.4665,730,134
483810219002,1860,46.67664,647,33
483810219003,1574,237.9905,543,54
483810220011,4069,1.668659,1351,27
483810220012,2844,1.813348,932,60
483810220021,1510,26.16501,598,16
483810220022,4585,5.584962,1662,272
483839501001,624,1174.24,204,41
483839501002,1236,0.2465394,335,57
483839501003,713,0.2924836,210,54
483839501004,1193,0.5218132,335,114
483859501001,1086,398.9804,399,149
483859501002,1579,297.9873,499,78
483859501003,743,2.227112,228,139
483879501001,659,114.1214,291,89
483879501002,1722,192.9768,737,238
483879505001,466,73.54708,248,56
483879505002,459,8.459888,231,57
483879505003,272,7.704152,66,8
483879505004,1281,0.6119503,420,129
483879505005,393,0.2762048,216,118
483879505006,748,113.1056,415,30
483879505007,751,15.26283,310,115
483879506001,1692,196.5676,543,118
483879506002,479,0.9812068,203,76
483879506003,797,6.71009,319,123
483879507001,521,203.9275,255,83
483879507002,643,81.00193,267,65
483879507003,1288,21.32363,442,140
483899501001,4295,1833.46,617,207
483899502001,799,0.736871,225,126
483899502002,708,0.2954342,166,112
483899502003,1567,0.4045084,341,135
483899503001,550,0.2291779,153,66
483899503002,1387,0.8101142,330,77
483899504001,693,0.7703908,118,88
483899504002,820,0.6048256,227,82
483899504003,1582,1.044947,384,113
483899504004,1749,0.3498483,532,63
483899505001,1342,796.6686,425,158
483919502001,906,181.6025,249,58
483919502002,1213,0.8877732,380,86
483919502003,826,0.7822295,321,101
483919502004,769,0.7745746,253,67
483919504001,1262,186.4424,526,184
483919504002,914,399.3479,364,100
483919504003,774,0.3102864,282,98
483919504004,481,0.2964272,172,29
483939501001,805,924.0577,301,46
483959601001,701,128.2425,284,92
483959601002,1072,13.99889,498,161
483959602001,885,63.38216,332,62
483959602002,872,27.61188,322,136
483959603001,963,199.9203,455,65
483959603002,2318,25.42624,793,137
483959603003,1483,103.5702,598,128
483959604001,1282,136.6941,504,73
483959604002,1302,48.81386,393,95
483959604003,817,43.32801,323,57
483959605001,1885,25.97416,555,103
483959605002,1726,28.47677,607,195
483959605003,1364,3.206784,630,209
483959605004,320,7.037365,150,0
483970401011,4018,1.125398,1178,44
483970401012,2756,0.9861227,1025,46
483970401021,3743,2.098384,1136,20
483970401022,4010,1.103256,1306,14
483970402001,3708,5.649326,1273,18
483970402002,3406,1.425244,1139,15
483970403011,1495,0.2498629,467,29
483970403012,830,0.1280628,318,40
483970403013,3778,0.8786558,1314,47
483970403021,1694,4.175869,914,221
483970403022,1383,0.3112949,445,111
483970403023,1417,0.5237499,610,71
483970403024,2112,0.7841959,904,63
483970403025,1879,0.7279227,944,37
483970404011,8040,12.98187,2480,101
483970404012,5675,10.48681,1730,38
483970404021,3284,2.774714,1178,90
483970404022,9812,13.02585,3151,22
483970405031,1897,2.099881,453,71
483970405032,1810,0.61178,615,17
483970405033,2979,1.010873,875,120
483970405041,2419,3.917417,779,37
483970405042,1387,1.001205,726,29
483970405043,3253,0.8203636,1439,38
483970405051,2692,1.693725,970,0
483970405052,1611,17.35385,562,18
483970405053,3121,0.4161351,824,51
483970405054,3833,10.52332,1293,107
483970405061,4805,4.405252,1627,62
483970405062,4328,23.7452,1357,43
483999501001,710,193.0151,309,60
483999501002,532,274.4633,238,37
483999502001,438,0.603743,114,8
483999502002,1060,1.084865,393,246
483999502003,1102,2.190252,395,85
483999505001,587,130.4689,254,69
483999505002,1376,107.3904,429,65
483999506001,872,1.02207,344,50
483999506002,1390,2.000232,553,120
483999506003,771,1.591887,307,108
483999506004,667,0.6529648,234,35
483999506005,772,336.4609,326,52
484019501001,2701,46.00976,791,230
484019501002,1740,9.35783,752,154
484019501003,906,40.69571,341,69
484019501004,675,3.102878,331,119
484019502001,2359,17.19577,897,274
484019502002,964,12.99813,360,136
484019503001,1452,21.78718,548,96
484019503002,1552,0.9906768,413,35
484019503003,1405,1.891838,440,131
484019503004,1981,16.27056,820,254
484019504001,1208,29.16124,321,119
484019504002,1448,15.32092,562,212
484019504003,1715,4.096251,619,183
484019504004,1175,2.086933,285,82
484019505011,1563,20.4396,529,241
484019505012,2348,65.66161,998,158
484019505013,1210,31.7822,418,134
484019505021,1161,12.83082,388,203
484019505022,2136,26.31664,242,44
484019505023,899,10.98819,283,63
484019506001,1212,58.92474,445,89
484019506002,1271,62.85314,531,80
484019507001,3695,4.423423,454,84
484019507002,657,0.529143,280,52
484019507003,1131,1.762621,383,198
484019508001,1046,1.64702,323,124
484019508002,1200,1.373009,371,108
484019508003,702,0.8979238,277,20
484019508004,1124,0.7243875,503,90
484019509001,769,0.3753218,303,158
484019509002,1454,1.268709,470,45
484019509003,335,0.6825889,140,22
484019509004,829,0.7870731,272,58
484019510001,1198,27.65586,479,194
484019510002,1365,36.92675,415,210
484019511001,748,52.24126,297,118
484019511002,1012,70.41538,390,87
484019511003,955,76.98014,409,154
484019512001,1087,42.99084,455,88
484019512002,568,38.61504,282,66
484019512003,799,52.96744,291,118
484039501001,982,71.59525,370,74
484039501002,1617,72.62937,624,139
484039502001,1014,48.07397,449,95
484039502002,819,37.72933,280,24
484039502003,1248,50.24176,515,109
484039503001,778,16.0165,301,118
484039503002,1375,105.7645,586,75
484039503003,837,5.077457,283,80
484039503004,1260,23.87036,598,174
484039503005,541,60.39161,305,47
484059501001,647,105.4851,288,115
484059501002,1294,102.098,517,235
484059501003,1000,78.06554,367,140
484059502001,670,3.053015,269,60
484059502002,935,4.161019,367,112
484059502003,1105,6.10191,514,163
484059503001,1716,134.7209,698,216
484059503002,919,96.97169,431,60
484072001011,2564,3.078609,746,279
484072001012,2082,73.96752,671,60
484072001013,2659,21.15659,781,123
484072001021,2070,53.97524,552,293
484072001022,1038,42.02672,480,52
484072001023,4292,75.82549,1241,298
484072001024,1913,39.82419,578,73
484072001025,1758,43.16692,777,155
484072002001,1634,25.40459,715,87
484072002002,1449,17.52144,617,122
484072002003,1971,40.87254,689,192
484072003001,1300,10.98494,698,141
484072003002,1777,45.95242,755,95
484072003003,744,48.51498,318,53
484072003004,929,26.97043,425,62
484090102011,1757,1.495927,629,127
484090102012,535,1.188946,233,66
484090102013,1257,0.5181472,525,129
484090102021,839,0.849582,270,148
484090102022,2038,3.216891,777,247
484090102023,1964,0.9238201,670,209
484090103011,1996,2.667683,649,93
484090103012,1190,0.4825158,522,15
484090103013,1466,7.784343,461,120
484090103021,1268,6.031708,429,22
484090103022,3667,3.945221,1118,168
484090103023,236,1.640029,110,45
484090105001,1102,5.259218,306,129
484090105002,875,0.6371238,324,176
484090106011,1038,1.50499,424,50
484090106012,2339,1.126802,917,39
484090106013,1469,0.2431046,524,119
484090106014,995,0.2078384,334,45
484090106021,2037,0.8765717,642,40
484090106022,2089,2.288464,617,33
484090106031,2769,1.346208,1003,62
484090106041,1261,0.2926554,504,46
484090106042,1678,1.17867,594,79
484090107001,770,163.1883,264,69
484090107002,3476,84.49797,1171,209
484090108001,1448,2.517067,471,200
484090108002,915,2.695751,372,126
484090108003,867,0.4543936,263,207
484090108004,853,1.01679,313,161
484090109001,2055,94.0651,615,137
484090109002,1164,56.98763,404,77
484090109003,1842,72.44765,559,201
484090110001,2178,4.097799,705,234
484090110002,899,3.998059,273,68
484090110003,1819,0.8519719,508,204
484090110004,1747,2.340811,601,251
484090111001,860,1.101687,243,149
484090111002,976,0.8129972,324,76
484090111003,1192,1.587686,355,127
484090112001,1152,62.2896,429,209
484090112002,1425,12.73611,569,163
484090112003,562,69.06303,239,57
484090113001,1824,5.25136,570,194
484090113002,2382,3.472513,772,343
484090113003,737,2.269934,296,111
484119501001,720,2.406535,299,78
484119501002,1260,0.3922416,404,58
484119501003,631,8.399545,265,42
484119502001,1572,555.438,625,139
484119502002,1808,568.6603,489,106
484139503001,536,1295.528,196,39
484139503002,1090,6.185342,403,147
484139503003,1357,8.917158,476,141
484159501001,2374,343.3772,341,31
484159501002,1434,3.02668,541,177
484159501003,1049,4.887984,360,63
484159502001,1415,319.3034,494,111
484159503001,507,0.2944539,278,118
484159503002,1576,5.699354,737,117
484159503003,1310,0.5647497,481,46
484159503004,1504,0.396957,473,60
484159503005,870,1.464815,409,83
484159506001,733,129.4965,290,51
484159506002,1128,93.20246,398,84
484159506003,1184,0.658922,428,196
484159506004,864,2.720849,348,109
484159506005,1148,0.3493294,363,123
484179503001,592,8.801605,264,62
484179503002,702,3.689605,247,28
484179503003,596,2.233102,274,47
484179503004,1406,899.5618,532,129
484199501001,1200,7.014454,444,128
484199501002,313,45.803,191,44
484199501003,1662,56.97041,650,181
484199501004,1447,28.79511,531,196
484199502001,1530,32.76094,585,120
484199502002,1246,50.04712,517,162
484199502003,991,67.06294,400,111
484199503001,2060,60.53623,788,209
484199503002,1408,27.48674,508,72
484199503003,1346,38.83028,409,132
484199504001,993,2.874841,323,8
484199504002,688,2.933565,249,33
484199504003,1036,4.972544,327,146
484199504004,2058,3.569301,675,203
484199504005,867,1.131183,269,47
484199505001,1582,82.73871,614,109
484199505002,1753,64.97923,579,208
484199506001,1638,78.13319,662,111
484199506002,691,57.22567,260,118
484199506003,840,81.71794,312,124
484219502001,1465,921.9651,465,101
484219502002,1594,1.070284,554,116
484230001001,2381,0.5199546,747,131
484230001002,1135,0.2287169,298,100
484230001003,462,0.3410402,198,78
484230001004,868,0.3412649,294,75
484230001005,1068,1.156403,314,113
484230002011,1187,0.4581473,289,114
484230002012,1179,0.2641591,357,64
484230002013,977,0.4940834,270,60
484230002014,1124,0.7008747,322,66
484230002021,1350,0.3552464,343,127
484230002022,671,0.2630931,229,70
484230003001,2586,3.06215,848,316
484230003002,1045,0.2145805,351,181
484230003003,1148,0.2567124,356,173
484230003004,715,0.1391366,150,30
484230004001,755,0.3482842,272,142
484230004002,1681,0.720096,501,102
484230005001,977,0.4951054,384,116
484230005002,1994,0.4246328,304,102
484230006001,985,1.668986,264,7
484230006002,1388,0.3762929,329,108
484230007001,1589,0.4809941,563,198
484230007002,488,1.624237,268,92
484230007003,1697,1.060208,612,179
484230008001,692,0.230781,239,30
484230008002,772,0.1514196,229,78
484230008003,1202,0.1233299,525,163
484230008004,1031,0.2919407,299,18
484230008005,807,0.1741062,377,174
484230008006,1690,0.3526723,559,34
484230009001,1275,0.3584785,363,102
484230009002,1851,0.4472804,542,112
484230009003,2040,0.7438645,323,127
484230010001,887,0.3353653,270,0
484230010002,839,0.5105549,334,7
484230010003,1375,0.3124987,254,34
484230010004,1604,0.4651354,573,34
484230010005,814,0.3440831,445,138
484230011011,1505,0.3820187,554,88
484230011012,982,0.3019508,400,81
484230011013,594,0.2681966,185,0
484230011014,928,0.4859856,494,40
484230011021,1130,0.3737728,328,0
484230011022,755,0.2497888,253,14
484230011023,831,0.4476577,331,44
484230012001,1005,0.4289665,426,84
484230012002,1369,0.608848,508,77
484230012003,1312,0.2555495,420,52
484230013001,1061,0.6820016,406,84
484230013002,1241,0.219567,404,59
484230014011,897,32.22863,421,36
484230014012,1888,43.74323,568,65
484230014013,1392,26.13227,317,0
484230014014,2495,3.932662,853,67
484230014015,2249,1.835237,1159,55
484230014031,1766,20.59819,582,78
484230014032,2524,11.76441,757,203
484230014033,3643,2.875172,1302,93
484230014041,1535,1.859069,609,231
484230014042,1706,30.28055,654,113
484230014043,3705,30.27493,1129,206
484230015001,2824,57.67206,962,93
484230015002,1608,43.14159,575,103
484230015003,1278,29.08509,498,65
484230016011,5230,23.71856,1345,464
484230016012,3400,21.51056,731,231
484230016021,3429,13.31771,1348,185
484230016022,723,9.521607,295,75
484230016041,1892,9.948852,704,138
484230016042,2317,4.651108,811,256
484230016043,2515,2.053203,710,18
484230017001,2841,19.98351,743,171
484230017002,4290,24.59837,1386,402
484230017003,2133,3.044086,564,141
484230018011,1578,27.57399,378,98
484230018012,1723,25.17018,418,99
484230018013,1068,12.89576,361,79
484230018014,1413,16.8791,445,92
484230018015,1487,37.72075,429,134
484230018021,2903,9.065598,945,146
484230018022,2487,8.105388,750,169
484230018023,3356,7.243104,1304,117
484230018031,1952,1.424935,945,0
484230018032,1171,0.3293965,342,13
484230018033,1322,0.5576559,442,81
484230019011,1805,0.7814928,818,93
484230019012,1274,0.2765387,611,48
484230019013,2028,0.2295841,802,142
484230019014,1057,0.1333334,523,52
484230019051,899,5.856816,385,10
484230019052,5776,3.899977,2191,76
484230019053,2790,0.6602795,1455,76
484230019061,3562,10.00169,1395,23
484230019062,1905,8.830873,794,168
484230019071,1358,9.927939,462,77
484230019072,1808,7.677494,636,61
484230019073,1381,1.770211,631,0
484230019074,1692,1.504041,532,47
484230019081,3855,23.53485,1177,114
484230019082,4257,13.07413,1496,123
484230019083,3239,6.456748,990,202
484230020031,1104,0.3876531,480,59
484230020032,1076,0.1222519,325,46
484230020033,1132,0.1154488,399,23
484230020034,1015,0.2003253,496,91
484230020041,1734,1.047467,707,81
484230020042,1032,0.2753059,504,105
484230020061,1168,0.5926935,339,19
484230020062,1688,0.6643401,489,17
484230020063,1090,0.4551268,430,57
484230020071,1600,2.120186,629,15
484230020072,2548,11.1129,930,59
484230020073,1218,0.7097828,436,89
484230020074,3281,1.457707,989,50
484230020081,2454,1.598702,641,73
484230020082,2115,0.9831432,950,213
484230020083,2631,8.710751,952,118
484230020091,2430,4.708508,842,57
484230020092,1867,2.053413,539,30
484230020093,3865,3.43095,1433,262
484230021011,1295,31.84009,432,102
484230021012,1835,24.96784,648,128
484230021013,1125,6.093365,367,79
484230021021,1827,22.76208,669,200
484230021022,1076,10.66032,432,54
484230021023,2532,14.32926,922,138
484230022001,2848,8.431214,861,153
484230022002,1779,21.49357,625,48
484230022003,1616,3.934905,628,67
484239800001,0,1.302304,0,0
484250001001,3515,39.2211,1045,146
484250001002,1801,44.50804,737,64
484250001003,1959,100.4456,639,42
484250002001,912,1.053876,347,75
484250002002,673,1.234454,355,68
484279501011,1112,521.5162,374,102
484279501041,3874,37.65785,734,268
484279501042,1716,5.721623,415,84
484279501051,1859,3.444595,337,42
484279501052,2322,4.181341,638,105
484279501061,1990,2.037289,477,185
484279501062,1209,2.382849,292,126
484279501071,1753,2.933986,517,194
484279501072,1501,0.7015345,377,74
484279501081,1835,106.6949,438,87
484279501082,1888,29.88602,401,78
484279502021,945,27.72312,285,144
484279502022,1526,249.3931,390,125
484279502031,1675,0.3362649,392,136
484279502032,2845,1.043489,655,220
484279502041,1423,19.57609,387,143
484279502042,655,1.448858,144,82
484279502043,1589,3.610295,437,72
484279502044,1787,0.516024,432,191
484279504011,952,10.32946,208,117
484279504012,1812,10.01583,563,269
484279504013,1054,7.413071,297,140
484279504014,1456,10.31724,418,240
484279504021,2763,59.18833,596,171
484279504022,2488,94.15601,596,293
484279505001,715,0.5059661,195,99
484279505002,1150,0.738737,319,160
484279505003,1932,0.302335,473,181
484279505004,1113,0.2700758,199,43
484279506001,664,1.500646,253,123
484279506002,775,1.510198,314,121
484279506003,2096,0.5873877,539,312
484279506004,4250,1.846543,1025,450
484279507011,2266,0.3575743,710,422
484279507012,1541,0.9207826,378,165
484279507021,1630,1.281997,381,137
484279507022,1917,1.131221,602,390
484299502001,637,0.6496046,179,25
484299502002,1490,3.025495,525,96
484299502003,907,7.000383,313,48
484299502004,1264,0.2892593,360,8
484299503001,362,1.350479,203,48
484299503002,914,0.9899926,332,49
484299503003,424,12.36007,177,55
484299505001,1285,80.2739,403,105
484299505002,1303,456.2283,573,168
484299505003,778,334.552,182,46
484319501001,1231,923.4514,458,56
484339503001,653,2.827192,274,68
484339503002,823,913.4861,306,47
484359503001,746,4.373065,324,55
484359503002,1035,1422.281,332,118
484359503003,1111,13.84896,342,223
484359503004,932,13.42355,414,182
484379502001,962,218.4451,316,53
484379502002,998,348.8319,215,37
484379503001,1209,1.344419,496,87
484379503002,1285,5.01971,477,171
484379503003,974,0.5414925,315,44
484379503004,724,3.111725,235,59
484379504001,438,308.9529,172,28
484379504002,842,3.912022,279,62
484391001011,1392,0.2317791,404,85
484391001012,1664,0.2476699,434,90
484391001013,1191,0.1776549,288,29
484391001014,1249,0.1254736,364,23
484391001015,577,0.1561401,183,11
484391001021,971,0.4139494,461,97
484391001022,1667,0.4605879,589,39
484391001023,918,0.1115133,248,29
484391001024,788,0.1113669,312,65
484391002011,2087,0.2457011,471,78
484391002012,2064,0.3320162,537,32
484391002013,797,0.2279142,230,25
484391002021,2409,0.436885,571,37
484391002022,728,1.30817,247,138
484391002023,2478,0.5000536,648,69
484391003001,2104,2.53389,593,105
484391003002,936,0.1771703,245,44
484391003003,832,0.2863253,285,109
484391003004,1878,0.4039235,502,62
484391004001,581,0.1433775,177,17
484391004002,648,0.154881,187,160
484391004003,790,0.2142743,192,59
484391004004,993,0.133562,316,80
484391004005,1499,0.1338215,428,64
484391004006,1415,0.1588957,468,124
484391005011,1545,0.2863581,372,110
484391005012,1204,0.3770311,437,63
484391005013,3199,0.2048473,925,22
484391005014,2262,0.2232084,610,142
484391005015,3146,1.513294,924,133
484391005021,1654,0.3252347,465,71
484391005022,983,0.3433217,228,0
484391005023,945,0.1302381,278,130
484391005024,1324,0.1809514,405,25
484391005025,1004,0.3404329,350,82
484391005026,1324,0.1723008,429,71
484391006011,718,5.244,337,100
484391006012,912,1.114357,325,30
484391006013,800,2.14227,407,21
484391006021,1178,0.2213385,352,15
484391006022,2574,4.817627,330,35
484391007001,1562,0.8351792,524,128
484391007002,1292,0.2309154,410,50
484391007003,899,0.1795178,269,8
484391007004,875,0.2187014,306,72
484391007005,663,0.3185907,261,34
484391008001,1397,0.3589943,432,96
484391008002,829,0.5077398,241,83
484391008003,1113,0.1447767,279,39
484391008004,1605,0.1137318,380,88
484391008005,607,0.1155314,173,72
484391008006,924,0.1366605,231,23
484391009001,653,0.1119515,173,11
484391009002,1473,0.4943158,446,150
484391012011,582,6.182001,218,7
484391012012,1508,0.5670798,421,107
484391012021,1326,0.8628832,356,37
484391012022,2428,0.6923596,654,116
484391012023,1695,0.5573057,405,31
484391013011,1203,0.3426441,488,133
484391013012,1897,0.3248567,577,38
484391013013,558,0.2752441,230,51
484391013014,1353,0.3340645,586,207
484391013021,778,0.2586143,219,29
484391013022,1404,0.7940396,531,125
484391013023,1256,0.6024055,334,109
484391014011,994,0.4401059,429,95
484391014012,1251,0.3376988,427,40
484391014013,834,0.105558,321,85
484391014014,1172,0.3247764,338,32
484391014015,1234,0.2819917,405,89
484391014021,1192,0.2762098,326,91
484391014022,755,0.2266605,272,101
484391014023,1799,0.3205625,598,184
484391014031,1571,0.2522768,497,51
484391014032,1391,0.1638401,506,138
484391014033,1205,0.3399082,347,143
484391014034,1623,0.3351375,339,98
484391015001,964,0.8034103,278,52
484391015002,564,0.2422003,230,37
484391015003,891,0.195494,378,116
484391015004,771,0.1585915,389,151
484391015005,930,0.1599915,211,76
484391017001,1840,0.5356063,309,147
484391017002,685,0.6712788,205,28
484391020001,2213,1.107675,1469,133
484391020002,911,0.862965,505,49
484391021001,1332,0.04990486,567,136
484391021002,568,0.06606942,330,102
484391021003,1229,0.245095,561,30
484391021004,1861,0.8267668,792,0
484391021005,850,0.2337486,554,0
484391022011,849,1.311561,378,29
484391022012,877,0.1127484,479,22
484391022013,800,0.1294504,255,15
484391022014,956,0.1704031,356,15
484391022021,1102,0.2997385,563,37
484391022022,588,0.1596648,304,19
484391022023,1121,0.266573,591,12
484391023011,940,0.1929492,410,86
484391023012,1409,0.8858875,501,54
484391023013,1195,0.5563254,460,113
484391023021,2221,0.3919346,600,140
484391023022,799,0.4483218,347,28
484391023023,1626,0.2396355,531,14
484391023024,955,0.2428247,373,42
484391024011,977,0.2516568,431,90
484391024012,850,0.1789892,379,8
484391024013,1327,0.5568755,653,10
484391024014,1342,0.2292366,632,117
484391024021,798,0.3917547,348,13
484391024022,1163,0.4044239,458,9
484391024023,2051,0.4022841,791,24
484391024024,613,0.2025117,268,35
484391025001,525,0.1510687,193,37
484391025002,1054,0.2433127,418,111
484391025003,931,0.2084573,330,184
484391025004,1008,0.4477086,385,55
484391026011,404,0.2579016,245,39
484391026012,1237,0.251256,558,40
484391026013,2383,0.2808658,998,107
484391026021,1159,0.2773735,492,23
484391026022,1781,0.5972425,571,88
484391026023,1013,0.205967,525,78
484391027001,684,0.1722966,374,7
484391027002,816,0.1491787,504,63
484391027003,1018,0.1803309,446,31
484391027004,872,0.1725012,439,30
484391028001,673,0.4132081,298,13
484391028002,792,0.2504062,345,32
484391035001,651,0.2452046,199,84
484391035002,582,0.3987864,206,73
484391035003,2093,0.303235,540,189
484391035004,2369,0.5445002,491,169
484391036011,1204,0.3360896,381,146
484391036012,1253,0.1553891,424,199
484391036013,307,0.2973979,153,57
484391036021,1110,0.3663596,377,135
484391036022,1519,0.1897658,459,160
484391037011,1190,0.1537868,386,131
484391037012,1070,0.156427,389,216
484391037013,1878,0.3320811,469,157
484391037021,1930,0.388081,490,138
484391037022,1018,0.1873885,316,156
484391038001,1856,0.6831174,626,279
484391038002,1449,0.4399908,410,220
484391041001,934,0.1416095,429,68
484391041002,1518,0.1646977,483,126
484391041003,412,0.08160694,238,54
484391041004,537,0.1139133,266,8
484391042011,1014,0.4360383,424,20
484391042012,1229,0.2832789,522,32
484391042013,2119,0.5016691,316,0
484391042014,2106,0.08828651,0,0
484391042021,673,0.174663,256,11
484391042022,923,0.2207601,388,54
484391042023,572,0.2021257,234,9
484391042024,1050,0.2324544,389,27
484391043001,1637,0.2222674,557,34
484391043002,1044,0.1926762,390,21
484391043003,848,0.1597895,254,18
484391043004,842,0.1126206,320,20
484391043005,1082,0.2412679,456,0
484391043006,869,0.19647,424,17
484391044001,1494,0.2068399,404,162
484391044002,1048,0.2136493,426,40
484391044003,410,0.1137237,153,49
484391044004,1454,0.2670993,496,156
484391044005,1055,0.1572467,433,48
484391045021,2040,0.522914,668,169
484391045022,761,0.1911557,242,107
484391045031,1272,0.2186535,391,163
484391045032,1540,0.4278753,411,93
484391045041,1214,0.3669453,341,86
484391045042,1769,0.7462745,638,193
484391045051,1469,0.2236775,427,204
484391045052,872,0.1618363,302,83
484391045053,2463,0.6775815,727,275
484391046011,1201,0.3173092,335,133
484391046012,2002,0.2475927,478,220
484391046013,1541,0.307523,450,81
484391046021,1274,0.1454717,380,119
484391046022,1169,0.2148628,317,91
484391046023,1472,0.2786615,367,88
484391046024,1445,0.2683742,354,78
484391046031,1597,0.3079199,454,209
484391046032,1387,0.4152888,301,98
484391046033,1230,0.2362123,324,196
484391046041,841,0.1870846,249,96
484391046042,2387,1.098275,750,279
484391046051,891,0.2367154,259,122
484391046052,768,0.4797181,299,109
484391046053,2360,0.7408648,736,204
484391046054,1101,0.2957473,306,120
484391047011,953,0.08265366,304,26
484391047012,1382,0.1679259,452,88
484391047013,786,0.1219928,274,71
484391047014,1360,0.1104121,338,79
484391047021,1202,1.102248,407,196
484391047022,832,0.09116374,253,109
484391047023,1401,0.1190241,377,107
484391048021,1861,0.1989492,470,162
484391048022,923,0.1497976,243,10
484391048023,1692,0.2604062,463,99
484391048024,1726,0.3276614,369,108
484391048031,1034,0.1308307,283,19
484391048032,979,0.1145666,241,72
484391048033,2153,0.2252632,586,95
484391048034,970,0.115455,270,79
484391048035,1735,0.1423987,381,70
484391048041,946,0.5726694,297,30
484391048042,1812,0.2484513,475,69
484391049001,1096,0.5196495,322,80
484391049002,1917,0.4239942,549,102
484391050011,634,1.566673,201,20
484391050012,1372,0.6142013,344,43
484391050013,1258,0.1781352,366,54
484391050014,1060,0.1083986,232,31
484391050015,1559,0.09512631,344,68
484391050061,2350,6.133749,256,56
484391050071,2028,0.7754696,946,0
484391050072,3379,1.155996,1518,112
484391050081,3520,0.7914987,1287,241
484391050082,1826,0.1649204,645,39
484391050083,2393,0.9481403,702,27
484391050084,451,0.07554784,195,0
484391050085,589,0.02294026,214,0
484391052011,1770,0.1983944,517,72
484391052012,1548,0.1241496,562,141
484391052013,1735,0.3027682,552,58
484391052014,607,0.2572193,398,53
484391052031,1019,0.2480568,341,38
484391052032,1731,0.3738091,726,155
484391052041,847,0.1788275,433,107
484391052042,1979,0.1773259,872,127
484391052051,888,0.09564793,438,35
484391052052,1114,0.150954,476,170
484391052053,1896,0.07411926,863,209
484391052054,1412,0.1304821,612,271
484391054031,1859,1.211725,831,49
484391054032,1060,0.2109392,494,79
484391054033,1246,0.4638632,527,58
484391054034,1568,0.1033707,796,33
484391054035,734,0.09424831,342,10
484391054041,796,0.4490542,329,0
484391054042,1876,0.3725519,811,25
484391054043,1456,0.4460441,527,0
484391054051,1431,0.1071244,918,229
484391054052,181,0.09225409,153,99
484391054053,1766,2.778791,846,9
484391054061,1059,0.4916216,511,38
484391054062,729,0.07432158,381,6
484391054063,539,0.1800819,278,55
484391054064,1124,0.1174681,656,0
484391054065,1536,0.1298747,1033,230
484391055021,1418,0.2853813,414,62
484391055022,1765,0.3438217,432,53
484391055023,575,0.2510846,199,10
484391055024,734,0.09398229,468,80
484391055025,1656,0.3779002,650,14
484391055031,704,0.1556192,306,0
484391055032,1091,0.1594278,318,75
484391055033,559,0.257805,183,18
484391055034,600,0.1312199,205,29
484391055035,661,0.227481,310,14
484391055036,2537,0.4734138,1058,141
484391055051,1591,0.1651012,544,29
484391055052,1342,0.2479791,429,45
484391055053,1209,0.3193683,488,29
484391055054,1505,0.0959321,774,32
484391055071,2862,0.6063924,1615,90
484391055072,1500,0.4916594,619,14
484391055073,2570,1.541848,1011,29
484391055081,4385,0.7725325,2116,299
484391055082,3226,0.693377,1343,44
484391055101,6011,1.230418,2331,329
484391055102,2030,0.2578962,894,115
484391055111,1900,0.3459194,745,116
484391055112,986,0.1695687,344,0
484391055113,1320,0.2372733,623,68
484391055114,1949,0.3207509,640,44
484391055121,1208,0.2315999,336,28
484391055122,1344,0.2390826,447,52
484391055123,1018,0.2727399,415,53
484391055124,1157,0.2779947,492,11
484391055131,1043,0.4579214,568,70
484391055132,1859,0.09670431,987,68
484391055141,1004,0.05766474,534,60
484391055142,817,0.4412036,541,67
