ZCTA,RUCA1,RUCA2,rurality
54429,2,2.0,Suburban
54430,8,8.0,Rural
54433,10,10.0,Rural
54435,5,5.0,Rural
54436,10,10.0,Rural
54437,10,10.0,Rural
54440,2,2.0,Suburban
54441,4,4.0,Suburban
54442,5,5.0,Rural
54443,5,5.0,Rural
54446,10,10.0,Rural
54447,10,10.0,Rural
54448,2,2.0,Suburban
54449,4,4.0,Suburban
54450,10,10.0,Rural
54451,7,7.0,Rural
54452,4,4.0,Suburban
54454,5,5.0,Rural
54455,1,1.0,Urban
54456,10,10.0,Rural
54457,5,5.0,Rural
54458,5,5.0,Rural
54459,10,10.0,Rural
54460,10,10.0,Rural
54462,8,8.0,Rural
54463,8,8.0,Rural
54464,8,8.0,Rural
54465,8,8.0,Rural
54466,5,5.0,Rural
54467,4,4.0,Suburban
54469,4,4.0,Suburban
54470,10,10.3,Rural
54471,2,2.0,Suburban
54473,5,5.0,Rural
54474,1,1.0,Urban
54475,4,4.0,Suburban
54476,1,1.0,Urban
54479,5,5.0,Rural
54480,8,8.0,Rural
54481,4,4.0,Suburban
54482,4,4.0,Suburban
54484,5,5.0,Rural
54485,8,8.0,Rural
54486,10,10.0,Rural
54487,8,8.0,Rural
54488,10,10.0,Rural
54489,5,5.0,Rural
54490,10,10.3,Rural
54491,8,8.0,Rural
54492,4,4.0,Suburban
54493,10,10.0,Rural
54494,4,4.0,Suburban
54495,4,4.0,Suburban
54498,10,10.0,Rural
54499,10,10.1,Rural
54501,8,8.0,Rural
54511,10,10.0,Rural
54512,10,10.0,Rural
54513,10,10.0,Rural
54514,10,10.0,Rural
54515,10,10.0,Rural
54517,10,10.3,Rural
54519,10,10.0,Rural
54520,10,10.0,Rural
54521,10,10.0,Rural
54524,10,10.0,Rural
54525,7,7.0,Rural
54526,8,8.0,Rural
54527,10,10.0,Rural
54529,9,9.0,Rural
54530,8,8.0,Rural
54531,10,10.0,Rural
54532,8,8.0,Rural
54534,7,7.0,Rural
54536,8,8.0,Rural
54537,10,10.0,Rural
54538,10,10.0,Rural
54539,10,10.0,Rural
54540,10,10.0,Rural
54541,10,10.0,Rural
54542,5,5.0,Rural
54543,8,8.0,Rural
54545,10,10.0,Rural
54546,10,10.3,Rural
54547,10,10.0,Rural
54548,10,10.0,Rural
54550,7,7.0,Rural
54552,10,10.0,Rural
54554,10,10.0,Rural
54555,10,10.0,Rural
54556,10,10.0,Rural
54557,10,10.0,Rural
54558,10,10.0,Rural
54559,8,8.0,Rural
54560,10,10.0,Rural
54561,10,10.0,Rural
54562,10,10.0,Rural
54563,8,8.0,Rural
54564,9,9.0,Rural
54565,8,8.0,Rural
54566,10,10.0,Rural
54568,10,10.0,Rural
54601,1,1.0,Urban
54602,1,1.0,Urban
54603,1,1.0,Urban
54610,10,10.0,Rural
54611,8,8.0,Rural
54612,7,7.0,Rural
54613,10,10.0,Rural
54614,2,2.0,Suburban
54615,7,7.0,Rural
54616,10,10.0,Rural
54618,10,10.0,Rural
54619,10,10.0,Rural
54620,10,10.0,Rural
54621,2,2.0,Suburban
54622,5,5.0,Rural
54623,2,2.0,Suburban
54624,2,2.0,Suburban
54625,2,2.0,Suburban
54626,9,9.0,Rural
54627,2,2.0,Suburban
54628,10,10.0,Rural
54629,5,5.0,Rural
54630,2,2.0,Suburban
54631,10,10.0,Rural
54632,2,2.0,Suburban
54634,10,10.0,Rural
54635,10,10.0,Rural
54636,1,1.0,Urban
54637,10,10.0,Rural
54638,8,8.0,Rural
54639,10,10.0,Rural
54641,10,10.0,Rural
54642,8,8.0,Rural
54643,7,7.0,Rural
54644,2,2.0,Suburban
54645,10,10.0,Rural
54646,10,10.0,Rural
54648,10,10.0,Rural
54649,7,7.0,Rural
54650,1,1.0,Urban
54651,10,10.0,Rural
54652,8,8.0,Rural
54653,2,2.0,Suburban
54654,10,10.0,Rural
54655,10,10.0,Rural
54656,7,7.0,Rural
54657,9,9.0,Rural
54658,2,2.0,Suburban
54659,10,10.0,Rural
54660,7,7.0,Rural
54661,2,2.0,Suburban
54662,7,7.0,Rural
54664,8,8.0,Rural
54665,7,7.0,Rural
54666,8,8.0,Rural
54667,10,10.0,Rural
54669,1,1.0,Urban
54670,10,10.0,Rural
54701,1,1.0,Urban
54702,1,1.0,Urban
54703,1,1.0,Urban
54720,1,1.0,Urban
54721,10,10.0,Rural
54722,10,10.1,Rural
54723,5,5.0,Rural
54724,7,7.1,Rural
54725,5,5.0,Rural
54726,2,2.0,Suburban
54727,2,2.0,Suburban
54728,7,7.0,Rural
54729,1,1.0,Urban
54730,5,5.0,Rural
54731,8,8.0,Rural
54732,2,2.0,Suburban
54733,10,10.0,Rural
54734,5,5.0,Rural
54735,5,5.0,Rural
54736,10,10.0,Rural
54737,5,5.0,Rural
54738,2,2.0,Suburban
54739,2,2.0,Suburban
54740,10,10.0,Rural
54741,10,10.1,Rural
54742,2,2.0,Suburban
54743,10,10.1,Rural
54745,2,2.0,Suburban
54746,10,10.0,Rural
54747,10,10.0,Rural
54748,2,2.0,Suburban
54749,5,5.0,Rural
54750,10,10.0,Rural
54751,4,4.0,Suburban
54754,8,8.0,Rural
54755,10,10.1,Rural
54756,10,10.0,Rural
54757,2,2.0,Suburban
54758,2,2.0,Suburban
54759,10,10.0,Rural
54760,10,10.0,Rural
54761,10,10.0,Rural
54762,10,10.0,Rural
54763,6,6.0,Rural
54764,2,2.0,Suburban
54765,6,6.0,Rural
54766,8,8.0,Rural
54767,10,10.0,Rural
54768,7,7.0,Rural
54769,10,10.0,Rural
54770,2,2.0,Suburban
54771,10,10.0,Rural
54772,6,6.0,Rural
54773,10,10.0,Rural
54774,1,1.0,Urban
54801,7,7.0,Rural
54805,10,10.0,Rural
54806,7,7.0,Rural
54810,10,10.0,Rural
54812,7,7.0,Rural
54813,10,10.0,Rural
54814,10,10.0,Rural
54816,8,8.0,Rural
54817,10,10.0,Rural
54819,10,10.0,Rural
54820,2,2.0,Suburban
54821,10,10.0,Rural
54822,8,8.0,Rural
54824,10,10.0,Rural
54826,10,10.0,Rural
54827,10,10.0,Rural
54828,10,10.0,Rural
54829,10,10.0,Rural
54830,10,10.0,Rural
54832,10,10.0,Rural
54835,10,10.0,Rural
54836,2,2.0,Suburban
54837,10,10.0,Rural
54838,2,2.0,Suburban
54839,8,8.0,Rural
54840,10,10.0,Rural
54841,8,8.0,Rural
54842,2,2.0,Suburban
54843,10,10.0,Rural
54844,10,10.0,Rural
54845,10,10.0,Rural
54846,8,8.0,Rural
54847,8,8.0,Rural
54848,7,7.0,Rural
54849,2,2.0,Suburban
54850,7,7.0,Rural
54853,10,10.0,Rural
54854,2,2.0,Suburban
54855,8,8.0,Rural
54856,8,8.0,Rural
54857,8,8.0,Rural
54858,10,10.0,Rural
54859,10,10.0,Rural
54861,8,8.0,Rural
54862,10,10.0,Rural
54864,2,2.0,Suburban
54865,10,10.0,Rural
54867,10,10.0,Rural
54868,7,7.0,Rural
54870,7,7.0,Rural
54871,8,8.0,Rural
54872,10,10.0,Rural
54873,2,2.0,Suburban
54874,2,2.0,Suburban
54875,10,10.0,Rural
54876,10,10.0,Rural
54880,1,1.0,Urban
54888,8,8.0,Rural
54889,10,10.0,Rural
54890,2,2.0,Suburban
54891,8,8.0,Rural
54893,10,10.0,Rural
54895,9,9.0,Rural
54896,10,10.0,Rural
54901,1,1.0,Urban
54902,1,1.0,Urban
54903,1,1.0,Urban
54904,1,1.0,Urban
54906,1,1.0,Urban
54909,5,5.0,Rural
54911,1,1.0,Urban
54912,1,1.0,Urban
54913,1,1.0,Urban
54914,1,1.0,Urban
54915,1,1.0,Urban
54919,1,1.0,Urban
54921,5,5.0,Rural
54922,3,3.0,Rural
54923,7,7.0,Rural
54926,10,10.0,Rural
54927,2,2.0,Suburban
54928,6,6.0,Rural
54929,7,7.0,Rural
54930,10,10.0,Rural
54931,2,2.0,Suburban
54932,2,2.0,Suburban
54933,9,9.0,Rural
54935,1,1.0,Urban
54936,1,1.0,Urban
54937,1,1.0,Urban
54940,2,2.0,Suburban
54941,10,10.0,Rural
54942,1,1.0,Urban
54943,10,10.0,Rural
54944,2,2.0,Suburban
54945,10,10.0,Rural
54946,7,7.0,Rural
54947,2,2.0,Suburban
54948,10,10.0,Rural
54949,10,10.0,Rural
54950,9,9.0,Rural
54952,1,1.0,Urban
54956,1,1.0,Urban
54957,1,1.0,Urban
54960,10,10.0,Rural
54961,2,2.0,Suburban
54962,10,10.0,Rural
54963,2,2.0,Suburban
54964,2,2.0,Suburban
54965,3,3.0,Rural
54966,10,10.0,Rural
54967,3,3.0,Rural
54968,10,10.0,Rural
54969,2,2.0,Suburban
54970,9,9.0,Rural
54971,7,7.0,Rural
54974,2,2.0,Suburban
54976,3,3.0,Rural
54977,10,10.0,Rural
54978,10,10.0,Rural
54979,2,2.0,Suburban
54980,2,2.0,Suburban
54981,7,7.0,Rural
54982,7,7.0,Rural
54983,10,10.0,Rural
54984,3,3.0,Rural
54985,1,1.0,Urban
54986,2,2.1,Suburban
54990,10,10.0,Rural
55001,2,2.0,Suburban
55003,1,1.0,Urban
55005,2,2.0,Suburban
55006,5,5.0,Rural
55007,9,9.0,Rural
55008,2,2.0,Suburban
55009,7,7.1,Rural
55010,2,2.0,Suburban
55011,2,2.0,Suburban
55012,2,2.0,Suburban
55013,2,2.0,Suburban
55014,1,1.0,Urban
55016,1,1.0,Urban
55017,2,2.0,Suburban
55018,2,2.0,Suburban
55019,4,4.0,Suburban
55020,2,2.0,Suburban
55021,4,4.0,Suburban
55024,1,1.0,Urban
55025,2,2.0,Suburban
55026,5,5.0,Rural
55027,5,5.0,Rural
55029,5,5.0,Rural
55030,2,2.0,Suburban
55031,2,2.0,Suburban
55032,2,2.0,Suburban
55033,2,2.0,Suburban
55036,2,2.0,Suburban
55037,10,10.0,Rural
55038,1,1.0,Urban
55040,2,2.0,Suburban
55041,7,7.0,Rural
55042,1,1.0,Urban
55043,2,2.0,Suburban
55044,1,1.0,Urban
55045,2,2.0,Suburban
55046,2,2.0,Suburban
55047,2,2.0,Suburban
55049,5,5.0,Rural
55051,3,3.0,Rural
55052,5,5.0,Rural
55053,5,5.0,Rural
55054,2,2.0,Suburban
55055,1,1.0,Urban
55056,2,2.0,Suburban
55057,4,4.0,Suburban
55060,4,4.0,Suburban
55063,7,7.0,Rural
55065,2,2.0,Suburban
55066,4,4.0,Suburban
55067,9,9.0,Rural
55068,1,1.0,Urban
55069,2,2.0,Suburban
55070,2,2.0,Suburban
55071,1,1.0,Urban
55072,10,10.0,Rural
55073,2,2.0,Suburban
55074,2,2.0,Suburban
55075,1,1.0,Urban
55076,1,1.0,Urban
55077,1,1.0,Urban
55078,2,2.0,Suburban
55079,2,2.0,Suburban
55080,2,2.0,Suburban
55082,1,1.0,Urban
55083,1,1.0,Urban
55084,2,2.0,Suburban
55085,2,2.0,Suburban
55087,5,5.0,Rural
55088,2,2.0,Suburban
55089,5,5.0,Rural
55090,1,1.0,Urban
55092,2,2.0,Suburban
55101,1,1.0,Urban
55102,1,1.0,Urban
55103,1,1.0,Urban
55104,1,1.0,Urban
55105,1,1.0,Urban
55106,1,1.0,Urban
55107,1,1.0,Urban
55108,1,1.0,Urban
55109,1,1.0,Urban
55110,1,1.0,Urban
55111,1,1.0,Urban
55112,1,1.0,Urban
55113,1,1.0,Urban
55114,1,1.0,Urban
55115,1,1.0,Urban
55116,1,1.0,Urban
55117,1,1.0,Urban
55118,1,1.0,Urban
55119,1,1.0,Urban
55120,1,1.0,Urban
55121,1,1.0,Urban
55122,1,1.0,Urban
55123,1,1.0,Urban
55124,1,1.0,Urban
55125,1,1.0,Urban
55126,1,1.0,Urban
55127,1,1.0,Urban
55128,1,1.0,Urban
55129,1,1.0,Urban
55130,1,1.0,Urban
55131,1,1.0,Urban
55133,1,1.0,Urban
55144,1,1.0,Urban
55145,1,1.0,Urban
55146,1,1.0,Urban
55150,1,1.0,Urban
55155,1,1.0,Urban
55164,1,1.0,Urban
55165,1,1.0,Urban
55170,1,1.0,Urban
55175,1,1.0,Urban
55301,1,1.0,Urban
55302,3,3.0,Rural
55303,1,1.0,Urban
55304,1,1.0,Urban
55305,1,1.0,Urban
55306,1,1.0,Urban
55307,2,2.0,Suburban
55308,2,2.0,Suburban
55309,2,2.0,Suburban
55310,10,10.0,Rural
55311,1,1.0,Urban
55312,5,5.0,Rural
55313,2,2.0,Suburban
55314,10,10.0,Rural
55315,1,1.0,Urban
55316,1,1.0,Urban
55317,1,1.0,Urban
55318,1,1.0,Urban
55319,2,2.0,Suburban
55320,2,2.0,Suburban
55321,7,7.0,Rural
55322,2,2.0,Suburban
55323,1,1.0,Urban
55324,9,9.0,Rural
55325,10,10.0,Rural
55327,1,1.0,Urban
55328,2,2.0,Suburban
55329,3,3.0,Rural
55330,1,1.0,Urban
55331,1,1.0,Urban
55332,10,10.0,Rural
55333,10,10.0,Rural
55334,10,10.0,Rural
55335,10,10.0,Rural
55336,7,7.0,Rural
55337,1,1.0,Urban
55338,2,2.0,Suburban
55339,2,2.0,Suburban
55340,2,2.0,Suburban
55341,1,1.0,Urban
55342,10,10.0,Rural
55343,1,1.0,Urban
55344,1,1.0,Urban
55345,1,1.0,Urban
55346,1,1.0,Urban
55347,1,1.0,Urban
55349,10,10.0,Rural
55350,4,4.0,Suburban
55352,2,2.0,Suburban
55353,2,2.0,Suburban
55354,3,3.0,Rural
55355,7,7.0,Rural
55356,1,1.0,Urban
55357,2,2.0,Suburban
55358,2,2.0,Suburban
55359,2,2.0,Suburban
55360,2,2.0,Suburban
55361,1,1.0,Urban
55362,2,2.0,Suburban
55363,2,2.0,Suburban
55364,1,1.0,Urban
55366,2,2.0,Suburban
55367,2,2.0,Suburban
55368,2,2.0,Suburban
55369,1,1.0,Urban
55370,3,3.0,Rural
55371,2,2.0,Suburban
55372,1,1.0,Urban
55373,2,2.0,Suburban
55374,1,1.0,Urban
55375,1,1.0,Urban
55376,1,1.0,Urban
55377,2,2.0,Suburban
55378,1,1.0,Urban
55379,1,1.0,Urban
55381,10,10.0,Rural
55382,2,2.0,Suburban
55384,1,1.0,Urban
55385,5,5.0,Rural
55386,1,1.0,Urban
55387,2,2.0,Suburban
55388,2,2.0,Suburban
55389,9,9.0,Rural
55390,2,2.0,Suburban
55391,1,1.0,Urban
55392,1,1.0,Urban
55395,10,10.0,Rural
55396,10,10.0,Rural
55397,2,2.0,Suburban
55398,2,2.0,Suburban
55401,1,1.0,Urban
55402,1,1.0,Urban
55403,1,1.0,Urban
55404,1,1.0,Urban
55405,1,1.0,Urban
55406,1,1.0,Urban
55407,1,1.0,Urban
55408,1,1.0,Urban
55409,1,1.0,Urban
55410,1,1.0,Urban
55411,1,1.0,Urban
55412,1,1.0,Urban
55413,1,1.0,Urban
55414,1,1.0,Urban
55415,1,1.0,Urban
55416,1,1.0,Urban
55417,1,1.0,Urban
55418,1,1.0,Urban
55419,1,1.0,Urban
55420,1,1.0,Urban
55421,1,1.0,Urban
55422,1,1.0,Urban
55423,1,1.0,Urban
55424,1,1.0,Urban
55425,1,1.0,Urban
55426,1,1.0,Urban
55427,1,1.0,Urban
55428,1,1.0,Urban
55429,1,1.0,Urban
55430,1,1.0,Urban
55431,1,1.0,Urban
55432,1,1.0,Urban
55433,1,1.0,Urban
55434,1,1.0,Urban
55435,1,1.0,Urban
55436,1,1.0,Urban
55437,1,1.0,Urban
55438,1,1.0,Urban
55439,1,1.0,Urban
55440,1,1.0,Urban
55441,1,1.0,Urban
55442,1,1.0,Urban
55443,1,1.0,Urban
55444,1,1.0,Urban
55445,1,1.0,Urban
55446,1,1.0,Urban
55447,1,1.0,Urban
55448,1,1.0,Urban
55449,1,1.0,Urban
55450,1,1.0,Urban
55454,1,1.0,Urban
55455,1,1.0,Urban
55458,1,1.0,Urban
55459,1,1.0,Urban
55460,1,1.0,Urban
55467,1,1.0,Urban
55470,1,1.0,Urban
55472,1,1.0,Urban
55474,1,1.0,Urban
55478,1,1.0,Urban
55479,1,1.0,Urban
55480,1,1.0,Urban
55483,1,1.0,Urban
55484,1,1.0,Urban
55485,1,1.0,Urban
55486,1,1.0,Urban
55487,1,1.0,Urban
55488,1,1.0,Urban
55554,2,2.0,Suburban
55569,1,1.0,Urban
55572,2,2.0,Suburban
55573,2,2.0,Suburban
55575,10,10.0,Rural
55577,2,2.0,Suburban
55592,2,2.0,Suburban
55593,2,2.0,Suburban
55599,1,1.0,Urban
55601,10,10.0,Rural
55602,2,2.0,Suburban
55603,9,9.0,Rural
55604,10,10.0,Rural
55605,10,10.0,Rural
55606,10,10.0,Rural
55607,9,9.0,Rural
55609,7,7.1,Rural
55612,10,10.0,Rural
55613,10,10.0,Rural
55614,10,10.0,Rural
55615,10,10.0,Rural
55616,7,7.1,Rural
55702,2,2.0,Suburban
55703,6,6.0,Rural
55704,10,10.0,Rural
55705,5,5.0,Rural
55706,10,10.0,Rural
55707,7,7.0,Rural
55708,5,5.0,Rural
55709,8,8.0,Rural
55710,5,5.0,Rural
55711,2,2.0,Suburban
55712,8,8.0,Rural
55713,5,5.0,Rural
55716,8,8.0,Rural
55717,2,2.0,Suburban
55718,4,4.1,Suburban
55719,7,7.2,Rural
55720,4,4.1,Suburban
55721,8,8.0,Rural
55722,8,8.0,Rural
55723,5,5.0,Rural
55724,2,2.0,Suburban
55725,10,10.0,Rural
55726,10,10.0,Rural
55730,7,7.0,Rural
55731,7,7.0,Rural
55732,5,5.0,Rural
55733,2,2.0,Suburban
55734,4,4.0,Suburban
55735,10,10.0,Rural
55736,2,2.0,Suburban
55738,10,10.0,Rural
55741,5,5.0,Rural
55742,8,8.0,Rural
55744,7,7.0,Rural
55745,7,7.0,Rural
55746,4,4.0,Suburban
55748,10,10.0,Rural
55749,4,4.1,Suburban
55750,10,10.0,Rural
55751,5,5.0,Rural
55752,10,10.0,Rural
55753,5,5.0,Rural
55756,8,8.0,Rural
55757,10,10.0,Rural
55758,5,5.0,Rural
55760,10,10.0,Rural
55763,2,2.0,Suburban
55764,8,8.0,Rural
55765,10,10.0,Rural
55766,2,2.0,Suburban
55767,7,7.0,Rural
55768,4,4.0,Suburban
55769,5,5.0,Rural
55771,10,10.0,Rural
55772,8,8.0,Rural
55775,8,8.0,Rural
55777,4,4.0,Suburban
55779,2,2.0,Suburban
55780,5,5.0,Rural
55781,6,6.0,Rural
55782,8,8.0,Rural
55783,8,8.0,Rural
55784,8,8.0,Rural
55785,10,10.0,Rural
55786,8,8.0,Rural
55787,10,10.0,Rural
55790,8,8.0,Rural
55791,2,2.0,Suburban
55792,4,4.0,Suburban
55793,8,8.0,Rural
55795,8,8.0,Rural
55796,8,8.0,Rural
55797,4,4.1,Suburban
55798,10,10.0,Rural
55801,2,2.0,Suburban
55802,1,1.0,Urban
55803,1,1.0,Urban
55804,1,1.0,Urban
55805,1,1.0,Urban
55806,1,1.0,Urban
55807,1,1.0,Urban
55808,1,1.0,Urban
55810,1,1.0,Urban
55811,1,1.0,Urban
55812,1,1.0,Urban
55814,1,1.0,Urban
55815,1,1.0,Urban
55816,1,1.0,Urban
55901,1,1.0,Urban
55902,1,1.0,Urban
55903,1,1.0,Urban
55904,1,1.0,Urban
55905,1,1.0,Urban
55906,1,1.0,Urban
55909,10,10.0,Rural
55910,4,4.0,Suburban
55912,4,4.0,Suburban
55917,10,10.0,Rural
55918,5,5.0,Rural
55919,2,2.0,Suburban
55920,2,2.0,Suburban
55921,7,7.1,Rural
55922,10,10.0,Rural
55923,2,2.0,Suburban
55924,2,2.0,Suburban
55925,5,5.0,Rural
55926,2,2.0,Suburban
55927,2,2.0,Suburban
55929,2,2.0,Suburban
55931,10,10.0,Rural
55932,2,2.0,Suburban
55933,10,10.0,Rural
55934,2,2.0,Suburban
55935,2,2.0,Suburban
55936,2,2.0,Suburban
55939,10,10.0,Rural
55940,2,2.0,Suburban
55941,2,2.0,Suburban
55942,4,4.0,Suburban
55943,10,10.0,Rural
55944,2,2.0,Suburban
55945,2,2.0,Suburban
55946,10,10.0,Rural
55947,1,1.0,Urban
55949,10,10.0,Rural
55950,5,5.0,Rural
55951,10,10.0,Rural
55952,5,5.0,Rural
55953,10,10.0,Rural
55954,10,10.0,Rural
55955,2,2.0,Suburban
55956,2,2.0,Suburban
55957,2,2.0,Suburban
55959,4,4.0,Suburban
55960,2,2.0,Suburban
55961,2,2.0,Suburban
55962,10,10.0,Rural
55963,7,7.1,Rural
55964,2,2.0,Suburban
55965,10,10.0,Rural
55967,2,2.0,Suburban
55968,2,2.0,Suburban
55969,4,4.0,Suburban
55970,5,5.0,Rural
55971,10,10.0,Rural
55972,2,2.0,Suburban
55973,2,2.0,Suburban
55974,10,10.0,Rural
55975,2,2.0,Suburban
55976,2,2.0,Suburban
55977,10,10.0,Rural
55979,5,5.0,Rural
55981,10,10.0,Rural
55982,2,2.0,Suburban
55983,7,7.1,Rural
55985,2,2.0,Suburban
55987,4,4.0,Suburban
55988,4,4.0,Suburban
55990,2,2.0,Suburban
55991,2,2.0,Suburban
55992,7,7.1,Rural
56001,1,1.0,Urban
56002,1,1.0,Urban
56003,1,1.0,Urban
56007,4,4.0,Suburban
56009,5,5.0,Rural
56010,2,2.0,Suburban
56011,2,2.0,Suburban
56013,7,7.0,Rural
56014,10,10.0,Rural
56016,5,5.0,Rural
56017,2,2.0,Suburban
56019,10,10.0,Rural
56020,5,5.0,Rural
56021,5,5.0,Rural
56022,10,10.0,Rural
56023,10,10.0,Rural
56024,1,1.0,Urban
56025,10,10.0,Rural
56026,10,10.0,Rural
56027,8,8.0,Rural
56028,10,10.0,Rural
56029,5,5.0,Rural
56030,4,4.0,Suburban
56031,7,7.0,Rural
56032,5,5.0,Rural
56033,10,10.0,Rural
56034,2,2.0,Suburban
56035,10,10.0,Rural
56036,5,5.0,Rural
56037,2,2.0,Suburban
56039,8,8.0,Rural
56041,5,5.0,Rural
56042,5,5.0,Rural
56043,5,5.0,Rural
56044,2,2.0,Suburban
56045,10,10.0,Rural
56046,5,5.0,Rural
56047,8,8.0,Rural
56048,2,2.0,Suburban
56050,2,2.0,Suburban
56051,10,10.0,Rural
56052,2,2.0,Suburban
56054,5,5.0,Rural
56055,2,2.0,Suburban
56056,7,7.0,Rural
56057,10,10.0,Rural
56058,7,7.0,Rural
56060,10,10.0,Rural
56062,10,10.0,Rural
56063,1,1.0,Urban
56065,2,2.0,Suburban
56068,10,10.0,Rural
56069,2,2.0,Suburban
56071,2,2.0,Suburban
56072,10,10.0,Rural
56073,4,4.0,Suburban
56074,2,2.0,Suburban
56075,8,8.0,Rural
56078,2,2.0,Suburban
56080,2,2.0,Suburban
56081,7,7.0,Rural
56082,4,4.0,Suburban
56083,10,10.0,Rural
56084,5,5.0,Rural
56085,7,7.0,Rural
56087,10,10.0,Rural
56088,10,10.0,Rural
56089,5,5.0,Rural
56090,2,2.0,Suburban
56091,10,10.0,Rural
56093,7,7.0,Rural
56096,10,10.0,Rural
56097,10,10.0,Rural
56098,10,10.0,Rural
56101,7,7.0,Rural
56110,10,10.0,Rural
56111,10,10.0,Rural
56113,10,10.0,Rural
56114,10,10.0,Rural
56115,5,5.0,Rural
56116,2,2.0,Suburban
56117,10,10.2,Rural
56118,7,7.0,Rural
56119,5,5.0,Rural
56120,10,10.0,Rural
56121,8,8.0,Rural
56122,10,10.0,Rural
56123,10,10.0,Rural
56125,10,10.0,Rural
56127,8,8.0,Rural
56128,10,10.0,Rural
56129,10,10.2,Rural
56131,10,10.0,Rural
56132,5,5.0,Rural
56134,2,2.0,Suburban
56136,10,10.0,Rural
56137,10,10.0,Rural
56138,10,10.1,Rural
56139,10,10.3,Rural
56140,8,8.0,Rural
56141,10,10.0,Rural
56142,10,10.0,Rural
56143,7,7.0,Rural
56144,8,8.0,Rural
56145,10,10.0,Rural
56146,10,10.1,Rural
56147,2,2.0,Suburban
56149,10,10.0,Rural
56150,10,10.0,Rural
56151,10,10.0,Rural
56152,10,10.0,Rural
56153,10,10.0,Rural
56155,10,10.0,Rural
56156,7,7.0,Rural
56157,5,5.0,Rural
56158,10,10.1,Rural
56159,10,10.0,Rural
56160,10,10.0,Rural
56161,10,10.0,Rural
56162,10,10.0,Rural
56164,7,7.0,Rural
56165,5,5.0,Rural
56166,10,10.0,Rural
56167,10,10.2,Rural
56168,5,5.0,Rural
56169,5,5.0,Rural
56170,10,10.3,Rural
56171,8,8.0,Rural
56172,10,10.0,Rural
56173,10,10.1,Rural
56174,10,10.0,Rural
56175,10,10.0,Rural
56176,10,10.0,Rural
56178,10,10.0,Rural
56180,10,10.0,Rural
56181,8,8.0,Rural
56183,10,10.0,Rural
56185,10,10.0,Rural
56186,10,10.0,Rural
56187,4,4.0,Suburban
56201,4,4.0,Suburban
56207,8,8.0,Rural
56208,10,10.0,Rural
56209,5,5.0,Rural
56210,10,10.0,Rural
56211,10,10.0,Rural
56212,10,10.0,Rural
56214,10,10.3,Rural
56215,7,7.0,Rural
56216,5,5.0,Rural
56218,10,10.0,Rural
56219,10,10.0,Rural
56220,10,10.0,Rural
56221,8,8.0,Rural
56222,10,10.0,Rural
56223,10,10.0,Rural
56224,10,10.0,Rural
56225,10,10.0,Rural
56226,10,10.3,Rural
56227,10,10.0,Rural
56228,10,10.0,Rural
56229,5,5.0,Rural
56230,10,10.0,Rural
56231,10,10.3,Rural
56232,10,10.0,Rural
56235,8,8.0,Rural
56236,10,10.0,Rural
56237,10,10.0,Rural
56239,5,5.0,Rural
56240,10,10.0,Rural
56241,7,7.0,Rural
56243,10,10.0,Rural
56244,7,7.0,Rural
56245,10,10.0,Rural
56248,10,10.0,Rural
56249,10,10.0,Rural
56251,5,5.0,Rural
56252,5,5.0,Rural
56253,5,5.0,Rural
56255,10,10.0,Rural
56256,10,10.0,Rural
56257,10,10.0,Rural
56258,4,4.0,Suburban
56260,7,7.0,Rural
56262,8,8.0,Rural
56263,10,10.0,Rural
56264,5,5.0,Rural
56265,7,7.0,Rural
56266,10,10.0,Rural
56267,7,7.0,Rural
56270,10,10.0,Rural
56271,5,5.0,Rural
56273,5,5.0,Rural
56274,10,10.0,Rural
56276,10,10.0,Rural
56277,10,10.0,Rural
56278,10,10.0,Rural
56279,4,4.0,Suburban
56280,10,10.0,Rural
56281,5,5.0,Rural
56282,5,5.0,Rural
56283,7,7.0,Rural
56284,10,10.0,Rural
56285,10,10.0,Rural
56287,10,10.3,Rural
56288,5,5.0,Rural
56289,5,5.0,Rural
56291,5,5.0,Rural
56292,10,10.0,Rural
56293,10,10.3,Rural
56294,10,10.3,Rural
56295,8,8.0,Rural
56296,10,10.0,Rural
56297,10,10.0,Rural
56301,1,1.0,Urban
56302,1,1.0,Urban
56303,1,1.0,Urban
56304,1,1.0,Urban
56307,2,2.0,Suburban
56308,4,4.0,Suburban
56309,10,10.0,Rural
56310,2,2.0,Suburban
56311,10,10.0,Rural
56312,10,10.0,Rural
56313,3,3.0,Rural
56314,10,10.0,Rural
56315,5,5.0,Rural
56316,10,10.0,Rural
56317,10,10.0,Rural
56318,10,10.0,Rural
56319,4,4.0,Suburban
56320,2,2.0,Suburban
56321,2,2.0,Suburban
56323,10,10.0,Rural
56324,5,5.0,Rural
56325,10,10.0,Rural
56326,5,5.0,Rural
56327,5,5.0,Rural
56328,8,8.0,Rural
56329,10,10.0,Rural
56330,3,3.0,Rural
56331,10,10.0,Rural
56332,5,5.0,Rural
56333,2,2.0,Suburban
56334,10,10.0,Rural
56335,10,10.0,Rural
56336,10,10.0,Rural
56338,10,10.0,Rural
56339,10,10.0,Rural
56340,2,2.0,Suburban
56341,5,5.0,Rural
56342,10,10.0,Rural
56343,5,5.0,Rural
56344,10,10.0,Rural
56345,7,7.0,Rural
56347,7,7.0,Rural
56349,10,10.0,Rural
56350,10,10.0,Rural
