YEAR,COUNTYFP,TotalPop,TotalVetPop,MalePop,MaleVetPop,Male18To34,MaleVet18To34,Male35To54,MaleVet35To54,Male55To64,MaleVet55To64,Male65To74,MaleVet65To74,Male75Plus,MaleVet75Plus,FemalePop,FemaleVetPop,Female18To34,FemaleVet18To34,Female35To54,FemaleVet35To54,Female55To64,FemaleVet55To64,Female65To74,FemaleVet65To74,Female75Plus,FemaleVet75Plus,VetPercent
2014-2018,31057,1478,146,710,135,134,0,253,47,141,10,135,53,47,25,768,11,202,0,220,3,125,0,91,0,130,8,9.88
2014-2018,31059,4450,389,2213,383,500,27,670,40,468,58,307,123,268,135,2237,6,468,0,616,0,430,2,338,4,385,0,8.74
2014-2018,31061,2436,246,1196,229,220,4,333,36,278,40,193,62,172,87,1240,17,237,2,324,3,248,7,206,3,225,2,10.1
2014-2018,31063,2091,218,1046,213,260,0,261,49,212,39,176,61,137,64,1045,5,276,0,255,1,178,4,170,0,166,0,10.43
2014-2018,31065,3723,338,1823,323,398,10,532,46,387,60,288,87,218,120,1900,15,382,0,511,2,369,2,325,8,313,3,9.08
2014-2018,31067,16799,1362,8257,1282,1927,53,2709,283,1645,206,1075,281,901,459,8542,80,1862,2,2641,50,1616,15,1083,0,1340,13,8.11
2014-2018,31069,1469,188,738,172,96,5,241,31,168,26,124,60,109,50,731,16,104,0,249,16,128,0,135,0,115,0,12.8
2014-2018,31071,1570,168,769,158,183,0,145,5,184,26,127,58,130,69,801,10,151,0,189,7,160,0,147,0,154,3,10.7
2014-2018,31073,1627,157,764,145,118,8,215,5,194,38,142,59,95,35,863,12,163,0,241,0,189,10,140,0,130,2,9.65
2014-2018,31075,555,38,290,33,82,0,69,4,53,2,47,21,39,6,265,5,58,0,66,0,68,4,41,0,32,1,6.85
2014-2018,31077,1838,177,904,170,185,1,254,15,181,35,149,56,135,63,934,7,196,0,254,0,165,5,128,0,191,2,9.63
2014-2018,31079,44575,3359,22070,3006,6871,280,7591,533,3619,517,2307,833,1682,843,22505,353,6343,36,7557,160,3779,128,2480,18,2346,11,7.54
2014-2018,31081,6960,697,3412,662,870,64,1073,140,651,65,478,226,340,167,3548,35,828,17,1091,1,707,12,467,5,455,0,10.01
2014-2018,31083,2663,301,1394,281,271,16,408,32,272,20,255,106,188,107,1269,20,248,0,351,0,255,0,207,20,208,0,11.3
2014-2018,31085,738,84,389,84,99,10,95,7,108,25,43,16,44,26,349,0,67,0,95,0,103,0,35,0,49,0,11.38
2014-2018,31087,2201,246,1080,236,215,9,315,46,228,36,179,73,143,72,1121,10,210,0,310,6,219,4,180,0,202,0,11.18
2014-2018,31089,7760,691,3847,678,880,78,1146,88,838,90,545,177,438,245,3913,13,805,0,1126,8,792,2,557,3,633,0,8.9
2014-2018,31091,580,75,284,75,55,0,49,0,62,8,51,27,67,40,296,0,60,0,63,0,65,0,39,0,69,0,12.93
2014-2018,31093,4863,420,2418,411,527,0,798,47,467,69,353,159,273,136,2445,9,516,0,774,2,432,4,375,3,348,0,8.64
2014-2018,31095,5593,549,2719,479,576,8,812,47,597,117,402,182,332,125,2874,70,597,0,765,17,581,23,450,30,481,0,9.82
2014-2018,31097,4213,331,2594,324,845,41,936,100,388,49,232,41,193,93,1619,7,315,0,475,7,306,0,238,0,285,0,7.86
2014-2018,31099,4929,448,2424,425,603,28,802,87,457,45,307,127,255,138,2505,23,573,0,746,11,498,12,326,0,362,0,9.09
2014-2018,31101,6488,685,3281,631,609,17,987,117,633,71,610,192,442,234,3207,54,626,29,857,3,633,9,591,13,500,0,10.56
2014-2018,31103,614,42,319,41,71,0,94,5,70,7,41,10,43,19,295,1,49,0,92,1,54,0,55,0,45,0,6.84
2014-2018,31105,2834,288,1440,282,295,13,478,40,263,61,207,57,197,111,1394,6,291,0,379,4,232,2,255,0,237,0,10.16
2014-2018,31107,6424,691,3148,638,668,28,916,87,661,55,476,189,427,279,3276,53,609,0,877,33,650,11,503,9,637,0,10.76
2014-2018,31109,238345,15395,118796,14149,46850,1349,36915,3242,17140,1932,11275,4150,6616,3476,119549,1246,43825,208,34968,510,18226,309,12632,103,9898,116,6.46
2014-2018,31111,26869,2545,13212,2447,3416,201,4417,495,2466,416,1695,660,1218,675,13657,98,3323,5,4210,54,2566,26,1784,3,1774,10,9.47
2014-2018,31113,627,66,308,63,56,8,112,22,66,9,37,7,37,17,319,3,46,0,117,0,58,0,59,2,39,1,10.53
2014-2018,31115,497,63,246,63,64,0,42,8,62,2,52,33,26,20,251,0,40,0,47,0,73,0,52,0,39,0,12.68
2014-2018,31117,350,37,171,37,26,0,59,18,36,4,26,4,24,11,179,0,20,0,64,0,45,0,16,0,34,0,10.57
2014-2018,31119,26338,1912,13014,1813,4044,88,4154,361,2450,223,1307,507,1059,634,13324,99,3861,8,4060,19,2385,14,1472,14,1546,44,7.26
2014-2018,31121,6075,621,3059,592,695,29,991,89,652,111,400,168,321,195,3016,29,664,6,955,13,570,3,392,0,435,7,10.22
2014-2018,31123,3670,297,1853,280,440,33,578,24,355,22,280,93,200,108,1817,17,404,0,576,17,341,0,228,0,268,0,8.09
2014-2018,31125,2742,277,1346,268,321,31,402,38,319,47,167,65,137,87,1396,9,276,0,429,2,281,1,179,0,231,6,10.1
2014-2018,31127,5532,526,2729,451,901,0,721,128,483,78,365,123,259,122,2803,75,846,23,741,33,483,1,355,7,378,11,9.51
2014-2018,31129,3406,406,1686,382,367,20,455,36,354,36,256,123,254,167,1720,24,318,10,411,0,356,9,292,0,343,5,11.92
2014-2018,31131,12059,1251,5817,1186,1504,82,1888,225,1120,249,722,315,583,315,6242,65,1401,16,1971,22,1160,4,813,17,897,6,10.37
2014-2018,31133,2121,233,1013,214,187,5,281,47,214,34,180,42,151,86,1108,19,206,0,283,4,217,15,174,0,228,0,10.99
2014-2018,31135,2191,204,1104,201,259,6,324,16,211,40,184,77,126,62,1087,3,208,0,309,0,221,0,160,1,189,2,9.31
2014-2018,31137,6951,540,3409,505,906,43,1109,58,621,80,409,114,364,210,3542,35,789,0,1099,25,623,0,471,0,560,10,7.77
2014-2018,31139,5376,447,2669,407,646,17,891,33,529,73,343,141,260,143,2707,40,596,3,898,5,493,24,347,5,373,3,8.31
2014-2018,31141,24479,1996,12378,1866,3559,136,4042,322,2236,287,1463,629,1078,492,12101,130,3114,13,3778,19,2165,58,1529,32,1515,8,8.15
2014-2018,31143,4037,339,1968,327,403,6,625,57,426,47,302,98,212,119,2069,12,427,0,620,7,427,5,287,0,308,0,8.4
2014-2018,31145,8333,779,4096,687,1170,38,1194,104,776,77,501,264,455,204,4237,92,981,0,1251,42,848,8,498,0,659,42,9.35
2014-2018,31147,6320,750,3064,734,650,47,914,152,647,89,443,158,410,288,3256,16,631,0,918,3,657,9,503,2,547,2,11.87
2014-2018,31149,1120,88,549,88,143,0,131,17,133,2,77,42,65,27,571,0,107,0,133,0,106,0,102,0,123,0,7.86
2014-2018,31151,10645,707,5439,672,1651,52,1885,159,987,54,516,203,400,204,5206,35,1659,0,1641,17,795,15,539,3,572,0,6.64
2014-2018,31153,125366,18243,60874,15556,19418,1718,23317,5326,9384,3261,5629,3242,3126,2009,64492,2687,19585,594,24061,1204,10019,555,6319,177,4508,157,14.55
2014-2018,31155,15767,1412,7909,1304,1901,35,2673,295,1537,163,1089,397,709,414,7858,108,1806,36,2592,41,1514,18,1000,10,946,3,8.96
2014-2018,31157,27220,2205,13000,1987,3663,160,4115,398,2373,281,1611,552,1238,596,14220,218,3636,77,4153,98,2593,27,1911,12,1927,4,8.1
2014-2018,31159,13104,959,6656,914,2187,61,2080,259,1097,120,750,298,542,176,6448,45,1817,0,1969,6,1101,20,783,0,778,19,7.32
2014-2018,31161,4049,469,1975,444,475,34,538,46,363,89,347,150,252,125,2074,25,405,0,516,2,438,12,339,9,376,2,11.58
2014-2018,31163,2415,207,1200,206,218,6,348,15,273,14,195,85,166,86,1215,1,214,0,318,1,249,0,202,0,232,0,8.57
2014-2018,31165,1003,81,477,78,118,0,69,13,151,3,73,21,66,41,526,3,171,0,92,0,126,3,57,0,80,0,8.08
2014-2018,31167,4467,401,2249,373,537,32,769,87,485,43,257,136,201,75,2218,28,520,4,693,11,469,8,276,0,260,5,8.98
2014-2018,31169,3966,358,1964,341,405,10,562,29,418,28,301,125,278,149,2002,17,368,5,557,4,378,4,312,4,387,0,9.03
2014-2018,31171,515,51,247,49,86,0,52,8,51,10,45,27,13,4,268,2,67,0,70,2,45,0,50,0,36,0,9.9
2014-2018,31173,4582,325,2214,303,821,20,628,82,384,39,229,76,152,86,2368,22,767,4,743,7,378,4,246,1,234,6,7.09
2014-2018,31175,3271,323,1589,287,345,6,473,32,289,43,257,76,225,130,1682,36,367,0,458,1,308,33,280,0,269,2,9.87
2014-2018,31177,15277,1631,7357,1607,1724,109,2564,389,1473,277,1024,477,572,355,7920,24,1809,0,2694,14,1542,2,1030,0,845,8,10.68
2014-2018,31179,7531,451,3723,419,1617,9,850,67,609,34,352,153,295,156,3808,32,1518,2,966,30,553,0,347,0,424,0,5.99
2014-2018,31181,2754,230,1397,212,352,6,396,45,295,35,198,55,156,71,1357,18,260,2,395,10,260,0,198,5,244,1,8.35
2014-2018,31183,672,47,352,47,55,6,130,1,84,5,55,24,28,11,320,0,53,0,97,0,59,0,44,0,67,0,6.99
2014-2018,31185,10613,883,4998,826,1442,31,1451,120,921,104,642,248,542,323,5615,57,1558,8,1584,34,994,0,705,9,774,6,8.32
2014-2018,32001,17769,2963,8761,2685,2320,278,2699,611,1611,619,1357,772,774,405,9008,278,2170,26,2810,98,1713,114,1351,30,964,10,16.68
2014-2018,32003,1630678,143797,806760,129414,249514,11396,294155,30854,122003,23640,89259,36193,51829,27331,823918,14383,246190,2897,288975,5631,127996,3205,98574,1588,62183,1062,8.82
2014-2018,32005,39452,5181,19710,4958,3955,251,5210,744,4229,851,3898,1731,2418,1381,19742,223,3560,30,5393,33,4494,112,3774,30,2521,18,13.13
2014-2018,32007,37853,3144,19776,2981,6595,352,7037,949,3421,620,1809,655,914,405,18077,163,5847,22,6467,54,3009,78,1684,1,1070,8,8.31
2014-2018,32009,785,101,340,101,60,11,104,4,52,12,81,47,43,27,445,0,69,0,112,0,119,0,100,0,45,0,12.87
2014-2018,32011,1394,163,727,144,117,0,301,6,166,31,96,60,47,47,667,19,53,0,305,6,169,13,51,0,89,0,11.69
2014-2018,32013,12253,900,6464,832,1945,51,2238,114,1217,187,689,301,375,179,5789,68,1714,12,2014,38,1042,8,636,0,383,10,7.35
2014-2018,32015,4068,477,2214,477,584,62,742,114,505,116,249,125,134,60,1854,0,416,0,688,0,311,0,256,0,183,0,11.73
2014-2018,32017,4317,452,2335,439,688,0,623,86,364,56,480,241,180,56,1982,13,505,0,518,12,394,0,251,0,314,1,10.47
2014-2018,32019,41469,6320,21039,5737,5040,278,6528,954,3983,1188,3608,2088,1880,1229,20430,583,4639,15,6354,206,3988,193,3471,89,1978,80,15.24
2014-2018,32021,3679,595,1816,580,403,42,477,77,415,178,266,106,255,177,1863,15,486,1,386,8,413,0,406,6,172,0,16.17
2014-2018,32023,36248,5658,18476,5244,3476,53,4836,677,3792,810,3831,2144,2541,1560,17772,414,2879,11,4698,53,3923,216,3883,107,2389,27,15.61
2014-2018,32027,5515,648,3781,632,1096,33,1534,168,545,108,411,257,195,66,1734,16,413,0,546,3,320,13,295,0,160,0,11.75
2014-2018,32029,3316,494,1707,478,249,24,549,104,302,95,384,180,223,75,1609,16,210,0,508,0,322,9,395,7,174,0,14.9
2014-2018,32031,350725,32528,175469,29750,54973,2329,57471,6111,29503,5248,22017,9342,11505,6720,175256,2778,52401,549,56234,924,30324,780,22451,390,13846,135,9.27
2014-2018,32033,7732,676,4603,635,1425,41,1605,164,791,100,452,204,330,126,3129,41,678,0,1046,41,600,0,423,0,382,0,8.74
2014-2018,32510,43191,4634,22097,4399,5895,294,7190,624,4105,916,3047,1462,1860,1103,21094,235,5034,43,6197,58,4103,35,3188,46,2572,53,10.73
2014-2018,33001,49114,5778,23897,5362,5320,131,7519,959,5082,996,3790,1769,2186,1507,25217,416,5250,61,7941,154,5360,69,3865,32,2801,100,11.76
2014-2018,33003,40029,4146,19715,3905,3767,152,5514,544,4366,570,3811,1335,2257,1304,20314,241,3440,46,5837,61,4589,52,3806,66,2642,16,10.36
2014-2018,33005,62432,5633,30209,5101,9034,205,8939,949,5722,837,4066,1666,2448,1444,32223,532,9299,69,9183,163,6060,119,4331,79,3350,102,9.02
2014-2018,33007,26666,3157,14088,2856,3380,214,4509,498,2783,561,2133,938,1283,645,12578,301,2327,28,3778,203,2685,26,1988,30,1800,14,11.84
2014-2018,33009,74826,6247,36544,5752,11618,303,10123,934,6707,923,4881,1869,3215,1723,38282,495,11171,41,10659,229,7206,100,5199,60,4047,65,8.35
2014-2018,33011,324394,26925,159760,25027,46487,1673,56733,5694,29411,4859,17153,6899,9976,5902,164634,1898,44019,336,57051,677,29868,401,18749,205,14947,279,8.3
2014-2018,33013,119981,10961,58506,10007,16179,474,19778,2106,11169,2042,7146,2706,4234,2679,61475,954,15478,91,19917,367,11753,231,7849,73,6478,192,9.14
2014-2018,33015,243357,21764,119168,19948,29607,1033,42166,4119,24188,3989,14904,5585,8303,5222,124189,1816,28207,279,43628,653,24802,455,16099,200,11453,229,8.94
2014-2018,33017,103600,9246,50063,8730,17927,584,15657,2043,8337,1908,5179,2129,2963,2066,53537,516,18794,77,15993,189,8730,169,5570,41,4450,40,8.92
2014-2018,33019,34830,3787,17234,3509,4163,272,5592,941,3505,539,2567,921,1407,836,17596,278,3646,30,5619,145,3673,71,2629,21,2029,11,10.87
2014-2018,34001,210097,12963,100137,12261,28496,667,32893,1777,18709,2054,12277,3872,7762,3891,109960,702,28202,157,36031,203,20307,151,13926,91,11494,100,6.17
2014-2018,34003,730380,27903,348846,26410,92107,986,128018,3575,61878,2770,38738,7583,28105,11496,381534,1493,90517,206,135493,614,67061,198,45149,160,43314,315,3.82
2014-2018,34005,347069,29527,167466,26494,46658,1779,59065,6246,30518,4380,18686,7239,12539,6850,179603,3033,43357,750,62252,1170,32607,599,22000,310,19387,204,8.51
2014-2018,34007,390352,23682,185151,22374,56296,1443,64655,3832,32087,4095,19580,6636,12533,6368,205201,1308,56094,197,69793,472,35432,290,23774,165,20108,184,6.07
2014-2018,34009,76175,6783,36454,6342,8236,296,10273,894,7412,659,6256,2216,4277,2277,39721,441,7767,49,10720,116,8195,51,7196,143,5843,82,8.9
2014-2018,34011,116856,6521,60064,5934,19576,291,21827,1264,8991,879,5880,1939,3790,1561,56792,587,15648,88,19020,185,9469,131,6916,26,5739,157,5.58
2014-2018,34013,604494,18906,285349,17366,89274,881,108727,3331,44816,2892,26004,4345,16528,5917,319145,1540,90768,221,115630,503,50991,525,33140,129,28616,162,3.13
2014-2018,34015,225641,15013,107905,14098,31124,694,38466,2366,19509,2673,11997,4715,6809,3650,117736,915,30369,111,41665,387,21085,161,13852,60,10765,196,6.65
2014-2018,34017,530748,12172,261881,11203,100352,1343,96159,2536,33648,1728,19245,2644,12477,2952,268867,969,94341,230,92606,381,37014,163,24347,82,20559,113,2.29
2014-2018,34019,99765,5486,49436,5308,12193,115,16582,600,10733,689,6417,1863,3511,2041,50329,178,9819,46,18273,18,10708,35,6462,43,5067,36,5.5
2014-2018,34021,289551,12597,139989,11931,44552,469,49694,2365,23028,2076,13708,3245,9007,3776,149562,666,43301,127,50569,219,24809,119,16313,127,14570,74,4.35
2014-2018,34023,645394,24692,314459,23686,96911,1594,115263,3392,51414,2999,30726,7158,20145,8543,330935,1006,94155,183,115272,328,54565,177,35810,198,31133,120,3.83
2014-2018,34025,487688,25948,234122,24358,60383,967,82521,3841,46265,3790,27833,7689,17120,8071,253566,1590,58051,159,88243,561,48546,372,31453,275,27273,223,5.32
2014-2018,34027,386976,18808,187259,17929,48324,708,69145,2756,34609,1807,20845,5659,14336,6999,199717,879,46453,135,72000,345,35948,166,23794,89,21522,144,4.86
2014-2018,34029,450875,37637,212826,35942,54758,1535,65543,4242,36739,4104,30955,11352,24831,14709,238049,1695,53073,239,67606,430,41358,504,38516,152,37496,370,8.35
2014-2018,34031,382904,13369,183642,12713,58619,524,65100,2035,30187,1818,17984,3920,11752,4416,199262,656,58591,105,67717,248,32409,157,21818,62,18727,84,3.49
2014-2018,34033,49518,3813,23881,3535,6254,124,8131,735,4563,710,3036,984,1897,982,25637,278,6173,62,8375,115,4840,36,3290,26,2959,39,7.7
2014-2018,34035,255546,9761,123016,9189,31851,343,47138,1208,23101,1177,12536,2860,8390,3601,132530,572,30605,119,50004,172,23918,48,14533,55,13470,178,3.82
2014-2018,34037,113038,7710,55744,7283,13898,456,19702,1257,11607,1220,7011,2500,3526,1850,57294,427,12779,21,20399,200,11764,135,7429,23,4923,48,6.82
2014-2018,34039,422419,14948,203011,13945,59776,736,77097,2219,33820,2242,19494,3810,12824,4938,219408,1003,58294,116,80131,519,36406,224,23272,18,21305,126,3.54
2014-2018,34041,84540,5596,40925,5386,10518,278,14425,816,8022,1001,4903,1694,3057,1597,43615,210,10011,25,15026,131,8302,16,5444,5,4832,33,6.62
2014-2018,35001,523423,48191,252539,43593,82259,3354,83626,9844,41077,8757,28307,11631,17270,10007,270884,4598,80825,625,86058,1483,46368,1187,32831,714,24802,589,9.21
2014-2018,35003,3071,401,1641,393,207,1,239,0,375,52,534,189,286,151,1430,8,51,0,279,0,556,0,303,3,241,5,13.06
2014-2018,35005,47813,3649,23433,3502,7597,235,7446,679,3833,700,2632,1029,1925,859,24380,147,7149,0,7715,36,4025,72,2987,10,2504,29,7.63
2014-2018,35006,20520,1791,10524,1648,3345,62,3631,387,1722,235,1094,505,732,459,9996,143,2843,5,3040,59,1851,6,1264,43,998,30,8.73
2014-2018,35007,10042,1275,5058,1199,1152,73,1391,217,991,186,938,397,586,326,4984,76,966,17,1328,4,1059,49,905,6,726,0,12.7
2014-2018,35009,34425,4904,17117,4435,6581,1351,5388,1048,2497,685,1584,741,1067,610,17308,469,6039,193,5298,180,2604,92,1757,4,1610,0,14.25
2014-2018,35011,1512,262,774,222,173,0,280,56,95,23,133,72,93,71,738,40,195,0,275,40,63,0,128,0,77,0,17.33
2014-2018,35013,160651,14427,77755,13017,29769,1399,21946,2568,11067,2544,8924,3590,6049,2916,82896,1410,28975,345,24201,515,12647,400,9544,85,7529,65,8.98
2014-2018,35015,42106,3606,21052,3339,6872,141,6879,1043,3581,551,2170,833,1550,771,21054,267,6433,52,6530,130,3682,47,2310,38,2099,0,8.56
2014-2018,35017,22170,2622,10799,2475,2505,55,2827,265,1943,428,2142,954,1382,773,11371,147,2549,6,2977,68,2172,68,2065,5,1608,0,11.83
2014-2018,35019,3608,375,2089,344,558,8,744,123,280,36,238,89,269,88,1519,31,417,0,314,0,305,8,251,23,232,0,10.39
2014-2018,35021,386,58,255,57,31,5,42,9,61,12,73,6,48,25,131,1,13,0,23,0,40,1,26,0,29,0,15.03
2014-2018,35023,3326,321,1645,317,400,14,505,73,301,66,221,94,218,70,1681,4,354,0,538,0,309,4,257,0,223,0,9.65
2014-2018,35025,48956,2374,25221,2153,9310,323,8640,288,3785,381,2071,696,1415,465,23735,221,7990,56,7985,56,3562,78,2300,31,1898,0,4.85
2014-2018,35027,15869,2142,7575,1929,1534,20,1905,333,1583,330,1471,754,1082,492,8294,213,1447,46,2222,85,1779,6,1705,76,1141,0,13.5
2014-2018,35028,14173,1439,7142,1311,1763,121,2403,314,1458,307,905,283,613,286,7031,128,1514,23,2460,56,1402,37,940,0,715,12,10.15
2014-2018,35029,17879,1460,8913,1404,2756,32,2452,171,1320,273,1296,504,1089,424,8966,56,2395,0,2509,13,1453,14,1445,29,1164,0,8.17
2014-2018,35031,51481,2992,24337,2573,8984,196,8143,570,3727,574,2147,627,1336,606,27144,419,8973,85,8805,153,4437,104,2800,61,2129,16,5.81
2014-2018,35033,3711,339,1779,328,495,0,358,74,470,61,287,135,169,58,1932,11,419,0,543,0,275,0,416,11,279,0,9.14
2014-2018,35035,47847,8070,23972,7127,7943,1190,6904,1054,3922,1687,2998,1754,2205,1442,23875,943,6778,170,7250,425,4098,225,3169,100,2580,23,16.87
2014-2018,35037,6515,564,3033,532,715,35,779,28,592,135,562,171,385,163,3482,32,785,0,945,6,673,2,622,24,457,0,8.66
2014-2018,35039,29981,2268,14654,2136,3935,83,4647,257,2803,299,2036,770,1233,727,15327,132,3952,7,4672,44,2889,7,2137,25,1677,49,7.56
2014-2018,35041,14022,1165,6816,951,2914,179,1797,202,918,150,738,253,449,167,7206,214,2837,130,1969,53,1013,22,746,9,641,0,8.31
2014-2018,35043,106871,11347,51543,10173,14277,559,17601,2667,9111,2075,6917,3058,3637,1814,55328,1174,14058,102,18397,331,10316,366,7773,237,4784,138,10.62
2014-2018,35045,92651,7115,45458,6599,14676,675,15026,1284,7944,1328,4761,1843,3051,1469,47193,516,14172,121,15298,179,8092,89,5360,42,4271,85,7.68
2014-2018,35047,22383,2099,11153,1916,3251,48,3219,319,2116,471,1592,595,975,483,11230,183,2783,0,3314,50,2164,57,1741,66,1228,10,9.38
2014-2018,35049,120852,9957,58246,9090,14312,326,17904,1742,11072,1485,9905,3105,5053,2432,62606,867,13717,40,18316,350,12768,228,11383,85,6422,164,8.24
2014-2018,35051,9339,1527,4608,1432,833,0,984,124,851,220,1057,539,883,549,4731,95,675,9,1100,34,978,0,1121,38,857,14,16.35
2014-2018,35053,13077,1038,6653,953,2179,2,1839,103,1166,186,923,413,546,249,6424,85,1440,0,2129,8,1182,17,1030,11,643,49,7.94
2014-2018,35055,26833,2515,13028,2406,2834,63,3969,502,2535,428,2337,890,1353,523,13805,109,2671,25,3991,10,2857,51,2584,18,1702,5,9.37
2014-2018,35057,12302,1551,6548,1423,1638,90,2106,170,1281,452,1042,444,481,267,5754,128,1290,6,1696,16,1290,60,934,35,544,11,12.61
2014-2018,35059,3385,345,1947,345,637,0,630,52,331,99,195,98,154,96,1438,0,292,0,421,0,264,0,229,0,232,0,10.19
2014-2018,35061,57629,6075,28570,5569,8105,295,9468,1035,5087,1129,3679,1745,2231,1365,29059,506,7666,19,9339,325,5368,85,3956,45,2730,32,10.54
2014-2018,36001,249761,15251,119402,14047,42339,999,36467,2631,19579,2598,12901,3994,8116,3825,130359,1204,43045,195,37904,368,21011,241,14935,101,13464,299,6.11
2014-2018,36003,37430,3654,18806,3436,6315,213,5110,659,3369,656,2445,1049,1567,859,18624,218,5727,20,5195,101,3270,71,2418,14,2014,12,9.76
2014-2018,36005,1076504,26186,493024,23844,186138,2073,169102,5142,69732,4982,41010,5627,27042,6020,583480,2342,193400,778,198114,852,85548,359,56487,149,49931,204,2.43
2014-2018,36007,156394,11857,75937,11168,25238,505,21769,1933,13581,2097,8791,3085,6558,3548,80457,689,23936,93,22417,249,13832,176,9860,121,10412,50,7.58
2014-2018,36009,60204,6208,29598,5736,7888,301,9381,1296,5829,1105,3976,1695,2524,1339,30606,472,7701,55,9437,224,5862,104,4063,67,3543,22,10.31
2014-2018,36011,62224,5334,31842,5050,8903,328,10597,931,5996,910,3929,1642,2417,1239,30382,284,7458,6,9464,167,5947,78,4022,21,3491,12,8.57
2014-2018,36013,102870,8462,50378,7986,14525,415,15229,1713,9669,1215,6494,2431,4461,2212,52492,476,13599,64,15396,160,9784,122,7112,75,6601,55,8.23
2014-2018,36015,67062,6050,32991,5604,9091,286,11140,1380,6017,1021,3941,1483,2802,1434,34071,446,8582,89,10572,144,6341,150,4527,26,4049,37,9.02
2014-2018,36017,38173,3612,19016,3419,4660,124,6047,677,3800,622,2774,1145,1735,851,19157,193,4301,7,6063,101,3762,46,2790,30,2241,9,9.46
2014-2018,36019,66225,5887,34015,5373,11612,356,10773,950,5766,1194,3581,1491,2283,1382,32210,514,9805,26,9687,247,5729,120,3816,74,3173,47,8.89
2014-2018,36021,49940,4123,24729,3870,5602,131,7764,698,5053,489,3849,1186,2461,1366,25211,253,5261,40,7696,83,4987,68,4021,49,3246,13,8.26
2014-2018,36023,38677,2772,18637,2569,6608,198,5555,603,3051,430,2128,775,1295,563,20040,203,7379,59,5438,68,3099,52,2271,6,1853,18,7.17
2014-2018,36025,37645,3304,18937,3153,4872,95,5205,419,3761,571,3114,1143,1985,925,18708,151,4328,30,5203,50,3681,55,3030,0,2466,16,8.78
2014-2018,36027,236745,14878,116919,14237,34159,738,39516,2603,21607,2361,12901,4113,8736,4422,119826,641,32003,27,39157,200,21603,254,14556,32,12507,128,6.28
2014-2018,36029,730809,53609,348594,50567,108796,2853,109888,9327,62668,8212,40114,15476,27128,14699,382215,3042,107191,347,115143,1131,68591,803,46927,372,44363,389,7.34
2014-2018,36031,31414,2696,16300,2512,4105,53,5134,512,3137,551,2383,785,1541,611,15114,184,3095,28,4522,98,3099,36,2324,2,2074,20,8.58
2014-2018,36033,40763,3398,22612,3093,7621,290,7518,586,3681,519,2433,965,1359,733,18151,305,4507,3,5935,154,3420,58,2352,65,1937,25,8.34
2014-2018,36035,42754,3553,21150,3336,5503,189,7221,864,3965,483,2773,969,1688,831,21604,217,5070,62,7016,69,3998,40,2961,5,2559,41,8.31
2014-2018,36037,46175,4028,23008,3690,6269,221,7608,733,4444,571,2749,1154,1938,1011,23167,338,5722,41,7351,223,4328,51,2924,5,2842,18,8.72
2014-2018,36039,39530,3363,20691,3172,5799,53,6400,592,3783,593,2877,1124,1832,810,18839,191,4073,16,5789,120,3690,10,3032,27,2255,18,8.51
