<<<<<<< Updated upstream
G_ZCTA,ZCTA,pop,minDist_OTP
"42451",15.789256157542,1,28.82
"42501",12.0253801686673,1,7.13
"42503",8.1674380653337,1,0
"42518",14.1900173995271,1,18.25
"42519",14.8635957132552,1,20.06
"42533",3.13813135963118,1,6.28
"42544",14.8349550565038,1,28.82
"42553",8.39884042766805,1,11.71
"42567",14.4517089099963,1,20.2
"42701",5.10084149950104,1,0
"42716",26.6693743171424,1,28.84
"42724",11.3900365985392,1,20.03
"42732",16.0158965398487,1,29.8
"42740",7.87847048944784,1,16.44
"42748",16.1292024342988,1,19.98
"42776",14.2558052784097,1,20.81
"42784",19.7013428642701,1,28.67
"42788",15.8989877348394,1,27.53
"43001",11.5982169310137,2,19.44
"43002",6.1739396535584,6,19.93
"43003",16.7688548548587,2,28.8
"43004",8.62521454198711,8,13.19
"43008",10.2485625291024,2,18.72
"43010",15.0870426768307,1,28.03
"43015",14.8387698686222,1,28.33
"43016",8.76721404580566,6,16.26
"43017",8.11046137538792,6,14.19
"43019",22.9155943749219,1,29.65
"43021",10.7959643205821,6,19.11
"43023",5.90931461946928,1,11.34
"43025",8.30754983249963,2,18.99
"43026",4.11469541271195,7,14.59
"43030",8.07690487155378,2,20.87
"43031",17.9193510167588,1,29.63
"43032",17.829189156476,1,28.94
"43033",12.5754029700764,4,20.78
"43035",4.95784800207263,6,14.6
"43037",22.8762861944051,1,29.21
"43046",14.5197386836794,2,27.67
"43054",10.2202625700928,7,18.39
"43055",8.52670210707456,1,0
"43056",8.89854068676285,1,11.54
"43062",11.2782325103068,4,20.83
"43064",13.7863775211238,4,22.2
"43065",6.54067007289417,6,13.73
"43066",15.0450918763812,2,25.5
"43068",5.11697708751383,8,10.88
"43071",14.2406991903083,1,24.35
"43072",18.312285451902,2,26.4
"43074",17.2271688388614,1,26.98
"43076",14.0464253691951,1,26.68
"43078",16.9634501905215,1,22.17
"43080",17.9352255660286,1,23.85
"43081",4.44418656987417,6,11.18
"43082",7.26585768851365,6,16.56
"43085",3.33086869174814,10,8.79
"43103",18.4418708533666,2,24.82
"43105",11.019045532978,1,24.02
"43109",4.65613264348868,10,11.91
"43110",7.07167338291973,7,19.4
"43111",16.1204125691478,2,28.82
"43112",10.4154157907782,1,23.42
"43115",17.7868361696499,2,26.35
"43116",14.3415170982824,3,24.34
"43117",15.2751500446518,6,27.46
"43119",5.74133895492418,7,8.9
"43123",5.04191729615895,9,16.13
"43125",9.29609101297505,9,15.15
"43126",10.492016404891,7,22.6
"43127",18.8184582029014,2,28.66
"43130",21.2273118398454,1,29.37
"43136",9.49601611940796,6,17.98
"43137",11.2543349302046,6,17.63
"43140",21.8276449822181,2,28.46
"43144",16.5073586896436,2,29.93
"43147",1.81598875210412,7,0
"43157",16.2428234002088,1,26.9
"43162",12.9431953288455,3,16.09
"43201",0.643380977387143,11,6.23
"43202",2.90673321910879,11,6.78
"43203",1.89339616132725,11,3.48
"43204",2.2659495863829,11,6.28
"43205",0.792557414815987,11,0
"43206",1.7566080769171,11,4.21
"43207",3.48756362864031,11,0
"43209",1.46348418895662,11,5.85
"43210",2.35491563673553,11,8.18
"43211",2.07866363640156,11,0
"43212",1.5885412881014,11,7.34
"43213",2.37377312831454,8,0
"43214",5.58156171040954,10,9.88
"43215",2.89854282061103,11,0
"43217",10.2622922271343,9,13.67
"43219",4.83939764773276,11,10.8
"43220",5.83195438570119,10,13.04
"43221",3.74927310338851,9,14.82
"43222",2.75326858855652,11,4.84
"43223",2.74390424080715,11,9.1
"43224",4.54021295287927,10,9.06
"43227",1.15819469586306,10,7.97
"43228",3.47152824966304,9,0
"43229",1.83493012968962,10,0
"43230",7.42777007014438,11,13.52
"43231",1.37397842048111,8,6.68
"43232",3.59426037061178,9,14.28
"43235",3.98811558449188,7,0
"43240",2.48409124023752,6,12.04
"43302",0.159599991141312,2,0
"43314",12.6518968273823,2,15.42
"43320",15.4573532660779,2,22.28
"43322",6.68119835266312,2,12.08
"43323",14.7591249822824,2,21.06
"43332",17.2144265434582,2,29.48
"43337",10.8936896565144,2,24.54
"43338",23.1134272127083,1,29.86
"43341",12.8571558721848,2,21.77
"43342",8.8618392444985,2,18.04
"43351",23.9638813201652,2,29.99
"43356",10.4326469241781,2,18.37
"43402",16.6273724064399,1,24.76
"43403",19.7911325209081,1,27.56
"43408",15.3940519438091,1,26.44
"43412",16.056179774712,2,23.87
"43430",17.8099120190438,1,26.06
"43433",13.9167580926556,1,20.71
"43434",7.8518983325471,2,19.17
"43440",9.50945910567805,1,25.8
"43443",18.6871163532931,2,29.45
"43445",18.832515744683,1,28.22
"43447",11.9252826580221,3,20.8
"43452",19.8589260334077,1,22.48
"43460",5.55024772657562,4,10.71
"43463",13.8630870787242,4,19.42
"43464",16.6949737256006,1,20.74
"43465",9.10588112527402,4,16.84
"43468",15.6279252695278,2,23.74
"43469",22.7760345687682,1,29.59
"43504",13.0988786039073,4,18.76
"43515",22.8765223060946,1,29.47
"43522",19.5336335523751,1,23.14
"43525",11.4942650019653,3,18.24
"43528",5.89789655672649,4,10.65
"43537",1.46890889035343,4,0
"43540",19.9027001983564,1,26.97
"43542",6.43391162003426,4,13.18
"43547",16.4468746596407,1,27.96
"43551",9.63022624103578,4,13.66
"43558",13.9269334594355,3,19.99
"43560",7.80745781848384,4,12.76
"43565",16.234462198864,1,27.83
"43566",10.3076482347885,4,13.7
"43571",11.9775918831543,4,16.98
"43604",1.18118713930555,4,2.93
"43605",3.28606932547203,4,7.74
"43606",1.22748483893106,4,0
"43607",3.49306700457615,4,4.36
"43608",2.2416383880598,5,4.66
"43609",3.84924540049452,4,8.39
"43610",1.65788042935281,5,2.44
"43611",5.58000782671067,5,12.3
"43612",4.39244201786538,5,6.64
"43613",2.08074031660903,5,5.48
"43614",3.57356628082223,4,9.25
"43615",1.39898930430927,4,0
"43616",9.78962985518143,4,13.23
"43617",5.09228848834103,4,9.38
"43619",7.59697499817436,4,12.75
"43620",0.394661318314875,4,0
"43623",3.20641160633877,4,8.35
"43701",0.657616441701371,1,0
"43720",16.4584360553789,1,23.07
"43721",16.1046810390872,2,19.37
"43727",15.5913601606404,1,23.14
"43731",21.0344042991936,1,24.48
"43734",8.83980215639479,1,17.04
"43735",12.055753148944,1,16.92
"43738",13.6862527190597,1,19.36
"43740",15.4038398994301,2,17.54
"43746",12.8560682007548,1,19.98
"43762",18.5071636317318,1,25.1
"43767",13.8912860407801,1,20.27
"43771",11.0632544185128,1,24.39
"43777",13.9317082374658,1,17.03
"43802",15.6940858651806,1,28.78
"43821",16.5992083556871,1,24.04
"43830",14.4938669537373,2,21.91
"43842",16.6389045439768,1,24.92
"43906",16.749797633951,1,19.85
"43912",15.6014378100746,1,19.68
"43913",1.27723380299481,1,0
"43917",11.6693456814906,1,29.22
"43934",15.1935728110597,2,19.58
"43935",13.6634466208722,2,20.07
"43938",4.63203738766639,1,12.65
"43939",13.8182120832942,1,28.57
"43940",17.7411745476134,1,25.86
"43943",6.67438260372383,1,21.99
"43947",17.7572356925705,1,22.53
"43948",9.59255267153084,1,24.89
"43950",24.6387397318091,1,28.18
"43952",12.7086504372085,1,17.4
"43953",10.1324133276696,1,24.19
"43963",8.81534186697028,2,14.29
"43971",10.4111260479553,2,15.77
"44001",5.5814584616751,2,0
"44004",1.80920330554871,1,0
"44010",11.0415611153874,1,16.76
"44011",7.41124399306491,4,18.08
"44012",10.6887504294102,2,22.19
"44017",15.4466572902034,5,23.02
"44022",6.49965015513515,2,13.03
"44023",12.6344834799477,1,13.91
"44024",12.8296344088078,1,24.16
"44026",13.0170597371421,2,21.94
"44028",13.9699822473006,1,21.56
"44030",13.1964573930044,1,23.99
"44032",19.3699661853335,1,25.33
"44035",3.59839763681137,2,0
"44039",5.90633488048274,2,15.92
"44040",9.63053088611252,4,19.28
"44041",15.1658772388499,1,16.57
"44044",12.9088977708202,1,17.67
"44045",7.37408305803862,1,8.36
"44047",13.4258950283326,1,23.8
"44048",8.41842485860456,1,19.93
"44049",14.9373590270646,2,22.02
"44050",13.9698486198298,1,18.51
"44052",5.21702555354171,2,15.9
"44053",1.46390986178789,2,11.74
"44054",6.09284104615258,2,20.23
"44055",3.87218366041943,2,11.49
"44056",7.98114698347094,3,17.48
"44057",20.4896885614577,2,24.19
"44060",0.489889272894124,1,0
"44065",16.9343949462898,1,29.06
"44067",9.37015940961023,5,21.29
"44070",12.8158157373355,6,21.17
"44072",12.0216142057368,3,22.68
"44074",11.6105811924207,2,18.18
"44077",8.32598186675195,1,11.53
"44080",20.3387867814192,2,26.05
"44081",15.2456181009517,1,19.68
"44084",19.7477923417693,1,28.91
"44087",7.82562837322982,2,12.77
"44089",10.9348083313902,2,21.21
"44090",22.5817929092465,1,28.14
"44092",9.37064213195155,8,15.79
"44094",6.93958186074137,5,12.54
"44095",8.2697716575633,6,13.48
"44101",1.17255908051063,7,1.72
"44102",2.46210661455374,6,8.17
"44103",1.4117206522025,6,0
"44104",2.01803116324597,7,8.06
"44105",4.9050446522462,7,11.54
"44106",0.749968107001917,7,0
"44107",6.5751234180475,6,14.19
"44108",2.56412278448521,7,7.09
"44109",4.02913743436219,7,9.03
"44110",4.68286726274888,7,12.58
"44111",6.31077206108129,6,11.81
"44112",2.48794479398198,8,6.61
"44113",0.682461944565176,6,0
"44114",1.71023476307924,6,4.04
"44115",0.807887387697857,7,0
"44116",10.2467897074105,7,15.75
"44117",5.31845288653779,7,12.99
"44118",1.43545231930666,7,0
"44119",6.56705744000674,7,15.2
"44120",4.30958560682384,7,9.4
"44121",1.47815121814743,7,6.96
"44122",4.96947736789222,7,9.1
"44123",8.26092550662151,7,18.1
"44124",5.84761482653583,7,14
"44125",9.00780757731855,7,12.76
"44126",11.0057425958721,6,19.63
"44127",3.02080117957622,7,6.74
"44128",5.87023929576805,7,15.44
"44129",9.26588224893701,6,18.22
"44130",11.5766995052506,4,24.9
"44131",10.3725963883567,7,18.1
"44132",8.88250621788801,7,18.02
"44133",16.237562776141,2,29.31
"44134",9.45341648799605,6,19.26
"44135",9.71343234651322,7,15.13
"44136",17.7670271091777,2,26.67
"44137",6.29681348424633,7,15.28
"44138",12.6517214718042,1,22.63
"44139",2.44253554789031,4,0
"44140",14.2875763762421,5,22.81
"44141",13.3632066494232,7,20.24
"44142",11.4009447203184,5,18.94
"44143",6.13940124421009,8,15.8
"44144",5.27130877333354,7,12.96
"44145",12.9805757172011,5,23.19
"44146",4.31512718443903,7,13.95
"44147",15.667775094413,4,23.36
"44149",18.7921328601001,1,27.94
"44201",14.7461047288641,2,27.19
"44202",12.0203693725002,2,14.02
"44203",2.86319579780609,4,0
"44216",6.43359423888891,6,16.38
"44221",3.40666674549396,5,7.99
"44223",5.57376067893669,5,12.03
"44224",7.68838595056037,5,14.39
"44230",8.07688657581329,3,14.48
"44231",18.9075434052885,2,27.81
"44233",15.9992902309097,1,29.66
"44236",13.0769808933048,5,18.3
"44240",3.45801655217943,3,0
"44241",8.12276351023546,3,17.66
"44243",2.763997514071,3,6.08
"44250",6.38376063492734,6,12.51
"44251",23.3842290968336,1,27.55
"44253",21.9842658228948,1,26.25
"44256",19.702065641597,1,27.65
"44260",11.2228610859117,6,16.64
"44262",5.66500719428122,5,11.74
"44264",10.8563527644647,3,23.73
"44265",11.7020340828201,3,24.12
"44266",7.02758338759574,2,13
"44270",13.7307171702832,1,22.5
"44272",10.4702528507896,2,21.4
"44273",19.846179208887,1,23.17
"44274",10.8799704294897,4,20.57
"44276",18.2770860819748,1,23.73
"44278",5.58377958731432,5,8.56
"44280",19.2371399146323,1,27.94
"44281",11.1937735651188,4,15
"44285",16.0340891432992,3,23.06
"44286",12.2445605881274,2,22.88
"44288",16.8910692099305,2,23.29
"44301",3.57090974734635,6,10.08
"44302",2.89335684189537,5,7.45
"44303",1.97434778519028,5,7.44
"44304",1.13497663444318,6,5.99
"44305",2.30234206302693,5,0
"44306",3.41970223586909,6,7.91
"44307",3.60297700786081,5,10.28
"44308",1.64567637099621,5,7.13
"44310",1.06881525333627,5,0
"44311",2.09171844330257,6,8.87
"44312",6.66027938094887,6,11.1
"44313",2.02607350481069,4,0
"44314",3.61785971451944,5,9.47
"44319",4.71875524690267,7,14.32
"44320",3.18664575838494,5,7.27
"44321",5.32684352457781,4,14.88
"44333",5.97060001730737,4,13.43
"44401",18.1651216614247,2,23.62
"44402",13.996991201108,2,22.47
"44403",6.23622354087318,7,7.73
"44404",9.48159281743962,3,17.72
"44405",5.54131738495172,6,11.32
"44406",9.54222756141221,3,11.64
"44408",13.3858947060594,2,19.99
"44410",11.414422868756,5,18.8
"44412",19.6134930871193,2,27.86
"44413",17.3747452250024,1,28.69
"44418",10.2858313089802,3,19.15
"44420",2.44989655642811,7,11.38
"44425",6.62771275546308,6,7.83
"44428",19.6368085242343,2,26.59
"44429",17.3026084144858,1,24.82
"44430",6.4320000242865,3,5.68
"44431",18.3116878262089,2,24.88
"44436",7.05770586331256,6,16.97
"44437",4.22436793815638,7,13.34
"44438",2.98963042767714,7,4.79
"44440",6.01435305079764,7,11.54
"44442",8.2060523103389,4,16.02
"44443",9.77601183441963,3,18.02
"44444",12.5538124852287,3,15.79
"44445",16.4004673099552,1,22.94
"44446",5.21342201651426,7,14.58
"44451",11.2561262314839,5,20.97
"44452",7.50314486920794,3,8.74
"44460",20.0191652116321,1,27.88
"44470",11.5744627738046,2,14.76
"44471",3.74526172027843,6,11.71
"44473",8.93163085611982,7,13.77
"44481",3.52432219917927,3,0
"44483",2.56578881807299,5,0
"44484",3.01383382161875,7,12.52
"44485",2.17329546327178,3,8.04
"44490",14.8183556728226,2,22.25
"44491",16.3401620877208,2,25.66
"44502",5.2597057995565,6,7.62
"44503",4.46733785710647,7,4.87
"44504",2.47422480070247,7,5.98
"44505",3.702322989116,6,0
"44506",5.77028399038591,8,5.49
"44507",4.52898740961205,6,6.3
"44509",1.08902555515985,7,0
"44510",2.49132018402611,7,5.62
"44511",4.07697034589308,5,7.91
"44512",2.21025495014292,5,0
"44514",3.23373544656581,5,8.16
"44515",3.78361073225998,7,8.17
"44601",19.3979033500333,1,23.7
"44608",15.6361024741776,2,29.38
"44612",14.4859032536673,3,21.51
"44613",11.8764764239515,3,19.84
"44614",7.94399668182745,4,18.82
"44618",13.8221602563606,3,22.63
"44626",11.1410887612508,3,20.05
"44632",14.6453983269637,3,18.74
"44640",19.1452892635447,1,29.81
"44641",10.2719881305244,3,10.81
"44643",16.4161435385255,1,26.22
"44645",12.6780860351581,3,23.48
"44646",1.39506082545492,3,0
"44647",5.11136379746118,3,10
"44652",8.72779481433328,3,14.53
"44659",18.3873703404232,2,27.92
"44662",9.8730463247373,3,17.55
"44666",9.13480831506257,3,20.37
"44667",18.2199667861282,1,29.09
"44669",14.8451264152661,1,23.81
"44670",13.4173756527798,1,20.12
"44671",15.1081790586487,1,27.12
"44677",22.4508950786665,1,29.28
"44680",18.3024348135871,1,29.7
"44685",11.6716754960178,6,21.07
"44688",13.9946393075026,1,21.9
"44689",18.6756202239175,2,28.67
"44697",16.9562876973191,1,24.81
"44702",1.07965027938765,3,4.92
"44703",0.682478789589913,3,5.42
"44704",2.3819972215865,3,7.39
"44705",3.40945257076306,3,4.18
"44706",4.97764995569973,3,12.65
"44707",4.83114661092118,3,9.5
"44708",2.97843034856134,3,9.25
"44709",3.00478980323714,3,5.38
"44710",2.78897341746538,3,9.95
"44714",2.42483447422624,3,0
"44718",4.38877037273791,5,11.4
"44720",8.35566370037182,6,13.19
"44721",8.13351564859835,3,11.52
"44730",8.83812036965348,3,13.85
"44805",18.7845771232766,1,27.07
"44811",21.2044176528181,1,25.46
"44813",13.0617554873434,1,19.32
"44814",19.1682892512415,1,26.18
"44816",12.3441595296485,2,19.87
"44824",9.68215374276438,1,15.42
"44826",24.0274400142552,1,29.05
"44827",17.5069823334645,1,26.59
"44838",18.6311922879027,1,25.36
"44839",11.4255968918008,1,14.61
"44843",9.3328743726447,1,15.59
"44846",12.937368431294,1,18.56
"44847",19.972366868462,1,24.81
"44857",22.3315785280181,1,25.2
"44870",4.25988932424395,1,0
"44875",15.970655740568,1,26.26
"44889",19.4134825280491,2,25.27
"44901",4.67887535544882,1,12.09
"44902",1.82547607936673,1,5.79
"44903",3.11474121254421,1,8.88
"44904",9.20933079211782,1,10.84
"44905",5.14989648752978,1,11.26
"44906",4.12719371632631,1,11.78
"44907",1.38766461320802,1,0
"45001",6.00518529796365,11,16.66
"45002",5.32657426778741,4,21.08
"45003",21.9326959777871,1,28.87
"45005",4.07523615107307,10,12.83
"45011",7.72764029746159,9,11.65
"45013",8.77768423931624,9,12.67
"45014",1.12624156623953,9,0
"45015",2.33560147126755,11,0
"45030",9.24077139724393,9,21.49
"45032",12.1541813575856,4,20.36
"45033",7.41256582605506,10,17.27
"45034",3.4766127124967,10,12.06
"45036",3.26369018405462,6,0
"45039",5.29941760267885,9,13.57
"45040",1.38402292522925,10,0
"45041",3.60191119377867,17,12.86
"45042",6.58182516592348,7,0
"45044",4.75333988799891,7,0
"45050",4.84387190678249,10,7.79
"45051",3.64510301991171,11,9.24
"45052",6.27175171021028,4,21.84
"45054",7.03144427365312,4,19.65
"45062",12.5030279051525,7,16.09
"45064",17.6757431749846,1,29.28
"45065",5.87822803560643,5,15.61
"45066",7.40192213044375,8,15.78
"45067",8.48431901222466,4,13.98
"45068",10.0184470545674,4,13.61
"45069",5.04628511332089,11,15.73
"45070",15.650634496223,2,25.85
"45102",6.81035941818424,5,12.44
"45103",1.64155649459845,5,0
"45106",13.1629426093905,3,22.61
"45111",1.84941491138107,12,11.55
"45113",11.1162725039599,2,15.58
"45115",14.0930315443715,1,23.52
"45118",16.8231637794514,2,24.17
"45120",13.6456676804205,1,26.51
"45121",1.0841376656407,1,0
"45122",11.0128670260339,5,20.2
"45130",8.29732590520311,1,11.96
"45131",7.72258602797029,1,15.97
"45140",6.80426591438576,10,17.95
"45145",11.3909305788564,5,18.44
"45146",11.9736755067744,1,20.69
"45147",2.44590365954546,18,11.11
"45148",14.5293191446966,1,28.89
"45150",1.88256886240614,9,0
"45152",10.0256282359151,3,25.24
"45154",15.8885047618695,3,23.68
"45158",9.79368914797682,5,17.67
"45159",14.4948198846267,1,25.91
"45160",3.83635564602093,5,8.54
"45162",15.1234250642932,3,24.77
"45164",10.4274873442649,2,22.46
"45166",10.6905801706616,1,17.57
"45167",10.1703469575177,1,22.34
"45168",9.9117836854664,1,18.28
"45169",13.8570577622152,1,22.51
"45174",2.61922219772733,11,10.6
"45176",8.59303397768396,2,16.65
"45177",1.31305852308034,1,0
"45202",1.44450462065967,13,4.65
"45203",1.34217075824227,14,4.82
"45204",3.86527641616812,12,8.49
"45205",3.21299251315295,12,7.23
"45206",1.09217291360363,14,0
"45207",1.96884423838617,16,4.67
"45208",4.45258359255395,17,8.17
"45209",5.21451828227731,18,10.32
"45211",2.58477755481803,12,9.26
"45212",4.06682814561216,19,7.79
"45213",6.74212705672732,19,13.64
"45214",1.64725101626433,14,0
"45215",4.86207088999186,19,10.73
"45216",5.88771649921651,19,9.07
"45217",2.7556981367514,16,4.42
"45218",1.98651517160296,16,5.82
"45219",0.935405733676547,14,0
"45220",1.21078477201561,15,0
"45223",4.01109012787004,17,8.05
"45224",3.62062294896576,17,6.83
"45225",2.97997224752336,15,7.14
"45226",5.65826148623294,16,7.44
"45227",7.61499311252875,18,15.79
"45229",1.67911949797437,15,0
"45230",8.01854068524163,14,17.75
"45231",4.09546276506373,17,11.45
"45232",3.96248797741378,17,9.35
"45233",3.73356411155239,11,10
"45236",5.38211011563243,20,12.3
"45237",5.99515575280437,18,10.52
"45238",1.867895710821,11,0
"45239",0.355422838634669,17,0
"45240",2.00248319729916,12,0
"45241",1.67122824126033,14,12.63
"45242",2.78532848508996,17,0
"45243",4.46135555915096,17,12.39
"45244",5.84057714883088,9,16.68
"45245",8.45156433265122,13,12.18
"45246",1.24709306673403,20,0
"45247",2.61591035227123,16,0
"45248",2.44197217603543,15,14.29
"45249",3.67474773051723,19,10.84
"45251",5.46992799518526,17,10.83
"45252",6.79604339406169,10,14.19
"45255",9.95070579388914,13,17
"45301",6.81685235507245,8,8.28
"45302",23.2674237539306,2,26.5
"45305",7.35778909247672,7,15.36
"45306",23.1646290190148,1,29.08
"45307",14.440635886252,2,24.39
"45308",12.7136988390962,2,23.35
"45309",14.2723827140579,5,21.39
"45312",12.2873042686096,2,25.46
"45314",12.0112745766186,2,18.07
"45315",9.43274134933722,6,12.88
"45316",11.794939804164,2,19.21
"45317",14.0182591222331,2,25.76
"45318",5.61618259486914,2,10.32
"45319",8.66116674606537,2,10.2
"45320",12.8114876049853,1,26.7
"45321",12.137673380273,1,22.69
"45322",10.5218926882636,6,13.67
"45323",10.2853868702794,2,13.88
"45324",11.3022706970231,8,16.51
"45325",11.8123925337332,4,24.8
"45326",8.67422673126216,2,13.47
"45327",11.12573008463,7,13.57
"45328",15.5265587660015,2,22.2
"45330",17.0429581234309,1,27.21
"45332",15.8045946858425,1,29.78
"45333",9.86574606809776,2,14.06
"45335",14.4141189925871,1,23.6
"45338",20.8105860994071,2,25.04
"45339",13.3427750782719,3,25.4
"45341",11.6209370348738,4,19.2
"45342",6.29451930527431,8,16.04
"45344",13.4213849879196,7,19.1
"45345",10.7232259901991,6,14.09
"45347",7.45715899674307,1,14.17
"45349",10.0990815656267,1,25.81
"45354",15.5161093861073,5,21.66
