"","NAME","FIPS","year","totPopE","whiteP","blackP","hispanicP","und18P","age35_49P","age50_64P","ovr65P","VetPercent","noHSP","disbP"
"2193","Pontotoc County, Oklahoma","40123",2000,35143,74.81,2.04,2.3,24.68,20.3,15.6,14.97,9.75,21.77,40.37
"2194","Pottawatomie County, Oklahoma","40125",2000,65521,78.79,2.87,2.36,25.78,21.29,15.71,13.76,11.5,20.74,39.72
"2195","Pushmataha County, Oklahoma","40127",2000,11667,77.11,0.75,1.64,25.96,20.35,18.43,18.27,12.43,30.95,57.88
"2196","Roger Mills County, Oklahoma","40129",2000,3436,90.22,0.29,2.65,23.78,22.85,18.57,18.74,10.24,20.74,37.86
"2197","Rogers County, Oklahoma","40131",2000,70641,78.95,0.71,1.83,28.67,23.82,16.8,11.27,12.28,16.62,30.54
"2198","Seminole County, Oklahoma","40133",2000,24894,69.9,5.52,2.22,26.34,20.64,16.63,16.75,11.01,26.78,50.26
"2199","Sequoyah County, Oklahoma","40135",2000,38972,67.44,1.83,2.03,27.44,21.08,17.45,13.49,11.24,29.79,49.78
"2200","Stephens County, Oklahoma","40137",2000,43182,86.21,2.17,3.96,24.59,22.18,16.69,18.48,12.06,23.03,40.19
"2201","Texas County, Oklahoma","40139",2000,20107,66.74,0.57,29.86,28.78,20.74,12.87,10.23,7.25,28.06,25.69
"2202","Tillman County, Oklahoma","40141",2000,9287,68.53,8.92,17.67,26.75,19.59,16.4,19.33,9.54,32.65,45.92
"2203","Tulsa County, Oklahoma","40143",2000,563299,72.46,10.84,5.97,26.26,22.96,14.31,11.85,10.06,14.94,32.19
"2204","Wagoner County, Oklahoma","40145",2000,57491,78.89,3.71,2.5,28.11,23.78,17.8,10.15,11.58,18.71,33.85
"2205","Washington County, Oklahoma","40147",2000,48996,79.88,2.46,2.64,25.03,21.83,17.05,17.76,11.94,14.75,39.28
"2206","Washita County, Oklahoma","40149",2000,11508,90.42,0.43,4.48,26.26,21.85,15.28,18.77,10.44,20.28,33.65
"2207","Woods County, Oklahoma","40151",2000,9089,91.91,2.33,2.42,19.19,18.59,14.7,19.89,9.24,17.29,28.39
"2208","Woodward County, Oklahoma","40153",2000,18486,90.3,1.09,4.85,25.77,23.46,15.81,14.18,9.98,20.08,31.58
"2209","Baker County, Oregon","41001",2000,16741,94.61,0.22,2.34,24.22,22.57,19.28,19.03,13.89,19.67,44.41
"2210","Benton County, Oregon","41003",2000,78153,86.77,0.82,4.66,21.31,21.67,13.58,10.27,9.02,6.88,21.6
"2211","Clackamas County, Oregon","41005",2000,338391,89.11,0.61,4.95,26.16,25.36,17.26,11.06,11.12,11.05,26.04
"2212","Clatsop County, Oregon","41007",2000,35630,90.83,0.44,4.48,23.67,23.57,17.79,15.56,13.85,14.44,34.63
"2213","Columbia County, Oregon","41009",2000,43560,93.15,0.22,2.51,27.32,24.94,17.45,11.62,14.1,14.44,31.75
"2214","Coos County, Oregon","41011",2000,62779,90.18,0.27,3.4,21.93,22.53,19.66,19.15,15.48,18.44,47.49
"2215","Crook County, Oregon","41013",2000,19182,91.4,0.03,5.64,26.59,21.34,18.51,14.69,12.55,19.53,37.39
"2216","Curry County, Oregon","41015",2000,21137,90.86,0.15,3.6,19.23,20.42,21.67,26.63,18.65,18.33,49.04
"2217","Deschutes County, Oregon","41017",2000,115367,92.9,0.18,3.73,24.78,24.27,17.35,13.08,12.57,11.64,27.62
"2218","Douglas County, Oregon","41019",2000,100399,91.94,0.16,3.27,23.98,22.01,18.58,17.82,15.37,19.02,39.2
"2219","Gilliam County, Oregon","41021",2000,1915,96.03,0.16,1.83,23.24,24.23,18.49,19.06,13.63,10.75,34.26
"2220","Grant County, Oregon","41023",2000,7935,94.59,0.1,2.05,25.77,22.97,19.61,16.76,11.73,15.49,33.04
"2221","Harney County, Oregon","41025",2000,7609,89.67,0.12,4.15,25.96,24.21,18.1,15,14.18,18.75,38.4
"2222","Hood River County, Oregon","41027",2000,20411,70.68,0.32,25.02,27.97,23.87,13.72,12.85,9.08,21.85,27.02
"2223","Jackson County, Oregon","41029",2000,181269,88.71,0.37,6.69,24.42,22.35,17.35,15.99,13.81,15.01,34.35
"2224","Jefferson County, Oregon","41031",2000,19009,64.89,0.23,17.74,29.81,20.72,16.6,12.43,11.34,23.48,31.04
"2225","Josephine County, Oregon","41033",2000,75726,91.43,0.25,4.26,23.07,21.35,19.42,20.12,15.76,18.24,41.02
"2226","Klamath County, Oregon","41035",2000,63775,84.14,0.57,7.78,25.83,21.94,17.34,14.93,13.91,18.51,38.16
"2227","Lake County, Oregon","41037",2000,7422,89.15,0.11,5.44,24.89,23.21,19.62,17.7,14.94,20.35,39.13
"2228","Lane County, Oregon","41039",2000,322959,88.58,0.74,4.61,22.86,22.69,16.17,13.3,11.69,12.47,32.03
"2229","Lincoln County, Oregon","41041",2000,44479,88.27,0.25,4.76,21.44,22.71,20.36,19.53,15.35,15.12,39.74
"2230","Linn County, Oregon","41043",2000,103069,91.21,0.28,4.38,26.03,22.22,16.56,14.51,12.71,18.12,36.68
"2231","Malheur County, Oregon","41045",2000,31615,68.8,1.17,25.62,27.63,20.96,14.07,13.67,10.02,28.98,29.5
"2232","Marion County, Oregon","41047",2000,284834,76.49,0.8,17.1,27.37,21.64,14.21,12.36,10.53,20.71,32.36
"2233","Morrow County, Oregon","41049",2000,10995,71.95,0.13,24.43,30.79,22.28,15.14,10.63,10.66,25.89,29.72
"2234","Multnomah County, Oregon","41051",2000,660486,76.53,5.54,7.51,22.29,24.37,14.37,11.14,9.59,14.36,31.63
"2235","Polk County, Oregon","41053",2000,62380,85.59,0.37,8.78,25.35,21.45,15.67,14.82,11.59,14.54,32.4
"2236","Sherman County, Oregon","41055",2000,1934,92.14,0,4.86,26.42,23.73,18.15,18.25,16.03,15.73,24.51
"2237","Tillamook County, Oregon","41057",2000,24262,91.03,0.17,5.13,22.24,21.96,20.01,19.77,13.99,15.91,41.3
"2238","Umatilla County, Oregon","41059",2000,70548,77.49,0.76,16.11,27.77,22.37,14.77,12.31,10.87,22.23,30.84
"2239","Union County, Oregon","41061",2000,24530,93.12,0.48,2.45,24.65,21.48,16.84,14.74,12.01,14.37,34.14
"2240","Wallowa County, Oregon","41063",2000,7226,95.74,0.03,1.73,24.29,24.48,19.91,18.88,13.96,12.53,31.07
"2241","Wasco County, Oregon","41065",2000,23791,83.93,0.27,9.31,25.37,22.26,17.6,16.67,14.1,17.88,32.74
"2242","Washington County, Oregon","41067",2000,445342,77.75,1.07,11.17,26.86,24.47,13.4,8.84,9.1,11.09,23.77
"2243","Wheeler County, Oregon","41069",2000,1547,92.5,0.06,5.11,22.69,19.07,23.59,23.27,16.74,20.65,33.42
"2244","Yamhill County, Oregon","41071",2000,84992,84.34,0.7,10.61,26.88,22.99,13.99,11.74,11.23,17.22,28.51
"2245","Adams County, Pennsylvania","42001",2000,91292,93.72,1.15,3.64,24.94,23.83,15.61,13.86,10.64,20.29,26.82
"2246","Allegheny County, Pennsylvania","42003",2000,1281666,83.81,12.33,0.87,21.94,23.43,15.69,17.82,11.13,13.67,30.2
"2247","Armstrong County, Pennsylvania","42005",2000,72392,98.04,0.8,0.43,22.89,23.67,16.63,18.03,12.02,20.03,35.23
"2248","Beaver County, Pennsylvania","42007",2000,181412,92.07,5.91,0.72,22.63,23.81,16.6,18.42,12.49,16.4,31.81
"2249","Bedford County, Pennsylvania","42009",2000,49984,98.21,0.33,0.53,23.56,22.67,17.49,16.49,10.66,21.74,34.97
"2250","Berks County, Pennsylvania","42011",2000,373638,84.85,3.34,9.73,24.6,23.39,15.43,15.04,10.11,21.96,28.68
"2251","Blair County, Pennsylvania","42013",2000,129144,97.29,1.16,0.51,22.67,22.59,16.45,17.39,12.31,16.24,34.55
"2252","Bradford County, Pennsylvania","42015",2000,62761,97.54,0.4,0.63,25.53,22.78,17.39,15.72,11.66,18.29,33.71
"2253","Bucks County, Pennsylvania","42017",2000,597635,91.15,3.17,2.34,25.68,26.11,16.21,12.4,9.6,11.41,24.75
"2254","Butler County, Pennsylvania","42019",2000,174083,97.44,0.77,0.58,24.61,24.64,15.3,14.26,10.54,13.22,25.37
"2255","Cambria County, Pennsylvania","42021",2000,152598,95.24,2.77,0.89,21.02,22.55,16.3,19.72,12.4,19.95,35.75
"2256","Cameron County, Pennsylvania","42023",2000,5974,98.46,0.35,0.57,24.51,21.12,17.64,19.75,13.39,20.22,37.76
"2257","Carbon County, Pennsylvania","42025",2000,58802,96.85,0.57,1.46,22.16,23.62,16.71,18.48,13.46,20.99,37.37
"2258","Centre County, Pennsylvania","42027",2000,135758,90.64,2.56,1.65,18.02,19.02,12.42,10.37,8.12,11.81,17.79
"2259","Chester County, Pennsylvania","42029",2000,433501,87.18,6.09,3.72,26.2,25.74,15.81,11.69,8.79,10.7,20.91
"2260","Clarion County, Pennsylvania","42031",2000,41765,97.85,0.78,0.41,21.63,20.77,15.65,15.17,10.67,18.24,30.35
"2261","Clearfield County, Pennsylvania","42033",2000,83382,97.15,1.48,0.56,22.69,23.15,16.68,16.9,11.64,20.9,34.26
"2262","Clinton County, Pennsylvania","42035",2000,37914,97.92,0.5,0.54,21.48,20.76,15.99,16.78,11.82,19.63,33.69
"2263","Columbia County, Pennsylvania","42037",2000,64151,97.07,0.75,0.95,20.81,21.63,15.87,15.9,11.31,19.38,29.49
"2264","Crawford County, Pennsylvania","42039",2000,90366,96.57,1.58,0.59,24.7,22.23,16.51,15.55,11.72,18.45,31.91
"2265","Cumberland County, Pennsylvania","42041",2000,213674,93.57,2.32,1.35,21.99,23.63,16.34,14.86,11.52,13.91,23.08
"2266","Dauphin County, Pennsylvania","42043",2000,251798,75.6,16.56,4.13,24.27,24.46,15.88,14.24,11,16.62,28.18
"2267","Delaware County, Pennsylvania","42045",2000,550864,79.59,14.35,1.52,24.84,23.54,14.62,15.55,9.7,13.48,28.12
"2268","Elk County, Pennsylvania","42047",2000,35112,98.66,0.13,0.4,24.05,23.4,16.04,17.3,12.03,17.3,29.45
"2269","Erie County, Pennsylvania","42049",2000,280843,89.82,6.01,2.18,25.04,22.61,14.72,14.33,10.44,15.35,28.43
"2270","Fayette County, Pennsylvania","42051",2000,148644,95.04,3.49,0.38,22.69,22.67,16.53,18.12,11.34,23.97,44.06
"2271","Forest County, Pennsylvania","42053",2000,4946,95.41,2.22,1.21,22.66,20.74,21.8,19.92,16.4,20.56,40.9
"2272","Franklin County, Pennsylvania","42055",2000,129313,94.49,2.24,1.75,24.01,22.41,16.56,16.05,11.37,21.07,28.11
"2273","Fulton County, Pennsylvania","42057",2000,14261,98.02,0.61,0.36,24.59,21.95,18.34,14.5,10.39,26.77,34.22
"2274","Greene County, Pennsylvania","42059",2000,40672,94.33,3.88,0.88,22.08,23.25,15.91,15.23,11.43,24.28,38.87
"2275","Huntingdon County, Pennsylvania","42061",2000,45586,92.8,5.12,1.15,21.7,22.68,16.83,14.8,11.54,25.4,30.14
"2276","Indiana County, Pennsylvania","42063",2000,89605,96.53,1.55,0.51,21.05,21.2,15.41,14.87,9.87,18.95,32.26
"2277","Jefferson County, Pennsylvania","42065",2000,45932,98.67,0.11,0.41,23.55,22.83,16.36,17.91,11.3,19,32.68
"2278","Juniata County, Pennsylvania","42067",2000,22821,97.3,0.3,1.62,24.99,22.18,16.83,15.21,9.19,25.48,29.21
"2279","Lackawanna County, Pennsylvania","42069",2000,213295,95.9,1.25,1.39,21.77,21.87,16.3,19.48,11.43,17.99,36.75
"2280","Lancaster County, Pennsylvania","42071",2000,470658,89.31,2.51,5.68,26.62,22.87,14.74,14.04,8.83,22.64,25.12
"2281","Lawrence County, Pennsylvania","42073",2000,94643,94.64,3.59,0.56,23.12,22.37,15.99,19.25,11.42,18.42,32.08
