"","NAME","FIPS","year","totPopE","whiteP","blackP","hispanicP","und18P","age35_49P","age50_64P","ovr65P","VetPercent","noHSP","disbP"
"847","Louisa County, Iowa","19115",2000,12183,86.42,0.21,12.62,27.74,22.56,14.85,14.05,9.35,20.34,26.3
"848","Lucas County, Iowa","19117",2000,9422,98.05,0.13,0.87,25.39,21,16.64,19.33,9.52,20.88,33.8
"849","Lyon County, Iowa","19119",2000,11763,98.93,0.09,0.36,27.99,21.28,13.71,18.8,7.81,21.29,22.81
"850","Madison County, Iowa","19121",2000,14019,98.17,0.09,0.75,27.12,23.33,15.64,15.18,10.52,12.42,22.2
"851","Mahaska County, Iowa","19123",2000,22335,96.75,0.63,0.85,25.71,22.27,14.38,16.34,9.3,17.38,29.21
"852","Marion County, Iowa","19125",2000,32052,96.95,0.4,0.8,25.35,22.18,14.99,15.91,10.2,16.02,28.14
"853","Marshall County, Iowa","19127",2000,39311,88.12,0.89,8.96,25.26,22.09,16.24,16.42,11.33,17.71,27.15
"854","Mills County, Iowa","19129",2000,14547,97.16,0.28,1.23,26.75,24.78,17.37,12.62,11.54,16.81,30.15
"855","Mitchell County, Iowa","19131",2000,10874,98.88,0.17,0.58,26.53,21.33,15.08,21.57,10.76,15.56,24.67
"856","Monona County, Iowa","19133",2000,10020,97.91,0.08,0.7,23.22,21.35,16.16,23.93,12.63,18.31,33.35
"857","Monroe County, Iowa","19135",2000,8016,98.1,0.2,0.5,25.35,20.71,16.11,19.54,10.3,17.78,37.75
"858","Montgomery County, Iowa","19137",2000,11771,97.6,0.08,1.3,24.99,21.66,15.58,20.26,10.12,18.17,36.34
"859","Muscatine County, Iowa","19139",2000,41722,85.68,0.65,11.92,26.89,23.36,15.31,12.94,9.24,19.69,30.49
"860","O'Brien County, Iowa","19141",2000,15102,96.83,0.3,1.77,24.78,21.86,14.74,21.13,9.97,19.33,23.81
"861","Osceola County, Iowa","19143",2000,7003,97.27,0.11,1.78,26.07,23.15,14.85,18.93,10.15,18.94,22.52
"862","Page County, Iowa","19145",2000,16976,95.15,1.63,1.56,23.26,22.34,15.37,19.82,10.99,14.54,33.73
"863","Palo Alto County, Iowa","19147",2000,10147,98.12,0.09,0.76,24.05,20.94,15.08,21.32,10.81,16.33,24.44
"864","Plymouth County, Iowa","19149",2000,24849,97.45,0.27,1.32,28.32,23.41,14.29,15.95,9.87,12.64,21.34
"865","Pocahontas County, Iowa","19151",2000,8662,98.01,0.24,0.89,25.42,22.96,16.74,21.72,13.23,13.36,27.29
"866","Polk County, Iowa","19153",2000,374601,86.43,4.77,4.4,25.71,23.59,14.3,11.15,9.12,11.67,25.82
"867","Pottawattamie County, Iowa","19155",2000,87704,94.26,0.75,3.3,26.01,23.31,15.3,13.65,11.38,15.96,31.32
"868","Poweshiek County, Iowa","19157",2000,18815,96.18,0.54,1.2,22.65,21.22,15.69,17.63,9.68,13.26,29.15
"869","Ringgold County, Iowa","19159",2000,5469,98.85,0.11,0.24,24.04,19.88,16.97,23.99,11.03,17.19,31.67
"870","Sac County, Iowa","19161",2000,11529,98.01,0.25,0.96,24.1,21.5,15.6,22.67,11.48,15.84,27.8
"871","Scott County, Iowa","19163",2000,158668,86.58,5.99,4.06,26.48,23.42,15.32,11.77,10.45,13.68,26.14
"872","Shelby County, Iowa","19165",2000,13173,98.22,0.1,0.67,26.39,23.03,15.11,20.41,11.11,13.41,23.52
"873","Sioux County, Iowa","19167",2000,31589,96.15,0.18,2.56,27.12,20.17,12.52,15.05,7.19,19.64,17.42
"874","Story County, Iowa","19169",2000,79981,90.3,1.8,1.55,19.06,18.09,11.25,9.84,7.44,6.47,16.6
"875","Tama County, Iowa","19171",2000,18103,89.16,0.24,3.75,26.56,21,15.76,18.73,11.17,15.76,25.69
"876","Taylor County, Iowa","19173",2000,6958,95.33,0.03,3.81,23.93,20.42,16.05,22.36,11.15,16.7,32.77
"877","Union County, Iowa","19175",2000,12309,97.85,0.23,1.02,23.29,21.7,16.99,18.66,11.28,12.68,29.35
"878","Van Buren County, Iowa","19177",2000,7809,98.08,0.06,0.77,24.77,21.46,17.36,19.09,10.87,17.29,34.29
"879","Wapello County, Iowa","19179",2000,36051,95.25,0.91,2.22,23.29,22.06,15.75,17.79,12.27,18.5,39.39
"880","Warren County, Iowa","19181",2000,40671,97.45,0.26,1.08,27.01,24.11,15.63,11.84,9.39,9.97,21.88
"881","Washington County, Iowa","19183",2000,20670,95.97,0.28,2.73,26.07,22.7,15.21,17.87,9.14,17.51,27.62
"882","Wayne County, Iowa","19185",2000,6730,98.28,0.06,0.71,23.86,21.05,16.46,23.79,10.43,16.05,37.9
"883","Webster County, Iowa","19187",2000,40235,92.37,3.33,2.35,24.47,21.57,14.51,17.37,10.71,15.76,28.29
"884","Winnebago County, Iowa","19189",2000,11723,96.37,0.18,2.02,24.09,22.69,14.83,18.92,9.55,12.74,26
"885","Winneshiek County, Iowa","19191",2000,21310,97.4,0.51,0.8,22.99,21.3,13.85,15.7,7.88,15.94,21
"886","Woodbury County, Iowa","19193",2000,103877,83.58,1.94,9.11,27.33,21.83,13.64,13.36,10.02,18.56,28.05
"887","Worth County, Iowa","19195",2000,7909,97.27,0.27,1.57,24.29,23.47,15.84,19.37,12.21,14.01,28.44
"888","Wright County, Iowa","19197",2000,14334,94.1,0.13,4.93,24.47,22.16,15.69,21.19,9.77,15.6,27.44
"889","Allen County, Kansas","20001",2000,14385,93.96,1.62,1.93,25.23,21.22,15.85,18.03,10.85,16.86,34.36
"890","Anderson County, Kansas","20003",2000,8110,96.88,0.31,1.09,26.18,20.67,16.08,20.05,10.12,18.12,36.83
"891","Atchison County, Kansas","20005",2000,16774,90.44,5.26,1.95,26.67,20.15,15.04,16.23,9.96,15.33,27.6
"892","Barber County, Kansas","20007",2000,5307,96.19,0.3,2.02,24.99,22.57,16.85,21.5,10.65,14.21,33.01
"893","Barton County, Kansas","20009",2000,28205,88.97,1.08,8.31,25.99,22.43,14.79,17.88,9.88,17.74,27.97
"894","Bourbon County, Kansas","20011",2000,15379,93.28,3.03,1.29,25.76,20.31,15.57,18.23,11.11,15.79,39.16
"895","Brown County, Kansas","20013",2000,10724,86.07,1.5,2.32,26.37,21.21,15.59,19.48,10.97,15.41,34.5
"896","Butler County, Kansas","20015",2000,59482,93.57,1.36,2.25,28.64,24.96,13.92,12.58,10.41,12.67,28.24
"897","Chase County, Kansas","20017",2000,3030,96.04,0.92,1.75,24.13,23,16.93,18.75,12.34,12.88,29.17
"898","Chautauqua County, Kansas","20019",2000,4359,93,0.3,1.35,23.38,18.67,19.55,24.34,12.3,18.97,46.64
"899","Cherokee County, Kansas","20021",2000,22605,91.57,0.61,1.29,26.5,21.39,16.46,15.15,9.96,19.65,40.65
"900","Cheyenne County, Kansas","20023",2000,3165,96.43,0.03,2.59,23.76,21.04,14.57,26.6,10.62,14.49,34.98
"901","Clark County, Kansas","20025",2000,2390,94.06,0.21,4.02,26.57,20.54,16.95,21.8,10.92,12.56,27.49
"902","Clay County, Kansas","20027",2000,8822,97.22,0.57,0.83,24.94,21.8,15.81,20.75,12.84,12.99,31.75
"903","Cloud County, Kansas","20029",2000,10268,97.95,0.33,0.6,22.36,18.92,16.01,23.22,11.41,14.47,32.41
"904","Coffey County, Kansas","20031",2000,8865,96.28,0.24,1.55,26.82,24.11,15.92,16.23,10.84,13.06,30.75
"905","Comanche County, Kansas","20033",2000,1967,96.9,0.05,1.78,22.11,19.57,19.67,25.83,12.81,8.68,32.94
"906","Cowley County, Kansas","20035",2000,36291,88.43,2.68,3.59,26.02,21.6,15.3,15.9,9.77,14.56,36.47
"907","Crawford County, Kansas","20037",2000,38242,92.26,1.75,2.38,22.95,19.15,13.93,15.45,9.83,15.46,33.64
"908","Decatur County, Kansas","20039",2000,3472,97.49,0.49,0.98,23.65,21.83,15.35,26.18,11.78,13.59,30.96
"909","Dickinson County, Kansas","20041",2000,19344,95.15,0.52,2.3,25.72,23.31,15.82,18.61,12.95,13.64,29.52
"910","Doniphan County, Kansas","20043",2000,8249,94.25,1.99,1.16,25.31,21.2,14.74,16.17,9.83,19.82,28.35
"911","Douglas County, Kansas","20045",2000,99962,84.58,4.15,3.27,20.41,19.26,10.81,7.94,6.92,7.64,21.71
"912","Edwards County, Kansas","20047",2000,3449,88.95,0.26,9.71,24.62,21.72,15.8,20.79,10.26,18.8,32.53
"913","Elk County, Kansas","20049",2000,3261,94.48,0.21,2.18,22.48,19.07,19.53,25.3,12.24,20.01,39.5
"914","Ellis County, Kansas","20051",2000,27507,95.1,0.63,2.37,22.41,20.7,12.58,14.32,8.4,12.83,24.04
"915","Ellsworth County, Kansas","20053",2000,6525,91.25,3.48,3.59,21.39,24.25,16.05,20.37,12.08,15.17,30.1
"916","Finney County, Kansas","20055",2000,40523,51.38,0.98,43.3,34.25,21.33,10.51,6.98,5.46,32.6,23.92
"917","Ford County, Kansas","20057",2000,32458,57.33,1.44,37.68,31.1,19.87,11.39,10.99,6.59,30.13,27.91
"918","Franklin County, Kansas","20059",2000,24784,93.58,1.16,2.62,27.52,22.91,14.58,14.03,9.73,14.69,30.6
"919","Geary County, Kansas","20061",2000,27947,61.5,21.49,8.45,29.63,20.82,11.34,9.42,15.4,13.99,27.84
"920","Gove County, Kansas","20063",2000,3068,97.43,0.1,1.24,26.17,21.54,16.49,22.69,9.68,15.52,23.31
"921","Graham County, Kansas","20065",2000,2946,94.7,3.22,0.78,22.54,23.63,17.55,23.66,10.73,16.38,36.01
"922","Grant County, Kansas","20067",2000,7909,63.52,0.11,34.67,32.76,22.8,12.9,9.65,5.53,28.46,19.43
"923","Gray County, Kansas","20069",2000,5904,88.6,0.17,9.81,31.55,21.48,13.26,12.69,5.45,26.39,20.85
"924","Greeley County, Kansas","20071",2000,1534,87.22,0.13,11.54,28.23,25.55,13.23,17.67,8.41,16.28,31.49
"925","Greenwood County, Kansas","20073",2000,7673,95.82,0.14,1.72,23.72,20.79,17.1,22.81,12.45,19.09,47.4
"926","Hamilton County, Kansas","20075",2000,2670,77.12,0.49,20.6,28.35,21.39,13.78,18.35,8.73,23.34,36.03
"927","Harper County, Kansas","20077",2000,6536,96.73,0.23,1.07,24.66,20.56,16.34,23.24,10.37,16.25,34.2
"928","Harvey County, Kansas","20079",2000,32869,88.15,1.53,7.97,26.03,22.36,14.44,16.77,8.95,14.73,26.82
"929","Haskell County, Kansas","20081",2000,4307,74.02,0.16,23.57,32.92,21.96,12.75,10.61,5.29,25.19,20.66
"930","Hodgeman County, Kansas","20083",2000,2085,95.54,0.91,2.69,28.97,23.84,14.96,18.99,8.78,13.08,28.54
"931","Jackson County, Kansas","20085",2000,12657,89.63,0.52,1.49,28.25,22.71,16.07,14.92,10.82,12.29,28.15
"932","Jefferson County, Kansas","20087",2000,18426,95.97,0.35,1.28,27.39,25.02,17,12.8,11.34,11.12,28.07
"933","Jewell County, Kansas","20089",2000,3791,98.21,0.03,0.71,21.95,22.34,17.81,25.93,12.42,12.4,36.06
"934","Johnson County, Kansas","20091",2000,451086,88.99,2.56,3.98,27.08,25.79,14.55,9.99,8.99,5.09,18.21
"935","Kearny County, Kansas","20093",2000,4531,71.13,0.44,26.55,34.3,21.85,12.69,11.12,7.46,24.19,23.88
"936","Kingman County, Kansas","20095",2000,8673,96.48,0.2,1.44,27.42,22.08,15.91,19.57,11.03,15.3,29.31
"937","Kiowa County, Kansas","20097",2000,3278,96.25,0.21,2.04,24.01,20.81,16.84,21.32,10.59,14.82,35.57
"938","Labette County, Kansas","20099",2000,22835,87.77,4.6,3.07,25.73,21.27,15.82,17.34,10.16,17.01,40.61
"939","Lane County, Kansas","20101",2000,2155,97.03,0,1.44,25.43,22,17.03,20.46,12.02,11.54,27.38
"940","Leavenworth County, Kansas","20103",2000,68691,82.04,10.22,3.81,26.69,27.06,14.37,9.85,15.02,13.49,27.43
"941","Lincoln County, Kansas","20105",2000,3578,97.57,0.11,1.03,23.48,22.75,16.21,23.53,13.28,15.03,31.95
"942","Linn County, Kansas","20107",2000,9570,96.91,0.6,0.91,25.05,21.93,18.3,18.29,11.38,19.06,36
"943","Logan County, Kansas","20109",2000,3046,96.22,0.59,1.64,25.41,22.16,15.13,20.75,11.1,13.27,30.11
"944","Lyon County, Kansas","20111",2000,35935,77.32,2.18,16.72,25.74,20.9,12.67,11.64,8.14,18.15,27.1
"945","McPherson County, Kansas","20113",2000,29554,95.55,0.79,1.94,25.39,22.36,14.53,17.29,9.11,14.05,25.23
"946","Marion County, Kansas","20115",2000,13361,96.05,0.47,1.92,24.75,21.26,15.97,21.14,8.02,15.61,33.38
"947","Marshall County, Kansas","20117",2000,10965,97.73,0.22,0.76,24.97,22.75,15.39,22.02,12,14.95,32.18
"948","Meade County, Kansas","20119",2000,4631,86.78,0.35,10.9,29.52,20.77,12.55,17.94,8.51,19.69,24.44
"949","Miami County, Kansas","20121",2000,28351,94.97,1.51,1.59,27.94,25.47,15.45,11.91,9.88,12.5,28.72
"950","Mitchell County, Kansas","20123",2000,6932,97.11,0.5,0.88,24.48,21.08,15.97,21.38,9.49,11.86,27.15
"951","Montgomery County, Kansas","20125",2000,36252,84.45,5.97,3.08,25.04,20.97,16.29,18.3,11.93,18.75,39.42
"952","Morris County, Kansas","20127",2000,6104,96.18,0.34,2.23,25.25,22.56,16.42,21.02,12.71,15.27,30
"953","Morton County, Kansas","20129",2000,3496,82.69,0.2,14.1,29.35,21.97,15.39,13.93,6.92,18.11,24.69
"954","Nemaha County, Kansas","20131",2000,10717,97.9,0.48,0.71,28.52,20.87,13.11,22.01,10.49,16.27,27.2
"955","Neosho County, Kansas","20133",2000,16997,93.4,0.82,2.91,25.66,21.42,15.79,17.53,9.92,16.55,34.41
"956","Ness County, Kansas","20135",2000,3454,97.54,0.03,1.51,22.9,23.83,16.42,24.23,11.78,15.57,30.86
"957","Norton County, Kansas","20137",2000,5953,92.14,4.03,2.37,22.04,23.27,15.49,19.57,11.69,15.15,30.2
"958","Osage County, Kansas","20139",2000,16712,96.39,0.22,1.53,27.04,23.95,16.41,15.84,12.08,14.46,33.55
"959","Osborne County, Kansas","20141",2000,4452,98.34,0.07,0.38,23.81,21.99,15.39,25.7,11.75,15.15,33.65
"960","Ottawa County, Kansas","20143",2000,6163,96.85,0.5,1.3,25.7,24.14,16.58,17.62,11.02,13.84,30.65
"961","Pawnee County, Kansas","20145",2000,7233,88.8,4.89,4.16,24.17,23.17,16.41,18.53,10.12,15.2,45.06
"962","Phillips County, Kansas","20147",2000,6001,97.78,0.25,0.67,24.51,21.06,17.38,21.85,11.46,15.64,31.44
"963","Pottawatomie County, Kansas","20149",2000,18209,94.94,0.65,2.26,29.47,23.32,14.35,13.46,10.85,10.79,24.69
"964","Pratt County, Kansas","20151",2000,9647,94.28,0.94,3.09,24.51,22.89,14.78,19.19,10.13,13.75,29.22
"965","Rawlins County, Kansas","20153",2000,2966,97.98,0.3,0.81,24.04,22.15,17.3,25.56,11.94,15.33,35.3
"966","Reno County, Kansas","20155",2000,64790,89.21,2.8,5.65,24.47,22.77,15.49,16.39,10.78,17.26,31.86
"967","Republic County, Kansas","20157",2000,5835,97.99,0.26,0.94,22.31,21.92,17.43,26.1,12.07,11.37,31.67
"968","Rice County, Kansas","20159",2000,10761,91.41,1.13,5.61,24.67,20.26,14.75,17.97,10.42,16.62,32.76
"969","Riley County, Kansas","20161",2000,62843,82.67,6.72,4.57,18.84,15.37,8.66,7.53,8.33,6.16,15.54
"970","Rooks County, Kansas","20163",2000,5685,96.5,1.13,1.06,25.21,21.46,15.27,21.46,10.26,12.89,41.11
"971","Rush County, Kansas","20165",2000,3551,97.75,0.31,1.04,22.13,21.4,16.81,25.32,13.35,17.17,35.65
"972","Russell County, Kansas","20167",2000,7370,96.96,0.49,0.91,22.4,21.51,17.34,24.07,12.92,16.93,39.81
"973","Saline County, Kansas","20169",2000,53597,87.03,3.03,6.02,26.21,22.85,14.78,13.96,11.06,13,28.99
"974","Scott County, Kansas","20171",2000,5120,92.7,0.08,6.31,27.15,23.11,16.48,16.5,9.28,15.46,23.38
"975","Sedgwick County, Kansas","20173",2000,452869,76.39,9,8.04,28.16,23.29,13.41,11.39,10.02,14.91,28.49
"976","Seward County, Kansas","20175",2000,22510,49.43,3.58,42.14,32.02,20.64,11,8.91,5.82,36.26,25.24
"977","Shawnee County, Kansas","20177",2000,169871,79.91,8.78,7.26,25.3,23.43,15.88,13.74,11.89,11.88,32.6
"978","Sheridan County, Kansas","20179",2000,2813,97.87,0.14,1.46,26.34,23.64,16.03,20.26,11.59,12.18,22.47
"979","Sherman County, Kansas","20181",2000,6760,90.01,0.36,8.45,24.56,20.43,15.78,17.06,10.36,13.38,29.1
"980","Smith County, Kansas","20183",2000,4536,98.39,0.11,0.73,21.72,21.27,16.75,27.87,11.53,15.4,34.3
"981","Stafford County, Kansas","20185",2000,4789,93.03,0.15,5.41,26.31,22.95,15.18,21.19,9.48,17.12,31.99
"982","Stanton County, Kansas","20187",2000,2406,73.98,0.62,23.69,30.84,22.73,12.51,12.97,6.07,22,23.82
"983","Stevens County, Kansas","20189",2000,5463,75.45,0.79,21.73,31.19,21.95,13.25,13.31,7.87,19.53,23.12
"984","Sumner County, Kansas","20191",2000,25946,92.76,0.67,3.58,28.53,23.51,14.75,15.47,10.23,13.67,31.79
"985","Thomas County, Kansas","20193",2000,8180,96.36,0.43,1.85,26.28,22.26,13.44,14.63,7.98,7.27,25.48
"986","Trego County, Kansas","20195",2000,3319,97.32,0.18,0.78,23.86,23.26,15.55,23.98,11.45,15.71,32.81
"987","Wabaunsee County, Kansas","20197",2000,6885,96.27,0.38,1.86,26.74,24.3,17.08,15.58,11.4,10.06,24.26
"988","Wallace County, Kansas","20199",2000,1749,92.8,0.63,4.8,29.1,22.87,15.09,18.07,9.49,15.98,20.75
"989","Washington County, Kansas","20201",2000,6483,98.41,0.11,0.65,23.68,20.31,16.69,25.07,11.37,18.77,34.94
"990","Wichita County, Kansas","20203",2000,2531,79.97,0.08,18.41,28.68,21.34,14.9,16,8.69,22.28,29.16
"991","Wilson County, Kansas","20205",2000,10332,95.89,0.33,1.67,25.41,21.38,16.28,19.95,11.66,18.91,38.7
"992","Woodson County, Kansas","20207",2000,3788,96.22,0.77,1.37,21.67,21.65,15.95,24.79,13.52,16.61,40.29
"993","Wyandotte County, Kansas","20209",2000,157882,51.64,28.08,16,28.47,21.51,13.32,11.73,9.44,26,39.77
"994","Adair County, Kentucky","21001",2000,17244,95.47,2.52,0.77,23.5,21.35,16.85,14.57,7.36,39.95,48.62
"995","Allen County, Kentucky","21003",2000,17800,97.15,1.07,0.83,25.85,21.63,16.54,13.69,8.88,35.5,48
"996","Anderson County, Kentucky","21005",2000,19111,96.02,2.31,0.8,26.57,24.8,15.31,10.84,8.67,19.57,35.21
"997","Ballard County, Kentucky","21007",2000,8286,94.94,2.87,0.63,23.06,22.39,18.15,16.22,11.48,23.66,39.61
"998","Barren County, Kentucky","21009",2000,38033,93.77,4.08,0.93,24.22,22.68,16.79,15.01,8.74,30.54,44.92
"999","Bath County, Kentucky","21011",2000,11085,96.53,1.8,0.8,24.16,22.55,16.65,14.63,8.41,40.97,57.01
"1000","Bell County, Kentucky","21013",2000,30060,95.61,2.4,0.65,24.38,22.16,17.23,13.74,8.38,43.35,72.05
"1001","Boone County, Kentucky","21015",2000,85991,94.05,1.48,1.98,28.66,25.38,13.93,8.07,9.31,14.9,25.42
"1002","Bourbon County, Kentucky","21017",2000,19360,89.28,6.87,2.6,25.02,23.4,17.24,13.59,10.12,24.58,38.32
"1003","Boyd County, Kentucky","21019",2000,49752,95.12,2.46,1.12,21.79,23.39,17.92,15.59,12.11,22.02,48.1
"1004","Boyle County, Kentucky","21021",2000,27697,86.96,9.64,1.44,22.66,22.6,16.38,14.06,10.36,23.35,34.48
"1005","Bracken County, Kentucky","21023",2000,8279,98.2,0.58,0.47,25.55,23.22,15.9,13.49,9.87,30.38,42.02
"1006","Breathitt County, Kentucky","21025",2000,16100,98.12,0.39,0.66,25.5,23.59,16.32,11.53,6.93,42.47,73.88
"1007","Breckinridge County, Kentucky","21027",2000,18648,95.38,2.79,0.72,24.92,22.76,18.25,14.22,9.83,31.08,41.57
"1008","Bullitt County, Kentucky","21029",2000,61236,97.65,0.38,0.63,27.17,24.89,16.45,7.83,9.67,23.96,31.54
"1009","Butler County, Kentucky","21031",2000,13010,97.49,0.51,1.04,25.27,22.91,16.2,12.84,8.49,39.31,42.34
"1010","Caldwell County, Kentucky","21033",2000,13060,93.65,4.77,0.61,22.41,21.39,19.15,17.98,11.06,26.91,44.11
"1011","Calloway County, Kentucky","21035",2000,34177,92.72,3.51,1.38,18.74,18.66,15.76,14.99,9.37,22.09,36.98
"1012","Campbell County, Kentucky","21037",2000,88616,96.08,1.57,0.86,25.64,23.47,14.24,12.6,9.24,19.16,32.94
"1013","Carlisle County, Kentucky","21039",2000,5351,97.25,0.95,0.82,23.38,21.12,16.82,18.28,9.55,26.64,40.22
"1014","Carroll County, Kentucky","21041",2000,10155,93.42,1.93,3.25,25.31,22.79,16.31,12.47,12.15,31.88,42.63
"1015","Carter County, Kentucky","21043",2000,26889,98.53,0.13,0.59,24.48,21.56,17.14,12.55,7.62,35.63,47.32
"1016","Casey County, Kentucky","21045",2000,15447,97.48,0.33,1.28,24.51,21.25,17.91,15.13,8.86,42.55,56.04
"1017","Christian County, Kentucky","21047",2000,72265,68.15,23.38,4.83,28.31,17.44,11.05,9.76,9.79,22.77,32.13
"1018","Clark County, Kentucky","21049",2000,33144,93.02,4.73,1.19,24.81,23.49,17.05,12.45,10.23,24.95,40.87
"1019","Clay County, Kentucky","21051",2000,24556,92.98,4.69,1.36,25.38,23.81,15.24,10.3,5.93,50.56,69.05
"1020","Clinton County, Kentucky","21053",2000,9634,98.09,0.1,1.22,22.67,21.66,19.28,15.03,8.54,46.5,64.86
"1021","Crittenden County, Kentucky","21055",2000,9384,97.93,0.65,0.51,23.21,21.77,19.32,16.29,10.26,33.05,46.71
"1022","Cumberland County, Kentucky","21057",2000,7147,95.05,3.39,0.6,23.63,21.41,18.41,17.88,8.13,44.03,58.11
"1023","Daviess County, Kentucky","21059",2000,91545,93.18,4.33,0.92,25.8,23.04,15.72,13.81,10.77,19.28,36.11
"1024","Edmonson County, Kentucky","21061",2000,11644,97.97,0.58,0.56,23.57,21.63,18.56,14.39,8.53,38.32,54.52
"1025","Elliott County, Kentucky","21063",2000,6748,98.62,0.03,0.59,25.37,22.48,17.04,13.35,5.22,47.44,65.59
"1026","Estill County, Kentucky","21065",2000,15307,98.66,0.11,0.53,24.15,21.94,17.3,13.47,8,41.5,60.85
"1027","Fayette County, Kentucky","21067",2000,260512,79.14,13.39,3.29,21.32,23.21,13.72,10.05,9,14.2,28.92
"1028","Fleming County, Kentucky","21069",2000,13792,96.86,1.41,0.75,25.38,22.08,16.73,13.38,8.42,33.53,51.57
"1029","Floyd County, Kentucky","21071",2000,42441,97.27,1.28,0.61,23.64,23.85,16.62,12.18,6.62,38.68,70.99
"1030","Franklin County, Kentucky","21073",2000,47687,87.41,9.31,1.11,22.6,24.18,16.87,12.34,10.43,21.22,39.08
"1031","Fulton County, Kentucky","21075",2000,7752,74.79,23.12,0.72,24.87,21.04,16.19,17.54,9.51,30.48,47.01
"1032","Gallatin County, Kentucky","21077",2000,7870,96.1,1.59,1.04,28.55,23.51,15.53,10.29,9.5,32.04,40.28
"1033","Garrard County, Kentucky","21079",2000,14792,94.96,3.03,1.32,24.35,24.17,16.46,13.04,8.98,30.63,45.34
"1034","Grant County, Kentucky","21081",2000,22384,97.67,0.24,1.04,28.7,22.32,14.56,9.55,9.84,27.58,39.79
"1035","Graves County, Kentucky","21083",2000,37028,91.74,4.42,2.4,24.49,21.72,16.89,16.09,9.72,26.61,43.72
"1036","Grayson County, Kentucky","21085",2000,24053,97.72,0.49,0.77,24.43,22.2,17.37,14.02,9.23,37.2,51.4
"1037","Green County, Kentucky","21087",2000,11518,95.54,2.6,0.95,22.69,22.47,18.15,16.95,9.72,38.57,49.37
"1038","Greenup County, Kentucky","21089",2000,36891,97.66,0.56,0.55,23.58,22.89,18.63,14.61,11.03,24.88,51.75
"1039","Hancock County, Kentucky","21091",2000,8392,97.4,0.85,0.76,26.7,22.49,17.85,10.97,9.39,22.81,27.94
"1040","Hardin County, Kentucky","21093",2000,94174,80.47,11.65,3.35,27.57,24.34,13.64,9.66,14.41,17.69,31.75
"1041","Harlan County, Kentucky","21095",2000,33202,95.07,2.61,0.65,24.99,22.97,17.16,13.94,7.67,41.29,76.39
"1042","Harrison County, Kentucky","21097",2000,17983,95.2,2.51,1.15,25.01,23.32,16.39,13.41,9.23,25.85,38.67
"1043","Hart County, Kentucky","21099",2000,17445,91.99,6.13,0.86,25.73,22.59,16.58,13.95,7.87,41.82,50.37
"1044","Henderson County, Kentucky","21101",2000,44829,90.66,7.04,0.97,24.63,24.36,16.07,13.15,9.53,21.73,38.34
"1045","Henry County, Kentucky","21103",2000,15060,93.19,3.27,2.25,25.37,23.8,17.48,12.31,9.66,26.61,42.1
"1046","Hickman County, Kentucky","21105",2000,5262,87.69,9.88,1.03,22.08,21.59,19.06,18.47,10.17,35.59,38.94
"1047","Hopkins County, Kentucky","21107",2000,46519,91.51,6.18,0.91,24.16,23.09,16.93,14.74,9.72,28.67,44.49
"1048","Jackson County, Kentucky","21109",2000,13495,98.72,0.05,0.53,26.05,22.46,15.62,11.83,5.14,47.09,61.84
"1049","Jefferson County, Kentucky","21111",2000,693604,76.42,18.74,1.78,24.26,23.9,15.24,13.55,10.34,18.15,33.94
"1050","Jessamine County, Kentucky","21113",2000,39041,93.75,3.12,1.31,26.38,23.45,14.04,9.52,8.28,20.92,32.6
"1051","Johnson County, Kentucky","21115",2000,23445,98.18,0.24,0.61,24.01,23.39,17.79,12.6,8.53,36.24,67.63
"1052","Kenton County, Kentucky","21117",2000,151464,93.3,3.82,1.1,26.34,23.9,14.19,11.07,9.84,17.87,31.85
"1053","Knott County, Kentucky","21119",2000,17649,97.75,0.73,0.63,24.47,23.66,16.62,11.35,5.71,41.3,71.09
"1054","Knox County, Kentucky","21121",2000,31795,97.41,0.82,0.57,26.18,21.18,16.5,12.76,7.66,45.91,69.89
"1055","Larue County, Kentucky","21123",2000,13373,93.95,3.51,1.05,25.04,23.2,16.89,15.01,10.94,28.97,45.44
"1056","Laurel County, Kentucky","21125",2000,52715,97.23,0.61,0.55,25.42,23.16,16.3,11.46,8,36.14,52.01
"1057","Lawrence County, Kentucky","21127",2000,15569,98.58,0.09,0.41,25.28,22.46,17.17,12.44,8.17,41.83,63.56
"1058","Lee County, Kentucky","21129",2000,7916,94.87,3.76,0.37,22.7,22.83,16.47,14.34,8.24,49.06,62.05
"1059","Leslie County, Kentucky","21131",2000,12401,98.64,0.07,0.62,24.6,24.89,15.93,11.48,4.73,47.53,78.53
"1060","Letcher County, Kentucky","21133",2000,25277,98.32,0.51,0.44,23.72,24.23,17.67,12.59,6.96,41.52,69.74
"1061","Lewis County, Kentucky","21135",2000,14092,98.57,0.21,0.44,25.33,22.69,16.38,12.46,7.03,42.57,59.69
"1062","Lincoln County, Kentucky","21137",2000,23361,95.67,2.49,0.89,25.67,22.33,16.41,13.06,8.76,35.38,52.42
"1063","Livingston County, Kentucky","21139",2000,9804,98,0.13,0.75,22.32,23.24,19.46,14.92,11.1,25.69,39.13
"1064","Logan County, Kentucky","21141",2000,26573,90.02,7.58,1.08,25.68,22.58,16.67,13.76,8.83,31.47,39.4
"1065","Lyon County, Kentucky","21143",2000,8080,91.6,6.7,0.73,15.78,25.75,19.32,16.79,12.2,32.03,42.31
