"COUNTYFP","countyArea","parkArea","cover"
1113,1677603471.3715,80663982.0127032,0.0480828654620973
1115,1692815904.30331,2690018.8365473,0.00158907937343274
1117,2097491329.2979,74559297.264026,0.0355468917666438
1119,2366132905.55265,18200709.8549202,0.00769217562217583
1121,1969969133.3172,410634720.447144,0.208447286560111
1123,1986167900.15657,6091979.16244619,0.00306720250688069
1125,3501853060.45055,390196959.957337,0.111425851748084
1127,2085810785.94567,105045871.272621,0.0503621287129336
1129,2822240608.84896,21669.6984767118,7.67818959473823e-06
1131,2351544551.3208,6439309.06624617,0.00273833173291545
1133,1637649592.25372,174910721.054963,0.106805950358558
2013,18436018301.9514,5324840799.45219,0.28882813589356
2016,11698804728.0018,5326838396.09452,0.455331849701226
2020,4466242488.7461,558072413.652648,0.124953451376378
2050,109313661477.587,6583312195.94869,0.0602240571485982
2060,1319961006.94062,201995145.962657,0.153031146299418
2068,32588288933.8228,8610459870.90161,0.264219452834327
2070,48899398675.4118,5577208811.66735,0.114054752466143
2090,19130698482.5991,385058728.0685,0.0201277924284229
2100,6201985589.02723,3392510063.85725,0.547003861127861
2105,17693293022.9167,8384659492.97802,0.473889144441232
2110,7251784504.37195,6971136783.56735,0.961299495229705
2122,42311530968.5397,21740438502.9866,0.513818290317869
2130,13318920640.0728,12624546124.2852,0.947865556485228
2150,18181258976.3566,11030039150.8374,0.606670812245793
2158,46563364414.8008,5591863987.23195,0.120091493763593
2164,68358342788.4425,24706427627.5812,0.36142519873607
2170,64359500279.4899,2031303258.20207,0.0315618245850396
2180,61025838264.7449,7480720652.43587,0.122582841385688
2185,231941407188.558,65178712627.0578,0.281013698317654
2188,94594627780.4859,52599680700.7402,0.556053572331843
2195,7905978914.12769,7515043683.69327,0.950551951291468
2198,15212161673.0305,13300670873.3968,0.874344564518892
2220,8260793556.81066,7478761044.45063,0.905332035356908
2230,1121758859.74983,533852190.863312,0.475906373480632
2240,64621649830.8537,13053103463.0369,0.201992729947367
2261,90539060647.8538,45991504884.456,0.507974177723548
2275,6908495155.09684,6671900953.0953,0.965753149319793
2282,20451938742.2547,13508955400.9483,0.660521996041294
2290,380460282270.312,106913632674.492,0.281011284637937
4001,29056604650.3718,476667036.335197,0.0164047741321042
4003,16118477820.936,974315012.150056,0.0604470858212516
4005,48326967059.9422,17528506875.4933,0.362706537195928
4007,12425313260.7586,1034042700.2393,0.0832206543641032
4009,12024539760.2011,856699392.267658,0.071245919540569
4011,4789035546.52258,795719237.403682,0.166154381121992
4012,11693749079.2911,1635374111.5165,0.139850282439585
4013,23899749035.1604,3998118570.02631,0.16728705243492
4015,34862337814.7049,8374315954.92791,0.240210969196553
4017,25795138353.362,49333998.2061363,0.00191253086261141
4019,23814536237.5038,5538168164.29587,0.232554105150879
4021,13927603742.0851,820349018.740626,0.0589009447663833
4023,3209682216.96237,427341198.76992,0.133141280003213
4025,21056130176.245,3355578834.11709,0.159363511054979
4027,14302453247.0575,4105347985.46478,0.287038028689895
5001,2677914708.94695,157539804.136847,0.0588292836999269
5003,2437140676.52216,672923.053486488,0.000276111699242065
5005,1519479791.87864,688263.34225642,0.000452959852401506
5007,2289151304.63254,67103814.9396412,0.0293138399387772
5009,1558940074.86036,656705.466317037,0.000421251257124725
5011,1691662095.79127,119445.476284046,7.06083541040598e-05
5013,1638619519.9064,1054675.3201748,0.000643636492402484
5015,1653473188.75453,593610.613113463,0.000359008308783401
5017,1790435292.12812,1577265.2150969,0.000880939524612563
5019,2287286291.85407,6224276.08714083,0.00272124924164847
5021,1661790236.75434,73154970.1927904,0.0440217836010821
5023,1532956210.44868,239981.058506329,0.000156547888889853
5025,1551237054.98977,32065.0050054342,2.06706027955512e-05
5027,1987096051.12346,432166.920243893,0.000217486678613022
5029,1467752418.07624,144438.572648778,9.84079950200939e-05
5031,1845662809.32862,5984679.1700559,0.00324256366862206
5033,1561837508.12755,6878212.50328152,0.00440392324264746
5035,1648220877.63472,4994725.72196297,0.00303037401706174
5037,1611672833.41295,27223466.5687213,0.0168914347901936
5039,1730575116.03202,195647.921009902,0.000113053700586252
5041,2122587293.53759,128250054.475981,0.0604215689345025
5043,2165362370.39191,169017.890159333,7.80552449190028e-05
5045,1719729560.51914,35633198.3473705,0.0207202336724467
5047,1604947416.37085,14204825.9483155,0.00885064881467317
5049,1606188771.13748,3791631.66877386,0.00236063888436269
5051,1903184495.8899,132099779.927163,0.0694098655240438
5053,1639701307.26767,95468.6432818633,5.82231915402618e-05
5055,1499852619.48067,4058406.26335063,0.00270587003725463
5057,1920370285.29722,5266871.89356472,0.00274263350869832
5059,1611484192.1493,44589.1658976725,2.76696266180571e-05
5061,1542955728.05806,364470.311465132,0.000236215663766224
5063,1998295287.57594,1189328.21816288,0.000595171407127527
5065,1512218362.36505,6277827.69069123,0.00415140289718011
5067,1660928948.96486,2348817.97002505,0.00141415920981382
5069,2367515498.3844,3973014.14598888,0.00167813648894805
5071,1768269330.56991,277601.734164778,0.000156990640150563
5073,1412288293.38108,163611.389964222,0.0001158484359964
5075,1533850255.771,537094.700763105,0.000350161105194152
5077,1604361917.20424,1330219.19905871,0.000829126635825878
5079,1482329295.22778,79610.5722146208,5.37064014527134e-05
5081,1463319056.12565,14697734.5317691,0.0100441079272784
5083,1894683245.45374,23581246.6458898,0.0124460100137966
5085,2079571795.64707,21812742.5868909,0.0104890548297245
5087,2167639051.86431,56705.528417504,2.61600418984579e-05
5089,1657920530.05007,66093.753298881,3.98654531993067e-05
5091,1652339224.80308,2715469.14292433,0.00164340899384504
5093,2381430900.42857,3089013.25876858,0.00129712487488622
5095,1609421090.71571,155296112.561036,0.0964919084613063
5097,2073027913.96662,390656561.540172,0.188447323313015
5099,1608090126.7048,2012567.23924759,0.0012515263950856
5101,2131787413.31901,0,0
5103,1916753235.8312,238427.805327912,0.000124391497492121
5105,1452167562.68706,2960664.23302167,0.00203878967489352
5107,1884688365.62856,23672603.7422514,0.0125604870141788
5109,1591078037.20781,14039659.8516123,0.00882399198737642
5111,1977658927.34912,33858899.8964213,0.0171206973195354
5113,2233712631.22668,96045461.5552228,0.042998127965314
5115,2151469047.38878,4106328.74213885,0.00190861622997675
5117,1749983911.41743,236622.715082063,0.000135214223135575
5119,2092124166.62601,110052063.687498,0.052603026838976
5121,1698717573.56456,43544269.702319,0.0256336134858172
5123,1664233680.75495,10311508.0510281,0.006195949625506
5125,1891891963.02004,4755702.70250203,0.00251372847681559
5127,2326016779.29196,45734720.0155552,0.0196622485369503
5129,1731381146.40229,915245.220070114,0.000528621454595332
5131,1417345266.0383,33120691.5527332,0.0233681180911626
5133,1505908010.23424,240643.61825993,0.000159799680076406
5135,1570250680.39245,22522.7758661835,1.43434269110167e-05
5137,1578419609.06826,308025.970182995,0.000195148342312361
5139,2735173807.97857,511801.377668429,0.000187118411332944
5141,1875621971.05945,30194185.7671828,0.0160982256729097
5143,2466435558.05806,16611966.1526065,0.00673521191272716
5145,2699235533.32515,3812149.185999,0.00141230698060012
5147,1538679277.78591,117396.734638029,7.62970791463166e-05
5149,2457959484.65486,108610265.30861,0.0441871666260849
6001,1943270337.51956,308215886.515459,0.158606798325792
6003,1923025713.29352,1124512913.02923,0.584762286461214
6005,1568439626.16983,357805786.701976,0.228128504745667
6007,4339435722.82606,1080072931.25025,0.248897091750641
6009,2683980620.62993,24089822.933974,0.00897540867054405
6011,2992389935.84565,105102707.390406,0.0351233327352789
6013,1969449270.29688,501304334.497749,0.254540364181191
6015,2625441396.25641,2063665449.26102,0.786026095346703
6017,4623022973.11209,1345111119.55844,0.290959211620129
6019,15563539847.024,4546780826.83065,0.292143103145013
6021,3432116706.47822,119537350.020592,0.0348290458173993
6023,9340539902.6089,2961096340.95257,0.317015544264793
6025,11612387846.6574,1207355812.83918,0.103971364785815
6027,26484490070.1063,6108109262.89544,0.230629672186508
6029,21139127259.8597,1656982877.75487,0.0783846398853586
6031,3603461976.24716,21568624.5159031,0.00598552854396033
6033,3440062295.29322,1233737683.1156,0.358638180710748
6035,12211799160.6164,990994637.708834,0.0811505843385337
6037,10623936972.0047,3488724369.15291,0.328383383518378
6039,5573131233.96366,988518609.741438,0.177372211104097
6041,1407935615.18707,427611727.10036,0.303715398976923
6043,3787221056.31749,1237847683.93327,0.326848542909425
6045,9094109527.53584,3205769761.66756,0.35251057313098
6047,5122696662.64606,303468633.964697,0.0592400163331053
6049,10870540761.09,501551596.911428,0.0461386059750296
6051,8105067466.16333,3835243748.15431,0.473190848091705
6053,8585695826.78467,2359838007.29888,0.274856931215398
6055,2040944433.00248,293633047.663824,0.143871162250044
6057,2520696949.86206,497782998.396747,0.197478319805158
6059,2070173432.06192,164301222.606925,0.0793659217446716
6061,3887980927.58005,634201827.654461,0.163118554197538
6063,6761166568.47286,264104864.00832,0.0390620259586317
6065,18921993677.802,7795963041.6427,0.412005371864615
6067,2573583212.8958,53095678.3542476,0.0206310322853343
6069,3600713422.61673,1252599799.85303,0.347875449344352
6071,52078982558.6642,23158424605.3875,0.444678898619049
6073,11037741278.5192,3228060092.35193,0.292456582456243
6075,127194448.205586,6596250.36661635,0.0518595776755504
6077,3692779801.1568,8150774.23145089,0.00220721913310335
6079,8608354148.54472,1320079477.0958,0.153348648802857
6081,1185841913.09116,503186011.649412,0.424328071131964
6083,7127501928.27717,1584313104.89152,0.222281680290541
6085,3366247409.78555,1299665818.20802,0.386087432085338
6087,1156823844.78573,701922777.845792,0.606767210936772
6089,9952216599.09041,2170339665.30524,0.218076007861766
6091,2489928236.8124,275834731.968289,0.11078019353739
6093,16418202155.9578,3326374682.83473,0.202602858171512
6095,2303588407.47094,133870665.995248,0.0581139693015829
6097,4119999792.40959,260085635.572759,0.0631275846304467
6099,3918944108.70692,149145160.102502,0.0380574858853276
6101,1574558173.73953,13437250.2174199,0.00853398143144302
6103,7665684782.23585,1642912712.28226,0.214320410890033
6105,8297435253.59117,3837393305.00553,0.462479451508186
6107,12530133918.8344,5285864658.90441,0.421852207896921
6109,5887116298.33199,2258108910.7973,0.383567912772013
6111,4811861927.43902,2033715857.66625,0.422646345288765
6113,2648430972.786,215737827.40324,0.0814587314602713
6115,1666469146.33435,37901771.6382175,0.0227437583957604
8001,3062068613.63482,91564483.4420391,0.0299028189748327
8003,1871622374.65417,349261607.056174,0.186609014609963
8005,2084040926.99104,30418433.5243119,0.0145958906710293
8007,3507617171.55165,497876052.890623,0.141941388851846
8009,6619990360.99891,2718610135.69472,0.410666781587957
8011,3989397766.91036,7845656.52945804,0.00196662679127487
8013,1915906664.4675,1078319088.12664,0.562824436140444
8014,86880670.3408298,4080466.33093546,0.0469663311174734
8015,2627289074.47913,518004458.269784,0.197163099904597
8017,4611233311.92258,5435354.52095914,0.00117872034514188
8019,1025157532.33048,988492330.268342,0.964234567950952
8021,3342411163.44942,1134078912.81009,0.339299642489138
8023,3186372724.44521,2754052.87493583,0.000864322260169782
8025,2069140696.50322,141238.679239316,6.82595820951204e-05
8027,1914761268.88654,324136902.271662,0.169283193439646
8029,2972282974.40192,449371150.670034,0.151187203419101
8031,400840274.412447,29641490.7968789,0.0739483846535319
8033,2763492166.34106,190402390.017532,0.068899196580546
8035,2181077706.46612,768844975.487806,0.352506915828104
8037,4379106778.40163,2759352946.93408,0.630117758384791
8039,4788746948.60824,58807971.1975624,0.0122804507794369
8041,5511902533.03137,689358918.226866,0.125067327314974
8043,3969604070.04681,433690471.150013,0.109252828115147
8045,7647025919.11407,2191054452.60142,0.286523738218905
8047,388791695.219335,341866494.417419,0.879305033057758
8049,4836637904.90067,2742245151.86668,0.566973423643752
8051,8435397794.5601,2073960908.11012,0.245864031385407
8053,2909032198.15753,1622337781.33275,0.557689867564987
8055,4124301004.86312,490983939.946516,0.119046582528186
8057,4193950392.44521,1758827807.18235,0.419372582553819
8059,2002813858.74919,1296022149.88384,0.647100650029076
8061,4621197575.56608,119103.66772537,2.57733338118054e-05
8063,5593130169.70498,199255.867571559,3.56251082177243e-05
8065,992577434.827847,231843577.975977,0.233577320862818
8067,4400410857.57408,837782027.546828,0.19038722852545
8069,6812934800.02292,3614720995.198,0.530567384144913
8071,12361018049.0961,2402658640.23555,0.194373847743976
8073,6692581969.73223,728976.705189972,0.000108923089547028
8075,4772596451.9418,32844661.3412381,0.00688192720083735
8077,8646511837.71356,1682694882.77254,0.194609677793202
8079,2272679776.61397,719814571.92421,0.316725030658147
8081,12289279452.7986,567202002.579264,0.0461542114619337
8083,5282764465.01496,301410013.151591,0.0570553571236565
8085,5804533702.5736,738356784.146975,0.127203462324563
8087,3347221254.2265,14325751.5135438,0.00427989380608014
8089,3288683609.93028,1093263696.9363,0.332432008246446
8091,1403399088.46878,182518793.915632,0.130054804378399
8093,5721992618.78154,3224890565.26641,0.563595722700027
8095,1779741652.74818,153906.125372309,8.64766665064311e-05
8097,2518111231.26825,2101025982.73938,0.834365836048155
8099,4256361928.4807,348207.286318175,8.18086648102474e-05
8101,6209233586.18733,83060518.4310458,0.0133769357003764
8103,8338021268.69669,1245044752.73404,0.149321369256792
8105,2361830070.47204,290679067.893977,0.123073658654825
8107,6126853806.7996,671725580.189684,0.109636299701521
8109,8205661596.51802,2023624037.05071,0.246613147915996
8111,1005025182.51098,385470791.63154,0.383543415965429
8113,3334669346.3478,157073548.808921,0.0471031855020202
8115,1420690529.03262,170185.395620289,0.000119790617409248
8117,1602359469.10434,1578712623.02989,0.985242483643405
8119,1446407933.63601,803395330.9077,0.555441734122759
8121,6529121130.37936,3210991.8615719,0.000491795418931879
8123,10392392717.96,786750194.372617,0.0757044326291636
8125,6128605419.56172,7559386.94332241,0.00123345955985253
9001,1691140022.96333,131455163.331686,0.0777316848674312
9003,1941091799.12277,301065567.092007,0.155101148347578
9005,2442490638.76619,293674757.735708,0.120235776168238
9007,997464138.151592,254936222.575688,0.255584349175813
9009,1605494284.10815,185007513.872502,0.115233990991923
9011,1805190864.57857,271973480.901436,0.150661897441482
9013,1078690328.90324,180996078.651821,0.167792436626227
9015,1348015704.19112,261234207.345433,0.193791664691463
10001,1547409179.955,217108383.41195,0.140304443210208
10003,1125158693.75439,114897687.075384,0.10211687268042
10005,2532353767.69103,507124932.770405,0.20025832853235
11001,176787002.190356,25548615.9791448,0.144516370901721
12001,2512303505.09706,457488274.468106,0.182099126773471
12003,1526422951.21365,130269180.35412,0.0853427814686245
12005,2288022465.16064,30223751.9586677,0.0132095520996319
12007,779174473.000265,32979991.0913617,0.0423268372285992
12009,3358716596.19504,1152597628.00491,0.343166085912293
12011,3179483532.7039,1963896976.16861,0.617677983222159
12013,1489457894.15232,4006038.71025988,0.00268959513792754
12015,1937432097.52364,717429411.329926,0.370299125449052
12017,1712544799.68926,515420684.613988,0.300967708819945
12019,1668659601.93773,475812851.406237,0.285146743442281
12021,5459480355.65809,3768231354.3971,0.690217952793214
12023,2077708191.21363,41114698.0930151,0.0197884853449989
12027,1657430648.2063,200305628.398165,0.120853097904844
12029,1867305525.33919,346301082.752217,0.185454966020792
12031,2202583369.56809,642108837.048836,0.291525326995795
12033,1934335992.42898,257218409.824452,0.132975041994364
12035,1315824245.38021,152656890.848814,0.116016171145032
12037,1470741266.48694,1081733054.86556,0.735501940085914
12039,1370449524.24718,60123029.6528094,0.0438710281473785
12041,920965730.143923,34151944.1350487,0.0370827523948276
12043,2560663340.53557,310415904.878577,0.121224801388242
12045,1478611609.36475,181786395.868629,0.122943979823566
12047,1345372270.96544,13684082.6614622,0.0101712239480322
12049,1655684473.08209,155103.861830709,9.36796016103117e-05
12051,3087224724.11324,375648054.654391,0.121678234733071
12053,1292986448.3633,284816341.457812,0.220277901457003
12055,2870300750.28612,253665201.632063,0.0883758266818474
12057,2813079052.70484,267902387.613616,0.0952345748534945
12059,1267921777.61244,251801.312393278,0.000198593727814529
12061,1401560749.72686,335357191.484684,0.23927410320961
12063,2474820287.17295,75398839.3148163,0.0304663897033697
12065,1588824157.23252,478326414.814361,0.301056861854071
12067,1420458703.0445,223989060.969033,0.157687837378836
12069,2999826470.45317,839712339.066222,0.27992030450327
12071,2305827066.54845,300883160.95751,0.130488172908776
12073,1819482803.30667,544220310.435842,0.299107147067723
12075,3000427354.90547,696906662.544622,0.232269133730311
12077,2185644193.87563,1268251052.90689,0.580264187766996
12079,1856057904.381,36559186.8573853,0.0196972232229888
12081,2064213409.51202,71267849.0913062,0.0345254268589185
12083,4311891172.09704,1623118441.74133,0.376428434058075
12085,1759742338.27743,246084878.770065,0.139841426450507
12086,5240703864.16999,3153895604.58529,0.601807636212392
12087,3571852907.15061,3540260256.92399,0.991155108833464
12089,1737184896.15414,78912715.1296007,0.045425628155242
12091,2578900380.48207,574380187.396102,0.222722906143716
12093,2312668117.64643,342619295.537694,0.148148925011502
12095,2601622306.17983,390680433.793378,0.150168005888236
12097,3907077948.19263,735980320.053685,0.188371035800333
12099,5776655225.65664,1658127961.04848,0.28703945384935
12101,1994939230.12314,418814965.314142,0.209938708402807
12103,851789173.071137,56274030.0347819,0.0660656789424608
12105,5215098345.70266,592289835.107051,0.113572131500667
12107,2144261218.88241,324561033.92005,0.15136263765905
12109,1746225062.57886,298161498.380816,0.170746317167436
12111,1586430547.68878,7861468.86896786,0.00495544471229515
12113,2977002204.49436,746582767.222209,0.250783410941079
12115,1571026667.88806,401273155.192278,0.255420969862792
12117,895671212.563843,124433682.488408,0.138927857391128
12119,1504177134.90373,460741204.2382,0.306307810128818
12121,1794871472.46372,37387945.8159612,0.0208304306963222
12123,2731575718.1605,370859819.011954,0.135767724301525
12125,647781102.686708,36124692.5395828,0.0557668205968863
12127,3283631316.54965,902312425.651264,0.274791028183819
12129,1634879881.53507,1031449107.01202,0.630902073394861
12131,2976030116.88818,130886604.08873,0.0439802686625998
12133,1596950046.87376,6568049.34371079,0.0041128708794421
13001,1327401303.89463,6262594.07739588,0.00471793575840349
13003,893803334.931271,172960.317441093,0.000193510485675681
13005,740805512.469548,206657.360353447,0.000278963043437047
13007,905446988.355076,21614462.2256834,0.0238715932613022
13009,695313676.259505,4736108.57608663,0.00681147047411019
13011,605825915.942344,4157207.22830826,0.00686204917767812
13013,422039150.777121,118021892.027737,0.279646785873818
13015,1217897807.14768,154904901.488405,0.127190393626862
13017,658197663.623556,2708306.80779553,0.00411473172494349
13019,1186531820.87366,338581.035128168,0.000285353522907515
13021,660526429.939567,19484721.9675283,0.0294987771637102
13023,567678238.97921,276927.876961746,0.00048782542283057
13025,1159413410.25647,21516518.9883898,0.0185581077448726
13027,1290255661.50324,1189065.12406542,0.000921573266092145
13029,1172850115.21127,6765735.22915734,0.00576862733047405
13031,1784581501.37073,12596728.2178361,0.00705864551894134
13033,2162861477.26545,39937591.6838485,0.018465163906078
13035,487136951.923942,6457348.49481254,0.0132557147826896
13037,735297564.809737,27663171.5962447,0.037621736994876
13039,1777837704.38534,38194304.0764943,0.0214835718593893
13043,644856688.479475,667149.526576723,0.00103457022078783
13045,1305303183.45451,4595780.57417234,0.00352085295770866
13047,420850852.754858,2421479.67117704,0.00575377156854076
13049,2032517622.62833,1585104493.95745,0.779872447997615
13051,1277948892.32932,54337689.5681657,0.0425194543336739
13053,650558587.689252,94349.5383820858,0.000145028503454562
13055,812252700.269171,102249962.633494,0.125884423159947
13057,1125396012.78381,226818551.951003,0.20154554430128
13059,313602725.212824,25349206.3431912,0.080832225950805
13061,563090631.488835,865286.98127403,0.0015366744408199
13063,374063255.680887,43829954.2595344,0.117172573338574
13065,2136890578.93264,118960611.705317,0.0556699593690646
13067,892642350.41721,73326880.8152102,0.0821458681418578
13069,1561625473.25022,764892.776669598,0.000489805519807268
13071,1442613606.14001,9130765.53393759,0.00632932165278041
13073,796939109.011862,10200410.0002473,0.0127994847848476
13075,604610718.10066,8595965.49431025,0.0142173554602436
13077,1155153732.14215,28048298.8358044,0.0242810095793836
13079,846162637.964068,16029.9836811098,1.89443293309182e-05
13081,728628502.230325,427896.713053829,0.000587263209912927
13083,451024231.66047,2508613.94212561,0.00556203805921915
13085,555444308.24427,71716171.1541615,0.1291149627239
13087,1615423602.76206,74999169.39118,0.0464269367260365
13089,702572673.766585,102167538.244441,0.145419174498643
13091,1303979270.66085,372100.73659844,0.000285357861869891
13093,1029545953.10005,522777.734757091,0.000507775037319087
13095,867793640.50069,59784962.2003274,0.0688930632930582
13097,520949167.678838,130006714.311992,0.249557389430633
13099,1338360741.50916,416350.919902143,0.000311090206839644
13101,1091362116.09946,46699.5149037695,4.27901190767682e-05
13103,1251898120.14526,5565754.82592436,0.00444585285045283
13105,969263018.689494,3177922.12314756,0.00327869944676556
13107,1788544763.33613,389554.861817091,0.00021780548622695
13109,484261130.184804,17854899.7451398,0.0368703962226454
13111,1015879922.56103,304935914.41369,0.300169249968979
13113,516380790.819593,88854070.8910564,0.172070829261538
13115,1343182216.65907,41647512.1451186,0.0310065988281989
13117,640146956.055109,129279534.834802,0.201952900989305
13119,690366178.110925,1754404.15903558,0.00254126609133174
13121,1384511055.17442,178600888.131204,0.12899925028674
13123,1116161407.7516,154317185.488989,0.138257051728608
13125,374249214.515181,20960.0532645375,5.60056038906856e-05
13127,1206690275.72796,19834955.6117188,0.0164374869100135
13129,927586728.307429,35027940.5527174,0.0377624425660261
13131,1193052957.36453,2804344.73272069,0.00235056182159383
13133,1052565176.15773,119378360.054085,0.113416596670871
13135,1131586842.95713,168336677.056238,0.14876160685673
13137,722823078.881329,158553932.900823,0.219353722277667
13139,1112155049.59773,203590175.693824,0.183059165866723
13141,1238149513.5933,147424.354811821,0.000119068297643613
13143,733660532.890872,812867.958637275,0.0011079619554214
13145,1225206186.01696,374563.763239389,0.000305714880902669
13147,665344674.017633,12475644.55041,0.0187506491561385
13149,780451003.947912,125446.108550316,0.000160735405446014
13151,845861542.008085,151273456.545741,0.17883950154137
13153,984792675.39258,3217773.22701608,0.00326746259128434
13155,940743432.292249,2608766.05960845,0.00277308984581676
13157,888811244.399541,2603369.98382424,0.00292904708421305
13159,968006112.32841,760222319.17651,0.785348676515995
13161,870008239.345262,4288614.095851,0.00492939480559226
13163,1372733525.3996,4918795.01270222,0.00358321183368079
13165,913433955.792301,1579248.93461934,0.00172891419746874
13167,794579621.395682,128906.779254373,0.000162232677233715
13169,1024592620.03812,469945781.561155,0.458665983309222
13171,481760270.282161,276391.045156111,0.000573710748281989
13173,517561277.410001,1476539.52232976,0.0028528786576127
13175,2121042928.25042,423977.60142344,0.000199891098749786
13177,938012761.873387,238141.250328742,0.000253878475867566
13179,1403181342.64279,12078267.7787766,0.00860777392894067
13181,666583506.148425,5554.87413769478,8.33335071518842e-06
13183,1047012512.79764,5956957.58371962,0.00568948079503126
13185,1323197284.46025,60445305.4398735,0.0456812496139078
13187,736346329.383751,82444904.5763597,0.11196484763543
13189,690336485.796789,1150183.04408606,0.00166611944718308
13191,1244990289.61887,6518833.0468798,0.00523605131801905
13193,1052373011.24428,434383.731363814,0.000412765936338691
13195,739863585.67309,656880.378718785,0.000887839855128414
13197,952303387.400448,127898.854036182,0.000134304734949346
13199,1309715831.00626,246610.335082496,0.000188293009249972
13201,734908340.336254,25597532.8647457,0.0348309189864871
13205,1332264031.0582,9434719.90710159,0.00708171930424911
13207,1031978983.37417,2219290.57089841,0.0021505191546074
13209,634458300.553531,131245.130039291,0.000206861711675593
13211,919031022.816884,6489566.06915731,0.00706131339208377
13213,897945761.15701,212893595.674221,0.237089593696513
13215,572877864.43072,13409487.458112,0.0234072361504791
13217,723388492.240579,133605647.909706,0.18469418485755
13219,482815516.92744,4101903.12881039,0.00849579805329009
13221,1145091313.21835,16616361.7131579,0.0145109490582516
13223,814376610.386427,13808953.0293541,0.0169564705729965
13225,391977324.095298,16436049.3137964,0.0419311228059724
13227,602647614.785063,1950884.22763297,0.00323718899697091
13229,889968296.029646,2641524.88507595,0.00296811122020908
13231,568564778.075246,191418.260931059,0.000336669221014824
13233,808696396.615996,5900725.82846485,0.00729658973770198
13235,651223372.584864,34724.9792609768,5.33226857677802e-05
13237,934277017.058209,152427547.640419,0.163150270056276
13239,416440657.782302,25661.5513707033,6.1621147914232e-05
13241,977313102.099167,603251141.606186,0.617254736798745
13243,1116477119.31892,200549.29731114,0.000179626876217114
13245,851740479.664031,15655038.2407805,0.0183800566188373
13247,342252595.242456,120764854.541974,0.35285299869362
13249,435376770.546667,63024.7070830241,0.000144759002653929
13251,1699315302.66122,6040793.83294968,0.00355483989550936
13253,665082542.17159,43104005.6155242,0.0648100091077168
13255,517129127.912923,48799738.050659,0.0943666396197976
13257,477101391.446738,96141925.763166,0.20151256627366
13259,1201572784.69185,199766.591060864,0.00016625425742486
13261,1275975592.24241,1860976.41492329,0.00145847336441036
13263,1022919868.20227,111478.616872801,0.000108980791495153
