ZCTA,minDisMet,time_to_nearest_methadone,count_in_range_methadone,methadone_score,minDisBup,time_to_nearest_buprenorphine,count_in_range_buprenorphine,buprenorphine_score,minDisNalV,time_to_nearest_naltrexone,count_in_range_naltrexone,naltrexone_score
56588,,111.0,0,0.0,23.51,54.0,0.0,0.0,28.25,54.0,0,0.0
56589,,111.0,0,0.0,5.66,0.0,1.0,1.0,47.26,101.0,0,0.0
56590,,106.0,0,0.0,16.45,45.0,0.0,0.0,17.14,45.0,0,0.0
56591,48.69,101.0,0,0.0,0.64,19.0,1.0,0.37,45.54,97.0,0,0.0
56592,,137.0,0,0.0,21.78,37.0,0.0,0.0,33.12,57.0,0,0.0
56593,,,0,0.0,15.78,51.0,0.0,0.0,,113.0,0,0.0
56594,22.39,41.0,0,0.0,18.68,35.0,0.0,0.0,20.2,40.0,0,0.0
56601,,,0,0.0,1.37,0.0,12.0,1.0,2.06,0.0,1,1.0
56621,,,0,0.0,13.28,38.0,0.0,0.0,23.32,38.0,0,0.0
56623,,,0,0.0,,116.0,0.0,0.0,,137.0,0,0.0
56626,,,0,0.0,16.75,26.0,2.0,0.13,32.92,49.0,0,0.0
56627,,,0,0.0,31.97,68.0,0.0,0.0,,114.0,0,0.0
56628,,,0,0.0,4.24,0.0,1.0,1.0,14.19,83.0,0,0.0
56629,,,0,0.0,29.94,80.0,0.0,0.0,,,0,0.0
56630,,,0,0.0,18.17,39.0,0.0,0.0,23.75,39.0,0,0.0
56633,,108.0,0,0.0,0.72,0.0,12.0,1.0,16.39,25.0,1,0.17
56634,,,0,0.0,22.71,50.0,0.0,0.0,26.42,50.0,0,0.0
56636,,138.0,0,0.0,17.69,36.0,0.0,0.0,18.07,36.0,0,0.0
56637,,,0,0.0,12.37,48.0,0.0,0.0,20.08,62.0,0,0.0
56639,,,0,0.0,8.96,37.0,0.0,0.0,22.66,91.0,0,0.0
56641,,128.0,0,0.0,15.73,50.0,0.0,0.0,34.17,82.0,0,0.0
56644,,,0,0.0,24.23,59.0,0.0,0.0,32.24,62.0,0,0.0
56646,,,0,0.0,27.26,72.0,0.0,0.0,37.75,73.0,0,0.0
56647,,,0,0.0,13.62,30.0,10.0,0.0,18.72,30.0,1,0.0
56649,,,0,0.0,0.32,0.0,4.0,1.0,,,0,0.0
56650,,,0,0.0,23.99,57.0,0.0,0.0,35.9,65.0,0,0.0
56651,,,0,0.0,8.05,53.0,0.0,0.0,33.55,55.0,0,0.0
56652,,,0,0.0,16.2,45.0,0.0,0.0,19.91,45.0,0,0.0
56653,,,0,0.0,15.39,35.0,0.0,0.0,,145.0,0,0.0
56654,,,0,0.0,20.13,44.0,0.0,0.0,,,0,0.0
56655,44.91,86.0,0,0.0,0.71,0.0,1.0,1.0,36.97,84.0,0,0.0
56657,,,0,0.0,12.1,38.0,0.0,0.0,11.01,47.0,0,0.0
56658,,,0,0.0,26.19,68.0,0.0,0.0,43.97,95.0,0,0.0
56659,,,0,0.0,19.1,76.0,0.0,0.0,29.85,87.0,0,0.0
56660,,,0,0.0,27.89,68.0,0.0,0.0,45.37,68.0,0,0.0
56661,,,0,0.0,27.61,66.0,0.0,0.0,39.38,66.0,0,0.0
56662,37.12,63.0,0,0.0,16.23,55.0,0.0,0.0,24.52,63.0,0,0.0
56663,,,0,0.0,9.74,32.0,0.0,0.0,20.97,56.0,0,0.0
56666,,,0,0.0,11.92,65.0,0.0,0.0,35.41,103.0,0,0.0
56667,,,0,0.0,11.13,29.0,2.0,0.03,15.56,37.0,0,0.0
56668,,,0,0.0,2.72,9.0,4.0,0.7,,,0,0.0
56669,,,0,0.0,15.1,30.0,4.0,0.0,,129.0,0,0.0
56670,,,0,0.0,5.76,15.0,2.0,0.5,24.97,63.0,0,0.0
56671,,,0,0.0,1.42,0.0,2.0,1.0,25.69,50.0,0,0.0
56672,,97.0,0,0.0,10.94,32.0,0.0,0.0,25.38,55.0,0,0.0
56673,,,0,0.0,,152.0,0.0,0.0,,,0,0.0
56676,,,0,0.0,13.99,26.0,10.0,0.13,13.72,26.0,1,0.13
56678,,,0,0.0,10.15,32.0,0.0,0.0,10.22,32.0,0,0.0
56680,,,0,0.0,15.74,66.0,0.0,0.0,26.52,81.0,0,0.0
56681,,,0,0.0,25.15,84.0,0.0,0.0,34.43,84.0,0,0.0
56683,,,0,0.0,11.12,33.0,0.0,0.0,14.7,33.0,0,0.0
56684,,,0,0.0,28.44,74.0,0.0,0.0,42.92,89.0,0,0.0
56685,,,0,0.0,30.81,74.0,0.0,0.0,48.94,82.0,0,0.0
56686,,,0,0.0,,157.0,0.0,0.0,,,0,0.0
56687,,,0,0.0,4.46,11.0,12.0,0.63,4.31,11.0,1,0.63
56688,,,0,0.0,14.06,59.0,0.0,0.0,28.88,97.0,0,0.0
56701,,,0,0.0,0.46,0.0,2.0,1.0,31.47,67.0,0,0.0
56710,,,0,0.0,19.13,41.0,0.0,0.0,18.06,35.0,0,0.0
56711,,,0,0.0,,,,,,,0,0.0
56713,,,0,0.0,28.43,64.0,0.0,0.0,28.41,64.0,0,0.0
56714,,,0,0.0,46.88,77.0,0.0,0.0,,117.0,0,0.0
56715,,,0,0.0,22.12,41.0,0.0,0.0,30.56,55.0,0,0.0
56716,,115.0,0,0.0,1.38,0.0,1.0,1.0,1.37,0.0,1,1.0
56720,,,0,0.0,26.37,48.0,0.0,0.0,26.36,48.0,0,0.0
56721,,,0,0.0,1.17,9.0,8.0,0.7,0.61,0.0,4,2.4
56722,,,0,0.0,14.42,25.0,1.0,0.17,14.41,25.0,1,0.17
56723,,112.0,0,0.0,8.98,19.0,9.0,0.37,8.99,19.0,5,0.73
56724,,,0,0.0,29.2,80.0,0.0,0.0,,144.0,0,0.0
56725,,,0,0.0,16.23,33.0,0.0,0.0,45.33,97.0,0,0.0
56726,,,0,0.0,40.41,65.0,0.0,0.0,,103.0,0,0.0
56727,,,0,0.0,30.9,78.0,0.0,0.0,,142.0,0,0.0
56728,,,0,0.0,30.51,62.0,0.0,0.0,33.03,70.0,0,0.0
56729,,,0,0.0,41.56,67.0,0.0,0.0,41.55,84.0,0,0.0
56731,,,0,0.0,26.04,67.0,0.0,0.0,38.03,74.0,0,0.0
56732,,,0,0.0,35.22,56.0,0.0,0.0,42.74,74.0,0,0.0
56733,,,0,0.0,28.58,59.0,0.0,0.0,28.57,59.0,0,0.0
56734,,,0,0.0,41.32,76.0,0.0,0.0,41.31,92.0,0,0.0
56735,,,0,0.0,39.87,99.0,0.0,0.0,44.67,107.0,0,0.0
56736,,151.0,0,0.0,22.06,42.0,0.0,0.0,22.05,42.0,0,0.0
56737,,,0,0.0,21.25,46.0,0.0,0.0,,110.0,0,0.0
56738,,,0,0.0,16.35,27.0,2.0,0.1,41.55,89.0,0,0.0
56741,,,0,0.0,,,,,,,0,0.0
56742,,,0,0.0,21.21,55.0,0.0,0.0,37.66,79.0,0,0.0
56744,,,0,0.0,19.92,45.0,0.0,0.0,19.53,42.0,0,0.0
56748,,,0,0.0,14.41,29.0,2.0,0.03,29.4,65.0,0,0.0
56750,,,0,0.0,16.49,35.0,0.0,0.0,17.88,35.0,0,0.0
56751,,,0,0.0,,102.0,0.0,0.0,,,0,0.0
56754,,,0,0.0,7.53,21.0,2.0,0.3,25.36,60.0,0,0.0
56755,,,0,0.0,23.85,59.0,0.0,0.0,40.16,66.0,0,0.0
56756,,,0,0.0,,115.0,0.0,0.0,,,0,0.0
56757,,,0,0.0,25.63,55.0,0.0,0.0,25.62,55.0,0,0.0
56758,,,0,0.0,28.54,60.0,0.0,0.0,41.82,101.0,0,0.0
56759,,,0,0.0,30.45,61.0,0.0,0.0,,125.0,0,0.0
56760,,,0,0.0,13.79,42.0,0.0,0.0,33.04,87.0,0,0.0
56761,,,0,0.0,40.43,105.0,0.0,0.0,,,0,0.0
56762,,,0,0.0,22.0,46.0,0.0,0.0,20.36,46.0,0,0.0
56763,,,0,0.0,,132.0,0.0,0.0,,,0,0.0
57001,39.5,65.0,0,0.0,12.64,22.0,2.0,0.27,20.95,32.0,0,0.0
57002,,,0,0.0,17.36,41.0,0.0,0.0,,65.0,0,0.0
57003,,,0,0.0,13.39,28.0,9.0,0.07,14.98,30.0,1,0.0
57004,47.29,62.0,0,0.0,20.7,35.0,0.0,0.0,18.61,32.0,0,0.0
57005,,,0,0.0,5.43,15.0,34.0,0.5,9.55,22.0,2,0.5
57006,,,0,0.0,19.78,35.0,0.0,0.0,,60.0,0,0.0
57010,32.61,45.0,0,0.0,13.71,30.0,2.0,0.0,28.12,39.0,0,0.0
57012,,,0,0.0,25.63,50.0,0.0,0.0,26.06,50.0,0,0.0
57013,,89.0,0,0.0,14.41,28.0,8.0,0.07,0.91,0.0,1,1.0
57014,,78.0,0,0.0,26.41,46.0,0.0,0.0,22.89,43.0,0,0.0
57015,,,0,0.0,11.77,33.0,0.0,0.0,14.33,33.0,0,0.0
57016,,,0,0.0,10.73,30.0,2.0,0.0,27.1,57.0,0,0.0
57017,,,0,0.0,11.29,27.0,5.0,0.1,32.25,42.0,0,0.0
57018,,,0,0.0,16.13,43.0,0.0,0.0,20.32,47.0,0,0.0
57020,,,0,0.0,8.07,19.0,34.0,0.37,9.35,20.0,2,0.57
57021,,88.0,0,0.0,18.24,39.0,0.0,0.0,20.2,36.0,0,0.0
57022,,,0,0.0,16.02,31.0,0.0,0.0,20.66,31.0,0,0.0
57024,,,0,0.0,4.56,12.0,3.0,0.6,32.29,42.0,0,0.0
57025,22.67,37.0,0,0.0,10.92,21.0,5.0,0.3,18.19,31.0,0,0.0
57026,,,0,0.0,14.01,32.0,0.0,0.0,,73.0,0,0.0
57027,,95.0,0,0.0,22.65,46.0,0.0,0.0,8.14,19.0,1,0.37
57028,,,0,0.0,0.28,0.0,3.0,1.0,36.75,52.0,0,0.0
57029,,,0,0.0,29.6,52.0,0.0,0.0,31.98,52.0,0,0.0
57030,,,0,0.0,14.15,34.0,0.0,0.0,17.26,37.0,0,0.0
57031,,68.0,0,0.0,10.96,19.0,12.0,0.37,10.96,19.0,1,0.37
57032,,,0,0.0,3.95,10.0,34.0,0.67,7.61,13.0,3,1.33
57033,,,0,0.0,10.68,19.0,34.0,0.37,10.85,20.0,2,0.57
57034,46.25,84.0,0,0.0,20.58,40.0,0.0,0.0,12.72,27.0,1,0.1
57035,,,0,0.0,17.36,27.0,10.0,0.1,17.44,28.0,1,0.07
57036,,102.0,0,0.0,22.71,53.0,0.0,0.0,25.48,50.0,0,0.0
57037,,101.0,0,0.0,15.66,42.0,0.0,0.0,17.46,42.0,0,0.0
57038,12.6,33.0,0,0.0,5.08,19.0,16.0,0.37,7.98,27.0,7,0.3
57039,,85.0,0,0.0,10.95,26.0,25.0,0.13,14.03,27.0,3,0.27
57040,,,0,0.0,13.43,41.0,0.0,0.0,15.47,41.0,0,0.0
57041,,,0,0.0,13.22,37.0,0.0,0.0,14.43,38.0,0,0.0
57042,,,0,0.0,0.76,0.0,2.0,1.0,37.07,62.0,0,0.0
57043,,,0,0.0,25.69,57.0,0.0,0.0,27.46,58.0,0,0.0
57045,,,0,0.0,22.88,54.0,0.0,0.0,25.24,54.0,0,0.0
57046,,88.0,0,0.0,5.17,23.0,12.0,0.23,6.0,23.0,1,0.23
57047,,,0,0.0,21.81,44.0,0.0,0.0,23.0,45.0,0,0.0
57048,,,0,0.0,18.69,43.0,0.0,0.0,25.41,44.0,0,0.0
57049,7.13,19.0,1,0.37,0.57,0.0,19.0,1.0,2.45,12.0,10,1.8
57050,,,0,0.0,12.68,37.0,0.0,0.0,44.92,76.0,0,0.0
57051,,,0,0.0,19.21,55.0,0.0,0.0,,115.0,0,0.0
57052,,,0,0.0,30.85,70.0,0.0,0.0,33.14,70.0,0,0.0
57053,,,0,0.0,18.75,45.0,0.0,0.0,20.83,46.0,0,0.0
57054,,,0,0.0,10.99,27.0,2.0,0.1,47.43,88.0,0,0.0
57055,,,0,0.0,7.4,18.0,34.0,0.4,9.04,20.0,2,0.6
57057,,,0,0.0,10.95,35.0,0.0,0.0,40.52,69.0,0,0.0
57058,,,0,0.0,22.64,47.0,0.0,0.0,34.41,48.0,0,0.0
57059,,,0,0.0,22.78,51.0,0.0,0.0,24.75,51.0,0,0.0
57061,,,0,0.0,17.85,46.0,0.0,0.0,,85.0,0,0.0
57062,,,0,0.0,25.34,54.0,0.0,0.0,26.11,54.0,0,0.0
57063,,,0,0.0,13.79,30.0,12.0,0.0,14.59,30.0,1,0.0
57064,,,0,0.0,4.16,14.0,34.0,0.53,7.08,15.0,2,0.97
57065,,,0,0.0,9.97,37.0,0.0,0.0,26.43,44.0,0,0.0
57066,,,0,0.0,24.07,44.0,0.0,0.0,25.08,44.0,0,0.0
57067,,,0,0.0,9.21,28.0,12.0,0.07,11.55,28.0,1,0.07
57068,,,0,0.0,9.57,26.0,24.0,0.13,13.9,30.0,1,0.0
57069,36.17,51.0,0,0.0,19.07,35.0,0.0,0.0,24.22,35.0,0,0.0
57070,,102.0,0,0.0,22.87,60.0,0.0,0.0,24.61,57.0,0,0.0
57071,,,0,0.0,23.53,45.0,0.0,0.0,,70.0,0,0.0
57072,,89.0,0,0.0,11.23,41.0,0.0,0.0,12.16,41.0,0,0.0
57073,,80.0,0,0.0,17.22,46.0,0.0,0.0,18.03,46.0,0,0.0
57075,,,0,0.0,6.97,12.0,2.0,0.6,32.8,50.0,0,0.0
57076,,,0,0.0,11.88,27.0,2.0,0.1,43.18,85.0,0,0.0
57077,,79.0,0,0.0,10.85,19.0,34.0,0.37,9.46,16.0,3,1.07
57078,,82.0,0,0.0,0.41,0.0,12.0,1.0,0.71,0.0,1,1.0
57103,,,0,0.0,1.06,4.0,34.0,0.87,3.3,6.0,2,1.53
57104,,,0,0.0,0.36,0.0,34.0,1.0,1.99,6.0,2,1.6
57105,,,0,0.0,0.81,0.0,34.0,1.0,1.29,0.0,2,1.87
57106,,,0,0.0,1.91,0.0,34.0,1.0,2.61,8.0,2,1.43
57107,,,0,0.0,2.87,7.0,34.0,0.77,3.38,9.0,2,1.3
57108,,,0,0.0,0.34,0.0,34.0,1.0,3.42,7.0,3,1.5
57110,,,0,0.0,0.82,0.0,34.0,1.0,4.87,9.0,2,1.33
57117,,,0,0.0,0.14,0.0,34.0,1.0,0.14,0.0,2,1.87
57197,,,0,0.0,0.66,2.0,34.0,0.93,1.07,2.0,2,1.83
57201,,,0,0.0,43.37,64.0,0.0,0.0,,,0,0.0
57212,,,0,0.0,26.85,43.0,0.0,0.0,,85.0,0,0.0
57213,,,0,0.0,34.35,73.0,0.0,0.0,45.71,117.0,0,0.0
57214,,,0,0.0,34.52,61.0,0.0,0.0,,,0,0.0
57216,,,0,0.0,2.59,19.0,1.0,0.37,,104.0,0,0.0
57217,,,0,0.0,46.61,87.0,0.0,0.0,47.88,93.0,0,0.0
57218,,,0,0.0,42.28,71.0,0.0,0.0,47.79,110.0,0,0.0
57219,,,0,0.0,34.43,56.0,0.0,0.0,35.93,56.0,0,0.0
57220,,,0,0.0,32.08,66.0,0.0,0.0,,91.0,0,0.0
57221,,,0,0.0,42.34,82.0,0.0,0.0,,,0,0.0
57223,,,0,0.0,49.69,77.0,0.0,0.0,,,0,0.0
57224,,,0,0.0,15.13,37.0,0.0,0.0,,108.0,0,0.0
57225,,,0,0.0,44.93,102.0,0.0,0.0,,112.0,0,0.0
57226,,,0,0.0,40.07,76.0,0.0,0.0,,108.0,0,0.0
57227,,,0,0.0,13.22,44.0,0.0,0.0,,,0,0.0
57231,,,0,0.0,33.22,48.0,0.0,0.0,,114.0,0,0.0
57232,,,0,0.0,17.37,34.0,0.0,0.0,,109.0,0,0.0
57233,,,0,0.0,38.29,82.0,0.0,0.0,,,0,0.0
57234,,,0,0.0,40.13,63.0,0.0,0.0,,140.0,0,0.0
57235,,,0,0.0,43.68,86.0,0.0,0.0,,100.0,0,0.0
57236,,,0,0.0,,95.0,0.0,0.0,,101.0,0,0.0
57237,,,0,0.0,37.82,68.0,0.0,0.0,40.91,90.0,0,0.0
57238,,,0,0.0,36.88,75.0,0.0,0.0,,111.0,0,0.0
57239,,,0,0.0,18.28,51.0,0.0,0.0,,108.0,0,0.0
57241,,,0,0.0,48.0,77.0,0.0,0.0,,,0,0.0
57242,,,0,0.0,,97.0,0.0,0.0,,,0,0.0
57243,,,0,0.0,,90.0,0.0,0.0,,113.0,0,0.0
57245,,,0,0.0,37.23,69.0,0.0,0.0,,,0,0.0
57246,,,0,0.0,20.76,42.0,0.0,0.0,,105.0,0,0.0
57247,,,0,0.0,19.6,29.0,3.0,0.03,,114.0,0,0.0
57248,,,0,0.0,41.09,64.0,0.0,0.0,,,0,0.0
57249,,,0,0.0,28.74,59.0,0.0,0.0,,101.0,0,0.0
57251,,,0,0.0,23.09,41.0,0.0,0.0,,,0,0.0
57252,,,0,0.0,11.1,20.0,1.0,0.33,,106.0,0,0.0
57255,,,0,0.0,14.33,29.0,3.0,0.03,49.6,93.0,0,0.0
57256,,,0,0.0,26.21,51.0,0.0,0.0,,95.0,0,0.0
57257,,,0,0.0,10.02,24.0,3.0,0.2,,,0,0.0
57258,,,0,0.0,37.82,97.0,0.0,0.0,50.0,107.0,0,0.0
57259,,,0,0.0,21.87,50.0,0.0,0.0,47.82,95.0,0,0.0
57260,,,0,0.0,19.38,36.0,0.0,0.0,42.36,100.0,0,0.0
57261,,,0,0.0,24.73,62.0,0.0,0.0,48.11,88.0,0,0.0
57262,,,0,0.0,2.19,0.0,3.0,1.0,,104.0,0,0.0
57263,,,0,0.0,29.27,53.0,0.0,0.0,,,0,0.0
57264,,,0,0.0,22.36,45.0,0.0,0.0,,117.0,0,0.0
57265,,,0,0.0,26.39,62.0,0.0,0.0,,123.0,0,0.0
57266,,,0,0.0,26.07,44.0,0.0,0.0,,,0,0.0
57268,,,0,0.0,36.24,55.0,0.0,0.0,,120.0,0,0.0
57269,,,0,0.0,18.0,35.0,0.0,0.0,,121.0,0,0.0
57270,,,0,0.0,19.84,51.0,0.0,0.0,,124.0,0,0.0
57271,,,0,0.0,44.75,103.0,0.0,0.0,,129.0,0,0.0
57272,,,0,0.0,44.48,81.0,0.0,0.0,,87.0,0,0.0
57273,,,0,0.0,24.62,47.0,0.0,0.0,,80.0,0,0.0
57274,,,0,0.0,33.7,60.0,0.0,0.0,46.93,66.0,0,0.0
57276,,,0,0.0,25.61,53.0,0.0,0.0,,78.0,0,0.0
57278,,,0,0.0,34.52,81.0,0.0,0.0,,142.0,0,0.0
57279,,,0,0.0,18.46,39.0,0.0,0.0,,,0,0.0
57301,,,0,0.0,36.97,63.0,0.0,0.0,,75.0,0,0.0
57311,,,0,0.0,40.86,66.0,0.0,0.0,,66.0,0,0.0
57312,,,0,0.0,12.21,30.0,1.0,0.0,,,0,0.0
57313,,,0,0.0,,86.0,0.0,0.0,,104.0,0,0.0
57314,,,0,0.0,25.37,40.0,0.0,0.0,,104.0,0,0.0
57315,,,0,0.0,33.5,59.0,0.0,0.0,34.4,59.0,0,0.0
57317,,,0,0.0,45.45,66.0,0.0,0.0,45.45,66.0,0,0.0
57319,,,0,0.0,35.41,60.0,0.0,0.0,36.35,61.0,0,0.0
57321,,,0,0.0,22.54,54.0,0.0,0.0,45.51,82.0,0,0.0
57322,,,0,0.0,22.94,59.0,0.0,0.0,,129.0,0,0.0
57323,,,0,0.0,28.68,71.0,0.0,0.0,,124.0,0,0.0
57324,,,0,0.0,9.19,24.0,1.0,0.2,,,0,0.0
57325,,,0,0.0,42.34,87.0,0.0,0.0,39.77,112.0,0,0.0
57328,,,0,0.0,45.49,72.0,0.0,0.0,,122.0,0,0.0
57329,,,0,0.0,39.12,73.0,0.0,0.0,39.97,73.0,0,0.0
57330,,,0,0.0,44.6,86.0,0.0,0.0,46.2,86.0,0,0.0
57331,,,0,0.0,49.76,92.0,0.0,0.0,,97.0,0,0.0
57332,,,0,0.0,38.25,67.0,0.0,0.0,43.97,68.0,0,0.0
57334,,,0,0.0,47.25,83.0,0.0,0.0,,88.0,0,0.0
57335,,,0,0.0,40.22,56.0,0.0,0.0,40.22,56.0,0,0.0
57337,,,0,0.0,32.19,53.0,0.0,0.0,,106.0,0,0.0
57339,,,0,0.0,43.0,61.0,0.0,0.0,,126.0,0,0.0
57340,,,0,0.0,39.3,78.0,0.0,0.0,,78.0,0,0.0
57341,,,0,0.0,24.79,37.0,0.0,0.0,,157.0,0,0.0
57342,,,0,0.0,,94.0,0.0,0.0,,94.0,0,0.0
57344,,,0,0.0,44.24,96.0,0.0,0.0,,125.0,0,0.0
57345,,,0,0.0,44.45,71.0,0.0,0.0,,159.0,0,0.0
57346,,,0,0.0,42.45,84.0,0.0,0.0,,149.0,0,0.0
57348,,,0,0.0,20.34,54.0,0.0,0.0,,94.0,0,0.0
57349,,,0,0.0,21.14,37.0,0.0,0.0,,92.0,0,0.0
57350,,,0,0.0,1.44,0.0,1.0,1.0,,125.0,0,0.0
57353,,,0,0.0,18.89,26.0,1.0,0.13,,,0,0.0
57355,,,0,0.0,30.12,65.0,0.0,0.0,,127.0,0,0.0
57356,,,0,0.0,47.92,75.0,0.0,0.0,47.92,75.0,0,0.0
57358,,,0,0.0,7.01,17.0,2.0,0.43,,,0,0.0
57359,,,0,0.0,24.18,61.0,0.0,0.0,,,0,0.0
57361,,,0,0.0,37.87,81.0,0.0,0.0,37.87,81.0,0,0.0
57362,,,0,0.0,36.75,71.0,0.0,0.0,,133.0,0,0.0
57363,,,0,0.0,30.71,66.0,0.0,0.0,,126.0,0,0.0
57364,,,0,0.0,45.09,94.0,0.0,0.0,,,0,0.0
57365,,,0,0.0,45.56,88.0,0.0,0.0,37.64,103.0,0,0.0
57366,,,0,0.0,43.78,91.0,0.0,0.0,45.84,91.0,0,0.0
57367,,,0,0.0,41.45,63.0,0.0,0.0,41.45,63.0,0,0.0
57368,,,0,0.0,25.02,48.0,0.0,0.0,,,0,0.0
57369,,,0,0.0,48.77,104.0,0.0,0.0,48.79,104.0,0,0.0
57370,,,0,0.0,36.31,83.0,0.0,0.0,44.74,121.0,0,0.0
57371,,,0,0.0,40.68,106.0,0.0,0.0,,,0,0.0
57373,,,0,0.0,34.8,61.0,0.0,0.0,,130.0,0,0.0
57374,,,0,0.0,29.55,62.0,0.0,0.0,44.48,63.0,0,0.0
57375,,,0,0.0,35.47,60.0,0.0,0.0,,,0,0.0
57376,,,0,0.0,34.82,75.0,0.0,0.0,36.62,75.0,0,0.0
57379,,,0,0.0,12.62,42.0,0.0,0.0,,,0,0.0
57380,,,0,0.0,43.96,86.0,0.0,0.0,43.96,86.0,0,0.0
57381,,,0,0.0,24.73,60.0,0.0,0.0,,129.0,0,0.0
57382,,,0,0.0,2.88,0.0,2.0,1.0,,,0,0.0
57383,,,0,0.0,26.08,56.0,0.0,0.0,,137.0,0,0.0
57384,,,0,0.0,12.8,23.0,1.0,0.23,,,0,0.0
57385,,,0,0.0,14.51,26.0,3.0,0.13,,,0,0.0
57386,,,0,0.0,14.74,43.0,0.0,0.0,,,0,0.0
57401,,,0,0.0,0.43,0.0,6.0,1.0,0.47,0.0,1,1.0
57420,,,0,0.0,,122.0,0.0,0.0,,,0,0.0
57421,,,0,0.0,32.17,78.0,0.0,0.0,33.5,87.0,0,0.0
57422,,,0,0.0,26.17,39.0,0.0,0.0,27.73,39.0,0,0.0
57424,,,0,0.0,31.47,45.0,0.0,0.0,31.56,45.0,0,0.0
57426,,,0,0.0,18.72,30.0,6.0,0.0,18.88,30.0,1,0.0
57427,,,0,0.0,6.06,20.0,6.0,0.33,7.64,20.0,1,0.33
57428,,,0,0.0,,88.0,0.0,0.0,,88.0,0,0.0
57429,,,0,0.0,21.58,48.0,0.0,0.0,22.0,48.0,0,0.0
57430,,,0,0.0,36.57,59.0,0.0,0.0,42.74,90.0,0,0.0
57432,,,0,0.0,26.1,70.0,0.0,0.0,27.47,70.0,0,0.0
57433,,,0,0.0,13.22,45.0,0.0,0.0,14.13,45.0,0,0.0
57434,,,0,0.0,25.39,60.0,0.0,0.0,26.39,60.0,0,0.0
57435,,,0,0.0,29.62,72.0,0.0,0.0,29.61,72.0,0,0.0
57436,,,0,0.0,36.75,77.0,0.0,0.0,45.17,87.0,0,0.0
57437,,,0,0.0,,106.0,0.0,0.0,,106.0,0,0.0
57438,,,0,0.0,42.08,104.0,0.0,0.0,42.07,104.0,0,0.0
57439,,,0,0.0,19.51,47.0,0.0,0.0,20.89,47.0,0,0.0
57440,,,0,0.0,34.55,68.0,0.0,0.0,43.88,86.0,0,0.0
57441,,,0,0.0,25.5,38.0,0.0,0.0,25.66,38.0,0,0.0
57442,,,0,0.0,46.35,80.0,0.0,0.0,,,0,0.0
57445,,,0,0.0,16.19,30.0,6.0,0.0,17.77,30.0,1,0.0
57446,,,0,0.0,31.4,72.0,0.0,0.0,32.22,72.0,0,0.0
57448,,,0,0.0,47.71,91.0,0.0,0.0,47.71,91.0,0,0.0
57449,,,0,0.0,22.52,62.0,0.0,0.0,23.5,62.0,0,0.0
57450,,,0,0.0,,122.0,0.0,0.0,,122.0,0,0.0
57451,,,0,0.0,21.69,32.0,0.0,0.0,21.66,32.0,0,0.0
57452,,,0,0.0,,113.0,0.0,0.0,,113.0,0,0.0
57454,,,0,0.0,33.04,73.0,0.0,0.0,34.58,73.0,0,0.0
57455,,,0,0.0,,108.0,0.0,0.0,,143.0,0,0.0
57456,,,0,0.0,29.07,56.0,0.0,0.0,29.12,56.0,0,0.0
57457,,,0,0.0,44.34,94.0,0.0,0.0,44.39,94.0,0,0.0
57460,,,0,0.0,15.08,43.0,0.0,0.0,15.08,43.0,0,0.0
57461,,,0,0.0,20.64,33.0,0.0,0.0,20.79,33.0,0,0.0
57465,,,0,0.0,23.2,48.0,0.0,0.0,23.21,48.0,0,0.0
57466,,,0,0.0,,108.0,0.0,0.0,,108.0,0,0.0
57467,,,0,0.0,,122.0,0.0,0.0,,123.0,0,0.0
57468,,,0,0.0,31.82,62.0,0.0,0.0,33.41,62.0,0,0.0
57469,,,0,0.0,39.24,55.0,0.0,0.0,40.92,55.0,0,0.0
57470,,,0,0.0,43.96,81.0,0.0,0.0,43.96,81.0,0,0.0
57471,,,0,0.0,41.37,69.0,0.0,0.0,41.34,69.0,0,0.0
57472,,,0,0.0,,120.0,0.0,0.0,,,0,0.0
57473,,,0,0.0,,128.0,0.0,0.0,,128.0,0,0.0
57474,,,0,0.0,13.31,50.0,0.0,0.0,14.2,50.0,0,0.0
57475,,,0,0.0,,130.0,0.0,0.0,,130.0,0,0.0
57476,,,0,0.0,31.22,69.0,0.0,0.0,,82.0,0,0.0
57477,,,0,0.0,32.31,86.0,0.0,0.0,32.98,86.0,0,0.0
57479,,,0,0.0,9.6,21.0,6.0,0.3,9.71,21.0,1,0.3
57481,,,0,0.0,14.97,39.0,0.0,0.0,15.06,39.0,0,0.0
57501,,,0,0.0,0.41,0.0,4.0,1.0,,139.0,0,0.0
57520,,,0,0.0,33.04,69.0,0.0,0.0,,,0,0.0
57521,,,0,0.0,39.07,104.0,0.0,0.0,41.31,124.0,0,0.0
57522,,,0,0.0,18.65,31.0,0.0,0.0,,,0,0.0
57523,,,0,0.0,,92.0,0.0,0.0,31.13,73.0,0,0.0
57528,,,0,0.0,,113.0,0.0,0.0,11.38,45.0,0,0.0
57529,,,0,0.0,,110.0,0.0,0.0,17.92,48.0,0,0.0
57531,,,0,0.0,29.77,75.0,0.0,0.0,,124.0,0,0.0
57532,,,0,0.0,3.25,14.0,4.0,0.53,,139.0,0,0.0
57533,,,0,0.0,,103.0,0.0,0.0,22.68,59.0,0,0.0
57534,,,0,0.0,,123.0,0.0,0.0,16.43,61.0,0,0.0
57536,,,0,0.0,27.45,82.0,0.0,0.0,,209.0,0,0.0
