ZCTA,minDisMet,time_to_nearest_methadone,count_in_range_methadone,methadone_score,minDisBup,time_to_nearest_buprenorphine,count_in_range_buprenorphine,buprenorphine_score,minDisNalV,time_to_nearest_naltrexone,count_in_range_naltrexone,naltrexone_score
10065,0.43,3.0,90,2.63,0.04,0.0,2600.0,1.0,0.33,0.0,244,2.8
10069,0.52,3.0,90,2.7,0.17,0.0,2594.0,1.0,0.52,3.0,247,2.7
10075,0.51,1.0,90,2.87,0.05,0.0,2629.0,1.0,0.34,0.0,248,2.93
10103,0.78,2.0,90,2.8,0.09,2.0,2598.0,0.93,0.21,2.0,244,2.8
10110,0.59,2.0,90,2.77,0.12,2.0,2619.0,0.93,0.33,2.0,248,2.8
10111,0.87,2.0,90,2.77,0.13,1.0,2614.0,0.97,0.2,1.0,247,2.87
10112,0.82,2.0,90,2.8,0.09,2.0,2629.0,0.93,0.31,2.0,248,2.8
10115,0.9,2.0,87,2.73,0.24,2.0,2422.0,0.93,0.41,2.0,232,2.73
10119,0.2,2.0,91,2.73,0.12,2.0,2723.0,0.93,0.2,2.0,263,2.8
10128,0.22,0.0,90,2.8,0.03,0.0,2537.0,1.0,0.22,0.0,240,2.87
10152,1.05,2.0,90,2.8,0.13,1.0,2637.0,0.97,0.13,1.0,248,2.9
10153,0.85,3.0,90,2.7,0.07,2.0,2620.0,0.93,0.2,2.0,248,2.8
10154,1.1,3.0,90,2.7,0.1,1.0,2618.0,0.97,0.15,1.0,248,2.87
10162,0.35,2.0,90,2.77,0.16,2.0,2577.0,0.93,0.37,2.0,243,2.8
10165,0.77,2.0,90,2.8,0.04,0.0,2714.0,1.0,0.15,2.0,256,2.8
10167,0.98,2.0,90,2.8,0.13,0.0,2712.0,1.0,0.3,0.0,254,2.93
10168,0.86,2.0,91,2.8,0.03,0.0,2735.0,1.0,0.07,1.0,259,2.87
10169,0.91,2.0,90,2.77,0.07,1.0,2698.0,0.97,0.27,2.0,254,2.8
10170,0.91,3.0,90,2.67,0.07,1.0,2603.0,0.97,0.15,1.0,247,2.83
10171,1.04,3.0,90,2.7,0.11,1.0,2679.0,0.97,0.26,1.0,253,2.87
10172,1.01,2.0,90,2.77,0.14,1.0,2622.0,0.97,0.3,1.0,249,2.87
10173,0.74,2.0,90,2.77,0.11,1.0,2617.0,0.97,0.29,1.0,249,2.87
10174,0.86,2.0,91,2.73,0.07,1.0,2733.0,0.97,0.1,1.0,258,2.87
10177,0.92,2.0,90,2.77,0.12,1.0,2689.0,0.97,0.32,1.0,254,2.87
10199,0.2,3.0,90,2.63,0.09,1.0,2697.0,0.97,0.2,1.0,261,2.9
10271,0.9,5.0,82,2.47,0.05,1.0,2514.0,0.97,0.82,3.0,238,2.6
10278,0.43,4.0,85,2.6,0.07,1.0,2549.0,0.97,0.22,2.0,244,2.73
10279,0.71,4.0,87,2.57,0.05,1.0,2555.0,0.97,0.54,2.0,243,2.7
10280,1.13,6.0,84,2.37,0.03,0.0,2541.0,1.0,0.97,4.0,239,2.5
10282,1.05,5.0,88,2.47,0.04,0.0,2577.0,1.0,0.77,3.0,249,2.6
10301,0.78,6.0,28,1.53,0.15,0.0,831.0,1.0,0.26,0.0,91,3.0
10302,3.09,12.0,43,1.63,0.07,0.0,1466.0,1.0,0.3,0.0,160,2.77
10303,3.42,11.0,39,1.67,0.45,0.0,1293.0,1.0,1.41,4.0,150,2.47
10304,1.15,0.0,41,2.03,0.36,0.0,1306.0,1.0,0.53,0.0,141,3.0
10305,2.02,4.0,49,2.0,0.48,0.0,1453.0,1.0,1.18,0.0,154,2.87
10306,4.58,11.0,27,1.5,0.17,0.0,722.0,1.0,1.68,7.0,89,2.27
10307,2.44,10.0,7,1.8,1.41,10.0,339.0,0.67,1.33,10.0,69,2.0
10308,3.5,12.0,15,1.63,0.25,0.0,544.0,1.0,0.77,0.0,86,2.37
10309,1.5,0.0,11,2.5,1.38,0.0,450.0,1.0,1.36,0.0,83,3.0
10310,2.06,9.0,45,1.6,0.14,0.0,1177.0,1.0,0.83,4.0,139,2.6
10311,4.78,14.0,22,1.6,0.74,7.0,813.0,0.77,0.47,9.0,100,2.1
10312,2.32,9.0,13,1.83,0.71,0.0,489.0,1.0,0.82,0.0,82,2.47
10314,4.01,10.0,39,1.63,0.6,0.0,1144.0,1.0,1.18,0.0,137,3.0
10451,0.25,0.0,84,3.0,0.25,0.0,2358.0,1.0,0.25,0.0,232,2.8
10452,0.84,3.0,85,2.67,0.11,0.0,2455.0,1.0,0.4,0.0,243,2.9
10453,0.57,3.0,79,2.67,0.12,0.0,2357.0,1.0,0.46,0.0,234,2.77
10454,0.42,0.0,87,2.8,0.38,0.0,2422.0,1.0,0.39,0.0,236,2.8
10455,0.05,0.0,82,2.9,0.03,0.0,2337.0,1.0,0.05,0.0,225,3.0
10456,0.33,0.0,84,2.87,0.08,0.0,2393.0,1.0,0.29,0.0,237,3.0
10457,0.27,0.0,83,2.93,0.06,0.0,2466.0,1.0,0.27,0.0,247,2.87
10458,0.6,0.0,76,2.73,0.1,0.0,2259.0,1.0,0.42,0.0,229,2.87
10459,0.62,2.0,82,2.77,0.09,0.0,2322.0,1.0,0.28,0.0,227,2.93
10460,0.74,3.0,84,2.67,0.04,0.0,2479.0,1.0,0.54,0.0,250,2.8
10461,0.03,0.0,79,3.0,0.03,0.0,2374.0,1.0,0.03,0.0,235,3.0
10462,1.0,7.0,72,2.3,0.36,0.0,2189.0,1.0,1.0,6.0,212,2.37
10463,1.38,6.0,76,2.37,0.17,0.0,2187.0,1.0,1.36,4.0,219,2.53
10464,2.78,8.0,62,2.2,2.11,8.0,1898.0,0.73,2.71,8.0,183,2.2
10465,1.77,5.0,81,2.5,0.16,0.0,2404.0,1.0,1.77,5.0,238,2.5
10466,1.53,4.0,65,2.43,0.49,0.0,2074.0,1.0,0.78,2.0,206,2.67
10467,0.85,0.0,72,2.63,0.32,0.0,2177.0,1.0,0.65,0.0,215,2.9
10468,0.96,3.0,80,2.63,0.26,0.0,2343.0,1.0,0.34,3.0,234,2.7
10469,1.03,3.0,72,2.57,0.32,0.0,2196.0,1.0,0.43,0.0,216,2.9
10470,1.29,3.0,67,2.5,0.1,0.0,2034.0,1.0,0.11,0.0,204,2.8
10471,1.74,7.0,75,2.2,0.17,0.0,2173.0,1.0,0.3,0.0,217,2.57
10472,1.59,4.0,84,2.6,0.27,0.0,2427.0,1.0,0.28,0.0,246,2.8
10473,2.14,6.0,82,2.4,0.12,0.0,2342.0,1.0,1.13,3.0,233,2.53
10474,1.03,4.0,82,2.57,0.45,4.0,2316.0,0.87,0.08,0.0,226,2.73
10475,1.59,6.0,67,2.4,1.11,0.0,2069.0,1.0,1.47,4.0,202,2.53
10501,8.47,17.0,5,0.97,3.61,11.0,76.0,0.63,1.6,9.0,20,2.03
10502,5.77,10.0,48,2.0,0.74,0.0,1493.0,1.0,2.63,7.0,143,2.2
10503,5.47,11.0,43,1.9,0.32,4.0,1185.0,0.87,3.76,8.0,117,1.97
10504,9.98,25.0,8,0.33,0.92,0.0,221.0,1.0,4.02,13.0,34,1.67
10505,6.2,16.0,5,1.4,2.07,6.0,51.0,0.8,2.06,6.0,17,2.33
10506,8.75,22.0,3,0.6,4.14,13.0,104.0,0.57,4.7,13.0,19,1.4
10507,12.37,28.0,6,0.13,2.78,6.0,123.0,0.8,2.98,7.0,23,2.07
10509,3.72,15.0,5,1.5,1.32,0.0,55.0,1.0,2.12,0.0,20,2.0
10510,5.74,22.0,6,0.6,0.81,0.0,189.0,1.0,2.97,12.0,34,1.8
10511,3.37,6.0,1,0.8,1.09,4.0,66.0,0.87,1.22,4.0,14,2.27
10512,1.73,0.0,6,3.0,1.63,0.0,52.0,1.0,1.73,0.0,19,3.0
10514,9.35,25.0,6,0.37,0.79,0.0,195.0,1.0,1.1,0.0,33,2.4
10516,6.07,22.0,6,0.73,4.78,15.0,65.0,0.5,5.77,15.0,15,1.1
10517,3.25,6.0,5,1.07,0.95,4.0,68.0,0.87,2.93,6.0,18,2.17
10518,10.23,22.0,2,0.33,0.24,0.0,99.0,1.0,7.74,17.0,24,1.13
10519,4.51,16.0,6,1.4,1.93,8.0,77.0,0.73,2.5,12.0,25,1.67
10520,6.43,13.0,1,0.57,1.64,0.0,81.0,1.0,2.71,13.0,15,1.53
10522,5.24,9.0,46,2.1,0.06,0.0,1358.0,1.0,3.71,8.0,130,2.13
10523,6.32,13.0,46,1.63,0.25,0.0,1154.0,1.0,1.18,3.0,116,2.6
10524,3.78,9.0,3,0.77,0.77,0.0,60.0,1.0,0.92,0.0,18,2.23
10526,8.25,24.0,7,0.6,2.55,5.0,116.0,0.83,6.21,13.0,30,1.5
10527,8.2,20.0,5,1.0,3.08,10.0,68.0,0.67,2.59,10.0,19,2.0
10528,5.36,12.0,25,1.27,0.21,0.0,597.0,1.0,1.25,5.0,69,2.5
10530,7.38,14.0,41,1.53,0.57,0.0,1028.0,1.0,1.14,3.0,107,2.6
10532,6.73,20.0,16,0.93,0.46,0.0,514.0,1.0,0.23,0.0,64,2.7
10533,5.17,16.0,38,1.4,0.74,0.0,962.0,1.0,2.9,10.0,99,1.73
10535,6.89,11.0,5,1.43,0.7,0.0,68.0,1.0,0.42,0.0,19,2.53
10536,10.08,21.0,7,0.57,3.3,0.0,160.0,1.0,4.3,10.0,40,1.9
10537,3.19,13.0,5,0.57,2.11,12.0,31.0,0.6,2.15,13.0,13,1.5
10538,2.09,10.0,28,1.43,0.49,0.0,661.0,1.0,1.96,8.0,72,2.2
10541,4.85,12.0,5,1.8,0.68,0.0,44.0,1.0,0.7,0.0,16,2.77
10543,3.78,7.0,35,1.67,0.26,0.0,808.0,1.0,2.84,5.0,84,2.5
10545,6.56,19.0,7,0.7,1.82,4.0,189.0,0.87,4.15,10.0,34,1.93
10546,8.94,23.0,6,0.4,2.44,7.0,177.0,0.77,2.43,7.0,31,2.1
10547,3.92,9.0,5,1.1,2.24,8.0,61.0,0.73,2.72,8.0,16,2.0
10548,4.08,8.0,1,0.73,0.48,0.0,60.0,1.0,0.55,0.0,14,2.27
10549,12.1,28.0,6,0.17,0.14,0.0,187.0,1.0,0.4,0.0,32,2.7
10550,0.21,0.0,61,2.47,0.76,2.0,1891.0,0.93,0.24,0.0,184,2.9
10552,0.96,4.0,58,2.27,0.9,2.0,1794.0,0.93,0.84,4.0,170,2.53
10553,0.9,2.0,58,2.33,0.16,0.0,1803.0,1.0,0.8,2.0,171,2.7
10560,6.41,23.0,5,0.7,1.43,0.0,75.0,1.0,4.44,17.0,25,1.17
10562,5.3,17.0,6,0.87,0.59,0.0,193.0,1.0,4.13,11.0,36,1.87
10566,1.07,0.0,5,1.13,0.13,0.0,84.0,1.0,0.14,0.0,19,2.43
10567,2.11,4.0,5,1.0,0.45,0.0,74.0,1.0,1.72,4.0,19,2.13
10570,7.89,21.0,9,0.7,0.71,0.0,307.0,1.0,2.12,6.0,44,2.37
10573,7.33,16.0,19,1.4,0.3,0.0,463.0,1.0,0.75,0.0,61,2.67
10576,5.97,12.0,4,1.27,4.55,10.0,117.0,0.67,5.97,12.0,24,1.53
10577,8.72,19.0,16,0.87,2.01,9.0,396.0,0.7,2.36,9.0,52,2.03
10578,6.26,19.0,6,1.1,0.76,6.0,81.0,0.8,4.33,16.0,24,1.4
10579,6.66,20.0,1,0.33,3.48,18.0,11.0,0.4,3.81,18.0,8,1.13
10580,6.47,12.0,27,1.47,0.72,0.0,622.0,1.0,1.43,0.0,73,3.0
10583,5.15,11.0,44,1.77,0.43,0.0,1180.0,1.0,3.11,5.0,119,2.3
10588,5.31,9.0,5,1.43,0.9,2.0,68.0,0.93,1.38,2.0,19,2.33
10589,5.66,21.0,6,0.9,0.84,0.0,64.0,1.0,3.2,16.0,24,1.33
10590,6.92,14.0,5,0.97,2.81,11.0,100.0,0.63,6.24,14.0,26,1.4
10591,3.71,9.0,39,1.77,0.23,0.0,929.0,1.0,2.16,0.0,103,2.47
10594,7.98,22.0,12,0.8,1.05,5.0,377.0,0.83,1.42,5.0,50,2.37
10595,7.35,18.0,20,1.1,0.9,0.0,604.0,1.0,1.71,4.0,75,2.5
10596,4.01,8.0,1,0.73,1.72,4.0,48.0,0.87,1.8,4.0,12,2.13
10597,9.12,23.0,6,0.27,1.85,8.0,74.0,0.73,7.12,22.0,25,0.77
10598,6.91,14.0,5,0.73,2.56,10.0,67.0,0.67,1.47,0.0,18,2.67
10601,8.36,15.0,28,1.33,0.28,0.0,725.0,1.0,0.09,0.0,83,2.67
10603,8.29,16.0,28,1.27,0.24,0.0,716.0,1.0,1.2,4.0,82,2.53
10604,9.41,19.0,19,1.0,1.14,0.0,596.0,1.0,1.31,5.0,71,2.3
10605,7.11,14.0,21,1.27,0.68,0.0,605.0,1.0,1.52,3.0,74,2.37
10606,7.67,16.0,28,1.27,0.4,0.0,724.0,1.0,0.84,2.0,83,2.6
10607,7.17,14.0,42,1.53,0.16,0.0,1035.0,1.0,0.18,0.0,109,2.87
10701,0.18,4.0,59,2.6,0.17,0.0,1852.0,1.0,0.17,0.0,187,2.67
10703,1.03,0.0,57,3.0,0.95,0.0,1703.0,1.0,1.02,0.0,174,2.6
10704,1.2,4.0,61,2.33,0.06,0.0,1902.0,1.0,1.2,4.0,193,2.6
10705,1.55,6.0,70,2.4,0.18,0.0,2087.0,1.0,0.83,3.0,205,2.57
10706,3.64,6.0,57,2.4,1.08,4.0,1743.0,0.87,3.58,6.0,179,2.3
10707,3.38,7.0,49,2.1,0.53,4.0,1523.0,0.87,0.58,0.0,149,2.53
10708,1.84,4.0,56,2.4,0.28,0.0,1763.0,1.0,1.02,2.0,185,2.67
10709,3.07,8.0,46,2.07,0.14,0.0,1366.0,1.0,0.98,4.0,126,2.33
10710,3.08,9.0,50,2.1,1.36,6.0,1550.0,0.8,1.21,5.0,152,2.2
10801,0.06,0.0,59,2.37,0.06,0.0,1736.0,1.0,0.06,0.0,168,2.73
10803,1.3,4.0,60,2.37,0.26,0.0,1807.0,1.0,1.3,4.0,175,2.53
10804,2.3,10.0,30,1.57,1.32,0.0,780.0,1.0,2.24,10.0,80,1.93
10805,1.07,5.0,53,2.1,0.6,5.0,1569.0,0.83,1.02,5.0,146,2.33
10901,1.04,0.0,7,2.43,0.64,0.0,211.0,1.0,3.89,11.0,35,1.53
10910,11.33,28.0,2,0.13,3.54,16.0,26.0,0.47,4.31,16.0,2,0.63
10911,3.82,15.0,2,0.53,4.35,15.0,64.0,0.5,4.21,15.0,12,1.2
10913,2.91,8.0,9,1.73,1.05,5.0,355.0,0.83,1.38,0.0,47,3.0
10914,10.57,27.0,2,0.2,2.27,9.0,49.0,0.7,6.19,18.0,12,0.8
10915,17.13,29.0,2,0.07,4.69,9.0,59.0,0.7,6.8,15.0,16,1.5
10916,11.82,25.0,2,0.33,2.9,12.0,71.0,0.6,5.69,16.0,17,0.87
10917,10.1,27.0,5,0.23,2.13,5.0,79.0,0.83,3.36,11.0,17,1.07
10918,15.93,32.0,0,0.0,3.59,9.0,46.0,0.7,4.44,9.0,7,1.73
10919,18.26,33.0,0,0.0,3.33,6.0,40.0,0.8,5.27,12.0,7,1.8
10920,1.46,4.0,8,1.9,2.11,4.0,216.0,0.87,1.46,4.0,28,2.6
10921,18.95,41.0,0,0.0,0.78,0.0,44.0,1.0,4.88,12.0,7,1.23
10922,3.89,13.0,7,0.7,3.51,13.0,104.0,0.57,3.41,13.0,23,1.47
10923,5.83,12.0,6,1.5,0.74,3.0,118.0,0.9,4.73,12.0,22,1.8
10924,17.26,32.0,0,0.0,0.25,0.0,46.0,1.0,0.37,0.0,8,2.07
10925,11.03,34.0,0,0.0,4.31,17.0,7.0,0.43,9.86,27.0,1,0.1
10926,11.64,25.0,5,0.37,1.41,8.0,105.0,0.73,2.12,8.0,20,1.27
10927,4.84,10.0,5,1.5,0.12,0.0,94.0,1.0,4.01,10.0,16,2.0
10928,4.85,17.0,3,0.83,2.66,13.0,75.0,0.57,2.65,17.0,17,1.03
10930,10.7,23.0,2,0.47,0.67,0.0,46.0,1.0,3.84,12.0,11,1.07
10931,2.09,10.0,7,1.63,2.04,10.0,217.0,0.67,6.41,16.0,35,1.2
10932,22.43,40.0,0,0.0,2.28,6.0,40.0,0.8,2.64,6.0,9,2.4
10933,26.17,44.0,0,0.0,5.57,17.0,38.0,0.43,7.08,18.0,9,1.2
10940,21.04,33.0,0,0.0,0.3,0.0,44.0,1.0,0.3,0.0,11,3.0
10941,17.11,31.0,0,0.0,1.31,0.0,41.0,1.0,3.33,11.0,8,1.9
10950,13.39,30.0,1,0.0,0.57,0.0,52.0,1.0,0.26,0.0,8,1.53
10952,3.22,9.0,5,1.83,0.57,0.0,146.0,1.0,1.4,8.0,29,1.7
10953,6.44,16.0,3,0.93,3.19,5.0,52.0,0.83,6.44,16.0,13,1.4
10954,4.25,9.0,11,2.0,0.77,0.0,340.0,1.0,1.8,5.0,43,2.3
10956,2.92,15.0,6,1.37,0.36,0.0,139.0,1.0,2.81,9.0,23,1.8
10958,21.94,38.0,0,0.0,2.19,0.0,40.0,1.0,4.31,12.0,7,1.67
10960,0.37,0.0,13,2.23,0.18,0.0,466.0,1.0,0.37,0.0,57,2.8
10962,3.96,10.0,24,1.73,0.37,0.0,659.0,1.0,2.55,5.0,73,2.5
10963,25.83,46.0,0,0.0,5.04,13.0,38.0,0.57,5.13,13.0,9,1.7
10964,5.28,11.0,35,1.4,1.24,5.0,909.0,0.83,4.96,10.0,93,2.0
10965,5.21,11.0,9,1.63,0.23,0.0,316.0,1.0,3.68,8.0,40,2.0
10968,3.96,7.0,15,1.67,0.15,0.0,528.0,1.0,3.31,7.0,62,2.23
10969,21.63,53.0,0,0.0,2.79,18.0,34.0,0.4,10.45,25.0,9,0.23
10970,6.33,18.0,6,1.2,1.36,0.0,125.0,1.0,5.11,13.0,24,1.4
10973,24.17,38.0,0,0.0,3.09,11.0,39.0,0.63,4.83,12.0,9,1.8
10974,4.48,12.0,7,1.43,4.42,12.0,169.0,0.6,8.02,18.0,31,1.0
10975,10.55,28.0,2,0.13,4.08,18.0,15.0,0.4,4.74,18.0,1,0.4
10976,4.36,8.0,25,1.67,0.3,3.0,698.0,0.9,3.44,6.0,81,2.4
10977,4.67,11.0,6,1.87,0.36,0.0,283.0,1.0,0.35,0.0,38,2.27
10979,10.55,34.0,0,0.0,5.68,24.0,4.0,0.2,10.75,27.0,1,0.1
10980,6.55,16.0,5,1.07,2.1,5.0,87.0,0.83,3.97,16.0,16,1.4
10983,4.96,12.0,15,1.5,0.95,0.0,476.0,1.0,3.77,7.0,55,2.3
10984,6.45,16.0,5,1.13,1.67,6.0,83.0,0.8,5.4,14.0,15,1.47
10985,18.66,40.0,0,0.0,4.65,8.0,35.0,0.73,9.21,23.0,12,0.7
10986,4.6,18.0,5,0.93,3.42,8.0,70.0,0.73,3.52,18.0,14,1.2
10987,7.02,27.0,2,0.2,6.97,27.0,15.0,0.1,9.35,30.0,2,0.0
10988,25.27,53.0,0,0.0,6.22,21.0,33.0,0.3,8.55,26.0,9,0.4
10989,0.67,0.0,8,2.23,0.02,0.0,289.0,1.0,0.02,0.0,41,3.0
10990,15.75,46.0,0,0.0,0.38,0.0,16.0,1.0,9.2,22.0,2,0.3
10992,8.26,21.0,2,0.6,0.06,0.0,56.0,1.0,7.19,16.0,12,1.07
10993,5.81,12.0,5,1.37,0.49,0.0,91.0,1.0,3.84,12.0,17,1.8
10994,2.64,6.0,8,2.0,0.24,0.0,302.0,1.0,1.07,0.0,43,2.6
10996,6.46,24.0,3,0.27,3.76,18.0,37.0,0.4,3.82,24.0,12,0.3
10998,25.87,46.0,0,0.0,7.1,19.0,44.0,0.37,8.3,19.0,9,1.1
11001,1.89,5.0,75,2.13,0.34,0.0,2189.0,1.0,1.67,4.0,217,2.57
11003,3.55,10.0,57,1.8,0.46,0.0,1638.0,1.0,2.0,6.0,167,2.27
11004,0.32,0.0,75,2.37,0.07,0.0,2176.0,1.0,0.32,0.0,215,2.83
11005,0.57,4.0,69,2.1,0.45,2.0,1961.0,0.93,0.57,4.0,195,2.53
11010,3.9,10.0,40,1.67,0.22,0.0,1393.0,1.0,0.49,0.0,131,2.6
11020,1.65,6.0,70,2.0,0.32,0.0,2065.0,1.0,0.42,5.0,202,2.47
11021,2.61,7.0,70,1.9,0.08,0.0,2032.0,1.0,0.16,0.0,197,2.77
11023,3.55,10.0,53,1.6,0.76,3.0,1513.0,0.9,1.02,3.0,147,2.47
11024,4.57,12.0,32,1.4,1.77,5.0,1162.0,0.83,2.03,5.0,105,2.27
11030,3.42,10.0,45,1.6,0.19,0.0,1378.0,1.0,2.17,6.0,136,2.3
11040,1.62,5.0,53,1.93,0.1,0.0,1531.0,1.0,1.38,0.0,155,2.67
11042,0.56,3.0,75,2.2,0.16,0.0,2107.0,1.0,0.56,3.0,210,2.63
11050,6.0,15.0,17,1.07,0.25,0.0,633.0,1.0,0.29,0.0,66,2.27
11096,6.82,13.0,58,1.67,1.28,3.0,1632.0,0.9,0.93,3.0,161,2.53
11101,1.27,6.0,91,2.33,0.09,0.0,2709.0,1.0,1.01,4.0,260,2.53
11102,1.42,8.0,86,2.2,0.16,0.0,2539.0,1.0,0.86,4.0,242,2.53
11103,1.91,8.0,85,2.07,0.13,0.0,2448.0,1.0,1.35,5.0,233,2.5
11104,1.84,5.0,91,2.37,0.09,0.0,2702.0,1.0,0.98,2.0,258,2.6
11105,1.89,8.0,85,2.2,0.32,0.0,2441.0,1.0,1.06,5.0,227,2.47
11106,1.31,7.0,86,2.27,0.19,0.0,2612.0,1.0,0.6,0.0,243,2.8
11109,1.06,6.0,90,2.4,0.19,3.0,2685.0,0.9,0.96,6.0,257,2.4
11201,0.7,0.0,83,2.6,0.02,0.0,2491.0,1.0,0.07,0.0,231,3.0
11203,0.68,0.0,69,2.87,0.12,0.0,2087.0,1.0,0.67,0.0,203,3.0
11204,2.2,5.0,57,2.23,0.14,0.0,1765.0,1.0,0.55,0.0,169,2.6
11205,0.68,5.0,80,2.47,0.27,0.0,2400.0,1.0,0.56,0.0,223,2.67
11206,0.14,0.0,81,2.9,0.09,0.0,2561.0,1.0,0.72,3.0,239,2.6
11207,0.52,0.0,78,2.83,0.09,0.0,2334.0,1.0,0.08,0.0,220,2.9
11208,1.53,4.0,76,2.47,0.07,0.0,2312.0,1.0,0.14,0.0,215,3.0
11209,2.5,7.0,68,2.13,0.33,0.0,1869.0,1.0,1.22,4.0,189,2.4
11210,1.79,7.0,51,2.3,0.47,0.0,1757.0,1.0,0.42,0.0,163,2.63
11211,1.02,3.0,83,2.63,0.16,0.0,2637.0,1.0,1.09,5.0,245,2.5
11212,0.73,0.0,74,2.67,0.22,0.0,2275.0,1.0,1.14,5.0,220,2.5
11213,0.51,0.0,74,2.83,0.32,0.0,2250.0,1.0,0.57,0.0,217,2.7
11214,3.46,7.0,51,2.03,0.09,0.0,1656.0,1.0,1.48,4.0,155,2.57
11215,0.78,0.0,76,2.83,0.05,0.0,2308.0,1.0,1.28,4.0,219,2.6
11216,0.53,2.0,79,2.7,0.28,0.0,2392.0,1.0,0.56,0.0,222,2.9
11217,0.64,3.0,81,2.63,0.1,0.0,2437.0,1.0,0.26,0.0,227,2.9
11218,0.45,0.0,71,2.67,0.25,0.0,2089.0,1.0,1.47,5.0,200,2.37
11219,1.65,4.0,66,2.4,0.18,0.0,1892.0,1.0,0.71,4.0,180,2.4
11220,1.77,4.0,71,2.43,0.08,0.0,1962.0,1.0,0.85,4.0,192,2.43
11221,0.11,0.0,80,2.8,0.08,0.0,2455.0,1.0,0.1,0.0,227,2.9
11222,1.54,6.0,89,2.37,0.24,0.0,2652.0,1.0,1.54,5.0,243,2.37
11223,3.42,6.0,51,2.13,0.26,0.0,1733.0,1.0,0.68,0.0,159,2.73
11224,5.03,11.0,36,1.63,0.16,0.0,1089.0,1.0,0.18,0.0,111,2.83
11225,0.57,4.0,77,2.57,0.22,0.0,2288.0,1.0,0.56,4.0,222,2.53
11226,0.72,4.0,67,2.53,0.19,0.0,2011.0,1.0,0.9,5.0,194,2.5
11228,2.92,6.0,66,2.2,0.12,0.0,1835.0,1.0,0.99,4.0,190,2.53
11229,3.44,8.0,46,2.17,0.25,0.0,1579.0,1.0,0.73,0.0,149,2.73
11230,1.75,4.0,62,2.33,0.35,0.0,1814.0,1.0,1.01,5.0,174,2.5
11231,0.57,4.0,79,2.57,0.45,0.0,2293.0,1.0,0.8,0.0,218,2.67
11232,0.79,0.0,73,2.67,0.2,0.0,2105.0,1.0,0.2,0.0,202,2.53
11233,0.54,4.0,76,2.53,0.05,0.0,2311.0,1.0,0.53,0.0,216,2.73
11234,2.54,6.0,49,2.37,0.25,0.0,1733.0,1.0,1.66,5.0,163,2.47
11235,4.52,10.0,38,1.87,0.15,0.0,1442.0,1.0,0.35,0.0,145,3.0
11236,0.81,0.0,53,2.53,0.26,0.0,1784.0,1.0,2.24,7.0,169,2.3
11237,0.94,3.0,79,2.63,0.2,0.0,2405.0,1.0,0.96,3.0,225,2.6
11238,0.27,0.0,80,2.83,0.08,0.0,2414.0,1.0,0.78,2.0,227,2.73
11239,0.81,5.0,61,2.5,0.46,0.0,1889.0,1.0,1.22,5.0,186,2.47
11351,1.82,8.0,78,2.2,0.74,2.0,2315.0,0.93,2.49,8.0,229,2.2
11354,0.92,3.0,81,2.3,0.23,0.0,2443.0,1.0,2.07,7.0,240,2.23
11355,0.37,0.0,82,2.53,0.15,0.0,2447.0,1.0,2.03,6.0,231,2.4
11356,2.57,8.0,76,1.93,0.17,0.0,2180.0,1.0,2.16,11.0,207,1.83
11357,2.09,8.0,80,2.13,0.48,0.0,2308.0,1.0,3.32,9.0,231,2.1
11358,1.04,5.0,79,2.4,0.83,0.0,2358.0,1.0,2.85,5.0,223,2.47
11359,3.29,11.0,76,1.87,0.65,4.0,2246.0,0.87,2.48,9.0,227,2.03
11360,2.54,9.0,77,1.97,0.23,0.0,2240.0,1.0,2.7,8.0,227,2.17
11361,2.23,7.0,80,2.2,0.16,0.0,2376.0,1.0,2.68,5.0,233,2.43
11362,1.19,7.0,73,2.03,0.6,0.0,2156.0,1.0,1.19,6.0,210,2.37
11363,2.23,9.0,72,1.93,0.32,0.0,2134.0,1.0,1.21,5.0,206,2.4
11364,2.43,6.0,79,2.33,0.47,0.0,2346.0,1.0,1.38,3.0,223,2.6
11365,1.33,2.0,80,2.6,0.44,0.0,2453.0,1.0,1.33,2.0,229,2.7
11366,0.84,0.0,77,2.63,0.39,0.0,2415.0,1.0,0.84,0.0,226,2.87
11367,0.77,4.0,77,2.5,0.1,0.0,2393.0,1.0,0.77,4.0,225,2.53
11368,1.29,5.0,80,2.33,0.7,0.0,2426.0,1.0,0.5,0.0,224,2.67
11369,1.35,5.0,81,2.27,0.35,3.0,2464.0,0.9,0.67,3.0,237,2.6
11370,1.78,7.0,83,2.1,0.34,0.0,2463.0,1.0,1.56,5.0,236,2.43
11371,1.91,7.0,80,2.17,0.96,4.0,2428.0,0.87,1.09,5.0,225,2.43
11372,0.49,3.0,82,2.3,0.1,0.0,2443.0,1.0,0.49,0.0,224,2.8
11373,0.45,0.0,82,2.37,0.26,0.0,2435.0,1.0,0.35,0.0,227,3.0
11374,1.74,4.0,78,2.3,0.19,0.0,2392.0,1.0,0.6,4.0,223,2.6
11375,2.03,6.0,79,2.3,0.12,0.0,2411.0,1.0,1.04,6.0,226,2.4
11377,1.04,3.0,87,2.33,0.56,0.0,2650.0,1.0,0.18,0.0,251,2.8
11378,1.62,4.0,86,2.4,0.61,0.0,2603.0,1.0,1.29,4.0,244,2.6
11379,1.85,6.0,79,2.13,0.47,0.0,2398.0,1.0,1.18,6.0,223,2.4
