ZCTA,ZIPCODE,areaSqMi,totPopE,alcTotal,alcDens,alcPerCap
54864,54864,50.87,1325,0,0.0,0.0
54865,54865,61.43,446,0,0.0,0.0
54867,54867,32.92,468,0,0.0,0.0
54868,54868,209.76,15383,3,0.01,0.0
54870,54870,90.12,1537,0,0.0,0.0
54871,54871,111.25,2993,0,0.0,0.0
54872,54872,62.24,2733,0,0.0,0.0
54873,54873,268.91,2813,1,0.0,0.0
54874,54874,147.26,3841,0,0.0,0.0
54875,54875,110.55,1082,0,0.0,0.0
54876,54876,101.97,1450,2,0.02,0.0
54880,54880,172.09,29958,2,0.01,0.0
54888,54888,95.63,1288,0,0.0,0.0
54889,54889,70.02,2536,1,0.01,0.0
54891,54891,73.57,3318,0,0.0,0.0
54893,54893,157.66,3711,0,0.0,0.0
54895,54895,106.05,914,0,0.0,0.0
54896,54896,432.87,1406,0,0.0,0.0
54901,54901,16.68,38812,1,0.06,0.0
54902,54902,35.12,22110,0,0.0,0.0
54904,54904,74.63,21482,0,0.0,0.0
54909,54909,95.99,2106,0,0.0,0.0
54911,54911,8.29,26928,1,0.12,0.0
54913,54913,62.95,20699,0,0.0,0.0
54914,54914,17.81,31030,2,0.11,0.0
54915,54915,15.7,43045,1,0.06,0.0
54921,54921,77.91,1167,0,0.0,0.0
54922,54922,47.49,1347,0,0.0,0.0
54923,54923,135.36,8816,0,0.0,0.0
54927,54927,0.23,482,0,0.0,0.0
54928,54928,10.97,385,0,0.0,0.0
54929,54929,119.34,8682,0,0.0,0.0
54930,54930,93.01,1593,1,0.01,0.0
54931,54931,0.26,323,0,0.0,0.0
54932,54932,30.22,1364,0,0.0,0.0
54933,54933,0.98,353,0,0.0,0.0
54934,54934,0.34,514,0,0.0,0.0
54935,54935,15.76,42107,4,0.25,0.0
54937,54937,114.18,19364,0,0.0,0.0
54940,54940,86.88,4000,0,0.0,0.0
54941,54941,32.41,2366,1,0.03,0.0
54942,54942,20.64,9699,0,0.0,0.0
54943,54943,122.67,1947,0,0.0,0.0
54944,54944,67.74,9145,0,0.0,0.0
54945,54945,105.03,3326,0,0.0,0.0
54946,54946,0.01,96,0,0.0,0.0
54947,54947,46.49,2476,0,0.0,0.0
54948,54948,14.16,257,0,0.0,0.0
54949,54949,63.26,3370,0,0.0,0.0
54950,54950,83.21,2901,0,0.0,0.0
54952,54952,28.13,26707,1,0.04,0.0
54956,54956,61.33,43736,3,0.05,0.0
54960,54960,104.78,2472,0,0.0,0.0
54961,54961,123.45,13649,1,0.01,0.0
54962,54962,47.36,1158,0,0.0,0.0
54963,54963,76.55,6826,0,0.0,0.0
54964,54964,35.79,979,0,0.0,0.0
54965,54965,57.98,1368,0,0.0,0.0
54966,54966,80.19,1981,0,0.0,0.0
54967,54967,3.29,352,0,0.0,0.0
54968,54968,60.04,2813,0,0.0,0.0
54970,54970,46.29,3684,0,0.0,0.0
54971,54971,110.16,10579,0,0.0,0.0
54974,54974,26.29,1474,0,0.0,0.0
54977,54977,38.42,1560,0,0.0,0.0
54979,54979,26.04,1394,0,0.0,0.0
54980,54980,0.5,103,0,0.0,0.0
54981,54981,133.69,15254,0,0.0,0.0
54982,54982,124.37,7079,0,0.0,0.0
54983,54983,85.1,4485,0,0.0,0.0
54984,54984,76.24,3172,0,0.0,0.0
54985,54985,0.1,415,0,0.0,0.0
54986,54986,28.44,5058,1,0.04,0.0
55001,55001,26.34,3019,0,0.0,0.0
55003,55003,2.09,4262,0,0.0,0.0
55005,55005,19.37,4623,1,0.05,0.0
55006,55006,78.22,3902,1,0.01,0.0
55007,55007,118.87,2385,0,0.0,0.0
55008,55008,100.47,15651,2,0.02,0.0
55009,55009,121.79,7761,2,0.02,0.0
55011,55011,44.96,10494,2,0.04,0.0
55012,55012,22.79,2013,1,0.04,0.0
55013,55013,29.31,6810,1,0.03,0.0
55014,55014,18.67,28039,6,0.32,0.0
55016,55016,29.18,35783,3,0.1,0.0
55017,55017,30.17,843,0,0.0,0.0
55018,55018,48.19,916,0,0.0,0.0
55019,55019,20.21,1983,2,0.1,0.0
55020,55020,24.97,3750,0,0.0,0.0
55021,55021,180.84,30035,4,0.02,0.0
55024,55024,88.98,35035,2,0.02,0.0
55025,55025,78.75,24679,5,0.06,0.0
55026,55026,5.5,382,0,0.0,0.0
55027,55027,118.54,3068,0,0.0,0.0
55029,55029,0.07,84,0,0.0,0.0
55030,55030,38.22,1306,0,0.0,0.0
55031,55031,39.6,2099,0,0.0,0.0
55032,55032,69.7,3506,1,0.01,0.0
55033,55033,141.05,30054,4,0.03,0.0
55036,55036,0.28,93,1,3.52,0.01
55037,55037,305.63,4789,0,0.0,0.0
55038,55038,49.56,22082,5,0.1,0.0
55040,55040,99.19,12893,1,0.01,0.0
55041,55041,146.61,7800,1,0.01,0.0
55042,55042,24.48,9618,2,0.08,0.0
55043,55043,3.87,3682,2,0.52,0.0
55044,55044,64.14,53547,4,0.06,0.0
55045,55045,35.45,7598,1,0.03,0.0
55046,55046,46.68,5463,1,0.02,0.0
55047,55047,30.0,2372,0,0.0,0.0
55049,55049,47.99,2679,1,0.02,0.0
55051,55051,195.8,9413,2,0.01,0.0
55052,55052,46.58,1992,1,0.02,0.0
55053,55053,42.96,1083,0,0.0,0.0
55054,55054,1.21,2620,1,0.83,0.0
55055,55055,3.54,3506,1,0.28,0.0
55056,55056,101.5,13895,1,0.01,0.0
55057,55057,125.06,25091,2,0.02,0.0
55060,55060,204.98,29020,5,0.02,0.0
55063,55063,167.05,9609,2,0.01,0.0
55065,55065,32.87,1184,0,0.0,0.0
55066,55066,119.6,18192,3,0.03,0.0
55068,55068,42.87,29474,5,0.12,0.0
55069,55069,74.11,5279,2,0.03,0.0
55070,55070,27.29,7810,1,0.04,0.0
55071,55071,5.13,5684,1,0.19,0.0
55072,55072,314.69,4535,0,0.0,0.0
55073,55073,27.73,3600,1,0.04,0.0
55074,55074,34.77,2378,0,0.0,0.0
55075,55075,5.67,20274,3,0.53,0.0
55076,55076,9.14,21681,5,0.55,0.0
55077,55077,18.68,13474,1,0.05,0.0
55079,55079,61.37,8726,1,0.02,0.0
55080,55080,65.01,2554,0,0.0,0.0
55082,55082,78.23,35867,7,0.09,0.0
55084,55084,24.28,1653,0,0.0,0.0
55085,55085,0.82,498,0,0.0,0.0
55087,55087,0.2,325,0,0.0,0.0
55088,55088,34.89,1722,0,0.0,0.0
55089,55089,60.44,1843,0,0.0,0.0
55090,55090,0.1,280,1,10.06,0.0
55092,55092,33.75,10836,3,0.09,0.0
55101,55101,0.82,7234,3,3.68,0.0
55102,55102,3.25,18346,4,1.23,0.0
55103,55103,2.09,13947,2,0.96,0.0
55104,55104,6.06,45535,10,1.65,0.0
55105,55105,3.61,26729,6,1.66,0.0
55106,55106,8.65,58160,7,0.81,0.0
55107,55107,4.11,15171,1,0.24,0.0
55108,55108,3.93,15929,1,0.25,0.0
55109,55109,11.7,34135,7,0.6,0.0
55110,55110,24.21,40336,12,0.5,0.0
55111,55111,2.26,20,0,0.0,0.0
55112,55112,19.01,45895,5,0.26,0.0
55113,55113,14.92,41608,13,0.87,0.0
55114,55114,1.3,2931,1,0.77,0.0
55115,55115,6.72,9113,0,0.0,0.0
55116,55116,5.45,24196,5,0.92,0.0
55117,55117,9.26,45486,5,0.54,0.0
55118,55118,10.54,28402,8,0.76,0.0
55119,55119,14.1,42792,3,0.21,0.0
55120,55120,5.35,4355,1,0.19,0.0
55121,55121,9.03,8571,3,0.33,0.0
55122,55122,11.27,32253,5,0.44,0.0
55123,55123,11.01,25612,4,0.36,0.0
55124,55124,16.82,51931,3,0.18,0.0
55125,55125,15.27,43438,8,0.52,0.0
55126,55126,11.99,26736,2,0.17,0.0
55127,55127,13.5,18487,4,0.3,0.0
55128,55128,11.24,28849,6,0.53,0.0
55129,55129,19.56,25248,1,0.05,0.0
55130,55130,1.98,18259,3,1.51,0.0
55150,55150,0.34,225,0,0.0,0.0
55155,55155,0.05,0,0,0.0,
55301,55301,10.2,12760,1,0.1,0.0
55302,55302,71.51,7093,1,0.01,0.0
55303,55303,63.14,49377,5,0.08,0.0
55304,55304,69.09,48981,6,0.09,0.0
55305,55305,9.3,20818,5,0.54,0.0
55306,55306,6.21,16125,0,0.0,0.0
55307,55307,77.71,3310,1,0.01,0.0
55308,55308,62.74,10045,3,0.05,0.0
55309,55309,65.59,18886,2,0.03,0.0
55310,55310,99.25,1303,2,0.02,0.0
55311,55311,16.37,37703,2,0.12,0.0
55312,55312,71.26,1487,0,0.0,0.0
55313,55313,108.6,24379,3,0.03,0.0
55314,55314,74.45,1111,0,0.0,0.0
55315,55315,26.5,5651,1,0.04,0.0
55316,55316,8.15,24478,2,0.25,0.0
55317,55317,12.55,21739,6,0.48,0.0
55318,55318,41.26,27657,5,0.12,0.0
55319,55319,71.03,5261,0,0.0,0.0
55320,55320,53.13,5168,2,0.04,0.0
55321,55321,81.19,5480,2,0.02,0.0
55322,55322,54.59,3505,1,0.02,0.0
55324,55324,35.13,1218,1,0.03,0.0
55325,55325,76.82,4620,1,0.01,0.0
55327,55327,18.08,3402,2,0.11,0.0
55328,55328,44.42,9400,2,0.05,0.0
55329,55329,50.32,1924,1,0.02,0.0
55330,55330,104.48,38283,3,0.03,0.0
55331,55331,14.95,18475,1,0.07,0.0
55332,55332,114.54,1652,0,0.0,0.0
55333,55333,70.85,825,1,0.01,0.0
55334,55334,85.99,2576,0,0.0,0.0
55335,55335,112.82,1733,0,0.0,0.0
55336,55336,127.67,7836,1,0.01,0.0
55337,55337,18.67,45158,6,0.32,0.0
55338,55338,39.6,1155,0,0.0,0.0
55339,55339,22.4,1085,0,0.0,0.0
55340,55340,36.12,8023,4,0.11,0.0
55341,55341,4.74,3226,1,0.21,0.0
55342,55342,161.62,1800,0,0.0,0.0
55343,55343,7.55,25185,7,0.93,0.0
55344,55344,8.82,17097,2,0.23,0.0
55345,55345,11.36,21905,2,0.18,0.0
55346,55346,6.89,16413,0,0.0,0.0
55347,55347,16.89,30390,0,0.0,0.0
55349,55349,65.56,3880,0,0.0,0.0
55350,55350,160.74,17872,1,0.01,0.0
55352,55352,66.75,9391,2,0.03,0.0
55353,55353,84.4,3540,1,0.01,0.0
55354,55354,31.72,2783,2,0.06,0.0
55355,55355,172.91,9469,1,0.01,0.0
55356,55356,12.48,5429,2,0.16,0.0
55357,55357,19.01,3229,1,0.05,0.0
55358,55358,54.81,5117,1,0.02,0.0
55359,55359,41.94,6349,4,0.1,0.0
55360,55360,32.03,2774,1,0.03,0.0
55362,55362,61.04,19348,2,0.03,0.0
55363,55363,27.09,4808,1,0.04,0.0
55364,55364,15.67,15269,2,0.13,0.0
55366,55366,0.66,541,0,0.0,0.0
55367,55367,20.57,1004,0,0.0,0.0
55368,55368,36.63,2190,1,0.03,0.0
55369,55369,23.85,36800,6,0.25,0.0
55370,55370,22.91,722,1,0.04,0.0
55371,55371,184.5,16968,2,0.01,0.0
55372,55372,57.35,33286,4,0.07,0.0
55373,55373,10.98,5820,1,0.09,0.0
55374,55374,35.55,15078,2,0.06,0.0
55375,55375,5.24,4968,2,0.38,0.0
55376,55376,30.12,17261,1,0.03,0.0
55378,55378,14.5,29926,3,0.21,0.0
55379,55379,58.95,44986,5,0.08,0.0
55381,55381,45.61,2003,1,0.02,0.0
55382,55382,70.62,3649,0,0.0,0.0
55384,55384,0.35,1829,1,2.84,0.0
55385,55385,96.68,1239,0,0.0,0.0
55386,55386,6.76,7646,1,0.15,0.0
55387,55387,31.38,13344,3,0.1,0.0
55388,55388,40.12,5858,2,0.05,0.0
55389,55389,74.34,2549,1,0.01,0.0
55390,55390,35.05,2548,2,0.06,0.0
55391,55391,16.99,16322,4,0.24,0.0
55395,55395,20.48,2898,1,0.05,0.0
55396,55396,106.48,2131,0,0.0,0.0
55397,55397,27.26,2825,0,0.0,0.0
55398,55398,77.71,15891,3,0.04,0.0
55401,55401,0.9,9595,2,2.22,0.0
55402,55402,0.18,408,3,16.88,0.01
55403,55403,1.36,16588,3,2.2,0.0
55404,55404,1.77,27195,2,1.13,0.0
55405,55405,2.79,16169,2,0.72,0.0
55406,55406,5.0,33456,6,1.2,0.0
55407,55407,4.04,41671,3,0.74,0.0
55408,55408,2.72,31090,3,1.1,0.0
55409,55409,1.24,11674,0,0.0,0.0
55410,55410,2.98,20358,1,0.34,0.0
55411,55411,4.06,31850,2,0.49,0.0
55412,55412,3.63,23200,2,0.55,0.0
55413,55413,3.31,13945,4,1.21,0.0
55414,55414,3.38,34725,6,1.77,0.0
55415,55415,0.43,4480,2,4.68,0.0
55416,55416,7.32,32171,5,0.68,0.0
55417,55417,5.46,26481,2,0.37,0.0
55418,55418,6.76,30211,5,0.74,0.0
55419,55419,4.21,27109,1,0.24,0.0
55420,55420,6.5,21970,5,0.77,0.0
55421,55421,6.28,27998,3,0.48,0.0
55422,55422,8.31,29243,5,0.6,0.0
55423,55423,6.96,36186,5,0.72,0.0
55424,55424,2.44,9948,0,0.0,0.0
55425,55425,4.73,10435,2,0.42,0.0
55426,55426,6.75,26550,3,0.44,0.0
55427,55427,7.22,22966,4,0.55,0.0
55428,55428,8.1,31222,7,0.86,0.0
55429,55429,6.23,27597,4,0.64,0.0
55430,55430,5.66,22935,2,0.35,0.0
55431,55431,8.0,18337,5,0.63,0.0
55432,55432,9.88,30323,2,0.2,0.0
55433,55433,11.61,34606,4,0.34,0.0
55434,55434,9.03,30559,3,0.33,0.0
55435,55435,2.96,13744,3,1.02,0.0
55436,55436,4.74,13181,1,0.21,0.0
55437,55437,6.56,18183,1,0.15,0.0
55438,55438,8.37,16469,2,0.24,0.0
55439,55439,4.78,8996,1,0.21,0.0
55441,55441,8.64,18594,5,0.58,0.0
55442,55442,5.3,12831,2,0.38,0.0
55443,55443,9.25,31758,5,0.54,0.0
55444,55444,4.42,16515,1,0.23,0.0
55445,55445,7.79,12142,1,0.13,0.0
55446,55446,10.17,24473,1,0.1,0.0
55447,55447,8.82,21737,6,0.68,0.0
55448,55448,10.86,27787,2,0.18,0.0
55449,55449,21.59,27946,4,0.19,0.0
55450,55450,3.74,9,1,0.27,0.11
55454,55454,0.63,10109,1,1.6,0.0
55455,55455,0.27,1108,0,0.0,0.0
55601,55601,15.75,75,1,0.06,0.01
55602,55602,134.2,197,0,0.0,0.0
55603,55603,360.87,529,0,0.0,0.0
55604,55604,890.17,3384,1,0.0,0.0
55605,55605,71.96,722,0,0.0,0.0
55606,55606,131.23,208,0,0.0,0.0
55607,55607,442.31,167,0,0.0,0.0
55609,55609,3.57,276,0,0.0,0.0
55612,55612,162.16,622,2,0.01,0.0
55613,55613,86.48,185,1,0.01,0.01
55614,55614,243.81,2327,1,0.0,0.0
55615,55615,110.39,190,0,0.0,0.0
55616,55616,354.41,6882,1,0.0,0.0
55702,55702,75.82,549,0,0.0,0.0
55703,55703,138.94,630,0,0.0,0.0
55704,55704,55.48,997,0,0.0,0.0
55705,55705,116.49,3301,1,0.01,0.0
55706,55706,61.5,1612,0,0.0,0.0
55707,55707,157.8,3353,0,0.0,0.0
55708,55708,21.73,696,0,0.0,0.0
55709,55709,229.42,3851,1,0.0,0.0
55710,55710,100.13,1235,0,0.0,0.0
55711,55711,67.65,684,0,0.0,0.0
55712,55712,188.33,595,0,0.0,0.0
55713,55713,5.42,1084,0,0.0,0.0
55716,55716,1.37,375,0,0.0,0.0
55717,55717,109.57,381,0,0.0,0.0
55718,55718,60.91,3267,1,0.02,0.0
55719,55719,69.92,5923,3,0.04,0.0
55720,55720,160.83,16958,4,0.02,0.0
55721,55721,87.62,3519,1,0.01,0.0
55722,55722,2.68,1056,1,0.37,0.0
55723,55723,525.1,2226,1,0.0,0.0
55724,55724,238.86,772,1,0.0,0.0
55725,55725,271.17,121,0,0.0,0.0
55726,55726,92.68,1062,1,0.01,0.0
55731,55731,841.64,5912,2,0.0,0.0
55732,55732,179.45,1440,1,0.01,0.0
55733,55733,35.84,4837,1,0.03,0.0
55734,55734,99.49,5993,2,0.02,0.0
55735,55735,134.57,1697,1,0.01,0.0
55736,55736,308.16,1413,1,0.0,0.0
55738,55738,108.66,537,0,0.0,0.0
55741,55741,65.45,3558,1,0.02,0.0
55742,55742,53.07,361,0,0.0,0.0
55744,55744,248.42,20343,5,0.02,0.0
55746,55746,332.49,16882,5,0.02,0.0
55748,55748,120.63,1394,0,0.0,0.0
55749,55749,79.62,410,0,0.0,0.0
55750,55750,144.87,2087,0,0.0,0.0
55751,55751,61.26,1582,0,0.0,0.0
55752,55752,200.81,347,0,0.0,0.0
55753,55753,0.75,904,0,0.0,0.0
55756,55756,48.68,404,0,0.0,0.0
55757,55757,109.15,734,0,0.0,0.0
55758,55758,2.11,143,0,0.0,0.0
55760,55760,370.59,3047,1,0.0,0.0
55763,55763,175.12,534,0,0.0,0.0
55764,55764,5.81,536,0,0.0,0.0
55765,55765,174.44,796,0,0.0,0.0
55766,55766,17.97,22,0,0.0,0.0
55767,55767,54.44,4517,1,0.02,0.0
55768,55768,62.68,2902,0,0.0,0.0
55769,55769,181.47,2339,1,0.01,0.0
55771,55771,1045.04,1639,1,0.0,0.0
55772,55772,14.9,174,0,0.0,0.0
55775,55775,59.43,1651,1,0.02,0.0
55779,55779,132.87,3945,0,0.0,0.0
55780,55780,25.43,214,0,0.0,0.0
55781,55781,76.28,756,0,0.0,0.0
55782,55782,13.25,412,0,0.0,0.0
55783,55783,105.93,2394,2,0.02,0.0
55784,55784,25.02,117,0,0.0,0.0
55785,55785,112.45,204,0,0.0,0.0
55786,55786,4.27,358,0,0.0,0.0
55787,55787,86.54,559,0,0.0,0.0
55790,55790,332.55,2004,1,0.0,0.0
55792,55792,99.76,9807,4,0.04,0.0
55793,55793,79.15,629,0,0.0,0.0
55795,55795,85.27,1686,0,0.0,0.0
55797,55797,69.19,1578,0,0.0,0.0
55798,55798,96.23,633,0,0.0,0.0
55802,55802,2.57,2384,2,0.78,0.0
55803,55803,335.23,18042,4,0.01,0.0
55804,55804,91.31,14503,0,0.0,0.0
55805,55805,1.41,9556,1,0.71,0.0
55806,55806,3.35,8727,1,0.3,0.0
55807,55807,5.76,9543,1,0.17,0.0
55808,55808,10.82,6039,0,0.0,0.0
55810,55810,51.34,8354,3,0.06,0.0
55811,55811,64.97,27541,6,0.09,0.0
55812,55812,1.76,11808,1,0.57,0.0
55814,55814,0.04,644,0,0.0,0.0
55901,55901,29.88,54721,10,0.33,0.0
55902,55902,40.48,25050,2,0.05,0.0
55903,55903,0.0,,1,inf,
55904,55904,62.18,27028,4,0.06,0.0
55905,55905,0.06,0,0,0.0,
55906,55906,63.74,18745,3,0.05,0.0
55909,55909,51.06,1525,0,0.0,0.0
55910,55910,87.8,1312,0,0.0,0.0
55912,55912,188.1,28804,6,0.03,0.0
55917,55917,134.86,3742,1,0.01,0.0
55918,55918,25.84,845,0,0.0,0.0
55919,55919,43.31,1028,0,0.0,0.0
55920,55920,70.13,7807,1,0.01,0.0
55921,55921,181.16,4682,1,0.01,0.0
55922,55922,42.6,1028,0,0.0,0.0
55923,55923,122.69,4533,2,0.02,0.0
55924,55924,77.13,1388,0,0.0,0.0
55925,55925,30.33,1126,0,0.0,0.0
55926,55926,62.21,833,0,0.0,0.0
55927,55927,80.15,4296,2,0.02,0.0
55929,55929,46.3,1295,0,0.0,0.0
55931,55931,18.44,340,0,0.0,0.0
55932,55932,50.85,2081,1,0.02,0.0
55933,55933,26.31,234,0,0.0,0.0
55934,55934,79.52,3080,1,0.01,0.0
55935,55935,54.49,846,0,0.0,0.0
55936,55936,81.73,1770,0,0.0,0.0
55939,55939,81.44,1984,1,0.01,0.0
55940,55940,90.58,2795,0,0.0,0.0
55941,55941,24.94,984,0,0.0,0.0
55943,55943,170.36,3010,0,0.0,0.0
55944,55944,58.26,7315,1,0.02,0.0
55945,55945,99.27,1208,0,0.0,0.0
55946,55946,120.54,3403,1,0.01,0.0
55947,55947,73.04,7496,2,0.03,0.0
55949,55949,110.63,1727,2,0.02,0.0
55950,55950,0.67,152,0,0.0,0.0
55951,55951,75.83,1595,0,0.0,0.0
55952,55952,65.66,2580,0,0.0,0.0
55953,55953,34.39,822,0,0.0,0.0
55954,55954,65.39,1371,1,0.02,0.0
55955,55955,31.55,2606,1,0.03,0.0
55956,55956,54.29,2047,1,0.02,0.0
55957,55957,40.25,704,0,0.0,0.0
55959,55959,37.19,2473,0,0.0,0.0
55960,55960,35.61,3185,0,0.0,0.0
55961,55961,33.12,407,0,0.0,0.0
55962,55962,63.24,752,0,0.0,0.0
55963,55963,78.07,5241,2,0.03,0.0
55964,55964,89.4,4406,1,0.01,0.0
55965,55965,114.83,2541,1,0.01,0.0
55967,55967,37.64,1147,0,0.0,0.0
55968,55968,1.58,88,0,0.0,0.0
55969,55969,30.85,1017,0,0.0,0.0
55970,55970,60.58,994,0,0.0,0.0
55971,55971,80.63,2937,1,0.01,0.0
55972,55972,86.84,5296,1,0.01,0.0
55973,55973,28.74,261,0,0.0,0.0
55974,55974,83.81,2031,1,0.01,0.0
55975,55975,153.31,4184,1,0.01,0.0
55976,55976,88.49,7900,2,0.02,0.0
55977,55977,24.71,203,0,0.0,0.0
55979,55979,58.51,1185,0,0.0,0.0
55981,55981,50.68,4042,1,0.02,0.0
55982,55982,30.03,459,0,0.0,0.0
55983,55983,38.63,1662,0,0.0,0.0
55985,55985,90.73,1909,1,0.01,0.0
55987,55987,159.72,34929,4,0.03,0.0
55990,55990,46.28,977,0,0.0,0.0
55991,55991,54.65,1383,0,0.0,0.0
55992,55992,74.74,4911,0,0.0,0.0
56001,56001,114.54,48214,7,0.06,0.0
56003,56003,43.71,14603,4,0.09,0.0
56007,56007,169.1,21165,6,0.04,0.0
56009,56009,96.4,1345,0,0.0,0.0
56010,56010,81.58,1268,1,0.01,0.0
56011,56011,104.22,9311,1,0.01,0.0
56013,56013,169.15,4277,2,0.01,0.0
56014,56014,73.66,688,0,0.0,0.0
56016,56016,26.28,933,0,0.0,0.0
56017,56017,28.81,1639,0,0.0,0.0
56019,56019,103.49,828,0,0.0,0.0
56020,56020,1.03,88,1,0.97,0.01
56021,56021,35.94,1058,0,0.0,0.0
56022,56022,0.1,42,1,10.37,0.02
56023,56023,59.72,560,0,0.0,0.0
56024,56024,19.85,3283,0,0.0,0.0
56025,56025,50.08,442,0,0.0,0.0
56026,56026,105.32,2054,1,0.01,0.0
56027,56027,77.97,719,1,0.01,0.0
56028,56028,22.19,1267,0,0.0,0.0
56029,56029,45.36,759,1,0.02,0.0
56031,56031,156.03,11846,1,0.01,0.0
56032,56032,0.64,269,0,0.0,0.0
56033,56033,35.72,386,0,0.0,0.0
56034,56034,28.74,446,0,0.0,0.0
56035,56035,0.56,354,0,0.0,0.0
56036,56036,117.98,1879,1,0.01,0.0
56037,56037,71.4,1594,0,0.0,0.0
56039,56039,88.16,970,0,0.0,0.0
56041,56041,68.82,1101,0,0.0,0.0
56042,56042,52.41,671,1,0.02,0.0
56043,56043,20.22,468,0,0.0,0.0
56044,56044,80.27,2178,1,0.01,0.0
56045,56045,27.4,984,0,0.0,0.0
56046,56046,1.46,91,0,0.0,0.0
56047,56047,1.69,127,0,0.0,0.0
56048,56048,119.51,4180,1,0.01,0.0
56050,56050,20.88,1452,0,0.0,0.0
56051,56051,30.58,660,0,0.0,0.0
56052,56052,47.94,724,0,0.0,0.0
56054,56054,59.46,950,0,0.0,0.0
56055,56055,118.28,3974,2,0.02,0.0
56056,56056,1.03,84,0,0.0,0.0
56057,56057,86.81,3958,0,0.0,0.0
56058,56058,128.94,5729,2,0.02,0.0
56060,56060,32.77,418,1,0.03,0.0
56062,56062,125.77,3547,1,0.01,0.0
56063,56063,42.17,2800,1,0.02,0.0
56065,56065,116.56,2748,1,0.01,0.0
56068,56068,65.61,984,0,0.0,0.0
56069,56069,71.43,4625,1,0.01,0.0
56071,56071,83.09,12742,2,0.02,0.0
56072,56072,121.74,2162,1,0.01,0.0
56073,56073,200.01,16572,3,0.01,0.0
56074,56074,77.98,2027,1,0.01,0.0
56075,56075,0.06,136,0,0.0,0.0
56078,56078,21.71,487,1,0.05,0.0
56080,56080,0.45,764,0,0.0,0.0
56081,56081,176.26,5835,1,0.01,0.0
56082,56082,124.03,14502,1,0.01,0.0
56083,56083,98.32,831,0,0.0,0.0
56085,56085,209.6,5273,1,0.0,0.0
56087,56087,146.56,2988,1,0.01,0.0
56088,56088,125.53,1772,1,0.01,0.0
56089,56089,0.76,148,0,0.0,0.0
56090,56090,46.09,708,0,0.0,0.0
56091,56091,19.35,343,1,0.05,0.0
56093,56093,179.57,12329,2,0.01,0.0
56096,56096,53.49,3160,1,0.02,0.0
56097,56097,184.04,3720,1,0.01,0.0
56098,56098,110.77,2017,1,0.01,0.0
56101,56101,173.86,5886,1,0.01,0.0
56110,56110,107.68,1796,0,0.0,0.0
56111,56111,50.14,378,0,0.0,0.0
56113,56113,36.43,245,0,0.0,0.0
56114,56114,47.29,283,1,0.02,0.0
56115,56115,119.57,1446,1,0.01,0.0
56116,56116,42.67,767,0,0.0,0.0
56117,56117,25.52,400,0,0.0,0.0
56118,56118,52.72,471,0,0.0,0.0
56119,56119,90.59,958,0,0.0,0.0
56120,56120,99.49,954,1,0.01,0.0
56121,56121,37.22,604,0,0.0,0.0
56122,56122,50.7,628,0,0.0,0.0
56123,56123,69.62,468,1,0.01,0.0
56125,56125,1.01,61,0,0.0,0.0
56127,56127,52.46,426,0,0.0,0.0
56128,56128,117.29,2057,0,0.0,0.0
56129,56129,46.75,741,0,0.0,0.0
56131,56131,162.36,2281,1,0.01,0.0
56132,56132,59.58,439,0,0.0,0.0
56134,56134,51.1,480,0,0.0,0.0
56136,56136,85.73,1064,0,0.0,0.0
56137,56137,117.46,1141,0,0.0,0.0
56138,56138,28.97,868,0,0.0,0.0
56139,56139,44.64,451,0,0.0,0.0
56140,56140,0.12,46,0,0.0,0.0
56141,56141,39.74,325,0,0.0,0.0
56142,56142,96.57,949,1,0.01,0.0
56143,56143,182.43,4199,1,0.01,0.0
56144,56144,99.05,1107,0,0.0,0.0
56145,56145,53.63,535,0,0.0,0.0
56146,56146,0.99,81,0,0.0,0.0
56147,56147,29.61,195,0,0.0,0.0
56149,56149,111.15,1128,0,0.0,0.0
56150,56150,171.47,2680,1,0.01,0.0
56151,56151,100.37,780,2,0.02,0.0
56152,56152,132.29,1400,0,0.0,0.0
56153,56153,3.61,219,0,0.0,0.0
56155,56155,42.44,393,1,0.02,0.0
56156,56156,167.23,5809,1,0.01,0.0
56157,56157,45.21,845,0,0.0,0.0
56158,56158,40.91,437,0,0.0,0.0
56159,56159,119.64,2819,0,0.0,0.0
56160,56160,21.56,212,0,0.0,0.0
56161,56161,32.49,359,1,0.03,0.0
56162,56162,22.96,223,0,0.0,0.0
56164,56164,261.93,5325,1,0.0,0.0
56165,56165,38.17,424,0,0.0,0.0
56166,56166,35.61,207,0,0.0,0.0
56167,56167,50.91,762,0,0.0,0.0
56168,56168,97.8,871,0,0.0,0.0
56169,56169,54.35,656,1,0.02,0.0
56170,56170,68.77,633,0,0.0,0.0
56171,56171,94.01,1792,2,0.02,0.0
56172,56172,119.05,3008,1,0.01,0.0
56173,56173,28.74,357,0,0.0,0.0
56174,56174,38.36,345,0,0.0,0.0
56175,56175,136.6,3036,0,0.0,0.0
56176,56176,61.32,1074,0,0.0,0.0
56177,56177,0.37,54,0,0.0,0.0
56178,56178,84.64,1911,0,0.0,0.0
56180,56180,115.33,1206,0,0.0,0.0
56181,56181,65.51,1110,1,0.02,0.0
56183,56183,102.48,1255,0,0.0,0.0
56185,56185,43.85,619,0,0.0,0.0
56186,56186,62.76,357,0,0.0,0.0
56187,56187,169.76,14589,1,0.01,0.0
56201,56201,119.8,23192,3,0.03,0.0
