ZIP,ZCTA,SVIS,SVI_THEME1,SVI_THEME2,SVI_THEME3,SVI_THEME4
51546,51546,0.24,0.24,0.54,0.02,0.45
51550,51550,0.4,0.24,0.86,0.15,0.55
51555,51555,0.44,0.36,0.7,0.11,0.6
51556,51556,0.26,0.26,0.58,0.01,0.47
51562,51562,0.24,0.25,0.61,0.05,0.4
51563,51563,0.06,0.1,0.13,0.02,0.26
51565,51565,0.24,0.25,0.61,0.04,0.41
51559,51559,0.06,0.19,0.58,0.01,0.05
51570,51570,0.23,0.24,0.59,0.04,0.39
52621,52621,0.24,0.25,0.39,0.36,0.27
52641,52641,0.51,0.41,0.62,0.35,0.66
52644,52644,0.5,0.53,0.89,0.15,0.39
52647,52647,0.55,0.52,0.85,0.29,0.47
52652,52652,0.55,0.52,0.85,0.29,0.47
52654,52654,0.5,0.47,0.79,0.29,0.43
52659,52659,0.56,0.53,0.82,0.32,0.5
52620,52620,0.52,0.51,0.66,0.17,0.65
52630,52630,0.27,0.32,0.71,0.08,0.29
52635,52635,0.27,0.5,0.39,0.04,0.29
52645,52645,0.51,0.55,0.92,0.12,0.39
52649,52649,0.24,0.31,0.78,0.08,0.17
52656,52656,0.12,0.11,0.42,0.03,0.31
52136,52136,0.46,0.39,0.83,0.08,0.59
50628,50628,0.33,0.42,0.34,0.1,0.55
52155,52155,0.26,0.31,0.49,0.14,0.37
50466,50466,0.4,0.42,0.44,0.12,0.64
52134,52134,0.34,0.44,0.3,0.09,0.57
50516,50516,0.13,0.26,0.19,0.14,0.23
50519,50519,0.16,0.32,0.43,0.14,0.12
50533,50533,0.67,0.62,0.9,0.29,0.62
50542,50542,0.11,0.28,0.43,0.12,0.08
50545,50545,0.18,0.43,0.42,0.12,0.1
50548,50548,0.5,0.4,0.74,0.33,0.58
50558,50558,0.17,0.41,0.42,0.11,0.11
50560,50560,0.24,0.34,0.58,0.04,0.3
50577,50577,0.24,0.42,0.48,0.18,0.2
50591,50591,0.17,0.42,0.4,0.12,0.11
50520,50520,0.2,0.38,0.5,0.16,0.13
50524,50524,0.15,0.15,0.68,0.19,0.13
50541,50541,0.25,0.36,0.49,0.2,0.24
50570,50570,0.17,0.32,0.45,0.15,0.13
50582,50582,0.2,0.38,0.5,0.16,0.13
50597,50597,0.15,0.12,0.39,0.15,0.3
50529,50529,0.38,0.27,0.76,0.24,0.48
51018,51018,0.34,0.34,0.81,0.1,0.36
51445,51445,0.46,0.44,0.77,0.01,0.67
51431,51431,0.39,0.32,0.75,0.03,0.66
52203,52203,0.23,0.14,0.35,0.16,0.54
52204,52204,0.24,0.15,0.36,0.16,0.57
52220,52220,0.24,0.15,0.36,0.16,0.57
52236,52236,0.24,0.15,0.36,0.17,0.57
52307,52307,0.24,0.15,0.36,0.16,0.57
52322,52322,0.29,0.19,0.25,0.35,0.57
52334,52334,0.24,0.15,0.36,0.16,0.57
52361,52361,0.27,0.2,0.47,0.03,0.63
52232,52232,0.24,0.25,0.26,0.29,0.39
52251,52251,0.4,0.33,0.63,0.21,0.58
52347,52347,0.41,0.41,0.65,0.13,0.54
50136,50136,0.31,0.53,0.67,0.04,0.21
52221,52221,0.32,0.38,0.5,0.09,0.45
52222,52222,0.33,0.39,0.52,0.09,0.46
52308,52308,0.45,0.45,0.75,0.09,0.57
52316,52316,0.42,0.42,0.71,0.08,0.56
52355,52355,0.3,0.51,0.66,0.04,0.22
52325,52325,0.26,0.18,0.44,0.03,0.66
52356,52356,0.37,0.4,0.36,0.24,0.54
52030,52030,0.04,0.21,0.18,0.02,0.09
52071,52071,0.04,0.21,0.18,0.02,0.09
52074,52074,0.23,0.33,0.65,0.01,0.27
52075,52075,0.24,0.27,0.4,0.02,0.53
50028,50028,0.19,0.11,0.53,0.1,0.42
50106,50106,0.29,0.32,0.62,0.17,0.33
50112,50112,0.46,0.46,0.51,0.19,0.67
50135,50135,0.2,0.3,0.25,0.02,0.46
50141,50141,0.21,0.27,0.4,0.2,0.28
50162,50162,0.22,0.26,0.43,0.24,0.25
50208,50208,0.55,0.52,0.74,0.12,0.67
50242,50242,0.17,0.24,0.35,0.33,0.15
50054,50054,0.32,0.26,0.68,0.06,0.53
50055,50055,0.12,0.13,0.5,0.04,0.23
50127,50127,0.19,0.1,0.55,0.1,0.42
50161,50161,0.08,0.11,0.42,0.02,0.17
50168,50168,0.18,0.1,0.53,0.1,0.41
50169,50169,0.23,0.14,0.28,0.14,0.65
50234,50234,0.21,0.25,0.44,0.23,0.26
50170,50170,0.38,0.39,0.3,0.18,0.68
50228,50228,0.34,0.29,0.7,0.06,0.56
50237,50237,0.21,0.14,0.26,0.18,0.57
50137,50137,0.15,0.18,0.54,0.02,0.26
50153,50153,0.15,0.18,0.53,0.03,0.26
50214,50214,0.33,0.16,0.62,0.15,0.67
50232,50232,0.27,0.3,0.4,0.11,0.49
50251,50251,0.15,0.18,0.54,0.02,0.26
52535,52535,0.55,0.52,0.65,0.17,0.75
52540,52540,0.33,0.45,0.34,0.18,0.43
52556,52556,0.63,0.59,0.43,0.54,0.74
52585,52585,0.25,0.45,0.44,0.12,0.23
52651,52651,0.54,0.53,0.65,0.15,0.73
52241,52241,0.43,0.37,0.09,0.62,0.75
52240,52240,0.47,0.52,0.23,0.49,0.65
52242,52242,0.42,0.63,0.02,0.37,0.78
52246,52246,0.38,0.39,0.09,0.6,0.66
52245,52245,0.33,0.3,0.26,0.39,0.62
52244,52244,0.85,0.66,0.38,0.82,0.98
52227,52227,0.19,0.2,0.33,0.36,0.25
52314,52314,0.31,0.22,0.44,0.29,0.52
52338,52338,0.02,0.04,0.19,0.15,0.06
52317,52317,0.14,0.06,0.16,0.35,0.39
52340,52340,0.17,0.11,0.14,0.32,0.44
52755,52755,0.56,0.27,0.49,0.55,0.88
52766,52766,0.56,0.32,0.41,0.69,0.78
52205,52205,0.53,0.55,0.39,0.25,0.73
52212,52212,0.25,0.38,0.62,0.03,0.27
52252,52252,0.14,0.12,0.28,0.03,0.46
52321,52321,0.22,0.32,0.56,0.01,0.3
52305,52305,0.52,0.45,0.57,0.37,0.65
52312,52312,0.54,0.47,0.54,0.37,0.7
52336,52336,0.31,0.26,0.79,0.32,0.24
52362,52362,0.24,0.4,0.66,0.0,0.21
52231,52231,0.15,0.33,0.47,0.04,0.15
52248,52248,0.2,0.35,0.43,0.09,0.23
52335,52335,0.25,0.45,0.59,0.04,0.18
52576,52576,0.22,0.44,0.46,0.09,0.16
52591,52591,0.46,0.41,0.82,0.1,0.58
50104,50104,0.31,0.53,0.65,0.04,0.22
50255,50255,0.31,0.53,0.67,0.04,0.21
50268,50268,0.31,0.53,0.66,0.04,0.21
52550,52550,0.47,0.42,0.84,0.1,0.58
52586,52586,0.31,0.52,0.53,0.06,0.29
52501,52501,0.7,0.64,0.68,0.51,0.7
52561,52561,0.3,0.52,0.52,0.06,0.27
52562,52562,0.22,0.45,0.46,0.09,0.16
52563,52563,0.26,0.45,0.5,0.08,0.25
52568,52568,0.22,0.45,0.46,0.09,0.16
52580,52580,0.46,0.42,0.37,0.35,0.67
50424,50424,0.39,0.42,0.82,0.21,0.28
50451,50451,0.29,0.37,0.76,0.2,0.18
50480,50480,0.26,0.34,0.64,0.06,0.3
50517,50517,0.48,0.46,0.87,0.13,0.5
50522,50522,0.43,0.43,0.8,0.1,0.48
50556,50556,0.29,0.37,0.76,0.2,0.18
50590,50590,0.3,0.37,0.76,0.2,0.18
50511,50511,0.37,0.26,0.81,0.15,0.47
50559,50559,0.43,0.42,0.78,0.12,0.48
50598,50598,0.07,0.13,0.26,0.12,0.13
52627,52627,0.58,0.58,0.78,0.18,0.65
52624,52624,0.17,0.2,0.3,0.21,0.29
52625,52625,0.27,0.32,0.47,0.03,0.48
52626,52626,0.36,0.43,0.58,0.15,0.4
52631,52631,0.1,0.08,0.41,0.02,0.3
52648,52648,0.1,0.08,0.41,0.02,0.3
52657,52657,0.1,0.08,0.41,0.02,0.3
52619,52619,0.31,0.41,0.51,0.02,0.46
52639,52639,0.37,0.49,0.57,0.05,0.48
52632,52632,0.68,0.7,0.85,0.19,0.64
52302,52302,0.28,0.18,0.46,0.21,0.54
52403,52403,0.35,0.32,0.48,0.3,0.44
52233,52233,0.52,0.35,0.53,0.37,0.73
52402,52402,0.3,0.23,0.41,0.35,0.42
52411,52411,0.05,0.04,0.2,0.2,0.14
52328,52328,0.03,0.02,0.12,0.31,0.09
52341,52341,0.02,0.1,0.16,0.16,0.04
52410,52410,0.5,0.2,0.49,0.62,0.79
52498,52498,0.47,0.22,0.54,0.54,0.72
52405,52405,0.35,0.35,0.45,0.33,0.42
52214,52214,0.13,0.23,0.52,0.04,0.16
52219,52219,0.08,0.24,0.42,0.0,0.09
52344,52344,0.08,0.24,0.42,0.0,0.09
52202,52202,0.15,0.23,0.55,0.03,0.2
52653,52653,0.54,0.51,0.63,0.34,0.6
52738,52738,0.73,0.65,0.36,0.74,0.81
52752,52752,0.65,0.57,0.72,0.5,0.65
52754,52754,0.55,0.51,0.57,0.46,0.57
52761,52761,0.53,0.45,0.63,0.46,0.56
52201,52201,0.17,0.18,0.41,0.29,0.19
52327,52327,0.47,0.34,0.55,0.23,0.78
52640,52640,0.52,0.51,0.58,0.34,0.59
52737,52737,0.75,0.67,0.29,0.79,0.85
52739,52739,0.52,0.51,0.33,0.55,0.59
50049,50049,0.53,0.48,0.82,0.24,0.53
50057,50057,0.35,0.38,0.86,0.03,0.36
50238,50238,0.28,0.28,0.79,0.11,0.28
50272,50272,0.26,0.27,0.78,0.12,0.23
50060,50060,0.48,0.39,0.8,0.05,0.72
50068,50068,0.26,0.29,0.57,0.12,0.33
50139,50139,0.21,0.26,0.49,0.14,0.25
51201,51201,0.51,0.28,0.59,0.31,0.85
51232,51232,0.37,0.39,0.51,0.38,0.33
51234,51234,0.36,0.28,0.38,0.34,0.58
51237,51237,0.4,0.31,0.89,0.21,0.38
51239,51239,0.29,0.2,0.19,0.31,0.65
51243,51243,0.41,0.31,0.89,0.22,0.39
51246,51246,0.39,0.22,0.62,0.19,0.71
51249,51249,0.6,0.41,0.79,0.43,0.73
51235,51235,0.24,0.25,0.37,0.2,0.39
51230,51230,0.21,0.26,0.33,0.2,0.32
51240,51240,0.23,0.27,0.34,0.23,0.34
51241,51241,0.21,0.26,0.33,0.2,0.32
51242,51242,0.21,0.26,0.33,0.2,0.32
51247,51247,0.44,0.36,0.47,0.2,0.76
50033,50033,0.09,0.17,0.28,0.1,0.15
50211,50211,0.15,0.08,0.21,0.16,0.48
50218,50218,0.08,0.17,0.27,0.09,0.15
50229,50229,0.09,0.16,0.34,0.11,0.14
50240,50240,0.09,0.17,0.31,0.1,0.15
50027,50027,0.31,0.51,0.52,0.06,0.29
50207,50207,0.13,0.26,0.49,0.01,0.15
52543,52543,0.32,0.48,0.5,0.09,0.34
52577,52577,0.63,0.59,0.77,0.22,0.71
50143,50143,0.2,0.28,0.47,0.08,0.29
50219,50219,0.3,0.28,0.39,0.15,0.6
50044,50044,0.27,0.32,0.59,0.06,0.39
50256,50256,0.27,0.32,0.6,0.06,0.39
52534,52534,0.35,0.38,0.45,0.17,0.5
52553,52553,0.38,0.4,0.63,0.05,0.56
52595,52595,0.74,0.56,0.92,0.39,0.84
50138,50138,0.53,0.44,0.83,0.13,0.69
50225,50225,0.31,0.17,0.64,0.13,0.59
50252,50252,0.26,0.14,0.62,0.12,0.51
50062,50062,0.36,0.39,0.89,0.02,0.37
50119,50119,0.27,0.3,0.62,0.04,0.4
50163,50163,0.36,0.39,0.89,0.02,0.36
50116,50116,0.26,0.31,0.62,0.04,0.38
50150,50150,0.27,0.37,0.68,0.16,0.2
50005,50005,0.19,0.26,0.57,0.26,0.14
50158,50158,0.72,0.6,0.66,0.7,0.72
50632,50632,0.22,0.19,0.52,0.07,0.46
50635,50635,0.23,0.2,0.52,0.05,0.51
50051,50051,0.33,0.37,0.41,0.13,0.55
50239,50239,0.32,0.36,0.4,0.12,0.52
50247,50247,0.32,0.35,0.41,0.14,0.51
50120,50120,0.22,0.26,0.43,0.24,0.25
50173,50173,0.43,0.49,0.54,0.43,0.34
50078,50078,0.29,0.31,0.68,0.14,0.33
50142,50142,0.29,0.31,0.68,0.14,0.33
51533,51533,0.3,0.33,0.62,0.16,0.34
51540,51540,0.33,0.32,0.63,0.21,0.37
51541,51541,0.3,0.31,0.61,0.19,0.34
51549,51549,0.09,0.14,0.46,0.08,0.12
51571,51571,0.08,0.11,0.44,0.15,0.09
51503,51503,0.39,0.34,0.61,0.18,0.57
51534,51534,0.37,0.34,0.68,0.09,0.52
51561,51561,0.21,0.22,0.57,0.2,0.22
51554,51554,0.07,0.12,0.42,0.17,0.08
50454,50454,0.46,0.41,0.59,0.16,0.7
50455,50455,0.47,0.41,0.59,0.16,0.71
50476,50476,0.46,0.41,0.59,0.16,0.7
50426,50426,0.21,0.35,0.42,0.13,0.22
50472,50472,0.22,0.36,0.43,0.13,0.23
50481,50481,0.21,0.35,0.41,0.13,0.22
51010,51010,0.48,0.45,0.77,0.12,0.56
51026,51026,0.36,0.3,0.63,0.35,0.41
51040,51040,0.51,0.55,0.77,0.07,0.6
51051,51051,0.6,0.52,0.89,0.16,0.71
51056,51056,0.39,0.33,0.65,0.36,0.41
51055,51055,0.35,0.28,0.61,0.35,0.4
51063,51063,0.27,0.13,0.63,0.04,0.64
51572,51572,0.13,0.28,0.45,0.02,0.15
52536,52536,0.35,0.5,0.68,0.06,0.32
50847,50847,0.18,0.32,0.5,0.01,0.21
51566,51566,0.72,0.65,0.9,0.28,0.7
51573,51573,0.42,0.51,0.84,0.01,0.39
51638,51638,0.1,0.26,0.47,0.02,0.1
52726,52726,0.19,0.23,0.35,0.08,0.38
52759,52759,0.11,0.18,0.24,0.21,0.17
52769,52769,0.11,0.19,0.29,0.2,0.15
52773,52773,0.16,0.2,0.37,0.09,0.34
52749,52749,0.4,0.43,0.36,0.41,0.44
51245,51245,0.42,0.26,0.68,0.2,0.69
51248,51248,0.42,0.25,0.66,0.21,0.72
51350,51350,0.36,0.4,0.46,0.4,0.31
51231,51231,0.43,0.24,0.65,0.21,0.75
51238,51238,0.37,0.28,0.41,0.33,0.59
51009,51009,0.45,0.52,0.69,0.14,0.48
51354,51354,0.36,0.4,0.47,0.4,0.31
51632,51632,0.5,0.48,0.67,0.22,0.63
51646,51646,0.07,0.17,0.42,0.0,0.11
51636,51636,0.29,0.46,0.83,0.02,0.17
50833,50833,0.32,0.39,0.61,0.06,0.43
51630,51630,0.29,0.47,0.84,0.02,0.16
51631,51631,0.29,0.47,0.84,0.02,0.16
51637,51637,0.29,0.47,0.84,0.02,0.16
51651,51651,0.29,0.47,0.84,0.02,0.16
51656,51656,0.29,0.47,0.84,0.02,0.16
50528,50528,0.17,0.12,0.43,0.16,0.34
50536,50536,0.37,0.17,0.61,0.39,0.56
50562,50562,0.27,0.34,0.68,0.08,0.29
50581,50581,0.49,0.49,0.68,0.27,0.51
50527,50527,0.36,0.4,0.81,0.05,0.38
50546,50546,0.53,0.43,0.84,0.24,0.61
51031,51031,0.42,0.31,0.69,0.27,0.55
51001,51001,0.31,0.29,0.7,0.14,0.39
51008,51008,0.31,0.29,0.7,0.13,0.39
51023,51023,0.62,0.47,0.68,0.63,0.62
51027,51027,0.45,0.37,0.5,0.23,0.73
51038,51038,0.17,0.25,0.38,0.33,0.13
51062,51062,0.17,0.25,0.38,0.32,0.13
51003,51003,0.2,0.18,0.26,0.37,0.32
51036,51036,0.26,0.22,0.31,0.32,0.44
51041,51041,0.42,0.33,0.16,0.45,0.76
51045,51045,0.37,0.18,0.7,0.13,0.71
51024,51024,0.17,0.24,0.4,0.32,0.13
51028,51028,0.25,0.22,0.68,0.27,0.23
51103,51103,0.78,0.79,0.8,0.71,0.57
51108,51108,0.51,0.26,0.67,0.42,0.73
51109,51109,0.47,0.54,0.64,0.4,0.31
50573,50573,0.54,0.42,0.87,0.23,0.63
50574,50574,0.47,0.48,0.65,0.28,0.49
50571,50571,0.24,0.26,0.39,0.26,0.33
50593,50593,0.24,0.26,0.39,0.26,0.33
50317,50317,0.62,0.63,0.73,0.47,0.51
50313,50313,0.63,0.59,0.54,0.54,0.67
50316,50316,0.86,0.81,0.8,0.83,0.7
50310,50310,0.48,0.42,0.41,0.59,0.51
50314,50314,0.78,0.78,0.65,0.73,0.87
50322,50322,0.29,0.24,0.32,0.45,0.39
50311,50311,0.58,0.56,0.31,0.57,0.72
50312,50312,0.33,0.29,0.2,0.36,0.61
50320,50320,0.68,0.59,0.68,0.63,0.68
50315,50315,0.7,0.58,0.75,0.56,0.72
50309,50309,0.52,0.44,0.08,0.7,0.93
50319,50319,0.55,0.46,0.1,0.73,0.93
50327,50327,0.27,0.19,0.48,0.32,0.41
50007,50007,0.02,0.05,0.16,0.03,0.13
50021,50021,0.14,0.12,0.28,0.19,0.32
50035,50035,0.05,0.09,0.22,0.2,0.1
50046,50046,0.1,0.16,0.28,0.04,0.24
50073,50073,0.03,0.05,0.17,0.03,0.13
50124,50124,0.11,0.18,0.29,0.04,0.26
50226,50226,0.1,0.08,0.35,0.08,0.28
50009,50009,0.3,0.21,0.68,0.11,0.51
50023,50023,0.18,0.16,0.25,0.2,0.4
50131,50131,0.18,0.05,0.39,0.29,0.37
50391,50391,0.51,0.41,0.03,0.72,0.95
50395,50395,0.18,0.08,0.42,0.55,0.19
50032,50032,0.51,0.39,0.53,0.37,0.73
50047,50047,0.5,0.31,0.8,0.21,0.7
50265,50265,0.34,0.24,0.35,0.48,0.48
50324,50324,0.26,0.23,0.43,0.42,0.28
51526,51526,0.08,0.1,0.38,0.01,0.19
51542,51542,0.04,0.1,0.35,0.01,0.08
51576,51576,0.07,0.07,0.51,0.02,0.14
51521,51521,0.34,0.25,0.79,0.02,0.57
51536,51536,0.33,0.33,0.36,0.39,0.42
51553,51553,0.06,0.19,0.62,0.01,0.04
51525,51525,0.09,0.14,0.46,0.08,0.12
51548,51548,0.06,0.05,0.57,0.03,0.13
51560,51560,0.3,0.31,0.37,0.35,0.38
51575,51575,0.02,0.03,0.46,0.02,0.05
51501,51501,0.64,0.62,0.75,0.49,0.57
50157,50157,0.25,0.32,0.42,0.19,0.33
52211,52211,0.21,0.25,0.2,0.3,0.36
52215,52215,0.39,0.49,0.45,0.44,0.27
52339,52339,0.81,0.7,0.7,0.71,0.82
50171,50171,0.25,0.32,0.42,0.2,0.32
50074,50074,0.24,0.32,0.51,0.09,0.32
50133,50133,0.53,0.44,0.86,0.06,0.71
50835,50835,0.24,0.32,0.5,0.09,0.32
50836,50836,0.33,0.4,0.61,0.04,0.45
50840,50840,0.75,0.56,0.88,0.55,0.79
50845,50845,0.24,0.32,0.51,0.09,0.31
50854,50854,0.56,0.45,0.9,0.06,0.75
50860,50860,0.51,0.43,0.84,0.06,0.68
50861,50861,0.21,0.34,0.67,0.09,0.16
50863,50863,0.24,0.32,0.5,0.09,0.32
50535,50535,0.33,0.34,0.77,0.4,0.17
50583,50583,0.45,0.4,0.77,0.24,0.48
51450,51450,0.2,0.27,0.23,0.08,0.46
52722,52722,0.2,0.15,0.44,0.3,0.28
52748,52748,0.11,0.24,0.54,0.09,0.08
52753,52753,0.04,0.07,0.19,0.12,0.11
52758,52758,0.09,0.17,0.18,0.13,0.21
52768,52768,0.09,0.17,0.18,0.13,0.21
52807,52807,0.46,0.28,0.55,0.36,0.71
52767,52767,0.02,0.05,0.19,0.12,0.08
52806,52806,0.46,0.43,0.62,0.37,0.48
52746,52746,0.09,0.25,0.26,0.14,0.11
52804,52804,0.49,0.53,0.47,0.49,0.44
52728,52728,0.22,0.27,0.36,0.07,0.41
52802,52802,0.59,0.78,0.64,0.48,0.34
52801,52801,0.82,0.76,0.18,0.71,0.95
52803,52803,0.41,0.48,0.34,0.43,0.41
52809,52809,0.23,0.06,0.49,0.2,0.55
51446,51446,0.22,0.27,0.58,0.09,0.26
51447,51447,0.23,0.28,0.59,0.1,0.27
51530,51530,0.24,0.25,0.61,0.05,0.4
51537,51537,0.46,0.38,0.82,0.23,0.49
51578,51578,0.24,0.25,0.61,0.05,0.4
51244,51244,0.36,0.28,0.38,0.35,0.58
51250,51250,0.55,0.32,0.36,0.43,0.91
51011,51011,0.62,0.47,0.68,0.64,0.62
50010,50010,0.34,0.35,0.14,0.47,0.62
50011,50011,0.26,0.67,0.02,0.16,0.56
50105,50105,0.26,0.09,0.34,0.5,0.47
50201,50201,0.45,0.29,0.68,0.17,0.74
50056,50056,0.1,0.14,0.48,0.02,0.19
50278,50278,0.11,0.28,0.28,0.01,0.18
52217,52217,0.15,0.24,0.44,0.1,0.19
52342,52342,0.69,0.54,0.81,0.58,0.71
50652,50652,0.3,0.29,0.61,0.02,0.55
52348,52348,0.42,0.53,0.5,0.46,0.26
50862,50862,0.83,0.6,0.94,0.62,0.86
50848,50848,0.07,0.17,0.42,0.0,0.11
50830,50830,0.55,0.58,0.68,0.18,0.63
50831,50831,0.2,0.34,0.7,0.09,0.12
50842,50842,0.2,0.34,0.7,0.09,0.12
52565,52565,0.51,0.51,0.66,0.17,0.65
52567,52567,0.47,0.42,0.38,0.35,0.69
52542,52542,0.39,0.47,0.61,0.2,0.36
52573,52573,0.39,0.47,0.61,0.2,0.36
52533,52533,0.46,0.42,0.39,0.31,0.68
52548,52548,0.42,0.42,0.73,0.01,0.62
52566,52566,0.42,0.42,0.73,0.01,0.62
52552,52552,0.66,0.59,0.6,0.11,0.92
52530,52530,0.42,0.52,0.38,0.03,0.69
50125,50125,0.38,0.3,0.65,0.11,0.6
50001,50001,0.17,0.13,0.6,0.07,0.34
50118,50118,0.06,0.08,0.61,0.02,0.09
50166,50166,0.16,0.22,0.4,0.16,0.21
50145,50145,0.16,0.23,0.38,0.17,0.21
50160,50160,0.09,0.15,0.36,0.11,0.14
50241,50241,0.09,0.15,0.36,0.11,0.14
52247,52247,0.49,0.35,0.55,0.24,0.8
52353,52353,0.61,0.46,0.81,0.44,0.65
52359,52359,0.35,0.42,0.33,0.24,0.5
50008,50008,0.65,0.59,0.9,0.29,0.61
50165,50165,0.49,0.37,0.79,0.02,0.81
52583,52583,0.49,0.37,0.79,0.02,0.81
50052,50052,0.38,0.42,0.78,0.14,0.36
50501,50501,0.56,0.58,0.69,0.27,0.6
50557,50557,0.39,0.48,0.79,0.04,0.38
50594,50594,0.12,0.25,0.17,0.15,0.24
50518,50518,0.16,0.16,0.69,0.18,0.13
50566,50566,0.38,0.42,0.72,0.11,0.42
50523,50523,0.4,0.44,0.73,0.11,0.44
50538,50538,0.42,0.46,0.36,0.2,0.63
50569,50569,0.41,0.49,0.82,0.04,0.39
50586,50586,0.42,0.45,0.37,0.2,0.63
50521,50521,0.41,0.49,0.82,0.03,0.39
50446,50446,0.11,0.23,0.52,0.12,0.1
50450,50450,0.33,0.25,0.52,0.28,0.5
50453,50453,0.34,0.26,0.55,0.28,0.5
50459,50459,0.49,0.47,0.8,0.17,0.51
50473,50473,0.34,0.26,0.55,0.28,0.5
50478,50478,0.4,0.42,0.83,0.21,0.3
50465,50465,0.4,0.42,0.83,0.21,0.3
52149,52149,0.16,0.21,0.56,0.11,0.19
52165,52165,0.16,0.21,0.54,0.11,0.19
52168,52168,0.15,0.25,0.29,0.11,0.25
51104,51104,0.52,0.41,0.67,0.59,0.52
51105,51105,0.79,0.78,0.69,0.77,0.65
51106,51106,0.47,0.4,0.6,0.36,0.57
51004,51004,0.33,0.34,0.82,0.13,0.31
51039,51039,0.18,0.12,0.71,0.04,0.33
51044,51044,0.35,0.3,0.64,0.36,0.36
51007,51007,0.19,0.13,0.7,0.06,0.33
51030,51030,0.2,0.13,0.7,0.07,0.35
51054,51054,0.34,0.19,0.69,0.27,0.5
51015,51015,0.36,0.3,0.61,0.39,0.36
51052,51052,0.36,0.3,0.61,0.39,0.36
50448,50448,0.3,0.35,0.66,0.16,0.3
50440,50440,0.37,0.4,0.71,0.18,0.38
50525,50525,0.71,0.54,0.83,0.58,0.74
50101,50101,0.32,0.37,0.89,0.37,0.13
66039,66039,0.35,0.48,0.76,0.03,0.31
66716,66716,0.42,0.52,0.73,0.03,0.46
66732,66732,0.36,0.33,0.81,0.03,0.48
66748,66748,0.47,0.39,0.86,0.1,0.6
66749,66749,0.61,0.63,0.78,0.09,0.72
66751,66751,0.33,0.57,0.68,0.07,0.19
66755,66755,0.36,0.33,0.82,0.03,0.47
66772,66772,0.35,0.33,0.8,0.03,0.48
66720,66720,0.7,0.64,0.94,0.25,0.62
66014,66014,0.62,0.66,0.96,0.12,0.47
66032,66032,0.5,0.47,0.81,0.05,0.68
66033,66033,0.5,0.45,0.8,0.06,0.71
66080,66080,0.37,0.35,0.66,0.14,0.49
66010,66010,0.56,0.51,0.85,0.06,0.74
66015,66015,0.35,0.5,0.75,0.04,0.29
66091,66091,0.35,0.49,0.76,0.03,0.3
66093,66093,0.35,0.47,0.71,0.03,0.38
66095,66095,0.35,0.33,0.64,0.15,0.47
66758,66758,0.51,0.8,0.73,0.05,0.27
66002,66002,0.55,0.56,0.61,0.19,0.68
66016,66016,0.29,0.35,0.75,0.17,0.21
66023,66023,0.29,0.35,0.75,0.17,0.21
66041,66041,0.3,0.36,0.73,0.17,0.24
66058,66058,0.29,0.35,0.75,0.17,0.21
66060,66060,0.36,0.33,0.75,0.15,0.43
66088,66088,0.37,0.33,0.74,0.14,0.48
66424,66424,0.48,0.41,0.83,0.21,0.54
66436,66436,0.63,0.54,0.92,0.27,0.63
66439,66439,0.47,0.42,0.81,0.24,0.5
66552,66552,0.21,0.29,0.73,0.09,0.15
67009,67009,0.4,0.56,0.99,0.09,0.09
67028,67028,0.36,0.38,0.61,0.29,0.33
67065,67065,0.48,0.38,0.73,0.27,0.59
67071,67071,0.54,0.39,0.82,0.25,0.69
67104,67104,0.54,0.38,0.79,0.26,0.72
67112,67112,0.21,0.25,0.75,0.14,0.16
67134,67134,0.34,0.38,0.6,0.29,0.29
67138,67138,0.54,0.38,0.8,0.25,0.71
67143,67143,0.54,0.38,0.79,0.26,0.72
67057,67057,0.55,0.4,0.89,0.25,0.64
67061,67061,0.52,0.44,0.91,0.21,0.52
67070,67070,0.55,0.4,0.89,0.25,0.64
67427,67427,0.57,0.55,0.77,0.27,0.6
67450,67450,0.45,0.5,0.72,0.15,0.45
67525,67525,0.34,0.3,0.65,0.17,0.45
67526,67526,0.35,0.31,0.65,0.18,0.46
67530,67530,0.66,0.58,0.8,0.49,0.61
67544,67544,0.65,0.63,0.78,0.35,0.65
67511,67511,0.16,0.43,0.54,0.07,0.07
67564,67564,0.15,0.4,0.55,0.08,0.07
67565,67565,0.31,0.41,0.68,0.07,0.37
67567,67567,0.18,0.42,0.54,0.1,0.09
67665,67665,0.55,0.51,0.67,0.26,0.66
66056,66056,0.58,0.54,0.88,0.07,0.7
66701,66701,0.57,0.51,0.9,0.12,0.62
66738,66738,0.44,0.55,0.73,0.04,0.48
66754,66754,0.44,0.55,0.72,0.04,0.47
66769,66769,0.36,0.38,0.82,0.05,0.4
66779,66779,0.35,0.36,0.83,0.05,0.39
66711,66711,0.55,0.59,0.81,0.03,0.68
66741,66741,0.34,0.33,0.85,0.05,0.38
66746,66746,0.31,0.4,0.66,0.06,0.36
66775,66775,0.32,0.3,0.66,0.06,0.52
66780,66780,0.31,0.38,0.64,0.06,0.4
66094,66094,0.41,0.48,0.47,0.25,0.5
66425,66425,0.29,0.41,0.68,0.35,0.1
66434,66434,0.53,0.51,0.9,0.15,0.51
66515,66515,0.29,0.41,0.68,0.35,0.1
66516,66516,0.22,0.31,0.72,0.14,0.14
66527,66527,0.29,0.41,0.68,0.35,0.1
66532,66532,0.5,0.45,0.72,0.22,0.61
66534,66534,0.43,0.27,0.7,0.19,0.71
