ZCTA,totUnits,occP,vacantP,mobileP,lngTermP,rentalP,unitDens
"56633","2683","62.84","37.16","18.97","27.8","31.49",12.17660545
"56634","788","77.03","22.97","11.68","28.66","16.64",6.590945968
"56636","3293","60.4","39.6","8.96","35.74","17.4",7.319071812
"56637","187","38.5","61.5","5.35","49.44","9.72",7.8667
"56639","514","42.41","57.59","15.76","41.06","9.17",1.702384738
"56641","363","39.67","60.33","13.22","36.65","22.22",11.49151202
"56644","538","62.08","37.92","18.03","29.22","9.28",5.208519237
"56646","236","76.27","23.73","22.88","34.17","15",3.009789572
"56647","529","66.54","33.46","17.96","33.25","16.19",6.572444031
"56649","5220","79.16","20.84","7.22","29.86","24.61",20.26112644
"56650","555","53.87","46.13","16.94","33.2","12.04",3.091763389
"56651","491","46.64","53.36","16.29","33.02","16.16",7.362390374
"56652","365","56.71","43.29","12.88","29.47","4.83",4.337945836
"56653","819","68.5","31.5","12.21","46.17","17.47",1.297450899
"56654","142","49.3","50.7","20.42","42.14","8.57",1.200814013
"56655","2333","33.48","66.52","6.22","28.97","14.34",22.16002609
"56657","581","27.37","72.63","3.96","28.35","6.92",10.45813896
"56658","34","0","100","0",,,0.469004144
"56659","62","46.77","53.23","14.52","57.95","0",4.716306582
"56660","235","49.36","50.64","6.38","32.24","12.07",1.303875765
"56661","791","45.89","54.11","14.92","39.3","17.36",2.013771453
"56662","1149","23.93","76.07","4.18","40.37","7.64",19.18536341
"56663","211","34.6","65.4","18.48","33.54","0",3.72940315
"56666","282","84.4","15.6","0.71","49.07","59.66",6.412675728
"56667","308","74.03","25.97","17.21","33.73","9.65",3.359558331
"56668","77","54.55","45.45","0","31.58","35.71",490.4301808
"56669","470","33.83","66.17","6.6","70.67","4.4",2.140888772
"56670","394","86.55","13.45","11.93","39.31","48.09",8.477017137
"56671","1001","86.01","13.99","10.69","39.89","52.26",4.535838845
"56672","2670","35.99","64.01","7.45","29.56","16.75",6.169144029
"56673","667","45.13","54.87","46.18","32.55","14.62",5.67868045
"56676","1024","61.82","38.18","20.9","30.95","8.53",5.016460327
"56678","647","77.59","22.41","19.17","32.56","8.17",5.245108234
"56680","190","37.89","62.11","8.42","29.45","5.56",6.567444998
"56681","337","35.91","64.09","9.79","49.64","19.83",3.241344576
"56683","395","70.89","29.11","19.75","18.5","8.93",6.37726709
"56684","159","66.67","33.33","18.24","25.94","16.04",1.590223927
"56685","261","17.62","82.38","17.62","36.84","15.22",2.070946106
"56686","802","44.89","55.11","26.68","39.96","4.44",4.549158343
"56687","31","77.42","22.58","22.58","27.27","0",16.89040653
"56688","212","30.66","69.34","20.75","38.69","7.69",1.90645853
"56701","5938","92.79","7.21","11.32","27.42","26.61",15.56798338
"56710","297","89.56","10.44","19.87","26.03","17.29",7.042856767
"56711","237","0","100","23.21",,,12.53625211
"56713","472","88.56","11.44","4.87","42.26","13.16",2.467458957
"56714","581","86.92","13.08","12.22","33.44","17.23",2.799362177
"56715","159","86.79","13.21","4.4","40.92","8.7",2.480895714
"56716","3903","89.5","10.5","2.64","34.3","31.18",12.3171979
"56720","23","52.17","47.83","0","27.78","0",1.210874864
"56721","4337","93.54","6.46","3.3","22.85","29.48",22.99566708
"56722","160","95","5","5.62","56.6","15.79",1.105761749
"56723","357","98.32","1.68","3.64","28.97","20.23",3.132447314
"56724","122","54.1","45.9","22.13","47.97","15.15",1.062746897
"56725","488","77.66","22.34","19.88","37.25","11.87",1.675110591
"56726","756","83.86","16.14","10.05","34.99","15.77",2.404982377
"56727","597","50.75","49.25","20.6","39.42","12.54",0.725952124
"56728","789","77.57","22.43","4.44","48.81","18.46",4.069299017
"56729","75","70.67","29.33","33.33","52.94","1.89",1.317941495
"56731","51","54.9","45.1","0","18.92","28.57",1.351902061
"56732","683","73.79","26.21","6.15","27.53","31.35",4.862322715
"56733","222","78.38","21.62","9.01","38.48","6.32",1.514726938
"56734","311","61.41","38.59","15.11","37.63","18.85",1.706418719
"56735","453","66.45","33.55","8.39","35.44","15.61",1.335196739
"56736","1034","42.84","57.16","14.12","32.56","11.96",9.712866816
"56737","516","77.33","22.67","19.96","36.17","14.79",2.69749411
"56738","623","91.17","8.83","12.68","36.41","12.5",3.481688307
"56741","152","0","100","0",,,30.08591697
"56742","442","83.03","16.97","10.41","33.05","12.26",3.482046276
"56744","276","82.61","17.39","13.41","35.71","15.79",2.691687142
"56748","302","90.4","9.6","14.57","34.59","15.02",3.484172754
"56750","1132","88.43","11.57","9.54","32.25","18.58",4.887632408
"56751","2678","83.2","16.8","12.4","34.03","21.45",5.72832643
"56754","272","93.75","6.25","11.76","29.9","16.47",7.371839573
"56755","67","64.18","35.82","14.93","70.93","0",1.394959071
"56756","349","75.36","24.64","33.24","24.55","9.89",3.291692122
"56757","410","86.83","13.17","10","38.56","20.22",1.851328209
"56758","250","62.8","37.2","15.6","48.93","11.46",2.343572117
"56759","184","50.54","49.46","13.04","65.75","8.6",1.250869179
"56760","177","90.4","9.6","20.34","30.27","24.38",2.381193789
"56761","287","62.37","37.63","18.12","40.18","12.29",2.692897529
"56762","1205","88.63","11.37","3.24","36.56","26.59",3.544866541
"56763","2520","76.94","23.06","19.92","27.69","24.76",10.36955841
"57001","787","92.25","7.75","3.43","35.57","21.07",6.187192989
"57002","420","91.67","8.33","7.62","20.96","22.08",7.063899104
"57003","786","90.84","9.16","6.36","20.18","8.4",16.3463564
"57004","1515","93.86","6.14","2.11","27.97","33.05",7.615957251
"57005","4343","96.55","3.45","0.25","17.66","23.83",84.5578311
"57006","10893","89.95","10.05","7.98","12.26","46.84",70.04413879
"57010","256","78.12","21.88","15.62","45.36","8",4.540100501
"57012","602","86.54","13.46","8.97","21.48","28.6",7.068890037
"57013","1898","91.31","8.69","3.95","35.82","21.41",13.87828546
"57014","718","83.29","16.71","3.34","33.36","23.24",5.400190935
"57015","356","94.1","5.9","4.21","36.41","10.45",7.265431154
"57016","482","63.28","36.72","18.46","22.35","5.57",14.29353588
"57017","672","91.82","8.18","5.51","31.01","19.77",5.339520004
"57018","612","97.22","2.78","3.1","33.75","15.8",7.486997195
"57020","538","92.38","7.62","0","22.11","7.44",33.19674754
"57021","113","88.5","11.5","13.27","35.71","7",3.629872695
"57022","1891","95.29","4.71","1.96","30.51","18.87",14.42368354
"57024","192","97.4","2.6","9.9","46.72","11.23",6.009181403
"57025","1349","88.66","11.34","1.19","26.29","19.06",10.17828299
"57026","538","86.8","13.2","7.81","26.88","29.98",3.412671475
"57027","26","92.31","7.69","23.08","23.21","37.5",4.422255384
"57028","1519","89.01","10.99","6.39","26.91","33.65",7.590988558
"57029","1002","83.93","16.07","2.4","32.42","26.04",5.234646037
"57030","1207","91.88","8.12","4.23","29.89","16.5",8.03612819
"57031","367","94.82","5.18","2.45","30.59","20.98",7.550932171
"57032","2626","100","0","0.34","12.65","11.42",53.81690768
"57033","2031","94.34","5.66","3.99","18.64","20.51",17.31981043
"57034","366","94.26","5.74","1.64","35.44","14.2",5.051195858
"57035","452","96.24","3.76","3.76","24.44","13.79",5.256567346
"57036","372","80.65","19.35","10.22","50.16","10",4.079354858
"57037","442","90.05","9.95","3.62","30.84","30.65",4.436092998
"57038","702","90.46","9.54","1.99","18.54","7.87",13.13866657
"57039","1436","92.2","7.8","5.15","28.39","23.04",16.26834004
"57040","181","87.29","12.71","6.08","61.81","9.49",2.751298201
"57041","40","100","0","0","28.42","0",13.43723759
"57042","3814","88.36","11.64","4.85","22.76","32.76",18.5998346
"57043","616","92.86","7.14","3.08","35.09","22.03",5.642354216
"57045","553","88.97","11.03","3.98","23.63","21.75",4.538541977
"57046","387","84.75","15.25","10.34","27.93","16.77",8.237641522
"57047","131","90.08","9.92","2.29","20.33","38.14",8.886039639
"57048","512","90.62","9.38","7.81","28.26","22.84",4.008519834
"57049","3001","94.8","5.2","6.63","14.25","39.51",211.9967988
"57050","125","88","12","2.4","14.51","6.36",3.126172224
"57051","150","84","16","1.33","26.92","23.02",2.352963379
"57052","148","65.54","34.46","0.68","52.07","25.77",2.021694919
"57053","838","84.13","15.87","2.15","28.02","16.17",5.890290843
"57054","265","83.4","16.6","3.4","40.61","12.67",2.298518125
"57055","511","98.83","1.17","5.87","35.74","12.67",29.35933064
"57057","96","93.75","6.25","11.46","39.64","6.67",3.334965764
"57058","837","92.95","7.05","5.02","36.07","28.28",5.262242832
"57059","757","80.18","19.82","1.45","33.25","28.67",5.051838136
"57061","42","73.81","26.19","4.76","22.97","16.13",193.6290041
"57062","614","77.85","22.15","7.98","34.86","26.57",6.070487064
"57063","396","96.21","3.79","6.57","32.24","22.05",4.35331672
"57064","2082","98.27","1.73","1.06","12.26","24.39",80.04053518
"57065","187","95.19","4.81","16.58","31","30.34",6.176387124
"57066","743","97.31","2.69","4.04","34.26","31.26",6.348272461
"57067","205","70.73","29.27","14.63","37.47","11.72",3.135693015
"57068","676","87.43","12.57","4.29","31.3","11",15.07736541
"57069","5048","88.43","11.57","13.75","16.09","53.88",30.80101149
"57070","774","85.79","14.21","8.14","36.09","37.65",8.169476642
"57071","1245","95.98","4.02","7.71","26.37","22.01",10.43864118
"57072","248","95.16","4.84","6.05","34.89","18.64",2.861867793
"57073","349","78.8","21.2","4.87","31.52","21.45",5.05933172
"57075","802","52.74","47.26","12.09","30.56","12.29",11.80283433
"57076","196","85.71","14.29","0","37.53","9.52",1.583360806
"57077","545","98.72","1.28","6.42","23.49","9.11",11.96387994
"57078","8381","94.02","5.98","4.93","24.41","37.73",75.11126831
"57103","15350","92.53","7.47","2.31","21.74","31.1",1278.637316
"57104","12767","90.18","9.82","4.74","16.35","61.57",455.921969
"57105","10321","93.42","6.58","0.96","26.44","33.7",1478.706871
"57106","19560","95.69","4.31","4.26","13.71","38.69",649.1813249
"57107","4093","96.73","3.27","23.99","14.86","27.33",84.30003824
"57108","8828","95.73","4.27","0.2","6.29","28.39",286.1825331
"57110","6825","96.98","3.02","2.29","14.74","32.92",336.6058658
"57117","0",,,,,,0
"57197","0",,,,,,0
"57201","11837","92.23","7.77","7.7","19.92","35.2",36.58300256
"57212","1095","80.91","19.09","6.3","24.75","23.48",4.802541916
"57213","364","71.43","28.57","7.97","31.03","5.38",5.307213499
"57214","25","100","0","16","10.42","8",6.100126487
"57216","717","74.62","25.38","14.78","28.86","12.34",11.46923987
"57217","180","64.44","35.56","6.67","30.04","20.69",1.783374829
"57218","131","95.42","4.58","3.82","70.67","28",1.873352928
"57219","321","80.69","19.31","3.12","39.63","21.62",2.014650592
"57220","419","64.92","35.08","7.88","21.21","16.91",3.799249586
"57221","336","82.44","17.56","5.95","19.85","29.6",3.272334537
"57223","579","84.46","15.54","3.8","32.05","19.43",4.530435021
"57224","112","69.64","30.36","11.61","33.71","26.92",2.163920434
"57225","969","88.85","11.15","1.55","23.33","27.64",3.469877581
"57226","931","91.3","8.7","3.22","41.55","29.76",4.906219912
"57227","384","33.07","66.93","24.74","54.05","4.72",8.838981051
"57231","870","83.56","16.44","4.37","35.99","15.68",3.182362295
"57232","276","49.28","50.72","30.43","31.94","11.76",3.459484196
"57233","83","75.9","24.1","1.2","46.71","19.05",2.420881451
"57234","696","77.16","22.84","3.02","19.01","13.41",6.887176564
"57235","372","88.71","11.29","7.53","34.78","16.67",2.729186432
"57236","68","95.59","4.41","11.76","65.22","9.23",1.386714241
"57237","512","56.25","43.75","4.3","29.93","12.5",5.391693186
"57238","265","89.81","10.19","4.15","33.15","30.67",3.497322524
"57239","456","24.78","75.22","8.11","38.5","7.96",9.992235256
"57241","463","89.2","10.8","4.75","32.81","20.34",4.581222556
"57242","128","92.19","7.81","0","30.37","20.34",1.562781153
"57243","341","89.15","10.85","21.99","33.59","26.32",2.857528413
"57245","61","95.08","4.92","4.92","43.75","10.34",125.9017888
"57246","94","96.81","3.19","7.45","24.62","9.89",3.068277982
"57247","398","34.42","65.58","18.09","57.29","22.63",6.911158526
"57248","645","55.97","44.03","6.36","30.87","25.48",9.431563978
"57249","558","80.11","19.89","3.41","31.05","20.13",3.783666029
"57251","110","80","20","12.73","56.07","19.32",2.296200832
"57252","2317","90.33","9.67","1.64","31.55","17.2",14.21207495
"57255","211","78.2","21.8","9.48","23.22","27.27",1.996622887
"57256","64","71.88","28.12","3.12","46.08","15.22",2.232448772
"57257","229","81.66","18.34","11.79","45.5","36.36",3.090989687
"57258","89","66.29","33.71","11.24","75","5.08",0.731670821
"57259","220","81.82","18.18","14.09","40.05","13.89",1.610819082
"57260","551","68.24","31.76","11.8","31.84","18.62",3.352252005
"57261","205","80.98","19.02","3.9","36.81","10.24",3.0344641
"57262","2141","89.4","10.6","4.34","24.04","46.24",6.183369652
"57263","219","89.5","10.5","1.83","29.26","25",2.335348829
"57264","132","93.18","6.82","3.79","37.72","16.26",3.052445192
"57265","94","92.55","7.45","1.06","51.6","6.9",1.18189671
"57266","286","84.62","15.38","11.19","23.81","27.69",2.161278844
"57268","214","92.52","7.48","3.74","18.42","14.14",3.36606249
"57269","161","86.96","13.04","7.45","36.21","2.86",1.594675501
"57270","458","72.71","27.29","8.95","18.42","46.25",2.736085053
"57271","77","89.61","10.39","0","15.38","1.45",0.882010451
"57272","109","82.57","17.43","0","20.59","10",3.255894084
"57273","895","54.64","45.36","14.97","24.66","32.31",5.120952466
"57274","1509","84.96","15.04","5.57","28.28","28.16",3.883057908
"57276","482","91.91","8.09","5.19","30.45","18.96",3.859427303
"57278","332","82.23","17.77","6.33","26.51","15.02",1.869950058
"57279","705","74.33","25.67","9.79","34.93","16.41",4.857566724
"57301","8733","92.59","7.41","5.89","19.35","41.52",36.08158867
"57311","588","87.07","12.93","0.85","34.1","12.7",3.165258243
"57312","319","83.39","16.61","9.09","33.23","14.29",3.005455636
"57313","626","87.06","12.94","6.55","45.6","27.16",3.585707037
"57314","430","81.4","18.6","7.44","31.89","26.29",1.53446729
"57315","562","80.78","19.22","7.47","23.43","15.2",4.655478622
"57317","305","81.64","18.36","5.57","36.04","29.72",1.961946606
"57319","418","78.95","21.05","1.2","30.56","26.97",2.846437113
"57321","183","93.99","6.01","3.83","34.87","20.93",1.575745479
"57322","179","83.8","16.2","10.61","51.82","26.67",1.114760301
"57323","207","58.94","41.06","2.42","28.64","29.51",2.298176957
"57324","163","95.09","4.91","16.56","32.46","23.87",2.19916923
"57325","1543","90.21","9.79","6.48","27.62","36.57",7.053278487
"57328","571","88.79","11.21","1.58","34.06","19.92",3.541720459
"57329","135","94.07","5.93","0","31.31","28.35",2.112475838
"57330","259","80.69","19.31","9.27","37.82","12.92",2.024297087
"57331","150","97.33","2.67","0","42.66","15.07",2.042935876
"57332","302","83.77","16.23","2.32","30.75","9.88",2.933138094
"57334","400","93.5","6.5","3","27.76","28.61",3.743391482
"57335","187","78.61","21.39","11.76","35.34","20.41",1.820691875
"57337","122","54.1","45.9","14.75","24.85","6.06",1.521834313
"57339","471","86.84","13.16","13.8","40.16","62.59",3.686073462
"57340","142","92.25","7.75","1.41","46.48","17.56",1.777820024
"57341","74","71.62","28.38","12.16","26.85","16.98",0.292977959
"57342","382","57.85","42.15","15.18","50.77","9.95",2.387425975
"57344","60","86.67","13.33","13.33","12.34","3.85",1.740057161
"57345","638","82.76","17.24","8.15","31.09","15.91",0.971424399
"57346","52","78.85","21.15","40.38","20.97","78.05",1.006222298
"57348","239","97.91","2.09","7.53","40.96","12.39",0.94641501
"57349","770","79.74","20.26","0.91","19.47","18.89",3.313256739
"57350","7126","92.3","7.7","3.62","23.83","36.17",23.17285484
"57353","401","86.28","13.72","4.99","33.75","15.9",1.290303346
"57355","622","80.39","19.61","17.52","24.32","31.8",1.59097251
"57356","785","73.12","26.88","8.92","27.64","30.49",5.186246937
"57358","31","93.55","6.45","29.03","62.86","3.45",32.76403326
"57359","417","88.01","11.99","17.75","34.08","21.25",2.494964902
"57361","62","83.87","16.13","4.84","50.93","69.23",21.517021
"57362","1168","85.02","14.98","7.02","25.98","37.76",2.332623327
"57363","421","87.41","12.59","4.75","32.96","25.82",2.353894664
"57364","10","100","0","0","100","0",75.6328042
"57365","308","83.44","16.56","22.4","15.65","19.46",4.985641562
"57366","1073","86.3","13.7","1.21","34.62","22.57",4.803121459
"57367","135","72.59","27.41","1.48","26.72","28.57",36.3945033
"57368","511","90.22","9.78","8.61","31.64","26.25",2.175357242
"57369","1146","86.13","13.87","4.45","34.06","32.02",2.584321182
"57370","311","93.57","6.43","37.3","26.28","28.87",1.463597127
"57371","126","54.76","45.24","20.63","42.94","24.64",0.636649138
"57373","271","85.61","14.39","15.5","22.2","21.98",1.3282618
"57374","169","75.74","24.26","4.73","44.37","5.47",2.244448311
"57375","358","82.68","17.32","9.5","38.96","16.55",2.455988865
"57376","542","78.78","21.22","0","42.1","11.48",3.461434188
"57379","65","60","40","13.85","75.9","2.56",1.20652738
"57380","1293","87.16","12.84","3.94","34.94","36.82",4.618823688
"57381","252","89.68","10.32","10.32","31.43","25.66",0.825419332
"57382","757","84.02","15.98","7.13","29.86","32.39",1.7179674
"57383","413","81.6","18.4","4.84","21.64","28.49",1.589308656
"57384","444","91.67","8.33","6.76","37.57","9.58",2.094575768
"57385","591","84.09","15.91","7.61","32.47","35.61",2.565565369
"57386","117","72.65","27.35","19.66","36.61","10.59",2.161907256
"57401","15071","91.67","8.33","6.12","19.46","37.29",51.86465603
"57420","148","27.03","72.97","68.24","26.47","7.5",3.202467146
"57421","86","60.47","39.53","10.47","18.6","38.46",2.17632124
"57422","170","74.12","25.88","14.71","38.55","16.67",1.539728576
"57424","119","81.51","18.49","6.72","28.51","11.34",0.784798723
"57426","35","74.29","25.71","14.29","43.14","15.38",5.001916344
"57427","299","93.98","6.02","10.03","40.52","13.52",4.959107741
"57428","357","70.59","29.41","9.52","29.7","11.9",1.897424687
"57429","43","93.02","6.98","23.26","20.73","32.5",1.588650091
"57430","1056","86.84","13.16","3.41","22.6","25.41",2.903668236
"57432","170","91.18","8.82","5.88","57.54","9.03",1.658914747
"57433","213","57.75","42.25","7.51","53.68","15.45",1.682366179
"57434","221","86.43","13.57","7.24","25.85","9.42",0.767183736
"57435","140","73.57","26.43","7.14","29.8","7.77",1.005622099
"57436","248","75.81","24.19","6.05","35.51","15.96",1.164522892
"57437","984","71.04","28.96","4.98","36.58","17.6",1.719578242
"57438","677","82.57","17.43","10.04","21.82","24.15",1.444377282
"57439","60","100","0","61.67","53.33","0",12.0056728
"57440","210","77.62","22.38","9.52","33.73","14.11",1.473598232
"57441","317","73.5","26.5","7.26","42.06","8.58",1.118932762
"57442","1281","60.27","39.73","33.57","25.97","20.98",2.100852325
"57445","870","83.68","16.32","5.63","21.72","23.76",3.398979735
"57446","230","69.57","30.43","11.74","41.96","5.62",1.488571639
"57448","241","75.93","24.07","15.77","41.6","13.66",1.357805192
"57449","94","100","0","0","61.54","0",1.225959849
"57450","321","79.44","20.56","12.77","57.64","14.12",1.637500171
"57451","1122","76.38","23.62","8.56","25.65","18.67",2.556659924
"57452","223","50.67","49.33","11.66","35.06","15.04",1.124603191
"57454","299","78.26","21.74","7.02","42.39","15.38",1.985967128
"57455","78","43.59","56.41","6.41","31.82","2.94",0.614752046
"57456","403","77.67","22.33","3.72","30.35","22.68",0.99537658
"57457","98","34.69","65.31","5.1","42.39","0",0.799360894
"57460","174","70.69","29.31","13.79","30.39","31.71",1.450438151
"57461","197","73.6","26.4","11.17","25","16.55",1.59631768
"57465","157","82.17","17.83","10.83","52.35","10.08",1.018161249
"57466","143","62.94","37.06","0","76.99","24.44",1.018676574
"57467","136","86.03","13.97","13.24","49.67","17.09",0.724296694
"57468","185","89.19","10.81","27.57","27.44","43.03",2.370377714
"57469","1741","85.18","14.82","4.48","21.04","33.65",5.97891794
"57470","57","64.91","35.09","21.05","30.85","40.54",0.37893436
"57471","309","82.85","17.15","8.74","35.73","17.19",0.906006216
"57472","451","80.93","19.07","10.86","32.92","17.53",1.65218858
"57473","91","69.23","30.77","6.59","37.8","0",0.549785446
"57474","99","75.76","24.24","8.08","66.98","6.67",1.62848836
"57475","81","56.79","43.21","19.75","68.09","8.7",0.696055052
"57476","201","83.58","16.42","10.45","35.61","22.02",1.222188167
"57477","99","51.52","48.48","14.14","28.66","13.73",1.081380844
"57479","220","93.18","6.82","4.55","38.8","17.07",4.134844882
"57481","169","95.27","4.73","2.96","31.21","13.04",0.925184112
"57501","7734","93.24","6.76","12.35","20.03","33.85",13.22576075
"57520","87","64.37","35.63","22.99","71.13","28.57",0.590841525
"57521","142","51.41","48.59","25.35","20.57","31.51",0.367681354
"57522","223","93.72","6.28","20.63","32.07","22.49",1.888639952
"57523","687","65.5","34.5","9.61","25.69","31.78",2.625279647
"57528","458","75.33","24.67","25.98","33.25","24.35",2.291004743
"57529","222","63.51","36.49","10.36","45.83","24.11",0.890804296
"57531","81","75.31","24.69","11.11","24.35","0",0.241264423
"57532","1381","89.21","10.79","26.21","20.91","18.99",1.179167684
"57533","1075","80.37","19.63","9.4","33.65","26.27",2.640268124
"57534","204","69.61","30.39","25.98","32.12","18.31",1.102842543
"57536","238","57.56","42.44","18.91","49.3","21.17",0.643151596
"57537","68","55.88","44.12","17.65","85.71","18.42",0.32901307
"57538","149","60.4","39.6","7.38","40.42","10",1.123061974
"57540","36","69.44","30.56","5.56","59.46","16",0.253100548
"57541","72","87.5","12.5","16.67","45.19","63.49",0.607360852
"57543","474","67.93","32.07","21.31","38.8","28.88",1.026087861
"57544","268","80.6","19.4","9.33","34.19","18.06",0.826383511
"57547","80","66.25","33.75","17.5","32.33","3.77",0.316070337
"57548","432","89.58","10.42","6.94","35.71","67.7",3.693371961
"57551","922","82.65","17.35","12.69","43.25","31.63",1.269862046
"57552","284","83.45","16.55","28.87","38.4","16.46",0.278213498
"57553","46","60.87","39.13","54.35","18.56","0",0.175007224
"57555","1413","86.06","13.94","24.13","26.28","53.37",3.370180848
"57559","396","74.75","25.25","16.16","42.19","26.01",1.04227389
"57560","159","87.42","12.58","25.16","19.54","40.29",0.969248281
"57562","47","34.04","65.96","40.43","13.56","12.5",0.426225805
"57563","94","75.53","24.47","7.45","59.62","57.75",3.251440986
"57564","492","84.96","15.04","8.74","36.99","16.99",0.941276051
"57566","328","86.89","13.11","11.28","38.63","55.79",1.878598845
"57567","877","80.05","19.95","20.3","39.27","20.37",0.898281428
"57568","375","76","24","8.8","34.44","14.04",1.01966823
"57569","166","65.66","34.34","8.43","41.2","14.68",0.461667481
"57570","629","83.31","16.69","15.26","27.14","61.45",6.617378366
"57571","17","11.76","88.24","0","100","0",43.22192293
"57572","527","89.18","10.82","13.28","34.63","58.3",3.140947338
"57574","80","75","25","17.5","58.49","21.67",0.408805713
"57576","131","78.63","21.37","19.85","52.26","44.66",0.603729631
"57577","334","82.04","17.96","15.87","53.91","75.91",1.412508574
"57579","510","85.88","14.12","27.65","31.82","30.82",0.781807577
"57580","2280","79.82","20.18","13.9","37.05","27.2",2.109058132
"57584","70","45.71","54.29","31.43","75.44","9.38",0.731992581
"57585","116","64.66","35.34","13.79","21.94","36",0.350355042
"57601","1965","84.17","15.83","10.23","24.49","30.65",9.436079068
"57620","254","75.2","24.8","18.9","29.69","19.9",0.689958728
"57621","95","69.47","30.53","13.68","59.19","83.33",0.996161694
"57622","113","74.34","25.66","27.43","42.73","59.52",1.041847338
"57623","408","75.98","24.02","27.94","36.87","35.48",0.517757722
"57625","1426","82.96","17.04","23.21","30.18","47.34",1.160569155
"57626","478","75.73","24.27","23.85","35.19","26.24",0.395684812
"57630","14","100","0","0","10.34","0",1.275976332
"57631","297","59.93","40.07","42.42","28.74","8.43",1.898294132
"57632","319","84.64","15.36","10.03","37.85","11.85",1.574663233
"57633","207","71.98","28.02","16.91","33.72","32.21",0.274955214
"57634","64","71.88","28.12","9.38","39.34","0",0.290248673
"57636","67","76.12","23.88","43.28","18.75","58.82",3.284540814
"57638","1250","67.28","32.72","13.52","33.24","25.56",1.279602876
"57639","94","88.3","11.7","11.7","20.41","66.27",4.550636854
"57640","111","72.97","27.03","16.22","63.98","50.62",0.278418246
"57641","182","71.98","28.02","17.03","31.92","28.24",0.554854998
"57642","683","81.7","18.3","14.93","22.88","56.45",1.171231997
"57644","145","84.83","15.17","12.41","46.43","16.26",0.180850492
"57645","99","72.73","27.27","16.16","41.18","13.89",0.396385268
"57646","121","83.47","16.53","5.79","29.14","0.99",0.879251114
"57648","368","44.02","55.98","20.65","31.21","14.81",2.75377001
"57649","135","65.93","34.07","20.74","25.71","38.2",0.281289168
"57650","9","100","0","0","100","100",0.138740931
"57651","74","75.68","24.32","20.27","23.26","33.93",0.238956067
"57652","139","76.26","23.74","20.86","14.89","45.28",0.314051239
"57656","360","82.22","17.78","12.5","35.59","27.36",0.814791311
"57657","119","68.91","31.09","24.37","41.74","19.51",0.435540083
"57658","129","82.17","17.83","19.38","45.38","51.89",0.94193385
"57660","41","73.17","26.83","9.76","39.81","20",0.145164539
"57661","28","100","0","10.71","41.49","57.14",1.353736626
"57701","19922","92.18","7.82","9.39","19.06","42.66",281.2934352
"57702","16039","91.23","8.77","3.92","23.39","22.65",54.92695297
"57703","6282","96.23","3.77","23.88","16.06","16.86",48.88748181
"57706","1095","91.42","8.58","0","0.32","99.5",169.9733981
"57714","169","82.84","17.16","2.96","48.89","69.29",0.90586178
"57716","175","73.71","26.29","23.43","41.22","32.56",0.968151217
"57717","3559","91.21","8.79","20.12","20.67","26.77",2.867650338
"57718","2808","97.97","2.03","17.91","21.82","11.78",124.0606814
"57719","3174","92.12","7.88","33.99","9.72","32.22",19.19721184
"57720","412","79.61","20.39","23.54","26.58","31.71",0.318059235
"57722","206","51.46","48.54","32.04","57.14","2.83",0.43095055
"57724","100","76","24","23","48.39","18.42",0.305191542
"57725","160","71.88","28.12","18.12","41.76","20",1.384126279
"57730","3462","74.84","25.16","13.63","21.42","22.58",6.483686736
"57732","1432","73.74","26.26","10.27","33.11","35.32",12.40411292
"57735","838","69.21","30.79","21.36","20.45","23.79",0.913177792
"57738","73","94.52","5.48","19.18","19.66","7.25",0.48782525
"57741","36","100","0","0","0","100",20.42340675
"57744","966","90.58","9.42","27.02","14.74","5.14",1.919744773
"57745","1614","62.45","37.55","28.13","32.32","21.33",4.395147656
"57747","3656","75.44","24.56","16.03","27.52","23.06",8.271472953
"57748","162","70.37","29.63","27.16","36.73","25.44",0.414334098
"57750","126","61.11","38.89","38.89","21.43","16.88",0.457868908
"57751","530","69.06","30.94","20.57","26.65","17.21",7.770419412
"57752","563","69.63","30.37","38.37","38.46","44.9",1.340822227
"57754","3091","58.56","41.44","5.01","24.07","32.32",13.11457934
"57755","56","82.14","17.86","39.29","33.91","17.39",0.249037428
"57756","234","61.54","38.46","30.77","56.16","36.11",1.77047583
"57758","66","83.33","16.67","36.36","38.46","50.91",0.126785648
"57759","129","62.02","37.98","0","34.24","0",2.210973923
"57760","743","63.66","36.34","27.05","24.44","20.93",0.624810054
"57761","556","84.71","15.29","22.84","15.68","9.55",1.038014364
"57762","352","91.48","8.52","34.09","34","11.18",3.326182959
"57763","160","80.62","19.38","31.88","29.29","20.16",0.387340465
"57764","556","77.16","22.84","23.92","48.05","43.59",1.580667425
"57766","116","67.24","32.76","43.97","26.03","10.26",0.90668495
"57767","73","82.19","17.81","0","48.2","21.67",0.466303796
"57769","1635","93.46","6.54","23.98","16.32","11.58",12.9004816
"57770","1472","78.19","21.81","31.52","44.73","51.87",7.374595506
"57772","547","85.92","14.08","29.43","43.14","46.38",1.112789104
"57773","114","73.68","26.32","29.82","23.94","23.81",10.18218721
"57775","137","64.23","35.77","13.87","57.56","12.5",0.429831024
"57776","8","0","100","0",,,0.064330113
"57779","97","100","0","18.56","100","0",2.44850019
"57780","38","60.53","39.47","0","41.3","43.48",0.116173405
"57782","26","76.92","23.08","46.15","66.67","5",0.205914017
