COUNTYFP,year,totPopE,whiteP,blackP,amIndP,asianP,pacIsP,otherP,hispP,noHSP,age0_4,age5_14,age15_19,age20_24,age15_44,age45_49,age50_54,age55_59,age60_64,ageOv65,ageOv18,age18_64,a15_24P,und45P,ovr65P,disbP
05083,2018,21757,91.49,1.35,1.05,2.31,0.0,3.81,2.95,14.91,1260,2655,1333,1226,7694,1376,1624,1630,1334,4184,16932,12748,11.76,53.36,19.23,21.0
05085,2018,72206,89.03,6.06,0.6,0.74,0.12,3.46,4.43,11.29,4933,10617,5008,4125,29438,4754,4780,4379,4033,9272,53332,44060,12.65,62.31,12.84,13.8
05087,2018,16076,93.96,0.54,1.31,1.01,0.37,2.81,5.57,20.32,1031,1992,1198,819,5550,1090,1194,1204,1053,2962,12265,9303,12.55,53.33,18.42,19.1
05089,2018,16438,96.15,0.88,1.14,0.43,0.0,1.4,2.23,13.13,740,1791,775,674,4341,925,1168,1361,1616,4496,13389,8893,8.81,41.81,27.35,22.9
05091,2018,43759,70.49,24.78,1.09,0.41,0.08,3.15,3.21,14.02,2861,5764,2679,2704,16653,2915,2892,2951,2723,7000,33326,26326,12.3,57.77,16.0,19.3
05093,2018,42831,60.38,35.18,0.07,0.55,0.06,3.76,4.03,19.28,3090,6314,3032,2873,16632,2457,2854,2941,2515,6028,31431,25403,13.79,60.79,14.07,19.5
05095,2018,7249,55.98,39.96,0.5,0.43,0.0,3.13,2.75,22.86,434,786,403,517,2273,442,532,518,638,1626,5773,4147,12.69,48.19,22.43,23.6
05097,2018,8993,91.24,0.22,1.79,1.36,0.0,5.39,4.26,21.78,424,923,560,378,2586,563,708,681,715,2393,7297,4904,10.43,43.73,26.61,26.1
05099,2018,8440,63.36,34.68,0.07,0.31,0.01,1.56,0.28,13.22,504,1085,507,392,2643,756,532,718,522,1680,6526,4846,10.65,50.14,19.91,22.2
05101,2018,7848,94.74,0.03,2.61,0.23,0.0,2.4,0.93,17.36,343,901,529,348,2371,415,554,546,789,1929,6298,4369,11.17,46.06,24.58,22.6
05103,2018,24106,56.65,41.09,0.2,0.06,0.0,2.01,2.26,14.43,1452,3107,1438,1393,8245,1269,1670,1936,1825,4602,18655,14053,11.74,53.12,19.09,19.2
05105,2018,10322,92.79,1.9,0.61,0.0,0.0,4.7,2.88,16.64,553,1314,623,608,3524,700,748,819,707,1957,7969,6012,11.93,52.23,18.96,24.1
05107,2018,19034,36.21,62.63,0.03,0.06,0.0,1.07,1.8,21.6,1396,2717,1239,1343,6669,1008,1226,1336,1336,3346,14078,10732,13.57,56.65,17.58,22.8
05109,2018,10808,90.12,3.28,0.69,0.5,0.0,5.4,6.5,15.22,621,1319,682,610,3719,670,761,613,928,2177,8459,6282,11.95,52.36,20.14,27.3
05111,2018,24054,88.58,4.78,0.22,0.05,0.0,6.37,2.94,19.37,1539,3191,1554,1449,8783,1573,1660,1544,1566,4198,18318,14120,12.48,56.18,17.45,21.8
05113,2018,20163,91.94,0.45,1.64,0.78,0.0,5.19,6.54,15.36,1220,2570,1330,941,6645,1162,1285,1307,1503,4471,15462,10991,11.26,51.75,22.17,22.5
05115,2018,63644,91.18,2.98,0.56,1.03,0.0,4.26,8.74,15.16,3998,8287,5152,5848,26274,3718,4220,3905,3653,9589,49065,39476,17.28,60.59,15.07,16.7
05117,2018,8244,85.36,13.02,0.35,0.35,0.0,0.92,0.74,17.78,452,932,469,419,2589,588,578,653,562,1890,6563,4673,10.77,48.19,22.93,21.2
05119,2018,393463,56.54,36.47,0.24,2.18,0.04,4.52,6.12,9.56,26674,50831,23328,26486,158936,24006,25060,26483,24485,56988,301187,244199,12.66,60.09,14.48,15.5
05121,2018,17603,95.75,1.14,0.48,0.0,0.0,2.64,1.95,17.29,1031,2232,1129,943,6320,1066,1152,1058,1262,3482,13578,10096,11.77,54.44,19.78,21.6
05123,2018,26294,40.86,55.62,0.57,0.58,0.0,2.37,2.69,19.36,1638,3131,1536,1649,10786,1617,1736,1850,1552,3984,20521,16537,12.11,59.16,15.15,18.9
05125,2018,118009,89.15,7.03,0.34,1.19,0.05,2.24,4.62,9.57,6966,15992,7574,6069,45205,7093,7922,7558,7023,20250,90103,69853,11.56,57.76,17.16,16.9
05127,2018,10442,87.9,0.27,2.38,0.9,0.0,8.55,7.58,21.15,793,1502,615,591,3382,613,721,768,586,2077,7736,5659,11.55,54.37,19.89,22.1
05129,2018,7923,93.66,0.68,2.56,1.21,0.0,1.88,2.31,15.51,375,928,417,389,2451,444,536,605,623,1961,6329,4368,10.17,47.38,24.75,22.7
05131,2018,127461,74.9,6.96,1.29,4.39,0.02,12.43,14.01,16.83,8377,17242,8554,8757,49669,8003,8666,8548,7568,19388,96582,77194,13.58,59.07,15.21,18.8
05133,2018,17193,63.15,5.08,2.12,0.35,0.29,29.0,33.17,25.72,1358,2784,1204,1146,6673,1129,933,918,974,2424,12255,9831,13.67,62.9,14.1,13.8
05135,2018,17043,95.15,0.7,0.56,0.11,0.0,3.48,2.19,16.43,826,2118,1031,734,5033,1047,1164,1184,1292,4379,13420,9041,10.36,46.81,25.69,26.6
05137,2018,12446,96.61,0.07,0.51,0.11,0.0,2.7,1.9,20.42,575,1371,639,706,3676,632,845,1154,910,3283,9972,6689,10.81,45.17,26.38,22.3
05139,2018,39732,64.14,32.65,0.98,0.57,0.0,1.65,3.88,15.25,2617,5369,2384,2283,14150,2459,2689,2833,2888,6727,30172,23445,11.75,55.71,16.93,16.9
05141,2018,16684,95.88,0.49,0.72,0.08,0.0,2.84,3.04,14.19,804,1951,901,758,4932,1022,1134,1255,1363,4223,13337,9114,9.94,46.07,25.31,23.9
05143,2018,228529,77.61,3.57,0.97,2.49,2.2,13.16,16.65,15.03,16093,31526,18844,23903,107319,12899,12533,11677,11047,25435,171943,146508,18.71,67.8,11.13,10.3
05145,2018,78804,90.92,4.07,0.35,0.7,0.03,3.94,4.29,14.64,5051,10324,5993,6506,31299,4964,5439,4962,4340,12425,60219,47794,15.86,59.23,15.77,16.1
05147,2018,6660,69.56,27.7,0.0,1.37,0.09,1.28,0.18,19.97,390,840,287,421,2027,440,488,534,458,1483,5218,3735,10.63,48.9,22.27,24.3
05149,2018,21573,78.6,2.51,0.54,1.12,0.0,17.23,20.0,19.95,1447,2952,1467,1208,7737,1305,1547,1661,1261,3663,16202,12539,12.4,56.26,16.98,20.9
06001,2018,1643700,41.48,10.78,0.65,29.59,0.84,16.67,22.45,12.04,97506,192220,93865,103705,713994,113547,110960,106455,93101,215917,1299187,1083270,12.02,61.06,13.14,9.4
06003,2018,1146,63.09,0.79,27.14,0.7,0.7,7.59,9.16,11.1,39,137,114,72,417,18,65,68,109,293,907,614,16.23,51.75,25.57,20.7
06005,2018,37829,87.21,2.09,0.81,1.32,0.19,8.39,13.57,9.7,1534,3267,1978,1530,11581,2349,2756,3003,3387,9952,32007,22055,9.27,43.31,26.31,18.5
06007,2018,227075,81.95,1.53,1.27,4.47,0.19,10.59,16.01,10.7,12523,25430,15615,25617,93990,11893,13175,15004,14841,40219,181417,141198,18.16,58.11,17.71,17.0
06009,2018,45235,91.47,0.67,1.09,1.26,0.28,5.24,11.71,9.63,1936,4324,2319,2054,12514,2722,3156,3966,4403,12214,37467,25253,9.67,41.5,27.0,21.4
06011,2018,21464,87.84,1.69,0.94,1.51,0.25,7.78,58.96,30.61,1589,3347,1538,1356,8295,1303,1338,1494,1132,2966,15581,12615,13.48,61.64,13.82,12.3
06013,2018,1133247,57.21,8.59,0.49,16.33,0.49,16.89,25.42,10.62,65505,149353,72857,68013,436346,81117,83086,78858,69200,169782,871947,702165,12.43,57.46,14.98,11.2
06015,2018,27424,76.42,2.86,7.38,3.56,0.06,9.71,19.47,18.95,1584,3396,1533,1474,10536,1506,1864,2151,1802,4585,21470,16885,10.96,56.58,16.72,21.0
06017,2018,186661,87.97,0.8,0.68,4.44,0.22,5.89,12.66,6.9,8672,21979,11579,9715,60599,12454,14363,16226,15617,36751,148645,111894,11.41,48.89,19.69,13.3
06019,2018,978130,64.15,4.84,1.12,10.23,0.18,19.48,52.74,24.71,78636,156778,71970,74241,415328,55764,56028,53835,47323,114438,698151,583713,14.95,66.53,11.7,13.0
06021,2018,27897,82.9,0.91,2.4,2.94,0.18,10.66,41.24,24.69,2051,4107,2031,1784,10647,1544,1838,1652,1758,4300,20427,16127,13.68,60.24,15.41,16.8
06023,2018,135768,80.12,1.17,5.01,3.06,0.32,10.32,11.31,9.66,7364,14590,9105,12763,57241,7151,7879,9122,9774,22647,109509,86862,16.11,58.33,16.68,16.3
06025,2018,180216,64.27,2.55,1.0,1.49,0.23,30.47,83.8,31.03,15092,28204,13576,14006,75625,10361,10204,9536,8748,22446,128540,106094,15.3,65.99,12.46,14.4
06027,2018,18085,80.49,0.89,11.62,1.6,0.19,5.2,21.71,11.16,1011,1996,1055,779,5899,918,1202,1404,1507,4148,14450,10302,10.14,49.25,22.94,14.1
06029,2018,883053,75.15,5.46,1.07,4.74,0.19,13.39,52.75,26.23,71173,145263,65963,68554,380991,51240,51142,49204,42035,92005,625303,533298,15.23,67.65,10.42,11.2
06031,2018,150075,65.59,6.45,1.53,3.96,0.22,22.25,54.08,26.29,11639,22920,10441,12754,68864,9376,8625,7714,6370,14567,109140,94573,15.46,68.91,9.71,12.4
06033,2018,64148,77.11,2.43,3.78,1.03,0.05,15.6,20.0,14.81,3683,7324,3516,3231,20426,3709,4388,5137,5540,13941,50858,36917,10.52,49.0,21.73,20.1
06035,2018,31185,82.32,8.78,2.81,1.4,0.66,4.03,18.71,17.21,1384,2749,1444,3218,15302,1920,1979,1803,1891,4157,26259,22102,14.95,62.32,13.33,16.8
06037,2018,10098052,51.36,8.16,0.7,14.56,0.28,24.94,48.46,21.34,624745,1234499,654903,738416,4390708,693770,676068,631221,547764,1299277,7851531,6552254,13.8,61.89,12.87,9.9
06039,2018,155013,72.01,3.24,1.62,2.12,0.11,20.9,57.29,28.12,11807,24040,11303,10848,63202,9105,8960,8898,8204,20797,112199,91402,14.29,63.9,13.42,13.2
06041,2018,260295,78.12,2.19,0.28,5.76,0.22,13.42,15.88,6.76,12292,31232,14371,11859,80803,20695,20667,20429,19552,54625,207387,152762,10.08,47.76,20.99,8.9
06043,2018,17540,88.82,0.95,2.26,1.39,0.31,6.28,10.88,9.63,762,1512,804,803,5106,984,1300,1503,1683,4690,14675,9985,9.16,42.08,26.74,18.4
06045,2018,87422,83.64,0.61,4.11,1.93,0.19,9.52,24.8,13.11,5143,10542,5160,4778,30026,5064,5505,6405,6892,17845,68531,50686,11.37,52.29,20.41,16.8
06047,2018,269075,57.37,3.26,0.74,7.48,0.23,30.92,58.9,30.65,21254,45385,23338,21064,115885,15511,15238,14281,12201,29320,189013,159693,16.5,67.83,10.9,13.6
06049,2018,8938,90.02,1.67,3.33,1.57,0.07,3.35,14.46,14.38,402,1020,491,252,2731,478,572,691,751,2293,7205,4912,8.31,46.46,25.65,18.1
06051,2018,14174,84.78,0.74,3.72,2.39,0.0,8.37,27.28,11.26,464,1697,630,1341,5798,785,1179,1314,907,2030,11485,9455,13.91,56.15,14.32,6.5
06053,2018,433212,59.26,2.59,0.74,5.62,0.46,31.33,58.31,28.71,32318,64016,30473,31877,181608,26240,25461,25456,22598,55515,319087,263572,14.39,64.16,12.81,8.9
06055,2018,140530,73.09,2.04,0.85,8.09,0.19,15.73,33.93,14.94,7318,17068,9036,8888,52962,9392,9533,9560,9337,25360,110636,85276,12.75,55.04,18.05,11.8
06057,2018,99092,92.42,0.66,0.87,1.02,0.16,4.88,9.37,5.79,4221,9719,5249,4126,30101,5350,6644,8407,9473,25177,81903,56726,9.46,44.44,25.41,14.9
06059,2018,3164182,61.66,1.73,0.46,20.09,0.3,15.77,34.14,14.89,188956,395928,208793,218993,1296826,227373,226235,211722,176654,440488,2452994,2012506,13.52,59.47,13.92,8.6
06061,2018,380077,82.52,1.63,0.5,7.24,0.22,7.89,13.81,5.43,20325,49591,24399,20279,135179,26157,26759,26116,24851,71099,294358,223259,11.75,53.96,18.71,10.7
06063,2018,18699,89.06,1.04,2.29,1.07,0.22,6.32,8.71,6.06,859,1720,992,698,5248,892,1319,1592,2081,4988,15636,10648,9.04,41.86,26.68,18.4
06065,2018,2383286,60.85,6.44,0.81,6.38,0.29,25.23,48.44,18.32,158008,347199,177697,170153,980394,152310,151574,142066,123126,328609,1769478,1440869,14.6,62.33,13.79,11.4
06067,2018,1510023,58.0,9.87,0.68,15.59,1.11,14.74,22.98,12.63,99356,203293,94932,100159,627186,96298,98746,95111,87826,202207,1147262,945055,12.92,61.58,13.39,12.1
06069,2018,59416,82.22,0.74,0.71,2.93,0.2,13.21,59.32,20.11,3902,8865,4469,4104,24108,3951,4198,3850,3348,7194,43813,36619,14.43,62.06,12.11,9.4
06071,2018,2135413,61.11,8.35,0.84,7.02,0.3,22.37,52.81,20.49,154616,319727,159896,169422,922447,134205,134192,128278,108605,233343,1562561,1329218,15.42,65.41,10.93,10.9
06073,2018,3302833,70.71,5.04,0.64,11.82,0.42,11.37,33.51,12.86,211969,395874,209496,262118,1449854,209223,210998,201666,183654,439595,2576489,2136894,14.28,62.3,13.31,9.8
06075,2018,870044,46.73,5.22,0.32,34.21,0.33,13.19,15.25,11.52,39519,60660,30492,49822,420538,60237,55761,51067,50824,131438,753147,621709,9.23,59.85,15.11,10.3
06077,2018,732212,56.26,7.1,0.65,15.43,0.61,19.95,41.14,21.15,52723,114372,55240,51640,302453,46167,45844,42250,38942,89461,530706,441245,14.6,64.13,12.22,12.4
06079,2018,281455,86.01,1.87,0.68,3.64,0.09,7.72,22.38,9.13,13457,28405,22464,29568,114840,15163,17338,19546,19948,52758,230963,178205,18.49,55.68,18.74,11.5
06081,2018,765935,51.05,2.33,0.38,28.11,1.37,16.75,24.68,10.83,44775,90312,40654,42295,305033,54659,54324,51530,47435,117867,604687,486820,10.83,57.46,15.39,8.5
06083,2018,443738,77.53,1.94,0.99,5.38,0.18,13.98,45.09,19.01,28356,54697,37445,49425,195968,24299,25661,25886,24096,64775,344621,279846,19.58,62.88,14.6,9.9
06085,2018,1922200,45.02,2.5,0.48,35.85,0.39,15.75,25.78,11.91,118688,244140,113909,121662,821454,136901,132511,120020,101578,246908,1489516,1242608,12.26,61.61,12.85,7.9
06087,2018,273765,76.15,0.95,0.5,4.6,0.12,17.68,33.49,13.6,14535,30027,22731,27607,115765,16836,17866,19532,18203,41001,220004,179003,18.39,58.56,14.98,11.1
06089,2018,179085,87.02,1.23,2.63,3.03,0.11,5.98,9.83,9.2,10520,21393,10808,10213,62893,10326,11923,12939,13470,35621,140412,104791,11.74,52.94,19.89,17.8
06091,2018,2930,98.63,0.2,0.85,0.0,0.0,0.31,11.06,6.7,112,264,141,83,791,104,150,482,174,853,2489,1636,7.65,39.83,29.11,13.2
06093,2018,43540,84.91,1.45,3.37,1.56,0.34,8.36,12.26,10.01,2257,5004,2459,2028,13212,2293,2792,3768,3751,10463,34743,24280,10.31,47.02,24.03,19.4
06095,2018,438530,52.71,14.1,0.48,15.46,0.94,16.31,26.09,12.02,26706,55243,26976,29952,174915,27805,30442,29377,29652,64390,339717,275327,12.98,58.57,14.68,12.4
06097,2018,501317,74.91,1.59,0.97,4.01,0.33,18.2,26.53,11.97,25736,57551,29922,30140,187245,31689,34740,35686,37573,91097,400499,309402,11.98,53.96,18.17,12.1
06099,2018,539301,75.8,2.88,0.79,5.42,0.74,14.36,45.61,21.67,39410,82838,39283,37852,222401,32947,33584,33381,26970,67770,392394,324624,14.3,63.91,12.57,13.2
06101,2018,95872,69.63,2.09,0.98,15.27,0.59,11.45,30.62,22.01,6614,14250,6583,6204,37712,5566,6156,5701,5645,14228,70756,56528,13.34,61.1,14.84,13.8
06103,2018,63373,85.4,0.74,2.56,1.52,0.03,9.75,24.65,15.61,3867,8746,3872,3554,21967,3593,4413,4489,4333,11965,48195,36230,11.72,54.57,18.88,20.1
06105,2018,12862,86.58,0.68,4.49,1.61,1.23,5.42,7.23,9.35,571,1169,752,404,3631,773,888,1076,1365,3389,10690,7301,8.99,41.76,26.35,21.4
06107,2018,460477,76.5,1.59,1.19,3.57,0.15,17.0,64.1,30.23,38504,81621,37292,33987,193465,26062,25420,23979,21035,50391,316949,266558,15.48,68.1,10.94,12.1
06109,2018,53932,87.5,1.72,1.85,1.39,0.25,7.3,12.1,9.57,2389,5053,2641,2726,17599,2926,3433,4214,4967,13351,44919,31568,9.95,46.43,24.76,19.0
06111,2018,848112,80.2,1.75,0.83,7.28,0.21,9.72,42.45,15.56,51709,112651,57639,59428,334837,56752,59450,59504,49774,123435,648513,525078,13.8,58.86,14.55,10.9
06113,2018,214977,67.81,2.71,0.58,13.77,0.46,14.66,31.54,13.63,12467,25670,20389,30396,105221,11926,11852,11704,10696,25441,169058,143617,23.62,66.69,11.83,9.3
06115,2018,75493,74.63,3.22,1.43,6.76,0.45,13.5,27.8,17.96,6126,11611,4955,5600,31678,4072,4338,4592,4001,9075,54619,45544,13.98,65.46,12.02,15.8
08001,2018,497115,82.5,3.32,1.26,3.88,0.12,8.92,39.68,17.0,36678,77166,33195,31937,218598,32244,30433,29770,23045,49181,361671,312490,13.1,66.87,9.89,10.5
08003,2018,16444,86.94,1.16,3.2,1.08,0.4,7.22,45.86,13.51,1158,2201,1528,2031,7580,723,830,976,863,2113,12512,10399,21.64,66.52,12.85,18.4
08005,2018,636671,71.62,10.65,0.66,5.86,0.22,10.98,19.06,7.65,40510,87195,39350,39423,267511,43114,41599,40842,37273,78627,483211,404584,12.37,62.08,12.35,9.0
08007,2018,12908,83.75,1.93,1.49,1.03,0.0,11.81,18.37,7.97,579,1309,554,669,3782,701,816,1112,1441,3168,10699,7531,9.47,43.93,24.54,14.5
08009,2018,3563,94.78,0.98,1.6,0.0,0.11,2.53,10.69,15.24,187,432,170,162,1081,168,219,274,279,923,2824,1901,9.32,47.71,25.91,21.1
08011,2018,5809,91.5,3.96,1.24,0.59,0.0,2.72,31.98,14.23,209,526,233,302,2578,304,446,416,325,1005,4915,3910,9.21,57.03,17.3,25.4
08013,2018,321030,88.69,0.88,0.53,4.67,0.06,5.17,13.79,4.95,15070,36565,25903,33642,144262,21324,20984,20314,20443,42068,258105,216037,18.55,61.02,13.1,8.1
08014,2018,66120,86.74,1.16,0.53,6.54,0.0,5.02,12.2,3.21,3734,9159,3915,3854,27449,5030,4392,4659,3198,8499,50428,41929,11.75,61.01,12.85,8.2
08015,2018,19164,93.18,1.91,0.22,0.8,0.0,3.89,10.1,7.08,635,1869,870,684,6134,1129,1432,1473,1822,4670,16185,11515,8.11,45.07,24.37,16.9
08017,2018,2039,93.97,0.1,0.15,2.31,0.15,3.33,17.02,9.88,216,342,160,56,653,118,158,194,113,245,1347,1102,10.59,59.39,12.02,13.1
08019,2018,9379,94.68,1.1,0.32,1.04,0.07,2.78,6.59,1.67,350,781,551,352,3069,730,799,959,922,1769,7907,6138,9.63,44.78,18.86,9.7
08021,2018,8142,90.26,0.44,2.54,0.12,0.2,6.44,53.0,13.41,573,1222,581,465,2768,434,515,570,594,1466,5932,4466,12.85,56.04,18.01,19.8
08023,2018,3687,90.67,0.46,2.17,1.49,0.0,5.21,62.57,21.53,139,387,219,253,1064,185,261,305,359,987,3016,2029,12.8,43.12,26.77,28.1
08025,2018,5630,88.42,3.66,1.51,0.34,0.0,6.07,31.03,15.23,174,427,549,606,2833,437,367,325,343,724,4913,4189,20.52,60.99,12.86,21.6
08027,2018,4640,93.38,2.56,0.95,0.0,0.0,3.1,9.57,7.04,101,549,242,156,949,191,174,474,517,1685,3840,2155,8.58,34.46,36.31,18.4
08029,2018,30346,94.8,0.96,1.08,1.02,0.0,2.14,15.14,9.62,1514,3506,2028,1165,9353,1568,1843,2491,2572,7499,24170,16671,10.52,47.36,24.71,18.8
08031,2018,693417,76.47,9.36,0.99,3.77,0.15,9.27,30.26,12.9,43421,77192,33090,43141,343068,42843,37600,36585,33957,78751,553616,474865,10.99,66.87,11.36,9.7
08033,2018,1841,96.69,0.0,0.71,0.0,0.0,2.61,5.87,8.17,83,259,18,73,459,100,117,221,131,471,1485,1014,4.94,43.51,25.58,22.3
08035,2018,328614,89.24,1.36,0.33,4.47,0.08,4.52,8.52,2.02,19924,53008,24422,16010,126271,28263,25429,22687,17231,35801,239130,203329,12.3,60.62,10.89,6.6
08037,2018,54357,88.78,0.97,0.29,0.78,0.08,9.11,29.69,10.71,3145,6990,3539,2641,23846,4271,3892,3662,3069,5482,42239,36757,11.37,62.51,10.09,4.3
08039,2018,25162,93.3,0.48,0.88,0.97,0.04,4.33,6.73,3.34,1086,3245,1782,1243,7850,2022,2517,2456,2297,3689,19648,15959,12.02,48.41,14.66,10.0
08041,2018,688153,79.54,6.29,0.67,2.8,0.4,10.3,16.81,6.29,46962,93938,47875,57292,298916,41313,43688,43047,37045,83244,519168,435924,15.28,63.91,12.1,12.4
08043,2018,47002,89.81,4.12,1.41,0.69,0.0,3.96,13.16,9.73,1862,4355,2185,2226,17355,3127,3476,3847,3173,9807,39245,29438,9.38,50.15,20.87,18.8
08045,2018,58538,87.33,0.4,0.69,0.93,0.02,10.64,28.16,12.22,4016,8635,3759,3332,23442,3839,3875,3984,3713,7034,43510,36476,12.11,61.66,12.02,8.2
08047,2018,5924,93.96,0.25,2.89,0.0,0.0,2.9,9.25,2.43,246,526,254,198,2061,500,461,460,812,858,4962,4104,7.63,47.82,14.48,8.7
08049,2018,15066,94.81,0.81,0.07,1.11,0.56,2.64,8.45,4.5,563,1577,795,741,5645,935,1163,1168,1592,2423,12419,9996,10.2,51.67,16.08,5.1
08051,2018,16537,95.23,0.62,0.98,0.5,0.13,2.53,9.26,2.8,744,1645,1395,2200,8096,1036,905,940,1127,2044,13608,11564,21.74,63.4,12.36,7.8
08053,2018,878,94.65,0.0,2.73,0.34,0.0,2.28,5.81,6.21,38,63,39,13,185,55,53,104,139,241,739,498,5.92,32.57,27.45,23.9
08055,2018,6583,94.17,0.58,1.75,0.0,0.0,3.51,34.54,8.55,165,772,175,301,1634,334,368,726,551,2033,5520,3487,7.23,39.06,30.88,23.8
08057,2018,1296,93.44,0.0,0.0,0.0,0.0,6.56,19.6,12.4,83,139,60,46,345,63,90,161,127,288,1048,760,8.18,43.75,22.22,6.7
08059,2018,570427,90.75,1.16,0.73,2.85,0.05,4.47,15.28,5.58,29991,65218,33454,32776,223295,38219,41526,43348,40123,88707,454501,365794,11.61,55.84,15.55,9.9
08061,2018,1449,91.99,1.17,0.0,0.0,0.0,6.83,5.38,4.1,153,196,102,47,433,68,88,139,87,285,1032,747,10.28,53.97,19.67,14.5
08063,2018,7635,90.18,2.55,0.43,0.33,0.5,6.01,19.2,11.55,389,1099,418,343,2782,355,611,488,533,1378,5844,4466,9.97,55.93,18.05,14.1
08065,2018,7585,86.12,0.11,0.58,1.25,0.41,11.54,30.93,14.49,324,676,439,681,3559,550,558,486,546,886,6318,5432,14.77,60.11,11.68,11.9
08067,2018,55101,87.81,0.47,6.23,0.62,0.02,4.84,12.75,5.01,2845,5989,3555,3441,21896,3425,3709,4211,4392,8634,44536,35902,12.7,55.77,15.67,8.9
08069,2018,338161,91.46,0.97,0.69,2.22,0.09,4.58,11.33,4.25,17736,38633,23816,36815,150345,18974,19767,22295,20824,49587,270349,220762,17.93,61.13,14.66,9.8
08071,2018,14179,85.46,0.85,3.57,0.73,0.0,9.39,42.06,12.19,622,1472,865,798,4845,789,918,1133,1147,3253,11632,8379,11.73,48.94,22.94,21.6
08073,2018,5548,86.73,9.59,0.99,0.67,0.45,1.57,21.68,9.65,305,623,228,320,2319,253,394,419,284,951,4438,3487,9.88,58.53,17.14,15.7
08075,2018,21689,92.49,0.93,0.48,0.76,0.0,5.34,15.87,10.45,1713,2163,1667,1410,8497,1330,1556,1199,1584,3647,17052,13405,14.19,57.05,16.81,13.8
08077,2018,149998,94.05,0.69,0.86,0.94,0.27,3.19,14.42,9.92,8723,18810,10083,9713,56960,8484,9246,10719,10154,26902,116992,90090,13.2,56.33,17.93,14.6
08079,2018,823,88.46,2.19,1.09,0.61,0.0,7.65,9.6,3.21,12,54,14,27,183,35,80,79,130,250,745,495,4.98,30.26,30.38,17.3
08081,2018,13060,94.41,1.15,0.8,0.0,0.21,3.43,15.18,9.08,840,1906,831,636,4930,786,872,853,1057,1816,9679,7863,11.23,58.77,13.91,11.5
08083,2018,25909,81.26,0.2,12.54,0.22,0.04,5.74,12.44,10.54,1524,3275,1397,1485,8262,1578,1723,2029,2165,5353,20110,14757,11.12,50.41,20.66,17.3
08085,2018,41268,94.28,0.38,1.04,0.9,0.24,3.15,20.54,11.25,2312,5154,2549,1876,13119,2428,2687,3145,3174,9249,32178,22929,10.72,49.88,22.41,16.9
08087,2018,28257,88.35,3.38,0.4,0.59,0.13,7.16,35.91,19.92,2072,4125,1924,1781,10666,1733,1797,1758,1786,4320,20838,16518,13.11,59.68,15.29,11.7
08089,2018,18325,89.2,1.37,1.6,1.02,0.09,6.73,41.68,14.64,1095,2446,1441,1072,6633,879,1164,1102,1390,3616,14036,10420,13.71,55.52,19.73,21.0
08091,2018,4722,97.4,0.0,1.06,0.44,0.08,1.02,4.26,1.61,158,417,159,148,1291,187,477,334,573,1285,4032,2747,6.5,39.52,27.21,13.2
08093,2018,17392,94.68,0.28,1.67,0.9,0.11,2.35,6.04,2.96,827,1673,862,484,4835,1195,1660,2078,1802,3322,14383,11061,7.74,42.17,19.1,11.6
08095,2018,4318,96.29,0.28,0.25,0.35,0.0,2.83,21.86,11.79,245,679,314,231,1484,256,278,276,307,793,3209,2416,12.62,55.77,18.36,11.6
08097,2018,17909,91.11,1.66,0.12,1.51,0.0,5.61,9.92,3.67,823,1595,741,1102,6938,1238,1370,1323,1539,3083,15035,11952,10.29,52.24,17.21,3.8
08099,2018,12052,94.83,1.11,1.33,0.34,0.0,2.39,37.6,17.86,811,1703,910,797,4358,645,765,952,752,2066,9021,6955,14.16,57.02,17.14,18.0
08101,2018,164685,79.58,2.15,3.73,0.91,0.04,13.6,42.89,10.56,9637,21402,11104,10648,62088,9643,10447,11074,11160,29234,126983,97749,13.21,56.55,17.75,19.1
08103,2018,6465,93.4,0.39,0.6,0.09,0.25,5.27,10.05,7.23,421,1032,425,421,2400,360,400,506,411,935,4802,3867,13.09,59.6,14.46,10.5
08105,2018,11351,91.13,0.86,2.7,0.21,0.07,5.03,44.45,15.69,693,1472,784,737,3958,574,875,810,826,2143,8692,6549,13.4,53.94,18.88,18.6
08107,2018,24874,94.88,0.78,0.6,1.04,0.02,2.68,7.0,3.25,1054,2560,1629,1320,10401,1775,1723,2073,1829,3459,20248,16789,11.86,56.34,13.91,5.1
08109,2018,6468,91.9,0.0,2.63,0.0,0.0,5.47,36.58,19.56,327,844,392,207,1800,400,451,651,614,1381,5056,3675,9.26,45.93,21.35,17.4
08111,2018,544,98.71,0.0,1.29,0.0,0.0,0.0,8.82,7.11,15,44,10,11,150,34,44,31,74,152,475,323,3.86,38.42,27.94,13.6
08113,2018,7968,95.59,0.2,0.53,1.27,0.0,2.41,10.29,4.95,320,941,294,437,3271,619,578,688,556,995,6507,5512,9.17,56.88,12.49,6.8
08115,2018,2350,92.13,1.28,0.72,1.53,0.0,4.34,13.57,9.86,154,299,151,52,648,101,170,223,147,608,1811,1203,8.64,46.85,25.87,16.8
08117,2018,30429,90.47,0.94,0.25,0.49,0.43,7.42,14.3,6.73,1310,2887,1392,1969,13810,2149,2380,2189,2103,3601,25398,21797,11.05,59.18,11.83,6.3
08119,2018,24113,94.65,0.79,0.46,1.01,0.03,3.06,6.35,4.22,978,2519,1299,1105,7010,1598,2027,2716,2390,4875,19745,14870,9.97,43.57,20.22,14.5
