ZCTA,totalP,totalP_hh,totalP_fhh,nonRel_fhh,nonRel_fhhR,totalP_nfhh,nonRel_nfhh,nonRel_nfhhR,groupQuar,groupQuarR
58007,103,103,71,0,0.0,32,11,34.38,15,14.56
58016,119,119,106,0,0.0,13,4,30.77,1,0.84
58032,735,696,512,5,0.98,184,46,25.0,71,9.66
58053,1177,1177,907,22,2.43,270,21,7.78,130,11.05
58061,360,360,303,1,0.33,57,15,26.32,27,7.5
58067,237,237,178,7,3.93,59,10,16.95,29,12.24
59487,1298,1298,1093,36,3.29,205,39,19.02,107,8.24
59463,88,88,60,0,0.0,28,0,0.0,24,27.27
59471,279,279,235,1,0.43,44,1,2.27,38,13.62
59480,678,678,637,0,0.0,41,6,14.63,22,3.24
59524,677,672,585,15,2.56,87,3,3.45,49,7.24
59527,1087,1087,990,4,0.4,97,27,27.84,31,2.85
59634,5431,5378,4936,65,1.32,442,74,16.74,218,4.01
59635,6818,6792,5995,114,1.9,797,111,13.93,383,5.62
59648,506,506,408,19,4.66,98,25,25.51,43,8.5
59701,33646,32481,24106,587,2.44,8375,1567,18.71,3450,10.25
59102,46952,45768,34228,942,2.75,11540,2691,23.32,3515,7.49
59338,135,135,119,0,0.0,16,8,50.0,5,3.7
59452,515,515,433,4,0.92,82,9,10.98,45,8.74
59501,12739,12296,9772,283,2.9,2524,544,21.55,1052,8.26
59642,51,51,21,0,0.0,30,4,13.33,14,27.45
59736,103,103,94,0,0.0,9,2,22.22,5,4.85
59824,1509,1507,1260,13,1.03,247,33,13.36,96,6.36
59469,158,158,137,0,0.0,21,0,0.0,13,8.23
59729,2220,2192,1519,0,0.0,673,192,28.53,262,11.8
59801,32653,30307,18010,663,3.68,12297,4185,34.03,4264,13.06
59932,1240,1240,1037,21,2.03,203,60,29.56,55,4.44
59029,742,742,593,23,3.88,149,26,17.45,75,10.11
59713,205,200,163,0,0.0,37,3,8.11,23,11.22
59727,214,214,163,0,0.0,51,3,5.88,35,16.36
59731,100,100,72,2,2.78,28,2,7.14,26,26.0
59739,222,208,147,4,2.72,61,3,4.92,41,18.47
59802,19437,19025,11360,337,2.97,7665,2213,28.87,2975,15.31
59808,19018,18790,14851,413,2.78,3939,900,22.85,1229,6.46
59829,2308,2283,1872,48,2.56,411,32,7.79,225,9.75
60490,22202,22202,21481,209,0.97,721,195,27.05,271,1.22
60514,10109,10100,9012,57,0.63,1088,32,2.94,355,3.51
60537,647,647,575,15,2.61,72,10,13.89,57,8.81
60540,45112,43404,38583,413,1.07,4821,722,14.98,1642,3.64
60601,14675,14040,6992,12,0.17,7048,1284,18.22,2909,19.82
60608,79205,68753,52946,1443,2.73,15807,4827,30.54,5919,7.47
60620,68096,67432,56608,1599,2.82,10824,1007,9.3,4154,6.1
60634,75995,75674,66661,2130,3.2,9013,1438,15.95,3624,4.77
60637,47454,43902,32389,955,2.95,11513,1827,15.87,3898,8.21
60644,47712,46748,38373,1293,3.37,8375,1479,17.66,3236,6.78
60910,671,671,567,28,4.94,104,17,16.35,61,9.09
61732,2057,2057,1829,20,1.09,228,72,31.58,91,4.42
61737,476,476,404,5,1.24,72,15,20.83,26,5.46
61771,743,743,681,35,5.14,62,11,17.74,33,4.44
61772,238,238,230,13,5.65,8,0,0.0,8,3.36
61774,1120,1120,977,21,2.15,143,52,36.36,66,5.89
61776,1348,1348,1034,12,1.16,314,116,36.94,132,9.79
61777,728,728,579,32,5.53,149,28,18.79,75,10.3
61816,458,458,345,2,0.58,113,52,46.02,33,7.21
61275,4750,4750,4166,214,5.14,584,81,13.87,267,5.62
61283,1742,1742,1598,50,3.13,144,13,9.03,54,3.1
61329,1185,1185,978,22,2.25,207,27,13.04,105,8.86
61334,732,732,650,28,4.31,82,19,23.17,32,4.37
61344,376,376,294,2,0.68,82,10,12.2,32,8.51
61359,338,338,306,3,0.98,32,3,9.38,15,4.44
61363,266,266,197,5,2.54,69,5,7.25,35,13.16
61373,2134,2134,1798,35,1.95,336,57,16.96,171,8.01
61401,33685,29685,21661,945,4.36,8024,1391,17.34,2972,8.82
61426,109,109,97,11,11.34,12,0,0.0,0,0.0
61063,4260,4260,3580,121,3.38,680,99,14.56,300,7.04
61025,4645,4641,3743,58,1.55,898,197,21.94,457,9.84
61049,560,560,483,5,1.04,77,8,10.39,22,3.93
61053,2612,2493,1985,11,0.55,508,82,16.14,185,7.08
61065,10360,10360,9410,269,2.86,950,292,30.74,445,4.3
78557,14022,14017,13503,86,0.64,514,65,12.65,190,1.36
61080,10440,10359,8756,125,1.43,1603,344,21.46,602,5.77
61107,30905,30409,24200,653,2.7,6209,799,12.87,2425,7.85
61257,1198,1198,1107,28,2.53,91,4,4.4,34,2.84
61262,1123,1123,1036,5,0.48,87,14,16.09,51,4.54
61279,870,870,715,4,0.56,155,12,7.74,95,10.92
61284,2110,2110,1901,49,2.58,209,17,8.13,123,5.83
61285,1627,1582,1357,29,2.14,225,23,10.22,88,5.41
61313,209,209,160,5,3.12,49,8,16.33,21,10.05
61314,885,885,760,34,4.47,125,12,9.6,69,7.8
61328,25,25,25,0,0.0,0,0,,0,0.0
61336,569,569,494,9,1.82,75,13,17.33,33,5.8
61428,1022,1022,868,10,1.15,154,66,42.86,58,5.68
61438,917,917,842,10,1.19,75,1,1.33,35,3.82
61451,331,331,313,0,0.0,18,0,0.0,12,3.63
61471,60,60,54,0,0.0,6,0,0.0,2,3.33
61473,1509,1418,1149,39,3.39,269,53,19.7,130,8.61
61501,1534,1534,1186,63,5.31,348,46,13.22,146,9.52
61529,2699,2699,2347,119,5.07,352,31,8.81,160,5.93
61537,2754,2675,2134,35,1.64,541,78,14.42,210,7.63
61546,3767,3767,3166,70,2.21,601,100,16.64,268,7.11
61548,11950,11852,10864,102,0.94,988,64,6.48,399,3.34
61552,146,146,113,0,0.0,33,11,33.33,8,5.48
61561,2469,2412,2126,15,0.71,286,35,12.24,145,5.87
61571,24974,24813,21715,309,1.42,3098,287,9.26,1201,4.81
61572,1191,1191,949,75,7.9,242,39,16.12,121,10.16
61723,2595,2589,2235,39,1.74,354,59,16.67,115,4.43
61724,494,494,440,4,0.91,54,5,9.26,26,5.26
61725,1703,1703,1593,7,0.44,110,17,15.45,55,3.23
61722,478,478,413,12,2.91,65,20,30.77,15,3.14
61727,9826,9609,7945,152,1.91,1664,231,13.88,717,7.3
13411,3189,3119,2522,102,4.04,597,122,20.44,274,8.59
13417,3317,3309,2376,121,5.09,933,25,2.68,433,13.05
59915,391,391,372,43,11.56,19,0,0.0,0,0.0
59916,169,169,147,0,0.0,22,4,18.18,14,8.28
59917,4811,4713,3727,149,4.0,986,280,28.4,365,7.59
59928,187,178,130,0,0.0,48,0,0.0,35,18.72
59226,401,401,349,0,0.0,52,17,32.69,11,2.74
59248,618,618,506,11,2.17,112,6,5.36,65,10.52
59260,166,166,163,0,0.0,3,1,33.33,2,1.2
59262,751,751,652,6,0.92,99,43,43.43,28,3.73
59263,1489,1464,1117,23,2.06,347,25,7.2,157,10.54
59275,353,353,295,4,1.36,58,0,0.0,43,12.18
59339,148,148,119,0,0.0,29,4,13.79,19,12.84
59354,38,38,38,0,0.0,0,0,,0,0.0
59010,139,139,129,0,0.0,10,0,0.0,10,7.19
59013,157,157,153,0,0.0,4,0,0.0,4,2.55
59018,519,492,417,10,2.4,75,5,6.67,25,4.82
59037,1706,1706,1460,27,1.85,246,33,13.41,152,8.91
59052,138,138,113,0,0.0,25,2,8.0,19,13.77
59066,586,586,539,7,1.3,47,10,21.28,23,3.92
59067,191,191,167,15,8.98,24,0,0.0,14,7.33
59071,179,179,157,0,0.0,22,17,77.27,5,2.79
59075,265,265,256,0,0.0,9,0,0.0,5,1.89
59076,88,88,80,0,0.0,8,0,0.0,0,0.0
59086,879,879,739,3,0.41,140,7,5.0,55,6.26
59087,371,371,266,7,2.63,105,34,32.38,32,8.63
59088,1437,1437,1090,6,0.55,347,85,24.5,114,7.93
59105,31560,31334,26302,522,1.98,5032,1180,23.45,1997,6.33
59211,145,145,119,0,0.0,26,0,0.0,26,17.93
59317,1084,1054,768,14,1.82,286,82,28.67,98,9.04
59318,143,143,136,0,0.0,7,0,0.0,5,3.5
59330,8628,8183,6229,181,2.91,1954,468,23.95,816,9.46
59333,14,14,9,0,0.0,5,2,40.0,3,21.43
59012,190,190,178,0,0.0,12,1,8.33,7,3.68
62223,16309,15995,12905,342,2.65,3090,399,12.91,1178,7.22
62225,5128,4526,4234,14,0.33,292,66,22.6,143,2.79
62239,4715,4715,3863,192,4.97,852,117,13.73,239,5.07
62243,5795,5669,4773,111,2.33,896,128,14.29,381,6.57
62216,2742,2652,2287,33,1.44,365,115,31.51,103,3.76
62220,18302,17630,14163,211,1.49,3467,527,15.2,1632,8.92
62230,6279,6198,5077,84,1.65,1121,189,16.86,362,5.77
62237,2435,2365,1963,75,3.82,402,32,7.96,217,8.91
62255,1279,1279,1149,25,2.18,130,54,41.54,44,3.44
62258,9253,9197,8314,143,1.72,883,67,7.59,334,3.61
62292,885,885,727,28,3.85,158,29,18.35,63,7.12
77962,3704,3663,3315,25,0.75,348,39,11.21,147,3.97
77968,3198,3198,3010,62,2.06,188,0,0.0,18,0.56
77971,1013,1013,776,27,3.48,237,65,27.43,107,10.56
77982,971,966,938,100,10.66,28,0,0.0,9,0.93
77086,29178,29124,26915,570,2.12,2209,677,30.65,802,2.75
77464,173,173,154,8,5.19,19,0,0.0,11,6.36
77493,32257,32193,29842,478,1.6,2351,568,24.16,869,2.69
77494,114989,114701,109010,959,0.88,5691,866,15.22,2149,1.87
77872,1819,1819,1614,17,1.05,205,28,13.66,89,4.89
77964,8304,8085,6925,120,1.73,1160,128,11.03,432,5.2
77970,303,303,266,19,7.14,37,5,13.51,19,6.27
77974,355,355,315,0,0.0,40,7,17.5,9,2.54
77977,601,601,518,0,0.0,83,24,28.92,18,3.0
16143,2678,2678,2185,18,0.82,493,75,15.21,229,8.55
16155,124,59,12,0,0.0,47,8,17.02,6,4.84
16160,808,808,643,8,1.24,165,24,14.55,61,7.55
16218,953,859,737,0,0.0,122,8,6.56,41,4.3
16239,5188,1090,885,9,1.02,205,38,18.54,99,1.91
16248,3122,3112,2654,84,3.17,458,66,14.41,179,5.73
16249,1887,1887,1552,35,2.26,335,62,18.51,141,7.47
16250,571,571,513,30,5.85,58,17,29.31,30,5.25
16256,2248,2248,2168,20,0.92,80,5,6.25,38,1.69
16263,200,200,143,0,0.0,57,0,0.0,6,3.0
16311,505,505,427,6,1.41,78,8,10.26,22,4.36
16321,58,58,35,0,0.0,23,1,4.35,19,32.76
16326,385,385,326,0,0.0,59,9,15.25,30,7.79
16940,268,268,245,7,2.86,23,2,8.7,3,1.12
16860,226,226,97,0,0.0,129,25,19.38,41,18.14
16638,32,32,29,0,0.0,3,0,0.0,1,3.12
16692,674,674,598,14,2.34,76,3,3.95,50,7.42
16323,15530,15006,12067,277,2.3,2939,500,17.01,992,6.39
16440,943,943,812,16,1.97,131,22,16.79,57,6.04
16655,1438,1438,1246,35,2.81,192,30,15.62,56,3.89
16881,2338,2338,1953,99,5.07,385,57,14.81,230,9.84
16938,668,658,573,9,1.57,85,14,16.47,53,7.93
16828,4345,4345,3641,183,5.03,704,106,15.06,284,6.54
16656,1178,1178,1036,5,0.48,142,23,16.2,56,4.75
07716,8332,8258,6437,162,2.52,1821,349,19.17,760,9.12
07717,1761,1756,1296,9,0.69,460,29,6.3,158,8.97
07751,19715,19689,18344,41,0.22,1345,388,28.85,537,2.72
07755,5851,5846,5320,27,0.51,526,39,7.41,230,3.93
07827,4078,4045,3279,49,1.49,766,148,19.32,323,7.92
07832,3633,3595,3236,28,0.87,359,96,26.74,167,4.6
07842,93,93,86,7,8.14,7,0,0.0,0,0.0
07876,10400,10171,9383,204,2.17,788,100,12.69,408,3.92
07927,3879,3857,3218,0,0.0,639,51,7.98,301,7.76
07934,1603,1603,1482,53,3.58,121,10,8.26,13,0.81
07945,8999,8708,8102,71,0.88,606,27,4.46,181,2.01
07950,19148,18207,15875,181,1.14,2332,314,13.46,901,4.71
07463,9948,9948,9122,75,0.82,826,57,6.9,287,2.89
07206,27660,27389,25035,1589,6.35,2354,632,26.85,991,3.58
07418,2304,2304,2091,82,3.92,213,48,22.54,76,3.3
07452,11826,11806,11246,134,1.19,560,45,8.04,143,1.21
07503,18226,18198,16162,792,4.9,2036,561,27.55,699,3.84
07512,10828,10435,9437,90,0.95,998,214,21.44,260,2.4
07514,19044,18804,16312,535,3.28,2492,356,14.29,1076,5.65
07603,8362,8330,7469,201,2.69,861,146,16.96,294,3.52
07624,8577,8502,8025,18,0.22,477,86,18.03,97,1.13
07628,17694,17677,15598,205,1.31,2079,279,13.42,808,4.57
07001,18307,13977,12563,41,0.33,1414,107,7.57,607,3.32
07016,23882,23613,21106,300,1.42,2507,331,13.2,756,3.17
16838,1833,1833,1562,46,2.94,271,63,23.25,101,5.51
07021,2180,2180,1988,8,0.4,192,29,15.1,52,2.39
07024,37008,36996,29402,457,1.55,7594,699,9.2,2633,7.11
07033,8160,8153,7308,88,1.2,845,98,11.6,409,5.01
07034,8964,8964,7880,131,1.66,1084,54,4.98,467,5.21
07046,4288,4288,4140,40,0.97,148,10,6.76,22,0.51
07047,61970,61359,53113,2214,4.17,8246,1577,19.12,2957,4.77
07074,2739,2739,2469,50,2.03,270,12,4.44,96,3.5
39571,13754,13687,11715,360,3.07,1972,282,14.3,766,5.57
39581,10792,10723,8455,88,1.04,2268,301,13.27,940,8.71
39631,3204,3119,2503,13,0.52,616,13,2.11,213,6.65
39648,21035,20634,17329,380,2.19,3305,240,7.26,1426,6.78
39096,1887,1229,1056,28,2.65,173,0,0.0,86,4.56
39110,42442,42186,39110,241,0.62,3076,274,8.91,1041,2.45
39111,9679,9096,7999,249,3.11,1097,236,21.51,399,4.12
39115,68,68,68,5,7.35,0,0,,0,0.0
39140,2368,2368,1916,20,1.04,452,168,37.17,94,3.97
39144,786,786,758,16,2.11,28,0,0.0,14,1.78
39145,4634,4621,4064,20,0.49,557,21,3.77,313,6.75
39157,24522,24185,18967,409,2.16,5218,803,15.39,2044,8.34
39159,3412,3274,2686,23,0.86,588,69,11.73,240,7.03
39180,32526,32086,26748,453,1.69,5338,496,9.29,2253,6.93
39202,8013,6503,3575,79,2.21,2928,699,23.87,1262,15.75
39206,24653,24296,19270,513,2.66,5026,778,15.48,1933,7.84
39039,1823,1823,1504,9,0.6,319,25,7.84,183,10.04
39041,3570,3570,3175,49,1.54,395,50,12.66,128,3.59
39051,16890,16487,14594,179,1.23,1893,182,9.61,793,4.7
39078,873,873,703,65,9.25,170,12,7.06,80,9.16
39088,92,92,85,13,15.29,7,0,0.0,7,7.61
39663,2989,2989,2598,45,1.73,391,53,13.55,245,8.2
39348,567,567,405,0,0.0,162,0,0.0,50,8.82
39269,0,0,0,0,,0,0,,0,
39327,4217,3616,3134,34,1.08,482,19,3.94,151,3.58
39337,1949,1949,1695,11,0.65,254,42,16.54,132,6.77
39358,1903,1455,1075,62,5.77,380,78,20.53,179,9.41
39359,372,372,320,9,2.81,52,8,15.38,31,8.33
39362,3594,3594,3106,104,3.35,488,86,17.62,94,2.62
39367,14985,14807,12999,343,2.64,1808,249,13.77,622,4.15
39422,4793,4721,4236,52,1.23,485,28,5.77,177,3.69
39117,10842,10692,9825,442,4.5,867,49,5.65,426,3.93
39149,1997,1997,1908,28,1.47,89,7,7.87,23,1.15
39211,24628,24507,19383,546,2.82,5124,1236,24.12,1738,7.06
39216,3998,3800,2770,120,4.33,1030,89,8.64,370,9.25
39301,26208,25629,20511,310,1.51,5118,884,17.27,1906,7.27
39328,5239,4740,4033,82,2.03,707,54,7.64,371,7.08
39332,1509,1509,1426,33,2.31,83,14,16.87,50,3.31
39341,7164,6963,6117,116,1.9,846,108,12.77,423,5.9
39355,6700,6648,5808,139,2.39,840,34,4.05,375,5.6
39361,1173,1173,904,7,0.77,269,2,0.74,96,8.18
39402,41151,40950,32875,546,1.66,8075,2559,31.69,2387,5.8
39425,2318,2318,1717,100,5.82,601,253,42.1,156,6.73
39428,10578,10332,9242,104,1.13,1090,168,15.41,343,3.24
39437,13564,12164,10810,109,1.01,1354,61,4.51,519,3.83
39455,9100,8986,7779,383,4.92,1207,169,14.0,532,5.85
39456,878,878,687,11,1.6,191,5,2.62,133,15.15
39462,1214,1214,1005,6,0.6,209,24,11.48,100,8.24
39474,5463,5321,4335,81,1.87,986,74,7.51,427,7.82
41219,1944,1944,1597,53,3.32,347,75,21.61,164,8.44
41230,12328,12222,10738,285,2.65,1484,186,12.53,543,4.4
41250,1259,1259,1134,8,0.71,125,7,5.6,41,3.26
41254,316,316,266,0,0.0,50,0,0.0,0,0.0
41257,539,539,499,0,0.0,40,0,0.0,18,3.34
41314,4759,4680,4051,110,2.72,629,84,13.35,183,3.85
41563,441,441,408,24,5.88,33,0,0.0,8,1.81
48860,1729,1729,1489,69,4.63,240,62,25.83,91,5.26
48842,21827,21679,17677,730,4.13,4002,630,15.74,1606,7.36
48845,923,885,720,26,3.61,165,44,26.67,61,6.61
48858,50488,43946,26102,1016,3.89,17844,9011,50.5,4254,8.43
48876,4082,4077,3328,112,3.37,749,215,28.7,296,7.25
48883,6913,6870,5883,201,3.42,987,168,17.02,445,6.44
48884,4629,4629,4053,146,3.6,576,136,23.61,229,4.95
48094,19215,19140,16729,190,1.14,2411,369,15.3,1085,5.65
48885,833,833,680,8,1.18,153,24,15.69,81,9.72
48886,1912,1912,1575,53,3.37,337,78,23.15,170,8.89
48080,22596,22474,16805,281,1.67,5669,763,13.46,2215,9.8
48316,27594,27523,24026,244,1.02,3497,567,16.21,1374,4.98
48323,17111,17039,15268,171,1.12,1771,274,15.47,640,3.74
48759,3200,3168,2641,120,4.54,527,35,6.64,240,7.5
48760,1407,1405,1219,13,1.07,186,47,25.27,70,4.98
48767,2014,1991,1766,56,3.17,225,30,13.33,112,5.56
50436,5845,5311,4352,50,1.15,959,96,10.01,487,8.33
50444,387,387,277,7,2.53,110,54,49.09,29,7.49
50008,880,880,723,49,6.78,157,2,1.27,84,9.55
50022,8282,8049,6051,76,1.26,1998,290,14.51,838,10.12
50051,276,276,252,5,1.98,24,0,0.0,21,7.61
50054,2909,2866,2335,61,2.61,531,155,29.19,217,7.46
50056,1435,1435,1297,29,2.24,138,7,5.07,78,5.44
50106,952,952,834,28,3.36,118,15,12.71,32,3.36
50118,952,952,865,5,0.58,87,3,3.45,43,4.52
50119,377,377,343,6,1.75,34,1,2.94,28,7.43
51338,939,939,795,7,0.88,144,11,7.64,88,9.37
51463,526,526,440,0,0.0,86,23,26.74,33,6.27
51345,432,432,408,6,1.47,24,0,0.0,17,3.94
51350,701,701,591,7,1.18,110,22,20.0,68,9.7
51366,294,294,270,3,1.11,24,2,8.33,5,1.7
51444,289,289,253,8,3.16,36,7,19.44,28,9.69
51466,1024,975,855,12,1.4,120,12,10.0,43,4.2
51510,3792,3792,3265,184,5.64,527,106,20.11,204,5.38
51521,1895,1895,1535,32,2.08,360,57,15.83,122,6.44
51525,1120,1120,930,62,6.67,190,31,16.32,72,6.43
51527,496,496,449,13,2.9,47,7,14.89,16,3.23
51532,726,726,622,12,1.93,104,11,10.58,64,8.82
56473,3488,3488,3021,39,1.29,467,68,14.56,207,5.93
56479,5146,5001,4128,212,5.14,873,78,8.93,381,7.4
56044,2178,2178,1839,27,1.47,339,62,18.29,173,7.94
56056,84,84,69,3,4.35,15,1,6.67,9,10.71
56115,1446,1415,1202,60,4.99,213,42,19.72,100,6.92
56118,471,471,427,0,0.0,44,8,18.18,24,5.1
56120,954,954,781,13,1.66,173,59,34.1,70,7.34
56143,4199,4108,3223,73,2.26,885,147,16.61,422,10.05
56144,1107,1107,931,25,2.69,176,15,8.52,80,7.23
56145,535,535,447,43,9.62,88,10,11.36,37,6.92
56149,1128,1128,863,15,1.74,265,39,14.72,107,9.49
56156,5809,5614,4737,90,1.9,877,67,7.64,337,5.8
56165,424,424,379,4,1.06,45,6,13.33,21,4.95
56172,3008,2938,2343,43,1.84,595,56,9.41,224,7.45
56511,1907,1907,1626,27,1.66,281,44,15.66,153,8.02
56515,3007,2929,2466,13,0.53,463,52,11.23,195,6.48
56516,273,273,239,8,3.35,34,3,8.82,13,4.76
56518,398,398,364,11,3.02,34,6,17.65,20,5.03
60426,28924,28636,23954,752,3.14,4682,455,9.72,1997,6.9
60446,40085,38860,35053,716,2.04,3807,856,22.48,1423,3.55
60447,14220,14202,13042,270,2.07,1160,136,11.72,405,2.85
60449,9400,9390,8143,191,2.35,1247,267,21.41,623,6.63
60452,28324,28232,24347,436,1.79,3885,677,17.43,1337,4.72
60453,56420,55874,47119,876,1.86,8755,1172,13.39,3373,5.98
67062,4431,4013,3286,16,0.49,727,184,25.31,302,6.82
67118,703,685,577,3,0.52,108,10,9.26,43,6.12
67122,174,174,159,0,0.0,15,3,20.0,0,0.0
67124,7993,7587,6085,137,2.25,1502,327,21.77,530,6.63
67502,23549,23153,18917,385,2.04,4236,714,16.86,1288,5.47
67511,272,272,236,3,1.27,36,2,5.56,18,6.62
67572,477,477,388,0,0.0,89,0,0.0,33,6.92
67575,458,458,358,4,1.12,100,13,13.0,39,8.52
67640,627,627,558,7,1.25,69,11,15.94,34,5.42
67669,1875,1716,1391,12,0.86,325,33,10.15,124,6.61
67671,1532,1510,1240,15,1.21,270,32,11.85,137,8.94
67733,333,333,328,1,0.3,5,0,0.0,2,0.6
67747,238,238,223,0,0.0,15,0,0.0,11,4.62
67761,220,220,185,1,0.54,35,6,17.14,16,7.27
67837,954,954,881,0,0.0,73,2,2.74,33,3.46
67839,1377,1369,1051,26,2.47,318,31,9.75,144,10.46
67857,146,146,129,0,0.0,17,0,0.0,17,11.64
67860,2806,2745,2384,38,1.59,361,106,29.36,138,4.92
67870,1265,1233,1138,16,1.41,95,0,0.0,32,2.53
67953,118,118,98,0,0.0,20,0,0.0,13,11.02
67004,756,756,643,7,1.09,113,14,12.39,57,7.54
49440,983,980,414,0,0.0,566,37,6.54,233,23.7
49444,29801,26027,22072,844,3.82,3955,781,19.75,1406,4.72
49448,3999,3957,3351,58,1.73,606,134,22.11,274,6.85
49455,4787,4782,4202,56,1.33,580,77,13.28,272,5.68
49464,28770,28565,26099,619,2.37,2466,444,18.0,760,2.64
49503,37255,35696,22452,1175,5.23,13244,4182,31.58,4550,12.21
49782,562,562,456,17,3.73,106,7,6.6,45,8.01
49791,360,360,327,2,0.61,33,0,0.0,10,2.78
49807,3481,3477,3006,66,2.2,471,98,20.81,218,6.26
49002,21226,21102,16729,505,3.02,4373,928,21.22,1632,7.69
49030,2441,2441,2137,52,2.43,304,63,20.72,121,4.96
49033,1596,1596,1333,9,0.68,263,88,33.46,69,4.32
49051,2683,2679,2486,189,7.6,193,34,17.62,92,3.43
49057,6545,6516,5759,229,3.98,757,135,17.83,324,4.95
49068,14804,14539,11605,395,3.4,2934,447,15.24,1043,7.05
49078,9236,9217,7820,334,4.27,1397,253,18.11,555,6.01
49089,1770,1770,1470,42,2.86,300,114,38.0,90,5.08
49092,1960,1960,1677,84,5.01,283,30,10.6,142,7.24
49289,162,162,121,11,9.09,41,4,9.76,18,11.11
49276,852,837,700,3,0.43,137,20,14.6,67,7.86
49277,3389,3389,2797,76,2.72,592,141,23.82,217,6.4
49285,5787,5732,5054,105,2.08,678,149,21.98,289,4.99
49305,2064,2059,1542,46,2.98,517,103,19.92,179,8.67
49325,1950,1941,1790,65,3.63,151,15,9.93,71,3.64
49911,2750,2719,2206,75,3.4,513,41,7.99,252,9.16
49913,6739,6715,5434,86,1.58,1281,198,15.46,533,7.91
49915,400,400,269,5,1.86,131,12,9.16,59,14.75
49952,115,115,108,0,0.0,7,0,0.0,4,3.48
49961,79,79,56,1,1.79,23,2,8.7,11,13.92
40939,170,170,102,0,0.0,68,0,0.0,68,40.0
40964,42,42,31,0,0.0,11,0,0.0,11,26.19
40346,864,864,689,0,0.0,175,24,13.71,103,11.92
40402,2511,2438,1889,51,2.7,549,78,14.21,286,11.39
40371,3128,3128,2747,91,3.31,381,66,17.32,98,3.13
40489,4399,4399,3999,226,5.65,400,25,6.25,236,5.36
40077,382,382,318,0,0.0,64,10,15.62,32,8.38
40175,13932,13932,12210,208,1.7,1722,234,13.59,807,5.79
40010,736,736,736,0,0.0,0,0,,0,0.0
40014,21609,21597,20416,212,1.04,1181,171,14.48,567,2.62
40022,1070,1070,1007,23,2.28,63,11,17.46,11,1.03
40115,455,455,316,5,1.58,139,48,34.53,46,10.11
40119,1930,1930,1704,7,0.41,226,34,15.04,98,5.08
40155,1066,1066,881,33,3.75,185,16,8.65,89,8.35
40160,23116,22975,19350,1053,5.44,3625,598,16.5,1401,6.06
40171,173,173,107,0,0.0,66,0,0.0,0,0.0
43727,1163,1163,1037,0,0.0,126,27,21.43,56,4.82
43725,19592,19097,15033,607,4.04,4064,824,20.28,1398,7.14
43738,103,103,89,8,8.99,14,1,7.14,4,3.88
43747,879,879,679,32,4.71,200,2,1.0,166,18.89
43771,1895,1895,1549,34,2.19,346,129,37.28,130,6.86
43777,4823,4823,4186,196,4.68,637,122,19.15,279,5.78
43782,673,673,607,17,2.8,66,18,27.27,27,4.01
43783,4731,4672,4258,134,3.15,414,28,6.76,197,4.16
43787,3111,3111,2734,110,4.02,377,47,12.47,175,5.63
43802,1008,1008,963,13,1.35,45,2,4.44,21,2.08
43804,3786,3682,3537,23,0.65,145,3,2.07,64,1.69
43903,2108,2108,1794,76,4.24,314,57,18.15,87,4.13
43555,313,313,281,6,2.14,32,0,0.0,23,7.35
43557,3324,2503,2130,53,2.49,373,126,33.78,142,4.27
43611,18579,18463,14486,459,3.17,3977,750,18.86,1713,9.22
43619,7296,7296,6484,109,1.68,812,127,15.64,376,5.15
43227,24296,24258,19608,1083,5.52,4650,749,16.11,1980,8.15
43326,13745,13491,10988,253,2.3,2503,491,19.62,790,5.75
43340,1845,1845,1618,32,1.98,227,29,12.78,116,6.29
43016,36260,36190,29682,188,0.63,6508,1225,18.82,2422,6.68
43023,13864,11667,10728,310,2.89,939,192,20.45,398,2.87
43025,5100,5100,4232,82,1.94,868,176,20.28,359,7.04
43029,563,489,450,4,0.89,39,0,0.0,27,4.8
43068,55225,55189,46245,1344,2.91,8944,1718,19.21,2923,5.29
43109,82,82,66,6,9.09,16,2,12.5,0,0.0
43126,498,498,435,9,2.07,63,7,11.11,19,3.82
43128,2558,2558,2290,101,4.41,268,27,10.07,143,5.59
43142,102,102,68,1,1.47,34,4,11.76,20,19.61
43149,2414,2414,2143,22,1.03,271,59,21.77,124,5.14
43153,742,742,588,22,3.74,154,22,14.29,83,11.19
43203,8368,8204,5548,170,3.06,2656,580,21.84,1116,13.34
43211,23453,23453,19383,855,4.41,4070,903,22.19,1356,5.78
43230,58167,57791,47441,999,2.11,10350,1860,17.97,3546,6.1
43314,3033,3011,2686,97,3.61,325,90,27.69,102,3.36
43320,1524,1511,1329,19,1.43,182,42,23.08,86,5.64
43323,699,699,612,9,1.47,87,7,8.05,63,9.01
43407,729,704,650,3,0.46,54,7,12.96,6,0.82
43447,3645,3645,3283,110,3.35,362,52,14.36,193,5.29
43449,8219,7891,6742,202,3.0,1149,155,13.49,425,5.17
43467,85,85,68,3,4.41,17,1,5.88,8,9.41
87724,21,21,0,0,,21,0,0.0,21,100.0
87743,245,245,156,2,1.28,89,15,16.85,54,22.04
87830,1571,1466,1216,10,0.82,250,80,32.0,122,7.77
87901,6398,6139,4286,400,9.33,1853,138,7.45,795,12.43
87941,903,903,848,0,0.0,55,0,0.0,25,2.77
95129,39828,39537,35259,261,0.74,4278,1035,24.19,1715,4.31
95203,15775,15067,12171,654,5.37,2896,871,30.08,891,5.65
