ZCTA,totalP,totalP_hh,totalP_fhh,nonRel_fhh,nonRel_fhhR,totalP_nfhh,nonRel_nfhh,nonRel_nfhhR,groupQuar,groupQuarR
21010,217,217,156,0,0.0,61,0,0.0,61,28.11
21090,10494,10448,9079,206,2.27,1369,296,21.62,386,3.68
21102,11299,11190,10180,241,2.37,1010,201,19.9,486,4.3
21078,18097,17936,14802,305,2.06,3134,453,14.45,1252,6.92
21085,16177,16151,13857,290,2.09,2294,571,24.89,968,5.98
21117,58673,57245,45947,1158,2.52,11298,2916,25.81,3568,6.08
21131,7456,7456,6908,127,1.84,548,70,12.77,225,3.02
21132,3362,3362,3217,40,1.24,145,58,40.0,39,1.16
21211,16299,15835,8929,235,2.63,6906,2473,35.81,2039,12.51
21229,47644,46999,38224,1594,4.17,8775,1616,18.42,3055,6.41
21244,35724,35520,30081,1055,3.51,5439,1055,19.4,1889,5.29
21538,408,408,334,6,1.8,74,7,9.46,41,10.05
21114,26759,26615,23559,653,2.77,3056,598,19.57,1146,4.28
21133,32489,31968,27536,974,3.54,4432,852,19.22,1119,3.44
21561,2606,2568,2158,13,0.6,410,53,12.93,214,8.21
21607,839,839,771,49,6.36,68,23,33.82,25,2.98
21654,960,960,693,1,0.14,267,22,8.24,108,11.25
21661,2502,2459,1894,24,1.27,565,117,20.71,219,8.75
21669,231,231,207,7,3.38,24,0,0.0,14,6.06
21213,31701,31577,25991,882,3.39,5586,1287,23.04,1538,4.85
21217,34487,33580,24089,1121,4.65,9491,2030,21.39,3707,10.75
21219,9427,9427,8411,87,1.03,1016,139,13.68,469,4.98
21220,40211,40062,33738,1200,3.56,6324,1351,21.36,2489,6.19
21234,68938,68541,54326,1498,2.76,14215,2517,17.71,4320,6.27
21502,42583,36999,29536,724,2.45,7463,1210,16.21,2971,6.98
21660,3881,3789,3291,157,4.77,498,101,20.28,201,5.18
21625,2720,2720,2467,43,1.74,253,31,12.25,125,4.6
21627,17,17,12,0,0.0,5,0,0.0,0,0.0
21631,2694,2685,2402,95,3.96,283,43,15.19,108,4.01
21666,12363,12363,10968,361,3.29,1395,185,13.26,627,5.07
21711,1106,1106,1040,17,1.63,66,0,0.0,26,2.35
21734,695,674,471,4,0.85,203,34,16.75,89,12.81
21770,5453,5453,5101,10,0.2,352,87,24.72,141,2.59
21790,55,55,12,0,0.0,43,7,16.28,22,40.0
21798,1894,1894,1576,28,1.78,318,76,23.9,128,6.76
21813,2654,2654,2451,21,0.86,203,28,13.79,86,3.24
21817,4777,4688,3903,113,2.9,785,77,9.81,337,7.05
21821,924,924,720,13,1.81,204,30,14.71,59,6.39
21824,113,113,93,0,0.0,20,0,0.0,9,7.96
21838,1810,1806,1518,59,3.89,288,56,19.44,102,5.64
21841,1373,1373,1285,54,4.2,88,28,31.82,10,0.73
21872,516,516,268,0,0.0,248,127,51.21,121,23.45
21901,17698,17653,14872,286,1.92,2781,734,26.39,867,4.9
21871,1978,1890,1610,132,8.2,280,59,21.07,116,5.86
21779,1062,1062,984,0,0.0,78,0,0.0,56,5.27
21920,515,515,491,57,11.61,24,0,0.0,24,4.66
21031,0,0,0,0,,0,0,,0,
21120,7214,7169,6630,83,1.25,539,128,23.75,240,3.33
23102,3345,3345,3087,49,1.59,258,62,24.03,71,2.12
23106,1044,1044,819,109,13.31,225,41,18.22,128,12.26
23112,53162,53103,47412,841,1.77,5691,1049,18.43,1520,2.86
23153,1246,1246,1131,40,3.54,115,0,0.0,61,4.9
23161,158,158,117,0,0.0,41,0,0.0,9,5.7
72140,456,456,384,0,0.0,72,5,6.94,53,11.62
72204,30377,29176,22602,710,3.14,6574,1467,22.32,2177,7.17
72013,2180,2180,1980,20,1.01,200,17,8.5,74,3.39
72863,1821,1816,1632,29,1.78,184,16,8.7,91,5.0
72843,2529,2529,2217,40,1.8,312,32,10.26,197,7.79
72847,2405,2405,1863,8,0.43,542,148,27.31,276,11.48
72858,4239,4239,3909,81,2.07,330,34,10.3,83,1.96
72930,327,319,319,0,0.0,0,0,,0,0.0
72932,1645,1645,1485,20,1.35,160,13,8.12,94,5.71
72943,2173,2173,1733,34,1.96,440,98,22.27,233,10.72
72951,912,912,785,3,0.38,127,12,9.45,53,5.81
72955,270,270,254,0,0.0,16,0,0.0,0,0.0
72958,7089,7028,5874,101,1.72,1154,152,13.17,487,6.87
72132,3650,3650,3219,83,2.58,431,78,18.1,186,5.1
72142,2508,2505,2245,53,2.36,260,31,11.92,163,6.5
72143,35997,32296,27029,604,2.23,5267,1158,21.99,1596,4.43
72206,23158,21753,17583,400,2.27,4170,382,9.16,1794,7.75
72327,1908,1908,1533,8,0.52,375,94,25.07,132,6.92
72332,50,50,37,0,0.0,13,0,0.0,6,12.0
72335,19017,15569,13004,375,2.88,2565,333,12.98,1229,6.46
72359,462,462,340,0,0.0,122,4,3.28,52,11.26
72360,5718,5592,4580,70,1.53,1012,58,5.73,374,6.54
72396,13130,12903,11175,245,2.19,1728,309,17.88,693,5.28
72404,26394,26064,21831,454,2.08,4233,951,22.47,1717,6.51
72424,94,94,81,8,9.88,13,3,23.08,6,6.38
72428,67,67,59,0,0.0,8,4,50.0,4,5.97
72433,3003,2989,2369,59,2.49,620,74,11.94,268,8.92
72038,52,52,44,0,0.0,8,0,0.0,0,0.0
72039,2499,2499,2320,24,1.03,179,38,21.23,68,2.72
72210,17389,17379,14771,202,1.37,2608,453,17.37,737,4.24
72227,11877,11877,9322,328,3.52,2555,618,24.19,961,8.09
72324,2201,2201,1936,36,1.86,265,13,4.91,169,7.68
72340,222,222,204,0,0.0,18,0,0.0,0,0.0
72390,8106,8106,6706,133,1.98,1400,138,9.86,660,8.14
72003,698,698,585,5,0.85,113,13,11.5,67,9.6
72006,2609,2592,2097,36,1.72,495,38,7.68,160,6.13
72736,7128,7128,6505,60,0.92,623,79,12.68,183,2.57
72136,1175,1175,1037,10,0.96,138,12,8.7,80,6.81
72857,1304,1239,1026,23,2.24,213,27,12.68,125,9.59
72950,335,335,245,0,0.0,90,23,25.56,39,11.64
72626,1332,1332,1082,23,2.13,250,35,14.0,93,6.98
72440,311,311,278,8,2.88,33,0,0.0,9,2.89
72517,292,292,248,0,0.0,44,16,36.36,9,3.08
72841,195,195,195,0,0.0,0,0,,0,0.0
72945,226,226,201,5,2.49,25,0,0.0,13,5.75
