"","GEOID","totPop","age18_64","age0_4","age5_14","age15_19","age20_24","age15_44","age45_49","age50_54","age55_59","age60_64","agOver65","Age15_24P","Und45P","Ovr65P","WhiteP","BlackP","HispP","AmIndP","AsianP","PacIsP","OtherP","NoHSP","DisbP"
"1725",39109,98868,60134,6325,14595,7223,5036,40316,7424,7045,5556,4511,13096,12.4,61.94,13.25,95.78,1.95,0.73,0.19,0.79,0.01,127200,17.33,30
"1726",12009,472725,274812.41,24525.16,61092.04,28957.3,21343.75,178423.09,33079.73,29692.84,26644.45,25283.54,93984.16,10.64,55.85,19.88,86.81,8.4,4.61,0.37,1.5,0.06,1379968.28,13.66,38
"1727",12037,11057,7327,509,1135,574,612,4595,832,770,766,709,1741,10.73,56.43,15.75,81.24,16.32,2.42,0.45,0.2,0.02,19800,31.74,41
"1728",12011,1623018,978980,103041,219274,95161,82834,687406,115583,99503,76548,60554,261109,10.97,62.21,16.09,70.57,20.54,16.74,0.24,2.25,0.06,10397900,18.04,35
"1729",39033,46966,28113,3095,6565,3288,2532,18762,3447,3085,2595,2278,7139,12.39,60.52,15.2,97.99,0.59,0.77,0.2,0.31,0.02,42700,19.81,35
"1730",39169,111564,67314,7822,17404,9052,7278,47396,8165,7073,5501,4576,13627,14.64,65.09,12.21,96.52,1.57,0.75,0.16,0.66,0.01,121500,19.95,29
"1731",39141,73345,46819,4544,9911,4952,4470,32628,5549,4791,3818,3176,8928,12.85,64.19,12.17,91.74,6.2,0.58,0.31,0.35,0.02,102800,23.86,36
"1732",39043,79551,47506,4809,11264,5522,3812,30804,6230,5830,4571,3660,12383,11.73,58.93,15.57,88.64,8.64,2.09,0.21,0.37,0.01,169900,16.04,30
"1733",39157,90914,54220,6002,12947,6489,4925,36935,6819,5957,4679,3976,13599,12.55,61.47,14.96,97.87,0.73,0.71,0.17,0.24,0.05,90100,19.67,32
"1734",39041,109989,69917,8682,17463,7777,5510,49189,9212,7539,5170,3723,9011,12.08,68.49,8.19,94.25,2.52,1.01,0.14,1.54,0.03,170500,7.15,20
"1735",39017,332807,210954,23106,48799,27158,26901,153073,24232,20980,15040,12020,35557,16.24,67.6,10.68,91.2,5.27,1.43,0.21,1.55,0.03,592600,16.75,29
"1736",12047,13327,8700,840,1709,920,1101,6253,1000,845,642,548,1490,15.16,66.05,11.18,58.79,37.72,6.36,0.42,0.2,0.02,38300,37.12,38
"1737",12063,46755,29502,2558,5761,3533,3129,20482,3458,3012,2560,2120,6804,14.25,61.6,14.55,70.18,26.56,2.91,0.67,0.36,0.03,104700,30.87,47
"1738",12093,35910,20995,2255,5044,2822,2330,14868,2104,2029,1858,1888,5864,14.35,61.73,16.33,79.28,7.92,18.61,0.54,0.67,0.04,416500,34.89,44
"1739",12087,79589,54336,3462,7805,3698,3639,32090,7498,7149,5596,4341,11648,9.22,54.48,14.64,90.65,4.77,15.77,0.38,0.83,0.04,268500,15.09,37
"1740",12031,778879,492135,56247,115785,54381,53365,360133,55493,48039,34768,26661,81753,13.83,68.32,10.5,65.8,27.83,4.1,0.33,2.71,0.06,2589500,17.28,36
"1741",39009,62223,45019,2972,6322,8302,12899,35925,3622,3208,2376,2005,5793,34.07,72.67,9.31,93.48,2.39,1.03,0.28,1.9,0.02,121100,17.06,30
"1742",39097,40213,25904,2510,5649,2906,2505,18591,2960,2565,1967,1588,4383,13.46,66.52,10.9,91.75,6.24,0.73,0.2,0.44,0.01,55100,20.97,32
"1743",39089,145491,90359,9974,21415,10875,8359,62067,10617,9972,7912,6236,17298,13.22,64.23,11.89,95.64,2.06,0.76,0.3,0.58,0.02,207000,15.34,31
"1744",12081,264002,143708,14902,31036,14016,11896,90975,16744,15833,14471,14394,65647,9.82,51.86,24.87,86.36,8.19,9.3,0.28,0.9,0.05,1131700,18.56,40
"1745",39057,147886,95035,8717,20231,13803,12834,66603,10950,10319,7511,6063,17492,18.01,64.61,11.83,89.24,6.37,1.23,0.29,2.03,0.03,306800,12.15,26
"1746",39167,63251,38897,3691,8468,4621,3698,25739,4903,4373,3533,3081,9463,13.15,59.92,14.96,97.33,0.92,0.51,0.24,0.43,0.05,67800,15.51,35
"1747",12071,440888,242389,22970,49258,22501,18816,147040,27349,27484,26820,27856,112111,9.37,49.73,25.43,87.69,6.59,9.54,0.28,0.77,0.05,2060700,17.71,38
"1748",12029,13827,8403,770,1690,916,774,5373,916,949,877,883,2369,12.22,56.65,17.13,88.8,8.98,1.8,0.46,0.25,0.03,20900,34.1,59
"1749",39137,34726,19789,2541,5929,2876,1869,14487,2455,1909,1459,1325,4621,13.66,66.11,13.31,96.26,0.17,4.38,0.15,0.18,0.01,112800,13.89,25
"1750",12069,210528,112206,10993,24761,10849,8286,69139,12444,11969,12102,13517,55603,9.09,49.82,26.41,87.46,8.31,5.61,0.33,0.79,0.04,651900,20.24,43
"1751",12065,12902,8107,682,1679,892,735,5360,1019,998,750,549,1865,12.61,59.84,14.46,59.27,38.34,2.25,0.39,0.3,0.04,21900,26.83,45
"1752",39173,121065,79047,7065,16182,12465,13803,58734,8680,7698,5243,4129,13334,21.7,67.72,11.01,94.83,1.27,3.33,0.23,1.03,0.01,320200,11.39,23
"1753",39059,40792,24221,2748,6030,2953,2164,16316,2991,2640,2186,1985,5896,12.54,61.52,14.45,96.28,1.53,0.62,0.31,0.3,0,64700,21.56,40
"1754",39119,84585,50563,5637,12409,6517,5350,35297,5919,5342,4217,3672,12092,14.03,63.06,14.3,93.91,4.01,0.52,0.21,0.27,0.02,134400,19.44,36
"1755",39095,455054,276132,31180,68619,32771,31695,196977,32863,28543,20692,16739,59441,14.17,65.22,13.06,77.5,16.98,4.54,0.26,1.21,0.02,1840200,17.08,36
"1756",39055,90895,54234,6157,15146,6604,3714,34465,7680,6954,5584,4031,10878,11.35,61.35,11.97,97.42,1.22,0.59,0.08,0.42,0.01,77800,13.68,23
"1757",39101,66217,41167,4001,9345,4474,3901,28463,4972,4488,3364,2727,8857,12.65,63.14,13.38,92.1,5.75,1.09,0.19,0.52,0.01,95500,19.68,36
"1758",39025,177977,111534,13550,27874,12861,10296,79620,13545,11695,8592,6354,16747,13.01,68.01,9.41,97.13,0.91,0.87,0.19,0.63,0.02,202800,17.95,30
"1759",39071,40875,24196,2906,6302,2924,2381,16681,2721,2665,2050,1901,5649,12.98,63.34,13.82,96.88,1.5,0.53,0.24,0.32,0.04,43600,23.65,45
"1760",39099,257555,150677,15332,35215,17334,14810,100187,20032,17155,12801,11104,45729,12.48,58.52,17.76,81.04,15.87,2.97,0.17,0.47,0.02,627900,17.56,37
"1761",39127,34078,20401,2505,5449,2623,1889,14419,2412,2176,1641,1383,4093,13.24,65.65,12.01,98.54,0.22,0.45,0.28,0.1,0.01,29500,21.11,39
"1762",39121,14058,9042,703,1850,1033,1232,6741,944,776,593,615,1836,16.11,66.11,13.06,92.55,6.69,0.43,0.26,0.09,0,5800,21.43,33
"1763",39065,31945,20052,2042,4393,2971,3278,14570,2111,1886,1534,1285,4124,19.56,65.75,12.91,97.54,0.7,0.78,0.25,0.43,0,34300,19.45,36
"1764",39153,542899,330341,36002,77661,35709,31009,227531,41227,36407,26001,21498,76572,12.29,62.85,14.1,83.5,13.19,0.88,0.2,1.41,0.02,922800,14.3,31
"1765",39011,46611,27046,3164,7388,3602,2350,19102,3546,2814,2154,1751,6692,12.77,63.62,14.36,98.12,0.24,0.67,0.18,0.41,0.03,49100,14.33,27
"1766",39083,54500,33473,3388,7717,4759,4051,23362,3889,3457,2815,2357,7515,16.17,63.24,13.79,97.66,0.67,0.68,0.21,0.34,0.02,60700,18.2,34
"1767",39129,52727,34234,3132,7296,3705,3384,24275,3898,3419,2761,2240,5706,13.44,65.82,10.82,91.95,6.43,0.63,0.28,0.22,0.03,58900,22.78,29
"1768",39171,39188,23487,2515,5836,2973,2208,16420,2915,2350,2077,1637,5438,13.22,63.21,13.88,96.51,0.72,2.68,0.23,0.52,0.01,79300,16.94,29
"1769",39133,152061,99264,9297,20512,13494,14600,71623,11077,9685,7471,5708,16688,18.48,66.7,10.97,94.4,3.18,0.72,0.18,0.82,0.01,215300,14.08,27
"1770",39001,27330,16485,1756,4171,1979,1681,11371,1909,1703,1481,1296,3643,13.39,63.29,13.33,97.77,0.18,0.64,0.68,0.12,0.03,34000,31.36,53
"1771",39037,53309,31164,3570,7948,3810,2820,21301,3765,3380,2862,2351,8132,12.44,61.56,15.25,98.09,0.39,0.86,0.17,0.25,0.02,59000,17.16,35
"1772",39019,28836,17500,1731,4208,2019,1450,11409,2262,2085,1667,1390,4084,12.03,60.16,14.16,98.2,0.54,0.55,0.32,0.11,0.02,23900,19.91,36
"1773",39079,32641,19721,2139,4851,2345,1991,13699,2376,2089,1644,1404,4439,13.28,63.38,13.6,97.89,0.59,0.6,0.34,0.17,0.02,32800,26.51,49
"1774",39005,52523,31681,3486,7523,4528,3648,22113,3817,3277,2696,2291,7320,15.57,63.06,13.94,97.54,0.81,0.65,0.11,0.55,0.03,52400,16.66,27
"1775",39163,12806,7809,921,1967,924,766,5403,928,792,689,555,1551,13.2,64.74,12.11,98.08,0.35,0.47,0.45,0.09,0,13200,29.3,47
"1776",39063,71295,43532,4827,10358,5372,4734,30586,5161,4601,3485,2854,9423,14.17,64.2,13.22,95.14,1.11,3.07,0.18,1.22,0.02,167900,11.57,25
"1777",39035,1393978,828827,90996,200607,89960,77515,575797,100967,86634,65599,56217,217161,12.01,62.22,15.58,67.35,27.45,3.38,0.18,1.81,0.02,4470700,18.37,35
"1778",12033,294410,185970,17913,39533,24197,23456,132886,19789,18106,14552,12462,39169,16.19,64.65,13.3,72.35,21.4,2.7,0.9,2.21,0.12,921300,17.94,39
"1779",28057,22770,14026,1395,3214,1826,1485,9639,1473,1415,1283,1120,3231,14.54,62.57,14.19,92.47,6.47,0.99,0.14,0.18,0,16700,34.08,50
"1780",48013,38628,22203,3193,6905,3339,2256,16255,2561,2323,1795,1426,4170,14.48,68.22,10.8,73.23,0.6,58.56,0.8,0.31,0.06,968100,34.81,42
"1781",28139,20826,12600,1322,2957,1585,1445,8847,1366,1249,1076,989,3020,14.55,63.03,14.5,81.85,15.92,2.08,0.2,0.11,0.01,40000,34.48,54
"1782",28097,12189,6891,808,1876,965,697,4740,843,707,640,541,2034,13.64,60.91,16.69,54.25,44.95,0.85,0.08,0.25,0.02,5600,37.89,58
"1783",28063,9740,5874,708,1568,871,838,4489,684,489,373,366,1063,17.55,69.46,10.91,13.06,86.49,0.66,0.08,0.1,0.01,2600,40.31,53
"1784",28123,28423,16766,2103,4634,2246,1887,12069,1830,1777,1274,1209,3527,14.54,66.16,12.41,57.2,38.88,5.84,0.31,0.18,0.02,97500,37.97,53
"1785",28157,10312,6219,598,1540,870,759,4621,711,550,448,415,1429,15.8,65.54,13.86,31.22,68.21,0.44,0.1,0.03,0,4600,41.89,53
"1786",28111,12138,7313,931,1901,1020,850,5264,808,738,607,547,1342,15.41,66.7,11.06,76.17,22.59,1.01,0.33,0.12,0.05,9700,27.96,57
"1787",28119,10117,5546,821,1881,832,673,4108,597,522,434,420,1334,14.88,67.31,13.19,30.47,68.62,0.54,0.13,0.17,0.01,6200,44.89,52
"1788",28113,38940,22629,2887,5950,3341,2526,15983,2753,2424,1792,1626,5525,15.07,63.74,14.19,51.25,47.53,0.73,0.19,0.33,0.01,27700,29.71,50
"1789",51059,969749,646667,67781,138620,59762,52425,441315,81094,76256,53268,34597,76818,11.57,66.79,7.92,69.91,8.57,11.03,0.26,13,0.07,8014800,9.26,20
"1790",28115,26726,15927,1919,4229,1965,1593,11444,1760,1665,1224,1061,3424,13.31,65.82,12.81,84.4,13.98,1.8,0.27,0.1,0.01,33600,33.32,42
"1791",28121,115327,74519,8115,16464,8484,7332,53233,8550,7823,5682,4527,10933,13.71,67.47,9.48,81.03,17.12,1.32,0.16,0.66,0.02,118200,18.19,31
"1792",28085,33166,19698,2341,4894,2603,2157,13914,2314,2106,1633,1338,4626,14.35,63.77,13.95,69.38,29.67,0.69,0.17,0.24,0.01,17900,28.04,47
"1793",22101,53500,31722,3965,9038,4404,3134,22883,3599,3243,2608,2265,5899,14.09,67.08,11.03,62.79,31.79,2.15,1.39,1.64,0.02,128200,34.06,42
"1794",22117,43926,25851,3158,6473,3389,2930,18055,3010,2716,2293,1929,6292,14.39,63.03,14.32,67.42,31.53,0.76,0.23,0.17,0,28800,31.78,55
"1795",22111,22803,13552,1591,3216,1683,1436,9167,1604,1417,1245,1163,3400,13.68,61.28,14.91,69.79,27.95,2.02,0.19,0.26,0.05,41400,28.33,44
"1796",22057,89974,55278,6197,13926,7630,6254,40577,6145,5245,4244,3497,10143,15.43,67.46,11.27,82.85,12.61,1.43,2.3,0.67,0.02,141600,33.67,41
"1797",22045,73266,42929,5837,12368,5967,4856,31639,4812,4213,3243,2795,8359,14.77,68.03,11.41,65.08,30.81,1.5,0.31,1.93,0.02,136800,33.09,41
"1798",22015,98310,60519,7433,15437,7468,6766,44262,6724,5732,4442,4021,10259,14.48,68.29,10.44,74.66,20.82,3.12,0.52,1.26,0.08,269400,17,33
"1799",22031,25494,14680,1780,4134,2012,1428,10137,1778,1662,1350,1069,3584,13.49,62.96,14.06,55.97,42.16,1.55,0.51,0.11,0.05,31900,29.73,47
"1800",11001,572059,387169,32536,65403,37867,51823,279129,39397,35913,27803,21980,69898,15.68,65.91,12.22,30.78,60.01,7.86,0.3,2.66,0.06,3574400,22.17,38
"1801",51620,8346,4711,424,1278,613,424,3113,583,564,455,393,1536,12.43,57.69,18.4,45.72,52.31,0.55,0.14,0.78,0.01,8700,29.03,39
"1802",51141,19407,11993,1114,2357,1148,975,7558,1361,1407,1282,1132,3196,10.94,56.83,16.47,91.75,6.2,1.87,0.21,0.16,0.04,32600,37.76,48
"1803",51181,6829,4147,385,1036,469,323,2690,527,449,444,337,961,11.6,60.2,14.07,46.87,51.6,0.75,0.25,0.13,0.03,7800,29.63,41
"1804",51117,32380,19620,1737,4009,1905,1654,12433,2357,2238,1981,1849,5776,10.99,56.14,17.84,59.24,39.08,1.21,0.21,0.3,0.01,38000,32.17,46
"1805",51053,24533,15654,1367,3537,1521,1105,10209,1913,1791,1484,1238,2994,10.7,61.6,12.2,64.55,33.66,0.97,0.22,0.31,0.04,30800,30.04,42
"1806",51069,59209,37303,3825,9183,3973,2786,25627,4549,3954,3201,2567,6303,11.42,65.25,10.65,94.99,2.62,1.7,0.16,0.66,0.02,93900,21.42,29
"1807",51023,30496,19346,1749,4086,1937,1121,11858,2676,2566,1985,1564,4012,10.03,58.02,13.16,94.91,3.52,0.59,0.22,0.47,0,26900,18.58,32
"1808",51027,26978,18113,1288,3253,1925,1588,11919,2219,2086,1647,1474,3092,13.02,61.01,11.46,96.75,2.62,0.47,0.06,0.14,0,11600,47.14,78
"1809",51071,16657,10207,944,2086,977,790,6495,1171,1258,1112,809,2782,10.61,57.18,16.7,97.41,1.58,0.63,0.14,0.19,0,11400,24.08,46
"1810",51570,16897,9938,895,2242,1073,1014,6614,1089,1163,901,849,3144,12.35,57.71,18.61,89.08,6.27,1.62,0.19,2.72,0.08,29500,16.33,35
"1811",51650,146437,95797,9242,20382,11242,13013,71797,9914,8219,6388,5352,15143,16.56,69.26,10.34,49.55,44.68,2.84,0.42,1.84,0.09,514300,14.49,31
"1812",51147,19720,12933,983,2313,2601,2724,9763,1241,1022,849,754,2795,27,66.22,14.17,62.17,35.82,0.94,0.18,0.55,0.1,25300,30.08,37
"1813",51075,16863,11167,875,2079,898,622,6931,1464,1423,1165,817,2109,9.01,58.62,12.51,72.71,25.64,0.85,0.2,0.47,0.01,16500,21.24,27
"1814",51133,12259,6766,527,1322,642,386,3509,763,848,1047,1036,3207,8.39,43.71,26.16,72.18,26.58,0.93,0.15,0.2,0,10900,24.05,44
"1815",51167,30308,19846,1626,3558,1974,1871,13211,2416,2162,1789,1505,4041,12.69,60.69,13.33,96.07,3.08,0.78,0.11,0.05,0,20700,37.47,63
"1816",51520,17367,10270,929,2015,1008,1067,6626,1209,1121,976,924,3567,11.95,55.1,20.54,92.54,5.57,0.97,0.25,0.37,0.01,22100,27.58,52
"1817",51149,33047,22342,1980,4876,3026,2904,16930,2336,1965,1451,1109,2400,17.94,71.98,7.26,60.93,32.54,4.92,0.42,1.73,0.15,144600,18.36,26
"1818",51139,23177,14210,1286,3078,1520,1229,9313,1664,1587,1441,1164,3644,11.86,59.01,15.72,96.26,2.16,1.08,0.15,0.24,0.03,27600,35.24,38
"1819",51083,37355,22247,2203,5012,2313,1769,13939,2774,2768,2263,2023,6373,10.93,56.63,17.06,60.32,38.02,1.23,0.2,0.24,0.01,45500,36.11,45
"1820",51003,79236,49633,4961,11536,4735,4209,33431,6579,5492,4108,3209,9920,11.29,63.01,12.52,85.16,9.65,2.56,0.17,2.86,0.01,170900,12.55,22
"1821",51031,51078,31963,2985,7148,3232,2781,20977,3815,3692,2989,2593,6879,11.77,60.91,13.47,83.24,14.71,0.83,0.19,0.62,0.01,63200,26.57,37
"1822",51153,280813,181891,24007,48043,20433,17746,137002,20543,17834,12227,7684,13473,13.6,74.45,4.8,68.93,18.76,9.74,0.39,3.81,0.13,2275300,11.23,20
"1823",51175,17482,11018,899,2347,1179,1092,7370,1300,1170,984,921,2491,12.99,60.73,14.25,55.96,42.87,0.66,0.2,0.18,0.01,13700,36.84,40
"1824",51127,13462,8831,759,1982,910,506,5728,1211,1112,815,587,1268,10.52,62.91,9.42,80.26,16.2,1.31,1.29,0.53,0.01,23100,19.38,29
"1825",51111,13146,8133,644,1628,857,722,5276,1058,927,732,671,2210,12.01,57.42,16.81,59.12,38.58,1.79,0.16,0.21,0.05,25400,36.63,45
"1826",51065,20047,12525,1294,2734,1077,894,8327,1488,1284,1108,1012,2800,9.83,61.63,13.97,79.44,18.41,1.17,0.19,0.38,0.04,31700,19.96,26
"1827",51109,25627,16057,1524,3642,1621,1159,10436,1995,1909,1518,1288,3315,10.85,60.88,12.94,76.55,21.58,0.71,0.42,0.25,0.01,30800,28.26,39
"1828",51107,169599,109506,16461,27807,9031,6908,81945,12146,10086,7227,4389,9538,9.4,74.42,5.62,82.79,6.89,5.95,0.21,5.35,0.06,807200,7.47,17
"1829",51155,35127,22555,1937,4091,1922,1849,14021,2746,2838,2297,1864,5333,10.74,57.08,15.18,92.6,5.57,0.96,0.15,0.32,0.04,47300,25.77,45
"1830",51041,259903,165469,17513,42737,20365,12708,114045,22824,19773,13336,8668,21007,12.73,67.06,8.08,76.74,17.77,2.93,0.33,2.37,0.04,725600,11.87,24
"1831",51099,16803,10522,1272,2646,1181,949,7458,1220,1084,871,642,1610,12.68,67.7,9.58,77.69,18.73,1.79,0.48,1.01,0.07,35100,19.61,31
"1832",51159,8809,5635,360,915,518,532,3855,690,542,462,428,1557,11.92,58.24,17.68,64.77,33.17,2.1,0.09,0.32,0.07,14500,40.05,34
"1833",51057,9989,5965,520,1395,594,485,3777,766,721,575,502,1733,10.8,56.98,17.35,57.96,39.04,0.72,0.55,0.81,0.03,16300,26.47,39
"1834",51035,29245,18107,1642,3515,1620,1508,11307,2281,2084,1862,1581,4973,10.7,56.3,17,97.97,0.44,1.64,0.14,0.1,0,39600,35.69,50
"1835",51161,85778,52633,4553,11492,5448,3698,32771,7290,6950,5014,4063,13645,10.66,56.91,15.91,93.63,3.35,1.04,0.12,1.61,0.02,110800,14.24,29
"1836",51720,3904,2458,201,500,250,299,1615,302,278,212,200,596,14.06,59.32,15.27,91.57,6.15,0.87,0.08,1,0.13,4700,33.51,67
"1837",51043,12652,7848,660,1804,733,498,4908,989,999,794,652,1846,9.73,58.27,14.59,91.15,6.73,1.46,0.19,0.49,0.03,18200,17.95,28
"1838",51630,19279,13381,1127,1810,2104,2982,10327,1084,1054,791,616,2470,26.38,68.8,12.81,73.18,20.41,4.9,0.34,1.51,0.06,88000,19.79,32
"1839",51125,14445,8892,759,1773,916,605,5213,1240,1234,980,826,2420,10.53,53.62,16.75,82.65,14.89,2.11,0.19,0.24,0.06,29400,30.99,44
"1840",51067,47286,30021,2569,6150,3078,2539,18948,3621,3592,3127,2514,6765,11.88,58.51,14.31,88.95,9.35,1.21,0.19,0.36,0.02,54500,27.82,36
"1841",51685,10290,6657,1024,1716,691,660,5475,564,485,324,260,442,13.13,79.83,4.3,72.79,11.17,15,0.44,4.06,0.07,118800,23.57,27
"1842",51195,40123,25301,2313,5123,3171,2731,17150,3187,2799,2131,1832,5588,14.71,61.28,13.93,96.88,1.78,0.73,0.16,0.3,0.01,35500,37.48,58
"1843",48211,3351,1918,191,495,344,128,1321,280,226,198,146,494,14.09,59.89,14.74,87.65,1.55,15.58,0.72,0.27,0.03,32900,20.09,22
"1844",48205,5537,3727,317,648,263,184,2425,523,385,339,242,658,8.07,61.22,11.88,81.07,8.15,13.69,0.43,0.27,0.05,55800,22.68,16
"1845",48503,17943,9927,1083,2547,1279,829,6539,1299,1108,932,904,3531,11.75,56.67,19.68,90.98,1.21,10.62,0.64,0.26,0.04,123900,27.89,44
"1846",48051,16470,9395,1101,2490,1288,860,6405,1153,1065,801,803,2652,13.04,60.69,16.1,74.07,15.06,14.64,0.5,0.17,0.02,167900,28.9,44
"1847",48199,48073,28851,3337,7480,3949,2698,20233,3579,3027,2566,1987,5864,13.83,64.59,12.2,90.86,6.91,2.54,0.32,0.23,0.01,80600,20.55,34
"1848",48177,18628,10299,1299,2905,1520,1098,7402,1141,1066,879,814,3122,14.05,62.3,16.76,72.25,8.39,39.62,0.53,0.26,0.09,345900,38.04,39
"1849",48311,851,500,34,122,61,36,299,64,60,65,55,152,11.4,53.47,17.86,88.37,1.18,33.14,0.24,0,0,8700,25.29,47
"1850",48143,33001,20457,2132,4593,3049,3939,15545,1926,1780,1428,1165,4432,21.18,67.48,13.43,89.72,0.82,15.03,0.66,0.36,0.03,278400,22.86,32
"1851",48167,250158,155524,17464,37979,18401,14785,108717,19614,16431,12672,9516,27765,13.27,65.62,11.1,72.69,15.44,17.96,0.47,2.1,0.04,2326800,19.06,33
"1852",48223,31960,18750,2085,4724,2422,1808,12948,2132,2049,1747,1420,4855,13.24,61.82,15.19,85.11,7.99,9.28,0.68,0.25,0.06,190900,26.39,41
"1853",48309,213517,129238,15231,31579,20476,20706,97517,13551,11551,9003,7636,27449,19.29,67.6,12.86,72.17,15.19,17.91,0.49,1.07,0.05,2366200,23.37,37
"1854",48313,12940,8401,699,1549,783,1380,6294,743,683,620,546,1806,16.72,66.01,13.96,66.79,22.87,15.78,0.32,0.39,0.03,124800,27.16,34
"1855",48307,8205,4417,554,1243,587,342,2812,563,562,450,419,1602,11.32,56.17,19.52,84.64,1.57,27.04,0.26,0.17,0.01,109600,29.55,46
"1856",48129,3828,2140,181,509,331,209,1329,249,231,230,267,832,14.11,52.74,21.73,91.41,3.94,6.35,0.89,0.1,0,14000,21.85,42
"1857",48263,859,463,30,112,63,18,268,47,61,53,69,219,9.43,47.73,25.49,95.46,0.23,9.08,0.35,0,0,3400,21.93,39
"1858",48385,3047,1699,148,430,206,96,957,191,214,230,243,634,9.91,50.38,20.81,91.4,0.2,22.58,0.62,0.2,0.03,23100,27.02,50
"1859",48435,4077,2396,294,659,312,180,1622,364,261,206,163,508,12.07,63.16,12.46,75.28,0.25,51.66,0.42,0.17,0,97400,35.64,38
"1860",48329,116009,67509,8732,19948,9970,6622,49572,8860,6571,4759,4101,13466,14.3,67.45,11.61,77.32,6.98,29.03,0.64,0.93,0.03,1639100,20.81,29
"1861",48229,3344,1872,288,639,327,184,1404,196,182,169,135,331,15.28,69.71,9.9,87.23,0.33,75.03,1.41,0.18,0,36300,53.87,39
"1862",48507,11600,6337,1032,2270,1072,770,4817,693,633,464,384,1307,15.88,69.99,11.27,65.06,0.49,91.22,0.59,0.09,0.03,391700,56.6,49
"1863",48203,62110,37307,4009,9451,5399,4004,26208,4404,4116,3174,2614,8134,15.14,63.87,13.1,71.35,24.03,5.34,0.35,0.31,0.04,246200,21.73,42
"1864",48093,14026,7626,883,2061,922,676,4862,804,884,851,832,2849,11.39,55.65,20.31,87.3,0.44,20.88,0.61,0.13,0.01,161600,29.82,47
"1865",48335,9698,6309,456,1043,824,710,4512,722,645,513,339,1468,15.82,61.98,15.14,74.52,12.81,31.03,0.41,0.36,0.02,115400,28.28,28
"1866",48349,45124,26343,3244,6847,3878,2793,18823,2849,2670,2326,1878,6487,14.78,64.08,14.38,70.84,16.79,15.76,0.46,0.47,0.33,515800,28.32,46
"1867",48103,3996,2286,307,712,393,170,1636,280,259,196,170,436,14.09,66.44,10.91,73.7,2.9,43.87,0.98,0.35,0,88200,31.29,41
"1868",48303,242628,153623,17356,34192,21770,28477,117850,15673,12696,9915,8202,26744,20.71,69.82,11.02,74.3,7.67,27.45,0.59,1.31,0.04,3916900,21.61,34
"1869",34013,793633,492303,57961,117011,52725,53561,353425,54144,48696,37352,30664,94380,13.39,66.58,11.89,44.46,41.24,15.42,0.23,3.71,0.05,8216000,24.42,38
"1870",34035,297490,188118,22207,43337,15415,12547,128626,23773,20088,15170,10908,33381,9.4,65.27,11.22,79.34,7.53,8.68,0.13,8.38,0.04,1373600,10.43,21
"1871",34025,613483,376919.04,42106.22,93002.4,37996.4,29210.44,253643.35,48587.02,43379.45,32558.52,23510.33,76695.72,10.95,63.37,12.5,84.39,8.06,6.2,0.14,3.97,0.02,2108651.21,12.08,26
"1872",16061,3747,2103,179,581,261,127,1279,262,261,235,257,693,10.35,54.42,18.49,92.21,0.35,1.89,3.84,0.43,0.08,11900,15.79,42
"1873",16049,15511,8994,819,2200,1269,560,5445,1337,1151,1012,903,2644,11.79,54.57,17.05,94.12,0.08,1.57,2.89,0.26,0.02,41100,17.1,41
"1874",30039,2830,1694,137,408,194,108,962,242,239,212,180,450,10.67,53.25,15.9,96.25,0,1.27,1.27,0.14,0.04,6600,12.22,35
"1875",16025,991,617,43,146,78,43,400,63,73,72,65,129,12.21,59.43,13.02,95.16,1.21,5.55,0.3,0.2,0,3100,11.56,26
"1876",30067,15694,9663,904,2119,1016,676,6075,1547,1215,835,663,2336,10.78,57.97,14.88,96.65,0.4,1.84,0.92,0.36,0.03,26200,12.42,35
"1877",16077,7538,4206,632,1449,677,421,3014,572,452,348,288,783,14.57,67.59,10.39,83.78,0.09,21.73,3.29,0.32,0.04,94400,25.25,36
"1878",30089,10227,6070,482,1417,769,329,3355,939,870,783,657,1724,10.74,51.37,16.86,91.91,0.13,1.55,4.74,0.3,0.01,29800,18.83,46
"1879",30041,16673,9832,1190,2616,1552,1276,7165,1219,1070,690,589,2134,16.96,65.8,12.8,79.55,0.09,1.25,17.3,0.37,0.02,44900,13.19,30
"1880",30035,13247,7402,1075,2682,1299,768,5627,909,698,573,462,1221,15.6,70.84,9.22,35.43,0.08,1.2,61.8,0.07,0.05,34800,21.4,31
"1881",16007,6411,3300,445,1180,671,291,2401,437,363,296,292,997,15.01,62.8,15.55,97.66,0.09,2.4,0.53,0.08,0.05,10500,14.54,32
"1882",30015,5970,3206,386,998,486,238,2161,478,355,295,254,1043,12.13,59.38,17.47,84,0.08,0.67,14.62,0.23,0.1,6300,12.87,27
"1883",30059,1932,1098,96,291,148,65,652,159,164,111,108,351,11.02,53.78,18.17,97.2,0,1.5,1.04,0.16,0.05,3100,16.64,28
"1884",16057,34935,24548,1883,3913,4006,5818,19236,2270,1880,1453,988,3312,28.12,71.65,9.48,93.94,0.59,2.12,0.75,2.1,0.09,91800,9.02,21
"1885",16087,9977,5476,673,1561,770,456,3557,711,639,541,532,1763,12.29,58.04,17.67,87.61,0.1,13.75,0.66,1.03,0.07,105700,23.39,35
"1886",16027,131441,76301,11986,22246,10590,9927,57693,8269,6906,5590,4290,14461,15.61,69.94,11,83.1,0.32,18.61,0.85,0.8,0.13,1961900,23.98,32
