COUNTYFP,year,unempP,povP,pciE
40141,2018,4.7,21.6,21673.0
40143,2018,5.5,15.1,30894.0
40145,2018,5.8,10.6,28286.0
40147,2018,4.9,13.9,30267.0
40149,2018,4.4,13.8,26744.0
40151,2018,4.5,13.6,27232.0
40153,2018,5.2,11.6,28248.0
41001,2018,8.3,15.7,26152.0
41003,2018,6.2,19.4,32297.0
41005,2018,4.7,8.5,39619.0
41007,2018,6.0,10.5,28750.0
41009,2018,7.0,12.1,29317.0
41011,2018,7.7,17.1,26610.0
41013,2018,8.5,14.6,25128.0
41015,2018,8.0,14.5,28365.0
41017,2018,5.2,10.8,34187.0
41019,2018,8.1,16.2,25602.0
41021,2018,9.3,10.7,25649.0
41023,2018,7.5,14.6,26029.0
41025,2018,13.1,16.6,25871.0
41027,2018,4.2,10.0,32581.0
41029,2018,6.5,16.3,28728.0
41031,2018,10.0,19.9,22492.0
41033,2018,8.2,18.6,24763.0
41035,2018,8.7,20.3,24296.0
41037,2018,6.0,16.6,22469.0
41039,2018,7.1,18.5,28070.0
41041,2018,6.0,16.7,27072.0
41043,2018,7.9,14.4,25781.0
41045,2018,7.7,23.0,18700.0
41047,2018,6.1,15.2,26143.0
41049,2018,4.5,15.5,22599.0
41051,2018,5.6,15.1,36868.0
41053,2018,7.5,14.1,27492.0
41055,2018,3.9,13.1,33821.0
41057,2018,4.8,15.0,27122.0
41059,2018,7.9,18.1,23464.0
41061,2018,6.4,15.9,27425.0
41063,2018,4.5,14.8,28960.0
41065,2018,4.4,13.4,26249.0
41067,2018,5.0,9.6,37657.0
41069,2018,7.7,20.0,21375.0
41071,2018,5.4,13.7,29141.0
42001,2018,4.5,8.8,30534.0
42003,2018,5.3,12.1,36907.0
42005,2018,6.3,11.7,26465.0
42007,2018,5.1,10.9,30016.0
42009,2018,4.9,12.7,25163.0
42011,2018,6.7,12.8,30187.0
42013,2018,5.0,14.6,26648.0
42015,2018,4.8,12.0,27319.0
42017,2018,4.5,6.1,44103.0
42019,2018,4.2,8.3,36383.0
42021,2018,6.6,15.4,25779.0
42023,2018,3.6,14.3,25898.0
42025,2018,7.0,12.5,26867.0
42027,2018,4.3,18.4,29432.0
42029,2018,4.4,6.8,48225.0
42031,2018,6.6,16.2,24293.0
42033,2018,7.1,14.9,23743.0
42035,2018,5.6,17.4,23780.0
42037,2018,4.9,14.3,25794.0
42039,2018,5.9,14.1,25731.0
42041,2018,3.8,7.4,36012.0
42043,2018,5.0,12.7,32485.0
42045,2018,6.0,10.0,38251.0
42047,2018,3.8,9.8,28476.0
42049,2018,5.9,16.3,27349.0
42051,2018,7.3,17.7,25876.0
42053,2018,6.3,14.5,15360.0
42055,2018,5.3,10.3,29748.0
42057,2018,5.6,11.4,26082.0
42059,2018,4.4,14.2,26902.0
42061,2018,6.3,13.3,24159.0
42063,2018,7.3,16.8,25276.0
42065,2018,4.3,13.9,24974.0
42067,2018,3.9,11.9,25057.0
42069,2018,4.8,15.1,28427.0
42071,2018,4.0,10.0,30778.0
42073,2018,6.2,14.1,27734.0
42075,2018,5.3,10.4,28560.0
42077,2018,6.5,12.5,32252.0
42079,2018,6.3,14.9,27919.0
42081,2018,5.2,14.2,26867.0
42083,2018,6.8,16.8,25517.0
42085,2018,5.3,14.2,26561.0
42087,2018,3.6,14.4,24407.0
42089,2018,7.9,11.5,28486.0
42091,2018,4.6,6.2,46776.0
42093,2018,2.2,11.1,34095.0
42095,2018,5.3,9.1,34017.0
42097,2018,4.5,13.9,25506.0
42099,2018,3.7,8.5,29685.0
42101,2018,10.2,24.9,26557.0
42103,2018,7.4,10.0,33111.0
42105,2018,6.6,14.3,24087.0
42107,2018,6.2,12.7,26070.0
42109,2018,2.7,10.6,26415.0
42111,2018,5.4,12.4,25294.0
42113,2018,8.0,13.4,28665.0
42115,2018,6.1,12.3,29630.0
42117,2018,5.9,14.2,26059.0
42119,2018,3.7,11.3,25606.0
42121,2018,6.8,13.8,25837.0
42123,2018,5.2,12.7,27593.0
42125,2018,5.1,9.3,34244.0
42127,2018,6.0,11.6,26570.0
42129,2018,4.4,10.0,32916.0
42131,2018,5.8,10.5,28810.0
42133,2018,5.0,10.0,31468.0
44001,2018,3.5,7.6,43617.0
44003,2018,5.4,8.0,38039.0
44005,2018,4.6,8.6,45442.0
44007,2018,6.8,16.2,30356.0
44009,2018,6.1,9.4,41000.0
45001,2018,7.6,22.5,21185.0
45003,2018,7.8,16.1,27526.0
45005,2018,16.4,26.8,14744.0
45007,2018,5.8,15.2,25807.0
45009,2018,5.8,25.9,18873.0
45011,2018,8.0,26.2,19620.0
45013,2018,5.9,11.1,36306.0
45015,2018,5.2,12.2,28331.0
45017,2018,6.4,18.4,25953.0
45019,2018,4.4,14.7,37801.0
45021,2018,5.9,20.5,21432.0
45023,2018,7.2,21.1,21240.0
45025,2018,9.4,22.5,20676.0
45027,2018,11.8,23.4,20967.0
45029,2018,9.1,21.2,21003.0
45031,2018,11.6,22.3,21587.0
45033,2018,8.7,33.8,16473.0
45035,2018,5.8,12.2,28704.0
45037,2018,6.6,15.5,25410.0
45039,2018,7.9,22.9,22527.0
45041,2018,7.8,19.1,25149.0
45043,2018,8.5,18.3,29929.0
45045,2018,4.7,12.4,30776.0
45047,2018,8.3,22.5,23945.0
45049,2018,9.9,18.7,17523.0
45051,2018,6.4,16.4,26917.0
45053,2018,9.1,20.2,22406.0
45055,2018,6.6,16.4,24253.0
45057,2018,6.7,14.5,29271.0
45059,2018,8.4,19.9,21743.0
45061,2018,8.5,25.0,17544.0
45063,2018,5.7,12.7,30316.0
45065,2018,13.2,19.1,24419.0
45067,2018,10.1,24.2,19992.0
45069,2018,13.0,26.0,17034.0
45071,2018,7.2,18.7,23344.0
45073,2018,6.4,18.3,28076.0
45075,2018,9.3,24.2,19992.0
45077,2018,5.8,17.5,24803.0
45079,2018,6.8,16.3,29010.0
45081,2018,6.0,16.2,22174.0
45083,2018,5.7,14.8,26072.0
45085,2018,10.6,20.3,22272.0
45087,2018,7.5,21.7,22372.0
45089,2018,7.3,25.1,18454.0
45091,2018,6.0,11.5,32227.0
46003,2018,1.2,7.3,31468.0
46005,2018,1.7,18.1,26316.0
46007,2018,11.8,34.6,16625.0
46009,2018,1.4,10.9,23525.0
46011,2018,3.5,15.4,27968.0
46013,2018,2.2,12.0,31977.0
46015,2018,2.0,17.8,28292.0
46017,2018,18.1,39.2,11471.0
46019,2018,3.8,12.2,26702.0
46021,2018,1.0,4.0,39986.0
46023,2018,6.8,20.2,21787.0
46025,2018,3.5,13.1,30339.0
46027,2018,5.8,25.3,26230.0
46029,2018,2.6,12.4,29992.0
46031,2018,26.4,44.3,15984.0
46033,2018,3.4,13.1,30439.0
46035,2018,3.0,12.8,29342.0
46037,2018,1.9,19.2,28873.0
46039,2018,2.0,9.8,29281.0
46041,2018,22.1,30.2,16967.0
46043,2018,1.1,7.4,29458.0
46045,2018,2.6,5.5,32492.0
46047,2018,1.8,13.8,27266.0
46049,2018,0.4,12.8,29065.0
46051,2018,1.0,7.8,31453.0
46053,2018,1.1,13.9,27579.0
46055,2018,2.6,13.3,24426.0
46057,2018,2.0,5.8,27777.0
46059,2018,0.7,9.0,33865.0
46061,2018,1.2,6.7,25039.0
46063,2018,2.3,8.5,31599.0
46065,2018,2.1,11.2,33810.0
46067,2018,3.9,10.5,27995.0
46069,2018,1.9,14.4,31692.0
46071,2018,8.4,47.7,13595.0
46073,2018,0.3,8.3,38650.0
46075,2018,4.9,10.6,28850.0
46077,2018,0.8,9.5,32259.0
46079,2018,4.2,12.4,31574.0
46081,2018,2.6,11.8,31744.0
46083,2018,2.2,3.7,39797.0
46085,2018,6.7,22.0,22097.0
46087,2018,3.8,10.0,28032.0
46089,2018,8.1,15.4,27240.0
46091,2018,1.5,8.3,31307.0
46093,2018,1.4,7.4,28654.0
46095,2018,8.2,48.3,13538.0
46097,2018,2.6,9.1,27570.0
46099,2018,3.2,10.8,30471.0
46101,2018,4.5,14.9,29142.0
46102,2018,19.7,49.3,10148.0
46103,2018,3.8,13.4,30518.0
46105,2018,3.2,11.8,33065.0
46107,2018,0.8,7.1,31467.0
46109,2018,6.1,18.8,26537.0
46111,2018,3.2,10.3,32404.0
46115,2018,2.2,9.5,33597.0
46117,2018,1.6,4.7,35936.0
46119,2018,0.6,4.4,42276.0
46121,2018,13.2,55.1,10931.0
46123,2018,3.5,19.9,26242.0
46125,2018,2.5,10.7,29465.0
46127,2018,1.8,7.1,40699.0
46129,2018,2.8,10.0,31302.0
46135,2018,3.1,12.6,31986.0
46137,2018,23.1,41.0,14943.0
47001,2018,6.0,16.2,27913.0
47003,2018,5.1,15.8,23988.0
47005,2018,7.8,21.4,21374.0
47007,2018,9.3,20.3,23453.0
47009,2018,5.1,11.7,29634.0
47011,2018,6.0,16.6,26319.0
47013,2018,8.6,19.7,23064.0
47015,2018,4.9,15.9,24700.0
47017,2018,6.0,19.8,22007.0
47019,2018,5.4,23.5,21963.0
47021,2018,4.5,11.5,26719.0
47023,2018,9.5,18.5,21425.0
47025,2018,8.5,23.6,20753.0
47027,2018,4.4,26.7,19512.0
47029,2018,10.0,24.9,21332.0
47031,2018,5.5,14.1,25637.0
47033,2018,5.2,19.3,22050.0
47035,2018,6.8,15.2,24985.0
47037,2018,4.6,16.4,34343.0
47039,2018,8.9,19.4,24337.0
47041,2018,5.1,17.5,25643.0
47043,2018,4.0,14.3,26093.0
47045,2018,7.7,18.5,25427.0
47047,2018,6.8,13.9,31629.0
47049,2018,7.0,21.8,19013.0
47051,2018,4.6,14.8,27027.0
47053,2018,6.6,17.1,22565.0
47055,2018,6.1,14.7,23877.0
47057,2018,6.5,18.5,22151.0
47059,2018,6.5,17.0,23668.0
47061,2018,8.5,24.3,18782.0
47063,2018,7.9,19.5,22252.0
47065,2018,5.5,13.7,31184.0
47067,2018,8.4,25.8,20578.0
47069,2018,13.3,20.8,17352.0
47071,2018,7.9,20.5,22905.0
47073,2018,7.0,19.0,23801.0
47075,2018,7.2,19.6,22148.0
47077,2018,7.8,19.4,21793.0
47079,2018,6.7,19.8,22727.0
47081,2018,4.9,18.1,22248.0
47083,2018,5.8,15.9,21866.0
47085,2018,6.4,18.0,23636.0
47087,2018,7.9,19.7,20276.0
47089,2018,5.9,14.0,24855.0
47091,2018,3.8,23.5,19784.0
47093,2018,4.8,15.2,31678.0
47095,2018,9.8,26.9,16671.0
47097,2018,8.3,22.3,18128.0
47099,2018,8.7,19.0,20752.0
47101,2018,3.7,20.3,21510.0
47103,2018,4.9,15.9,25077.0
47105,2018,5.4,11.9,30175.0
47107,2018,7.0,19.6,23842.0
47109,2018,12.3,20.7,20236.0
47111,2018,4.4,17.9,21972.0
47113,2018,5.1,19.4,25555.0
47115,2018,5.2,18.2,24714.0
47117,2018,6.2,14.7,24876.0
47119,2018,5.2,12.4,27307.0
47121,2018,9.4,17.0,23555.0
47123,2018,9.2,19.3,21919.0
47125,2018,7.1,13.5,25938.0
47127,2018,4.7,7.9,29969.0
47129,2018,7.7,22.0,19726.0
47131,2018,6.3,22.7,23141.0
47133,2018,4.0,17.0,20581.0
47135,2018,8.3,30.3,28270.0
47137,2018,4.1,17.2,23250.0
47139,2018,8.1,16.4,24667.0
47141,2018,6.2,19.5,23873.0
47143,2018,7.7,21.9,22070.0
47145,2018,7.3,15.0,27897.0
47147,2018,6.0,11.6,28425.0
47149,2018,4.8,11.8,28883.0
47151,2018,9.0,22.3,19179.0
47153,2018,5.6,16.6,22383.0
47155,2018,5.7,15.0,23869.0
47157,2018,7.7,20.6,28828.0
47159,2018,3.6,14.9,26256.0
47161,2018,7.2,16.5,22601.0
47163,2018,6.2,16.6,26933.0
47165,2018,3.9,9.5,32297.0
47167,2018,7.7,13.9,27212.0
47169,2018,9.7,15.9,23634.0
47171,2018,9.2,21.1,22700.0
47173,2018,8.6,21.6,21677.0
47175,2018,11.8,19.0,19560.0
47177,2018,6.1,22.9,22328.0
47179,2018,4.8,15.7,28261.0
47181,2018,7.2,19.6,19350.0
47183,2018,6.0,20.2,21641.0
47185,2018,7.9,17.4,20973.0
47187,2018,3.3,4.3,50931.0
47189,2018,3.9,8.2,32850.0
48001,2018,3.3,14.8,16868.0
48003,2018,4.7,10.4,31190.0
48005,2018,7.9,18.3,22322.0
48007,2018,6.6,20.3,30939.0
48009,2018,3.5,9.3,31806.0
48011,2018,0.9,7.3,31075.0
48013,2018,8.1,15.0,24421.0
48015,2018,4.7,10.8,30858.0
48017,2018,2.2,14.5,21449.0
48019,2018,6.2,15.0,28539.0
48021,2018,6.7,10.0,26540.0
48023,2018,2.4,10.9,25264.0
48025,2018,8.9,21.7,17390.0
48027,2018,7.7,13.9,25911.0
48029,2018,5.8,16.3,26988.0
48031,2018,5.7,9.5,34925.0
48033,2018,2.1,2.6,33781.0
48035,2018,4.5,14.5,26039.0
48037,2018,6.6,17.2,25355.0
48039,2018,4.7,9.2,33547.0
48041,2018,4.4,25.0,26539.0
48043,2018,4.4,12.4,27227.0
48045,2018,5.5,15.6,24286.0
48047,2018,14.6,38.9,13800.0
48049,2018,4.0,14.5,25145.0
48051,2018,6.1,12.6,28732.0
48053,2018,4.5,11.0,30507.0
48055,2018,2.7,17.7,23881.0
48057,2018,7.2,14.1,26596.0
48059,2018,3.3,14.1,24537.0
48061,2018,6.6,30.6,16587.0
48063,2018,6.2,19.9,20898.0
48065,2018,2.3,6.3,32917.0
48067,2018,7.2,19.6,22545.0
48069,2018,2.1,15.7,20915.0
48071,2018,6.1,12.7,34372.0
48073,2018,5.4,18.2,21520.0
48075,2018,11.0,14.6,20234.0
48077,2018,6.9,13.6,27678.0
48079,2018,6.4,23.9,21014.0
48081,2018,3.2,15.8,24768.0
48083,2018,3.3,19.4,27842.0
48085,2018,3.9,6.6,43439.0
48087,2018,8.6,15.9,22880.0
48089,2018,3.5,10.8,27861.0
48091,2018,3.7,8.2,36899.0
48093,2018,3.0,16.2,25127.0
48095,2018,1.2,7.3,17684.0
48097,2018,5.0,14.0,28751.0
48099,2018,9.2,13.5,21507.0
48101,2018,8.5,31.4,20108.0
48103,2018,1.3,7.6,26113.0
48105,2018,0.0,20.8,24852.0
48107,2018,7.3,20.7,19155.0
48109,2018,6.5,31.4,15873.0
48111,2018,3.9,13.9,26844.0
48113,2018,5.2,16.6,31219.0
48115,2018,5.5,22.8,21543.0
48117,2018,4.6,17.4,21515.0
48119,2018,5.3,23.7,25004.0
48121,2018,4.2,8.1,39535.0
48123,2018,6.3,16.0,28728.0
48125,2018,15.5,17.2,23452.0
48127,2018,16.4,29.8,18121.0
48129,2018,2.2,14.9,23711.0
48131,2018,10.6,25.6,17864.0
48133,2018,5.2,20.5,23940.0
48135,2018,6.7,11.8,28700.0
48137,2018,4.1,6.7,29814.0
48139,2018,3.6,9.3,30727.0
48141,2018,6.6,21.3,20763.0
48143,2018,3.4,21.2,25290.0
48145,2018,6.2,25.5,17830.0
48147,2018,4.7,12.5,24581.0
48149,2018,1.6,10.9,30097.0
48151,2018,6.4,16.1,28355.0
48153,2018,6.4,19.1,23308.0
48155,2018,10.1,6.9,25636.0
48157,2018,5.3,7.8,39472.0
48159,2018,7.5,8.5,25602.0
48161,2018,5.5,17.2,24083.0
48163,2018,6.5,20.2,18288.0
48165,2018,4.8,14.2,22710.0
48167,2018,6.3,13.2,35448.0
48169,2018,3.2,17.7,19177.0
48171,2018,4.3,11.4,33515.0
48173,2018,0.0,9.5,30902.0
48175,2018,5.8,17.1,29918.0
48177,2018,4.3,15.7,26618.0
48179,2018,6.1,15.8,24911.0
48181,2018,5.4,13.8,27276.0
48183,2018,4.8,17.6,25839.0
48185,2018,4.7,19.1,23513.0
48187,2018,3.9,9.5,30817.0
48189,2018,6.7,18.7,19854.0
48191,2018,10.6,23.2,22846.0
48193,2018,1.2,16.3,28074.0
48195,2018,4.6,16.1,20127.0
48197,2018,7.4,12.6,22938.0
48199,2018,4.0,12.6,29108.0
48201,2018,6.1,16.2,31901.0
48203,2018,5.6,16.1,25418.0
48205,2018,0.9,6.3,20480.0
48207,2018,10.1,20.1,21308.0
48209,2018,5.3,15.0,30715.0
48211,2018,5.1,14.0,26781.0
48213,2018,5.1,17.5,25280.0
48215,2018,7.4,31.2,16490.0
48217,2018,7.6,15.9,24745.0
48219,2018,7.0,15.7,23440.0
48221,2018,2.9,10.7,32727.0
48223,2018,4.6,16.9,26267.0
48225,2018,2.2,24.7,18080.0
48227,2018,6.8,16.8,23784.0
48229,2018,8.3,28.2,14190.0
48231,2018,5.5,17.5,25077.0
48233,2018,6.0,15.2,24725.0
48235,2018,6.6,14.8,31449.0
48237,2018,3.2,15.1,25626.0
48239,2018,4.1,13.9,26329.0
48241,2018,8.6,16.7,25004.0
48243,2018,5.3,6.5,26053.0
48245,2018,5.7,18.4,26205.0
48247,2018,11.5,27.4,17798.0
48249,2018,5.2,23.0,21274.0
48251,2018,4.3,10.6,27667.0
48253,2018,3.9,14.3,17673.0
48255,2018,4.3,18.6,26875.0
48257,2018,6.7,13.0,27411.0
48259,2018,4.3,5.3,43241.0
48261,2018,0.0,7.1,15820.0
48263,2018,3.7,10.9,29503.0
48265,2018,5.3,13.3,30498.0
48267,2018,3.1,21.3,28899.0
48269,2018,7.6,8.8,31564.0
48271,2018,6.7,18.6,20323.0
48273,2018,9.1,26.1,21986.0
48275,2018,5.5,14.7,21796.0
48277,2018,5.6,17.8,23833.0
48279,2018,2.9,23.6,21506.0
48281,2018,7.2,11.3,28158.0
48283,2018,4.2,12.1,25129.0
48285,2018,3.3,11.7,31670.0
48287,2018,2.8,14.2,25876.0
48289,2018,6.8,16.6,32130.0
48291,2018,6.9,14.9,22757.0
48293,2018,9.0,20.6,21822.0
48295,2018,6.1,11.4,28491.0
48297,2018,2.2,16.3,24244.0
48299,2018,7.6,11.6,35822.0
48301,2018,0.0,18.6,23546.0
48303,2018,4.2,18.9,27089.0
48305,2018,8.4,18.9,25279.0
48307,2018,2.5,16.1,24409.0
48309,2018,4.5,19.3,24826.0
48311,2018,17.9,12.8,32556.0
48313,2018,3.1,14.0,17856.0
48315,2018,11.1,20.7,27052.0
48317,2018,2.6,10.7,29225.0
48319,2018,5.7,14.6,25602.0
48321,2018,7.0,20.1,24376.0
48323,2018,11.6,26.8,16891.0
48325,2018,3.6,10.4,26274.0
48327,2018,3.1,9.9,25067.0
48329,2018,3.3,9.0,39179.0
48331,2018,4.2,14.6,24015.0
48333,2018,1.9,16.9,24274.0
48335,2018,5.8,9.1,20896.0
48337,2018,5.4,14.2,28457.0
48339,2018,4.5,9.9,39618.0
48341,2018,4.9,15.4,21650.0
48343,2018,8.5,16.3,23438.0
48345,2018,7.7,9.6,26103.0
48347,2018,8.5,24.4,22580.0
48349,2018,8.0,18.2,23422.0
48351,2018,8.0,20.6,21144.0
48353,2018,7.2,15.1,25820.0
48355,2018,5.9,16.4,27649.0
48357,2018,5.5,12.2,24260.0
48359,2018,3.6,12.0,24151.0
48361,2018,5.5,13.8,28826.0
48363,2018,7.6,17.7,24983.0
48365,2018,4.6,15.9,26403.0
48367,2018,5.0,8.3,34705.0
48369,2018,1.3,16.4,23686.0
48371,2018,3.5,12.3,20688.0
48373,2018,6.8,17.3,24686.0
48375,2018,3.9,20.1,22267.0
48377,2018,10.0,33.4,16066.0
48379,2018,5.1,11.1,26165.0
48381,2018,3.3,8.7,33814.0
48383,2018,4.4,14.8,25397.0
48385,2018,1.1,22.8,21109.0
48387,2018,7.8,18.4,21666.0
48389,2018,7.2,11.6,20876.0
48391,2018,9.5,18.4,23810.0
48393,2018,1.3,12.2,31632.0
48395,2018,6.4,12.6,25465.0
48397,2018,4.3,5.7,39295.0
48399,2018,2.7,14.2,23042.0
48401,2018,6.2,12.8,24842.0
48403,2018,7.2,21.4,23450.0
48405,2018,9.4,24.0,23261.0
48407,2018,7.1,14.9,21808.0
48409,2018,4.8,16.4,25281.0
48411,2018,3.1,15.1,24307.0
48413,2018,9.2,14.8,25128.0
48415,2018,4.2,14.0,24508.0
48417,2018,8.1,14.8,23855.0
48419,2018,7.2,23.3,20969.0
48421,2018,0.9,15.2,26335.0
48423,2018,6.2,16.4,27141.0
48425,2018,1.9,24.7,26523.0
48427,2018,14.3,35.3,14122.0
48429,2018,6.8,22.6,24405.0
48431,2018,1.5,3.5,28997.0
48433,2018,2.3,13.2,28746.0
48435,2018,5.6,8.3,29360.0
48437,2018,6.5,22.1,19258.0
48439,2018,5.0,12.9,32092.0
48441,2018,4.3,15.6,26469.0
48443,2018,9.5,15.0,23852.0
48445,2018,10.2,15.7,20127.0
48447,2018,5.4,14.7,28895.0
48449,2018,6.1,19.1,20633.0
48451,2018,4.0,13.5,28444.0
48453,2018,4.0,13.1,41049.0
48455,2018,8.4,16.1,22265.0
48457,2018,9.8,14.9,20439.0
48459,2018,7.4,13.3,24458.0
48461,2018,1.8,19.2,26183.0
48463,2018,5.6,17.0,19092.0
48465,2018,5.7,19.9,20881.0
48467,2018,5.1,14.4,26151.0
48469,2018,5.5,15.2,28576.0
48471,2018,3.4,24.1,17789.0
48473,2018,6.1,16.9,24495.0
48475,2018,6.3,13.0,26570.0
48477,2018,6.0,13.9,29604.0
48479,2018,5.2,30.1,17326.0
48481,2018,5.2,17.5,26281.0
48483,2018,4.3,18.1,26844.0
48485,2018,5.3,18.4,23921.0
48487,2018,3.9,17.5,24078.0
48489,2018,15.5,33.0,14207.0
48491,2018,4.6,6.7,35825.0
48493,2018,6.1,10.5,30935.0
48495,2018,4.3,16.5,24217.0
48497,2018,5.1,12.5,28781.0
48499,2018,6.2,14.2,27841.0
48501,2018,6.0,9.0,26519.0
48503,2018,3.1,12.1,25855.0
48505,2018,11.0,39.5,17228.0
48507,2018,8.4,34.8,13350.0
49001,2018,4.2,8.2,22558.0
49003,2018,4.2,9.3,23998.0
49005,2018,2.8,15.2,22666.0
49007,2018,5.5,15.8,23473.0
49009,2018,1.2,4.7,27698.0
49011,2018,3.2,5.5,29703.0
49013,2018,6.6,13.3,23945.0
49015,2018,4.2,12.8,22505.0
49017,2018,3.9,17.8,24055.0
49019,2018,5.5,8.4,24593.0
49021,2018,5.1,19.6,20861.0
49023,2018,3.1,11.4,22498.0
49025,2018,2.9,12.8,25746.0
49027,2018,3.2,11.4,25847.0
49029,2018,2.8,3.0,31936.0
49031,2018,3.5,17.1,16932.0
49033,2018,0.0,15.9,21465.0
49035,2018,3.8,9.8,31648.0
49037,2018,8.3,26.6,18128.0
49039,2018,7.2,16.5,17980.0
49041,2018,5.5,13.4,22349.0
49043,2018,1.8,6.5,53950.0
49045,2018,6.3,6.7,25076.0
49047,2018,6.9,11.9,25610.0
49049,2018,3.8,11.2,24528.0
49051,2018,1.1,7.2,32805.0
49053,2018,4.4,12.4,26601.0
49055,2018,1.1,8.5,22920.0
49057,2018,4.3,11.3,26492.0
50001,2018,4.3,7.7,33120.0
50003,2018,4.3,11.3,31896.0
50005,2018,3.7,12.3,28085.0
50007,2018,3.7,11.8,37507.0
50009,2018,4.5,14.6,24163.0
50011,2018,4.2,7.7,30692.0
50013,2018,4.7,7.6,40464.0
50015,2018,4.1,14.5,33247.0
50017,2018,4.5,10.8,30836.0
50019,2018,4.5,14.0,26657.0
50021,2018,3.8,10.7,30109.0
50023,2018,3.5,11.4,34033.0
50025,2018,5.4,13.4,31563.0
50027,2018,4.1,10.0,35152.0
51001,2018,4.2,19.9,24355.0
51003,2018,2.9,9.8,42085.0
51005,2018,5.6,20.2,26918.0
51007,2018,2.8,13.4,29114.0
51009,2018,6.1,13.9,24343.0
51011,2018,3.8,13.5,26890.0
51013,2018,2.9,7.2,69051.0
51015,2018,3.6,9.2,29366.0
51017,2018,8.8,11.3,29127.0
51019,2018,4.0,9.1,31796.0
51021,2018,7.1,8.4,24275.0
51023,2018,3.9,8.0,33983.0
51025,2018,7.1,21.4,20657.0
51027,2018,8.1,27.7,18865.0
51029,2018,6.9,17.1,19734.0
51031,2018,3.7,11.8,27842.0
51033,2018,5.4,8.3,31536.0
51035,2018,3.5,15.0,24868.0
51036,2018,5.0,13.1,37059.0
51037,2018,5.8,24.1,20585.0
51041,2018,4.9,7.1,36641.0
51043,2018,3.8,10.0,39946.0
51045,2018,1.4,8.5,28686.0
51047,2018,5.3,8.2,30812.0
51049,2018,7.0,19.4,25177.0
51051,2018,5.6,24.3,22924.0
51053,2018,7.0,12.8,27106.0
51057,2018,5.1,13.7,26603.0
51059,2018,4.2,6.2,54725.0
51061,2018,3.4,6.1,44724.0
51063,2018,2.4,11.4,26134.0
51065,2018,5.2,4.9,39900.0
51067,2018,5.0,16.4,28866.0
51069,2018,3.7,6.2,33961.0
51071,2018,4.6,11.3,26459.0
51073,2018,2.9,8.5,33295.0
51075,2018,3.2,5.3,47806.0
51077,2018,6.5,20.6,20930.0
51079,2018,5.0,6.0,32565.0
51081,2018,6.6,16.7,17500.0
51083,2018,4.2,15.1,22716.0
51085,2018,3.0,5.6,39604.0
51087,2018,5.3,10.0,37999.0
51089,2018,8.3,20.3,21501.0
51091,2018,0.6,12.3,30967.0
51093,2018,7.9,10.0,35344.0
51095,2018,4.0,7.8,43815.0
51097,2018,5.9,16.5,27306.0
51099,2018,4.0,5.7,37316.0
51101,2018,3.0,10.1,32809.0
51103,2018,3.4,9.2,37196.0
51105,2018,10.3,24.0,18750.0
51107,2018,3.5,3.7,53408.0
51109,2018,6.3,12.3,31284.0
51111,2018,4.4,17.9,18677.0
51113,2018,5.5,8.3,30351.0
51115,2018,2.7,10.8,39119.0
51117,2018,4.3,18.9,23943.0
51119,2018,4.4,8.4,29707.0
51121,2018,4.7,24.3,28920.0
51125,2018,3.9,12.4,36002.0
51127,2018,4.5,4.8,36458.0
51131,2018,3.1,19.1,26467.0
51133,2018,6.4,13.9,34006.0
51135,2018,3.7,20.2,23109.0
51137,2018,5.8,8.6,31362.0
51139,2018,6.5,18.3,25021.0
51141,2018,5.7,18.7,23016.0
51143,2018,6.2,15.6,24443.0
51145,2018,2.4,5.3,35641.0
51147,2018,6.4,19.9,21216.0
51149,2018,7.4,9.3,28873.0
51153,2018,4.7,6.8,39262.0
51155,2018,6.1,13.4,26609.0
51157,2018,3.9,8.9,37733.0
51159,2018,1.9,14.2,22105.0
51161,2018,3.7,7.4,34901.0
51163,2018,5.9,13.8,31594.0
51165,2018,3.7,9.5,30138.0
51167,2018,6.8,19.5,21754.0
51169,2018,5.6,18.6,21157.0
51171,2018,4.9,10.8,28064.0
51173,2018,5.8,19.2,22297.0
51175,2018,4.3,10.2,25643.0
51177,2018,5.3,8.0,35794.0
51179,2018,4.0,4.5,40850.0
51181,2018,7.2,12.7,28688.0
51183,2018,8.7,17.5,18363.0
51185,2018,7.6,16.1,23366.0
51187,2018,6.1,10.4,31007.0
51191,2018,5.9,15.0,26085.0
51193,2018,7.7,12.0,32637.0
51195,2018,9.2,22.0,21828.0
51197,2018,6.6,15.6,26513.0
51199,2018,6.0,4.7,39071.0
51510,2018,3.3,10.6,59239.0
51520,2018,5.9,22.7,22900.0
51530,2018,2.4,20.1,19744.0
51540,2018,4.1,24.6,35026.0
51550,2018,5.1,9.0,33844.0
51570,2018,9.1,13.5,27579.0
51580,2018,4.9,15.2,24955.0
51590,2018,9.2,21.9,22200.0
51595,2018,23.3,29.0,18694.0
51600,2018,4.0,8.7,47047.0
51610,2018,3.9,2.7,69775.0
51620,2018,15.0,16.2,25229.0
51630,2018,5.4,14.1,34722.0
51640,2018,6.4,25.5,21722.0
51650,2018,7.2,15.8,28384.0
51660,2018,4.5,28.2,21793.0
51670,2018,8.3,21.0,22038.0
51678,2018,4.2,21.6,17762.0
51680,2018,6.2,21.8,22972.0
51683,2018,5.7,8.6,31638.0
51685,2018,6.3,9.7,31420.0
