COUNTYFP,year,totWrkE,eduP,hghRskP,hltCrP,retailP
55103,2018,8403.0,7.31,37.47,14.36,12.6
55105,2018,79644.0,7.91,31.43,14.46,12.31
55107,2018,6409.0,7.16,42.97,11.98,11.12
55109,2018,48173.0,7.49,29.07,13.64,10.39
55111,2018,34048.0,7.04,27.58,13.13,12.88
55113,2018,7221.0,8.78,25.14,14.73,10.83
55115,2018,20214.0,6.91,35.27,13.61,9.69
55117,2018,59637.0,6.31,40.32,12.12,11.14
55119,2018,10235.0,5.96,45.95,11.22,8.3
55121,2018,15051.0,6.97,42.87,13.1,9.49
55123,2018,13479.0,8.17,31.83,18.53,11.31
55125,2018,9182.0,5.19,18.12,11.98,14.82
55127,2018,53838.0,9.69,29.87,12.02,11.46
55129,2018,6973.0,8.75,29.2,15.29,11.52
55131,2018,73521.0,6.23,31.36,13.81,11.07
55133,2018,213895.0,8.35,24.97,14.8,10.78
55135,2018,26292.0,5.45,39.43,15.29,9.14
55137,2018,10464.0,6.51,35.58,13.0,9.76
55139,2018,87968.0,7.55,29.32,14.23,11.81
55141,2018,36451.0,5.9,29.59,20.18,11.33
56001,2018,21168.0,29.28,12.32,12.33,10.61
56003,2018,5178.0,9.66,38.28,11.82,11.66
56005,2018,24722.0,10.29,37.63,8.67,11.1
56007,2018,7503.0,7.57,36.05,7.73,11.29
56009,2018,6829.0,8.52,34.34,10.13,7.31
56011,2018,3446.0,9.26,44.02,6.04,6.15
56013,2018,18248.0,12.92,21.65,13.77,11.66
56015,2018,6258.0,12.78,22.91,12.7,7.54
56017,2018,2292.0,9.34,27.23,20.46,5.1
56019,2018,4328.0,7.69,28.74,16.89,7.6
56021,2018,46993.0,8.57,15.92,13.64,13.96
56023,2018,9134.0,10.54,32.99,13.66,9.36
56025,2018,41314.0,8.93,23.21,13.77,11.92
56027,2018,1032.0,7.95,30.81,6.3,8.04
56029,2018,14615.0,10.0,25.84,15.97,11.93
56031,2018,4307.0,7.2,34.22,11.52,13.61
56033,2018,15075.0,10.86,22.2,18.55,9.18
56035,2018,5525.0,8.29,42.77,5.48,7.15
56037,2018,22129.0,11.26,32.93,8.71,10.38
56039,2018,14317.0,8.48,13.78,10.1,8.37
56041,2018,9527.0,11.41,27.7,14.99,9.99
56043,2018,3835.0,10.69,31.24,10.33,10.14
56045,2018,3188.0,11.57,38.3,9.13,9.44
72001,2018,3795.0,16.47,20.0,15.05,9.88
72003,2018,11595.0,9.27,18.36,9.69,14.65
72005,2018,13851.0,11.7,18.2,8.79,12.49
72007,2018,7575.0,6.97,21.97,16.25,14.11
72009,2018,6613.0,13.38,23.15,13.25,16.53
72011,2018,8679.0,10.87,28.87,8.16,14.52
72013,2018,22966.0,10.94,19.59,14.43,15.16
72015,2018,3711.0,10.24,17.87,23.74,10.75
72017,2018,5936.0,7.38,23.42,14.05,16.64
72019,2018,6545.0,14.3,28.02,12.99,12.01
72021,2018,65692.0,10.51,10.31,13.03,14.63
72023,2018,12208.0,11.18,18.14,10.99,18.43
72025,2018,46508.0,9.85,13.55,14.7,13.71
72027,2018,8543.0,9.14,22.95,11.19,17.84
72029,2018,14206.0,9.35,15.59,10.62,16.04
72031,2018,60147.0,9.96,10.16,10.77,13.34
72033,2018,7789.0,6.82,9.78,10.45,14.88
72035,2018,14176.0,10.95,21.07,15.7,13.43
72037,2018,3528.0,9.3,16.95,11.54,13.21
72039,2018,3383.0,17.91,19.45,13.6,11.53
72041,2018,12211.0,10.47,21.35,12.51,15.65
72043,2018,11633.0,10.51,30.75,9.59,10.99
72045,2018,4705.0,11.92,18.43,17.17,17.17
72047,2018,7925.0,13.1,21.34,12.38,13.55
72049,2018,588.0,9.35,12.93,12.07,2.04
72051,2018,11583.0,6.99,18.2,12.53,11.41
72053,2018,9827.0,10.66,14.39,10.57,11.61
72054,2018,3235.0,8.96,20.22,7.73,19.07
72055,2018,3433.0,17.1,15.55,13.08,16.78
72057,2018,9570.0,15.5,22.28,11.46,11.83
72059,2018,4677.0,15.39,20.61,16.04,9.07
72061,2018,35519.0,9.9,10.32,12.66,10.61
72063,2018,18000.0,9.25,19.0,14.89,11.66
72065,2018,12069.0,14.16,19.69,12.2,16.65
72067,2018,4781.0,14.64,13.28,14.72,16.31
72069,2018,14767.0,12.85,24.59,11.44,11.84
72071,2018,10784.0,11.4,15.39,13.71,14.92
72073,2018,3322.0,14.99,38.38,7.07,11.02
72075,2018,14754.0,10.19,26.75,14.33,13.46
72077,2018,11179.0,7.97,21.97,12.19,13.19
72079,2018,4605.0,9.23,22.15,13.83,14.29
72081,2018,6446.0,12.05,23.72,12.32,14.35
72083,2018,2150.0,13.58,20.42,15.12,11.53
72085,2018,10509.0,9.11,30.46,9.29,12.93
72087,2018,7500.0,10.97,11.16,16.44,13.87
72089,2018,5636.0,7.93,16.0,8.29,14.43
72091,2018,10984.0,7.22,21.97,16.33,15.49
72093,2018,1321.0,5.45,45.95,12.11,5.3
72095,2018,2227.0,14.64,20.61,11.23,11.72
72097,2018,18782.0,13.48,13.08,15.1,16.03
72099,2018,8993.0,10.75,20.97,9.37,15.79
72101,2018,8586.0,10.05,25.67,16.5,12.67
72103,2018,7043.0,8.53,21.58,10.61,11.76
72105,2018,7478.0,12.22,16.8,10.99,18.39
72107,2018,4412.0,13.6,28.94,9.52,13.51
72109,2018,4027.0,10.4,26.65,10.03,13.93
72111,2018,5089.0,15.6,22.05,18.16,9.9
72113,2018,38169.0,13.87,15.49,15.06,13.56
72115,2018,6797.0,10.18,21.29,10.27,16.52
72117,2018,4548.0,4.97,21.9,14.64,9.3
72119,2018,16592.0,8.17,15.8,11.12,14.68
72121,2018,5712.0,15.67,17.65,16.05,12.11
72123,2018,7949.0,10.1,26.17,10.67,13.66
72125,2018,8257.0,15.36,21.86,13.1,10.95
72127,2018,125905.0,10.6,10.32,12.57,11.15
72129,2018,11355.0,12.09,24.56,10.72,16.8
72131,2018,8619.0,12.34,23.53,12.6,13.73
72133,2018,7671.0,11.17,28.8,14.67,8.96
72135,2018,27034.0,10.4,11.96,13.5,14.4
72137,2018,28173.0,8.67,10.89,10.99,14.36
72139,2018,27167.0,11.34,11.17,13.83,13.6
72141,2018,6547.0,13.09,23.14,9.88,15.5
72143,2018,9815.0,8.01,18.83,13.04,15.74
72145,2018,14314.0,10.45,21.55,15.36,9.34
72147,2018,2487.0,7.08,11.9,8.32,5.43
72149,2018,6625.0,12.2,26.34,10.91,10.61
72151,2018,8044.0,11.96,27.65,13.94,9.65
72153,2018,8924.0,14.41,20.62,15.08,10.24
