COUNTYFP,year,totWrkE,eduP,hghRskP,hltCrP,retailP
21073,2018,24329.0,7.38,20.29,9.22,12.63
21075,2018,2223.0,11.29,23.44,11.07,12.69
21077,2018,3808.0,6.04,34.14,7.56,8.51
21079,2018,7471.0,9.58,29.94,17.9,9.81
21081,2018,10685.0,7.86,30.44,8.49,11.81
21083,2018,15639.0,8.37,27.9,15.21,11.11
21085,2018,10556.0,6.9,39.89,12.16,11.36
21087,2018,4562.0,7.39,33.54,14.53,15.08
21089,2018,14012.0,9.47,19.33,21.27,15.95
21091,2018,3628.0,8.71,43.5,12.51,8.79
21093,2018,47969.0,7.11,20.4,13.28,12.86
21095,2018,7489.0,12.87,22.85,20.5,11.56
21097,2018,8008.0,6.39,41.63,15.27,10.35
21099,2018,7096.0,7.43,38.73,10.68,10.17
21101,2018,20402.0,8.18,29.93,14.86,13.1
21103,2018,7058.0,6.67,28.27,17.26,12.69
21105,2018,1613.0,9.36,26.47,21.88,9.3
21107,2018,18721.0,9.57,29.37,17.41,11.46
21109,2018,4290.0,11.66,33.01,10.02,10.19
21111,2018,380718.0,8.52,17.65,14.77,11.1
21113,2018,24081.0,11.86,21.17,15.36,12.43
21115,2018,6854.0,12.58,17.86,18.14,15.16
21117,2018,83543.0,7.16,18.18,13.86,10.62
21119,2018,4626.0,14.09,17.88,18.7,12.19
21121,2018,10191.0,13.84,21.93,16.29,14.71
21123,2018,6287.0,4.9,34.13,10.8,13.85
21125,2018,23236.0,8.13,20.39,13.47,15.29
21127,2018,4679.0,8.78,23.1,14.6,12.89
21129,2018,1838.0,12.84,23.78,16.87,12.24
21131,2018,2880.0,12.88,23.37,21.42,10.59
21133,2018,6993.0,13.13,19.62,23.42,10.48
21135,2018,4590.0,9.02,35.12,17.78,10.09
21137,2018,9763.0,10.24,25.99,14.46,11.84
21139,2018,3955.0,8.47,26.09,13.12,13.83
21141,2018,10758.0,6.36,40.3,11.82,12.65
21143,2018,2857.0,5.99,24.61,9.59,16.84
21145,2018,28879.0,6.99,18.3,17.4,12.95
21147,2018,4407.0,7.03,23.64,13.61,16.2
21149,2018,3771.0,6.79,40.97,16.07,11.51
21151,2018,42056.0,14.91,20.65,13.97,11.7
21153,2018,3654.0,14.34,24.9,24.36,8.13
21155,2018,7751.0,9.2,40.34,11.75,7.92
21157,2018,12950.0,10.42,29.41,14.01,11.43
21159,2018,3099.0,16.2,18.84,12.65,18.46
21161,2018,7067.0,7.03,35.5,14.99,12.11
21163,2018,12105.0,8.68,27.23,13.63,10.73
21165,2018,2293.0,12.82,35.8,8.33,12.78
21167,2018,9480.0,6.99,35.04,15.26,10.03
21169,2018,3920.0,6.58,39.03,10.61,12.98
21171,2018,4397.0,7.71,43.89,12.42,10.85
21173,2018,11353.0,7.73,33.07,13.05,17.12
21175,2018,3671.0,13.29,26.34,16.75,12.64
21177,2018,11770.0,9.69,31.58,13.2,11.87
21179,2018,21821.0,5.88,34.45,13.45,10.78
21181,2018,2805.0,8.24,38.72,10.45,10.37
21183,2018,9628.0,8.64,36.95,13.17,12.22
21185,2018,31579.0,8.78,19.58,13.49,11.44
21187,2018,4098.0,8.37,36.24,13.49,8.44
21189,2018,1245.0,12.37,22.57,19.68,5.3
21191,2018,6375.0,6.98,30.82,10.68,15.58
21193,2018,8870.0,11.93,16.34,22.74,12.49
21195,2018,20501.0,13.26,22.43,15.58,14.85
21197,2018,4644.0,7.28,33.38,15.03,8.91
21199,2018,25191.0,7.85,22.14,17.93,13.04
21201,2018,916.0,10.26,43.45,9.39,7.75
21203,2018,6477.0,10.39,32.9,15.5,6.96
21205,2018,10065.0,15.14,20.5,16.01,13.3
21207,2018,6298.0,8.96,33.87,15.69,12.48
21209,2018,27517.0,10.34,34.76,11.04,8.22
21211,2018,22729.0,7.05,27.58,13.27,11.29
21213,2018,8242.0,5.39,36.8,10.83,12.44
21215,2018,9673.0,7.91,31.48,14.12,10.11
21217,2018,10231.0,13.2,25.56,13.05,17.77
21219,2018,4716.0,11.32,37.02,9.12,11.37
21221,2018,5750.0,7.23,28.12,16.31,14.1
21223,2018,3809.0,9.5,34.86,10.95,8.87
21225,2018,6230.0,6.79,41.09,14.85,10.71
21227,2018,62113.0,11.36,24.76,13.22,12.75
21229,2018,5751.0,10.05,37.47,14.4,10.94
21231,2018,7224.0,8.9,32.67,15.53,12.11
21233,2018,5143.0,7.52,39.67,13.98,9.49
21235,2018,12639.0,16.06,22.37,14.77,12.48
21237,2018,1788.0,14.37,23.77,9.28,8.72
21239,2018,13046.0,10.62,28.07,11.77,8.96
22001,2018,25356.0,7.88,31.05,13.32,14.03
22003,2018,8618.0,6.86,27.21,9.16,9.53
22005,2018,58813.0,8.47,26.78,13.89,11.85
22007,2018,9306.0,8.1,37.42,10.97,10.91
22009,2018,15018.0,7.89,18.91,18.54,12.32
22011,2018,14252.0,9.14,28.75,12.12,11.46
22013,2018,4710.0,10.21,27.32,16.58,9.77
22015,2018,54532.0,8.45,17.82,15.39,11.45
22017,2018,105145.0,8.68,15.78,18.59,12.38
22019,2018,90129.0,9.14,24.17,13.99,12.26
22021,2018,3385.0,13.71,19.7,16.01,8.15
22023,2018,3228.0,5.76,35.63,11.0,9.11
22025,2018,3522.0,9.06,33.02,16.04,11.39
22027,2018,5253.0,10.41,31.96,15.67,8.78
22029,2018,6939.0,7.26,20.87,15.74,14.99
22031,2018,10683.0,7.17,27.97,15.38,13.12
22033,2018,216944.0,10.81,16.84,13.63,12.03
22035,2018,1389.0,8.64,19.22,25.13,12.38
22037,2018,6589.0,9.56,26.26,14.65,10.88
22039,2018,11610.0,9.41,24.0,18.6,15.09
22041,2018,7087.0,7.34,30.86,17.69,10.2
22043,2018,7320.0,7.06,27.65,16.87,10.4
22045,2018,30536.0,6.6,29.04,12.87,13.9
22047,2018,12798.0,9.41,24.31,13.65,11.13
22049,2018,5470.0,10.27,30.57,16.49,11.1
22051,2018,209898.0,7.26,17.79,13.08,10.81
22053,2018,12222.0,10.11,28.78,13.94,11.42
22055,2018,119459.0,9.35,21.44,13.78,11.54
22057,2018,43293.0,8.93,30.2,13.37,10.56
22059,2018,4941.0,13.24,33.48,16.9,9.9
22061,2018,20890.0,18.15,16.23,15.04,9.63
22063,2018,63181.0,8.12,27.46,11.39,11.64
22065,2018,3670.0,10.54,18.09,18.07,10.11
22067,2018,9279.0,8.06,25.49,19.48,11.01
22069,2018,12249.0,11.92,30.1,12.36,14.25
22071,2018,178375.0,12.26,10.7,14.08,9.45
22073,2018,64233.0,10.68,15.01,16.7,12.61
22075,2018,10036.0,8.44,27.96,10.78,6.76
22077,2018,9243.0,6.77,31.92,14.1,10.84
22079,2018,53433.0,9.31,18.61,20.87,10.48
22081,2018,3153.0,8.37,33.05,16.27,12.65
22083,2018,7803.0,10.33,22.34,20.12,10.89
22085,2018,8103.0,9.22,33.49,10.79,13.35
22087,2018,18846.0,7.3,23.6,12.7,10.51
22089,2018,24444.0,8.42,27.27,11.81,10.86
22091,2018,3645.0,9.14,24.12,20.6,11.93
22093,2018,9012.0,4.83,34.96,11.52,11.43
22095,2018,19419.0,7.82,23.63,12.35,11.08
22097,2018,30347.0,8.62,20.22,18.99,13.44
22099,2018,23380.0,9.17,30.02,10.83,10.71
22101,2018,20144.0,7.82,30.66,10.75,11.57
22103,2018,117537.0,8.75,17.56,14.22,12.24
22105,2018,55675.0,9.36,18.67,14.96,14.31
22107,2018,1327.0,13.87,29.24,13.72,9.5
22109,2018,46729.0,8.33,27.55,12.66,14.09
22111,2018,8090.0,7.68,33.16,13.46,7.31
22113,2018,24497.0,8.32,28.67,12.98,12.12
22115,2018,17127.0,11.02,17.76,12.16,10.91
22117,2018,16678.0,9.84,21.55,14.47,11.67
22119,2018,15292.0,7.5,28.86,14.7,11.5
22121,2018,12329.0,7.89,29.15,12.34,12.09
22123,2018,3690.0,7.78,33.14,12.93,11.76
22125,2018,5731.0,8.83,18.43,14.81,8.97
22127,2018,5083.0,9.6,32.09,17.1,7.75
23001,2018,54039.0,10.53,18.88,17.29,13.55
23003,2018,29745.0,8.49,23.93,19.77,12.95
23005,2018,161323.0,10.64,13.81,16.56,12.68
23007,2018,14291.0,12.49,24.68,18.88,11.28
23009,2018,26731.0,9.82,20.55,16.15,13.03
23011,2018,58919.0,11.61,16.91,18.24,14.07
23013,2018,20100.0,8.41,22.46,15.44,12.61
23015,2018,16304.0,9.32,25.04,15.95,12.98
23017,2018,25819.0,10.22,23.72,15.9,14.08
23019,2018,72687.0,13.92,14.5,20.54,15.49
23021,2018,6334.0,9.47,30.04,19.58,12.0
23023,2018,18442.0,10.29,24.94,14.41,13.25
23025,2018,21928.0,9.56,27.93,17.22,12.96
23027,2018,18818.0,9.97,20.49,18.17,12.55
23029,2018,12876.0,10.07,29.02,16.67,10.66
23031,2018,106832.0,9.36,21.36,15.44,12.7
24001,2018,28820.0,10.87,16.69,16.88,11.63
24003,2018,292038.0,8.53,12.41,11.7,10.25
24005,2018,419089.0,10.51,11.97,16.89,10.53
24009,2018,46144.0,8.44,17.81,10.21,9.44
24011,2018,16036.0,8.84,23.78,15.36,12.3
24013,2018,87999.0,10.72,17.73,12.39,10.08
24015,2018,50467.0,9.36,20.75,13.38,11.91
24017,2018,79180.0,8.19,12.31,12.58,10.3
24019,2018,15209.0,8.99,22.37,15.56,10.59
24021,2018,131548.0,9.92,15.27,12.05,9.77
24023,2018,13734.0,8.18,24.42,14.02,9.25
24025,2018,129104.0,8.95,14.44,14.43,11.97
24027,2018,169065.0,11.81,9.72,13.02,7.77
24029,2018,9239.0,11.12,22.02,13.11,12.11
24031,2018,556263.0,9.3,9.07,12.39,7.65
24033,2018,480863.0,9.57,11.15,13.03,8.86
24035,2018,25639.0,9.36,20.36,12.1,9.59
24037,2018,54788.0,9.8,15.46,9.04,9.24
24039,2018,8707.0,14.86,16.44,14.8,10.08
24041,2018,17905.0,7.97,15.31,15.02,10.52
24043,2018,67191.0,8.04,17.21,13.45,11.92
24045,2018,49229.0,12.35,17.59,16.18,13.01
24047,2018,24042.0,8.28,16.23,10.89,13.32
24510,2018,279034.0,12.56,9.94,19.16,9.4
25001,2018,105075.0,8.37,15.13,16.5,13.39
25003,2018,64233.0,13.85,17.03,17.34,11.58
25005,2018,283422.0,9.23,19.87,17.51,12.75
25007,2018,8684.0,10.54,23.56,13.54,9.6
25009,2018,403439.0,9.33,17.15,16.34,10.85
25011,2018,36982.0,18.08,19.37,16.78,10.49
25013,2018,216101.0,10.48,17.81,19.02,11.98
25015,2018,84200.0,25.09,12.68,15.58,10.2
25017,2018,876744.0,13.69,15.04,14.88,8.7
25019,2018,6471.0,9.36,17.71,9.09,12.12
25021,2018,371989.0,11.65,12.62,16.49,9.6
25023,2018,264683.0,8.52,15.9,17.14,11.68
25025,2018,429529.0,12.22,9.41,17.6,8.5
25027,2018,418705.0,10.97,19.64,16.81,11.35
26001,2018,3372.0,3.17,26.19,15.51,11.0
26003,2018,3112.0,4.69,25.8,11.6,9.99
26005,2018,54935.0,6.07,38.94,12.03,9.73
26007,2018,12522.0,4.57,21.33,22.41,15.3
26009,2018,9807.0,6.08,28.99,13.81,11.51
26011,2018,5747.0,5.12,28.19,17.85,11.68
26013,2018,2772.0,8.84,21.43,19.01,13.6
26015,2018,28209.0,6.38,35.72,13.25,9.87
26017,2018,46741.0,6.54,24.46,18.58,13.04
26019,2018,7827.0,8.53,23.9,17.73,11.54
26021,2018,71586.0,9.41,30.49,13.63,10.44
26023,2018,18842.0,5.97,34.64,13.22,11.79
26025,2018,58671.0,7.9,28.88,14.04,12.51
26027,2018,23766.0,8.07,37.53,12.5,9.67
26029,2018,12240.0,6.27,29.14,15.26,10.86
26031,2018,10503.0,6.06,22.71,11.82,15.95
26033,2018,15179.0,10.12,15.55,14.86,13.58
26035,2018,10915.0,6.52,28.23,14.27,13.67
26037,2018,37744.0,11.56,20.75,13.09,9.6
26039,2018,5267.0,6.74,17.35,15.55,15.47
26041,2018,15640.0,8.71,23.15,15.93,14.02
26043,2018,11274.0,8.89,28.28,19.85,11.75
26045,2018,52908.0,9.0,23.38,13.43,11.34
26047,2018,16567.0,6.82,18.65,16.44,12.92
26049,2018,169798.0,7.97,23.43,17.55,13.37
26051,2018,8757.0,5.23,35.02,14.71,11.55
26053,2018,6008.0,6.91,26.96,16.98,11.35
26055,2018,46120.0,7.23,19.12,17.7,14.47
26057,2018,16042.0,12.05,27.28,17.94,8.3
26059,2018,19370.0,10.37,35.98,13.78,10.4
26061,2018,15245.0,20.12,16.67,14.96,12.49
26063,2018,13946.0,6.25,37.16,14.94,11.34
26065,2018,140932.0,17.38,14.66,11.52,10.13
26067,2018,28461.0,6.94,32.55,11.46,11.42
26069,2018,9238.0,5.23,26.76,14.32,14.71
26071,2018,4402.0,4.57,26.37,18.76,13.36
26073,2018,34086.0,17.0,18.71,13.06,10.78
26075,2018,67825.0,8.67,27.55,15.96,12.22
26077,2018,131460.0,11.42,22.79,15.77,11.0
26079,2018,7236.0,4.59,27.63,13.92,14.25
26081,2018,329336.0,8.15,25.18,15.09,11.04
26083,2018,844.0,9.6,17.18,18.01,14.34
26085,2018,3564.0,5.75,27.61,12.35,14.53
26087,2018,39162.0,7.01,36.35,12.66,10.8
26089,2018,9774.0,8.66,24.01,15.05,10.33
26091,2018,44374.0,10.17,29.26,15.14,11.58
26093,2018,96375.0,7.99,26.33,12.84,11.97
26095,2018,2111.0,5.45,17.95,18.1,13.55
26097,2018,4593.0,6.05,18.16,10.99,9.49
26099,2018,422419.0,5.91,27.27,14.88,11.29
26101,2018,9444.0,7.21,22.62,14.41,12.0
26103,2018,29934.0,10.29,17.23,17.85,13.28
26105,2018,12582.0,8.23,26.4,14.1,11.75
26107,2018,18646.0,14.46,26.6,14.59,12.4
26109,2018,10902.0,5.12,38.29,13.98,9.67
26111,2018,38234.0,8.41,29.89,15.92,9.78
26113,2018,6213.0,6.15,40.61,13.33,11.2
26115,2018,70306.0,7.61,30.94,15.17,10.19
26117,2018,26929.0,6.16,33.68,13.34,13.94
26119,2018,2894.0,5.67,27.4,15.48,13.23
26121,2018,74113.0,6.94,33.19,14.62,11.93
26123,2018,19795.0,8.04,34.68,12.64,10.8
26125,2018,638789.0,7.53,24.48,14.55,9.59
26127,2018,10708.0,7.79,40.74,11.32,9.19
26129,2018,7720.0,6.61,24.56,18.01,15.71
26131,2018,2066.0,5.86,22.12,18.2,10.89
26133,2018,9003.0,7.14,37.97,13.33,11.31
26135,2018,2839.0,4.65,35.68,9.72,11.62
26137,2018,10915.0,5.66,22.09,13.46,16.47
26139,2018,147178.0,8.75,33.12,12.9,9.6
26141,2018,4664.0,6.69,28.92,17.37,11.02
26143,2018,7595.0,8.1,21.78,10.72,19.05
26145,2018,82611.0,7.73,23.44,18.48,12.75
26147,2018,73196.0,6.7,33.63,14.17,11.68
26149,2018,28021.0,6.09,46.65,10.56,8.48
26151,2018,17802.0,5.57,39.33,13.41,12.83
26153,2018,2807.0,6.09,22.87,19.38,10.69
26155,2018,31824.0,8.23,28.67,14.42,12.47
26157,2018,22830.0,6.69,31.52,18.29,11.63
26159,2018,34169.0,8.02,32.99,12.76,11.11
26161,2018,187609.0,20.76,16.29,16.1,8.93
26163,2018,734480.0,6.96,23.06,15.65,10.61
26165,2018,14045.0,7.25,30.96,11.65,12.72
27001,2018,6207.0,7.23,23.7,18.5,12.24
27003,2018,189965.0,7.43,24.99,14.95,11.28
27005,2018,16399.0,8.95,28.12,17.41,12.49
27007,2018,21100.0,13.85,18.12,19.73,11.96
27009,2018,20722.0,7.65,25.36,17.86,12.91
27011,2018,2398.0,8.67,28.77,19.14,12.43
27013,2018,37545.0,11.83,21.53,18.32,12.26
27015,2018,13652.0,8.19,34.46,14.45,11.19
27017,2018,16640.0,8.88,19.28,19.8,10.29
27019,2018,56258.0,8.57,22.52,12.7,10.46
27021,2018,12283.0,7.27,23.51,16.36,12.07
27023,2018,6127.0,5.61,34.32,20.81,10.31
27025,2018,28762.0,7.37,28.26,17.77,10.42
27027,2018,34144.0,13.84,18.36,17.29,11.43
27029,2018,3790.0,8.79,32.77,17.6,9.97
27031,2018,2614.0,6.24,15.38,11.02,15.46
27033,2018,5395.0,6.21,41.13,17.02,11.53
27035,2018,30366.0,7.44,21.35,16.79,13.94
27037,2018,232877.0,7.83,17.41,13.58,11.26
27039,2018,11309.0,6.5,27.95,25.0,9.92
27041,2018,19219.0,7.48,27.47,16.57,12.75
27043,2018,7082.0,6.82,36.6,13.84,11.28
27045,2018,10666.0,6.8,30.67,23.62,9.34
27047,2018,15190.0,5.85,33.64,16.63,12.38
27049,2018,24004.0,6.11,30.99,17.81,9.19
27051,2018,2916.0,7.61,30.66,16.63,9.6
27053,2018,687713.0,9.41,16.46,14.47,10.89
27055,2018,10164.0,8.43,28.96,21.0,12.33
27057,2018,9600.0,9.26,24.21,16.96,12.28
27059,2018,19894.0,7.63,30.36,16.83,12.01
27061,2018,20192.0,8.25,24.36,18.71,12.17
27063,2018,5320.0,6.39,41.3,14.21,9.1
27065,2018,7742.0,7.61,28.82,18.41,10.5
27067,2018,21779.0,7.56,26.89,19.68,12.33
27069,2018,2247.0,8.59,36.49,11.88,15.62
27071,2018,5737.0,8.65,26.91,13.79,12.11
27073,2018,3381.0,7.42,32.12,18.37,12.36
27075,2018,4874.0,7.0,24.68,17.48,5.93
27077,2018,2063.0,4.36,34.13,9.65,16.87
27079,2018,14840.0,7.64,34.23,14.43,9.93
27081,2018,2847.0,8.71,34.53,14.51,8.82
27083,2018,13760.0,8.21,27.14,15.47,13.2
27085,2018,19095.0,5.74,35.86,16.33,10.4
27087,2018,2177.0,7.81,21.22,16.77,8.08
27089,2018,4805.0,7.7,37.61,13.65,9.47
27091,2018,10037.0,6.49,33.5,16.79,11.06
27093,2018,11563.0,7.01,38.7,15.97,9.35
27095,2018,12088.0,6.44,30.79,16.5,11.35
27097,2018,16432.0,6.8,30.71,16.95,11.08
27099,2018,19147.0,7.02,34.98,18.68,9.7
27101,2018,4252.0,7.38,35.47,15.26,10.68
27103,2018,19085.0,16.63,25.7,16.17,9.55
27105,2018,10632.0,7.23,43.59,11.46,11.67
27107,2018,3121.0,10.22,30.95,16.57,9.32
27109,2018,81361.0,7.48,14.02,38.8,10.42
27111,2018,28193.0,8.21,30.23,18.29,10.5
27113,2018,7658.0,6.96,28.99,12.48,13.38
27115,2018,12673.0,8.14,23.67,14.15,11.73
27117,2018,4384.0,7.92,32.66,16.51,10.4
27119,2018,15861.0,12.01,25.52,17.01,11.42
27121,2018,5636.0,6.81,32.67,16.68,11.41
27123,2018,281029.0,12.09,16.35,16.65,9.78
27125,2018,2000.0,8.5,32.5,12.25,12.65
27127,2018,7490.0,6.81,32.12,16.94,10.47
27129,2018,7327.0,6.67,38.35,14.96,9.8
27131,2018,34128.0,19.83,25.7,13.67,9.93
27133,2018,4788.0,9.42,30.83,16.83,11.36
27135,2018,8239.0,6.85,45.88,11.49,10.49
27137,2018,98063.0,9.74,17.64,20.62,11.9
27139,2018,78641.0,6.77,24.55,12.35,11.45
27141,2018,50434.0,7.0,28.0,14.25,11.73
27143,2018,7949.0,6.37,41.88,13.88,8.57
27145,2018,85674.0,11.04,24.29,16.39,12.7
27147,2018,18903.0,6.5,34.09,13.28,11.62
27149,2018,5254.0,15.07,30.72,16.43,8.53
27151,2018,4799.0,6.27,33.05,16.32,10.44
27153,2018,11127.0,7.54,36.19,16.05,9.86
27155,2018,1650.0,7.76,32.06,19.03,8.48
27157,2018,11302.0,5.72,29.92,23.77,9.87
27159,2018,6034.0,6.96,32.65,18.21,11.29
27161,2018,9280.0,8.46,35.46,16.67,10.14
27163,2018,135605.0,8.03,21.34,14.7,10.91
27165,2018,5591.0,7.28,40.58,14.2,11.97
27167,2018,3226.0,11.56,34.62,13.02,9.86
27169,2018,28612.0,10.57,29.01,17.25,11.57
27171,2018,71417.0,6.64,29.66,14.3,11.38
27173,2018,4913.0,6.68,32.06,17.5,9.18
28001,2018,10424.0,11.36,18.25,13.72,14.1
28003,2018,14849.0,5.48,31.81,17.7,11.72
28005,2018,4402.0,9.63,31.92,18.63,7.45
28007,2018,6634.0,9.89,34.26,13.97,10.66
28009,2018,2917.0,6.0,32.91,14.19,13.44
28011,2018,10794.0,14.91,22.65,15.68,13.23
28013,2018,5365.0,5.5,45.35,13.77,9.77
28015,2018,3466.0,11.8,30.12,10.16,5.71
28017,2018,6729.0,6.42,47.69,10.89,12.23
28019,2018,3097.0,12.92,33.45,15.14,13.63
28021,2018,2538.0,24.15,20.61,13.83,9.3
28023,2018,6337.0,8.14,28.12,22.12,12.48
28025,2018,7546.0,8.93,34.88,11.34,10.19
28027,2018,8393.0,11.07,19.54,19.59,11.72
28029,2018,10523.0,8.12,27.63,14.89,12.26
28031,2018,7289.0,10.8,33.32,11.19,14.64
28033,2018,87555.0,7.53,18.52,13.34,11.98
28035,2018,32291.0,12.41,16.09,16.73,14.11
28037,2018,2727.0,7.59,30.84,16.43,10.05
28039,2018,8266.0,8.34,34.25,13.42,14.36
28041,2018,3903.0,7.43,41.05,13.48,5.59
28043,2018,8341.0,9.48,29.78,15.89,12.06
28045,2018,19029.0,9.51,22.46,10.04,12.3
28047,2018,84189.0,6.56,16.04,13.21,11.98
28049,2018,105648.0,9.86,14.57,18.07,10.8
28051,2018,4777.0,11.2,32.45,16.56,8.85
28053,2018,2797.0,8.87,29.25,13.59,15.02
28055,2018,358.0,5.87,48.6,11.17,0.84
28057,2018,9509.0,8.76,35.48,12.59,10.37
28059,2018,61405.0,8.5,26.98,12.5,10.89
28061,2018,6375.0,7.65,40.39,16.2,9.16
28063,2018,1865.0,28.36,17.96,21.13,10.24
28065,2018,4200.0,10.62,28.12,18.4,12.79
28067,2018,27855.0,10.08,29.68,14.86,13.82
28069,2018,3499.0,9.09,30.75,15.55,6.49
28071,2018,24456.0,20.85,13.6,13.73,9.65
28073,2018,27694.0,13.98,20.18,16.2,11.63
28075,2018,31112.0,9.82,18.08,18.63,14.24
28077,2018,4716.0,9.94,38.78,15.29,9.37
28079,2018,8521.0,7.65,33.04,12.15,11.55
28081,2018,38207.0,7.15,28.36,16.65,11.84
28083,2018,9178.0,11.93,26.01,14.52,11.75
28085,2018,12850.0,9.15,22.69,19.13,15.27
28087,2018,24037.0,10.11,25.23,13.2,13.55
28089,2018,52097.0,9.2,18.46,18.79,9.44
28091,2018,8786.0,7.91,29.36,14.38,12.91
28093,2018,14243.0,7.4,30.51,12.05,11.73
28095,2018,14371.0,6.71,37.72,16.12,11.19
28097,2018,3886.0,15.31,28.36,14.69,9.86
28099,2018,12025.0,12.03,23.58,16.02,11.47
28101,2018,8250.0,11.6,29.62,15.84,12.58
28103,2018,4046.0,4.92,42.29,14.34,8.95
28105,2018,20852.0,31.31,11.98,10.85,8.83
28107,2018,12702.0,11.38,31.57,13.28,11.76
28109,2018,21599.0,10.26,22.39,13.11,12.68
28111,2018,4591.0,9.41,29.51,12.81,9.19
28113,2018,13927.0,7.58,25.4,13.29,17.17
28115,2018,13183.0,7.11,37.02,11.31,14.13
28117,2018,9661.0,8.52,32.4,15.33,11.08
28119,2018,2280.0,8.6,24.21,11.97,10.7
28121,2018,73418.0,8.38,18.47,17.35,10.11
28123,2018,11360.0,4.47,40.33,12.26,10.67
28125,2018,1489.0,15.45,30.02,16.12,8.8
28127,2018,10649.0,5.7,27.66,18.85,12.12
28129,2018,6563.0,7.86,41.14,15.36,6.89
28131,2018,7874.0,14.22,27.11,12.57,9.02
28133,2018,8173.0,11.29,20.87,16.02,12.85
28135,2018,3833.0,8.92,31.25,12.99,8.97
28137,2018,12012.0,12.09,23.51,14.09,14.28
28139,2018,8853.0,9.79,37.17,13.46,13.23
28141,2018,7801.0,5.67,36.64,13.92,14.23
28143,2018,4156.0,9.65,13.86,8.18,8.64
28145,2018,12120.0,10.44,33.65,11.39,15.17
28147,2018,5459.0,8.9,29.95,10.57,11.47
28149,2018,19368.0,9.05,23.9,12.56,9.23
28151,2018,17133.0,10.27,16.66,17.59,15.3
28153,2018,8174.0,10.11,35.7,10.63,12.23
28155,2018,3740.0,13.85,27.19,14.36,13.42
28157,2018,2468.0,12.4,29.25,16.37,12.88
28159,2018,7181.0,11.88,31.76,14.15,11.84
28161,2018,5442.0,6.91,40.7,13.67,9.85
28163,2018,8109.0,7.21,30.35,18.68,8.69
29001,2018,10827.0,20.81,17.01,15.71,11.36
29003,2018,8476.0,9.64,28.54,16.68,10.52
29005,2018,2649.0,10.23,30.88,13.59,10.99
29007,2018,10751.0,7.84,31.01,16.18,10.98
29009,2018,14590.0,7.15,36.99,9.88,12.54
29011,2018,5195.0,9.59,35.55,10.51,13.03
29013,2018,7612.0,5.56,31.36,13.99,12.26
29015,2018,6573.0,10.19,25.29,17.48,15.75
29017,2018,5059.0,6.7,31.33,14.83,13.74
29019,2018,93375.0,17.72,11.96,17.08,11.62
29021,2018,41913.0,7.21,26.43,16.16,11.98
29023,2018,17067.0,8.37,23.19,21.08,16.19
29025,2018,3874.0,8.91,27.16,13.11,13.81
29027,2018,20425.0,9.44,20.2,15.64,12.13
29029,2018,18231.0,6.94,18.88,12.7,19.44
29031,2018,37627.0,11.8,18.55,19.88,11.1
29033,2018,3699.0,10.57,30.49,16.63,10.35
29035,2018,2433.0,9.91,30.7,14.02,11.14
29037,2018,50661.0,7.71,22.39,13.05,11.53
29039,2018,5243.0,7.44,30.69,12.47,11.01
29041,2018,3158.0,11.05,31.0,12.51,12.16
29043,2018,40014.0,8.03,17.72,17.34,13.58
29045,2018,3267.0,6.46,38.51,13.5,12.06
29047,2018,125517.0,8.45,16.96,13.46,11.54
29049,2018,9424.0,7.0,26.4,16.29,10.69
29051,2018,37467.0,7.7,16.21,11.91,11.76
29053,2018,7669.0,9.51,20.64,16.66,11.59
29055,2018,9443.0,7.13,31.08,13.94,12.19
29057,2018,3106.0,8.15,31.36,16.65,9.43
29059,2018,6197.0,6.57,26.42,10.63,15.25
29061,2018,3510.0,8.26,31.57,13.3,11.31
29063,2018,4276.0,6.41,27.41,14.55,11.93
29065,2018,6230.0,7.51,25.67,22.3,14.88
29067,2018,4802.0,7.12,32.3,8.89,16.43
29069,2018,11346.0,8.96,28.42,18.86,13.89
29071,2018,50288.0,6.86,32.91,12.38,12.06
29073,2018,6891.0,7.71,33.06,14.98,10.43
29075,2018,3026.0,10.21,27.0,21.51,10.11
29077,2018,138126.0,9.47,15.28,16.56,13.22
29079,2018,4590.0,10.78,32.88,11.24,10.57
29081,2018,3769.0,11.28,26.98,19.53,12.63
29083,2018,8831.0,8.62,28.64,14.31,11.75
29085,2018,3258.0,8.23,24.8,13.93,12.8
29087,2018,2063.0,7.56,32.96,13.14,13.04
29089,2018,4727.0,14.89,23.97,18.38,11.04
29091,2018,16617.0,7.64,22.93,19.76,10.99
29093,2018,3884.0,8.11,28.4,19.21,10.45
29095,2018,343721.0,7.63,16.22,14.92,11.68
29097,2018,56742.0,8.45,25.73,13.3,13.16
29099,2018,110438.0,7.72,23.31,14.58,11.23
29101,2018,24266.0,15.11,19.83,13.01,12.0
29103,2018,1575.0,8.32,26.22,16.44,12.51
29105,2018,15006.0,7.97,32.29,12.49,12.43
29107,2018,15313.0,8.39,28.79,13.53,11.2
29109,2018,16841.0,6.98,31.86,16.06,10.08
29111,2018,4637.0,12.81,27.04,14.75,12.7
29113,2018,26349.0,6.45,30.92,11.15,12.77
29115,2018,5496.0,7.59,29.6,13.43,11.14
29117,2018,6605.0,7.63,23.27,15.37,11.75
29119,2018,9408.0,6.23,36.12,8.95,18.06
29121,2018,6363.0,9.26,31.12,12.48,13.77
29123,2018,5035.0,6.16,31.6,16.94,11.94
29125,2018,3677.0,8.76,29.89,12.18,15.07
