COUNTYFP,dissim.b,inter.bw,iso.b,dissim.h,inter.hw,iso.h,dissim.a,inter.aw,iso.a
48315,0.3,0.63,0.31,0.27,0.66,0.05,0.0,0.0,0.0
48317,0.41,0.45,0.01,0.23,0.5,0.49,0.59,0.72,0.0
48319,0.56,0.6,0.0,0.32,0.67,0.28,0.44,0.63,0.03
48321,0.42,0.4,0.19,0.25,0.4,0.48,0.73,0.34,0.08
48323,0.44,0.03,0.01,0.34,0.02,0.95,0.59,0.05,0.03
48325,0.59,0.41,0.08,0.14,0.42,0.54,0.34,0.46,0.01
48327,0.0,0.62,0.01,0.0,0.62,0.34,0.0,0.0,0.0
48329,0.54,0.33,0.12,0.37,0.38,0.52,0.38,0.5,0.04
48331,0.32,0.58,0.13,0.17,0.61,0.28,0.5,0.67,0.02
48333,0.61,0.9,0.01,0.25,0.76,0.23,0.61,0.9,0.0
48335,0.26,0.43,0.12,0.19,0.46,0.41,0.27,0.43,0.0
48337,0.34,0.84,0.01,0.3,0.82,0.15,0.0,0.0,0.0
48339,0.38,0.61,0.08,0.29,0.59,0.31,0.4,0.69,0.05
48341,0.5,0.27,0.06,0.19,0.32,0.56,0.15,0.31,0.09
48343,0.17,0.62,0.25,0.25,0.6,0.11,0.42,0.61,0.0
48345,0.0,0.74,0.02,0.0,0.74,0.19,0.0,0.0,0.0
48347,0.47,0.44,0.33,0.4,0.5,0.28,0.47,0.61,0.05
48349,0.27,0.55,0.16,0.35,0.48,0.36,0.71,0.46,0.03
48351,0.38,0.64,0.29,0.21,0.71,0.04,0.63,0.68,0.04
48353,0.56,0.4,0.09,0.32,0.49,0.43,0.7,0.38,0.01
48355,0.44,0.26,0.07,0.38,0.23,0.7,0.48,0.38,0.06
48357,0.77,0.28,0.0,0.24,0.38,0.6,0.3,0.64,0.0
48359,0.0,0.75,0.05,0.0,0.75,0.17,0.0,0.75,0.0
48361,0.74,0.5,0.39,0.25,0.79,0.1,0.62,0.74,0.08
48363,0.61,0.57,0.06,0.35,0.66,0.27,0.66,0.57,0.02
48365,0.28,0.69,0.22,0.25,0.71,0.11,0.6,0.64,0.0
48367,0.49,0.78,0.03,0.25,0.8,0.15,0.58,0.83,0.02
48369,0.17,0.34,0.01,0.23,0.33,0.64,0.34,0.45,0.01
48371,0.56,0.26,0.08,0.22,0.23,0.71,0.15,0.35,0.01
48373,0.49,0.57,0.18,0.35,0.62,0.2,0.66,0.68,0.03
48375,0.59,0.31,0.2,0.52,0.31,0.53,0.64,0.32,0.28
48377,0.0,0.0,0.0,0.41,0.12,0.85,0.03,0.21,0.04
48379,0.1,0.85,0.03,0.06,0.85,0.09,0.58,0.83,0.0
48381,0.5,0.62,0.07,0.24,0.67,0.25,0.39,0.7,0.03
48383,0.0,0.28,0.01,0.0,0.28,0.71,0.0,0.0,0.0
48385,0.0,0.8,0.0,0.0,0.8,0.2,0.0,0.8,0.0
48387,0.48,0.61,0.28,0.24,0.7,0.08,0.5,0.86,0.0
48389,0.29,0.21,0.03,0.16,0.2,0.76,0.37,0.24,0.03
48391,0.38,0.37,0.07,0.19,0.4,0.51,0.39,0.52,0.0
48393,0.0,0.0,0.0,0.0,0.82,0.14,0.0,0.82,0.01
48395,0.52,0.42,0.28,0.49,0.43,0.3,0.49,0.77,0.01
48397,0.35,0.67,0.09,0.25,0.65,0.22,0.24,0.7,0.03
48399,0.43,0.6,0.06,0.2,0.58,0.37,0.38,0.54,0.0
48401,0.22,0.61,0.2,0.25,0.59,0.2,0.66,0.57,0.02
48403,0.08,0.86,0.06,0.31,0.84,0.06,0.0,0.0,0.0
48405,0.49,0.51,0.37,0.33,0.6,0.09,0.0,0.0,0.0
48407,0.12,0.74,0.11,0.17,0.72,0.15,0.0,0.0,0.0
48409,0.38,0.42,0.03,0.34,0.33,0.64,0.4,0.42,0.02
48411,0.23,0.68,0.03,0.21,0.62,0.33,0.62,0.56,0.0
48413,0.0,0.47,0.0,0.0,0.47,0.52,0.0,0.0,0.0
48415,0.41,0.45,0.06,0.27,0.49,0.43,0.75,0.46,0.01
48417,0.0,0.85,0.0,0.0,0.85,0.12,0.0,0.85,0.0
48419,0.32,0.53,0.24,0.31,0.55,0.23,0.72,0.43,0.06
48421,0.0,0.56,0.0,0.0,0.56,0.43,0.0,0.0,0.0
48423,0.47,0.43,0.31,0.51,0.42,0.35,0.49,0.67,0.05
48425,0.2,0.78,0.01,0.02,0.79,0.19,0.2,0.78,0.0
48427,0.54,0.02,0.0,0.41,0.01,0.99,0.74,0.01,0.01
48429,0.07,0.74,0.03,0.3,0.66,0.29,0.66,0.63,0.01
48431,0.0,0.53,0.0,0.0,0.53,0.45,0.0,0.0,0.0
48433,0.0,0.78,0.03,0.0,0.78,0.18,0.0,0.0,0.0
48435,0.0,0.38,0.0,0.0,0.38,0.62,0.0,0.0,0.0
48437,0.14,0.48,0.06,0.18,0.45,0.47,0.03,0.48,0.0
48439,0.53,0.34,0.3,0.45,0.35,0.43,0.41,0.46,0.1
48441,0.36,0.58,0.12,0.33,0.56,0.33,0.37,0.65,0.04
48443,0.0,0.31,0.03,0.0,0.31,0.64,0.0,0.0,0.0
48445,0.39,0.3,0.07,0.19,0.38,0.56,0.0,0.0,0.0
48447,0.0,0.82,0.01,0.0,0.82,0.15,0.0,0.0,0.0
48449,0.46,0.34,0.14,0.36,0.39,0.48,0.46,0.56,0.02
48451,0.46,0.47,0.08,0.32,0.47,0.46,0.42,0.56,0.03
48453,0.53,0.36,0.15,0.46,0.36,0.47,0.38,0.52,0.13
48455,0.42,0.63,0.18,0.33,0.67,0.15,0.65,0.87,0.03
48457,0.44,0.7,0.18,0.43,0.71,0.12,0.32,0.79,0.0
48459,0.29,0.77,0.12,0.14,0.79,0.1,0.48,0.82,0.01
48461,0.31,0.37,0.07,0.28,0.38,0.54,0.23,0.54,0.01
48463,0.56,0.22,0.01,0.37,0.23,0.75,0.4,0.28,0.02
48465,0.36,0.22,0.03,0.38,0.14,0.84,0.38,0.2,0.01
48467,0.37,0.82,0.06,0.17,0.83,0.12,0.62,0.86,0.02
48469,0.46,0.35,0.08,0.37,0.37,0.54,0.51,0.51,0.03
48471,0.2,0.53,0.25,0.25,0.51,0.22,0.6,0.53,0.04
48473,0.44,0.27,0.46,0.24,0.43,0.34,0.29,0.5,0.01
48475,0.19,0.4,0.05,0.15,0.39,0.54,0.63,0.4,0.02
48477,0.26,0.6,0.2,0.19,0.61,0.17,0.54,0.62,0.04
48479,0.58,0.06,0.01,0.35,0.03,0.96,0.6,0.06,0.03
48481,0.42,0.38,0.25,0.2,0.43,0.44,0.61,0.38,0.02
48483,0.48,0.68,0.05,0.08,0.68,0.27,0.34,0.68,0.0
48485,0.44,0.54,0.2,0.31,0.58,0.26,0.41,0.66,0.04
48487,0.25,0.56,0.13,0.21,0.54,0.34,0.73,0.54,0.03
48489,0.63,0.13,0.02,0.1,0.11,0.88,0.0,0.0,0.0
48491,0.38,0.53,0.09,0.25,0.55,0.29,0.45,0.56,0.15
48493,0.23,0.62,0.02,0.26,0.51,0.46,0.71,0.53,0.01
48495,0.22,0.35,0.02,0.18,0.34,0.62,0.0,0.0,0.0
48497,0.55,0.71,0.03,0.26,0.72,0.24,0.53,0.7,0.01
48499,0.63,0.72,0.16,0.17,0.81,0.12,0.66,0.85,0.01
48501,0.29,0.29,0.0,0.1,0.32,0.66,0.71,0.43,0.0
48503,0.42,0.74,0.05,0.11,0.77,0.19,0.35,0.81,0.01
48505,0.0,0.0,0.0,0.33,0.04,0.94,0.54,0.05,0.03
48507,0.86,0.01,0.01,0.71,0.04,0.95,0.71,0.09,0.0
49001,0.0,0.0,0.0,0.1,0.87,0.12,0.53,0.85,0.01
49003,0.61,0.82,0.02,0.25,0.84,0.12,0.25,0.85,0.01
49005,0.54,0.78,0.02,0.3,0.78,0.15,0.47,0.79,0.04
49007,0.48,0.82,0.01,0.09,0.83,0.14,0.56,0.77,0.01
49009,0.0,0.94,0.0,0.0,0.94,0.03,0.0,0.0,0.0
49011,0.41,0.81,0.03,0.31,0.79,0.14,0.26,0.82,0.02
49013,0.25,0.82,0.01,0.2,0.83,0.09,0.32,0.82,0.01
49015,0.51,0.94,0.0,0.25,0.9,0.08,0.58,0.9,0.02
49017,0.14,0.89,0.0,0.13,0.89,0.06,0.27,0.88,0.0
49019,0.62,0.71,0.01,0.46,0.74,0.17,0.28,0.78,0.02
49021,0.46,0.85,0.02,0.29,0.82,0.12,0.34,0.89,0.01
49023,0.09,0.93,0.0,0.19,0.92,0.05,0.0,0.0,0.0
49025,0.33,0.9,0.0,0.01,0.92,0.05,0.29,0.9,0.01
49027,0.0,0.0,0.0,0.11,0.83,0.14,0.24,0.83,0.01
49029,0.12,0.95,0.01,0.12,0.95,0.03,0.12,0.95,0.0
49031,0.0,0.97,0.0,0.0,0.97,0.02,0.0,0.0,0.0
49033,0.0,0.0,0.0,0.0,0.87,0.11,0.0,0.0,0.0
49035,0.51,0.62,0.05,0.43,0.58,0.3,0.36,0.65,0.07
49037,0.19,0.78,0.0,0.22,0.67,0.09,0.98,0.01,0.01
49039,0.45,0.8,0.02,0.32,0.81,0.14,0.18,0.85,0.01
49041,0.35,0.92,0.01,0.12,0.92,0.06,0.28,0.91,0.0
49043,0.5,0.78,0.02,0.26,0.8,0.16,0.43,0.84,0.03
49045,0.31,0.79,0.01,0.23,0.77,0.18,0.34,0.85,0.01
49047,0.31,0.81,0.01,0.24,0.81,0.11,0.48,0.84,0.01
49049,0.48,0.79,0.01,0.3,0.76,0.18,0.4,0.8,0.03
49051,0.62,0.8,0.0,0.23,0.81,0.16,0.41,0.82,0.02
49053,0.5,0.8,0.02,0.31,0.8,0.14,0.29,0.84,0.01
49055,0.0,0.91,0.0,0.0,0.91,0.06,0.0,0.91,0.0
49057,0.5,0.69,0.03,0.4,0.64,0.3,0.43,0.75,0.02
50001,0.48,0.88,0.02,0.3,0.89,0.04,0.48,0.86,0.05
50003,0.58,0.9,0.02,0.4,0.92,0.03,0.43,0.93,0.02
50005,0.38,0.93,0.02,0.35,0.94,0.02,0.32,0.94,0.01
50007,0.42,0.82,0.06,0.29,0.86,0.04,0.41,0.82,0.09
50009,0.56,0.93,0.03,0.13,0.95,0.02,0.4,0.94,0.01
50011,0.73,0.91,0.02,0.36,0.92,0.02,0.5,0.92,0.01
50013,0.24,0.92,0.01,0.16,0.92,0.02,0.01,0.93,0.0
50015,0.41,0.93,0.02,0.2,0.94,0.02,0.51,0.95,0.02
50017,0.52,0.93,0.02,0.28,0.95,0.02,0.47,0.95,0.01
50019,0.34,0.95,0.01,0.49,0.94,0.03,0.59,0.95,0.01
50021,0.54,0.94,0.03,0.32,0.95,0.02,0.51,0.94,0.04
50023,0.39,0.93,0.02,0.2,0.94,0.02,0.36,0.93,0.01
50025,0.52,0.91,0.03,0.3,0.92,0.04,0.41,0.92,0.02
50027,0.39,0.94,0.01,0.3,0.94,0.02,0.52,0.92,0.02
51001,0.27,0.53,0.35,0.39,0.49,0.14,0.32,0.75,0.0
51003,0.36,0.7,0.16,0.39,0.67,0.12,0.37,0.7,0.11
51005,0.33,0.87,0.08,0.58,0.84,0.04,0.69,0.86,0.0
51007,0.09,0.74,0.22,0.47,0.72,0.06,0.0,0.0,0.0
51009,0.15,0.73,0.2,0.31,0.75,0.03,0.37,0.75,0.01
51011,0.05,0.76,0.2,0.11,0.77,0.02,0.56,0.77,0.0
51013,0.49,0.46,0.18,0.37,0.51,0.23,0.3,0.58,0.14
51015,0.45,0.83,0.11,0.31,0.89,0.04,0.49,0.91,0.01
51017,0.0,0.92,0.02,0.0,0.92,0.04,0.0,0.92,0.0
51019,0.31,0.84,0.11,0.3,0.88,0.03,0.64,0.83,0.08
51021,0.39,0.95,0.03,0.17,0.96,0.01,0.39,0.95,0.0
51023,0.3,0.91,0.04,0.4,0.89,0.03,0.6,0.87,0.03
51025,0.22,0.39,0.56,0.44,0.36,0.03,0.89,0.36,0.05
51027,0.54,0.9,0.07,0.51,0.9,0.01,0.7,0.92,0.03
51029,0.19,0.59,0.37,0.35,0.65,0.04,0.18,0.63,0.0
51031,0.18,0.77,0.18,0.39,0.78,0.04,0.5,0.81,0.02
51033,0.13,0.62,0.29,0.29,0.63,0.07,0.27,0.65,0.01
51035,0.59,0.9,0.01,0.31,0.92,0.06,0.65,0.96,0.0
51036,0.12,0.41,0.47,0.26,0.4,0.02,0.1,0.43,0.0
51037,0.04,0.68,0.29,0.46,0.65,0.04,0.02,0.68,0.0
51041,0.4,0.5,0.33,0.45,0.49,0.16,0.37,0.63,0.06
51043,0.23,0.84,0.06,0.33,0.83,0.07,0.32,0.83,0.01
51045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
51047,0.22,0.66,0.16,0.38,0.63,0.15,0.36,0.7,0.02
51049,0.01,0.63,0.32,0.09,0.63,0.0,0.23,0.63,0.01
51051,0.48,0.96,0.01,0.41,0.96,0.02,0.71,0.97,0.0
51053,0.25,0.57,0.36,0.56,0.51,0.07,0.19,0.59,0.01
51057,0.18,0.53,0.41,0.4,0.61,0.07,0.55,0.51,0.01
51059,0.43,0.42,0.16,0.42,0.4,0.27,0.29,0.48,0.24
51061,0.18,0.79,0.08,0.28,0.76,0.11,0.32,0.79,0.02
51063,0.23,0.92,0.02,0.12,0.93,0.03,0.6,0.93,0.0
51065,0.19,0.77,0.15,0.29,0.74,0.05,0.52,0.81,0.02
51067,0.36,0.81,0.13,0.35,0.84,0.04,0.64,0.9,0.01
51069,0.28,0.8,0.06,0.3,0.78,0.13,0.3,0.84,0.02
51071,0.36,0.93,0.03,0.29,0.94,0.02,0.62,0.98,0.01
51073,0.2,0.84,0.1,0.27,0.85,0.05,0.48,0.84,0.02
51075,0.28,0.73,0.22,0.17,0.79,0.03,0.51,0.85,0.03
51077,0.47,0.87,0.1,0.22,0.9,0.04,0.6,0.92,0.01
51079,0.15,0.82,0.06,0.22,0.81,0.07,0.45,0.79,0.03
51081,0.14,0.36,0.6,0.36,0.32,0.03,0.8,0.28,0.0
51083,0.22,0.56,0.38,0.48,0.55,0.05,0.47,0.67,0.02
51085,0.22,0.81,0.12,0.37,0.78,0.08,0.23,0.84,0.02
51087,0.57,0.34,0.55,0.41,0.5,0.13,0.41,0.6,0.18
51089,0.23,0.65,0.27,0.43,0.65,0.09,0.58,0.72,0.03
51091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51093,0.21,0.67,0.26,0.3,0.71,0.04,0.32,0.73,0.01
51095,0.34,0.68,0.19,0.22,0.7,0.07,0.22,0.79,0.03
51097,0.28,0.61,0.29,0.22,0.63,0.03,0.0,0.0,0.0
51099,0.18,0.72,0.18,0.22,0.72,0.06,0.19,0.76,0.02
51101,0.15,0.74,0.18,0.25,0.79,0.02,0.4,0.81,0.03
51103,0.15,0.66,0.33,0.3,0.63,0.01,0.21,0.65,0.01
51105,0.75,0.76,0.16,0.65,0.78,0.06,0.72,0.96,0.01
51107,0.25,0.54,0.09,0.38,0.49,0.23,0.38,0.48,0.27
51109,0.23,0.74,0.17,0.24,0.75,0.03,0.4,0.77,0.01
51111,0.02,0.6,0.31,0.4,0.55,0.08,0.51,0.53,0.08
51113,0.09,0.85,0.07,0.15,0.85,0.03,0.33,0.84,0.01
51115,0.26,0.85,0.13,0.45,0.88,0.02,0.45,0.88,0.01
51117,0.18,0.57,0.38,0.47,0.58,0.06,0.7,0.66,0.0
51119,0.27,0.75,0.2,0.39,0.77,0.01,0.53,0.72,0.0
51121,0.29,0.81,0.06,0.24,0.81,0.04,0.43,0.76,0.12
51125,0.28,0.78,0.16,0.2,0.8,0.05,0.36,0.87,0.01
51127,0.02,0.79,0.11,0.25,0.78,0.04,0.31,0.81,0.02
51131,0.05,0.54,0.34,0.07,0.54,0.09,0.33,0.52,0.01
51133,0.1,0.69,0.28,0.21,0.71,0.01,0.3,0.7,0.0
51135,0.18,0.52,0.42,0.22,0.51,0.05,0.22,0.59,0.0
51137,0.15,0.77,0.13,0.14,0.78,0.05,0.51,0.8,0.02
51139,0.47,0.93,0.04,0.26,0.94,0.03,0.61,0.92,0.02
51141,0.17,0.89,0.06,0.13,0.89,0.03,0.15,0.9,0.0
51143,0.29,0.68,0.26,0.33,0.7,0.04,0.61,0.75,0.01
51145,0.54,0.59,0.35,0.34,0.76,0.03,0.56,0.68,0.01
51147,0.14,0.59,0.35,0.53,0.57,0.11,0.4,0.69,0.02
51149,0.2,0.53,0.32,0.38,0.49,0.12,0.33,0.51,0.02
51153,0.37,0.37,0.27,0.43,0.35,0.33,0.28,0.42,0.1
51155,0.17,0.91,0.05,0.3,0.89,0.03,0.38,0.91,0.01
51157,0.17,0.88,0.05,0.01,0.89,0.04,0.4,0.87,0.02
51159,0.06,0.61,0.28,0.3,0.59,0.09,0.55,0.57,0.01
51161,0.29,0.83,0.08,0.35,0.83,0.05,0.4,0.85,0.06
51163,0.41,0.9,0.06,0.19,0.92,0.02,0.21,0.94,0.01
51165,0.44,0.88,0.04,0.39,0.82,0.14,0.57,0.85,0.02
51167,0.34,0.96,0.02,0.32,0.97,0.01,0.0,0.0,0.0
51169,0.5,0.95,0.02,0.43,0.96,0.03,0.66,0.95,0.01
51171,0.28,0.84,0.03,0.34,0.84,0.1,0.51,0.82,0.02
51173,0.4,0.92,0.04,0.27,0.94,0.03,0.63,0.92,0.01
51175,0.12,0.59,0.34,0.36,0.58,0.02,0.61,0.67,0.01
51177,0.2,0.66,0.18,0.23,0.66,0.11,0.35,0.64,0.04
51179,0.25,0.58,0.2,0.31,0.55,0.16,0.27,0.57,0.04
51181,0.01,0.52,0.45,0.31,0.52,0.01,0.41,0.53,0.0
51183,0.14,0.37,0.57,0.26,0.37,0.04,0.69,0.38,0.02
51185,0.49,0.9,0.06,0.46,0.92,0.02,0.59,0.94,0.02
51187,0.42,0.82,0.08,0.32,0.84,0.06,0.27,0.87,0.02
51191,0.5,0.92,0.03,0.38,0.94,0.02,0.49,0.93,0.01
51193,0.25,0.61,0.33,0.42,0.64,0.14,0.26,0.66,0.01
51195,0.5,0.85,0.12,0.32,0.91,0.02,0.53,0.93,0.01
51197,0.36,0.91,0.06,0.35,0.94,0.02,0.6,0.91,0.01
51199,0.27,0.66,0.16,0.38,0.67,0.09,0.3,0.68,0.09
51510,0.44,0.4,0.31,0.44,0.4,0.28,0.33,0.47,0.08
51520,0.24,0.85,0.08,0.44,0.92,0.01,0.61,0.82,0.0
51530,0.0,0.88,0.06,0.0,0.88,0.01,0.0,0.88,0.04
51540,0.37,0.55,0.31,0.45,0.58,0.12,0.31,0.65,0.12
51550,0.38,0.44,0.43,0.29,0.55,0.08,0.32,0.58,0.05
51570,0.29,0.69,0.18,0.16,0.72,0.06,0.11,0.74,0.04
51580,0.38,0.75,0.18,0.15,0.79,0.03,0.07,0.84,0.01
51590,0.32,0.36,0.55,0.27,0.44,0.06,0.3,0.54,0.02
51595,0.47,0.19,0.74,0.42,0.2,0.06,0.17,0.39,0.01
51600,0.24,0.54,0.05,0.15,0.55,0.18,0.15,0.55,0.18
51610,0.26,0.69,0.06,0.27,0.69,0.13,0.11,0.72,0.11
51620,0.45,0.29,0.67,0.03,0.47,0.01,0.12,0.54,0.01
51630,0.23,0.56,0.23,0.24,0.56,0.12,0.16,0.59,0.03
51640,0.31,0.74,0.1,0.04,0.76,0.17,0.32,0.77,0.0
51650,0.38,0.31,0.58,0.27,0.41,0.08,0.44,0.39,0.05
51660,0.19,0.63,0.08,0.34,0.6,0.26,0.18,0.69,0.05
51670,0.24,0.42,0.46,0.24,0.45,0.08,0.38,0.5,0.03
51678,0.0,0.82,0.06,0.0,0.82,0.05,0.0,0.82,0.04
51680,0.44,0.47,0.46,0.25,0.63,0.05,0.31,0.69,0.05
51683,0.21,0.4,0.14,0.34,0.37,0.41,0.08,0.44,0.06
51685,0.17,0.35,0.15,0.17,0.34,0.42,0.28,0.35,0.15
51690,0.34,0.35,0.55,0.61,0.29,0.1,0.81,0.49,0.01
51700,0.44,0.32,0.53,0.39,0.4,0.13,0.34,0.45,0.05
51710,0.52,0.28,0.58,0.3,0.45,0.11,0.37,0.46,0.06
51720,0.0,0.89,0.05,0.0,0.89,0.01,0.0,0.89,0.03
51730,0.27,0.14,0.78,0.45,0.15,0.09,0.55,0.13,0.03
51735,0.29,0.9,0.02,0.25,0.92,0.03,0.47,0.91,0.04
51740,0.53,0.24,0.67,0.35,0.42,0.07,0.41,0.44,0.03
51750,0.28,0.79,0.12,0.34,0.78,0.04,0.43,0.8,0.03
51760,0.6,0.23,0.65,0.66,0.23,0.22,0.42,0.54,0.06
51770,0.58,0.36,0.52,0.37,0.6,0.1,0.45,0.65,0.08
51775,0.45,0.79,0.11,0.2,0.84,0.04,0.44,0.81,0.03
51790,0.15,0.8,0.13,0.16,0.81,0.04,0.58,0.75,0.05
51800,0.43,0.36,0.55,0.31,0.5,0.06,0.44,0.47,0.04
51810,0.37,0.51,0.27,0.33,0.55,0.1,0.37,0.55,0.1
51820,0.32,0.71,0.17,0.4,0.7,0.12,0.27,0.8,0.01
51830,0.25,0.64,0.16,0.24,0.65,0.08,0.27,0.66,0.08
51840,0.31,0.6,0.12,0.38,0.56,0.25,0.16,0.71,0.02
53001,0.43,0.28,0.0,0.51,0.22,0.76,0.52,0.36,0.02
53003,0.62,0.89,0.01,0.37,0.88,0.08,0.24,0.92,0.01
53005,0.43,0.69,0.03,0.38,0.61,0.32,0.34,0.73,0.04
53007,0.47,0.67,0.01,0.29,0.61,0.36,0.41,0.78,0.03
53009,0.52,0.79,0.03,0.34,0.77,0.12,0.32,0.85,0.02
53011,0.41,0.75,0.03,0.29,0.74,0.13,0.3,0.76,0.07
53013,0.0,0.86,0.01,0.0,0.86,0.08,0.0,0.86,0.02
53015,0.46,0.79,0.02,0.31,0.79,0.13,0.32,0.84,0.02
53017,0.35,0.62,0.01,0.29,0.57,0.39,0.44,0.67,0.02
53019,0.54,0.85,0.0,0.1,0.74,0.05,0.45,0.84,0.02
53021,0.27,0.49,0.03,0.43,0.32,0.63,0.35,0.43,0.04
53023,0.0,0.0,0.0,0.0,0.9,0.02,0.0,0.9,0.03
53025,0.41,0.64,0.02,0.42,0.41,0.55,0.33,0.61,0.02
53027,0.63,0.79,0.05,0.29,0.75,0.14,0.32,0.8,0.02
53029,0.68,0.6,0.1,0.39,0.69,0.12,0.42,0.69,0.08
53031,0.45,0.81,0.02,0.12,0.87,0.04,0.3,0.87,0.03
53033,0.54,0.45,0.15,0.38,0.53,0.15,0.36,0.53,0.25
53035,0.45,0.7,0.05,0.24,0.73,0.09,0.31,0.73,0.07
53037,0.37,0.81,0.02,0.26,0.81,0.11,0.27,0.82,0.02
53039,0.6,0.85,0.01,0.33,0.79,0.17,0.24,0.82,0.01
53041,0.56,0.83,0.03,0.28,0.81,0.14,0.36,0.82,0.02
53043,0.26,0.91,0.01,0.08,0.92,0.03,0.14,0.91,0.01
53045,0.38,0.81,0.02,0.3,0.77,0.14,0.37,0.78,0.02
53047,0.45,0.54,0.01,0.42,0.55,0.35,0.56,0.65,0.02
53049,0.54,0.84,0.01,0.17,0.8,0.11,0.48,0.77,0.03
53051,0.49,0.92,0.01,0.33,0.89,0.05,0.63,0.83,0.03
53053,0.46,0.56,0.11,0.32,0.59,0.15,0.38,0.59,0.1
53055,0.23,0.89,0.01,0.24,0.87,0.08,0.07,0.89,0.01
53057,0.49,0.67,0.02,0.41,0.63,0.29,0.39,0.69,0.03
53059,0.41,0.92,0.02,0.38,0.84,0.09,0.25,0.86,0.01
53061,0.48,0.6,0.06,0.31,0.64,0.15,0.39,0.63,0.17
53063,0.45,0.79,0.04,0.25,0.81,0.07,0.35,0.81,0.04
53065,0.49,0.86,0.02,0.3,0.83,0.05,0.3,0.9,0.01
53067,0.39,0.69,0.06,0.22,0.73,0.11,0.32,0.71,0.08
53069,0.0,0.87,0.01,0.0,0.87,0.06,0.0,0.87,0.02
53071,0.48,0.57,0.09,0.31,0.64,0.29,0.3,0.75,0.04
53073,0.38,0.77,0.02,0.22,0.77,0.12,0.29,0.78,0.06
53075,0.37,0.73,0.03,0.29,0.73,0.08,0.42,0.69,0.16
53077,0.47,0.47,0.02,0.5,0.3,0.63,0.44,0.52,0.02
54001,0.62,0.92,0.04,0.29,0.95,0.01,0.49,0.95,0.01
54003,0.22,0.81,0.09,0.21,0.82,0.05,0.4,0.83,0.02
54005,0.62,0.96,0.02,0.56,0.97,0.01,0.79,0.96,0.01
54007,0.46,0.96,0.01,0.48,0.96,0.02,0.0,0.0,0.0
54009,0.37,0.94,0.03,0.26,0.95,0.01,0.51,0.94,0.01
54011,0.57,0.76,0.17,0.5,0.87,0.04,0.52,0.85,0.03
54013,0.58,0.94,0.0,0.58,0.94,0.05,0.0,0.0,0.0
54015,0.59,0.99,0.0,0.6,0.99,0.0,0.0,0.0,0.0
54017,0.32,0.95,0.02,0.43,0.95,0.01,0.1,0.96,0.0
54019,0.43,0.89,0.09,0.49,0.91,0.03,0.67,0.89,0.0
54021,0.12,0.81,0.12,0.06,0.81,0.04,0.21,0.81,0.01
54023,0.28,0.96,0.02,0.28,0.96,0.01,0.0,0.0,0.0
54025,0.5,0.88,0.05,0.29,0.91,0.03,0.82,0.86,0.04
54027,0.51,0.94,0.03,0.41,0.96,0.03,0.79,0.98,0.01
54029,0.52,0.9,0.05,0.2,0.93,0.02,0.54,0.93,0.01
54031,0.46,0.86,0.11,0.15,0.89,0.02,0.6,0.88,0.04
54033,0.38,0.92,0.03,0.32,0.93,0.02,0.69,0.93,0.03
54035,0.88,0.99,0.01,0.68,0.96,0.02,0.42,0.96,0.01
54037,0.29,0.8,0.09,0.2,0.82,0.07,0.32,0.81,0.02
54039,0.54,0.71,0.22,0.48,0.84,0.03,0.57,0.83,0.03
54041,0.81,0.98,0.01,0.59,0.95,0.03,0.6,0.95,0.01
54043,0.75,0.97,0.02,0.6,0.97,0.02,0.78,0.98,0.01
54045,0.53,0.94,0.04,0.48,0.95,0.02,0.65,0.95,0.0
54047,0.6,0.75,0.2,0.75,0.72,0.05,0.0,0.0,0.0
54049,0.55,0.82,0.13,0.34,0.91,0.02,0.57,0.91,0.03
54051,0.53,0.95,0.03,0.49,0.96,0.02,0.65,0.95,0.01
54053,0.48,0.95,0.01,0.42,0.97,0.01,0.57,0.97,0.0
54055,0.57,0.75,0.2,0.55,0.86,0.03,0.7,0.91,0.03
54057,0.62,0.85,0.1,0.46,0.89,0.02,0.6,0.96,0.01
54059,0.72,0.82,0.13,0.0,0.0,0.0,0.86,0.99,0.01
54061,0.35,0.84,0.06,0.31,0.86,0.03,0.43,0.82,0.09
54063,0.27,0.95,0.01,0.37,0.95,0.02,0.0,0.0,0.0
54065,0.44,0.94,0.02,0.32,0.96,0.02,0.86,0.93,0.01
54067,0.53,0.94,0.02,0.58,0.94,0.01,0.64,0.94,0.01
54069,0.48,0.82,0.13,0.32,0.93,0.02,0.62,0.88,0.04
54071,0.28,0.94,0.04,0.38,0.95,0.02,0.54,0.93,0.0
54073,0.21,0.98,0.0,0.2,0.98,0.01,0.0,0.0,0.0
54075,0.39,0.98,0.01,0.34,0.98,0.01,0.0,0.0,0.0
54077,0.79,0.67,0.19,0.72,0.69,0.09,0.57,0.85,0.01
54079,0.47,0.93,0.03,0.5,0.92,0.03,0.49,0.92,0.02
54081,0.51,0.74,0.19,0.43,0.82,0.03,0.62,0.84,0.04
54083,0.31,0.94,0.03,0.29,0.95,0.01,0.46,0.94,0.01
54085,0.61,0.98,0.0,0.5,0.98,0.01,0.0,0.0,0.0
54087,0.37,0.96,0.0,0.35,0.96,0.02,0.48,0.98,0.0
54089,0.3,0.9,0.06,0.18,0.91,0.02,0.0,0.0,0.0
