"ZCTA","minDisMH","timeDrive","countDrive"
5146,12.8,22.16,3
5148,17.84,28.54,1
5149,14.93,28.06,2
5150,1.67,8.59,4
5151,7.08,21.06,3
5152,11.65,23.86,1
5153,12.24,27.29,2
5154,6.32,11.44,3
5156,1.21,0,4
5158,3.29,10.81,5
5201,3.86,0,5
5250,11.42,20.2,1
5251,8.09,17.54,1
5252,10.62,25.7,5
5253,7.72,10.23,1
5254,2.44,4.39,1
5255,1.66,0,1
5257,6.92,11.2,5
5260,7.21,15.82,6
5261,8.27,16.1,6
5262,10.63,12.9,5
5301,6.56,0,7
5340,8.06,21.34,1
5345,15.7,27.03,2
5346,11.4,20.79,3
5350,13.7,27.46,1
5352,8.98,14.54,1
5354,7.05,21.22,2
5362,11.18,27.81,2
5401,0.43,0,9
5403,2.06,0,9
5404,1.63,6.3,9
5405,0.6,3.18,9
5408,4.39,9.43,9
5439,2.55,9.25,9
5440,17.42,28.51,1
5443,13.82,26.38,2
5445,13.33,25.68,9
5446,6.7,14.64,9
5452,8.64,19.72,9
5454,13.15,23.36,1
5455,11.98,14.35,1
5456,18.27,27.49,2
5459,16.73,22.98,1
5461,14.42,24.18,9
5464,8.29,17.1,3
5468,15.19,23.26,1
5472,7.86,17.12,2
5478,4.04,0,1
5481,5.88,18.79,1
5482,6.01,13.38,9
5483,13.48,22.2,1
5485,14.71,18.54,1
5486,10.46,26.93,9
5488,10.8,13.66,1
5491,12.52,28.03,2
5492,8.72,27.59,1
5494,16.94,29.69,1
5495,5.46,10.92,9
5602,3.67,0,7
5640,7.82,22.94,1
5641,3.02,0,7
5647,16.1,26.15,1
5648,11.26,29.96,1
5649,10.58,8.87,7
5650,9.97,25.86,1
5651,3.89,8.08,7
5652,11.8,22.2,3
5653,14.75,22.4,3
5654,3.84,12.45,7
5655,5.68,16.6,3
5656,1.49,0,3
5657,4.81,15.94,3
5658,9.44,13.61,6
5660,12.31,21.89,3
5661,2.55,0,3
5663,7.85,17.96,6
5664,7.24,17.8,6
5667,2.85,0,7
5669,12.02,29.6,1
5672,11.58,25.55,2
5675,11.25,17.33,3
5676,18.77,20.56,5
5677,16.37,25.11,5
5678,2.72,10.39,7
5679,2.55,0,7
5680,8.29,17.68,3
5681,16.09,28.12,1
5682,13.91,20.94,3
5701,4.64,0,6
5730,9.48,24.88,1
5732,7.06,6.4,5
5733,19.18,27.86,6
5734,11.48,22.27,2
5735,3.51,0,5
5736,1.85,9.49,5
5738,5.53,0,5
5740,5.89,9.45,2
5742,5.07,21.38,5
5743,10.37,14.07,1
5744,10.58,28.76,4
5751,13.43,19.31,4
5753,1.2,0,2
5758,10.15,24.89,1
5759,5.74,10.21,6
5763,11.48,15.21,4
5764,7.64,15.68,1
5765,5.55,14.66,5
5766,12.73,21.83,2
5769,9.65,13.27,2
5770,15.9,27.05,2
5773,8.17,21.33,5
5774,17.2,27.66,1
5776,12.72,26.99,1
5777,6.81,16.57,5
5778,13.58,22.99,2
5819,2.54,0,1
5821,14.56,20.3,1
5822,17.95,25.55,2
5824,7.97,13.94,1
5825,8.15,11.33,2
5828,9.94,12.26,1
5829,6.35,14.08,2
5830,12.63,17.91,2
5832,15.96,27.46,1
5839,25.2,29.12,2
5843,17.34,27.08,2
5845,15.59,21.13,2
5850,11.18,16.3,1
5851,13.83,18.94,1
5853,14.54,22.67,2
5855,0.85,0,2
5857,8.52,11.67,2
5859,18.55,27.2,2
5860,13.85,24.59,2
5866,23.09,23.05,1
5868,14.04,25.26,2
5872,11.32,22.08,2
5873,15.87,21.52,1
5902,10.21,23.33,1
5903,7.48,24.31,1
5904,7.68,22.74,1
5906,9.63,15.7,1
6001,1.69,0,40
6002,1.43,0,50
6010,0.49,0,64
6013,7.53,18.38,29
6016,7.03,15.01,49
6018,14.71,22.24,3
6019,6.55,15.11,29
6020,6.4,12.34,47
6021,9.58,17.69,7
6022,7.92,18.93,16
6023,5.6,9.12,59
6024,15.47,21.34,2
6026,10.73,15.81,26
6027,13.39,26.86,2
6029,7.23,6.79,44
6031,13.44,25.88,8
6032,2.87,0,48
6033,5.8,11.31,54
6035,12.97,17.87,24
6037,3.67,8.36,53
6039,6.95,15.08,2
6040,1.53,0,38
6042,0.32,0,47
6043,5.97,11.57,38
6051,0.63,0,71
6052,1.2,0,71
6053,1.91,0,60
6057,7.24,14.53,11
6058,9.8,16.73,7
6059,9.07,16.93,8
6060,11.24,27.08,6
6061,8.37,14.18,17
6062,2.2,0,65
6063,6.87,12.12,9
6065,6.68,18.6,7
6066,1.64,0,45
6067,6.5,12.55,58
6068,13.19,23.48,1
6069,3.4,0,3
6070,6.7,17.48,24
6071,4.45,13.44,26
6073,9.14,20.29,32
6074,1.96,0,52
6076,4.9,0,7
6078,6.43,9.96,48
6081,7.67,11.93,33
6082,0.43,0,52
6084,7.66,11.34,37
6085,5.04,8.73,47
6088,8.13,13.24,52
6089,3.14,14.5,44
6090,13,25.22,6
6091,10.75,17.67,7
6092,6.23,20.03,16
6093,6.72,16.26,30
6095,6.03,8.58,62
6096,8.93,13.07,52
6098,3.46,0,8
6103,0.49,2.27,62
6105,0.41,0,62
6106,0.64,0,62
6107,0.87,0,59
6108,1.14,0,58
6109,4.41,7.1,58
6110,2.76,6.12,59
6111,1.47,0,60
6112,0.56,0,62
6114,1.36,0,62
6117,1.79,6.26,51
6118,0.44,0,53
6119,1.55,3.75,59
6120,0.43,0,62
6160,0.71,3.37,62
6226,0.58,0,15
6231,4.59,14.08,16
6232,10.6,16.16,33
6234,4.87,10.06,9
6235,6.84,12.54,11
6237,6.03,10.27,23
6238,9.97,17.58,32
6239,2.09,0,9
6241,2.89,0,10
6242,12.61,24.04,15
6243,5.23,8.89,13
6247,9.42,19.93,14
6248,10.6,22.58,25
6249,7.81,16.27,17
6250,2.97,0,10
6254,4.35,11.85,21
6255,4.67,10.28,11
6256,2.82,9.72,18
6259,6.31,13.53,8
6260,2.89,0,10
6262,8.35,12.33,9
6263,1.91,10.46,9
6264,7.9,12.31,20
6266,4.77,9.02,16
6268,6.42,11.23,15
6269,7.97,10.17,17
6277,5.06,0,11
6278,10.94,19.9,12
6279,6.48,16.46,23
6280,5.35,7.24,17
6281,8.59,16.4,8
6282,11.94,18.32,3
6320,0.28,0,13
6330,6.47,14.56,19
6331,7.36,15.95,15
6332,2.02,6.13,16
6333,6.8,14.9,15
6334,5.25,9.73,19
6335,5.17,14.57,13
6336,6.12,12.04,18
6339,6.05,19.12,13
6340,2.76,0,13
6350,7.11,20.03,13
6351,2.69,0,16
6353,4.1,9.74,15
6354,2.75,0,9
6355,3.72,10.47,5
6357,7.63,14.51,15
6359,13.05,27.54,8
6360,0.19,0,20
6365,5.01,14.29,10
6370,5.16,23.65,12
6371,6.99,9.52,10
6373,7.57,12.6,7
6374,3.08,8.55,20
6375,2.24,0,14
6376,9.03,17.18,8
6377,5.53,10.1,7
6378,7.63,16.24,5
6379,11.61,20.16,5
6380,3.13,8.15,23
6382,4.3,10.03,15
6384,10.2,15.9,9
6385,2.92,4.74,14
6387,3.21,7.86,9
6389,1.96,6.18,26
6401,0.62,0,69
6403,4.53,8.68,47
6405,1.26,0,39
6409,1.49,6.12,13
6410,2.41,0,66
6412,2.92,0,9
6413,5.78,10.71,11
6414,5.23,12.75,31
6415,1.96,0,9
6416,5.27,9.59,57
6417,3.66,6.35,10
6418,0.73,0,69
6419,8.84,15.54,13
6420,10.12,16.18,16
6422,7.62,17.24,17
6423,6.78,18.58,4
6424,8.59,18.04,26
6426,2.23,7.83,13
6437,3.61,0,35
6438,6.44,14.57,8
6441,9,18.47,8
6442,1.87,0,10
6443,5,0,11
6444,5.63,7.9,47
6447,8.91,15.68,46
6450,1.21,0,88
6451,1.5,0,80
6455,4.23,9.11,26
6456,5.65,15.2,23
6457,0.95,0,49
6460,1.57,0,54
6461,2.3,5.84,56
6467,7.27,8.88,60
6468,7.57,18.14,18
6469,9.42,16.13,9
6470,3.74,12.88,8
6471,3.19,9.26,39
6472,5.82,9.67,46
6473,0.72,0,55
6475,0.13,0,10
6477,4.81,8.94,61
6478,7.55,17.2,34
6479,7.81,10.66,56
6480,4.83,8.6,50
6481,4.1,7.1,32
6482,1.88,0,22
6483,3.61,8.88,62
6484,3.53,0,69
6488,6.3,13.72,26
6489,5.9,9.9,60
6492,4.66,9.65,73
6498,4.11,8.77,8
6510,0.06,0,52
6511,0.59,0,47
6512,3.28,6.51,43
6513,2.55,0,44
6514,1.95,0,50
6515,0.73,0,66
6516,0.93,0,51
6517,0.75,0,43
6518,4.96,0,59
6519,0.31,0,55
6524,7.2,13.05,48
6525,3.13,5.89,66
6604,0.28,0,44
6605,1.1,0,54
6606,1.6,0,45
6607,1.32,3.84,58
6608,0.12,0,58
6610,1.4,0,58
6611,5.47,8.44,58
6612,6.43,12.53,35
6614,2.29,0,51
6615,2.36,5.74,60
6702,0.25,0,45
6704,2.63,4.62,35
6705,1.63,0,40
6706,1.02,0,50
6708,0.96,0,45
6710,0.93,0,37
6712,5.07,8.56,66
6716,4.96,9.84,40
6750,6.83,8.03,12
6751,1.29,0,23
6752,4.56,10.42,8
6754,10.51,19.85,5
6755,5.43,10.29,4
6756,6.29,10.92,11
6757,8.18,22.36,4
6758,4.48,13.14,15
6759,2.43,0,21
6762,3.41,6.4,27
6763,6.12,6.91,28
6770,0.27,0,53
6776,1.78,0,8
6777,4.81,15.1,7
6778,8.13,15.58,29
6779,3.32,6.86,37
6782,7.02,13.24,43
6783,8.01,16.23,15
6784,6.02,14.04,8
6785,9.18,20.23,3
6786,4.64,9.38,47
6787,9.53,13.98,43
6790,1.54,0,26
6791,5.83,12.24,29
6793,2.07,0,6
6794,1.17,8.64,6
6795,6.23,9.54,33
6796,10.33,19.66,8
6798,5.42,13.48,20
6801,4.46,9,8
6804,6.48,13.11,8
6807,2.17,8.09,42
6810,1.46,0,12
6811,2.56,5.31,11
6812,6.16,12.72,11
6820,1.24,0,39
6824,0.34,0,41
6825,2.98,6.03,40
6830,2.49,0,69
6831,4.48,0,39
6840,6.78,8.32,40
6850,1.91,0,42
6851,1.64,0,39
6853,2.18,7.62,39
6854,1.15,0,41
6855,1.43,0,41
6856,0.09,4.06,42
6870,2.81,6.41,44
6877,8.33,18.5,15
6878,2.92,7.17,44
6880,1.37,0,41
6883,5.73,14.09,23
6890,0.89,0,42
6896,9.24,16.94,16
6897,8.09,12.79,39
6901,0.29,0,43
6902,0.27,0,43
6903,7.07,10.78,29
6905,2.52,0,36
6906,1.63,4.35,40
6907,3.99,6.25,35
7001,5.62,12,92
7002,0.45,0,169
7003,1.21,0,188
7004,2.64,9.97,100
7005,1.8,0,60
7006,1.19,0,95
7008,2.94,14.3,81
7009,3.89,8.16,149
7010,0.73,3.84,308
7011,0.35,0,240
7012,0.51,0,230
7013,0.63,0,247
7014,1.13,3.97,269
7016,0.2,0,110
7017,1.09,4.05,182
7018,0.3,0,181
7020,1.54,7.91,302
7021,2.57,5.45,92
7022,0.99,3.61,296
7023,1.2,2.25,67
7024,1.99,5.04,319
7026,1.79,5.53,237
7027,1.36,3.14,101
7028,0.75,0,173
7029,1.05,3.6,278
7030,0.51,0,345
7031,2.08,3.68,267
7032,2.19,0,250
7033,1.46,6.78,121
7034,1.78,7.98,82
7035,4.11,8.76,88
7036,3.67,4.69,122
7039,1.94,0,81
7040,2.03,5.19,111
7041,3.8,6.56,111
7042,0.96,2.31,178
7043,2.94,7.02,204
7044,3.25,5.88,128
7045,3.97,9.75,72
7046,1.22,6.77,53
7047,0.92,0,308
7050,0.61,0,156
7052,0.57,0,133
7054,0.98,0,80
7055,0.35,0,253
7057,1.19,4.08,247
7058,2.61,9.94,86
7059,4.04,9.65,42
7060,0.34,0,56
7062,1.46,5.83,54
7063,1.97,4.03,41
7064,4.84,11.95,67
7065,4.29,9.9,95
7066,3.49,14.59,56
7067,5.99,12.53,74
7068,2.85,7.06,92
7069,2.34,7.52,59
7070,1.43,6.32,268
7071,1.46,0,269
7072,3.96,5.64,278
7073,2.59,5.85,263
7074,2.75,6.68,288
7075,2.47,3.65,270
7076,2.34,0,54
7077,3.51,8.91,83
7078,3.06,9.74,92
7079,1.69,5.13,134
7080,3.49,7.15,48
7081,2.13,7.4,103
7082,5.23,9,84
7083,1.22,0,186
7086,0.64,2.34,362
7087,0.1,0,336
7088,2.94,4.93,139
7090,1.83,5.14,91
7092,1.11,0,86
7093,1.04,3.1,312
7094,2.61,6.71,315
7095,2.83,7.44,82
7102,0.83,0,263
7103,0.03,0,237
7104,0.66,0,217
7105,2.87,4.44,286
7106,1.07,3.06,169
7107,1.21,4.66,226
7108,1.48,3.68,190
7109,0.81,0,214
7110,0.19,0,241
7111,0.11,0,175
7112,2,4.36,182
7114,3.98,5.85,252
7201,1.87,4.8,220
7202,1.21,0,170
7203,1.49,0,107
7204,1.4,4.55,130
7205,1.57,4.77,178
7206,1.14,0,157
7208,0.86,0,162
7302,0.18,0,304
7304,0.8,0,300
7305,0.87,0,280
7306,1.49,0,324
7307,1.57,4.97,334
7310,0.95,3.62,304
7311,0.78,2.66,301
7401,2.37,6.58,92
7403,2.51,8.65,60
7405,6.21,10.01,41
7407,2.07,5.6,238
7410,0.42,0,237
7416,7.7,14.07,3
7417,3.23,6.35,131
7419,11.68,14.9,6
7420,0.41,0,63
7421,13.34,28.83,1
7423,2.16,3.67,178
7424,2.1,6.48,201
7430,3.52,0,46
7432,1.93,5.27,151
7435,10.59,16.23,26
7436,3.91,8.36,91
7438,7.57,22.28,10
7439,4.61,7.66,3
7440,2.11,4.47,90
7442,2.58,4.87,70
7444,0.8,0,76
7446,0.24,0,52
7450,0.41,0,145
7452,2.13,4.51,182
7456,7.25,8.23,48
7457,2.34,8.95,46
7458,2.65,8.32,56
7460,12.24,15.34,7
7461,12.76,21.67,5
7462,18.14,23.15,2
7463,2.84,5.47,114
7465,1.99,7.25,32
7470,1.3,0,107
7480,7.7,23.99,4
7481,1.65,0,145
7495,2.01,7.34,50
7501,0.63,1.6,223
7502,1.42,3.74,199
7503,0.97,0,224
7504,0.94,2.98,235
7505,0.33,0,223
7506,2.35,6.77,189
7508,1.85,5.52,171
7512,3.58,6.41,194
7513,1.15,2.96,235
7514,0.52,0,229
7522,0.61,2.99,201
7524,1.42,2.88,213
7601,0.23,0,261
7603,1.22,4.4,287
7604,1.08,0,268
7605,2.28,5.62,321
7606,1.57,6.57,260
7607,0.97,3.14,268
7608,1.46,3.79,279
7620,2.68,9.26,194
7621,1.42,2.74,258
7624,3.98,6.52,173
7626,2.54,4.66,222
7627,3.09,5.38,211
7628,0.61,0,244
7630,3.56,8.03,197
7631,0.53,0,280
7632,2.12,3.87,288
7640,4.77,6.46,163
7641,2.11,2.39,218
7642,4.55,11.17,134
7643,2.69,6.58,294
7644,1.54,4.51,259
7645,5.38,11.32,59
7646,1.69,4.64,235
7647,3.9,7.77,131
7648,4.84,7.59,166
7649,2.89,5.65,229
7650,1.78,3.87,309
7652,1.47,0,224
7656,5.13,10.06,99
7657,1.37,0,299
7660,2.7,6.7,289
7661,1.27,5.96,255
7662,2.09,5.38,248
7663,2.8,7.34,228
7666,0.62,0,300
7670,2.58,5.26,250
7675,4.07,10.81,109
7676,2.43,8.8,154
7677,5.6,13.03,80
7701,0.55,0,25
7702,0.87,0,23
7703,2.32,5.24,23
7704,1.82,5.37,17
7711,1.93,5.72,26
7712,1.9,0,29
7716,4.85,11.52,16
7717,2.36,7.19,31
7718,4.98,9.12,20
7719,4.26,9.04,31
7720,1.5,6.23,30
7721,2.09,5.97,44
7722,6.39,14.97,27
7723,3.01,8.32,21
7724,0.64,0,24
7726,3.42,0,30
7727,5.92,12.5,34
7728,1.08,0,40
7730,3.99,7.88,36
7731,1.81,0,22
7732,8.62,13.56,17
7733,4.34,13.09,25
7734,7.19,11.54,22
7735,3.37,6.31,39
7737,4.22,11.23,19
7738,3.69,8.67,25
7739,2.5,5.16,21
7740,4.46,10.26,23
7746,4.33,12.98,35
7747,1.42,0,39
7748,3.39,7.48,20
7750,5.57,13.03,17
7751,3.9,8.36,38
7753,1.11,0,33
7755,2.33,7.51,25
7756,0.63,7.02,26
7757,3.99,8.38,23
7758,6.06,11.34,20
7760,4.32,10.42,17
7762,5.1,11.01,31
7764,2.49,8.38,23
7801,5.7,9.59,33
7803,3.26,8.35,25
7820,5.56,19.62,4
7821,9.97,15.11,7
7822,10.22,13.55,5
7823,7.28,15.65,7
7826,13.86,22.34,2
7827,7.64,16.72,4
7828,4.74,7.94,20
7830,9.75,20.79,6
7832,8.67,23.56,6
7833,9.84,17.18,10
7834,1.4,0,59
7836,4.5,6.78,18
7838,7.15,10.43,5
7840,1.8,0,8
7842,4.39,11.37,27
7843,6.54,13.45,17
7846,10.06,28.39,3
7847,2.01,5.77,23
7848,6.54,9.2,2
7849,5.42,9.87,17
7850,3.62,9.8,17
7851,9.73,27.35,6
7852,1.67,6.68,21
7853,7.73,8.85,11
7856,4.64,10.84,17
7857,4.52,10.22,17
7860,11.94,18.55,2
7863,5.17,8.06,7
7865,6.23,10.29,7
7866,4.94,9.97,32
7869,4.63,11.06,27
7870,5.72,5.97,6
7871,1.27,0,6
7874,7.45,13.93,13
7876,1.57,0,21
7878,2.2,5.14,64
7880,5.17,7.72,5
7882,0.88,0,12
7885,7.66,11.66,28
7901,0.23,0,91
7920,1.3,0,46
7921,5.8,9.82,42
7922,3.04,12.28,57
7924,6.09,11,32
7926,4.69,12.87,22
7927,1.81,8.44,61
7928,3.62,7.47,66
7930,8.61,16.26,24
7931,7.82,16.52,20
7932,1.29,0,56
7933,5.94,12.7,49
7934,9.85,14.19,25
7935,5.07,10.3,55
7936,1.82,9.08,73
7939,0.11,0,35
7940,3.01,6.26,66
7945,7.32,13.04,23
7946,3.07,8.46,39
7950,1.58,0,36
7960,2.42,0,53
7961,2.39,10.56,50
7970,4.5,16.85,18
7974,3.19,5.78,76
7976,6.26,13.43,33
7977,8.3,12.85,28
7979,11.22,21.41,11
7980,4.25,9.63,36
7981,3.21,7.92,71
8001,8.3,8.91,8
8002,0.7,0,115
8003,0.31,0,90
8004,3.87,9.68,39
8005,17.67,19.4,7
8007,1.85,4.62,106
8009,1.76,0,43
8010,2.41,6.87,67
8011,5.74,10.54,29
8012,3.17,0,81
8014,3.63,11.61,44
8015,18.37,24.8,13
8016,2.84,0,56
8020,2.44,11.48,65
8021,4.01,8.6,69
8022,8.22,16.67,23
8023,1.49,5.08,26
8026,3.22,4.08,86
8027,5.39,13.72,54
8028,1.14,0,51
8029,3,3.55,107
8030,3.54,7.03,110
8031,4.26,7.69,115
8033,3.08,6.3,112
8034,1.04,0,109
8035,3.14,6.43,113
8036,2.11,8.88,54
8037,0.89,0,15
8038,8.93,16.94,2
8039,10.16,21.23,19
8041,8.68,13.64,23
8042,9.54,17.88,21
8043,3.48,0,73
8045,0.95,3.26,105
8046,1.72,0,58
8048,1.34,0,42
8049,0.64,0,99
8050,20.49,22.54,6
8051,3.97,9.32,66
8052,1.85,7.23,118
8053,5.44,0,84
8054,4.02,8.35,79
8055,9.07,12.53,38
8056,4.56,13.76,52
8057,2.45,0,105
8059,3.47,8.9,116
8060,1.15,0,46
8061,1.61,11.95,64
8062,6,13.65,23
8063,3.07,8.63,88
8064,11.38,18.01,13
8065,3.46,8.32,119
8066,1.5,8.66,79
8067,3.44,9.46,23
8068,9.38,13.05,23
8069,2.37,0,23
8070,1.94,0,20
8071,1.06,0,57
8072,4.25,3.39,13
8073,0.65,4.68,74
8074,2.75,7.76,42
8075,3.94,9.38,95
8077,3.51,6.03,121
8078,3.12,3.96,113
8079,3.58,0,13
8080,0.95,0,62
8081,4.37,11.51,40
8083,1.39,3.41,91
8084,1.98,6.22,72
8085,9.16,15.41,26
8086,2.38,0,74
8088,13.61,16.85,31
8089,4.54,13.02,26
8090,3.83,8.73,62
8091,2.08,6.13,60
8093,2.01,7.95,106
8094,2.93,0,27
8095,2.39,10.99,25
8096,2.2,0,89
8097,2.49,6,75
8098,10.94,15.89,22
8102,0.61,0,126
8103,0.53,0,122
8104,1.69,4.35,121
8105,0.53,0,124
8106,3.04,7.94,114
8107,1.43,5.66,121
8108,1.58,5.81,116
8109,1.29,0,125
8110,0.83,0,125
8201,2.7,9.26,11
8202,4.43,14.03,3
8203,6.15,18.41,11
8204,3.46,0,3
8205,2.58,0,11
8210,2.2,0,3
8212,5.11,11.5,3
8215,10.25,18.64,18
8217,7.59,11.8,12
8221,3.75,5.12,11
8223,11.71,16.38,10
8224,12.25,22.8,7
8225,2.05,0,11
8226,8.69,12.54,10
8230,11.77,19.11,4
8232,2.35,5.53,11
8234,3.32,0,11
8240,1.5,11.53,11
8241,6.16,14.73,11
8242,5.72,9.16,3
8243,8.67,19.7,4
8244,5.59,7.83,13
8246,7.78,17.6,5
8247,3.7,9.22,3
8248,13.09,22.89,4
8251,7.36,8.5,3
8260,5.25,12.6,3
8270,15.49,23.05,2
8302,2.62,0,6
8310,11.89,16.14,13
8311,9.76,16.48,5
8312,0.24,0,23
8314,14.39,26.15,1
8316,16.87,18.41,1
8317,14.72,23.39,8
8318,8.92,15.9,14
8319,14.68,25.7,1
8320,5.36,22.51,5
8322,3.11,0,25
8323,10.68,16.03,6
8324,17.05,24.5,1
8326,9.43,14.2,17
8327,17.9,19.97,3
8328,0.6,7.62,26
8329,15.07,17.22,1
8330,9.83,20.36,18
8332,7.06,0,7
8340,16.01,18.43,9
8341,8.54,16.7,14
8343,6.26,16.6,14
8344,4.83,9.23,22
8345,13.64,20.79,5
8346,8.78,14.56,12
8348,13.86,13.19,5
8349,13.78,25.18,1
8350,14.48,18.81,17
8352,4.74,12.48,10
8353,5.4,8.59,7
8360,8.48,15.41,17
8361,10.21,10.9,15
8401,2.29,0,11
8402,0.48,0,11
8403,2.27,3.98,11
8406,1.91,5.93,11
8501,8.64,13.53,8
8502,2.58,0,28
8505,6.99,11.69,39
8510,6.25,21.91,8
8511,16.51,27.63,9
8512,6.3,16.68,22
8514,13.13,23.23,7
8515,8.21,13.45,25
8518,2.57,11.61,32
8520,7.74,14.84,26
8525,8.8,20.39,17
8527,8.97,15.12,20
8528,2.31,6.02,34
8530,12.73,22.58,4
8533,16.81,26.84,9
8534,6.88,13.71,20
8535,4.06,18.19,10
8536,3.22,12.62,23
8540,1.92,0,27
8542,2.91,3.29,24
8550,3.44,14.07,18
8551,6.26,9.57,8
8553,1.37,7.81,29
8554,4.27,11.97,32
8555,6.7,21.55,20
8558,3.98,12.47,20
8559,9.99,19.72,3
8560,10.22,16.98,25
8561,6.7,9.9,17
8562,13.43,27.47,11
8608,0.92,4.04,36
8609,1.05,0,34
8610,3.85,7.7,35
8611,2.74,4.82,37
8618,2.72,4.12,27
8619,1.91,0,32
8620,3.65,8.48,32
8628,5.66,9.08,28
8629,1.68,2.02,37
8638,2.04,0,25
8641,14.78,25.43,16
8648,0.53,0,23
8690,1.69,0,27
8691,4.61,5.52,20
8701,1.62,0,23
8720,5.88,9.93,31
8721,2.35,0,13
8722,2.04,8.72,13
8723,2.11,0,18
8724,1.69,0,32
8730,5.27,9.4,31
8731,8.85,10.18,13
8732,2.37,9.17,13
8733,7.3,10.49,14
8734,5.63,7.46,13
8735,7.76,13.77,13
8736,5.86,8.72,32
8738,5.81,12.19,17
8740,2.71,6.19,13
8741,1.01,7.12,13
8742,4.68,6.98,25
8750,6.83,11.15,31
8751,6.49,12.22,13
8752,8.86,12.39,13
8753,3.62,0,14
8755,0.17,0,14
8757,2.68,11.9,14
8758,12.98,15.59,6
8759,8.84,22.45,10
8801,0.69,0,15
8802,6.61,16.89,11
8804,8.01,13.9,13
8805,0.87,0,38
8807,0.87,0,25
8808,2.35,6.88,12
8809,3.22,7.92,17
8810,4.72,5.22,31
8812,4.05,6.83,41
8816,1.14,0,32
8817,1.49,0,54
8820,4.94,10.93,55
8821,4.8,14.29,23
8822,1.12,0,12
8823,3.31,10.88,30
8824,1.59,8.11,30
8825,11.34,20.08,2
8826,6.41,11.74,7
8827,6.93,16.79,8
8828,3.94,11.25,19
8829,3.42,8.48,15
8830,4.84,10.95,86
8831,2.32,0,23
8832,1.69,7.72,63
8833,4.57,10.7,23
8835,2.44,9.72,37
8836,3.14,9.36,27
8837,4.25,8.39,74
8840,4.24,8.15,60
8844,2.92,7.37,34
8846,1.53,0,37
8848,11.29,26.62,3
8850,0.31,0,35
8852,2.91,0,30
8853,6.88,14.93,18
8854,1.12,0,46
8857,0.95,0,33
8858,10.14,17.44,22
8859,5.12,10.04,53
8861,0.73,0,68
8863,2.2,8.76,72
8865,2.97,0,25
8867,7.72,15.8,6
8869,1.8,3.36,40
8872,6.3,9.16,35
8873,3.55,0,33
8876,4.57,0,32
8879,5.22,9.45,56
8880,1.31,4.1,35
8882,3.09,5.77,32
8884,2.37,10.02,27
8886,5.9,8.31,17
8887,4.35,8.5,12
8889,8.87,17.16,20
8890,3.03,10.88,33
8901,0.77,0,44
8902,1.72,0,30
8904,1.24,3.69,52
10001,0.36,0,366
10002,0.27,0,355
10003,0.37,0,360
10004,1.22,0,320
10005,0.24,2.25,332
10006,0.21,0,330
10007,0.66,1.9,341
10009,0.2,0,352
10010,0.44,0,359
10011,0.1,0,360
10012,0.69,3.1,343
10013,0.49,0,342
10014,0.29,0,355
10016,0.23,0,363
10017,0.22,0,359
10018,0.37,0,371
10019,0.54,0,354
10020,0.22,2.56,354
10021,0.39,0,348
10022,0.54,2.05,352
10023,0.4,0,346
10024,0.47,0,344
10025,0.27,0,324
10026,0.39,0,315
10027,0.5,0,335
10028,0.44,2.85,336
10029,0.51,0,330
10030,0.4,0,326
10031,0.21,0,320
10032,0.13,0,323
10033,0.97,1.85,335
10034,0.1,0,319
10035,0.51,0,335
10036,0.3,0,369
10037,0.15,0,339
10038,0.64,3.3,339
10039,0.72,2.35,324
10040,0.24,0,324
10044,0.63,5.77,296
10065,0.06,0,354
10069,0.22,2.1,351
10075,0.39,1.38,357
10103,0.32,2.24,354
10110,0.4,2.45,354
10111,0.38,1.94,354
10112,0.24,2.54,354
10115,0.5,2.58,313
10119,0.28,2.45,366
10128,0.05,0,348
10152,0.64,2.03,353
10153,0.31,2.28,352
10154,0.67,1.62,353
10162,0.22,2.68,348
10165,0.44,2.12,359
10167,0.46,0.72,359
10168,0.31,1.69,361
10169,0.46,2.34,356
10170,0.31,1.99,352
10171,0.55,1.19,358
10172,0.5,1.34,358
10173,0.58,1.63,355
10174,0.19,1.13,363
10177,0.5,1.01,358
10199,0.39,1.73,369
10271,0.16,1.36,332
10278,0.37,2.6,340
10279,0.55,2.46,339
10280,0.39,1.39,330
10282,0.88,3.05,337
10301,0.81,0,118
10302,1.21,3.91,149
10303,1.95,6.92,133
10304,2.06,4.32,151
10305,1.27,0,162
10306,2.84,7.84,101
10307,1.36,10.55,51
10308,4.49,12.38,70
10309,1.87,0,55
10310,0.35,0,141
10311,0.63,9.55,97
10312,2.8,9.33,61
10314,1.44,0,144
10451,0.31,0,309
10452,0.24,0,324
10453,0.33,0,315
10454,1.11,3.1,307
10455,0.49,0,310
10456,0.36,0,312
10457,0.15,0,322
10458,0.22,0,295
10459,0.55,0,308
10460,1.02,0,322
10461,0.08,0,313
10462,0.82,6.44,280
10463,1.13,3.42,294
10464,2.81,8.72,228
10465,2.18,5.17,329
10466,1.06,0,259
10467,0.38,0,284
10468,0.36,0,310
10469,1.25,3.49,289
10470,0.52,0,261
10471,0.19,0,285
10472,1.49,3.33,331
10473,2.28,6.06,303
10474,1.39,4.02,302
10475,1.99,6.59,261
10501,9.14,17.96,16
10502,1.5,5.3,181
10503,1.9,4.56,159
10504,5.59,12.05,50
10505,8.46,16.17,11
10506,6.38,13.89,26
10507,3.83,7.6,27
10509,4.47,0,11
