"","NAME","FIPS","year","totUnits","occP","vacantP"
"60","Sumter County, Alabama","01119",1980,5995,87.62,12.38
"61","Talladega County, Alabama","01121",1980,25614,93.94,6.06
"62","Tallapoosa County, Alabama","01123",1980,14778,89.83,10.17
"63","Tuscaloosa County, Alabama","01125",1980,50198,93.27,6.73
"64","Walker County, Alabama","01127",1980,26246,90.75,9.25
"65","Washington County, Alabama","01129",1980,5863,89.92,10.08
"66","Wilcox County, Alabama","01131",1980,4992,87.38,12.62
"67","Winston County, Alabama","01133",1980,8484,90.97,9.03
"68","Aleutians East Borough, Alaska","02013",1980,442.0675952,96.97,3.03
"69","Aleutians West Census Area, Alaska","02016",1980,1205.9324048,96.97,3.03
"70","Anchorage Municipality, Alaska","02020",1980,69895,86.52,13.48
"71","Bethel Census Area, Alaska","02050",1980,3075,87.28,12.72
"72","Bristol Bay Borough, Alaska","02060",1980,297,82.83,17.17
"73","Denali Borough, Alaska","02068",1980,556.3018232,81.31,18.69
"74","Dillingham Census Area, Alaska","02070",1980,424.5546072,85.73,14.27
"75","Fairbanks North Star Borough, Alaska","02090",1980,22094,82.48,17.52
"76","Haines Borough, Alaska","02100",1980,714,80.11,19.89
"77","Hoonah-Angoon Census Area, Alaska","02105",1980,1004.5791729,81.06,18.94
"78","Juneau City and Borough, Alaska","02110",1980,7533,93.39,6.61
"79","Kenai Peninsula Borough, Alaska","02122",1980,10364,82.46,17.54
"80","Ketchikan Gateway Borough, Alaska","02130",1980,4275.473803888,93.24,6.76
"81","Kodiak Island Borough, Alaska","02150",1980,3462,87.44,12.56
"82","Lake and Peninsula Borough, Alaska","02164",1980,991.4453928,85.73,14.27
"83","Matanuska-Susitna Borough, Alaska","02170",1980,7443,76.57,23.43
"84","Nome Census Area, Alaska","02180",1980,2059,84.56,15.44
"85","North Slope Borough, Alaska","02185",1980,1144,85.66,14.34
"86","Northwest Arctic Borough, Alaska","02188",1980,0,NA,NA
"87","Petersburg Census Area, Alaska","02195",1980,1215.413590166,90.44,9.56
"88","Prince of Wales-Hyder Census Area, Alaska","02198",1980,1285.999349398,86.63,13.37
"89","Sitka City and Borough, Alaska","02220",1980,2659,91.76,8.24
"90","Skagway Municipality, Alaska","02230",1980,336.4208271,81.06,18.94
"91","Southeast Fairbanks Census Area, Alaska","02240",1980,2073,80.37,19.63
"92","Valdez-Cordova Census Area, Alaska","02261",1980,3700,72.68,27.32
"93","Wade Hampton Census Area, Alaska","02270",1980,1139,83.14,16.86
"94","Wrangell City and Borough, Alaska","02275",1980,704.961734448,90.41,9.59
"95","Yakutat City and Borough, Alaska","02282",1980,220.7595771,81.06,18.94
"96","Yukon-Koyukuk Census Area, Alaska","02290",1980,2247.6981768,81.31,18.69
"97","Apache County, Arizona","04001",1980,15510,81.48,18.52
"98","Cochise County, Arizona","04003",1980,32342,89.6,10.4
"99","Coconino County, Arizona","04005",1980,26340,83.11,16.89
"100","Gila County, Arizona","04007",1980,14915,86.13,13.87
"101","Graham County, Arizona","04009",1980,7199,91.5,8.5
"102","Greenlee County, Arizona","04011",1980,4189,86.11,13.89
"103","La Paz County, Arizona","04012",1980,4852.9005648,87.01,12.99
"104","Maricopa County, Arizona","04013",1980,599726,90.83,9.17
"105","Mohave County, Arizona","04015",1980,28356,74.45,25.55
"106","Navajo County, Arizona","04017",1980,22919,79.85,20.15
"107","Pima County, Arizona","04019",1980,216247,90.39,9.61
"108","Pinal County, Arizona","04021",1980,31723,89.56,10.44
"109","Santa Cruz County, Arizona","04023",1980,6358,94.35,5.65
"110","Yavapai County, Arizona","04025",1980,31658,84.02,15.98
"111","Yuma County, Arizona","04027",1980,29452.10046435,87.01,12.99
"112","Arkansas County, Arkansas","05001",1980,9629,92.52,7.48
"113","Ashley County, Arkansas","05003",1980,9654,93.86,6.14
"114","Baxter County, Arkansas","05005",1980,12612,88.65,11.35
"115","Benton County, Arkansas","05007",1980,31787,90.04,9.96
"116","Boone County, Arkansas","05009",1980,10670,91.67,8.33
"117","Bradley County, Arkansas","05011",1980,5511,91.45,8.55
"118","Calhoun County, Arkansas","05013",1980,2272,93.35,6.65
"119","Carroll County, Arkansas","05015",1980,7242,88.8,11.2
"120","Chicot County, Arkansas","05017",1980,6496,92.26,7.74
"121","Clark County, Arkansas","05019",1980,8759,92.86,7.14
"122","Clay County, Arkansas","05021",1980,8547,92.56,7.44
"123","Cleburne County, Arkansas","05023",1980,7346,87.19,12.81
"124","Cleveland County, Arkansas","05025",1980,3054,90.67,9.33
"125","Columbia County, Arkansas","05027",1980,10415,91.55,8.45
"126","Conway County, Arkansas","05029",1980,7457,91.19,8.81
"127","Craighead County, Arkansas","05031",1980,24111,92.63,7.37
"128","Crawford County, Arkansas","05033",1980,13725,91.56,8.44
"129","Crittenden County, Arkansas","05035",1980,16580,94.7,5.3
"130","Cross County, Arkansas","05037",1980,7130,93,7
"131","Dallas County, Arkansas","05039",1980,4106,90.96,9.04
"132","Desha County, Arkansas","05041",1980,7235,91.78,8.22
"133","Drew County, Arkansas","05043",1980,6620,93.66,6.34
"134","Faulkner County, Arkansas","05045",1980,16750,92.47,7.53
"135","Franklin County, Arkansas","05047",1980,5619,91.9,8.1
"136","Fulton County, Arkansas","05049",1980,4192,89.81,10.19
"137","Garland County, Arkansas","05051",1980,32993,85.38,14.62
"138","Grant County, Arkansas","05053",1980,4845,92.96,7.04
"139","Greene County, Arkansas","05055",1980,11912,94.26,5.74
"140","Hempstead County, Arkansas","05057",1980,9501,90.29,9.71
"141","Hot Spring County, Arkansas","05059",1980,10512,92.11,7.89
"142","Howard County, Arkansas","05061",1980,5140,93.74,6.26
"143","Independence County, Arkansas","05063",1980,11630,93.73,6.27
"144","Izard County, Arkansas","05065",1980,5037,85.05,14.95
"145","Jackson County, Arkansas","05067",1980,8291,93.91,6.09
"146","Jefferson County, Arkansas","05069",1980,32742,93.42,6.58
"147","Johnson County, Arkansas","05071",1980,7100,90.07,9.93
"148","Lafayette County, Arkansas","05073",1980,4473,80.19,19.81
"149","Lawrence County, Arkansas","05075",1980,7395,91.91,8.09
"150","Lee County, Arkansas","05077",1980,5247,94.19,5.81
"151","Lincoln County, Arkansas","05079",1980,4206,93.15,6.85
"152","Little River County, Arkansas","05081",1980,5501,86.08,13.92
"153","Logan County, Arkansas","05083",1980,7797,90.53,9.47
"154","Lonoke County, Arkansas","05085",1980,12417,91.87,8.13
"155","Madison County, Arkansas","05087",1980,4735,86.46,13.54
"156","Marion County, Arkansas","05089",1980,5346,80.64,19.36
"157","Miller County, Arkansas","05091",1980,14658,91.94,8.06
"158","Mississippi County, Arkansas","05093",1980,21478,91.99,8.01
"159","Monroe County, Arkansas","05095",1980,5418,90.81,9.19
"160","Montgomery County, Arkansas","05097",1980,3573,81.78,18.22
"161","Nevada County, Arkansas","05099",1980,4427,89.9,10.1
"162","Newton County, Arkansas","05101",1980,3015,90.15,9.85
"163","Ouachita County, Arkansas","05103",1980,12064,92.82,7.18
"164","Perry County, Arkansas","05105",1980,3026,84.73,15.27
"165","Phillips County, Arkansas","05107",1980,12294,93,7
"166","Pike County, Arkansas","05109",1980,4189,91.64,8.36
"167","Poinsett County, Arkansas","05111",1980,10193,92.86,7.14
"168","Polk County, Arkansas","05113",1980,6933,91.13,8.87
"169","Pope County, Arkansas","05115",1980,14816,91.89,8.11
"170","Prairie County, Arkansas","05117",1980,4043,90.48,9.52
"171","Pulaski County, Arkansas","05119",1980,132698,93.83,6.17
"172","Randolph County, Arkansas","05121",1980,6636,91.61,8.39
"173","St. Francis County, Arkansas","05123",1980,10663,93.13,6.87
"174","Saline County, Arkansas","05125",1980,18776,93.59,6.41
"175","Scott County, Arkansas","05127",1980,3784,93.39,6.61
"176","Searcy County, Arkansas","05129",1980,3645,89.36,10.64
"177","Sebastian County, Arkansas","05131",1980,39113,91.54,8.46
"178","Sevier County, Arkansas","05133",1980,5457,92.67,7.33
"179","Sharp County, Arkansas","05135",1980,6796,83.02,16.98
"180","Stone County, Arkansas","05137",1980,3852,85.15,14.85
"181","Union County, Arkansas","05139",1980,19561,92.43,7.57
"182","Van Buren County, Arkansas","05141",1980,5756,87.18,12.82
"183","Washington County, Arkansas","05143",1980,38461,93.79,6.21
"184","White County, Arkansas","05145",1980,18414,94.62,5.38
"185","Woodruff County, Arkansas","05147",1980,4415,90.92,9.08
"186","Yell County, Arkansas","05149",1980,6700,92.82,7.18
"187","Alameda County, California","06001",1980,444434,95.87,4.13
"188","Alpine County, California","06003",1980,782,49.36,50.64
"189","Amador County, California","06005",1980,9206,81.12,18.88
"190","Butte County, California","06007",1980,60760,93.65,6.35
"191","Calaveras County, California","06009",1980,11978,66.82,33.18
"192","Colusa County, California","06011",1980,5081,92.3,7.7
"193","Contra Costa County, California","06013",1980,251781,95.93,4.07
"194","Del Norte County, California","06015",1980,7370,92.14,7.86
"195","El Dorado County, California","06017",1980,39777,81.72,18.28
"196","Fresno County, California","06019",1980,191826,93.06,6.94
"197","Glenn County, California","06021",1980,8292,92.95,7.05
"198","Humboldt County, California","06023",1980,44592,93.21,6.79
"199","Imperial County, California","06025",1980,30949,90.98,9.02
"200","Inyo County, California","06027",1980,8036,89.77,10.23
"201","Kern County, California","06029",1980,154352,90.58,9.42
"202","Kings County, California","06031",1980,25578,91.87,8.13
"203","Lake County, California","06033",1980,20440,74.32,25.68
"204","Lassen County, California","06035",1980,8220,90.02,9.98
"205","Los Angeles County, California","06037",1980,2853653,95.68,4.32
"206","Madera County, California","06039",1980,24172,86.67,13.33
"207","Marin County, California","06041",1980,92388,96.03,3.97
"208","Mariposa County, California","06043",1980,5339,77.39,22.61
"209","Mendocino County, California","06045",1980,28155,89.05,10.95
"210","Merced County, California","06047",1980,48966,90.96,9.04
"211","Modoc County, California","06049",1980,3556,89.93,10.07
"212","Mono County, California","06051",1980,7661,45.07,54.93
"213","Monterey County, California","06053",1980,103369,92.61,7.39
"214","Napa County, California","06055",1980,38404,95.37,4.63
"215","Nevada County, California","06057",1980,23694,84.46,15.54
"216","Orange County, California","06059",1980,720107,95.3,4.7
"217","Placer County, California","06061",1980,46589,91.72,8.28
"218","Plumas County, California","06063",1980,8492,78.16,21.84
"219","Riverside County, California","06065",1980,291927,83.22,16.78
"220","Sacramento County, California","06067",1980,323537,92.66,7.34
"221","San Benito County, California","06069",1980,8738,90.2,9.8
"222","San Bernardino County, California","06071",1980,366245,84.27,15.73
"223","San Diego County, California","06073",1980,718211,93.3,6.7
"224","San Francisco County, California","06075",1980,316274,94.52,5.48
"225","San Joaquin County, California","06077",1980,135580,91.92,8.08
"226","San Luis Obispo County, California","06079",1980,66183,87.94,12.06
"227","San Mateo County, California","06081",1980,232964,96.67,3.33
"228","Santa Barbara County, California","06083",1980,114732,95.28,4.72
"229","Santa Clara County, California","06085",1980,473550,96.83,3.17
"230","Santa Cruz County, California","06087",1980,79512,90.29,9.71
"231","Shasta County, California","06089",1980,46528,92.45,7.55
"232","Sierra County, California","06091",1980,1763,72.26,27.74
"233","Siskiyou County, California","06093",1980,16896,89.46,10.54
"234","Solano County, California","06095",1980,84087,95.65,4.35
"235","Sonoma County, California","06097",1980,123749,92.5,7.5
"236","Stanislaus County, California","06099",1980,102287,92.56,7.44
"237","Sutter County, California","06101",1980,20262,92.83,7.17
"238","Tehama County, California","06103",1980,16125,90.16,9.84
"239","Trinity County, California","06105",1980,5457,82.43,17.57
"240","Tulare County, California","06107",1980,86718,93,7
"241","Tuolumne County, California","06109",1980,18462,69.69,30.31
"242","Ventura County, California","06111",1980,182730,94.56,5.44
"243","Yolo County, California","06113",1980,43468,95.02,4.98
"244","Yuba County, California","06115",1980,19136,91.47,8.53
"245","Adams County, Colorado","08001",1980,85297.016597268,94.43,5.57
"246","Alamosa County, Colorado","08003",1980,4370,89.73,10.27
"247","Arapahoe County, Colorado","08005",1980,113182,93.67,6.33
"248","Archuleta County, Colorado","08007",1980,1729,71.78,28.22
"249","Baca County, Colorado","08009",1980,2404,85.15,14.85
"250","Bent County, Colorado","08011",1980,2341,85.39,14.61
"251","Boulder County, Colorado","08013",1980,67981.166216782,93.95,6.05
"252","Broomfield County, Colorado","08014",1980,9778.099421238,94.17,5.83
"253","Chaffee County, Colorado","08015",1980,5420,87.79,12.21
"254","Cheyenne County, Colorado","08017",1980,957,84.95,15.05
"255","Clear Creek County, Colorado","08019",1980,3542,80.04,19.96
"256","Conejos County, Colorado","08021",1980,2896,81.35,18.65
"257","Costilla County, Colorado","08023",1980,1412,72.59,27.41
"258","Crowley County, Colorado","08025",1980,1337,84.52,15.48
"259","Custer County, Colorado","08027",1980,767,74.58,25.42
"260","Delta County, Colorado","08029",1980,8854,89.5,10.5
"261","Denver County, Colorado","08031",1980,227825,92.86,7.14
"262","Dolores County, Colorado","08033",1980,865,67.51,32.49
"263","Douglas County, Colorado","08035",1980,8475,92.71,7.29
"264","Eagle County, Colorado","08037",1980,10671,48.95,51.05
"265","Elbert County, Colorado","08039",1980,2675,85.12,14.88
"266","El Paso County, Colorado","08041",1980,116709,92.36,7.64
"267","Fremont County, Colorado","08043",1980,11093,90.67,9.33
"268","Garfield County, Colorado","08045",1980,9169,88.68,11.32
"269","Gilpin County, Colorado","08047",1980,1743,54.96,45.04
"270","Grand County, Colorado","08049",1980,4818,58.05,41.95
"271","Gunnison County, Colorado","08051",1980,4555,83.07,16.93
"272","Hinsdale County, Colorado","08053",1980,339,48.08,51.92
"273","Huerfano County, Colorado","08055",1980,2898,82.92,17.08
"274","Jackson County, Colorado","08057",1980,839,78.9,21.1
"275","Jefferson County, Colorado","08059",1980,136877.282364362,94.5,5.5
"276","Kiowa County, Colorado","08061",1980,819,87.67,12.33
"277","Kit Carson County, Colorado","08063",1980,3237,85.42,14.58
"278","Lake County, Colorado","08065",1980,3491,85.94,14.06
"279","La Plata County, Colorado","08067",1980,10993,88.66,11.34
"280","Larimer County, Colorado","08069",1980,58366,92.67,7.33
"281","Las Animas County, Colorado","08071",1980,6210,86.43,13.57
"282","Lincoln County, Colorado","08073",1980,2122,85.86,14.14
"283","Logan County, Colorado","08075",1980,7716,92.61,7.39
"284","Mesa County, Colorado","08077",1980,32295,91.87,8.13
"285","Mineral County, Colorado","08079",1980,626,50.16,49.84
"286","Moffat County, Colorado","08081",1980,5189,88.23,11.77
"287","Montezuma County, Colorado","08083",1980,6279,90.16,9.84
"288","Montrose County, Colorado","08085",1980,9258,91.03,8.97
"289","Morgan County, Colorado","08087",1980,8852,90.16,9.84
"290","Otero County, Colorado","08089",1980,8777,90.43,9.57
"291","Ouray County, Colorado","08091",1980,1047,69.05,30.95
"292","Park County, Colorado","08093",1980,3022,61.45,38.55
"293","Phillips County, Colorado","08095",1980,1979,88.58,11.42
"294","Pitkin County, Colorado","08097",1980,7892,57.26,42.74
"295","Prowers County, Colorado","08099",1980,5407,86.15,13.85
"296","Pueblo County, Colorado","08101",1980,48647,92.7,7.3
"297","Rio Blanco County, Colorado","08103",1980,2442,86.16,13.84
"298","Rio Grande County, Colorado","08105",1980,4078,86.37,13.63
"299","Routt County, Colorado","08107",1980,6910,71.4,28.6
"300","Saguache County, Colorado","08109",1980,1697,80.14,19.86
"301","San Juan County, Colorado","08111",1980,451,70.51,29.49
"302","San Miguel County, Colorado","08113",1980,1476,84.69,15.31
"303","Sedgwick County, Colorado","08115",1980,1417,88.92,11.08
"304","Summit County, Colorado","08117",1980,9940,35.93,64.07
"305","Teller County, Colorado","08119",1980,4599,62.67,37.33
"306","Washington County, Colorado","08121",1980,2373,85,15
"307","Weld County, Colorado","08123",1980,46041.43540035,92.81,7.19
"308","Yuma County, Colorado","08125",1980,4107,87.8,12.2
"309","Fairfield County, Connecticut","09001",1980,293289,95.67,4.33
"310","Hartford County, Connecticut","09003",1980,300365,96.44,3.56
"311","Litchfield County, Connecticut","09005",1980,59553,93.47,6.53
"312","Middlesex County, Connecticut","09007",1980,47982,95.71,4.29
"313","New Haven County, Connecticut","09009",1980,285030,95.27,4.73
"314","New London County, Connecticut","09011",1980,87020,94.02,5.98
"315","Tolland County, Connecticut","09013",1980,37427,96.91,3.09
"316","Windham County, Connecticut","09015",1980,33854,95.14,4.86
"317","Kent County, Delaware","10001",1980,35005,93.52,6.48
"318","New Castle County, Delaware","10003",1980,148452,93.6,6.4
"319","Sussex County, Delaware","10005",1980,46844,75.57,24.43
"320","District of Columbia, District of Columbia","11001",1980,276857,91.43,8.57
"321","Alachua County, Florida","12001",1980,58896,92.72,7.28
"322","Baker County, Florida","12003",1980,4525,93.77,6.23
"323","Bay County, Florida","12005",1980,40447,85.92,14.08
"324","Bradford County, Florida","12007",1980,7213,87.3,12.7
"325","Brevard County, Florida","12009",1980,113077,90.01,9.99
"326","Broward County, Florida","12011",1980,477468,87.44,12.56
"327","Calhoun County, Florida","12013",1980,3474,92.72,7.28
"328","Charlotte County, Florida","12015",1980,33940,76.38,23.62
"329","Citrus County, Florida","12017",1980,27361,84.01,15.99
"330","Clay County, Florida","12019",1980,23576,91.81,8.19
"331","Collier County, Florida","12021",1980,49795,68.21,31.79
"332","Columbia County, Florida","12023",1980,13505,90.21,9.79
"333","DeSoto County, Florida","12027",1980,7334,85.3,14.7
"334","Dixie County, Florida","12029",1980,3282,81.14,18.86
"335","Duval County, Florida","12031",1980,226637,91.93,8.07
"336","Escambia County, Florida","12033",1980,87994,92.13,7.87
"337","Flagler County, Florida","12035",1980,5714,76.29,23.71
"338","Franklin County, Florida","12037",1980,3579,77.26,22.74
"339","Gadsden County, Florida","12039",1980,13193,91.65,8.35
"340","Gilchrist County, Florida","12041",1980,2360,85,15
"341","Glades County, Florida","12043",1980,2456,90.55,9.45
"342","Gulf County, Florida","12045",1980,4159,88.55,11.45
"343","Hamilton County, Florida","12047",1980,3224,90.07,9.93
"344","Hardee County, Florida","12049",1980,7006,89.25,10.75
"345","Hendry County, Florida","12051",1980,6737,88.45,11.55
"346","Hernando County, Florida","12053",1980,21502,82.48,17.52
"347","Highlands County, Florida","12055",1980,21597,87.79,12.21
"348","Hillsborough County, Florida","12057",1980,260559,91.32,8.68
"349","Holmes County, Florida","12059",1980,5701,91.98,8.02
"350","Indian River County, Florida","12061",1980,28351,82.29,17.71
"351","Jackson County, Florida","12063",1980,14445,92.29,7.71
"352","Jefferson County, Florida","12065",1980,3832,90.97,9.03
"353","Lafayette County, Florida","12067",1980,1576,89.66,10.34
"354","Lake County, Florida","12069",1980,49818,83.6,16.4
"355","Lee County, Florida","12071",1980,108633,75.95,24.05
"356","Leon County, Florida","12073",1980,59255,91.31,8.69
"357","Levy County, Florida","12075",1980,8607,84.43,15.57
"358","Liberty County, Florida","12077",1980,1777,83.57,16.43
"359","Madison County, Florida","12079",1980,5551,89.66,10.34
"360","Manatee County, Florida","12081",1980,82798,74.88,25.12
"361","Marion County, Florida","12083",1980,51691,87.94,12.06
"362","Martin County, Florida","12085",1980,31576,81.91,18.09
"363","Miami-Dade County, Florida","12086",1980,663343,91.93,8.07
"364","Monroe County, Florida","12087",1980,36295,72.57,27.43
"365","Nassau County, Florida","12089",1980,13009,84.37,15.63
"366","Okaloosa County, Florida","12091",1980,42899,87.5,12.5
"367","Okeechobee County, Florida","12093",1980,8322,83.89,16.11
"368","Orange County, Florida","12095",1980,183373,93.12,6.88
"369","Osceola County, Florida","12097",1980,22946,81.13,18.87
"370","Palm Beach County, Florida","12099",1980,286784,81.71,18.29
"371","Pasco County, Florida","12101",1980,96681,84.14,15.86
"372","Pinellas County, Florida","12103",1980,360980,88.52,11.48
"373","Polk County, Florida","12105",1980,126742,90.26,9.74
"374","Putnam County, Florida","12107",1980,21653,84.96,15.04
"375","St. Johns County, Florida","12109",1980,22503,82.76,17.24
"376","St. Lucie County, Florida","12111",1980,38441,84.56,15.44
"377","Santa Rosa County, Florida","12113",1980,20222,91.95,8.05
"378","Sarasota County, Florida","12115",1980,112196,79.09,20.91
"379","Seminole County, Florida","12117",1980,67544,93.64,6.36
"380","Sumter County, Florida","12119",1980,10464,82.01,17.99
"381","Suwannee County, Florida","12121",1980,8602,89.97,10.03
"382","Taylor County, Florida","12123",1980,6339,91.91,8.09
"383","Union County, Florida","12125",1980,2325,91.14,8.86
"384","Volusia County, Florida","12127",1980,121532,87.03,12.97
"385","Wakulla County, Florida","12129",1980,4878,76.47,23.53
"386","Walton County, Florida","12131",1980,10456,76.92,23.08
"387","Washington County, Florida","12133",1980,5884,88.97,11.03
"388","Appling County, Georgia","13001",1980,5761,88.82,11.18
"389","Atkinson County, Georgia","13003",1980,2317,86.71,13.29
"390","Bacon County, Georgia","13005",1980,3386,92.03,7.97
"391","Baker County, Georgia","13007",1980,1269,95.19,4.81
"392","Baldwin County, Georgia","13009",1980,11755,86.35,13.65
"393","Banks County, Georgia","13011",1980,3280,92.5,7.5
"394","Barrow County, Georgia","13013",1980,7766,94.18,5.82
"395","Bartow County, Georgia","13015",1980,14567,94.76,5.24
"396","Ben Hill County, Georgia","13017",1980,6186,91.66,8.34
"397","Berrien County, Georgia","13019",1980,5103,91.18,8.82
"398","Bibb County, Georgia","13021",1980,55568,94.62,5.38
"399","Bleckley County, Georgia","13023",1980,3924,90.52,9.48
"400","Brantley County, Georgia","13025",1980,3063,90.89,9.11
"401","Brooks County, Georgia","13027",1980,5363,93.04,6.96
"402","Bryan County, Georgia","13029",1980,3511,91.54,8.46
"403","Bulloch County, Georgia","13031",1980,12589,90.07,9.93
"404","Burke County, Georgia","13033",1980,6806,91.27,8.73
"405","Butts County, Georgia","13035",1980,4713,84.6,15.4
"406","Calhoun County, Georgia","13037",1980,1950,94,6
"407","Camden County, Georgia","13039",1980,5137,85.42,14.58
"408","Candler County, Georgia","13043",1980,2794,90.44,9.56
"409","Carroll County, Georgia","13045",1980,20292,93.64,6.36
"410","Catoosa County, Georgia","13047",1980,13395,94.42,5.58
"411","Charlton County, Georgia","13049",1980,2485,89.58,10.42
"412","Chatham County, Georgia","13051",1980,76733,92.95,7.05
"413","Chattahoochee County, Georgia","13053",1980,3192,94.36,5.64
"414","Chattooga County, Georgia","13055",1980,8250,93.73,6.27
"415","Cherokee County, Georgia","13057",1980,17638,95.52,4.48
"416","Clarke County, Georgia","13059",1980,27566,96.45,3.55
"417","Clay County, Georgia","13061",1980,1318,90.52,9.48
"418","Clayton County, Georgia","13063",1980,52986,95.21,4.79
"419","Clinch County, Georgia","13065",1980,2347,90.33,9.67
"420","Cobb County, Georgia","13067",1980,113254,94.12,5.88
"421","Coffee County, Georgia","13069",1980,9699,91.81,8.19
"422","Colquitt County, Georgia","13071",1980,12948,93.85,6.15
"423","Columbia County, Georgia","13073",1980,14069,91.22,8.78
"424","Cook County, Georgia","13075",1980,4844,92.4,7.6
"425","Coweta County, Georgia","13077",1980,14058,94.66,5.34
"426","Crawford County, Georgia","13079",1980,2545,92.61,7.39
"427","Crisp County, Georgia","13081",1980,7356,89.17,10.83
"428","Dade County, Georgia","13083",1980,4280,93.41,6.59
"429","Dawson County, Georgia","13085",1980,1783,93.27,6.73
"430","Decatur County, Georgia","13087",1980,9065,91.73,8.27
"431","DeKalb County, Georgia","13089",1980,181798,95.12,4.88
"432","Dodge County, Georgia","13091",1980,6393,91.77,8.23
"433","Dooly County, Georgia","13093",1980,3772,93.56,6.44
"434","Dougherty County, Georgia","13095",1980,34731,95.14,4.86
"435","Douglas County, Georgia","13097",1980,17748,95.28,4.72
"436","Early County, Georgia","13099",1980,4662,92.3,7.7
"437","Echols County, Georgia","13101",1980,807,91.08,8.92
"438","Effingham County, Georgia","13103",1980,6298,91.89,8.11
"439","Elbert County, Georgia","13105",1980,7033,93.19,6.81
"440","Emanuel County, Georgia","13107",1980,7688,90.93,9.07
"441","Evans County, Georgia","13109",1980,3179,89.93,10.07
"442","Fannin County, Georgia","13111",1980,6069,90.99,9.01
"443","Fayette County, Georgia","13113",1980,9615,95.77,4.23
"444","Floyd County, Georgia","13115",1980,30154,94.44,5.56
"445","Forsyth County, Georgia","13117",1980,10290,91.3,8.7
"446","Franklin County, Georgia","13119",1980,5887,91.1,8.9
"447","Fulton County, Georgia","13121",1980,246334,91.46,8.54
