ZCTA,pop,minDist_SUT
45650,460,7.14
68982,649,12.4
45652,4120,7.24
66023,1148,15.36
68958,675,8.99
67335,3302,12.48
67336,1811,14.23
68959,3898,18.11
08106,9593,1.82
24534,1509,13.88
67437,1052,8.63
24613,605,14.05
67204,21783,1.46
46208,23081,0.97
50274,252,7.79
55784,117,18.74
55785,204,20.67
51020,627,12.2
54750,1062,12.24
34145,17692,12.35
85029,45958,0.75
66212,32518,0.19
24554,3871,18.31
70051,1749,7.8
97030,37386,0.65
84024,71,23.24
70053,16310,0.86
28610,10120,6.84
54732,3091,16.18
62545,1169,12.27
66033,737,8.86
66035,1284,14.99
23690,3806,5.59
44270,8800,6.74
54470,2005,14.34
44272,5176,4.73
69033,2416,32.51
62530,1458,13.84
90034,55652,0.55
75028,46782,1.77
75010,28974,3.69
80012,53032,0.6
85016,35167,1.07
89015,42748,3.21
45620,955,6.09
45653,3782,13.01
67360,399,5.88
62940,340,8.59
38037,1678,10.25
68008,12001,17.03
45671,274,16.28
85032,72830,0.47
66030,23546,7.62
66031,641,4.81
48449,2928,8.72
44241,16638,5.89
23608,42234,1.77
90025,47967,0.81
89032,44034,0.82
89039,140,18.97
84025,23234,3.96
68522,13359,2.9
68523,1494,4.67
67364,347,9.58
69023,293,21.95
68448,391,11.73
97035,26014,1.34
45678,1086,12.87
34677,22152,2.69
68454,720,16.13
80021,33725,1.55
65032,1671,10.54
28323,3899,7.87
67205,19444,2.73
45415,13519,1.13
44260,13166,5.49
62532,110,5.68
34690,12028,2.16
65557,114,14.61
70057,4729,6.24
69040,588,27.9
67422,1340,12.42
66039,591,12.92
87023,623,4.44
75025,53688,3.89
69044,791,21.31
69046,128,19.31
62935,1799,8.68
24132,445,9.31
65584,11681,2.53
54767,3661,12.83
65037,4465,14.84
45715,2440,10.32
67445,617,15.05
45723,3481,14.15
45724,2113,15.08
67214,14680,0.98
67417,177,10.1
67418,137,20.47
69036,80,21.67
28589,182,13.38
68457,340,8.29
38030,545,10.32
68960,113,25.79
45629,2855,2.3
67340,452,4.15
65582,2451,18.82
54758,4473,13.88
45744,2747,7.99
23068,176,13.32
27920,1327,8.86
58721,544,58.52
68460,717,9.03
62534,1389,7.98
67432,5625,28.28
68967,887,18.46
45636,120,1.22
80018,13046,6.25
45681,1670,7.52
65541,231,12.14
44709,19217,1.93
68450,3167,20.54
66548,910,12.89
54731,683,7.89
68455,404,10.77
54733,1252,9.87
65034,1024,19.55
99013,1808,7.16
83420,2295,25.33
45698,305,3.69
68970,1434,33.04
67349,1036,25.6
69039,76,34.33
66607,9771,1.61
24093,137,7.99
62535,3003,4.86
62538,359,15.99
67423,269,17.39
69043,504,32.0
68465,2248,9.9
66606,10951,0.35
38457,786,14.08
24595,612,5.62
45696,1595,12.91
67159,108,17.17
45405,16845,0.84
68881,20,50.14
54476,18916,6.15
64465,4731,13.7
23666,51930,1.14
62540,1567,6.6
67352,495,17.18
67210,9722,2.72
45420,25145,1.42
68925,528,10.64
45426,15730,0.83
67213,23117,1.35
29821,1558,8.71
38016,47757,1.99
62479,935,8.95
99335,257,32.84
99336,51998,0.43
23601,25578,1.9
66541,188,17.72
50261,2621,9.31
35186,5092,16.04
21814,603,11.29
21821,924,12.19
17408,23512,0.06
28312,19196,9.26
13411,3189,12.95
17519,7147,8.57
17520,4696,3.19
13452,4553,14.33
13454,571,17.24
55308,10045,7.78
40464,1428,8.59
48173,12631,8.66
48169,21128,10.03
50263,23858,6.03
13459,2405,14.96
48137,5192,10.21
35148,2444,10.99
35149,413,12.77
48138,10179,5.72
62501,2863,9.72
34117,15794,7.33
62872,1067,6.28
48504,27361,0.55
39342,1374,5.12
13331,120,44.55
51002,2876,6.94
40468,1747,10.96
50266,28917,2.66
68423,1130,10.44
68424,667,14.4
30132,40441,4.49
24562,479,14.36
50864,2026,12.96
13354,3944,10.23
13357,10855,6.34
13364,106,19.86
32189,5611,6.39
17402,37476,2.11
17509,5068,7.33
13406,710,8.41
17518,1643,7.64
46614,30647,4.21
60464,9715,2.57
48473,22060,4.22
51005,1345,6.87
42024,1179,8.34
48470,801,21.79
32506,36923,4.53
30471,5085,9.2
13340,8075,6.72
13345,174,33.55
17502,2750,5.16
48167,22113,3.43
46202,20007,0.48
30137,1807,2.96
32508,5381,3.1
32511,1034,0.5
13328,1554,11.51
17366,5332,5.47
13329,4330,15.66
55769,2339,10.84
42028,850,12.0
51007,529,12.36
30127,67688,3.71
48166,11416,4.89
50251,1426,11.45
32180,3934,14.55
50271,631,14.26
32195,2986,5.76
48140,3364,9.61
45365,30232,10.13
99341,844,25.24
30475,0,1.63
17372,4409,10.05
17401,17766,0.23
40376,48,8.39
48150,25792,2.06
55766,22,14.89
51003,1737,4.02
55767,4517,17.27
55310,1303,5.1
32202,6165,0.91
55311,37703,2.08
28543,5153,1.0
26412,648,12.9
62870,2090,4.68
26804,839,11.3
21837,3266,10.2
38827,3589,18.97
48164,8551,6.82
60106,20462,2.94
48165,7612,3.99
35661,16881,5.75
60471,14055,1.78
55772,174,36.49
55775,1651,12.59
54703,44093,1.32
34638,26512,7.3
38846,2592,9.19
21850,3096,10.29
08518,5414,1.87
08520,27093,6.9
26865,257,16.67
46182,1433,5.89
50235,389,8.18
26810,650,12.15
46168,34478,1.05
50225,2797,9.22
48157,1236,5.55
40390,7691,4.33
50240,2917,11.62
42022,185,12.38
30470,338,10.75
51004,989,23.36
32148,10450,15.33
32157,202,4.25
48144,9509,4.85
46161,2958,8.92
26812,1424,13.66
13425,2113,12.12
08525,4788,5.19
08530,7458,6.57
48160,13502,8.05
50237,3347,8.32
50238,1334,8.47
35660,8986,1.57
39337,1949,9.23
28092,39710,0.94
66215,26611,0.22
46628,27159,3.78
99344,17999,0.84
21856,913,9.72
21861,815,9.82
48089,31538,2.3
32463,171,12.19
32162,54530,4.5
21838,1810,9.74
26818,1061,5.05
08510,5753,6.13
42031,3013,18.07
51012,6386,1.03
51014,463,8.28
65023,1816,10.25
13416,2346,11.38
42041,4340,12.6
39348,567,17.85
08535,4711,6.36
21864,645,8.92
21874,1872,8.48
08554,3947,2.98
82942,141,20.41
82945,349,12.17
21824,113,23.93
17527,6310,8.76
17529,4370,5.13
60111,150,6.29
32168,27186,4.94
08349,1658,12.05
08353,374,3.76
99323,3931,12.7
99326,6241,19.41
08361,18730,3.28
21826,5331,3.26
21849,3299,7.16
17555,7431,10.99
13468,471,14.06
17563,4080,8.95
46635,6901,1.32
17536,2725,5.96
13431,1773,11.08
50262,421,12.57
26801,1017,7.39
21822,2013,5.53
08512,11080,6.72
08514,5046,8.82
08558,7598,1.42
08560,3623,3.67
51023,3233,14.67
30501,29629,1.08
51018,255,13.67
13476,3736,7.07
17566,12567,1.84
13436,123,41.38
17545,21897,5.66
17547,7381,2.74
08608,893,0.48
08610,30493,2.93
21915,2732,4.74
13326,5584,19.8
08332,36119,4.99
08340,1251,7.55
08348,188,10.42
46637,15251,2.81
55783,2394,21.57
21801,30007,2.24
13478,2760,5.13
17578,7188,3.1
55301,12760,5.42
50244,1887,8.24
28012,22968,6.53
33843,11136,10.79
27926,1557,14.84
43778,1148,9.95
62063,1082,15.11
27938,1261,16.64
68066,5502,1.64
34239,15499,0.8
62635,705,11.86
65201,45159,4.8
44313,24580,1.38
28360,14931,3.81
66060,1383,14.58
45862,1524,10.23
45867,1113,11.55
67567,469,45.81
58761,895,36.81
29943,524,10.6
68065,1444,14.92
62631,273,9.4
44405,7969,2.96
23829,2529,15.9
38112,17082,0.59
29939,383,14.82
54495,7610,6.46
29929,1002,11.39
54513,433,19.76
28377,12933,2.17
65232,274,6.79
38104,23517,0.55
24138,2005,9.01
65604,3603,15.17
45789,150,12.88
67466,840,18.43
69145,3189,3.41
67456,4272,14.99
45764,9418,9.84
67458,231,17.94
23128,717,7.8
23129,632,5.9
64469,2191,14.57
62065,179,22.17
27939,2547,16.13
62617,669,14.37
68050,687,13.48
44319,22647,0.98
44320,19419,1.38
68047,1738,16.51
82229,1,21.92
28383,8854,7.39
65239,1375,5.37
38120,14634,1.66
62624,463,10.22
62625,822,7.58
44401,2903,11.13
68062,295,10.58
45335,6781,11.04
45338,5009,8.71
68946,12,19.58
38473,1178,13.02
28647,71,6.15
68057,1450,18.33
65616,27432,2.13
38549,3761,9.08
62962,9,10.21
54824,2184,3.86
33815,14328,2.61
62613,3886,12.9
65109,39417,3.29
38107,16120,1.52
68508,16591,0.7
65580,701,11.68
68510,21765,0.77
34731,13218,1.95
68632,4029,0.46
23083,2484,19.47
23085,678,18.61
28654,3100,6.49
68633,1307,27.08
66753,1238,13.69
68631,445,16.17
62618,7398,1.59
38109,44922,2.0
29934,1150,9.93
28555,4767,11.74
98951,12920,4.53
66725,5556,2.67
44839,12264,7.06
37714,4827,11.18
62080,2433,11.43
68059,2999,9.12
45770,596,12.51
69140,1910,19.27
45772,1623,13.73
99026,9298,9.63
99033,878,12.33
64859,1462,9.11
67576,1920,27.46
45877,2148,7.48
67578,1340,25.44
67579,3380,17.51
38545,1612,10.18
34756,3704,2.92
68628,782,27.78
67552,591,18.65
45883,3877,9.68
45773,70,9.2
27929,1711,14.11
23076,831,14.23
23079,297,17.2
83851,1938,3.09
83852,914,2.68
83854,40905,2.16
43822,5115,14.27
58752,177,66.07
69355,156,8.88
45885,12741,12.11
45886,502,9.64
45890,488,8.57
49969,1271,29.84
54821,1257,18.29
38552,211,16.65
45742,2840,9.08
45743,1864,10.71
67449,2919,24.06
29924,4299,1.34
62611,1115,8.08
53937,1140,12.26
58756,172,28.69
33837,27428,6.4
64491,1764,25.7
62964,1291,9.1
44864,3718,9.18
44867,2557,10.09
99004,20411,16.04
54409,12849,2.69
17270,53,9.12
83115,1463,21.41
27953,1013,18.46
23110,590,15.05
27932,12455,2.32
58730,1299,49.26
45846,4297,11.66
65619,7336,5.05
82243,148,13.51
62970,819,11.14
54416,1893,9.95
64861,1631,15.57
62458,1979,13.69
29590,3288,6.82
43901,1984,8.02
45851,746,6.84
67554,4013,26.11
67556,288,22.3
28020,2082,5.55
23106,1044,5.83
23108,222,17.26
58740,775,14.24
54424,1541,9.9
68073,1751,11.17
66067,15253,0.5
62638,1364,11.74
68040,631,8.15
64503,12231,1.38
43903,2108,10.25
34237,17307,1.14
24162,2086,11.56
45858,2880,10.34
67560,1715,44.82
67561,1277,9.11
62642,1479,18.77
66064,5857,2.51
44833,16558,1.64
62567,1035,8.72
29915,445,9.4
65083,336,14.51
68044,562,6.79
23801,5409,3.46
65203,57788,2.7
62639,291,3.34
68070,585,9.69
27981,1832,8.73
64487,671,12.44
37737,5638,5.48
44836,2330,7.92
68528,6630,5.64
66724,1058,9.67
27946,1052,19.26
27947,1431,14.9
62074,1333,13.68
66049,30809,2.4
68045,1831,21.45
44310,26659,1.08
66052,2557,10.09
64493,558,8.51
33839,3267,3.06
58758,234,51.2
64494,849,17.44
64496,38,11.97
28016,13046,6.73
64471,428,33.43
62067,2755,5.28
43782,673,6.66
54311,35700,1.61
29727,1441,4.73
37917,24286,0.1
62446,342,12.48
64844,4944,7.68
68955,2117,5.31
67333,2495,13.13
65464,1136,9.7
62428,2803,6.04
64804,35602,2.88
45324,41029,2.83
65444,1166,7.07
65446,277,17.53
89011,25826,2.54
44818,2394,11.4
34714,21743,10.69
66523,3641,23.2
68838,233,23.65
82845,29,13.46
66524,2455,15.32
99012,823,14.37
68943,257,35.35
67232,664,3.52
68945,306,17.76
67235,13210,2.56
44125,27939,0.8
65462,1451,17.4
45326,1066,6.58
68834,162,18.14
68840,3220,10.93
83855,2164,17.12
67074,1469,12.38
67101,4899,5.43
67103,233,7.79
24536,259,8.31
68837,178,59.46
99025,4901,6.99
67104,2349,4.27
28586,7259,14.33
54734,861,19.03
70038,250,53.01
83857,1049,14.96
54761,1162,16.58
44824,3944,3.42
44826,1803,6.36
83858,14925,3.02
98831,2962,35.63
62548,2514,12.48
68831,769,14.38
67063,3580,1.14
68832,2203,9.64
65810,22744,1.1
89018,4837,22.16
73013,52254,2.86
85018,38833,1.94
68971,309,23.26
62932,1498,6.5
28616,252,4.1
66756,950,7.54
99005,9122,3.77
28547,25420,1.18
66520,478,15.3
72644,2502,15.01
67106,272,22.8
82060,613,15.93
68505,16945,0.71
66018,6156,9.09
23661,12830,2.84
85024,24675,2.71
80019,2967,6.56
70056,40399,1.41
99008,1131,14.3
64854,4094,17.25
99036,1718,8.68
99017,148,33.92
99019,11604,5.06
54411,5219,15.55
66619,2936,3.27
66041,671,10.0
23693,24882,1.01
44280,4641,6.67
90027,44686,1.65
67209,13380,0.82
66609,7194,1.75
34695,18096,1.17
99037,14672,2.27
99101,1400,13.18
99102,539,5.22
44201,6944,8.55
99113,719,8.59
99121,175,37.78
99144,25,25.49
38371,1006,14.04
34609,41250,4.35
68414,234,10.68
66610,10777,7.02
65040,1365,14.39
62462,982,7.99
54426,4605,15.99
82936,0,53.9
98903,14312,22.43
62549,6264,6.63
65065,6915,4.7
54475,1664,6.48
34208,39538,1.8
45729,1351,7.7
99021,9627,8.64
99022,8487,6.31
38034,2785,12.11
68974,174,30.69
67353,603,14.15
98929,0,34.34
98930,16315,1.22
37924,12000,6.53
98932,5162,7.12
98935,3422,12.23
98943,863,21.64
83850,1993,7.35
98813,2972,28.54
23696,3827,4.11
45644,4679,7.7
45646,499,17.02
34737,2551,10.6
62442,2814,9.84
54418,941,10.48
28277,71605,0.36
62450,12230,1.16
64855,2625,12.61
54421,3551,3.15
62555,423,6.96
68507,14332,2.0
45735,1562,9.21
66508,4390,1.27
65452,3070,9.9
64862,3262,12.14
29805,5924,10.47
28367,67,11.83
25638,1025,7.51
24018,37584,2.27
64863,1694,9.86
62454,11088,18.64
67448,1206,15.21
98947,3298,13.1
98950,139,26.47
99161,1307,11.36
90008,31739,0.45
87005,405,10.53
73009,1308,16.45
75007,54701,3.09
38363,5728,7.11
99123,998,43.06
69127,943,9.74
45449,17914,3.18
68938,503,18.05
45459,26979,1.66
37931,28444,4.5
33991,22354,5.15
62451,2041,13.91
71630,495,10.83
54410,2495,14.39
23503,32080,2.58
33974,17119,4.61
99133,1576,34.37
33990,32901,0.34
23462,63659,0.41
99146,73,33.5
99157,666,26.2
54422,1402,7.8
38001,4656,13.4
64865,6278,2.93
28214,41356,5.42
54403,24447,7.36
44691,45048,2.17
23487,5904,10.31
62443,1678,12.37
62444,331,9.42
28216,51116,2.62
69128,127,12.67
67219,13398,2.03
80007,12026,5.86
85009,49536,0.59
73008,20240,2.49
29732,58571,2.01
45340,688,11.31
45341,3857,6.48
45342,36659,4.84
29741,2239,2.38
82941,5215,12.68
38551,4065,15.26
45344,16104,10.18
33982,11025,15.95
28227,55769,4.87
68842,665,43.6
62449,3118,13.46
62439,7166,4.72
67110,8891,13.71
68947,617,20.18
45505,19919,0.81
68952,99,37.49
67332,101,20.49
24541,27607,1.23
67112,194,15.27
62426,873,16.47
68939,1166,30.24
68940,645,10.34
82053,1006,23.55
66616,5455,3.54
65564,160,5.36
68112,11574,2.95
62665,1359,13.95
34286,18625,5.58
38133,22254,1.39
44449,1264,6.49
67834,988,19.48
65660,158,14.02
58781,805,14.23
34269,4025,10.42
98006,37769,1.41
98010,5485,6.58
98012,64417,4.31
34787,64723,6.4
62983,1411,8.91
66757,3201,0.8
68107,31282,0.29
65663,2814,8.76
68711,338,23.77
62666,613,10.33
38579,947,9.32
38580,1575,7.51
28054,37335,0.23
28034,17327,5.91
64624,1493,22.74
68661,7470,14.44
38569,124,9.86
83223,98,16.65
67836,207,32.8
67865,1209,22.35
62207,8913,1.25
67953,118,23.18
98002,34508,0.4
66078,1362,5.99
98050,552,4.32
98057,13362,0.5
58783,354,46.96
62976,361,10.51
98072,24213,0.98
83228,735,10.44
64640,2951,18.95
98058,43523,4.07
43931,375,1.81
44450,2041,14.5
66088,2509,12.04
44452,3444,3.54
43938,5320,4.31
54839,211,18.78
33859,10364,11.61
67757,496,26.0
67839,1377,40.54
62230,6279,8.78
43935,8870,4.87
28037,20110,9.46
38564,366,15.71
38565,1367,17.94
83201,37740,2.43
62531,1764,8.93
29842,7462,8.96
29843,1195,11.49
53964,3621,15.76
62239,4715,4.27
24236,3152,14.41
24239,206,13.71
68640,1598,20.4
66761,218,8.83
67663,2695,22.6
68641,1196,27.02
82323,143,37.06
38563,3512,15.41
62912,1338,6.38
29849,518,7.3
38061,591,12.69
66830,126,14.43
54545,823,10.97
44473,3609,6.52
34291,6119,3.82
37771,17276,10.39
43947,5297,3.24
67880,7682,2.44
67951,5178,25.06
28052,35302,3.77
28574,18116,3.13
43840,1253,10.31
66101,12342,0.26
67658,151,25.47
67661,3310,4.96
62242,1445,6.7
66833,507,18.31
65657,148,15.06
62684,5861,7.87
98036,39766,0.58
98043,21126,0.76
54016,31883,1.73
28072,1292,4.04
29585,15022,10.46
29609,29191,2.09
44878,3118,9.22
66102,31664,2.37
65262,995,5.24
33860,25150,9.58
64628,5984,2.09
73018,20214,0.16
66032,4968,1.46
67842,464,17.78
67844,830,27.87
67853,667,19.48
24243,1984,11.88
64601,11940,19.14
28031,27460,2.73
67665,4981,23.29
67675,160,21.36
67730,1662,29.16
67401,51077,2.44
28578,6858,11.47
62217,748,7.85
43908,1599,12.18
23875,12121,1.36
44505,17985,2.29
65627,359,13.27
58792,335,29.94
62236,13757,5.46
23220,34280,0.69
73014,1937,16.41
65236,1516,23.23
38119,22947,1.4
54873,2813,19.53
68701,30531,1.0
28693,1819,5.74
43913,1596,5.83
23169,1086,12.29
23175,1800,15.36
28423,2359,10.62
43952,18498,3.11
66072,1108,12.96
24128,1987,7.96
58779,491,31.73
44870,39597,2.29
28698,2247,8.74
28702,560,9.22
54871,2993,10.26
38220,1742,13.29
82081,98,32.1
69028,800,19.28
87008,2550,7.03
23843,552,5.64
54853,4179,8.05
64506,24304,0.64
38575,1054,10.68
44890,11245,11.55
44483,24836,1.62
68710,743,18.59
53963,13880,12.19
45614,4825,2.43
62220,18302,2.78
98020,20322,0.68
98021,30753,2.16
98026,36729,1.8
34786,43458,4.68
67646,731,16.05
67653,316,17.25
67869,1476,23.25
29611,30274,1.97
43920,22290,0.32
66091,277,8.46
38135,29714,2.59
34266,32246,2.67
68642,1893,17.64
23845,457,14.2
38127,44227,6.03
28393,2106,7.49
34285,18069,1.07
67876,1490,15.66
37762,2845,0.2
98029,28727,2.07
83232,622,14.31
83236,2388,16.61
98034,43119,0.6
54557,893,18.27
38236,629,8.61
67736,193,45.42
62990,810,8.19
67748,2227,26.52
67751,242,41.74
67753,540,16.61
62907,1995,11.49
62918,10155,2.81
70041,2669,44.87
62920,3354,5.48
44406,21749,4.35
87010,1010,15.52
65559,8611,9.16
82007,21434,3.79
73010,19735,15.22
44854,1708,10.76
44855,1337,8.35
66743,4301,1.94
68626,620,9.28
83128,940,24.55
68878,421,17.97
68025,30488,0.57
24076,1330,12.55
69335,40,37.99
24105,297,14.17
34236,12920,1.4
62974,1626,8.81
67523,562,39.08
87007,1004,6.61
54747,2690,7.62
38469,4125,18.13
28341,4843,8.17
45844,3172,14.3
45845,2871,15.45
67550,5734,41.53
45828,6248,5.09
28333,11075,6.81
65046,1363,11.22
69331,83,17.32
67547,1902,24.92
45843,4117,19.36
45776,786,8.0
45778,821,10.06
45780,3176,1.57
45782,492,9.09
69144,151,13.62
54745,1932,14.84
38461,1245,11.24
97042,3148,9.37
82055,257,29.77
45832,2923,8.77
69220,20,36.87
33823,32139,6.18
38548,794,14.66
62965,88,2.19
62914,2738,5.19
65059,845,13.61
66615,3262,9.19
62547,926,15.32
38058,9777,9.45
67543,2029,14.46
45836,1344,18.13
67546,2340,12.09
54457,7936,10.5
34759,39850,12.38
66749,7453,0.92
62895,2028,10.3
58759,783,23.35
23119,370,14.97
69214,350,54.47
43837,1658,13.19
65047,1372,9.15
62908,496,7.63
82244,452,18.91
54832,384,16.92
23123,1874,14.57
43843,1062,14.51
75021,8950,5.38
54460,2612,11.32
65063,3659,11.19
49960,179,11.22
64481,938,24.41
84033,1253,20.16
71658,730,14.23
44264,3073,4.59
66714,251,13.23
29860,15762,7.52
53946,4371,10.22
24165,1350,8.36
67568,199,20.19
45869,4811,13.11
65061,774,19.27
69029,407,27.07
62518,176,11.12
23605,13892,0.38
62520,1637,9.52
66006,7861,10.28
34134,13977,11.69
58760,316,30.47
38118,38664,1.49
87015,12889,1.5
49971,443,21.57
44408,10043,7.93
64499,80,22.79
33841,8944,12.03
23834,24824,0.74
54517,93,23.23
44425,14354,5.03
62644,4946,17.74
84026,1467,1.89
54465,547,20.06
53944,2070,10.94
62201,7570,1.71
38117,25881,0.98
66701,12452,3.07
38475,627,11.33
66710,520,10.01
54763,1139,16.17
24136,3159,7.33
28318,4371,11.79
23091,109,19.08
64473,1453,18.19
58734,386,34.46
24133,2401,4.38
28618,2581,8.38
54768,6211,21.08
24657,308,11.77
23606,28594,1.07
97019,3084,8.2
67572,477,34.58
45872,4106,10.07
67575,458,33.25
29588,45385,4.11
45672,1527,12.08
97017,3405,15.32
65233,11943,3.3
44428,3045,10.7
67344,931,11.55
33813,37211,1.69
28344,4199,5.77
54515,448,27.73
44423,2423,7.0
23830,1331,10.47
66066,2572,1.2
62934,902,8.43
28613,22233,3.78
38541,1659,10.18
68627,665,40.99
34753,5818,11.46
65202,48560,3.59
54739,5275,9.0
68064,3401,8.85
67155,174,24.01
69025,1126,29.56
24634,474,8.53
68922,1467,28.43
68466,1779,14.65
54740,1856,15.9
24649,2732,7.24
24597,1088,11.76
87004,11319,2.17
66202,16183,0.78
68142,3968,5.48
65686,5105,6.12
68727,814,27.27
45040,54507,1.47
62298,16608,3.44
54901,38812,0.44
24282,890,9.73
64477,3533,16.39
27949,7532,4.44
23103,5197,7.89
54904,21482,2.14
54565,57,18.5
54150,1177,5.84
23320,56765,1.94
44056,11808,2.12
98257,4022,4.12
65276,1541,12.45
65707,2281,13.07
43772,1880,9.96
64468,15681,0.63
44484,21804,2.03
23885,2773,7.39
44620,2057,2.99
66224,13963,2.24
44514,21659,2.28
23887,387,11.36
28436,1975,4.25
68147,11202,2.0
65282,119,15.09
68732,184,24.35
54902,22110,4.97
62806,3351,16.83
66402,2904,9.5
68317,1891,6.2
83335,1905,14.02
98148,11761,1.51
98178,27280,1.26
28456,3800,6.05
68313,593,12.36
45064,3060,8.33
83404,23151,3.74
98260,5577,9.07
83325,849,10.0
83402,24756,4.58
28091,1909,7.91
64674,395,13.76
62271,2153,2.16
65324,1337,15.53
62810,834,11.52
44035,63318,1.34
44611,2121,9.46
66214,12138,0.68
68305,4081,2.22
23112,53162,6.04
27974,1206,12.44
68752,722,13.64
65712,8588,10.31
66901,6133,0.86
28086,25037,6.71
64670,1098,21.96
34450,10747,4.41
66862,55,25.37
24313,789,9.94
62572,516,10.44
66054,2914,6.13
34228,7233,4.66
54486,2027,20.42
62808,1438,13.21
65714,33111,0.48
65715,31,28.89
83424,397,29.99
98271,28585,3.92
66865,1213,14.15
98253,1711,8.63
24311,1624,6.81
66845,1195,17.34
82434,125,13.36
68716,1015,26.88
83341,7718,10.9
98201,29484,0.54
98207,1397,0.62
28732,17479,5.0
66930,190,13.16
54930,1593,13.56
62265,4391,8.06
33905,37081,4.56
54126,3738,12.08
65068,729,12.29
38067,1166,12.88
98247,9433,1.95
64643,1202,19.25
45122,10511,8.51
66936,269,33.56
54128,1632,5.02
28109,340,10.06
62803,1078,10.8
65321,494,14.12
65075,927,18.14
34217,5127,8.19
62561,5350,8.22
34747,19413,5.55
44041,14321,8.58
23302,268,9.24
64726,288,12.74
23303,890,11.63
23306,776,0.58
68760,1338,1.01
98208,57306,0.97
66932,90,20.58
54933,353,9.72
34453,11427,2.74
44622,17895,2.65
28356,4890,6.04
67454,558,22.73
69133,463,11.29
68759,213,20.85
33913,23816,7.01
44052,28576,0.43
83348,372,21.24
62260,7405,7.09
83526,314,19.29
37813,17303,3.0
98229,32211,1.08
83353,1358,11.31
34945,5019,11.38
68663,723,17.99
54862,206,19.24
68666,1506,17.81
68667,98,13.57
62258,9253,11.77
33890,4872,10.73
98349,4346,9.3
98351,1228,9.97
98354,7088,2.29
62292,885,5.09
64728,611,12.61
68746,396,20.78
54915,43045,2.94
45102,22397,5.35
82210,408,22.07
66735,513,5.68
69161,95,69.4
29649,26598,0.86
64681,177,11.81
23307,570,9.83
54136,6293,2.5
45039,25142,5.04
64734,1970,5.89
45118,3579,8.76
68756,1922,28.62
28112,26999,5.87
65610,4937,11.12
54813,555,13.45
44849,2522,8.1
44608,2439,8.8
68301,1418,17.37
45034,1273,4.95
68720,282,28.17
24269,413,13.33
68725,516,18.79
23315,1346,4.95
44053,18895,1.0
66937,691,20.59
45123,8736,0.33
45761,1843,4.9
69134,388,27.26
23072,11677,3.19
37843,3807,8.64
45054,2926,5.42
68736,635,10.16
29643,2088,9.28
54560,549,16.96
98233,15415,2.25
38240,2474,13.97
58789,301,29.92
43946,2136,5.49
45056,27957,1.35
28715,26318,2.7
68735,780,23.65
58844,93,38.85
28083,25540,2.85
66115,0,1.96
98356,2245,9.41
62288,3094,9.01
64722,512,11.14
45810,8230,15.27
45812,1973,14.63
45814,3212,10.5
45817,6892,13.37
62692,2122,18.39
38226,266,13.29
34420,18107,5.46
68714,1181,27.38
54004,2386,19.44
28412,38213,4.27
67490,942,39.03
38224,878,11.49
34956,10057,15.02
23874,831,10.3
66104,26404,3.41
62691,1978,0.8
43804,3786,11.7
49962,240,14.4
45806,10608,2.58
53926,1686,14.42
69169,589,29.59
45827,2050,13.41
53922,900,7.16
62078,78,19.15
68133,11191,2.63
38232,1810,15.46
62083,237,14.39
58741,580,21.79
53930,1359,8.03
53932,2653,6.71
58725,425,23.53
54490,856,14.53
44502,9336,0.49
66106,24441,3.8
65265,15059,1.97
27959,2908,6.98
23111,36574,6.07
27962,7527,4.63
27970,2820,9.11
27978,203,18.03
62091,380,8.9
62568,15787,0.8
62086,1263,11.14
27960,564,14.48
38066,2757,15.28
98003,49860,0.28
33872,15778,2.66
29615,37681,1.35
28073,5366,4.98
27966,738,10.15
33830,27476,2.11
29579,40272,2.58
82432,256,12.87
65669,2048,9.03
64482,2203,16.17
27958,10988,11.72
58744,95,31.71
34288,12304,6.91
34289,3734,8.35
62677,2269,9.97
33865,1078,12.39
33867,393,23.69
64486,490,18.18
65668,1766,23.31
65255,4005,9.92
68117,8658,1.81
53916,22574,1.87
64475,363,14.25
58735,308,23.71
54479,3981,12.97
27972,70,25.98
64485,7918,11.85
53933,4395,7.05
23866,2100,14.81
67733,333,10.79
67734,358,13.16
66094,318,12.56
65676,398,20.04
65679,2537,7.8
65072,1278,9.61
34211,7885,8.57
44287,7688,7.47
38105,6209,0.74
54489,1590,9.69
29920,11693,9.27
38076,927,8.67
67740,1555,36.95
67741,355,15.33
67744,216,29.37
58794,222,39.79
28682,1301,6.6
65069,635,16.25
68029,838,17.71
68030,737,5.96
34219,23792,8.6
54482,9477,7.22
28708,375,15.89
34957,23078,2.06
44902,4850,0.92
54014,2080,5.8
23879,674,9.63
66834,836,23.28
54481,29059,6.52
68034,699,13.49
44302,5127,0.27
44303,7766,0.69
65611,1966,7.81
65640,875,11.11
28671,577,6.85
66776,1432,11.18
65641,1062,7.23
44901,2627,1.67
44281,32161,7.4
28347,2329,9.77
54480,1414,5.67
24147,1264,7.22
34952,40063,1.7
24248,2304,10.94
54550,659,9.07
66095,879,11.5
66773,840,6.87
68653,701,8.76
64631,689,11.01
66781,955,6.68
38486,702,15.74
28626,2474,7.36
28349,2840,2.7
34212,19301,8.28
44288,3521,9.46
28704,19060,5.58
64623,398,25.28
54867,468,16.18
44905,13719,2.44
67867,1874,28.37
64635,561,12.93
66732,309,14.34
54801,6672,3.7
34746,43249,3.61
65080,1167,10.73
68039,1334,0.86
