ZCTA,year,totPopE,whiteP,blackP,amIndP,asianP,pacIsP,otherP,hispP,noHSP,age0_4,age5_14,age15_19,age20_24,age15_44,age45_49,age50_54,age55_59,age60_64,ageOv65,ageOv18,age18_64,a15_24P,und45P,ovr65P,disbP
14102,2018,1163,96.73,0.0,3.27,0.0,0.0,0.0,0.0,8.85,93,138,27,24,345,47,81,160,60,239,905,666,4.39,49.53,20.55,16.2
14103,2018,10541,88.81,5.24,0.17,0.99,0.2,4.6,6.59,8.61,477,1195,784,512,3810,521,925,895,731,1987,8325,6338,12.29,52.01,18.85,18.5
14105,2018,4570,96.89,0.94,0.24,0.09,0.0,1.84,2.19,7.82,288,548,342,207,1493,353,407,415,286,780,3518,2738,12.01,50.96,17.07,14.0
14108,2018,6082,97.86,0.76,0.79,0.0,0.0,0.59,0.58,13.09,312,877,337,394,2103,523,511,242,324,1190,4724,3534,12.02,54.13,19.57,10.7
14109,2018,1131,85.76,4.95,0.0,0.88,0.0,8.4,6.72,0.0,0,0,814,306,1131,0,0,0,0,0,1107,1107,99.03,100.0,0.0,4.6
14111,2018,3337,94.52,1.32,1.47,0.9,0.0,1.8,1.29,11.24,158,482,242,231,1171,264,414,293,171,384,2537,2153,14.17,54.27,11.51,13.9
14112,2018,18,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,18,0,0,0,0,0,18,18,0.0,100.0,0.0,0.0
14113,2018,523,100.0,0.0,0.0,0.0,0.0,0.0,3.44,3.26,38,19,28,9,191,34,17,76,44,104,441,337,7.07,47.42,19.89,14.3
14120,2018,44437,95.14,1.86,0.32,0.78,0.0,1.9,1.48,7.02,2420,4621,2452,2232,14827,3078,3788,3663,3262,8778,35754,26976,10.54,49.21,19.75,15.6
14125,2018,3733,95.74,1.15,0.4,0.38,0.0,2.33,2.38,9.18,200,458,221,219,1386,263,224,376,245,581,2937,2356,11.79,54.75,15.56,17.5
14126,2018,531,100.0,0.0,0.0,0.0,0.0,0.0,2.26,5.05,14,30,39,52,160,52,90,44,76,65,448,383,17.14,38.42,12.24,9.8
14127,2018,30297,96.44,0.62,0.05,1.5,0.0,1.39,2.38,3.94,1418,3728,1807,1469,9183,2282,2430,2347,2371,6538,23970,17432,10.81,47.3,21.58,10.6
14129,2018,1470,79.93,0.27,18.78,0.54,0.0,0.48,0.41,11.55,71,161,126,47,472,120,94,129,119,304,1154,850,11.77,47.89,20.68,20.1
14130,2018,165,94.55,5.45,0.0,0.0,0.0,0.0,3.03,6.09,10,29,8,3,39,3,20,12,12,40,120,80,6.67,47.27,24.24,19.4
14131,2018,5039,95.93,1.13,0.0,0.75,0.0,2.18,0.83,11.04,144,326,487,240,1778,327,577,596,487,804,4215,3411,14.43,44.61,15.96,10.4
14132,2018,5792,86.72,1.07,7.75,1.71,0.0,2.75,1.47,7.48,148,705,399,437,1925,486,497,528,426,1077,4668,3591,14.43,47.96,18.59,11.9
14134,2018,115,100.0,0.0,0.0,0.0,0.0,0.0,0.0,20.73,9,9,4,11,28,0,27,0,0,42,97,55,13.04,40.0,36.52,5.2
14135,2018,123,97.56,0.0,0.0,0.0,0.0,2.44,0.0,15.6,5,0,0,9,13,5,0,41,34,25,118,93,7.32,14.63,20.33,46.3
14136,2018,4551,96.37,1.12,0.55,0.0,0.0,1.96,1.56,7.72,258,511,314,231,1529,315,321,434,339,844,3598,2754,11.98,50.49,18.55,18.1
14138,2018,2006,96.96,0.65,0.5,0.0,0.0,1.89,2.34,18.7,163,321,119,141,624,183,169,144,108,294,1430,1136,12.96,55.23,14.66,13.0
14139,2018,2438,94.22,0.04,0.0,4.92,0.0,0.82,1.19,4.86,245,363,96,48,752,187,239,155,169,328,1755,1427,5.91,55.78,13.45,11.3
14141,2018,7497,98.39,0.32,0.77,0.36,0.0,0.16,0.83,6.19,348,878,445,334,2356,581,603,619,512,1600,5987,4387,10.39,47.78,21.34,17.4
14143,2018,940,92.66,1.17,0.64,1.91,0.0,3.62,0.53,9.67,15,79,55,36,302,41,47,74,91,291,812,521,9.68,42.13,30.96,12.1
14145,2018,1785,96.13,0.73,3.14,0.0,0.0,0.0,0.39,5.36,107,212,122,93,567,135,133,184,147,300,1384,1084,12.04,49.64,16.81,13.3
14150,2018,40825,89.98,3.58,0.32,1.69,0.0,4.43,4.21,7.2,2306,3911,1755,2133,13973,2916,2846,3040,3343,8490,33464,24974,9.52,49.45,20.8,15.5
14167,2018,1621,96.18,0.0,0.0,0.37,0.0,3.45,0.8,4.49,102,144,77,141,538,128,114,152,148,295,1313,1018,13.45,48.37,18.2,13.7
14168,2018,32,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,11,0,0,8,0,0,3,3,0,14,14,0.0,81.25,0.0,21.9
14169,2018,94,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.29,0,26,0,0,34,0,0,7,0,27,68,41,0.0,63.83,28.72,43.6
14170,2018,2544,98.11,0.0,0.0,0.0,0.0,1.89,3.22,2.83,92,346,163,177,836,180,179,255,352,304,1989,1685,13.36,50.08,11.95,11.8
14171,2018,1956,91.72,0.0,0.92,0.0,0.0,7.36,2.4,5.1,146,213,68,157,644,140,155,119,134,405,1566,1161,11.5,51.28,20.71,12.2
14172,2018,2978,97.08,1.85,0.13,0.24,0.0,0.71,0.0,6.61,163,376,209,83,1001,124,282,219,236,577,2274,1697,9.81,51.71,19.38,10.4
14173,2018,387,100.0,0.0,0.0,0.0,0.0,0.0,0.0,12.41,0,54,36,15,143,63,7,48,28,44,297,253,13.18,50.9,11.37,10.6
14174,2018,5475,96.44,0.66,0.64,0.2,0.0,2.06,2.05,5.56,220,717,295,373,1758,378,438,416,475,1073,4354,3281,12.2,49.22,19.6,9.8
14201,2018,11680,51.28,21.1,0.57,2.64,0.0,24.41,36.57,22.04,618,1579,867,1103,5687,685,600,644,592,1275,8910,7635,16.87,67.5,10.92,19.3
14202,2018,3474,60.62,26.22,0.46,1.35,0.0,11.34,17.88,10.27,138,157,207,371,1803,185,168,305,221,497,3036,2539,16.64,60.39,14.31,14.1
14203,2018,1666,32.05,51.5,0.18,2.88,0.0,13.39,14.47,17.47,77,111,63,41,766,59,60,123,146,324,1441,1117,6.24,57.26,19.45,23.8
14204,2018,8649,20.12,71.41,0.0,1.23,0.03,7.21,12.04,22.52,706,951,340,538,2826,546,568,967,610,1475,6750,5275,10.15,51.83,17.05,21.6
14206,2018,19869,79.97,11.84,0.97,0.98,0.0,6.24,7.09,15.4,1397,2212,949,1127,7234,1218,1322,1851,1275,3360,15700,12340,10.45,54.57,16.91,16.7
14207,2018,23808,49.16,16.3,0.58,11.4,0.0,22.57,21.68,21.37,2042,3825,1689,1978,10752,1255,1195,1512,1276,1951,16760,14809,15.4,69.8,8.19,15.9
14208,2018,10805,15.18,79.31,0.06,2.66,0.05,2.75,3.51,15.33,872,1197,1139,1701,4628,476,525,641,661,1805,8408,6603,26.28,61.98,16.71,19.0
14209,2018,7410,48.54,42.69,0.59,2.85,0.0,5.33,5.2,9.89,289,554,382,834,3355,484,391,558,570,1209,6479,5270,16.41,56.65,16.32,17.2
14210,2018,14723,81.55,8.45,1.79,1.6,0.0,6.62,10.58,17.26,1197,1677,816,1059,6145,742,1124,1136,967,1735,11306,9571,12.74,61.26,11.78,18.1
14211,2018,21900,15.49,72.21,0.39,6.25,0.0,5.66,3.37,20.36,1671,3215,1491,1947,9191,1219,1200,1563,1188,2653,15935,13282,15.7,64.28,12.11,20.6
14212,2018,10695,43.88,35.53,0.5,12.45,0.0,7.64,5.28,24.34,793,1502,769,804,4072,807,746,751,712,1312,7855,6543,14.71,59.53,12.27,18.4
14213,2018,24167,41.94,21.98,0.89,13.95,0.13,21.11,24.4,27.34,2284,3801,1352,2331,11713,997,1155,1177,965,2075,17204,15129,15.24,73.65,8.59,14.5
14214,2018,19775,52.09,32.87,0.58,9.18,0.26,5.02,5.8,8.16,965,1874,1640,2514,10036,1198,1046,948,1287,2421,16381,13960,21.01,65.11,12.24,13.3
14215,2018,39962,14.47,77.62,0.07,3.49,0.01,4.34,3.61,12.83,2579,5610,3542,3732,17922,2210,2556,2475,2022,4588,29502,24914,18.2,65.34,11.48,15.4
14216,2018,22280,75.94,13.43,0.04,2.49,0.0,8.1,9.82,8.91,1063,1947,927,1679,10817,1286,1368,1360,1367,3072,18634,15562,11.7,62.06,13.79,12.3
14217,2018,22974,91.73,5.0,0.34,0.71,0.08,2.15,2.7,6.99,828,2545,1095,1298,8508,1880,1690,1462,1710,4351,18930,14579,10.42,51.71,18.94,15.0
14218,2018,18951,79.71,10.24,0.19,0.62,0.18,9.07,8.78,16.79,1641,2450,1064,1331,7193,877,1277,1462,1081,2970,14162,11192,12.64,59.54,15.67,15.9
14219,2018,12092,94.91,1.04,0.68,0.0,0.0,3.37,4.21,7.22,721,1146,678,725,4672,737,998,1099,798,1921,9820,7899,11.6,54.08,15.89,13.7
14220,2018,23980,88.8,4.09,0.14,0.78,0.12,6.08,9.61,10.12,1788,2686,1329,1386,9842,1277,1788,1723,1397,3479,18682,15203,11.32,59.7,14.51,13.0
14221,2018,54081,87.9,3.74,0.25,6.28,0.0,1.84,2.17,4.24,2640,5686,3353,2734,16978,3306,4029,3504,3797,14141,43398,29257,11.26,46.79,26.15,11.5
14222,2018,14037,73.31,14.26,0.11,5.56,0.0,6.77,7.94,7.56,360,534,1704,2182,8391,776,673,853,688,1762,12846,11084,27.68,66.15,12.55,11.4
14223,2018,22499,89.94,6.04,0.13,0.79,0.0,3.09,4.7,4.3,1291,2826,1105,794,8011,1249,1347,1700,1864,4211,17639,13428,8.44,53.9,18.72,12.9
14224,2018,40590,97.58,0.88,0.1,0.48,0.02,0.94,1.38,5.78,1653,4089,2274,2182,14168,3103,2821,3155,3174,8427,33276,24849,10.98,49.05,20.76,12.9
14225,2018,33328,80.21,13.77,0.17,2.19,0.15,3.51,2.99,7.3,1761,3260,1655,2219,13871,1797,1693,2859,2266,5821,27381,21560,11.62,56.69,17.47,12.6
14226,2018,29700,77.73,10.24,0.87,6.38,0.0,4.78,4.92,4.22,1479,3762,1844,2683,11703,1890,2107,2335,1693,4731,23493,18762,15.24,57.05,15.93,10.0
14227,2018,21846,90.22,4.63,0.16,3.79,0.0,1.2,2.56,7.46,671,1689,850,1461,7256,1658,1441,1776,1954,5401,18982,13581,10.58,44.02,24.72,15.1
14228,2018,22103,72.88,9.43,0.26,12.91,0.18,4.35,5.12,5.09,1043,2308,1309,3113,10549,1143,1134,1122,1406,3398,17996,14598,20.01,62.89,15.37,11.3
14261,2018,5736,54.1,13.93,0.0,22.11,0.07,9.8,11.73,0.0,0,0,3517,2041,5736,0,0,0,0,0,5612,5612,96.9,100.0,0.0,4.2
14301,2018,12594,60.89,29.56,1.41,0.82,0.09,7.24,6.48,16.18,1110,1589,668,870,4830,941,724,766,866,1768,9467,7699,12.21,59.78,14.04,18.3
14302,2018,109,77.06,18.35,0.0,4.59,0.0,0.0,0.0,35.78,0,0,0,0,0,0,0,0,0,109,109,0,0.0,0.0,100.0,100.0
14303,2018,5805,64.53,20.62,3.69,2.79,0.21,8.17,8.48,17.5,464,849,271,462,2252,321,293,389,404,833,4306,3473,12.63,61.41,14.35,15.8
14304,2018,29375,89.21,3.75,1.57,1.95,0.0,3.51,2.44,8.03,1271,3024,1508,1788,10533,1553,2289,2256,2875,5574,24233,18659,11.22,50.48,18.98,14.2
14305,2018,16683,63.32,30.47,0.66,0.56,0.0,4.99,3.89,12.58,1163,2162,1154,1304,6340,982,1183,1401,1102,2350,12667,10317,14.73,57.93,14.09,15.4
14411,2018,14176,81.72,12.42,0.23,1.08,0.0,4.56,5.01,17.65,654,1288,730,1284,6095,1018,1005,1050,837,2229,11752,9523,14.21,56.69,15.72,18.6
14414,2018,7101,95.69,0.15,0.0,1.9,0.0,2.25,1.24,4.62,337,833,288,495,2494,494,581,483,526,1353,5722,4369,11.03,51.6,19.05,13.0
14415,2018,205,89.76,0.0,0.0,0.0,0.0,10.24,0.0,24.06,0,26,5,41,81,8,37,22,10,21,179,158,22.44,52.2,10.24,0.0
14416,2018,3528,90.96,0.51,0.09,1.84,0.0,6.6,1.05,6.19,156,373,310,183,1175,317,299,387,208,613,2792,2179,13.97,48.3,17.38,16.7
14418,2018,1333,99.77,0.0,0.0,0.0,0.0,0.23,6.6,4.85,72,166,47,37,299,131,55,189,137,284,1057,773,6.3,40.29,21.31,9.5
14420,2018,20925,90.28,2.92,0.03,1.53,0.03,5.19,7.86,8.3,1060,2070,2734,3309,10149,1234,1557,1083,1040,2732,17074,14342,28.88,63.46,13.06,12.4
14422,2018,2333,97.09,1.71,0.21,0.64,0.0,0.34,1.2,9.52,126,293,156,151,854,180,179,167,121,413,1826,1413,13.16,54.56,17.7,14.2
14423,2018,4631,91.92,2.2,0.0,1.9,0.0,3.97,2.72,9.13,289,466,240,405,1678,360,440,297,313,788,3710,2922,13.93,52.54,17.02,12.1
14424,2018,27717,95.21,1.4,0.43,0.69,0.09,2.19,2.57,5.27,1125,3002,1645,1680,9106,1974,2309,2004,2031,6166,22501,16335,12.0,47.74,22.25,13.3
14425,2018,11848,93.11,3.61,0.72,0.91,0.11,1.54,5.17,4.41,874,1727,552,736,4666,745,750,813,697,1576,8809,7233,10.87,61.34,13.3,12.0
14427,2018,2044,97.46,0.0,0.0,0.0,0.0,2.54,2.89,8.75,156,290,125,78,742,116,150,124,189,277,1514,1237,9.93,58.12,13.55,14.7
14428,2018,7439,97.08,1.13,0.0,0.24,0.0,1.55,2.0,5.43,270,777,470,505,2556,638,682,621,711,1184,6075,4891,13.11,48.43,15.92,11.7
14432,2018,6297,97.0,2.06,0.0,0.05,0.0,0.89,3.81,9.1,318,802,428,386,2139,397,396,616,355,1274,4868,3594,12.93,51.75,20.23,17.8
14433,2018,4350,95.56,1.26,0.09,0.9,0.0,2.18,4.83,19.31,318,804,298,310,1435,226,262,414,291,600,3003,2403,13.98,58.78,13.79,17.6
14435,2018,2750,96.47,1.49,1.02,0.07,0.0,0.95,1.75,7.05,97,246,119,161,789,259,231,334,290,504,2343,1839,10.18,41.16,18.33,11.2
14437,2018,11439,89.47,7.61,0.21,0.06,0.0,2.64,4.03,16.16,380,1121,649,910,4612,929,1135,775,711,1776,9439,7663,13.63,53.44,15.53,16.4
14441,2018,332,100.0,0.0,0.0,0.0,0.0,0.0,6.02,6.82,12,54,31,15,144,38,16,19,8,41,246,205,13.86,63.25,12.35,11.7
14445,2018,7875,87.5,6.02,0.6,0.48,0.0,5.4,4.95,6.69,588,831,328,986,3346,364,593,561,507,1085,6212,5127,16.69,60.51,13.78,10.8
14450,2018,41035,92.39,1.63,0.12,3.62,0.03,2.22,3.69,4.45,2262,4810,2017,1587,12291,3204,3263,3344,3135,8726,32513,23787,8.78,47.19,21.26,9.7
14454,2018,11188,91.88,2.99,0.13,2.86,0.0,2.13,4.35,9.82,296,638,2508,3103,7077,232,386,490,656,1413,9952,8539,50.15,71.6,12.63,9.9
14456,2018,19201,78.62,7.78,1.13,4.33,0.0,8.15,12.56,10.94,939,2016,2149,2135,8077,1018,1138,1167,1435,3411,15715,12304,22.31,57.46,17.76,13.8
14462,2018,519,96.72,0.0,0.0,0.58,0.0,2.7,1.35,10.99,37,76,28,23,181,42,47,52,39,45,387,342,9.83,56.65,8.67,9.6
14464,2018,7555,95.41,3.08,0.0,0.17,0.0,1.34,1.84,6.85,396,908,609,634,2949,555,614,641,525,967,5800,4833,16.45,56.29,12.8,14.1
14466,2018,1482,98.04,0.0,0.0,0.0,0.0,1.96,6.41,6.8,37,98,62,94,528,25,140,153,196,305,1290,985,10.53,44.74,20.58,18.8
14467,2018,10056,78.41,9.82,0.15,6.42,0.0,5.2,3.53,8.29,530,1313,561,683,3502,778,786,637,804,1706,7851,6145,12.37,53.15,16.96,12.9
14468,2018,17789,96.42,2.02,0.07,0.55,0.0,0.95,3.48,4.09,1120,2360,1247,863,6090,1224,1173,1790,1641,2391,13352,10961,11.86,53.8,13.44,11.0
14469,2018,6071,98.29,0.68,0.0,0.0,0.0,1.04,1.68,7.82,282,582,364,267,1838,518,526,485,559,1281,4918,3637,10.39,44.51,21.1,12.8
14470,2018,7548,95.07,1.76,0.42,0.66,0.0,2.08,2.48,10.43,471,722,491,322,2419,606,751,855,465,1259,6130,4871,10.77,47.85,16.68,13.0
14471,2018,2651,96.19,1.02,0.0,0.3,0.0,2.49,10.9,6.97,226,164,238,259,914,61,366,266,245,409,2134,1725,18.75,49.19,15.43,6.2
14472,2018,8421,96.39,0.8,0.0,1.51,0.0,1.31,1.2,1.89,340,1208,685,423,2444,634,928,733,725,1409,6328,4919,13.16,47.41,16.73,9.2
14475,2018,280,97.5,0.0,0.0,0.0,0.0,2.5,13.93,7.84,0,69,7,0,61,24,27,16,10,73,204,131,2.5,46.43,26.07,6.4
14476,2018,2274,97.85,0.35,0.4,0.0,0.0,1.41,4.44,7.96,106,335,154,108,734,147,141,175,205,431,1737,1306,11.52,51.67,18.95,16.4
14477,2018,1349,98.52,0.0,0.74,0.0,0.0,0.74,1.63,7.98,41,173,67,65,408,138,193,83,122,191,1085,894,9.79,46.11,14.16,21.2
14478,2018,1526,83.22,2.69,2.03,7.21,0.0,4.85,7.01,7.05,42,120,443,410,1028,24,25,58,61,168,1326,1158,55.9,77.98,11.01,6.6
14479,2018,146,100.0,0.0,0.0,0.0,0.0,0.0,0.0,20.61,0,0,15,0,31,10,45,8,27,25,131,106,10.27,21.23,17.12,22.6
14480,2018,1063,93.89,6.11,0.0,0.0,0.0,0.0,0.0,12.42,83,105,60,58,287,64,105,135,110,174,815,641,11.1,44.68,16.37,17.1
14481,2018,1709,96.37,0.59,0.88,0.82,0.0,1.35,1.35,10.58,56,186,73,71,541,180,148,144,122,332,1420,1088,8.43,45.82,19.43,11.1
14482,2018,8189,93.1,2.63,0.0,0.46,0.0,3.81,2.33,6.5,475,1133,489,573,3138,517,420,822,404,1280,6286,5006,12.97,57.96,15.63,13.1
14485,2018,3989,94.16,0.53,0.0,1.96,0.0,3.36,4.14,5.99,196,436,331,256,1457,201,256,447,319,677,3277,2600,14.72,52.37,16.97,11.5
14486,2018,370,98.38,1.62,0.0,0.0,0.0,0.0,0.0,1.98,15,0,15,37,97,44,15,26,72,101,342,241,14.05,30.27,27.3,14.1
14487,2018,5910,94.01,0.46,0.29,1.81,0.37,3.06,1.32,3.79,427,577,330,436,1998,597,502,325,410,1074,4630,3556,12.96,50.8,18.17,9.9
14489,2018,6923,89.33,7.35,0.0,0.27,0.0,3.05,4.68,12.04,340,611,463,585,2526,649,495,510,503,1289,5794,4505,15.14,50.22,18.62,18.9
14502,2018,10545,95.53,1.39,0.05,1.01,0.06,1.96,3.06,7.45,688,1406,687,462,3518,873,880,706,711,1763,7966,6203,10.9,53.22,16.72,14.1
14504,2018,1873,99.47,0.0,0.16,0.0,0.0,0.37,2.35,8.72,116,243,63,143,638,103,138,145,173,317,1477,1160,11.0,53.23,16.92,12.4
14505,2018,4925,92.77,3.19,0.12,0.0,0.0,3.92,2.82,9.31,303,449,359,268,1786,254,451,455,359,868,3973,3105,12.73,51.53,17.62,14.4
14506,2018,1346,99.11,0.0,0.89,0.0,0.0,0.0,0.0,0.0,16,213,126,67,345,264,171,96,42,199,1067,868,14.34,42.64,14.78,4.2
14507,2018,1236,94.58,2.1,0.0,0.4,0.08,2.83,4.37,7.59,97,155,32,109,403,57,58,134,94,238,966,728,11.41,52.99,19.26,10.8
14510,2018,4772,92.98,5.28,0.15,0.0,0.0,1.59,13.7,14.31,279,693,197,242,1581,180,378,395,298,968,3649,2681,9.2,53.5,20.28,17.1
14511,2018,551,91.65,3.99,0.0,0.0,0.0,4.36,0.0,0.0,96,61,24,15,232,17,32,26,41,46,394,348,7.08,70.6,8.35,15.2
14512,2018,4446,97.95,0.34,0.0,0.61,0.13,0.97,1.21,5.62,132,443,202,235,1263,286,507,410,402,1003,3718,2715,9.83,41.34,22.56,12.3
14513,2018,13970,89.84,4.6,0.31,0.89,0.13,4.22,5.78,11.06,657,1667,877,818,4799,913,954,1177,991,2812,11142,8330,12.13,50.99,20.13,17.5
14514,2018,6821,88.07,5.59,0.0,0.66,0.21,5.48,3.49,6.49,394,906,334,393,2370,607,480,528,333,1203,5286,4083,10.66,53.8,17.64,11.4
14516,2018,2454,95.4,1.75,0.0,0.16,0.0,2.69,6.56,14.67,97,344,184,139,872,106,176,238,128,493,1888,1395,13.16,53.5,20.09,11.1
14517,2018,3063,96.18,0.85,0.0,2.51,0.0,0.46,0.52,16.63,127,386,179,122,1034,202,322,240,206,546,2452,1906,9.83,50.51,17.83,18.2
14519,2018,11771,95.32,1.43,0.0,1.03,0.0,2.23,1.3,6.4,510,1550,431,628,3724,913,1086,1056,902,2030,9426,7396,9.0,49.14,17.25,10.9
14521,2018,2357,96.48,0.98,0.55,0.0,0.0,1.99,1.82,16.09,158,307,169,163,844,124,169,166,155,434,1757,1323,14.09,55.54,18.41,15.4
14522,2018,9231,96.6,0.71,0.08,0.43,0.0,2.18,4.17,10.88,656,1015,339,413,2815,608,777,767,836,1757,7328,5571,8.15,48.6,19.03,13.2
14525,2018,2607,95.55,1.38,0.69,0.0,0.0,2.38,2.72,6.47,163,244,158,172,934,259,231,187,203,386,2078,1692,12.66,51.44,14.81,10.9
14526,2018,20340,90.6,3.11,0.2,3.57,0.0,2.51,4.12,4.69,1516,2534,1188,696,6107,1319,1539,1581,1632,4112,15397,11285,9.26,49.94,20.22,9.0
14527,2018,12951,97.2,0.79,0.13,0.49,0.0,1.39,1.54,15.53,801,1630,778,852,4330,677,859,983,970,2701,9975,7274,12.59,52.2,20.86,14.3
14529,2018,138,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,31,63,28,27,0,0,20,106,86,45.65,45.65,14.49,7.2
14530,2018,5317,92.4,0.66,0.26,0.45,0.0,6.23,4.01,8.61,299,597,299,232,2000,203,337,328,411,1142,4174,3032,9.99,54.47,21.48,16.3
14532,2018,4389,99.36,0.18,0.0,0.16,0.0,0.3,0.0,8.82,225,690,225,256,1481,479,337,343,210,624,3347,2723,10.96,54.59,14.22,11.4
14533,2018,2021,98.86,0.0,0.0,0.1,0.0,1.04,0.49,12.19,39,381,167,64,662,119,86,233,152,349,1476,1127,11.43,53.54,17.27,11.8
14534,2018,31303,88.67,1.08,0.0,7.83,0.09,2.34,2.52,1.99,1445,4511,2247,1068,9127,2424,2476,2401,2556,6363,23646,17283,10.59,48.18,20.33,9.2
14536,2018,561,96.43,0.0,0.0,0.71,0.0,2.85,0.18,14.32,31,74,21,37,179,38,41,45,55,98,446,348,10.34,50.62,17.47,19.8
14537,2018,114,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,23,0,13,51,8,10,18,0,0,87,87,11.4,68.42,0.0,11.4
14539,2018,171,88.3,0.0,0.0,0.0,0.0,11.7,0.0,2.75,9,31,22,0,69,0,10,13,10,29,112,83,12.87,63.74,16.96,21.6
14541,2018,4255,69.96,25.19,0.63,0.0,0.0,4.21,8.93,29.48,191,316,215,355,2158,367,263,292,204,464,3614,3150,13.4,62.63,10.9,15.8
14542,2018,60,100.0,0.0,0.0,0.0,0.0,0.0,23.33,27.27,0,5,0,0,0,5,10,5,6,29,55,26,0.0,8.33,48.33,18.3
14543,2018,3360,95.27,3.27,0.0,1.1,0.0,0.36,5.83,2.31,141,428,217,66,978,206,303,299,336,669,2640,1971,8.42,46.04,19.91,8.6
14544,2018,2026,97.04,0.54,0.25,0.0,0.0,2.17,3.06,15.97,160,241,120,121,680,150,178,144,152,321,1597,1276,11.9,53.36,15.84,14.0
14545,2018,180,83.33,11.67,0.0,0.0,0.0,5.0,0.0,6.57,8,20,4,11,53,2,27,13,14,43,148,105,8.33,45.0,23.89,25.0
14546,2018,4608,91.54,6.55,0.0,0.93,0.0,0.98,4.3,4.51,242,514,159,280,1737,215,361,493,315,731,3734,3003,9.53,54.1,15.86,12.8
14548,2018,3764,95.7,0.56,0.27,0.0,0.0,3.48,4.04,7.53,251,368,133,131,1139,298,318,414,315,661,3082,2421,7.01,46.71,17.56,15.7
14549,2018,71,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,27,0,0,13,11,20,62,42,12.68,38.03,28.17,15.5
14550,2018,1589,92.13,1.83,2.83,1.01,0.0,2.2,1.32,13.29,92,225,87,64,544,90,105,139,135,259,1212,953,9.5,54.19,16.3,17.8
14551,2018,5426,86.95,6.32,0.5,0.52,0.0,5.71,8.51,12.96,237,733,280,381,1765,427,375,379,415,1095,4290,3195,12.18,50.41,20.18,17.0
14555,2018,1064,91.92,3.29,0.0,0.47,0.0,4.32,1.03,4.02,52,84,39,19,237,33,111,90,85,372,889,517,5.45,35.06,34.96,14.8
14559,2018,18937,96.76,1.21,0.04,0.35,0.0,1.64,5.56,3.57,1173,2203,1249,939,6880,1156,1599,1524,1296,3106,14746,11640,11.55,54.16,16.4,8.6
14560,2018,2142,99.16,0.14,0.0,0.0,0.0,0.7,0.93,13.23,72,278,140,118,739,107,169,212,154,411,1677,1266,12.04,50.84,19.19,14.8
14561,2018,3021,99.4,0.13,0.0,0.46,0.0,0.0,3.64,6.35,239,391,195,179,1133,228,177,261,278,314,2284,1970,12.38,58.36,10.39,7.7
14564,2018,15127,94.46,1.08,0.36,1.76,0.0,2.35,0.85,3.26,721,2200,995,523,4986,1226,1107,1149,1017,2721,11362,8641,10.04,52.27,17.99,8.8
14568,2018,6065,97.71,0.21,0.0,0.43,0.0,1.65,2.75,3.6,252,886,502,402,2422,565,488,433,388,631,4560,3929,14.91,58.7,10.4,5.7
14569,2018,5915,93.58,1.56,0.0,0.32,0.0,4.55,1.74,11.36,225,648,282,375,2110,497,515,470,407,1043,4871,3828,11.11,50.43,17.63,18.0
14571,2018,1313,91.85,5.41,0.69,1.14,0.0,0.91,1.22,17.37,78,78,114,30,379,136,73,79,123,367,1082,715,10.97,40.75,27.95,13.4
14572,2018,4910,97.01,0.61,0.33,0.0,0.0,2.06,1.16,11.09,259,501,313,247,1577,219,392,619,428,915,3944,3029,11.41,47.6,18.64,17.6
14580,2018,52587,90.89,2.74,0.07,3.38,0.0,2.92,2.71,4.84,2638,6477,2946,2477,17024,4055,4060,4515,3330,10488,41442,30954,10.31,49.71,19.94,10.1
14585,2018,95,100.0,0.0,0.0,0.0,0.0,0.0,14.74,12.36,6,0,0,0,9,0,6,5,16,53,89,36,0.0,15.79,55.79,26.3
14586,2018,11897,74.25,7.44,0.29,12.35,0.0,5.67,3.49,7.15,827,1692,1021,926,5195,801,733,784,570,1295,8859,7564,16.37,64.84,10.89,10.5
14588,2018,679,57.44,34.9,1.47,0.0,0.0,6.19,11.34,37.16,0,0,18,69,485,78,58,21,0,37,664,627,12.81,71.43,5.45,37.8
14589,2018,7426,91.87,3.31,0.42,0.08,0.73,3.6,5.7,11.83,489,868,525,488,2484,534,653,607,466,1325,5716,4391,13.64,51.72,17.84,15.8
14590,2018,5412,93.98,2.46,0.07,1.4,0.0,2.09,4.27,14.66,306,682,429,326,1889,285,336,416,431,1067,4158,3091,13.95,53.16,19.72,17.2
14591,2018,1497,97.39,1.87,0.0,0.0,0.0,0.73,0.13,10.0,48,194,105,90,514,84,125,114,118,300,1189,889,13.03,50.5,20.04,14.8
14592,2018,192,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,75,0,0,12,78,10,175,165,0.0,47.92,5.21,0.0
14604,2018,2243,63.89,26.53,0.0,2.9,0.0,6.69,8.69,20.47,6,71,0,339,1110,60,138,142,247,469,2166,1697,15.11,52.92,20.91,19.3
