"","GEOID","totPop","age18_64","age0_4","age5_14","age15_19","age20_24","age15_44","age45_49","age50_54","age55_59","age60_64","agOver65","Age15_24P","Und45P","Ovr65P","WhiteP","BlackP","HispP","AmIndP","AsianP","PacIsP","OtherP","NoHSP"
"1608",25011,70092,42615,5069,9572,4374,4567,32930,4027,2763,2657,2901,10173,12.76,67.87,14.51,97.9,0.68,1.2,0.29,0.67,0.46,0,17.64
"1609",25015,146568,101337,7977,15735,16094,21299,83046,7251,5314,5029,5219,16997,25.51,72.84,11.6,93.8,1.74,2.65,0.18,3.03,1.24,0,17.03
"1610",13191,8634,5106,650,1314,737,549,3820,467,451,406,421,1105,14.89,66.99,12.8,56.52,43.07,0.73,0.15,0.06,0.2,0,43.1
"1611",25009,670066,416820.29,48775.98,85308.22,42862.1,47634,312716.47,39227.18,30069.37,29431.39,29865.38,94672.02,13.51,66.68,14.13,91.99,2.36,7.23,0.18,1.46,4,0,19.8
"1612",13321,19745,11461,1617,3325,1691,1335,8861,1140,947,831,730,2294,15.33,69.91,11.62,68.57,30.65,1.12,0.28,0.18,0.32,0,41.89
"1613",13035,15326,9603,1066,2221,1096,1243,7428,880,703,656,596,1776,15.26,69.91,11.59,63.75,35.48,0.74,0.25,0.31,0.22,0,41.62
"1614",21117,142031,86526,11481,21843,9780,10434,67547,7274,6171,5542,5889,16284,14.23,71.02,11.47,96.35,2.93,0.5,0.13,0.43,0.17,0,25.64
"1615",13159,8453,4913,626,1364,612,524,3682,451,391,439,345,1155,13.44,67.1,13.66,64.84,34.78,0.67,0.18,0.12,0.08,0,35.42
"1616",13193,13114,7165,1032,2409,1122,845,5658,672,547,503,486,1807,15,69.38,13.78,40.86,58.67,0.43,0.11,0.18,0.18,0,46.27
"1617",13145,17788,10924,1131,2551,1341,1022,7933,1130,924,846,909,2364,13.28,65.3,13.29,73.66,25.7,0.55,0.29,0.21,0.14,0,35.02
"1618",21227,76673,49508,4899,10619,7039,8048,38709,4386,3591,3086,2859,8524,19.68,70.73,11.12,90.73,8.15,0.56,0.15,0.82,0.15,0,29.06
"1619",21015,57589,35926,4675,9729,4137,3809,28097,3403,2592,2270,2073,4750,13.8,73.8,8.25,98.48,0.63,0.55,0.15,0.6,0.14,0,23.56
"1620",13277,34998,20987,2778,5579,3159,2860,16548,1912,1499,1426,1303,3953,17.2,71.16,11.29,71.26,26.78,3.52,0.12,0.52,1.32,0,38.7
"1621",13161,12032,7324,892,1884,1017,934,5575,687,596,536,531,1331,16.22,69.41,11.06,83.81,15.24,1.2,0.08,0.2,0.66,0,44.78
"1622",21101,43044,26123,2955,6673,3011,2780,19571,2542,2043,1894,1893,5473,13.45,67.84,12.71,92.36,7.09,0.39,0.17,0.29,0.1,0,31.47
"1623",21063,6455,3769,453,1105,526,459,2878,344,325,290,253,807,15.26,68.72,12.5,99.94,0.02,0.23,0.05,0,0,0,55.98
"1624",21233,13955,7969,863,2164,1024,831,5816,751,685,700,656,2320,13.29,63.37,16.62,93.87,5.63,0.2,0.19,0.16,0.16,0,39.34
"1625",21019,51150,31595,2962,6882,3524,2985,22305,3091,2872,2746,2720,7572,12.73,62.85,14.8,97.46,2.03,0.87,0.13,0.28,0.09,0,31.14
"1626",13257,23257,14152,1547,3057,1835,1893,10423,1406,1180,1036,1111,3497,16.03,64.61,15.04,87.29,11.98,0.62,0.14,0.42,0.17,0,39.86
"1627",21073,43781,27909,2793,5889,3259,3042,20879,2686,2265,2044,1919,5306,14.39,67.52,12.12,91.66,7.55,0.41,0.15,0.51,0.13,0,24.01
"1628",13071,36645,21095,2681,5930,2931,2719,15959,2073,1726,1564,1539,5173,15.42,67.05,14.12,73.81,24.18,4.33,0.2,0.1,1.71,0,43.05
"1629",21051,21746,12842,1621,3783,1917,1607,10201,1133,1008,890,792,2318,16.21,71.76,10.66,98.08,1.54,0.21,0.16,0.15,0.07,0,61.12
"1630",21129,7422,4297,509,1239,527,493,3156,383,360,399,310,1066,13.74,66.07,14.36,99.56,0.35,0.13,0.09,0,0,0,56.57
"1631",21157,27205,16196,1599,3636,1716,1462,10954,1696,1564,1557,1497,4702,11.68,59.51,17.28,99.56,0.04,0.43,0.18,0.11,0.11,0,32.44
"1632",21095,36574,21316,2553,5979,3158,2438,16671,1978,1588,1539,1525,4741,15.3,68.91,12.96,96.4,3.31,0.3,0.09,0.15,0.04,0,50.53
"1633",21053,9135,5470,549,1291,688,585,3934,558,515,482,410,1396,13.94,63.21,15.28,99.81,0.07,0.41,0.03,0.09,0,0,55.62
"1634",21087,10371,6107,580,1406,693,599,4257,602,571,563,535,1857,12.46,60.2,17.91,96.31,3.37,0.58,0.11,0.11,0.12,0,51.04
"1635",21171,11401,6746,697,1602,812,731,4812,663,662,594,540,1831,13.53,62.37,16.06,96.7,3.07,0.56,0.07,0.09,0.07,0,52.95
"1636",21191,12036,7085,968,1971,907,854,5386,636,546,526,549,1454,14.63,69.17,12.08,99.33,0.36,0.24,0.19,0.05,0.07,0,39.86
"1637",21061,10357,6222,635,1517,946,689,4478,681,560,548,526,1412,15.79,64.01,13.63,98.15,1.63,0.24,0.14,0.06,0.03,0,51.39
"1638",21135,13029,7659,813,2095,1114,880,5832,732,657,590,550,1760,15.3,67.08,13.51,99.59,0.21,0.19,0.17,0.03,0,0,54.56
"1639",13283,5994,3369,427,953,527,408,2551,317,289,268,267,922,15.6,65.58,15.38,66.75,33.1,0.27,0.03,0,0.12,0,47.25
"1640",13189,20119,11820,1600,3317,1559,1384,9071,1150,891,896,806,2388,14.63,69.53,11.87,63.22,36.38,0.42,0.19,0.12,0.08,0,43.9
"1641",21139,9062,5599,515,1181,616,569,3961,595,484,475,452,1399,13.08,62.43,15.44,99.57,0.15,0.33,0.19,0.08,0.01,0,36.85
"1642",21231,17468,10312,1144,2720,1396,1177,7636,983,846,864,836,2439,14.73,65.83,13.96,97.88,1.82,0.3,0.22,0.04,0.03,0,55.41
"1643",21169,8963,5341,560,1261,646,611,3798,501,503,484,448,1408,14.02,62.69,15.71,97.15,2.49,0.3,0.18,0.1,0.08,0,54.78
"1644",21079,11579,7002,694,1578,822,721,5013,711,598,588,607,1790,13.33,62.92,15.46,95.85,3.91,0.27,0.13,0.09,0.02,0,45.67
"1645",13089,545837,369828,38657,69777,37841,47209,293120,31984,25067,21456,19320,46456,15.58,73.57,8.51,53.55,42.21,2.86,0.18,2.96,1.09,0,16.12
"1646",21075,8271,4517,509,1204,609,481,3251,422,381,402,416,1686,13.18,60.02,20.38,81.01,18.58,0.3,0.15,0.19,0.07,0,45.57
"1647",21237,6503,3860,412,1100,560,379,2954,374,318,315,264,766,14.44,68.68,11.78,99.74,0.12,0.08,0.08,0.03,0.03,0,57.18
"1648",21109,11955,6957,834,1959,1039,799,5377,621,576,498,512,1578,15.37,68.34,13.2,99.83,0.02,0.26,0.11,0,0.04,0,61.66
"1649",21205,20353,14116,1159,2298,2956,3462,11592,933,872,761,699,2039,31.53,73.94,10.02,97.67,1.52,0.36,0.2,0.45,0.17,0,42.11
"1650",21127,13998,8221,906,2310,1190,915,6232,767,720,625,621,1817,15.04,67.5,12.98,99.49,0.16,0.17,0.16,0.16,0.03,0,53.62
"1651",21181,6725,3937,388,1000,496,421,2846,390,362,350,313,1076,13.64,62.96,16,98.29,1.31,0.24,0.09,0.25,0.06,0,44.62
"1652",21183,21105,12127,1416,3289,1585,1253,8839,1295,1070,928,1016,3252,13.45,64.17,15.41,98.79,0.85,0.38,0.19,0.14,0.04,0,46.85
"1653",21187,9035,5231,561,1425,662,500,3798,502,459,440,456,1394,12.86,64.02,15.43,97.99,1.75,0.15,0.15,0.04,0.07,0,44.76
"1654",21185,33263,21488,2177,5781,2457,1854,16783,2510,1601,1208,957,2246,12.96,74.38,6.75,95.66,3.6,0.62,0.23,0.36,0.16,0,19.85
"1655",21215,6801,4145,450,1069,491,448,3083,398,345,316,315,825,13.81,67.67,12.13,98.09,1.66,0.09,0.04,0.16,0.04,0,42.46
"1656",21153,13077,7696,945,2383,1169,1013,6226,661,601,468,464,1329,16.69,73.06,10.16,99.79,0.03,0.11,0.14,0.04,0.01,0,61.78
"1657",21007,7902,4622,442,1072,541,469,3251,499,435,358,413,1432,12.78,60.3,18.12,96.66,3.04,0.52,0.18,0.08,0.05,0,35.85
"1658",21115,23248,14184,1422,3702,2036,1531,10884,1321,1208,984,999,2728,15.34,68.86,11.73,99.42,0.14,0.16,0.09,0.31,0.04,0,45.33
"1659",21089,36742,22855,2099,5519,2899,2205,16268,2497,2097,1903,1894,4465,13.89,65.01,12.15,99.11,0.4,0.21,0.11,0.3,0.07,0,35.3
"1660",21141,24416,14323,1582,3746,1746,1462,10311,1519,1257,1235,1085,3681,13.14,64.05,15.08,91.06,8.54,0.32,0.23,0.08,0.09,0,42.29
"1661",21151,57508,38704,3393,7262,6218,8362,31225,3054,2413,2229,1984,5948,25.35,72.82,10.34,94.08,5.08,0.33,0.14,0.52,0.18,0,35.25
"1662",13115,81251,49937,5426,10608,6405,6293,36696,4605,4106,4075,3890,11845,15.63,64.9,14.58,85.34,13.67,1.02,0.17,0.5,0.32,0,36.13
"1663",21123,11679,6879,714,1694,822,640,4877,682,684,582,571,1875,12.52,62.38,16.05,95.47,4.19,0.47,0.22,0.06,0.06,0,41.04
"1664",21143,6624,4363,260,608,363,442,3092,414,366,339,374,1171,12.15,59.78,17.68,92.89,6.54,0.42,0.33,0.14,0.11,0,39
"1665",13237,14137,8752,957,2070,994,1002,6202,825,811,757,768,1747,14.12,65.28,12.36,65.78,33.59,0.69,0.15,0.28,0.21,0,38.22
"1666",13273,10653,5888,838,1828,779,664,4302,596,508,446,534,1601,13.55,65.41,15.03,39.9,59.86,0.38,0.08,0.14,0.02,0,47.64
"1667",21179,29710,17728,2198,5099,2179,2061,13774,1622,1328,1213,1135,3341,14.27,70.92,11.25,93.51,6.1,0.44,0.07,0.23,0.09,0,32.56
"1668",21085,21050,12508,1323,3214,1612,1286,9023,1247,1080,1009,1106,3048,13.77,64.42,14.48,99.29,0.34,0.42,0.17,0.16,0.05,0,51.67
"1669",21017,19236,11556,1329,2850,1435,1255,8616,1123,985,905,799,2629,13.98,66.52,13.67,91,8.64,0.42,0.1,0.13,0.13,0,36
"1670",21093,89240,57034,7308,13960,8568,9864,47256,4384,3438,3231,2721,6942,20.65,76.79,7.78,85.07,11.11,2.81,0.4,1.9,1.52,0,24.71
"1671",21057,6784,3946,412,950,418,418,2702,340,379,383,392,1226,12.32,59.91,18.07,95.22,4.53,0.34,0.18,0.03,0.04,0,60.53
"1672",21173,19561,11863,1240,2925,1608,1314,8956,1176,925,892,908,2539,14.94,67.08,12.98,95.53,4.17,0.29,0.11,0.08,0.11,0,43.87
"1673",21161,16666,9733,1120,2407,1244,1048,7148,932,736,776,892,2655,13.75,64.05,15.93,92.14,7.6,0.46,0.07,0.14,0.05,0,39.34
"1674",13267,17722,11056,1166,2409,1185,1349,8435,978,858,769,724,2383,14.3,67.77,13.45,68.2,29.21,3.09,0.13,0.27,2.18,0,42.56
"1675",21145,62879,37355,3921,8835,4238,3462,27002,3764,2987,2972,3194,10204,12.25,63.23,16.23,89.37,10.05,0.52,0.15,0.29,0.14,0,26.94
"1676",21229,10441,5999,720,1621,784,681,4489,567,498,463,458,1625,14.03,65.42,15.56,90.82,8.74,0.54,0.08,0.19,0.16,0,42.2
"1677",13079,8991,5542,711,1390,728,622,4243,561,484,376,318,908,15.02,70.56,10.1,67.73,30.66,1.66,0.37,0.16,1.08,0,39.76
"1678",13183,6202,3793,638,949,556,714,3119,287,266,206,208,529,20.48,75.88,8.53,75.54,21.64,3.05,0.37,0.5,1.95,0,36.35
"1679",21043,24340,14728,1512,3739,2141,1913,11098,1482,1267,1139,995,3108,16.66,67.17,12.77,99.71,0.08,0.25,0.1,0.06,0.05,0,48.74
"1680",21003,14628,8405,1029,2161,1041,934,6004,859,769,756,694,2356,13.5,62.85,16.11,98.67,1.13,0.16,0.12,0.04,0.05,0,48.91
"1681",21219,10940,6317,752,1638,794,733,4646,632,489,525,512,1746,13.96,64.31,15.96,88.6,10.95,0.5,0.16,0.1,0.19,0,49.36
"1682",21011,9692,5777,632,1372,690,659,4251,513,504,486,458,1476,13.92,64.54,15.23,96.91,2.86,0.32,0.08,0.06,0.08,0,53.7
"1683",21049,29496,18179,1988,4331,2171,1880,13535,1796,1501,1367,1290,3688,13.73,67.31,12.5,94.05,5.48,0.33,0.25,0.13,0.1,0,34.94
"1684",25013,456310,275011,33701,62574,32478,35421,209031,24245,19314,19083,20925,67437,14.88,66.91,14.78,84.99,7.51,10.03,0.17,0.83,6.49,0,26.39
"1685",25007,8519,5198.21,604.58,1091.32,411.35,374.75,3901.95,492.59,317.66,360.84,408.42,1341.64,9.23,65.71,15.75,94.33,2.85,1.04,2.17,0.34,0.31,0,9.64
"1686",13147,19712,11680,1346,2660,1437,1355,8362,1115,1023,1044,1021,3141,14.16,62.74,15.93,79.37,20.3,0.39,0.09,0.17,0.07,0,43.14
"1687",13057,90204,58541,8242,13475,6114,5934,47600,5316,3850,2950,2451,6320,13.36,76.84,7.01,97.21,1.88,1.17,0.28,0.33,0.3,0,24.81
"1688",13053,16934,11969,1362,2828,1932,3989,11857,271,163,129,89,235,34.97,94.76,1.39,59.59,30.91,10.59,0.63,1.78,7.09,0,11.54
"1689",13209,7163,4423,473,1067,669,646,3481,351,334,313,266,878,18.36,70.1,12.26,69.78,28.28,1.98,0.07,0.2,1.68,0,42.61
"1690",25019,6012,3939,421,650,274,378,2994,305,278,253,292,819,10.84,67.61,13.62,96.26,2.51,0.83,0.08,0.3,0.85,0,10.63
"1691",25017,1398482,932365.71,90563.02,153576.78,91389.9,123801,711129.53,80684.82,64943.63,61814.61,60648.62,175120.98,15.39,68.31,12.52,92.06,2.88,3.39,0.14,3.69,1.24,0,15.73
"1692",21083,33550,19300,2076,4644,2241,1992,13843,2027,1702,1583,1564,6111,12.62,61.29,18.21,95.19,4.53,0.28,0.11,0.13,0.04,0,37.98
"1693",21039,5238,2995,304,734,372,320,2075,296,275,281,295,978,13.21,59.43,18.67,98.59,1.05,0.4,0.23,0.06,0.08,0,37.66
"1694",21091,7864,4756,567,1293,686,474,3656,518,373,346,297,814,14.75,70.14,10.35,98.32,1.2,0.38,0.18,0.2,0.1,0,30.66
"1695",13297,38586,23562,3001,5967,2936,2905,18023,2368,1881,1609,1445,4292,15.14,69.95,11.12,80.8,18.41,0.88,0.23,0.37,0.19,0,42.11
"1696",25027,709705,439240,53250,93469,49989,56216,340674,38298,29470,27846,29432,97266,14.96,68.68,13.71,93.81,2.13,4.64,0.2,1.59,2.27,0,22.58
"1697",13231,10224,6156,751,1576,769,653,4502,661,542,490,428,1274,13.91,66.79,12.46,79.44,20.08,0.53,0.11,0.2,0.18,0,35.11
"1698",13017,16245,8977,1293,2827,1329,970,6948,827,730,654,680,2286,14.15,68.13,14.07,68.32,31.32,0.48,0.1,0.21,0.06,0,43.24
"1699",13013,29721,18159,2523,4514,2134,2259,14174,1647,1338,1189,1088,3248,14.78,71.37,10.93,87.35,11.28,0.85,0.23,0.76,0.38,0,41.16
"1700",13011,10276,6366.18,681.88,1530.23,845.37,754.65,4879.8,643.99,519.38,424.68,414.71,1181.32,15.57,69.01,11.5,95.79,3.53,0.5,0.17,0.28,0.22,0,43.4
"1701",13223,41611,26455,3861,6425,3050,3247,21452,2258,1781,1538,1251,3045,15.13,76.27,7.32,95.43,3.96,0.65,0.27,0.17,0.16,0,35.88
"1702",13131,20279,11607,1472,3213,1667,1355,8815,1173,887,894,879,2946,14.9,66.57,14.53,67.38,31.54,1.43,0.38,0.09,0.61,0,45.13
"1703",21223,6090,3636,435,865,456,403,2711,370,331,258,276,844,14.11,65.86,13.86,99.56,0.03,0.48,0.33,0.03,0.05,0,38.41
"1704",21029,47567,30386,3429,7858,4264,3458,23932,3275,2368,1885,1562,3258,16.23,74.04,6.85,99.13,0.43,0.34,0.18,0.17,0.09,0,35.32
"1705",21225,16557,9808,991,2517,2315,1391,8230,811,661,673,638,2036,22.38,70.89,12.3,83.96,15.37,0.74,0.21,0.25,0.21,0,31.93
"1706",21065,14614,8703,898,2259,1218,1069,6537,866,729,687,628,2010,15.65,66.33,13.75,99.86,0.05,0.31,0.05,0.02,0.02,0,53.46
"1707",13129,35072,21828,2507,5232,2866,2572,16514,2280,1807,1587,1399,3746,15.51,69.15,10.68,95.48,3.77,0.57,0.25,0.35,0.15,0,41.6
"1708",21167,19148,11574,1168,2702,1408,1162,8273,1179,1039,931,976,2880,13.42,63.42,15.04,95.14,4.27,0.45,0.11,0.43,0.06,0,37.23
"1709",21105,5566,3118,344,720,337,313,2177,322,292,272,278,1161,11.68,58.23,20.86,90.75,9.04,0.34,0.09,0.04,0.09,0,43.2
"1710",21133,27000,16085,1682,4656,2236,1781,12456,1455,1330,1137,1124,3160,14.88,69.61,11.7,99.03,0.7,0.24,0.14,0.11,0.02,0,54.39
"1711",13157,30005,18448,2161,4464,2149,2225,13819,1883,1547,1327,1198,3606,14.58,68.14,12.02,89.79,9.68,0.53,0.2,0.16,0.17,0,45.47
"1712",21193,30283,18468,1950,5088,2619,2271,14514,1658,1428,1223,1227,3195,16.15,71.17,10.55,97.94,1.72,0.18,0.1,0.21,0.03,0,52.42
"1713",21177,31318,18522,1912,4602,2604,2052,13736,1891,1525,1453,1461,4738,14.87,64.66,15.13,95.56,4.11,0.26,0.13,0.11,0.1,0,45.13
"1714",21067,225366,152638,15314,27416,16697,23907,122121,11915,9597,8485,8206,22312,18.02,73.15,9.9,84.51,13.38,1.13,0.16,1.63,0.34,0,19.79
"1715",13313,72447,46315.41,5149.93,10397.85,5778.8,5856.79,35198.71,4554.06,3788.22,3290.32,2867.41,7200.51,16.06,70.05,9.94,93.2,4,3.2,0.24,0.44,2.12,0,40.19
"1716",13137,27621,17435,1747,3653,2473,2472,12914,1611,1333,1354,1357,3652,17.9,66.3,13.22,91.68,5.63,1.24,0.28,1.85,0.56,0,40.96
"1717",21199,49489,30223,3087,6909,3723,3255,21808,2948,2658,2510,2520,7049,14.1,64.26,14.24,98.35,1.21,0.41,0.21,0.18,0.06,0,43.8
"1718",21069,12292,7264,780,1766,935,868,5355,695,605,634,550,1907,14.67,64.28,15.51,98.11,1.76,0.46,0.03,0.07,0.03,0,46.2
"1719",21077,5393,3182,412,858,408,366,2399,336,263,237,213,675,14.35,68.03,12.52,97.92,1.72,0.15,0.09,0.13,0.13,0,40.22
"1720",39021,36019,21825,2463,5451,2723,2368,15892,2528,2016,1557,1489,4623,14.13,66.09,12.83,96.33,2.75,0.68,0.19,0.31,0.42,0,24.61
"1721",39131,24249,13994,1735,3969,1947,1581,10576,1329,1165,1120,1065,3290,14.55,67.14,13.57,98.18,1.35,0.31,0.3,0.16,0.01,0,39.23
"1722",39081,80298,47542,4575,10797,6041,4681,33239,4449,4384,4256,4789,13809,13.35,60.54,17.2,93.74,5.59,0.53,0.21,0.33,0.14,0,28.12
"1723",12017,93515,47766,4441,9236,4321,3644,27783,4586,4494,5409,8283,29283,8.52,44.34,31.31,96.68,2.36,1.82,0.3,0.42,0.24,0,31.43
"1724",39147,59733,34744,4281,9894,4913,4100,26656,3040,2558,2585,2747,7972,15.09,68.36,13.35,96.22,1.96,2.81,0.15,0.39,1.28,0,24.74
"1725",39109,93182,56448,6555,14240,6857,5746,41222,5947,5008,4333,4135,11742,13.53,66.55,12.6,97.14,1.91,0.39,0.17,0.64,0.14,0,23.43
"1726",12009,395356.46,242916.83,26140.55,47262.07,22963.65,24896.94,171021.41,21726.98,19881.88,21027.38,22516.74,65779.45,12.11,61.82,16.64,89.83,7.87,3.07,0.34,1.3,0.66,0,17.66
"1727",12037,8967,5200,562,1213,601,469,3406,590,521,514,547,1614,11.93,57.78,18,86.72,12.4,0.72,0.55,0.2,0.13,0,40.51
"1728",12011,1255488,738130,78980,137975,66479,75666,543273,69562,54519,51727,58712,260740,11.32,60.55,20.77,81.69,15.41,8.64,0.21,1.33,1.36,0,23.16
"1729",39033,47870,28151,3424,7211,3555,2889,20450,2836,2518,2235,2257,6939,13.46,64.94,14.5,98.94,0.53,0.51,0.14,0.23,0.16,0,26.18
"1730",39169,101461,60859,7980,16207,8126,7020,46513,5640,4795,4360,4163,11803,14.93,69.68,11.63,97.7,1.53,0.42,0.13,0.52,0.12,0,26.4
"1731",39141,69330,43427,4421,9964,4778,4658,32569,4115,3522,3052,3117,8570,13.61,67.73,12.36,92.83,6.44,0.5,0.22,0.38,0.12,0,32.42
"1732",39043,76779,46226,5406,11323,5485,4495,33388,4728,3930,3789,3764,10451,13,65.27,13.61,90.67,8.22,1.54,0.2,0.34,0.58,0,23.76
"1733",39157,84090,49414,5910,12625,5763,4843,36039,4707,4152,3845,4288,12524,12.61,64.9,14.89,98.83,0.74,0.27,0.16,0.2,0.06,0,28.08
"1734",39041,66929,42397,4946,10335,5497,4330,32167,4396,3457,2922,2580,6126,14.68,70.89,9.15,96.95,2.13,0.5,0.16,0.57,0.2,0,15.63
"1735",39017,291479,185485,21425,42929,23946,26472,143316,15913,13538,12555,12090,29713,17.3,71.25,10.19,94.31,4.51,0.5,0.13,0.89,0.16,0,24.03
"1736",12047,10930,6529,805,1754,945,883,5211,581,470,424,440,1245,16.72,71.09,11.39,58.99,38.94,2.7,0.38,0.16,1.52,0,41.65
"1737",12063,41375,24926,2431,5784,3677,2960,18793,2348,1981,1946,1922,6170,16.04,65.28,14.91,72.71,26.21,2.35,0.55,0.19,0.34,0,38.39
"1738",12093,29627,16770,2284,4366,2189,1907,12140,1488,1377,1422,1743,4807,13.83,63.42,16.23,84.33,6.41,11.79,0.49,0.49,8.29,0,40.92
"1739",12087,78024,52013,4472,7206,3281,4664,35307,5098,4304,4277,4904,12456,10.18,60.22,15.96,92.07,5.39,12.28,0.33,0.74,1.47,0,20.28
"1740",12031,672971,426831,54428,94255,45721,56071,335126,35469,28752,26244,26903,71794,15.13,71.89,10.67,72.75,24.35,2.58,0.28,1.87,0.74,0,23.13
"1741",39009,59549,41575,3196,7031,7620,11553,34841,2526,2240,1964,1908,5843,32.2,75.68,9.81,94.31,2.82,0.74,0.28,2.28,0.3,0,25.39
"1742",39097,37072,24153.42,2539.28,5107.58,2582.31,2940.29,18925.77,2139.24,1793.21,1434.18,1397.18,3735.55,14.9,71.68,10.08,91.58,7.46,0.58,0.26,0.4,0.31,0,30.51
"1743",39089,128300,79358,9223,18949,9884,8811,58553,7991,6733,6096,5583,15172,14.57,67.6,11.83,97.57,1.73,0.47,0.19,0.36,0.16,0,23.57
"1744",12081,211707,111683,12345,22110,10457,11057,75969,9885,8678,9609,13703,59408,10.16,52.16,28.06,89.9,7.75,4.45,0.24,0.55,1.56,0,24.42
"1745",39057,136731,88301,9107,19989,12324,11779,66859,8420,7017,6313,5724,13302,17.63,70.18,9.73,90.75,7.03,1.01,0.29,1.52,0.41,0,17.63
"1746",39167,62254,37784,4040,9167,4719,4127,27637,3677,3227,2984,3020,8502,14.21,65.61,13.66,98.19,1.24,0.36,0.18,0.29,0.09,0,22.49
"1747",12071,335113,186540,19935,35693,16888,17682,123796,16807,15182,17207,23490,83003,10.32,53.54,24.77,91.37,6.62,4.5,0.2,0.54,1.26,0,23.1
"1748",12029,10585,6437,707,1475,687,633,4293,614,637,651,648,1560,12.47,61.17,14.74,90.64,8.69,0.91,0.34,0.15,0.18,0,42.26
"1749",39137,33819,18980,2953,6170,2581,2092,14739,1562,1500,1341,1425,4129,13.82,70.56,12.21,98.16,0.08,4.19,0.13,0.07,1.57,0,22.49
"1750",12069,152104,80055,8576,16759,8180,7080,51278,7487,7116,7960,11142,41786,10.03,50.37,27.47,89.16,9.33,2.83,0.25,0.35,0.9,0,29.38
"1751",12065,11296,6354,833,1905,894,653,4743,608,507,501,525,1674,13.7,66.23,14.82,56.07,43.35,1.15,0.15,0.25,0.18,0,35.87
"1752",39173,113269,74224,7258,15781,11669,14569,59918,5705,4674,4320,4145,11468,23.16,73.24,10.12,96.5,1.03,2.54,0.17,0.89,1.41,0,16.24
"1753",39059,39024,22719,2722,6012,2872,2232,16614,2164,1967,1836,1881,5828,13.08,64.95,14.93,97.8,1.58,0.33,0.18,0.35,0.09,0,28.64
"1754",39119,82068,48794,5878,12447,6245,5795,36243,4426,4038,3826,3857,11353,14.67,66.49,13.83,95.2,4.23,0.3,0.26,0.18,0.14,0,28.86
"1755",39095,462361,280116,36103,66491,34936,35518,216074,23778,20073,19112,20800,59930,15.24,68.92,12.96,82.22,14.81,3.39,0.25,1.07,1.65,0,23.77
"1756",39055,81129,49253,6373,13081,5936,4536,35522,5847,4457,3719,3501,8629,12.91,67.76,10.64,98.15,1.3,0.36,0.1,0.38,0.07,0,17.96
"1757",39101,64274,38974,4800,9495,4645,4106,29370,3655,3091,2800,2929,8134,13.62,67.94,12.66,94.83,4.21,0.75,0.23,0.43,0.3,0,26.24
"1758",39025,150187,93090,12250,24959,11194,10342,73048,8739,6876,6006,5258,13051,14.34,73.41,8.69,98.6,0.86,0.48,0.15,0.29,0.11,0,27.22
"1759",39071,35728,20579,2601,5483,2716,2213,15115,1940,1816,1655,1761,5357,13.8,64.93,14.99,97.62,1.94,0.3,0.2,0.2,0.05,0,33.52
"1760",39099,264840,154823.9,17327.37,36435.1,18397.52,16339.98,111492.57,13898.88,12427.67,12929.58,15240.77,45088.05,13.12,62.4,17.02,83.5,14.98,2.25,0.17,0.36,0.99,0,25.4
"1761",39127,31557,18328,2354,5291,2403,2073,13943,1698,1473,1345,1372,4081,14.18,68.41,12.93,99.53,0.18,0.26,0.15,0.06,0.08,0,31.45
"1762",39121,11336,6350,853,1933,787,621,4647,531,565,551,552,1704,12.42,65.57,15.03,99.69,0.06,0.2,0.13,0.08,0.04,0,30.15
"1763",39065,31111,18907,2078,4494,2937,3057,14601,1653,1438,1326,1303,4218,19.27,68.06,13.56,98.55,0.76,0.47,0.21,0.36,0.12,0,26.05
"1764",39153,514990,317987,36096,69736,35291,37170,237081,27919,24184,23265,25495,71214,14.07,66.59,13.83,86.78,11.88,0.59,0.21,0.96,0.18,0,21.66
"1765",39011,44585,25532,3564,7447,3191,2707,19439,2287,1957,1869,2013,6009,13.23,68.3,13.48,99.19,0.15,0.55,0.11,0.39,0.15,0,23.54
"1766",39083,47473,28643,3015,6843,3973,3680,21248,2661,2300,2208,2204,6994,16.12,65.52,14.73,98.47,0.8,0.36,0.2,0.4,0.13,0,24.8
"1767",39129,48255,31744,3196,6517,3369,3781,24202,2957,2551,2081,1953,4798,14.82,70.28,9.94,92.98,6.29,0.67,0.26,0.18,0.28,0,30.29
"1768",39171,36956,21433,2768,5984,2674,2196,16207,2094,1720,1523,1597,5063,13.18,67.54,13.7,98.4,0.06,2.24,0.12,0.33,1.08,0,23.91
"1769",39133,142585,94271,9375,19865,13693,16974,74377,7847,6258,5987,5535,13341,21.51,72.67,9.36,96.08,2.74,0.56,0.2,0.82,0.15,0,20.69
"1770",39001,25371,14578,1842,4166,2116,1676,10945,1434,1236,1156,1157,3435,14.95,66.82,13.54,99.37,0.19,0.35,0.26,0.08,0.1,0,41.61
"1771",39037,53619,30930,3872,8483,3943,3321,22865,3139,2651,2296,2430,7883,13.55,65.69,14.7,98.97,0.34,0.64,0.18,0.2,0.3,0,26.54
"1772",39019,26521,15648,1851,4197,1961,1438,11483,1539,1339,1157,1334,3621,12.82,66.1,13.65,98.99,0.51,0.37,0.25,0.1,0.15,0,28.47
"1773",39079,30230,17695,2111,4726,2382,1875,13217,1562,1480,1375,1527,4232,14.08,66.34,14,98.89,0.72,0.29,0.18,0.12,0.1,0,39.12
