"","GEOID","totPop","age18_64","age0_4","age5_14","age15_19","age20_24","age15_44","age45_49","age50_54","age55_59","age60_64","agOver65","Age15_24P","Und45P","Ovr65P","WhiteP","BlackP","HispP","AmIndP","AsianP","PacIsP","OtherP","NoHSP"
"812",22123,12093,6643,874,2052,939,688,4818,647,641,581,556,1924,13.45,64.04,15.91,82.67,16.7,0.95,0.29,0.04,0.3,0,48.01
"813",22075,25575,15527,2152,4668,1973,1967,12119,1306,1175,1112,1011,2032,15.41,74.05,7.95,72.42,23.24,2.31,1.86,1.99,0.49,0,42.03
"814",22103,144508,87587,11614,25599,10590,7697,67353,9037,6813,5712,5507,12873,12.65,72.36,8.91,87.75,11.01,2.19,0.37,0.5,0.36,0,23.1
"815",22047,31049,18419,2535,5304,2359,2373,14539,1516,1371,1232,1162,3390,15.24,72.07,10.92,53.2,46.33,1.93,0.18,0.15,0.14,0,40.97
"816",22059,13662,7776,904,2209,1031,795,5667,732,679,685,650,2136,13.37,64.27,15.63,89.82,9.2,0.34,0.59,0.26,0.14,0,39.01
"817",22095,39996,23519,3838,8007,2881,2589,19292,2021,1596,1209,1204,2829,13.68,77.85,7.07,62.6,36.05,2.39,0.25,0.38,0.71,0,28.45
"818",22063,70526,42574,5657,13062,5693,4804,33687,4078,3138,2612,2516,5776,14.88,74.31,8.19,93.96,5.56,0.91,0.23,0.16,0.09,0,33.33
"819",48291,52726,31131,3913,8961,4141,3169,23353,3081,2488,2314,2424,6192,13.86,68.71,11.74,83.48,13.11,5.46,0.34,0.21,2.86,0,37.58
"820",48287,12854,6996,931,2084,1147,637,5401,652,540,568,634,2044,13.88,65.47,15.9,78.24,13.85,10.97,0.11,0.11,7.69,0,38.95
"821",48189,34671,19208,3139,6300,2819,2512,14845,1649,1492,1494,1453,4299,15.38,70.04,12.4,68.71,5.34,41.61,0.43,0.37,25.14,0,38.94
"822",48029,1185394,722083,99881,191125,96996,95570,578247,61192,48645,46006,42928,117370,16.24,73.33,9.9,74.13,7.14,49.7,0.36,1.24,17.13,0,27.32
"823",48169,5143,2685,404,964,388,263,1992,271,239,239,204,830,12.66,65.33,16.14,89.21,6.38,28.27,0.17,0.41,3.83,0,42.41
"824",48337,17274,9235,1124,2368,1166,830,6270,950,878,895,996,3793,11.55,56.51,21.96,97.45,0.03,3.17,0.42,0.07,2.03,0,36.42
"825",48461,4447,2440,388,952,360,230,1903,212,210,196,167,419,13.27,72.93,9.42,78.41,2.11,37.46,0.45,0.04,18.98,0,37.55
"826",48193,7733,3902,457,993,434,351,2550,411,361,418,438,2105,10.15,51.73,27.22,95.55,0.03,5.21,0.27,0.25,3.91,0,37.07
"827",48151,4842,2552,292,744,327,204,1701,261,253,242,311,1038,10.97,56.53,21.44,91.8,3.92,20.59,0.39,0,3.88,0,37
"828",48115,14349,7580,1146,2649,1138,729,5622,693,643,710,659,2227,13.01,65.63,15.52,68.22,4.33,42.65,0.16,0.13,27.16,0,46.05
"829",48127,10433,5433,920,2178,1073,689,4430,506,406,383,401,1209,16.89,72.16,11.59,72.84,0.58,83.27,0.15,0.12,26.32,0,60.16
"830",48293,20946,11460,1498,3130,1378,1085,8269,1125,936,956,1054,3978,11.76,61.57,18.99,74.93,19.84,6.97,0.2,0.23,4.8,0,39.78
"831",48233,25689,14367,1843,4459,1894,1270,10504,1256,1145,1246,1387,3849,12.32,65.42,14.98,88.21,2.64,9.77,1.41,0.41,7.33,0,28.07
"832",5001,21653,12087,1474,3444,1577,1143,8860,1178,1017,1018,1038,3624,12.56,63.63,16.74,77.66,21.88,0.28,0.24,0.16,0.05,0,38.87
"833",5119,349660,217689,26386,50577,24475,25765,169776,19318,15836,14123,13416,40228,14.37,70.57,11.5,72.23,26.37,0.91,0.33,0.77,0.31,0,20.98
"834",5061,13569,7478,933,2182,1009,834,5513,771,647,589,594,2340,13.58,63.59,17.25,77.41,21.51,0.69,0.39,0.43,0.25,0,38.18
"835",5139,46719,26129,3345,7342,3314,2715,19552,2418,2131,1984,2171,7776,12.9,64.73,16.64,69.38,30.1,0.48,0.17,0.19,0.16,0,34.1
"836",5099,10101,5511,651,1574,822,582,4108,541,473,427,477,1850,13.9,62.7,18.32,67.87,31.64,0.63,0.27,0.05,0.17,0,39.38
"837",5035,49939,28729,4409,9013,4098,3508,22496,2693,2238,1917,1888,5285,15.23,71.92,10.58,56.37,42.85,0.67,0.18,0.35,0.24,0,42.41
"838",5049,10037,5548,582,1342,704,467,3670,580,530,566,643,2124,11.67,55.73,21.16,99.32,0.1,0.28,0.47,0.08,0.03,0,45.14
"839",5115,45883,28121,3350,6677,3924,4012,21733,2518,2092,1960,1868,5685,17.3,69.22,12.39,96.17,2.46,0.92,0.7,0.42,0.25,0,33.51
"840",5041,16798,8984,1349,3095,1405,1025,6973,834,739,615,703,2490,14.47,67.97,14.82,56.55,42.5,0.9,0.29,0.22,0.44,0,43.46
"841",5051,73397,41346,4226,8787,4654,3844,27670,4093,3635,3889,4863,16234,11.58,55.43,22.12,90.97,7.64,1.06,0.66,0.29,0.44,0,29.82
"842",38049,6528,3398,393,1068,427,210,2281,362,335,354,375,1360,9.76,57.32,20.83,99.54,0.06,0.2,0.2,0.15,0.05,0,33.3
"843",5091,38467,22145,2878,6268,2969,2612,16665,2124,1756,1655,1726,5395,14.51,67.1,14.03,76.6,22.42,0.81,0.38,0.37,0.23,0,36.09
"844",5145,54676,32965,3539,7756,4973,4764,24649,3130,2645,2551,2394,8012,17.81,65.74,14.65,96.04,3.11,0.68,0.43,0.2,0.22,0,37.38
"845",5039,9614,5303,637,1448,736,522,3839,564,431,456,482,1757,13.09,61.62,18.28,61.09,38.46,0.33,0.17,0.11,0.17,0,40.82
"846",5075,17457,9896,1095,2428,1392,1072,7070,1020,858,858,867,3261,14.11,60.68,18.68,98.66,0.5,0.34,0.72,0.09,0.03,0,46.7
"847",5137,9775,5702,554,1407,608,447,3696,633,582,581,617,1705,10.79,57.87,17.44,99.1,0.08,0.43,0.55,0.19,0.07,0,40.36
"848",5095,11333,5956,861,1901,897,593,4297,592,540,547,559,2036,13.15,62.29,17.97,60.55,39.02,0.28,0.23,0.14,0.06,0,47.1
"849",5087,11618,6596,820,1764,842,642,4682,715,580,613,537,1907,12.77,62.54,16.41,98.42,0.03,0.96,1.21,0.09,0.25,0,40.42
"850",5089,12001,6632,621,1542,719,537,4196,696,676,694,842,2734,10.47,52.99,22.78,99.15,0.05,0.4,0.44,0.19,0.17,0,35.77
"851",40119,61507,41780,3577,7512,6334,11199,35006,2646,2177,1896,1963,6730,28.51,74.94,10.94,89.41,2.9,1.49,4.31,2.83,0.56,0,17.83
"852",40015,29550,16203,2225,4834,2200,1634,11771,1643,1372,1387,1411,4907,12.97,63.72,16.61,71.98,2.54,4.84,22.56,0.22,2.7,0,33.83
"853",40041,28070,15627,1742,3852,1919,1479,10126,1644,1561,1618,1890,5637,12.11,56,20.08,74.27,0.07,0.81,25.28,0.14,0.24,0,33.78
"854",40095,10829,5890,626,1348,772,536,3960,591,583,585,656,2480,12.08,54.8,22.9,86.91,1.72,2.54,10.05,0.09,1.23,0,39.32
"855",38043,3332,1751,204,555,225,114,1153,187,160,204,204,665,10.17,57.38,19.96,99.88,0,0.21,0,0.12,0,0,39.46
"856",40055,6559,3647,328,750,395,414,2571,318,324,302,366,1600,12.33,55.63,24.39,87.06,6.89,5.12,2.2,0.14,3.72,0,35.3
"857",40029,5780,3159,360,884,458,297,2287,281,296,285,303,1084,13.06,61.09,18.75,82.3,0.83,0.67,16.52,0.03,0.31,0,39.57
"858",40133,25412,13918,1654,3946,1903,1405,9877,1377,1276,1288,1265,4729,13.02,60.9,18.61,74.9,7.62,1.34,16.94,0.16,0.39,0,37.9
"859",40099,12042,6654,717,1825,824,590,4622,655,602,636,664,2321,11.74,59.49,19.27,86.54,1.72,1.4,11.05,0.12,0.56,0,35.96
"860",40067,7010,3743,414,998,497,354,2649,364,319,343,388,1535,12.14,57.93,21.9,90.44,0.57,4.42,4.88,0.26,3.85,0,41.28
"861",40141,10384,5378,722,1679,773,587,3855,534,502,465,516,2111,13.1,60.25,20.33,75.66,10.04,14.07,3.35,0.26,10.68,0,38.25
"862",40091,16779,9240,938,2267,1120,786,5715,988,956,1082,1212,3621,11.36,53.16,21.58,76.03,5.27,0.89,18.31,0.13,0.26,0,38.49
"863",40023,15302,8145,1109,2435,1174,794,5832,775,748,746,808,2849,12.86,61.27,18.62,71.45,12.8,1.27,15.15,0.14,0.46,0,42.1
"864",40059,4063,2189,227,612,264,122,1471,218,208,247,238,842,9.5,56.85,20.72,97.76,0.07,1.77,0.74,0.15,1.28,0,23.86
"865",38061,7021,3624,505,1233,545,251,2642,401,302,315,334,1289,11.34,62.38,18.36,79.85,0.06,0.36,19.87,0.2,0.03,0,27.02
"866",38045,5383,2718,334,859,362,175,1838,259,278,287,328,1200,9.98,56.31,22.29,99.78,0,0.15,0.09,0.04,0.09,0,33.59
"867",40053,5689,2962,388,820,326,207,2025,259,272,302,328,1295,9.37,56.83,22.76,97.8,0.05,1.02,1.27,0.25,0.63,0,22.09
"868",40043,5551,2883,351,875,329,229,2013,302,274,254,277,1205,10.05,58.35,21.71,93.35,0.09,1.32,5.67,0.09,0.79,0,31.75
"869",40109,599611,370379,45788,87061,41105,44831,283269,32049,27076,26239,25587,72542,14.33,69.4,12.1,76.99,14.74,4.24,4.05,1.95,2.26,0,20.91
"870",40079,43270,24804,3054,6770,3370,2655,18161,2616,2220,1958,1949,6542,13.92,64.68,15.12,85.29,2.38,0.97,11.81,0.18,0.33,0,38.78
"871",40105,9992,5551,626,1453,704,475,3760,594,519,570,549,1921,11.8,58.44,19.23,79.79,3.64,0.73,16.35,0.06,0.15,0,32.58
"872",40139,16419,9661,1134,2686,1388,1096,7228,886,810,826,713,2136,15.13,67.29,13.01,92.16,0.43,9.95,1.13,0.19,6.08,0,24.48
"873",54061,75509,52223,4089,8410,8741,11354,42680,3699,2901,2662,2825,8243,26.61,73.08,10.92,95.05,2.43,0.84,0.17,2.1,0.25,0,24.65
"874",54005,25870,15613,1476,4076,2253,1536,11886,1452,1325,1149,1255,3251,14.65,67.41,12.57,98.92,0.83,0.19,0.11,0.07,0.07,0,45.91
"875",54051,37356,22540,2232,5143,2832,2160,16321,2169,1928,1781,2093,5689,13.36,63.43,15.23,99.05,0.55,0.61,0.09,0.23,0.09,0,29.12
"876",54001,15699,9218,957,2256,1376,1109,6901,866,762,682,760,2515,15.83,64.42,16.02,97.67,0.94,0.57,1.02,0.22,0.15,0,40.25
"877",32001,17938,10586,1500,2831,1193,1140,7915,986,821,781,807,2297,13.01,68.27,12.81,89.35,1.13,5.62,4.99,2.41,2.12,0,20.5
"878",54095,9796,5789,605,1425,748,567,4095,583,566,515,498,1509,13.42,62.53,15.4,99.6,0.04,0.22,0.16,0.14,0.05,0,31.3
"879",54049,57249,33827,3084,7421,4583,4095,24486,3211,2793,2591,3208,10455,15.16,61.12,18.26,96.2,3.25,0.54,0.21,0.26,0.08,0,28.57
"880",32510,40443,25365,2727,4879,2355,2509,18233,2579,2048,1870,2066,6041,12.03,63.89,14.94,90.73,1.73,7.69,2.73,1.29,3.53,0,17.28
"881",54105,5192,3063,337,790,400,281,2238,297,314,244,227,745,13.12,64.81,14.35,99.85,0.08,0.06,0,0.08,0,0,33.85
"882",54063,12406,7259,739,1732,923,764,5103,752,637,653,690,2100,13.6,61.05,16.93,98.42,1.28,0.33,0.2,0.07,0.02,0,37.93
"883",32023,17781,11190,1290,2469,999,853,7308,1218,1158,1116,1043,2179,10.42,62.24,12.25,92.19,1.64,6.96,2.81,0.66,2.7,0,24.86
"884",54043,21382,12727,1286,3536,1827,1381,9581,1210,1115,1023,955,2676,15,67.36,12.52,99.79,0.03,0.22,0.07,0.08,0.03,0,50.85
"885",54075,9008,5219,541,1212,531,483,3597,503,506,465,486,1698,11.26,59.39,18.85,99.02,0.77,0.34,0.14,0.03,0.03,0,39.35
"886",32029,2526,1677,166,351,105,117,1101,227,164,123,131,263,8.79,64.05,10.41,94.62,0.32,3.8,2.02,1.11,1.94,0,15.56
"887",54033,69371,40034,4079,9752,5194,3958,28922,3831,3423,3357,3712,12295,13.19,61.63,17.72,98.1,1.41,1.18,0.13,0.25,0.11,0,29.42
"888",54069,50871,30091,2972,6238,3845,3439,21459,2671,2475,2433,3005,9618,14.32,60.29,18.91,95.91,3.31,0.29,0.06,0.62,0.1,0,24.9
"889",54067,26775,15693,1733,4220,2163,1560,11701,1467,1341,1296,1287,3730,13.9,65.93,13.93,99.61,0.01,0.21,0.12,0.16,0.09,0,38.82
"890",54023,10428,6239,641,1492,820,655,4580,671,530,488,481,1545,14.14,64.37,14.82,98.51,1.02,0.34,0.21,0.18,0.08,0,39.81
"891",54015,9983,5718,700,1751,846,590,4340,510,461,445,494,1282,14.38,68.03,12.84,99.85,0.01,0.14,0.07,0.06,0.01,0,50.64
"892",54059,33739,19970,2215,6117,3085,2293,15849,1762,1484,1365,1444,3503,15.94,71.67,10.38,97.25,2.44,0.37,0.06,0.2,0.05,0,49.63
"893",54009,26992,16477,1322,3576,2214,1912,11754,1488,1427,1454,1546,4425,15.29,61.69,16.39,98.82,0.75,0.31,0.11,0.22,0.1,0,28.45
"894",54029,35233,21525,1829,4599,2653,1932,15133,1908,2021,1943,2167,5633,13.01,61.2,15.99,96.88,2.56,0.56,0.12,0.31,0.14,0,27.45
"895",54053,25178,15098,1472,3857,1829,1368,10747,1461,1431,1380,1270,3560,12.7,63.85,14.14,99.09,0.44,0.21,0.1,0.32,0.05,0,38.92
"896",54055,64980,38588,3526,9025,5347,4359,28324,3644,3124,3087,3466,10784,14.94,62.9,16.6,92.98,6.36,0.41,0.14,0.47,0.05,0,36.89
"897",32027,4336,2512,430,736,261,270,1816,256,214,197,183,504,12.25,68.77,11.62,86.79,0.3,15.27,4.7,0.55,7.66,0,26.85
"898",54021,7669,4647,448,1042,736,762,3484,372,364,361,349,1249,19.53,64.86,16.29,99.01,0.42,0.31,0.1,0.4,0.07,0,43.41
"899",54031,10977,6675,710,1436,757,693,4771,614,572,566,624,1684,13.21,63.01,15.34,97.88,1.9,0.5,0.13,0.04,0.05,0,44.67
"900",54037,35926,22628,2559,5060,3058,2954,17397,2127,1704,1495,1481,4103,16.73,69.63,11.42,91.74,7.41,1.19,0.16,0.37,0.32,0,31.81
"901",54065,12128,7320,679,1619,776,718,4973,707,676,703,732,2039,12.32,59.95,16.81,98.82,0.76,0.41,0.21,0.15,0.07,0,35.2
"902",32007,33530,20678,3229,6006,2471,2316,16702,2019,1534,1129,869,2042,14.28,77.35,6.09,86.4,0.79,12.94,6.35,0.73,5.73,0,21.46
"903",20077,7124,3667,472,1069,386,283,2489,345,338,346,414,1651,9.39,56.57,23.18,98.76,0.18,1.47,0.65,0.07,0.34,0,21.82
"904",20037,35568,20312,2158,4838,2558,3435,15512,1683,1476,1357,1572,6972,16.85,63.28,19.6,96.29,1.34,0.91,0.86,1.15,0.36,0,25.28
"905",20001,14638,7877,1006,2382,1057,749,5720,712,661,633,747,2777,12.34,62.22,18.97,96.52,1.84,1.76,0.68,0.3,0.66,0,25.77
"906",20111,34732,21184,2667,5345,2918,4027,17362,1557,1228,1178,1137,4258,20,73.06,12.26,91.64,2.1,6.09,0.62,1.95,3.69,0,18.15
"907",20149,16128,9029,1316,2744,1111,894,6942,801,687,660,623,2355,12.43,68.22,14.6,97.96,0.58,1.48,0.71,0.34,0.41,0,18.23
"908",20005,16932,9396,1183,2624,1518,1161,7092,832,791,754,797,2859,15.82,64.37,16.89,92.12,5.65,2.19,0.5,0.77,0.96,0,22.51
"909",20137,5947,3290,339,745,375,326,2315,317,281,274,342,1334,11.79,57.15,22.43,96.25,2.27,1.38,0.27,0.32,0.89,0,23.08
"910",20193,8258,4711,620,1368,762,520,3622,399,344,378,316,1211,15.52,67.93,14.66,98.2,0.35,1.22,0.21,0.4,0.85,0,14.62
"911",20091,355054,226518,28049,53109,22093,21513,175651,21930,16108,13773,13014,33420,12.28,72.33,9.41,95.41,1.95,1.97,0.35,1.62,0.67,0,7.14
"912",20075,2388,1299,163,351,148,87,889,116,131,130,135,473,9.84,58.75,19.81,93.97,0.21,5.82,0.34,1.17,4.31,0,26.6
"913",20141,4867,2374,330,666,252,160,1548,254,198,275,280,1316,8.47,52.27,27.04,99.34,0.08,0.35,0.41,0.12,0.04,0,23.9
"914",20083,2177,1151,176,351,115,62,766,101,117,114,137,415,8.13,59.39,19.06,98.16,1.01,1.47,0.14,0.05,0.64,0,15.05
"915",20195,3694,1853,211,598,209,112,1279,170,177,190,194,875,8.69,56.52,23.69,99.3,0.05,0.24,0.16,0.46,0.03,0,27.11
"916",20029,11023,5773,661,1478,850,572,4040,548,509,466,594,2727,12.9,56.06,24.74,99.04,0.34,0.69,0.15,0.05,0.43,0,24.03
"917",20013,11128,5652,817,1783,698,511,4084,532,460,489,546,2417,10.86,60.06,21.72,91.57,1.19,1.73,6.46,0.14,0.64,0,21.64
"918",20087,15905,9202,1085,2600,1037,775,6598,986,874,732,689,2341,11.39,64.65,14.72,98.1,0.46,0.83,0.81,0.36,0.26,0,18.97
"919",20041,18958,10247,1286,2845,1221,866,7212,983,929,916,1021,3766,11.01,59.83,19.86,98.05,0.65,1.8,0.34,0.27,0.69,0,20.3
"920",20101,2375,1227,160,396,126,91,841,112,133,127,113,493,9.14,58.82,20.76,99.12,0.04,1.85,0.21,0,0.63,0,18.89
"921",20015,50580,29203,3822,8566,3565,2643,21855,2662,2326,2294,2285,6770,12.27,67.7,13.38,97.49,0.73,1.47,0.91,0.3,0.58,0,18.97
"922",20023,3243,1679,200,452,178,106,1098,151,124,187,249,782,8.76,53.96,24.11,99.41,0.15,0.62,0.03,0.28,0.12,0,25.83
"923",20199,1821,993,145,301,140,88,714,92,78,98,94,299,12.52,63.7,16.42,98.02,0.33,4.34,0.27,0.22,1.15,0,22.23
"924",20019,4407,2207,268,592,259,156,1425,237,264,207,247,1167,9.42,51.85,26.48,95.35,0.52,1,3.45,0.23,0.45,0,29.54
"925",20097,3660,1938,238,541,265,142,1352,172,168,196,220,773,11.12,58.22,21.12,98.36,0.19,1.07,0.46,0.3,0.68,0,22.05
"926",20081,3886,2220,348,724,289,212,1731,222,161,149,150,401,12.89,72.13,10.32,87.83,0.05,14.33,0.59,0.13,11.4,0,23.86
"927",20159,10610,5683,760,1616,693,568,3933,543,516,547,557,2138,11.89,59.46,20.15,96.34,1.1,2.63,0.5,0.17,1.89,0,18.85
"928",20129,3480,1950,272,607,259,167,1436,191,156,167,179,472,12.24,66.52,13.56,94.74,0.09,10.11,0.89,1.09,3.19,0,24.16
"929",20165,3842,1998,224,525,193,105,1253,177,191,233,271,968,7.76,52.11,25.2,99.27,0,0.91,0.13,0.1,0.49,0,27.35
"930",24045,74339,46670,5215,10146,5526,6257,35273,4319,3294,3213,3320,9559,15.85,68.11,12.86,76.35,22.29,0.82,0.18,0.9,0.28,0,27.86
"931",24013,123372,78045,9625,18169,8537,7967,59217,8484,5957,4801,4562,12557,13.38,70.53,10.18,96.73,2.38,0.73,0.16,0.59,0.15,0,21.54
"932",24031,761793,504566.06,57500.12,95148.91,43033.95,51938.37,379494.03,51094.47,38290.36,32245.82,30199.27,77820.01,12.47,69.85,10.22,76.49,12.43,7.34,0.24,8.12,2.72,0,9.46
"933",24035,33953,21241,2463,4730,1962,1863,14987,2153,1829,1658,1762,4371,11.27,65.33,12.87,88.1,11.31,0.56,0.13,0.37,0.1,0,23.23
"934",24019,30236,18093,2028,3873,1796,1823,12579,1754,1506,1565,1705,5226,11.97,61.12,17.28,71.27,27.86,0.59,0.17,0.45,0.26,0,35.32
"935",24025,182132,118316,14761,26764,12771,12828,90325,12188,8828,7517,6715,15034,14.06,72.39,8.25,89.25,8.53,1.55,0.27,1.32,0.64,0,18.38
"936",24037,75974,48121,6794,11653,5567,6594,38909,4121,3269,2463,2465,6300,16.01,75.49,8.29,84.41,13.52,1.62,0.35,1.16,0.55,0,22.88
"937",31039,10117,5241,728,1640,662,440,3679,489,470,539,516,2056,10.89,59.77,20.32,99.59,0.08,0.15,0.1,0.2,0.03,0,28.51
"938",31069,2460,1298,159,339,119,87,811,143,129,141,147,591,8.37,53.21,24.02,99.8,0,0.61,0,0,0.2,0,23.58
"939",31101,8584,4747,603,1405,575,299,3229,493,458,490,456,1450,10.18,61.01,16.89,97.89,0.12,3.91,0.57,0.17,1.25,0,18.51
"940",31173,6936,3555,756,1387,467,401,2594,320,290,307,333,949,12.51,68.3,13.68,55.67,0.12,0.89,43.92,0.09,0.22,0,29.36
"941",31139,7827,4036,619,1373,458,328,2840,410,343,342,398,1502,10.04,61.74,19.19,99.43,0,0.18,0.32,0.11,0.14,0,26.24
"942",31147,9937,5101,695,1371,603,415,3514,522,476,432,564,2363,10.24,56.15,23.78,98,0.05,0.44,1.77,0.11,0.07,0,26.68
"943",31151,12715,6936,827,1840,1030,842,5174,605,514,557,582,2616,14.72,61.67,20.57,98.6,0.13,0.58,0.19,0.87,0.22,0,24.03
"944",31163,3718,1876,242,602,285,151,1302,186,184,204,206,792,11.73,57.72,21.3,99.52,0,0.22,0.08,0.27,0.13,0,27.81
"945",31057,2582,1343,130,407,165,99,943,127,107,134,138,596,10.22,57.32,23.08,99.46,0,0.58,0.19,0.15,0.19,0,28.69
"946",31167,6244,3419,572,1172,454,278,2583,338,286,270,260,763,11.72,69.3,12.22,98.77,0.37,0.37,0.59,0.08,0.19,0,20.57
"947",31033,9494,5179,691,1530,607,429,3682,452,442,436,560,1701,10.91,62.18,17.92,97.43,0.08,3.34,0.77,0.16,1.56,0,19.73
"948",31013,13130,7124,1066,2532,917,518,5651,648,491,482,502,1758,10.93,70.44,13.39,95.21,0.37,5.5,2.3,0.43,1.68,0,15.96
"949",31183,948,498,89,177,58,30,349,37,57,49,50,140,9.28,64.87,14.77,99.68,0,0,0,0.32,0,0,21.04
"950",31095,8759,4537,567,1231,523,365,3138,414,413,457,471,2068,10.14,56.35,23.61,99.44,0.05,0.92,0.26,0.09,0.16,0,24.95
"951",31131,14252,7572,951,2170,932,567,5285,798,637,691,767,2953,10.52,58.98,20.72,99.2,0.18,0.74,0.22,0.18,0.23,0,22.61
"952",31111,32508,18172,2360,5501,2402,1573,13432,1719,1531,1454,1555,4956,12.23,65.5,15.25,96.45,0.29,4.99,0.37,0.34,2.54,0,18.64
"953",31091,793,378,49,116,41,33,257,34,41,44,32,220,9.33,53.22,27.74,99.87,0,1.77,0,0,0.13,0,20.5
"954",31145,11705,6521,838,1862,872,582,4704,533,561,578,623,2006,12.42,63.26,17.14,98.83,0.11,1.79,0.24,0.16,0.66,0,17.79
"955",31075,769,426,64,130,41,24,299,36,43,40,39,118,8.45,64.11,15.34,98.83,0,0.26,0.65,0.39,0.13,0,10.45
"956",31053,34500,19522,2376,5220,2432,2075,14050,1823,1616,1732,1709,5974,13.06,62.74,17.32,98.93,0.21,0.65,0.32,0.32,0.21,0,21.67
"957",31029,4381,2297,329,744,272,130,1604,223,209,198,256,818,9.18,61.1,18.67,99.27,0.02,2.01,0.14,0.05,0.52,0,21.04
"958",31153,102583,64621,9550,18612,7833,7699,53717,5471,4366,3542,2433,4892,15.14,79.82,4.77,91.35,5.2,3.3,0.39,1.79,1.27,0,9.05
"959",31157,36025,20147,2540,5859,2664,1798,14797,1849,1604,1690,1871,5815,12.39,64.39,16.14,91.11,0.19,14.54,1.84,0.49,6.37,0,25.67
"960",31177,16607,9801,1063,2729,1295,932,7224,966,852,767,754,2252,13.41,66.33,13.56,98.77,0.51,0.63,0.23,0.18,0.3,0,17.3
"961",31077,3006,1455,209,562,195,100,1037,143,125,151,152,627,9.81,60.15,20.86,99.77,0,0.07,0.13,0.1,0,0,21.09
"962",31181,4279,2120,263,577,252,115,1357,222,214,240,261,1145,8.58,51.34,26.76,99.46,0.02,0.26,0.14,0.28,0.09,0,26
"963",31055,416444,257213,33314,61814,28498,31740,200830,21904,17846,16939,16464,47333,14.46,71.07,11.37,86.31,10.94,2.73,0.6,0.95,1.21,0,15.49
"964",31025,21318,12407,1687,3496,1447,1185,9221,1230,1008,976,924,2776,12.35,67.57,13.02,98.66,0.2,0.91,0.51,0.29,0.34,0,17.93
"965",31031,6307,3466,515,1002,377,245,2386,362,336,304,335,1067,9.86,61.88,16.92,96.83,0.05,0.38,2.81,0.21,0.11,0,24.8
"966",31011,6667,3387,534,1131,384,247,2357,316,290,326,378,1335,9.46,60.33,20.02,99.72,0.03,0.25,0.16,0.01,0.07,0,23.91
"967",31097,4673,2423,267,691,264,158,1600,245,262,224,279,1105,9.03,54.74,23.65,97.18,0.02,1.01,0,2.29,0.51,0,26.4
"968",31045,9021,5329,597,1297,978,1044,4212,385,385,338,395,1412,22.41,67.69,15.65,94.14,0.61,1.57,3.94,0.73,0.59,0,19.96
"969",31063,3101,1689,196,533,212,98,1148,182,162,173,158,549,10,60.53,17.7,99.13,0.03,0.61,0.13,0.26,0.45,0,19
"970",31129,5786,2931,343,913,331,159,1937,299,275,329,333,1357,8.47,55.18,23.45,99.79,0.02,0.29,0.14,0,0.05,0,25.76
"971",31099,6629,3683,506,989,431,309,2678,369,304,310,316,1157,11.16,62.95,17.45,99.25,0,1.72,0.05,0.06,0.65,0,19.72
"972",31051,6143,3172,458,980,416,264,2283,296,278,309,299,1240,11.07,60.57,20.19,99.69,0.07,0.07,0.18,0.05,0.02,0,23.88
"973",31093,6055,3184,431,990,432,254,2215,314,293,319,347,1146,11.33,60.05,18.93,99.42,0.02,0.69,0.2,0.05,0.31,0,24.84
"974",31103,1029,543,50,167,65,31,371,53,55,61,55,217,9.33,57.14,21.09,99.9,0,0.1,0.1,0,0,0,23.19
"975",31113,878,451,71,181,59,24,330,35,33,59,35,134,9.45,66.29,15.26,99.43,0.34,0.34,0,0,0.23,0,17.1
"976",31027,10131,5072,844,1810,681,449,3693,439,433,454,542,1916,11.15,62.65,18.91,99.68,0.06,0.17,0.14,0.07,0.05,0,24.84
"977",31115,683,367,49,111,37,16,238,48,37,31,41,128,7.76,58.27,18.74,99.85,0,0.15,0,0.15,0,0,21.66
"978",31143,5675,2857,344,909,360,182,1985,285,264,285,299,1304,9.55,57.06,22.98,99.24,0.02,0.53,0.23,0.14,0.37,0,18.98
"979",31009,675,374,41,109,53,20,249,42,45,40,36,113,10.81,59.11,16.74,99.41,0.15,0,0.15,0,0.3,0,14.73
"980",31105,4108,2234,283,642,233,130,1483,245,222,201,251,781,8.84,58.62,19.01,99.17,0.05,3.55,0.22,0.15,0.41,0,26.19
"981",31073,1928,1049,104,284,118,55,674,101,122,110,124,409,8.97,55.08,21.21,99.95,0,0.47,0,0.05,0,0,20.92
"982",31083,3810,1957,244,553,195,112,1307,180,185,202,225,914,8.06,55.22,23.99,99.84,0.05,0.13,0.05,0.03,0.03,0,19.13
"983",31137,9715,5328,705,1532,623,441,3845,495,470,463,474,1731,10.95,62.6,17.82,99.36,0.05,0.94,0.15,0.15,0.28,0,15.03
"984",31081,8862,4863,678,1509,564,359,3526,463,403,407,450,1426,10.42,64.47,16.09,99.42,0.1,0.64,0.1,0.27,0.1,0,20.08
"985",31023,8601,4438,605,1424,551,349,3133,447,371,399,469,1753,10.46,60.02,20.38,99.52,0.12,0.23,0.2,0.14,0.02,0,27.54
"986",17077,61067,42892,3362,6521,6775,12217,36078,2559,2051,1913,2008,6575,31.1,75.26,10.77,85.14,10.39,1.77,0.18,3.53,0.77,0,21.23
"987",17107,30798,18530,1958,4232,2156,2133,13799,1717,1455,1374,1327,4936,13.93,64.9,16.03,94.89,4.19,1.13,0.12,0.43,0.37,0,24.1
