"ZCTA","minDisHosp","timeDrive","countDrive"
5345,6.15,11.13,3
5346,9.68,20.79,2
5353,1.57,0,1
5354,8.14,21.22,2
5355,9.96,22.98,1
5359,10.38,24.69,1
5362,10.04,21.56,3
5401,1.15,0,1
5403,3.51,7.66,1
5404,1.64,6.3,1
5405,0.59,3.18,1
5408,4.93,9.43,1
5439,2.56,9.25,1
5440,20.61,28.51,1
5443,15.72,26.38,1
5445,16.59,27.21,1
5446,6.71,14.64,1
5452,10.08,21.6,1
5454,10.72,23.36,1
5455,7.33,14.35,1
5456,20.84,27.49,1
5459,14.99,22.98,1
5461,16.83,28.86,1
5464,18.01,28.55,1
5468,15.67,23.26,1
5472,10.46,17.12,1
5478,0.63,0,1
5481,9.78,18.79,1
5482,9.23,14.92,1
5483,10.04,22.2,1
5485,11.8,18.54,1
5486,12.42,26.93,1
5488,11.68,13.66,1
5491,14.53,28.03,1
5494,17.67,29.69,1
5495,8.56,13.4,1
5602,6.52,0,2
5641,6.81,13.33,2
5649,15.36,21.99,2
5651,7.58,13.34,2
5652,17,28.95,1
5653,15.89,29.15,1
5654,9.82,24.26,2
5655,6.99,16.6,1
5656,11.46,19.81,1
5657,4.89,15.94,1
5658,19.43,28.57,2
5660,12.45,21.89,2
5661,2.39,0,1
5663,10.37,20.85,2
5664,8.13,17.8,2
5667,12.66,20.22,2
5672,11.41,25.55,1
5676,20.51,20.56,2
5677,17.58,25.11,3
5678,8.56,23.52,2
5679,11.02,22.68,2
5680,8.4,17.68,1
5682,14.65,20.94,2
5701,4.03,0,1
5732,17.79,26.73,1
5733,18.1,27.86,2
5734,11.34,22.27,1
5735,14.59,20.33,1
5736,4.06,9.49,1
5738,9.53,27.44,1
5740,5.16,9.45,1
5742,15.89,28.24,1
5744,13.12,28.76,1
5751,12.67,19.31,1
5753,0.49,0,1
5759,5.87,10.21,1
5763,12.66,15.21,1
5765,7.57,14.66,1
5766,12.52,21.83,1
5769,8.61,13.27,1
5770,8.83,24.04,2
5773,16.98,21.33,1
5777,7.98,16.57,1
5778,12.53,22.99,1
5819,4.22,0,2
5821,14.54,20.3,1
5822,20.44,25.55,1
5824,10.28,13.94,1
5825,9.64,11.33,1
5828,7.67,12.26,1
5829,9.05,14.08,1
5830,15.14,17.91,1
5832,15.36,27.46,1
5839,26.31,29.12,1
5843,17.44,27.08,1
5845,17,21.13,1
5850,9.31,16.3,1
5851,11.47,18.94,1
5853,17.29,22.67,1
5855,2.8,0,1
5857,7.43,11.67,1
5859,16.93,27.2,1
5860,16.49,24.59,1
5866,20.74,23.05,1
5868,13.59,25.26,1
5872,13.78,22.08,1
5873,13.74,21.52,1
5902,10.19,23.33,1
5903,7.56,24.31,1
5904,12.5,22.51,2
5906,11.15,15.7,1
6001,7.07,14.04,10
6002,3.76,9.94,12
6010,0.57,0,16
6013,7.9,18.38,6
6016,7.34,17.42,11
6018,15.96,22.24,2
6019,13.37,21.41,6
6020,13.56,18.64,10
6021,21.47,28.63,1
6022,14.88,25.23,4
6023,5.93,9.79,17
6024,18.01,26.7,1
6026,13.02,18.74,5
6029,4.5,6.79,9
6031,13.45,25.88,2
6032,2.86,0,12
6033,6.92,14.45,13
6035,14.96,20.8,7
6037,4.65,8.82,15
6039,6.95,15.08,1
6040,1.85,0,10
6042,1.49,6.36,12
6043,6.15,12.19,10
6051,1.3,4.31,19
6052,1.26,0,18
6053,0.54,0,17
6057,10.03,14.53,3
6058,17.27,27.67,1
6059,19.57,22,1
6060,11.96,30,1
6061,13.87,19.25,4
6062,4.32,5.98,17
6063,16.81,17.19,1
6065,19.13,26.25,1
6066,2.88,0,10
6067,0.46,0,17
6068,13.18,23.48,1
6069,3.41,0,1
6070,9,18.53,6
6071,4.45,17.05,7
6073,6.84,20.85,9
6074,5.98,10.6,11
6076,8.98,0,2
6078,11.83,18.86,12
6081,10.01,14.86,7
6082,11.34,16.55,13
6084,6.1,11.34,9
6085,6.9,8.73,12
6088,10.69,21.05,12
6089,7.22,15.08,10
6090,16.24,28.14,1
6091,17.83,25.32,1
6092,11.11,23.7,4
6093,10.15,22.33,7
6095,6.75,11.72,14
6096,12.11,18.82,12
6098,15.67,13.07,1
6103,1.31,3.84,15
6105,0.45,0,15
6106,1.02,0,15
6107,3.08,6.24,15
6108,4.69,8.99,14
6109,4.24,7.1,17
6110,2.91,6.73,15
6111,1.52,0,17
6112,0.66,0,15
6114,1.52,6.66,15
6117,2.71,0,13
6118,4.82,11.88,13
6119,2.2,3.85,15
6120,2.21,4.53,15
6160,0.85,3.37,15
6226,1.56,0,3
6231,13.09,21.44,3
6232,10.46,16.16,6
6234,11.2,22.27,1
6235,6.85,12.54,2
6237,5.99,10.27,5
6238,9.92,17.58,6
6239,11.42,12.8,1
6241,6.54,14.7,1
6242,12.57,24.04,4
6243,9.62,16.92,2
6247,9.43,19.93,2
6248,12.2,23.78,4
6249,8.02,16.27,3
6250,2.99,9.5,3
6254,7.67,11.85,4
6255,7.64,11.17,4
6256,2.84,9.72,3
6259,6.28,13.53,1
6260,2.94,0,3
6262,8.46,12.33,3
6263,6.18,15.58,1
6264,8.03,12.31,3
6266,5.67,9.02,3
6268,6.43,16.09,4
6269,7.97,15.03,5
6277,5.96,12.96,4
6278,14.05,24.69,4
6279,12.39,16.46,5
6280,6,7.24,3
6281,9.28,16.4,2
6282,11.89,18.32,2
6320,1.21,0,3
6330,9.31,18.26,3
6331,14.29,22.64,2
6332,16.3,23.38,2
6333,10.71,14.9,2
6334,5.87,9.73,4
6335,9.23,19.83,2
6336,8.06,12.04,4
6339,11.14,19.12,3
6340,4.55,10.21,3
6350,9.87,24.65,3
6351,10.59,18.37,2
6353,8.6,14.66,2
6354,19.35,22.27,1
6355,9.5,15.69,2
6357,7.68,14.51,2
6359,10.5,18.8,2
6360,0.56,0,4
6365,6.39,14.29,1
6370,9.92,25.25,2
6371,15.57,21.4,1
6374,17.58,22.9,4
6375,6.48,9.99,2
6376,11,20.62,1
6378,6.36,13.77,2
6379,2.29,5.54,3
6380,3.27,8.15,4
6382,7.68,12.2,2
6384,18.17,29.26,1
6385,4.01,4.74,2
6387,15.21,22.04,1
6389,3.4,6.18,4
6401,1.61,4.54,11
6403,9.79,14.2,6
6405,9.71,12.01,7
6409,21.85,27.48,2
6410,4.86,13.43,13
6412,17.8,24.85,1
6413,20.84,28.46,1
6414,6.45,12.75,6
6415,17,21.88,1
6416,3.98,9.59,16
6417,21.38,28.33,1
6418,0.93,0,11
6419,16.85,26.54,1
6420,13.38,18.69,2
6422,8.85,17.24,5
6424,9.83,18.04,4
6426,20.37,27.66,2
6437,15.09,20.62,3
6438,13.42,20.58,1
6441,9.57,19.07,2
6442,22.18,29.8,1
6443,18.34,29.1,1
6444,7.22,11.81,12
6447,14.13,22.34,12
6450,2.42,3.98,18
6451,1.68,0,17
6455,6.03,9.11,9
6456,6.86,15.2,4
6457,0.8,0,12
6460,0.95,0,7
6461,2.22,5.84,7
6467,7.03,9.3,16
6468,9.4,20.53,3
6469,14.47,26.92,1
6470,8.83,18.47,3
6471,11.37,13.99,6
6472,8.58,12.48,8
6473,7.69,9.84,9
6475,17.68,26.32,1
6477,4.56,8.94,10
6478,9.37,19.93,4
6479,7.59,11.09,16
6480,5.77,8.6,14
6481,4.12,7.1,11
6482,12.6,20.97,5
6483,4.19,10.96,9
6484,4.35,7.34,9
6488,14.39,14.48,5
6489,7.28,12.67,17
6492,2.21,0,14
6510,0.67,0,9
6511,1.22,0,8
6512,4.91,6.95,7
6513,4.85,6.04,8
6514,5.85,7.41,9
6515,2.5,5.36,12
6516,0.83,0,9
6517,4.38,8.64,8
6518,5.73,15.04,10
6519,0.86,3.42,9
6524,10.37,18.41,8
6525,5.8,11.25,12
6604,2.17,4.43,7
6605,3.63,7.25,9
6606,1.08,0,8
6607,1.44,5.66,8
6608,1.02,4.69,8
6610,1.42,0,8
6611,5.46,8.44,9
6612,9.04,12.53,6
6614,4.52,7.95,7
6615,2.77,7.97,8
6702,0.72,4.08,8
6704,3.04,6.71,6
6705,3.04,8.63,8
6706,2.13,0,10
6708,1.11,0,8
6710,1.24,4.62,6
6712,6.52,8.57,12
6716,6.2,11.03,7
6750,11.08,20.67,2
6751,12.85,20.68,3
6752,6.6,10.42,3
6754,13.23,19.85,2
6755,8.05,14.12,1
6756,8.79,14.74,2
6757,13.03,25.68,2
6758,13.16,27.68,3
6759,6.44,15.73,2
6762,5.34,6.4,4
6763,10.4,21.92,5
6770,6.02,8.23,9
6776,1.91,0,3
6777,11.36,15.1,2
6778,7.79,17.54,4
6779,3.6,6.86,6
6782,8.01,13.24,7
6783,8,16.23,2
6784,5.97,14.04,3
6785,11.17,24.05,1
6786,5.54,9.38,9
6787,10.39,13.98,7
6790,4.28,0,4
6791,6.19,12.24,4
6793,9.48,19.97,1
6794,8.65,15.68,1
6795,7.02,9.54,5
6796,10.34,19.66,2
6798,10.26,16.76,3
6801,4.63,9,3
6804,6.86,13.11,3
6807,2.75,8.09,12
6810,2.72,0,5
6811,3.01,5.31,5
6812,8.19,12.72,4
6820,5.1,8.83,6
6824,5.97,14.1,7
6825,2.83,6.03,7
6830,1.38,0,24
6831,5.38,10.57,14
6840,2.1,0,8
6850,1.97,0,6
6851,2.86,5.56,6
6853,4.02,10.85,6
6854,2.07,7.06,7
6855,2.47,8.27,6
6856,0.12,4.06,7
6870,2.64,6.41,12
6877,8.99,18.98,5
6878,2.96,7.17,12
6880,5.94,9.8,6
6883,8.88,19.9,3
6890,7.88,14.51,7
6896,9.92,16.94,4
6897,4.35,12.94,7
6901,1.04,0.42,11
6902,0.58,0,11
6903,7.51,14.05,6
6905,3.17,6.08,10
6906,2.58,4.77,9
6907,4.79,7.56,6
7001,3.04,7.13,45
7002,0.44,0,57
7003,1.2,4.34,67
7004,5.6,11.19,45
7005,1.83,0,25
7006,3.27,9.75,44
7008,5,11.66,40
7009,0.58,0,56
7010,2.41,6.39,95
7011,1.82,3,81
7012,1.87,5.01,75
7013,2.58,4.83,84
7014,2.55,3.97,89
7016,3.11,8.82,49
7017,1.41,3.37,71
7018,0.31,0,69
7020,1.91,9.41,91
7021,3.79,9.79,43
7022,2.25,4.84,95
7023,3.29,9.78,37
7024,2,5.62,98
7026,1.92,5.53,80
7027,2.71,10.48,47
7028,0.67,0,64
7029,1.35,3.6,92
7030,0.4,0,107
7031,3.09,4.88,88
7032,2.03,0,80
7033,1.64,6.78,57
7034,4.18,11.49,35
7035,3.08,8.76,36
7036,3.46,7.8,51
7039,2.62,0,39
7040,3.06,8.46,47
7041,3.69,7.78,49
7042,0.96,2.31,69
7043,2.44,6.48,69
7044,1.88,5.6,52
7045,3.99,9.75,29
7046,1.77,6.77,24
7047,2.05,0,92
7050,1.43,3.16,64
7052,1.04,0,54
7054,5.21,9.71,37
7055,0.68,0,86
7057,2.21,4.08,81
7058,6.92,14.4,39
7059,4.44,9.65,24
7060,4.45,11.01,31
7062,3.31,12.22,31
7063,5.72,11.43,24
7064,5,11.95,32
7065,0.83,0,45
7066,1.7,10.11,30
7067,2.47,7.47,37
7068,3.89,7.58,42
7069,2.4,9.28,36
7070,3.43,6.32,86
7071,2.57,8.1,90
7072,3.12,6.26,89
7073,2.53,5.85,85
7074,4.02,8.46,94
7075,3.54,7.8,88
7076,3.62,11.92,26
7077,3.65,8.91,39
7078,2.79,9.74,41
7079,1.69,5.99,57
7080,4.76,8.63,26
7081,2.26,7.4,45
7082,3.83,9,36
7083,1.78,0,75
7086,2.32,5.07,110
7087,2.19,6.32,100
7088,4.15,6.18,60
7090,1.82,8.46,44
7092,1.12,0,35
7093,1.17,3.1,93
7094,0.46,0,100
7095,3.18,7.44,38
7102,0.71,0,87
7103,0.36,0,80
7104,1.36,4.68,74
7105,3.09,4.44,88
7106,1.06,3.87,66
7107,0.98,0,81
7108,1.49,3.33,72
7109,1.32,0,71
7110,3.33,5.32,80
7111,1.92,4.46,66
7112,0.14,0,72
7114,3.4,5.52,87
7201,1.87,4.8,75
7202,0.54,0,64
7203,2.06,7.99,51
7204,0.87,5.83,60
7205,1.68,4.77,67
7206,1.14,0,63
7208,1.59,4.14,60
7302,0.41,0,90
7304,1.59,3.66,88
7305,2.64,6.21,86
7306,1.51,0,102
7307,1.66,4.97,104
7310,0.9,3.62,90
7311,1.25,2.66,90
7401,5.08,7.32,29
7403,5.92,8.84,24
7405,5.64,10.01,17
7407,1.68,5.6,82
7410,1.96,5.22,79
7416,12.96,24.54,4
7417,3.59,6.35,43
7418,9.23,24.82,1
7419,16.4,24.85,4
7420,6.79,9.49,25
7421,8.79,24.58,1
7422,9.7,20.75,1
7423,1.53,3.67,62
7424,3.28,7.9,72
7430,4.47,13.97,17
7432,2.52,5.27,48
7435,11.69,16.23,10
7436,6.66,9.69,28
7438,12.82,22.02,7
7439,11.93,21.49,4
7440,1.57,4.47,37
7442,4.35,6.92,30
7444,0.86,0,33
7446,4.84,10.85,19
7450,0.84,0,45
7452,2.73,4.51,62
7456,9.7,16.12,16
7457,3.06,8.95,20
7458,5.71,10.01,19
7460,16.69,21.2,5
7461,12.76,21.67,2
7462,10.74,23.17,1
7463,3.23,5.47,37
7465,8.5,15.14,12
7470,2.91,0,38
7480,12.69,24.18,3
7481,1.71,0,46
7495,2.07,9.15,18
7501,0.99,3.32,80
7502,2.44,5.94,65
7503,0.97,0,78
7504,0.75,2.98,82
7505,1.28,3.88,80
7506,2.28,6.77,64
7508,1.43,6.02,58
7512,3.84,8.17,71
7513,1.21,2.96,84
7514,0.91,0,81
7522,2.22,5.19,67
7524,1.91,2.88,74
7601,0.84,0,84
7603,1.5,4.4,92
7604,2.36,5.96,88
7605,2.26,5.62,99
7606,2.52,6.57,85
7607,0.84,3.14,86
7608,2.78,5.71,90
7620,2.43,12.2,62
7621,2.72,5.36,81
7624,3.93,10.22,56
7626,3.36,8.34,68
7627,4.7,9.4,64
7628,4.02,7.23,78
7630,1.14,7.3,64
7631,1.21,0,87
7632,2.46,3.87,86
7640,2.44,8.78,53
7641,2.46,9.62,68
7642,2.79,6.03,40
7643,3.64,6.58,95
7644,1.79,6.12,84
7645,6.61,11.68,19
7646,3.67,7.26,75
7647,5.22,13.15,39
7648,4.49,10.95,55
7649,2.18,6.63,75
7650,3.41,7.83,96
7652,1.17,0,72
7656,4.92,8.58,27
7657,3.64,7.13,95
7660,2.7,6.82,94
7661,3.2,5.96,81
7662,0.86,0,81
7663,0.68,0,75
7666,0.63,0,93
7670,1.58,5.26,77
7675,2.29,0,30
7676,2.6,8.8,48
7677,4.73,11.08,22
7701,1.16,0,13
7702,2.66,5.21,10
7703,3.87,5.24,10
7704,1.84,5.37,7
7711,3.54,10.49,12
7712,3.6,7.19,12
7716,4.87,11.52,8
7717,2.23,7.6,16
7718,6.24,9.12,10
7719,4.25,9.27,16
7720,1.99,8.27,16
7721,4.11,11.45,25
7722,6.21,14.97,11
7723,4.21,8.94,10
7724,1.46,0,10
7726,4.55,16.92,14
7727,8.28,12.5,15
7728,2.15,0,24
7730,2.1,7.93,22
7731,7.04,11.22,11
7732,8.63,13.56,7
7733,2.9,0,11
7734,5.21,12.98,13
7735,3.32,10.45,24
7737,5.1,11.23,10
7738,4.65,8.67,11
7739,2.62,6.46,8
7740,0.38,0,10
7746,7.79,13.55,18
7747,4.22,12.61,22
7748,5.13,7.48,10
7750,3.69,6.99,7
7751,4.82,12.54,17
7753,2.64,0,16
7755,3.85,9.9,10
7756,2.23,9.74,12
7757,2.77,6.37,10
7758,6.54,11.34,10
7760,4.34,10.42,7
7762,5.01,11.42,15
7764,2.32,5.78,10
7801,3.42,0,16
7803,1.8,4.84,13
7820,5.99,18.87,3
7821,8.62,16.27,7
7822,8.74,12.51,4
7823,15.1,26.25,3
7825,1.98,0,2
7826,12.4,21.39,1
7827,8.01,16.72,1
7828,4.95,7.94,12
7830,11.55,21.62,3
7832,8.66,17.45,2
7833,11.83,18.92,4
7834,1.58,0,26
7836,2.65,9.64,12
7838,7.26,10.43,3
7840,1.53,0,6
7842,5.23,11.11,14
7843,7.65,17.52,10
7846,4.05,12.58,3
7847,3.43,6.19,12
7848,7.19,11.42,4
7849,7.8,11.46,11
7850,6.37,13.88,11
7851,16.72,26.4,2
7852,5.95,10.8,12
7853,7.32,8.85,8
7856,5.02,12.21,11
7857,7.17,12.71,13
7860,3.12,0,2
7863,10.94,21.81,3
7865,9.07,12.72,3
7866,5.65,8.96,16
7869,3.67,7.22,14
7870,5.28,5.97,5
7871,9.77,18.68,4
7874,7.78,16.32,9
7876,3.72,11.92,12
7878,2.25,5.14,30
7880,5.2,7.72,3
7882,12.4,19.79,5
7885,4.59,4.82,16
7901,0.22,0,40
7920,0.97,5.37,21
7921,5.64,10.5,21
7922,1.02,0,28
7924,3.79,13.62,14
7926,5.4,12.87,14
7927,3.03,8.44,33
7928,3.61,7.47,33
7930,3.62,0,12
7931,0.85,0,8
7932,5.17,12.29,29
7933,3.86,9.4,24
7934,2.69,6.8,12
7935,5.02,10.3,29
7936,6.53,9.08,36
7939,0.28,0,18
7940,4.27,8.44,37
7945,6.98,9.63,15
7946,3.31,8.96,19
7950,1.99,0,22
7960,0.92,0,27
7961,2.43,11.2,28
7970,5.17,15.89,10
7974,3.16,5.78,36
7976,6.09,13.43,20
7977,1.67,5.5,19
7979,6.06,15.82,5
7980,4.5,9.63,20
7981,4.39,10.09,34
8001,7.58,8.91,3
8002,0.7,0,52
8003,2.07,7.8,42
8004,7.53,14.85,13
8005,4.38,8.35,5
8006,12.67,23.6,1
8007,4.61,9.08,48
8008,9.8,13.87,1
8009,7.73,12.2,14
8010,2.39,6.87,35
8011,5.27,9.65,13
8012,1.32,0,32
8014,3.53,11.61,14
8015,5.18,0,8
8016,4.07,8.12,32
8019,17.74,23.77,3
8020,6.64,13.15,27
8021,2.02,5.31,28
8022,9.35,16.89,13
8023,5.57,12.92,12
8026,2.7,4.08,35
8027,4.86,17.04,21
8028,5.27,8.62,20
8029,4.26,6.4,49
8030,3.77,7.03,53
8031,4.32,9.48,52
8033,3.47,8.07,51
8034,2.3,7.8,49
8035,4.87,10.01,52
8036,2.96,9.01,29
8037,7.31,0,6
8038,11.19,16.94,1
8039,11,24.8,6
8041,7.13,13.64,15
8042,4.65,12.86,9
8043,1.61,0,31
8045,3.81,7.47,46
8046,1.73,0,29
8048,2.7,6.45,21
8049,3.14,6.3,44
8050,2.84,0,5
8051,5.64,9.32,27
8052,2.6,7.59,54
8053,2.5,0,41
8054,5.96,14.63,39
8055,6.83,12.53,14
8056,8.94,15.33,20
8057,6.95,11.71,51
8059,3.91,8.96,53
8060,2.04,0,22
8061,5.33,13.02,26
8062,10.99,17.22,9
8063,3.26,10.74,38
8064,0.92,0,9
8065,3.54,11.69,53
8066,5.29,12.72,34
8067,9.55,19.74,12
8068,1.93,5.74,11
8069,8.35,18.01,12
8070,5.28,10.72,11
8071,4.72,6.38,25
8072,4.83,3.39,6
8073,1.39,4.68,37
8074,7.01,11.34,18
8075,4.47,11.13,46
8077,6.08,11.27,59
8078,5.05,7.61,52
8079,4.61,0,6
8080,4.12,0,29
8081,6.25,11.51,14
8083,1.82,3.74,38
8084,0.5,0,28
8085,9.08,17.73,10
8086,3.1,10.94,31
8087,13.1,16.87,3
8088,11.33,16.85,12
8089,4.26,13.02,9
8090,4.17,8.73,26
8091,5.66,9.08,18
8092,5.94,8.18,1
8093,2.06,7.95,48
8094,4.97,13.78,9
8095,2.93,10.99,12
8096,2.21,0,39
8097,2.58,6,31
8098,8.9,17.65,9
8102,1.03,3.17,57
8103,0.54,0,56
8104,1.58,4.35,55
8105,1.96,5.08,58
8106,3.6,8.44,52
8107,1.98,5.66,55
8108,2.6,5.81,53
8109,3.1,5.79,57
8110,4.51,7.15,58
8201,5.86,11.94,7
8202,5.54,14.03,2
8203,5.63,19.02,6
8204,12.43,19.34,1
8205,5.65,11.4,7
8210,2.68,0,2
8212,16.51,26.84,1
8215,9.72,16.53,8
8217,12.26,11.8,4
8221,3.04,5.76,7
8223,5.94,9.77,5
8224,12.08,16.09,6
8225,5.73,7.91,7
8226,4.1,8.35,5
8230,12.51,16.83,2
8232,6.17,8.8,7
8234,6.61,15.35,7
8240,0.94,0,8
8241,6.15,10.03,8
8242,7.94,14.08,1
8243,10.04,19.7,2
8244,0.49,0,8
8246,9.05,17.6,2
8247,4.01,9.22,1
8248,11.58,18.07,2
8251,9.34,20.21,1
8260,8.25,16.3,1
8270,14.59,23.05,2
8302,8.14,0,5
8310,13.12,13.59,6
8311,14.83,16.48,4
8312,3.89,8.84,10
8316,16.63,26.61,2
8317,10.17,20.97,4
8318,2.85,0,7
8319,10.94,22.78,3
8320,8.87,24.6,1
8322,1.91,0,8
8323,15.42,16.03,3
8326,11.47,11.31,7
8327,18.16,28.18,3
8328,5.39,7.62,9
8329,15.42,27.92,2
8330,4.84,0,10
8332,6.4,14.58,5
8340,12.45,18.5,5
8341,9.98,11.7,6
8343,4.85,17.4,7
8344,7.03,9.23,9
8345,16.44,23.99,1
8346,10.61,14.56,5
8348,13.43,21.39,3
8350,12.76,12.9,6
8352,5.49,11.63,6
8353,7.96,8.59,5
8360,5.44,0,7
8361,6.44,7.14,7
8401,2.29,0,7
8402,5.59,10.77,7
8403,3.98,7.9,7
8406,3.74,13.09,7
8501,9.82,13.53,6
8502,2.53,0,12
8505,8.85,11.12,21
8510,8.74,21.91,2
8511,6.32,15.06,6
8512,6.99,17.83,14
8514,14.3,23.23,3
8515,9.24,13.45,17
8518,4.56,17.3,17
8520,10.03,14.84,14
8525,9.01,15.4,11
8527,9.5,16.02,11
8528,2.41,6.02,18
8530,9.69,22.58,6
8533,10.58,20.6,9
8534,3.52,0,14
8535,8.84,22.82,2
8536,2.94,12.62,16
8540,2.3,0,17
8542,2.75,3.29,18
8550,5.4,14.07,11
8551,8.28,9.57,9
8553,1.38,7.81,17
8554,6.26,17.25,17
8555,11.21,21.55,5
8558,4.16,12.47,10
8559,11.44,19.72,3
8560,4.34,13.33,16
8561,6.99,9.9,9
8562,8.09,19.59,6
8608,1.83,4.06,17
8609,0.86,2,19
8610,2.82,5.85,19
8611,2.12,3.69,19
8618,0.99,0,15
8619,2.8,4.79,20
8620,4.75,8.48,18
8628,2.27,6.67,15
8629,0.81,0,19
8638,2.02,0,15
8641,4.5,16.9,6
8648,0.96,0,16
8690,1.13,0,15
8691,5.45,5.52,13
8701,1.07,0,11
8720,5.91,9.93,16
8721,6.8,17.45,9
8722,3.25,13.11,9
8723,3.74,10.26,10
8724,1.6,0,15
8730,5.29,9.4,15
8731,9.75,20.19,9
8732,5.31,14.55,8
8733,7.32,10.49,10
8734,9.46,22.11,9
8735,9.52,20.33,8
8736,5.81,8.72,15
8738,6.97,15.94,10
8740,6.54,17.66,8
8741,4.11,13.78,9
8742,4.83,6.98,12
8750,6.74,11.15,15
8751,9.35,18.78,8
8752,13.33,18.95,8
8753,4.4,12.06,8
8755,0.2,0,9
8757,3.08,12.07,10
8758,7.22,13.9,5
8759,9.71,22.45,6
8801,8.61,12.58,4
8802,10.9,20.43,3
8804,7.72,13.9,5
8805,4.05,9.84,23
8807,2.82,10.18,14
8808,9.32,13.58,5
8809,11.71,17.4,4
8810,9.48,17.21,17
8812,6.78,11.38,25
8816,6.51,11.39,15
8817,4.16,8.66,24
8820,2.14,0,31
8821,4.76,14.29,7
8822,0.96,0,3
8823,7.78,16.68,12
8824,7.69,16.4,16
8825,11.47,20.08,1
8826,14.37,22.8,3
8827,14.45,26.27,2
8828,6.97,18.28,7
8829,12.66,17.95,5
8830,2.58,6.95,41
8831,8.96,23.29,9
8832,1.85,7.72,26
8833,10.72,19.05,6
8835,2.43,11.96,20
8836,3.79,16.5,17
8837,3.93,10.3,34
8840,1.31,7.16,30
8844,2.93,7.37,15
8846,4.92,8.59,24
8848,11.35,26.62,1
8850,4.4,9.56,16
8852,6.8,12.92,17
8853,6.78,14.93,5
8854,1.97,0,25
8857,0.89,0,17
8858,7.3,19.26,8
8859,5.64,11.23,21
8861,0.48,0,31
8863,2.5,8.76,32
8865,1.96,0,7
8867,8.21,21.32,1
8869,3.33,3.36,22
8872,6.31,15.04,19
8873,5,9.56,18
8876,6.61,0,16
8879,4.86,10.53,24
8880,4.72,7.78,21
8882,6.68,11.8,16
8884,4.83,15.07,12
8886,5.11,8.31,6
8887,4.65,8.5,4
8889,9.86,17.16,7
8890,3.02,12.95,16
8901,1.14,0,22
8902,5.47,9.79,16
8904,1.49,3.69,23
10001,1.77,4.55,108
10002,1.41,5.12,100
10003,0.32,0,104
10004,1.81,3.32,91
10005,0.48,2.28,94
10006,0.53,3.1,95
10007,0.35,2.24,99
10009,0.63,2.51,102
10010,0.43,0,105
10011,1.39,5.05,106
10012,1.1,4.04,100
10013,0.88,3.21,100
10014,1.56,4.51,105
10016,0.42,0,109
10017,0.94,2.43,107
10018,1.37,4.21,109
10019,0.38,0,106
10020,1.1,2.79,106
10021,0.39,0,101
10022,0.93,2.38,103
10023,0.65,2.78,103
10024,1.47,4.73,102
10025,0.68,3.24,93
10026,0.66,0,90
10027,0.85,2.05,98
10028,0.55,3.56,97
10029,0.62,0,92
10030,0.42,1.73,96
10031,1.23,2.99,92
10032,0.13,0,98
10033,0.99,2.84,103
10034,0.95,0,95
10035,0.5,0,99
10036,0.98,3.69,109
10037,0.21,0,95
10038,0.21,0,96
10039,0.9,3.19,93
10040,1.72,2.65,101
10044,0.33,5.77,78
10065,0.45,0,103
10069,0.6,3.03,103
10075,0.32,1.38,104
10103,1.07,2.24,106
10110,1.27,3.76,106
10111,1.21,3.14,106
10112,1.11,2.77,106
10115,0.56,4.4,91
10119,1.52,4.08,109
10128,0.51,3.53,101
10152,1.19,2.46,104
10153,1.1,2.28,103
10154,1.25,2.48,104
10162,0.22,2.68,101
10165,0.98,2.78,108
10167,1.17,2.89,107
10168,0.89,2.38,109
10169,1.14,3.04,105
10170,0.98,4.16,104
10171,1.26,3.04,106
10172,1.21,3.15,106
10173,1.17,3.8,106
10174,0.86,2.44,108
10177,1.19,3.16,106
10199,1.81,5.51,108
10271,0.42,2.55,94
10278,0.44,1.84,98
10279,0.3,2.26,98
10280,0.79,3.9,95
10282,0.88,3.52,98
10301,0.96,4.56,37
10302,2.25,3.91,55
10303,3.13,6.92,51
10304,1.98,0,46
10305,1.2,0,46
10306,2.97,7.84,31
10307,3,10.55,24
10308,4.5,12.38,32
10309,2.14,0,28
10310,0.78,0,48
10311,5.06,11.28,40
10312,2.82,9.33,30
10314,5.32,8.85,49
10451,0.33,0,88
10452,1.01,3.28,96
10453,0.82,3.33,93
10454,1.2,3.1,88
10455,1.11,3.83,87
10456,0.32,0,91
10457,0.72,0,97
10458,0.92,3.43,89
10459,0.94,3.86,89
10460,1.3,3.42,96
10461,0.06,0,93
10462,1.1,7.03,82
10463,0.82,3.42,87
10464,3.25,8.72,66
10465,2.04,5.17,94
10466,1.08,0,77
10467,0.41,0,85
10468,0.44,0,93
10469,1.13,3.49,87
10470,0.52,2.6,78
10471,2.26,5.87,83
10472,2.41,4.96,99
10473,2.88,6.96,88
10474,2.36,5.32,88
10475,1.95,6.59,80
10501,9.12,11.08,7
10502,1.44,5.3,55
10503,1.44,4.56,46
10504,6.2,13.69,17
10505,6.83,16.17,5
10506,6.39,13.89,10
10507,3.97,6.44,11
10509,5.45,15.1,5
10510,3.54,12.92,17
10511,2.59,4.57,8
10512,7.02,0,5
10514,3.82,9.79,18
10516,7.02,20.49,4
10517,2.19,4.56,7
10518,1.42,9.84,9
10519,3.03,11.18,6
10520,4.27,13.16,8
10522,0.28,0,54
10523,1.89,6.48,48
10524,4.78,13.66,6
10526,3.97,5.98,11
10527,9.14,14.37,7
10528,1.36,5.19,32
10530,2.66,6.06,45
