"ZCTA","minDisHosp","timeDrive","countDrive"
56315,18.36,29.88,1
56316,22.12,26.37,1
56319,16.4,19.24,1
56320,20.39,24.37,2
56321,15.51,21.5,2
56323,13.29,18.13,1
56324,16.08,23.27,1
56325,14.01,19.53,2
56326,19,28.36,1
56327,18.98,29.4,1
56328,10.79,18.64,1
56329,22.54,28.02,1
56330,21.89,29.93,1
56331,10.24,12.04,2
56332,12.72,14.15,1
56334,6.9,0,1
56335,7.88,17.15,2
56336,15.26,21.87,3
56338,16.25,27.6,1
56339,18.9,22.69,1
56345,2.35,0,1
56347,1.73,0,2
56349,11.53,22.74,1
56352,2.93,0,2
56353,23.81,25.02,1
56354,20.35,25.58,1
56355,11.78,16.41,1
56356,6.75,9.26,2
56358,11.56,15.04,1
56359,1.09,0,1
56360,17.27,19.38,4
56362,2.86,0,1
56363,14.28,15.74,1
56364,21.01,29.75,1
56367,18.49,16.88,2
56368,14.43,20.98,1
56369,16.17,18.47,1
56371,7.97,10.58,1
56373,14.07,24.44,1
56374,11.97,14.86,1
56375,14.45,28.68,1
56376,13.17,23.4,1
56377,7.8,11.72,1
56378,3.21,0,3
56379,8.72,11.19,1
56381,14.47,19.06,1
56385,12.89,17.2,2
56386,10.56,22.32,1
56387,6.39,7.81,1
56389,10.65,14.07,3
56401,7.54,0,2
56425,5.61,6.7,2
56431,6.12,0,2
56434,12.71,20.4,2
56436,23.4,26.28,1
56437,20.39,24.54,1
56438,16.64,25.91,1
56440,18.74,22.71,1
56441,9.27,0,3
56443,19.54,26.7,1
56444,7.97,17.93,2
56450,19.78,22.95,1
56453,13.31,18.28,1
56455,5.4,9.38,3
56464,15.71,29.23,1
56465,12.7,26.75,1
56466,9.92,16.46,1
56467,16.47,26.54,1
56468,14.6,19.55,1
56470,11.16,0,1
56473,18.16,18.57,1
56475,16.96,16.45,1
56477,21.79,25.42,1
56479,9.33,0,2
56481,14.25,23.28,1
56482,2.07,0,2
56501,3.55,0,2
56510,6.43,0,1
56511,11.88,21.88,1
56516,13.3,24.4,1
56518,8.81,10.8,2
56519,14.01,19.36,1
56520,5.82,0,1
56521,18.94,25.7,1
56522,20.79,28.11,1
56523,18.49,26.85,1
56525,17.51,26.48,5
56527,14.32,18.4,1
56529,6.63,12.61,8
56531,1.95,0,1
56533,14.46,21.42,1
56535,23.51,26.41,1
56537,1.18,0,1
56542,1.71,0,2
56543,17.3,21.11,2
56544,17.25,17.86,2
56547,15.7,22.24,8
56548,17.08,25.29,1
56550,14.46,29.76,1
56553,13.92,27.11,1
56554,20,24.04,1
56556,13.73,13.8,1
56557,11.71,0,1
56560,4.34,9.78,8
56567,15.5,17.44,2
56570,20.32,27.73,1
56571,15.24,29.1,1
56573,3.68,0,2
56576,14.39,26.99,1
56578,18.34,25.13,1
56579,24.65,29.92,1
56580,17.71,22.5,8
56584,19.6,24.87,1
56590,14.84,21.8,1
56601,3.12,0,2
56621,10.98,0,2
56623,11.26,0,1
56626,25.56,26.22,1
56628,7.2,0,1
56633,9.56,0,2
56634,16.05,27.34,1
56636,10.24,0,1
56649,21.68,0,1
56651,15.85,21.45,1
56667,15.79,29.56,1
56668,6.22,9.03,1
56670,11.68,15.82,1
56671,20.25,0,1
56676,14.53,24.5,2
56687,6.68,11.99,2
56701,1.06,0,2
56710,16.04,20.47,1
56713,16.57,17.46,1
56714,17.89,25.11,1
56716,5.33,0,1
56720,20.69,22.38,1
56721,10.81,9.91,4
56722,21.84,25.37,2
56723,13.56,19.12,5
56728,4.74,0,1
56731,17.34,20.42,1
56733,14.44,19.19,1
56734,23.87,25.98,1
56738,25.14,27.88,2
56748,22.19,29.09,2
56751,3.44,0,1
56754,11.29,21.56,2
56755,24.28,27.95,1
56756,15.73,27.03,1
56762,3.27,0,1
57001,11.14,15.04,1
57002,6.32,14.17,1
57003,9.43,16.4,1
57004,22.25,28.25,1
57005,10.44,22.04,10
57006,2.16,0,1
57010,7.77,12.15,1
57013,3.4,0,5
57014,10.83,26.06,1
57017,16.87,27.24,3
57020,14.95,20.3,10
57021,11.62,27.73,1
57022,1.7,0,1
57024,8.57,12.32,2
57025,16.44,23.9,2
57026,18.22,28.59,1
57027,11.94,19.1,4
57028,1.32,0,1
57029,3.54,0,1
57031,15.24,19.51,4
57032,8.09,10.15,11
57033,16.34,20.4,9
57034,12.68,18.76,4
57035,24.12,28.25,1
57036,10.07,26.68,1
57037,13.72,29.67,1
57038,9.32,19.89,2
57039,13.86,27.26,11
57040,12.76,23.84,1
57042,2.51,0,1
57043,10.64,22.16,1
57045,14.76,27.88,1
57046,7.7,23.27,3
57049,1.97,0,3
57052,13.78,28.8,1
57053,20.99,28.77,1
57054,16.3,27.83,1
57055,12.59,20.92,10
57059,2.98,0,1
57062,14.63,23.72,1
57063,14.15,22.03,1
57064,6.32,15.87,9
57065,10.06,25.96,1
57066,0.16,0,1
57067,12.98,28.24,3
57068,15.84,27.14,1
57069,6.85,0,1
57070,6.29,0,1
57071,13.8,13.73,1
57073,16.35,29.59,1
57075,10.74,12.29,1
57076,16.72,27.22,1
57077,12.4,16.61,11
57078,2.93,0,3
57103,2.06,6.86,9
57104,6.67,6.19,9
57105,1.49,0,9
57106,4.38,8.6,9
57107,7.62,9.39,10
57108,5.45,0,11
57110,5.35,9.62,9
57117,0.01,0,9
57197,1.07,2.37,9
57201,3.22,0,1
57212,26.94,28.7,1
57213,8.32,20.37,1
57216,5.76,19.19,2
57218,11.37,24.52,1
57219,20.47,22.26,1
57226,4.03,0,1
57231,2.87,0,1
57235,20.56,25.92,1
57237,12.27,22.4,2
57238,16.99,26.3,1
57245,14.11,17.44,1
57246,16.32,23.19,1
57247,22.83,29.84,1
57249,13.77,18.08,1
57251,22.01,23.47,1
57252,2.11,0,2
57255,21.27,29.1,1
57257,15.93,24.98,1
57261,19.91,28.68,1
57262,2.16,0,1
57264,16.42,26.51,1
57268,17.93,25.64,2
57269,12.96,16.28,1
57272,23.52,25.2,2
57273,17.19,20.74,1
57274,4.54,0,1
57276,15.36,27.06,1
57301,2.71,0,1
57311,18.02,24.19,1
57313,2.01,0,1
57315,12.39,18.62,1
57317,22.31,26.65,1
57324,12.46,24.85,1
57325,3.44,0,1
57328,12.13,18.24,1
57330,14.25,22.17,1
57331,7.69,15.98,1
57334,13.98,21.93,2
57350,4.03,0,1
57353,19.74,23.54,2
57355,25.97,23.93,1
57358,9.83,17.46,1
57361,11.69,26.08,1
57362,6.07,0,1
57363,17.45,15.88,1
57365,6.8,11.15,1
57366,3.61,0,1
57367,15.28,24.47,1
57369,8.65,0,1
57370,10.87,17.93,1
57373,9.05,14.25,1
57376,15.95,25.02,1
57380,4.53,0,1
57382,7.41,0,1
57384,20.05,23.32,1
57385,19.27,26.78,2
57401,3.71,0,2
57421,12.27,25.33,1
57422,28.15,28.51,1
57424,14.22,18.13,1
57427,9.15,20.55,2
57428,1.21,0,1
57430,3.63,0,1
57437,2.59,0,1
57438,3.86,0,1
57442,14.22,0,1
57452,16.41,29.22,1
57455,14.79,27.92,1
57461,28.59,29.96,1
57469,3.83,0,1
57470,23.75,29.29,1
57479,15.76,21.49,2
57501,16.71,0,1
57523,6.44,0,2
57529,9.12,13.5,2
57532,19.29,14.88,1
57533,13.83,0,2
57538,11.88,18.25,2
57551,2.47,0,1
57555,15.16,26.87,1
57567,8.72,0,1
57569,18.66,24.39,1
57570,2.56,0,1
57571,16.68,20.26,1
57572,16.1,21.75,1
57580,16.99,0,1
57601,10.84,0,1
57631,11.58,19.56,1
57639,10.77,23.58,1
57642,4.53,0,1
57658,13.5,19.33,1
57701,6.97,0,6
57702,9.09,0,6
57703,13.11,11.03,6
57706,13.22,21.9,4
57717,44.31,19.04,2
57718,11.97,13.94,8
57719,23.9,17.18,6
57730,5.7,0,1
57732,12.99,0,2
57741,0.84,0,4
57745,27.14,26.94,1
57747,4.55,0,2
57754,14.27,23.59,5
57764,25.43,22.7,1
57769,16.81,19.31,8
57770,5.55,0,1
57773,16.13,16.41,1
57779,9.26,19.65,4
57783,6.19,0,4
57785,16.89,0,5
57793,12.67,15.66,4
57799,0.82,4.15,4
58001,17.9,29.54,1
58005,19.22,17.48,8
58009,15.28,21.83,2
58012,22.4,28.28,3
58015,23.84,26.66,5
58016,16.94,27.98,1
58027,20.29,29.32,1
58033,17.13,27.02,1
58036,26.33,24.84,4
58038,16.66,17.68,1
58040,23.11,26.11,1
58042,13.86,13.88,8
58045,3.02,0,2
58047,12.08,16.32,8
58054,1.41,0,1
58059,16.66,20.47,8
58061,21.42,24.35,1
58063,13.67,19.84,1
58071,22.01,20.49,1
58072,0.92,0,1
58075,9.68,9.01,1
58076,2.29,6.97,1
58078,4.24,10.5,8
58102,4.2,0,8
58103,1.71,0,8
58104,3.95,0,8
58105,1.75,4.04,8
58201,6.32,0,4
58202,1.18,10.42,4
58203,8.72,9.08,4
58210,25.13,28.5,1
58212,13.81,24.18,1
58218,19.62,20.46,6
58219,14.4,22.29,1
58220,6.61,0,1
58223,10.89,18.25,2
58227,18.76,28.5,1
58230,20.1,28.9,1
58237,0.7,0,1
58240,12.16,25.54,2
58249,6.99,0,1
58251,23.51,29.83,1
58254,2.55,0,1
58256,20.93,22.46,4
58257,2.45,0,2
58261,19.16,21.71,1
58267,4.61,0,1
58270,2.79,0,1
58273,11.97,25.33,1
58274,11.83,10.1,1
58275,20.31,28.04,5
58276,20.52,24.15,1
58278,12.08,19.76,4
58301,2.37,0,1
58316,2.36,0,2
58318,3.45,0,1
58324,1.5,0,1
58325,22.06,25.54,1
58331,17.12,26.3,1
58335,18.54,21.53,1
58339,12.26,24.66,1
58341,5.74,0,1
58343,20.22,25.92,1
58353,24.13,28.46,1
58356,22.76,25.51,1
58361,11.68,21.8,1
58362,19.51,25.53,1
58367,2.12,0,2
58368,11.54,0,1
58369,11.56,27.2,2
58370,13.72,17.35,1
58401,1.41,0,2
58402,0.44,8.93,2
58405,3.31,2.86,2
58413,4.54,0,1
58420,19.28,15.96,2
58421,3.99,0,1
58424,25.2,23.99,2
58425,1.13,0,1
58448,15.45,24.54,1
58452,13.01,21.22,1
58460,15.78,21.04,1
58474,6.26,0,1
58480,18.61,19.6,1
58481,18.84,25.02,2
58486,19.61,27.81,1
58490,23.05,29.52,1
58495,4.04,0,1
58501,5.36,0,3
58503,9.99,7.81,3
58504,10.96,13.87,3
58505,1.25,3.61,3
58521,22.79,25.98,2
58523,12.29,19.79,1
58533,3.13,0,1
58538,4.8,0,1
58540,21.23,0,1
58545,6.24,0,1
58552,5.68,0,1
58554,10.67,0,3
58558,18.58,23.12,3
58559,11.94,22.85,1
58562,11.72,16.48,1
58566,24.73,25.44,1
58571,14.68,19.12,1
58573,17.25,27.32,1
58575,4.68,0,1
58580,22.56,23.29,1
58601,2.93,0,1
58622,31.14,21.72,1
58623,1.64,0,1
58630,17.63,20.83,1
58639,9.05,0,1
58651,24.04,28.14,1
58653,20.67,26.6,1
58655,18.71,23.19,1
58701,9.48,0,2
58702,0.02,0,2
58703,10.34,5.8,2
58704,20.16,19.82,2
58705,19.97,23.8,2
58707,1.52,2.93,2
58718,36.69,28.81,2
58721,19.38,25.28,1
58722,13.91,13.5,2
58730,4.53,0,1
58734,19.22,28.82,1
58741,32.35,27.83,2
58746,4.66,0,1
58758,12.22,28.97,1
58768,19.13,18.95,2
58769,11.09,16.69,1
58776,17.65,25.82,1
58781,24.52,27.45,2
58784,6.35,0,1
58785,15.77,12.85,2
58794,18.44,18.88,2
58801,9.53,0,1
58833,15.58,16.58,1
58835,11.43,28.64,1
58852,4.96,0,1
58854,9.48,0,1
59001,21.68,29.52,1
59002,21.78,27.23,3
59007,10.12,25.09,1
59011,10.32,0,1
59019,1.23,0,1
59022,12.07,0,2
59033,19.92,21.41,2
59034,5.35,0,2
59036,8.17,0,1
59044,14.39,22.04,3
59047,12.83,0,1
59057,25.71,29.83,1
59063,20.55,23.28,3
59068,15.18,0,1
59069,24.79,26.07,1
59070,15.97,28.19,1
59072,1.73,0,1
59078,23.2,29.58,1
59082,20.72,24.19,2
59101,19.44,0,3
59102,3.65,0,3
59105,8.91,9.88,3
59106,8.43,10.26,3
59201,7.78,0,1
59211,16.72,21.44,1
59212,22.71,25.71,1
59213,22.91,27.74,2
59215,14.44,0,1
59217,14.91,15.67,1
59218,5.66,0,1
59221,21.99,21.96,1
59222,20.83,29.15,1
59226,20.98,21.08,1
59230,16.57,0,1
59248,26.55,23.82,1
59254,4.42,0,1
59255,13.63,0,1
59256,14.45,14.94,1
59263,7.52,0,1
59270,15.6,0,1
59301,11.19,0,1
59313,6.32,0,1
59324,10.06,0,1
59327,3.01,0,1
59330,3.84,0,1
59333,29.35,28.37,1
59337,10.33,0,1
59349,16.58,0,1
59401,2.23,5.35,3
59404,14.97,8.31,3
59405,18.68,0,3
59412,30.53,23.7,3
59414,3.69,7.34,3
59417,16.43,0,1
59419,23.21,25.19,1
59422,19.43,0,1
59425,4.59,0,1
59427,21.03,0,1
59434,24.83,21.31,1
59436,22.11,25.58,1
59440,25.07,26.8,3
59442,12.03,0,1
59457,6.73,0,1
59461,16.44,21.59,1
59464,21.23,27.43,1
59472,11.66,22.84,3
59474,7.79,0,1
59485,18.93,26.09,3
59501,17.75,0,1
59520,18.48,0,1
59522,4.08,0,1
59526,5.78,0,1
59538,29.34,0,1
59601,9.46,0,3
59602,16.76,13.76,3
59634,11.44,20.38,3
59635,11.31,12.56,3
59636,0.57,0,3
59638,22.35,22.72,2
59644,11.6,0,1
59645,16.71,0,1
59647,18.81,29.1,2
59701,6.03,0,3
59703,3.74,10.32,2
59711,7.97,0,2
59714,31.89,20.69,1
59715,17.54,0,2
59716,20.08,0,1
59718,11.69,13.71,1
59722,5.74,0,2
59725,17.66,0,1
59728,23.61,24.72,3
59729,7.61,0,1
59731,16.97,19.4,1
59733,20.79,28.57,1
59740,13.76,22.9,1
59748,11.29,21.44,4
59749,4.78,0,1
59750,13.24,25.19,2
59755,14.42,25.61,1
59756,2.56,0,5
59801,2.23,7.19,2
59802,6.21,0,2
59803,7.98,13.48,2
59804,15.07,0,2
59808,12.73,10.8,2
59824,12.68,24.62,1
59825,33.31,22.67,1
59828,16.66,17.79,1
59834,25.72,27.25,1
59840,6.36,0,1
59841,9.29,25.44,1
59847,30.47,20.7,2
59851,8.45,9.53,2
59855,7.91,6.7,2
59856,15.04,19.22,1
59858,11.46,0,1
59859,7.9,0,1
59860,2.92,0,2
59864,0.22,0,2
59865,21.5,28.34,1
59866,23.53,24.42,1
59872,7.52,0,1
59875,17.14,26.2,1
59901,4.31,0,3
59910,15.1,21.01,1
59912,11.83,19.49,3
59915,23.42,25.26,1
59923,20.4,0,1
59926,22.53,29.75,1
59932,18,21.54,2
59937,14.6,0,3
60002,14.06,21.11,6
60004,4.17,8.91,24
60005,0.6,0,27
60007,1.68,0,37
60008,2.18,7.66,23
60010,4.07,0,11
60012,4.86,13.95,3
60013,4.95,14.07,5
60014,6.51,17.72,5
60015,4.91,7.99,20
60016,0.56,0,51
60018,4.46,6.09,56
60020,9.9,19.66,3
60021,3.14,9.19,6
60022,5.86,9.06,26
60025,2.75,6.81,44
60026,1.06,0,24
60029,2.62,9.01,46
60030,8.38,12.44,8
60031,5.38,13.94,9
60033,0.13,0,3
60034,13.28,17.57,4
60035,0.71,0,18
60040,1.46,4.66,15
60041,9.8,21.31,5
60042,6.69,18.27,4
60043,3,6.05,35
60044,2.09,7.77,8
60045,1.33,0,16
60046,14.45,21.7,6
60047,8.83,12.45,11
60048,2.04,0,10
60050,1.67,0,3
60051,4.86,9.89,3
60053,3.59,6.72,49
60056,3.23,6.18,27
60060,5.69,9.01,11
60061,3.79,10.6,11
60062,3.22,9.48,25
60064,1.45,0,9
60067,6.2,10.82,18
60068,2.46,0,55
60069,6.62,22,6
60070,5.25,9.22,26
60071,13.87,29.76,1
60072,8.52,13.29,2
60073,12.08,17.76,6
60074,6.35,13.53,18
60076,2.11,0,46
60077,2.32,3.35,48
60081,12.98,25.02,1
60083,8.26,8.7,10
60084,7.12,20.21,3
60085,0.49,0,9
60087,2.78,7.08,10
60088,0.54,4.36,7
60089,9.45,15.99,15
60090,5.9,12.67,18
60091,2.11,5.93,36
60093,4.64,10.03,37
60096,2.97,8.34,7
60097,9.4,17.12,2
60098,6.1,0,3
60099,3.12,0,9
60101,3.45,10.68,43
60102,8.87,19.19,8
60103,4.73,11.74,11
60104,2.15,4.81,57
60106,6.12,10.45,52
60107,2.29,0,12
60108,4.01,6.92,24
60109,11.69,17.95,4
60110,5.78,17.22,6
60111,8.48,13.62,3
60112,4.1,9.27,2
60113,6.76,11.97,3
60115,6.05,0,3
60118,3.8,10.71,8
60119,9.53,13.85,6
60120,6.12,6.37,11
60123,1.18,0,11
60124,4.93,10.42,6
60126,3.07,0,55
60129,11.76,22.84,3
60130,0.77,0,64
60131,3,6.23,56
60133,3,8.55,18
60134,0.75,0,6
60135,12.07,12.95,3
60136,4.57,12.47,6
60137,4.63,8.34,26
60139,1.5,0,21
60140,12.19,16.62,4
60141,0.35,0,56
60142,9.77,19.93,5
60143,2.96,7.71,37
60144,13.13,21.45,2
60145,11.96,18.24,3
60146,13.7,29.38,1
60148,4.63,11.38,33
60150,11.95,15.9,3
60151,10.5,22.35,3
60152,14.83,20.17,3
60153,1.32,4.62,56
60154,3.39,8.1,55
60155,1.09,4.61,61
60156,8.74,22.98,5
60157,3.86,11.38,28
60160,1.34,0,56
60162,2.33,6.46,59
60163,2.1,5.37,53
60164,1.21,0,53
60165,0.76,5.26,57
60169,1.46,0,20
60171,1.39,3.69,56
60172,5.06,12.19,26
60173,4.42,7.01,27
60174,4.85,9.22,8
60175,6.51,13.43,7
60176,4.7,9.35,58
60177,4.38,7.53,8
60178,2.58,0,2
60180,9.77,26.62,1
60181,3.12,7.22,40
60184,8.72,16.84,11
60185,4.4,9.25,15
60187,2.55,0,20
60188,4.34,9.79,17
60189,1.81,6.48,17
60190,0.18,0,17
60191,4.37,9.02,48
60192,3.44,10.06,14
60193,3.8,11.08,18
60194,2.6,5.36,16
60195,3.4,4.99,25
60201,1.21,0,42
60202,0.66,0,44
60203,1.75,4.2,41
60301,0.99,2.63,58
60302,0.98,0,57
60304,1.12,0,62
60305,1.88,4.8,56
60401,14.94,20.81,2
60402,0.26,0,54
60403,4.37,4.75,6
60404,6.29,12.94,4
60406,0.42,0,41
60409,1.9,6.77,28
60410,11.15,18.09,3
60411,3.43,0,22
60415,3.65,6.28,45
60416,12.24,22.74,1
60417,7.53,12.25,14
60419,4.56,9.37,31
60420,25.91,26.69,1
60421,9.26,20.08,2
60422,2.28,6.52,18
60423,9.63,14.19,8
60425,4.24,10.82,24
60426,0.5,0,26
60428,2.26,6.62,27
60429,1.15,0,25
60430,2.41,5.52,23
60431,4.83,10.68,5
60432,4.04,9.38,4
60433,5.86,11.22,3
60435,1.67,0,4
60436,3.41,7.24,4
60438,3.44,6.55,27
60439,7.11,18.29,15
60440,1.91,0,11
60441,6.45,14.86,4
60442,14.09,11.6,2
60443,3.04,0,18
60444,11.81,15.52,1
60445,4.57,9.65,27
60446,4.75,14.36,6
60447,13.06,17.76,3
60448,6.24,12.85,9
60449,10.78,15.68,7
60450,0.42,0,1
60451,3.83,0,5
60452,5.53,11.39,23
60453,1.57,0,44
60455,5.6,10.79,49
60456,0.89,5.43,50
60457,5.23,10.72,50
60458,5.73,8.46,50
60459,3.27,8.88,51
60460,15.49,18.36,1
60461,1.54,11.75,12
60462,4.31,10.47,14
60463,1.79,0,31
60464,3.4,7.22,39
60465,2.91,9.76,39
60466,3.8,11.08,8
60467,8.18,15.14,14
60468,18.57,24.08,3
60469,2.72,6.41,36
60471,4.31,9.93,11
60472,2.52,6.82,29
60473,4.23,8.82,28
60475,3.07,7.26,15
60476,5.11,12.25,24
60477,6.33,9.64,20
60478,1.89,6.92,19
60479,14.4,27.01,1
60480,5.82,11.11,44
60482,2.28,4.76,39
60484,7.39,17.26,5
60487,9.29,17.1,11
60490,4.17,12,8
60491,5.61,19.45,12
60501,4.6,8.2,56
60502,4.65,10.5,8
60503,1.79,6.22,7
60504,2.74,0,9
60505,2.96,8.44,6
60506,3.32,0,6
60510,4.89,9.64,9
60511,10.35,20.48,2
60512,11.09,16.12,6
60513,3.41,7.82,49
60514,2.62,5.96,32
60515,1.31,0,27
60516,5.21,8.29,21
60517,6.38,11.08,16
60518,12.41,20.7,2
60519,4.94,7.25,9
60520,11.9,25.64,3
60521,0.76,0,45
60523,2.79,9.55,45
60525,1.7,0,51
60526,3.34,6.34,51
60527,4.05,10.21,37
60531,12.12,14.64,1
60532,5.39,9,21
60534,2.7,7.41,54
60536,7.4,18.53,1
60537,8.89,19.3,1
60538,6.15,13.12,5
60539,3.75,11.96,6
60540,0.42,0,13
60541,14.57,26.62,2
60542,2.78,9.82,7
60543,6.93,12.24,5
60544,9.69,13.59,9
60545,6.11,11.87,1
60546,2.1,4.67,54
60548,1.36,0,1
60549,13.53,24.06,2
60550,19,29.53,1
60551,12.97,23.26,1
60552,5.7,4.81,1
60553,9.66,20.98,1
60554,9.09,17.55,2
60555,4.1,11.05,14
60556,14.39,20.84,3
60557,9.12,19.59,1
60558,1.35,3.82,53
60559,3.23,6.71,34
60560,13.97,20.42,3
60561,5.98,10.89,34
60563,3.86,8.42,12
60564,5.34,12.22,7
60565,3.36,6.12,12
60585,7.21,14.99,6
60586,7.82,14.49,3
60601,0.87,2.74,57
60602,1.21,3.4,62
60603,1.37,3.07,62
60604,1.61,4.34,62
60605,1.86,4.49,62
60606,1.63,4.12,66
60607,1.2,5.7,62
60608,1.94,0,63
60609,3.07,7.6,63
60610,1.27,3.81,59
60611,0.1,0,57
60612,1.15,0,60
60613,0.44,0,55
60614,1.3,2.81,59
60615,0.73,0,57
60616,0.42,0,63
60617,1.33,0,49
60618,1.5,4.57,61
60619,1.91,6.63,54
60620,3.33,6.28,50
60621,0.44,0,55
60622,0.02,0,60
60623,1.5,0,61
60624,0.93,0,63
60625,0.19,0,57
60626,1.76,5.01,47
60628,0.51,0,45
60629,1.46,0,59
60630,2.59,5.73,59
60631,0.67,0,58
60632,4.15,6.61,60
60633,5.12,13.69,22
60634,2.62,0,58
60636,1.71,5.05,57
60637,0.68,0,54
60638,4.92,8.65,57
60639,2.45,6.19,59
60640,0.51,0,55
60641,1.39,0,60
60642,1.75,3.65,60
60643,2.68,6.42,44
60644,0.88,0,63
60645,1.64,4.29,50
60646,3.77,5.5,55
60647,1.62,5.04,61
60649,1.14,0,55
60651,1.78,5.45,60
60652,2.52,6.94,50
60653,1.55,3.96,57
60654,1.14,2.72,60
60655,2.58,3.49,44
60656,1.54,5.35,57
60657,0.34,0,55
60659,1.5,5.25,56
60660,1.71,3.64,51
60661,1.89,4.54,66
60706,2.17,6.43,55
60707,0.97,0,56
60712,3.65,5.98,52
60714,2.71,5.17,54
60803,4.21,9.01,36
60804,2.28,0,61
60805,0.65,0,47
60827,3.39,8.7,31
60901,1.72,0,2
60910,5.83,9.46,2
60911,19.98,25.36,2
60913,12.6,21.94,2
60914,5.83,7.68,2
60915,2.46,5.7,2
60922,11.17,14.81,2
60927,17.91,21.6,2
60928,8.35,12.58,1
60930,19.58,28.81,1
60931,15.3,26.94,1
60932,10.1,16.68,1
60933,6.92,12.29,1
60936,1.39,0,1
60938,17.73,21.88,1
60941,15.81,29.28,2
60942,0.64,0,1
60945,11.74,20.24,1
60950,11.59,16.96,3
60951,14.3,21.43,1
60952,11.29,18.44,1
60953,12.75,21.91,2
60954,17.07,24.88,2
60957,16.5,27.11,1
60960,16.03,23.59,1
60962,18.39,28.71,1
60963,8.39,14.49,3
60964,12.11,16.77,2
60966,10.41,16.43,1
60969,18.57,23.89,2
60970,2.57,0,1
60973,7.56,15.93,1
60974,4.26,14.83,1
61006,11.9,19.45,2
61007,9.76,14.41,1
61008,0.21,0,5
61010,18.08,25.56,3
61011,12.98,17.25,6
61012,10.35,12.37,2
61013,7.37,9.49,2
61015,11.32,25.76,1
61016,6.62,10.36,5
61018,12.58,18.79,1
61020,14.61,18.68,5
61021,1.4,0,2
61024,18.54,28.29,1
61025,7.38,16.94,3
61027,8.88,13.51,1
61028,24.79,26.45,1
61030,17.21,23.38,1
61031,11.54,14.86,2
61032,1.94,0,1
61036,5.6,0,1
61037,4.56,9.19,3
61038,7.44,12.65,4
61039,14.33,22.87,1
61041,19.47,27.31,1
61042,14.04,27.86,2
61043,12.27,20.52,3
61048,15.92,22.4,1
61049,11.46,23.12,1
61050,15.07,27.33,2
61051,17.26,22.7,1
61052,13.74,17.88,6
61054,19.65,29.66,1
61057,6.85,11.02,2
61060,12.28,18.09,2
61061,17.37,29.46,1
61062,14.6,23.18,1
61063,17.26,23.3,3
61064,15.11,18.12,1
61065,15.35,10.6,5
61067,11.16,16.04,2
61068,1.88,0,2
61070,16.1,21.49,1
61071,6.99,7.02,3
61072,13.22,10.48,5
61073,11.64,15.72,6
61075,13.82,17.83,1
61077,18.8,24.31,3
61078,13.65,24.9,1
61079,15.2,20.38,3
61080,6.6,10.34,5
61081,4.71,0,3
61084,15.86,28.33,1
61088,11.22,14.52,4
61089,18.01,26.14,1
61091,6.68,7.92,2
61101,5.04,0,5
61102,6.67,5.59,5
61103,4.61,6.76,6
61104,1.33,0,5
61107,1.32,0,5
61108,0.58,0,5
61109,6.97,9.66,5
61111,6.13,8.33,6
61112,2.17,5.65,5
61114,3.78,9.1,6
61115,7.8,11.77,6
61201,0.62,0,7
61230,9.36,17.53,3
61231,2.44,0,1
61232,12.19,17.26,6
61234,16.95,22.02,2
61235,10.84,18.95,2
61236,4.38,8.89,7
61238,15.94,25.37,2
61239,2.27,6.08,8
61240,6.4,14.09,7
61241,6.76,11.64,7
61242,13.42,25.97,4
61243,17.02,21.02,1
61244,3.15,4.72,7
61250,17.15,25.58,1
61251,10.92,23.62,1
61252,5.2,7.92,4
61254,0.9,0,1
61256,6.1,12.13,7
61257,12.85,21.82,2
61259,9.47,13.42,1
61260,9.33,16.9,1
61261,8.25,16.47,2
61262,20.17,26.21,2
61263,11.77,21.85,1
61264,7.82,12.53,7
61265,3.09,0,7
61270,2.02,0,4
61272,17.45,26.9,1
61273,12.2,19.95,5
61275,12.81,18.05,5
61276,14.83,22.78,4
61277,18.82,23.22,1
61278,9.88,14.61,7
61279,10.82,15.08,2
61282,0.39,0,7
61283,20.45,29.66,1
61285,14.07,20.39,2
61301,6.8,5.67,4
61310,16.12,21.56,2
61311,7.17,15.39,1
61312,10.24,19.11,3
61313,12.04,23.81,1
61314,16.45,24.08,2
61315,9.66,15.57,3
61316,6.42,14.86,3
61317,9.53,13.69,4
61318,14.74,21.81,2
61319,10.76,23.9,1
61320,2.86,7.44,5
61322,7.96,11.93,3
61323,7.34,11.26,2
61324,8.28,18.3,1
61325,11.19,15.99,2
61326,7.22,13.14,3
61327,12.35,21.83,3
61328,12.24,16.37,1
61329,4.77,8.27,5
61330,13.01,13.61,4
61331,16.64,23.59,1
61332,12.71,27.64,1
61333,11.98,27.64,1
61334,17,24.07,3
61335,15.36,26.12,1
61337,10.9,15.29,1
61338,17.43,28.03,1
61340,7.36,16.9,3
61341,9.26,14.69,2
61342,1.16,0,2
61344,19.3,28.25,1
61345,12.16,15.48,1
61348,7.39,11.2,4
61349,16.96,21.7,1
61350,3.03,0,3
61353,14.75,24.48,1
61354,1.28,0,5
61356,2.75,0,3
61359,6.22,9.69,3
61360,12.91,20.41,2
61361,21.66,27.44,2
61362,3.45,0,3
61363,6.9,12.96,2
61364,1.46,0,2
61367,14.05,18.87,1
61368,10.63,26.3,1
61370,13.07,20.32,2
61372,8.17,14.24,4
61373,10.85,12.68,4
61374,17.99,21.89,1
61377,14.81,25.78,1
