COUNTYFP,year,essnWrkE,wrkPopE,essnWrkP
48215,2018,168522,321626,52.4
48217,2018,8463,14899,56.8
48219,2018,5868,10373,56.57
48221,2018,12114,23937,50.61
48223,2018,8787,15927,55.17
48225,2018,4731,8197,57.72
48227,2018,7660,14563,52.6
48229,2018,650,1119,58.09
48231,2018,19493,40070,48.65
48233,2018,5083,8995,56.51
48235,2018,339,642,52.8
48237,2018,1791,3251,55.09
48239,2018,3848,6580,58.48
48241,2018,7792,13109,59.44
48243,2018,486,879,55.29
48245,2018,56966,105903,53.79
48247,2018,1044,1759,59.35
48249,2018,9463,16190,58.45
48251,2018,40929,74845,54.69
48253,2018,2311,4877,47.39
48255,2018,2961,5382,55.02
48257,2018,25893,55103,46.99
48259,2018,7366,19498,37.78
48261,2018,144,220,65.45
48263,2018,136,309,44.01
48265,2018,11120,21870,50.85
48267,2018,1095,2124,51.55
48269,2018,51,122,41.8
48271,2018,869,1213,71.64
48273,2018,7075,13211,53.55
48275,2018,883,1454,60.73
48277,2018,11756,21218,55.41
48279,2018,3085,5647,54.63
48281,2018,4455,8776,50.76
48283,2018,1702,2822,60.31
48285,2018,4782,8969,53.32
48287,2018,4147,8019,51.71
48289,2018,3834,6463,59.32
48291,2018,17577,30006,58.58
48293,2018,5314,8902,59.69
48295,2018,932,1630,57.18
48297,2018,2385,4437,53.75
48299,2018,3764,7748,48.58
48301,2018,27,36,75.0
48303,2018,69298,147651,46.93
48305,2018,1182,2342,50.47
48307,2018,2222,3781,58.77
48309,2018,56109,113281,49.53
48311,2018,97,230,42.17
48313,2018,2481,4402,56.36
48315,2018,2007,3612,55.56
48317,2018,1357,2527,53.7
48319,2018,1122,2115,53.05
48321,2018,8931,15709,56.85
48323,2018,12562,21520,58.37
48325,2018,11488,21359,53.79
48327,2018,654,1128,57.98
48329,2018,39053,82866,47.13
48331,2018,5189,9931,52.25
48333,2018,938,1903,49.29
48335,2018,1379,2743,50.27
48337,2018,4681,8240,56.81
48339,2018,106745,262084,40.73
48341,2018,6259,10090,62.03
48343,2018,3155,5135,61.44
48345,2018,314,503,62.43
48347,2018,14254,27948,51.0
48349,2018,11803,20941,56.36
48351,2018,3175,4965,63.95
48353,2018,3498,6092,57.42
48355,2018,86986,165496,52.56
48357,2018,2605,4627,56.3
48359,2018,372,800,46.5
48361,2018,20216,37083,54.52
48363,2018,6538,11903,54.93
48365,2018,5331,9846,54.14
48367,2018,26340,60252,43.72
48369,2018,2682,4476,59.92
48371,2018,3667,6096,60.15
48373,2018,10272,18582,55.28
48375,2018,30913,52637,58.73
48377,2018,1304,2532,51.5
48379,2018,2587,4690,55.16
48381,2018,31273,70272,44.5
48383,2018,971,1685,57.63
48385,2018,594,1292,45.98
48387,2018,2935,4910,59.78
48389,2018,3570,5681,62.84
48391,2018,1637,2809,58.28
48393,2018,158,367,43.05
48395,2018,4007,7401,54.14
48397,2018,15750,46149,34.13
48399,2018,2343,4354,53.81
48401,2018,12370,20822,59.41
48403,2018,1536,3135,49.0
48405,2018,1528,2591,58.97
48407,2018,5489,10060,54.56
48409,2018,16111,29024,55.51
48411,2018,1466,2452,59.79
48413,2018,781,1405,55.59
48415,2018,3712,6740,55.07
48417,2018,808,1512,53.44
48419,2018,5897,9522,61.93
48421,2018,884,1629,54.27
48423,2018,51233,99381,51.55
48425,2018,1852,3782,48.97
48427,2018,13766,21842,63.03
48429,2018,2107,3647,57.77
48431,2018,341,587,58.09
48433,2018,274,586,46.76
48435,2018,888,1938,45.82
48437,2018,1399,2657,52.65
48439,2018,433777,997459,43.49
48441,2018,32267,62890,51.31
48443,2018,201,344,58.43
48445,2018,2676,4658,57.45
48447,2018,311,703,44.24
48449,2018,8345,14108,59.15
48451,2018,26406,53898,48.99
48453,2018,227599,666484,34.15
48455,2018,2706,4938,54.8
48457,2018,3826,6714,56.99
48459,2018,8348,16963,49.21
48461,2018,846,1437,58.87
48463,2018,6539,11308,57.83
48465,2018,10967,18916,57.98
48467,2018,11817,22207,53.21
48469,2018,22316,42576,52.41
48471,2018,12670,24925,50.83
48473,2018,11207,22715,49.34
48475,2018,3016,4914,61.38
48477,2018,7508,14874,50.48
48479,2018,52788,106666,49.49
48481,2018,10557,18808,56.13
48483,2018,1323,2534,52.21
48485,2018,28947,55188,52.45
48487,2018,3593,6395,56.18
48489,2018,4151,6975,59.51
48491,2018,91113,266094,34.24
48493,2018,10379,21274,48.79
48495,2018,2134,3273,65.2
48497,2018,15238,29107,52.35
48499,2018,8346,15878,52.56
48501,2018,2404,3762,63.9
48503,2018,4327,8045,53.78
48505,2018,3530,5036,70.1
48507,2018,2775,4592,60.43
49001,2018,1477,2726,54.18
49003,2018,11850,23020,51.48
49005,2018,25399,59014,43.04
49007,2018,4714,8868,53.16
49009,2018,189,257,73.54
49011,2018,60629,159157,38.09
49013,2018,4412,8117,54.36
49015,2018,2160,4035,53.53
49017,2018,1082,2211,48.94
49019,2018,2913,5078,57.37
49021,2018,10094,21504,46.94
49023,2018,2744,4843,56.66
49025,2018,1323,3265,40.52
49027,2018,2968,5539,53.58
49029,2018,1896,4809,39.43
49031,2018,324,612,52.94
49033,2018,390,766,50.91
49035,2018,228559,576623,39.64
49037,2018,2907,5488,52.97
49039,2018,5897,11243,52.45
49041,2018,5062,8838,57.28
49043,2018,8297,22237,37.31
49045,2018,14426,29272,49.28
49047,2018,7404,15090,49.07
49049,2018,98963,269203,36.76
49051,2018,6502,15195,42.79
49053,2018,30166,65077,46.35
49055,2018,657,1248,52.64
49057,2018,54262,118705,45.71
50001,2018,8849,20040,44.16
50003,2018,8166,17534,46.57
50005,2018,7688,14620,52.59
50007,2018,35344,90996,38.84
50009,2018,1695,2767,61.26
50011,2018,12588,25988,48.44
50013,2018,1623,3691,43.97
50015,2018,6018,13602,44.24
50017,2018,7570,15404,49.14
50019,2018,6219,12213,50.92
50021,2018,15146,30183,50.18
50023,2018,12875,31374,41.04
50025,2018,9924,21908,45.3
50027,2018,13397,28422,47.14
51001,2018,8131,13817,58.85
51003,2018,19842,52003,38.16
51005,2018,3369,6054,55.65
51007,2018,3249,6241,52.06
51009,2018,7647,14513,52.69
51011,2018,3472,6963,49.86
51013,2018,30162,145621,20.71
51015,2018,17564,35166,49.95
51017,2018,1201,2092,57.41
51019,2018,17345,37064,46.8
51021,2018,1296,2555,50.72
51023,2018,7253,15847,45.77
51025,2018,3842,6422,59.83
51027,2018,3665,6383,57.42
51029,2018,3973,6671,59.56
51031,2018,13556,26938,50.32
51033,2018,6636,13695,48.46
51035,2018,7852,12952,60.62
51036,2018,1750,3318,52.74
51037,2018,3082,5031,61.26
51041,2018,69300,173467,39.95
51043,2018,3289,7182,45.8
51045,2018,1259,2207,57.05
51047,2018,11949,24163,49.45
51049,2018,2398,4656,51.5
51051,2018,2591,4433,58.45
51053,2018,7663,13594,56.37
51057,2018,2374,5231,45.38
51059,2018,172941,611628,28.28
51061,2018,14118,35568,39.69
51063,2018,3976,7163,55.51
51065,2018,5198,12252,42.43
51067,2018,12334,25156,49.03
51069,2018,20110,42883,46.9
51071,2018,4268,7392,57.74
51073,2018,8991,17623,51.02
51075,2018,4253,10715,39.69
51077,2018,4094,6457,63.4
51079,2018,4190,9820,42.67
51081,2018,2750,3943,69.74
51083,2018,8795,14700,59.83
51085,2018,19290,54987,35.08
51087,2018,63219,171012,36.97
51089,2018,11193,20064,55.79
51091,2018,509,893,57.0
51093,2018,8102,17425,46.5
51095,2018,12279,33444,36.72
51097,2018,1800,3081,58.42
51099,2018,4938,12863,38.39
51101,2018,3817,8292,46.03
51103,2018,2192,4338,50.53
51105,2018,4524,7474,60.53
51107,2018,51266,207877,24.66
51109,2018,7972,16475,48.39
51111,2018,2944,4470,65.86
51113,2018,2816,6080,46.32
51115,2018,1908,3768,50.64
51117,2018,6504,12329,52.75
51119,2018,2131,4302,49.54
51121,2018,17304,46179,37.47
51125,2018,3468,6997,49.56
51127,2018,4450,10544,42.2
51131,2018,2511,4897,51.28
51133,2018,2420,4780,50.63
51135,2018,3279,5596,58.6
51137,2018,8368,16575,50.49
51139,2018,6053,10794,56.08
51141,2018,4301,7283,59.06
51143,2018,15971,27404,58.28
51145,2018,5487,13269,41.35
51147,2018,4266,8531,50.01
51149,2018,6640,15090,44.0
51153,2018,88978,234698,37.91
51155,2018,8001,15441,51.82
51157,2018,1636,3499,46.76
51159,2018,1895,3489,54.31
51161,2018,18926,45700,41.41
51163,2018,5216,10153,51.37
51165,2018,19784,39144,50.54
51167,2018,4985,9508,52.43
51169,2018,5059,8340,60.66
51171,2018,10752,20419,52.66
51173,2018,7633,12593,60.61
51175,2018,4444,7799,56.98
51177,2018,26437,65438,40.4
51179,2018,24489,70371,34.8
51181,2018,1810,2983,60.68
51183,2018,1914,3339,57.32
51185,2018,8728,15604,55.93
51187,2018,9075,19074,47.58
51191,2018,12352,23898,51.69
51193,2018,3181,7610,41.8
51195,2018,6439,13075,49.25
51197,2018,7750,13070,59.3
51199,2018,10127,30286,33.44
51510,2018,27668,96180,28.77
51520,2018,3684,7174,51.35
51530,2018,1979,2991,66.17
51540,2018,9776,24605,39.73
51550,2018,45844,110464,41.5
51570,2018,3387,7624,44.43
51580,2018,1517,2454,61.82
51590,2018,9488,16636,57.03
51595,2018,1229,1939,63.38
51600,2018,3539,12717,27.83
51610,2018,1312,7717,17.0
51620,2018,2038,3402,59.91
51630,2018,5864,15332,38.25
51640,2018,1784,2788,63.99
51650,2018,29842,61974,48.15
51660,2018,13056,25898,50.41
51670,2018,4954,9384,52.79
51678,2018,895,2251,39.76
51680,2018,16896,36191,46.69
51683,2018,10156,22051,46.06
51685,2018,4040,8645,46.73
51690,2018,3100,5345,58.0
51700,2018,39880,81765,48.77
51710,2018,51587,104931,49.16
51720,2018,640,1539,41.59
51730,2018,8030,13387,59.98
51735,2018,2282,5690,40.11
51740,2018,21422,41388,51.76
51750,2018,3530,7822,45.13
51760,2018,47906,112654,42.52
51770,2018,24196,47450,50.99
51775,2018,5267,12228,43.07
51790,2018,5486,11775,46.59
51800,2018,19668,41944,46.89
51810,2018,88934,220127,40.4
51820,2018,5299,10293,51.48
51830,2018,1695,6027,28.12
51840,2018,6317,13718,46.05
53001,2018,5304,7890,67.22
53003,2018,4789,9643,49.66
53005,2018,40094,86708,46.24
53007,2018,18790,34693,54.16
53009,2018,15355,28644,53.61
53011,2018,99411,221205,44.94
53013,2018,943,1762,53.52
53015,2018,24280,43701,55.56
53017,2018,10038,18962,52.94
53019,2018,1589,2648,60.01
53021,2018,22745,39752,57.22
53023,2018,435,923,47.13
53025,2018,24680,40985,60.22
53027,2018,14547,27388,53.11
53029,2018,15795,32257,48.97
53031,2018,5551,11569,47.98
53033,2018,393045,1176560,33.41
53035,2018,51392,113310,45.36
53037,2018,9914,21497,46.12
53039,2018,4302,8329,51.65
53041,2018,16589,30414,54.54
53043,2018,2028,4160,48.75
53045,2018,13076,24072,54.32
53047,2018,9320,16954,54.97
53049,2018,3857,7012,55.01
53051,2018,2577,4654,55.37
53053,2018,191624,397125,48.25
53055,2018,3487,7657,45.54
53057,2018,29310,55506,52.81
53059,2018,2613,5162,50.62
53061,2018,173816,401702,43.27
53063,2018,103871,227651,45.63
53065,2018,8892,16351,54.38
53067,2018,51659,126581,40.81
53069,2018,848,1383,61.32
53071,2018,12896,26674,48.35
53073,2018,48559,105049,46.23
53075,2018,8728,22539,38.72
53077,2018,62960,104784,60.09
54001,2018,3730,6500,57.38
54003,2018,26054,53940,48.3
54005,2018,4011,6691,59.95
54007,2018,2672,5398,49.5
54009,2018,5601,10189,54.97
54011,2018,18874,38865,48.56
54013,2018,1197,2203,54.33
54015,2018,1718,2600,66.08
54017,2018,1904,2941,64.74
54019,2018,8457,15861,53.32
54021,2018,1518,2659,57.09
54023,2018,3018,4897,61.63
54025,2018,7417,13667,54.27
54027,2018,5561,9021,61.65
54029,2018,7338,13388,54.81
54031,2018,4036,6428,62.79
54033,2018,15118,29985,50.42
54035,2018,6361,11288,56.35
54037,2018,10996,27210,40.41
54039,2018,35667,79515,44.86
54041,2018,3637,6363,57.16
54043,2018,3938,6861,57.4
54045,2018,5581,10356,53.89
54047,2018,2543,4019,63.27
54049,2018,13088,24881,52.6
54051,2018,7416,12509,59.29
54053,2018,6264,9341,67.06
54055,2018,11691,22660,51.59
54057,2018,6822,11555,59.04
54059,2018,4574,6894,66.35
54061,2018,22455,50112,44.81
54063,2018,2845,5139,55.36
54065,2018,4501,7516,59.89
54067,2018,5460,9758,55.95
54069,2018,10204,20013,50.99
54071,2018,1866,2805,66.52
54073,2018,1826,3026,60.34
54075,2018,2000,3468,57.67
54077,2018,7839,13494,58.09
54079,2018,11517,25912,44.45
54081,2018,14615,28669,50.98
54083,2018,6576,11339,57.99
54085,2018,2326,3723,62.48
54087,2018,2569,4534,56.66
54089,2018,2639,4473,59.0
54091,2018,3611,6842,52.78
54093,2018,1812,3002,60.36
54095,2018,1949,3194,61.02
54097,2018,5686,9860,57.67
54099,2018,7771,13808,56.28
54101,2018,1816,2989,60.76
54103,2018,3664,5519,66.39
54105,2018,1134,2106,53.85
54107,2018,17927,36541,49.06
54109,2018,3740,6088,61.43
55001,2018,4359,7517,57.99
55003,2018,3991,7291,54.74
55005,2018,12775,22141,57.7
55007,2018,3668,7024,52.22
55009,2018,64351,136550,47.13
55011,2018,3844,6847,56.14
55013,2018,3599,6596,54.56
55015,2018,12742,27476,46.38
55017,2018,17560,31621,55.53
55019,2018,9394,15832,59.34
55021,2018,15615,30458,51.27
55023,2018,4395,7566,58.09
55025,2018,110268,302391,36.47
55027,2018,25754,44570,57.78
55029,2018,7033,13445,52.31
55031,2018,11597,21862,53.05
55033,2018,12315,23300,52.85
55035,2018,26983,55948,48.23
55037,2018,1174,1924,61.02
55039,2018,29221,53443,54.68
55041,2018,2033,3704,54.89
55043,2018,13727,26382,52.03
55045,2018,9856,20344,48.45
55047,2018,5299,9154,57.89
55049,2018,6193,12469,49.67
55051,2018,1371,2509,54.64
55053,2018,5427,9464,57.34
55055,2018,23873,45835,52.08
55057,2018,7185,12143,59.17
55059,2018,41017,83794,48.95
55061,2018,5869,10585,55.45
55063,2018,30240,62604,48.3
55065,2018,4421,8630,51.23
55067,2018,4865,8588,56.65
55069,2018,7792,14200,54.87
55071,2018,22840,40603,56.25
55073,2018,35158,71176,49.4
55075,2018,11067,18712,59.14
55077,2018,4247,6925,61.33
55078,2018,1006,1624,61.95
55079,2018,220483,458805,48.06
55081,2018,12341,21524,57.34
55083,2018,10603,18968,55.9
55085,2018,8766,16687,52.53
55087,2018,47809,99454,48.07
55089,2018,18361,47039,39.03
55091,2018,2091,3730,56.06
55093,2018,11697,23534,49.7
55095,2018,11981,21468,55.81
55097,2018,17796,37825,47.05
55099,2018,3940,6505,60.57
55101,2018,48518,94656,51.26
55103,2018,4924,8403,58.6
55105,2018,43182,79644,54.22
55107,2018,3856,6409,60.17
55109,2018,21341,48173,44.3
55111,2018,17864,34048,52.47
55113,2018,3721,7221,51.53
55115,2018,11167,20214,55.24
55117,2018,32042,59637,53.73
55119,2018,6199,10235,60.57
55121,2018,8587,15051,57.05
55123,2018,7592,13479,56.32
55125,2018,4791,9182,52.18
55127,2018,27365,53838,50.83
55129,2018,3833,6973,54.97
55131,2018,33291,73521,45.28
55133,2018,80175,213895,37.48
55135,2018,15388,26292,58.53
55137,2018,6297,10464,60.18
55139,2018,43043,87968,48.93
55141,2018,20166,36451,55.32
56001,2018,8813,21168,41.63
56003,2018,2916,5178,56.32
56005,2018,13500,24722,54.61
56007,2018,4258,7503,56.75
56009,2018,3610,6829,52.86
56011,2018,1961,3446,56.91
56013,2018,9636,18248,52.81
56015,2018,3519,6258,56.23
56017,2018,1108,2292,48.34
56019,2018,2478,4328,57.26
56021,2018,22266,46993,47.38
56023,2018,4892,9134,53.56
56025,2018,20984,41314,50.79
56027,2018,557,1032,53.97
56029,2018,7468,14615,51.1
56031,2018,2252,4307,52.29
56033,2018,7291,15075,48.36
56035,2018,2622,5525,47.46
56037,2018,12159,22129,54.95
56039,2018,6474,14317,45.22
56041,2018,5409,9527,56.78
56043,2018,2127,3835,55.46
56045,2018,1796,3188,56.34
72001,2018,2113,3795,55.68
72003,2018,6389,11595,55.1
72005,2018,6361,13851,45.92
72007,2018,4015,7575,53.0
72009,2018,3707,6613,56.06
72011,2018,4858,8679,55.97
72013,2018,11560,22966,50.34
72015,2018,2314,3711,62.36
72017,2018,2820,5936,47.51
72019,2018,3623,6545,55.36
72021,2018,27037,65692,41.16
72023,2018,4901,12208,40.15
72025,2018,20375,46508,43.81
72027,2018,4224,8543,49.44
72029,2018,7669,14206,53.98
72031,2018,24463,60147,40.67
72033,2018,3449,7789,44.28
72035,2018,7104,14176,50.11
72037,2018,1992,3528,56.46
72039,2018,2037,3383,60.21
72041,2018,5566,12211,45.58
72043,2018,6739,11633,57.93
72045,2018,2444,4705,51.94
72047,2018,4165,7925,52.56
72049,2018,355,588,60.37
72051,2018,4994,11583,43.11
72053,2018,5547,9827,56.45
72054,2018,1586,3235,49.03
72055,2018,1979,3433,57.65
72057,2018,5104,9570,53.33
72059,2018,2800,4677,59.87
72061,2018,11630,35519,32.74
72063,2018,7160,18000,39.78
72065,2018,5606,12069,46.45
72067,2018,1842,4781,38.53
72069,2018,7576,14767,51.3
72071,2018,5535,10784,51.33
72073,2018,2182,3322,65.68
72075,2018,7835,14754,53.1
72077,2018,6125,11179,54.79
72079,2018,2500,4605,54.29
72081,2018,3624,6446,56.22
72083,2018,1218,2150,56.65
72085,2018,5170,10509,49.2
72087,2018,4483,7500,59.77
72089,2018,3265,5636,57.93
72091,2018,5442,10984,49.54
72093,2018,989,1321,74.87
72095,2018,1202,2227,53.97
72097,2018,8846,18782,47.1
72099,2018,4817,8993,53.56
72101,2018,5086,8586,59.24
72103,2018,4550,7043,64.6
72105,2018,3205,7478,42.86
72107,2018,2127,4412,48.21
72109,2018,2379,4027,59.08
72111,2018,2767,5089,54.37
72113,2018,18421,38169,48.26
72115,2018,3755,6797,55.24
72117,2018,2588,4548,56.9
72119,2018,7921,16592,47.74
72121,2018,2941,5712,51.49
72123,2018,4703,7949,59.16
72125,2018,4011,8257,48.58
72127,2018,50388,125905,40.02
72129,2018,5730,11355,50.46
72131,2018,4575,8619,53.08
72133,2018,4703,7671,61.31
72135,2018,10612,27034,39.25
72137,2018,12578,28173,44.65
72139,2018,10201,27167,37.55
72141,2018,3380,6547,51.63
72143,2018,4609,9815,46.96
72145,2018,7426,14314,51.88
72147,2018,1489,2487,59.87
72149,2018,4059,6625,61.27
72151,2018,5020,8044,62.41
72153,2018,4590,8924,51.43
