GEOID,TRACTCE,minDisMH
37001022001,022001,11.07
37147001500,001500,14.4
37007920400,920400,4.44
37171930201,930201,5.56
37171930501,930501,2.05
37171930700,930700,5.72
37189920602,920602,3.46
37135011102,011102,11.65
37135011204,011204,2.6
37135011700,011700,0.51
37197050102,050102,8.89
37135012201,012201,2.18
37107011002,011002,10.16
37085070802,070802,1.05
37085071202,071202,0.92
37119006103,006103,9.88
37119006105,006105,7.63
37119006108,006108,5.69
37119006213,006213,6.19
37163970700,970700,3.35
37005950200,950200,3.0
37153970600,970600,2.93
37153970800,970800,7.82
37021003204,003204,7.21
37179020307,020307,9.38
37159050903,050903,8.52
37159051001,051001,9.08
37023020100,020100,6.64
37023020301,020301,9.26
37019020405,020405,3.81
37019020506,020506,3.71
37021002607,002607,2.31
37021000200,000200,1.15
37021000500,000500,2.09
37021000700,000700,0.73
37023020900,020900,3.94
37019020202,020202,9.37
37019020307,020307,23.54
37023021000,021000,9.02
37063001705,001705,0.65
37063001706,001706,2.18
37107011200,011200,15.04
37011930302,930302,6.1
37153970300,970300,3.54
37153970400,970400,3.13
37019020310,020310,18.17
37021002702,002702,6.4
37021002804,002804,10.6
37151031505,031505,3.58
37151031601,031601,4.58
37153970100,970100,10.59
37155962001,962001,3.99
37105030503,030503,19.05
37131920200,920200,19.99
37085070700,070700,4.72
37119005706,005706,6.68
37083930800,930800,21.75
37133000102,000102,14.8
37133000202,000202,4.16
37119005716,005716,2.13
37161960900,960900,7.94
37109070902,070902,14.95
37119003204,003204,2.57
37119003400,003400,2.18
37119003700,003700,0.97
37119001920,001920,2.04
37163970301,970301,18.91
37191001302,001302,2.06
37191002000,002000,3.12
37049961303,961303,14.09
37051001000,001000,1.03
37119002003,002003,0.48
37119002400,002400,0.64
37119002701,002701,1.1
37119002905,002905,1.77
37027030900,030900,9.81
37051001200,001200,1.23
37057060304,060304,8.31
37161960400,960400,4.63
37085070100,070100,12.95
37085070200,070200,13.2
37027031300,031300,7.57
37033930600,930600,10.18
37035010301,010301,7.04
37035010304,010304,2.95
37035010900,010900,1.22
37035011102,011102,2.93
37119005816,005816,1.17
37119005823,005823,5.01
37183980100,980100,3.14
37185950103,950103,24.33
37155960102,960102,9.89
37155960202,960202,3.35
37155960300,960300,1.24
37119005833,005833,1.68
37119005836,005836,4.35
37119005838,005838,3.68
37037020500,020500,12.23
37063001807,001807,5.76
37107011300,011300,6.07
37109070202,070202,15.03
37179020601,020601,2.53
37179020702,020702,5.92
37129012103,012103,5.71
37067004010,004010,4.53
37067004007,004007,7.91
37161960600,960600,2.04
37183053521,053521,3.17
37183053523,053523,3.12
37183053605,053605,3.97
37183053608,053608,4.58
37183053610,053610,1.09
37067004013,004013,4.83
37069060200,060200,13.87
37069060401,060401,6.14
37141920202,920202,12.79
37077970602,970602,10.27
37031970102,970102,26.8
37031970200,970200,19.23
37031970501,970501,1.42
37031970702,970702,7.11
37035011504,011504,10.18
37035011602,011602,17.61
37035011801,011801,7.34
37037020104,020104,10.18
37049960402,960402,0.97
37067000802,000802,2.16
37155960702,960702,2.84
37155961100,961100,3.98
37063001809,001809,2.07
37063002019,002019,4.61
37083931100,931100,29.41
37155961302,961302,2.26
37155961802,961802,12.0
37071031302,031302,2.59
37129012104,012104,8.06
37129012201,012201,11.95
37129012202,012202,13.42
37163970500,970500,9.86
37183053803,053803,5.88
37183053806,053806,3.97
37183053807,053807,2.35
37183053808,053808,2.72
37071031402,031402,1.84
37071031600,031600,5.31
37069060501,060501,3.74
37069060802,060802,16.44
37071030501,030501,8.55
37071030601,030601,12.99
37105030602,030602,24.0
37107010100,010100,8.52
37129980100,980100,2.4
37131920100,920100,20.2
37067001100,001100,1.32
37067001300,001300,1.64
37067002002,002002,2.03
37067002501,002501,1.4
37183054004,054004,0.78
37183054007,054007,0.86
37071030801,030801,4.52
37071030901,030901,2.02
37071031201,031201,8.27
37071031202,031202,6.97
37067002701,002701,1.83
37067002703,002703,0.46
37067002903,002903,2.07
37191000101,000101,11.2
37133002100,002100,3.03
37135010703,010703,2.34
37135010902,010902,5.64
37049960101,960101,6.63
37049960102,960102,9.01
37049960500,960500,4.49
37191000302,000302,7.61
37191000304,000304,7.73
37071031703,031703,6.48
37045950301,950301,8.75
37057060500,060500,2.44
37057061201,061201,1.37
37057061600,061600,1.27
37057061803,061803,4.6
37049961301,961301,11.25
37039930601,930601,8.88
37089930100,930100,11.03
37089930401,930401,3.11
37119003903,003903,2.56
37151031200,031200,15.71
37171931103,931103,9.19
37173940100,940100,14.28
37081012509,012509,1.61
37147002001,002001,5.62
37151030201,030201,1.17
37195000900,000900,8.39
37099950600,950600,7.84
37101040400,040400,7.02
37081012607,012607,2.39
37195001200,001200,8.45
37051003001,003001,4.04
37057062002,062002,13.28
37059080500,080500,3.12
37077970200,970200,2.89
37047930400,930400,27.67
37047930600,930600,17.53
37081012609,012609,2.22
37081012706,012706,2.95
37061090300,090300,9.58
37107010300,010300,1.02
37107010600,010600,1.87
37107010700,010700,1.35
37107010800,010800,3.6
37081013601,013601,1.87
37119004600,004600,3.52
37119004900,004900,1.63
37119005100,005100,2.55
37119005403,005403,1.74
37119005508,005508,5.04
37119005513,005513,4.72
37119003013,003013,3.98
37123960100,960100,21.34
37037020702,020702,20.39
37051001901,001901,1.58
37099940200,940200,10.24
37063002100,002100,11.88
37065020900,020900,22.43
37065021100,021100,17.51
37051002700,002700,13.07
37093970401,970401,6.11
37097060603,060603,3.99
37097060703,060703,3.39
37097061001,061001,3.65
37119005616,005616,2.09
37119005617,005617,2.22
37125950200,950200,21.5
37125950401,950401,10.07
37125950602,950602,2.13
37059080700,080700,7.46
37093970201,970201,8.39
37025041303,041303,7.85
37051002001,002001,2.73
37051002401,002401,2.93
37065021600,021600,18.1
37079950200,950200,8.3
37081010702,010702,0.95
37025041602,041602,12.41
37025042504,042504,4.93
37025042603,042603,2.43
37101041400,041400,14.35
37101041503,041503,11.47
37119006302,006302,5.59
37119006407,006407,1.56
37093970102,970102,4.23
37027030600,030600,7.32
37081014406,014406,1.84
37103920200,920200,18.66
37143920100,920100,40.26
37097061301,061301,7.86
37097061304,061304,3.13
37097061402,061402,4.44
37097061501,061501,2.02
37097061601,061601,0.49
37081016600,016600,2.95
37129011705,011705,4.24
37129012004,012004,3.61
37129012006,012006,2.15
37081014501,014501,4.17
37151030801,030801,6.57
37191001000,001000,17.69
37191001200,001200,1.1
37085070300,070300,10.27
37119005516,005516,7.0
37119005518,005518,4.93
37119005519,005519,5.63
37119005520,005520,3.74
37081011000,011000,1.0
37081011102,011102,1.35
37047931200,931200,30.19
37119005612,005612,2.87
37119005615,005615,4.15
37127010502,010502,1.21
37063002026,002026,3.39
37129012007,012007,1.99
37129012008,012008,3.69
37151031000,031000,11.4
37025042000,042000,4.9
37025042200,042200,4.71
37119005524,005524,1.63
37119005604,005604,1.08
37119005610,005610,3.75
37155960501,960501,9.1
37077970702,970702,13.95
37089930703,930703,9.29
37089931000,931000,2.23
37091950200,950200,9.89
37081013800,013800,2.16
37137950202,950202,28.97
37071032302,032302,8.65
37127011400,011400,14.78
37129010400,010400,0.5
37129011000,011000,0.36
37129011300,011300,1.78
37089931500,931500,3.34
37113970600,970600,8.27
37125951100,951100,7.2
37087921302,921302,11.78
37081015300,015300,8.66
37047931000,931000,25.07
37047931100,931100,28.82
37081015705,015705,4.2
37081015500,015500,7.43
37047930700,930700,17.41
37029950102,950102,37.73
37139960501,960501,31.82
37139960702,960702,40.12
37089932000,932000,8.15
37023021400,021400,2.02
37025040500,040500,7.51
37071032401,032401,7.64
37071032502,032502,8.09
37071032704,032704,2.02
37071033203,033203,2.92
37071033400,033400,4.01
37109071201,071201,6.04
37109071203,071203,7.73
37183054016,054016,2.75
37183054017,054017,2.15
37183054108,054108,2.56
37183054111,054111,4.72
37025040600,040600,6.0
37145920601,920601,6.83
37147000301,000301,1.14
37183053009,053009,4.54
37183053506,053506,6.0
37183053518,053518,5.62
37183054203,054203,4.36
37183054210,054210,6.39
37141920602,920602,11.51
37111970500,970500,2.47
37111970800,970800,7.28
37157040502,040502,3.56
37159051102,051102,6.87
37183052503,052503,4.26
37183052601,052601,1.18
37083930501,930501,1.78
37083930600,930600,9.47
37083930700,930700,10.84
37159051600,051600,8.57
37183053107,053107,14.93
37183053111,053111,9.49
37169070504,070504,5.91
37183054302,054302,12.31
37183052803,052803,3.16
37025040900,040900,1.48
37025041100,041100,2.53
37025041200,041200,6.02
37133000600,000600,7.39
37133001101,001101,4.38
37147000400,000400,1.57
37147000603,000603,2.3
37147001001,001001,8.44
37045951400,951400,8.11
37045951602,951602,5.23
37189920200,920200,11.1
37133001300,001300,4.88
37051003102,003102,5.87
37147001100,001100,11.39
37193960300,960300,8.32
37193960801,960801,6.92
37111970902,970902,9.67
37097061103,061103,12.59
37115010700,010700,20.33
37157040900,040900,14.0
37157041300,041300,5.87
37173960302,960302,5.09
37119001300,001300,1.48
37119001508,001508,1.03
37119001609,001609,2.48
37157041601,041601,3.44
37183052408,052408,0.32
37167930802,930802,18.04
37183052808,052808,2.29
37183052901,052901,11.87
37183053007,053007,6.2
37045950500,950500,1.24
37045950602,950602,5.79
37109070500,070500,16.98
37051003204,003204,1.97
37051003314,003314,2.27
37051003402,003402,5.08
37051003404,003404,5.21
37119003011,003011,1.66
37053110302,110302,32.94
37047930100,930100,4.09
37119001802,001802,0.5
37119001912,001912,3.07
37179020309,020309,7.51
37179020901,020901,10.95
37179021005,021005,9.69
37057060301,060301,7.57
37051980200,980200,2.24
37053110200,110200,20.9
37055970102,970102,9.41
37061090801,090801,12.05
37063000402,000402,0.79
37063000600,000600,0.9
37183054011,054011,2.42
37183054012,054012,1.8
37065021400,021400,12.71
37085070600,070600,7.73
37179021012,021012,10.24
37063001303,001303,2.02
37063001501,001501,0.43
37179020100,020100,14.78
37179020305,020305,8.95
37179020316,020316,7.69
37179020317,020317,9.03
37101040201,040201,18.29
37101040901,040901,6.37
37101041002,041002,6.06
37179020401,020401,4.9
37183053711,053711,4.35
37183053721,053721,4.45
37183053726,053726,4.73
37183054013,054013,3.89
37141920501,920501,13.29
37179020310,020310,6.73
37179020312,020312,6.11
37063001708,001708,2.8
37123960500,960500,16.32
37063001710,001710,1.81
37063001802,001802,5.1
37181960200,960200,11.75
37179020403,020403,5.84
37183053405,053405,8.88
37183053412,053412,10.12
37183053414,053414,10.36
37183053419,053419,8.17
37063001806,001806,7.91
37181961000,961000,9.35
37183050800,050800,1.09
37183051200,051200,2.42
37183051502,051502,2.24
37183051700,051700,1.59
37183052302,052302,2.19
37119001400,001400,1.94
37131920402,920402,11.56
37033930400,930400,12.35
37051002800,002800,12.02
37129011703,011703,3.37
37129011903,011903,1.56
37131920300,920300,8.43
37141920101,920101,15.1
37141920401,920401,3.49
37127011101,011101,4.64
37127011300,011300,13.27
37129010900,010900,1.35
37129011400,011400,2.71
37129011603,011603,4.88
37129011701,011701,1.3
37133000401,000401,20.07
37031971001,971001,6.36
37031971102,971102,9.16
37151031100,031100,9.46
37155961400,961400,9.97
37155961601,961601,3.52
37081016201,016201,5.94
37197050501,050501,0.39
37081016007,016007,4.67
37081016009,016009,5.46
37137950102,950102,29.93
37195000300,000300,1.78
37195000501,000501,1.58
37195000600,000600,2.44
37195000700,000700,2.98
37051002900,002900,14.41
37081016304,016304,4.11
37081016306,016306,4.49
37081010200,010200,1.85
37081010300,010300,1.04
37081010601,010601,0.73
37081010701,010701,0.72
37051003104,003104,5.67
37051003203,003203,1.35
37137950201,950201,19.85
37051003305,003305,2.43
37141920502,920502,9.82
37045951300,951300,3.49
37033930200,930200,12.86
37151030802,030802,11.15
37009970200,970200,10.28
37011930301,930301,2.85
37067003107,003107,6.2
37051003307,003307,1.78
37051003310,003310,0.32
37005950300,950300,5.71
37051003401,003401,3.53
37051003405,003405,5.13
37067004009,004009,8.26
37067004012,004012,3.25
37183054115,054115,2.17
37183054206,054206,1.77
37081010800,010800,0.37
37081011101,011101,1.14
37081016406,016406,3.41
37157040101,040101,7.08
37161960300,960300,12.75
37093970101,970101,4.89
37095990100,990100,67.7
37097060500,060500,2.86
37097060602,060602,2.33
37097060801,060801,13.04
37091950300,950300,7.81
37091950402,950402,4.05
37067003108,003108,6.06
37067003309,003309,3.88
37067003313,003313,2.5
37007920200,920200,12.07
37155961602,961602,6.06
37155961900,961900,10.05
37009970300,970300,9.98
37081016407,016407,3.91
37081016409,016409,3.62
37011930400,930400,8.84
37133000201,000201,11.58
37111970200,970200,5.22
37053110101,110101,37.47
37059080400,080400,9.8
37053110301,110301,27.47
37093970202,970202,5.69
37057061804,061804,9.87
37167930801,930801,12.96
37167930900,930900,11.2
37055970501,970501,22.66
37055970602,970602,10.87
37057060102,060102,7.0
37057060201,060201,7.66
37097060901,060901,16.85
37101041101,041101,8.7
37057060602,060602,3.85
37057060800,060800,0.65
37163970200,970200,17.15
37057061100,061100,4.25
37061090600,090600,18.86
37053110402,110402,25.19
37055970200,970200,5.38
37163970400,970400,16.68
37159051201,051201,6.51
37055970300,970300,4.29
37097061406,061406,4.67
37123960200,960200,22.19
37061090100,090100,13.24
37167931100,931100,11.96
37183053420,053420,12.11
37183053421,053421,10.65
37183053505,053505,5.07
37183053517,053517,4.37
37183053520,053520,2.83
37099950300,950300,5.01
37057062001,062001,9.99
37169070100,070100,17.0
37109071001,071001,11.33
37109071102,071102,8.6
37141920601,920601,7.2
37143920201,920201,33.11
37193961200,961200,11.95
37165010500,010500,8.72
37031970801,970801,17.95
37031970804,970804,12.86
37167930101,930101,8.01
37057060203,060203,8.04
37097061303,061303,4.16
37097061403,061403,1.12
37097061405,061405,2.6
37075920200,920200,3.49
37057061500,061500,1.35
37057061701,061701,4.22
37057061802,061802,7.89
37059080100,080100,5.98
37125951200,951200,9.02
37127010504,010504,2.88
37127010602,010602,1.04
37127010800,010800,8.15
37011930100,930100,10.01
37051003103,003103,4.81
37199960101,960101,13.66
37067002901,002901,2.22
37067003004,003004,5.58
37013930100,930100,25.69
37199960102,960102,21.78
37125950302,950302,3.75
37125950402,950402,15.36
37125950801,950801,3.13
37127011500,011500,20.38
37129010700,010700,0.36
37141920300,920300,0.96
37051003002,003002,4.43
37123960402,960402,16.15
37125950301,950301,9.87
37189920701,920701,9.74
37179020204,020204,14.21
37179020800,020800,10.91
37127011200,011200,9.29
37133001800,001800,3.74
37133002201,002201,1.26
37183052807,052807,3.14
37179020902,020902,11.98
37179021009,021009,7.81
37179021011,021011,9.13
37021002703,002703,8.64
37183053108,053108,12.86
37183053206,053206,17.03
37183053410,053410,8.35
37183053411,053411,7.57
37183053413,053413,14.79
37165010101,010101,3.22
37165010200,010200,3.28
37171930202,930202,6.35
37135011602,011602,0.36
37081015706,015706,6.52
37081016005,016005,8.03
37183053524,053524,3.5
37185950200,950200,18.34
37187950100,950100,40.38
37135011901,011901,0.89
37021003102,003102,3.99
37135011202,011202,4.61
37187950300,950300,36.42
37147000900,000900,10.69
37183053416,053416,8.15
37147001200,001200,13.16
37183053522,053522,1.63
37183053724,053724,5.13
37183054105,054105,2.09
37183053604,053604,4.52
37183053607,053607,2.93
37051001100,001100,0.15
37051001400,001400,4.77
37135012202,012202,2.27
37139960300,960300,38.41
37139960502,960502,34.64
37139960600,960600,40.36
37169070700,070700,11.59
37183053709,053709,5.61
37183053712,053712,3.05
37183053714,053714,3.21
37183053717,053717,3.73
37183053720,053720,6.42
37183053722,053722,1.65
37133000700,000700,3.43
37051001500,001500,3.19
37051001603,001603,2.8
37195001300,001300,8.75
37067004102,004102,8.48
37067004103,004103,5.61
37171931101,931101,11.08
37037020200,020200,8.41
37141920403,920403,3.13
37023020600,020600,1.06
37045950302,950302,5.38
37171931102,931102,16.69
37171931200,931200,11.91
37037020300,020300,3.27
37183054106,054106,1.45
37183054109,054109,5.6
37183054112,054112,1.81
37125951000,951000,7.77
37127010503,010503,1.27
37183050400,050400,1.81
37183050500,050500,0.87
37133001000,001000,5.64
37133001102,001102,6.45
37155960402,960402,5.48
37069060402,060402,5.57
37171930801,930801,15.12
37037020800,020800,17.25
37189920703,920703,4.86
37013930502,930502,6.15
37135010901,010901,8.49
37183051501,051501,3.05
37183051600,051600,2.67
37183051800,051800,1.38
37183052002,052002,1.18
37183052301,052301,2.32
37183052401,052401,2.62
37039930200,930200,1.79
37191000303,000303,7.41
37191000401,000401,10.67
37191000700,000700,17.12
37191000800,000800,18.99
37183054207,054207,1.97
37189920400,920400,2.32
37183052603,052603,0.76
37183052704,052704,1.39
37193961001,961001,10.88
37013930900,930900,14.3
37015960200,960200,12.39
37193960802,960802,6.4
37103920300,920300,15.19
37113970700,970700,11.29
37149920101,920101,9.49
