originGEOID,minDisBup,minDisMet,minDisNalV,ZIP_CODE,rurality,time_to_nearest_naltrexone/vivitrol,count_in_range_naltrexone/vivitrol,naltrexone/vivitrol_score,count_in_range_buprenorphine,time_to_nearest_buprenorphine,buprenorphine_score,count_in_range_methadone,time_to_nearest_methadone,methadone_score,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
1026,14.07681572,14.92060099,2.00615014,1026,Suburban,13,2,1.033333333,0,32,0,0,37,0,0.1757,0.4071,0.0317,0.3896,0.1644
1027,4.852452527,4.363315987,4.852452527,1027,Urban,9,26,1.833333333,32,9,0.655555556,18,9,0.7,0.5535,0.4529,0.4524,0.5297,0.5275
1028,3.94238728,3.94238728,0.623410307,1028,Urban,0,33,2.5,38,6,0.766666667,16,6,0.766666667,0.032,0.6905,0.3347,0.4642,0.2563
1029,15.36348924,15.90675262,15.3571965,1029,Rural,27,3,0.3,2,27,0.066666667,2,27,0.066666667,0.3433,0.3204,0.1084,0.4647,0.2665
1030,3.636580608,4.990722411,3.627694774,1030,Urban,11,27,1.9,30,11,0.633333333,16,12,0.6,0.1803,0.7762,0.4148,0.1899,0.2748
1031,4.879337808,18.91926117,4.879337808,1031,Rural,13,8,1.4,8,13,0.444444444,0,40,0,0.5232,0.5253,0.1277,0.4929,0.418
1032,9.256013981,13.09333721,4.482728355,1032,Suburban,20,4,0.866666667,4,20,0.266666667,4,26,0.133333333,0.2384,0.2205,0.103,0.3199,0.1515
1033,6.137928865,6.720427283,5.87573229,1033,Urban,13,28,1.7,34,13,0.566666667,16,13,0.566666667,0.14,0.1648,0.2547,0.0674,0.0507
1034,9.12535109,10.28484103,9.12535109,1034,Suburban,28,3,0.2,2,28,0.044444444,2,28,0.044444444,0.2867,0.1983,0.1469,0.2256,0.1434
1035,4.746445928,4.401252215,4.746445928,1035,Urban,13,9,1.133333333,10,13,0.5,8,13,0.566666667,0.0828,0.3644,0.3463,0.725,0.309
1036,6.855783597,7.492550536,4.425106741,1036,Urban,12,23,1.566666667,30,16,0.444444444,10,16,0.444444444,0.3058,0.5214,0.0555,0.1724,0.1661
1037,8.475087086,19.78936125,8.475087086,1037,Rural,22,3,0.733333333,2,23,0.155555556,0,48,0,0.5232,0.5253,0.1277,0.4929,0.418
1038,4.157688153,4.88027183,4.157688153,1038,Suburban,13,15,1.166666667,16,13,0.522222222,10,13,0.566666667,0.0902,0.3271,0.23,0.6711,0.253
1039,2.974713687,6.342981011,2.974713687,1039,Suburban,9,3,1.233333333,4,9,0.633333333,4,15,0.5,0.2384,0.2205,0.103,0.3199,0.1515
1040,0.968068367,2.555124317,0.123292988,1040,Urban,0,33,3,38,0,1,20,0,1,0.2351,0.2953,0.4189,0.4544,0.2951
1050,10.97059794,10.91027476,10.97059794,1050,Suburban,20,6,0.8,6,23,0.211111111,6,23,0.166666667,0.2449,0.2959,0.2702,0.4786,0.2677
1053,0.74875715,4.618108744,0.74875715,1053,Urban,0,9,1.933333333,10,0,0.911111111,8,8,0.733333333,0.4562,0.8048,0.1061,0.4169,0.4221
1054,10.0932518,10.32390316,10.0663222,1054,Suburban,26,7,0.4,8,26,0.133333333,6,26,0.111111111,0.2091,0.3723,0.148,0.3322,0.1883
1056,1.584393688,7.773333128,1.584393688,1056,Urban,6,31,2.066666667,34,6,0.744444444,16,15,0.488888889,0.382,0.3101,0.4351,0.1735,0.2572
1057,4.240788513,12.67673,4.240788513,1057,Suburban,11,24,1.9,28,11,0.633333333,6,26,0.111111111,0.2936,0.5019,0.1359,0.4635,0.2931
1060,1.023353116,0.977144293,1.023353116,1060,Urban,0,30,2.2,36,0,0.911111111,20,0,1,0.6412,0.3183,0.4547,0.7915,0.6322
1062,1.408108558,2.818101432,1.408108558,1062,Urban,7,9,1.733333333,10,7,0.755555556,8,8,0.733333333,0.4739,0.9202,0.5763,0.7116,0.7053
1063,1.169899426,0.811525526,1.169899426,1063,Urban,1,31,2.166666667,38,1,0.877777778,20,1,0.966666667,0.4088,0.0262,0.3491,0.6981,0.2836
1063,1.169899426,0.811525526,1.169899426,1063,Urban,1,31,2.166666667,38,1,0.877777778,20,1,0.966666667,0.6412,0.3183,0.4547,0.7915,0.6322
1063,1.169899426,0.811525526,1.169899426,1063,Urban,1,31,2.166666667,38,1,0.877777778,20,1,0.966666667,0.1508,0.0556,0.31,0.5165,0.1569
1063,1.169899426,0.811525526,1.169899426,1063,Urban,1,31,2.166666667,38,1,0.877777778,20,1,0.966666667,0.2309,0.0672,0.1552,0.5568,0.1724
1066,5.015296379,6.873158543,5.015296379,1066,Suburban,14,15,1.1,16,14,0.477777778,10,14,0.533333333,0.0902,0.3271,0.23,0.6711,0.253
1068,8.515588947,12.97846869,8.515588947,1068,Suburban,23,2,0.333333333,4,23,0.188888889,0,31,0,0.2381,0.0926,0.0452,0.1529,0.0559
1069,1.07598289,13.97647776,1.07598289,1069,Urban,0,34,3,40,0,1,14,25,0.166666667,0.3978,0.4078,0.313,0.7331,0.4718
1070,15.7960711,14.10673858,2.825071166,1070,Suburban,0,2,1.1,0,38,0,0,38,0,0.1757,0.4071,0.0317,0.3896,0.1644
1071,6.502400474,6.637087818,6.491510451,1071,Suburban,16,5,1.4,4,16,0.322222222,2,16,0.311111111,0.2867,0.1983,0.1469,0.2256,0.1434
1072,12.58462483,13.14819003,12.58462483,1072,Suburban,31,0,0,0,34,0,0,35,0,0.2091,0.3723,0.148,0.3322,0.1883
1073,5.938442739,6.03524557,4.991546608,1073,Suburban,15,24,1.5,30,15,0.488888889,18,15,0.488888889,0.1688,0.1896,0.3842,0.1546,0.1231
1074,11.39556587,15.60177929,10.06092547,1074,Suburban,20,6,0.6,8,24,0.155555556,0,34,0,0.2816,0.2336,0.0494,0.599,0.2384
1075,2.94685394,5.628357974,2.548967019,1075,Urban,7,31,2.3,36,7,0.766666667,18,7,0.766666667,0.4952,0.2485,0.1923,0.2457,0.2626
1077,4.773418237,5.941727071,4.773418237,1077,Urban,13,27,1.7,30,13,0.5,14,13,0.488888889,0.3293,0.7936,0.2836,0.5467,0.457
1079,1.650671458,14.14370123,1.650671458,1079,Urban,4,26,2.6,28,4,0.866666667,10,28,0.066666667,0.172,0.7463,0.0767,0.2794,0.2081
1080,1.31754257,12.39721271,1.31754257,1080,Urban,6,28,2.4,32,6,0.8,12,24,0.177777778,0.7093,0.5786,0.3375,0.606,0.6288
1081,8.489189916,9.900102651,8.489189916,1081,Suburban,21,9,0.9,10,21,0.3,2,24,0.133333333,0.3692,0.4463,0.1466,0.1731,0.2069
1082,1.211880114,17.50499006,1.21148286,1082,Suburban,0,7,2.4,8,0,0.8,0,41,0,0.4928,0.8548,0.1907,0.4712,0.5042
1083,3.753396439,12.56828252,3.752450793,1083,Suburban,16,12,1.4,14,16,0.466666667,2,25,0.111111111,0.2345,0.0961,0.0341,0.5619,0.1571
1084,10.27319129,13.94656044,3.247331482,1084,Suburban,13,3,0.9,2,27,0.066666667,0,34,0,0.4547,0.1914,0.0173,0.0404,0.0732
1085,0.659754268,0.674855454,0.647678924,1085,Urban,0,26,3,30,0,0.833333333,18,0,0.8,0.4985,0.5979,0.565,0.7178,0.6236
1086,2.046733054,2.70939938,2.03896626,1086,Urban,6,23,2.4,28,6,0.655555556,14,6,0.611111111,NA,NA,NA,NA,NA
1088,3.744830518,5.431149337,3.744830518,1088,Suburban,11,15,1.366666667,16,11,0.588888889,10,11,0.633333333,0.0902,0.3271,0.23,0.6711,0.253
1089,1.962170281,1.797845092,1.962170281,1089,Urban,0,32,2.766666667,36,0,0.922222222,20,7,0.755555556,0.0882,0.1719,0.2684,0.0083,0.0122
1092,3.231601315,13.71126333,3.227931269,1092,Suburban,12,13,1.8,16,12,0.6,2,29,0.022222222,0.2345,0.0961,0.0341,0.5619,0.1571
1093,6.412388868,8.538330173,6.412388868,1093,Suburban,13,15,1.233333333,16,13,0.511111111,10,18,0.4,0.214,0.0339,0.55,0.5807,0.2252
1094,8.703742878,17.04664832,8.703742878,1094,Rural,22,4,0.7,4,22,0.222222222,0,41,0,0.5232,0.5253,0.1277,0.4929,0.418
1095,2.889947629,6.968592441,2.889947629,1095,Urban,11,28,1.9,32,11,0.633333333,14,14,0.522222222,0.1008,0.5771,0.398,0.6271,0.3463
1096,5.505721383,9.365009459,5.505721383,1096,Suburban,16,3,0.766666667,4,16,0.411111111,4,21,0.3,0.2384,0.2205,0.103,0.3199,0.1515
1097,5.133818738,5.2156278,5.122273876,1097,Suburban,9,21,2.1,22,9,0.544444444,10,9,0.5,0.2867,0.1983,0.1469,0.2256,0.1434
1098,12.98600117,14.47325907,1.173933242,1098,Suburban,0,2,1.1,0,31,0,0,38,0,0.1757,0.4071,0.0317,0.3896,0.1644
1103,0.42248793,0.914051857,0.42248793,1103,Urban,0,37,3,40,0,1,24,1,0.944444444,0.9798,0.7803,0.9711,0.7165,0.9563
1104,1.466091288,1.466091288,1.503356007,1104,Urban,4,32,2.6,36,3,0.888888889,20,3,0.877777778,0.8936,0.9046,0.831,0.4713,0.8725
1105,0.619845982,0.619845982,0.923534437,1105,Urban,1,37,2.9,40,0,0.988888889,24,0,0.966666667,0.952,0.9493,0.9134,0.9698,0.9953
1106,2.750970656,2.750970656,2.795038218,1106,Urban,7,37,2.233333333,42,7,0.755555556,22,7,0.755555556,0.0537,0.1935,0.3479,0.2567,0.1097
1107,0.508255903,0.508255903,0.852623992,1107,Urban,2,32,2.8,36,0,0.977777778,20,0,0.955555556,1,0.9814,0.997,0.9435,0.9995
1108,0.873141111,0.873141111,1.751118994,1108,Urban,4,33,2.6,36,0,0.966666667,20,0,0.966666667,0.8257,0.752,0.8236,0.2572,0.7348
1109,0.567841052,1.900078181,0.567841052,1109,Urban,0,33,2.733333333,36,0,0.955555556,20,4,0.855555556,0.9338,0.4219,0.7627,0.6711,0.8326
1118,2.130088378,2.318616785,0.899009865,1118,Urban,0,33,2.666666667,38,3,0.877777778,16,3,0.877777778,0.471,0.727,0.5479,0.1881,0.4349
1119,2.566586785,3.828047409,2.114921765,1119,Urban,7,31,2.266666667,34,7,0.766666667,16,11,0.633333333,0.6051,0.8013,0.641,0.4335,0.6508
1128,3.811682334,4.261431341,1.053647214,1128,Urban,5,33,2.3,38,8,0.722222222,16,8,0.711111111,0.2637,0.3718,0.4779,0.1662,0.2257
1129,2.245648189,4.844243492,2.245648189,1129,Urban,7,32,2.233333333,34,7,0.755555556,16,11,0.622222222,0.3963,0.6624,0.6608,0.1696,0.4036
1151,0.984043159,5.50493362,0.984043159,1151,Urban,0,32,2.466666667,36,0,0.933333333,20,10,0.655555556,0.9131,0.872,0.8163,0.5946,0.8972
1199,0.539370906,0.539370906,0.935109779,1199,Urban,3,32,2.7,36,1,0.944444444,20,1,0.933333333,0.9798,0.7803,0.9711,0.7165,0.9563
1199,0.539370906,0.539370906,0.935109779,1199,Urban,3,32,2.7,36,1,0.944444444,20,1,0.933333333,0.952,0.9493,0.9134,0.9698,0.9953
1199,0.539370906,0.539370906,0.935109779,1199,Urban,3,32,2.7,36,1,0.944444444,20,1,0.933333333,0.8254,0.5919,0.9034,0.3842,0.7636
1199,0.539370906,0.539370906,0.935109779,1199,Urban,3,32,2.7,36,1,0.944444444,20,1,0.933333333,1,0.9814,0.997,0.9435,0.9995
1201,0.288837933,1.917123351,0.215343074,1201,Urban,0,8,3,6,0,1,2,0,0.666666667,0.4958,0.4231,0.5303,0.182,0.3665
1220,5.126630354,3.15679934,3.156126906,1220,Urban,11,14,1.9,10,11,0.633333333,4,11,0.422222222,0.6268,0.3301,0.3018,0.4151,0.4509
1222,3.959315433,19.5278406,3.655442654,1222,Rural,12,4,1.566666667,4,12,0.522222222,0,42,0,0.1722,0.2438,0.0061,0.2379,0.0872
1223,13.1596418,12.74595759,11.09908264,1223,Suburban,37,0,0,0,37,0,0,37,0,0.2807,0.3021,0.1694,0.0477,0.0805
1224,4.737250426,3.466527429,3.466527429,1224,Urban,14,13,1.6,10,14,0.533333333,4,14,0.377777778,0.3507,0.6284,0.1501,0.2299,0.2632
1225,9.078528928,7.745797152,7.745797152,1225,Urban,20,13,1,10,20,0.333333333,4,20,0.322222222,0.3875,0.4381,0.1168,0.108,0.1688
1226,4.748559759,2.785287857,2.785287857,1226,Urban,10,8,2,6,10,0.666666667,2,10,0.444444444,0.2049,0.4318,0.2377,0.4352,0.2579
1229,5.81465366,14.06640858,5.804093812,1229,Rural,16,10,1,8,16,0.333333333,2,28,0.044444444,0.3236,0.5041,0.0827,0.4971,0.3013
1230,0.365128773,20.15673302,0.365128773,1230,Rural,0,4,2.133333333,4,0,0.711111111,0,39,0,0.3592,0.4912,0.5614,0.8268,0.5793
1235,7.802617914,6.12004424,6.12004424,1235,Suburban,21,9,0.9,6,21,0.3,2,21,0.2,0.2459,0.4992,0.1565,0.0618,0.1074
1236,4.091633381,16.43170061,4.081794627,1236,Rural,10,2,1.333333333,2,10,0.444444444,0,34,0,0.3592,0.4912,0.5614,0.8268,0.5793
1237,5.825720434,5.626017056,5.626017056,1237,Urban,15,8,1.5,6,15,0.5,2,15,0.333333333,0.3507,0.6284,0.1501,0.2299,0.2632
1238,9.427541223,10.93995176,9.417936703,1238,Rural,21,10,0.9,8,21,0.3,2,21,0.2,0.378,0.7436,0.4737,0.7816,0.6035
1240,5.891950112,7.180608407,5.891950112,1240,Rural,13,10,1.7,8,13,0.566666667,2,13,0.377777778,0.1626,0.4738,0.2737,0.8162,0.3955
1242,7.964343022,8.89602128,7.964343022,1242,Rural,18,10,1.2,8,18,0.4,2,18,0.266666667,0.378,0.7436,0.4737,0.7816,0.6035
1242,7.964343022,8.89602128,7.964343022,1242,Rural,18,10,1.2,8,18,0.4,2,18,0.266666667,0.1626,0.4738,0.2737,0.8162,0.3955
1243,13.48692372,12.35585524,5.947054018,1243,Suburban,36,0,0,0,38,0,0,38,0,0.1757,0.4071,0.0317,0.3896,0.1644
1244,7.476202713,21.78383795,7.476202713,1244,Rural,23,4,0.7,4,23,0.233333333,0,44,0,0.1724,0.728,0.0271,0.1785,0.1488
1245,7.167032072,19.37126635,7.166309794,1245,Rural,17,2,0.866666667,2,17,0.288888889,0,44,0,0.3433,0.3204,0.1084,0.4647,0.2665
1247,0.264788086,2.176294168,0.252528654,1247,Suburban,0,5,3,4,0,1,2,0,0.666666667,0.7069,0.8187,0.4046,0.883,0.7965
1253,12.75641464,18.48827602,12.75368046,1253,Rural,30,2,0,2,30,0,0,35,0,0.3433,0.3204,0.1084,0.4647,0.2665
1254,7.518030934,9.486477904,7.518030934,1254,Suburban,20,10,1,8,20,0.333333333,2,20,0.222222222,0.1015,0.2228,0.1075,0.4137,0.1279
1255,13.02600971,19.48770582,12.89063784,1255,Rural,31,0,0,0,31,0,0,37,0,0.3433,0.3204,0.1084,0.4647,0.2665
1256,9.39824558,7.584329504,7.584329504,1256,Suburban,18,6,0.4,4,30,0,2,30,0,0.557,0.7527,0.1522,0.3902,0.4618
1257,6.717562616,23.13218954,6.717562616,1257,Rural,14,4,1.6,4,14,0.533333333,0,44,0,0.1722,0.2438,0.0061,0.2379,0.0872
1258,6.274813973,23.91256517,6.274813973,1258,Rural,24,2,0.4,2,24,0.133333333,0,61,0,0.0794,0.515,0.1666,0.0943,0.0795
1259,6.19507513,19.1045858,5.976725291,1259,Rural,19,2,0.733333333,2,19,0.244444444,0,48,0,0.1724,0.728,0.0271,0.1785,0.1488
1260,6.612704264,13.20517022,6.602196699,1260,Rural,16,10,1.033333333,8,16,0.344444444,2,27,0.066666667,0.378,0.7436,0.4737,0.7816,0.6035
1262,7.068894102,12.76045785,7.058375369,1262,Rural,16,10,1.033333333,8,16,0.344444444,2,27,0.066666667,0.378,0.7436,0.4737,0.7816,0.6035
1262,7.068894102,12.76045785,7.058375369,1262,Rural,16,10,1.033333333,8,16,0.344444444,2,27,0.066666667,0.3236,0.5041,0.0827,0.4971,0.3013
1264,8.669111016,15.756774,8.663882848,1264,Rural,27,2,0.2,2,27,0.066666667,0,35,0,0.2885,0.366,0.0295,0.1592,0.1218
1266,8.863395664,12.57432503,8.853308014,1266,Rural,19,10,0.833333333,8,19,0.277777778,2,27,0.066666667,0.1698,0.3908,0.3039,0.2962,0.2028
1267,4.812476324,5.633814254,4.811684113,1267,Suburban,14,6,1.6,4,14,0.533333333,2,14,0.355555556,0.3244,0.2768,0.266,0.7547,0.397
1270,11.2320451,9.269954231,8.162435872,1270,Suburban,20,10,0.933333333,6,22,0.266666667,2,22,0.177777778,0.2161,0.101,0.1168,0.0501,0.0312
1301,0.36755667,1.425204885,0.359783502,1301,Suburban,0,10,3,12,0,1,8,0,0.677777778,0.6648,0.6074,0.4051,0.6947,0.6592
1330,11.57573714,10.64818644,4.569965869,1330,Suburban,15,3,0.666666667,2,26,0.088888889,0,31,0,0.0821,0.3157,0.1145,0.2538,0.0987
1331,1.418579889,17.12108368,1.394791955,1331,Suburban,0,8,2.433333333,8,0,0.688888889,6,28,0.066666667,0.7123,0.7517,0.2011,0.8456,0.7208
1337,6.07783613,7.445819284,6.07783613,1337,Rural,14,9,1.6,10,14,0.533333333,4,14,0.4,0.2146,0.4724,0.1501,0.6177,0.3069
1338,10.53296616,9.628171839,7.550333515,1338,Rural,24,1,0.2,0,34,0,0,34,0,0.4726,0.6434,0.1384,0.5101,0.4289
1339,12.88553314,12.01815352,9.692037815,1339,Rural,26,1,0.133333333,0,36,0,0,36,0,0.4529,0.622,0.1134,0.5803,0.431
1340,7.807637289,7.59749646,7.807637289,1340,Rural,23,6,0.7,6,23,0.233333333,2,23,0.155555556,0.4529,0.622,0.1134,0.5803,0.431
1341,7.611659886,6.805976759,7.581736173,1341,Suburban,27,8,0.3,10,27,0.1,6,27,0.066666667,0.0821,0.3157,0.1145,0.2538,0.0987
1342,3.533879868,3.323022205,3.498761691,1342,Suburban,10,8,2,10,10,0.666666667,6,10,0.511111111,0.2269,0.3845,0.2216,0.3334,0.2184
1343,6.500585143,5.763124963,5.763124963,1343,Suburban,23,5,0.7,4,23,0.233333333,2,23,0.155555556,0.557,0.7527,0.1522,0.3902,0.4618
1344,7.371449986,8.878346407,7.371449986,1344,Rural,19,9,1.1,8,19,0.366666667,2,19,0.244444444,0.47,0.351,0.2068,0.4739,0.3686
1346,12.663075,12.10379589,12.663075,1346,Rural,42,0,0,0,42,0,0,42,0,0.4529,0.622,0.1134,0.5803,0.431
1347,4.679329254,5.657558837,4.679329254,1347,Suburban,18,6,1.2,6,18,0.4,2,18,0.266666667,0.2882,0.6773,0.3452,0.4184,0.3765
1349,5.128163018,6.463765034,5.128163018,1349,Suburban,15,6,1.5,6,15,0.5,2,15,0.333333333,0.2882,0.6773,0.3452,0.4184,0.3765
1350,7.642012334,8.43777684,7.642012334,1350,Rural,27,5,0.3,4,27,0.1,2,27,0.066666667,0.4529,0.622,0.1134,0.5803,0.431
1351,4.669501151,5.315043086,4.669501151,1351,Suburban,16,7,1.4,8,16,0.466666667,6,16,0.311111111,0.2882,0.6773,0.3452,0.4184,0.3765
1354,4.553721043,6.242510555,4.553721043,1354,Rural,10,6,2,6,10,0.666666667,2,10,0.444444444,0.2146,0.4724,0.1501,0.6177,0.3069
1355,7.504875916,15.66777835,7.379589416,1355,Suburban,16,3,1.2,2,19,0.244444444,0,38,0,0.2091,0.3723,0.148,0.3322,0.1883
1360,9.199732864,10.88763999,9.199732864,1360,Rural,19,9,1.1,10,19,0.366666667,4,19,0.255555556,0.2455,0.6948,0.0396,0.3154,0.2281
1364,2.712652814,16.34014148,2.712652814,1364,Suburban,12,3,1.533333333,2,12,0.4,0,34,0,0.48,0.6462,0.1193,0.7284,0.5059
1366,7.843481139,16.31606772,2.243633032,1366,Rural,0,4,1.866666667,2,17,0.288888889,0,32,0,0.377,0.2139,0.1509,0.4252,0.2531
1367,10.46066125,10.6100186,10.46066125,1367,Rural,38,0,0,0,38,0,0,38,0,0.4529,0.622,0.1134,0.5803,0.431
1368,6.568817844,14.60762455,6.568817844,1368,Urban,14,4,1.166666667,2,14,0.355555556,0,31,0,0.4989,0.2661,0.1954,0.4128,0.3353
1370,6.460829626,5.630267251,6.458036194,1370,Rural,18,6,1.2,6,18,0.4,2,18,0.266666667,0.4726,0.6434,0.1384,0.5101,0.4289
1373,7.968381648,7.650576709,7.933069448,1373,Suburban,15,15,1.5,16,15,0.5,10,15,0.488888889,0.2269,0.3845,0.2216,0.3334,0.2184
1375,9.736695758,9.654780401,9.727518716,1375,Suburban,19,8,1.033333333,10,19,0.355555556,6,19,0.366666667,0.214,0.0339,0.55,0.5807,0.2252
1376,1.790240117,3.34764103,1.790240117,1376,Suburban,10,6,2,6,10,0.666666667,2,10,0.444444444,0.5393,0.7991,0.477,0.6938,0.6637
1378,7.294197939,12.24052673,7.294197939,1378,Rural,24,3,0.4,2,24,0.133333333,0,32,0,0.47,0.351,0.2068,0.4739,0.3686
1379,8.744636326,11.30538011,8.744636326,1379,Rural,30,3,0,2,30,0,0,31,0,0.47,0.351,0.2068,0.4739,0.3686
1420,0.870027523,1.813172685,0.820423682,1420,Urban,0,16,3,18,0,1,10,0,0.855555556,0.769,0.804,0.7807,0.7185,0.842
1430,4.043985218,7.92075313,4.043985218,1430,Suburban,15,12,1.433333333,14,16,0.466666667,8,16,0.466666667,0.1834,0.1979,0.1245,0.3436,0.1372
1431,1.793838344,8.018222587,1.773954186,1431,Suburban,0,15,2.5,16,0,0.833333333,10,15,0.377777778,0.2829,0.0816,0.1699,0.0629,0.0497
1432,9.492890681,9.509421328,9.049471102,1432,Urban,21,21,0.9,20,21,0.244444444,6,21,0.233333333,0.1533,0.1987,0.2311,0.6237,0.2359
1434,6.912105462,6.925184243,6.526815324,1434,Suburban,16,17,1.4,16,16,0.4,10,16,0.4,0.1811,0.2413,0.3917,0.1586,0.1417
1436,8.609142473,10.53403566,4.317591501,1436,Urban,11,8,1.5,8,17,0.4,6,20,0.333333333,0.3023,0.2594,0.2477,0.5674,0.3081
1438,7.835855722,7.835855722,2.019970781,1438,Urban,7,17,1.833333333,18,14,0.533333333,10,14,0.533333333,0.3023,0.2594,0.2477,0.5674,0.3081
1440,5.916480195,5.916480195,0.448906942,1440,Urban,0,19,2.266666667,20,11,0.633333333,10,11,0.633333333,0.5844,0.6549,0.481,0.6032,0.6189
1450,10.1995722,10.50909375,9.510543223,1450,Urban,25,16,0.366666667,14,26,0.111111111,4,26,0.088888889,0.0749,0.0914,0.1712,0.1647,0.0422
1451,9.171291167,9.177503952,6.357264569,1451,Suburban,20,15,1,12,20,0.288888889,6,20,0.255555556,0.1811,0.2413,0.3917,0.1586,0.1417
1452,6.097890508,7.433345253,6.057538348,1452,Suburban,15,9,1.266666667,10,18,0.388888889,6,19,0.366666667,0.1759,0.0802,0.1944,0.1108,0.0492
1453,0.028569664,0.052972087,0.028569664,1453,Urban,0,26,3,26,0,0.866666667,14,0,0.866666667,0.2723,0.6809,0.5643,0.7683,0.5555
1460,7.401057977,9.070193979,7.361293043,1460,Urban,13,32,1.433333333,30,17,0.433333333,10,17,0.377777778,0.1345,0.3134,0.1815,0.312,0.1486
1462,3.119708657,3.119708657,3.328364009,1462,Urban,12,14,1.8,16,12,0.6,10,12,0.588888889,0.3053,0.2099,0.2731,0.4858,0.2744
1463,7.600130377,11.74551038,7.202454552,1463,Urban,20,7,0.733333333,6,24,0.2,2,29,0.022222222,0.3175,0.3853,0.1048,0.2496,0.1949
1464,5.847538207,5.866362439,5.372960893,1464,Urban,17,12,1.3,14,17,0.355555556,10,17,0.355555556,0.432,0.132,0.4918,0.7537,0.4611
1467,7.431113227,7.433165442,7.248628443,1467,Suburban,20,16,0.866666667,14,22,0.211111111,10,22,0.2,0.1811,0.2413,0.3917,0.1586,0.1417
1468,9.261519264,9.360868618,3.703802896,1468,Urban,9,17,1.633333333,18,16,0.466666667,10,16,0.466666667,0.3023,0.2594,0.2477,0.5674,0.3081
1469,7.06532369,7.653744721,7.06532369,1469,Urban,15,10,1.3,10,15,0.433333333,4,21,0.266666667,0.1631,0.1739,0.0317,0.0992,0.039
1473,1.461239382,1.461239382,1.418140816,1473,Urban,0,18,3,20,0,1,10,0,1,0.1811,0.2057,0.0353,0.0202,0.0159
1474,5.251155144,7.612647549,5.173254963,1474,Urban,10,10,1.7,10,10,0.566666667,4,19,0.333333333,0.1631,0.1739,0.0317,0.0992,0.039
1475,9.928948606,12.52619644,7.651300984,1475,Urban,14,10,1.266666667,14,19,0.366666667,6,19,0.366666667,0.4394,0.5694,0.1543,0.852,0.5351
1501,2.724940196,2.724940196,2.645473978,1501,Urban,6,29,2.366666667,30,6,0.788888889,20,7,0.766666667,0.1731,0.2137,0.1569,0.5884,0.2169
1503,6.675074644,6.675074644,4.213854723,1503,Urban,10,34,1.566666667,26,17,0.411111111,22,17,0.411111111,0.0881,0.2301,0.2431,0.2242,0.1027
1504,1.88402615,2.757060648,1.88402615,1504,Urban,6,41,2.4,36,6,0.644444444,28,6,0.644444444,0.1889,0.0958,0.1418,0.2748,0.0961
1505,5.72271068,3.861369289,3.861369289,1505,Urban,9,24,2.1,22,9,0.644444444,18,9,0.633333333,0.067,0.2941,0.1347,0.1639,0.0678
