"","GEOID","ICPSRSTI","ICPSRCTYI","ICPSRFIP","PID","X_CENTROID","Y_CENTROID","STATEA","COUNTYA","age18_64","age0_4","age5_14","age15_19","age20_24","age15_44","age55_59","age60_64","ageOv65","hispPop","amIndPop","asianPop","pacIsPop","totPop","whitePop","blackPop","NoHSPop","edSampl"
"1249","200127",0,0,0,2924,-55995.3505282,133281.77894,20,127,3356,419,850,508,400,2278,373,408,1457,64,22,8,0,6419,6346,19,1384,4242
"1250","200163",0,0,0,1072,-283869.264295,212321.063085,20,163,3657,525,1037,608,492,2539,418,381,1387,33,18,9,9,7006,6943,16,1434,4344
"1251","200007",0,0,0,1003,-235934.613343,-27059.9759027,20,7,3672,477,817,485,449,2422,436,404,1271,67,26,10,0,6548,6457,10,1290,4320
"1252","200003",0,0,0,1001,61286.2622997,80276.8458651,20,3,4514,637,1246,804,595,3262,487,487,1829,59,43,6,0,8749,8675,14,2204,5467
"1253","200039",0,0,0,1017,-378403.455825,264937.492372,20,39,2384,315,587,354,317,1563,288,264,977,14,8,7,0,4509,4493,0,937,2936
"1254","200181",0,0,0,2926,-488123.222895,222198.837886,20,181,4476,579,1219,829,562,3363,394,373,1030,418,17,10,0,7759,7400,16,1272,4570
"1255","200069",0,0,0,1030,-387239.084665,35718.0748878,20,69,2915,504,815,427,440,2234,250,213,640,105,4,5,0,5138,5053,6,1002,2952
"1256","200009",0,0,0,1004,-238173.881853,113173.334142,20,9,18383,2534,4438,2878,2857,13510,1682,1562,4282,439,74,145,0,31343,30598,322,5435,18636
"1257","200025",0,0,0,1010,-335645.70244,-22909.5625009,20,25,1361,154,330,216,106,879,178,164,596,20,9,2,0,2599,2579,0,443,1793
"1258","200169",0,0,0,1075,-141991.504555,145128.568967,20,169,29534,3675,7140,4774,4905,22977,2356,2090,5949,1045,142,342,12,48905,46307,1464,6715,28396
"1259","200095",0,0,0,1043,-186923.878191,8708.87870734,20,95,4968,663,1259,775,650,3466,537,530,1581,84,15,16,0,8960,8870,3,1881,5613
"1260","200079",0,0,0,1035,-124076.656085,61809.6312439,20,79,17782,2281,4217,2957,2781,13501,1448,1351,4685,1243,100,106,2,30531,29003,495,4990,18281
"1261","200061",0,0,0,1026,-64562.1625556,168641.216058,20,61,19203,3151,3990,3417,5294,16572,987,881,2029,1765,158,956,97,29852,21678,5705,3628,14061
"1262","200171",0,0,0,1076,-423827.404659,121012.429361,20,171,3224,500,974,493,423,2453,264,291,745,117,17,20,0,5782,5650,9,864,3392
"1263","200089",0,0,0,1040,-188274.313047,258255.030135,20,89,2752,367,678,389,330,1794,285,327,1179,3,11,4,0,5241,5218,4,935,3477
"1264","200205",0,0,0,1,22452.7413302,6663.88780874,20,205,6387,911,1761,928,805,4442,697,711,2443,92,48,18,2,12128,11970,29,2778,7723
"1265","240003",0,0,0,418,1651964.9036,337864.118934,24,3,239704,24968,59152,36664,36596,190256,18119,13452,25085,4595,699,4040,156,370775,321203,42860,62985,213475
"1266","310107",0,0,0,2614,-154211.300514,576874.335379,31,107,5967,898,1691,1036,738,4200,655,621,2196,31,461,6,0,11457,10985,1,2741,7094
"1267","310127",0,0,0,2624,12744.3658173,323681.601567,31,127,4749,602,1109,735,743,3457,427,460,1539,56,9,7,1,8367,8240,84,1670,5178
"1268","310123",0,0,0,2622,-578550.422589,493672.761771,31,123,3291,507,929,493,446,2391,292,314,1037,358,32,3,0,6085,5850,2,1383,3710
"1269","310079",0,0,0,2602,-209143.001916,380669.399246,31,79,27369,4038,7823,4053,4063,21150,2254,1953,5964,1355,114,86,17,47690,46788,120,6985,27713
"1270","310175",0,0,0,2644,-246786.533711,459570.70496,31,175,2935,416,826,445,341,2031,310,332,1158,21,3,6,0,5633,5618,2,1194,3605
"1271","310119",0,0,0,2620,-131846.25857,495901.014383,31,119,18196,2633,4416,2986,3249,14090,1478,1347,4580,154,179,74,2,31382,31038,29,5626,18098
"1272","310061",0,0,0,2595,-249214.631663,303811.943428,31,61,2253,279,572,322,245,1444,282,277,1054,16,4,6,0,4377,4355,3,1157,2959
"1273","310125",0,0,0,2623,-165308.825624,438423.664022,31,125,2462,399,685,423,334,1759,264,246,886,20,2,5,0,4740,4718,0,1033,2899
"1274","310085",0,0,0,2605,-425012.741534,350298.413754,31,85,785,108,207,113,87,537,83,87,178,0,0,2,0,1356,1354,0,187,841
"1275","310067",0,0,0,2598,-58121.2238099,309710.633781,31,67,13895,1620,3257,2046,1905,9916,1346,1312,4432,139,41,30,1,24456,24270,30,5969,15628
"1276","310185",0,0,0,2647,-133499.479478,379066.521777,31,185,8440,1114,2241,1398,1198,6311,749,702,2241,59,22,33,1,14798,14668,52,2317,8847
"1277","310117",0,0,0,2619,-418686.135368,466949.355356,31,117,327,39,82,60,42,223,31,42,105,0,0,0,1,593,592,0,141,370
"1278","310135",0,0,0,2626,-472136.181633,389557.882296,31,135,1969,332,508,285,240,1394,218,216,638,65,6,1,0,3637,3605,0,689,2272
"1279","310149",0,0,0,2826,-282045.653916,556295.621413,31,149,1273,194,387,181,166,956,108,108,396,8,2,2,0,2383,2375,0,455,1455
"1280","310109",0,0,0,2615,-57564.0749504,368202.636711,31,109,126267,13356,25027,19635,27849,103041,8152,7042,19572,2879,952,1684,39,192884,184902,3521,19818,107020
"1281","310001",0,0,0,1387,-210090.199165,341700.226066,31,1,18041,2167,4212,2877,3109,13608,1503,1449,4790,264,66,86,3,30656,30228,125,4488,18291
"1282","170183",0,0,0,2901,696914.365544,331052.347945,17,183,55396,7376,14889,8316,7736,40566,5430,4755,12471,1350,129,342,2,95222,87103,6778,21442,56930
"1283","170177",0,0,0,763,518358.181172,560750.841874,17,177,28692,3506,7706,4563,4092,21382,2662,2405,6850,245,40,135,3,49536,46527,2707,9638,29664
"1284","170159",0,0,0,755,681014.660843,164259.515009,17,159,10140,1234,2501,1675,1481,7564,952,837,2727,81,23,47,0,17587,17435,12,4270,10696
"1285","170081",0,0,0,617,612401.131158,112527.266598,17,81,20781,2775,5588,2977,2824,15208,2060,1864,5575,180,31,64,2,36552,34798,1603,9774,22388
"1286","170179",0,0,0,764,544598.831012,355631.664516,17,179,79509,10819,21691,12167,11280,61177,6476,5071,12515,808,180,394,10,132078,131014,208,23809,76121
"1287","170173",0,0,0,761,613401.720214,235178.89537,17,173,13287,1758,3737,2174,1772,9702,1301,1279,3747,113,19,36,3,23923,23821,22,5690,14482
"1288","170087",0,0,0,620,623179.55761,18823.5009269,17,87,5686,572,1329,855,766,4222,551,522,1529,82,16,10,0,9624,9219,354,2860,6102
"1289","170175",0,0,0,762,516506.4242,419518.168523,17,175,4065,550,1154,691,529,3002,386,416,1180,35,11,10,0,7389,7359,4,1396,4465
"1290","170193",0,0,0,770,678658.531293,93780.1140606,17,193,10134,1099,2311,1467,1301,7029,1051,1072,3408,102,39,23,0,17864,17748,28,5175,11686
"1291","170167",0,0,0,759,537989.730914,271047.420888,17,167,105696,12935,25961,15197,15290,80642,9116,7868,22037,1008,213,959,13,176089,163020,11400,29465,106711
"1292","170061",0,0,0,609,478668.607941,222168.19583,17,61,9110,1221,2496,1511,1253,6540,920,909,2871,60,8,14,1,16661,16612,13,4399,10180
"1293","170141",0,0,0,747,548699.864967,528198.103124,17,141,26792,3367,7800,4526,3644,20700,2332,2073,5452,1053,69,100,1,46338,45469,61,8975,27007
"1294","170093",0,0,0,2888,625834.380911,483258.76209,17,93,22094,3208,6953,3638,2908,18331,1490,1155,2621,1124,44,138,3,37202,36198,183,4730,20482
"1295","490027",0,0,0,1423,-1457885.59276,307939.889739,49,27,4239,1228,1827,786,548,3273,387,374,1132,157,137,135,0,8970,8557,1,1036,4581
"1296","490057",0,0,0,1435,-1316655.0591,532939.041093,49,57,81807,16274,25521,13576,14629,64523,6629,5649,13077,8570,736,1288,127,144616,135054,2225,16550,74557
"1297","490047",0,0,0,1431,-1138179.21811,375035.002244,49,47,10785,3023,4256,1935,1878,9270,631,535,1222,565,1952,47,0,20506,18319,6,2866,9411
"1298","490041",0,0,0,1428,-1354534.04924,252740.178379,49,41,7248,2028,2886,1226,1018,5613,604,648,1748,175,178,19,1,14727,14452,0,1713,7569
"1299","490051",0,0,0,1433,-1272312.69829,418920.562968,49,51,4381,1173,1723,733,661,3574,291,305,779,121,61,9,4,8523,8422,3,932,4233
"1300","490019",0,0,0,1419,-1160778.64439,249023.928778,49,19,4780,982,1478,737,784,3855,301,263,544,353,164,37,0,8241,7966,2,1127,4256
"1301","490025",0,0,0,1422,-1388859.92124,92414.8225844,49,25,2026,520,797,341,204,1527,187,212,438,46,38,4,1,4024,3963,1,411,2162
"1302","490021",0,0,0,1420,-1498412.46593,176970.366733,49,21,9519,2307,3363,1802,1953,7798,604,605,1286,239,372,57,4,17349,16782,18,1330,7947
"1303","490043",0,0,0,1429,-1245139.86755,475667.378845,49,43,5878,1139,1855,909,871,5148,314,273,715,204,45,25,2,10198,10073,7,875,5424
"1304","490013",0,0,0,1416,-1210960.06907,405504.869731,49,13,6264,1855,2798,1229,1063,5438,397,348,851,177,292,18,11,12565,12175,2,1417,5623
"1305","490031",0,0,0,2956,-1389648.07529,211938.572255,49,31,628,146,254,114,52,435,56,93,220,17,5,1,0,1329,1321,0,199,763
"1306","490055",0,0,0,2957,-1285330.12684,193507.223721,49,55,938,249,361,145,111,693,88,109,260,24,18,2,0,1911,1886,2,296,1045
"1307","490011",0,0,0,1415,-1338133.67999,504861.111043,49,11,79255,20217,31227,15312,12985,67635,5064,3621,6506,5436,754,1564,145,146540,138365,2235,9480,66838
"1308","490039",0,0,0,1427,-1323717.61646,318703.883107,49,39,7172,1960,2812,1590,1064,5687,582,641,1932,268,148,50,10,14620,14192,24,1854,7194
"1309","490049",0,0,0,1432,-1317837.07206,402463.326142,49,49,123104,32340,39174,23775,34595,108574,5977,5438,13276,5040,1879,1539,440,218106,211320,148,15226,88199
"1310","060073",0,0,0,860,-1909318.49226,-290398.255312,6,73,1194389,128959,255177,178292,227324,949646,89481,77014,191744,275177,14616,80400,9461,1861846,1514006,104452,236104,1073232
"1311","060063",0,0,0,855,-2077866.85249,553801.934334,6,63,10671,1295,2504,1384,1180,7608,1105,991,1990,636,498,48,5,17340,16443,163,2366,10976
"1312","060069",0,0,0,858,-2196511.96967,191232.564029,6,69,14220,2310,4480,2440,1952,11061,1212,1014,2509,11430,179,457,13,25005,17179,60,6015,13829
"1313","060089",0,0,0,866,-2153063.64824,662592.308844,6,89,69642,8495,18214,10467,8946,52807,6152,5569,12834,3455,2630,448,68,115715,110697,723,16968,69567
"1314","060099",0,0,0,871,-2162271.51703,292651.234396,6,99,157453,21907,42561,24675,24146,122918,13080,11220,29183,39889,3195,3913,193,265900,233557,3124,58009,152647
"1315","130005",0,0,0,411,1276770.27407,-573552.937408,13,5,5186,865,1750,857,702,3930,465,427,1018,52,10,4,0,9379,7957,1394,3023,5186
"1316","130287",0,0,0,530,1164668.24527,-570658.203718,13,287,5070,892,1834,876,728,3876,424,461,1172,82,3,10,1,9510,5989,3499,3117,5180
"1317","130185",0,0,0,1311,1211125.95204,-663542.224969,13,185,40853,5680,11653,7193,7989,33653,2686,2428,5923,875,113,234,25,67972,46711,20604,15244,35508
"1318","130003",0,0,0,410,1240686.79081,-607485.209074,13,3,3359,536,1142,673,465,2700,275,283,673,56,0,11,0,6141,4438,1691,2157,3325
"1319","130281",0,0,0,527,1108106.52827,-217717.354826,13,281,3431,267,711,745,421,2388,349,390,951,27,4,4,1,5638,5625,1,1920,3494
"1320","130251",0,0,0,1339,1335306.92077,-430048.15199,13,251,7820,1211,2325,1334,1174,5931,718,663,1851,153,3,15,0,14043,7635,6379,4678,7999
"1321","130285",0,0,0,529,1016234.58507,-441029.504294,13,285,28695,3830,8412,4206,4377,21227,2578,2451,6565,412,24,122,8,50003,34185,15633,16985,29186
"1322","130175",0,0,0,1306,1218900.95142,-479335.395088,13,175,20854,3014,6238,3499,2848,15781,1938,1846,4617,321,11,71,3,36990,24698,12190,11612,21391
"1323","130111",0,0,0,1279,1056485.25123,-230181.773423,13,111,8580,914,2247,1141,952,5838,944,860,2232,92,32,15,0,14748,14691,7,5608,9494
"1324","130275",0,0,0,525,1149072.7717,-668345.259383,13,275,21385,2970,6628,3886,3061,16486,1853,1787,4611,378,50,41,2,38098,23330,14626,11081,21579
"1325","130121",0,0,0,1283,1057700.17281,-351022.223107,13,121,369286,40242,88771,52578,60320,294069,26702,23246,61456,7574,644,2797,129,589904,280334,303508,118339,348083
"1326","130043",0,0,0,3042,1298413.94012,-474730.76389,13,43,4047,522,1302,655,518,2969,377,434,1223,92,6,13,0,7518,5088,2410,2680,4521
"1327","130037",0,0,0,2940,1073457.13806,-603110.216069,13,37,2988,465,1032,599,469,2267,271,267,844,55,9,10,2,5717,2411,3285,2057,3152
"1328","130007",0,0,0,412,1093064.91088,-623496.916498,13,7,2042,346,682,401,318,1598,179,161,484,40,10,1,1,3808,1897,1898,1464,2061
"1329","130181",0,0,0,1309,1241423.45299,-326225.936738,13,181,3833,507,1175,620,541,2809,377,350,807,92,3,5,1,6716,3855,2850,2282,3873
"1330","130081",0,0,0,1266,1148244.1217,-549588.537798,13,81,10647,1702,3514,1910,1556,8172,937,924,2427,192,19,32,5,19489,11778,7645,5933,10807
"1331","130153",0,0,0,1297,1150014.36754,-489119.224127,13,153,48407,6382,13564,8313,7694,39017,3502,2458,4142,1043,170,457,19,77605,60664,15887,12987,41683
"1332","130227",0,0,0,3048,1048757.08139,-276177.864581,13,227,6805,812,1875,1046,886,5106,556,569,1523,66,7,8,1,11652,11360,276,4368,7033
"1333","130307",0,0,0,538,1073461.51361,-545072.011981,13,307,1287,185,442,212,196,965,115,115,285,25,9,1,1,2341,1149,1180,829,1306
"1334","130305",0,0,0,3099,1326963.90586,-566458.40707,13,305,11957,1696,3622,1992,1709,9194,962,934,2186,139,21,24,0,20750,16726,3953,6028,11739
"1335","130103",0,0,0,3044,1366793.39473,-468448.006377,13,103,10493,1589,3509,1790,1460,8460,798,682,1569,134,22,23,0,18327,14853,3418,5328,9979
"1336","130139",0,0,0,1291,1109270.27897,-285221.092752,13,139,45733,5569,12523,7008,6389,35216,3737,3183,7533,552,102,133,2,75649,68471,6821,22942,44237
"1337","130271",0,0,0,523,1225496.54293,-538476.578028,13,271,6201,955,1900,1031,880,4567,595,633,1722,84,2,13,0,11445,7858,3570,4035,6679
"1338","390159",0,0,0,642,1061078.19003,384333.67446,39,159,17420,2246,5058,2679,2472,13584,1393,1197,3089,127,41,74,4,29536,28811,565,5299,17081
"1339","390031",0,0,0,2936,1182144.91074,401719.944054,39,31,20894,2667,5947,3224,2698,15342,1951,1783,4514,131,28,85,4,36024,35465,414,7762,21488
"1340","260087",0,0,0,2806,1031715.0177,695423.507683,26,87,40043,5979,14255,7174,5567,33575,2629,2239,5004,1325,168,181,3,70038,68767,163,12050,37063
"1341","260097",0,0,0,2809,843079.606414,1007649.33238,26,97,5608,751,1563,1024,706,4145,587,555,1528,30,901,13,0,10178,9246,5,2269,6134
"1342","390149",0,0,0,2890,990981.911168,378910.911485,39,149,24645,3849,7745,4079,3696,19311,2053,1741,4314,181,13,71,3,43089,42419,503,8588,23720
"1343","390027",0,0,0,1200,1037242.85816,281251.993529,39,27,20268,2802,5546,3324,3160,15547,1760,1561,3994,230,29,44,8,34603,33755,714,7104,19776
"1344","390107",0,0,0,1234,952700.783692,397737.049831,39,107,21490,3426,6812,3848,3466,16607,1879,1714,4195,314,24,51,2,38334,38081,17,7613,20782
"1345","260065",0,0,0,2796,945930.207217,628816.993555,26,65,182834,19791,39361,31716,44941,155268,10381,8430,20512,10559,1523,2722,44,275520,242649,21282,30782,139834
"1346","390075",0,0,0,1221,1177073.36622,430366.471966,39,75,15425,3342,5904,2829,2454,12494,1149,991,2978,141,34,21,0,29416,29334,10,8526,14887
"1347","390143",0,0,0,635,1063929.77607,504153.732424,39,143,36630,5209,11009,5968,5484,27881,3159,2789,6685,3267,75,101,0,63267,60272,1322,11697,35617
"1348","390105",0,0,0,1233,1193596.701,265262.373242,39,105,13533,1821,3913,2081,1820,10030,1281,1194,3054,138,27,30,0,23641,23362,206,6250,14006
"1349","390007",0,0,0,1191,1254525.16812,572255.945931,39,7,59982,7793,17923,9517,8267,44803,5611,5076,12335,1119,160,310,7,104215,100129,3060,20883,60719
"1350","260039",0,0,0,2784,898930.287095,857637.05011,26,39,5365,752,1503,950,727,4042,494,546,1187,49,44,15,1,9465,9333,56,1610,5533
"1351","390111",0,0,0,1236,1261921.74698,348880.357349,39,111,9830,1281,2960,1609,1343,7528,884,772,2291,42,7,7,0,17382,17355,6,3961,10189
"1352","390015",0,0,0,1195,1039078.59309,227154.509052,39,15,17730,2656,5665,3073,2476,13772,1506,1368,3893,119,20,43,0,31920,31425,411,8412,18064
"1353","390113",0,0,0,2939,991753.81059,313855.688269,39,113,354591,40464,88439,51989,53237,265708,31538,25528,57153,4159,669,3124,90,571697,471237,94561,103192,337699
"1354","390067",0,0,0,1217,1251314.26159,411465.687213,39,67,10358,1342,2930,1576,1399,7482,1018,995,2501,54,14,22,0,18152,17639,470,4311,10905
"1355","260077",0,0,0,2801,856475.372545,578788.528826,26,77,136733,14602,31328,22198,27780,110607,9372,7787,18909,2605,658,1381,36,212378,192265,15846,28254,116578
"1356","390003",0,0,0,1190,993105.884287,428849.570117,39,3,65436,9183,18680,10644,9888,49606,5929,5124,12486,928,135,370,6,112241,100306,10975,20746,63871
"1357","390053",0,0,0,1211,1172800.80997,233035.521242,39,53,17854,2257,4777,2841,2756,13692,1484,1234,3538,189,66,106,2,30098,28975,913,7829,17474
"1358","420019",0,0,0,1471,1337626.41113,495778.812145,42,19,89646,10512,23712,14427,13885,68538,7660,6793,15793,509,90,363,12,147912,146518,731,26412,85376
"1359","390139",0,0,0,633,1123268.52476,446659.960104,39,139,79303,9833,21149,12257,11546,59799,6931,5750,13439,990,135,358,7,131205,121010,9373,25912,76431
"1360","390093",0,0,0,1228,1146699.59452,508982.435618,39,93,164028,22250,48878,27107,24909,128195,13705,11227,23274,13124,451,960,12,274909,246516,19813,50059,151868
"1361","390023",0,0,0,1198,1032152.40544,337305.328554,39,23,89446,10766,24438,14123,13114,67068,8275,6941,17174,876,201,432,16,150236,136008,13173,30478,87839
"1362","390061",0,0,0,1214,978052.632649,249064.428506,39,61,525593,62380,131851,82263,85016,397552,46645,39055,104459,5516,763,4730,116,873224,699409,165994,179002,511956
"1363","390161",0,0,0,3107,952077.06706,433251.035518,39,161,17465,2456,4750,2691,2516,13062,1620,1403,4083,376,25,62,0,30458,30068,113,5354,18045
"1364","390047",0,0,0,1209,1064908.98358,301250.284199,39,47,15852,2169,4490,2319,2210,11840,1432,1272,3494,136,20,46,4,27467,26631,724,6955,16281
"1365","390051",0,0,0,3039,979506.658487,520826.560992,39,51,21505,3227,6732,3598,3130,17024,1826,1478,3949,1732,22,82,0,37751,36794,40,6506,21074
"1366","390175",0,0,0,2891,1058574.61662,445366.285542,39,175,12834,1803,3674,2087,1944,9710,1115,996,3036,164,27,29,0,22651,22501,13,4368,13143
"1367","390087",0,0,0,2938,1157673.65179,205253.666446,39,87,37137,5045,11053,5749,4916,27632,3413,2892,7010,312,105,74,1,63849,62056,1541,15631,37086
"1368","390039",0,0,0,1205,953671.774175,486298.101029,39,39,23179,3479,7235,3961,3698,18488,1818,1571,3741,2401,47,101,0,39987,38236,219,7129,21614
"1369","390085",0,0,0,1225,1214846.64555,564759.8305,39,85,132390,15023,35838,19662,18233,100209,11937,9138,17056,1098,202,1142,10,212801,207995,2944,32403,124039
"1370","260059",0,0,0,2794,937666.889229,547902.791479,26,59,24144,3211,7046,4259,3704,18617,2114,1888,5160,307,77,90,3,42071,41682,101,7467,23851
"1371","260121",0,0,0,2060,793789.359677,689589.372542,26,121,92288,12487,26149,15842,13917,70561,8360,7386,16863,2833,1120,376,19,157589,135531,19175,30966,89173
"1372","390073",0,0,0,1220,1148300.48396,305650.281353,39,73,14028,1836,4122,2241,1988,10666,1272,1066,2937,86,13,35,3,24304,24106,117,5560,14117
"1373","390115",0,0,0,1237,1199074.83354,327058.708482,39,115,7796,1145,2395,1329,1008,5825,736,732,2041,63,42,12,1,14241,13589,554,3234,8364
"1374","260125",0,0,0,2062,1024929.22135,646079.688106,26,125,632090,67489,163667,91920,88238,480364,55714,41524,89793,14478,2737,11659,61,1011793,942067,47962,133121,600699
"1375","260057",0,0,0,2793,917917.5015,703692.344753,26,57,23101,3242,6845,4344,3698,18305,1857,1722,4725,1321,126,57,2,40448,39482,36,6841,22362
"1376","390155",0,0,0,640,1260533.01339,529016.607885,39,155,146986,16770,39595,21960,20114,107941,14196,12128,24746,1374,201,770,36,241863,225709,14605,45632,143492
"1377","390013",0,0,0,1194,1264757.82909,382060.170688,39,13,48662,5552,12352,7032,6651,34428,4997,4843,11635,284,42,167,3,82569,80681,1592,19010,50981
"1378","260133",0,0,0,2065,851413.651902,774260.675428,26,133,10416,1486,3351,1815,1354,7883,980,949,2496,106,77,34,1,18928,18774,17,4179,10922
"1379","260145",0,0,0,2070,961521.016439,713834.56927,26,145,132792,18272,41553,22999,20730,105879,10440,8789,21000,12356,916,789,22,228059,182472,35841,42631,124520
"1380","390125",0,0,0,627,949062.662685,462351.247518,39,125,12076,1924,3905,2106,1853,9677,984,864,2027,507,21,16,0,21302,20672,238,4226,11514
"1381","390091",0,0,0,1227,1026848.91828,389898.29932,39,91,22418,3189,6375,3263,3064,16235,2267,2053,5089,148,30,55,4,39155,38299,711,8064,23295
"1382","390151",0,0,0,638,1219491.85438,465437.106259,39,151,228787,26665,60009,34104,32246,169326,21988,18180,42360,3379,531,1021,28,378823,352173,24111,73703,225842
"1383","390077",0,0,0,3040,1112275.56561,487129.420454,39,77,31358,4657,9658,5151,4656,24351,2612,2267,5657,681,43,82,12,54608,53591,577,9922,30525
"1384","260135",0,0,0,2066,936694.560752,862069.942929,26,135,3722,462,1016,628,449,2563,434,491,1212,10,30,2,0,6858,6817,1,1751,4303
"1385","260029",0,0,0,2781,850786.021747,921002.653987,26,29,11481,1567,3171,1924,1609,8874,961,981,2435,62,325,27,11,19907,19511,15,3570,11636
"1386","260117",0,0,0,2058,873777.80973,700572.817538,26,117,26682,3856,8364,4449,3786,20267,2405,2271,5786,581,161,108,3,47555,46887,112,9809,27100
"1387","260105",0,0,0,2053,777862.211431,766932.356957,26,105,15068,1912,3967,2340,2068,11053,1484,1444,3929,370,169,92,1,26365,25727,178,5451,16078
"1388","390029",0,0,0,1201,1268942.71724,468132.928019,39,29,66889,8608,18415,10060,9210,48901,6600,5669,13382,413,132,186,14,113572,111677,1409,24811,67279
"1389","390045",0,0,0,1208,1131531.0916,332072.758334,39,45,54679,7190,16823,8645,6648,42612,4326,3615,9376,399,81,206,11,93678,92935,319,16425,54372
"1390","390117",0,0,0,624,1105792.88566,415838.61953,39,117,15099,2175,4927,2500,1982,11954,1161,1020,2659,99,22,28,1,26480,26362,32,5421,14896
"1391","260035",0,0,0,2783,889349.163481,778413.470511,26,35,13256,1629,3837,2118,1700,9266,1472,1575,3674,96,139,19,1,23822,23620,8,6130,14538
"1392","260079",0,0,0,2802,861211.916569,853304.836829,26,79,6090,1006,1970,926,835,4654,563,535,1276,54,34,25,0,10952,10875,3,2319,6215
"1393","390135",0,0,0,631,961798.961045,308737.197735,39,135,22420,2882,6556,3522,2926,16986,1921,1686,4141,95,30,31,2,38223,37983,140,7921,22337
"1394","420109",0,0,0,925,1574247.83304,523754.822315,42,109,20704,2264,5242,3463,3348,15966,1657,1495,3544,115,25,50,1,33584,33316,145,7869,19267
"1395","260101",0,0,0,2811,789285.654382,805963.640412,26,101,13019,1469,3546,2159,1729,9477,1335,1270,3580,316,202,49,2,23019,22615,47,5329,14116
"1396","260161",0,0,0,2077,994139.125133,596155.298862,26,161,183707,17237,35303,27622,43315,157247,9579,7333,16853,4055,720,5598,33,264748,227091,28323,26964,141291
"1397","390123",0,0,0,626,1061620.05761,524390.34052,39,123,23607,2897,6433,3690,3077,17071,2363,2128,4785,1393,43,46,8,40076,39110,245,7957,23996
"1398","020100",54.5629510825982,673.616680032077,0,0,0,0,1.34723336006415,67.3616680032077,703.92943063352,92.2854851643945,192.654370489174,119.230152365678,80.8340016038492,596.82437850842,53.8893344025662,43.785084202085,52.542101042502,8.757016840417,144.153969526864,3.36808340016038,0,1131.67602245389,963.27185244587,2.02085004009623,142.8067361668,646.672012830794
"1399","020060",81,600,0,0,0,0,2,60,829,57,129,87,220,747,19,22,25,30,360,2,3,1094,660,47,109,601
"1400","280083",0,0,0,2264,525251.477946,-426294.517449,28,83,21962,4022,7645,4713,4136,17788,1785,1751,5245,412,18,190,7,41525,16724,24553,11618,21009
"1401","280073",0,0,0,2260,616022.004374,-682383.364045,28,73,13847,2039,4365,2427,2251,11352,962,881,2050,242,15,46,7,23821,21125,2562,4919,12787
"1402","280153",0,0,0,2294,689299.361043,-628518.479913,28,153,10480,1795,3615,1891,1722,8364,795,746,2086,149,9,10,2,19135,12695,6405,5477,10112
"1403","280149",0,0,0,2293,481710.243787,-562135.917138,28,149,28784,4658,9247,4937,4396,22999,2204,2147,5810,582,42,306,10,51627,31878,19301,11489,28389
"1404","280117",0,0,0,2279,679718.638204,-295924.447832,28,117,13632,1794,4027,2352,1914,10316,1156,1140,3253,130,23,19,1,24025,21383,2590,7825,13938
"1405","280091",0,0,0,2268,586110.19436,-681596.395978,28,91,13963,2295,4519,2490,2109,10523,1277,1219,3324,241,23,15,1,25708,17968,7691,7278,14295
"1406","280143",0,0,0,2291,511118.079425,-303802.316865,28,143,4444,1018,2177,1104,772,3679,414,400,1250,107,5,5,0,9652,2566,7050,3168,4581
"1407","280031",0,0,0,2165,608636.468557,-635208.88331,28,31,8480,1370,2909,1597,1277,6607,753,715,2118,114,1,5,4,15927,10410,5503,4876,8774
"1408","280061",0,0,0,2255,646400.024559,-589471.358717,28,61,9158,1556,3180,1607,1378,6949,835,749,2369,151,8,2,3,17265,8761,8487,4732,9544
"1409","280129",0,0,0,2284,610043.528275,-592195.967975,28,129,8285,1225,2716,1385,1136,6214,734,707,1995,141,7,7,1,15077,11864,3189,4275,8615
"1410","280133",0,0,0,2286,498437.896803,-422099.856078,28,133,18309,3391,6723,3711,3385,15114,1393,1331,4228,495,30,115,5,34844,13052,21611,10393,17634
"1411","280125",0,0,0,2282,482175.859299,-503776.54536,28,125,3928,813,1745,882,635,3212,302,334,935,107,16,17,1,7964,2700,5229,2246,3889
"1412","220009",0,0,0,216,380255.438197,-709847.226005,22,9,22060,3416,7581,4165,3132,16750,1959,2086,5642,572,46,18,0,41393,30730,10532,14142,23135
"1413","220053",0,0,0,235,306012.060156,-802571.769884,22,53,17686,3000,5873,3361,2782,13777,1444,1380,3525,483,34,20,5,32168,25933,6146,9047,17152
"1414","220061",0,0,0,238,311239.993234,-542477.756766,22,61,26175,2486,4961,6428,7540,22202,1492,1393,4262,444,36,164,9,39763,24661,14590,6489,18366
"1415","220077",0,0,0,245,420226.13464,-748909.924468,22,77,13254,2033,4404,2610,2003,10482,1108,1047,2736,412,10,22,0,24045,13984,10001,7329,13001
"1416","220105",0,0,0,84,534088.842984,-750244.272252,22,105,46176,7463,14059,9094,8425,37440,3342,3194,8282,1054,84,120,21,80698,55990,24295,20453,41689
"1417","220069",0,0,0,242,273979.941829,-641641.613433,22,69,22442,3295,6652,4630,4185,17910,1760,1721,5112,755,124,83,7,39863,24953,14450,9701,21101
"1418","510143",0,0,0,1755,1459857.892,51061.7726535,51,143,39836,4423,10600,6548,5572,30279,3600,3094,7138,483,25,49,4,66147,46052,19988,24258,39004
