GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C7L001,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C9E001,C9E002,C9E003,C9E004,C9E005,C67001,C67002,C67003,C67004,C67005,C67006,C67007,C67008,C67009,C67010,C67011,C67012,C67013,C67014,C67015,C67016,C67017,C67018,C67019,C67020,C67021,C67022,C67023,C67024,C67025,C67026
"G2100050","1980","A","3","6","Kentucky","21",,"Anderson","005",,,,,,,,,,,,,"06",,,,,,,,"ANDERSON COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0",12567,12072,474,7,0,0,1,0,3,5,1,0,1,0,1,2,12517,32,4,1,13,193,388,399,188,194,682,836,217,248,246,214,214,208,177,194,576,1028,1038,1499,1181,590,213,322,961,431,130
"G2100070","1980","A","3","6","Kentucky","21",,"Ballard","007",,,,,,,,,,,,,"01",,,,,,,,"BALLARD COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","1",8798,8463,311,8,0,0,0,0,1,0,6,2,0,0,0,7,8766,26,0,1,5,122,241,241,102,109,420,538,170,149,174,149,132,123,124,115,368,607,617,1011,875,432,185,275,873,487,159
"G2100090","1980","A","3","6","Kentucky","21",,"Barren","009",,,,,,,,,,,,,"04",,,,,,,,"BARREN COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1",34009,32261,1693,11,0,0,4,0,3,2,14,5,0,0,0,16,33779,155,15,13,47,512,923,939,476,491,1620,2130,570,627,643,596,559,513,521,517,1675,2632,2407,3894,3538,1766,721,947,2902,1457,433
"G2100110","1980","A","3","6","Kentucky","21",,"Bath","011",,,,,,,,,,,,,"06",,,,,,,,"BATH COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1",10025,9696,319,2,0,0,1,0,1,0,3,2,0,0,0,1,9954,53,0,4,14,150,316,301,160,147,484,663,168,200,189,211,172,165,163,137,491,720,727,1120,1001,470,215,255,831,431,138
"G2100130","1980","A","3","6","Kentucky","21",,"Bell","013",,,,,,,,,,,,,"09",,,,,,,,"BELL COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",34330,33352,858,39,0,0,3,0,15,1,17,0,6,0,0,39,34022,244,6,1,57,541,1069,1078,571,608,1944,2544,643,662,717,696,582,571,543,524,1726,2733,2523,3703,3134,1741,598,864,2476,1232,307
"G2100150","1980","A","3","6","Kentucky","21","1640","Boone","015",,,,,,,,"21",,,,,"06",,,,,,,,"BOONE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",45842,45392,219,31,0,0,44,8,13,5,34,12,1,0,0,83,45622,125,12,10,73,884,1594,1612,781,788,2566,3492,824,942,920,868,771,745,728,787,2445,4203,4010,5813,4562,1958,609,815,1988,926,211
"G2100170","1980","A","3","6","Kentucky","21","4280","Bourbon","017",,,,,,,,,,,,,"07",,,,,,,,"BOURBON COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1",19405,17430,1943,5,0,0,2,1,4,1,1,0,1,1,0,16,19313,57,1,15,19,301,590,547,300,268,933,1285,347,388,370,365,309,303,276,314,862,1481,1479,2240,2011,1021,371,575,1474,769,226
"G2100190","1980","A","3","6","Kentucky","21","3400","Boyd","019",,,,,,,,,,,,,"C",,,,,,,,"BOYD COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",55513,54259,1078,45,0,0,6,4,10,7,35,1,2,0,0,66,55267,93,15,6,132,816,1604,1509,811,695,2601,3498,882,959,995,960,911,904,823,878,2908,4553,4161,6553,6154,3149,1082,1488,4113,1972,534
"G2100210","1980","A","3","6","Kentucky","21",,"Boyle","021",,,,,,,,,,,,,"06",,,,,,,,"BOYLE COUNTY","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",25066,22675,2313,14,0,0,4,0,3,6,15,2,3,0,0,31,24904,95,7,6,54,308,633,645,309,379,1255,1710,503,596,508,467,484,511,529,416,1164,1866,1878,2821,2536,1328,488,729,1793,891,319
"G2100230","1980","A","3","6","Kentucky","21",,"Bracken","023",,,,,,,,,,,,,"06",,,,,,,,"BRACKEN COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0",7738,7674,46,7,0,0,0,0,1,9,0,0,0,0,0,1,7698,25,0,0,15,131,223,179,124,106,393,544,124,160,154,149,118,131,131,111,333,486,526,826,786,437,160,231,705,362,108
"G2100250","1980","A","3","6","Kentucky","21",,"Breathitt","025",,,,,,,,,,,,,"09",,,,,,,,"BREATHITT COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0",17004,16923,43,11,0,0,8,0,0,0,6,0,0,0,0,13,16839,99,6,17,43,349,647,619,280,298,950,1251,370,443,392,374,369,373,322,322,869,1401,1239,1719,1431,641,248,372,1117,465,143
"G2100270","1980","A","3","6","Kentucky","21",,"Breckinridge","027",,,,,,,,,,,,,"03",,,,,,,,"BRECKINRIDGE COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","1",16861,16225,611,12,0,1,0,1,1,2,1,2,1,0,0,4,16774,55,5,0,27,280,506,533,235,248,823,1102,331,349,371,341,292,280,267,242,769,1245,1199,1810,1590,891,323,490,1439,726,179
"G2100290","1980","A","3","6","Kentucky","21","4520","Bullitt","029",,,,,,,,,,,,,"03",,,,,,,,"BULLITT COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",43346,43007,226,47,0,0,10,0,12,5,9,1,6,0,1,22,43149,108,13,8,68,701,1379,1498,851,832,2999,3999,986,1018,1035,950,799,747,678,672,2025,3495,4193,5880,3731,1500,450,667,1411,693,157
"G2100310","1980","A","3","6","Kentucky","21",,"Butler","031",,,,,,,,,,,,,"03",,,,,,,,"BUTLER COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",11064,10994,42,16,0,1,3,2,1,0,4,0,0,0,0,1,11015,25,0,0,24,169,342,353,146,167,518,704,199,227,247,221,213,187,159,169,539,813,765,1279,983,564,218,282,931,519,150
"G2100330","1980","A","3","6","Kentucky","21",,"Caldwell","033",,,,,,,,,,,,,"03",,,,,,,,"CALDWELL COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0",13473,12617,825,17,0,0,0,3,1,0,0,0,2,0,0,8,13385,58,1,0,29,168,355,302,160,183,593,811,209,233,235,225,192,204,194,184,600,944,906,1419,1439,764,312,428,1428,743,242
"G2100350","1980","A","3","6","Kentucky","21",,"Calloway","035",,,,,,,,,,,,,"01",,,,,,,,"CALLOWAY COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",30031,28964,871,32,1,0,3,6,10,9,23,11,4,0,0,97,29868,68,16,13,66,329,677,651,289,303,1078,1446,349,430,443,460,1006,1240,1262,1166,2024,2149,1915,3124,2474,1471,589,802,2611,1395,348
"G2100370","1980","A","3","6","Kentucky","21","1640","Campbell","037",,,,,,,,"21",,,,,"B",,,,,,,,"CAMPBELL COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",83317,82218,817,65,1,0,6,18,9,34,25,54,1,3,0,66,82935,198,38,26,120,1460,2614,2396,1176,1132,4043,5648,1528,1610,1704,1709,1517,1592,1538,1442,4435,6641,5623,8482,8603,4462,1610,2229,6005,3200,918
"G2100390","1980","A","3","6","Kentucky","21",,"Carlisle","039",,,,,,,,,,,,,"01",,,,,,,,"CARLISLE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5487,5434,53,0,0,0,0,0,0,0,0,0,0,0,0,0,5465,15,0,1,6,57,138,152,82,76,247,342,105,101,92,90,84,84,75,82,223,355,332,588,601,311,118,172,601,284,95
"G2100410","1980","A","3","6","Kentucky","21",,"Carroll","041",,,,,,,,,,,,,"06",,,,,,,,"CARROLL COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","1",9270,9084,171,9,0,0,0,0,1,0,0,0,0,0,0,5,9220,25,0,0,25,148,272,267,149,137,437,581,175,181,176,173,167,163,148,131,448,623,675,1093,945,505,198,267,760,357,94
"G2100430","1980","A","3","6","Kentucky","21",,"Carter","043",,,,,,,,,,,,,"08",,,,,,,,"CARTER COUNTY","0","0","1","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0",25060,25022,7,12,1,0,2,0,4,2,5,0,0,0,0,5,24874,107,1,2,76,436,835,856,417,437,1350,1873,464,514,489,431,478,491,493,468,1264,1883,1874,2832,2283,1120,396,619,1768,848,141
"G2100450","1980","A","3","6","Kentucky","21",,"Casey","045",,,,,,,,,,,,,"05",,,,,,,,"CASEY COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0",14818,14768,22,4,0,0,2,0,2,6,2,0,0,0,0,12,14750,35,0,0,33,243,473,414,228,223,751,1046,282,313,302,288,266,218,226,210,670,1040,1060,1552,1503,766,309,454,1248,583,150
"G2100470","1980","A","3","6","Kentucky","21","1660","Christian","047",,,,,,,,,,,,,"04",,,,,,,,"CHRISTIAN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",66878,47574,17112,196,6,1,62,23,87,385,39,32,43,86,54,1178,64866,811,669,39,493,1374,2449,2293,1157,1099,3166,3935,980,1095,1055,1196,1615,2139,2467,2379,5603,6419,4723,6395,5041,2300,883,1205,3481,1854,575
"G2100490","1980","A","3","6","Kentucky","21","4280","Clark","049",,,,,,,,,,,,,"07",,,,,,,,"CLARK COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1",28322,26489,1789,8,0,0,2,0,0,3,5,1,0,0,0,25,28162,92,15,0,53,463,891,895,422,429,1492,1942,518,522,554,551,444,421,456,434,1364,2330,2449,3389,2917,1394,451,640,1758,936,260
"G2100510","1980","A","3","6","Kentucky","21",,"Clay","051",,,,,,,,,,,,,"08",,,,,,,,"CLAY COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1",22752,22357,347,8,0,0,3,8,0,6,7,0,0,0,0,16,22420,247,1,4,80,437,776,805,389,387,1414,1901,500,559,551,518,431,418,403,399,1141,1759,1654,2448,1924,994,312,444,1405,608,175
"G2100530","1980","A","3","6","Kentucky","21",,"Clinton","053",,,,,,,,,,,,,"05",,,,,,,,"CLINTON COUNTY","0","0","1","1","1","0","1","0","0","0","0","1","1","1","1","0","0","0","0","1","0",9321,9302,10,1,0,0,2,0,0,0,3,1,0,0,0,2,9254,49,1,0,17,120,270,260,150,145,464,598,156,184,155,175,159,149,156,135,457,650,619,1116,943,461,207,278,826,398,90
"G2100550","1980","A","3","6","Kentucky","21",,"Crittenden","055",,,,,,,,,,,,,"03",,,,,,,,"CRITTENDEN COUNTY","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0",9207,9118,75,6,0,1,0,0,2,1,0,0,0,1,0,3,9137,44,0,3,23,123,235,234,133,109,431,571,142,146,161,165,145,167,133,124,412,635,651,1095,831,481,211,307,941,480,144
"G2100570","1980","A","3","6","Kentucky","21",,"Cumberland","057",,,,,,,,,,,,,"05",,,,,,,,"CUMBERLAND COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",7289,6893,388,0,0,0,0,1,0,0,1,0,0,0,0,6,7230,50,0,0,9,97,184,191,101,99,302,430,145,140,128,137,118,123,97,118,328,491,479,769,825,420,164,247,707,360,89
"G2100590","1980","A","3","6","Kentucky","21","5990","Daviess","059",,,,,,,,,,,,,"02",,,,,,,,"DAVIESS COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",85949,82113,3390,91,0,1,28,20,28,22,56,68,3,0,1,128,85526,177,33,7,206,1504,2667,2542,1323,1288,4239,5846,1486,1586,1721,1729,1650,1577,1539,1557,4730,6988,6400,9530,8808,4359,1484,2042,5686,2843,825
"G2100610","1980","A","3","6","Kentucky","21",,"Edmonson","061",,,,,,,,,,,,,"03",,,,,,,,"EDMONSON COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",9962,9776,163,11,0,0,2,0,0,1,9,0,0,0,0,0,9903,39,0,5,15,149,298,329,170,147,507,689,173,155,227,226,204,175,162,150,424,693,705,1202,996,516,165,279,798,342,81
"G2100630","1980","A","3","6","Kentucky","21",,"Elliott","063",,,,,,,,,,,,,"08",,,,,,,,"ELLIOTT COUNTY","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",6908,6907,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6847,28,0,4,29,136,264,249,137,125,390,520,119,161,136,137,106,114,113,104,355,608,471,737,587,274,134,170,512,210,39
"G2100650","1980","A","3","6","Kentucky","21",,"Estill","065",,,,,,,,,,,,,"08",,,,,,,,"ESTILL COUNTY","0","0","1","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0",14495,14469,13,6,2,0,0,0,0,0,3,2,0,0,0,0,14421,47,4,11,12,223,444,443,206,226,788,1088,296,307,285,286,259,268,232,207,636,1029,1033,1702,1355,668,216,341,1100,662,195
"G2100670","1980","B","3","6","Kentucky","21","4280","Fayette","067",,,,,,,,,,,,,"E",,,,,,,,"FAYETTE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",204165,174605,27121,215,5,5,137,403,119,139,350,171,26,5,10,854,202677,538,158,94,698,3076,5569,5373,2686,2566,8722,11363,2824,3193,3045,3250,4663,5542,5805,5735,15733,22141,17757,22513,18834,9011,3089,4129,10665,5286,1595
"G2100690","1980","A","3","6","Kentucky","21",,"Fleming","069",,,,,,,,,,,,,"06",,,,,,,,"FLEMING COUNTY","0","0","0","1","1","0","1","1","0","0","0","0","0","1","1","0","0","0","0","1","1",12323,12085,228,3,0,0,1,0,1,0,2,0,0,0,0,3,12221,76,0,6,20,188,344,359,193,195,610,828,233,244,235,226,195,172,177,177,629,939,919,1302,1191,586,237,382,998,588,176
"G2100710","1980","A","3","6","Kentucky","21",,"Floyd","071",,,,,,,,,,,,,"09",,,,,,,,"FLOYD COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",48764,48463,202,22,0,0,1,1,2,0,34,0,0,0,0,39,48429,188,6,15,126,943,1757,1736,829,839,2698,3488,940,948,889,930,858,828,799,785,2538,4147,3805,5264,4562,2326,792,1211,3134,1363,355
"G2100730","1980","A","3","6","Kentucky","21",,"Franklin","073",,,,,,,,,,,,,"06",,,,,,,,"FRANKLIN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",41830,38200,3371,26,0,0,3,10,17,9,69,32,2,0,2,89,41625,104,8,6,87,592,1189,1151,572,598,2063,2541,674,717,772,697,708,698,758,796,2226,3934,3680,5033,4315,2113,753,1015,2690,1199,346
"G2100750","1980","A","3","6","Kentucky","21",,"Fulton","075",,,,,,,,,,,,,"01",,,,,,,,"FULTON COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","1","1","1","0","0","0","0","1","1",8971,7454,1495,10,0,0,1,0,3,0,1,0,2,0,0,5,8918,31,0,0,22,140,240,236,95,130,425,619,154,176,175,171,150,120,145,110,392,593,518,893,811,486,180,301,981,565,165
"G2100770","1980","A","3","6","Kentucky","21",,"Gallatin","077",,,,,,,,,,,,,"06",,,,,,,,"GALLATIN COUNTY","0","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0",4842,4709,108,18,0,0,1,0,1,0,1,0,0,0,0,4,4812,21,0,0,9,80,144,162,75,71,242,341,98,109,120,101,82,79,79,81,217,342,361,586,497,233,94,105,351,160,32
"G2100790","1980","A","3","6","Kentucky","21",,"Garrard","079",,,,,,,,,,,,,"06",,,,,,,,"GARRARD COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","1",10853,10257,582,2,0,0,1,0,0,0,4,0,0,0,0,7,10795,35,0,4,19,160,294,301,161,154,482,649,180,201,193,183,178,160,170,155,491,851,783,1246,1206,619,216,293,927,449,151
"G2100810","1980","A","3","6","Kentucky","21",,"Grant","081",,,,,,,,,,,,,"06",,,,,,,,"GRANT COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0",13308,13253,26,14,0,0,0,1,1,1,2,1,0,1,0,8,13246,42,1,6,13,213,423,426,216,210,719,982,271,290,277,253,220,205,203,184,586,932,1002,1666,1204,659,237,326,958,499,147
"G2100830","1980","A","3","6","Kentucky","21",,"Graves","083",,,,,,,,,,,,,"01",,,,,,,,"GRAVES COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1",34049,32456,1542,16,2,0,3,2,0,3,6,3,0,7,0,9,33890,100,5,2,52,444,886,885,469,445,1392,1972,494,614,617,610,558,508,464,500,1500,2428,2314,3830,3258,1993,788,1126,3431,1996,527
"G2100850","1980","A","3","6","Kentucky","21",,"Grayson","085",,,,,,,,,,,,,"03",,,,,,,,"GRAYSON COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0",20854,20732,83,16,0,0,6,0,5,2,8,0,0,0,0,2,20734,87,0,0,33,325,616,657,333,281,1065,1446,355,430,401,415,356,342,338,321,970,1557,1424,2245,2005,1078,426,613,1765,863,227
"G2100870","1980","A","3","6","Kentucky","21",,"Green","087",,,,,,,,,,,,,"03",,,,,,,,"GREEN COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0",11043,10662,374,2,0,0,0,0,0,2,2,0,0,0,0,1,10939,76,2,0,26,169,263,277,137,152,502,682,174,232,185,219,155,176,174,154,474,793,745,1267,1172,624,241,363,1052,497,164
"G2100890","1980","A","3","6","Kentucky","21","3400","Greenup","089",,,,,,,,,,,,,"08",,,,,,,,"GREENUP COUNTY","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","1",39132,38898,144,9,0,0,5,12,9,5,10,2,0,0,0,38,38965,82,17,5,63,592,1201,1275,619,616,2115,2884,723,850,798,755,630,619,572,597,1884,3060,3117,4972,4333,1946,617,869,2156,1051,281
"G2100910","1980","A","3","6","Kentucky","21",,"Hancock","091",,,,,,,,,,,,,"03",,,,,,,,"HANCOCK COUNTY","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0",7742,7617,104,6,0,0,1,4,4,0,0,1,0,0,0,5,7695,25,2,2,18,123,293,264,122,132,455,581,155,160,166,157,145,123,131,139,343,604,651,897,713,348,100,151,485,230,74
"G2100930","1980","A","3","6","Kentucky","21",,"Hardin","093",,,,,,,,,,,,,"03",,,,,,,,"HARDIN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",88917,75844,9899,308,14,4,134,20,149,616,36,48,42,69,41,1693,86418,1025,762,79,633,1689,3007,2818,1350,1261,3920,4952,1355,1437,1501,3323,4154,4211,3540,3079,7365,8181,6136,8945,6774,2652,950,1206,3222,1493,396
"G2100950","1980","A","3","6","Kentucky","21",,"Harlan","095",,,,,,,,,,,,,"09",,,,,,,,"HARLAN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",41889,39782,1927,99,0,0,2,1,11,8,25,2,1,0,0,31,41574,208,0,19,88,780,1439,1477,724,776,2350,3087,854,798,843,789,667,706,704,712,2256,3460,3151,4117,3729,2126,722,1044,2882,1361,335
"G2100970","1980","A","3","6","Kentucky","21",,"Harrison","097",,,,,,,,,,,,,"07",,,,,,,,"HARRISON COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0",15166,14676,463,6,1,1,1,1,3,0,7,0,0,0,0,7,15099,58,0,1,8,210,434,454,237,215,693,940,241,279,284,280,237,237,225,234,712,1085,992,1682,1546,805,344,428,1395,730,247
"G2100990","1980","A","3","6","Kentucky","21",,"Hart","099",,,,,,,,,,,,,"03",,,,,,,,"HART COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",15402,14161,1211,15,0,0,0,0,0,0,5,0,0,0,1,9,15272,87,7,5,31,233,436,420,231,235,747,978,316,320,332,324,266,265,263,247,666,1051,1035,1717,1580,888,357,467,1290,582,156
"G2101010","1980","A","3","6","Kentucky","21","2440","Henderson","101",,,,,,,,,,,,,"D",,,,,,,,"HENDERSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",40849,37706,2973,37,1,1,8,12,22,6,21,9,4,0,0,49,40603,79,11,6,150,695,1305,1193,535,630,2019,2738,667,769,772,797,704,692,689,719,2136,3537,3061,4580,4130,2115,737,984,2751,1478,416
"G2101030","1980","A","3","6","Kentucky","21",,"Henry","103",,,,,,,,,,,,,"06",,,,,,,,"HENRY COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","1",12740,12044,652,6,0,0,3,0,0,0,0,6,1,2,0,26,12652,48,9,3,28,206,318,316,170,177,632,834,219,246,259,248,208,196,194,170,571,921,931,1549,1284,710,247,402,1026,567,139
"G2101050","1980","A","3","6","Kentucky","21",,"Hickman","105",,,,,,,,,,,,,"01",,,,,,,,"HICKMAN COUNTY","0","0","0","1","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","1","1",6065,5429,630,1,0,0,0,0,0,0,0,0,0,0,0,5,6040,15,0,3,7,96,147,149,85,84,242,373,100,102,106,127,94,85,99,74,272,380,418,666,564,344,131,194,660,361,112
"G2101070","1980","A","3","6","Kentucky","21",,"Hopkins","107",,,,,,,,,,,,,"03",,,,,,,,"HOPKINS COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",46174,42859,3169,21,0,3,5,6,14,15,30,1,0,2,0,49,45923,139,13,5,94,702,1381,1483,718,726,2200,3045,785,826,848,786,697,733,733,735,2376,3844,3512,5151,4313,2292,903,1257,3541,1931,656
"G2101090","1980","A","3","6","Kentucky","21",,"Jackson","109",,,,,,,,,,,,,"08",,,,,,,,"JACKSON COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0",11996,11984,0,4,0,0,0,0,1,0,1,0,0,0,0,6,11871,92,1,4,28,206,409,385,232,210,676,872,237,256,215,235,199,206,193,176,596,945,818,1251,1091,606,169,330,888,475,120
"G2101110","1980","A","3","6","Kentucky","21","4520","Jefferson","111",,,,,,,,,,,,,"A",,,,,,,,"JEFFERSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",685004,569606,109702,821,7,5,284,438,481,395,761,371,103,34,10,1986,680663,1708,410,235,1988,10689,19900,19434,9547,9484,31539,40884,10660,11929,12753,12814,12075,12273,12386,12144,39657,62911,53025,74483,73417,37462,12928,17107,45868,23192,6443
"G2101130","1980","A","3","6","Kentucky","21","4280","Jessamine","113",,,,,,,,,,,,,"07",,,,,,,,"JESSAMINE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",26146,24939,1055,20,0,0,7,13,27,9,6,19,1,1,0,49,25959,112,6,6,63,508,939,885,439,420,1346,1647,410,457,433,449,511,620,574,624,1848,2693,2251,3007,2204,1017,347,461,1230,632,194
"G2101150","1980","A","3","6","Kentucky","21",,"Johnson","115",,,,,,,,,,,,,"09",,,,,,,,"JOHNSON COUNTY","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",24432,24359,20,20,0,0,5,0,12,2,4,0,2,0,0,8,24184,136,0,3,109,385,804,793,400,374,1328,1670,453,488,503,444,389,409,443,390,1205,2038,1885,2829,2279,1111,404,629,1744,817,218
"G2101170","1980","A","3","6","Kentucky","21","1640","Kenton","117",,,,,,,,"21",,,,,"B",,,,,,,,"KENTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",137058,132503,3767,105,5,0,44,72,103,43,51,107,9,1,0,248,136388,320,71,20,259,2430,4590,4265,2132,1949,6675,9217,2449,2541,2633,2561,2399,2500,2461,2409,7809,12027,10503,14448,13278,6779,2340,3358,9148,4879,1278
"G2101190","1980","A","3","6","Kentucky","21",,"Knott","119",,,,,,,,,,,,,"09",,,,,,,,"KNOTT COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",17940,17799,128,3,0,0,0,0,0,1,1,0,0,0,0,8,17778,101,0,7,54,328,606,705,331,338,1049,1419,387,423,377,377,379,362,336,288,940,1520,1349,1869,1438,744,312,367,1067,501,128
"G2101210","1980","A","3","6","Kentucky","21",,"Knox","121",,,,,,,,,,,,,"09",,,,,,,,"KNOX COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1",30239,29847,322,17,0,0,7,0,11,1,11,0,4,2,0,17,29936,140,1,12,150,555,987,1011,545,493,1788,2276,639,677,583,627,551,485,539,513,1440,2272,2158,3337,2493,1406,518,773,2176,1144,253
"G2101230","1980","A","3","6","Kentucky","21",,"Larue","123",,,,,,,,,,,,,"03",,,,,,,,"LARUE COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","1",11922,11357,546,11,0,0,3,0,0,0,2,0,0,0,0,3,11837,59,3,1,22,169,336,342,163,186,538,710,205,219,270,245,179,224,188,178,516,904,791,1380,1234,596,262,352,1064,532,139
"G2101250","1980","A","3","6","Kentucky","21",,"Laurel","125",,,,,,,,,,,,,"08",,,,,,,,"LAUREL COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1",38982,38588,309,22,0,0,2,3,5,5,32,0,1,0,0,15,38638,202,6,7,129,675,1249,1334,639,648,2080,2830,748,839,813,790,705,690,581,635,1988,3203,2951,4358,3658,1753,637,959,2545,1314,360
"G2101270","1980","A","3","6","Kentucky","21",,"Lawrence","127",,,,,,,,,,,,,"08",,,,,,,,"LAWRENCE COUNTY","0","0","0","0","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0",14121,14061,31,17,0,0,1,1,0,0,9,0,0,0,0,1,14007,57,0,0,57,232,473,449,220,223,779,1044,268,286,279,294,240,214,228,216,694,1087,992,1600,1232,645,236,360,1097,557,176
