GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,ZIPA,SEA,UATYPE,PLACDESC,CBD,INDSUBR,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,SUPFLG22,SUPFLG23,SUPFLG24,SUPFLG25,SUPFLG26,SUPFLG27,DHM001,DHM002,DHM003,DHM004,DHM005
"G1800830","1980","A","2","3","Indiana","18",,"Knox","083",,,,,,,,,,,,"06",,,,,"KNOX",,,,,,,,,,,,"1","1",,,,,,"1",,,,,,,,,4971,4324,9817,3208,2440
"G1800850","1980","A","2","3","Indiana","18",,"Kosciusko","085",,,,,,,,,,,,"02",,,,,"KOSCIUSKO",,,,,,,,,,,,,,,,,,,,,,,,,,,,5016,5739,15098,4090,4139
"G1800870","1980","A","2","3","Indiana","18",,"Lagrange","087",,,,,,,,,,,,"03",,,,,"LAGRANGE",,,"1","1","1",,,,,"1","1","1",,,,,,"1",,,,,"1",,"1","1",,3673,2560,4870,1149,909
"G1800890","1980","A","2","3","Indiana","18","2960","Lake","089",,,,,,"14",,,,,,"A",,,,,"LAKE",,,,,,,,,,,,,,,,,,,,,,,,,,,,52732,53703,119450,35200,29309
"G1800910","1980","A","2","3","Indiana","18",,"LaPorte","091",,,,,,,,,,,,"01",,,,,"LA PORTE",,,,,,,,,,,,,,,,,,,,,,,,,"1",,,10146,12932,26656,7062,6744
"G1800930","1980","A","2","3","Indiana","18",,"Lawrence","093",,,,,,,,,,,,"07",,,,,"LAWRENCE",,,"1",,,,,,,"1",,,"1",,,,,"1",,,,,"1",,"1","1",,5506,5285,11188,1853,1723
"G1800950","1980","A","2","3","Indiana","18","0400","Madison","095",,,,,,"44",,,,,,"04",,,,,"MADISON",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,13998,14807,35915,8048,8421
"G1800970","1980","B","2","3","Indiana","18","3480","Marion","097",,,,,,"44",,,,,,"D",,,,,"MARION",,,,,,,,,,,,,,,,,,,,,,,,,,,,65588,78852,163470,63558,72588
"G1800990","1980","A","2","3","Indiana","18","7800","Marshall","099",,,,,,,,,,,,"02",,,,,"MARSHALL",,,,,,,,,,,,"1","1",,,,,"1","1",,,,"1",,"1",,,3690,3789,10407,2506,2374
"G1801010","1980","A","2","3","Indiana","18",,"Martin","101",,,,,,,,,,,,"07",,,,,"MARTIN",,,,"1",,,,,,,"1",,"1",,,,,"1","1",,,,,"1","1",,,1565,1050,2701,498,460
"G1801030","1980","A","2","3","Indiana","18",,"Miami","103",,,,,,,,,,,,"09",,,,,"MIAMI",,,,,,,,,,,,,,,,,,,,,,,,,"1",,,3248,3282,10976,2690,1709
"G1801050","1980","A","2","3","Indiana","18","1020","Monroe","105",,,,,,,,,,,,"07",,,,,"MONROE",,,,,,,,,,,,,,,,,,,,,,,,,,,,5686,6450,14285,6573,15030
"G1801070","1980","A","2","3","Indiana","18",,"Montgomery","107",,,,,,,,,,,,"09",,,,,"MONTGOMERY",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,"1","1","1",,,2650,3288,10543,2214,2284
"G1801090","1980","A","2","3","Indiana","18","3480","Morgan","109",,,,,,"44",,,,,,"06",,,,,"MORGAN",,,"1",,,,,,,"1",,,"1",,,,"1",,,,,,,"1","1",,,4637,5610,13362,2846,2762
"G1801110","1980","A","2","3","Indiana","18",,"Newton","111",,,,,,,,,,,,"02",,,,,"NEWTON",,,"1",,"1",,,,,"1","1","1","1",,,,"1","1","1",,,"1",,,"1","1",,1455,1508,3882,870,694
"G1801130","1980","A","2","3","Indiana","18",,"Noble","113",,,,,,,,,,,,"03",,,,,"NOBLE",,,,,"1",,,,,"1",,"1",,,,,"1",,"1",,,,,"1",,,,3809,3524,9008,2234,1474
"G1801150","1980","A","2","3","Indiana","18",,"Ohio","115",,,,,,,,,,,,"08",,,,,"OHIO",,,,"1","1","1",,,,,"1","1",,,,,,"1","1",,,"1","1",,,,,828,557,1252,149,239
"G1801170","1980","A","2","3","Indiana","18",,"Orange","117",,,,,,,,,,,,"07",,,,,"ORANGE",,,,"1","1",,,,,,"1","1","1",,,,,"1","1",,,,"1","1",,"1",,3161,1951,4477,796,781
"G1801190","1980","A","2","3","Indiana","18",,"Owen","119",,,,,,,,,,,,"06",,,,,"OWEN",,,"1",,,,,,,"1","1",,,,,,"1",,"1",,,,,"1","1","1",,2056,1992,3921,851,668
"G1801210","1980","A","2","3","Indiana","18",,"Parke","121",,,,,,,,,,,,"09",,,,,"PARKE",,,,,"1",,,,,"1",,"1","1",,,,,"1","1",,,,"1","1",,,,1422,1853,5030,870,814
"G1801230","1980","A","2","3","Indiana","18",,"Perry","123",,,,,,,,,,,,"07",,,,,"PERRY",,,"1",,,"1",,,,"1","1",,"1",,,,"1","1",,"1",,"1",,"1",,"1",,3372,2017,4294,844,704
"G1801250","1980","A","2","3","Indiana","18",,"Pike","125",,,,,,,,,,,,"06",,,,,"PIKE",,,"1",,,,,,,,,"1","1",,,,,,"1",,,,,"1","1",,,2071,1535,3501,686,525
"G1801270","1980","A","2","3","Indiana","18","2960","Porter","127",,,,,,"14",,,,,,"A",,,,,"PORTER",,,,,,,,,,,,,,,,,,,,,,,,,,,,6983,9534,29631,9147,9548
"G1801290","1980","A","2","3","Indiana","18","2440","Posey","129",,,,,,,,,,,,"06",,,,,"POSEY",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,"1",,,,3164,2265,6511,1715,1469
"G1801310","1980","A","2","3","Indiana","18",,"Pulaski","131",,,,,,,,,,,,"02",,,,,"PULASKI",,,,"1",,,,,,,"1",,"1",,,,,"1",,,,,"1",,,,,1579,1259,3449,798,617
"G1801330","1980","A","2","3","Indiana","18",,"Putnam","133",,,,,,,,,,,,"05",,,,,"PUTNAM",,,,"1",,,,,,,,,,,,,,,,,,,,"1","1",,,2306,2594,7862,1613,1978
"G1801350","1980","A","2","3","Indiana","18",,"Randolph","135",,,,,,,,,,,,"04",,,,,"RANDOLPH",,,"1",,,,,,,,,"1","1",,,,,"1",,,,,"1",,"1",,,2750,3522,8460,1516,1381
"G1801370","1980","A","2","3","Indiana","18",,"Ripley","137",,,,,,,,,,,,"08",,,,,"RIPLEY",,,"1","1",,,,,,,,,,,,,,"1","1",,,,,"1","1",,,3678,2354,5932,840,1064
"G1801390","1980","A","2","3","Indiana","18",,"Rush","139",,,,,,,,,,,,"05",,,,,"RUSH",,,,"1","1",,,,,"1","1",,,"1",,,"1","1",,"1",,,"1","1",,"1",,2041,2152,5237,916,839
"G1801410","1980","A","2","3","Indiana","18","7800","St Joseph","141",,,,,,,,,,,,"B",,,,,"ST. JOSEPH",,,,,,,,,,,,,,,,,,,,,,,,,,,,21035,24672,56411,18218,20575
"G1801430","1980","A","2","3","Indiana","18",,"Scott","143",,,,,,,,,,,,"08",,,,,"SCOTT",,,"1","1",,,,,,"1","1",,,,,,,,,,,,"1","1",,,,3773,2069,4173,741,602
"G1801450","1980","A","2","3","Indiana","18","3480","Shelby","145",,,,,,"44",,,,,,"05",,,,,"SHELBY",,,,,,,,,,,,,,,,,,,"1",,,,,"1","1",,,4080,4336,10431,2210,1966
"G1801470","1980","A","2","3","Indiana","18",,"Spencer","147",,,,,,,,,,,,"06",,,,,"SPENCER",,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,,"1","1","1",,2758,1866,4580,1068,942
"G1801490","1980","A","2","3","Indiana","18",,"Starke","149",,,,,,,,,,,,"02",,,,,"STARKE",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,"1","1",,,3305,2658,4660,1142,818
"G1801510","1980","A","2","3","Indiana","18",,"Steuben","151",,,,,,,,,,,,"03",,,,,"STEUBEN",,,,,,,,,,,,,,,,,,"1",,"1",,,,"1",,"1",,1577,2430,6939,1916,1389
"G1801530","1980","A","2","3","Indiana","18","8320","Sullivan","153",,,,,,,,,,,,"06",,,,,"SULLIVAN",,,"1",,"1",,,,,"1",,"1",,,,,,"1","1",,,,"1","1",,"1",,2281,2630,6043,1200,1026
"G1801550","1980","A","2","3","Indiana","18",,"Switzerland","155",,,,,,,,,,,,"08",,,,,"SWITZERLAND",,,"1","1","1",,,,,"1","1","1",,,,,"1","1","1","1",,,,,,,,1265,836,1667,280,241
"G1801570","1980","A","2","3","Indiana","18","3920","Tippecanoe","157",,,,,,,,,,,,"09",,,,,"TIPPECANOE",,,,,,,,,,,,,,,,,,,,,,,,,,,,6311,7453,22199,8217,15141
"G1801590","1980","A","2","3","Indiana","18","3850","Tipton","159",,,,,,,,,,,,"05",,,,,"TIPTON",,,,"1",,,,,,,"1","1","1",,,,,"1",,,,,,"1","1","1",,1766,1472,4969,954,821
"G1801610","1980","A","2","3","Indiana","18",,"Union","161",,,,,,,,,,,,"04",,,,,"UNION",,,"1","1","1","1",,,,"1","1","1",,"1",,,"1","1","1","1",,"1",,,"1","1",,729,766,1717,388,355
"G1801630","1980","A","2","3","Indiana","18","2440","Vanderburgh","163",,,,,,,,,,,,"E",,,,,"VANDERBURGH",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,20310,16085,39778,12808,12730
"G1801650","1980","A","2","3","Indiana","18","8320","Vermillion","165",,,,,,,,,,,,"09",,,,,"VERMILLION",,,"1","1",,,,,,"1","1","1","1","1",,,"1","1","1","1",,"1",,,"1","1",,2590,1862,4997,942,877
"G1801670","1980","A","2","3","Indiana","18","8320","Vigo","167",,,,,,,,,,,,"G",,,,,"VIGO",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,9499,10879,25080,8455,10465
"G1801690","1980","A","2","3","Indiana","18",,"Wabash","169",,,,,,,,,,,,"09",,,,,"WABASH",,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,3221,3618,9286,2132,2450
"G1801710","1980","A","2","3","Indiana","18",,"Warren","171",,,,,,,,,,,,"09",,,,,"WARREN",,,"1","1","1",,,,,"1","1",,,,,"1","1",,,"1",,"1",,"1",,"1",,947,904,2509,494,437
"G1801730","1980","A","2","3","Indiana","18","2440","Warrick","173",,,,,,,,,,,,"06",,,,,"WARRICK",,,,"1",,,,,,,"1",,"1",,,,,,,,,,,"1",,"1",,3403,3339,10252,3297,3189
"G1801750","1980","A","2","3","Indiana","18",,"Washington","175",,,,,,,,,,,,"07",,,,,"WASHINGTON",,,"1","1","1",,,,,"1",,"1",,,,,"1","1",,,,,,,,,,3709,2287,4890,866,744
"G1801770","1980","A","2","3","Indiana","18",,"Wayne","177",,,,,,,,,,,,"04",,,,,"WAYNE",,,,,,,,,,,,,,,,,,,,,,,,,,,,7304,9009,19021,5140,4547
"G1801790","1980","A","2","3","Indiana","18","2760","Wells","179",,,,,,,,,,,,"03",,,,,"WELLS",,,,"1",,,,,,,"1","1",,,,,,"1","1",,,,,,,,,2110,2421,7098,1677,1301
"G1801810","1980","A","2","3","Indiana","18",,"White","181",,,,,,,,,,,,"09",,,,,"WHITE",,,,"1",,,,,,,"1",,"1",,,,,,,,,,,"1",,"1",,2224,2546,6885,1436,1219
"G1801830","1980","A","2","3","Indiana","18",,"Whitley","183",,,,,,,,,,,,"03",,,,,"WHITLEY",,,"1",,"1",,,,,"1",,"1","1",,,,"1","1",,,,,,,"1","1",,1790,2548,7913,1762,1089
"G1900010","1980","A","2","4","Iowa","19",,"Adair","001",,,,,,,,,,,,"03",,,,,"ADAIR",,,,"1","1",,,,,,"1","1","1",,,"1",,,,,,,,"1","1","1",,1243,653,2809,797,531
"G1900030","1980","A","2","4","Iowa","19",,"Adams","003",,,,,,,,,,,,"03",,,,,"ADAMS",,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,750,356,1684,532,365
"G1900050","1980","A","2","4","Iowa","19",,"Allamakee","005",,,,,,,,,,,,"04",,,,,"ALLAMAKEE",,,,"1","1",,,,"1",,,,"1",,,"1",,,,,,"1",,,,"1",,2428,919,3851,886,839
"G1900070","1980","A","2","4","Iowa","19",,"Appanoose","007",,,,,,,,,,,,"03",,,,,"APPANOOSE",,,,,"1",,,,,,"1",,"1",,,,,"1","1",,,,,,"1",,,2471,1184,3791,1299,877
"G1900090","1980","A","2","4","Iowa","19",,"Audubon","009",,,,,,,,,,,,"01",,,,,"AUDUBON",,"1",,,"1","1",,,"1",,,"1",,"1",,"1",,,"1","1",,,,,,,,1500,472,2294,635,484
"G1900110","1980","A","2","4","Iowa","19",,"Benton","011",,,,,,,,,,,,"05",,,,,"BENTON",,,"1",,,,,,,,"1","1",,,,,,"1","1",,,"1",,"1",,,,2760,1677,6645,1686,1195
"G1900130","1980","A","2","4","Iowa","19","8920","Black Hawk","013",,,,,,,,,,,,"E",,,,,"BLACK HAWK",,,,,,,,,,,,,,,,,,,,,,,,,,,,10314,9497,32968,11389,11708
"G1900150","1980","A","2","4","Iowa","19",,"Boone","015",,,,,,,,,,,,"02",,,,,"BOONE",,,,"1",,,,,,,"1",,"1",,,,,"1",,,,,"1","1",,,,3093,1710,7166,2374,1978
"G1900170","1980","A","2","4","Iowa","19",,"Bremer","017",,,,,,,,,,,,"04",,,,,"BREMER",,,"1","1",,,,,,"1",,,"1",,,,,"1",,,,,"1","1",,,,2918,1092,6156,1891,1943
"G1900190","1980","A","2","4","Iowa","19",,"Buchanan","019",,,,,,,,,,,,"04",,,,,"BUCHANAN",,,,,,,,,,"1",,,"1",,,,"1",,"1",,,,,,"1","1",,2172,1549,6173,1482,1166
"G1900210","1980","A","2","4","Iowa","19",,"Buena Vista","021",,,,,,,,,,,,"01",,,,,"BUENA VISTA",,,"1","1",,,,,,"1",,"1",,,,,,,,,,,"1",,"1",,,2036,1161,5406,2069,1819
"G1900230","1980","A","2","4","Iowa","19",,"Butler","023",,,,,,,,,,,,"04",,,,,"BUTLER",,,"1","1",,,,,,"1","1","1","1",,,,"1","1",,,,"1",,,"1",,,2910,1069,4694,1301,779
"G1900250","1980","A","2","4","Iowa","19",,"Calhoun","025",,,,,,,,,,,,"02",,,,,"CALHOUN",,,"1","1","1",,,,,,"1",,"1",,,,,,"1",,,,,"1","1","1",,1746,1004,3719,1290,827
"G1900270","1980","A","2","4","Iowa","19",,"Carroll","027",,,,,,,,,,,,"01",,,,,"CARROLL",,,,,"1",,,,,,"1","1",,,,"1",,"1",,,,,,"1","1",,,3594,1181,5444,1513,1247
"G1900290","1980","A","2","4","Iowa","19",,"Cass","029",,,,,,,,,,,,"01",,,,,"CASS",,,"1","1",,,,,,,"1","1",,"1",,,,"1","1","1",,"1",,,"1",,,1877,1257,5103,1361,1053
"G1900310","1980","A","2","4","Iowa","19",,"Cedar","031",,,,,,,,,,,,"06",,,,,"CEDAR",,,"1",,,,,,,,"1",,"1",,,,,"1","1",,,,,"1","1",,,2066,1294,5069,1622,1192
"G1900330","1980","A","2","4","Iowa","19",,"Cerro Gordo","033",,,,,,,,,,,,"04",,,,,"CERRO GORDO",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,4375,3797,11952,5477,4104
"G1900350","1980","A","2","4","Iowa","19",,"Cherokee","035",,,,,,,,,,,,"01",,,,,"CHEROKEE",,,,"1","1",,,,"1",,"1",,,,,"1",,"1",,"1",,,,,,"1",,1567,1012,4772,1458,1169
"G1900370","1980","A","2","4","Iowa","19",,"Chickasaw","037",,,,,,,,,,,,"04",,,,,"CHICKASAW",,,"1","1","1","1",,,,,,,,"1",,,,,,"1",,,,,,,,2131,751,4161,972,745
"G1900390","1980","A","2","4","Iowa","19",,"Clarke","039",,,,,,,,,,,,"03",,,,,"CLARKE",,,,,"1","1",,,,,,"1","1","1",,,,,,"1",,,,,"1",,,1037,733,2495,637,420
"G1900410","1980","A","2","4","Iowa","19",,"Clay","041",,,,,,,,,,,,"02",,,,,"CLAY",,,,,,,,,,,"1",,"1",,,,,"1","1","1",,,,,"1",,,1501,1341,5446,1817,1477
"G1900430","1980","A","2","4","Iowa","19",,"Clayton","043",,,,,,,,,,,,"04",,,,,"CLAYTON",,,"1",,,,,,,"1",,"1",,,,,"1",,"1",,,,,"1","1","1",,3314,1385,5423,1313,1100
"G1900450","1980","A","2","4","Iowa","19",,"Clinton","045",,,,,,,,,,,,"06",,,,,"CLINTON",,,,"1",,,,,,,"1",,"1",,,,,"1",,,,,,,,,,5650,4169,15129,4882,3615
"G1900470","1980","A","2","4","Iowa","19",,"Crawford","047",,,,,,,,,,,,"01",,,,,"CRAWFORD",,,"1","1",,,,,,,,"1","1",,,,,,"1",,,"1",,,"1",,,2858,1021,5138,1019,941
"G1900490","1980","A","2","4","Iowa","19",,"Dallas","049",,,,,,,,,,,,"02",,,,,"DALLAS",,,"1","1","1",,,,,"1",,"1","1",,,,,"1","1",,,,"1",,,"1",,2275,2029,8592,2456,2352
"G1900510","1980","A","2","4","Iowa","19",,"Davis","051",,,,,,,,,,,,"03",,,,,"DAVIS",,"1",,,"1","1",,,,,,,,"1",,,,,,"1",,,,,,,,1349,646,2453,647,394
"G1900530","1980","A","2","4","Iowa","19",,"Decatur","053",,,,,,,,,,,,"03",,,,,"DECATUR",,,,"1","1",,,,,,"1",,"1","1",,,"1",,,"1",,,"1","1",,,,1297,729,2271,608,787
"G1900550","1980","A","2","4","Iowa","19",,"Delaware","055",,,,,,,,,,,,"04",,,,,"DELAWARE",,,"1","1",,,,,"1",,,"1",,"1",,,,,,,,"1",,,"1","1",,2318,1186,4814,1100,834
"G1900570","1980","A","2","4","Iowa","19",,"Des Moines","057",,,,,,,,,,,,"06",,,,,"DES MOINES",,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,4585,3626,12490,4082,3230
"G1900590","1980","A","2","4","Iowa","19",,"Dickinson","059",,,,,,,,,,,,"02",,,,,"DICKINSON",,,"1","1","1",,,,,"1",,,"1","1",,"1","1",,,"1",,"1",,,,"1",,1266,1232,4421,1664,1358
"G1900610","1980","A","2","4","Iowa","19","2200","Dubuque","061",,,,,,,,,,,,"06",,,,,"DUBUQUE",,,,,,,,,,,,,,,,,,"1",,,,,,,"1",,,9618,6228,21553,5490,7565
"G1900630","1980","A","2","4","Iowa","19",,"Emmet","063",,,,,,,,,,,,"02",,,,,"EMMET",,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,1427,934,3133,1484,841
"G1900650","1980","A","2","4","Iowa","19",,"Fayette","065",,,,,,,,,,,,"04",,,,,"FAYETTE",,,,,,,,,,"1",,,"1",,,,"1",,"1",,,,,,"1","1",,3286,1540,6723,1768,1691
"G1900670","1980","A","2","4","Iowa","19",,"Floyd","067",,,,,,,,,,,,"04",,,,,"FLOYD",,,"1","1",,,,,,,"1","1",,,,,,,"1",,,,,"1","1",,,2134,1384,5417,1590,1371
"G1900690","1980","A","2","4","Iowa","19",,"Franklin","069",,,,,,,,,,,,"02",,,,,"FRANKLIN",,,"1","1",,,,,,,,"1","1",,,"1",,,,,,,,,"1",,,1678,902,3485,1352,845
"G1900710","1980","A","2","4","Iowa","19",,"Fremont","071",,,,,,,,,,,,"01",,,,,"FREMONT",,,"1","1","1","1",,,,"1","1","1","1",,,,"1","1","1","1",,"1",,,,"1",,1106,746,2796,711,626
"G1900730","1980","A","2","4","Iowa","19",,"Greene","073",,,,,,,,,,,,"02",,,,,"GREENE",,,"1","1",,"1",,,,,"1","1",,,,"1",,"1",,,,"1",,,"1",,,1174,1013,3516,1123,829
"G1900750","1980","A","2","4","Iowa","19",,"Grundy","075",,,,,,,,,,,,"05",,,,,"GRUNDY",,,,"1","1","1",,,"1",,,"1",,"1",,"1",,,"1","1",,,,,,"1",,1757,878,4028,1319,883
"G1900770","1980","A","2","4","Iowa","19",,"Guthrie","077",,,,,,,,,,,,"03",,,,,"GUTHRIE",,,"1","1","1",,,,,,"1","1",,,,"1",,,"1",,,,,"1","1",,,1667,977,3744,821,558
"G1900790","1980","A","2","4","Iowa","19",,"Hamilton","079",,,,,,,,,,,,"02",,,,,"HAMILTON",,,"1","1",,"1",,,,"1",,"1","1",,,,"1",,"1","1",,,,,"1",,,1761,1231,5047,1754,1237
"G1900810","1980","A","2","4","Iowa","19",,"Hancock","081",,,,,,,,,,,,"02",,,,,"HANCOCK",,,,"1","1",,,,"1",,,,"1",,,"1",,,,,,,,,,"1",,1694,804,3733,1313,765
"G1900830","1980","A","2","4","Iowa","19",,"Hardin","083",,,,,,,,,,,,"02",,,,,"HARDIN",,,,"1","1",,,,,"1",,"1",,,,"1",,,"1",,,,"1",,"1",,,2638,1602,5109,2496,1457
"G1900850","1980","A","2","4","Iowa","19",,"Harrison","085",,,,,,,,,,,,"01",,,,,"HARRISON",,,"1","1","1","1",,,"1","1",,,,"1",,"1","1",,,"1",,,,,,"1",,1661,1334,4956,1089,803
"G1900870","1980","A","2","4","Iowa","19",,"Henry","087",,,,,,,,,,,,"05",,,,,"HENRY",,,,"1",,,,,,,"1",,"1",,,,,"1","1",,,,,"1","1",,,1946,1395,4797,1779,1418
"G1900890","1980","A","2","4","Iowa","19",,"Howard","089",,,,,,,,,,,,"04",,,,,"HOWARD",,,"1","1","1","1",,,"1",,,"1",,"1",,"1",,,"1","1",,,,,,"1",,2092,637,2880,673,527
"G1900910","1980","A","2","4","Iowa","19",,"Humboldt","091",,,,,,,,,,,,"02",,,,,"HUMBOLDT",,,"1","1","1","1",,,,,,"1","1",,,,,,"1","1",,,,,"1",,,1352,918,3419,1221,736
"G1900930","1980","A","2","4","Iowa","19",,"Ida","093",,,,,,,,,,,,"01",,,,,"IDA",,,"1",,"1","1",,,"1","1",,,,,,,,,,,,"1","1",,,,,1357,488,2499,657,608
"G1900950","1980","A","2","4","Iowa","19",,"Iowa","095",,,,,,,,,,,,"05",,,,,"IOWA",,,"1","1",,,,,,,,"1","1","1",,,,,"1","1",,"1",,,"1",,,2160,900,4469,1073,904
"G1900970","1980","A","2","4","Iowa","19",,"Jackson","097",,,,,,,,,,,,"06",,,,,"JACKSON",,,"1","1",,,,,,"1",,"1",,"1",,,"1","1",,,,,,,,"1",,3400,1355,5553,1283,1082
"G1900990","1980","A","2","4","Iowa","19",,"Jasper","099",,,,,,,,,,,,"05",,,,,"JASPER",,,,"1",,,,,,,,"1","1",,,,,"1",,,,,"1","1","1",,,3927,2933,10579,2630,2175
"G1901010","1980","A","2","4","Iowa","19",,"Jefferson","101",,,,,,,,,,,,"03",,,,,"JEFFERSON",,,,,,,,,,,,"1","1",,,,,"1","1","1",,,,,"1",,,1637,1008,4257,1424,1893
"G1901030","1980","A","2","4","Iowa","19","3500","Johnson","103",,,,,,,,,,,,"06",,,,,"JOHNSON",,,,,,,,,,,,,,,,,,,,,,,,,,,,3571,2507,11660,8190,16272
"G1901050","1980","A","2","4","Iowa","19",,"Jones","105",,,,,,,,,,,,"06",,,,,"JONES",,,,,"1",,,,,"1","1",,,,,,,,,"1",,,"1","1",,,,2414,1418,5396,1456,1110
"G1901070","1980","A","2","4","Iowa","19",,"Keokuk","107",,,,,,,,,,,,"05",,,,,"KEOKUK",,,"1","1",,,,,,,"1","1",,,,,,"1","1",,,,,"1","1",,,1727,917,3989,891,589
"G1901090","1980","A","2","4","Iowa","19",,"Kossuth","109",,,,,,,,,,,,"02",,,,,"KOSSUTH",,,,"1",,,,,,,,"1","1",,,,,"1","1",,,,,"1","1","1",,2747,1361,5761,1830,1096
"G1901110","1980","A","2","4","Iowa","19",,"Lee","111",,,,,,,,,,,,"06",,,,,"LEE",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,4586,3562,11945,3456,2462
"G1901130","1980","A","2","4","Iowa","19","1360","Linn","113",,,,,,,,,,,,"F",,,,,"LINN",,,,,,,,,,,,,,,,,,,,,,,,,,,,10424,11344,42325,16941,16196
"G1901150","1980","A","2","4","Iowa","19",,"Louisa","115",,,,,,,,,,,,"06",,,,,"LOUISA",,,"1",,"1",,,,,,,"1","1",,,,,"1","1",,,,,"1","1",,,1154,1088,3198,993,597
"G1901170","1980","A","2","4","Iowa","19",,"Lucas","117",,,,,,,,,,,,"03",,,,,"LUCAS",,,"1","1",,,,,,"1","1","1",,"1",,"1","1",,,"1",,,,"1","1",,,1228,895,3073,857,514
"G1901190","1980","A","2","4","Iowa","19",,"Lyon","119",,,,,,,,,,,,"01",,,,,"LYON",,,,"1","1","1",,,,,,"1","1","1",,"1",,,,"1",,"1",,,"1",,,2392,587,2917,972,703
"G1901210","1980","A","2","4","Iowa","19",,"Madison","121",,,,,,,,,,,,"03",,,,,"MADISON",,,,"1","1",,,,,,"1","1",,,,"1",,"1",,,,"1",,,"1",,,1212,996,3949,997,668
"G1901230","1980","A","2","4","Iowa","19",,"Mahaska","123",,,,,,,,,,,,"05",,,,,"MAHASKA",,,,,,,,,,,"1",,"1",,,,,"1","1","1",,,,,,"1",,3260,1647,5805,1604,1529
"G1901250","1980","A","2","4","Iowa","19",,"Marion","125",,,,,,,,,,,,"03",,,,,"MARION",,,,"1",,,,,,,"1",,"1",,,,,"1",,,,,,"1",,,,4165,2147,7169,2041,1818
"G1901270","1980","A","2","4","Iowa","19",,"Marshall","127",,,,,,,,,,,,"05",,,,,"MARSHALL",,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,3440,2935,10918,4285,3579
"G1901290","1980","A","2","4","Iowa","19",,"Mills","129",,,,,,,,,,,,"01",,,,,"MILLS",,,"1","1","1",,,,,,"1","1",,,,,,,,,,,,"1","1",,,1659,1029,3463,1028,812
"G1901310","1980","A","2","4","Iowa","19",,"Mitchell","131",,,,,,,,,,,,"04",,,,,"MITCHELL",,,,"1","1","1",,,"1",,"1",,,"1",,,,,,,,"1",,"1",,"1",,1598,732,3324,1172,632
"G1901330","1980","A","2","4","Iowa","19",,"Monona","133",,,,,,,,,,,,"01",,,,,"MONONA",,,,"1","1","1",,,"1",,,"1",,,,,,,,,,"1",,,"1",,,1696,1011,3357,866,615
"G1901350","1980","A","2","4","Iowa","19",,"Monroe","135",,,,,,,,,,,,"03",,,,,"MONROE",,,"1","1","1","1",,,,,"1","1",,,,"1",,"1",,,,"1",,,"1",,,1215,771,2672,683,374
"G1901370","1980","A","2","4","Iowa","19",,"Montgomery","137",,,,,,,,,,,,"01",,,,,"MONTGOMERY",,,"1","1","1",,,,,"1","1",,,,,,,,"1","1",,,"1","1",,,,1578,1088,3701,1311,894
"G1901390","1980","A","2","4","Iowa","19",,"Muscatine","139",,,,,,,,,,,,"06",,,,,"MUSCATINE",,,,,,,,,,,,,,,,,,,,,,,,,"1",,,4536,3211,9085,3499,2727
"G1901410","1980","A","2","4","Iowa","19",,"O Brien","141",,,,,,,,,,,,"01",,,,,"O@BRIEN",,,,"1","1",,,,,,,"1","1",,,"1",,,"1","1",,,,,"1",,,2606,1070,4043,1407,1211
"G1901430","1980","A","2","4","Iowa","19",,"Osceola","143",,,,,,,,,,,,"02",,,,,"OSCEOLA",,,,,"1","1",,,,,"1","1",,"1",,,,"1","1","1",,,,,,,,1496,539,1916,683,429
"G1901450","1980","A","2","4","Iowa","19",,"Page","145",,,,,,,,,,,,"01",,,,,"PAGE",,,"1",,,,,,,,"1","1","1",,,,,"1",,,,,,"1","1",,,2448,1276,5294,1831,1309
"G1901470","1980","A","2","4","Iowa","19",,"Palo Alto","147",,,,,,,,,,,,"02",,,,,"PALO ALTO",,,"1",,,,,,,"1",,,"1",,,,,,,,,,"1",,,,,1397,898,3164,1200,854
