GEOID,Y,X,POP,state
85338,33.41730861389792,-112.41148614825069,41115,4
85337,32.95805010095511,-112.75179032920671,2793,4
85336,32.55854752720577,-114.78410503285549,700,4
85335,33.60458149590525,-112.32627716553556,31787,4
85334,33.61020274045866,-114.51744048111752,1482,4
85333,32.911515516724194,-113.41539042606978,790,4
85332,34.14958805568015,-112.8501043438242,2146,4
85331,33.777089927851726,-111.97210322422742,26960,4
85328,33.34265206426755,-114.66926569572688,259,4
85326,33.383186664555566,-112.56501947035136,51705,4
85325,33.926776819900425,-113.96885467181922,1212,4
85324,34.07683652802109,-112.1405488281296,2886,4
85323,33.434600313110764,-112.32220357274143,39507,4
85322,33.30003130110497,-112.78680590671486,752,4
85321,32.33511930365974,-112.77399868685444,4435,4
85320,33.93683333794505,-113.18137624483991,1197,4
85310,33.69994609000265,-112.17424008389696,19007,4
85309,33.53744116769024,-112.36201450601338,1485,4
85308,33.65911894729044,-112.18289817002156,63876,4
85307,33.53047725861208,-112.31472064105492,9230,4
85306,33.62272994192242,-112.17693507312536,24191,4
85305,33.53117620447988,-112.25050835954434,10822,4
85304,33.594254649409244,-112.1767221481533,25883,4
85303,33.52788768965984,-112.21886259383687,30310,4
85302,33.567638192786674,-112.17879844064345,36909,4
85301,33.53146784364675,-112.17929447935059,60161,4
85298,33.24031096016954,-111.7194805600308,21479,4
85297,33.27676499199927,-111.71490826838476,26979,4
85296,33.33421521452456,-111.74916742293087,36799,4
85295,33.30695384579698,-111.74000617424622,38332,4
85286,33.271971997602115,-111.83675173873377,38930,4
85284,33.335644864256246,-111.92837361739271,16479,4
85283,33.36615702500245,-111.9357158933122,44813,4
85282,33.392752694802034,-111.92714662650693,48671,4
85281,33.42274629222677,-111.92523183983583,57348,4
85268,33.60652842031136,-111.73061992000713,22684,4
85266,33.768829093103214,-111.92570749096882,11406,4
85264,33.619865252831545,-111.6559171693234,1249,4
85263,33.743333334926824,-111.66530115142223,2111,4
85262,33.77951040201808,-111.82643411273399,11275,4
85260,33.60801769126704,-111.88280552394843,36056,4
85259,33.58739420135071,-111.82036913605104,21422,4
85258,33.56497011273543,-111.89292310185922,23342,4
85257,33.466775168274914,-111.91576538120566,26755,4
85256,33.48895230169958,-111.85101160239249,4974,4
85255,33.6708017822097,-111.88122341197071,37270,4
85254,33.62010541984027,-111.95532759464076,45801,4
85253,33.55051142870396,-111.95529141772863,17047,4
85251,33.492486096413394,-111.9199904529387,34390,4
85250,33.522035869194816,-111.90618418206543,15906,4
85249,33.22369060209959,-111.79777304731456,36908,4
85248,33.23176989620608,-111.86526820462083,29821,4
85234,33.36425505032372,-111.73992368423264,50014,4
85233,33.349149573812774,-111.80800847712595,37564,4
85226,33.310938675040376,-111.92478337426184,37376,4
85225,33.31670100317776,-111.83266654469158,69810,4
85224,33.32495363523843,-111.87489519432265,42796,4
85215,33.46975821678523,-111.69973508289101,15963,4
85213,33.43874206985909,-111.77121961011495,31797,4
85212,33.34654585410563,-111.62124073036397,24492,4
85210,33.391019686788695,-111.84337365544252,36464,4
85209,33.37706938024695,-111.64302372077348,37377,4
85208,33.40422463974245,-111.62972595457536,34762,4
85207,33.44095835498434,-111.64518281739052,44744,4
85206,33.39898936958923,-111.7230452088025,33154,4
85205,33.43051205119027,-111.71700416813844,39858,4
85204,33.39920034233088,-111.78918440195221,60885,4
85203,33.435839196705196,-111.80504848098671,35541,4
85202,33.385898886947096,-111.87324554736672,37275,4
85201,33.43076268654861,-111.84846900077429,46092,4
85194,32.89977428975178,-111.63504522988363,6721,4
85193,32.826216143335536,-111.79519131542645,4906,4
85192,32.955752090197436,-110.73459823212404,2120,4
85173,33.286322013007805,-111.10660805295069,2872,4
85172,32.89406198304853,-111.95785850142599,1368,4
85147,33.093875387717,-111.74569509744222,4543,4
85145,32.55750639489088,-111.34960524756984,2106,4
85143,33.16048720250379,-111.55470807958756,35015,4
85142,33.22278482310117,-111.633961824386,48870,4
85141,32.70232846084424,-111.48196421017073,515,4
85140,33.23812715081568,-111.5440069625789,36711,4
85139,33.01823966645885,-112.08069985051633,17979,4
85138,33.056588827181244,-112.01649991443321,33633,4
85137,33.06565947769655,-110.9229350243282,2329,4
85135,33.005641565865204,-110.7866871252594,630,4
85132,33.046408438157805,-111.38987052048871,33556,4
85131,32.779338305650874,-111.55836082847408,18017,4
85128,32.97697568496805,-111.53289165209328,14823,4
85123,32.749076143184794,-111.67504416966507,10677,4
85122,32.907346832565366,-111.7424728739102,50942,4
85121,33.12676743285577,-111.90157110275514,2178,4
85120,33.41308560649851,-111.56972319328413,28168,4
85119,33.40445408623532,-111.52186811158931,21219,4
85118,33.358909895619576,-111.43273249740083,12246,4
85087,33.89533102780797,-112.10574173918822,7708,4
85086,33.842169094529865,-112.11342059085936,40495,4
85085,33.754907265713626,-112.10501672810965,17517,4
85083,33.726024147808765,-112.17109561638088,18104,4
85054,33.66975786107505,-111.95228212601086,5384,4
85053,33.62971359180385,-112.13142266916904,28480,4
85051,33.558263075375535,-112.13371116072395,40375,4
85050,33.677897201664464,-112.00018222558062,25736,4
85048,33.302473449965674,-112.0249817358927,33449,4
85045,33.29962413986965,-112.09873044734744,7238,4
85044,33.33123608400668,-111.98810696845915,37993,4
85043,33.43237717256016,-112.20537477914436,30560,4
85042,33.37977521358839,-112.03158859591629,40962,4
85041,33.387889062641456,-112.10391996296015,54947,4
85040,33.40129628867364,-112.03454411422464,29352,4
85037,33.490178862738034,-112.25974661397,44771,4
85035,33.471211989472344,-112.19003877052441,47486,4
85034,33.443729793001204,-112.04654324049112,5582,4
85033,33.493892896382974,-112.21282627844595,53037,4
85032,33.626585690547266,-112.00567563377147,65485,4
85031,33.49304907306995,-112.16996523079705,30493,4
85029,33.59589117848397,-112.12041746104944,43233,4
85028,33.584306687593035,-112.00917380042564,19157,4
85027,33.67074559162683,-112.10852995610593,37140,4
85024,33.67528337521701,-112.04553136791107,22898,4
85023,33.63387400741507,-112.09503728188145,31274,4
85022,33.63196002053711,-112.05345201079662,46395,4
85021,33.559035879431285,-112.09517984802004,37743,4
85020,33.56326277878444,-112.05751848396292,32850,4
85019,33.510833483230854,-112.14273287766869,25042,4
85018,33.49550132303917,-111.98984193615887,36065,4
85017,33.51354309294205,-112.1228418476835,38872,4
85016,33.50165211160938,-112.03251363190815,33896,4
85015,33.507841014090346,-112.10258071753712,37644,4
85014,33.50901264710648,-112.05674482726158,24782,4
85013,33.507097455951715,-112.08292499925112,19314,4
85012,33.50833157997401,-112.06992683483831,6390,4
85009,33.454038906767266,-112.13031361787192,52520,4
85008,33.46518014241802,-111.99912317123251,56145,4
85007,33.449786657970364,-112.09000212173945,14040,4
85006,33.46500103211777,-112.04740731753063,25742,4
85004,33.453967290096585,-112.07040179687927,4965,4
85003,33.452196804638575,-112.07821295986462,9369,4
84790,37.07878184856429,-113.55946687034388,35770,49
84784,37.00488887868411,-112.98060641649992,2745,49
84783,37.299553517834575,-113.67412654553604,805,49
84782,37.34825030282556,-113.6824552092811,794,49
84781,37.39123932198979,-113.51098675388359,188,49
84780,37.12627342206087,-113.501593866495,18756,49
84779,37.23900600383449,-113.16691817397718,641,49
84776,37.62565692661438,-112.08691615335172,538,49
84775,38.28124762165938,-111.32340377744616,431,49
84774,37.24648535953268,-113.2883196994947,1399,49
84773,38.26589788218632,-111.43476693715523,321,49
84772,37.80031372477651,-112.93698508111929,171,49
84770,37.12028721883709,-113.60309651889416,39131,49
84767,37.210161733002906,-112.99189153091177,679,49
84766,38.5817462910322,-112.26961060343893,147,49
84765,37.13404902336799,-113.65029105661495,6143,49
84764,37.66377524959718,-112.16491313488356,331,49
84763,37.1592527985055,-113.04541367876213,245,49
84762,37.507459644161024,-112.65940319488126,248,49
84761,37.84649522384913,-112.83759500517269,3131,49
84760,37.90225204776515,-112.7587578844982,559,49
84759,37.823690246932905,-112.4387850707488,2112,49
84758,37.2694759293201,-112.66271982467094,533,49
84757,37.46359305578628,-113.26332365013019,1167,49
84756,37.65839240973202,-113.55213545784531,366,49
84755,37.24936220592689,-112.7284927565902,112,49
84754,38.647068018889605,-112.11971683008422,3652,49
84753,37.93434721126405,-113.90086009632442,26,49
84752,38.21607296040078,-112.92257778601757,994,49
84751,38.39056826129152,-113.01274248227259,1680,49
84750,38.444891125986146,-112.23284122121844,469,49
84749,38.39334358465156,-111.5848124944474,218,49
84747,38.41677981005486,-111.63293463196376,1097,49
84746,37.24132448240773,-113.35920433776724,1149,49
84745,37.20670475344343,-113.27253796437829,4066,49
84744,38.519355339491035,-111.87923334681429,411,49
84743,38.20643392780938,-112.17768698615863,34,49
84742,37.540314601936366,-113.187633648922,260,49
84741,37.05785906636694,-112.40872624789093,5556,49
84740,38.24544985343905,-112.22135158752607,191,49
84739,38.626170798558285,-112.21588941636928,507,49
84738,37.16609336005394,-113.67671529349522,6878,49
84737,37.16590394010989,-113.31488375871143,14838,49
84736,37.56253621522129,-111.99756918136744,246,49
84735,37.64568439000251,-112.43946487741225,258,49
84734,38.35151653362012,-110.69527219065365,261,49
84733,37.32000324382412,-113.8309457599793,202,49
84732,38.440148082481656,-111.91376711803707,77,49
84731,38.25702538538438,-112.7583879744602,194,49
84730,38.75841330115422,-111.99100505350636,268,49
84729,37.323791292252665,-112.59814542813507,396,49
84728,39.13015631309803,-113.98033294084587,158,49
84726,37.765956756652905,-111.6038798199421,961,49
84725,37.569076948671004,-113.71943414192693,1964,49
84724,38.67862813945476,-112.14631289458748,1214,49
84723,38.17717849129545,-112.25632216341968,687,49
84722,37.421264768873776,-113.6269614883478,615,49
84721,37.72756718989096,-113.06946094456335,20961,49
84720,37.66445785931297,-113.09311957182295,19705,49
84719,37.69673927700636,-112.83910189310969,90,49
84718,37.56306666937232,-112.052583324103,189,49
84716,37.91390382549004,-111.4254877757885,297,49
84715,38.33436727712881,-111.54516510601464,459,49
84714,37.76537936572653,-113.69178483582948,835,49
84713,38.28755343596797,-112.62975696271872,3792,49
84712,38.09130926056671,-111.9758084830811,201,49
84711,38.703468514804655,-112.05863522235128,735,49
84710,37.4460285992682,-112.48789308175013,131,49
84701,38.76454026856397,-112.07365295179096,8692,49
84667,39.487343568422475,-111.63707172334169,405,49
84665,39.20614317644088,-111.67998653153784,528,49
84664,40.132613097269285,-111.58185930063172,8033,49
84663,40.16234037785932,-111.60205292531185,29975,49
84662,39.47398916447552,-111.49024264252544,1371,49
84660,40.103910346910745,-111.64297820748465,37995,49
84657,38.84684502363877,-111.96817985725201,505,49
84656,39.23865962479683,-112.10239105772915,345,49
84655,39.97801924417337,-111.79248300171736,10547,49
84654,38.953496655218316,-111.8429342444658,2689,49
84653,40.042354753046716,-111.665435435827,7947,49
84652,39.00743612359147,-111.86674460135927,872,49
84651,40.03205132013737,-111.73105352883249,23457,49
84649,39.362186823004365,-112.33852036214053,760,49
84648,39.71111634222946,-111.83328565952154,5776,49
84647,39.54413290631304,-111.4506528969445,4019,49
84646,39.5293738663509,-111.58445503662216,1657,49
84645,39.850154442671396,-111.84498405067123,2620,49
84643,39.11636446927021,-111.70750276685085,605,49
84642,39.26588634425212,-111.63754245658855,3548,49
84640,39.505644319782036,-112.37895364369929,121,49
84639,39.53867231154739,-111.87691090586672,963,49
84638,39.52325372689567,-112.28605602542149,294,49
84637,38.81316466236617,-112.43698685884544,729,49
84636,39.11385371322936,-112.28884931718453,474,49
84635,39.34397248174417,-112.68624755518664,863,49
84634,39.15751464292399,-111.81429212099216,3395,49
84633,39.94900367992949,-111.90223085511684,1048,49
84632,39.62680595992204,-111.64048464893759,1148,49
84631,38.96480252470944,-112.3428439440448,3067,49
84630,39.2388248686086,-111.8463698577388,294,49
84629,39.68373235987024,-111.44200841366093,2531,49
84628,39.95642639154314,-112.12859179588104,721,49
84627,39.35846841627409,-111.58089420082749,6310,49
84626,39.956088517396566,-111.97562068154569,410,49
84624,39.35044299068157,-112.59315143749731,5668,49
84623,39.47455520027775,-111.5532658973138,405,49
84622,39.12332392472206,-111.81771605012452,1517,49
84621,39.053046968205024,-111.8238992375515,240,49
84620,38.92080772682928,-111.9349377414041,1151,49
84606,40.2330322932795,-111.64403159721373,32291,49
84604,40.26361151309445,-111.6566601698953,49145,49
84601,40.2335045215664,-111.68106321155771,31486,49
84542,39.54323804697053,-110.73036107323723,1806,49
84540,39.20062298205946,-109.44101131164469,46,49
84539,39.559772274353925,-110.3857009184538,379,49
84537,39.23620405859013,-111.06684673550812,1505,49
84536,37.05833916851703,-110.2560421183437,1174,49
84535,37.90968559596548,-109.35388726470272,2601,49
84534,37.24058320616175,-109.230446865364,2654,49
84533,37.59215638146751,-110.55858398138687,267,49
84532,38.55420534299528,-109.5195541742015,9772,49
84531,37.11447737232981,-109.93388595955153,622,49
84530,38.30178890091453,-109.23254264002395,460,49
84529,39.6869046225413,-110.80688440694486,180,49
84528,39.33355985967504,-110.97473034306334,2742,49
84526,39.67844355939313,-110.87205510297319,4134,49
84525,38.9840768493816,-110.17266557664793,1183,49
84523,39.0907285793428,-111.13601770639923,1797,49
84522,38.92615116926308,-111.23674836467451,321,49
84521,39.393735147774116,-110.81640277200195,840,49
84520,39.54268080078087,-110.41396410184048,1302,49
84518,39.359725668238895,-110.8630301127014,702,49
84516,39.13581988281312,-111.09040203386296,227,49
84515,38.93579338992243,-109.17743170307504,15,49
84513,39.219796924843735,-111.01993313536276,1710,49
84512,37.15517203858224,-109.56237084240419,1093,49
84511,37.6030417639504,-109.46936919805543,4672,49
84501,39.59333699543847,-110.80331913260927,13612,49
84414,41.311930143665606,-111.97191982993813,26507,49
84405,41.16288174323315,-111.96898985545879,31348,49
84404,41.26954960557463,-111.99150951508499,56363,49
84403,41.18844165322145,-111.94934708647664,36582,49
84401,41.2156703494379,-111.99743393080222,35622,49
84341,41.76313641799354,-111.81832433989565,20109,49
84340,41.38969992459156,-112.03608345531558,3369,49
84339,41.643418687283095,-111.92677498986528,5046,49
84338,41.91215730349688,-111.93623132395992,481,49
84337,41.704555870089024,-112.18746123751215,11393,49
84336,41.95341642717057,-112.74456543932301,281,49
84335,41.83495477610613,-111.83599904380566,11372,49
84334,41.78670458485318,-112.14830394372585,230,49
84333,41.92049383887302,-111.80682451213842,2722,49
84332,41.70398378888506,-111.8154392243334,7218,49
84331,41.974294453736206,-112.23588462123732,272,49
84330,41.884004512486726,-112.14840633491131,502,49
84329,41.792881976389104,-113.39639018489684,202,49
84328,41.562216162530774,-111.83053643596195,1666,49
84327,41.86182187294439,-111.99089103874014,951,49
84326,41.68414863212918,-111.82018958428972,1763,49
84325,41.71603771867285,-111.98029455589916,2078,49
84324,41.49857737400925,-111.94185151679724,701,49
84321,41.725211078371466,-111.83411086109186,44074,49
84320,41.96830837918749,-111.85568133706587,2237,49
84319,41.63146629171784,-111.845854850468,7905,49
84318,41.799826857487716,-111.81429068922031,3918,49
84317,41.27206278678994,-111.72616158408847,2304,49
84316,41.771717723844255,-112.44359351332888,254,49
84315,41.16890720844121,-112.11649985118623,7581,49
84314,41.643019328937775,-112.08209720085553,1031,49
84313,41.65180801736841,-113.93165153991288,68,49
84312,41.75549848134831,-112.1561022120204,4028,49
84311,41.81598388505369,-112.1176273290902,714,49
84310,41.32542414963881,-111.84652794836748,4111,49
84309,41.708950860245416,-112.09269326479489,535,49
84308,41.97099216205663,-111.95810485968092,325,49
84307,41.54183351102884,-112.18064240578687,1375,49
84306,41.78802858423073,-112.0675556421374,318,49
84305,41.92175542460164,-112.05142203269868,751,49
84304,41.83094823432441,-112.00035238523549,40,49
84302,41.50554404541578,-112.02188993142893,23703,49
84301,41.61544543576079,-112.12617352205628,883,49
84180,40.77044430000001,-111.90110459999998,0,49
84144,40.7682605,-111.8925253,0,49
84128,40.692684836470406,-112.04426709877836,27983,49
84124,40.67961794990132,-111.82430109388679,21295,49
84123,40.6616432530734,-111.92201796553336,37900,49
84121,40.624931091242686,-111.82526159044669,41702,49
84120,40.687767169778134,-112.00016901395115,48956,49
84119,40.69403301161479,-111.95115763041755,53077,49
84118,40.65209499535582,-111.99363549233074,68295,49
84117,40.66310019264533,-111.83860673519213,24305,49
84116,40.78732901716582,-111.932724480177,33297,49
84115,40.71579599812165,-111.88517642286543,24668,49
84113,40.765616338264095,-111.8336611892843,245,49
84112,40.76554219472058,-111.8307404628388,1942,49
84111,40.75581775593179,-111.88244254531394,10744,49
84109,40.70399892492694,-111.81486104310288,23858,49
84108,40.74266030556648,-111.8210665932619,20738,49
84107,40.66067118501171,-111.8801535188988,30863,49
84106,40.70544249956789,-111.85661298111674,33384,49
84105,40.73747684223661,-111.85898241167135,22140,49
84104,40.75048680524605,-111.92741618102087,24869,49
84103,40.777724717435774,-111.87739979010651,21084,49
84102,40.76061841411599,-111.86404726359413,17421,49
84101,40.758784332912256,-111.89907067661389,5277,49
84098,40.7314896157792,-111.54913953920438,17282,49
84097,40.30016247759007,-111.67690720958662,21322,49
84096,40.50490171179485,-112.02206112242901,33396,49
84095,40.55897557926435,-111.96776297911151,50566,49
84094,40.57147573518579,-111.86221491102111,28069,49
84093,40.59369613702729,-111.83151145564472,23130,49
84092,40.559709058428396,-111.82767144662823,29525,49
84088,40.59442290646922,-111.96416406116478,35603,49
84087,40.88404063344297,-111.9090061096681,13983,49
84086,41.51621823116506,-111.17237353877672,401,49
84085,40.49276389545608,-109.93010839214178,531,49
84084,40.62470636985507,-111.96127185561652,37247,49
84083,40.66932713166315,-113.99461951937573,1516,49
84082,40.377833832438704,-111.41725298127405,743,49
84081,40.61180223680249,-112.0250902334882,40732,49
84080,40.10303281899564,-112.43933353047142,304,49
84078,40.45340915742653,-109.53648483056736,25851,49
84076,40.45264271720715,-109.84423622249788,390,49
84075,41.085568609326224,-112.06546240900406,24506,49
84074,40.56491916386712,-112.29740210123477,44310,49
84073,40.35168754776157,-110.43046095900743,191,49
84072,40.35691487551887,-110.6990212436408,372,49
84071,40.442185415425726,-112.37760256811373,1175,49
84070,40.57811019776832,-111.88521272090121,24861,49
84069,40.35521622422209,-112.46187661158608,505,49
84067,41.171691517826225,-112.04998887340128,37444,49
84066,40.30616803687625,-110.00224728686085,11283,49
84065,40.51159661305748,-111.94723021358526,38168,49
84064,41.67347881915942,-111.16029510315006,692,49
84063,40.170636431197536,-109.69404616156507,334,49
84062,40.38008284036529,-111.7431981590043,43269,49
84061,40.73200182823457,-111.339672331828,391,49
84060,40.66310015847093,-111.49944110197441,7596,49
84058,40.27970986749367,-111.70620797395584,30540,49
84057,40.31447089510971,-111.7058791549576,36666,49
84056,41.11144961503156,-111.99851322559898,3310,49
84055,40.73088162639673,-111.26113193701175,1406,49
84054,40.84594225556218,-111.91174605854148,16196,49
84053,40.44229438983222,-110.02819670372699,1115,49
84052,40.19027024139061,-110.04796437651504,1403,49
84051,40.38028606364625,-110.38232127321147,402,49
84050,41.070828863989426,-111.71993111771413,9290,49
84049,40.52091064420401,-111.47600833635971,4372,49
84047,40.61471458894201,-111.88617974431531,28936,49
84046,40.98220786092564,-109.73653354092691,793,49
84045,40.35421235831475,-111.91471101994956,16875,49
84044,40.69999678237247,-112.0851158753223,26524,49
84043,40.40590021630603,-111.86457152478512,49030,49
84042,40.34173436018851,-111.71049208306904,10094,49
84041,41.07247830019604,-111.97970179276369,44625,49
84040,41.08685612364047,-111.92918642896052,23026,49
84039,40.41745970868572,-109.8102342294558,1102,49
84038,41.840625280669094,-111.3254819991507,347,49
84037,41.0294935434196,-111.93606756400082,33369,49
84036,40.640608316313404,-111.28716892141465,6045,49
84035,40.34023814911167,-109.33879808793164,748,49
84034,39.982513353285114,-113.95485530362072,188,49
84033,41.01346585809645,-111.50024528055008,1032,49
84032,40.497318986444384,-111.3944473225637,17249,49
84031,40.44790583858008,-110.78369945283752,259,49
84029,40.59375534022055,-112.46332176949079,9473,49
84028,41.932045440778076,-111.40771439866205,824,49
84027,40.21206532399629,-110.81450554265163,452,49
84026,40.2871623851541,-109.85479981270151,1668,49
84025,40.98600650558023,-111.90244956310283,18255,49
84024,40.984812895342586,-111.44349507267785,63,49
84023,40.90233381468752,-109.35856139282996,266,49
84022,40.24455811940219,-112.75328698795369,896,49
84021,40.18514602523944,-110.39836240537079,3323,49
84020,40.5083475810781,-111.87048572672373,39765,49
84018,41.12902627963779,-111.48987124082063,179,49
84017,40.88979123970482,-111.36825040699844,3556,49
84015,41.12005848940298,-112.04495451684308,62494,49
84014,40.92703050235506,-111.87929464655755,15268,49
84013,40.30509853779952,-112.1022935458044,1011,49
84010,40.876224826280286,-111.87443262327429,44821,49
84007,40.32495644795753,-110.2113551488508,740,49
84006,40.56608182076237,-112.09838572381865,826,49
84005,40.346162991578886,-111.98726793138614,21410,49
84004,40.45411746372259,-111.77277721402322,9818,49
84003,40.4013707028049,-111.79549192244093,42384,49
84002,40.408225463971625,-110.30926918521534,302,49
84001,40.35296053658117,-110.27780980646229,725,49
83876,47.431265739781246,-116.91254329523123,1442,16
83874,47.632717577856376,-115.78536438906308,64,16
83873,47.50543661360037,-115.91487772702827,1591,16
83872,46.856599528833605,-116.97877525794172,705,16
83871,46.74163985409261,-116.75695588075035,1938,16
83870,47.13952565678626,-116.85522305018186,312,16
83869,47.97450676248054,-116.8547631785721,4161,16
83868,47.54024643514923,-116.18243862893765,769,16
83867,47.49591220798359,-115.95745421350223,616,16
83866,47.161084814335105,-116.42996445783251,320,16
83864,48.320808047745984,-116.53715513345915,17076,16
83861,47.29901951894529,-116.58520963179986,6360,16
83860,48.20045485693078,-116.55787556148178,6119,16
83858,47.82194078431129,-116.87846820670515,13656,16
83857,46.89557485980911,-116.8099339456168,691,16
83856,48.225366976292,-116.89151247651344,6340,16
83855,46.937753451930064,-116.9072768541858,2111,16
83854,47.72006550882511,-116.94048852151886,37245,16
83852,48.30689191548501,-116.53814589980713,884,16
83851,47.32376522952013,-116.8892215317054,1691,16
83850,47.52638003919322,-116.23910095180729,2129,16
83849,47.50834719702589,-116.00190729092415,1925,16
83848,48.64583965329873,-116.90087364857528,137,16
83847,48.58283490791564,-116.41124846931677,1719,16
83846,47.46949378473273,-115.79118000095856,770,16
83845,48.723019909266654,-116.16183605068358,1742,16
83844,46.729879101186704,-117.01351161582045,1353,16
83843,46.731347612252904,-116.9890610110218,25866,16
83842,47.45370065616734,-116.5811346106538,148,16
83841,48.1755406537831,-116.75151034888884,338,16
83840,48.310770607954424,-116.51562594128146,227,16
83839,47.5640330241049,-116.24860382574732,1417,16
83837,47.53607256221618,-116.11195785121927,3063,16
83836,48.242314405078965,-116.27203525053841,1033,16
83835,47.76824538656183,-116.778709889414,19990,16
83834,46.95325425966436,-116.70041900394821,254,16
83833,47.51439149407908,-116.74863011295663,1164,16
83832,46.55556046069398,-116.92784363755636,1524,16
83830,47.10674694648436,-116.38525312301607,733,16
83827,46.78176212132293,-116.17951072709252,143,16
83826,48.98329212161423,-116.18680298817421,45,16
83825,48.24980218264965,-116.60626486986368,190,16
83824,47.121509520927326,-116.90317824341135,348,16
83823,46.795449296258774,-116.54355792785877,1318,16
83822,48.16028152330694,-117.01846977886032,2006,16
83821,48.54375533749722,-116.840095217136,210,16
83815,47.72113142185703,-116.79557610576154,31015,16
83814,47.676267628014145,-116.781452028891,23371,16
83813,48.1111802026261,-116.62809605036944,1158,16
83812,47.008691280641,-116.25469332944851,66,16
83811,48.133529297555825,-116.15491336095013,1411,16
83810,47.55059413574319,-116.43955811609614,1189,16
83809,48.05616561659377,-116.59114671138953,401,16
83808,47.280585113956406,-116.11712407177696,147,16
83806,46.864685526634815,-116.39051755142063,220,16
83805,48.74043246284232,-116.31707579956525,7437,16
83804,48.028307725181676,-116.98717754285174,1254,16
83803,47.98231547060673,-116.53672069028671,744,16
83802,47.19384148420106,-115.71462260027195,68,16
83801,47.94258396625219,-116.7044675873469,6150,16
83716,43.570622502842454,-116.1066394218751,14523,16
83714,43.672837728456095,-116.27806258428065,20290,16
83713,43.64023742242606,-116.3346399702135,28103,16
83712,43.605452143183356,-116.17112921070627,8148,16
83709,43.568447367503005,-116.30397101727236,50034,16
83706,43.58859014861192,-116.19008307211588,29732,16
83705,43.58834617945747,-116.2287879617142,26631,16
83704,43.62831788350106,-116.28644649423508,39628,16
83703,43.65384567647947,-116.24507387093875,16565,16
83702,43.6323561343897,-116.20603782883184,22293,16
83687,43.59839668233325,-116.53955555508705,29697,16
83686,43.543381703857314,-116.56676093564288,46224,16
83677,45.04893428331221,-115.5324330572985,44,16
83676,43.65639172215979,-116.91309219281479,4347,16
83672,44.25867047709453,-116.9620276308531,8583,16
83671,45.37249112700694,-115.44524368061356,33,16
83670,43.99055542620168,-116.31481141003044,553,16
83669,43.702729492110436,-116.49216510007538,7365,16
83666,43.947197079888156,-115.95550182758274,52,16
83661,44.07946584452403,-116.91837854282835,9881,16
83660,43.79573199360682,-116.9412991277383,5890,16
83657,44.21022243477174,-116.2782650308453,174,16
83656,43.72689361534415,-116.79807698276056,582,16
83655,43.95574126666929,-116.80530518005513,4397,16
83654,45.01829358643886,-116.29583402758254,1672,16
83651,43.58598831847309,-116.59554493299879,28611,16
83650,43.03804609335105,-116.53873389624589,552,16
83648,43.055278241503274,-115.84761139520631,3238,16
83647,43.15651625185975,-115.68803398136794,20789,16
83646,43.6371027340791,-116.40468522893578,47098,16
83645,44.43467612873378,-116.66980905504757,636,16
83644,43.71741073220649,-116.60321421934114,9976,16
83643,44.62677035705991,-116.46026969495544,129,16
83642,43.593500910315726,-116.39366226176287,37008,16
83641,43.37928427637905,-116.58651882892565,3438,16
83639,43.53592490549222,-116.8305690840545,3300,16
83638,44.89277642106944,-116.0910076208232,5903,16
83637,44.116266941585465,-115.46453906620351,206,16
83636,43.89946923338728,-116.65282787470316,153,16
83634,43.48927661699595,-116.37347862904552,24494,16
83633,42.97212739609407,-115.21122779532499,540,16
83632,44.55661985371786,-116.43627120148723,214,16
83631,43.854321756159905,-115.85462666166625,1333,16
83629,43.91480244851759,-116.19656308748816,1721,16
83628,43.61043973985856,-116.94979689077525,4329,16
83627,42.94281557539159,-115.49315865362252,620,16
83626,43.67103858095744,-116.82212080678049,1192,16
83624,42.99094217326781,-116.09695064477462,1195,16
83623,42.95474341458158,-115.31424382534895,1517,16
83622,44.12489760465801,-115.96041505748887,1737,16
83619,44.00415253956437,-116.91821766281551,7201,16
83617,43.879397839823845,-116.5121527433086,15422,16
83616,43.70138265871178,-116.35675912081601,22780,16
83615,44.71257148239229,-116.07926773403679,1571,16
83612,44.79523746030187,-116.47578301524405,1925,16
83611,44.48954052662897,-115.97181980811932,2453,16
83610,44.60007688024045,-116.6853727194605,946,16
83607,43.6640292642084,-116.71349982688787,21732,16
83605,43.6508964860782,-116.67239896099345,39649,16
83604,42.756298365309284,-115.87163777016892,762,16
83602,44.070349374688774,-116.12647429358759,24,16
83601,43.824821080246465,-115.2025458387056,41,16
83555,46.207463981028496,-116.64924985380087,564,16
83554,45.71924979782728,-116.30171164034252,638,16
83553,46.38050524439282,-115.9241663353685,1100,16
83552,46.030921867838074,-115.94759861149988,1225,16
83549,45.403154539020434,-116.31286149076006,908,16
83548,46.33720536340127,-116.53367542764784,117,16
83547,45.278767657788144,-116.33188754265068,219,16
83546,46.510490532839405,-115.80479712207035,587,16
83545,46.47181597495114,-116.42640067984422,484,16
83544,46.48901278064422,-116.23982896924215,6092,16
83543,46.24891493884842,-116.24061081663994,717,16
83542,45.543345707508145,-116.32678370612578,129,16
83541,46.51215478793845,-116.46790876917818,1076,16
83540,46.39517170696028,-116.80193543392024,2190,16
83539,46.14730408173824,-115.7367569804924,2001,16
83537,46.62453694739418,-116.58169313096495,1044,16
83536,46.22150412956898,-116.01541356385141,4230,16
83535,46.55319350077257,-116.72098841681921,1089,16
83533,46.11041219126418,-116.24627017978013,178,16
83530,45.92679449023079,-116.11813082461752,5404,16
