"ZCTA","minDisOTP","countDrive","timeDrive"
"01258",13.1356777197864,1,24.17
"01259",9.35279387864597,1,19.06
"01260",5.23360142942625,3,16.79
"01262",5.61772642611419,3,16.88
"01264",10.851519941947,1,27.17
"01266",6.61879159530705,3,19.2
"01267",9.1060231033927,1,14.31
"01270",11.2693962576809,3,20.56
"01301",2.23776921555818,4,0
"01330",5.64174390310237,1,15.72
"01331",9.44973407488686,2,17.26
"01337",8.93006617998788,4,14.95
"01338",9.53506300628944,1,24.96
"01339",11.7326296183712,1,26.04
"01340",10.8975568163318,3,23.68
"01341",10.4698796792846,3,27.79
"01342",3.94902772457738,4,10.43
"01343",8.82821995547726,1,23.77
"01344",11.5597589158324,3,19.14
"01347",6.37476725589623,3,18.82
"01349",8.21825547849526,3,15.09
"01350",10.104188889709,1,27.07
"01351",7.08373020630433,3,16.39
"01354",6.60620293407092,3,10.99
"01355",22.6123077825711,1,27.51
"01360",12.5148700491715,4,19.2
"01364",15.9477172396489,1,26.67
"01366",15.2472427176331,1,23.96
"01368",10.6510276410041,1,17.69
"01370",7.99188734215698,3,18.67
"01373",10.6973848528933,6,15.85
"01375",11.8650584720765,4,19.39
"01376",2.81232895667897,3,10.15
"01420",3.55333004532812,3,0
"01430",10.5025084852576,3,16.38
"01431",11.0468536024326,3,15.75
"01432",13.1733996036681,3,21.68
"01434",9.96669241087983,3,16.22
"01436",2.00392434044696,2,0
"01438",5.31759875057675,4,10.48
"01440",5.77635709928266,4,11.4
"01450",14.5834329094442,1,26.38
"01451",12.7340939533585,3,20.7
"01452",10.3206753246033,2,19.45
"01453",0.872696079982609,5,0
"01460",12.6464554416884,3,17.68
"01462",4.41140514615673,3,12.58
"01463",15.4281903444044,1,29.42
"01464",8.56604247020808,2,17.48
"01467",10.1749336633744,2,22.45
"01468",5.82396642345034,4,9.71
"01469",11.0684208218014,2,21.17
"01473",1.80421534624024,4,0
"01474",9.80609412367246,2,19.15
"01475",5.04535339089156,2,11.46
"01501",4.33795218524647,13,6.28
"01503",9.12255532904776,13,17.4
"01504",4.40877637746846,17,6.67
"01505",6.51236754135991,10,9.64
"01506",12.2333074650039,2,21.11
"01507",7.15097858921257,10,12.32
"01510",11.6719565842059,10,19.19
"01515",12.0792734025534,4,19.6
"01516",7.38781264461144,11,18.47
"01518",7.59563374480225,1,11.3
"01519",5.35030735400013,11,10.06
"01520",6.81366499125063,10,11.41
"01521",9.42094515033538,1,18.53
"01522",10.5573884921441,6,22.35
"01523",6.86003771909288,10,12.64
"01524",5.65051774430126,10,8.34
"01525",10.1412408124537,11,19.8
"01527",0.901265714043174,13,0
"01529",7.32913080648998,2,15.77
"01532",3.6800964699282,12,9.4
"01534",9.53237981034541,11,14.21
"01535",16.7398613179082,2,28.68
"01536",5.63241319335259,11,11.44
"01537",8.47150793242466,11,12.04
"01540",8.31498214126624,11,9.31
"01541",8.09769320893079,9,16.3
"01542",6.32584966791464,10,10.37
"01543",15.3923436766046,6,21.66
"01545",3.85824260314536,11,11.01
"01550",1.30989439161586,6,0
"01560",5.90569537107,11,9.25
"01561",9.10229597021245,4,19.77
"01562",10.6144947803192,9,15.63
"01564",8.0962678722812,9,12.87
"01566",4.3432803069364,7,6.12
"01568",7.74204735632203,13,13.66
"01569",11.8107553032692,6,18.96
"01570",2.32834606846373,11,0
"01571",6.31116443157067,6,8.06
"01581",1.8511876135374,12,0
"01583",7.00924633424422,11,11.8
"01585",18.0395963072648,1,27.7
"01588",9.31655865769146,13,15.43
"01590",5.56510081404391,10,9.89
"01602",2.60570352167601,11,4.94
"01603",0.414638147082744,12,0
"01604",2.99816478749635,11,5.5
"01605",1.32842615222667,11,0
"01606",2.50616071494237,12,5.93
"01607",3.47733860716745,11,4.43
"01608",0.871959668995326,11,2.16
"01609",2.17810135090875,11,0
"01610",1.22516436907788,12,0
"01611",2.72094602780879,12,5.2
"01612",8.93995473729718,8,12.83
"01701",4.21492825522507,7,7.75
"01702",1.10117088720158,8,0
"01718",11.1319579424474,4,20.96
"01719",16.7688778065462,2,27.32
"01720",14.3788021241731,4,23.96
"01721",4.02279821578374,4,9.18
"01730",10.661391347888,7,15.9
"01731",6.91800483747959,10,13.22
"01740",13.2558814600694,11,21.37
"01741",8.75643259464292,5,17.23
"01742",10.0248981819869,5,18.73
"01745",5.85366397431818,12,11.52
"01746",5.71649240360558,4,15.2
"01747",3.52378829100139,7,4.66
"01748",7.46947650140924,11,12.15
"01749",11.0599835831211,11,19.44
"01752",8.07909021522708,10,15.71
"01754",13.7468176175837,3,23.46
"01756",6.53708464765703,6,10.69
"01757",1.53095528180351,7,0
"01760",4.77611317209995,12,10.04
"01770",5.15405075215269,4,11.46
"01772",6.81387101999732,12,10.52
"01773",4.96151130033944,12,10.22
"01775",15.5076615317439,5,28.68
"01776",9.89210108267118,3,17.75
"01778",6.86467648694602,11,13.52
"01801",2.37780446372747,23,0
"01803",5.63460035436807,18,6.78
"01810",4.98552204590496,8,12.33
"01821",6.04102932387257,6,11.11
"01824",3.03308271791063,5,8.62
"01826",6.62546890087635,4,9.58
"01827",11.4884093992578,2,21.74
"01830",3.03224314097735,5,0
"01832",2.89235176444441,6,5.04
"01833",2.7325105131912,8,0
"01834",2.45822519468957,7,7.55
"01835",2.93780907476956,8,5.15
"01840",0.763203497442378,8,3.21
"01841",0.845944935692286,7,0
"01843",1.31253694228038,8,4.64
"01844",3.27322955988888,8,6.39
"01845",6.05989079304119,9,11.6
"01850",4.51297485928609,4,6.6
"01851",1.15589961936829,5,0
"01852",3.93997143553551,7,5.72
"01854",2.43792428104127,4,4.81
"01860",6.78775033458481,5,10.05
"01862",6.04050084581006,6,10.44
"01863",2.872502065195,4,7.31
"01864",7.361387080331,9,13.72
"01867",3.91303976765856,19,11.44
"01876",0.926415774296794,7,0
"01879",6.73468277206221,3,12.21
"01880",3.76466636322243,21,9.59
"01886",7.066842536634,3,15.51
"01887",5.62582261998904,15,9.42
"01890",4.4036107793084,21,6.55
"01901",1.1183832498098,20,3.98
"01902",2.1051985462667,19,4.27
"01904",2.92293058818627,14,4.72
"01905",1.68589079540668,20,0
"01906",2.10781889947318,21,0
"01907",4.17962472792847,13,8.88
"01908",3.10105053062623,11,10.74
"01913",10.939401079003,6,14.58
"01915",5.63294142753531,9,8.5
"01921",2.23692335488386,8,16.96
"01922",8.42542927313172,7,12.74
"01923",0.385033026210121,10,0
"01929",6.71649475509785,5,11.49
"01930",0.627322951965414,4,0
"01937",0.518720166229143,11,4.96
"01938",11.8083648501429,6,20.98
"01940",3.53623769490073,16,11.86
"01944",7.31820879931328,6,10.84
"01945",7.86261243296083,10,13.59
"01949",2.37661105096656,11,0
"01950",11.8651848595622,7,18.74
"01951",13.151668016681,3,23.09
"01952",14.9526183009634,5,21.2
"01960",1.24746852687274,11,0
"01966",4.88401832964744,1,9
"01969",8.35194644345388,7,13.16
"01970",6.36356604379086,12,10
"01982",7.71039587050917,8,13.02
"01983",4.68550755350187,12,10.8
"01984",4.91032511824264,8,11.2
"01985",6.03489468035528,7,15.1
"02019",5.79217184624945,13,10.53
"02021",4.06805381729754,19,0
"02025",1.96966428109465,4,0
"02026",5.23427711941126,23,13.1
"02030",10.1030216458335,12,22.04
"02032",10.1508434998381,15,13.64
"02035",11.249975745746,13,18.39
"02038",7.98015414162634,4,17.37
"02043",3.33278332112104,7,9.6
"02045",4.90233729308283,4,11.78
"02047",14.8398562277333,3,22.97
"02048",8.03311444995781,11,19.81
"02050",14.7657507419618,3,25.6
"02052",11.7983710192991,9,20.78
"02053",4.80291692214532,5,14.09
"02054",9.55020453747628,4,20.16
"02056",12.1122217905217,6,24.72
"02061",7.58119488547458,7,14.31
"02062",8.90425480804319,19,11.17
"02066",6.86768061602165,3,10.92
"02067",6.85033461600278,7,11.25
"02071",13.0831495581748,3,17.84
"02072",2.20450466097363,18,0
"02081",12.9089030298925,11,16.13
"02090",8.46358290323877,20,12.15
"02093",9.02645186644739,7,22.02
"02108",0.67717984051919,22,3.26
"02109",0.466728587055679,21,6.36
"02110",0.739739525235867,24,3.11
"02111",1.2744961917053,22,3.34
"02113",0.333019524353248,24,3.82
"02114",0.536146768268249,21,0
"02115",1.71718107241329,21,3.36
"02116",1.65290561880248,21,2.03
"02118",0.489127636545725,22,0
"02119",0.922467280121851,22,0
"02120",1.0754808103177,22,3.49
"02121",1.25786124118674,24,3.27
"02122",3.48986843046663,25,7.55
"02124",2.50058027331838,24,7.57
"02125",1.8470005434692,22,5.08
"02126",2.42861373124158,24,7.66
"02127",1.89943297281653,22,5.66
"02128",2.25398057420184,23,4.99
"02129",1.51146676725284,23,5.51
"02130",1.31093964694491,22,0
"02131",2.0450163618851,22,7.54
"02132",1.91026371465233,21,9.46
"02134",1.2106138426659,21,4.18
"02135",0.778709793259229,20,0
"02136",4.27356272672468,22,9.59
"02138",2.15424182600951,18,5.33
"02139",1.14698969690352,19,0
"02140",2.64688830202362,18,7.55
"02141",1.56389682181216,21,4.79
"02142",1.55749380376643,21,4.51
"02143",0.814067488600006,19,5.71
"02144",2.72235549058544,18,8.12
"02145",1.91390952811082,21,7.22
"02148",3.99063559586002,23,7.68
"02149",2.35763190964844,23,4.5
"02150",0.632608706621125,23,0
"02151",2.49198495273273,22,4.97
"02152",3.83259930259987,18,10.35
"02155",4.55494891958685,23,10.07
"02163",1.38150508122895,20,4.89
"02169",1.88469981662816,22,4.34
"02170",0.217120347484995,25,0
"02171",2.25862801046535,24,3.56
"02176",4.4675614456804,23,7.19
"02180",2.59834237908097,24,6.92
"02184",3.70672626167214,18,5.77
"02186",5.08776843963668,21,10.06
"02188",0.897724639426553,19,0
"02189",1.39616128614874,17,5.22
"02190",0.891341977115645,18,0
"02191",4.02002248467587,17,6.71
"02199",1.58561593284583,18,7.34
"02203",0.300333966337225,24,2.5
"02210",2.05757250955616,18,10.02
"02215",2.02728282232216,21,4.74
"02301",2.0585069441154,10,0
"02302",1.09213593887296,10,0
"02322",3.39587165221117,17,8.99
"02324",8.24573894246998,7,16.3
"02330",7.00399368226384,5,22.06
"02332",18.7285712409315,3,24.56
"02333",5.06609684653097,8,15.94
"02338",11.8233317784496,5,27.17
"02339",8.48217533516646,8,14.75
"02341",9.46131433431378,5,18.96
"02343",4.29295470678188,17,7.94
"02346",15.0450951597511,4,21.9
"02347",11.1751800093214,7,21.13
"02351",4.83574080888867,9,8.93
"02356",4.94427943043994,8,11.58
"02357",3.96172351674592,8,11.41
"02359",14.3817249642777,6,24.76
"02360",3.41204808273116,3,0
"02364",14.0832410335576,1,17.12
"02366",0.268548070723855,3,0
"02367",14.7893425646354,3,24.48
"02368",1.56977697525745,18,10.69
"02370",5.28943446287259,9,10.25
"02375",7.40759987597257,8,16.61
"02379",3.59187499233904,9,10.51
"02382",5.12878209466616,8,8.92
"02420",6.24888075194695,19,11.2
"02421",5.45407888358051,19,7.98
"02445",1.64825685127106,20,6.16
"02446",1.54770594759903,20,6.31
"02451",1.50168810971961,16,0
"02452",1.97748418572265,16,4.97
"02453",2.23949052066135,16,5.7
"02457",7.97587814954084,16,15.12
"02458",3.11996903284426,20,6.04
"02459",3.3105320451354,19,5.27
"02460",3.96813587629761,20,7.82
"02461",4.43481917829778,19,5.72
"02462",5.07452377776347,18,12.1
"02464",5.04208305090093,19,8.77
"02465",4.21832438386221,19,8.68
"02466",3.89917404505671,18,9.23
"02467",1.85868206498274,20,0
"02468",5.80519473060899,19,8.69
"02472",2.30321247039302,19,3.38
"02474",3.53877376898651,19,6.21
"02476",2.4902576199448,18,5.58
"02478",0.868886439835802,19,0
"02481",6.63835881248353,15,16.08
"02482",8.32204123844137,15,14.92
"02492",6.86276661348006,21,12.16
"02493",3.29765538516208,16,10.71
"02494",5.72263856364084,19,9.78
"02532",3.40614870117402,3,14.4
"02534",8.42631599085806,2,14.18
"02536",5.017325177373,1,10.1
"02537",14.4617095201,2,23.49
"02538",1.97169337213705,3,0
"02540",0.541433692748145,1,0
"02542",8.46004686331298,2,17.93
"02543",9.85019615628791,1,11.92
"02553",4.37157058890903,2,19.97
"02556",6.78275331446733,2,11.3
"02558",1.14439371258363,1,8.51
"02559",6.32582443189596,2,17.1
"02561",7.90862280361124,3,17.67
"02562",8.74656208743974,2,16.8
"02563",12.1076568811634,2,28.4
"02571",3.65154738766424,5,9.41
"02576",8.38506725158025,5,14.6
"02601",6.36395408989982,1,13.42
"02630",6.5643051016051,1,13.55
"02631",11.327610292814,1,21.94
"02632",9.69405271330468,1,17.46
"02633",16.5588852693519,1,24.2
"02635",13.9539317543068,2,22.25
"02637",4.57204643523403,1,10.13
"02638",4.44175736317113,1,12.94
"02639",5.59296038083244,1,8.24
"02641",7.241300382322,1,14.58
"02644",11.5116137023889,1,26.7
"02645",10.563547337272,1,15.64
"02646",9.76804810705341,1,15.82
"02647",8.35809921959061,1,14.21
"02648",14.2341296984631,2,25.6
"02649",10.5703553763817,1,17.4
"02650",17.0706382557687,1,23.93
"02653",18.1365345176281,1,28.9
"02655",13.5580993208638,2,22.46
"02659",13.0988358871558,1,19.22
"02660",4.3445100438251,1,8.81
"02664",1.59118159520094,1,0
"02668",10.3126768233852,1,18.71
"02669",15.2023939222337,1,21.57
"02670",3.69245332631373,1,4.39
"02671",7.08659163254396,1,11.18
"02672",8.72381301771214,1,15.28
"02673",3.61284444670683,1,5.29
"02675",2.16762835036685,1,6.35
"02702",8.27143576025128,9,12.53
"02703",1.50308206975894,18,0
"02715",8.89582872129368,5,16.13
"02717",10.3922198446484,9,13.63
"02718",6.22419355174317,7,11.75
"02719",3.57310899562037,8,5.11
"02720",2.07356366084087,16,0
"02721",1.92110807923439,19,0
"02723",1.19445280682831,19,4.63
"02724",1.1660293569616,20,0
"02725",2.40847835969474,23,7.89
"02726",4.29707827240914,12,12.18
"02738",9.20210272324709,5,17.57
"02739",7.38739829173369,8,11.75
"02740",1.55937914291039,7,0
"02743",5.83303740310432,7,13.58
"02744",1.0072676624213,7,5.26
"02745",4.62946668636162,9,9.55
"02746",1.50291322934155,7,4.93
"02747",6.57702852620915,7,8.52
"02748",6.73286509286458,7,9.24
"02760",4.22072191289168,17,11.6
"02762",7.33354658115883,12,16.57
"02763",2.53870090861367,19,8.71
"02764",6.44707435976879,13,11.23
"02766",7.1725437632481,14,11.49
"02767",4.22390961238182,9,10.17
"02769",7.80131282420175,21,17.17
"02771",3.25172309800482,22,11.62
"02777",6.56889439121028,25,10.93
"02779",6.30486320073726,5,13.6
"02780",1.27416607071436,10,0
"02790",10.0052981733633,7,16.66
"02791",13.7881054087219,7,22.63
"02802",6.10138096578119,16,9.77
"02804",7.6246474516685,1,12.76
"02806",6.81757298441325,19,16.22
"02808",7.07256955381916,1,13.58
"02809",7.24955260892474,11,21.61
"02813",11.4704162778418,1,21.74
"02814",15.2589758523781,9,23.44
"02815",13.5488824876236,4,26.38
"02816",12.0055601538849,15,13.32
"02817",11.1743929303663,3,22.14
"02818",9.17658857410529,18,12.23
"02822",6.33463505825454,4,0
"02825",17.7191101624393,4,26.66
"02826",11.7579712284267,4,17.13
"02828",9.34397604170818,17,11.63
"02830",12.3900544817799,4,18.67
"02831",8.67025136550298,10,19
"02832",13.2273366998976,3,21.81
"02833",12.1849851919107,1,18.35
"02835",4.81274582871482,5,12.3
"02836",10.5851967553782,4,23.75
"02837",9.14369007102674,2,27.13
"02838",4.69671814841702,20,5.86
"02839",13.36250995812,4,20.53
"02840",1.2684589868761,4,0
"02841",2.12183728389316,4,8.51
"02842",1.44275547082837,5,0
"02852",5.63221536043004,8,13.07
"02857",11.6400242899706,16,13.69
"02858",12.8382979937183,4,17.55
"02859",9.28630166508116,5,25.96
"02860",0.83242435589375,17,0
"02861",1.80033832262783,19,8.63
"02863",1.17305705082019,17,8.7
"02864",5.75240590743293,16,12.55
"02865",5.36003024300936,17,10.62
"02871",6.24031008843468,5,13.16
"02873",16.1316100442889,2,26.15
"02874",1.14104904906511,6,0
"02875",11.0048551023316,1,27.4
"02876",7.52063329410189,16,12.64
"02878",7.58660141211259,8,10.64
"02879",8.37463961172728,3,19.6
"02881",4.84821176360323,4,17.03
"02882",6.54072612542507,4,17.24
"02885",7.59579802224131,22,13.93
"02886",3.27800629318371,18,0
"02888",1.92954846882007,16,6.57
"02889",3.75494821718252,15,7.78
"02891",2.43092418186468,3,0
"02892",6.309324909091,3,24.02
"02893",5.79619493863124,18,7.61
"02894",11.9220920601698,1,20.86
"02895",2.08202756999496,19,0
"02896",6.53857049958711,13,11.06
"02898",9.72959933106386,3,24.56
"02903",1.28609456997816,20,4.03
"02904",2.45340709369759,19,5.72
"02905",1.09884233077746,20,0
"02906",0.702299839079596,20,0
"02907",0.863268929774258,20,0
"02908",0.499705598137577,20,0
"02909",1.46466797724007,20,0
"02910",0.862607720233275,17,0
"02911",3.29422829289222,17,4.46
"02912",2.09839727383326,20,3.71
"02914",1.01803909165913,22,0
"02915",3.27378721797032,20,12.15
"02916",2.03788907663292,22,6.92
"02917",9.15538159602549,17,11.61
"02919",4.23064572375175,17,4.74
"02920",1.81252794613092,17,0
"02921",3.91922249374075,15,10.69
"03031",12.825630891031,3,27.35
"03032",7.61002037501891,3,18.05
"03034",12.5251206765811,3,20.05
"03038",11.4722471984222,3,24.48
"03042",3.97190501900303,1,19.03
"03044",5.63658404402426,3,20.2
"03045",7.85096821341435,3,13.68
"03046",9.84073343851638,2,25.34
"03048",17.2817142618295,1,27.48
"03049",13.3374416037428,1,25.08
"03051",5.13662223108832,2,0
"03052",3.62655434816398,4,18.35
"03053",6.03977738761675,4,17.42
"03054",7.97761047894592,4,26.49
"03060",7.86627477413842,2,10.63
"03062",10.6283653022552,2,17.94
"03063",8.09507568597881,4,16.35
"03064",5.55333838038037,5,10.32
"03070",14.3235913450349,3,23.45
"03076",10.1565766971124,6,16.08
"03077",10.4067149524628,4,23.7
"03079",8.33178474383524,7,14.1
"03087",8.04438360504038,7,13.26
"03101",0.225529356664193,4,0
"03102",2.50506409301203,4,0
"03103",2.6741704353809,4,0
"03104",2.34338729929487,4,6.09
"03106",7.84276126268706,4,14.31
"03109",3.8173803803873,3,8.94
"03110",4.37763676005251,3,11.64
"03216",11.6746447760151,1,23.96
"03220",10.6797354731967,1,24.96
"03224",10.6402945853358,2,23.86
"03229",11.952494473538,1,20.46
"03231",9.16448328770245,1,16.12
"03234",13.1016986639477,1,21.49
"03235",3.10851583441217,2,0
"03237",17.0185039423351,1,28.18
"03242",20.6449746688674,1,28.84
"03243",12.0788346429612,1,21.67
"03246",15.8283953492134,1,25.18
"03249",19.7962217605498,1,28.77
"03256",16.9266630026342,1,26.25
"03258",10.9524186330459,1,15.4
"03263",17.9602854538535,1,26.7
"03268",10.6596891406501,2,17.8
"03269",7.90862096963144,1,17.77
"03275",7.81426402087624,3,16.99
"03276",4.02729554393319,2,7.73
"03301",3.75489581449392,4,0
"03303",14.5044387228609,2,12.72
"03304",5.36579189767039,4,11.85
"03307",14.2738952006424,1,17.28
"03431",11.4482814651011,1,16.08
"03441",8.98279912935013,1,25.09
"03443",6.61057735244181,1,22.1
"03446",3.61314928085986,1,0
"03447",14.9156823216819,2,24.17
"03448",18.8903742493096,1,28.9
"03451",7.20886860737226,1,19.51
"03452",19.9265638371088,1,29.09
"03455",12.2718419221077,1,21.62
"03461",13.5038786358734,1,24.64
"03462",6.06883313610444,2,22.7
"03465",10.9935805297454,2,19.68
"03466",4.00317701426582,1,16.15
"03467",12.6787992553818,1,29.5
"03470",6.46102230146879,1,29.4
"03561",17.7989271166381,1,25.15
"03748",14.8427980221784,1,29.29
"03750",11.3061983352734,1,21.59
"03753",15.9988884365743,1,28.42
"03755",12.6448041176995,1,11.4
"03766",5.9855235981956,1,12.62
"03768",22.2385278965606,1,25.08
"03770",9.77584739031118,1,29.94
"03771",15.5183091053953,1,25.07
"03784",1.47488849097442,1,0
"03801",2.70199243169948,2,0
"03811",4.41102563134114,5,13.14
"03819",9.30256612732018,3,20.22
"03820",5.1699041811882,2,11.77
"03823",7.24024327717097,2,19.41
"03824",8.27394022594496,2,19.03
"03825",10.3592631000721,1,28.13
"03826",7.0622260553637,4,15.1
"03827",10.8455426356293,3,13.17
"03833",5.50358828416902,1,0
"03835",16.7735613362984,1,28.5
"03839",6.17842931186637,1,18.96
"03840",6.75502977843693,2,11.55
"03841",8.36139327443736,4,19.93
"03842",15.4918412751656,4,21.82
"03844",13.9268114657421,5,17.87
"03848",9.18598283466661,3,15.28
"03854",6.59770191879152,1,12.2
"03856",6.35540823686534,2,17.41
"03857",8.69130846608133,2,22.83
"03858",6.59946353918849,5,11.77
"03861",10.625323877199,3,27.27
"03862",11.7412628316213,2,16.52
"03865",2.49826191106696,5,7.5
"03867",8.40590367901632,1,15.39
"03868",7.96088401230255,1,19.97
"03869",4.42776808915996,2,10.2
"03870",8.63833043844188,1,15.55
"03871",11.4301883319914,2,18.43
"03873",11.7291274870181,2,25.28
"03874",17.3013825925551,5,20.05
"03878",1.33832727833919,2,0
"03885",10.3616026023254,2,17.36
"03901",6.69991686290761,1,11.6
"03902",16.0858012721298,1,27.4
"03903",4.63083516727219,2,15.68
"03904",4.97561637960332,1,11.84
"03905",8.05231054768072,1,22.12
"03906",12.9032136932222,1,21.41
"03907",19.6422664524013,1,27.95
"03908",10.4278188315746,2,19.55
"03909",10.3729154830365,1,14.89
"03910",14.4924556385738,1,22.6
"03911",11.9857468381794,1,18.96
"04005",18.0924670427301,3,23.32
"04021",11.9896071537344,3,20.88
"04027",15.3091273307192,1,25.23
"04032",23.0980110577716,3,25.01
"04038",8.89361545275988,3,12.89
"04039",19.6721144757229,4,21.02
"04062",12.0909209645322,3,16.23
"04063",14.2516808012939,3,23.52
"04064",11.8564604176183,3,23.96
"04072",13.4993076500846,3,20.4
"04074",5.5872995155996,3,11.28
"04084",18.008537266947,1,29.61
"04090",19.9894936717983,1,28.82
"04092",1.91812442419105,3,0
"04093",14.1117485467892,3,20.83
"04096",15.7020334829673,3,16.98
"04097",17.506207662521,2,27.24
"04101",5.24894797029154,3,4.11
"04102",2.06453168431919,3,0
"04103",3.10966397889475,3,6.82
"04105",7.15381069324605,3,16.74
"04106",2.96598845920347,3,0
"04107",8.12024113501584,3,7.38
"04110",11.7907668052172,3,16.65
"04210",5.22709094364518,1,7.08
"04222",16.1146244746437,1,24.75
"04236",7.32707620812912,1,12.48
"04240",3.78067935003301,1,0
"04250",11.0203590997534,1,15.96
"04252",13.3854724710961,1,21.83
"04256",14.780100926441,1,23.61
"04258",9.97328260616836,1,22.46
"04260",16.8859257615945,2,19.76
"04263",17.0693003509878,1,28
"04265",18.6357618201621,1,27.17
"04274",15.2718608999972,1,26.55
"04280",9.41309259971176,1,12.53
"04282",14.1055860579633,1,24.88
"04330",17.679717362237,1,25.28
"04358",15.4290841036203,1,23.38
"04401",6.3786987206284,3,0
"04412",4.02346582786116,3,11.48
"04419",14.5540987744704,3,25.98
"04427",23.2431748974327,3,26.35
"04428",13.2575680684715,3,25.56
"04429",13.972564615029,3,23.8
"04444",10.0883725171158,3,21.7
"04449",18.4838610763442,3,27.01
"04450",14.8066170819696,3,18.48
"04456",15.9205196108116,3,19.59
"04461",17.2813467630038,3,25.1
"04468",18.2122222049419,3,23.54
"04469",8.08414119311321,3,21.95
"04473",5.1234108706572,3,19.37
"04474",7.07770628298599,3,22.42
"04489",8.00940681955625,3,16.31
"04547",16.809343128673,1,23.35
"04555",23.9070683343498,1,28.31
"04563",11.6939002227929,1,21.04
"04572",16.5163452645547,1,20.26
"04619",6.30992365825117,1,0
"04671",14.1111178399223,1,29.08
"04694",14.6708191158114,1,17.82
"04841",2.96320607328077,1,0
"04843",13.0999822079158,1,12.2
"04847",15.4034928877537,1,25.94
"04849",22.1104329789017,1,27.61
"04854",4.13294402251024,1,8.2
"04856",7.85949008984961,1,11.89
"04858",4.94414149604778,1,12.41
"04859",10.3936411997319,1,18.08
"04860",13.9876498775314,1,21.55
"04861",3.02296358186267,1,7.04
"04862",18.8432676323762,1,28.46
"04864",8.44524566862186,1,14.45
"04901",7.33708711764767,1,0
"04910",16.324327823378,1,21.36
"04926",12.3547439774256,1,14.48
"04927",15.8083649020967,1,22.31
"04937",9.20019089084742,1,12.1
"04944",14.3852529423441,1,21.59
"04962",6.04864034743418,1,8.85
"04963",9.98565348621901,1,15.32
"04975",10.1435815048265,1,13.26
"04978",12.2433551314146,1,27.91
"04989",10.9346085913507,1,21.04
"05001",5.84689899954769,1,7.9
"05036",17.4440396152184,1,26.26
"05043",19.0048100699564,1,23.65
"05048",8.21064065449693,1,26.23
"05050",17.5653739937342,1,17.85
