G_COUNTYFP,COUNTYFP,cntT,cntTimeDrive,avTimeDrive,pctTimeDrive
G27157,27157,6,4,20.685,0.67
G27159,27159,3,1,28.0766666666667,0.33
G27161,27161,5,4,11.56,0.8
G27163,27163,50,50,7.0722,1
G27165,27165,3,3,10.8466666666667,1
G27167,27167,2,0,47.235,0
G27169,27169,10,10,12.6,1
G27171,27171,17,15,21.7082352941176,0.88
G27173,27173,4,1,37.4,0.25
G28001,28001,9,9,9.97222222222222,1
G28003,28003,7,7,11.7014285714286,1
G28005,28005,3,0,49.2533333333333,0
G28007,28007,6,6,13.0366666666667,1
G28009,28009,2,1,16.72,0.5
G28011,28011,8,7,14.58625,0.88
G28013,28013,5,2,34.464,0.4
G28015,28015,2,0,34.68,0
G28017,28017,4,3,13.8175,0.75
G28019,28019,3,3,10.42,1
G28021,28021,3,3,4.03333333333333,1
G28023,28023,4,4,17.87,1
G28025,28025,5,4,14.294,0.8
G28027,28027,7,7,8.97428571428572,1
G28029,28029,6,4,24.5616666666667,0.67
G28031,28031,4,2,32.1325,0.5
G28033,28033,33,33,10.6754545454545,1
G28035,28035,17,17,10.5611764705882,1
G28037,28037,2,2,14.865,1
G28039,28039,5,5,16.642,1
G28041,28041,2,1,24.495,0.5
G28043,28043,5,5,9.618,1
G28045,28045,8,7,20.165,0.88
G28047,28047,46,46,8.12565217391304,1
G28049,28049,64,61,8.91859375,0.95
G28051,28051,5,4,23.21,0.8
G28053,28053,3,3,9.53333333333333,1
G28055,28055,1,0,35.96,0
G28057,28057,5,1,34.61,0.2
G28059,28059,29,26,11.8944827586207,0.9
G28061,28061,4,0,45.8775,0
G28063,28063,2,2,1.65,1
G28065,28065,3,0,40.0633333333333,0
G28067,28067,14,1,37.9742857142857,0.07
G28069,28069,2,1,15.09,0.5
G28071,28071,10,9,20.924,0.9
G28073,28073,8,8,11.54375,1
G28075,28075,19,18,9.02315789473684,0.95
G28077,28077,3,0,42.2566666666667,0
G28079,28079,5,5,17.876,1
G28081,28081,19,18,14.0678947368421,0.95
G28083,28083,8,7,13.6825,0.88
G28085,28085,6,6,15.89,1
G28087,28087,14,14,13.4521428571429,1
G28089,28089,21,20,14.2104761904762,0.95
G28091,28091,6,6,14.9616666666667,1
G28093,28093,6,6,14.0133333333333,1
G28095,28095,9,6,22.57,0.67
G28097,28097,3,3,15.82,1
G28099,28099,7,7,11.8628571428571,1
G28101,28101,5,3,19.458,0.6
G28103,28103,3,3,12.9233333333333,1
G28105,28105,8,8,13.17,1
G28107,28107,6,6,14.5383333333333,1
G28109,28109,9,2,32.3966666666667,0.22
G28111,28111,3,2,22.5033333333333,0.67
G28113,28113,8,7,9.46375,0.88
G28115,28115,6,6,12.9,1
G28117,28117,5,4,14.134,0.8
G28119,28119,3,3,9.33666666666667,1
G28121,28121,27,26,14.5644444444444,0.96
G28123,28123,6,5,16.5016666666667,0.83
G28125,28125,2,2,5.265,1
G28127,28127,5,5,10.954,1
G28129,28129,3,2,22.3066666666667,0.67
G28131,28131,3,3,12.3366666666667,1
G28133,28133,7,6,11.0328571428571,0.86
G28135,28135,4,2,20.7825,0.5
G28137,28137,5,4,16.798,0.8
G28139,28139,4,4,12.0475,1
G28141,28141,4,3,15.8325,0.75
G28143,28143,3,3,7.95333333333333,1
G28145,28145,6,6,15.095,1
G28147,28147,3,3,13.6766666666667,1
G28149,28149,12,12,10.425,1
G28151,28151,19,16,11.7689473684211,0.84
G28153,28153,4,3,18.27,0.75
G28155,28155,3,1,33.59,0.33
G28157,28157,2,0,63.14,0
G28159,28159,5,5,8.798,1
G28161,28161,3,2,20.2366666666667,0.67
G28163,28163,6,0,45.6633333333333,0
G29001,29001,7,7,9.56714285714286,1
G29003,29003,4,3,25.0875,0.75
G29005,29005,2,0,42.49,0
G29007,29007,7,6,15.1085714285714,0.86
G29009,29009,7,2,33.5985714285714,0.29
G29011,29011,3,0,35.6666666666667,0
G29013,29013,4,4,16.8475,1
G29015,29015,6,3,25.2066666666667,0.5
G29017,29017,3,0,48.3633333333333,0
G29019,29019,29,29,8.53551724137931,1
G29021,29021,25,25,8.1268,1
G29023,29023,10,9,11.968,0.9
G29025,29025,2,0,40.465,0
G29027,29027,8,8,11.06125,1
G29029,29029,11,9,18.6536363636364,0.82
G29031,29031,16,15,12.93,0.94
G29033,29033,3,1,20.1966666666667,0.33
G29035,29035,2,0,41.72,0
G29037,29037,20,20,12.1195,1
G29039,29039,3,1,24.2633333333333,0.33
G29041,29041,3,0,39.8666666666667,0
G29043,29043,14,14,14.7042857142857,1
G29045,29045,3,1,31.4433333333333,0.33
G29047,29047,44,43,10.8618181818182,0.98
G29049,29049,4,4,9.3525,1
G29051,29051,15,15,10.5853333333333,1
G29053,29053,5,4,12.954,0.8
G29055,29055,6,6,13.8066666666667,1
G29057,29057,2,0,54.095,0
G29059,29059,3,0,44,0
G29061,29061,2,0,39.665,0
G29063,29063,2,1,29.32,0.5
G29065,29065,4,4,10.53,1
G29067,29067,3,0,75.1233333333333,0
G29069,29069,10,7,21.703,0.7
G29071,29071,17,14,17.8317647058824,0.82
G29073,29073,5,2,33.48,0.4
G29075,29075,2,0,44.72,0
G29077,29077,62,61,8.28725806451613,0.98
G29079,29079,4,4,4.265,1
G29081,29081,3,2,21.9833333333333,0.67
G29083,29083,6,6,11.6116666666667,1
G29085,29085,3,0,50.4033333333333,0
G29087,29087,3,0,41.34,0
G29089,29089,3,2,31.3166666666667,0.67
G29091,29091,8,5,19.6,0.62
G29093,29093,4,0,42.295,0
G29095,29095,199,199,7.86140703517588,1
G29097,29097,22,22,10.7522727272727,1
G29099,29099,42,33,20.2807142857143,0.79
G29101,29101,9,8,15.4355555555556,0.89
G29103,29103,2,0,52.91,0
G29105,29105,6,6,8.23666666666667,1
G29107,29107,7,6,15.3328571428571,0.86
G29109,29109,7,4,30.4657142857143,0.57
G29111,29111,4,2,35.1625,0.5
G29113,29113,7,3,33.0985714285714,0.43
G29115,29115,5,5,16.364,1
G29117,29117,5,5,7.876,1
G29119,29119,4,1,36.9925,0.25
G29121,29121,5,3,34.256,0.6
G29123,29123,3,2,34.63,0.67
G29125,29125,3,0,38.3866666666667,0
G29127,29127,8,7,21.81125,0.88
G29129,29129,2,0,44.71,0
G29131,29131,5,3,22.988,0.6
G29133,29133,4,2,27.47,0.5
G29135,29135,4,1,33.9575,0.25
G29137,29137,3,1,37.1666666666667,0.33
G29139,29139,4,0,46.8825,0
G29141,29141,5,2,31.734,0.4
G29143,29143,6,2,29.515,0.33
G29145,29145,12,11,11.62,0.92
G29147,29147,5,4,10.76,0.8
G29149,29149,3,0,49.9133333333333,0
G29151,29151,4,0,52.365,0
G29153,29153,2,0,54.385,0
G29155,29155,6,6,16.4266666666667,1
G29157,29157,5,5,8.77,1
G29159,29159,11,11,10.4863636363636,1
G29161,29161,10,9,9.485,0.9
G29163,29163,5,0,45.032,0
G29165,29165,20,19,13.177,0.95
G29167,29167,4,4,14.285,1
G29169,29169,9,9,15.8211111111111,1
G29171,29171,2,0,37.19,0
G29173,29173,3,2,24.3033333333333,0.67
G29175,29175,6,6,10.185,1
G29177,29177,4,1,29.89,0.25
G29179,29179,2,0,71.78,0
G29181,29181,4,0,43.29,0
G29183,29183,79,79,8.39189873417721,1
G29185,29185,3,0,33.5166666666667,0
G29186,29186,4,0,36.8025,0
G29187,29187,11,9,16.77,0.82
G29189,29189,199,199,7.66592964824121,1
G29195,29195,8,7,12.5475,0.88
G29197,29197,2,1,35.695,0.5
G29199,29199,2,0,68.265,0
G29201,29201,10,10,15.369,1
G29203,29203,2,0,59.695,0
G29205,29205,3,0,59.4333333333333,0
G29207,29207,8,4,24.06875,0.5
G29209,29209,6,1,35.7983333333333,0.17
G29211,29211,3,3,10.68,1
G29213,29213,10,9,19.953,0.9
G29215,29215,4,0,61.905,0
G29217,29217,6,6,10.8033333333333,1
G29219,29219,5,2,30.006,0.4
G29221,29221,5,0,50.614,0
G29223,29223,4,2,36.435,0.5
G29225,29225,8,6,22.22125,0.75
G29227,29227,1,0,55.66,0
G29229,29229,4,0,60.0425,0
G29510,29510,106,106,4.23339622641509,1
G30001,30001,3,2,22.5,0.67
G30003,30003,5,0,88.61,0
G30005,30005,4,0,82.875,0
G30007,30007,2,0,45.685,0
G30009,30009,5,2,31.608,0.4
G30011,30011,1,0,196.56,0
G30013,30013,22,19,10.9163636363636,0.86
G30015,30015,2,0,92.64,0
G30017,30017,6,6,7.92333333333333,1
G30019,30019,1,0,62.08,0
G30021,30021,3,2,20.15,0.67
G30023,30023,3,3,28.51,1
G30025,30025,1,1,0,1
G30027,30027,2,2,12.05,1
G30029,30029,19,17,17.2373684210526,0.89
G30031,30031,22,17,21.8509090909091,0.77
G30033,30033,1,0,139.55,0
G30035,30035,4,2,34.555,0.5
G30037,30037,1,0,81.7,0
G30039,30039,1,0,100.92,0
G30041,30041,6,4,27.24,0.67
G30043,30043,3,1,29.44,0.33
G30045,30045,1,0,52.52,0
G30047,30047,8,5,22.1575,0.62
G30049,30049,14,12,25.44,0.86
G30051,30051,1,0,102.95,0
G30053,30053,5,4,28.014,0.8
G30055,30055,1,0,96.16,0
G30057,30057,3,0,89.9133333333333,0
G30059,30059,1,0,88.81,0
G30061,30061,2,0,66.6,0
G30063,30063,20,18,14.6155,0.9
G30065,30065,2,2,12.895,1
G30067,30067,6,1,67.715,0.17
G30069,30069,1,0,63.88,0
G30071,30071,1,0,105.43,0
G30073,30073,2,1,24.745,0.5
G30075,30075,1,1,0,1
G30077,30077,2,0,54.45,0
G30079,30079,1,1,0,1
G30081,30081,10,9,20.604,0.9
G30083,30083,4,3,20.4875,0.75
G30085,30085,3,1,46.4266666666667,0.33
G30087,30087,4,1,70.635,0.25
G30089,30089,3,1,51.1133333333333,0.33
G30091,30091,2,1,21.27,0.5
G30093,30093,8,8,7.11,1
G30095,30095,3,1,33.2866666666667,0.33
G30097,30097,1,1,0,1
G30099,30099,3,2,22.1766666666667,0.67
G30101,30101,3,0,51.22,0
G30103,30103,1,0,52.37,0
G30105,30105,3,2,20,0.67
G30107,30107,1,0,79.11,0
G30109,30109,1,0,34.56,0
G30111,30111,32,31,8.198125,0.97
G31001,31001,9,9,5.01111111111111,1
G31003,31003,3,0,42.8766666666667,0
G31005,31005,1,0,45.98,0
G31007,31007,1,0,30.88,0
G31009,31009,1,0,59.72,0
G31011,31011,2,0,50.61,0
G31013,31013,3,3,7.76333333333333,1
G31015,31015,1,0,38.72,0
G31017,31017,1,1,0,1
G31019,31019,11,10,8.46818181818182,0.91
G31021,31021,3,2,30.81,0.67
G31023,31023,3,3,9.85333333333333,1
G31025,31025,6,6,14.6833333333333,1
G31027,31027,2,1,35.725,0.5
G31029,31029,1,0,50.43,0
G31031,31031,2,0,77.16,0
G31033,31033,3,3,5.06333333333333,1
G31035,31035,2,0,32.02,0
G31037,31037,3,2,29.26,0.67
G31039,31039,3,0,45.0833333333333,0
G31041,31041,4,0,55.9125,0
G31043,31043,4,4,8.295,1
G31045,31045,2,2,12.685,1
G31047,31047,7,6,17.5914285714286,0.86
G31049,31049,1,1,23.56,1
G31051,31051,2,0,40.85,0
G31053,31053,9,9,6.91111111111111,1
G31055,31055,156,156,5.08192307692308,1
G31057,31057,1,0,58.76,0
G31059,31059,2,2,9.46,1
G31061,31061,2,0,47.5,0
G31063,31063,1,0,56.03,0
G31065,31065,1,0,42.49,0
G31067,31067,7,7,10.2371428571429,1
G31069,31069,1,0,57.22,0
G31071,31071,1,1,23.69,1
G31073,31073,1,1,24.03,1
G31075,31075,1,0,79.34,0
G31077,31077,1,0,41.57,0
G31079,31079,14,14,6.47785714285714,1
G31081,31081,3,2,25.8733333333333,0.67
G31083,31083,1,1,28.51,1
G31085,31085,1,0,50.34,0
G31087,31087,1,1,29.78,1
G31089,31089,4,4,8.0625,1
G31091,31091,1,0,82.94,0
G31093,31093,2,1,30.485,0.5
G31095,31095,3,3,3.72333333333333,1
G31097,31097,2,1,30.51,0.5
G31099,31099,2,2,27.455,1
G31101,31101,3,3,3.16666666666667,1
G31103,31103,1,0,36.11,0
G31105,31105,1,1,0,1
G31107,31107,3,0,43.6666666666667,0
G31109,31109,74,74,5.94216216216216,1
G31111,31111,8,8,9.08875,1
G31113,31113,1,0,36.26,0
G31115,31115,1,0,42.78,0
G31117,31117,1,0,47.99,0
G31119,31119,9,9,2.57888888888889,1
G31121,31121,3,1,30.7133333333333,0.33
G31123,31123,1,0,46.86,0
G31125,31125,1,0,43.93,0
G31127,31127,2,2,4.64,1
G31129,31129,2,0,52.09,0
G31131,31131,5,5,12.408,1
G31133,31133,1,1,0,1
G31135,31135,1,1,29.57,1
G31137,31137,3,3,4.51333333333333,1
G31139,31139,2,1,26.59,0.5
G31141,31141,7,7,5.90142857142857,1
G31143,31143,2,1,28.915,0.5
G31145,31145,3,3,7.08333333333333,1
G31147,31147,3,3,11.5166666666667,1
G31149,31149,1,0,30.69,0
G31151,31151,4,3,17.13,0.75
G31153,31153,43,43,7.01511627906977,1
G31155,31155,5,4,17.724,0.8
G31157,31157,11,11,7.74909090909091,1
G31159,31159,4,4,5.3475,1
G31161,31161,2,0,53.825,0
G31163,31163,1,0,36.73,0
G31165,31165,1,0,51.23,0
G31167,31167,2,2,18.895,1
G31169,31169,2,1,30.535,0.5
G31171,31171,1,0,75.35,0
G31173,31173,2,0,34.595,0
G31175,31175,2,2,4.295,1
G31177,31177,5,5,8.952,1
G31179,31179,2,1,33.365,0.5
G31181,31181,2,1,38.605,0.5
G31183,31183,1,0,45.03,0
G31185,31185,4,4,6.985,1
G32001,32001,7,7,11.2685714285714,1
G32003,32003,487,481,7.52303901437372,0.99
G32005,32005,17,16,14.6494117647059,0.94
G32007,32007,14,2,61.3635714285714,0.14
G32009,32009,1,0,98.56,0
G32011,32011,1,0,122.04,0
G32013,32013,4,3,28.765,0.75
G32015,32015,1,1,0,1
G32017,32017,2,1,38.265,0.5
G32019,32019,10,10,9.98,1
G32021,32021,2,2,14.37,1
G32023,32023,10,7,44.24,0.7
G32027,32027,1,1,0,1
G32029,32029,1,0,35.09,0
G32031,32031,112,102,13.1544642857143,0.91
G32033,32033,3,2,27.2633333333333,0.67
G32510,32510,14,14,5.59571428571429,1
G33001,33001,15,12,16.53,0.8
G33003,33003,11,10,23.0063636363636,0.91
G33005,33005,16,16,15.550625,1
G33007,33007,11,5,36.2709090909091,0.45
G33009,33009,19,11,24.2915789473684,0.58
G33011,33011,86,81,11.4256976744186,0.94
G33013,33013,36,36,11.9455555555556,1
G33015,33015,66,63,12.7837878787879,0.95
G33017,33017,25,24,13.7096,0.96
G33019,33019,10,8,15.61,0.8
G34001,34001,70,70,6.65642857142857,1
G34003,34003,179,179,4.56916201117318,1
G34005,34005,114,113,10.5506140350877,0.99
G34007,34007,127,127,5.12023622047244,1
G34009,34009,33,33,12.9533333333333,1
G34011,34011,35,34,10.3777142857143,0.97
G34013,34013,210,210,3.4367619047619,1
G34015,34015,63,63,6.01047619047619,1
G34017,34017,166,166,2.99885542168675,1
G34019,34019,26,26,13.16,1
G34021,34021,77,77,6.47974025974026,1
G34023,34023,175,175,7.4728,1
G34025,34025,144,144,7.21055555555556,1
G34027,34027,100,100,7.9858,1
G34029,34029,126,120,11.5055555555556,0.95
G34031,34031,100,99,4.3405,0.99
G34033,34033,25,25,7.7812,1
G34035,34035,68,68,8.16220588235294,1
G34037,34037,41,34,21.029756097561,0.83
G34039,34039,108,108,4.43268518518519,1
G34041,34041,23,22,9.82565217391304,0.96
G35001,35001,153,152,7.4662091503268,0.99
G35003,35003,1,0,158.32,0
G35005,35005,16,13,12.459375,0.81
G35006,35006,7,0,59.7985714285714,0
G35007,35007,3,0,85.07,0
G35009,35009,12,11,7.84583333333333,0.92
G35011,35011,1,0,78.47,0
G35013,35013,41,39,12.7034146341463,0.95
G35015,35015,12,12,6.65666666666667,1
G35017,35017,8,5,19.155,0.62
G35019,35019,1,1,0,1
G35021,35021,1,0,114.97,0
G35023,35023,2,1,22.755,0.5
G35025,35025,18,15,17.4427777777778,0.83
G35027,35027,5,3,36.986,0.6
G35028,35028,4,0,35.2875,0
G35029,35029,6,0,73.0716666666667,0
G35031,35031,17,7,36.5776470588235,0.41
G35033,35033,1,1,0,1
G35035,35035,16,13,14.34125,0.81
G35037,35037,3,3,6.51666666666667,1
G35039,35039,9,5,40.8977777777778,0.56
G35041,35041,5,5,8.044,1
G35043,35043,28,22,20.56,0.79
G35045,35045,33,24,23.3642424242424,0.73
G35047,35047,7,6,8.23,0.86
G35049,35049,50,48,12.0704,0.96
G35051,35051,4,0,94.705,0
G35053,35053,6,3,38.06,0.5
G35055,35055,6,5,18.4333333333333,0.83
G35057,35057,4,0,49.855,0
G35059,35059,1,0,99.54,0
G35061,35061,18,7,35.3883333333333,0.39
G36001,36001,75,71,10.5148,0.95
G36003,36003,13,8,25.3415384615385,0.62
G36005,36005,339,339,2.49315634218289,1
G36007,36007,55,51,11.2163636363636,0.93
G36009,36009,21,19,13.5128571428571,0.9
G36011,36011,20,17,13.7285,0.85
G36013,36013,36,34,10.7202777777778,0.94
G36015,36015,22,22,7,1
G36017,36017,12,8,22.215,0.67
G36019,36019,19,15,14.7236842105263,0.79
G36021,36021,21,21,15.3857142857143,1
G36023,36023,12,10,10.6208333333333,0.83
G36025,36025,14,2,41.6071428571429,0.14
G36027,36027,79,79,9.93354430379747,1
G36029,36029,237,236,5.94957805907173,1
G36031,36031,13,5,34.0823076923077,0.38
G36033,36033,14,10,20.6064285714286,0.71
G36035,36035,15,14,10.9106666666667,0.93
G36037,36037,15,14,12.7953333333333,0.93
G36039,36039,15,12,24.9526666666667,0.8
G36041,36041,4,0,76.025,0
G36043,36043,19,16,19.0478947368421,0.84
G36045,36045,26,22,16.1219230769231,0.85
G36047,36047,761,761,2.72706964520368,1
G36049,36049,7,2,32.8671428571429,0.29
G36051,36051,15,14,13.154,0.93
G36053,36053,25,NA,NA,NA
G36055,36055,193,191,7.67414507772021,0.99
G36057,36057,16,15,8.376875,0.94
G36059,36059,284,284,6.37246478873239,1
G36061,36061,288,288,1.49354166666667,1
G36063,36063,62,59,8.62790322580645,0.95
G36065,36065,77,NA,NA,NA
G36067,36067,140,138,11.8446428571429,0.99
G36069,36069,25,24,12.1808,0.96
G36071,36071,79,78,11.9079746835443,0.99
G36073,36073,11,10,17.9936363636364,0.91
G36075,36075,30,22,18.249,0.73
G36077,36077,17,12,18.4888235294118,0.71
G36079,36079,19,19,11.9652631578947,1
G36081,36081,669,669,3.61578475336323,1
G36083,36083,42,41,11.6064285714286,0.98
G36085,36085,111,111,5.68873873873874,1
G36087,36087,65,65,7.28384615384615,1
G36089,36089,28,22,18.9539285714286,0.79
G36091,36091,50,48,16.9644,0.96
G36093,36093,43,43,6.4993023255814,1
G36095,36095,8,5,25.33875,0.62
G36097,36097,5,4,17.622,0.8
G36099,36099,10,9,12.054,0.9
G36101,36101,30,24,16.5156666666667,0.8
G36103,36103,323,316,8.99482972136223,0.98
G36105,36105,24,19,19.95625,0.79
G36107,36107,10,7,18.872,0.7
G36109,36109,23,23,8.86086956521739,1
G36111,36111,47,44,15.3121276595745,0.94
G36113,36113,19,14,20.1105263157895,0.74
G36115,36115,17,13,22.7317647058824,0.76
G36117,36117,23,20,17.4165217391304,0.87
G36119,36119,223,223,4.98991031390134,1
G36121,36121,11,11,18.7827272727273,1
G36123,36123,5,5,15.558,1
G37001,37001,36,36,12.4061111111111,1
G37003,37003,7,3,29.08,0.43
G37005,37005,3,3,12.2466666666667,1
G37007,37007,6,6,13.53,1
G37009,37009,6,4,19.41,0.67
G37011,37011,5,5,15.266,1
G37013,37013,11,7,18.9754545454545,0.64
G37015,37015,4,3,26.83,0.75
G37017,37017,6,1,40.7783333333333,0.17
G37019,37019,33,16,26.9221212121212,0.48
G37021,37021,56,55,9.36232142857143,0.98
G37023,37023,18,17,12.6111111111111,0.94
G37025,37025,37,37,12.4991891891892,1
G37027,37027,17,17,17.3088235294118,1
G37029,37029,2,0,56.345,0
G37031,37031,39,26,24.5876923076923,0.67
G37033,37033,6,5,24.185,0.83
G37035,37035,31,30,13.7938709677419,0.97
G37037,37037,13,13,17.4346153846154,1
G37039,37039,7,6,16.2285714285714,0.86
G37041,37041,3,0,56.1966666666667,0
G37043,37043,2,2,9.58,1
G37045,37045,22,21,12.0095454545455,0.95
G37047,37047,13,3,40.2376923076923,0.23
G37049,37049,21,15,19.0109523809524,0.71
G37051,37051,68,68,8.42161764705882,1
G37053,37053,8,1,48.2875,0.12
G37055,37055,11,9,27.2218181818182,0.82
G37057,37057,34,34,12.3314705882353,1
G37059,37059,7,7,12.9085714285714,1
G37061,37061,11,10,20.3272727272727,0.91
G37063,37063,60,60,7.58233333333333,1
G37065,37065,14,12,22.72,0.86
G37067,37067,93,93,7.85591397849462,1
G37069,37069,12,12,14.5291666666667,1
G37071,37071,65,65,12.762,1
G37073,37073,3,1,35.53,0.33
G37075,37075,3,2,15.4933333333333,0.67
G37077,37077,13,10,21.7369230769231,0.77
G37079,37079,4,4,14.9975,1
G37081,37081,119,119,8.64915966386555,1
G37083,37083,12,11,14.1016666666667,0.92
G37085,37085,27,26,14.8433333333333,0.96
G37087,37087,16,15,14.07375,0.94
G37089,37089,27,27,11.082962962963,1
G37091,37091,5,5,12.104,1
G37093,37093,9,8,12.7477777777778,0.89
G37095,37095,3,0,126.91,0
G37097,37097,44,43,12.2304545454545,0.98
G37099,37099,9,5,21.8311111111111,0.56
G37101,37101,25,25,15.0516,1
G37103,37103,3,0,35.7,0
G37105,37105,13,0,35.2869230769231,0
G37107,37107,15,15,10.3366666666667,1
G37109,37109,18,12,26.9344444444444,0.67
G37111,37111,10,10,11.445,1
G37113,37113,9,6,22.3466666666667,0.67
G37115,37115,6,3,39.4716666666667,0.5
G37117,37117,6,6,13.735,1
G37119,37119,233,233,8.77961373390558,1
G37121,37121,4,0,40.91,0
G37123,37123,6,2,31.09,0.33
G37125,37125,18,15,16.3438888888889,0.83
G37127,37127,18,17,12.7083333333333,0.94
G37129,37129,45,45,8.51688888888889,1
G37131,37131,5,3,20.99,0.6
G37133,37133,32,28,15.3690625,0.88
G37135,37135,28,28,9.84964285714286,1
G37137,37137,5,1,43.338,0.2
G37139,37139,10,0,55.398,0
G37141,37141,16,8,29.831875,0.5
G37143,37143,3,0,68.8533333333333,0
G37145,37145,7,7,12.7442857142857,1
G37147,37147,32,32,10.08625,1
G37149,37149,7,7,12.6071428571429,1
G37151,37151,28,28,11.7121428571429,1
G37153,37153,11,11,7.85363636363636,1
G37155,37155,31,31,13.061935483871,1
G37157,37157,21,18,14.1409523809524,0.86
G37159,37159,30,30,11.239,1
G37161,37161,13,12,18.3476923076923,0.92
G37163,37163,11,6,22.4445454545455,0.55
G37165,37165,7,7,8.99285714285714,1
G37167,37167,13,13,14.1746153846154,1
G37169,37169,9,7,20.3666666666667,0.78
G37171,37171,22,20,16.9345454545455,0.91
G37173,37173,5,2,34.828,0.4
G37175,37175,7,7,15.7314285714286,1
G37177,37177,1,0,65.05,0
G37179,37179,41,40,18.1473170731707,0.98
G37181,37181,10,10,9.644,1
G37183,37183,187,186,10.1444919786096,0.99
G37185,37185,6,3,35.985,0.5
G37187,37187,3,0,48.6533333333333,0
G37189,37189,13,12,18.5615384615385,0.92
G37191,37191,26,26,12.6734615384615,1
G37193,37193,14,12,18.4414285714286,0.86
G37195,37195,19,19,9.17473684210526,1
G37197,37197,7,7,15.6471428571429,1
G37199,37199,5,0,49.892,0
G38001,38001,1,0,80.9,0
G38003,38003,4,0,39.8425,0
G38005,38005,4,2,45.2925,0.5
G38007,38007,1,0,80.8,0
G38009,38009,3,0,50.26,0
G38011,38011,2,0,76.49,0
G38013,38013,1,0,130.75,0
G38015,38015,19,17,9.78736842105263,0.89
G38017,38017,33,30,9.17121212121212,0.91
G38019,38019,2,0,71.745,0
G38021,38021,3,0,73.0466666666667,0
G38023,38023,1,0,93.39,0
G38025,38025,1,0,125.67,0
G38027,38027,1,0,73.78,0
G38029,38029,1,0,77.47,0
G38031,38031,1,0,69.41,0
G38033,38033,1,1,0,1
G38035,38035,18,15,11.8472222222222,0.83
G38037,38037,1,0,92.94,0
G38039,38039,1,0,73.69,0
G38041,38041,2,0,119.55,0
G38043,38043,1,0,65.45,0
G38045,38045,2,0,78.245,0
G38047,38047,1,0,85.07,0
G38049,38049,2,0,59.355,0
G38051,38051,1,0,125.91,0
G38053,38053,4,0,76.815,0
G38055,38055,2,0,60.115,0
G38057,38057,3,0,92.9333333333333,0
G38059,38059,5,3,26.724,0.6
G38061,38061,3,0,80.7833333333333,0
G38063,38063,1,0,82.18,0
G38065,38065,1,0,52.9,0
G38067,38067,5,0,58.534,0
G38069,38069,2,0,86.35,0
G38071,38071,3,2,18.9433333333333,0.67
G38073,38073,3,0,82.9133333333333,0
G38075,38075,1,0,75.17,0
G38077,38077,6,0,53.42,0
G38079,38079,4,4,13.665,1
G38081,38081,2,0,101.685,0
G38083,38083,1,0,110.87,0
G38085,38085,2,0,73.595,0
G38087,38087,1,0,114.86,0
G38089,38089,8,0,73.72875,0
G38091,38091,1,0,88.56,0
G38093,38093,6,5,13.0466666666667,0.83
G38095,38095,1,0,49.94,0
G38097,38097,4,0,50.3375,0
G38099,38099,6,5,17.6966666666667,0.83
G38101,38101,13,11,13.8869230769231,0.85
G38103,38103,2,0,99.495,0
G38105,38105,7,4,22.7771428571429,0.57
G39001,39001,6,6,16.5783333333333,1
G39003,39003,33,33,8.67181818181818,1
G39005,39005,11,11,12.7736363636364,1
G39007,39007,26,22,12.405,0.85
G39009,39009,15,15,11.044,1
G39011,39011,11,11,15.4745454545455,1
G39013,39013,20,19,9.7935,0.95
G39015,39015,9,9,11.9877777777778,1
G39017,39017,80,80,5.961875,1
G39019,39019,7,7,17.8142857142857,1
G39021,39021,10,9,15.12,0.9
G39023,39023,44,44,9.12022727272727,1
G39025,39025,40,39,14.055,0.98
G39027,39027,9,9,15.2722222222222,1
G39029,39029,24,23,11.2079166666667,0.96
G39031,39031,10,9,13.865,0.9
G39033,39033,13,13,7.55538461538462,1
G39035,39035,447,447,4.74295302013423,1
G39037,39037,12,11,13.0625,0.92
G39039,39039,9,9,8.58222222222222,1
G39041,39041,35,35,11.0025714285714,1
G39043,39043,19,18,11.9157894736842,0.95
G39045,39045,28,27,9.95678571428572,0.96
G39047,39047,7,7,9.81857142857143,1
G39049,39049,284,284,5.40517605633803,1
G39051,39051,9,9,16.9977777777778,1
G39053,39053,7,4,24.5728571428571,0.57
G39055,39055,21,21,11.1738095238095,1
G39057,39057,35,35,8.71171428571428,1
G39059,39059,10,10,9.361,1
G39061,39061,222,222,7.07247747747748,1
G39063,39063,13,13,9.46153846153846,1
G39065,39065,7,6,15.4585714285714,0.86
G39067,39067,5,3,19.406,0.6
G39069,39069,7,6,15.3271428571429,0.86
G39071,39071,9,9,17.8788888888889,1
G39073,39073,7,6,13.5571428571429,0.86
G39075,39075,8,8,15.71125,1
G39077,39077,13,10,18.6415384615385,0.77
G39079,39079,7,6,14.2242857142857,0.86
G39081,39081,23,23,11.8413043478261,1
G39083,39083,12,12,11.1866666666667,1
G39085,39085,59,59,6.58338983050847,1
G39087,39087,16,14,10.755,0.88
G39089,39089,32,31,9.85625,0.97
G39091,39091,11,11,12.0663636363636,1
G39093,39093,74,73,8.54256756756757,0.99
G39095,39095,128,128,5.220625,1
G39097,39097,12,12,15.3225,1
G39099,39099,70,70,5.61171428571429,1
G39101,39101,18,18,8.92777777777778,1
G39103,39103,37,37,11.092972972973,1
G39105,39105,6,5,17.42,0.83
G39107,39107,9,8,13.8655555555556,0.89
G39109,39109,21,21,10.9147619047619,1
G39111,39111,4,4,18.2025,1
