G_COUNTYFP,COUNTYFP,cntT,cntTimeDrive,avTimeDrive,pctTimeDrive
G01101,01101,65,63,11.5452307692308,0.97
G01103,01103,27,23,15.2181481481481,0.85
G01105,01105,3,1,24.1333333333333,0.33
G01107,01107,5,1,37.958,0.2
G01109,01109,8,8,14.77875,1
G01111,01111,6,0,42.3933333333333,0
G01113,01113,13,11,15.4830769230769,0.85
G01115,01115,13,9,24.9169230769231,0.69
G01117,01117,48,44,19.145,0.92
G01119,01119,4,1,27.265,0.25
G01121,01121,22,16,20.9277272727273,0.73
G01123,01123,10,2,37.884,0.2
G01125,01125,47,46,10.4172340425532,0.98
G01127,01127,18,15,19.2227777777778,0.83
G01129,01129,5,2,29.97,0.4
G01131,01131,4,3,22.13,0.75
G01133,01133,7,2,28.6,0.29
G02013,02013,1,1,0,1
G02016,02016,2,2,0,1
G02020,02020,55,54,5.52181818181818,0.98
G02050,02050,3,3,0,1
G02060,02060,1,1,28.5,1
G02068,02068,1,0,130.88,0
G02070,02070,2,2,0,1
G02090,02090,19,17,11.2547368421053,0.89
G02100,02100,1,1,0,1
G02105,02105,2,1,150.465,0.5
G02110,02110,6,6,4.72333333333333,1
G02122,02122,13,10,21.3730769230769,0.77
G02130,02130,4,4,0,1
G02150,02150,5,4,40.554,0.8
G02158,02158,1,NA,NA,NA
G02164,02164,1,1,0,1
G02170,02170,24,19,21.9995833333333,0.79
G02180,02180,2,2,14.46,1
G02185,02185,3,NA,NA,NA
G02188,02188,2,1,1045.095,0.5
G02195,02195,1,1,0,1
G02198,02198,4,3,27.23,0.75
G02220,02220,2,2,9.54,1
G02230,02230,1,0,69.83,0
G02240,02240,2,1,58.985,0.5
G02261,02261,3,3,0,1
G02270,02270,1,1,0,1
G02275,02275,1,1,0,1
G02282,02282,1,1,0,1
G02290,02290,4,NA,NA,NA
G04001,04001,16,2,62.506875,0.12
G04003,04003,32,28,10.95125,0.88
G04005,04005,28,19,27.9510714285714,0.68
G04007,04007,16,11,28.455625,0.69
G04009,04009,9,7,18.88,0.78
G04011,04011,3,2,19.2066666666667,0.67
G04012,04012,9,4,47.5244444444444,0.44
G04013,04013,916,908,6.00082969432314,0.99
G04015,04015,43,38,13.1176744186047,0.88
G04017,04017,31,13,49.5174193548387,0.42
G04019,04019,248,NA,NA,NA
G04021,04021,75,70,11.3772,0.93
G04023,04023,10,9,13.87,0.9
G04025,04025,42,37,11.6942857142857,0.88
G04027,04027,55,49,18.43,0.89
G05001,05001,8,4,22.46875,0.5
G05003,05003,7,5,12.9714285714286,0.71
G05005,05005,9,9,12.51,1
G05007,05007,49,45,14.0983673469388,0.92
G05009,05009,7,7,13.8385714285714,1
G05011,05011,5,5,10.14,1
G05013,05013,2,0,35.22,0
G05015,05015,5,5,18.416,1
G05017,05017,4,4,13.11,1
G05019,05019,5,3,18.202,0.6
G05021,05021,6,4,21.185,0.67
G05023,05023,7,4,31.2514285714286,0.57
G05025,05025,2,0,41.53,0
G05027,05027,5,5,13.972,1
G05029,05029,6,6,14.4766666666667,1
G05031,05031,17,16,9.57294117647059,0.94
G05033,05033,11,11,12.9,1
G05035,05035,20,19,7.9185,0.95
G05037,05037,6,5,13.2266666666667,0.83
G05039,05039,3,1,29.8966666666667,0.33
G05041,05041,5,4,19.598,0.8
G05043,05043,5,5,9.552,1
G05045,05045,25,23,14.2988,0.92
G05047,05047,3,2,23.3133333333333,0.67
G05049,05049,2,1,18.445,0.5
G05051,05051,20,18,11.094,0.9
G05053,05053,4,4,9.39,1
G05055,05055,9,9,10.64,1
G05057,05057,5,4,14.302,0.8
G05059,05059,7,6,14.2071428571429,0.86
G05061,05061,3,2,14.35,0.67
G05063,05063,8,8,9.90125,1
G05065,05065,4,0,44.3675,0
G05067,05067,5,4,15.902,0.8
G05069,05069,24,22,10.7204166666667,0.92
G05071,05071,6,6,11.6966666666667,1
G05073,05073,2,1,19.435,0.5
G05075,05075,6,4,15.3616666666667,0.67
G05077,05077,4,4,16.36,1
G05079,05079,4,4,12.765,1
G05081,05081,4,2,40.3575,0.5
G05083,05083,6,5,9.33333333333333,0.83
G05085,05085,16,14,15.26625,0.88
G05087,05087,4,3,22.1075,0.75
G05089,05089,4,1,46.7175,0.25
G05091,05091,12,11,11.4058333333333,0.92
G05093,05093,12,11,10.9416666666667,0.92
G05095,05095,3,2,19.3666666666667,0.67
G05097,05097,3,2,19.87,0.67
G05099,05099,3,1,30.4566666666667,0.33
G05101,05101,2,1,49.915,0.5
G05103,05103,6,6,11.68,1
G05105,05105,3,1,38.82,0.33
G05107,05107,6,5,15.68,0.83
G05109,05109,3,1,30.0133333333333,0.33
G05111,05111,7,5,20.7628571428571,0.71
G05113,05113,6,5,18.9183333333333,0.83
G05115,05115,11,10,12.1163636363636,0.91
G05117,05117,3,1,34.71,0.33
G05119,05119,95,94,7.24284210526316,0.99
G05121,05121,4,4,11.905,1
G05123,05123,6,5,12.5583333333333,0.83
G05125,05125,21,19,14.1304761904762,0.9
G05127,05127,3,3,9.59,1
G05129,05129,3,1,44.03,0.33
G05131,05131,26,24,9.78076923076923,0.92
G05133,05133,4,3,15.56,0.75
G05135,05135,4,2,25.4675,0.5
G05137,05137,3,2,18.46,0.67
G05139,05139,10,10,12.459,1
G05141,05141,5,2,22.552,0.4
G05143,05143,32,29,11.5971875,0.91
G05145,05145,13,13,15.0807692307692,1
G05147,05147,2,0,44.045,0
G05149,05149,6,6,12.7033333333333,1
G06001,06001,361,361,5.51271468144044,1
G06003,06003,1,1,0,1
G06005,06005,9,4,36.5655555555556,0.44
G06007,06007,51,43,16.3394117647059,0.84
G06009,06009,10,2,43.155,0.2
G06011,06011,5,4,20.248,0.8
G06013,06013,208,208,8.04697115384615,1
G06015,06015,8,6,12.51375,0.75
G06017,06017,43,36,18.7541860465116,0.84
G06019,06019,199,187,9.45035175879397,0.94
G06021,06021,6,2,37.6316666666667,0.33
G06023,06023,31,26,18.7035483870968,0.84
G06025,06025,31,26,20.8032258064516,0.84
G06027,06027,6,4,26.31,0.67
G06029,06029,151,128,14.0677483443709,0.85
G06031,06031,27,11,31.952962962963,0.41
G06033,06033,15,6,30.9106666666667,0.4
G06035,06035,9,6,32.7488888888889,0.67
G06037,06037,2347,NA,NA,NA
G06039,06039,23,19,14.3904347826087,0.83
G06041,06041,56,53,12.0741071428571,0.95
G06043,06043,6,2,37.62,0.33
G06045,06045,21,16,23.4395238095238,0.76
G06047,06047,49,48,9.84612244897959,0.98
G06049,06049,4,NA,NA,NA
G06051,06051,3,1,40.3133333333333,0.33
G06053,06053,94,90,9.78095744680851,0.96
G06055,06055,40,39,8.62825,0.98
G06057,06057,20,20,12.6485,1
G06059,06059,583,583,5.51222984562607,1
G06061,06061,85,80,13.4358823529412,0.94
G06063,06063,7,2,42.1928571428571,0.29
G06065,06065,453,440,10.9404415011038,0.97
G06067,06067,317,314,8.07722397476341,0.99
G06069,06069,11,11,7.45818181818182,1
G06071,06071,369,335,12.0530623306233,0.91
G06073,06073,628,619,7.8281847133758,0.99
G06075,06075,197,196,3.41827411167513,0.99
G06077,06077,139,131,14.386690647482,0.94
G06079,06079,54,48,13.8233333333333,0.89
G06081,06081,158,157,5.81462025316456,0.99
G06083,06083,90,85,9.86411111111111,0.94
G06085,06085,372,371,6.64352150537634,1
G06087,06087,53,52,9.20188679245283,0.98
G06089,06089,48,41,17.1047916666667,0.85
G06091,06091,1,1,0,1
G06093,06093,14,6,36.9235714285714,0.43
G06095,06095,96,95,7.70822916666667,0.99
G06097,06097,100,95,11.0526,0.95
G06099,06099,94,90,10.1948936170213,0.96
G06101,06101,21,20,7.59666666666667,0.95
G06103,06103,11,9,20.7318181818182,0.82
G06105,06105,5,3,41.848,0.6
G06107,06107,78,75,11.8876923076923,0.96
G06109,06109,11,9,22.0227272727273,0.82
G06111,06111,174,172,8.13442528735632,0.99
G06113,06113,41,41,6.4390243902439,1
G06115,06115,14,11,15.2764285714286,0.79
G08001,08001,97,95,7.44618556701031,0.98
G08003,08003,4,4,9.4,1
G08005,08005,147,146,6.4652380952381,0.99
G08007,08007,4,3,22.3775,0.75
G08009,08009,2,2,12.5,1
G08011,08011,1,1,0,1
G08013,08013,68,67,10.8126470588235,0.99
G08014,08014,18,18,7.16722222222222,1
G08015,08015,5,5,6.424,1
G08017,08017,1,1,0,1
G08019,08019,3,3,13.11,1
G08021,08021,2,2,0,1
G08023,08023,2,1,18.815,0.5
G08025,08025,1,1,0,1
G08027,08027,1,1,0,1
G08029,08029,7,5,19.7228571428571,0.71
G08031,08031,144,144,5.12868055555556,1
G08033,08033,1,0,79.9,0
G08035,08035,61,59,10.8372131147541,0.97
G08037,08037,14,12,17.5242857142857,0.86
G08039,08039,7,4,27.4071428571429,0.57
G08041,08041,130,126,10.7266923076923,0.97
G08043,08043,14,13,14.6535714285714,0.93
G08045,08045,11,7,22.4845454545455,0.64
G08047,08047,1,1,0,1
G08049,08049,3,2,24.9566666666667,0.67
G08051,08051,4,2,54.4125,0.5
G08053,08053,1,0,98.01,0
G08055,08055,2,1,18.855,0.5
G08057,08057,1,1,0,1
G08059,08059,138,136,8.28840579710145,0.99
G08061,08061,1,0,60.46,0
G08063,08063,3,2,27.6366666666667,0.67
G08065,08065,2,2,3.155,1
G08067,08067,10,8,15.691,0.8
G08069,08069,73,69,9.98191780821918,0.95
G08071,08071,6,0,56.375,0
G08073,08073,2,1,24.36,0.5
G08075,08075,6,5,12.38,0.83
G08077,08077,29,27,14.1931034482759,0.93
G08079,08079,1,0,82.55,0
G08081,08081,4,3,16.395,0.75
G08083,08083,7,7,15.1271428571429,1
G08085,08085,10,9,17.853,0.9
G08087,08087,8,8,10.35125,1
G08089,08089,7,7,6.58285714285714,1
G08091,08091,1,0,45.96,0
G08093,08093,5,3,29.102,0.6
G08095,08095,2,2,12.775,1
G08097,08097,4,3,15.5925,0.75
G08099,08099,5,3,22.59,0.6
G08101,08101,55,52,10.1241818181818,0.95
G08103,08103,2,2,0,1
G08105,08105,3,3,12.4833333333333,1
G08107,08107,8,5,28.71875,0.62
G08109,08109,2,1,23.545,0.5
G08111,08111,1,0,64.14,0
G08113,08113,4,4,5.67,1
G08115,08115,1,1,0,1
G08117,08117,5,5,16.282,1
G08119,08119,6,6,13.525,1
G08121,08121,2,1,35.73,0.5
G08123,08123,77,76,8.87532467532468,0.99
G08125,08125,2,2,0,1
G09001,09001,211,211,6.19744075829384,1
G09003,09003,224,224,6.24433035714286,1
G09005,09005,51,50,8.99725490196079,0.98
G09007,09007,37,37,9.53243243243243,1
G09009,09009,190,190,5.59573684210526,1
G09011,09011,66,66,9.02439393939394,1
G09013,09013,29,29,10.3648275862069,1
G09015,09015,25,25,8.3928,1
G10001,10001,33,33,9.89090909090909,1
G10003,10003,131,131,6.79595419847328,1
G10005,10005,54,48,15.7587037037037,0.89
G11001,11001,179,179,9.23776536312849,1
G12001,12001,56,56,11.3033928571429,1
G12003,12003,4,3,14.6175,0.75
G12005,12005,44,43,11.0147727272727,0.98
G12007,12007,4,4,12.9275,1
G12009,12009,114,113,13.7461403508772,0.99
G12011,12011,362,361,7.31544198895028,1
G12013,12013,3,3,18.1366666666667,1
G12015,12015,39,35,14.5997435897436,0.9
G12017,12017,28,19,23.5510714285714,0.68
G12019,12019,30,25,16.6736666666667,0.83
G12021,12021,74,71,13.0498648648649,0.96
G12023,12023,12,9,20.515,0.75
G12027,12027,9,2,34.8677777777778,0.22
G12029,12029,4,3,16.8675,0.75
G12031,12031,174,174,8.69109195402299,1
G12033,12033,72,69,10.88625,0.96
G12035,12035,21,20,22.2947619047619,0.95
G12037,12037,6,3,23.93,0.5
G12039,12039,9,8,17.2577777777778,0.89
G12041,12041,5,5,16.01,1
G12043,12043,4,1,38.9525,0.25
G12045,12045,4,2,24.02,0.5
G12047,12047,3,2,19.7833333333333,0.67
G12049,12049,6,5,17.7683333333333,0.83
G12051,12051,7,0,55.6642857142857,0
G12053,12053,45,42,16.248,0.93
G12055,12055,27,24,17.3777777777778,0.89
G12057,12057,321,303,12.5963551401869,0.94
G12059,12059,4,3,18.565,0.75
G12061,12061,31,31,11.0209677419355,1
G12063,12063,11,10,19.44,0.91
G12065,12065,4,3,17.725,0.75
G12067,12067,2,1,42.03,0.5
G12069,12069,56,54,10.3533928571429,0.96
G12071,12071,167,150,17.0437125748503,0.9
G12073,12073,68,67,11.1985294117647,0.99
G12075,12075,10,6,29.811,0.6
G12077,12077,2,1,28.355,0.5
G12079,12079,5,5,9.722,1
G12081,12081,79,77,11.7629113924051,0.97
G12083,12083,63,49,19.1169841269841,0.78
G12085,12085,36,36,10.5811111111111,1
G12086,12086,519,517,5.68526011560694,1
G12087,12087,31,28,12.0670967741935,0.9
G12089,12089,13,13,10.9630769230769,1
G12091,12091,43,40,14.1888372093023,0.93
G12093,12093,12,11,15.2691666666667,0.92
G12095,12095,207,207,8.43188405797101,1
G12097,12097,41,40,10.9319512195122,0.98
G12099,12099,338,325,11.3170118343195,0.96
G12101,12101,134,112,15.9455970149254,0.84
G12103,12103,246,246,7.41983739837398,1
G12105,12105,154,146,14.1033116883117,0.95
G12107,12107,17,11,25.9382352941176,0.65
G12109,12109,41,35,18.469756097561,0.85
G12111,12111,45,45,8.82377777777778,1
G12113,12113,26,18,20.5407692307692,0.69
G12115,12115,95,95,12.1503157894737,1
G12117,12117,86,86,9.27302325581395,1
G12119,12119,19,17,19.4468421052632,0.89
G12121,12121,7,4,25.1428571428571,0.57
G12123,12123,5,4,14.112,0.8
G12125,12125,3,3,10.54,1
G12127,12127,114,106,11.9301754385965,0.93
G12129,12129,5,3,21.634,0.6
G12131,12131,12,1,45.76,0.08
G12133,12133,7,5,23.1942857142857,0.71
G13001,13001,5,5,14.872,1
G13003,13003,3,3,27.8533333333333,1
G13005,13005,3,3,12.9733333333333,1
G13007,13007,2,0,46.065,0
G13009,13009,9,9,8.05777777777778,1
G13011,13011,4,3,26.25,0.75
G13013,13013,18,18,11.1611111111111,1
G13015,13015,15,4,34.912,0.27
G13017,13017,5,0,49.898,0
G13019,13019,6,2,35.1433333333333,0.33
G13021,13021,44,44,8.96227272727273,1
G13023,13023,3,3,28.01,1
G13025,13025,3,3,12.88,1
G13027,13027,5,4,15.538,0.8
G13029,13029,7,3,33.0757142857143,0.43
G13031,13031,12,11,14.7741666666667,0.92
G13033,13033,6,3,23.705,0.5
G13035,13035,3,3,8.23333333333333,1
G13037,13037,2,0,39.325,0
G13039,13039,11,8,18.0736363636364,0.73
G13043,13043,3,0,35.91,0
G13045,13045,17,17,11.0094117647059,1
G13047,13047,11,11,17.7009090909091,1
G13049,13049,2,1,23.6,0.5
G13051,13051,72,72,8.52111111111111,1
G13053,13053,5,4,21.418,0.8
G13055,13055,6,3,27.3533333333333,0.5
G13057,13057,26,18,27.1173076923077,0.69
G13059,13059,30,30,13.9873333333333,1
G13061,13061,1,1,29.22,1
G13063,13063,50,50,10.008,1
G13065,13065,2,2,13.83,1
G13067,13067,120,120,12.0878333333333,1
G13069,13069,9,8,18.4888888888889,0.89
G13071,13071,10,0,38.831,0
G13073,13073,20,19,17.592,0.95
G13075,13075,4,4,15.4675,1
G13077,13077,20,20,14.256,1
G13079,13079,3,1,28.83,0.33
G13081,13081,6,6,11.2533333333333,1
G13083,13083,4,3,16.1,0.75
G13085,13085,3,2,31.1133333333333,0.67
G13087,13087,7,6,15.6114285714286,0.86
G13089,13089,145,145,6.46634482758621,1
G13091,13091,6,4,20.5033333333333,0.67
G13093,13093,3,1,29.6933333333333,0.33
G13095,13095,27,27,10.8751851851852,1
G13097,13097,20,20,17.4125,1
G13099,13099,5,3,18.124,0.6
G13101,13101,2,0,37.045,0
G13103,13103,10,9,20.334,0.9
G13105,13105,5,5,11.368,1
G13107,13107,6,5,17.37,0.83
G13109,13109,3,2,26.45,0.67
G13111,13111,5,1,38.222,0.2
G13113,13113,20,20,11.554,1
G13115,13115,20,19,11.8305,0.95
G13117,13117,45,45,16.2302222222222,1
G13119,13119,5,2,30.338,0.4
G13121,13121,204,203,8.9028431372549,1
G13123,13123,5,0,60.182,0
G13125,13125,1,0,39.15,0
G13127,13127,16,16,7.1075,1
G13129,13129,9,4,32.7977777777778,0.44
G13131,13131,6,5,15.4883333333333,0.83
G13133,13133,7,7,14.9185714285714,1
G13135,13135,113,113,11.5965486725664,1
G13137,13137,8,8,11.90625,1
G13139,13139,36,34,18.7472222222222,0.94
G13141,13141,2,1,33.32,0.5
G13143,13143,5,5,16.806,1
G13145,13145,5,4,21.912,0.8
G13147,13147,5,5,16.192,1
G13149,13149,3,2,20.95,0.67
G13151,13151,25,25,13.1376,1
G13153,13153,23,22,10.7378260869565,0.96
G13155,13155,2,1,30.7,0.5
G13157,13157,11,11,16.0081818181818,1
G13159,13159,3,2,28.3966666666667,0.67
G13161,13161,3,1,34.1866666666667,0.33
G13163,13163,4,0,34.8625,0
G13165,13165,2,0,37.42,0
G13167,13167,3,0,37.5166666666667,0
G13169,13169,6,6,19.6083333333333,1
G13171,13171,3,3,9.31666666666667,1
G13173,13173,2,0,33.26,0
G13175,13175,13,12,15.5484615384615,0.92
G13177,13177,5,5,14.718,1
G13179,13179,15,13,16.0426666666667,0.87
G13181,13181,2,0,35.985,0
G13183,13183,3,1,29.8733333333333,0.33
G13185,13185,25,25,11.154,1
G13187,13187,4,4,18.3925,1
G13189,13189,5,5,8.994,1
G13191,13191,5,1,36.85,0.2
G13193,13193,4,1,34.8725,0.25
G13195,13195,6,5,18.2966666666667,0.83
G13197,13197,2,0,46.32,0
G13199,13199,4,3,20.6475,0.75
G13201,13201,3,1,30.8433333333333,0.33
G13205,13205,5,1,38.722,0.2
G13207,13207,5,5,24.654,1
G13209,13209,3,2,23.3833333333333,0.67
G13211,13211,5,5,12.564,1
G13213,13213,8,3,30.835,0.38
G13215,13215,53,53,8.60169811320755,1
G13217,13217,13,13,11.8561538461538,1
G13219,13219,6,6,21.095,1
G13221,13221,4,1,36.05,0.25
G13223,13223,19,19,16.7652631578947,1
G13225,13225,6,6,10.05,1
G13227,13227,6,0,54.005,0
G13229,13229,4,2,27.3925,0.5
G13231,13231,4,3,20.4425,0.75
G13233,13233,7,7,12.3957142857143,1
G13235,13235,3,2,30.0433333333333,0.67
G13237,13237,5,4,28.004,0.8
G13239,13239,1,1,12.58,1
G13241,13241,5,0,44.39,0
G13243,13243,2,2,9.08,1
G13245,13245,47,47,7.9331914893617,1
G13247,13247,15,15,10.7193333333333,1
G13249,13249,2,2,21.95,1
G13251,13251,5,4,18.91,0.8
G13253,13253,3,0,36.8166666666667,0
G13255,13255,12,12,9.93916666666667,1
G13257,13257,5,5,9.5,1
G13259,13259,2,0,38.815,0
G13261,13261,8,8,9.85,1
G13263,13263,3,1,35.37,0.33
G13265,13265,1,0,34.2,0
G13267,13267,5,3,18.792,0.6
G13269,13269,3,3,13.97,1
G13271,13271,3,0,51.1866666666667,0
G13273,13273,4,3,28.5075,0.75
G13275,13275,11,11,12.6790909090909,1
G13277,13277,9,9,10.58,1
G13279,13279,6,6,12.93,1
G13281,13281,3,3,10.6266666666667,1
G13283,13283,2,0,31.63,0
G13285,13285,14,13,16.32,0.93
G13287,13287,2,1,29.675,0.5
G13289,13289,2,1,30.99,0.5
G13291,13291,6,5,17.24,0.83
G13293,13293,7,7,10.5,1
G13295,13295,13,12,17.2946153846154,0.92
G13297,13297,15,15,15.188,1
G13299,13299,9,9,7.80222222222222,1
G13301,13301,2,2,26.165,1
G13303,13303,5,5,14.096,1
G13305,13305,6,6,17.7233333333333,1
G13307,13307,2,0,38.905,0
G13309,13309,2,0,37.89,0
G13311,13311,5,4,21.794,0.8
G13313,13313,18,17,15.7188888888889,0.94
G13315,13315,4,1,38.91,0.25
G13317,13317,4,1,36.785,0.25
G13319,13319,3,3,26.7733333333333,1
G13321,13321,5,2,33.112,0.4
G15001,15001,50,35,21.6572,0.7
G15003,15003,244,NA,NA,NA
G15005,15005,2,2,0,1
G15007,15007,16,NA,NA,NA
G15009,15009,38,29,18.7586842105263,0.76
G16001,16001,59,59,5.87118644067797,1
G16003,16003,2,1,19.62,0.5
G16005,16005,22,21,5.64090909090909,0.95
G16007,16007,2,0,68.15,0
G16009,16009,2,0,79.685,0
G16011,16011,8,6,16.47375,0.75
G16013,16013,4,3,14.8025,0.75
G16015,16015,1,1,0,1
G16017,16017,9,6,20.7566666666667,0.67
G16019,16019,21,20,4.96952380952381,0.95
G16021,16021,2,1,16.125,0.5
G16023,16023,1,0,96.54,0
G16025,16025,1,0,60.26,0
G16027,16027,29,29,6.33827586206897,1
G16029,16029,2,1,18.76,0.5
G16031,16031,6,4,20.56,0.67
G16033,16033,1,0,63.57,0
G16035,16035,2,1,43.48,0.5
G16037,16037,1,1,0,1
G16039,16039,5,4,19.884,0.8
G16041,16041,2,2,8.48,1
G16043,16043,3,1,37.03,0.33
G16045,16045,3,3,7.02333333333333,1
G16047,16047,2,2,11.54,1
G16049,16049,5,1,66.962,0.2
G16051,16051,4,3,13.18,0.75
G16053,16053,5,4,14.388,0.8
G16055,16055,25,23,13.1652,0.92
G16057,16057,7,4,17.3585714285714,0.57
G16059,16059,3,1,39.1033333333333,0.33
G16061,16061,3,0,62.43,0
G16063,16063,1,0,97.58,0
G16065,16065,6,6,1.16833333333333,1
G16067,16067,5,4,24.442,0.8
G16069,16069,10,8,13.047,0.8
G16071,16071,1,0,55.33,0
G16073,16073,3,2,42.0066666666667,0.67
G16075,16075,4,4,5.1175,1
G16077,16077,2,0,43.345,0
G16079,16079,3,2,12.2966666666667,0.67
G16081,16081,1,1,0,1
G16083,16083,14,13,11.3021428571429,0.93
G16085,16085,3,0,80.1366666666667,0
G16087,16087,3,2,16.4566666666667,0.67
G17001,17001,18,17,8.78055555555556,0.94
G17003,17003,4,2,18.9425,0.5
G17005,17005,4,3,15.64,0.75
G17007,17007,7,6,11.6071428571429,0.86
G17009,17009,2,2,3.2,1
G17011,17011,10,9,15.507,0.9
G17013,17013,2,0,64.18,0
G17015,17015,6,6,16.6183333333333,1
G17017,17017,5,4,16.908,0.8
G17019,17019,43,42,9.02953488372093,0.98
G17021,17021,10,6,26.94,0.6
G17023,17023,4,3,17.3425,0.75
G17025,17025,4,0,35.3275,0
G17027,17027,8,6,22.6125,0.75
G17029,17029,12,10,15.2483333333333,0.83
G17031,17031,1319,1319,4.63828658074299,1
G17033,17033,6,1,34.795,0.17
G17035,17035,3,3,14.5133333333333,1
G17037,17037,21,21,8.15571428571429,1
G17039,17039,5,5,14.044,1
G17041,17041,5,4,19.268,0.8
G17043,17043,216,216,8.15787037037037,1
G17045,17045,5,4,18.28,0.8
G17047,17047,3,0,36.1533333333333,0
G17049,17049,8,7,14.73,0.88
G17051,17051,7,6,20.6885714285714,0.86
G17053,17053,5,4,16.362,0.8
G17055,17055,12,11,14.4516666666667,0.92
G17057,17057,12,9,19.6275,0.75
G17059,17059,2,1,15.37,0.5
G17061,17061,5,1,42.694,0.2
G17063,17063,10,8,17.736,0.8
G17065,17065,3,0,35.71,0
G17067,17067,7,4,27.7557142857143,0.57
G17069,17069,2,0,40.805,0
G17071,17071,3,2,29.2333333333333,0.67
G17073,17073,13,9,21.0961538461538,0.69
G17075,17075,9,6,23.6233333333333,0.67
G17077,17077,14,12,14.0557142857143,0.86
G17079,17079,3,3,8.24,1
G17081,17081,11,10,11.0254545454545,0.91
G17083,17083,6,3,31.35,0.5
G17085,17085,6,2,32.7483333333333,0.33
G17087,17087,4,4,16.7275,1
G17089,17089,82,82,7.29463414634146,1
G17091,17091,29,28,9.80172413793104,0.97
G17093,17093,10,10,9.223,1
G17095,17095,16,14,13.3275,0.88
G17097,17097,154,154,10.6987662337662,1
G17099,17099,28,21,15.8339285714286,0.75
G17101,17101,5,5,9.144,1
G17103,17103,9,9,12.2111111111111,1
G17105,17105,10,6,24.433,0.6
G17107,17107,8,0,37.195,0
G17109,17109,10,9,13.221,0.9
G17111,17111,52,52,12.5061538461538,1
G17113,17113,41,38,11.1556097560976,0.93
G17115,17115,34,34,7.44352941176471,1
G17117,17117,13,11,18.5961538461538,0.85
G17119,17119,61,57,10.4073770491803,0.93
G17121,17121,12,10,12.9866666666667,0.83
G17123,17123,5,0,39.386,0
G17125,17125,6,2,28.7166666666667,0.33
G17127,17127,4,4,8.225,1
G17129,17129,3,1,37.6933333333333,0.33
G17131,17131,4,1,39.675,0.25
G17133,17133,6,6,15.6483333333333,1
G17135,17135,8,7,12.93,0.88
G17137,17137,10,9,13.16,0.9
G17139,17139,4,4,13.27,1
G17141,17141,11,11,13.0990909090909,1
G17143,17143,48,46,8.70083333333333,0.96
G17145,17145,6,4,21.2583333333333,0.67
G17147,17147,4,4,19.2625,1
G17149,17149,5,3,22.872,0.6
G17151,17151,2,1,17.385,0.5
G17153,17153,2,2,27.845,1
G17155,17155,2,2,23.805,1
G17157,17157,9,9,9.80222222222222,1
G17159,17159,5,5,8.552,1
G17161,17161,40,39,8.26525,0.98
G17163,17163,60,59,8.36183333333333,0.98
G17165,17165,9,8,8.62888888888889,0.89
G17167,17167,53,52,10.0356603773585,0.98
G17169,17169,3,3,13.27,1
G17171,17171,2,0,33.97,0
G17173,17173,6,4,22.6583333333333,0.67
G17175,17175,2,1,29.51,0.5
G17177,17177,13,13,10.4115384615385,1
G17179,17179,30,29,11.7986666666667,0.97
G17181,17181,5,5,13.59,1
G17183,17183,24,0,44.9583333333333,0
G17185,17185,4,3,23.4375,0.75
G17187,17187,5,5,10.162,1
G17189,17189,4,3,13.5425,0.75
