"","GEOID","year","totPopE","whiteP","blackP","amIndP","asianP","pacIsP","otherP","hispP","noHSP","age0_4","age5_14","age15_19","age20_24","age15_44","age45_49","age50_54","age55_59","age60_64","ageOv65","ageOv18","age18_64","a15_24P","und45P","ovr65P","disbP"
"2609","48171",2010,24197,96.32,0.06,0.07,0.16,0.08,3.31,18.94,13.6,5.1,11.5,5.5,4.3,27.8,7.1,7.4,8.3,7.3,25.6,79.7,54.1,0.04,0.18,0.11,15.6
"2610","48173",2010,1317,87.09,4.48,0,0,0,8.43,28.55,21.98,3.3,23.5,7.5,7.3,33.8,9,7.9,6.2,2.6,13.7,69.7,56,1.12,4.6,1.04,5.9
"2611","48175",2010,7161,81.04,4.79,0,0,0.24,13.93,33.14,16.18,6,12.2,7.4,1.6,33.2,6.4,8.6,7.6,7.3,18.6,77,58.4,0.13,0.72,0.26,19.4
"2612","48177",2010,19635,58.15,8.29,0,0.32,0,33.24,45.2,32.38,7.9,14.9,7.7,5.2,36.9,6.7,7,6.2,4.3,16,72.7,56.7,0.07,0.3,0.08,18.7
"2613","48179",2010,22497,85.72,4.64,0.4,0.45,0,8.79,21.55,20.7,7.3,13.7,5.7,5.7,36.8,7.8,7.1,5.8,5.4,16.1,75.3,59.2,0.05,0.26,0.07,13.2
"2614","48181",2010,119111,84.35,5.52,1.24,0.86,0.04,7.99,10.48,14.81,6.6,13.4,7.3,6.2,37.8,7.6,7.3,6.6,5.7,15.2,75.7,60.5,0.01,0.05,0.01,15.1
"2615","48183",2010,119525,70.71,19.97,0.44,1.16,0.06,7.66,15,17.62,7.5,13.8,7.4,7.5,40.6,7.1,6.9,5.8,4.8,13.4,74.3,60.9,0.01,0.05,0.01,15.3
"2616","48185",2010,26208,74.39,16.77,0.23,0.51,0.02,8.08,20.14,22.84,6.2,13.2,5.8,5.9,39.1,8.1,7.5,7.4,5.2,13.3,76.8,63.5,0.04,0.22,0.05,15
"2617","48187",2010,122728,82.87,6.03,0.53,1.28,0.11,9.18,35.27,14.94,7.1,15.6,7.8,5.8,40.4,7.7,6.9,5.8,5.1,11.5,72.4,60.9,0.01,0.05,0.01,12.5
"2618","48189",2010,36041,80.12,5.24,0.37,0.35,0.17,13.75,54.23,30.02,8.2,15.7,7.9,8.2,42.2,6.5,6.2,4.8,4.2,12.3,71.5,59.2,0.04,0.18,0.03,12.1
"2619","48191",2010,3424,76.55,7.36,0.23,0.15,0.67,15.04,30.17,27.85,6.5,14.3,8.7,3.1,32.6,5.8,6.9,6.8,5.1,22,73.2,51.2,0.34,1.56,0.64,14.1
"2620","48193",2010,8473,98.15,0,0,0.05,0,1.8,9.31,17.41,5.3,12.9,5.6,5.2,31.1,7,7,5.7,7.3,23.8,78.4,54.6,0.13,0.58,0.28,19.6
"2621","48195",2010,5470,81.99,0.64,0.8,0.6,0.4,15.57,40.73,23.95,7.9,16.3,10.1,4,38.4,6.2,7.1,5.4,4.7,14.1,69.9,55.8,0.26,1.14,0.26,12.9
"2622","48197",2010,4226,83.32,9.37,0.35,1.09,0,5.87,16.8,20.62,7.6,13.5,5.3,3.8,29.5,6,8.7,6.9,6,21.8,74.9,53.1,0.22,1.2,0.52,22.3
"2623","48199",2010,53220,90.88,5.95,0.27,0.53,0,2.37,4.2,14.86,6.7,14.9,7.1,5.9,38.2,7.6,7.3,6.7,5.1,13.3,73.9,60.6,0.02,0.11,0.02,16.7
"2624","48201",2010,3950999,60.35,19,0.39,6.14,0.06,14.06,39.56,22.4,8.4,15.3,7.4,7.3,45.5,7.1,6.5,5.3,4,7.9,71.8,63.9,0,0,0,9
"2625","48203",2010,64484,73.52,22.28,0.36,0.55,0,3.29,9.94,16.29,7,14.1,7.6,6.5,38.7,7.5,7.3,7,5.4,13.1,74.2,61.1,0.02,0.09,0.02,14.1
"2626","48205",2010,5963,82.34,7.06,0.49,0.12,0,9.99,21.28,21.63,5.7,12.1,5,2.3,42.7,9.5,7.2,4.9,5.4,12.5,78.5,66,0.12,1.01,0.21,10.9
"2627","48207",2010,5842,78.69,5.2,0.05,0.33,0,15.73,22.71,22.14,5.8,11.6,6.3,4.3,33.4,7.1,7.5,5.6,6.7,22.3,78.8,56.5,0.18,0.87,0.38,22.2
"2628","48209",2010,146439,74.39,3.71,0.59,1.21,0,20.1,34.17,11.89,6.7,13.6,9.3,13.5,49.1,6.6,6.2,5.3,4.2,8.3,75.7,67.4,0.02,0.05,0.01,9.7
"2629","48211",2010,3668,90.81,0,0.6,0,0,8.59,22.03,19.32,7.3,13.2,7.4,4.4,36.5,6.5,10.4,6.2,5.4,14.6,75.4,60.8,0.32,1.55,0.4,11.3
"2630","48213",2010,78299,87.45,6.46,0.7,0.52,0.14,4.73,10.15,21.03,6.1,13,6.8,5.2,34.6,7.1,7.1,6.6,6.9,18.7,76.8,58.1,0.02,0.07,0.02,19.2
"2631","48215",2010,736973,75.16,0.47,0.3,0.98,0,23.09,90.2,39.84,10.2,19.2,8.9,7.4,43.5,5.5,4.8,4,3.5,9.3,65.1,55.8,0,0.01,0,14
"2632","48217",2010,34854,87.09,6.76,1.2,0.41,0,4.54,17.58,21.85,6.7,13.8,6.9,5.7,35.2,7,6.7,7.2,5.6,17.9,75.4,57.5,0.04,0.16,0.05,18
"2633","48219",2010,22933,83.87,3.22,0.24,0.45,0,12.22,42.08,25.89,7.5,14.7,10.7,6.9,40.7,7.1,6.6,6,4.6,12.7,72.9,60.2,0.08,0.27,0.06,13.4
"2634","48221",2010,49816,90.66,0.47,0.81,0.66,0,7.4,9.76,13.81,5.8,11.6,6.8,4.4,32.1,7.6,7.6,7.6,7.5,20.2,78.4,58.2,0.02,0.1,0.04,14.8
"2635","48223",2010,34540,87.58,8.12,0.67,0.61,0.01,3.01,14.14,21.3,7,13.9,7.3,6,37.4,7.4,7.1,6,6.1,15.2,74.4,59.2,0.04,0.17,0.04,15.7
"2636","48225",2010,23642,65.51,25.77,0.23,0.39,0,8.1,9.36,21.49,5.8,12.9,7.9,5.4,35.3,7.3,7.9,5.9,6.1,18.8,76.7,57.9,0.06,0.23,0.08,22.4
"2637","48227",2010,34285,67.5,5.18,0.55,0.76,0.03,25.98,37.67,29.18,6.6,12,6.2,6.1,41.9,7.9,7.3,6.2,4.4,13.7,77.2,63.5,0.04,0.18,0.04,19.5
"2638","48229",2010,3441,92.39,0.7,0.35,0.93,0,5.63,79.05,49.5,6.9,15.8,13.8,5.2,36.8,5.9,6.3,7.1,5,16.1,69.7,53.6,0.55,1.73,0.47,20.4
"2639","48231",2010,84836,83.32,8.71,0.5,1.06,0.09,6.32,12.89,19.97,6.8,14.1,7.2,7.1,39.4,7.5,7.2,6,5.6,13.4,74.7,61.3,0.02,0.07,0.02,16.2
"2640","48233",2010,22094,84.99,2.48,1.29,0.42,0.04,10.78,18.7,16.52,7.2,14.4,7.4,6.2,37,7.1,7.6,5.9,5.5,15.4,73.8,58.4,0.06,0.27,0.07,14.5
"2641","48235",2010,1673,87.69,4.36,0,0.3,0,7.65,21.64,18.4,3.3,17.3,3.5,1.3,30.1,7.5,8.5,11.7,6.4,15.2,77.3,62.1,0.29,3.03,0.91,10.6
"2642","48237",2010,9072,90.38,4.05,0.31,0.51,0,4.75,12.5,21.14,4.9,12.5,8.8,6.4,40.2,8.7,7,7.3,4.5,14.8,77.6,62.8,0.17,0.63,0.16,16.8
"2643","48239",2010,13987,71.41,8.17,0.09,0,0,20.33,27.8,22.83,7,14.2,7.4,5.5,36,7.7,7.1,6.7,5.2,16,74.3,58.3,0.09,0.41,0.11,17.2
"2644","48241",2010,35248,80.25,16.55,0.44,0.64,0.12,2,5.35,18.36,6.7,13.8,7,5,36.3,7.3,7,6.3,6.5,16.3,75.1,58.8,0.03,0.16,0.05,18.7
"2645","48243",2010,2340,92.56,0,0.64,0.68,0.26,5.86,35.51,16.08,4.5,10.2,11.5,5.5,32.1,6.6,8,8.8,7.2,22.6,75.6,53,0.73,2,0.97,29.6
"2646","48245",2010,249349,53.57,33.91,0.37,3.32,0.06,8.77,15.61,18.56,6.7,13.1,7.3,7.7,41.7,7.6,7.4,6,4.7,12.8,75.9,63.1,0.01,0.02,0.01,14.9
"2647","48247",2010,5211,79.68,0.02,3.07,0,0,17.23,92.27,31.1,8.7,11.3,7.8,13.7,44.5,5,4.4,3.8,6.3,16.1,74.8,58.7,0.41,1.24,0.31,21.6
"2648","48249",2010,40631,89.71,0.76,0.26,0.42,0,8.85,78.04,29.4,8.2,15.9,8.7,6.4,39.2,6.7,6.6,5.9,4.9,12.5,70.7,58.2,0.04,0.16,0.03,20.5
"2649","48251",2010,147611,91.35,2.69,0.72,0.67,0.2,4.37,17.04,18.31,7.2,15.5,7.6,5.9,40.3,7.9,7.1,6.4,4.6,11.1,72.5,61.4,0.01,0.04,0.01,11.4
"2650","48253",2010,20157,73.04,11.93,0.55,0.38,0,14.1,23.91,30.36,4.7,10.5,5.5,6.6,45.1,8.3,7.3,6.4,4.4,13.4,81.4,68,0.06,0.3,0.07,18.2
"2651","48255",2010,14880,66.41,10.27,0.37,0.42,0.24,22.29,48.48,34.39,3.6,4.4,2.7,9.8,54.7,7.2,6.5,6.3,4,13.1,90.3,77.2,0.08,0.42,0.09,22.1
"2652","48257",2010,98402,83.06,10.35,0.43,0.73,0.05,5.38,16.11,17.28,7.6,16.4,7.4,5.3,40.6,7.7,7,6.4,4.2,10.2,71.2,61,0.01,0.07,0.01,12.5
"2653","48259",2010,31515,94.63,1.02,0.05,0.73,0,3.57,19.81,8.86,5.5,14.4,6.9,4.4,33,8.8,7.7,7.5,7.8,15.4,75.5,60.1,0.04,0.17,0.05,11.4
"2654","48261",2010,241,97.51,2.49,0,0,0,0,62.66,40.22,5.8,8.7,7.1,2.1,23.7,10,11.2,7.9,12,20.7,80.5,59.8,3.82,15.85,8.59,3.3
"2655","48263",2010,772,95.21,0.39,0.52,0,0,3.88,12.05,9.41,3.2,13.9,5.6,4.4,30.3,6.5,5.4,9.5,6.2,25,80.1,55.1,1.3,6.14,3.24,17.9
"2656","48265",2010,48826,91.86,1.92,0.51,1,0.06,4.65,23.23,13.81,5.3,11.5,6.5,5.5,30.8,6.9,6.9,7.6,6.3,24.7,79.4,54.7,0.02,0.1,0.05,17.9
"2657","48267",2010,4568,93.43,0.28,0.09,3.22,0,2.98,23.42,23.49,2.7,12,4.6,5.3,24.6,9.7,9.2,12.7,7.9,21.2,82.5,61.3,0.22,0.86,0.46,19.2
"2658","48269",2010,219,81.74,0,0,3.65,0,14.61,10.05,9.2,4.6,7.8,3.2,5,43.4,6.4,8.2,7.3,11.9,10.5,84.5,74,3.74,25.48,4.79,16.3
"2659","48271",2010,3555,93.59,1.49,0.79,0.56,0,3.57,51.14,24.65,7.8,11.9,7.5,2.7,30.4,5,7.4,6.5,7.2,23.8,76.1,52.3,0.29,1.41,0.67,18.4
"2660","48273",2010,31611,83.63,3.96,0.98,2.3,0.04,9.09,69.06,23.93,7.7,13,10,12.9,47.2,5.7,5.6,4.5,5,11.4,75.2,63.8,0.07,0.21,0.04,14.1
"2661","48275",2010,3708,77,8.58,0.19,0,0,14.23,27,24.52,6.9,13.3,3.7,2.6,32.4,9.3,6.1,4.3,5.8,21.9,77,55.1,0.17,1.42,0.59,20.3
"2662","48277",2010,49536,81.54,13.05,1.18,0.54,0.2,3.49,6.02,17.59,6.4,13.7,7.8,5.9,37.5,7.1,6.8,6.5,5.6,16.3,75.3,59,0.03,0.12,0.03,18.4
"2663","48279",2010,14092,88.23,4.79,0.45,0.11,0,6.42,49.41,28.06,8.5,15.9,8,5.8,36.1,6.8,6.4,5.5,4.8,16,70.4,54.4,0.1,0.43,0.11,12.9
"2664","48281",2010,19677,88.31,4.04,1.02,0.92,0.02,5.69,16.98,17.44,6.4,14.3,7.3,5.1,36.7,8.3,6.8,6.6,6.1,14.8,74.5,59.7,0.06,0.29,0.08,17.2
"2665","48283",2010,6709,83.59,2.61,1.13,1.13,0,11.54,78.89,40.08,9,13,5.7,8,43.6,5.5,5.7,6.1,4.6,12.4,73.4,61,0.2,0.98,0.18,27
"2666","48285",2010,19217,82.45,7.33,0,0.12,0,10.1,14.98,23.67,6.4,13,5.6,4.7,31.3,7.3,7.2,7.4,6.8,20.6,76.8,56.2,0.05,0.26,0.11,17.7
"2667","48287",2010,16499,84.53,11.18,0.25,0,0,4.04,21.26,20.91,6,14.4,8.8,5.4,37.1,7.1,8.4,6.3,5.5,15.2,73.9,58.7,0.09,0.35,0.09,14.1
"2668","48289",2010,16640,82.28,8.65,0.36,0.14,0,8.57,12.24,21.34,5.8,12.2,6.9,4.1,31.9,7.6,7.5,5.9,7.9,21.1,77.8,56.7,0.07,0.3,0.13,18.6
"2669","48291",2010,74922,78.74,11.51,0.49,0.47,0.12,8.67,16.5,26.76,6.9,14.4,7.5,6.7,41.6,7.8,7.2,6.1,5.2,10.8,74,63.2,0.02,0.08,0.01,19
"2670","48293",2010,23170,77.8,18.77,0.38,0.08,0,2.97,17.78,25.45,6.5,12.8,7.1,5.2,38.5,7.5,6.5,6.7,5.6,15.8,76.2,60.4,0.05,0.25,0.07,17.3
"2671","48295",2010,3218,79.58,0.81,1.99,1.68,0.4,15.54,27.41,18.52,8.3,15.3,6.4,6.4,35.3,7.6,6.8,6.3,4.8,15.6,72,56.4,0.4,1.83,0.48,11.7
"2672","48297",2010,11507,89.57,3.23,0.49,0.19,0,6.52,35.46,22.95,4.9,11.7,6.1,5.8,37.3,7.8,7.1,7.4,5.6,18.2,79.1,60.9,0.1,0.47,0.16,21.8
"2673","48299",2010,18992,95.71,0.94,0.22,0.33,0,2.8,7.61,12.01,4.1,8.9,5.5,3.5,24.1,6.6,7.3,7.8,10.8,30.4,84.2,53.8,0.05,0.2,0.16,22.2
"2674","48301",2010,41,78.05,0,21.95,0,0,0,0,7.69,0,4.9,0,0,53.7,17.1,14.6,9.8,0,0,95.1,95.1,0,142.93,0,10.6
"2675","48303",2010,269932,79.27,7.17,0.63,1.96,0.08,10.89,31.04,16.63,7.1,13.1,8.6,12.9,46.8,6.4,6.2,5.1,4.3,11,75.9,64.9,0.01,0.02,0,13.6
"2676","48305",2010,5988,88.08,1.32,1.02,0.9,0,8.68,45.04,25.84,7.2,15.5,7.8,5.2,35.9,8.1,7.1,5.8,4.6,15.9,72.1,56.2,0.22,0.98,0.27,17.3
"2677","48307",2010,8220,92.81,2.38,0.02,1.27,0,3.52,28.21,25.18,4.6,14.3,7.2,5.2,34.3,5.8,7.2,7.6,6.9,19.3,76.3,57,0.15,0.65,0.23,17.9
"2678","48309",2010,229587,77.07,14.81,0.45,1.4,0.01,6.26,22.58,19.7,7.1,13.9,9,10.3,43.5,6.6,6.4,5.7,4.4,12.4,74.5,62.1,0.01,0.03,0.01,13.2
"2679","48311",2010,897,82.5,0,0.45,0,0,17.05,52.17,21.3,3.7,6.9,7.7,9.5,51.7,7.7,5.2,3.8,3.3,17.6,86.3,68.7,1.92,6.95,1.96,30.3
"2680","48313",2010,13433,71.84,22.1,0.28,0.18,0,5.6,18.74,21.84,5.3,12.1,7.8,8.7,47.5,4.9,5.7,4.9,5.7,13.9,78.1,64.2,0.12,0.48,0.1,12.7
"2681","48315",2010,10771,73.96,23.16,0.61,0.83,0.12,1.32,2.96,23.06,5.6,10.5,4.9,4.1,29.8,8.3,7.9,8.2,8.7,21,80.8,59.8,0.08,0.43,0.19,24.6
"2682","48317",2010,4606,90.01,2.65,0.67,0.37,0,6.3,43.64,29.1,6.2,14.1,9.6,8.3,42.5,9.6,5.8,3.4,3.8,14.6,72.8,58.2,0.39,1.36,0.32,15.3
"2683","48319",2010,3928,97.48,0.33,0.33,0,0,1.86,16.04,20.13,5.3,14.2,6.9,3.6,30.1,5.5,5.5,5.7,9.1,24.5,75.3,50.8,0.27,1.26,0.62,17
"2684","48321",2010,36647,77.77,11.4,0.44,2.08,0,8.31,36.81,23.38,7.4,14.5,8,5.9,36.9,7.9,7.4,6.5,5.4,13.9,73.2,59.3,0.04,0.16,0.04,14.7
"2685","48323",2010,52493,74.71,0.15,1.68,0.19,0,23.27,95.33,44.79,9,19.1,9.5,6.8,41.1,5.7,5.5,5.3,3.8,10.6,65.8,55.2,0.03,0.13,0.02,15.4
"2686","48325",2010,45073,87.1,2.84,0.58,0.69,0,8.79,48.77,21.66,6.7,14.9,7.6,6.5,38.3,7.9,7.3,7.2,4.9,12.9,73.6,60.7,0.03,0.13,0.03,15.8
"2687","48327",2010,2212,96.38,0,0,0,0,3.62,29.97,19.93,6.6,7.4,7.9,3.7,27.9,6.8,10.1,7.5,13.6,20.2,83,62.8,0.52,1.89,0.91,26.5
"2688","48329",2010,132103,85.13,6.58,0.67,1.25,0,6.37,36.39,18.8,8.1,14.9,7.7,7.4,40.9,7.3,7.5,5.8,4.3,11.2,72.4,61.2,0.01,0.05,0.01,13.4
"2689","48331",2010,24934,79.13,9.41,0.59,0.06,0,10.81,22.21,18.55,7,14.8,6.8,5.1,34.2,7.4,6.9,5.6,6.5,17.6,73.5,55.9,0.05,0.22,0.07,21.1
"2690","48333",2010,4887,97.83,0.06,0.51,0,0,1.6,19.03,22.8,5.5,11.3,5.2,5.3,30.2,7,8.2,7.6,7.5,22.8,79,56.2,0.21,0.96,0.47,13.5
"2691","48335",2010,9342,65.39,12.13,0.96,0.1,0,21.42,34.69,26.63,4.6,10.2,4.7,10.7,50.2,5.8,5.4,6,3.7,14.1,81.9,67.8,0.16,0.7,0.15,18.2
"2692","48337",2010,19789,93.13,0.07,0.63,0.49,0,5.68,8.71,18.78,6.4,12.8,6.4,4.9,33.9,6.8,6.7,6.5,7.2,19.8,77.1,57.3,0.06,0.27,0.1,17.7
"2693","48339",2010,427717,86.87,4.16,0.36,2.02,0.06,6.53,19.38,14.11,7.4,15.7,7.3,5.6,40.5,7.9,7.3,6.1,5.1,9.9,72.1,62.2,0,0.01,0,10.3
"2694","48341",2010,21102,64.51,1.11,0.73,5,0.24,28.41,51.72,30.55,9.7,17.3,8.1,6.8,41.6,6.4,6.3,4.9,3.8,9.8,67.5,57.7,0.07,0.33,0.05,10.9
"2695","48343",2010,13077,71.4,22.96,0.04,0.07,0,5.53,6.98,17.66,6.3,12.7,7.2,5.2,33.2,8.3,7.3,6.9,5.8,19.4,76.6,57.2,0.09,0.4,0.15,24.9
"2696","48345",2010,1123,98.22,0.98,0,0.18,0,0.62,9.71,15.31,7.5,12.9,7.6,2.2,31.1,6.5,6.1,4.2,8.5,23.3,76,52.7,0.87,4.59,2.07,17.5
"2697","48347",2010,63141,76.18,18.1,0.43,1.05,0.02,4.22,16.4,19.47,6.9,12.7,10.4,13.7,46.8,6,5.9,5.4,4.5,11.8,76.6,64.8,0.04,0.11,0.02,14.5
"2698","48349",2010,47483,73.95,15.53,2.24,0.59,0,7.69,22.28,23.54,7.5,15.1,8.2,5.6,38.3,6.9,6.8,6.2,5.2,14,72.7,58.7,0.03,0.13,0.03,17.4
"2699","48351",2010,14389,76.1,21.23,0,0.42,0.8,1.45,2.95,22.26,5.4,13.6,8.3,4,36.4,7.8,7.8,7.4,5.8,15.8,76.7,60.9,0.09,0.39,0.11,16.8
"2700","48353",2010,14990,76.27,4.61,0.81,0,0.36,17.95,32.23,22.59,8.1,13.2,7.4,5.4,35.9,7.2,6.8,6.4,5.9,16.6,74.7,58.1,0.09,0.38,0.11,17.8
"2701","48355",2010,334370,82.3,4.07,0.36,1.55,0.03,11.69,59.79,21.75,7.3,14.5,7.4,7.5,41,7.3,7.2,5.9,5.1,11.7,73.7,62,0,0.02,0,17.1
"2702","48357",2010,9953,76.2,0.61,1,0.17,0,22.02,44.89,29.26,9.2,17.1,7.9,6.9,41,6.7,6.3,4.9,3.8,11,68.6,57.6,0.15,0.68,0.11,10.4
"2703","48359",2010,2020,85.64,3.17,0.94,0,0.5,9.75,10.4,17.72,5.3,15.2,14,3.8,41.2,6.4,5.8,6.5,6.5,12.9,67.2,54.3,0.88,3.05,0.64,20.5
"2704","48361",2010,82014,87.64,8.47,0.34,1.07,0.04,2.44,5.43,14.15,6.5,14.2,7.2,6.1,38.4,7.9,7.5,6.4,5.3,13.9,74.7,60.8,0.02,0.07,0.02,18.8
"2705","48363",2010,27927,86.53,2.64,0.49,0.76,0,9.58,16.96,23.19,6.9,13.9,6.7,5.8,35.5,7.2,7.8,6.8,5.9,15.9,74.7,58.8,0.04,0.2,0.06,15.9
"2706","48365",2010,23569,76.85,16.87,0.74,0.4,0,5.14,7.32,18.52,6.5,14,7.6,5.9,35.7,8,7.5,6.5,6.1,15.6,75.2,59.6,0.06,0.24,0.07,18.3
"2707","48367",2010,112158,92.12,1.6,0.66,0.49,0.01,5.12,10.05,14.57,6.3,14.9,7.7,5.7,38.6,8.5,7.8,6.5,5.6,11.7,74,62.3,0.01,0.05,0.01,12.9
"2708","48369",2010,10098,89.81,0.35,0.35,0,0,9.49,57.14,34.97,8.7,17.1,8.3,6.2,39.5,6.6,6.5,4.6,4.6,12.2,68.4,56.2,0.14,0.65,0.12,9.7
"2709","48371",2010,15400,83.58,4.82,0.27,0.84,0,10.49,65.04,34.88,7.5,12.6,6.9,7.1,42.5,7.7,7.1,5.5,5.2,12,75.6,63.6,0.09,0.41,0.08,11.5
"2710","48373",2010,45590,82.7,11.31,1.34,0.54,0,4.11,12.14,25.08,5.8,11.5,5.9,5.5,34.7,7.1,7.3,7,7.6,19,79.1,60.1,0.03,0.11,0.04,24.7
"2711","48375",2010,120124,73.45,10.11,0.84,3.49,0.1,12.01,34.15,24.6,8.6,14.8,7,7.4,42.6,7,6.7,5.1,4.3,10.9,72.3,61.4,0.01,0.05,0.01,11.9
"2712","48377",2010,7703,77.63,0.38,3.28,0.26,0,18.45,82.84,46.3,8.1,16.1,9.9,4,33.8,6.4,7.1,6.6,5.3,16.6,70.1,53.5,0.18,0.75,0.22,25.6
"2713","48379",2010,10942,92.99,2.6,0.54,0.33,0,3.54,7.38,19.19,5,13.2,6.9,4.9,32.4,8.3,7.1,6.9,8.1,19.1,77.5,58.4,0.11,0.46,0.17,19.3
"2714","48381",2010,116811,89.1,2.13,0.62,1.39,0.04,6.72,15.21,8.72,6.7,13.9,7.8,8,41.6,7.3,7.1,6.2,4.9,12.4,75.1,62.7,0.01,0.05,0.01,9.8
"2715","48383",2010,3298,90.08,5.91,0,0,0,4.01,59.7,31.54,7.5,17.4,8.3,8.6,43,6.2,7.1,6.7,4.5,7.6,69.3,61.7,0.51,2.06,0.23,7.7
"2716","48385",2010,3279,96.1,0,0.12,0.18,0,3.6,22.51,22.41,5.3,12.7,7,4.5,26,7.7,5.4,9.4,6.2,27.3,76.2,48.9,0.35,1.34,0.83,16
"2717","48387",2010,12987,77.73,16.91,0.69,0.36,0.15,4.16,5.98,27.52,5.2,12.6,6,5.1,33.5,7.2,7.2,8.3,6.2,19.8,77.9,58.1,0.09,0.4,0.15,23.8
"2718","48389",2010,13269,80.33,3.71,1.6,0.22,0,14.14,85.12,47.2,6.7,12.3,11.2,9.5,45.4,6.4,6.1,6,5.1,12.1,76.7,64.6,0.16,0.49,0.09,18.4
"2719","48391",2010,7434,85.42,6.58,0.15,0.5,0,7.35,45.35,27.3,5.3,13.3,7.2,6.3,36.5,6.8,7.1,6.5,5.9,18.4,76.4,58,0.18,0.74,0.25,22.4
"2720","48393",2010,877,98.97,0,0,0.68,0,0.35,2.39,8.12,7.1,8.8,10.1,3.8,33.8,8.9,10.6,2.7,11.4,16.8,77.2,60.4,1.58,5.67,1.92,8.8
"2721","48395",2010,16574,70.14,21.92,0.05,0.72,0,7.17,16.83,23.38,6.9,14.1,7.2,5.2,35.7,7.4,6.5,6.5,5.7,17.2,73.9,56.7,0.07,0.34,0.1,18.7
"2722","48397",2010,73311,83.86,5.41,0.59,2.35,0.55,7.24,15.37,8.73,7.6,17.6,7.3,4.3,40.4,8.6,6.8,4.9,5.1,9,69.8,60.8,0.02,0.09,0.01,6.8
"2723","48399",2010,10492,91.64,2.16,0.45,0.32,0,5.43,30.79,22.93,6.4,13.3,6.5,4.9,33.6,6.1,7,8.4,6.2,19,75.9,56.9,0.11,0.51,0.18,12.4
"2724","48401",2010,52016,76.92,18.36,0.32,0.33,0.02,4.05,13.14,20.58,6.5,12.7,7.1,6.3,39.6,7.6,7.4,6.4,5.6,14.3,76.6,62.3,0.03,0.11,0.03,15.2
"2725","48403",2010,10653,90.15,8.88,0.12,0,0,0.85,2.85,22.49,5,11.2,6,4.1,27.4,6.6,7,6.5,10.4,25.8,80.1,54.3,0.09,0.41,0.24,25
"2726","48405",2010,8996,72.4,23.58,0,0.31,0,3.71,5.28,28.56,5.3,11.8,9.7,4.6,32,8.2,6,5.9,7.8,23,78.2,55.2,0.16,0.55,0.26,26.1
"2727","48407",2010,25859,85.13,11.19,0.12,0.34,0,3.22,9.77,23.03,6.2,14.2,6.4,4.9,32.9,7.5,7.9,6.8,7.4,17,75.4,58.4,0.04,0.21,0.07,15.5
"2728","48409",2010,66100,81.97,2.01,0.55,0.89,0,14.58,52.98,23.7,7.6,15.6,8.2,6.6,39.6,7.5,6.7,5.6,5.3,12.2,71.6,59.4,0.02,0.1,0.02,16.8
"2729","48411",2010,6023,91.52,1,2.36,0.08,0,5.04,25.98,18.6,5.8,11.8,7.6,7.8,38.6,4.4,5.7,6.6,7.2,20,78.4,58.4,0.26,0.93,0.33,19.4
"2730","48413",2010,3343,84.06,0.66,1.23,0.12,0,13.93,43.82,21.48,8.1,17.7,6.9,4.6,34.8,5.8,7.8,7.1,6.8,12,68.9,56.9,0.34,1.81,0.36,12.1
"2731","48415",2010,16579,70.52,4.89,1.16,0.5,0,22.93,34.28,25.85,7.4,13,8.1,7,39.2,7.7,7.3,7,4.5,14,75.4,61.4,0.09,0.36,0.08,14.3
"2732","48417",2010,3182,92.36,1.98,0.19,0.16,0,5.31,9.52,13.19,6.4,13.5,8.9,8.4,35.7,8,7.6,6.8,5.3,16.8,74.1,57.3,0.54,1.75,0.53,15.2
"2733","48419",2010,25423,75.59,18.27,0.13,0.03,0,5.98,14.7,24.58,7.6,14.3,7,5.3,37.4,6.5,7.2,5.7,5.7,15.6,73.5,57.9,0.05,0.23,0.06,20.5
"2734","48421",2010,3000,75.97,0.23,0,0,0,23.8,35.83,25.62,6.8,18.4,8.8,4.2,38,7.4,6.7,4.6,5,13.1,70.1,57,0.43,2.11,0.44,11.4
"2735","48423",2010,203393,73.56,18.2,0.43,0.98,0.12,6.71,16.18,15.76,7.2,14.2,7.7,7.4,40.2,6.7,6.7,6,5,14.1,74.3,60.2,0.01,0.03,0.01,13.4
"2736","48425",2010,8200,86.07,1.02,0.28,0,0,12.63,17.13,12.65,5.4,15.1,8.9,5.8,37.8,7.4,7.3,6.7,5.6,14.6,73.7,59.1,0.18,0.71,0.18,13
"2737","48427",2010,59989,78.14,0.06,0.34,0.24,0,21.22,98.33,52.1,9.7,18.9,9.3,7.3,42.5,5.6,4.9,4.3,3.8,10.3,65.5,55.2,0.03,0.12,0.02,19.3
"2738","48429",2010,9562,86.37,2.73,0.26,0.82,0,9.82,19.13,17.82,6.5,13.7,6.5,6.8,37.8,5.6,6.3,6.1,6.4,17.7,76,58.3,0.14,0.61,0.19,16
"2739","48431",2010,1160,90.95,0,0.34,0,0,8.71,27.76,22.53,8.1,12.3,9.3,5.6,32.8,7.9,9.2,7.5,6.7,15.3,75.4,60.1,1.28,4.59,1.32,11.3
"2740","48433",2010,1434,85.15,6.69,0.28,0,0,7.88,7.67,14.51,4.7,14.2,5,4.5,27.8,7.2,10,5.4,7.9,22.8,77,54.2,0.66,3.26,1.59,14.1
