G_ZCTA,ZCTA,minDisSUT,timeDrive,countDrive
G14037,14037,13.39,29.62,6
G14039,14039,6.9,11.9,1
G14040,14040,12.41,27.56,5
G14041,14041,9.48,27.01,1
G14043,14043,0.86,0,40
G14047,14047,0.68,0,18
G14048,14048,1.19,0,4
G14051,14051,1.19,0,34
G14052,14052,8.93,14.95,14
G14054,14054,5.94,15.32,5
G14055,14055,4.45,12.12,1
G14057,14057,6.79,22.76,15
G14058,14058,7.23,16.1,6
G14059,14059,5.26,13.43,32
G14061,14061,5.76,6.04,4
G14062,14062,9.81,19.56,4
G14063,14063,4.81,6.72,4
G14066,14066,8.45,22.21,1
G14067,14067,5.9,15.71,10
G14068,14068,2.48,6.7,46
G14069,14069,6.97,17.04,4
G14070,14070,7.95,19.34,2
G14072,14072,5.68,14.3,45
G14075,14075,6.07,12.09,35
G14080,14080,11.06,28,6
G14081,14081,3.87,0,4
G14082,14082,13.94,29.67,1
G14085,14085,3.46,7.09,30
G14086,14086,2.95,6.28,39
G14091,14091,5.59,28.54,1
G14092,14092,2.37,0,15
G14094,14094,0.56,0,15
G14098,14098,11.65,28.23,1
G14102,14102,7.78,20.65,8
G14103,14103,9.73,15.94,6
G14105,14105,9.52,21.3,6
G14108,14108,6.56,20.54,6
G14109,14109,1.15,6.02,16
G14111,14111,5.59,19.14,2
G14112,14112,2.7,9.44,21
G14113,14113,11.54,22.08,1
G14120,14120,3.52,9.42,52
G14125,14125,7.83,12.69,5
G14126,14126,5.23,21.01,6
G14127,14127,2.97,0,37
G14129,14129,4.2,20.66,1
G14130,14130,12.85,23.44,1
G14131,14131,8.09,17.38,10
G14132,14132,2.85,0,23
G14134,14134,7.2,20.16,1
G14135,14135,4.75,10.49,4
G14136,14136,8.74,9.97,5
G14139,14139,12.34,26.37,5
G14141,14141,2.46,0,4
G14143,14143,5.21,11.39,5
G14150,14150,1.52,0,55
G14167,14167,9.74,17.02,1
G14168,14168,1.32,12.61,2
G14169,14169,11.82,21.85,9
G14170,14170,7.64,15.75,8
G14171,14171,6.13,21.65,1
G14172,14172,9.99,25.27,5
G14173,14173,9.75,26.19,1
G14174,14174,6.22,10.01,13
G14201,14201,0.27,0,48
G14202,14202,0.3,3.19,48
G14203,14203,1.35,0,41
G14204,14204,0.5,3.79,40
G14206,14206,1.16,6.44,40
G14207,14207,0.81,0,49
G14208,14208,0.85,4.33,40
G14209,14209,0.38,0,40
G14210,14210,0.97,0,40
G14211,14211,0.78,3.76,40
G14212,14212,0.17,0,40
G14213,14213,0.35,0,48
G14214,14214,0.32,0,40
G14215,14215,0.2,0,40
G14216,14216,1.07,4.19,45
G14217,14217,1.03,5.55,50
G14218,14218,2.16,10.24,40
G14219,14219,1.6,10.06,40
G14220,14220,0.99,4.99,40
G14221,14221,0.62,0,42
G14222,14222,0.73,2.62,39
G14223,14223,0.85,0,49
G14224,14224,1.84,0,40
G14225,14225,2.13,0,40
G14226,14226,0.83,0,49
G14227,14227,0.35,0,40
G14228,14228,1.52,0,54
G14261,14261,1.94,6.35,54
G14301,14301,0.37,0,22
G14302,14302,0.31,2.4,22
G14303,14303,0.41,0,24
G14304,14304,2.16,9.76,31
G14305,14305,1.77,6.12,18
G14411,14411,1.35,0,1
G14414,14414,7.25,18.64,11
G14415,14415,7.36,19.44,2
G14416,14416,11.24,21.64,18
G14418,14418,8.07,19.02,1
G14420,14420,11.65,20.9,25
G14422,14422,8.09,16.73,5
G14424,14424,4.12,0,12
G14425,14425,1.86,0,33
G14427,14427,9.25,22.16,1
G14428,14428,10.93,22.98,34
G14432,14432,0.39,0,16
G14433,14433,7.76,15.99,5
G14435,14435,8.76,25.54,3
G14437,14437,1.68,0,2
G14441,14441,4.89,11.37,2
G14445,14445,4.24,9.38,36
G14450,14450,7.98,17.09,32
G14454,14454,0.88,0,1
G14456,14456,1.75,0,13
G14462,14462,7.96,17.4,3
G14464,14464,13.92,28.61,4
G14466,14466,10.72,24.89,1
G14467,14467,2.23,10.42,36
G14468,14468,8.66,17.81,19
G14469,14469,8.48,19.77,3
G14470,14470,7.05,16.56,1
G14472,14472,7.58,21.49,29
G14475,14475,7.7,22.8,5
G14476,14476,9.38,25.4,1
G14477,14477,6.88,20.25,1
G14478,14478,6.17,10.17,1
G14479,14479,6.38,10.7,1
G14480,14480,5.17,9.59,5
G14481,14481,7.03,12.16,2
G14482,14482,10.2,17.41,5
G14485,14485,11.21,23.11,5
G14486,14486,9.41,26.43,6
G14487,14487,7.91,15.9,1
G14489,14489,2.63,0,14
G14502,14502,9.11,26.5,22
G14504,14504,4.82,10.38,15
G14505,14505,8.75,23.79,3
G14506,14506,7.9,16.33,34
G14507,14507,10.49,23.26,3
G14510,14510,8.56,16.8,4
G14511,14511,13.28,27.14,9
G14513,14513,1.87,0,12
G14514,14514,7.75,18.59,35
G14516,14516,11.29,26.21,1
G14517,14517,9.71,21.97,2
G14519,14519,12.83,21.24,31
G14521,14521,2.76,0,2
G14522,14522,6.16,13.95,15
G14525,14525,11.02,19.32,7
G14526,14526,5.03,12.4,36
G14527,14527,0.76,0,1
G14529,14529,3.96,16.71,2
G14530,14530,6.47,15.83,2
G14532,14532,5.47,12.04,14
G14533,14533,5.78,15.46,1
G14534,14534,4.49,8.06,36
G14536,14536,14.03,27.72,1
G14537,14537,3.25,7.24,13
G14539,14539,4.95,12.44,1
G14541,14541,5.79,13.53,2
G14542,14542,10.45,26.21,1
G14543,14543,6.07,12.84,36
G14544,14544,10.12,23.94,3
G14545,14545,6.9,17.22,3
G14546,14546,7.53,19.03,30
G14548,14548,5.39,10.74,15
G14549,14549,6.47,21.54,2
G14550,14550,4.84,15.48,1
G14551,14551,11.03,21.7,4
G14555,14555,14.03,23.1,1
G14559,14559,5.69,11.83,35
G14561,14561,8.04,20.43,3
G14564,14564,3.87,11.3,27
G14568,14568,11.59,25.13,26
G14569,14569,1.98,0,1
G14571,14571,7.74,16.58,1
G14572,14572,6.94,19.08,2
G14580,14580,6.68,11.8,35
G14585,14585,11.04,25.46,4
G14586,14586,3.29,10.82,36
G14588,14588,0.64,6.2,2
G14591,14591,6.57,13.62,6
G14592,14592,7.42,18.75,1
G14604,14604,0.09,0,36
G14605,14605,0.54,0,35
G14606,14606,1.11,7.84,35
G14607,14607,0.26,0,36
G14608,14608,0.56,0,35
G14609,14609,1.42,0,36
G14610,14610,1.03,5.3,36
G14611,14611,1.58,2.36,35
G14612,14612,5.46,13.3,35
G14613,14613,1.03,5.56,35
G14614,14614,0.4,1.62,36
G14615,14615,2.48,5.45,35
G14616,14616,3.71,8.68,35
G14617,14617,2.08,6.15,35
G14618,14618,1.1,0,36
G14619,14619,1.83,4.17,35
G14620,14620,0.69,0,36
G14621,14621,0.43,0,35
G14622,14622,2.85,6.31,35
G14623,14623,0.92,0,35
G14624,14624,4.38,11.56,35
G14625,14625,2.19,8.47,36
G14626,14626,1.76,0,35
G14627,14627,0.88,7.06,35
G14701,14701,1.06,0,7
G14706,14706,5.58,8.08,5
G14707,14707,5.78,16.55,3
G14710,14710,9.02,15.46,4
G14712,14712,8.81,18.5,4
G14714,14714,17.52,29.96,2
G14715,14715,10.03,25.38,3
G14716,14716,6.75,17.29,3
G14718,14718,1.17,0,7
G14720,14720,2.19,7.07,4
G14721,14721,9.36,21.81,2
G14722,14722,12.42,22.62,4
G14727,14727,11.57,23.9,2
G14728,14728,8,26.76,5
G14729,14729,8.4,26.1,1
G14731,14731,11.27,22.91,2
G14732,14732,11.3,23.98,4
G14733,14733,4.91,20.23,4
G14736,14736,14.14,26.2,8
G14738,14738,9.32,16,4
G14739,14739,10.08,29.17,2
G14740,14740,9.01,20.04,5
G14741,14741,9.01,24.44,1
G14742,14742,3.73,9.06,4
G14743,14743,8.95,21.86,2
G14747,14747,8.4,14.78,4
G14748,14748,6.16,9.64,5
G14750,14750,4.36,7.73,4
G14752,14752,0.64,4.82,3
G14753,14753,6.61,9.94,5
G14754,14754,11.93,23.98,2
G14755,14755,6.23,19.9,1
G14756,14756,11.63,17.92,4
G14757,14757,12.44,26.88,4
G14760,14760,0.8,0,5
G14767,14767,13.85,27.6,4
G14769,14769,8.59,19.19,3
G14770,14770,6.79,20.66,2
G14772,14772,10.13,21.57,5
G14774,14774,9.52,28.12,3
G14778,14778,2.75,7.68,5
G14779,14779,3.75,0,5
G14781,14781,18.83,25.44,4
G14782,14782,6.06,14.13,7
G14783,14783,8.61,20.84,5
G14784,14784,4.15,11.91,3
G14787,14787,13.46,29.8,2
G14788,14788,2.68,7.28,2
G14802,14802,7.79,21.53,1
G14803,14803,7.64,24.08,1
G14804,14804,9.59,13.61,1
G14805,14805,7.25,26.41,2
G14806,14806,6.85,21.31,3
G14807,14807,7.78,10.4,3
G14808,14808,12.23,27.56,2
G14809,14809,9.06,15.38,3
G14810,14810,2.23,0,2
G14813,14813,8.43,21.54,3
G14814,14814,8,17.39,3
G14816,14816,7.23,18.56,3
G14817,14817,9.34,19.44,4
G14818,14818,5.49,17.77,2
G14819,14819,11.24,27.85,2
G14820,14820,11.11,28.97,2
G14821,14821,8.89,21.65,2
G14822,14822,11.81,27.88,1
G14823,14823,7.07,9.84,1
G14825,14825,6.06,16.38,5
G14826,14826,11.87,24.37,4
G14827,14827,13.97,24.17,2
G14830,14830,11.65,24.2,3
G14837,14837,11.42,27.45,1
G14838,14838,9.08,22.04,3
G14839,14839,12.14,25.72,1
G14840,14840,8.74,19.26,2
G14841,14841,7.5,22.14,2
G14842,14842,6.88,21.57,2
G14843,14843,0.82,0,1
G14845,14845,6.93,10.7,3
G14847,14847,6.76,10.52,2
G14850,14850,0.54,0,5
G14853,14853,1.08,1.96,5
G14854,14854,4.05,10.11,6
G14856,14856,4.04,8.62,3
G14859,14859,8.51,19,1
G14860,14860,5.75,9.88,2
G14861,14861,5.74,24.75,3
G14864,14864,6.92,21.72,4
G14865,14865,2.49,12.28,4
G14867,14867,8.38,18.48,4
G14869,14869,4.78,19.57,2
G14870,14870,14.96,28.46,2
G14871,14871,4.57,9.43,4
G14872,14872,9.32,17.58,4
G14873,14873,12.25,26.56,2
G14874,14874,10.28,25.96,1
G14878,14878,6.51,15.93,1
G14879,14879,5.92,17.23,2
G14880,14880,3.47,13.31,3
G14881,14881,7.58,16.32,4
G14882,14882,8.48,20.01,4
G14886,14886,0.58,0,6
G14891,14891,4.12,0,1
G14892,14892,3.54,7.57,5
G14893,14893,12.89,27.49,1
G14894,14894,4.96,17.78,5
G14895,14895,3.44,0,3
G14897,14897,8.45,24.56,3
G14901,14901,2.78,0,5
G14903,14903,3.72,12.2,3
G14904,14904,1.38,3.34,5
G14905,14905,2.17,5.88,5
G15001,15001,2.99,0,10
G15003,15003,1.31,0,15
G15004,15004,12,26.38,1
G15005,15005,4.93,12.79,13
G15006,15006,5.01,14.52,8
G15007,15007,7.05,19.77,6
G15009,15009,4.22,14.29,11
G15010,15010,2.3,0,10
G15012,15012,3.08,10.28,4
G15014,15014,3.34,13.03,11
G15015,15015,0.77,6.09,12
G15017,15017,1.48,0,42
G15018,15018,4.52,17.89,7
G15020,15020,6.3,19.7,10
G15022,15022,2.25,0,4
G15024,15024,0.9,0,20
G15025,15025,4.67,16.78,27
G15026,15026,8.69,21.37,6
G15027,15027,3.4,10.22,15
G15028,15028,3.98,17.75,9
G15030,15030,1.82,10.94,18
G15031,15031,2.59,10.74,17
G15033,15033,1.39,8.11,4
G15034,15034,1.44,9.69,36
G15035,15035,2.48,9.38,47
G15037,15037,6.46,18.09,11
G15038,15038,6.96,22.64,10
G15042,15042,4.24,13.94,13
G15043,15043,8.81,18.58,6
G15044,15044,5.83,16.56,6
G15045,15045,2.03,10.78,31
G15046,15046,1.96,7.68,18
G15047,15047,3.33,15.1,11
G15049,15049,1.63,9.04,30
G15050,15050,7.86,22.37,6
G15051,15051,2.03,9.02,29
G15052,15052,2.39,12.68,10
G15054,15054,10.7,29.76,4
G15055,15055,3.66,10.05,19
G15056,15056,1.48,7.03,19
G15057,15057,7.04,20.74,5
G15059,15059,0.43,0,10
G15060,15060,9.35,27.12,3
G15061,15061,0.97,13.58,11
G15062,15062,0.84,0,4
G15063,15063,3.72,12.72,4
G15064,15064,1.91,8.91,20
G15065,15065,5.82,15.82,12
G15066,15066,3.27,14.6,9
G15067,15067,5.87,17.94,3
G15068,15068,2.76,0,8
G15071,15071,4.85,13.96,24
G15072,15072,1.64,7.56,4
G15074,15074,3.71,0,11
G15075,15075,1.05,6.82,18
G15076,15076,2.55,11.04,11
G15077,15077,5.08,9.1,12
G15078,15078,11.91,29.45,1
G15081,15081,0.88,5.4,18
G15082,15082,5.37,19.77,7
G15083,15083,5.17,23.33,9
G15084,15084,4.36,16.47,5
G15085,15085,4.2,13.31,26
G15086,15086,2.08,10.21,8
G15087,15087,2.27,8.48,7
G15088,15088,5.65,18.3,26
G15089,15089,6.38,20.45,14
G15090,15090,0.88,0,12
G15101,15101,5.71,14.86,27
G15102,15102,4.23,17.34,20
G15104,15104,0.22,0,41
G15106,15106,2.71,9.51,40
G15108,15108,4.97,0,24
G15110,15110,1.46,9.03,38
G15112,15112,1.38,5.84,42
G15116,15116,3.91,16.32,35
G15120,15120,0.27,0,38
G15122,15122,2.32,8.44,37
G15126,15126,9.02,14.74,13
G15129,15129,5.16,17.42,19
G15131,15131,2.27,8.1,31
G15132,15132,0.84,0,31
G15133,15133,1.57,9.15,29
G15135,15135,3.87,11.46,14
G15136,15136,0.94,10.7,38
G15137,15137,2.04,8.97,47
G15139,15139,3.13,11.86,30
G15140,15140,1.95,6.18,33
G15142,15142,1.92,8.39,30
G15143,15143,4.18,18.7,16
G15144,15144,1.25,13.29,19
G15145,15145,1.08,10.64,37
G15146,15146,0.74,0,37
G15147,15147,2.54,7.73,37
G15148,15148,2.51,9.68,37
G15201,15201,0.54,0,37
G15202,15202,1.66,0,43
G15203,15203,0.21,0,42
G15204,15204,1.66,6.14,37
G15205,15205,0.92,0,39
G15206,15206,0.27,0,41
G15207,15207,1.01,9.16,39
G15208,15208,0.59,5.45,41
G15209,15209,1.6,12.26,39
G15210,15210,1,0,40
G15211,15211,1.32,6.75,37
G15212,15212,1.3,0,40
G15213,15213,0.21,0,43
G15214,15214,2.31,4.12,40
G15215,15215,2.36,12.6,37
G15216,15216,1.09,5.66,40
G15217,15217,0.16,0,41
G15218,15218,0.09,0,43
G15219,15219,0.33,0,46
G15220,15220,0.31,0,40
G15221,15221,1.48,0,42
G15222,15222,0.53,2.96,46
G15223,15223,1.54,10.8,37
G15224,15224,0.6,4.4,42
G15225,15225,0.68,9.93,30
G15226,15226,0.9,0,39
G15227,15227,0.9,0,36
G15228,15228,3.16,10.35,34
G15229,15229,3.34,7.54,37
G15232,15232,0.55,4.17,42
G15233,15233,0.58,0,40
G15234,15234,1.83,8.65,36
G15235,15235,2.33,0,43
G15236,15236,1.39,9.92,30
G15237,15237,3.82,12.91,32
G15238,15238,3.24,0,36
G15239,15239,2.36,0,33
G15241,15241,2.42,13.8,19
G15243,15243,2.4,10.55,35
G15260,15260,0.33,0.04,43
G15290,15290,0.3,3.21,41
G15301,15301,0.58,0,14
G15311,15311,9.08,23.07,13
G15312,15312,10.17,26.02,12
G15313,15313,8.27,23.96,21
G15314,15314,6.62,15.79,16
G15315,15315,7.25,24.27,3
G15317,15317,3.34,9.68,16
G15320,15320,2.82,0,7
G15321,15321,4.6,12.43,21
G15322,15322,8.36,17.6,2
G15323,15323,6.96,17.17,17
G15324,15324,9.37,23.38,15
G15325,15325,6.38,11.86,2
G15327,15327,7.67,23.88,3
G15329,15329,8.91,21.19,13
G15330,15330,5.65,17.08,16
G15331,15331,7,16.88,16
G15332,15332,8.55,17.15,13
G15333,15333,9.66,17.88,9
G15334,15334,3.7,19.01,1
G15337,15337,11.28,28.92,1
G15338,15338,3.58,13.47,3
G15340,15340,6.64,18.02,14
G15341,15341,10.42,27.48,1
G15342,15342,1.4,0,14
G15344,15344,6.19,11.7,2
G15345,15345,9.22,26.24,1
G15346,15346,5.69,10.95,2
G15347,15347,0.66,5.68,14
G15348,15348,9.41,14,9
G15349,15349,10.11,16.77,4
G15350,15350,4.83,11.72,16
G15351,15351,1.81,8.38,2
G15353,15353,8.42,21.3,1
G15357,15357,6.14,10.48,2
G15358,15358,7.87,22.53,21
G15359,15359,5.67,16.1,1
G15360,15360,9.79,20.88,15
G15361,15361,7.6,20.57,2
G15362,15362,9.89,25.26,1
G15363,15363,2.01,4.07,15
G15364,15364,6.81,16.29,1
G15366,15366,4.57,13.93,15
G15367,15367,7.17,20.59,8
G15368,15368,9.44,18.21,10
G15370,15370,1.73,0,3
G15376,15376,6.15,11.38,17
G15378,15378,4.81,9.72,14
G15379,15379,9.15,18.45,13
G15401,15401,0.63,0,9
G15410,15410,4.44,29.47,1
G15411,15411,13.14,20.47,1
G15412,15412,2.73,11.62,4
G15413,15413,7.89,21.5,11
G15417,15417,7.97,20.94,11
G15419,15419,4.87,16.57,10
G15420,15420,6.57,19.12,10
G15421,15421,2.17,12.23,7
G15422,15422,5.53,20.33,7
G15423,15423,3.41,16.08,9
G15424,15424,11.37,26.04,1
G15425,15425,7.91,16.87,15
G15427,15427,6.08,16.26,9
G15428,15428,4.45,18.17,3
G15429,15429,9.07,27.17,8
G15430,15430,6.83,16.26,8
G15431,15431,3.23,11.1,10
G15432,15432,1.41,6.54,4
G15433,15433,7.8,27.7,5
G15434,15434,3.1,13.54,9
G15435,15435,5.3,15.54,8
G15436,15436,1.84,11.64,9
G15437,15437,2.63,0,7
G15438,15438,4.11,14.95,9
G15440,15440,6.22,20.76,1
G15442,15442,6.86,15.97,10
G15443,15443,5.45,19.94,6
G15444,15444,7.97,22.12,11
G15445,15445,4.1,7.57,8
G15446,15446,11.1,29.6,1
G15448,15448,3.12,14.16,6
G15449,15449,3.63,13.86,7
G15451,15451,8.38,22.43,8
G15454,15454,3.91,14.03,8
G15455,15455,4.33,15.24,8
G15456,15456,1.17,0,8
G15458,15458,4.99,13.26,10
G15459,15459,6.85,15.56,6
G15460,15460,3.7,18.56,7
G15461,15461,2.65,11.27,7
G15462,15462,10.39,26.57,1
G15463,15463,7.83,24.29,6
G15464,15464,10.37,25.21,1
G15466,15466,3.48,23.49,4
G15467,15467,5.32,20.7,8
G15468,15468,4.91,15.19,8
G15470,15470,4.11,13.71,6
G15472,15472,1.08,3.95,9
G15473,15473,1.91,0,10
G15474,15474,7.95,16.71,9
G15475,15475,6.85,19.08,10
G15476,15476,1.54,13.78,7
G15477,15477,3.45,13.26,4
G15478,15478,4.53,12.76,11
G15479,15479,4.68,12.32,17
G15480,15480,4.45,12.12,8
G15482,15482,2.53,2.73,10
G15483,15483,3.42,12,4
G15484,15484,1.72,8.25,9
G15486,15486,5.87,11.5,11
G15489,15489,2.65,11.34,8
G15490,15490,7.13,22.87,1
G15492,15492,1.56,6.9,10
G15501,15501,1.92,0,3
G15502,15502,7.6,26.47,2
G15510,15510,4.6,9.3,3
G15520,15520,5.04,20.17,2
G15521,15521,12.48,27.7,3
G15522,15522,6.53,0,1
G15530,15530,11.15,24.16,2
G15531,15531,10.22,22.12,8
G15532,15532,4.09,14.21,1
G15533,15533,12.12,29.87,2
G15541,15541,6.08,15.46,2
G15542,15542,4.79,15.18,3
G15544,15544,6.8,18.57,5
G15545,15545,7.37,25.04,9
G15546,15546,7.25,20.7,8
G15547,15547,8.71,20.53,9
G15551,15551,12.6,29.02,2
G15552,15552,2.42,0,3
G15555,15555,3.83,15.21,2
G15557,15557,8.06,19.46,2
G15558,15558,6.32,17.48,1
G15560,15560,9.85,27.05,2
G15561,15561,4.02,14.38,2
G15562,15562,7.8,23.94,1
G15563,15563,9.11,19.99,5
G15564,15564,6.17,21.08,9
G15601,15601,0.91,0,11
G15610,15610,7.06,13.68,8
G15611,15611,2.35,7.59,20
G15612,15612,2.71,8.88,12
G15613,15613,5.24,12.54,7
G15615,15615,3.8,12.08,21
G15616,15616,2.7,11.92,11
G15617,15617,4.54,13.25,16
G15618,15618,8.61,27.48,2
G15620,15620,2.4,7.64,9
G15621,15621,5.35,13.58,9
G15622,15622,11.64,27.06,1
G15623,15623,2.35,12.5,12
G15624,15624,4.42,12.79,12
G15625,15625,3.71,13.81,13
G15626,15626,5.74,19.52,14
G15627,15627,4.76,11.79,9
G15628,15628,9.75,18.38,4
G15629,15629,2.4,8.04,6
G15631,15631,4.46,15.1,15
G15632,15632,5.64,18.49,14
G15633,15633,3.5,10.89,12
G15634,15634,1.32,6.85,13
G15635,15635,2.96,12.91,11
G15636,15636,2.72,10.79,14
G15637,15637,3.28,14.9,15
G15638,15638,3.64,5.5,10
G15639,15639,1.13,0,11
G15640,15640,6.03,21.53,11
G15641,15641,0.35,16,4
G15642,15642,0.58,0,36
G15644,15644,1.23,5.97,13
G15646,15646,11.87,20.97,4
G15647,15647,2.38,8.35,21
G15650,15650,2.8,0,12
G15655,15655,12.19,17.7,7
G15656,15656,2.32,16.43,4
G15658,15658,9.52,14.59,7
G15660,15660,5.34,22.52,5
G15661,15661,1.31,6.34,9
G15662,15662,2.34,9.76,13
G15663,15663,4.76,13.71,13
G15665,15665,1.81,7.65,18
G15666,15666,1.98,0,11
G15668,15668,2.2,11.01,19
G15670,15670,6.83,16.92,10
G15671,15671,4.3,13.58,9
G15672,15672,4.22,6.64,12
G15673,15673,2.79,8.65,5
G15675,15675,0.56,0,17
G15676,15676,3.99,11.1,10
G15677,15677,10.57,27.68,1
G15678,15678,1.68,10.73,17
G15679,15679,3.54,12.28,12
G15680,15680,8.68,21.41,4
G15681,15681,10.45,25.77,5
G15683,15683,4.02,14.65,15
G15684,15684,10.03,23.57,9
G15686,15686,7.98,22.24,2
G15687,15687,12.02,26.61,2
G15688,15688,1.68,8.14,12
G15689,15689,4.74,15.26,9
G15690,15690,2.57,0,5
G15691,15691,2.27,11.7,17
G15692,15692,2.75,6.52,21
G15693,15693,4.51,9.1,8
G15695,15695,5.56,12.99,13
G15696,15696,2.61,4.44,11
G15697,15697,3.37,8.72,13
G15698,15698,5.6,12.84,12
G15701,15701,0.38,0,4
G15710,15710,5.02,17.48,4
G15711,15711,4.02,8.85,3
G15712,15712,9.61,23.73,1
G15713,15713,6.8,15.09,4
G15714,15714,2.49,0,3
G15715,15715,4.77,13.78,3
G15716,15716,0.68,8.06,4
G15717,15717,1.06,0,4
G15721,15721,10.65,16.91,1
G15722,15722,5.61,11.48,3
G15723,15723,5.36,17.43,1
G15724,15724,5.71,11.83,3
G15725,15725,7.11,29.44,1
G15727,15727,8.59,20.83,3
G15728,15728,5.88,22.3,2
G15729,15729,7.86,20.19,2
G15730,15730,7.53,18.67,2
G15731,15731,2.96,9.16,4
G15732,15732,7.89,18.39,1
G15733,15733,2.55,7.45,1
G15734,15734,8.97,21.78,1
G15736,15736,9.8,19.92,3
G15737,15737,4.12,12.75,3
G15738,15738,2.08,9.55,3
G15739,15739,3.76,10.62,4
G15742,15742,10.83,27.44,1
G15744,15744,6.45,19.86,1
G15745,15745,5.06,19.68,3
G15746,15746,8.69,21.99,1
G15747,15747,10.06,23.69,1
G15748,15748,6.46,12.13,4
G15750,15750,1.71,9.16,4
G15752,15752,6.75,14.78,4
G15754,15754,4.64,10.54,4
G15756,15756,8.46,20.07,3
G15757,15757,12.66,26.57,2
G15759,15759,12.1,25.78,2
G15760,15760,1.38,8.82,3
G15761,15761,6.04,17.54,5
G15762,15762,5.18,14.35,3
G15764,15764,4.46,11.28,2
G15765,15765,0.49,0,4
G15767,15767,0.7,0,1
G15770,15770,10.46,25.95,1
G15771,15771,8.42,19.1,1
G15772,15772,6.32,16.93,1
G15773,15773,3.39,6.49,3
G15774,15774,9.36,16.91,3
G15775,15775,2.4,5.46,3
G15776,15776,8.92,26.83,1
G15777,15777,7.12,25.42,2
G15779,15779,3.49,13.05,3
G15780,15780,5.37,14.92,1
G15781,15781,1.5,6.04,1
G15783,15783,10.24,22.37,2
G15784,15784,9.85,26.11,2
G15801,15801,0.2,0,6
G15823,15823,9.45,21.62,3
G15824,15824,10.1,16.91,3
G15825,15825,3.06,0,4
G15827,15827,7.62,21.87,1
G15828,15828,8.3,21.59,2
G15829,15829,5.27,11.76,2
G15834,15834,2.11,0,1
G15840,15840,5.22,5.94,6
G15841,15841,11.53,28.42,1
G15845,15845,5.83,15.58,3
G15846,15846,6.49,15.61,2
G15847,15847,6.12,26.78,1
G15848,15848,6.4,14.98,2
G15849,15849,9.6,21.44,5
G15851,15851,7.95,15.81,4
G15853,15853,3.84,0,2
G15856,15856,5.8,15.68,5
G15857,15857,2.01,0,2
G15860,15860,9.38,23.1,1
G15863,15863,7.84,17.2,3
G15864,15864,6.71,16.92,2
G15865,15865,6.58,11.16,3
G15866,15866,6.98,17.08,3
G15868,15868,12.63,26.81,1
G15870,15870,11.03,23.1,2
G15901,15901,0.3,0,8
G15902,15902,1.92,4.3,8
G15904,15904,1.54,0,10
G15905,15905,4.04,8.08,8
G15906,15906,0.7,0,8
G15909,15909,4.24,9.53,10
G15920,15920,7.81,18.96,9
G15921,15921,8.19,20.87,8
G15922,15922,8.08,16.33,8
G15923,15923,7.61,27.88,2
G15924,15924,12.29,24.44,3
G15925,15925,6.6,21.59,7
G15927,15927,4.61,14.35,3
G15928,15928,3.89,13.31,10
G15929,15929,7.76,19.59,11
G15930,15930,6.88,22.46,6
G15931,15931,2.6,0,8
G15934,15934,2.33,6.76,10
G15935,15935,7.48,13.98,10
G15936,15936,7.84,18.49,6
G15937,15937,8.18,13.66,10
G15938,15938,7.07,16.5,15
G15940,15940,5.27,18.45,4
G15942,15942,6.73,22.08,8
G15943,15943,5.89,16.62,11
G15944,15944,7.69,24.74,4
G15945,15945,3.49,8.55,10
G15946,15946,8.95,23.22,10
G15948,15948,1.95,7.46,10
G15949,15949,6.3,19,2
G15951,15951,5.5,13.57,10
G15952,15952,4.17,11.72,10
G15953,15953,4.7,13.99,8
G15954,15954,5.01,15.13,12
G15955,15955,8.49,19.22,8
G15956,15956,5.81,12.85,10
G15957,15957,6.26,15.59,5
G15958,15958,6.66,18.57,10
G15960,15960,8.46,17.26,9
G15961,15961,6.72,25.5,7
G15962,15962,6.7,18.78,10
G15963,15963,6.04,11.87,8
G16001,16001,1.79,0,6
G16002,16002,2.8,0,6
G16020,16020,8.34,24.67,1
G16022,16022,7.77,29.1,1
G16023,16023,8.71,19.4,6
G16024,16024,4.54,20.51,9
G16025,16025,8.34,24.82,6
G16027,16027,5.72,16.89,7
G16029,16029,1.88,13.43,6
G16030,16030,3.07,21.46,2
G16033,16033,7.16,19.51,11
G16034,16034,7.77,23.25,8
G16035,16035,6.9,13.29,6
G16036,16036,4.75,15.11,1
G16037,16037,7.69,22.48,9
G16038,16038,8.28,17.7,1
G16045,16045,1.04,8.19,6
G16046,16046,3.73,14.37,4
G16049,16049,6.28,22.22,1
G16051,16051,8.77,13.87,12
G16052,16052,6.26,18.3,11
G16053,16053,4.52,20.69,6
G16054,16054,4.92,11.26,2
G16055,16055,10.46,21.24,11
G16056,16056,8.57,21.8,1
G16057,16057,9.94,16.19,10
G16059,16059,8.44,22.08,11
G16061,16061,7.49,23.51,5
G16063,16063,4.87,13.05,9
G16066,16066,0.97,0,8
G16101,16101,3.14,0,6
G16102,16102,3.9,10.68,12
G16105,16105,3.3,9.02,13
G16110,16110,6.67,16.7,2
G16111,16111,8.01,25.82,4
G16112,16112,6.17,14.38,18
G16113,16113,4.01,9.49,6
G16114,16114,9.72,22.07,4
G16115,16115,7.09,9.96,10
G16116,16116,3.07,13.9,20
G16117,16117,0.96,0,9
G16120,16120,9.17,23.3,3
G16121,16121,0.9,0,27
G16123,16123,5.36,12.45,4
G16124,16124,7.81,18.18,1
G16125,16125,0.32,0,5
G16127,16127,1.96,0,1
