G_ZCTA,ZCTA,minDisFQHC,timeDrive,countDrive
G63821,63821,18.64,23.75,7
G63822,63822,2.3,0,2
G63823,63823,8.25,12.79,9
G63824,63824,7.95,23.86,5
G63825,63825,15.56,25.17,3
G63826,63826,8.59,17.5,8
G63827,63827,9.85,15.24,8
G63829,63829,13.62,18.41,7
G63830,63830,5.75,0,8
G63834,63834,11.78,21.08,8
G63837,63837,9.43,15.61,8
G63839,63839,11.42,19.7,3
G63841,63841,9.91,21.42,1
G63845,63845,7.78,0,1
G63846,63846,14.24,22.41,5
G63847,63847,11.87,25.74,7
G63848,63848,11.37,23.39,1
G63849,63849,9.64,27.17,6
G63851,63851,3.15,0,8
G63852,63852,10.6,18.63,7
G63853,63853,11.51,16.3,3
G63857,63857,0.7,0,8
G63860,63860,7,13,5
G63862,63862,10.8,14.96,1
G63863,63863,0.63,0,2
G63866,63866,7.14,10.78,2
G63867,63867,11.34,15.67,6
G63868,63868,6.31,13.01,4
G63869,63869,2.96,0,5
G63870,63870,8.99,27.4,2
G63873,63873,14.74,20.47,3
G63874,63874,10.66,16.5,3
G63876,63876,11.37,15.71,6
G63877,63877,12.62,19.42,3
G63878,63878,11.63,25.56,1
G63879,63879,11.47,28.02,1
G63880,63880,6.57,13.49,6
G63882,63882,11.03,17.4,4
G63901,63901,0.58,0,5
G63902,63902,0.73,0.08,5
G63932,63932,13.42,29.73,5
G63933,63933,10.21,22.92,1
G63935,63935,7.23,0,3
G63936,63936,17.16,26.46,5
G63937,63937,17.69,29.61,1
G63939,63939,9.11,14.41,8
G63940,63940,13.11,22.38,5
G63941,63941,14.18,20.25,1
G63943,63943,17.18,28.8,2
G63945,63945,6.68,18.27,6
G63952,63952,11.83,19.33,1
G63953,63953,1.68,0,3
G63954,63954,9.45,17.77,7
G63955,63955,5.56,11.02,3
G63956,63956,13.97,19.52,1
G63957,63957,1.2,0,1
G63961,63961,19.95,29.63,5
G63962,63962,11.35,27.14,5
G63965,63965,2.52,0,1
G63967,63967,13.85,20.88,5
G64001,64001,9.17,17.59,3
G64011,64011,7.84,18.4,3
G64012,64012,2.76,0,10
G64014,64014,2.89,5.83,17
G64015,64015,2.31,0,17
G64016,64016,1.74,0,7
G64017,64017,7.44,19.53,1
G64019,64019,9.72,15.16,1
G64020,64020,2.66,0,2
G64021,64021,11.02,23.14,6
G64022,64022,9.96,14.79,4
G64024,64024,11.94,24.15,2
G64029,64029,5.17,11.47,9
G64030,64030,5.86,11.3,21
G64034,64034,8.13,13.2,6
G64035,64035,11.5,29.33,3
G64036,64036,4.78,15.34,4
G64037,64037,12.69,21.04,7
G64048,64048,17.74,27.76,1
G64050,64050,3.04,6.17,24
G64052,64052,2.01,6.53,35
G64053,64053,1.97,5.31,35
G64054,64054,1.33,0,31
G64055,64055,3.16,11.46,30
G64056,64056,4.72,12.88,16
G64057,64057,3.39,0,21
G64058,64058,8.54,16.98,12
G64060,64060,11.69,17.92,6
G64063,64063,1.73,6.14,12
G64064,64064,4.31,16.27,11
G64065,64065,3.59,13.06,18
G64066,64066,5.03,9.03,8
G64067,64067,2.66,0,6
G64068,64068,4.39,0,25
G64070,64070,15.33,22.33,1
G64071,64071,9.17,18.14,7
G64072,64072,11.09,20.06,9
G64074,64074,9.54,14.45,7
G64075,64075,9.87,18.24,5
G64076,64076,1.16,0,6
G64077,64077,0.84,0,1
G64078,64078,9.78,13.26,4
G64079,64079,20.34,21.08,7
G64080,64080,15.45,23.14,2
G64081,64081,3.39,11.37,13
G64082,64082,6.34,17.19,8
G64083,64083,1.96,0,7
G64085,64085,15.37,18.53,5
G64086,64086,5.61,0,12
G64088,64088,2.49,8.05,4
G64089,64089,13.4,22.2,8
G64092,64092,12.03,21.86,12
G64093,64093,2.4,0,1
G64096,64096,2.32,0,3
G64097,64097,9.03,11.77,6
G64098,64098,16.82,26.36,6
G64101,64101,1.54,6.32,34
G64102,64102,0.94,4.83,35
G64105,64105,1.58,4.96,35
G64106,64106,0.97,4.42,35
G64108,64108,0.66,0,35
G64109,64109,0.61,0,36
G64110,64110,2.23,3.99,37
G64111,64111,0.57,0,36
G64112,64112,2.46,4.8,33
G64113,64113,2.59,7.61,35
G64114,64114,5.1,10.65,32
G64116,64116,3.21,8.31,32
G64117,64117,0.19,0,34
G64118,64118,1.95,0,31
G64119,64119,3.15,0,32
G64120,64120,2.43,5.78,35
G64123,64123,0.86,3.82,35
G64124,64124,0.79,0,35
G64125,64125,2.31,6.48,35
G64126,64126,1.16,0,37
G64127,64127,1.63,3.13,37
G64128,64128,1.33,0,37
G64129,64129,3.16,7.73,38
G64130,64130,0.2,0,38
G64131,64131,4.2,6.34,35
G64132,64132,2.2,0,37
G64133,64133,5.35,10.31,32
G64134,64134,3.11,9.58,25
G64136,64136,6.36,13.6,27
G64137,64137,3.96,8.84,27
G64138,64138,2,0,26
G64139,64139,4.58,15.01,17
G64145,64145,6.87,14.68,18
G64146,64146,7.1,13.81,16
G64147,64147,3.53,8.01,15
G64149,64149,4.42,13.24,9
G64150,64150,1.17,0,32
G64151,64151,3.63,7.76,30
G64152,64152,7.99,13.95,24
G64153,64153,12.35,12.45,27
G64154,64154,6.91,12.64,28
G64155,64155,3.86,10.79,27
G64156,64156,3.45,11.41,23
G64157,64157,2.2,9.45,16
G64158,64158,2.88,8.15,27
G64161,64161,5.24,8.92,29
G64163,64163,13.25,18.08,13
G64164,64164,10.03,19.5,13
G64165,64165,7.37,17.23,18
G64166,64166,7.16,14.53,14
G64167,64167,5.83,17.49,8
G64192,64192,1.67,5.33,39
G64401,64401,6.63,20.96,10
G64402,64402,0.71,0,4
G64420,64420,8.2,11.45,1
G64421,64421,5.93,18.75,13
G64422,64422,15.03,29.74,1
G64423,64423,12.26,20.23,6
G64424,64424,0.76,0,3
G64426,64426,9.64,28.62,3
G64427,64427,14.75,23.26,6
G64428,64428,17.56,22.57,3
G64429,64429,15.64,20.22,3
G64430,64430,16.68,29.56,1
G64432,64432,9.69,19.13,4
G64433,64433,9.84,15.87,4
G64434,64434,11.53,24.73,1
G64436,64436,9.58,20.65,11
G64437,64437,7.64,23.89,1
G64438,64438,9.68,25.45,3
G64439,64439,10.63,26.38,5
G64441,64441,12.53,25.92,1
G64442,64442,12.46,18.81,4
G64443,64443,10.79,14.35,14
G64444,64444,11.55,19.97,1
G64448,64448,3.01,17.28,10
G64449,64449,13.14,25.76,3
G64451,64451,13.25,26.18,1
G64453,64453,12.19,24.99,4
G64454,64454,0.56,0,8
G64456,64456,1.48,0,1
G64458,64458,17.24,27.94,1
G64459,64459,13.05,27.42,3
G64461,64461,16.41,25.66,3
G64463,64463,3.12,0,2
G64465,64465,17.37,28.57,1
G64466,64466,9.3,22.06,1
G64468,64468,0.88,0,3
G64470,64470,2.88,0,1
G64471,64471,9.41,12.78,3
G64473,64473,16.44,24.66,1
G64474,64474,19.67,27.31,4
G64476,64476,9.69,14.81,3
G64477,64477,9.97,16.12,1
G64479,64479,14.19,17.64,4
G64480,64480,12.61,27.11,1
G64481,64481,10.85,27.66,1
G64483,64483,8.81,19.65,3
G64484,64484,6.86,15.34,7
G64485,64485,1.48,0,12
G64486,64486,15.17,22.25,1
G64487,64487,15.28,22.44,3
G64489,64489,1.62,0,4
G64490,64490,12.59,25.38,6
G64492,64492,12.23,18.97,1
G64494,64494,8.16,21.8,1
G64497,64497,17.28,28.14,3
G64499,64499,8.54,16.25,1
G64501,64501,0.61,0,16
G64503,64503,1.44,3.22,16
G64504,64504,4.85,0,22
G64505,64505,5.61,9.86,13
G64506,64506,0.25,0,14
G64507,64507,4.85,0,16
G64601,64601,1.62,0,1
G64620,64620,8.31,14.57,3
G64622,64622,11.34,25.92,2
G64623,64623,14,29.09,2
G64624,64624,2.03,0,1
G64625,64625,13.31,23.61,3
G64628,64628,9.54,21.3,1
G64630,64630,13.76,20.52,1
G64631,64631,9.45,17.61,1
G64632,64632,3.06,0,1
G64633,64633,1.03,0,3
G64635,64635,13.68,24.75,1
G64636,64636,14.36,21.43,1
G64637,64637,8.64,14.19,2
G64639,64639,18.71,26.02,2
G64640,64640,2.05,0,6
G64644,64644,1.84,0,7
G64646,64646,14.83,23.32,1
G64647,64647,10.39,20.3,3
G64648,64648,13.68,18.14,3
G64649,64649,6.21,15.16,3
G64650,64650,7.7,18.06,4
G64651,64651,17.27,23.85,2
G64654,64654,15.28,26.4,1
G64656,64656,10.82,26.42,1
G64658,64658,5.68,0,1
G64659,64659,17.86,23.06,1
G64661,64661,2.02,0,2
G64664,64664,9.78,21.21,4
G64670,64670,17.11,24.28,1
G64671,64671,1.67,0,4
G64673,64673,1.81,0,2
G64676,64676,10.81,21.27,1
G64679,64679,14.69,21.82,1
G64682,64682,15.72,19.84,3
G64686,64686,7.36,14.89,4
G64688,64688,11.84,23.82,1
G64689,64689,12.69,18.6,3
G64701,64701,19.64,22.7,2
G64720,64720,12.32,19.42,2
G64722,64722,13.48,22.93,3
G64725,64725,20.57,25.35,2
G64728,64728,15.71,26.64,2
G64730,64730,2.29,0,2
G64733,64733,17.41,27.82,1
G64734,64734,14.67,26.96,1
G64735,64735,2.81,0,3
G64738,64738,8.06,17.61,2
G64740,64740,15.11,22.19,3
G64741,64741,10.13,19.75,4
G64744,64744,3.85,0,3
G64745,64745,13.66,26.8,1
G64746,64746,18.11,27.65,1
G64750,64750,8.17,28.25,1
G64752,64752,14.13,27.68,1
G64755,64755,13.92,24.36,2
G64759,64759,2.75,0,1
G64761,64761,15.84,25.58,4
G64762,64762,13.07,27.8,3
G64763,64763,22.23,24.24,3
G64765,64765,15.01,29.8,2
G64767,64767,11.79,22.6,2
G64769,64769,8.54,16.98,15
G64771,64771,9.91,15.08,2
G64772,64772,0.8,0,5
G64776,64776,15.59,25.08,5
G64778,64778,11.45,29.35,2
G64779,64779,15.29,22.05,4
G64784,64784,15.23,20.86,3
G64788,64788,18.02,27.95,3
G64790,64790,10.72,20.82,3
G64801,64801,3.15,0,3
G64804,64804,5.88,12.38,5
G64830,64830,8.43,19.03,2
G64831,64831,1.48,0,3
G64832,64832,8.73,21.43,15
G64833,64833,12.5,21.28,1
G64834,64834,9.15,18.75,2
G64835,64835,8.41,13.67,4
G64836,64836,1.74,0,2
G64840,64840,12.95,19.43,3
G64841,64841,7.94,14.81,5
G64843,64843,5.57,10.65,3
G64844,64844,10.21,15.8,2
G64847,64847,6.49,7.39,3
G64849,64849,11.56,26.94,1
G64850,64850,1.73,0,3
G64854,64854,10.85,18.19,1
G64855,64855,15.76,24.26,2
G64856,64856,12.98,24.56,1
G64857,64857,10.76,23.1,1
G64858,64858,8.79,14.82,3
G64859,64859,11.33,15.01,1
G64862,64862,15.16,23.8,1
G64865,64865,11.19,16.22,3
G64866,64866,16.16,25.92,2
G64870,64870,9.23,11.82,2
G65010,65010,13.08,19.88,8
G65011,65011,9.74,16.18,3
G65013,65013,19.04,23.39,1
G65014,65014,9.83,14.05,1
G65017,65017,9.46,18.62,4
G65018,65018,1.95,0,3
G65020,65020,1.9,0,5
G65023,65023,13.06,19.52,3
G65025,65025,7.74,14.49,1
G65026,65026,2.58,0,3
G65032,65032,10.8,18.84,4
G65034,65034,11.45,15.55,3
G65035,65035,12.11,25.86,1
G65037,65037,8.61,25.01,2
G65039,65039,12.53,22.89,8
G65040,65040,15.03,28.52,3
G65043,65043,7.55,15.39,7
G65046,65046,14.48,21.75,1
G65047,65047,2.06,16.71,3
G65049,65049,1.28,0,3
G65050,65050,10.55,23.54,1
G65051,65051,3.51,0,1
G65052,65052,6.11,11.5,6
G65053,65053,11.93,18.29,3
G65054,65054,6.68,24.94,1
G65059,65059,13.23,23.39,2
G65062,65062,13.27,27.4,1
G65063,65063,12.85,15.13,4
G65064,65064,8.96,16.01,2
G65065,65065,5.21,0,6
G65066,65066,0.24,0,1
G65072,65072,6.49,25.28,2
G65074,65074,13.69,29.02,3
G65075,65075,13.54,22.83,1
G65077,65077,12.26,27.7,2
G65078,65078,5.05,0,4
G65079,65079,5.96,23.57,5
G65081,65081,13.63,19.75,3
G65082,65082,2.62,0,3
G65083,65083,8.47,17.56,2
G65084,65084,0.37,0,4
G65101,65101,6.62,0,5
G65109,65109,5.33,0,6
G65201,65201,5.94,0,6
G65202,65202,1.04,0,6
G65203,65203,3.57,0,6
G65215,65215,1.26,7.9,6
G65231,65231,11.5,16.64,4
G65232,65232,9.55,12.99,2
G65239,65239,2.15,0,4
G65240,65240,17.7,25.12,2
G65243,65243,11.77,16.27,4
G65244,65244,11.02,18.6,3
G65246,65246,14.01,28.93,1
G65247,65247,9.31,14.44,4
G65251,65251,1.93,0,2
G65254,65254,18.93,29.4,1
G65255,65255,9.27,18.8,6
G65256,65256,15.1,25.49,1
G65257,65257,12.39,26.3,2
G65258,65258,9.99,15.38,1
G65259,65259,9.32,17.65,4
G65260,65260,7.44,14.94,4
G65261,65261,9.97,19.42,2
G65262,65262,10.97,12.25,7
G65263,65263,13.41,22.43,4
G65264,65264,14.59,26.66,3
G65265,65265,5.04,0,2
G65270,65270,2.17,0,3
G65275,65275,1.16,0,1
G65278,65278,4.96,8.36,3
G65279,65279,12.31,19.27,6
G65280,65280,13.45,25.19,2
G65281,65281,4.1,0,1
G65283,65283,12.32,29.09,1
G65284,65284,16.97,23.61,5
G65285,65285,10.07,11.59,2
G65301,65301,3.37,0,3
G65305,65305,12.21,27.01,1
G65320,65320,17.62,29.32,2
G65321,65321,11.46,23.64,5
G65323,65323,11.73,18.88,3
G65325,65325,2.64,0,1
G65327,65327,5.43,11.56,2
G65332,65332,0.1,0,3
G65334,65334,12.62,20.27,4
G65335,65335,10.27,22.15,4
G65336,65336,10.9,16.01,4
G65337,65337,13.11,20.15,4
G65338,65338,9.8,19.7,2
G65339,65339,10.29,16.77,5
G65340,65340,2.6,0,2
G65344,65344,16.87,27.16,2
G65345,65345,9.21,28.8,1
G65348,65348,20.24,24.48,2
G65349,65349,13.93,24.08,2
G65350,65350,13.43,18.08,2
G65351,65351,12.59,15.98,4
G65354,65354,19.02,28.95,1
G65355,65355,4.03,0,1
G65360,65360,11.36,21.57,4
G65401,65401,4.83,0,4
G65436,65436,14.08,24.4,1
G65439,65439,6.06,9.5,1
G65440,65440,9.47,28.76,1
G65441,65441,9.79,13.72,1
G65443,65443,14.41,29.09,1
G65444,65444,8.8,19.23,1
G65452,65452,0.64,0,3
G65453,65453,15.91,18.81,2
G65456,65456,7.33,21.43,1
G65457,65457,11.42,19.13,5
G65459,65459,14.04,24.73,2
G65462,65462,17.14,18.09,4
G65463,65463,13.54,22.39,11
G65464,65464,12.33,27.22,1
G65466,65466,5.74,0,1
G65468,65468,13.02,25.46,1
G65473,65473,10.74,18.82,1
G65483,65483,1.31,0,3
G65486,65486,1.44,0,3
G65529,65529,6.03,20.33,5
G65534,65534,11.6,18.58,2
G65535,65535,13.55,21.28,1
G65536,65536,0.46,0,7
G65541,65541,15,29.94,1
G65542,65542,2.08,0,2
G65543,65543,6.46,26.07,1
G65550,65550,8.4,0,1
G65552,65552,4.63,0,1
G65555,65555,12.79,23.1,2
G65556,65556,2.02,0,2
G65557,65557,8.1,13.72,1
G65559,65559,2.66,0,4
G65564,65564,6.95,19.08,2
G65566,65566,0.8,0,1
G65567,65567,9.33,26.2,1
G65570,65570,9.22,24.97,1
G65580,65580,13.95,21.92,4
G65583,65583,2.4,0,3
G65584,65584,6.16,12.13,3
G65588,65588,14.68,20.29,2
G65589,65589,10.35,26.19,1
G65590,65590,19.5,25.77,8
G65591,65591,8.87,29.96,4
G65601,65601,8.75,21.92,1
G65603,65603,11.96,18.33,1
G65605,65605,7.01,0,2
G65608,65608,5.72,0,4
G65610,65610,8.31,18.31,2
G65611,65611,3.58,0,7
G65612,65612,9.97,28.33,6
G65613,65613,2.17,0,5
G65616,65616,5.41,11.66,8
G65617,65617,15.33,20.34,14
G65619,65619,4.75,11.19,17
G65622,65622,13.56,15.95,4
G65623,65623,5.08,13.85,1
G65624,65624,12.15,24.76,1
G65625,65625,4.57,0,1
G65630,65630,13.43,23.15,6
G65631,65631,10.31,20.37,1
G65632,65632,15.57,20.9,8
G65633,65633,14.56,26.7,1
G65634,65634,10.28,14.05,6
G65640,65640,5.65,21.61,4
G65646,65646,11.84,25.62,1
G65647,65647,9.1,20.02,1
G65648,65648,16.63,22.5,6
G65649,65649,3.23,0,4
G65650,65650,8.98,20.6,6
G65652,65652,2.07,0,3
G65653,65653,7.21,0,6
G65655,65655,0.52,0,1
G65656,65656,7.68,26.31,1
G65660,65660,15.4,28.32,1
G65661,65661,4.22,0,1
G65663,65663,3.78,0,3
G65664,65664,12.09,24.87,16
G65667,65667,17.1,29.88,1
G65668,65668,1.87,0,7
G65669,65669,16.95,28.5,1
G65672,65672,3.74,0,8
G65674,65674,2.42,0,5
G65676,65676,12.58,24.78,1
G65679,65679,7.2,20.13,6
G65680,65680,8.16,16.44,1
G65681,65681,6.98,19.6,3
G65682,65682,8.83,18.07,1
G65685,65685,7.79,10.15,3
G65686,65686,1.23,0,3
G65689,65689,1.92,0,3
G65692,65692,8.89,18,5
G65702,65702,7.36,18.55,2
G65704,65704,0.8,0,6
G65705,65705,10.47,10.21,2
G65706,65706,2.86,0,1
G65707,65707,16.25,27.48,1
G65708,65708,12.8,21.24,1
G65710,65710,11.15,22.4,3
G65711,65711,3.2,0,3
G65712,65712,13.93,22.36,1
G65713,65713,13.43,23,1
G65714,65714,8.64,17.92,17
G65715,65715,14.9,24.04,1
G65717,65717,12.2,18.9,2
G65721,65721,15.13,18.69,16
G65722,65722,11.24,18.02,8
G65724,65724,8.5,21.88,5
G65725,65725,15.28,24.29,4
G65727,65727,11.87,23.22,4
G65729,65729,13.19,24.98,1
G65730,65730,14.65,28.35,2
G65731,65731,3.57,14.72,6
G65732,65732,3.65,0,6
G65734,65734,10,21.01,1
G65735,65735,9.89,16.28,3
G65737,65737,2.62,0,7
G65738,65738,2.3,0,17
G65739,65739,7.95,7.8,6
G65740,65740,3.22,14.89,7
G65742,65742,11.09,14.18,17
G65744,65744,16.8,29.89,1
G65745,65745,12.77,26.73,1
G65746,65746,10.23,12.74,2
G65752,65752,7.79,12.59,1
G65754,65754,12.5,21.96,6
G65755,65755,13.52,25.32,3
G65757,65757,12.84,16.36,17
G65759,65759,8.1,16.7,1
G65767,65767,0.79,0,5
G65769,65769,5.27,8.81,1
G65771,65771,8.79,16.58,7
G65772,65772,13.67,24.3,3
G65773,65773,14.38,27.35,1
G65774,65774,4.66,0,6
G65775,65775,3.83,0,2
G65777,65777,16.09,28.27,2
G65779,65779,3.13,0,6
G65781,65781,13.43,15.95,16
G65783,65783,17.75,29.57,1
G65785,65785,18.06,23.38,2
G65786,65786,14.17,18.23,5
G65789,65789,10.28,21.06,2
G65791,65791,3.42,0,3
G65793,65793,15.06,21.77,2
G65802,65802,1.03,0,17
G65803,65803,5.12,0,17
G65804,65804,1.61,0,17
G65806,65806,1.06,0,17
G65807,65807,2.22,0,17
G65809,65809,5.15,9.79,16
G65810,65810,1.83,9.29,17
G66002,66002,2.27,0,9
G66006,66006,15.16,24.22,5
G66007,66007,17.69,26.19,11
G66008,66008,8.38,15.75,11
G66010,66010,13.2,21.42,1
G66012,66012,15.69,23.4,12
G66013,66013,13.28,26.17,3
G66015,66015,11.68,16.54,1
G66016,66016,10.64,14.54,8
G66017,66017,10.75,16.1,6
G66018,66018,13.08,19.02,7
G66019,66019,14.42,20.12,5
G66020,66020,20.1,28.32,6
G66021,66021,17.78,25.78,4
G66023,66023,0.72,0,12
G66024,66024,0.8,0,15
G66025,66025,13.06,16.68,5
G66030,66030,11.21,18.32,5
G66031,66031,7.47,17.21,3
G66035,66035,13.81,15.34,3
G66040,66040,15.05,20.85,1
G66041,66041,8.79,18.2,12
G66042,66042,20.31,29.54,1
G66044,66044,5.14,0,4
G66045,66045,1.01,4.68,4
G66046,66046,6.13,6.44,4
G66047,66047,9.64,10.71,4
G66049,66049,5.91,5.7,5
G66050,66050,13.04,23.43,5
G66052,66052,14.23,25.65,4
G66053,66053,13.13,20.36,1
G66056,66056,2.63,0,2
G66058,66058,8.27,13.96,6
G66060,66060,10.39,16.47,8
G66061,66061,5,0,11
G66062,66062,3.85,0,11
G66064,66064,12.94,15.22,1
G66067,66067,0.6,0,1
G66071,66071,0.97,0,1
G66073,66073,13.26,21.48,5
G66075,66075,1.67,0,4
G66076,66076,11.97,21,1
G66078,66078,11.83,14.48,1
G66079,66079,12.51,27.66,1
G66080,66080,18.79,23.56,1
G66083,66083,13.11,17.74,4
G66085,66085,8.25,22.29,4
G66086,66086,16.85,21.84,4
G66087,66087,2.38,0,9
G66090,66090,2.28,0,12
G66092,66092,13.53,22.33,1
G66095,66095,18.78,25.92,1
G66101,66101,0.47,0,33
G66102,66102,0.33,0,32
G66103,66103,1.07,0,35
G66104,66104,3.02,7.97,31
G66105,66105,1.47,5.7,32
G66106,66106,0.57,0,33
G66109,66109,10.4,18.42,22
G66111,66111,7.11,17.55,25
G66112,66112,5.76,11.03,30
G66115,66115,2.62,6.86,32
G66118,66118,1.14,4.78,34
G66202,66202,2.41,6.46,34
G66203,66203,0.4,0,33
G66204,66204,1.09,0,32
G66205,66205,3.3,7.66,35
G66206,66206,6.03,12.8,31
G66207,66207,4.83,10.28,29
G66208,66208,4.38,7.2,33
G66209,66209,7.99,16.58,21
G66210,66210,4.1,12.85,28
G66211,66211,7.44,14.48,28
G66212,66212,3.53,7.18,29
G66213,66213,3.37,11.94,24
G66214,66214,3.16,8.82,30
G66215,66215,4.86,9.77,29
G66216,66216,2.66,6.32,28
G66217,66217,5.52,10.45,26
G66218,66218,7.94,14.92,18
G66219,66219,5.05,13.32,27
G66220,66220,6.63,11.89,18
G66221,66221,4.32,8.37,13
G66223,66223,6.72,13.12,24
G66224,66224,7.92,16.64,16
G66226,66226,10.93,14.47,16
G66227,66227,8.88,10.96,10
G66402,66402,15.27,26.46,1
G66409,66409,11.4,24.01,2
G66414,66414,18.12,24.02,2
G66424,66424,1.99,0,6
G66425,66425,18.76,28.06,2
G66429,66429,9.87,16.9,2
G66434,66434,17.98,23.91,2
G66439,66439,1.49,0,6
G66440,66440,19.63,25.96,2
G66441,66441,5.22,0,2
G66442,66442,5.03,16.16,2
G66502,66502,5.58,0,4
G66503,66503,8.74,10.21,4
G66506,66506,0.88,2.02,2
G66507,66507,23.76,21.57,2
G66509,66509,26.38,29.93,1
G66512,66512,16.56,24.6,2
G66514,66514,8.18,13.75,2
G66516,66516,14.14,19.57,2
G66517,66517,10.17,17.22,4
G66527,66527,12.64,25.39,2
G66528,66528,18.57,26.56,1
G66531,66531,19.18,24.57,2
G66532,66532,13.77,25.85,2
G66533,66533,20.42,28.28,1
G66535,66535,12.48,16.24,2
G66539,66539,13.84,20.68,2
G66542,66542,7.54,13.74,2
G66546,66546,13.08,20.4,2
G66547,66547,20.25,22.27,2
G66550,66550,20.38,26.44,2
G66552,66552,9.35,17.7,6
G66603,66603,1.8,5,2
G66604,66604,2.17,0,2
G66605,66605,2.11,5.98,2
G66606,66606,2.29,4.82,2
G66607,66607,1.46,0,2
G66608,66608,3.86,9.15,2
G66609,66609,4.56,10.46,2
G66610,66610,11.63,13.03,2
G66611,66611,2.61,6.76,2
G66612,66612,1.15,5.56,2
G66614,66614,11.01,8.04,2
G66615,66615,13.88,12.16,2
G66616,66616,3.84,4.94,2
G66617,66617,9.73,17.35,2
G66618,66618,9.43,11.95,2
G66619,66619,7.85,17.13,2
G66621,66621,1.09,3.63,2
G66622,66622,2.47,6.32,2
G66701,66701,3.75,0,5
G66711,66711,7.98,20.76,3
G66712,66712,1.88,0,15
G66713,66713,3.98,0,4
G66717,66717,15.61,20.53,1
G66720,66720,2.86,0,1
G66724,66724,2.21,0,16
G66725,66725,3.47,0,5
G66728,66728,9.6,15.83,14
G66733,66733,9.41,19.22,3
G66735,66735,2.02,2.96,18
G66738,66738,13.02,18.26,4
G66739,66739,9.75,11.48,3
G66741,66741,8.44,20.32,5
G66743,66743,13.07,19.48,17
G66748,66748,10.87,18.32,2
G66749,66749,0.31,0,2
G66751,66751,8.46,10.15,1
G66753,66753,12.44,17.76,4
G66754,66754,13.43,23.44,1
G66755,66755,16.41,21.05,1
G66756,66756,2.76,18.35,15
G66757,66757,17.13,23.88,1
G66760,66760,5.29,14.91,18
G66761,66761,11.1,14.3,1
G66762,66762,0.59,0,18
G66763,66763,0.87,0,18
G66767,66767,9.14,10.4,4
G66769,66769,13.24,25.12,2
G66770,66770,6.68,8.08,4
G66771,66771,2.59,0,1
G66773,66773,3.96,10.18,13
G66776,66776,18.19,27.01,1
G66778,66778,6.25,10.28,5
G66781,66781,4.06,0,15
G66782,66782,7.94,18.59,4
G66783,66783,23.4,25.5,1
G66801,66801,2.23,0,1
G66835,66835,11.85,20.37,1
G66856,66856,25.56,27.88,1
G66863,66863,14.6,22.26,1
G66864,66864,14.94,19.51,1
G66865,66865,18.81,23.08,1
G66866,66866,18.56,24.32,3
G66869,66869,23.91,28.67,1
G67001,67001,17.13,29.08,1
G67002,67002,12.87,15.72,17
G67005,67005,15.28,19.52,2
G67010,67010,22.05,26.42,8
G67016,67016,10.4,22.29,2
G67017,67017,16.12,16.48,14
G67019,67019,16.42,22.94,1
G67020,67020,11.26,19.45,3
G67026,67026,1.04,0,1
G67030,67030,13.4,22.05,12
G67037,67037,6.06,13.12,17
G67039,67039,22.99,26.49,1
G67045,67045,4.23,0,1
G67050,67050,18.99,24.19,6
G67052,67052,12.35,16.01,18
G67053,67053,15.13,16.89,3
G67055,67055,9.25,12.8,16
G67056,67056,2,0,4
G67060,67060,6.62,13.44,17
G67062,67062,8.89,10.69,4
G67067,67067,6.1,7.41,20
G67073,67073,23.36,28.43,2
G67101,67101,9.07,13.18,17
G67107,67107,16.9,18.71,4
G67110,67110,12.52,16.34,15
G67114,67114,3.87,0,5
G67117,67117,0.19,0,5
G67119,67119,12.95,18.38,1
G67120,67120,9.55,22.24,12
G67131,67131,16.78,28.48,1
G67133,67133,13.36,25.76,6
G67135,67135,8.38,26.71,5
G67144,67144,21.89,22.42,7
G67146,67146,14.75,26.97,1
G67147,67147,11.36,13.87,20
G67149,67149,8.81,23.71,1
G67151,67151,8.86,15.33,3
G67154,67154,15.15,23.83,3
G67156,67156,2.7,0,1
G67202,67202,0.28,0,17
G67203,67203,1.25,0,17
G67204,67204,3.69,0,17
G67205,67205,4.96,8.3,17
G67206,67206,4.69,7.66,17
G67207,67207,4.61,10.38,17
G67208,67208,1,0,17
G67209,67209,3.13,8.53,18
G67210,67210,3.22,0,17
G67211,67211,0.84,0,17
G67212,67212,2.87,0,17
G67213,67213,1.25,0,17
G67214,67214,1.19,0,17
G67215,67215,3.99,10.77,18
G67216,67216,1.51,0,17
G67217,67217,1.66,0,17
G67218,67218,0.96,4.47,17
G67219,67219,3.7,0,20
G67220,67220,2.86,8.07,17
G67223,67223,8.38,13.18,15
G67226,67226,7.58,9.12,17
G67227,67227,8.5,16.38,18
G67228,67228,9.53,15.1,16
G67230,67230,8.62,13.16,17
G67232,67232,8.38,21.63,13
G67235,67235,6.85,9.61,18
G67260,67260,0.87,5.27,17
G67301,67301,1.45,0,1
G67330,67330,13.98,20.68,2
G67332,67332,10.13,12.31,1
G67333,67333,4.06,0,4
G67335,67335,15.72,20.62,1
G67336,67336,1.56,0,2
G67337,67337,2.46,0,4
G67340,67340,4.76,13.3,5
G67341,67341,10.68,16.74,2
G67342,67342,18.71,24.73,4
G67344,67344,14.68,25.65,1
G67347,67347,9.67,14.12,2
G67351,67351,9.64,20.42,4
G67355,67355,5.85,21.44,1
G67356,67356,12.71,16.34,2
G67357,67357,1.76,0,2
G67360,67360,12.63,22.97,1
G67363,67363,9.92,13.91,1
