"","GEOID","year","TotalPop","TotalVetPop","VetPercent","MalePop","MaleVetPop","Male18To34","MaleVet18To34","Male35To54","MaleVet35To54","Male55To64","MaleVet55To64","Male65To74","MaleVet65To74","Male75Plus","MaleVet75Plus","FemalePop","FemaleVetPop","Female18To34","FemaleVet18To34","Female35To54","FemaleVet35To54","Female55To64","FemaleVet55To64","Female65To74","FemaleVet65To74","Female75Plus","FemaleVet75Plus"
"477","13181",2010,6266,857,13.68,2994,797,775,44,1026,153,597,257,395,197,201,146,3272,60,643,7,1258,30,625,10,361,0,385,13
"478","13183",2010,8782,1492,16.99,4180,1276,1305,227,1895,595,632,244,303,182,45,28,4602,216,1704,72,1751,93,577,51,305,0,265,0
"479","13185",2010,76208,9002,11.81,35688,7887,14694,987,12309,2730,4557,1861,2584,1320,1544,989,40520,1115,16194,404,13229,556,5073,109,3302,12,2722,34
"480","13187",2010,22424,2453,10.94,11024,2274,3865,291,3901,459,1652,620,1073,503,533,401,11400,179,4038,95,3748,59,1856,16,1076,0,682,9
"481","13189",2010,15881,1340,8.44,7228,1181,1997,0,2845,338,1271,396,698,236,417,211,8653,159,2317,0,3135,97,1476,37,986,8,739,17
"482","13191",2010,10629,1345,12.65,5090,1258,1187,49,1895,235,954,390,751,362,303,222,5539,87,1284,77,2031,0,1094,0,696,10,434,0
"483","13193",2010,11025,971,8.81,5803,871,1962,0,2221,314,882,278,453,195,285,84,5222,100,1327,0,1976,50,892,0,549,0,478,50
"484","13195",2010,20905,2339,11.19,10146,2230,2647,210,4228,593,1678,638,1059,455,534,334,10759,109,2984,16,4042,72,1752,10,1134,0,847,11
"485","13197",2010,6248,885,14.16,3073,818,662,59,1341,228,579,212,429,285,62,34,3175,67,661,21,1349,29,547,17,429,0,189,0
"486","13199",2010,16871,1571,9.31,7836,1421,2164,98,2909,317,1382,345,886,308,495,353,9035,150,2349,16,3142,68,1559,15,1071,40,914,11
"487","13201",2010,4663,426,9.14,2146,410,568,6,810,100,311,94,264,75,193,135,2517,16,572,8,831,3,418,0,331,5,365,0
"488","13205",2010,17640,1665,9.44,9122,1496,2874,107,3790,505,1251,317,750,316,457,251,8518,169,2323,0,3073,105,1311,15,956,12,855,37
"489","13207",2010,19804,2120,10.7,9869,1947,2912,92,3758,626,1719,604,970,343,510,282,9935,173,2242,30,4139,70,1705,48,980,0,869,25
"490","13209",2010,7053,785,11.13,3658,754,1375,50,1299,219,506,242,341,151,137,92,3395,31,1069,10,1145,9,540,12,374,0,267,0
"491","13211",2010,13439,1571,11.69,6417,1497,1567,86,2588,460,1128,448,688,217,446,286,7022,74,1697,29,2640,28,1205,0,840,0,640,17
"492","13213",2010,28918,2466,8.53,14166,2395,4459,170,5876,826,2059,692,1224,431,548,276,14752,71,4308,0,6126,37,2142,0,1293,34,883,0
"493","13215",2010,129283,21457,16.6,56152,18457,17031,1981,22238,6776,8610,4243,4741,2806,3532,2651,73131,3000,23626,1021,25712,1550,10237,272,6664,101,6892,56
"494","13217",2010,68534,7122,10.39,31709,6609,10299,529,13213,2083,4418,1737,2436,1302,1343,958,36825,513,11454,137,14848,252,5280,76,2980,19,2263,29
"495","13219",2010,22445,1989,8.86,10737,1849,2497,97,4870,365,1959,546,918,412,493,429,11708,140,2570,0,5441,110,1901,13,968,3,828,14
"496","13221",2010,11013,991,9,5443,957,1407,35,2272,191,899,325,573,236,292,170,5570,34,1440,0,2125,23,942,3,639,8,424,0
"497","13223",2010,93435,9551,10.22,44747,8554,14336,1009,21206,3271,5375,2222,2598,1411,1232,641,48688,997,15619,331,21850,429,6001,109,3131,73,2087,55
"498","13225",2010,20442,2127,10.41,9657,2056,3557,112,3464,717,1386,614,838,341,412,272,10785,71,3782,0,3677,55,1594,16,1003,0,729,0
"499","13227",2010,22435,2662,11.87,10938,2500,2589,77,4285,585,2081,832,1348,579,635,427,11497,162,2619,0,4219,112,2237,42,1458,0,964,8
"500","13229",2010,13341,1744,13.07,6443,1614,1727,98,2548,429,1070,510,693,301,405,276,6898,130,1833,19,2520,61,1186,13,763,8,596,29
"501","13231",2010,12684,1368,10.79,6188,1338,1635,72,2561,381,1026,397,612,271,354,217,6496,30,1720,0,2631,24,1024,0,651,0,470,6
"502","13233",2010,30265,2860,9.45,14765,2779,4667,88,5620,798,2155,692,1447,671,876,530,15500,81,4339,12,5681,24,2396,0,1560,0,1524,45
"503","13235",2010,9281,875,9.43,3862,836,841,79,1471,181,933,250,432,236,185,90,5419,39,1688,0,2038,27,870,0,420,0,403,12
"504","13237",2010,16465,2032,12.34,8021,1950,1980,0,2742,335,1670,614,1139,602,490,399,8444,82,1832,0,3008,52,1729,14,1158,1,717,15
"505","13239",2010,1927,234,12.14,925,215,224,9,334,54,154,39,120,51,93,62,1002,19,280,9,256,10,213,0,154,0,99,0
"506","13241",2010,12830,1723,13.43,6171,1627,1388,123,2139,340,1203,394,879,356,562,414,6659,96,1282,0,2238,17,1326,39,993,22,820,18
"507","13243",2010,5981,568,9.5,2673,511,1039,53,673,80,491,117,306,121,164,140,3308,57,930,0,1029,33,513,0,397,24,439,0
"508","13245",2010,140963,21044,14.93,64251,17732,22304,1914,23422,6383,9673,3890,5441,3004,3411,2541,76712,3312,25206,998,27130,1738,11277,418,6891,82,6208,76
"509","13247",2010,60647,6665,10.99,28407,5868,8496,271,11849,1789,4485,1852,2228,1058,1349,898,32240,797,8728,83,13561,582,5059,48,2674,7,2218,77
"510","13249",2010,3331,275,8.26,1575,268,418,17,711,80,214,52,200,104,32,15,1756,7,436,0,846,0,254,0,163,0,57,7
"511","13251",2010,10989,1060,9.65,5223,1019,1499,44,1904,228,923,304,552,231,345,212,5766,41,1579,0,1990,41,959,0,646,0,592,0
"512","13253",2010,6751,571,8.46,3134,547,699,11,1173,90,638,153,382,144,242,149,3617,24,753,11,1334,8,605,0,464,5,461,0
"513","13255",2010,46820,5163,11.03,22168,4843,6986,307,8524,1304,3397,1264,2087,1002,1174,966,24652,320,6963,39,9056,185,3904,60,2498,21,2231,15
"514","13257",2010,19937,2017,10.12,9342,1899,2532,35,3409,378,1680,606,1036,463,685,417,10595,118,2692,9,3710,86,1787,16,1207,0,1199,7
"515","13259",2010,4455,325,7.3,2062,320,448,21,875,141,278,58,273,22,188,78,2393,5,486,0,814,0,420,0,281,0,392,5
"516","13261",2010,24123,1800,7.46,11162,1639,4041,53,3869,356,1690,453,925,405,637,372,12961,161,4171,65,4393,30,1937,0,1186,55,1274,11
"517","13263",2010,5324,561,10.54,2469,446,505,4,979,80,544,122,213,60,228,180,2855,115,555,29,1158,32,527,54,352,0,263,0
"518","13265",2010,1580,143,9.05,776,137,272,39,240,14,107,19,119,38,38,27,804,6,132,0,297,1,159,5,105,0,111,0
"519","13267",2010,18910,2022,10.69,10706,1910,3910,240,4304,747,1326,394,754,276,412,253,8204,112,2589,6,2753,41,1189,30,938,8,735,27
"520","13269",2010,6586,573,8.7,3147,488,940,3,1174,73,510,167,277,100,246,145,3439,85,879,58,1267,27,571,0,392,0,330,0
"521","13271",2010,12861,766,5.96,7549,730,2565,37,3150,128,1013,258,484,107,337,200,5312,36,1357,12,1753,17,891,0,642,0,669,7
"522","13273",2010,7150,649,9.08,3377,609,998,81,1251,183,592,161,331,67,205,117,3773,40,908,16,1395,21,631,0,439,0,400,3
"523","13275",2010,33133,3493,10.54,15271,3189,4235,184,5957,853,2461,674,1586,758,1032,720,17862,304,4368,86,6626,161,2930,43,1969,10,1969,4
"524","13277",2010,29346,2772,9.45,13877,2508,4913,170,4982,679,1977,685,1318,505,687,469,15469,264,4916,28,5363,165,2195,0,1524,30,1471,41
"525","13279",2010,19497,2225,11.41,9100,2000,2893,89,3406,542,1375,557,830,427,596,385,10397,225,2962,142,3694,83,1583,0,1124,0,1034,0
"526","13281",2010,8824,1398,15.84,3818,1317,822,0,888,92,792,300,795,490,521,435,5006,81,1239,0,1218,34,910,16,929,17,710,14
"527","13283",2010,5118,378,7.39,2553,375,732,110,1066,103,414,102,216,21,125,39,2565,3,773,0,845,0,391,0,249,3,307,0
"528","13285",2010,47966,4564,9.52,22496,4288,7017,296,8819,1213,3522,1249,1883,703,1255,827,25470,276,7427,35,9432,161,3828,65,2323,0,2460,15
"529","13287",2010,6572,665,10.12,3100,622,1023,24,1043,105,551,237,261,88,222,168,3472,43,836,0,1302,43,555,0,440,0,339,0
"530","13289",2010,7320,571,7.8,3534,521,948,0,1330,204,645,187,493,99,118,31,3786,50,825,5,1499,31,701,14,416,0,345,0
"531","13291",2010,17286,2523,14.6,8391,2469,1540,50,2751,293,1610,628,1579,917,911,581,8895,54,1469,0,2708,25,1940,15,1610,14,1168,0
"532","13293",2010,20659,2293,11.1,9674,2209,2758,173,3684,515,1585,580,1060,486,587,455,10985,84,2735,20,3997,6,1778,21,1270,12,1205,25
"533","13295",2010,51473,6467,12.56,24753,5969,6997,409,9710,1506,3925,1528,2541,1353,1580,1173,26720,498,6804,114,9739,204,4393,138,3090,15,2694,27
"534","13297",2010,59376,5895,9.93,28492,5394,8018,370,12101,1533,4529,1355,2434,1096,1410,1040,30884,501,8389,123,12428,252,4751,90,2829,20,2487,16
"535","13299",2010,27255,2919,10.71,13380,2773,4315,232,4899,605,2049,824,1195,544,922,568,13875,146,3782,29,4673,75,2204,9,1490,9,1726,24
"536","13301",2010,4484,484,10.79,2011,413,497,30,746,112,370,80,235,84,163,107,2473,71,500,26,963,33,427,12,266,0,317,0
"537","13303",2010,15978,1160,7.26,7958,1080,2727,8,2956,314,1194,391,631,227,450,140,8020,80,2015,12,3050,23,1246,6,868,31,841,8
"538","13305",2010,22167,2382,10.75,11557,2166,3517,282,4693,496,1716,525,1020,460,611,403,10610,216,2865,27,3992,145,1679,37,1210,7,864,0
"539","13307",2010,2045,145,7.09,979,145,244,46,391,18,174,50,106,10,64,21,1066,0,162,0,443,0,210,0,149,0,102,0
"540","13309",2010,5861,472,8.05,3969,469,1643,45,1477,253,481,50,213,93,155,28,1892,3,503,3,535,0,344,0,229,0,281,0
"541","13311",2010,20612,2678,12.99,9961,2563,2334,101,3757,338,1821,764,1296,771,753,589,10651,115,2340,0,3892,55,2066,30,1369,19,984,11
"542","13313",2010,71085,5869,8.26,35016,5511,11898,248,13726,1280,4860,1613,2876,1259,1656,1111,36069,358,11277,68,13486,185,5191,35,3230,28,2885,42
"543","13315",2010,7218,746,10.34,4262,721,1351,47,1776,180,605,203,270,138,260,153,2956,25,723,2,1009,3,418,0,360,0,446,20
"544","13317",2010,8240,684,8.3,3919,665,1005,9,1386,218,724,172,492,139,312,127,4321,19,932,0,1476,15,777,0,552,0,584,4
"545","13319",2010,7250,665,9.17,3383,597,904,21,1321,166,560,151,407,155,191,104,3867,68,977,36,1375,17,660,6,458,0,397,9
"546","13321",2010,16066,1825,11.36,7569,1699,2133,76,2888,525,1274,488,822,362,452,248,8497,126,2218,0,3077,59,1480,52,965,15,757,0
"547","15001",2010,138605,16975,12.25,68773,15895,18391,741,24705,3329,13838,5183,6830,3583,5009,3059,69832,1080,17857,145,25380,484,13116,158,6833,147,6646,146
"548","15003",2010,689146,84228,12.22,328299,75879,95973,9513,121665,18536,52939,17918,30324,13906,27398,16006,360847,8349,102339,3612,127265,3090,55559,558,34895,467,40789,622
"549","15005",2010,70,0,0,37,0,0,0,9,0,8,0,3,0,17,0,33,0,16,0,0,0,8,0,9,0,0,0
"550","15007",2010,50164,4819,9.61,24769,4500,6373,165,9342,1030,4841,1398,2398,1067,1815,840,25395,319,6166,50,9424,192,4542,32,2543,29,2720,16
"551","15009",2010,115280,10588,9.18,57482,9945,15979,827,23106,2417,10230,3173,4759,1899,3408,1629,57798,643,15413,116,22505,177,9876,120,5202,128,4802,102
"552","16001",2010,278093,32352,11.63,137741,29392,46592,2926,55002,8410,19679,7677,9549,5091,6919,5288,140352,2960,44719,558,54190,1489,20036,339,10781,235,10626,339
"553","16003",2010,3074,459,14.93,1614,447,272,4,607,87,314,90,339,221,82,45,1460,12,299,6,519,0,336,0,219,6,87,0
"554","16005",2010,58646,6047,10.31,28650,5634,11357,457,9246,1435,4192,1594,2212,1017,1643,1131,29996,413,11109,96,9808,175,4247,65,2471,24,2361,53
"555","16007",2010,4381,550,12.55,2157,530,511,15,770,38,372,165,269,135,235,177,2224,20,531,0,756,0,374,9,292,0,271,11
"556","16009",2010,7051,988,14.01,3537,954,729,71,1309,162,714,278,498,219,287,224,3514,34,748,0,1277,11,711,8,431,6,347,9
"557","16011",2010,29809,2760,9.26,14726,2674,4706,139,5483,660,2233,743,1335,562,969,570,15083,86,4691,5,5577,6,2177,52,1445,0,1193,23
"558","16013",2010,16172,1421,8.79,8272,1403,2167,71,3460,327,1457,426,777,308,411,271,7900,18,1979,0,3377,18,1500,0,652,0,392,0
"559","16015",2010,5491,1020,18.58,2867,980,474,45,1171,243,688,392,382,220,152,80,2624,40,425,0,1118,30,659,10,269,0,153,0
"560","16017",2010,31774,4584,14.43,15823,4394,3437,123,5768,1116,3405,1310,2099,1019,1114,826,15951,190,3311,11,5954,95,3318,33,1971,39,1397,12
"561","16019",2010,68850,7182,10.43,33781,6833,11734,439,12327,1884,4956,1829,2731,1213,2033,1468,35069,349,11569,64,12480,207,5024,46,2944,21,3052,11
"562","16021",2010,7979,1457,18.26,3899,1323,882,46,1350,379,777,344,562,323,328,231,4080,134,875,11,1569,47,813,17,460,0,363,59
"563","16023",2010,2183,319,14.61,1062,301,179,7,368,80,230,52,151,92,134,70,1121,18,236,0,378,11,194,0,192,7,121,0
"564","16025",2010,875,120,13.71,480,114,133,2,203,46,82,33,35,10,27,23,395,6,71,0,187,6,74,0,39,0,24,0
"565","16027",2010,124646,13347,10.71,60873,12390,21667,1110,22544,3611,8187,3122,5013,2276,3462,2271,63773,957,21707,216,22701,405,8816,187,5482,86,5067,63
"566","16029",2010,4945,549,11.1,2492,538,632,55,899,120,460,129,296,85,205,149,2453,11,602,6,832,0,432,5,294,0,293,0
"567","16031",2010,14829,1444,9.74,7402,1377,2248,43,2786,360,1146,321,680,312,542,341,7427,67,2162,0,2582,58,1083,0,818,0,782,9
"568","16033",2010,615,49,7.97,334,43,69,0,100,0,83,5,57,38,25,0,281,6,85,0,77,6,49,0,55,0,15,0
"569","16035",2010,7160,1032,14.41,3898,977,819,27,1304,157,836,323,591,265,348,205,3262,55,505,6,1146,16,699,15,503,10,409,8
"570","16037",2010,3293,426,12.94,1683,395,389,0,597,130,370,68,185,75,142,122,1610,31,339,0,619,13,277,12,196,0,179,6
"571","16039",2010,16405,4126,25.15,7570,3394,2396,854,2813,1075,1213,600,702,493,446,372,8835,732,3140,309,3159,320,1180,29,799,33,557,41
"572","16041",2010,8073,963,11.93,4064,923,1258,103,1479,155,588,248,420,167,319,250,4009,40,1179,0,1415,10,563,11,404,0,448,19
"573","16043",2010,8972,1162,12.95,4682,1130,1467,64,1641,152,671,339,533,289,370,286,4290,32,1258,6,1494,0,689,26,441,0,408,0
"574","16045",2010,12518,1739,13.89,6142,1585,1391,31,2225,310,1139,419,776,368,611,457,6376,154,1414,31,2305,49,1091,57,802,0,764,17
"575","16047",2010,10702,1301,12.16,5498,1251,1659,22,1900,210,792,333,638,296,509,390,5204,50,1370,24,1861,16,769,3,610,0,594,7
"576","16049",2010,12512,1944,15.54,6538,1914,1376,27,2098,320,1387,668,1027,472,650,427,5974,30,950,0,2149,8,1295,0,874,10,706,12
"577","16051",2010,15927,1492,9.37,7909,1389,2718,156,3006,358,1089,313,668,285,428,277,8018,103,2648,6,3059,54,1031,7,729,17,551,19
"578","16053",2010,14604,1386,9.49,7432,1334,2520,82,2723,188,1088,400,665,376,436,288,7172,52,2279,22,2641,5,1057,0,629,0,566,25
"579","16055",2010,101052,14027,13.88,49071,13010,13713,910,18363,3258,8305,3544,5274,2878,3416,2420,51981,1017,13802,217,19102,364,8892,185,5317,125,4868,126
"580","16057",2010,29838,2566,8.6,15384,2451,7987,295,3914,659,1830,553,948,438,705,506,14454,115,6725,21,4008,58,1759,34,962,2,1000,0
"581","16059",2010,6234,903,14.49,3119,858,506,0,1067,74,711,280,507,259,328,245,3115,45,562,0,1079,29,656,11,457,5,361,0
"582","16061",2010,2919,567,19.42,1471,554,310,22,474,101,302,167,227,137,158,127,1448,13,249,0,510,4,245,4,245,5,199,0
"583","16063",2010,3528,287,8.13,1882,278,604,8,646,43,369,82,138,56,125,89,1646,9,456,3,605,6,316,0,88,0,181,0
"584","16065",2010,26885,1079,4.01,12714,1006,8614,220,2344,177,863,207,523,138,370,264,14171,73,9706,23,2474,18,881,0,584,24,526,8
"585","16067",2010,13787,1610,11.68,6859,1583,2045,90,2454,334,1082,402,711,319,567,438,6928,27,1855,0,2488,22,1072,0,736,5,777,0
"586","16069",2010,30329,4207,13.87,14825,3988,4312,134,5134,976,2302,1031,1584,807,1493,1040,15504,219,4119,11,5130,113,2497,10,1690,0,2068,85
"587","16071",2010,2942,426,14.48,1430,400,292,28,553,71,263,109,178,61,144,131,1512,26,325,0,498,0,294,8,163,0,232,18
"588","16073",2010,7995,1097,13.72,4120,1041,1222,57,1522,270,655,257,437,249,284,208,3875,56,1020,20,1459,36,639,0,436,0,321,0
"589","16075",2010,15900,2103,13.23,7696,2003,2100,95,2839,469,1219,446,927,520,611,473,8204,100,2141,55,3020,23,1271,18,928,4,844,0
"590","16077",2010,5320,486,9.14,2749,468,860,4,1042,137,423,137,262,92,162,98,2571,18,736,0,921,18,431,0,283,0,200,0
"591","16079",2010,10169,1637,16.1,5077,1575,1042,19,1850,293,1010,484,731,449,444,330,5092,62,959,9,1858,14,976,8,683,10,616,21
"592","16081",2010,6676,377,5.65,3516,376,1208,12,1542,42,468,132,186,91,112,99,3160,1,1057,0,1327,1,474,0,149,0,153,0
"593","16083",2010,54537,5836,10.7,26637,5601,8782,406,9303,1287,3951,1414,2565,1169,2036,1325,27900,235,8715,44,9173,98,4224,10,2856,12,2932,71
"594","16085",2010,7857,1331,16.94,4056,1276,890,40,1488,258,908,402,532,379,238,197,3801,55,799,0,1456,55,822,0,456,0,268,0
"595","16087",2010,7604,1253,16.48,3644,1148,812,40,1214,262,724,336,538,248,356,262,3960,105,747,0,1354,30,792,69,528,6,539,0
"596","17001",2010,51398,6420,12.49,24599,6172,6881,370,8807,999,3984,1763,2479,1128,2448,1912,26799,248,6899,30,8962,54,4166,22,2941,32,3831,110
"597","17003",2010,6479,895,13.81,3255,883,800,29,1303,248,483,220,373,174,296,212,3224,12,752,0,1109,12,483,0,438,0,442,0
"598","17005",2010,14094,1519,10.78,7468,1501,2433,46,2791,388,1110,442,612,304,522,321,6626,18,1824,5,2262,11,1018,0,701,0,821,2
"599","17007",2010,37711,3595,9.53,18646,3458,5192,214,8001,893,2876,928,1619,797,958,626,19065,137,5044,8,7955,57,2795,58,1739,0,1532,14
"600","17009",2010,5766,393,6.82,3834,380,1623,63,1509,75,334,93,218,60,150,89,1932,13,475,0,671,0,313,6,226,0,247,7
"601","17011",2010,26886,3209,11.94,12885,3098,3203,113,4799,608,2216,825,1417,678,1250,874,14001,111,3163,25,4932,67,2294,6,1589,9,2023,4
"602","17013",2010,3995,511,12.79,2007,496,467,21,734,81,341,129,272,130,193,135,1988,15,400,0,706,0,339,15,274,0,269,0
"603","17015",2010,12409,1594,12.85,6146,1477,1403,107,2144,258,1147,387,812,282,640,443,6263,117,1157,19,2141,33,1143,23,876,32,946,10
"604","17017",2010,10137,1108,10.93,5085,1058,1416,52,1869,167,922,316,485,241,393,282,5052,50,1204,3,1861,14,754,6,584,7,649,20
"605","17019",2010,159134,11779,7.4,79289,10924,40457,1059,21894,2560,8654,2730,4590,2022,3694,2553,79845,855,36560,286,22823,279,9215,105,5389,73,5858,112
"606","17021",2010,26944,3419,12.69,13556,3274,3615,168,5352,717,2041,820,1391,702,1157,867,13388,145,3139,29,4598,93,2141,13,1605,0,1905,10
"607","17023",2010,12656,1559,12.32,6098,1475,1482,67,2391,343,1000,435,703,324,522,306,6558,84,1500,20,2309,24,1020,10,800,17,929,13
"608","17025",2010,10643,1244,11.69,5121,1183,1233,73,2005,184,866,302,550,316,467,308,5522,61,1282,5,1867,52,898,0,656,4,819,0
"609","17027",2010,28846,3759,13.03,15029,3537,4687,275,6037,971,1979,904,1262,685,1064,702,13817,222,3476,46,5198,168,1965,0,1461,0,1717,8
"610","17029",2010,43644,4202,9.63,20554,4052,8893,401,6017,760,2619,1067,1675,821,1350,1003,23090,150,9801,16,6053,61,2864,35,1985,0,2387,38
"611","17031",2010,3924108,244059,6.22,1867756,231280,664226,14452,703184,48562,252937,57260,138274,46657,109135,64349,2056352,12779,669370,2491,735642,5932,286480,1284,176510,922,188350,2150
"612","17033",2010,15282,2100,13.74,7655,1963,2018,126,2953,408,1264,643,791,386,629,400,7627,137,1749,5,2614,128,1252,2,944,2,1068,0
"613","17035",2010,8420,1063,12.62,4169,1026,1113,57,1598,165,690,385,428,190,340,229,4251,37,1069,5,1471,10,680,22,472,0,559,0
"614","17037",2010,80698,6210,7.7,39996,5813,18802,680,12592,1184,4472,1685,2313,1095,1817,1169,40702,397,17750,143,12572,160,4613,56,2807,3,2960,35
"615","17039",2010,12803,1555,12.15,6253,1516,1612,144,2495,383,1004,363,641,225,501,401,6550,39,1556,0,2366,20,1061,19,774,0,793,0
"616","17041",2010,14781,1419,9.6,7105,1383,2058,116,2655,298,1116,399,688,276,588,294,7676,36,2065,16,2672,8,1118,8,852,2,969,2
"617","17043",2010,680829,47720,7.01,329249,45586,99575,2454,136427,8084,51173,13367,24261,9577,17813,12104,351580,2134,95244,444,143737,1107,54026,216,28059,139,30514,228
"618","17045",2010,14560,1878,12.9,6930,1784,1714,191,2632,503,1209,368,784,371,591,351,7630,94,1698,37,2648,22,1248,9,925,14,1111,12
"619","17047",2010,5138,674,13.12,2509,635,625,39,947,130,444,178,270,104,223,184,2629,39,561,7,921,8,442,8,326,0,379,16
"620","17049",2010,25405,2934,11.55,12269,2801,3548,218,4751,589,1891,676,1159,608,920,710,13136,133,3400,59,4752,57,1959,11,1432,6,1593,0
"621","17051",2010,16980,1702,10.02,8919,1586,2713,80,3424,280,1265,423,844,368,673,435,8061,116,2059,17,2749,56,1260,41,953,0,1040,2
"622","17053",2010,10705,1500,14.01,5117,1388,1328,78,1944,227,824,442,519,313,502,328,5588,112,1203,15,1996,56,789,28,659,0,941,13
"623","17055",2010,30403,3934,12.94,14580,3784,3766,205,5271,763,2459,1062,1838,796,1246,958,15823,150,3733,28,5362,62,2592,24,1959,3,2177,33
"624","17057",2010,29303,3477,11.87,15206,3309,4287,143,5674,770,2402,910,1544,653,1299,833,14097,168,3181,34,4782,51,2311,16,1729,17,2094,50
"625","17059",2010,4509,538,11.93,2175,504,514,35,754,98,399,137,305,120,203,114,2334,34,513,22,740,4,433,0,332,2,316,6
"626","17061",2010,10728,1251,11.66,5349,1237,1434,34,2043,321,826,383,549,195,497,304,5379,14,1269,0,1936,3,835,5,642,0,697,6
"627","17063",2010,35468,3301,9.31,17440,3203,5292,211,7317,796,2538,1006,1421,564,872,626,18028,98,5187,15,7273,83,2565,0,1495,0,1508,0
"628","17065",2010,6480,758,11.7,3071,751,765,34,1071,123,546,202,392,182,297,210,3409,7,717,3,1176,0,557,0,448,0,511,4
"629","17067",2010,14976,1902,12.7,7247,1842,1695,125,2641,303,1295,480,881,398,735,536,7729,60,1618,24,2628,16,1350,0,1002,11,1131,9
"630","17069",2010,3451,435,12.61,1785,433,425,3,532,54,384,122,250,161,194,93,1666,2,441,0,403,0,311,0,288,2,223,0
"631","17071",2010,5936,875,14.74,2936,837,628,52,1074,197,557,188,410,226,267,174,3000,38,558,0,1073,30,550,0,409,0,410,8
"632","17073",2010,38165,4609,12.08,18558,4337,4709,299,6983,859,3259,1252,2014,976,1593,951,19607,272,4390,57,7163,152,3245,12,2256,0,2553,51
"633","17075",2010,22918,2434,10.62,11010,2333,2597,71,4148,369,1860,742,1339,571,1066,580,11908,101,2521,35,4264,26,1938,29,1422,2,1763,9
"634","17077",2010,49226,4612,9.37,25023,4328,12939,786,6381,1148,2984,1035,1526,506,1193,853,24203,284,10779,102,6519,135,2959,8,1847,6,2099,33
"635","17079",2010,7520,816,10.85,3729,815,949,35,1422,152,631,236,384,184,343,208,3791,1,874,0,1384,1,612,0,417,0,504,0
"636","17081",2010,30324,3592,11.85,15566,3363,4471,250,5915,707,2465,938,1583,632,1132,836,14758,229,3616,38,5175,117,2494,43,1667,11,1806,20
"637","17083",2010,17552,2319,13.21,8511,2233,2392,107,3265,558,1323,543,897,531,634,494,9041,86,2457,9,3259,75,1366,2,984,0,975,0
"638","17085",2010,18034,2376,13.18,8965,2349,1940,74,2995,394,1834,711,1316,602,880,568,9069,27,1636,0,3071,11,1815,16,1294,0,1253,0
"639","17087",2010,10243,1202,11.73,5873,1126,2224,42,1797,191,865,365,643,265,344,263,4370,76,927,12,1538,30,814,29,603,5,488,0
"640","17089",2010,355235,25397,7.15,175314,23971,56020,1523,75044,5315,24536,7173,11935,4710,7779,5250,179921,1426,53547,303,74472,735,25806,182,13435,52,12661,154
"641","17091",2010,83163,8613,10.36,40075,8231,12433,528,15183,1888,6207,2373,3502,1534,2750,1908,43088,382,12655,89,15553,200,6418,18,4096,25,4366,50
"642","17093",2010,72330,5958,8.24,35282,5649,11617,690,15970,1582,4381,1725,2091,873,1223,779,37048,309,12089,99,16090,127,4709,0,2333,41,1827,42
"643","17095",2010,41876,4893,11.68,20773,4676,6134,339,7144,827,3391,1240,2214,965,1890,1305,21103,217,5240,29,6837,81,3540,23,2473,19,3013,65
"644","17097",2010,491246,38919,7.92,238610,36052,66819,2824,105556,8596,36312,9485,17497,7054,12426,8093,252636,2867,66258,744,109969,1345,37384,343,19686,123,19339,312
"645","17099",2010,86965,9853,11.33,42728,9461,11890,506,16348,1970,6712,2604,4160,1837,3618,2544,44237,392,10835,54,16022,132,6726,93,4778,38,5876,75
"646","17101",2010,13555,1551,11.44,7526,1459,2681,113,2769,310,909,316,619,334,548,386,6029,92,1486,5,1981,32,949,18,728,21,885,16
"647","17103",2010,28098,3191,11.36,14442,3007,4040,199,5694,778,2238,786,1423,625,1047,619,13656,184,3243,58,5172,70,2147,25,1483,15,1611,16
"648","17105",2010,30172,3191,10.58,14940,2998,4259,138,5908,656,2277,858,1324,542,1172,804,15232,193,3758,29,5592,121,2346,23,1561,3,1975,17
"649","17107",2010,24229,2550,10.52,12223,2472,4167,223,4425,443,1719,678,1016,480,896,648,12006,78,3331,2,4162,41,1735,7,1251,8,1527,20
"650","17109",2010,27492,2528,9.2,13563,2453,6740,289,3300,476,1641,626,1020,436,862,626,13929,75,5951,27,3614,23,1676,20,1133,5,1555,0
"651","17111",2010,220553,18763,8.51,108940,17828,29808,1211,50053,4235,16135,5597,8081,3497,4863,3288,111613,935,28206,207,50483,449,16406,131,8998,23,7520,125
"652","17113",2010,128514,10538,8.2,61334,9960,25119,986,21373,2369,7631,2816,4101,1645,3110,2144,67180,578,27026,222,22160,225,8161,60,4677,36,5156,35
"653","17115",2010,85142,9705,11.4,40068,9247,11103,612,14607,1967,6897,2570,4043,1776,3418,2322,45074,458,11978,92,15407,183,7284,87,4786,31,5619,65
"654","17117",2010,36909,4956,13.43,17789,4798,4700,279,6605,1106,2983,1437,1913,939,1588,1037,19120,158,4648,20,6777,66,3069,23,2063,4,2563,45
"655","17119",2010,205433,25827,12.57,98426,24086,30018,1702,37900,6280,14808,6527,8736,4412,6964,5165,107007,1741,30772,322,38509,965,15825,270,10274,95,11627,89
"656","17121",2010,30172,3828,12.69,14448,3652,3868,289,5294,747,2352,1030,1635,698,1299,888,15724,176,3773,51,5411,66,2613,30,1812,29,2115,0
