G_COUNTYFP,COUNTYFP,cntT,cntTimeDrive,avTimeDrive,pctTimeDrive
G27171,27171,17,1,47.9364705882353,0.06
G27173,27173,4,0,81.885,0
G28001,28001,9,9,8.74111111111111,1
G28003,28003,7,7,14.8442857142857,1
G28005,28005,3,1,27.3133333333333,0.33
G28007,28007,6,1,35.4716666666667,0.17
G28009,28009,2,1,15.195,0.5
G28011,28011,8,7,11.62,0.88
G28013,28013,5,5,11.51,1
G28015,28015,2,0,34.68,0
G28017,28017,4,3,14.41,0.75
G28019,28019,3,0,42.45,0
G28021,28021,3,3,3.16666666666667,1
G28023,28023,4,2,25.815,0.5
G28025,28025,5,2,35.864,0.4
G28027,28027,7,7,5.79428571428571,1
G28029,28029,6,4,24.5616666666667,0.67
G28031,28031,4,4,0,1
G28033,28033,33,32,13.8648484848485,0.97
G28035,28035,17,17,3.70647058823529,1
G28037,28037,2,2,14.57,1
G28039,28039,5,2,24.148,0.4
G28041,28041,2,2,0,1
G28043,28043,5,5,9.618,1
G28045,28045,8,7,16.04,0.88
G28047,28047,46,46,9.82065217391304,1
G28049,28049,64,64,5.773125,1
G28051,28051,5,5,5.034,1
G28053,28053,3,3,9.53333333333333,1
G28055,28055,1,1,0,1
G28057,28057,5,4,13.922,0.8
G28059,28059,29,29,10.7341379310345,1
G28061,28061,4,3,15.155,0.75
G28063,28063,2,2,0,1
G28065,28065,3,2,11.63,0.67
G28067,28067,14,13,14.3607142857143,0.93
G28069,28069,2,1,15.24,0.5
G28071,28071,10,10,10.956,1
G28073,28073,8,7,12.9825,0.88
G28075,28075,19,18,9.3878947368421,0.95
G28077,28077,3,3,8.06666666666667,1
G28079,28079,5,2,31.894,0.4
G28081,28081,19,18,14.7368421052632,0.95
G28083,28083,8,7,10.6375,0.88
G28085,28085,6,6,10.8716666666667,1
G28087,28087,14,3,34.6971428571429,0.21
G28089,28089,21,20,9.32809523809524,0.95
G28091,28091,6,6,8.40833333333333,1
G28093,28093,6,5,21.0966666666667,0.83
G28095,28095,9,7,21.03,0.78
G28097,28097,3,3,8.22,1
G28099,28099,7,6,21.4057142857143,0.86
G28101,28101,5,1,29.936,0.2
G28103,28103,3,2,17.3966666666667,0.67
G28105,28105,8,8,7.4575,1
G28107,28107,6,5,19.2466666666667,0.83
G28109,28109,9,7,16.9522222222222,0.78
G28111,28111,3,1,20.9233333333333,0.33
G28113,28113,8,7,13.4175,0.88
G28115,28115,6,6,9.69666666666667,1
G28117,28117,5,4,17.726,0.8
G28119,28119,3,3,9.33666666666667,1
G28121,28121,27,26,11.5744444444444,0.96
G28123,28123,6,0,42.635,0
G28125,28125,2,2,5.29,1
G28127,28127,5,5,7.732,1
G28129,28129,3,2,11.41,0.67
G28131,28131,3,1,32.87,0.33
G28133,28133,7,7,0,1
G28135,28135,4,1,43.49,0.25
G28137,28137,5,2,28.546,0.4
G28139,28139,4,4,5.6625,1
G28141,28141,4,2,24.265,0.5
G28143,28143,3,3,7.95333333333333,1
G28145,28145,6,6,17.05,1
G28147,28147,3,3,0,1
G28149,28149,12,12,11.2633333333333,1
G28151,28151,19,19,7.72473684210526,1
G28153,28153,4,4,7.825,1
G28155,28155,3,0,44.3666666666667,0
G28157,28157,2,1,21.34,0.5
G28159,28159,5,3,28.27,0.6
G28161,28161,3,2,21.8033333333333,0.67
G28163,28163,6,5,6.4,0.83
G29001,29001,7,7,7.65142857142857,1
G29003,29003,4,4,12.5525,1
G29005,29005,2,0,41.545,0
G29007,29007,7,7,12.4385714285714,1
G29009,29009,7,6,21.6671428571429,0.86
G29011,29011,3,3,12.5233333333333,1
G29013,29013,4,4,16.8475,1
G29015,29015,6,4,19.7266666666667,0.67
G29017,29017,3,2,20.74,0.67
G29019,29019,29,29,7.95896551724138,1
G29021,29021,25,25,5.9352,1
G29023,29023,10,9,12.407,0.9
G29025,29025,2,2,0,1
G29027,29027,8,8,13.215,1
G29029,29029,11,10,12.8436363636364,0.91
G29031,29031,16,14,20.7975,0.88
G29033,29033,3,1,20.1966666666667,0.33
G29035,29035,2,2,12.925,1
G29037,29037,20,16,16.786,0.8
G29039,29039,3,1,24.2633333333333,0.33
G29041,29041,3,3,15.28,1
G29043,29043,14,12,18.2457142857143,0.86
G29045,29045,3,3,9.78666666666667,1
G29047,29047,44,44,9.28477272727273,1
G29049,29049,4,3,18.2625,0.75
G29051,29051,15,15,9.73933333333333,1
G29053,29053,5,2,33.842,0.4
G29055,29055,6,4,22.85,0.67
G29057,29057,2,2,12.03,1
G29059,29059,3,2,22.6166666666667,0.67
G29061,29061,2,2,13.645,1
G29063,29063,2,0,38.69,0
G29065,29065,4,0,45.71,0
G29067,29067,3,3,14.48,1
G29069,29069,10,10,11.366,1
G29071,29071,17,14,18.7370588235294,0.82
G29073,29073,5,2,24.928,0.4
G29075,29075,2,2,0,1
G29077,29077,62,61,6.49209677419355,0.98
G29079,29079,4,0,36.9575,0
G29081,29081,3,3,5.89333333333333,1
G29083,29083,6,6,15.7566666666667,1
G29085,29085,3,3,0,1
G29087,29087,3,3,9.80666666666667,1
G29089,29089,3,0,40.2133333333333,0
G29091,29091,8,6,17.9425,0.75
G29093,29093,4,4,1.4525,1
G29095,29095,199,199,7.84572864321608,1
G29097,29097,22,22,16.255,1
G29099,29099,42,41,12.7938095238095,0.98
G29101,29101,9,8,16.1811111111111,0.89
G29103,29103,2,2,11.695,1
G29105,29105,6,6,5.23666666666667,1
G29107,29107,7,7,5.62428571428571,1
G29109,29109,7,5,20.5114285714286,0.71
G29111,29111,4,2,31.575,0.5
G29113,29113,7,6,17.13,0.86
G29115,29115,5,4,20.104,0.8
G29117,29117,5,5,7.876,1
G29119,29119,4,3,21.955,0.75
G29121,29121,5,4,15.062,0.8
G29123,29123,3,2,37.75,0.67
G29125,29125,3,0,42.38,0
G29127,29127,8,7,11.63125,0.88
G29129,29129,2,2,0,1
G29131,29131,5,5,6.182,1
G29133,29133,4,4,9.725,1
G29135,29135,4,4,15.11,1
G29137,29137,3,3,6.46666666666667,1
G29139,29139,4,4,19.055,1
G29141,29141,5,4,9.836,0.8
G29143,29143,6,6,14.1816666666667,1
G29145,29145,12,11,12.7033333333333,0.92
G29147,29147,5,4,13.79,0.8
G29149,29149,3,2,20.38,0.67
G29151,29151,4,1,29.01,0.25
G29153,29153,2,1,25.14,0.5
G29155,29155,6,6,12.7866666666667,1
G29157,29157,5,5,9.592,1
G29159,29159,11,11,9.39363636363636,1
G29161,29161,10,9,8.718,0.9
G29163,29163,5,5,13.112,1
G29165,29165,20,18,14.0625,0.9
G29167,29167,4,4,6.69,1
G29169,29169,9,9,11.0744444444444,1
G29171,29171,2,0,37.19,0
G29173,29173,3,2,23.0833333333333,0.67
G29175,29175,6,6,9.7,1
G29177,29177,4,2,19.3525,0.5
G29179,29179,2,1,25.795,0.5
G29181,29181,4,4,11.7175,1
G29183,29183,79,79,11.1060759493671,1
G29185,29185,3,0,33.5166666666667,0
G29186,29186,4,0,36.7325,0
G29187,29187,11,10,15.5309090909091,0.91
G29189,29189,199,189,12.7271859296482,0.95
G29195,29195,8,8,12.11375,1
G29197,29197,2,1,35.695,0.5
G29199,29199,2,0,40.645,0
G29201,29201,10,10,11.76,1
G29203,29203,2,1,19.615,0.5
G29205,29205,3,1,37.1133333333333,0.33
G29207,29207,8,6,20.4525,0.75
G29209,29209,6,5,13.1483333333333,0.83
G29211,29211,3,3,10.68,1
G29213,29213,10,9,14.053,0.9
G29215,29215,4,3,8.62,0.75
G29217,29217,6,6,11.6733333333333,1
G29219,29219,5,4,15.384,0.8
G29221,29221,5,4,6.496,0.8
G29223,29223,4,2,36.2475,0.5
G29225,29225,8,8,11.94125,1
G29227,29227,1,1,0,1
G29229,29229,4,2,19.35,0.5
G29510,29510,106,106,2.84603773584906,1
G30001,30001,3,3,4.85,1
G30003,30003,5,2,51.758,0.4
G30005,30005,4,2,30.7375,0.5
G30007,30007,2,0,38.67,0
G30009,30009,5,3,22.212,0.6
G30011,30011,1,0,285.88,0
G30013,30013,22,20,6.73636363636364,0.91
G30015,30015,2,0,92.375,0
G30017,30017,6,6,5.21,1
G30019,30019,1,0,166.94,0
G30021,30021,3,2,15.7866666666667,0.67
G30023,30023,3,3,3.09666666666667,1
G30025,30025,1,0,105.12,0
G30027,30027,2,2,12.05,1
G30029,30029,19,19,11.27,1
G30031,30031,22,20,11.2145454545455,0.91
G30033,30033,1,0,132.39,0
G30035,30035,4,1,55.355,0.25
G30037,30037,1,0,81.7,0
G30039,30039,1,0,87.1,0
G30041,30041,6,4,27.24,0.67
G30043,30043,3,1,29.44,0.33
G30045,30045,1,0,52.52,0
G30047,30047,8,4,28.79875,0.5
G30049,30049,14,12,14.3385714285714,0.86
G30051,30051,1,0,67.02,0
G30053,30053,5,4,28.014,0.8
G30055,30055,1,0,96.59,0
G30057,30057,3,0,87.3733333333333,0
G30059,30059,1,0,81.8,0
G30061,30061,2,1,27.62,0.5
G30063,30063,20,19,8.2555,0.95
G30065,30065,2,0,83.825,0
G30067,30067,6,3,41.3433333333333,0.5
G30069,30069,1,0,63.88,0
G30071,30071,1,0,97.43,0
G30073,30073,2,2,0,1
G30075,30075,1,0,104.4,0
G30077,30077,2,0,51.085,0
G30079,30079,1,0,46.52,0
G30081,30081,10,8,25.624,0.8
G30083,30083,4,3,30.22,0.75
G30085,30085,3,0,88.9466666666667,0
G30087,30087,4,4,0,1
G30089,30089,3,0,111.06,0
G30091,30091,2,0,102.75,0
G30093,30093,8,8,4.42875,1
G30095,30095,3,0,68.3433333333333,0
G30097,30097,1,0,39.43,0
G30099,30099,3,0,47.12,0
G30101,30101,3,3,5.19666666666667,1
G30103,30103,1,0,52.37,0
G30105,30105,3,NA,NA,NA
G30107,30107,1,0,88.77,0
G30109,30109,1,0,39.62,0
G30111,30111,32,32,9.6159375,1
G31001,31001,9,0,37.4822222222222,0
G31003,31003,3,0,42.8766666666667,0
G31005,31005,1,NA,NA,NA
G31007,31007,1,1,25.2,1
G31009,31009,1,0,120.35,0
G31011,31011,2,0,50.61,0
G31013,31013,3,0,62.2133333333333,0
G31015,31015,1,0,38.72,0
G31017,31017,1,0,79.58,0
G31019,31019,11,1,32.4745454545455,0.09
G31021,31021,3,1,34.38,0.33
G31023,31023,3,2,27.34,0.67
G31025,31025,6,4,15.775,0.67
G31027,31027,2,1,27.175,0.5
G31029,31029,1,0,126.59,0
G31031,31031,2,0,80.77,0
G31033,31033,3,0,64.02,0
G31035,31035,2,0,57.425,0
G31037,31037,3,3,11.5066666666667,1
G31039,31039,3,3,13.3133333333333,1
G31041,31041,4,0,69.825,0
G31043,31043,4,4,6.1075,1
G31045,31045,2,2,12.685,1
G31047,31047,7,0,85.6014285714286,0
G31049,31049,1,0,82.41,0
G31051,31051,2,1,26.81,0.5
G31053,31053,9,9,8.99444444444444,1
G31055,31055,156,156,6.61057692307692,1
G31057,31057,1,0,161.11,0
G31059,31059,2,0,75.89,0
G31061,31061,2,0,84.04,0
G31063,31063,1,0,134.09,0
G31065,31065,1,0,114.36,0
G31067,31067,7,0,52.1028571428571,0
G31069,31069,1,0,97.69,0
G31071,31071,1,0,78.03,0
G31073,31073,1,0,92.89,0
G31075,31075,1,NA,NA,NA
G31077,31077,1,0,59.07,0
G31079,31079,14,14,7.98,1
G31081,31081,3,1,32.0533333333333,0.33
G31083,31083,1,0,99.61,0
G31085,31085,1,0,141.13,0
G31087,31087,1,0,116.75,0
G31089,31089,4,4,15.8275,1
G31091,31091,1,NA,NA,NA
G31093,31093,2,1,30.485,0.5
G31095,31095,3,0,83.3033333333333,0
G31097,31097,2,0,59.26,0
G31099,31099,2,0,57.145,0
G31101,31101,3,NA,NA,NA
G31103,31103,1,0,94.2,0
G31105,31105,1,0,50.27,0
G31107,31107,3,0,42.4333333333333,0
G31109,31109,74,73,7.21527027027027,0.99
G31111,31111,8,NA,NA,NA
G31113,31113,1,0,125.21,0
G31115,31115,1,0,89.73,0
G31117,31117,1,NA,NA,NA
G31119,31119,9,9,2.57888888888889,1
G31121,31121,3,2,30.7566666666667,0.67
G31123,31123,1,0,45.26,0
G31125,31125,1,0,43.93,0
G31127,31127,2,0,63.845,0
G31129,31129,2,0,95.975,0
G31131,31131,5,0,37.056,0
G31133,31133,1,0,86.51,0
G31135,31135,1,0,121.23,0
G31137,31137,3,0,74.0566666666667,0
G31139,31139,2,1,26.59,0.5
G31141,31141,7,7,7.96,1
G31143,31143,2,0,37.86,0
G31145,31145,3,0,92.52,0
G31147,31147,3,0,50.9633333333333,0
G31149,31149,1,0,59.63,0
G31151,31151,4,0,48.115,0
G31153,31153,43,43,11.2181395348837,1
G31155,31155,5,0,36.604,0
G31157,31157,11,10,12.4954545454545,0.91
G31159,31159,4,0,34.5425,0
G31161,31161,2,0,53.825,0
G31163,31163,1,0,35.34,0
G31165,31165,1,0,61.08,0
G31167,31167,2,2,11.215,1
G31169,31169,2,0,107.815,0
G31171,31171,1,NA,NA,NA
G31173,31173,2,1,27.505,0.5
G31175,31175,2,0,66.425,0
G31177,31177,5,5,22.078,1
G31179,31179,2,2,6.28,1
G31181,31181,2,0,75.565,0
G31183,31183,1,0,50.33,0
G31185,31185,4,0,58.1325,0
G32001,32001,7,0,81.7414285714286,0
G32003,32003,487,473,10.5593429158111,0.97
G32005,32005,17,6,32.3541176470588,0.35
G32007,32007,14,12,15.7914285714286,0.86
G32009,32009,1,0,174.5,0
G32011,32011,1,0,69.01,0
G32013,32013,4,0,127.6375,0
G32015,32015,1,1,0,1
G32017,32017,2,0,142.385,0
G32019,32019,10,3,50.002,0.3
G32021,32021,2,0,163.83,0
G32023,32023,10,7,58.68,0.7
G32027,32027,1,0,120.13,0
G32029,32029,1,1,0,1
G32031,32031,112,108,11.1510714285714,0.96
G32033,32033,3,0,195.543333333333,0
G32510,32510,14,14,6.095,1
G33001,33001,15,13,15.1173333333333,0.87
G33003,33003,11,6,32.2972727272727,0.55
G33005,33005,16,2,36.955,0.12
G33007,33007,11,8,14.2254545454545,0.73
G33009,33009,19,11,24.3521052631579,0.58
G33011,33011,86,75,13.6917441860465,0.87
G33013,33013,36,22,27.7886111111111,0.61
G33015,33015,66,65,15.0756060606061,0.98
G33017,33017,25,24,11.8304,0.96
G33019,33019,10,4,30.205,0.4
G34001,34001,70,70,7.97728571428571,1
G34003,34003,179,179,7.89022346368715,1
G34005,34005,114,113,13.4101754385965,0.99
G34007,34007,127,127,7.23047244094488,1
G34009,34009,33,33,13.4678787878788,1
G34011,34011,35,34,7.63942857142857,0.97
G34013,34013,210,210,4.43580952380952,1
G34015,34015,63,63,8.53253968253968,1
G34017,34017,166,166,3.43933734939759,1
G34019,34019,26,24,18.3846153846154,0.92
G34021,34021,77,77,8.01805194805195,1
G34023,34023,175,175,10.4109714285714,1
G34025,34025,144,144,8.00465277777778,1
G34027,34027,100,100,12.5905,1
G34029,34029,126,126,9.58380952380952,1
G34031,34031,100,97,7.7074,0.97
G34033,34033,25,25,12.5132,1
G34035,34035,68,68,12.1907352941176,1
G34037,34037,41,34,20.2868292682927,0.83
G34039,34039,108,108,9.06824074074074,1
G34041,34041,23,23,14.3082608695652,1
G35001,35001,153,153,7.03712418300654,1
G35003,35003,1,1,0,1
G35005,35005,16,14,8.956875,0.88
G35006,35006,7,4,26.2771428571429,0.57
G35007,35007,3,1,22.3666666666667,0.33
G35009,35009,12,11,6.4975,0.92
G35011,35011,1,1,0,1
G35013,35013,41,41,4.71756097560976,1
G35015,35015,12,12,2.63916666666667,1
G35017,35017,8,7,9.61,0.88
G35019,35019,1,1,0,1
G35021,35021,1,1,0,1
G35023,35023,2,2,0,1
G35025,35025,18,16,16.3716666666667,0.89
G35027,35027,5,3,35.626,0.6
G35028,35028,4,2,30.7525,0.5
G35029,35029,6,6,2.315,1
G35031,35031,17,7,34.9170588235294,0.41
G35033,35033,1,1,0,1
G35035,35035,16,15,7.586875,0.94
G35037,35037,3,3,6.14666666666667,1
G35039,35039,9,8,12.9055555555556,0.89
G35041,35041,5,5,6.274,1
G35043,35043,28,25,10.8228571428571,0.89
G35045,35045,33,26,19.6760606060606,0.79
G35047,35047,7,7,2.74142857142857,1
G35049,35049,50,50,5.445,1
G35051,35051,4,3,21.735,0.75
G35053,35053,6,5,10.3583333333333,0.83
G35055,35055,6,6,1.67333333333333,1
G35057,35057,4,4,11.6775,1
G35059,35059,1,0,128.42,0
G35061,35061,18,18,10.8527777777778,1
G36001,36001,75,71,10.6224,0.95
G36003,36003,13,5,30.2253846153846,0.38
G36005,36005,339,339,1.82418879056047,1
G36007,36007,55,52,14.4996363636364,0.95
G36009,36009,21,12,22.2290476190476,0.57
G36011,36011,20,20,6.37,1
G36013,36013,36,31,12.6213888888889,0.86
G36015,36015,22,0,40.6777272727273,0
G36017,36017,12,1,41.6925,0.08
G36019,36019,19,17,13.16,0.89
G36021,36021,21,20,19.6395238095238,0.95
G36023,36023,12,11,7.26916666666667,0.92
G36025,36025,14,0,80.2678571428571,0
G36027,36027,79,78,13.1127848101266,0.99
G36029,36029,237,231,10.0449367088608,0.97
G36031,36031,13,7,25.2007692307692,0.54
G36033,36033,14,11,18.6757142857143,0.79
G36035,36035,15,11,28.902,0.73
G36037,36037,15,15,8.938,1
G36039,36039,15,10,30.1533333333333,0.67
G36041,36041,4,1,45.1825,0.25
G36043,36043,19,15,20.2536842105263,0.79
G36045,36045,26,21,16.0230769230769,0.81
G36047,36047,761,761,2.34160315374507,1
G36049,36049,7,2,33.7585714285714,0.29
G36051,36051,15,15,10.9446666666667,1
G36053,36053,25,NA,NA,NA
G36055,36055,193,193,7.08435233160622,1
G36057,36057,16,12,16.060625,0.75
G36059,36059,284,284,6.8425,1
G36061,36061,288,288,1.39350694444444,1
G36063,36063,62,60,12.3695161290323,0.97
G36065,36065,77,NA,NA,NA
G36067,36067,140,140,9.27871428571429,1
G36069,36069,25,24,13.5672,0.96
G36071,36071,79,78,8.73075949367089,0.99
G36073,36073,11,11,13.1336363636364,1
G36075,36075,30,28,9.89533333333333,0.93
G36077,36077,17,0,65.9329411764706,0
G36079,36079,19,19,15.2694736842105,1
G36081,36081,669,669,3.8631091180867,1
G36083,36083,42,37,14.3680952380952,0.88
G36085,36085,111,111,7.92675675675676,1
G36087,36087,65,65,5.93846153846154,1
G36089,36089,28,15,27.9446428571429,0.54
G36091,36091,50,47,19.5312,0.94
G36093,36093,43,43,6.8553488372093,1
G36095,36095,8,0,52.89375,0
G36097,36097,5,1,33.764,0.2
G36099,36099,10,9,18.649,0.9
G36101,36101,30,19,21.0303333333333,0.63
G36103,36103,323,321,8.91863777089783,0.99
G36105,36105,24,17,22.6020833333333,0.71
G36107,36107,10,2,43.651,0.2
G36109,36109,23,5,31.5426086956522,0.22
G36111,36111,47,44,11.3814893617021,0.94
G36113,36113,19,18,6.6157894736842104,0.95
G36115,36115,17,13,22.5511764705882,0.76
G36117,36117,23,22,16.4508695652174,0.96
G36119,36119,223,223,6.00928251121076,1
G36121,36121,11,9,19.3772727272727,0.82
G36123,36123,5,5,0,1
G37001,37001,36,36,13.1655555555556,1
G37003,37003,7,6,16.8071428571429,0.86
G37005,37005,3,3,12.2466666666667,1
G37007,37007,6,6,13.53,1
G37009,37009,6,4,19.41,0.67
G37011,37011,5,5,13.188,1
G37013,37013,11,8,17.2027272727273,0.73
G37015,37015,4,4,5.7575,1
G37017,37017,6,3,25.9433333333333,0.5
G37019,37019,33,30,18.1157575757576,0.91
G37021,37021,56,55,12.1814285714286,0.98
G37023,37023,18,17,12.5116666666667,0.94
G37025,37025,37,37,13.5945945945946,1
G37027,37027,17,17,12.2464705882353,1
G37029,37029,2,2,25.01,1
G37031,37031,39,4,42.115641025641,0.1
G37033,37033,6,5,16.4883333333333,0.83
G37035,37035,31,31,6.20096774193548,1
G37037,37037,13,13,12.8092307692308,1
G37039,37039,7,3,25.4485714285714,0.43
G37041,37041,3,3,11.25,1
G37043,37043,2,1,32.27,0.5
G37045,37045,22,22,14.6777272727273,1
G37047,37047,13,12,12.3053846153846,0.92
G37049,37049,21,18,12.857619047619,0.86
G37051,37051,68,68,10.8825,1
G37053,37053,8,1,57.93375,0.12
G37055,37055,11,0,82.0945454545455,0
G37057,37057,34,34,13.1314705882353,1
G37059,37059,7,7,9.41857142857143,1
G37061,37061,11,11,7.61545454545455,1
G37063,37063,60,60,7.39833333333333,1
G37065,37065,14,14,9.76714285714286,1
G37067,37067,93,93,10.2418279569892,1
G37069,37069,12,10,19.6816666666667,0.83
G37071,37071,65,65,8.11415384615385,1
G37073,37073,3,3,15.0533333333333,1
G37075,37075,3,2,15.4933333333333,0.67
G37077,37077,13,9,24.5346153846154,0.69
G37079,37079,4,4,9.8275,1
G37081,37081,119,119,11.0155462184874,1
G37083,37083,12,12,2.77833333333333,1
G37085,37085,27,27,10.4466666666667,1
G37087,37087,16,15,16.291875,0.94
G37089,37089,27,27,8.93888888888889,1
G37091,37091,5,5,7.31,1
G37093,37093,9,8,15.2522222222222,0.89
G37095,37095,3,2,86.58,0.67
G37097,37097,44,41,17.9263636363636,0.93
G37099,37099,9,8,13.5422222222222,0.89
G37101,37101,25,25,13.1304,1
G37103,37103,3,2,31.3366666666667,0.67
G37105,37105,13,12,24.6246153846154,0.92
G37107,37107,15,15,3.35933333333333,1
G37109,37109,18,18,15.8461111111111,1
G37111,37111,10,2,33.787,0.2
G37113,37113,9,2,37.8811111111111,0.22
G37115,37115,6,5,7.15666666666667,0.83
G37117,37117,6,6,12.9783333333333,1
G37119,37119,233,231,16.1429613733906,0.99
G37121,37121,4,4,7.7625,1
G37123,37123,6,3,25.18,0.5
G37125,37125,18,1,36.2072222222222,0.06
G37127,37127,18,17,11.7333333333333,0.94
G37129,37129,45,45,11.4588888888889,1
G37131,37131,5,5,8.566,1
G37133,37133,32,26,16.955625,0.81
G37135,37135,28,28,10.4675,1
G37137,37137,5,2,25.454,0.4
G37139,37139,10,10,12.721,1
G37141,37141,16,7,30.9175,0.44
G37143,37143,3,2,30.3966666666667,0.67
G37145,37145,7,7,14.4642857142857,1
G37147,37147,32,32,13.805625,1
G37149,37149,7,7,12.6071428571429,1
G37151,37151,28,27,13.1271428571429,0.96
G37153,37153,11,11,9.30363636363636,1
G37155,37155,31,31,10.6470967741935,1
G37157,37157,21,18,19.7704761904762,0.86
G37159,37159,30,30,10.565,1
G37161,37161,13,12,15.9046153846154,0.92
G37163,37163,11,11,5.68545454545455,1
G37165,37165,7,7,8.99285714285714,1
G37167,37167,13,0,39.6223076923077,0
G37169,37169,9,6,25.3222222222222,0.67
G37171,37171,22,19,19.5522727272727,0.86
G37173,37173,5,3,26.256,0.6
G37175,37175,7,7,15.6371428571429,1
G37177,37177,1,1,22.61,1
G37179,37179,41,40,19.3612195121951,0.98
G37181,37181,10,10,9.644,1
G37183,37183,187,181,12.8167379679144,0.97
G37185,37185,6,5,19.5133333333333,0.83
G37187,37187,3,3,15.2,1
G37189,37189,13,12,16.1661538461538,0.92
G37191,37191,26,26,7.94346153846154,1
G37193,37193,14,13,15.5107142857143,0.93
G37195,37195,19,19,9.17473684210526,1
G37197,37197,7,6,23.65,0.86
G37199,37199,5,5,19.622,1
G38001,38001,1,0,80.9,0
G38003,38003,4,4,9.125,1
G38005,38005,4,0,108.285,0
G38007,38007,1,0,113.94,0
G38009,38009,3,0,58.49,0
G38011,38011,2,0,132.065,0
G38013,38013,1,1,0,1
G38015,38015,19,17,12.4347368421053,0.89
G38017,38017,33,31,9.80424242424242,0.94
G38019,38019,2,0,71.745,0
G38021,38021,3,0,69.61,0
G38023,38023,1,0,90.95,0
G38025,38025,1,1,0,1
G38027,38027,1,0,120.89,0
G38029,38029,1,0,81.14,0
G38031,38031,1,0,102.39,0
G38033,38033,1,0,58.47,0
G38035,38035,18,17,11.0544444444444,0.94
G38037,38037,1,0,93.84,0
G38039,38039,1,0,58.84,0
G38041,38041,2,0,127.405,0
G38043,38043,1,0,67.3,0
G38045,38045,2,0,81.16,0
G38047,38047,1,0,111.81,0
G38049,38049,2,0,59.725,0
G38051,38051,1,0,142.58,0
G38053,38053,4,0,70.1425,0
G38055,38055,2,1,16.885,0.5
G38057,38057,3,3,5.39333333333333,1
G38059,38059,5,3,26.746,0.6
G38061,38061,3,0,73.1433333333333,0
G38063,38063,1,0,64.96,0
G38065,38065,1,1,0,1
G38067,38067,5,0,58.534,0
G38069,38069,2,0,66.095,0
G38071,38071,3,0,105.446666666667,0
G38073,38073,3,0,67.5166666666667,0
G38075,38075,1,0,77.36,0
G38077,38077,6,0,64.2783333333333,0
G38079,38079,4,3,13.45,0.75
G38081,38081,2,0,96.845,0
G38083,38083,1,1,0,1
G38085,38085,2,0,74.495,0
G38087,38087,1,0,141.73,0
G38089,38089,8,0,79.35125,0
G38091,38091,1,0,76.48,0
G38093,38093,6,0,48.4083333333333,0
G38095,38095,1,0,48.91,0
G38097,38097,4,0,52.3775,0
G38099,38099,6,5,17.6966666666667,0.83
G38101,38101,13,11,14.2269230769231,0.85
G38103,38103,2,0,86.115,0
G38105,38105,7,5,14.8614285714286,0.71
G39001,39001,6,6,11.5433333333333,1
G39003,39003,33,33,8.1569696969697,1
G39005,39005,11,11,10.9981818181818,1
G39007,39007,26,24,16.0246153846154,0.92
G39009,39009,15,15,4.92533333333333,1
G39011,39011,11,5,28.9481818181818,0.45
G39013,39013,20,19,12.409,0.95
G39015,39015,9,9,11.9111111111111,1
G39017,39017,80,80,8.449875,1
G39019,39019,7,2,35.2085714285714,0.29
G39021,39021,10,9,25.43,0.9
G39023,39023,44,44,8.62045454545455,1
G39025,39025,40,40,10.499,1
G39027,39027,9,9,14.2922222222222,1
G39029,39029,24,23,15.06375,0.96
G39031,39031,10,9,9.953,0.9
G39033,39033,13,13,7.55538461538462,1
G39035,39035,447,447,7.16805369127517,1
G39037,39037,12,12,8.0275,1
G39039,39039,9,9,11.7844444444444,1
G39041,39041,35,35,13.28,1
G39043,39043,19,18,10.5968421052632,0.95
G39045,39045,28,28,9.78,1
G39047,39047,7,7,10.44,1
G39049,39049,284,284,7.39183098591549,1
G39051,39051,9,8,23.4566666666667,0.89
G39053,39053,7,5,20.6428571428571,0.71
G39055,39055,21,14,28.31,0.67
G39057,39057,35,35,13.6605714285714,1
G39059,39059,10,10,10.306,1
G39061,39061,222,222,5.92518018018018,1
G39063,39063,13,10,24.1923076923077,0.77
G39065,39065,7,7,14.93,1
G39067,39067,5,4,12.15,0.8
G39069,39069,7,6,14.2128571428571,0.86
G39071,39071,9,9,7.97444444444444,1
G39073,39073,7,6,15.4785714285714,0.86
G39075,39075,8,1,37,0.12
G39077,39077,13,12,18.9392307692308,0.92
G39079,39079,7,7,10.9114285714286,1
G39081,39081,23,23,11.2495652173913,1
G39083,39083,12,12,14.17,1
G39085,39085,59,59,10.9177966101695,1
G39087,39087,16,16,5.459375,1
G39089,39089,32,12,29.069375,0.38
G39091,39091,11,11,9.30454545454545,1
G39093,39093,74,73,8.88027027027027,0.99
G39095,39095,128,128,7.147890625,1
G39097,39097,12,12,16.2416666666667,1
G39099,39099,70,70,11.7535714285714,1
G39101,39101,18,18,6.97277777777778,1
G39103,39103,37,36,13.2748648648649,0.97
G39105,39105,6,5,13.35,0.83
G39107,39107,9,3,33.9377777777778,0.33
G39109,39109,21,17,23.6209523809524,0.81
G39111,39111,4,3,21.9325,0.75
G39113,39113,153,153,7.41490196078431,1
G39115,39115,4,4,16.5675,1
G39117,39117,6,6,15.1616666666667,1
G39119,39119,19,19,10.2763157894737,1
G39121,39121,3,3,12.7333333333333,1
G39123,39123,13,11,26.2146153846154,0.85
G39125,39125,5,2,31.054,0.4
G39127,39127,6,5,15.4366666666667,0.83
G39129,39129,13,13,15.1615384615385,1
G39131,39131,6,5,11.508333333333301,0.83
